Orthogroup	Prao	Prap
OG0000072	Prao.g_00458	Prap.g_01389
OG0000073	Prao.g_00108	Prap.g_00356
OG0000074	Prao.g_00129	Prap.g_00809
OG0000075	Prao.g_00748	Prap.g_00776
OG0000076	Prao.g_00974	Prap.g_00708
OG0000078	Prao.g_01214	Prap.g_00082
OG0000079	Prao.g_01474	Prap.g_00206
OG0000080	Prao.g_01522	Prap.g_00618
OG0000081	Prao.g_01717	Prap.g_01608
OG0000082	Prao.g_01806	Prap.g_00623
OG0000083	Prao.g_01844	Prap.g_00051
OG0000084	Prao.g_01847	Prap.g_00048
OG0000085	Prao.g_00170	Prap.g_00932
OG0000087	Prao.g_00195	Prap.g_00903
OG0000088	Prao.g_00251	Prap.g_01061
OG0000089	Prao.g_00260	Prap.g_01052
OG0000090	Prao.g_00277	Prap.g_01035
OG0000091	Prao.g_00307	Prap.g_01001
OG0000092	Prao.g_00308	Prap.g_01000
OG0000093	Prao.g_00322	Prap.g_00986
OG0000094	Prao.g_00340	Prap.g_00967
OG0000095	Prao.g_00345	Prap.g_00962
OG0000096	Prao.g_00389	Prap.g_01460
OG0000097	Prao.g_01378	Prap.g_01436
OG0000099	Prao.g_00431	Prap.g_01415
OG0000100	Prao.g_00434	Prap.g_01412
OG0000101	Prao.g_00491	Prap.g_01347
OG0000102	Prao.g_00516	Prap.g_00543
OG0000103	Prao.g_00582	Prap.g_01291
OG0000104	Prao.g_00586	Prap.g_01287
OG0000105	Prao.g_00605	Prap.g_01267
OG0000106	Prao.g_01859	Prap.g_01237
OG0000107	Prao.g_01858	Prap.g_01236
OG0000108	Prao.g_01162	Prap.g_01226
OG0000109	Prao.g_01171	Prap.g_01217
OG0000110	Prao.g_01187	Prap.g_01200
OG0000111	Prao.g_00090	Prap.g_00375
OG0000112	Prao.g_00091	Prap.g_00374
OG0000113	Prao.g_00670	Prap.g_00324
OG0000114	Prao.g_00739	Prap.g_00785
OG0000115	Prao.g_00902	Prap.g_00257
OG0000116	Prao.g_00906	Prap.g_00261
OG0000117	Prao.g_00971	Prap.g_00705
OG0000118	Prao.g_01025	Prap.g_00501
OG0000119	Prao.g_01119	Prap.g_01880
OG0000120	Prao.g_01083	Prap.g_00450
OG0000121	Prao.g_01064	Prap.g_00427
OG0000122	Prao.g_01045	Prap.g_00407
OG0000123	Prao.g_01032	Prap.g_01135
OG0000124	Prao.g_00014	Prap.g_00217
OG0000125	Prao.g_01264	Prap.g_00574
OG0000126	Prao.g_01239	Prap.g_00059
OG0000127	Prao.g_01384	Prap.g_00109
OG0000128	Prao.g_01398	Prap.g_00122
OG0000129	Prao.g_01433	Prap.g_00158
OG0000130	Prao.g_01550	Prap.g_01782
OG0000131	Prao.g_01588	Prap.g_01742
OG0000132	Prao.g_01591	Prap.g_01739
OG0000133	Prao.g_01646	Prap.g_01685
OG0000134	Prao.g_01682	Prap.g_01648, Prap.g_01649
OG0000135	Prao.g_01684	Prap.g_01646
OG0000136	Prao.g_01728	Prap.g_01596
OG0000137	Prao.g_01760	Prap.g_01562
OG0000138	Prao.g_01796	Prap.g_01528
OG0000139	Prao.g_01823	Prap.g_01497
OG0000140	Prao.g_01842	Prap.g_00053
OG0000141	Prao.g_01843	Prap.g_00052
OG0000142	Prao.g_01845	Prap.g_00050
OG0000143	Prao.g_01846	Prap.g_00049
OG0000144	Prao.g_01848	Prap.g_00047
OG0000145	Prao.g_01849	Prap.g_00046
OG0000146	Prao.g_01850	Prap.g_00045
OG0000147	Prao.g_00157	Prap.g_00044
OG0000148	Prao.g_00159	Prap.g_00042
OG0000149	Prao.g_00161	Prap.g_00941
OG0000150	Prao.g_00162	Prap.g_00940
OG0000151	Prao.g_00163	Prap.g_00939
OG0000152	Prao.g_00164	Prap.g_00938
OG0000153	Prao.g_00165	Prap.g_00937
OG0000154	Prao.g_00166	Prap.g_00936
OG0000155	Prao.g_00167	Prap.g_00935
OG0000156	Prao.g_00168	Prap.g_00934
OG0000157	Prao.g_00169	Prap.g_00933
OG0000158	Prao.g_00171	Prap.g_00931
OG0000159	Prao.g_00172	Prap.g_00930
OG0000160	Prao.g_00173	Prap.g_00929
OG0000161	Prao.g_00174	Prap.g_00928
OG0000162	Prao.g_00175	Prap.g_00927
OG0000163	Prao.g_00176	Prap.g_00925
OG0000164	Prao.g_00178	Prap.g_00922
OG0000165	Prao.g_00181	Prap.g_00919
OG0000166	Prao.g_00182	Prap.g_00918
OG0000167	Prao.g_00183	Prap.g_00917
OG0000168	Prao.g_00186	Prap.g_00915
OG0000169	Prao.g_00188	Prap.g_00913
OG0000170	Prao.g_00189	Prap.g_00911
OG0000171	Prao.g_00190	Prap.g_00910
OG0000172	Prao.g_00191	Prap.g_00909
OG0000173	Prao.g_00192	Prap.g_00906
OG0000174	Prao.g_00193	Prap.g_00905
OG0000175	Prao.g_00194	Prap.g_00904
OG0000176	Prao.g_00196	Prap.g_00902
OG0000177	Prao.g_00197	Prap.g_00901
OG0000178	Prao.g_00198	Prap.g_00899
OG0000179	Prao.g_00203	Prap.g_00887
OG0000180	Prao.g_00204	Prap.g_00886
OG0000181	Prao.g_00205	Prap.g_00885
OG0000182	Prao.g_00208	Prap.g_00881
OG0000183	Prao.g_00209	Prap.g_00880
OG0000184	Prao.g_00212	Prap.g_00877
OG0000185	Prao.g_00216	Prap.g_01100
OG0000186	Prao.g_00217	Prap.g_01099
OG0000187	Prao.g_00218	Prap.g_00025
OG0000188	Prao.g_00219	Prap.g_01098
OG0000189	Prao.g_00220	Prap.g_01097
OG0000190	Prao.g_00221	Prap.g_01096
OG0000191	Prao.g_00222	Prap.g_01095
OG0000192	Prao.g_00223	Prap.g_01094
OG0000193	Prao.g_00224	Prap.g_01093
OG0000194	Prao.g_00225	Prap.g_01092
OG0000195	Prao.g_00227	Prap.g_01090
OG0000196	Prao.g_00228	Prap.g_01089
OG0000197	Prao.g_00229	Prap.g_01088
OG0000198	Prao.g_00230	Prap.g_01087
OG0000199	Prao.g_00233	Prap.g_01084
OG0000200	Prao.g_00234	Prap.g_01083
OG0000201	Prao.g_00235	Prap.g_01082
OG0000202	Prao.g_00236	Prap.g_01080
OG0000203	Prao.g_00237	Prap.g_01079
OG0000204	Prao.g_00238	Prap.g_01078
OG0000205	Prao.g_00239	Prap.g_01076
OG0000206	Prao.g_00240	Prap.g_01075
OG0000207	Prao.g_00241	Prap.g_01074
OG0000208	Prao.g_00242	Prap.g_01073
OG0000209	Prao.g_00243	Prap.g_01072
OG0000210	Prao.g_00244	Prap.g_01071
OG0000211	Prao.g_00245	Prap.g_01069
OG0000212	Prao.g_00246	Prap.g_01068
OG0000213	Prao.g_00247	Prap.g_01067
OG0000214	Prao.g_00249	Prap.g_01063
OG0000215	Prao.g_00250	Prap.g_01062
OG0000216	Prao.g_00252	Prap.g_01060
OG0000217	Prao.g_00254	Prap.g_01059
OG0000218	Prao.g_00255	Prap.g_01058
OG0000219	Prao.g_00256	Prap.g_01057
OG0000220	Prao.g_00259	Prap.g_01054
OG0000221	Prao.g_00261	Prap.g_01051
OG0000222	Prao.g_00262	Prap.g_01050
OG0000223	Prao.g_00263	Prap.g_01049
OG0000224	Prao.g_00266	Prap.g_01047
OG0000225	Prao.g_00268	Prap.g_01045
OG0000226	Prao.g_00269	Prap.g_01043
OG0000227	Prao.g_00270	Prap.g_01042
OG0000228	Prao.g_00271	Prap.g_01041
OG0000229	Prao.g_00272	Prap.g_01040
OG0000230	Prao.g_00273	Prap.g_01039
OG0000231	Prao.g_00274	Prap.g_00319
OG0000232	Prao.g_00275	Prap.g_01037
OG0000233	Prao.g_00278	Prap.g_01034
OG0000234	Prao.g_00280	Prap.g_01032
OG0000235	Prao.g_00283	Prap.g_01026
OG0000236	Prao.g_00284	Prap.g_01025
OG0000237	Prao.g_00285	Prap.g_01024
OG0000238	Prao.g_00286	Prap.g_01023
OG0000239	Prao.g_00287	Prap.g_01022
OG0000240	Prao.g_00289	Prap.g_01020
OG0000241	Prao.g_00290	Prap.g_01019
OG0000242	Prao.g_00291	Prap.g_01018
OG0000243	Prao.g_00292	Prap.g_01017
OG0000244	Prao.g_00293	Prap.g_01016
OG0000245	Prao.g_00294	Prap.g_01014
OG0000246	Prao.g_00296	Prap.g_01012
OG0000247	Prao.g_00297	Prap.g_01011
OG0000248	Prao.g_00298	Prap.g_01010
OG0000249	Prao.g_00299	Prap.g_01009
OG0000250	Prao.g_00300	Prap.g_01008
OG0000251	Prao.g_00301	Prap.g_01007
OG0000252	Prao.g_00302	Prap.g_01006
OG0000253	Prao.g_00303	Prap.g_01005
OG0000254	Prao.g_00305	Prap.g_01003
OG0000255	Prao.g_00306	Prap.g_01002
OG0000256	Prao.g_00309	Prap.g_00999
OG0000257	Prao.g_00311	Prap.g_00997
OG0000258	Prao.g_00312	Prap.g_00996
OG0000259	Prao.g_00313	Prap.g_00995
OG0000260	Prao.g_00314	Prap.g_00994
OG0000261	Prao.g_00315	Prap.g_00993
OG0000262	Prao.g_00316	Prap.g_00992
OG0000263	Prao.g_00317	Prap.g_00991
OG0000264	Prao.g_00319	Prap.g_00989
OG0000265	Prao.g_00320	Prap.g_00988
OG0000266	Prao.g_00321	Prap.g_00987
OG0000267	Prao.g_00323	Prap.g_00985
OG0000268	Prao.g_00324	Prap.g_00983
OG0000269	Prao.g_00325	Prap.g_00982
OG0000270	Prao.g_00326	Prap.g_00981
OG0000271	Prao.g_00327	Prap.g_00980
OG0000272	Prao.g_00328	Prap.g_00979
OG0000273	Prao.g_00329	Prap.g_00978
OG0000274	Prao.g_00330	Prap.g_00977
OG0000275	Prao.g_00331	Prap.g_00976
OG0000276	Prao.g_00332	Prap.g_00975
OG0000277	Prao.g_00333	Prap.g_00974
OG0000278	Prao.g_00334	Prap.g_00973
OG0000279	Prao.g_00335	Prap.g_00972
OG0000280	Prao.g_00336	Prap.g_00971
OG0000281	Prao.g_00338	Prap.g_00969
OG0000282	Prao.g_00339	Prap.g_00968
OG0000283	Prao.g_00342	Prap.g_00965
OG0000284	Prao.g_00343	Prap.g_00964
OG0000285	Prao.g_00344	Prap.g_00963
OG0000286	Prao.g_00346	Prap.g_00961
OG0000287	Prao.g_00347	Prap.g_00959
OG0000288	Prao.g_00348	Prap.g_00958
OG0000289	Prao.g_00349	Prap.g_00957
OG0000290	Prao.g_00350	Prap.g_00956
OG0000291	Prao.g_00351	Prap.g_00955
OG0000292	Prao.g_00352	Prap.g_00954
OG0000293	Prao.g_00353	Prap.g_00953
OG0000294	Prao.g_00354	Prap.g_00952
OG0000295	Prao.g_00355	Prap.g_00951
OG0000296	Prao.g_00356	Prap.g_00950
OG0000297	Prao.g_00357	Prap.g_00949
OG0000298	Prao.g_00358	Prap.g_00948
OG0000299	Prao.g_00359	Prap.g_00947
OG0000300	Prao.g_00360	Prap.g_00946
OG0000301	Prao.g_00361	Prap.g_00945
OG0000302	Prao.g_00362	Prap.g_00944
OG0000303	Prao.g_00363	Prap.g_00943
OG0000304	Prao.g_00364	Prap.g_01487
OG0000305	Prao.g_00365	Prap.g_01486
OG0000306	Prao.g_00366	Prap.g_01485
OG0000307	Prao.g_00367	Prap.g_01483
OG0000308	Prao.g_00368	Prap.g_01482
OG0000309	Prao.g_00369	Prap.g_01481
OG0000310	Prao.g_00370	Prap.g_01480
OG0000311	Prao.g_00371	Prap.g_01479
OG0000312	Prao.g_00373	Prap.g_01477
OG0000313	Prao.g_00374	Prap.g_01476
OG0000314	Prao.g_00377	Prap.g_01472
OG0000315	Prao.g_00378	Prap.g_01471
OG0000316	Prao.g_00380	Prap.g_01469
OG0000317	Prao.g_00382	Prap.g_01467
OG0000318	Prao.g_00383	Prap.g_01466
OG0000319	Prao.g_00384	Prap.g_01465
OG0000320	Prao.g_00385	Prap.g_01464
OG0000321	Prao.g_00388	Prap.g_01461
OG0000322	Prao.g_00391	Prap.g_01457
OG0000323	Prao.g_00392	Prap.g_01456
OG0000324	Prao.g_00395	Prap.g_01453
OG0000325	Prao.g_00397	Prap.g_01452
OG0000326	Prao.g_00398	Prap.g_01451
OG0000327	Prao.g_00400	Prap.g_01449
OG0000328	Prao.g_00401	Prap.g_01448
OG0000329	Prao.g_00402	Prap.g_01447
OG0000330	Prao.g_00403	Prap.g_01446
OG0000331	Prao.g_00404	Prap.g_01444
OG0000332	Prao.g_00405	Prap.g_01443
OG0000333	Prao.g_00406	Prap.g_01442
OG0000334	Prao.g_00407	Prap.g_01441
OG0000335	Prao.g_00408	Prap.g_01440
OG0000336	Prao.g_00409	Prap.g_01438
OG0000337	Prao.g_00412	Prap.g_01435
OG0000338	Prao.g_00413	Prap.g_01434
OG0000339	Prao.g_00414	Prap.g_01433
OG0000340	Prao.g_00415	Prap.g_01432
OG0000341	Prao.g_00419	Prap.g_01428
OG0000342	Prao.g_00420	Prap.g_01427
OG0000343	Prao.g_00422	Prap.g_01424
OG0000344	Prao.g_00423	Prap.g_01423
OG0000345	Prao.g_00424	Prap.g_01422
OG0000346	Prao.g_00425	Prap.g_01421
OG0000347	Prao.g_00426	Prap.g_01420
OG0000348	Prao.g_00427	Prap.g_01418
OG0000349	Prao.g_00428	Prap.g_01417
OG0000350	Prao.g_00429	Prap.g_01416
OG0000351	Prao.g_00432	Prap.g_01414
OG0000352	Prao.g_00435	Prap.g_01411
OG0000353	Prao.g_00436	Prap.g_01410
OG0000354	Prao.g_00437	Prap.g_01409
OG0000355	Prao.g_00438	Prap.g_01408
OG0000356	Prao.g_00439	Prap.g_01407
OG0000357	Prao.g_00440	Prap.g_01406
OG0000358	Prao.g_00441	Prap.g_01405
OG0000359	Prao.g_00442	Prap.g_01404
OG0000360	Prao.g_00444	Prap.g_01402
OG0000361	Prao.g_00445	Prap.g_01401
OG0000362	Prao.g_00446	Prap.g_01400
OG0000363	Prao.g_00447	Prap.g_01399
OG0000364	Prao.g_00448	Prap.g_01398
OG0000365	Prao.g_00449	Prap.g_01397
OG0000366	Prao.g_00450	Prap.g_01396
OG0000367	Prao.g_00451	Prap.g_01395
OG0000368	Prao.g_00452	Prap.g_01394
OG0000369	Prao.g_00453	Prap.g_01393
OG0000370	Prao.g_00454	Prap.g_01392
OG0000371	Prao.g_00455	Prap.g_01391
OG0000372	Prao.g_00457	Prap.g_01390
OG0000373	Prao.g_00459	Prap.g_01388
OG0000374	Prao.g_00460	Prap.g_01387
OG0000375	Prao.g_00461	Prap.g_01386
OG0000376	Prao.g_00463	Prap.g_01385
OG0000377	Prao.g_00464	Prap.g_01379
OG0000378	Prao.g_00465	Prap.g_01378
OG0000379	Prao.g_00470	Prap.g_01372
OG0000380	Prao.g_00471	Prap.g_01370
OG0000381	Prao.g_00472	Prap.g_01369
OG0000382	Prao.g_00474	Prap.g_01368
OG0000383	Prao.g_00476	Prap.g_01365
OG0000384	Prao.g_00477	Prap.g_01364
OG0000385	Prao.g_00479	Prap.g_01361
OG0000386	Prao.g_00480	Prap.g_01360
OG0000387	Prao.g_00481	Prap.g_01359
OG0000388	Prao.g_00482	Prap.g_01358
OG0000389	Prao.g_00483	Prap.g_01357
OG0000390	Prao.g_00484	Prap.g_01356
OG0000391	Prao.g_00485	Prap.g_01355
OG0000392	Prao.g_00486	Prap.g_01354
OG0000393	Prao.g_00489	Prap.g_01350
OG0000394	Prao.g_00490	Prap.g_01349
OG0000395	Prao.g_00492	Prap.g_01346
OG0000396	Prao.g_00493	Prap.g_00728
OG0000397	Prao.g_00506	Prap.g_00500
OG0000398	Prao.g_00513	Prap.g_01827
OG0000399	Prao.g_00514	Prap.g_00495
OG0000400	Prao.g_00518	Prap.g_01714
OG0000401	Prao.g_00535	Prap.g_01335
OG0000402	Prao.g_00536	Prap.g_01334
OG0000403	Prao.g_00537	Prap.g_01333
OG0000404	Prao.g_00539	Prap.g_01331
OG0000405	Prao.g_00540	Prap.g_01330
OG0000406	Prao.g_00542	Prap.g_01328
OG0000407	Prao.g_00543	Prap.g_01327
OG0000408	Prao.g_00544	Prap.g_01326
OG0000409	Prao.g_00545	Prap.g_01325
OG0000410	Prao.g_00546	Prap.g_01324
OG0000411	Prao.g_00547	Prap.g_01323
OG0000412	Prao.g_00548	Prap.g_01322
OG0000413	Prao.g_00549	Prap.g_01321
OG0000414	Prao.g_00550	Prap.g_01320
OG0000415	Prao.g_00551	Prap.g_01319
OG0000416	Prao.g_00552	Prap.g_01318
OG0000417	Prao.g_00553	Prap.g_01317
OG0000418	Prao.g_00554	Prap.g_01316
OG0000419	Prao.g_00555	Prap.g_01315
OG0000420	Prao.g_00556	Prap.g_01314
OG0000421	Prao.g_00557	Prap.g_01310
OG0000422	Prao.g_00559	Prap.g_01308
OG0000423	Prao.g_00560	Prap.g_01307
OG0000424	Prao.g_00564	Prap.g_01306
OG0000425	Prao.g_00567	Prap.g_01302
OG0000426	Prao.g_00568	Prap.g_01301
OG0000427	Prao.g_00569	Prap.g_01300
OG0000428	Prao.g_00570	Prap.g_01298
OG0000429	Prao.g_00571	Prap.g_01297
OG0000430	Prao.g_00577	Prap.g_01296
OG0000431	Prao.g_00579	Prap.g_01294
OG0000432	Prao.g_00580	Prap.g_01293
OG0000433	Prao.g_00583	Prap.g_01290
OG0000434	Prao.g_00584	Prap.g_01289
OG0000435	Prao.g_00585	Prap.g_01288
OG0000436	Prao.g_00587	Prap.g_01286
OG0000437	Prao.g_00589	Prap.g_01284
OG0000438	Prao.g_00590	Prap.g_01283
OG0000439	Prao.g_00591	Prap.g_01282
OG0000440	Prao.g_00593	Prap.g_01280
OG0000441	Prao.g_00594	Prap.g_01279
OG0000442	Prao.g_00595	Prap.g_01278
OG0000443	Prao.g_00596	Prap.g_01277
OG0000444	Prao.g_00597	Prap.g_01276
OG0000445	Prao.g_00598	Prap.g_01275
OG0000446	Prao.g_00599	Prap.g_01274
OG0000447	Prao.g_00600	Prap.g_01273
OG0000448	Prao.g_00601	Prap.g_01272
OG0000449	Prao.g_00606	Prap.g_01266
OG0000450	Prao.g_00607	Prap.g_01265
OG0000451	Prao.g_00608	Prap.g_01264
OG0000452	Prao.g_00609	Prap.g_01263
OG0000453	Prao.g_00611	Prap.g_01262
OG0000454	Prao.g_00612	Prap.g_01261
OG0000455	Prao.g_00613	Prap.g_01260
OG0000456	Prao.g_00614	Prap.g_01259
OG0000457	Prao.g_00616	Prap.g_01257
OG0000458	Prao.g_00618	Prap.g_01255
OG0000459	Prao.g_00619	Prap.g_01254
OG0000460	Prao.g_00621	Prap.g_01252
OG0000461	Prao.g_00622	Prap.g_01251
OG0000462	Prao.g_00623	Prap.g_01250
OG0000463	Prao.g_00624	Prap.g_01249
OG0000464	Prao.g_00629	Prap.g_01245
OG0000465	Prao.g_00631	Prap.g_01244
OG0000466	Prao.g_00632	Prap.g_01243
OG0000467	Prao.g_00633	Prap.g_01242
OG0000468	Prao.g_00634	Prap.g_01241
OG0000469	Prao.g_00635	Prap.g_01240
OG0000470	Prao.g_01861	Prap.g_01239
OG0000471	Prao.g_01860	Prap.g_01238
OG0000472	Prao.g_01857	Prap.g_01235
OG0000473	Prao.g_01856	Prap.g_01234
OG0000474	Prao.g_01855	Prap.g_01233
OG0000475	Prao.g_01854	Prap.g_01232
OG0000476	Prao.g_01853	Prap.g_01231
OG0000477	Prao.g_01159	Prap.g_01229
OG0000478	Prao.g_01160	Prap.g_01228
OG0000479	Prao.g_01161	Prap.g_01227
OG0000480	Prao.g_01163	Prap.g_01225
OG0000481	Prao.g_01164	Prap.g_01224
OG0000482	Prao.g_01165	Prap.g_01223
OG0000483	Prao.g_01166	Prap.g_01222
OG0000484	Prao.g_01167	Prap.g_01221
OG0000485	Prao.g_01168	Prap.g_01220
OG0000486	Prao.g_01169	Prap.g_01219
OG0000487	Prao.g_01170	Prap.g_01218
OG0000488	Prao.g_01172	Prap.g_01216
OG0000489	Prao.g_01173	Prap.g_01215
OG0000490	Prao.g_01174	Prap.g_01214
OG0000491	Prao.g_01175	Prap.g_01213
OG0000492	Prao.g_01176	Prap.g_01212
OG0000493	Prao.g_01177	Prap.g_01211
OG0000494	Prao.g_01179	Prap.g_01210
OG0000495	Prao.g_01180	Prap.g_01209
OG0000496	Prao.g_01181	Prap.g_01207
OG0000497	Prao.g_01182	Prap.g_01205
OG0000498	Prao.g_01183	Prap.g_01204
OG0000499	Prao.g_01185	Prap.g_01202
OG0000500	Prao.g_01186	Prap.g_01201
OG0000501	Prao.g_01862	Prap.g_01199
OG0000502	Prao.g_01863	Prap.g_01198
OG0000503	Prao.g_01864	Prap.g_01197
OG0000504	Prao.g_01865	Prap.g_01196
OG0000505	Prao.g_01866	Prap.g_01195
OG0000506	Prao.g_01867	Prap.g_01194
OG0000507	Prao.g_01868	Prap.g_01193
OG0000508	Prao.g_01870	Prap.g_01191
OG0000509	Prao.g_00018	Prap.g_01190
OG0000510	Prao.g_00019	Prap.g_01189
OG0000511	Prao.g_00020	Prap.g_01188
OG0000512	Prao.g_00021	Prap.g_01187
OG0000513	Prao.g_00022	Prap.g_01186
OG0000514	Prao.g_00023	Prap.g_01185
OG0000515	Prao.g_00025	Prap.g_01182
OG0000516	Prao.g_00026	Prap.g_01181
OG0000517	Prao.g_00027	Prap.g_01180
OG0000518	Prao.g_00029	Prap.g_01177
OG0000519	Prao.g_00030	Prap.g_01176
OG0000520	Prao.g_00031	Prap.g_01175
OG0000521	Prao.g_00032	Prap.g_01174
OG0000522	Prao.g_00033	Prap.g_01173
OG0000523	Prao.g_00034	Prap.g_01172
OG0000524	Prao.g_00035	Prap.g_01171
OG0000525	Prao.g_00037	Prap.g_01169
OG0000526	Prao.g_00038	Prap.g_01168
OG0000527	Prao.g_00039	Prap.g_01167
OG0000528	Prao.g_00040	Prap.g_01166
OG0000529	Prao.g_00041	Prap.g_01165
OG0000530	Prao.g_00042	Prap.g_01164
OG0000531	Prao.g_00043	Prap.g_01162
OG0000532	Prao.g_00044	Prap.g_01161
OG0000533	Prao.g_00045	Prap.g_01160
OG0000534	Prao.g_00046	Prap.g_01159
OG0000535	Prao.g_00047	Prap.g_01158
OG0000536	Prao.g_00048	Prap.g_01157
OG0000537	Prao.g_00049	Prap.g_01156
OG0000538	Prao.g_00050	Prap.g_01155
OG0000539	Prao.g_00051	Prap.g_01154
OG0000540	Prao.g_00052	Prap.g_01153
OG0000541	Prao.g_00053	Prap.g_01152
OG0000542	Prao.g_00054	Prap.g_01151
OG0000543	Prao.g_00055	Prap.g_01150
OG0000544	Prao.g_00056	Prap.g_01149
OG0000545	Prao.g_00060	Prap.g_01147
OG0000546	Prao.g_00061	Prap.g_01146
OG0000547	Prao.g_00063	Prap.g_01144
OG0000548	Prao.g_00064	Prap.g_01142
OG0000549	Prao.g_00065	Prap.g_01141
OG0000550	Prao.g_00066	Prap.g_01140
OG0000551	Prao.g_00067	Prap.g_01138
OG0000552	Prao.g_00068	Prap.g_01137
OG0000553	Prao.g_00069	Prap.g_00397
OG0000554	Prao.g_00070	Prap.g_00396
OG0000555	Prao.g_00071	Prap.g_00395
OG0000556	Prao.g_00072	Prap.g_00394
OG0000557	Prao.g_00073	Prap.g_00393
OG0000558	Prao.g_00074	Prap.g_00392
OG0000559	Prao.g_00075	Prap.g_00391
OG0000560	Prao.g_00077	Prap.g_00389
OG0000561	Prao.g_00078	Prap.g_00388
OG0000562	Prao.g_00079	Prap.g_00386
OG0000563	Prao.g_00080	Prap.g_00385
OG0000564	Prao.g_00081	Prap.g_00384
OG0000565	Prao.g_00082	Prap.g_00383
OG0000566	Prao.g_00083	Prap.g_00382
OG0000567	Prao.g_00084	Prap.g_00381
OG0000568	Prao.g_00085	Prap.g_00380
OG0000569	Prao.g_00086	Prap.g_00379
OG0000570	Prao.g_00087	Prap.g_00378
OG0000571	Prao.g_00088	Prap.g_00377
OG0000572	Prao.g_00089	Prap.g_00376
OG0000573	Prao.g_00092	Prap.g_00373
OG0000574	Prao.g_00093	Prap.g_00372
OG0000575	Prao.g_00094	Prap.g_00371
OG0000576	Prao.g_00095	Prap.g_00370
OG0000577	Prao.g_00096	Prap.g_00369
OG0000578	Prao.g_00097	Prap.g_00368
OG0000579	Prao.g_00098	Prap.g_00367
OG0000580	Prao.g_00099	Prap.g_00366
OG0000581	Prao.g_00100	Prap.g_00365
OG0000582	Prao.g_00101	Prap.g_00364
OG0000583	Prao.g_00102	Prap.g_00363
OG0000584	Prao.g_00103	Prap.g_00361
OG0000585	Prao.g_00104	Prap.g_00360
OG0000586	Prao.g_00106	Prap.g_00358
OG0000587	Prao.g_00107	Prap.g_00357
OG0000588	Prao.g_00109	Prap.g_00831
OG0000589	Prao.g_00110	Prap.g_00830
OG0000590	Prao.g_00112	Prap.g_00828
OG0000591	Prao.g_00117	Prap.g_00822
OG0000592	Prao.g_00118	Prap.g_00821
OG0000593	Prao.g_00119	Prap.g_00820
OG0000594	Prao.g_00121	Prap.g_00817
