Orthogroup	Prao	Prbi
OG0000060	Prao.g_00677	Prbi.g_00780
OG0000061	Prao.g_00922	Prbi.g_01029
OG0000062	Prao.g_01122	Prbi.g_01174
OG0000063	Prao.g_01332	Prbi.g_01330
OG0000064	Prao.g_01327	Prbi.g_01341
OG0000064	Prao.g_01538	Prbi.g_01749
OG0000065	Prao.g_01276	Prbi.g_01391
OG0000066	Prao.g_01215	Prbi.g_01460
OG0000068	Prao.g_01687	Prbi.g_01938
OG0000069	Prao.g_01362, Prao.g_01201	Prbi.g_01497
OG0000071	Prao.g_00158	Prbi.g_00011
OG0000072	Prao.g_00458	Prbi.g_00346
OG0000073	Prao.g_00108	Prbi.g_00672
OG0000074	Prao.g_00129	Prbi.g_00694
OG0000075	Prao.g_00748	Prbi.g_00854
OG0000076	Prao.g_00974	Prbi.g_01086
OG0000078	Prao.g_01214	Prbi.g_01462
OG0000079	Prao.g_01474	Prbi.g_01668
OG0000080	Prao.g_01522	Prbi.g_01725
OG0000081	Prao.g_01717	Prbi.g_01968
OG0000082	Prao.g_01806	Prbi.g_02069
OG0000083	Prao.g_01844	Prbi.g_00003
OG0000084	Prao.g_01847	Prbi.g_00006
OG0000085	Prao.g_00170	Prbi.g_00023
OG0000086	Prao.g_00185	Prbi.g_00048
OG0000087	Prao.g_00195	Prbi.g_00060
OG0000088	Prao.g_00251	Prbi.g_00120
OG0000089	Prao.g_00260	Prbi.g_00129
OG0000090	Prao.g_00277	Prbi.g_00147
OG0000091	Prao.g_00307	Prbi.g_00193
OG0000092	Prao.g_00308	Prbi.g_00194
OG0000093	Prao.g_00322	Prbi.g_00208
OG0000094	Prao.g_00340	Prbi.g_00226
OG0000095	Prao.g_00345	Prbi.g_00231
OG0000096	Prao.g_00389	Prbi.g_00275
OG0000097	Prao.g_01378	Prbi.g_00298
OG0000098	Prao.g_00421	Prbi.g_00308
OG0000099	Prao.g_00431	Prbi.g_00318
OG0000100	Prao.g_00434	Prbi.g_00321
OG0000101	Prao.g_00491	Prbi.g_00381
OG0000102	Prao.g_00516	Prbi.g_00407
OG0000103	Prao.g_00582	Prbi.g_00479
OG0000104	Prao.g_00586	Prbi.g_00483
OG0000105	Prao.g_00605	Prbi.g_00502
OG0000106	Prao.g_01859	Prbi.g_00535
OG0000107	Prao.g_01858	Prbi.g_00536
OG0000108	Prao.g_01162	Prbi.g_00546
OG0000109	Prao.g_01171	Prbi.g_00555
OG0000110	Prao.g_01187	Prbi.g_00571
OG0000111	Prao.g_00090	Prbi.g_00654
OG0000112	Prao.g_00091	Prbi.g_00655
OG0000113	Prao.g_00670	Prbi.g_00767
OG0000114	Prao.g_00739	Prbi.g_00845
OG0000115	Prao.g_00902	Prbi.g_01009
OG0000116	Prao.g_00906	Prbi.g_01013
OG0000117	Prao.g_00971	Prbi.g_01083
OG0000118	Prao.g_01025	Prbi.g_01136
OG0000119	Prao.g_01119	Prbi.g_01177
OG0000120	Prao.g_01083	Prbi.g_01213
OG0000121	Prao.g_01064	Prbi.g_01232
OG0000122	Prao.g_01045	Prbi.g_01251
OG0000123	Prao.g_01032	Prbi.g_01264
OG0000124	Prao.g_00014	Prbi.g_01277
OG0000125	Prao.g_01264	Prbi.g_01403
OG0000126	Prao.g_01239	Prbi.g_01439
OG0000127	Prao.g_01384	Prbi.g_01576
OG0000128	Prao.g_01398	Prbi.g_01592
OG0000129	Prao.g_01433	Prbi.g_01627
OG0000130	Prao.g_01550	Prbi.g_01785
OG0000131	Prao.g_01588	Prbi.g_01823
OG0000132	Prao.g_01591	Prbi.g_01826
OG0000133	Prao.g_01646	Prbi.g_01897
OG0000134	Prao.g_01682	Prbi.g_01933
OG0000135	Prao.g_01684	Prbi.g_01935
OG0000136	Prao.g_01728	Prbi.g_01979
OG0000137	Prao.g_01760	Prbi.g_02011
OG0000138	Prao.g_01796	Prbi.g_02059
OG0000139	Prao.g_01823	Prbi.g_02086
OG0000140	Prao.g_01842	Prbi.g_00001
OG0000141	Prao.g_01843	Prbi.g_00002
OG0000142	Prao.g_01845	Prbi.g_00004
OG0000143	Prao.g_01846	Prbi.g_00005
OG0000144	Prao.g_01848	Prbi.g_00007
OG0000145	Prao.g_01849	Prbi.g_00008
OG0000146	Prao.g_01850	Prbi.g_00009
OG0000147	Prao.g_00157	Prbi.g_00010
OG0000148	Prao.g_00159	Prbi.g_00012
OG0000149	Prao.g_00161	Prbi.g_00014
OG0000150	Prao.g_00162	Prbi.g_00015
OG0000151	Prao.g_00163	Prbi.g_00016
OG0000152	Prao.g_00164	Prbi.g_00017
OG0000153	Prao.g_00165	Prbi.g_00018
OG0000154	Prao.g_00166	Prbi.g_00019
OG0000155	Prao.g_00167	Prbi.g_00020
OG0000156	Prao.g_00168	Prbi.g_00021
OG0000157	Prao.g_00169	Prbi.g_00022
OG0000158	Prao.g_00171	Prbi.g_00024
OG0000159	Prao.g_00172	Prbi.g_00025
OG0000160	Prao.g_00173	Prbi.g_00026
OG0000161	Prao.g_00174	Prbi.g_00027
OG0000162	Prao.g_00175	Prbi.g_00028
OG0000163	Prao.g_00176	Prbi.g_00029
OG0000164	Prao.g_00178	Prbi.g_00032
OG0000165	Prao.g_00181	Prbi.g_00035
OG0000166	Prao.g_00182	Prbi.g_00036
OG0000167	Prao.g_00183	Prbi.g_00037
OG0000168	Prao.g_00186	Prbi.g_00049
OG0000169	Prao.g_00188	Prbi.g_00051
OG0000170	Prao.g_00189	Prbi.g_00052
OG0000171	Prao.g_00190	Prbi.g_00053
OG0000172	Prao.g_00191	Prbi.g_00056
OG0000173	Prao.g_00192	Prbi.g_00057
OG0000174	Prao.g_00193	Prbi.g_00058
OG0000175	Prao.g_00194	Prbi.g_00059
OG0000176	Prao.g_00196	Prbi.g_00061
OG0000177	Prao.g_00197	Prbi.g_00062
OG0000178	Prao.g_00198	Prbi.g_00063
OG0000179	Prao.g_00203	Prbi.g_00071
OG0000180	Prao.g_00204	Prbi.g_00072
OG0000181	Prao.g_00205	Prbi.g_00073
OG0000182	Prao.g_00208	Prbi.g_00076
OG0000183	Prao.g_00209	Prbi.g_00077
OG0000184	Prao.g_00212	Prbi.g_00080
OG0000185	Prao.g_00216	Prbi.g_00084
OG0000186	Prao.g_00217	Prbi.g_00085
OG0000187	Prao.g_00218	Prbi.g_00086
OG0000188	Prao.g_00219	Prbi.g_00087
OG0000189	Prao.g_00220	Prbi.g_00088
OG0000190	Prao.g_00221	Prbi.g_00089
OG0000191	Prao.g_00222	Prbi.g_00090
OG0000192	Prao.g_00223	Prbi.g_00091
OG0000193	Prao.g_00224	Prbi.g_00092
OG0000194	Prao.g_00225	Prbi.g_00093
OG0000195	Prao.g_00227	Prbi.g_00095
OG0000196	Prao.g_00228	Prbi.g_00096
OG0000197	Prao.g_00229	Prbi.g_00097
OG0000198	Prao.g_00230	Prbi.g_00098
OG0000199	Prao.g_00233	Prbi.g_00101
OG0000200	Prao.g_00234	Prbi.g_00102
OG0000201	Prao.g_00235	Prbi.g_00103
OG0000202	Prao.g_00236	Prbi.g_00104
OG0000203	Prao.g_00237	Prbi.g_00105
OG0000204	Prao.g_00238	Prbi.g_00106
OG0000205	Prao.g_00239	Prbi.g_00107
OG0000206	Prao.g_00240	Prbi.g_00108
OG0000207	Prao.g_00241	Prbi.g_00109
OG0000208	Prao.g_00242	Prbi.g_00110
OG0000209	Prao.g_00243	Prbi.g_00111
OG0000210	Prao.g_00244	Prbi.g_00113
OG0000211	Prao.g_00245	Prbi.g_00114
OG0000212	Prao.g_00246	Prbi.g_00115
OG0000213	Prao.g_00247	Prbi.g_00116
OG0000214	Prao.g_00249	Prbi.g_00118
OG0000215	Prao.g_00250	Prbi.g_00119
OG0000216	Prao.g_00252	Prbi.g_00121
OG0000217	Prao.g_00254	Prbi.g_00123
OG0000218	Prao.g_00255	Prbi.g_00124
OG0000219	Prao.g_00256	Prbi.g_00125
OG0000220	Prao.g_00259	Prbi.g_00128
OG0000221	Prao.g_00261	Prbi.g_00130
OG0000222	Prao.g_00262	Prbi.g_00131
OG0000223	Prao.g_00263	Prbi.g_00132
OG0000224	Prao.g_00266	Prbi.g_00135
OG0000225	Prao.g_00268	Prbi.g_00137
OG0000226	Prao.g_00269	Prbi.g_00138
OG0000227	Prao.g_00270	Prbi.g_00139
OG0000228	Prao.g_00271	Prbi.g_00140
OG0000229	Prao.g_00272	Prbi.g_00141
OG0000230	Prao.g_00273	Prbi.g_00142
OG0000231	Prao.g_00274	Prbi.g_00144
OG0000232	Prao.g_00275	Prbi.g_00145
OG0000233	Prao.g_00278	Prbi.g_00148
OG0000234	Prao.g_00280	Prbi.g_00150
OG0000235	Prao.g_00283	Prbi.g_00169
OG0000236	Prao.g_00284	Prbi.g_00170
OG0000237	Prao.g_00285	Prbi.g_00171
OG0000238	Prao.g_00286	Prbi.g_00172
OG0000239	Prao.g_00287	Prbi.g_00173
OG0000240	Prao.g_00289	Prbi.g_00175
OG0000241	Prao.g_00290	Prbi.g_00176
OG0000242	Prao.g_00291	Prbi.g_00177
OG0000243	Prao.g_00292	Prbi.g_00178
OG0000244	Prao.g_00293	Prbi.g_00179
OG0000245	Prao.g_00294	Prbi.g_00180
OG0000246	Prao.g_00296	Prbi.g_00182
OG0000247	Prao.g_00297	Prbi.g_00183
OG0000248	Prao.g_00298	Prbi.g_00184
OG0000249	Prao.g_00299	Prbi.g_00185
OG0000250	Prao.g_00300	Prbi.g_00186
OG0000251	Prao.g_00301	Prbi.g_00187
OG0000252	Prao.g_00302	Prbi.g_00188
OG0000253	Prao.g_00303	Prbi.g_00189
OG0000254	Prao.g_00305	Prbi.g_00191
OG0000255	Prao.g_00306	Prbi.g_00192
OG0000256	Prao.g_00309	Prbi.g_00195
OG0000257	Prao.g_00311	Prbi.g_00197
OG0000258	Prao.g_00312	Prbi.g_00198
OG0000259	Prao.g_00313	Prbi.g_00199
OG0000260	Prao.g_00314	Prbi.g_00200
OG0000261	Prao.g_00315	Prbi.g_00201
OG0000262	Prao.g_00316	Prbi.g_00202
OG0000263	Prao.g_00317	Prbi.g_00203
OG0000264	Prao.g_00319	Prbi.g_00205
OG0000265	Prao.g_00320	Prbi.g_00206
OG0000266	Prao.g_00321	Prbi.g_00207
OG0000267	Prao.g_00323	Prbi.g_00209
OG0000268	Prao.g_00324	Prbi.g_00210
OG0000269	Prao.g_00325	Prbi.g_00211
OG0000270	Prao.g_00326	Prbi.g_00212
OG0000271	Prao.g_00327	Prbi.g_00213
OG0000272	Prao.g_00328	Prbi.g_00214
OG0000273	Prao.g_00329	Prbi.g_00215
OG0000274	Prao.g_00330	Prbi.g_00216
OG0000275	Prao.g_00331	Prbi.g_00217
OG0000276	Prao.g_00332	Prbi.g_00218
OG0000277	Prao.g_00333	Prbi.g_00219
OG0000278	Prao.g_00334	Prbi.g_00220
OG0000279	Prao.g_00335	Prbi.g_00221
OG0000280	Prao.g_00336	Prbi.g_00222
OG0000281	Prao.g_00338	Prbi.g_00224
OG0000282	Prao.g_00339	Prbi.g_00225
OG0000283	Prao.g_00342	Prbi.g_00228
OG0000284	Prao.g_00343	Prbi.g_00229
OG0000285	Prao.g_00344	Prbi.g_00230
OG0000286	Prao.g_00346	Prbi.g_00232
OG0000287	Prao.g_00347	Prbi.g_00233
OG0000288	Prao.g_00348	Prbi.g_00234
OG0000289	Prao.g_00349	Prbi.g_00235
OG0000290	Prao.g_00350	Prbi.g_00236
OG0000291	Prao.g_00351	Prbi.g_00237
OG0000292	Prao.g_00352	Prbi.g_00238
OG0000293	Prao.g_00353	Prbi.g_00239
OG0000294	Prao.g_00354	Prbi.g_00240
OG0000295	Prao.g_00355	Prbi.g_00241
OG0000296	Prao.g_00356	Prbi.g_00242
OG0000297	Prao.g_00357	Prbi.g_00243
OG0000298	Prao.g_00358	Prbi.g_00244
OG0000299	Prao.g_00359	Prbi.g_00245
OG0000300	Prao.g_00360	Prbi.g_00246
OG0000301	Prao.g_00361	Prbi.g_00247
OG0000302	Prao.g_00362	Prbi.g_00248
OG0000303	Prao.g_00363	Prbi.g_00249
OG0000304	Prao.g_00364	Prbi.g_00250
OG0000305	Prao.g_00365	Prbi.g_00251
OG0000306	Prao.g_00366	Prbi.g_00252
OG0000307	Prao.g_00367	Prbi.g_00253
OG0000308	Prao.g_00368	Prbi.g_00254
OG0000309	Prao.g_00369	Prbi.g_00255
OG0000310	Prao.g_00370	Prbi.g_00256
OG0000311	Prao.g_00371	Prbi.g_00257
OG0000312	Prao.g_00373	Prbi.g_00259
OG0000313	Prao.g_00374	Prbi.g_00260
OG0000314	Prao.g_00377	Prbi.g_00263
OG0000315	Prao.g_00378	Prbi.g_00264
OG0000316	Prao.g_00380	Prbi.g_00266
OG0000317	Prao.g_00382	Prbi.g_00268
OG0000318	Prao.g_00383	Prbi.g_00269
OG0000319	Prao.g_00384	Prbi.g_00270
OG0000320	Prao.g_00385	Prbi.g_00271
OG0000321	Prao.g_00388	Prbi.g_00274
OG0000322	Prao.g_00391	Prbi.g_00277
OG0000323	Prao.g_00392	Prbi.g_00278
OG0000324	Prao.g_00395	Prbi.g_00281
OG0000325	Prao.g_00397	Prbi.g_00283
OG0000326	Prao.g_00398	Prbi.g_00284
OG0000327	Prao.g_00400	Prbi.g_00286
OG0000328	Prao.g_00401	Prbi.g_00287
OG0000329	Prao.g_00402	Prbi.g_00288
OG0000330	Prao.g_00403	Prbi.g_00289
OG0000331	Prao.g_00404	Prbi.g_00290
OG0000332	Prao.g_00405	Prbi.g_00291
OG0000333	Prao.g_00406	Prbi.g_00292
OG0000334	Prao.g_00407	Prbi.g_00293
OG0000335	Prao.g_00408	Prbi.g_00294
OG0000336	Prao.g_00409	Prbi.g_00295
OG0000337	Prao.g_00412	Prbi.g_00299
OG0000338	Prao.g_00413	Prbi.g_00300
OG0000339	Prao.g_00414	Prbi.g_00301
OG0000340	Prao.g_00415	Prbi.g_00302
OG0000341	Prao.g_00419	Prbi.g_00306
OG0000342	Prao.g_00420	Prbi.g_00307
OG0000343	Prao.g_00422	Prbi.g_00309
OG0000344	Prao.g_00423	Prbi.g_00310
OG0000345	Prao.g_00424	Prbi.g_00311
OG0000346	Prao.g_00425	Prbi.g_00312
OG0000347	Prao.g_00426	Prbi.g_00313
OG0000348	Prao.g_00427	Prbi.g_00314
OG0000349	Prao.g_00428	Prbi.g_00315
OG0000350	Prao.g_00429	Prbi.g_00316
OG0000351	Prao.g_00432	Prbi.g_00319
OG0000352	Prao.g_00435	Prbi.g_00322
OG0000353	Prao.g_00436	Prbi.g_00323
OG0000354	Prao.g_00437	Prbi.g_00324
OG0000355	Prao.g_00438	Prbi.g_00325
OG0000356	Prao.g_00439	Prbi.g_00326
OG0000357	Prao.g_00440	Prbi.g_00327
OG0000358	Prao.g_00441	Prbi.g_00328
OG0000359	Prao.g_00442	Prbi.g_00329
OG0000360	Prao.g_00444	Prbi.g_00332
OG0000361	Prao.g_00445	Prbi.g_00333
OG0000362	Prao.g_00446	Prbi.g_00334
OG0000363	Prao.g_00447	Prbi.g_00335
OG0000364	Prao.g_00448	Prbi.g_00336
OG0000365	Prao.g_00449	Prbi.g_00337
OG0000366	Prao.g_00450	Prbi.g_00338
OG0000367	Prao.g_00451	Prbi.g_00339
OG0000368	Prao.g_00452	Prbi.g_00340
OG0000369	Prao.g_00453	Prbi.g_00341
OG0000370	Prao.g_00454	Prbi.g_00342
OG0000371	Prao.g_00455	Prbi.g_00343
OG0000372	Prao.g_00457	Prbi.g_00345
OG0000373	Prao.g_00459	Prbi.g_00347
OG0000374	Prao.g_00460	Prbi.g_00348
OG0000375	Prao.g_00461	Prbi.g_00349
OG0000376	Prao.g_00463	Prbi.g_00351
OG0000377	Prao.g_00464	Prbi.g_00352
OG0000378	Prao.g_00465	Prbi.g_00353
OG0000379	Prao.g_00470	Prbi.g_00358
OG0000380	Prao.g_00471	Prbi.g_00359
OG0000381	Prao.g_00472	Prbi.g_00360
OG0000382	Prao.g_00474	Prbi.g_00362
OG0000383	Prao.g_00476	Prbi.g_00365
OG0000384	Prao.g_00477	Prbi.g_00366
OG0000385	Prao.g_00479	Prbi.g_00369
OG0000386	Prao.g_00480	Prbi.g_00370
OG0000387	Prao.g_00481	Prbi.g_00371
OG0000388	Prao.g_00482	Prbi.g_00372
OG0000389	Prao.g_00483	Prbi.g_00373
OG0000390	Prao.g_00484	Prbi.g_00374
OG0000391	Prao.g_00485	Prbi.g_00375
OG0000392	Prao.g_00486	Prbi.g_00376
OG0000393	Prao.g_00489	Prbi.g_00379
OG0000394	Prao.g_00490	Prbi.g_00380
OG0000395	Prao.g_00492	Prbi.g_00382
OG0000396	Prao.g_00493	Prbi.g_00383
OG0000397	Prao.g_00506	Prbi.g_00395
OG0000398	Prao.g_00513	Prbi.g_00403
OG0000399	Prao.g_00514	Prbi.g_00404
OG0000400	Prao.g_00518	Prbi.g_00409
OG0000401	Prao.g_00535	Prbi.g_00432
OG0000402	Prao.g_00536	Prbi.g_00433
OG0000403	Prao.g_00537	Prbi.g_00434
OG0000404	Prao.g_00539	Prbi.g_00436
OG0000405	Prao.g_00540	Prbi.g_00437
OG0000406	Prao.g_00542	Prbi.g_00439
OG0000407	Prao.g_00543	Prbi.g_00440
OG0000408	Prao.g_00544	Prbi.g_00441
OG0000409	Prao.g_00545	Prbi.g_00442
OG0000410	Prao.g_00546	Prbi.g_00443
OG0000411	Prao.g_00547	Prbi.g_00444
OG0000412	Prao.g_00548	Prbi.g_00445
OG0000413	Prao.g_00549	Prbi.g_00446
OG0000414	Prao.g_00550	Prbi.g_00447
OG0000415	Prao.g_00551	Prbi.g_00448
OG0000416	Prao.g_00552	Prbi.g_00449
OG0000417	Prao.g_00553	Prbi.g_00450
OG0000418	Prao.g_00554	Prbi.g_00451
OG0000419	Prao.g_00555	Prbi.g_00452
OG0000420	Prao.g_00556	Prbi.g_00453
OG0000421	Prao.g_00557	Prbi.g_00454
OG0000422	Prao.g_00559	Prbi.g_00456
OG0000423	Prao.g_00560	Prbi.g_00457
OG0000424	Prao.g_00564	Prbi.g_00459
OG0000425	Prao.g_00567	Prbi.g_00463
OG0000426	Prao.g_00568	Prbi.g_00464
OG0000427	Prao.g_00569	Prbi.g_00465
OG0000428	Prao.g_00570	Prbi.g_00466
OG0000429	Prao.g_00571	Prbi.g_00467
OG0000430	Prao.g_00577	Prbi.g_00474
OG0000431	Prao.g_00579	Prbi.g_00476
OG0000432	Prao.g_00580	Prbi.g_00477
OG0000433	Prao.g_00583	Prbi.g_00480
OG0000434	Prao.g_00584	Prbi.g_00481
OG0000435	Prao.g_00585	Prbi.g_00482
OG0000436	Prao.g_00587	Prbi.g_00484
OG0000437	Prao.g_00589	Prbi.g_00486
OG0000438	Prao.g_00590	Prbi.g_00487
OG0000439	Prao.g_00591	Prbi.g_00488
OG0000440	Prao.g_00593	Prbi.g_00490
OG0000441	Prao.g_00594	Prbi.g_00491
OG0000442	Prao.g_00595	Prbi.g_00492
OG0000443	Prao.g_00596	Prbi.g_00493
OG0000444	Prao.g_00597	Prbi.g_00494
OG0000445	Prao.g_00598	Prbi.g_00495
OG0000446	Prao.g_00599	Prbi.g_00496
OG0000447	Prao.g_00600	Prbi.g_00497
OG0000448	Prao.g_00601	Prbi.g_00498
OG0000449	Prao.g_00606	Prbi.g_00503
OG0000450	Prao.g_00607	Prbi.g_00504
OG0000451	Prao.g_00608	Prbi.g_00505
OG0000452	Prao.g_00609	Prbi.g_00506
OG0000453	Prao.g_00611	Prbi.g_00508
OG0000454	Prao.g_00612	Prbi.g_00509
OG0000455	Prao.g_00613	Prbi.g_00510
OG0000456	Prao.g_00614	Prbi.g_00511
OG0000457	Prao.g_00616	Prbi.g_00513
OG0000458	Prao.g_00618	Prbi.g_00515
OG0000459	Prao.g_00619	Prbi.g_00516
OG0000460	Prao.g_00621	Prbi.g_00518
OG0000461	Prao.g_00622	Prbi.g_00519
OG0000462	Prao.g_00623	Prbi.g_00520
OG0000463	Prao.g_00624	Prbi.g_00521
OG0000464	Prao.g_00629	Prbi.g_00526
OG0000465	Prao.g_00631	Prbi.g_00528
OG0000466	Prao.g_00632	Prbi.g_00529
OG0000467	Prao.g_00633	Prbi.g_00530
OG0000468	Prao.g_00634	Prbi.g_00531
OG0000469	Prao.g_00635	Prbi.g_00532
OG0000470	Prao.g_01861	Prbi.g_00533
OG0000471	Prao.g_01860	Prbi.g_00534
OG0000472	Prao.g_01857	Prbi.g_00537
OG0000473	Prao.g_01856	Prbi.g_00538
OG0000474	Prao.g_01855	Prbi.g_00539
OG0000475	Prao.g_01854	Prbi.g_00540
OG0000476	Prao.g_01853	Prbi.g_00541
OG0000477	Prao.g_01159	Prbi.g_00543
OG0000478	Prao.g_01160	Prbi.g_00544
OG0000479	Prao.g_01161	Prbi.g_00545
OG0000480	Prao.g_01163	Prbi.g_00547
OG0000481	Prao.g_01164	Prbi.g_00548
OG0000482	Prao.g_01165	Prbi.g_00549
OG0000483	Prao.g_01166	Prbi.g_00550
OG0000484	Prao.g_01167	Prbi.g_00551
OG0000485	Prao.g_01168	Prbi.g_00552
OG0000486	Prao.g_01169	Prbi.g_00553
OG0000487	Prao.g_01170	Prbi.g_00554
OG0000488	Prao.g_01172	Prbi.g_00556
OG0000489	Prao.g_01173	Prbi.g_00557
OG0000490	Prao.g_01174	Prbi.g_00558
OG0000491	Prao.g_01175	Prbi.g_00559
OG0000492	Prao.g_01176	Prbi.g_00560
OG0000493	Prao.g_01177	Prbi.g_00561
OG0000494	Prao.g_01179	Prbi.g_00563
OG0000495	Prao.g_01180	Prbi.g_00564
OG0000496	Prao.g_01181	Prbi.g_00565
OG0000497	Prao.g_01182	Prbi.g_00566
OG0000498	Prao.g_01183	Prbi.g_00567
OG0000499	Prao.g_01185	Prbi.g_00569
OG0000500	Prao.g_01186	Prbi.g_00570
OG0000501	Prao.g_01862	Prbi.g_00572
OG0000502	Prao.g_01863	Prbi.g_00573
OG0000503	Prao.g_01864	Prbi.g_00574
OG0000504	Prao.g_01865	Prbi.g_00575
OG0000505	Prao.g_01866	Prbi.g_00576
OG0000506	Prao.g_01867	Prbi.g_00577
OG0000507	Prao.g_01868	Prbi.g_00578
OG0000508	Prao.g_01870	Prbi.g_00580
OG0000509	Prao.g_00018	Prbi.g_00581
OG0000510	Prao.g_00019	Prbi.g_00582
OG0000511	Prao.g_00020	Prbi.g_00583
OG0000512	Prao.g_00021	Prbi.g_00584
OG0000513	Prao.g_00022	Prbi.g_00585
OG0000514	Prao.g_00023	Prbi.g_00586
OG0000515	Prao.g_00025	Prbi.g_00588
OG0000516	Prao.g_00026	Prbi.g_00589
OG0000517	Prao.g_00027	Prbi.g_00590
OG0000518	Prao.g_00029	Prbi.g_00593
OG0000519	Prao.g_00030	Prbi.g_00594
OG0000520	Prao.g_00031	Prbi.g_00595
OG0000521	Prao.g_00032	Prbi.g_00596
OG0000522	Prao.g_00033	Prbi.g_00597
OG0000523	Prao.g_00034	Prbi.g_00598
OG0000524	Prao.g_00035	Prbi.g_00599
OG0000525	Prao.g_00037	Prbi.g_00601
OG0000526	Prao.g_00038	Prbi.g_00602
OG0000527	Prao.g_00039	Prbi.g_00603
OG0000528	Prao.g_00040	Prbi.g_00604
OG0000529	Prao.g_00041	Prbi.g_00605
OG0000530	Prao.g_00042	Prbi.g_00606
OG0000531	Prao.g_00043	Prbi.g_00607
OG0000532	Prao.g_00044	Prbi.g_00608
OG0000533	Prao.g_00045	Prbi.g_00609
OG0000534	Prao.g_00046	Prbi.g_00610
OG0000535	Prao.g_00047	Prbi.g_00611
OG0000536	Prao.g_00048	Prbi.g_00612
OG0000537	Prao.g_00049	Prbi.g_00613
OG0000538	Prao.g_00050	Prbi.g_00614
OG0000539	Prao.g_00051	Prbi.g_00615
OG0000540	Prao.g_00052	Prbi.g_00616
OG0000541	Prao.g_00053	Prbi.g_00617
OG0000542	Prao.g_00054	Prbi.g_00618
OG0000543	Prao.g_00055	Prbi.g_00619
OG0000544	Prao.g_00056	Prbi.g_00620
OG0000545	Prao.g_00060	Prbi.g_00623
OG0000546	Prao.g_00061	Prbi.g_00624
OG0000547	Prao.g_00063	Prbi.g_00626
OG0000548	Prao.g_00064	Prbi.g_00627
OG0000549	Prao.g_00065	Prbi.g_00628
OG0000550	Prao.g_00066	Prbi.g_00629
