Orthogroup	Prao	Pray
OG0000206	Prao.g_00240	Pray.g_00188
OG0000207	Prao.g_00241	Pray.g_00187
OG0000208	Prao.g_00242	Pray.g_00186
OG0000209	Prao.g_00243	Pray.g_00185
OG0000210	Prao.g_00244	Pray.g_00183
OG0000211	Prao.g_00245	Pray.g_00182
OG0000212	Prao.g_00246	Pray.g_00181
OG0000213	Prao.g_00247	Pray.g_00180
OG0000214	Prao.g_00249	Pray.g_00178
OG0000215	Prao.g_00250	Pray.g_00177
OG0000216	Prao.g_00252	Pray.g_00175
OG0000217	Prao.g_00254	Pray.g_00174
OG0000218	Prao.g_00255	Pray.g_00173
OG0000219	Prao.g_00256	Pray.g_00172
OG0000220	Prao.g_00259	Pray.g_00169
OG0000221	Prao.g_00261	Pray.g_00167
OG0000222	Prao.g_00262	Pray.g_00166
OG0000223	Prao.g_00263	Pray.g_00165
OG0000224	Prao.g_00266	Pray.g_00162
OG0000225	Prao.g_00268	Pray.g_00160
OG0000226	Prao.g_00269	Pray.g_00159
OG0000227	Prao.g_00270	Pray.g_00158
OG0000228	Prao.g_00271	Pray.g_00157
OG0000229	Prao.g_00272	Pray.g_00156
OG0000230	Prao.g_00273	Pray.g_00155
OG0000231	Prao.g_00274	Pray.g_00153
OG0000232	Prao.g_00275	Pray.g_00152
OG0000233	Prao.g_00278	Pray.g_00149
OG0000234	Prao.g_00280	Pray.g_00147
OG0000235	Prao.g_00283	Pray.g_00144
OG0000236	Prao.g_00284	Pray.g_00143
OG0000237	Prao.g_00285	Pray.g_00142
OG0000238	Prao.g_00286	Pray.g_00141
OG0000239	Prao.g_00287	Pray.g_00140
OG0000240	Prao.g_00289	Pray.g_00138
OG0000241	Prao.g_00290	Pray.g_00137
OG0000242	Prao.g_00291	Pray.g_00136
OG0000243	Prao.g_00292	Pray.g_00635
OG0000244	Prao.g_00293	Pray.g_00636
OG0000245	Prao.g_00294	Pray.g_00637
OG0000246	Prao.g_00296	Pray.g_00639
OG0000247	Prao.g_00297	Pray.g_00640
OG0000248	Prao.g_00298	Pray.g_00641
OG0000249	Prao.g_00299	Pray.g_00642
OG0000250	Prao.g_00300	Pray.g_00643
OG0000251	Prao.g_00301	Pray.g_00644
OG0000252	Prao.g_00302	Pray.g_00645
OG0000253	Prao.g_00303	Pray.g_00646
OG0000254	Prao.g_00305	Pray.g_00648
OG0000255	Prao.g_00306	Pray.g_00649
OG0000256	Prao.g_00309	Pray.g_00652
OG0000257	Prao.g_00311	Pray.g_00654
OG0000258	Prao.g_00312	Pray.g_00655
OG0000259	Prao.g_00313	Pray.g_00656
OG0000260	Prao.g_00314	Pray.g_00657
OG0000261	Prao.g_00315	Pray.g_00658
OG0000262	Prao.g_00316	Pray.g_00659
OG0000263	Prao.g_00317	Pray.g_00660
OG0000264	Prao.g_00319	Pray.g_00662
OG0000265	Prao.g_00320	Pray.g_00663
OG0000266	Prao.g_00321	Pray.g_00664
OG0000267	Prao.g_00323	Pray.g_00666
OG0000268	Prao.g_00324	Pray.g_00667
OG0000269	Prao.g_00325	Pray.g_00668
OG0000270	Prao.g_00326	Pray.g_00669
OG0000271	Prao.g_00327	Pray.g_00670
OG0000272	Prao.g_00328	Pray.g_00671
OG0000273	Prao.g_00329	Pray.g_00672
OG0000274	Prao.g_00330	Pray.g_00673
OG0000275	Prao.g_00331	Pray.g_00674
OG0000276	Prao.g_00332	Pray.g_00675
OG0000277	Prao.g_00333	Pray.g_00676
OG0000278	Prao.g_00334	Pray.g_00677
OG0000279	Prao.g_00335	Pray.g_00678
OG0000280	Prao.g_00336	Pray.g_00679
OG0000281	Prao.g_00338	Pray.g_00681
OG0000282	Prao.g_00339	Pray.g_00682
OG0000283	Prao.g_00342	Pray.g_00685
OG0000284	Prao.g_00343	Pray.g_00686
OG0000285	Prao.g_00344	Pray.g_00687
OG0000286	Prao.g_00346	Pray.g_00689
OG0000287	Prao.g_00347	Pray.g_00690
OG0000288	Prao.g_00348	Pray.g_00691
OG0000289	Prao.g_00349	Pray.g_00692
OG0000290	Prao.g_00350	Pray.g_00693
OG0000291	Prao.g_00351	Pray.g_00694
OG0000292	Prao.g_00352	Pray.g_00695
OG0000293	Prao.g_00353	Pray.g_00696
OG0000294	Prao.g_00354	Pray.g_00697
OG0000295	Prao.g_00355	Pray.g_00698
OG0000296	Prao.g_00356	Pray.g_00699
OG0000297	Prao.g_00357	Pray.g_00700
OG0000298	Prao.g_00358	Pray.g_00701
OG0000299	Prao.g_00359	Pray.g_00702
OG0000300	Prao.g_00360	Pray.g_00703
OG0000301	Prao.g_00361	Pray.g_00704
OG0000302	Prao.g_00362	Pray.g_00705
OG0000303	Prao.g_00363	Pray.g_00706
OG0000304	Prao.g_00364	Pray.g_00707
OG0000305	Prao.g_00365	Pray.g_00708
OG0000306	Prao.g_00366	Pray.g_00709
OG0000307	Prao.g_00367	Pray.g_00710
OG0000308	Prao.g_00368	Pray.g_00711
OG0000309	Prao.g_00369	Pray.g_00712
OG0000310	Prao.g_00370	Pray.g_00713
OG0000311	Prao.g_00371	Pray.g_00714
OG0000312	Prao.g_00373	Pray.g_00716
OG0000313	Prao.g_00374	Pray.g_00717
OG0000314	Prao.g_00377	Pray.g_00720
OG0000315	Prao.g_00378	Pray.g_00721
OG0000316	Prao.g_00380	Pray.g_00723
OG0000317	Prao.g_00382	Pray.g_00725
OG0000318	Prao.g_00383	Pray.g_00726
OG0000319	Prao.g_00384	Pray.g_00727
OG0000320	Prao.g_00385	Pray.g_00728
OG0000321	Prao.g_00388	Pray.g_00731
OG0000322	Prao.g_00391	Pray.g_00734
OG0000323	Prao.g_00392	Pray.g_00735
OG0000324	Prao.g_00395	Pray.g_00738
OG0000325	Prao.g_00397	Pray.g_00739
OG0000326	Prao.g_00398	Pray.g_00740
OG0000327	Prao.g_00400	Pray.g_00742
OG0000328	Prao.g_00401	Pray.g_00743
OG0000329	Prao.g_00402	Pray.g_00744
OG0000330	Prao.g_00403	Pray.g_00745
OG0000331	Prao.g_00404	Pray.g_00746
OG0000332	Prao.g_00405	Pray.g_00747
OG0000333	Prao.g_00406	Pray.g_00748
OG0000334	Prao.g_00407	Pray.g_00749
OG0000335	Prao.g_00408	Pray.g_00750
OG0000336	Prao.g_00409	Pray.g_00751
OG0000337	Prao.g_00412	Pray.g_00754
OG0000338	Prao.g_00413	Pray.g_00755
OG0000339	Prao.g_00414	Pray.g_00756
OG0000340	Prao.g_00415	Pray.g_00757
OG0000341	Prao.g_00419	Pray.g_00761
OG0000342	Prao.g_00420	Pray.g_00762
OG0000343	Prao.g_00422	Pray.g_00764
OG0000344	Prao.g_00423	Pray.g_00765
OG0000345	Prao.g_00424	Pray.g_00766
OG0000346	Prao.g_00425	Pray.g_00767
OG0000347	Prao.g_00426	Pray.g_00768
OG0000348	Prao.g_00427	Pray.g_00769
OG0000349	Prao.g_00428	Pray.g_00770
OG0000350	Prao.g_00429	Pray.g_00771
OG0000351	Prao.g_00432	Pray.g_00773
OG0000352	Prao.g_00435	Pray.g_00776
OG0000353	Prao.g_00436	Pray.g_00777
OG0000354	Prao.g_00437	Pray.g_00778
OG0000355	Prao.g_00438	Pray.g_00779
OG0000356	Prao.g_00439	Pray.g_00780
OG0000357	Prao.g_00440	Pray.g_00781
OG0000358	Prao.g_00441	Pray.g_00782
OG0000359	Prao.g_00442	Pray.g_00783
OG0000360	Prao.g_00444	Pray.g_00786
OG0000361	Prao.g_00445	Pray.g_00787
OG0000362	Prao.g_00446	Pray.g_00788
OG0000363	Prao.g_00447	Pray.g_00789
OG0000364	Prao.g_00448	Pray.g_00790
OG0000365	Prao.g_00449	Pray.g_00791
OG0000366	Prao.g_00450	Pray.g_00792
OG0000367	Prao.g_00451	Pray.g_00793
OG0000368	Prao.g_00452	Pray.g_00794
OG0000369	Prao.g_00453	Pray.g_00795
OG0000370	Prao.g_00454	Pray.g_00796
OG0000371	Prao.g_00455	Pray.g_00797
OG0000372	Prao.g_00457	Pray.g_00799
OG0000373	Prao.g_00459	Pray.g_00801
OG0000374	Prao.g_00460	Pray.g_00802
OG0000375	Prao.g_00461	Pray.g_00803
OG0000376	Prao.g_00463	Pray.g_00805
OG0000377	Prao.g_00464	Pray.g_00806
OG0000378	Prao.g_00465	Pray.g_00807
OG0000379	Prao.g_00470	Pray.g_00812
OG0000380	Prao.g_00471	Pray.g_00813
OG0000381	Prao.g_00472	Pray.g_00814
OG0000382	Prao.g_00474	Pray.g_00816
OG0000383	Prao.g_00476	Pray.g_00819
OG0000384	Prao.g_00477	Pray.g_00820
OG0000385	Prao.g_00479	Pray.g_00823
OG0000386	Prao.g_00480	Pray.g_00824
OG0000387	Prao.g_00481	Pray.g_00825
OG0000388	Prao.g_00482	Pray.g_00826
OG0000389	Prao.g_00483	Pray.g_00827
OG0000390	Prao.g_00484	Pray.g_00828
OG0000391	Prao.g_00485	Pray.g_00829
OG0000392	Prao.g_00486	Pray.g_00830
OG0000393	Prao.g_00489	Pray.g_00833
OG0000394	Prao.g_00490	Pray.g_00834
OG0000395	Prao.g_00492	Pray.g_00836
OG0000396	Prao.g_00493	Pray.g_00837
OG0000397	Prao.g_00506	Pray.g_00849
OG0000398	Prao.g_00513	Pray.g_00857
OG0000399	Prao.g_00514	Pray.g_00858
OG0000400	Prao.g_00518	Pray.g_00864
OG0000401	Prao.g_00535	Pray.g_00921
OG0000402	Prao.g_00536	Pray.g_00922
OG0000403	Prao.g_00537	Pray.g_00923
OG0000404	Prao.g_00539	Pray.g_00925
OG0000405	Prao.g_00540	Pray.g_00926
OG0000406	Prao.g_00542	Pray.g_00928
OG0000407	Prao.g_00543	Pray.g_00929
OG0000408	Prao.g_00544	Pray.g_00930
OG0000409	Prao.g_00545	Pray.g_00931
OG0000410	Prao.g_00546	Pray.g_00932
OG0000411	Prao.g_00547	Pray.g_00933
OG0000412	Prao.g_00548	Pray.g_00934
OG0000413	Prao.g_00549	Pray.g_00935
OG0000414	Prao.g_00550	Pray.g_00936
OG0000415	Prao.g_00551	Pray.g_00937
OG0000416	Prao.g_00552	Pray.g_00938
OG0000417	Prao.g_00553	Pray.g_00939
OG0000418	Prao.g_00554	Pray.g_00940
OG0000419	Prao.g_00555	Pray.g_00941
OG0000420	Prao.g_00556	Pray.g_00942
OG0000421	Prao.g_00557	Pray.g_00943
OG0000422	Prao.g_00559	Pray.g_00945
OG0000423	Prao.g_00560	Pray.g_00946
OG0000424	Prao.g_00564	Pray.g_00948
OG0000425	Prao.g_00567	Pray.g_00951
OG0000426	Prao.g_00568	Pray.g_00952
OG0000427	Prao.g_00569	Pray.g_00953
OG0000428	Prao.g_00570	Pray.g_00954
OG0000429	Prao.g_00571	Pray.g_00955
OG0000430	Prao.g_00577	Pray.g_00961
OG0000431	Prao.g_00579	Pray.g_00963
OG0000432	Prao.g_00580	Pray.g_00964
OG0000433	Prao.g_00583	Pray.g_00967
OG0000434	Prao.g_00584	Pray.g_00968
OG0000435	Prao.g_00585	Pray.g_00969
OG0000436	Prao.g_00587	Pray.g_00971
OG0000437	Prao.g_00589	Pray.g_00973
OG0000438	Prao.g_00590	Pray.g_00974
OG0000439	Prao.g_00591	Pray.g_00975
OG0000440	Prao.g_00593	Pray.g_00977
OG0000441	Prao.g_00594	Pray.g_00978
OG0000442	Prao.g_00595	Pray.g_00979
OG0000443	Prao.g_00596	Pray.g_00980
OG0000444	Prao.g_00597	Pray.g_00981
OG0000445	Prao.g_00598	Pray.g_00982
OG0000446	Prao.g_00599	Pray.g_00983
OG0000447	Prao.g_00600	Pray.g_00984
OG0000448	Prao.g_00601	Pray.g_00985
OG0000449	Prao.g_00606	Pray.g_00991
OG0000450	Prao.g_00607	Pray.g_00992
OG0000451	Prao.g_00608	Pray.g_00993
OG0000452	Prao.g_00609	Pray.g_00994
OG0000453	Prao.g_00611	Pray.g_00996
OG0000454	Prao.g_00612	Pray.g_00997
OG0000455	Prao.g_00613	Pray.g_00998
OG0000456	Prao.g_00614	Pray.g_00999
OG0000457	Prao.g_00616	Pray.g_01001
OG0000458	Prao.g_00618	Pray.g_01003
OG0000459	Prao.g_00619	Pray.g_01004
OG0000460	Prao.g_00621	Pray.g_01006
OG0000461	Prao.g_00622	Pray.g_01007
OG0000462	Prao.g_00623	Pray.g_01008
OG0000463	Prao.g_00624	Pray.g_01009
OG0000464	Prao.g_00629	Pray.g_01014
OG0000465	Prao.g_00631	Pray.g_01016
OG0000466	Prao.g_00632	Pray.g_01017
OG0000467	Prao.g_00633	Pray.g_01018
OG0000468	Prao.g_00634	Pray.g_01019
OG0000469	Prao.g_00635	Pray.g_01020
OG0000470	Prao.g_01861	Pray.g_01021
OG0000471	Prao.g_01860	Pray.g_01022
OG0000472	Prao.g_01857	Pray.g_01227
OG0000473	Prao.g_01856	Pray.g_01226
OG0000474	Prao.g_01855	Pray.g_01225
OG0000475	Prao.g_01854	Pray.g_01224
OG0000476	Prao.g_01853	Pray.g_01223
OG0000477	Prao.g_01159	Pray.g_01221
OG0000478	Prao.g_01160	Pray.g_01220
OG0000479	Prao.g_01161	Pray.g_01219
OG0000480	Prao.g_01163	Pray.g_01217
OG0000481	Prao.g_01164	Pray.g_01216
OG0000482	Prao.g_01165	Pray.g_01215
OG0000483	Prao.g_01166	Pray.g_01214
OG0000484	Prao.g_01167	Pray.g_01213
OG0000485	Prao.g_01168	Pray.g_01212
OG0000486	Prao.g_01169	Pray.g_01211
OG0000487	Prao.g_01170	Pray.g_01210
OG0000488	Prao.g_01172	Pray.g_01208
OG0000489	Prao.g_01173	Pray.g_01207
OG0000490	Prao.g_01174	Pray.g_01206
OG0000491	Prao.g_01175	Pray.g_01205
OG0000492	Prao.g_01176	Pray.g_01204
OG0000493	Prao.g_01177	Pray.g_01203
OG0000494	Prao.g_01179	Pray.g_01201
OG0000495	Prao.g_01180	Pray.g_01200
OG0000496	Prao.g_01181	Pray.g_01199
OG0000497	Prao.g_01182	Pray.g_01198
OG0000498	Prao.g_01183	Pray.g_01197
OG0000499	Prao.g_01185	Pray.g_01195
OG0000500	Prao.g_01186	Pray.g_01194
OG0000501	Prao.g_01862	Pray.g_01192
OG0000502	Prao.g_01863	Pray.g_01191
OG0000503	Prao.g_01864	Pray.g_01190
OG0000504	Prao.g_01865	Pray.g_01189
OG0000505	Prao.g_01866	Pray.g_01188
OG0000506	Prao.g_01867	Pray.g_01187
OG0000507	Prao.g_01868	Pray.g_01186
OG0000508	Prao.g_01870	Pray.g_01184
OG0000509	Prao.g_00018	Pray.g_01183
OG0000510	Prao.g_00019	Pray.g_01182
OG0000511	Prao.g_00020	Pray.g_01181
OG0000512	Prao.g_00021	Pray.g_01180
OG0000513	Prao.g_00022	Pray.g_01179
OG0000514	Prao.g_00023	Pray.g_01178
OG0000515	Prao.g_00025	Pray.g_01176
OG0000516	Prao.g_00026	Pray.g_01175
OG0000517	Prao.g_00027	Pray.g_01174
OG0000518	Prao.g_00029	Pray.g_01172
OG0000519	Prao.g_00030	Pray.g_01171
OG0000520	Prao.g_00031	Pray.g_01170
OG0000521	Prao.g_00032	Pray.g_01169
OG0000522	Prao.g_00033	Pray.g_01168
OG0000523	Prao.g_00034	Pray.g_01167
OG0000524	Prao.g_00035	Pray.g_01166
OG0000525	Prao.g_00037	Pray.g_01164
OG0000526	Prao.g_00038	Pray.g_01163
OG0000527	Prao.g_00039	Pray.g_01162
OG0000528	Prao.g_00040	Pray.g_01161
OG0000529	Prao.g_00041	Pray.g_01160
OG0000530	Prao.g_00042	Pray.g_01159
OG0000531	Prao.g_00043	Pray.g_01158
OG0000532	Prao.g_00044	Pray.g_01157
OG0000533	Prao.g_00045	Pray.g_01156
OG0000534	Prao.g_00046	Pray.g_01155
OG0000535	Prao.g_00047	Pray.g_01154
OG0000536	Prao.g_00048	Pray.g_01153
OG0000537	Prao.g_00049	Pray.g_01152
OG0000538	Prao.g_00050	Pray.g_01151
OG0000539	Prao.g_00051	Pray.g_01150
OG0000540	Prao.g_00052	Pray.g_01149
OG0000541	Prao.g_00053	Pray.g_01148
OG0000542	Prao.g_00054	Pray.g_01147
OG0000543	Prao.g_00055	Pray.g_01146
OG0000544	Prao.g_00056	Pray.g_01145
OG0000545	Prao.g_00060	Pray.g_01142
OG0000546	Prao.g_00061	Pray.g_01141
OG0000547	Prao.g_00063	Pray.g_01139
OG0000548	Prao.g_00064	Pray.g_01138
OG0000549	Prao.g_00065	Pray.g_01137
OG0000550	Prao.g_00066	Pray.g_01136
OG0000551	Prao.g_00067	Pray.g_01135
OG0000552	Prao.g_00068	Pray.g_01134
OG0000553	Prao.g_00069	Pray.g_01133
OG0000554	Prao.g_00070	Pray.g_01132
OG0000555	Prao.g_00071	Pray.g_01131
OG0000556	Prao.g_00072	Pray.g_01130
OG0000557	Prao.g_00073	Pray.g_01129
OG0000558	Prao.g_00074	Pray.g_01128
OG0000559	Prao.g_00075	Pray.g_01127
OG0000560	Prao.g_00077	Pray.g_01125
OG0000561	Prao.g_00078	Pray.g_01124
OG0000562	Prao.g_00079	Pray.g_01123
OG0000563	Prao.g_00080	Pray.g_01122
OG0000564	Prao.g_00081	Pray.g_01121
OG0000565	Prao.g_00082	Pray.g_01120
OG0000566	Prao.g_00083	Pray.g_01119
OG0000567	Prao.g_00084	Pray.g_01118
OG0000568	Prao.g_00085	Pray.g_01117
OG0000569	Prao.g_00086	Pray.g_01116
