Orthogroup	Prao	Prar
OG0000278	Prao.g_00334	Prar.g_00131
OG0000279	Prao.g_00335	Prar.g_00130
OG0000280	Prao.g_00336	Prar.g_00129
OG0000281	Prao.g_00338	Prar.g_00127
OG0000282	Prao.g_00339	Prar.g_00126
OG0000283	Prao.g_00342	Prar.g_00123
OG0000284	Prao.g_00343	Prar.g_00122
OG0000285	Prao.g_00344	Prar.g_00121
OG0000286	Prao.g_00346	Prar.g_00119
OG0000287	Prao.g_00347	Prar.g_00118
OG0000288	Prao.g_00348	Prar.g_00117
OG0000289	Prao.g_00349	Prar.g_00116
OG0000290	Prao.g_00350	Prar.g_00115
OG0000291	Prao.g_00351	Prar.g_00114
OG0000292	Prao.g_00352	Prar.g_00113
OG0000293	Prao.g_00353	Prar.g_00112
OG0000294	Prao.g_00354	Prar.g_00111
OG0000295	Prao.g_00355	Prar.g_00110
OG0000296	Prao.g_00356	Prar.g_00109
OG0000297	Prao.g_00357	Prar.g_00108
OG0000298	Prao.g_00358	Prar.g_00107
OG0000299	Prao.g_00359	Prar.g_00106
OG0000300	Prao.g_00360	Prar.g_00105
OG0000301	Prao.g_00361	Prar.g_00104
OG0000302	Prao.g_00362	Prar.g_00103
OG0000303	Prao.g_00363	Prar.g_00102
OG0000304	Prao.g_00364	Prar.g_00101
OG0000305	Prao.g_00365	Prar.g_00100
OG0000306	Prao.g_00366	Prar.g_00099
OG0000307	Prao.g_00367	Prar.g_00098
OG0000308	Prao.g_00368	Prar.g_00097
OG0000309	Prao.g_00369	Prar.g_00096
OG0000310	Prao.g_00370	Prar.g_00095
OG0000311	Prao.g_00371	Prar.g_00094
OG0000312	Prao.g_00373	Prar.g_00092
OG0000313	Prao.g_00374	Prar.g_00091
OG0000314	Prao.g_00377	Prar.g_00088
OG0000315	Prao.g_00378	Prar.g_00087
OG0000316	Prao.g_00380	Prar.g_00085
OG0000317	Prao.g_00382	Prar.g_00083
OG0000318	Prao.g_00383	Prar.g_00082
OG0000319	Prao.g_00384	Prar.g_00081
OG0000320	Prao.g_00385	Prar.g_00080
OG0000321	Prao.g_00388	Prar.g_00077
OG0000322	Prao.g_00391	Prar.g_00334
OG0000323	Prao.g_00392	Prar.g_00333
OG0000324	Prao.g_00395	Prar.g_00330
OG0000325	Prao.g_00397	Prar.g_00328
OG0000326	Prao.g_00398	Prar.g_00327
OG0000327	Prao.g_00400	Prar.g_00325
OG0000328	Prao.g_00401	Prar.g_00324
OG0000329	Prao.g_00402	Prar.g_00323
OG0000330	Prao.g_00403	Prar.g_00322
OG0000331	Prao.g_00404	Prar.g_00321
OG0000332	Prao.g_00405	Prar.g_00320
OG0000333	Prao.g_00406	Prar.g_00319
OG0000334	Prao.g_00407	Prar.g_00318
OG0000335	Prao.g_00408	Prar.g_00317
OG0000336	Prao.g_00409	Prar.g_00316
OG0000337	Prao.g_00412	Prar.g_00312
OG0000338	Prao.g_00413	Prar.g_00311
OG0000339	Prao.g_00414	Prar.g_00310
OG0000340	Prao.g_00415	Prar.g_00309
OG0000341	Prao.g_00419	Prar.g_00305
OG0000342	Prao.g_00420	Prar.g_00304
OG0000343	Prao.g_00422	Prar.g_00302
OG0000344	Prao.g_00423	Prar.g_00301
OG0000345	Prao.g_00424	Prar.g_00300
OG0000346	Prao.g_00425	Prar.g_00299
OG0000347	Prao.g_00426	Prar.g_00298
OG0000348	Prao.g_00427	Prar.g_00297
OG0000349	Prao.g_00428	Prar.g_00296
OG0000350	Prao.g_00429	Prar.g_00295
OG0000351	Prao.g_00432	Prar.g_00292
OG0000352	Prao.g_00435	Prar.g_00289
OG0000353	Prao.g_00436	Prar.g_00288
OG0000354	Prao.g_00437	Prar.g_00287
OG0000355	Prao.g_00438	Prar.g_00286
OG0000356	Prao.g_00439	Prar.g_00285
OG0000357	Prao.g_00440	Prar.g_00284
OG0000358	Prao.g_00441	Prar.g_00283
OG0000359	Prao.g_00442	Prar.g_00282
OG0000360	Prao.g_00444	Prar.g_00279
OG0000361	Prao.g_00445	Prar.g_00278
OG0000362	Prao.g_00446	Prar.g_00277
OG0000363	Prao.g_00447	Prar.g_00276
OG0000364	Prao.g_00448	Prar.g_00275
OG0000365	Prao.g_00449	Prar.g_00274
OG0000366	Prao.g_00450	Prar.g_00273
OG0000367	Prao.g_00451	Prar.g_00272
OG0000368	Prao.g_00452	Prar.g_00271
OG0000369	Prao.g_00453	Prar.g_00270
OG0000370	Prao.g_00454	Prar.g_00269
OG0000371	Prao.g_00455	Prar.g_00268
OG0000372	Prao.g_00457	Prar.g_00266
OG0000373	Prao.g_00459	Prar.g_00264
OG0000374	Prao.g_00460	Prar.g_00263
OG0000375	Prao.g_00461	Prar.g_00262
OG0000376	Prao.g_00463	Prar.g_00260
OG0000377	Prao.g_00464	Prar.g_00259
OG0000378	Prao.g_00465	Prar.g_00258
OG0000379	Prao.g_00470	Prar.g_00394
OG0000380	Prao.g_00471	Prar.g_00395
OG0000381	Prao.g_00472	Prar.g_00396
OG0000382	Prao.g_00474	Prar.g_00398
OG0000383	Prao.g_00476	Prar.g_00401
OG0000384	Prao.g_00477	Prar.g_00402
OG0000385	Prao.g_00479	Prar.g_00405
OG0000386	Prao.g_00480	Prar.g_00406
OG0000387	Prao.g_00481	Prar.g_00407
OG0000388	Prao.g_00482	Prar.g_00408
OG0000389	Prao.g_00483	Prar.g_00409
OG0000390	Prao.g_00484	Prar.g_00410
OG0000391	Prao.g_00485	Prar.g_00411
OG0000392	Prao.g_00486	Prar.g_00412
OG0000393	Prao.g_00489	Prar.g_00415
OG0000394	Prao.g_00490	Prar.g_00416
OG0000395	Prao.g_00492	Prar.g_00418
OG0000396	Prao.g_00493	Prar.g_00419
OG0000397	Prao.g_00506	Prar.g_00432
OG0000398	Prao.g_00513	Prar.g_00440
OG0000399	Prao.g_00514	Prar.g_00441
OG0000400	Prao.g_00518	Prar.g_00446
OG0000401	Prao.g_00535	Prar.g_00479
OG0000402	Prao.g_00536	Prar.g_00480
OG0000403	Prao.g_00537	Prar.g_00481
OG0000404	Prao.g_00539	Prar.g_00483
OG0000405	Prao.g_00540	Prar.g_00484
OG0000406	Prao.g_00542	Prar.g_00486
OG0000407	Prao.g_00543	Prar.g_00487
OG0000408	Prao.g_00544	Prar.g_00488
OG0000409	Prao.g_00545	Prar.g_00489
OG0000410	Prao.g_00546	Prar.g_00490
OG0000411	Prao.g_00547	Prar.g_00491
OG0000412	Prao.g_00548	Prar.g_00492
OG0000413	Prao.g_00549	Prar.g_00493
OG0000414	Prao.g_00550	Prar.g_00494
OG0000415	Prao.g_00551	Prar.g_00495
OG0000416	Prao.g_00552	Prar.g_00496
OG0000417	Prao.g_00553	Prar.g_00497
OG0000418	Prao.g_00554	Prar.g_00498
OG0000419	Prao.g_00555	Prar.g_00499
OG0000420	Prao.g_00556	Prar.g_00500
OG0000421	Prao.g_00557	Prar.g_00501
OG0000422	Prao.g_00559	Prar.g_00503
OG0000423	Prao.g_00560	Prar.g_00504
OG0000424	Prao.g_00564	Prar.g_00506
OG0000425	Prao.g_00567	Prar.g_00510
OG0000426	Prao.g_00568	Prar.g_00511
OG0000427	Prao.g_00569	Prar.g_00512
OG0000428	Prao.g_00570	Prar.g_00513
OG0000429	Prao.g_00571	Prar.g_00514
OG0000430	Prao.g_00577	Prar.g_00521
OG0000431	Prao.g_00579	Prar.g_00523
OG0000432	Prao.g_00580	Prar.g_00524
OG0000433	Prao.g_00583	Prar.g_00527
OG0000434	Prao.g_00584	Prar.g_00528
OG0000435	Prao.g_00585	Prar.g_00529
OG0000436	Prao.g_00587	Prar.g_00531
OG0000437	Prao.g_00589	Prar.g_00533
OG0000438	Prao.g_00590	Prar.g_00534
OG0000439	Prao.g_00591	Prar.g_00535
OG0000440	Prao.g_00593	Prar.g_00537
OG0000441	Prao.g_00594	Prar.g_00538
OG0000442	Prao.g_00595	Prar.g_00539
OG0000443	Prao.g_00596	Prar.g_00540
OG0000444	Prao.g_00597	Prar.g_00541
OG0000445	Prao.g_00598	Prar.g_00542
OG0000446	Prao.g_00599	Prar.g_00543
OG0000447	Prao.g_00600	Prar.g_00544
OG0000448	Prao.g_00601	Prar.g_00545
OG0000449	Prao.g_00606	Prar.g_01331
OG0000450	Prao.g_00607	Prar.g_01332
OG0000451	Prao.g_00608	Prar.g_01333
OG0000452	Prao.g_00609	Prar.g_01334
OG0000453	Prao.g_00611	Prar.g_01336
OG0000454	Prao.g_00612	Prar.g_01337
OG0000455	Prao.g_00613	Prar.g_01338
OG0000456	Prao.g_00614	Prar.g_01339
OG0000457	Prao.g_00616	Prar.g_01341
OG0000458	Prao.g_00618	Prar.g_01343
OG0000459	Prao.g_00619	Prar.g_01344
OG0000460	Prao.g_00621	Prar.g_01345
OG0000461	Prao.g_00622	Prar.g_01346
OG0000462	Prao.g_00623	Prar.g_01347
OG0000463	Prao.g_00624	Prar.g_01348
OG0000464	Prao.g_00629	Prar.g_01353
OG0000465	Prao.g_00631	Prar.g_01355
OG0000466	Prao.g_00632	Prar.g_01356
OG0000467	Prao.g_00633	Prar.g_01357
OG0000468	Prao.g_00634	Prar.g_01358
OG0000469	Prao.g_00635	Prar.g_01359
OG0000470	Prao.g_01861	Prar.g_01360
OG0000471	Prao.g_01860	Prar.g_01361
OG0000472	Prao.g_01857	Prar.g_01364
OG0000473	Prao.g_01856	Prar.g_01365
OG0000474	Prao.g_01855	Prar.g_01366
OG0000475	Prao.g_01854	Prar.g_01367
OG0000476	Prao.g_01853	Prar.g_01368
OG0000477	Prao.g_01159	Prar.g_01370
OG0000478	Prao.g_01160	Prar.g_01371
OG0000479	Prao.g_01161	Prar.g_01372
OG0000480	Prao.g_01163	Prar.g_01374
OG0000481	Prao.g_01164	Prar.g_01375
OG0000482	Prao.g_01165	Prar.g_01376
OG0000483	Prao.g_01166	Prar.g_01377
OG0000484	Prao.g_01167	Prar.g_01378
OG0000485	Prao.g_01168	Prar.g_01379
OG0000486	Prao.g_01169	Prar.g_01380
OG0000487	Prao.g_01170	Prar.g_01381
OG0000488	Prao.g_01172	Prar.g_01383
OG0000489	Prao.g_01173	Prar.g_01384
OG0000490	Prao.g_01174	Prar.g_01385
OG0000491	Prao.g_01175	Prar.g_01386
OG0000492	Prao.g_01176	Prar.g_01387
OG0000493	Prao.g_01177	Prar.g_01388
OG0000494	Prao.g_01179	Prar.g_01390
OG0000495	Prao.g_01180	Prar.g_01391
OG0000496	Prao.g_01181	Prar.g_01392
OG0000497	Prao.g_01182	Prar.g_01393
OG0000498	Prao.g_01183	Prar.g_01394
OG0000499	Prao.g_01185	Prar.g_01396
OG0000500	Prao.g_01186	Prar.g_01397
OG0000501	Prao.g_01862	Prar.g_01399
OG0000502	Prao.g_01863	Prar.g_01400
OG0000503	Prao.g_01864	Prar.g_01401
OG0000504	Prao.g_01865	Prar.g_01402
OG0000505	Prao.g_01866	Prar.g_01403
OG0000506	Prao.g_01867	Prar.g_01404
OG0000507	Prao.g_01868	Prar.g_01405
OG0000508	Prao.g_01870	Prar.g_01407
OG0000509	Prao.g_00018	Prar.g_01408
OG0000510	Prao.g_00019	Prar.g_01409
OG0000511	Prao.g_00020	Prar.g_01410
OG0000512	Prao.g_00021	Prar.g_01411
OG0000513	Prao.g_00022	Prar.g_01412
OG0000514	Prao.g_00023	Prar.g_01413
OG0000515	Prao.g_00025	Prar.g_01415
OG0000516	Prao.g_00026	Prar.g_01416
OG0000517	Prao.g_00027	Prar.g_01417
OG0000518	Prao.g_00029	Prar.g_01420
OG0000519	Prao.g_00030	Prar.g_01422
OG0000520	Prao.g_00031	Prar.g_01423
OG0000521	Prao.g_00032	Prar.g_01424
OG0000522	Prao.g_00033	Prar.g_01425
OG0000523	Prao.g_00034	Prar.g_01426
OG0000524	Prao.g_00035	Prar.g_01427
OG0000525	Prao.g_00037	Prar.g_01429
OG0000526	Prao.g_00038	Prar.g_01430
OG0000527	Prao.g_00039	Prar.g_01431
OG0000528	Prao.g_00040	Prar.g_01432
OG0000529	Prao.g_00041	Prar.g_01433
OG0000530	Prao.g_00042	Prar.g_01434
OG0000531	Prao.g_00043	Prar.g_01435
OG0000532	Prao.g_00044	Prar.g_01436
OG0000533	Prao.g_00045	Prar.g_01437
OG0000534	Prao.g_00046	Prar.g_01438
OG0000535	Prao.g_00047	Prar.g_01439
OG0000536	Prao.g_00048	Prar.g_01440
OG0000537	Prao.g_00049	Prar.g_01441
OG0000538	Prao.g_00050	Prar.g_01442
OG0000539	Prao.g_00051	Prar.g_01443
OG0000540	Prao.g_00052	Prar.g_01444
OG0000541	Prao.g_00053	Prar.g_01445
OG0000542	Prao.g_00054	Prar.g_01446
OG0000543	Prao.g_00055	Prar.g_01447
OG0000544	Prao.g_00056	Prar.g_01448
OG0000545	Prao.g_00060	Prar.g_01451
OG0000546	Prao.g_00061	Prar.g_01452
OG0000547	Prao.g_00063	Prar.g_01454
OG0000548	Prao.g_00064	Prar.g_01455
OG0000549	Prao.g_00065	Prar.g_01456
OG0000550	Prao.g_00066	Prar.g_01457
OG0000551	Prao.g_00067	Prar.g_01458
OG0000552	Prao.g_00068	Prar.g_01459
OG0000553	Prao.g_00069	Prar.g_01460
OG0000554	Prao.g_00070	Prar.g_01461
OG0000555	Prao.g_00071	Prar.g_01462
OG0000556	Prao.g_00072	Prar.g_01463
OG0000557	Prao.g_00073	Prar.g_01464
OG0000558	Prao.g_00074	Prar.g_01465
OG0000559	Prao.g_00075	Prar.g_01466
OG0000560	Prao.g_00077	Prar.g_01468
OG0000561	Prao.g_00078	Prar.g_01469
OG0000562	Prao.g_00079	Prar.g_01470
OG0000563	Prao.g_00080	Prar.g_01471
OG0000564	Prao.g_00081	Prar.g_01472
OG0000565	Prao.g_00082	Prar.g_01473
OG0000566	Prao.g_00083	Prar.g_01474
OG0000567	Prao.g_00084	Prar.g_01475
OG0000568	Prao.g_00085	Prar.g_01476
OG0000569	Prao.g_00086	Prar.g_01477
OG0000570	Prao.g_00087	Prar.g_01478
OG0000571	Prao.g_00088	Prar.g_01479
OG0000572	Prao.g_00089	Prar.g_01480
