Orthogroup	Praj	Praw
OG0000132	Praj.g_00204	Praw.g_01271
OG0000133	Praj.g_00357	Praw.g_00812
OG0000134	Praj.g_00405	Praw.g_00775
OG0000135	Praj.g_01279	Praw.g_00751
OG0000136	Praj.g_00435	Praw.g_00706
OG0000137	Praj.g_00467	Praw.g_00672
OG0000138	Praj.g_00487	Praw.g_00653
OG0000139	Praj.g_00528	Praw.g_00611
OG0000140	Praj.g_00529	Praw.g_00610
OG0000141	Praj.g_00595	Praw.g_00143
OG0000142	Praj.g_00623	Praw.g_01887
OG0000143	Praj.g_00627	Praw.g_01883
OG0000144	Praj.g_00640	Praw.g_01870
OG0000145	Praj.g_01054	Praw.g_01745
OG0000146	Praj.g_00937	Praw.g_01731
OG0000147	Praj.g_00936	Praw.g_01730
OG0000148	Praj.g_00787	Praw.g_01681
OG0000149	Praj.g_00819	Praw.g_01652
OG0000150	Praj.g_00828	Praw.g_01644
OG0000151	Praj.g_00898	Praw.g_01587
OG0000152	Praj.g_01601, Praj.g_00946	Praw.g_01539
OG0000153	Praj.g_00965	Praw.g_01520
OG0000154	Praj.g_00995	Praw.g_01493
OG0000155	Praj.g_01440	Praw.g_00254
OG0000156	Praj.g_01517	Praw.g_00968
OG0000157	Praj.g_01518	Praw.g_00969
OG0000158	Praj.g_01995	Praw.g_01052
OG0000159	Praj.g_02043, Praj.g_02035	Praw.g_01054
OG0000160	Praj.g_01633	Praw.g_01079, Praw.g_01080
OG0000161	Praj.g_01639	Praw.g_00344
OG0000162	Praj.g_01645	Praw.g_00350
OG0000163	Praj.g_01681	Praw.g_00384
OG0000164	Praj.g_01790	Praw.g_00539
OG0000165	Praj.g_01798	Praw.g_00546
OG0000166	Praj.g_01915	Praw.g_00132
OG0000167	Praj.g_01985	Praw.g_00066
OG0000168	Praj.g_01996	Praw.g_00056
OG0000169	Praj.g_02006	Praw.g_00046
OG0000170	Praj.g_02008	Praw.g_00044
OG0000171	Praj.g_02030	Praw.g_00024
OG0000172	Praj.g_02061	Praw.g_00016
OG0000173	Praj.g_02076	Praw.g_00001
OG0000174	Praj.g_02107	Praw.g_01166
OG0000175	Praj.g_02125	Praw.g_01156
OG0000176	Praj.g_00004	Praw.g_01132
OG0000177	Praj.g_00005	Praw.g_01131
OG0000178	Praj.g_00006	Praw.g_01130
OG0000179	Praj.g_00016	Praw.g_01412
OG0000180	Praj.g_00017	Praw.g_01411
OG0000181	Praj.g_00018	Praw.g_01410
OG0000182	Praj.g_00019	Praw.g_01409
OG0000183	Praj.g_00023	Praw.g_01405
OG0000184	Praj.g_00050	Praw.g_01382
OG0000185	Praj.g_00053	Praw.g_01379
OG0000186	Praj.g_00102	Praw.g_01370
OG0000187	Praj.g_00103	Praw.g_01369
OG0000188	Praj.g_00120	Praw.g_01352
OG0000189	Praj.g_00134	Praw.g_01339
OG0000190	Praj.g_00135	Praw.g_01338
OG0000191	Praj.g_00158	Praw.g_01318
OG0000192	Praj.g_00162	Praw.g_01314
OG0000193	Praj.g_00186	Praw.g_01289
OG0000194	Praj.g_00189	Praw.g_01286
OG0000195	Praj.g_00191	Praw.g_01284
OG0000196	Praj.g_00201	Praw.g_01274
OG0000197	Praj.g_00202	Praw.g_01273
OG0000198	Praj.g_00203	Praw.g_01272
OG0000199	Praj.g_00210	Praw.g_01265
OG0000200	Praj.g_00223	Praw.g_01251
OG0000201	Praj.g_00232	Praw.g_01243
OG0000202	Praj.g_00233	Praw.g_01242
OG0000203	Praj.g_00234	Praw.g_01241
OG0000204	Praj.g_00235	Praw.g_01240
OG0000205	Praj.g_00242	Praw.g_01233
OG0000206	Praj.g_00246	Praw.g_01228
OG0000207	Praj.g_00248	Praw.g_01226
OG0000208	Praj.g_00249	Praw.g_01225
OG0000209	Praj.g_00258	Praw.g_01216
OG0000210	Praj.g_00259	Praw.g_01215
OG0000211	Praj.g_00273	Praw.g_01202
OG0000212	Praj.g_00281	Praw.g_01195
OG0000213	Praj.g_00296	Praw.g_00876
OG0000214	Praj.g_00304	Praw.g_00867
OG0000215	Praj.g_00328	Praw.g_00842
OG0000216	Praj.g_00329	Praw.g_00840
OG0000217	Praj.g_00332	Praw.g_00837
OG0000218	Praj.g_00334	Praw.g_00835
OG0000219	Praj.g_00335	Praw.g_00834
OG0000220	Praj.g_00336	Praw.g_00833
OG0000221	Praj.g_00337	Praw.g_00832
OG0000222	Praj.g_00345	Praw.g_00824
OG0000223	Praj.g_00358	Praw.g_00811
OG0000224	Praj.g_00360	Praw.g_00809
OG0000225	Praj.g_00391	Praw.g_00786
OG0000226	Praj.g_00395	Praw.g_00782
OG0000227	Praj.g_00397	Praw.g_00780
OG0000228	Praj.g_00402	Praw.g_00777
OG0000229	Praj.g_00430	Praw.g_00711
OG0000230	Praj.g_00432	Praw.g_00709
OG0000231	Praj.g_00443	Praw.g_00698
OG0000232	Praj.g_00451	Praw.g_00689
OG0000233	Praj.g_00459	Praw.g_00684
OG0000234	Praj.g_00468	Praw.g_00671
OG0000235	Praj.g_00472	Praw.g_00668
OG0000236	Praj.g_00485	Praw.g_00655
OG0000237	Praj.g_00498	Praw.g_00642
OG0000238	Praj.g_00504	Praw.g_00636
OG0000239	Praj.g_00516	Praw.g_00623
OG0000240	Praj.g_00517	Praw.g_00622
OG0000241	Praj.g_00521	Praw.g_00618
OG0000242	Praj.g_00523	Praw.g_00616
OG0000243	Praj.g_00534	Praw.g_00605
OG0000244	Praj.g_00537	Praw.g_00602
OG0000245	Praj.g_00539	Praw.g_00600
OG0000246	Praj.g_00543	Praw.g_00596
OG0000247	Praj.g_00553	Praw.g_00586
OG0000248	Praj.g_00555	Praw.g_00584
OG0000249	Praj.g_00557	Praw.g_00582
OG0000250	Praj.g_00562	Praw.g_00577
OG0000251	Praj.g_00578	Praw.g_01937
OG0000252	Praj.g_00580	Praw.g_01940
OG0000253	Praj.g_00582	Praw.g_01941
OG0000254	Praj.g_00599	Praw.g_00147
OG0000255	Praj.g_00605	Praw.g_00153
OG0000256	Praj.g_00615	Praw.g_00163
OG0000257	Praj.g_00618	Praw.g_00166
OG0000258	Praj.g_00631	Praw.g_01879
OG0000259	Praj.g_00648	Praw.g_01862
OG0000260	Praj.g_00651	Praw.g_01859
OG0000261	Praj.g_00654	Praw.g_01857
OG0000262	Praj.g_00659	Praw.g_01853
OG0000263	Praj.g_00673	Praw.g_01841
OG0000264	Praj.g_00684	Praw.g_01831
OG0000265	Praj.g_00698	Praw.g_01809
OG0000266	Praj.g_00708	Praw.g_01799
OG0000267	Praj.g_00721	Praw.g_01788
OG0000268	Praj.g_00722	Praw.g_01787
OG0000269	Praj.g_00764	Praw.g_01702
OG0000270	Praj.g_00767	Praw.g_01699
OG0000271	Praj.g_00775	Praw.g_01691
OG0000272	Praj.g_00776	Praw.g_01690
OG0000273	Praj.g_00801	Praw.g_01668
OG0000274	Praj.g_00802	Praw.g_01667
OG0000275	Praj.g_00804	Praw.g_01665
OG0000276	Praj.g_00810	Praw.g_01660
OG0000277	Praj.g_00811	Praw.g_01659
OG0000278	Praj.g_00815	Praw.g_01656
OG0000279	Praj.g_00822	Praw.g_01649
OG0000280	Praj.g_01326	Praw.g_01648
OG0000281	Praj.g_00829	Praw.g_01643
OG0000282	Praj.g_00889	Praw.g_01595
OG0000283	Praj.g_00920	Praw.g_01562
OG0000284	Praj.g_00925	Praw.g_01557
OG0000285	Praj.g_00930	Praw.g_01552
OG0000286	Praj.g_00945	Praw.g_01540
OG0000287	Praj.g_00085	Praw.g_01523
OG0000288	Praj.g_00994	Praw.g_01494
OG0000289	Praj.g_01005	Praw.g_01483
OG0000290	Praj.g_01021	Praw.g_01470
OG0000291	Praj.g_01023	Praw.g_01468
OG0000292	Praj.g_01196	Praw.g_01418
OG0000293	Praj.g_01470	Praw.g_00225
OG0000294	Praj.g_01469	Praw.g_00226
OG0000295	Praj.g_01447	Praw.g_00246
OG0000296	Praj.g_01445	Praw.g_00248
OG0000297	Praj.g_01437	Praw.g_00256
OG0000298	Praj.g_01436	Praw.g_00257
OG0000299	Praj.g_01417	Praw.g_00274
OG0000300	Praj.g_01414	Praw.g_00277
OG0000301	Praj.g_01413	Praw.g_00278
OG0000302	Praj.g_01410	Praw.g_00280
OG0000303	Praj.g_01405	Praw.g_00287
OG0000304	Praj.g_01402	Praw.g_00291
OG0000305	Praj.g_01734	Praw.g_01008
OG0000306	Praj.g_00833	Praw.g_01011
OG0000307	Praj.g_01584	Praw.g_01025
OG0000308	Praj.g_01585	Praw.g_01026
OG0000309	Praj.g_01589	Praw.g_01030
OG0000310	Praj.g_01616	Praw.g_01098
OG0000311	Praj.g_01618	Praw.g_01096
OG0000312	Praj.g_01621	Praw.g_01093
OG0000313	Praj.g_01636	Praw.g_01076
OG0000314	Praj.g_01657	Praw.g_00363
OG0000315	Praj.g_01667	Praw.g_00374
OG0000316	Praj.g_01692	Praw.g_00394
OG0000317	Praj.g_01766	Praw.g_00513
OG0000318	Praj.g_01769	Praw.g_00516
OG0000319	Praj.g_01780	Praw.g_00529
OG0000320	Praj.g_01782	Praw.g_00531
OG0000321	Praj.g_01783	Praw.g_00532
OG0000322	Praj.g_01784	Praw.g_00533
OG0000323	Praj.g_01793	Praw.g_00542
OG0000324	Praj.g_01820	Praw.g_00569
OG0000325	Praj.g_01870	Praw.g_01916
OG0000326	Praj.g_01876	Praw.g_01910
OG0000327	Praj.g_01910	Praw.g_00137
OG0000328	Praj.g_01911	Praw.g_00136
OG0000329	Praj.g_01928	Praw.g_00119
OG0000330	Praj.g_01929	Praw.g_00118
OG0000331	Praj.g_01930	Praw.g_00117
OG0000332	Praj.g_01944	Praw.g_00103
OG0000333	Praj.g_01946	Praw.g_00101
OG0000334	Praj.g_01955	Praw.g_00093
OG0000335	Praj.g_01960	Praw.g_00088
OG0000336	Praj.g_01964	Praw.g_00084
OG0000337	Praj.g_01982	Praw.g_00068
OG0000338	Praj.g_01983	Praw.g_00067
OG0000339	Praj.g_01988	Praw.g_00063
OG0000340	Praj.g_01997	Praw.g_00055
OG0000341	Praj.g_01999	Praw.g_00053
OG0000342	Praj.g_02000	Praw.g_00052
OG0000343	Praj.g_02001	Praw.g_00051
OG0000344	Praj.g_02004	Praw.g_00048
OG0000345	Praj.g_02009	Praw.g_00043
OG0000346	Praj.g_02013	Praw.g_00038
OG0000347	Praj.g_02034	Praw.g_00022
OG0000348	Praj.g_02064	Praw.g_00013
OG0000349	Praj.g_02082	Praw.g_01189
OG0000350	Praj.g_02103	Praw.g_01170
OG0000351	Praj.g_02128	Praw.g_01153
OG0000352	Praj.g_02129	Praw.g_01152
OG0000353	Praj.g_02148	Praw.g_01137
OG0000355	Praj.g_00001	Praw.g_01135
OG0000356	Praj.g_00002	Praw.g_01134
OG0000357	Praj.g_00003	Praw.g_01133
OG0000358	Praj.g_00007	Praw.g_01129
OG0000359	Praj.g_00008	Praw.g_01128
OG0000360	Praj.g_00009	Praw.g_01127
OG0000361	Praj.g_00010	Praw.g_01126
OG0000362	Praj.g_00012	Praw.g_01124
OG0000363	Praj.g_00014	Praw.g_01414
OG0000364	Praj.g_00015	Praw.g_01413
OG0000365	Praj.g_00020	Praw.g_01408
OG0000366	Praj.g_00021	Praw.g_01407
OG0000367	Praj.g_00022	Praw.g_01406
OG0000368	Praj.g_00024	Praw.g_01404
OG0000369	Praj.g_00025	Praw.g_01403
OG0000370	Praj.g_00026	Praw.g_01402
OG0000371	Praj.g_00032	Praw.g_01396
OG0000372	Praj.g_00034	Praw.g_01393
OG0000373	Praj.g_00035	Praw.g_01392
OG0000374	Praj.g_00036	Praw.g_01391
OG0000375	Praj.g_00044	Praw.g_01388
OG0000376	Praj.g_00046	Praw.g_01386
OG0000377	Praj.g_00049	Praw.g_01383
OG0000378	Praj.g_00051	Praw.g_01381
OG0000379	Praj.g_00054	Praw.g_01378
OG0000380	Praj.g_00104	Praw.g_01368
OG0000381	Praj.g_00108	Praw.g_01364
OG0000382	Praj.g_00119	Praw.g_01353
OG0000383	Praj.g_00121	Praw.g_01351
OG0000384	Praj.g_00122	Praw.g_01350
OG0000385	Praj.g_00123	Praw.g_01349
OG0000386	Praj.g_00124	Praw.g_01348
OG0000387	Praj.g_00137	Praw.g_01336
OG0000388	Praj.g_00141	Praw.g_01333
OG0000389	Praj.g_00144	Praw.g_01329
OG0000390	Praj.g_00153	Praw.g_01322
OG0000391	Praj.g_00157	Praw.g_01319
OG0000392	Praj.g_00160	Praw.g_01315
OG0000393	Praj.g_00163	Praw.g_01313
OG0000394	Praj.g_00164	Praw.g_01312
OG0000395	Praj.g_00165	Praw.g_01311
OG0000396	Praj.g_00168	Praw.g_01308
OG0000397	Praj.g_00170	Praw.g_01306
OG0000398	Praj.g_00173	Praw.g_01304
OG0000399	Praj.g_00174	Praw.g_01303
OG0000400	Praj.g_00175	Praw.g_01302
OG0000401	Praj.g_00176	Praw.g_01301
OG0000402	Praj.g_01057	Praw.g_01299
OG0000403	Praj.g_00177	Praw.g_01298
OG0000404	Praj.g_00178	Praw.g_01297
OG0000405	Praj.g_00183	Praw.g_01293
OG0000406	Praj.g_00187	Praw.g_01288
OG0000407	Praj.g_00188	Praw.g_01287
OG0000408	Praj.g_00190	Praw.g_01285
OG0000409	Praj.g_00192	Praw.g_01283
OG0000410	Praj.g_00193	Praw.g_01282
OG0000411	Praj.g_00194	Praw.g_01281
OG0000412	Praj.g_00195	Praw.g_01280
OG0000413	Praj.g_00196	Praw.g_01279
OG0000414	Praj.g_00197	Praw.g_01278
OG0000415	Praj.g_00198	Praw.g_01277
OG0000416	Praj.g_00199	Praw.g_01276
OG0000417	Praj.g_00200	Praw.g_01275
OG0000418	Praj.g_00205	Praw.g_01270
OG0000419	Praj.g_00207	Praw.g_01268
OG0000420	Praj.g_00208	Praw.g_01267
OG0000421	Praj.g_00212	Praw.g_01262
OG0000422	Praj.g_00213	Praw.g_01261
OG0000423	Praj.g_00214	Praw.g_01260
OG0000424	Praj.g_00215	Praw.g_01259
OG0000425	Praj.g_00216	Praw.g_01258
OG0000426	Praj.g_00217	Praw.g_01257
OG0000427	Praj.g_00218	Praw.g_01256
OG0000428	Praj.g_00220	Praw.g_01254
OG0000429	Praj.g_00221	Praw.g_01253
OG0000430	Praj.g_00222	Praw.g_01252
OG0000431	Praj.g_00224	Praw.g_01250
OG0000432	Praj.g_00228	Praw.g_01247
OG0000433	Praj.g_00229	Praw.g_01246
OG0000434	Praj.g_00230	Praw.g_01245
OG0000435	Praj.g_00231	Praw.g_01244
OG0000436	Praj.g_00236	Praw.g_01239
OG0000437	Praj.g_00237	Praw.g_01238
OG0000438	Praj.g_00238	Praw.g_01237
OG0000439	Praj.g_00240	Praw.g_01235
OG0000440	Praj.g_00241	Praw.g_01234
OG0000441	Praj.g_00243	Praw.g_01231
OG0000442	Praj.g_00244	Praw.g_01230
OG0000443	Praj.g_00245	Praw.g_01229
OG0000444	Praj.g_00250	Praw.g_01224
OG0000445	Praj.g_00251	Praw.g_01223
OG0000446	Praj.g_00252	Praw.g_01222
OG0000447	Praj.g_00253	Praw.g_01221
OG0000448	Praj.g_00254	Praw.g_01220
OG0000449	Praj.g_00255	Praw.g_01219
OG0000450	Praj.g_00256	Praw.g_01218
OG0000451	Praj.g_00257	Praw.g_01217
OG0000452	Praj.g_00260	Praw.g_01214
OG0000453	Praj.g_00261	Praw.g_01213
OG0000454	Praj.g_00262	Praw.g_01212
OG0000455	Praj.g_00263	Praw.g_01211
OG0000456	Praj.g_00264	Praw.g_01210
OG0000457	Praj.g_00265	Praw.g_01209
OG0000458	Praj.g_00266	Praw.g_01208
OG0000459	Praj.g_00267	Praw.g_01207
OG0000460	Praj.g_00275	Praw.g_01200
OG0000461	Praj.g_00283	Praw.g_00891
OG0000462	Praj.g_00285	Praw.g_00889
OG0000463	Praj.g_00286	Praw.g_00888
OG0000464	Praj.g_00287	Praw.g_00887
OG0000465	Praj.g_00288	Praw.g_00886
OG0000466	Praj.g_00289	Praw.g_00883
OG0000467	Praj.g_00290	Praw.g_00882
OG0000468	Praj.g_00292	Praw.g_00880
OG0000469	Praj.g_00299	Praw.g_00872
OG0000470	Praj.g_00301	Praw.g_00870
OG0000471	Praj.g_00302	Praw.g_00869
OG0000472	Praj.g_00303	Praw.g_00868
OG0000473	Praj.g_00305	Praw.g_00866
OG0000474	Praj.g_00306	Praw.g_00865
OG0000475	Praj.g_00307	Praw.g_00864
OG0000476	Praj.g_00309	Praw.g_00863
OG0000477	Praj.g_00311	Praw.g_00859
OG0000478	Praj.g_00312	Praw.g_00858
OG0000479	Praj.g_00313	Praw.g_00857
OG0000480	Praj.g_00318	Praw.g_00852
OG0000481	Praj.g_00320	Praw.g_00850
OG0000482	Praj.g_00321	Praw.g_00849
OG0000483	Praj.g_00324	Praw.g_00846
OG0000484	Praj.g_00325	Praw.g_00845
OG0000485	Praj.g_00326	Praw.g_00844
OG0000486	Praj.g_00327	Praw.g_00843
OG0000487	Praj.g_00330	Praw.g_00839
OG0000488	Praj.g_00333	Praw.g_00836
OG0000489	Praj.g_00338	Praw.g_00831
OG0000490	Praj.g_00343	Praw.g_00826
OG0000491	Praj.g_00344	Praw.g_00825
OG0000492	Praj.g_00346	Praw.g_00823
OG0000493	Praj.g_00347	Praw.g_00822
OG0000494	Praj.g_00348	Praw.g_00821
OG0000495	Praj.g_00349	Praw.g_00820
OG0000496	Praj.g_00350	Praw.g_00819
OG0000497	Praj.g_00351	Praw.g_00818
OG0000498	Praj.g_00352	Praw.g_00817
OG0000499	Praj.g_00353	Praw.g_00816
OG0000500	Praj.g_00354	Praw.g_00815
OG0000501	Praj.g_00356	Praw.g_00813
OG0000502	Praj.g_00359	Praw.g_00810
OG0000503	Praj.g_00380	Praw.g_00796
OG0000504	Praj.g_00382	Praw.g_00795
OG0000505	Praj.g_00383	Praw.g_00794
OG0000506	Praj.g_00384	Praw.g_00792
OG0000507	Praj.g_00387	Praw.g_00790
OG0000508	Praj.g_00390	Praw.g_00787
OG0000509	Praj.g_00392	Praw.g_00785
OG0000510	Praj.g_00393	Praw.g_00784
OG0000511	Praj.g_00394	Praw.g_00783
OG0000512	Praj.g_00396	Praw.g_00781
OG0000513	Praj.g_00406	Praw.g_00774
OG0000514	Praj.g_00425	Praw.g_00716
OG0000515	Praj.g_00426	Praw.g_00715
OG0000516	Praj.g_00427	Praw.g_00714
OG0000517	Praj.g_00429	Praw.g_00712
OG0000518	Praj.g_00440	Praw.g_00701
OG0000519	Praj.g_00441	Praw.g_00700
OG0000520	Praj.g_00442	Praw.g_00699
OG0000521	Praj.g_00447	Praw.g_00694
OG0000522	Praj.g_00449	Praw.g_00692
OG0000523	Praj.g_00450	Praw.g_00691
OG0000524	Praj.g_00457	Praw.g_00686
OG0000525	Praj.g_00461	Praw.g_00683
OG0000526	Praj.g_00462	Praw.g_00682
OG0000527	Praj.g_00465	Praw.g_00674
OG0000528	Praj.g_00471	Praw.g_00669
OG0000529	Praj.g_00474	Praw.g_00666
OG0000530	Praj.g_00477	Praw.g_00664
OG0000531	Praj.g_00478	Praw.g_00663
OG0000532	Praj.g_00479	Praw.g_00661
OG0000533	Praj.g_00480	Praw.g_00660
OG0000534	Praj.g_00481	Praw.g_00659
OG0000535	Praj.g_00482	Praw.g_00658
OG0000536	Praj.g_00483	Praw.g_00657
OG0000537	Praj.g_00484	Praw.g_00656
OG0000538	Praj.g_00492	Praw.g_00648
OG0000539	Praj.g_00493	Praw.g_00647
OG0000540	Praj.g_00494	Praw.g_00646
OG0000541	Praj.g_00495	Praw.g_00645
OG0000542	Praj.g_00497	Praw.g_00643
OG0000543	Praj.g_00499	Praw.g_00641
OG0000544	Praj.g_00500	Praw.g_00640
OG0000545	Praj.g_00502	Praw.g_00638
OG0000546	Praj.g_00505	Praw.g_00635
OG0000547	Praj.g_00507	Praw.g_00633
OG0000548	Praj.g_00508	Praw.g_00632
OG0000549	Praj.g_00511	Praw.g_00630
OG0000550	Praj.g_00515	Praw.g_00625
OG0000551	Praj.g_00518	Praw.g_00621
OG0000552	Praj.g_00519	Praw.g_00620
OG0000553	Praj.g_00520	Praw.g_00619
OG0000554	Praj.g_00525	Praw.g_00614
OG0000555	Praj.g_00533	Praw.g_00606
OG0000556	Praj.g_00535	Praw.g_00604
OG0000557	Praj.g_00536	Praw.g_00603
OG0000558	Praj.g_00538	Praw.g_00601
OG0000559	Praj.g_00542	Praw.g_00597
OG0000560	Praj.g_00545	Praw.g_00594
OG0000561	Praj.g_00546	Praw.g_00593
OG0000562	Praj.g_00547	Praw.g_00592
OG0000563	Praj.g_00548	Praw.g_00591
OG0000564	Praj.g_00549	Praw.g_00590
OG0000565	Praj.g_00552	Praw.g_00587
