Orthogroup	Praj	Syar
OG0000108	Praj.g_00473	Syar.g_01469
OG0000109	Praj.g_00486	Syar.g_03310, Syar.g_01485
OG0000110	Praj.g_00565	Syar.g_02295
OG0000111	Praj.g_00692	Syar.g_01940, Syar.g_00005
OG0000112	Praj.g_00938	Syar.g_03195, Syar.g_02548
OG0000113	Praj.g_00793, Praj.g_01176	Syar.g_02664
OG0000114	Praj.g_00887	Syar.g_01616
OG0000115	Praj.g_01725	Syar.g_02854, Syar.g_01415
OG0000116	Praj.g_01471	Syar.g_01525, Syar.g_02255
OG0000117	Praj.g_01355	Syar.g_01969
OG0000118	Praj.g_01540	Syar.g_02793
OG0000120	Praj.g_00664	Syar.g_00713
OG0000121	Praj.g_01634	Syar.g_02806
OG0000123	Praj.g_01959	Syar.g_01079
OG0000124	Praj.g_02031	Syar.g_00586
OG0000125	Praj.g_02091	Syar.g_00338
OG0000126	Praj.g_02144	Syar.g_00887, Syar.g_00888
OG0000128	Praj.g_00011	Syar.g_00482
OG0000129	Praj.g_00048	Syar.g_00324
OG0000130	Praj.g_00107	Syar.g_03040
OG0000131	Praj.g_00185	Syar.g_02216, Syar.g_00078
OG0000132	Praj.g_00204	Syar.g_00099
OG0000133	Praj.g_00357	Syar.g_02543
OG0000134	Praj.g_00405	Syar.g_02009, Syar.g_01165
OG0000135	Praj.g_01279	Syar.g_00698
OG0000136	Praj.g_00435	Syar.g_02874
OG0000137	Praj.g_00467	Syar.g_01273
OG0000138	Praj.g_00487	Syar.g_01486
OG0000139	Praj.g_00528	Syar.g_03245, Syar.g_02348
OG0000140	Praj.g_00529	Syar.g_02344, Syar.g_03246
OG0000141	Praj.g_00595	Syar.g_02129
OG0000142	Praj.g_00623	Syar.g_02418
OG0000143	Praj.g_00627	Syar.g_02422
OG0000144	Praj.g_00640	Syar.g_02441
OG0000145	Praj.g_01054	Syar.g_01494, Syar.g_03205
OG0000146	Praj.g_00937	Syar.g_02549
OG0000147	Praj.g_00936	Syar.g_02550
OG0000148	Praj.g_00787	Syar.g_02658
OG0000149	Praj.g_00819	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Praj.g_00828	Syar.g_02130
OG0000151	Praj.g_00898	Syar.g_02038
OG0000152	Praj.g_01601, Praj.g_00946	Syar.g_02539
OG0000153	Praj.g_00965	Syar.g_03283, Syar.g_02503
OG0000154	Praj.g_00995	Syar.g_01800
OG0000155	Praj.g_01440	Syar.g_01959
OG0000156	Praj.g_01517	Syar.g_01517
OG0000157	Praj.g_01518	Syar.g_01516
OG0000158	Praj.g_01995	Syar.g_00650
OG0000160	Praj.g_01633	Syar.g_02807
OG0000161	Praj.g_01639	Syar.g_02801
OG0000162	Praj.g_01645	Syar.g_02863
OG0000163	Praj.g_01681	Syar.g_00639, Syar.g_01186
OG0000164	Praj.g_01790	Syar.g_03168, Syar.g_02969
OG0000165	Praj.g_01798	Syar.g_02976
OG0000166	Praj.g_01915	Syar.g_01034
OG0000167	Praj.g_01985	Syar.g_00662
OG0000168	Praj.g_01996	Syar.g_00246
OG0000169	Praj.g_02006	Syar.g_00262
OG0000170	Praj.g_02008	Syar.g_00613
OG0000171	Praj.g_02030	Syar.g_00587
OG0000172	Praj.g_02061	Syar.g_00547
OG0000173	Praj.g_02076	Syar.g_00528
OG0000174	Praj.g_02107	Syar.g_00701
OG0000175	Praj.g_02125	Syar.g_00438
OG0000176	Praj.g_00004	Syar.g_00474
OG0000177	Praj.g_00005	Syar.g_00475
OG0000178	Praj.g_00006	Syar.g_00476
OG0000179	Praj.g_00016	Syar.g_00489
OG0000180	Praj.g_00017	Syar.g_00490
OG0000181	Praj.g_00018	Syar.g_00491
OG0000182	Praj.g_00019	Syar.g_00492
OG0000183	Praj.g_00023	Syar.g_00496
OG0000184	Praj.g_00050	Syar.g_00897
OG0000185	Praj.g_00053	Syar.g_00909
OG0000186	Praj.g_00102	Syar.g_03036
OG0000187	Praj.g_00103	Syar.g_03038
OG0000188	Praj.g_00120	Syar.g_03058
OG0000189	Praj.g_00134	Syar.g_03104
OG0000190	Praj.g_00135	Syar.g_03107, Syar.g_02374
OG0000191	Praj.g_00158	Syar.g_00039
OG0000192	Praj.g_00162	Syar.g_00046
OG0000193	Praj.g_00186	Syar.g_00079
OG0000194	Praj.g_00189	Syar.g_03236, Syar.g_00082
OG0000195	Praj.g_00191	Syar.g_00023, Syar.g_00084
OG0000196	Praj.g_00201	Syar.g_00096
OG0000197	Praj.g_00202	Syar.g_00097
OG0000198	Praj.g_00203	Syar.g_00098
OG0000199	Praj.g_00210	Syar.g_00106
OG0000200	Praj.g_00223	Syar.g_00124
OG0000201	Praj.g_00232	Syar.g_01000
OG0000202	Praj.g_00233	Syar.g_00998, Syar.g_00021
OG0000203	Praj.g_00234	Syar.g_00020, Syar.g_00997
OG0000204	Praj.g_00235	Syar.g_00996
OG0000205	Praj.g_00242	Syar.g_00988
OG0000206	Praj.g_00246	Syar.g_00963
OG0000207	Praj.g_00248	Syar.g_00957
OG0000208	Praj.g_00249	Syar.g_00956
OG0000209	Praj.g_00258	Syar.g_00936, Syar.g_03261
OG0000210	Praj.g_00259	Syar.g_00935, Syar.g_03260
OG0000211	Praj.g_00273	Syar.g_03026
OG0000212	Praj.g_00281	Syar.g_03017
OG0000213	Praj.g_00296	Syar.g_00187
OG0000214	Praj.g_00304	Syar.g_00209
OG0000215	Praj.g_00328	Syar.g_00239
OG0000216	Praj.g_00329	Syar.g_00244
OG0000217	Praj.g_00332	Syar.g_00854
OG0000218	Praj.g_00334	Syar.g_00852
OG0000219	Praj.g_00335	Syar.g_00851
OG0000220	Praj.g_00336	Syar.g_00850, Syar.g_02026
OG0000221	Praj.g_00337	Syar.g_00834
OG0000222	Praj.g_00345	Syar.g_02119, Syar.g_00728
OG0000223	Praj.g_00358	Syar.g_00649
OG0000224	Praj.g_00360	Syar.g_00762, Syar.g_00273
OG0000225	Praj.g_00391	Syar.g_01142
OG0000226	Praj.g_00395	Syar.g_01146
OG0000227	Praj.g_00397	Syar.g_01148
OG0000228	Praj.g_00402	Syar.g_01161
OG0000229	Praj.g_00430	Syar.g_01177, Syar.g_03273
OG0000230	Praj.g_00432	Syar.g_01179, Syar.g_03275
OG0000231	Praj.g_00443	Syar.g_02865, Syar.g_03151
OG0000232	Praj.g_00451	Syar.g_01424
OG0000233	Praj.g_00459	Syar.g_03183, Syar.g_01247
OG0000234	Praj.g_00468	Syar.g_01275
OG0000235	Praj.g_00472	Syar.g_01468
OG0000236	Praj.g_00485	Syar.g_03311, Syar.g_01484
OG0000237	Praj.g_00498	Syar.g_01503
OG0000238	Praj.g_00504	Syar.g_01508
OG0000239	Praj.g_00516	Syar.g_03277, Syar.g_02687
OG0000240	Praj.g_00517	Syar.g_03278, Syar.g_02686
OG0000241	Praj.g_00521	Syar.g_02410
OG0000242	Praj.g_00523	Syar.g_01926
OG0000243	Praj.g_00534	Syar.g_02335
OG0000244	Praj.g_00537	Syar.g_02327
OG0000245	Praj.g_00539	Syar.g_02325, Syar.g_03238
OG0000246	Praj.g_00543	Syar.g_02321
OG0000247	Praj.g_00553	Syar.g_02310
OG0000248	Praj.g_00555	Syar.g_02307, Syar.g_03293
OG0000249	Praj.g_00557	Syar.g_02305
OG0000250	Praj.g_00562	Syar.g_02299, Syar.g_03194
OG0000251	Praj.g_00578	Syar.g_03207, Syar.g_02194
OG0000252	Praj.g_00580	Syar.g_02189, Syar.g_03263
OG0000253	Praj.g_00582	Syar.g_02028, Syar.g_03229
OG0000254	Praj.g_00599	Syar.g_02169
OG0000255	Praj.g_00605	Syar.g_00011, Syar.g_02224
OG0000256	Praj.g_00615	Syar.g_02244
OG0000257	Praj.g_00618	Syar.g_02407, Syar.g_01762
OG0000258	Praj.g_00631	Syar.g_02427, Syar.g_00010
OG0000259	Praj.g_00648	Syar.g_02472
OG0000260	Praj.g_00651	Syar.g_03220, Syar.g_02475
OG0000261	Praj.g_00654	Syar.g_01916
OG0000262	Praj.g_00659	Syar.g_01690
OG0000263	Praj.g_00673	Syar.g_01991
OG0000264	Praj.g_00684	Syar.g_02135, Syar.g_03267
OG0000266	Praj.g_00708	Syar.g_01570
OG0000267	Praj.g_00721	Syar.g_01873
OG0000268	Praj.g_00722	Syar.g_02589
OG0000269	Praj.g_00764	Syar.g_02634
OG0000270	Praj.g_00767	Syar.g_00744, Syar.g_02637
OG0000271	Praj.g_00775	Syar.g_02645
OG0000272	Praj.g_00776	Syar.g_02646
OG0000273	Praj.g_00801	Syar.g_02481, Syar.g_00008
OG0000274	Praj.g_00802	Syar.g_00009, Syar.g_02482
OG0000275	Praj.g_00804	Syar.g_01810
OG0000276	Praj.g_00810	Syar.g_01817
OG0000277	Praj.g_00811	Syar.g_01818, Syar.g_03242
OG0000278	Praj.g_00815	Syar.g_01821, Syar.g_03174
OG0000279	Praj.g_00822	Syar.g_01838
OG0000280	Praj.g_01326	Syar.g_02067, Syar.g_00734
OG0000281	Praj.g_00829	Syar.g_02218
OG0000282	Praj.g_00889	Syar.g_01614, Syar.g_03255
OG0000283	Praj.g_00920	Syar.g_02574
OG0000284	Praj.g_00925	Syar.g_03258, Syar.g_02568
OG0000285	Praj.g_00930	Syar.g_02560
OG0000286	Praj.g_00945	Syar.g_02540
OG0000287	Praj.g_00085	Syar.g_02512
OG0000288	Praj.g_00994	Syar.g_01801
OG0000289	Praj.g_01005	Syar.g_03305, Syar.g_01786
OG0000290	Praj.g_01021	Syar.g_01928
OG0000291	Praj.g_01023	Syar.g_01930
OG0000292	Praj.g_01196	Syar.g_00463
OG0000293	Praj.g_01470	Syar.g_03297, Syar.g_01526
OG0000294	Praj.g_01469	Syar.g_01527, Syar.g_03296
OG0000295	Praj.g_01447	Syar.g_01951, Syar.g_03208
OG0000296	Praj.g_01445	Syar.g_01953
OG0000297	Praj.g_01437	Syar.g_01967, Syar.g_03216
OG0000298	Praj.g_01436	Syar.g_01968, Syar.g_03215
OG0000299	Praj.g_01417	Syar.g_01704
OG0000300	Praj.g_01414	Syar.g_01646, Syar.g_01711
OG0000301	Praj.g_01413	Syar.g_01712
OG0000302	Praj.g_01410	Syar.g_01713
OG0000303	Praj.g_01405	Syar.g_03136, Syar.g_01723
OG0000304	Praj.g_01402	Syar.g_01728
OG0000305	Praj.g_01734	Syar.g_01933, Syar.g_03163
OG0000306	Praj.g_00833	Syar.g_01884, Syar.g_03140
OG0000307	Praj.g_01584	Syar.g_01452, Syar.g_03153
OG0000308	Praj.g_01585	Syar.g_01450
OG0000309	Praj.g_01589	Syar.g_01239
OG0000310	Praj.g_01616	Syar.g_02826
OG0000311	Praj.g_01618	Syar.g_02823
OG0000312	Praj.g_01621	Syar.g_00015, Syar.g_02818
OG0000313	Praj.g_01636	Syar.g_02804
OG0000314	Praj.g_01657	Syar.g_01403
OG0000315	Praj.g_01667	Syar.g_01393
OG0000316	Praj.g_01692	Syar.g_02885
OG0000317	Praj.g_01766	Syar.g_02926
OG0000318	Praj.g_01769	Syar.g_02930
OG0000319	Praj.g_01780	Syar.g_02954
OG0000320	Praj.g_01782	Syar.g_02956
OG0000321	Praj.g_01783	Syar.g_02957
OG0000322	Praj.g_01784	Syar.g_02958
OG0000323	Praj.g_01793	Syar.g_02973
OG0000324	Praj.g_01820	Syar.g_00350, Syar.g_03001
OG0000325	Praj.g_01870	Syar.g_03291, Syar.g_00148
OG0000326	Praj.g_01876	Syar.g_00139, Syar.g_03134
OG0000327	Praj.g_01910	Syar.g_01029
OG0000328	Praj.g_01911	Syar.g_01030
OG0000329	Praj.g_01928	Syar.g_03189, Syar.g_01048
OG0000330	Praj.g_01929	Syar.g_03190, Syar.g_01049
OG0000331	Praj.g_01930	Syar.g_01050, Syar.g_03191
OG0000332	Praj.g_01944	Syar.g_01064, Syar.g_03299
OG0000333	Praj.g_01946	Syar.g_01067
OG0000334	Praj.g_01955	Syar.g_01076
OG0000335	Praj.g_01960	Syar.g_01080
OG0000336	Praj.g_01964	Syar.g_01084
OG0000337	Praj.g_01982	Syar.g_00285
OG0000338	Praj.g_01983	Syar.g_03225, Syar.g_00287
OG0000339	Praj.g_01988	Syar.g_00658
OG0000340	Praj.g_01997	Syar.g_00247
OG0000341	Praj.g_01999	Syar.g_00249
OG0000342	Praj.g_02000	Syar.g_00250
OG0000343	Praj.g_02001	Syar.g_00256
OG0000344	Praj.g_02004	Syar.g_00260
OG0000345	Praj.g_02009	Syar.g_00612
OG0000346	Praj.g_02013	Syar.g_00607
OG0000347	Praj.g_02034	Syar.g_00558
OG0000348	Praj.g_02064	Syar.g_00544
OG0000349	Praj.g_02082	Syar.g_00521
OG0000350	Praj.g_02103	Syar.g_00132
OG0000351	Praj.g_02128	Syar.g_00442
OG0000352	Praj.g_02129	Syar.g_00443
OG0000353	Praj.g_02148	Syar.g_00469
OG0000355	Praj.g_00001	Syar.g_00471
OG0000356	Praj.g_00002	Syar.g_00472
OG0000357	Praj.g_00003	Syar.g_00473
OG0000358	Praj.g_00007	Syar.g_00477
OG0000359	Praj.g_00008	Syar.g_00479
OG0000360	Praj.g_00009	Syar.g_00480
OG0000361	Praj.g_00010	Syar.g_00481
OG0000362	Praj.g_00012	Syar.g_00483
OG0000363	Praj.g_00014	Syar.g_00484
OG0000364	Praj.g_00015	Syar.g_02928
OG0000365	Praj.g_00020	Syar.g_00493
OG0000366	Praj.g_00021	Syar.g_00494
OG0000367	Praj.g_00022	Syar.g_03262, Syar.g_00495
OG0000368	Praj.g_00024	Syar.g_00497
OG0000369	Praj.g_00025	Syar.g_00498
OG0000370	Praj.g_00026	Syar.g_00499
OG0000371	Praj.g_00032	Syar.g_00508
OG0000372	Praj.g_00034	Syar.g_00514
OG0000373	Praj.g_00035	Syar.g_00515
OG0000374	Praj.g_00036	Syar.g_00516
OG0000375	Praj.g_00044	Syar.g_00517
OG0000376	Praj.g_00046	Syar.g_00519
OG0000377	Praj.g_00049	Syar.g_00322
OG0000378	Praj.g_00051	Syar.g_00905
OG0000379	Praj.g_00054	Syar.g_00910
OG0000380	Praj.g_00104	Syar.g_03039
OG0000381	Praj.g_00108	Syar.g_03041
OG0000382	Praj.g_00119	Syar.g_03057
OG0000383	Praj.g_00121	Syar.g_03074
OG0000384	Praj.g_00122	Syar.g_03075
OG0000385	Praj.g_00123	Syar.g_03076
OG0000386	Praj.g_00124	Syar.g_03077
OG0000387	Praj.g_00137	Syar.g_03109
OG0000388	Praj.g_00141	Syar.g_03148, Syar.g_03113
OG0000389	Praj.g_00144	Syar.g_03118
OG0000390	Praj.g_00153	Syar.g_00033
OG0000391	Praj.g_00157	Syar.g_00038
OG0000392	Praj.g_00160	Syar.g_00045
OG0000393	Praj.g_00163	Syar.g_00048
OG0000394	Praj.g_00164	Syar.g_00049
OG0000395	Praj.g_00165	Syar.g_00050
OG0000396	Praj.g_00168	Syar.g_00053
OG0000397	Praj.g_00170	Syar.g_00055
OG0000398	Praj.g_00173	Syar.g_00060
OG0000399	Praj.g_00174	Syar.g_00061
OG0000400	Praj.g_00175	Syar.g_00062
OG0000401	Praj.g_00176	Syar.g_00063
OG0000402	Praj.g_01057	Syar.g_00065
OG0000403	Praj.g_00177	Syar.g_00066
OG0000404	Praj.g_00178	Syar.g_00067
OG0000405	Praj.g_00183	Syar.g_00076
OG0000406	Praj.g_00187	Syar.g_00080
OG0000407	Praj.g_00188	Syar.g_00081
OG0000408	Praj.g_00190	Syar.g_00083
OG0000409	Praj.g_00192	Syar.g_00085
OG0000410	Praj.g_00193	Syar.g_00086
OG0000411	Praj.g_00194	Syar.g_00087
OG0000412	Praj.g_00195	Syar.g_00088
OG0000413	Praj.g_00196	Syar.g_00090
OG0000414	Praj.g_00197	Syar.g_00091, Syar.g_03179
OG0000415	Praj.g_00198	Syar.g_00092
OG0000416	Praj.g_00199	Syar.g_00093
OG0000417	Praj.g_00200	Syar.g_00095
OG0000418	Praj.g_00205	Syar.g_00100
OG0000419	Praj.g_00207	Syar.g_00102
OG0000420	Praj.g_00208	Syar.g_00104
OG0000421	Praj.g_00212	Syar.g_00109
OG0000422	Praj.g_00213	Syar.g_00110
OG0000423	Praj.g_00214	Syar.g_00111
OG0000424	Praj.g_00215	Syar.g_00112
OG0000425	Praj.g_00216	Syar.g_00113
OG0000426	Praj.g_00217	Syar.g_00114
OG0000427	Praj.g_00218	Syar.g_00115
OG0000428	Praj.g_00220	Syar.g_00118
OG0000429	Praj.g_00221	Syar.g_00121
OG0000430	Praj.g_00222	Syar.g_00123
OG0000431	Praj.g_00224	Syar.g_00127
OG0000432	Praj.g_00228	Syar.g_01009
OG0000433	Praj.g_00229	Syar.g_01007
OG0000434	Praj.g_00230	Syar.g_01006
OG0000435	Praj.g_00231	Syar.g_01003
OG0000436	Praj.g_00236	Syar.g_00994
OG0000437	Praj.g_00237	Syar.g_00993
OG0000438	Praj.g_00238	Syar.g_00992
OG0000439	Praj.g_00240	Syar.g_00990
OG0000440	Praj.g_00241	Syar.g_00989
OG0000441	Praj.g_00243	Syar.g_00986
OG0000442	Praj.g_00244	Syar.g_00977
OG0000443	Praj.g_00245	Syar.g_00964
OG0000444	Praj.g_00250	Syar.g_00954
OG0000445	Praj.g_00251	Syar.g_00953
OG0000446	Praj.g_00252	Syar.g_00951
OG0000447	Praj.g_00253	Syar.g_00948
OG0000448	Praj.g_00254	Syar.g_00947
OG0000449	Praj.g_00255	Syar.g_00946
OG0000450	Praj.g_00256	Syar.g_00939
OG0000451	Praj.g_00257	Syar.g_00938
OG0000452	Praj.g_00260	Syar.g_00934
OG0000453	Praj.g_00261	Syar.g_00933
OG0000454	Praj.g_00262	Syar.g_00932
OG0000455	Praj.g_00263	Syar.g_00931
OG0000456	Praj.g_00264	Syar.g_00930
OG0000457	Praj.g_00265	Syar.g_00928
OG0000458	Praj.g_00266	Syar.g_00918
OG0000459	Praj.g_00267	Syar.g_00917
OG0000460	Praj.g_00275	Syar.g_03024
OG0000461	Praj.g_00283	Syar.g_00153
OG0000462	Praj.g_00285	Syar.g_00155
OG0000463	Praj.g_00286	Syar.g_00156
OG0000464	Praj.g_00287	Syar.g_00157
OG0000465	Praj.g_00288	Syar.g_00159
OG0000466	Praj.g_00289	Syar.g_00164
OG0000467	Praj.g_00290	Syar.g_00165
OG0000468	Praj.g_00292	Syar.g_00170
OG0000469	Praj.g_00299	Syar.g_00203
OG0000470	Praj.g_00301	Syar.g_00206
OG0000471	Praj.g_00302	Syar.g_00207
OG0000472	Praj.g_00303	Syar.g_00208
OG0000473	Praj.g_00305	Syar.g_00210
OG0000474	Praj.g_00306	Syar.g_00211
OG0000475	Praj.g_00307	Syar.g_00212
OG0000476	Praj.g_00309	Syar.g_00214
OG0000477	Praj.g_00311	Syar.g_00219
OG0000478	Praj.g_00312	Syar.g_00220
OG0000479	Praj.g_00313	Syar.g_00221
OG0000480	Praj.g_00318	Syar.g_00228
OG0000481	Praj.g_00320	Syar.g_00230
OG0000482	Praj.g_00321	Syar.g_00231
OG0000483	Praj.g_00324	Syar.g_00235
OG0000484	Praj.g_00325	Syar.g_00236
OG0000485	Praj.g_00326	Syar.g_00237
OG0000486	Praj.g_00327	Syar.g_00024, Syar.g_00238
OG0000487	Praj.g_00330	Syar.g_00245
OG0000488	Praj.g_00333	Syar.g_00853
OG0000489	Praj.g_00338	Syar.g_00833
OG0000490	Praj.g_00343	Syar.g_00823
OG0000491	Praj.g_00344	Syar.g_00822
OG0000492	Praj.g_00346	Syar.g_00727
OG0000493	Praj.g_00347	Syar.g_00726
OG0000494	Praj.g_00348	Syar.g_00725
OG0000495	Praj.g_00349	Syar.g_00724
OG0000496	Praj.g_00350	Syar.g_00723
OG0000497	Praj.g_00351	Syar.g_00722
OG0000498	Praj.g_00352	Syar.g_00721
OG0000499	Praj.g_00353	Syar.g_00720
OG0000500	Praj.g_00354	Syar.g_00719
OG0000501	Praj.g_00356	Syar.g_00716
OG0000502	Praj.g_00359	Syar.g_00275
OG0000503	Praj.g_00380	Syar.g_01118
OG0000504	Praj.g_00382	Syar.g_01120
OG0000505	Praj.g_00383	Syar.g_01121
OG0000506	Praj.g_00384	Syar.g_01123
OG0000507	Praj.g_00387	Syar.g_01129
OG0000508	Praj.g_00390	Syar.g_01141
OG0000509	Praj.g_00392	Syar.g_01143
OG0000510	Praj.g_00393	Syar.g_01144
OG0000511	Praj.g_00394	Syar.g_01145
OG0000512	Praj.g_00396	Syar.g_01147
OG0000513	Praj.g_00406	Syar.g_01166
OG0000514	Praj.g_00425	Syar.g_01169
OG0000515	Praj.g_00426	Syar.g_01170
OG0000516	Praj.g_00427	Syar.g_01172
OG0000517	Praj.g_00429	Syar.g_01176
OG0000518	Praj.g_00440	Syar.g_02868
OG0000519	Praj.g_00441	Syar.g_02867
OG0000520	Praj.g_00442	Syar.g_02866
OG0000521	Praj.g_00447	Syar.g_01419
OG0000522	Praj.g_00449	Syar.g_01421
OG0000523	Praj.g_00450	Syar.g_01422
OG0000524	Praj.g_00457	Syar.g_01244
OG0000525	Praj.g_00461	Syar.g_01263
OG0000526	Praj.g_00462	Syar.g_01266
OG0000527	Praj.g_00465	Syar.g_01271
OG0000528	Praj.g_00471	Syar.g_01466
OG0000529	Praj.g_00474	Syar.g_01470
OG0000530	Praj.g_00477	Syar.g_01473
OG0000531	Praj.g_00478	Syar.g_01474
OG0000532	Praj.g_00479	Syar.g_01477
OG0000533	Praj.g_00480	Syar.g_01479
OG0000534	Praj.g_00481	Syar.g_01480
OG0000535	Praj.g_00482	Syar.g_01481
OG0000536	Praj.g_00483	Syar.g_01482
OG0000537	Praj.g_00484	Syar.g_01483
OG0000538	Praj.g_00492	Syar.g_01496
OG0000539	Praj.g_00493	Syar.g_01497
OG0000540	Praj.g_00494	Syar.g_01498
OG0000541	Praj.g_00495	Syar.g_01499
OG0000542	Praj.g_00497	Syar.g_01502
OG0000543	Praj.g_00499	Syar.g_01504
OG0000544	Praj.g_00500	Syar.g_01505
OG0000545	Praj.g_00502	Syar.g_01507
OG0000546	Praj.g_00505	Syar.g_01509
OG0000547	Praj.g_00507	Syar.g_01511
OG0000548	Praj.g_00508	Syar.g_01512
OG0000549	Praj.g_00511	Syar.g_02693
OG0000550	Praj.g_00515	Syar.g_02689
OG0000551	Praj.g_00518	Syar.g_02684
OG0000552	Praj.g_00519	Syar.g_02683
OG0000553	Praj.g_00520	Syar.g_02679
OG0000554	Praj.g_00525	Syar.g_02352
OG0000555	Praj.g_00533	Syar.g_02336
