Orthogroup	Prbf	Prav
OG0000117	Prbf.g_00945	Prav.g_01390
OG0000118	Prbf.g_00013	Prav.g_01450
OG0000119	Prbf.g_00864, Prbf.g_00254	Prav.g_01469
OG0000120	Prbf.g_00115	Prav.g_01513
OG0000121	Prbf.g_00159	Prav.g_01580
OG0000122	Prbf.g_00055, Prbf.g_00200	Prav.g_01618
OG0000123	Prbf.g_00551	Prav.g_00639
OG0000124	Prbf.g_00478	Prav.g_00705
OG0000125	Prbf.g_00443	Prav.g_00741
OG0000126	Prbf.g_00398	Prav.g_00781
OG0000128	Prbf.g_00382	Prav.g_00079
OG0000129	Prbf.g_01367	Prav.g_00115
OG0000130	Prbf.g_01396	Prav.g_00134
OG0000131	Prbf.g_01478	Prav.g_00212
OG0000132	Prbf.g_01498	Prav.g_00874
OG0000133	Prbf.g_01661	Prav.g_01968
OG0000134	Prbf.g_01703	Prav.g_00976
OG0000135	Prbf.g_00044	Prav.g_00999
OG0000136	Prbf.g_01725	Prav.g_01040
OG0000137	Prbf.g_01758	Prav.g_01073
OG0000138	Prbf.g_01778	Prav.g_01093
OG0000139	Prbf.g_01818	Prav.g_01135
OG0000140	Prbf.g_01819	Prav.g_01136
OG0000141	Prbf.g_01890	Prav.g_01203
OG0000142	Prbf.g_00982	Prav.g_01233
OG0000143	Prbf.g_00986	Prav.g_01237
OG0000144	Prbf.g_01000	Prav.g_01250
OG0000145	Prbf.g_00042	Prav.g_00362
OG0000146	Prbf.g_01928	Prav.g_00365
OG0000147	Prbf.g_01927	Prav.g_00366
OG0000148	Prbf.g_01228	Prav.g_00413
OG0000149	Prbf.g_01196	Prav.g_00443
OG0000150	Prbf.g_01186	Prav.g_00451
OG0000151	Prbf.g_01310	Prav.g_00509
OG0000152	Prbf.g_01117	Prav.g_00556
OG0000153	Prbf.g_01098	Prav.g_00575
OG0000154	Prbf.g_01078	Prav.g_00907
OG0000155	Prbf.g_00939	Prav.g_01861
OG0000156	Prbf.g_00037	Prav.g_01427
OG0000157	Prbf.g_00036	Prav.g_01428
OG0000158	Prbf.g_00514	Prav.g_01505
OG0000159	Prbf.g_01387	Prav.g_01506
OG0000160	Prbf.g_00158	Prav.g_01579
OG0000161	Prbf.g_00164	Prav.g_01585
OG0000162	Prbf.g_00170	Prav.g_01591
OG0000163	Prbf.g_00209	Prav.g_01625
OG0000164	Prbf.g_00669	Prav.g_01785
OG0000165	Prbf.g_00662	Prav.g_01792
OG0000166	Prbf.g_00595	Prav.g_00596
OG0000167	Prbf.g_00524	Prav.g_00663
OG0000168	Prbf.g_00513	Prav.g_00673
OG0000169	Prbf.g_00503	Prav.g_00683
OG0000170	Prbf.g_00500	Prav.g_00685
OG0000171	Prbf.g_00479	Prav.g_00704
OG0000172	Prbf.g_00472	Prav.g_00712
OG0000173	Prbf.g_00457	Prav.g_00727
OG0000174	Prbf.g_00428	Prav.g_00755
OG0000175	Prbf.g_00415	Prav.g_00765
OG0000176	Prbf.g_00389	Prav.g_00790
OG0000177	Prbf.g_00388	Prav.g_00791
OG0000178	Prbf.g_00387	Prav.g_00792
OG0000179	Prbf.g_01338	Prav.g_00084
OG0000180	Prbf.g_01339	Prav.g_00085
OG0000181	Prbf.g_01340	Prav.g_00086
OG0000182	Prbf.g_01341	Prav.g_00087
OG0000183	Prbf.g_01345	Prav.g_00091
OG0000184	Prbf.g_01371	Prav.g_00117
OG0000185	Prbf.g_01374	Prav.g_00120
OG0000186	Prbf.g_01390	Prav.g_00129
OG0000187	Prbf.g_01391	Prav.g_00130
OG0000188	Prbf.g_01408	Prav.g_00147
OG0000189	Prbf.g_01422	Prav.g_00161
OG0000190	Prbf.g_01424	Prav.g_00162
OG0000191	Prbf.g_01447	Prav.g_00182
OG0000192	Prbf.g_01452	Prav.g_00186
OG0000193	Prbf.g_01479	Prav.g_00213
OG0000194	Prbf.g_01482	Prav.g_00216
OG0000195	Prbf.g_01484	Prav.g_00887
OG0000196	Prbf.g_01495	Prav.g_00877
OG0000197	Prbf.g_01496	Prav.g_00876
OG0000198	Prbf.g_01497	Prav.g_00875
OG0000199	Prbf.g_01504	Prav.g_00868
OG0000200	Prbf.g_01518	Prav.g_00854
OG0000201	Prbf.g_01527	Prav.g_00846
OG0000202	Prbf.g_01528	Prav.g_00845
OG0000203	Prbf.g_01529	Prav.g_00844
OG0000204	Prbf.g_01530	Prav.g_00843
OG0000205	Prbf.g_01537	Prav.g_00836
OG0000206	Prbf.g_01542	Prav.g_00831
OG0000207	Prbf.g_01545	Prav.g_00829
OG0000208	Prbf.g_01546	Prav.g_00828
OG0000209	Prbf.g_01555	Prav.g_00819
OG0000210	Prbf.g_01556	Prav.g_00818
OG0000211	Prbf.g_01571	Prav.g_00805
OG0000212	Prbf.g_01579	Prav.g_00798
OG0000213	Prbf.g_01597	Prav.g_01904
OG0000214	Prbf.g_01607	Prav.g_01914
OG0000215	Prbf.g_01634	Prav.g_01938
OG0000216	Prbf.g_01635	Prav.g_01940
OG0000217	Prbf.g_01638	Prav.g_01943
OG0000218	Prbf.g_01640	Prav.g_01945
OG0000219	Prbf.g_01641	Prav.g_01946
OG0000220	Prbf.g_01642	Prav.g_01947
OG0000221	Prbf.g_01643	Prav.g_01948
OG0000222	Prbf.g_01650	Prav.g_01956
OG0000223	Prbf.g_01662	Prav.g_01969
OG0000224	Prbf.g_01664	Prav.g_01971
OG0000225	Prbf.g_01690	Prav.g_01992
OG0000226	Prbf.g_01694	Prav.g_01996
OG0000227	Prbf.g_01696	Prav.g_01998
OG0000228	Prbf.g_01700	Prav.g_00974
OG0000229	Prbf.g_01720	Prav.g_01035
OG0000230	Prbf.g_01722	Prav.g_01037
OG0000231	Prbf.g_01733	Prav.g_01048
OG0000232	Prbf.g_01744	Prav.g_01056
OG0000233	Prbf.g_01750	Prav.g_01061
OG0000234	Prbf.g_01759	Prav.g_01074
OG0000235	Prbf.g_01762	Prav.g_01077
OG0000236	Prbf.g_01776	Prav.g_01091
OG0000237	Prbf.g_01789	Prav.g_01104
OG0000238	Prbf.g_01795	Prav.g_01110
OG0000239	Prbf.g_01806	Prav.g_01123
OG0000240	Prbf.g_01807	Prav.g_01124
OG0000241	Prbf.g_01811	Prav.g_01128
OG0000242	Prbf.g_01813	Prav.g_01130
OG0000243	Prbf.g_01824	Prav.g_00954, Prav.g_01141
OG0000244	Prbf.g_01827	Prav.g_01144
OG0000245	Prbf.g_01829	Prav.g_01146
OG0000246	Prbf.g_01833	Prav.g_01150
OG0000247	Prbf.g_01843	Prav.g_01160
OG0000248	Prbf.g_01846	Prav.g_01162
OG0000249	Prbf.g_01848	Prav.g_01164
OG0000250	Prbf.g_01853	Prav.g_01169
OG0000251	Prbf.g_01873	Prav.g_01187
OG0000252	Prbf.g_01876	Prav.g_01190
OG0000253	Prbf.g_01877	Prav.g_01191
OG0000254	Prbf.g_01894	Prav.g_01207
OG0000255	Prbf.g_01900	Prav.g_01213
OG0000256	Prbf.g_01910	Prav.g_01225
OG0000257	Prbf.g_00977	Prav.g_01228
OG0000258	Prbf.g_00991	Prav.g_01241
OG0000259	Prbf.g_01008	Prav.g_01258
OG0000260	Prbf.g_01011	Prav.g_01261
OG0000261	Prbf.g_01014	Prav.g_01263
OG0000262	Prbf.g_01018	Prav.g_01267
OG0000263	Prbf.g_01282	Prav.g_01279
OG0000264	Prbf.g_01271	Prav.g_01289
OG0000265	Prbf.g_01253	Prav.g_00306
OG0000266	Prbf.g_01037	Prav.g_00316
OG0000267	Prbf.g_01049	Prav.g_00327
OG0000268	Prbf.g_01050	Prav.g_00328
OG0000269	Prbf.g_01250	Prav.g_00392
OG0000270	Prbf.g_01247	Prav.g_00395
OG0000271	Prbf.g_01239	Prav.g_00403
OG0000272	Prbf.g_01238	Prav.g_00404
OG0000273	Prbf.g_01214	Prav.g_00427
OG0000274	Prbf.g_01213	Prav.g_00428
OG0000275	Prbf.g_01210	Prav.g_00430
OG0000276	Prbf.g_01204	Prav.g_00435
OG0000277	Prbf.g_01203	Prav.g_00436
OG0000278	Prbf.g_01200	Prav.g_00439
OG0000279	Prbf.g_01193	Prav.g_00446
OG0000280	Prbf.g_01192	Prav.g_00447
OG0000281	Prbf.g_01185	Prav.g_00452
OG0000282	Prbf.g_01318	Prav.g_00501
OG0000283	Prbf.g_01141	Prav.g_00533
OG0000284	Prbf.g_01136	Prav.g_00538
OG0000285	Prbf.g_01131	Prav.g_00543
OG0000286	Prbf.g_01118	Prav.g_00555
OG0000287	Prbf.g_00065	Prav.g_00572
OG0000288	Prbf.g_01079	Prav.g_00906
OG0000289	Prbf.g_01063	Prav.g_00917
OG0000290	Prbf.g_01167	Prav.g_00930
OG0000291	Prbf.g_01169	Prav.g_00932
OG0000292	Prbf.g_00873	Prav.g_00261
OG0000293	Prbf.g_00908	Prav.g_00056
OG0000294	Prbf.g_00909	Prav.g_00057
OG0000295	Prbf.g_00932	Prav.g_00077
OG0000296	Prbf.g_00934	Prav.g_01867
OG0000297	Prbf.g_00943	Prav.g_01859
OG0000298	Prbf.g_00944	Prav.g_01858
OG0000299	Prbf.g_00963	Prav.g_01841
OG0000300	Prbf.g_00966	Prav.g_01838
OG0000301	Prbf.g_00967	Prav.g_00955, Prav.g_01837
OG0000302	Prbf.g_00969	Prav.g_01835
OG0000303	Prbf.g_00975	Prav.g_01828
OG0000304	Prbf.g_01915	Prav.g_01824
OG0000305	Prbf.g_00875	Prav.g_01465
OG0000306	Prbf.g_01181	Prav.g_01468
OG0000307	Prbf.g_00104	Prav.g_01482
OG0000308	Prbf.g_00105	Prav.g_01483
OG0000309	Prbf.g_00109	Prav.g_01487
OG0000310	Prbf.g_00143	Prav.g_01563
OG0000311	Prbf.g_00145	Prav.g_01565
OG0000312	Prbf.g_00148	Prav.g_01568
OG0000313	Prbf.g_00161	Prav.g_01582
OG0000314	Prbf.g_00184	Prav.g_01605
OG0000315	Prbf.g_00194	Prav.g_01615
OG0000316	Prbf.g_00219	Prav.g_01635
OG0000317	Prbf.g_00696	Prav.g_01759
OG0000318	Prbf.g_00692	Prav.g_01762
OG0000319	Prbf.g_00679	Prav.g_01775
OG0000320	Prbf.g_00677	Prav.g_01777
OG0000321	Prbf.g_00676	Prav.g_01778
OG0000322	Prbf.g_00675	Prav.g_01779
OG0000323	Prbf.g_00666	Prav.g_01788
OG0000324	Prbf.g_00639	Prav.g_01815
OG0000325	Prbf.g_00628	Prav.g_00269
OG0000326	Prbf.g_00621	Prav.g_00275
OG0000327	Prbf.g_00600	Prav.g_00591
OG0000328	Prbf.g_00599	Prav.g_00592
OG0000329	Prbf.g_00582	Prav.g_00609
OG0000330	Prbf.g_00581	Prav.g_00610
OG0000331	Prbf.g_00580	Prav.g_00611
OG0000332	Prbf.g_00566	Prav.g_00625
OG0000333	Prbf.g_00564	Prav.g_00627
OG0000334	Prbf.g_00555	Prav.g_00635
OG0000335	Prbf.g_00550	Prav.g_00640
OG0000336	Prbf.g_00546	Prav.g_00644
OG0000337	Prbf.g_00528	Prav.g_00661
OG0000338	Prbf.g_00527	Prav.g_00662
OG0000339	Prbf.g_00521	Prav.g_00666
OG0000340	Prbf.g_00512	Prav.g_00674
OG0000341	Prbf.g_00510	Prav.g_00676
OG0000342	Prbf.g_00509	Prav.g_00677
OG0000343	Prbf.g_00508	Prav.g_00678
OG0000344	Prbf.g_00505	Prav.g_00681
OG0000345	Prbf.g_00499	Prav.g_00686
OG0000346	Prbf.g_00495	Prav.g_00690
OG0000347	Prbf.g_00477	Prav.g_00706
OG0000348	Prbf.g_00469	Prav.g_00715
OG0000349	Prbf.g_00452	Prav.g_00732
OG0000350	Prbf.g_00351	Prav.g_00751
OG0000351	Prbf.g_00412	Prav.g_00768
OG0000352	Prbf.g_00411	Prav.g_00769
OG0000353	Prbf.g_00394	Prav.g_00785
OG0000355	Prbf.g_00392	Prav.g_00787
OG0000356	Prbf.g_00391	Prav.g_00788
OG0000357	Prbf.g_00390	Prav.g_00789
OG0000358	Prbf.g_00386	Prav.g_00793
OG0000359	Prbf.g_00385	Prav.g_00794
OG0000360	Prbf.g_00384	Prav.g_00795
OG0000361	Prbf.g_00383	Prav.g_00078
OG0000362	Prbf.g_00381	Prav.g_00080
OG0000363	Prbf.g_01336	Prav.g_00082
OG0000364	Prbf.g_01337	Prav.g_00083
OG0000365	Prbf.g_01342	Prav.g_00088
OG0000366	Prbf.g_01343	Prav.g_00089
OG0000367	Prbf.g_01344	Prav.g_00090
OG0000368	Prbf.g_01346	Prav.g_00092
OG0000369	Prbf.g_01347	Prav.g_00093
OG0000370	Prbf.g_01348	Prav.g_00094
OG0000371	Prbf.g_01355	Prav.g_00100
OG0000372	Prbf.g_01358	Prav.g_00103
OG0000373	Prbf.g_01359	Prav.g_00104
OG0000374	Prbf.g_01360	Prav.g_00105
OG0000375	Prbf.g_01362	Prav.g_00111
OG0000376	Prbf.g_01364	Prav.g_00113
OG0000377	Prbf.g_01368	Prav.g_00116
OG0000378	Prbf.g_01372	Prav.g_00118
OG0000379	Prbf.g_01375	Prav.g_00121
OG0000380	Prbf.g_01392	Prav.g_00131
OG0000381	Prbf.g_01397	Prav.g_00135
OG0000382	Prbf.g_01407	Prav.g_00146
OG0000383	Prbf.g_01409	Prav.g_00148
OG0000384	Prbf.g_01410	Prav.g_00149
OG0000385	Prbf.g_01411	Prav.g_00150
OG0000386	Prbf.g_01412	Prav.g_00151
OG0000387	Prbf.g_01426	Prav.g_00164
OG0000388	Prbf.g_01430	Prav.g_00167
OG0000389	Prbf.g_01433	Prav.g_00171
OG0000390	Prbf.g_01443	Prav.g_00178
OG0000391	Prbf.g_01446	Prav.g_00181
OG0000392	Prbf.g_01450	Prav.g_00185
OG0000393	Prbf.g_01453	Prav.g_00187
OG0000394	Prbf.g_01454	Prav.g_00188
OG0000395	Prbf.g_01455	Prav.g_00189
OG0000396	Prbf.g_01457	Prav.g_00192
OG0000397	Prbf.g_01459	Prav.g_00194
OG0000398	Prbf.g_01462	Prav.g_00196
OG0000399	Prbf.g_01463	Prav.g_00197
OG0000400	Prbf.g_01464	Prav.g_00198
OG0000401	Prbf.g_01465	Prav.g_00199
OG0000402	Prbf.g_01055	Prav.g_00201
OG0000403	Prbf.g_01467	Prav.g_00202
OG0000404	Prbf.g_01468	Prav.g_00203
OG0000405	Prbf.g_01472	Prav.g_00207
OG0000406	Prbf.g_01480	Prav.g_00214
OG0000407	Prbf.g_01481	Prav.g_00215
OG0000409	Prbf.g_01485	Prav.g_00886
OG0000410	Prbf.g_01486	Prav.g_00885
OG0000411	Prbf.g_01487	Prav.g_00884
OG0000412	Prbf.g_01488	Prav.g_00883
OG0000413	Prbf.g_01490	Prav.g_00882
OG0000414	Prbf.g_01491	Prav.g_00881
OG0000415	Prbf.g_01492	Prav.g_00880
OG0000416	Prbf.g_01493	Prav.g_00879
OG0000417	Prbf.g_01494	Prav.g_00878
OG0000418	Prbf.g_01499	Prav.g_00873
OG0000419	Prbf.g_01501	Prav.g_00871
OG0000420	Prbf.g_01502	Prav.g_00870
OG0000421	Prbf.g_01507	Prav.g_00865
OG0000422	Prbf.g_01508	Prav.g_00864
OG0000423	Prbf.g_01509	Prav.g_00863
OG0000424	Prbf.g_01510	Prav.g_00862
OG0000425	Prbf.g_01511	Prav.g_00861
OG0000426	Prbf.g_01512	Prav.g_00860
OG0000427	Prbf.g_01513	Prav.g_00859
OG0000428	Prbf.g_01515	Prav.g_00857
OG0000429	Prbf.g_01516	Prav.g_00856
OG0000430	Prbf.g_01517	Prav.g_00855
OG0000431	Prbf.g_01519	Prav.g_00853
OG0000432	Prbf.g_01523	Prav.g_00850
OG0000433	Prbf.g_01524	Prav.g_00849
OG0000434	Prbf.g_01525	Prav.g_00848
OG0000435	Prbf.g_01526	Prav.g_00847
OG0000436	Prbf.g_01531	Prav.g_00842
OG0000437	Prbf.g_01532	Prav.g_00841
OG0000438	Prbf.g_01533	Prav.g_00840
OG0000439	Prbf.g_01535	Prav.g_00838
OG0000440	Prbf.g_01536	Prav.g_00837
OG0000441	Prbf.g_01539	Prav.g_00834
OG0000442	Prbf.g_01540	Prav.g_00833
OG0000443	Prbf.g_01541	Prav.g_00832
OG0000444	Prbf.g_01547	Prav.g_00827
OG0000445	Prbf.g_01548	Prav.g_00826
OG0000446	Prbf.g_01549	Prav.g_00825
OG0000447	Prbf.g_01550	Prav.g_00824
OG0000448	Prbf.g_01551	Prav.g_00823
OG0000449	Prbf.g_01552	Prav.g_00822
OG0000450	Prbf.g_01553	Prav.g_00821
OG0000451	Prbf.g_01554	Prav.g_00820
OG0000452	Prbf.g_01557	Prav.g_00817
OG0000453	Prbf.g_01558	Prav.g_00816
OG0000454	Prbf.g_01559	Prav.g_00815
OG0000455	Prbf.g_01560	Prav.g_00814
OG0000456	Prbf.g_01561	Prav.g_00813
OG0000457	Prbf.g_01563	Prav.g_00812
OG0000458	Prbf.g_01564	Prav.g_00811
OG0000459	Prbf.g_01565	Prav.g_00810
OG0000460	Prbf.g_01573	Prav.g_00803
OG0000461	Prbf.g_01581	Prav.g_01889
OG0000462	Prbf.g_01583	Prav.g_01891
OG0000463	Prbf.g_01584	Prav.g_01892
OG0000464	Prbf.g_01585	Prav.g_01893
OG0000465	Prbf.g_01586	Prav.g_01894
OG0000466	Prbf.g_01589	Prav.g_01897
OG0000467	Prbf.g_01590	Prav.g_01898
OG0000468	Prbf.g_01593	Prav.g_01900
OG0000469	Prbf.g_01601	Prav.g_01909
OG0000470	Prbf.g_01603	Prav.g_01911
OG0000471	Prbf.g_01604	Prav.g_01912
OG0000472	Prbf.g_01606	Prav.g_01913
OG0000473	Prbf.g_01608	Prav.g_01915
OG0000474	Prbf.g_01609	Prav.g_01916
OG0000475	Prbf.g_01610	Prav.g_01917
OG0000476	Prbf.g_01612	Prav.g_01918
OG0000477	Prbf.g_01615	Prav.g_01921
OG0000478	Prbf.g_01616	Prav.g_01922
OG0000479	Prbf.g_01617	Prav.g_01923
OG0000480	Prbf.g_01622	Prav.g_01928
OG0000481	Prbf.g_01625	Prav.g_01930
OG0000482	Prbf.g_01626	Prav.g_01931
OG0000483	Prbf.g_01629	Prav.g_01934
OG0000484	Prbf.g_01630	Prav.g_01935
OG0000485	Prbf.g_01632	Prav.g_01936
OG0000486	Prbf.g_01633	Prav.g_01937
OG0000487	Prbf.g_01636	Prav.g_01941
OG0000488	Prbf.g_01639	Prav.g_01944
OG0000489	Prbf.g_01644	Prav.g_01949
OG0000490	Prbf.g_01648	Prav.g_01954
OG0000491	Prbf.g_01649	Prav.g_01955
OG0000492	Prbf.g_01651	Prav.g_01957
OG0000493	Prbf.g_01652	Prav.g_01958
OG0000494	Prbf.g_01653	Prav.g_01959
OG0000495	Prbf.g_01654	Prav.g_01960
OG0000496	Prbf.g_01655	Prav.g_01961
OG0000497	Prbf.g_01656	Prav.g_01962
OG0000498	Prbf.g_01657	Prav.g_01963
OG0000499	Prbf.g_01658	Prav.g_01964
OG0000500	Prbf.g_01659	Prav.g_01965
OG0000501	Prbf.g_01660	Prav.g_01967
OG0000502	Prbf.g_01663	Prav.g_01970
OG0000503	Prbf.g_01678	Prav.g_01980
OG0000504	Prbf.g_01680	Prav.g_01981
OG0000505	Prbf.g_01681	Prav.g_01982
OG0000506	Prbf.g_01682	Prav.g_01984
OG0000507	Prbf.g_01685	Prav.g_01987
OG0000508	Prbf.g_01689	Prav.g_01991
OG0000509	Prbf.g_01691	Prav.g_01993
OG0000510	Prbf.g_01692	Prav.g_01994
OG0000511	Prbf.g_01693	Prav.g_01995
OG0000512	Prbf.g_01695	Prav.g_01997
OG0000513	Prbf.g_01704	Prav.g_00977
OG0000514	Prbf.g_01715	Prav.g_01030
OG0000515	Prbf.g_01716	Prav.g_01031
OG0000516	Prbf.g_01717	Prav.g_01032
OG0000517	Prbf.g_01719	Prav.g_01034
OG0000518	Prbf.g_01730	Prav.g_01045
OG0000519	Prbf.g_01731	Prav.g_01046
OG0000520	Prbf.g_01732	Prav.g_01047
OG0000521	Prbf.g_01740	Prav.g_01052
OG0000522	Prbf.g_01742	Prav.g_01053
OG0000523	Prbf.g_01743	Prav.g_01054
OG0000524	Prbf.g_01748	Prav.g_01059
OG0000525	Prbf.g_01752	Prav.g_01062
OG0000526	Prbf.g_01753	Prav.g_01063
OG0000527	Prbf.g_01756	Prav.g_01071
OG0000528	Prbf.g_01761	Prav.g_01076
OG0000529	Prbf.g_01764	Prav.g_01079
OG0000530	Prbf.g_01767	Prav.g_01082
OG0000531	Prbf.g_01768	Prav.g_01083
OG0000532	Prbf.g_01770	Prav.g_01085
OG0000533	Prbf.g_01771	Prav.g_01086
OG0000534	Prbf.g_01772	Prav.g_01087
OG0000535	Prbf.g_01773	Prav.g_01088
OG0000536	Prbf.g_01774	Prav.g_01089
OG0000537	Prbf.g_01775	Prav.g_01090
OG0000538	Prbf.g_01784	Prav.g_01098
OG0000539	Prbf.g_01785	Prav.g_01099
OG0000540	Prbf.g_01786	Prav.g_01100
OG0000541	Prbf.g_01787	Prav.g_01101
OG0000542	Prbf.g_01788	Prav.g_01103
OG0000543	Prbf.g_01790	Prav.g_01105
OG0000544	Prbf.g_01791	Prav.g_01106
OG0000545	Prbf.g_01793	Prav.g_01108
OG0000546	Prbf.g_01796	Prav.g_01111
OG0000547	Prbf.g_01798	Prav.g_01113
OG0000548	Prbf.g_01799	Prav.g_01114
OG0000549	Prbf.g_01801	Prav.g_01116
OG0000550	Prbf.g_01805	Prav.g_01121
OG0000551	Prbf.g_01808	Prav.g_01125
OG0000552	Prbf.g_01809	Prav.g_01126
OG0000553	Prbf.g_01810	Prav.g_01127
OG0000554	Prbf.g_01815	Prav.g_01132
OG0000555	Prbf.g_01823	Prav.g_01140
OG0000556	Prbf.g_01825	Prav.g_01142
OG0000557	Prbf.g_01826	Prav.g_01143
OG0000558	Prbf.g_01828	Prav.g_01145
OG0000559	Prbf.g_01832	Prav.g_01149
OG0000560	Prbf.g_01835	Prav.g_01152
