Orthogroup	Prbf	Syaa
OG0000224	Prbf.g_01664	Syaa.g_00183
OG0000225	Prbf.g_01690	Syaa.g_02166
OG0000226	Prbf.g_01694	Syaa.g_02162
OG0000227	Prbf.g_01696	Syaa.g_02160
OG0000228	Prbf.g_01700	Syaa.g_02150
OG0000229	Prbf.g_01720	Syaa.g_00703
OG0000230	Prbf.g_01722	Syaa.g_00705
OG0000231	Prbf.g_01733	Syaa.g_00717
OG0000232	Prbf.g_01744	Syaa.g_01858
OG0000233	Prbf.g_01750	Syaa.g_01853
OG0000234	Prbf.g_01759	Syaa.g_01841
OG0000235	Prbf.g_01762	Syaa.g_02052
OG0000236	Prbf.g_01776	Syaa.g_02037
OG0000237	Prbf.g_01789	Syaa.g_02020
OG0000238	Prbf.g_01795	Syaa.g_02015
OG0000239	Prbf.g_01806	Syaa.g_01996
OG0000240	Prbf.g_01807	Syaa.g_01995
OG0000241	Prbf.g_01811	Syaa.g_01644
OG0000242	Prbf.g_01813	Syaa.g_01982
OG0000243	Prbf.g_01824	Syaa.g_01960
OG0000244	Prbf.g_01827	Syaa.g_01954
OG0000245	Prbf.g_01829	Syaa.g_01952
OG0000246	Prbf.g_01833	Syaa.g_01948
OG0000247	Prbf.g_01843	Syaa.g_01937
OG0000248	Prbf.g_01846	Syaa.g_01934
OG0000249	Prbf.g_01848	Syaa.g_01932
OG0000250	Prbf.g_01853	Syaa.g_01922
OG0000251	Prbf.g_01873	Syaa.g_01897
OG0000252	Prbf.g_01876	Syaa.g_01894
OG0000253	Prbf.g_01877	Syaa.g_01893
OG0000254	Prbf.g_01894	Syaa.g_01684
OG0000255	Prbf.g_01900	Syaa.g_01668
OG0000256	Prbf.g_01910	Syaa.g_01651
OG0000257	Prbf.g_00977	Syaa.g_01645
OG0000258	Prbf.g_00991	Syaa.g_01624
OG0000259	Prbf.g_01008	Syaa.g_01063
OG0000260	Prbf.g_01011	Syaa.g_01066
OG0000261	Prbf.g_01014	Syaa.g_01069
OG0000262	Prbf.g_01018	Syaa.g_01074
OG0000263	Prbf.g_01282	Syaa.g_00989
OG0000264	Prbf.g_01271	Syaa.g_00910
OG0000265	Prbf.g_01253	Syaa.g_00931, Syaa.g_01498
OG0000266	Prbf.g_01037	Syaa.g_01257, Syaa.g_01258
OG0000267	Prbf.g_01049	Syaa.g_01409
OG0000268	Prbf.g_01050	Syaa.g_01408
OG0000269	Prbf.g_01250	Syaa.g_01149
OG0000270	Prbf.g_01247	Syaa.g_01152
OG0000271	Prbf.g_01239	Syaa.g_01160
OG0000272	Prbf.g_01238	Syaa.g_01161
OG0000273	Prbf.g_01214	Syaa.g_00844
OG0000274	Prbf.g_01213	Syaa.g_00843
OG0000275	Prbf.g_01210	Syaa.g_00840
OG0000276	Prbf.g_01204	Syaa.g_00834
OG0000277	Prbf.g_01203	Syaa.g_00833
OG0000278	Prbf.g_01200	Syaa.g_00830
OG0000279	Prbf.g_01193	Syaa.g_00822
OG0000280	Prbf.g_01192	Syaa.g_00815
OG0000282	Prbf.g_01318	Syaa.g_01096
OG0000283	Prbf.g_01141	Syaa.g_01396
OG0000284	Prbf.g_01136	Syaa.g_01390
OG0000285	Prbf.g_01131	Syaa.g_01377
OG0000286	Prbf.g_01118	Syaa.g_01358
OG0000287	Prbf.g_00065	Syaa.g_01330
OG0000288	Prbf.g_01079	Syaa.g_01299
OG0000289	Prbf.g_01063	Syaa.g_01285
OG0000290	Prbf.g_01167	Syaa.g_00875
OG0000291	Prbf.g_01169	Syaa.g_00877
OG0000292	Prbf.g_00873	Syaa.g_02751
OG0000293	Prbf.g_00908	Syaa.g_00758
OG0000294	Prbf.g_00909	Syaa.g_00759
OG0000295	Prbf.g_00932	Syaa.g_00796
OG0000296	Prbf.g_00934	Syaa.g_00798
OG0000297	Prbf.g_00943	Syaa.g_01021
OG0000298	Prbf.g_00944	Syaa.g_01010
OG0000299	Prbf.g_00963	Syaa.g_00982
OG0000300	Prbf.g_00966	Syaa.g_00976
OG0000301	Prbf.g_00967	Syaa.g_00975
OG0000302	Prbf.g_00969	Syaa.g_00972
OG0000303	Prbf.g_00975	Syaa.g_00963
OG0000304	Prbf.g_01915	Syaa.g_00957
OG0000305	Prbf.g_00875	Syaa.g_00881
OG0000306	Prbf.g_01181	Syaa.g_00807
OG0000307	Prbf.g_00104	Syaa.g_02068
OG0000308	Prbf.g_00105	Syaa.g_02070
OG0000309	Prbf.g_00109	Syaa.g_02075
OG0000310	Prbf.g_00143	Syaa.g_01752
OG0000311	Prbf.g_00145	Syaa.g_01757
OG0000312	Prbf.g_00148	Syaa.g_01762
OG0000313	Prbf.g_00161	Syaa.g_01779
OG0000314	Prbf.g_00184	Syaa.g_01806
OG0000315	Prbf.g_00194	Syaa.g_01816
OG0000316	Prbf.g_00219	Syaa.g_00598
OG0000317	Prbf.g_00696	Syaa.g_00556
OG0000318	Prbf.g_00692	Syaa.g_00550
OG0000319	Prbf.g_00679	Syaa.g_00532
OG0000320	Prbf.g_00677	Syaa.g_00530
OG0000321	Prbf.g_00676	Syaa.g_00529
OG0000322	Prbf.g_00675	Syaa.g_00528
OG0000323	Prbf.g_00666	Syaa.g_00496
OG0000324	Prbf.g_00639	Syaa.g_00653
OG0000325	Prbf.g_00628	Syaa.g_02350
OG0000326	Prbf.g_00621	Syaa.g_02343
OG0000327	Prbf.g_00600	Syaa.g_02294
OG0000328	Prbf.g_00599	Syaa.g_02293
OG0000329	Prbf.g_00582	Syaa.g_02275
OG0000330	Prbf.g_00581	Syaa.g_02274
OG0000331	Prbf.g_00580	Syaa.g_02273
OG0000332	Prbf.g_00566	Syaa.g_02258
OG0000333	Prbf.g_00564	Syaa.g_02255
OG0000334	Prbf.g_00555	Syaa.g_02246
OG0000335	Prbf.g_00550	Syaa.g_02241
OG0000336	Prbf.g_00546	Syaa.g_02237
OG0000337	Prbf.g_00528	Syaa.g_00167
OG0000338	Prbf.g_00527	Syaa.g_00162
OG0000339	Prbf.g_00521	Syaa.g_00156
OG0000340	Prbf.g_00512	Syaa.g_00144
OG0000341	Prbf.g_00510	Syaa.g_00142
OG0000342	Prbf.g_00509	Syaa.g_00141
OG0000343	Prbf.g_00508	Syaa.g_00140
OG0000344	Prbf.g_00505	Syaa.g_00136
OG0000345	Prbf.g_00499	Syaa.g_00127
OG0000346	Prbf.g_00495	Syaa.g_00122
OG0000347	Prbf.g_00477	Syaa.g_00088
OG0000348	Prbf.g_00469	Syaa.g_00071
OG0000349	Prbf.g_00452	Syaa.g_00053
OG0000350	Prbf.g_00351	Syaa.g_02336
OG0000351	Prbf.g_00412	Syaa.g_02730
OG0000352	Prbf.g_00411	Syaa.g_02731
OG0000353	Prbf.g_00394	Syaa.g_02757
OG0000355	Prbf.g_00392	Syaa.g_00001
OG0000356	Prbf.g_00391	Syaa.g_00002
OG0000357	Prbf.g_00390	Syaa.g_00003
OG0000358	Prbf.g_00386	Syaa.g_00007
OG0000359	Prbf.g_00385	Syaa.g_00009
OG0000360	Prbf.g_00384	Syaa.g_00010
OG0000361	Prbf.g_00383	Syaa.g_00011
OG0000362	Prbf.g_00381	Syaa.g_00013
OG0000363	Prbf.g_01336	Syaa.g_00015
OG0000364	Prbf.g_01337	Syaa.g_00016
OG0000365	Prbf.g_01342	Syaa.g_00027
OG0000366	Prbf.g_01343	Syaa.g_00028
OG0000367	Prbf.g_01344	Syaa.g_00029
OG0000368	Prbf.g_01346	Syaa.g_00031
OG0000369	Prbf.g_01347	Syaa.g_00032
OG0000370	Prbf.g_01348	Syaa.g_00033
OG0000371	Prbf.g_01355	Syaa.g_00041
OG0000372	Prbf.g_01358	Syaa.g_00046
OG0000373	Prbf.g_01359	Syaa.g_00047
OG0000374	Prbf.g_01360	Syaa.g_00048
OG0000375	Prbf.g_01362	Syaa.g_00049
OG0000376	Prbf.g_01364	Syaa.g_00051
OG0000377	Prbf.g_01368	Syaa.g_02585
OG0000378	Prbf.g_01372	Syaa.g_02577
OG0000379	Prbf.g_01375	Syaa.g_02574
OG0000380	Prbf.g_01392	Syaa.g_00357
OG0000381	Prbf.g_01397	Syaa.g_00353
OG0000382	Prbf.g_01407	Syaa.g_00335
OG0000383	Prbf.g_01409	Syaa.g_00333
OG0000384	Prbf.g_01410	Syaa.g_00332
OG0000385	Prbf.g_01411	Syaa.g_00331
OG0000386	Prbf.g_01412	Syaa.g_00330
OG0000387	Prbf.g_01426	Syaa.g_02371
OG0000388	Prbf.g_01430	Syaa.g_02375
OG0000389	Prbf.g_01433	Syaa.g_02379
OG0000390	Prbf.g_01443	Syaa.g_02398
OG0000391	Prbf.g_01446	Syaa.g_02403
OG0000392	Prbf.g_01450	Syaa.g_02409
OG0000393	Prbf.g_01453	Syaa.g_02412
OG0000394	Prbf.g_01454	Syaa.g_02413
OG0000395	Prbf.g_01455	Syaa.g_02414
OG0000396	Prbf.g_01457	Syaa.g_02417
OG0000397	Prbf.g_01459	Syaa.g_02419
OG0000398	Prbf.g_01462	Syaa.g_02424
OG0000399	Prbf.g_01463	Syaa.g_02425
OG0000400	Prbf.g_01464	Syaa.g_02426
OG0000401	Prbf.g_01465	Syaa.g_02427
OG0000402	Prbf.g_01055	Syaa.g_02429
OG0000403	Prbf.g_01467	Syaa.g_02430
OG0000404	Prbf.g_01468	Syaa.g_02431
OG0000405	Prbf.g_01472	Syaa.g_02446
OG0000406	Prbf.g_01480	Syaa.g_02450
OG0000407	Prbf.g_01481	Syaa.g_02451
OG0000408	Prbf.g_01483	Syaa.g_02458
OG0000409	Prbf.g_01485	Syaa.g_02460
OG0000410	Prbf.g_01486	Syaa.g_02461
OG0000411	Prbf.g_01487	Syaa.g_02462
OG0000412	Prbf.g_01488	Syaa.g_02463
OG0000413	Prbf.g_01490	Syaa.g_02465
OG0000415	Prbf.g_01492	Syaa.g_02466
OG0000416	Prbf.g_01493	Syaa.g_02467
OG0000417	Prbf.g_01494	Syaa.g_02468
OG0000418	Prbf.g_01499	Syaa.g_02473
OG0000419	Prbf.g_01501	Syaa.g_02475
OG0000420	Prbf.g_01502	Syaa.g_02477
OG0000421	Prbf.g_01507	Syaa.g_02482
OG0000422	Prbf.g_01508	Syaa.g_02483
OG0000423	Prbf.g_01509	Syaa.g_02484
OG0000424	Prbf.g_01510	Syaa.g_02485
OG0000425	Prbf.g_01511	Syaa.g_02486
OG0000426	Prbf.g_01512	Syaa.g_02487
OG0000427	Prbf.g_01513	Syaa.g_02488
OG0000428	Prbf.g_01515	Syaa.g_02491
OG0000429	Prbf.g_01516	Syaa.g_02493
OG0000430	Prbf.g_01517	Syaa.g_02495
OG0000431	Prbf.g_01519	Syaa.g_02498
OG0000432	Prbf.g_01523	Syaa.g_02504
OG0000433	Prbf.g_01524	Syaa.g_02513
OG0000434	Prbf.g_01525	Syaa.g_02514
OG0000435	Prbf.g_01526	Syaa.g_02516
OG0000436	Prbf.g_01531	Syaa.g_02525
OG0000437	Prbf.g_01532	Syaa.g_02526
OG0000438	Prbf.g_01533	Syaa.g_02527
OG0000439	Prbf.g_01535	Syaa.g_02529
OG0000440	Prbf.g_01536	Syaa.g_02530
OG0000441	Prbf.g_01539	Syaa.g_02534
OG0000442	Prbf.g_01540	Syaa.g_02535
OG0000443	Prbf.g_01541	Syaa.g_02536
OG0000444	Prbf.g_01547	Syaa.g_02542
OG0000445	Prbf.g_01548	Syaa.g_02543
OG0000446	Prbf.g_01549	Syaa.g_02545
OG0000447	Prbf.g_01550	Syaa.g_02548
OG0000448	Prbf.g_01551	Syaa.g_02549
OG0000449	Prbf.g_01552	Syaa.g_02550
OG0000450	Prbf.g_01553	Syaa.g_02553
OG0000451	Prbf.g_01554	Syaa.g_02554
OG0000452	Prbf.g_01557	Syaa.g_02558
OG0000453	Prbf.g_01558	Syaa.g_02559
OG0000454	Prbf.g_01559	Syaa.g_02560
OG0000455	Prbf.g_01560	Syaa.g_02561
OG0000456	Prbf.g_01561	Syaa.g_02562
OG0000457	Prbf.g_01563	Syaa.g_02564
OG0000458	Prbf.g_01564	Syaa.g_02565
OG0000459	Prbf.g_01565	Syaa.g_02566
OG0000460	Prbf.g_01573	Syaa.g_02111
OG0000461	Prbf.g_01581	Syaa.g_00318
OG0000462	Prbf.g_01583	Syaa.g_00315
OG0000463	Prbf.g_01584	Syaa.g_00314
OG0000464	Prbf.g_01585	Syaa.g_00313
OG0000465	Prbf.g_01586	Syaa.g_00311
OG0000466	Prbf.g_01589	Syaa.g_00306
OG0000467	Prbf.g_01590	Syaa.g_00304
OG0000468	Prbf.g_01593	Syaa.g_00299
OG0000469	Prbf.g_01601	Syaa.g_00285
OG0000470	Prbf.g_01603	Syaa.g_00283
OG0000471	Prbf.g_01604	Syaa.g_00282
OG0000472	Prbf.g_01606	Syaa.g_00280
OG0000473	Prbf.g_01608	Syaa.g_00278
OG0000474	Prbf.g_01609	Syaa.g_00277
OG0000475	Prbf.g_01610	Syaa.g_00276
OG0000476	Prbf.g_01612	Syaa.g_00274
OG0000477	Prbf.g_01615	Syaa.g_00268
OG0000478	Prbf.g_01616	Syaa.g_00267
OG0000479	Prbf.g_01617	Syaa.g_00266
OG0000480	Prbf.g_01622	Syaa.g_00259
OG0000481	Prbf.g_01625	Syaa.g_00257
OG0000482	Prbf.g_01626	Syaa.g_00256
OG0000483	Prbf.g_01629	Syaa.g_00252
OG0000484	Prbf.g_01630	Syaa.g_00251
OG0000485	Prbf.g_01632	Syaa.g_00250
OG0000486	Prbf.g_01633	Syaa.g_00249
OG0000487	Prbf.g_01636	Syaa.g_00243
OG0000488	Prbf.g_01639	Syaa.g_00239
OG0000489	Prbf.g_01644	Syaa.g_00228
OG0000490	Prbf.g_01648	Syaa.g_00220
OG0000491	Prbf.g_01649	Syaa.g_00218
OG0000492	Prbf.g_01651	Syaa.g_00214
OG0000493	Prbf.g_01652	Syaa.g_00213
OG0000494	Prbf.g_01653	Syaa.g_00212
OG0000495	Prbf.g_01654	Syaa.g_00211
OG0000496	Prbf.g_01655	Syaa.g_00210
OG0000497	Prbf.g_01656	Syaa.g_00209
OG0000498	Prbf.g_01657	Syaa.g_00208
OG0000499	Prbf.g_01658	Syaa.g_00207
OG0000500	Prbf.g_01659	Syaa.g_00206
OG0000501	Prbf.g_01660	Syaa.g_00203
OG0000502	Prbf.g_01663	Syaa.g_00190
OG0000503	Prbf.g_01678	Syaa.g_02182
OG0000504	Prbf.g_01680	Syaa.g_02180
OG0000505	Prbf.g_01681	Syaa.g_02179
OG0000506	Prbf.g_01682	Syaa.g_02177
OG0000507	Prbf.g_01685	Syaa.g_02171
OG0000508	Prbf.g_01689	Syaa.g_02167
OG0000509	Prbf.g_01691	Syaa.g_02165
OG0000510	Prbf.g_01692	Syaa.g_02164
OG0000511	Prbf.g_01693	Syaa.g_02163
OG0000512	Prbf.g_01695	Syaa.g_02161
OG0000513	Prbf.g_01704	Syaa.g_02145
OG0000514	Prbf.g_01715	Syaa.g_02118
OG0000515	Prbf.g_01716	Syaa.g_02117
OG0000516	Prbf.g_01717	Syaa.g_00698
OG0000517	Prbf.g_01719	Syaa.g_00702
OG0000518	Prbf.g_01730	Syaa.g_00714
OG0000519	Prbf.g_01731	Syaa.g_00715
OG0000520	Prbf.g_01732	Syaa.g_00716
OG0000521	Prbf.g_01740	Syaa.g_01864
OG0000522	Prbf.g_01742	Syaa.g_01862
OG0000523	Prbf.g_01743	Syaa.g_01859
OG0000524	Prbf.g_01748	Syaa.g_01856
OG0000525	Prbf.g_01752	Syaa.g_01851
OG0000526	Prbf.g_01753	Syaa.g_01848
OG0000527	Prbf.g_01756	Syaa.g_01844
OG0000528	Prbf.g_01761	Syaa.g_02054
OG0000529	Prbf.g_01764	Syaa.g_02050
OG0000530	Prbf.g_01767	Syaa.g_02047
OG0000531	Prbf.g_01768	Syaa.g_02046
OG0000532	Prbf.g_01770	Syaa.g_02043
OG0000533	Prbf.g_01771	Syaa.g_02042
OG0000534	Prbf.g_01772	Syaa.g_02041
OG0000535	Prbf.g_01773	Syaa.g_02040
OG0000536	Prbf.g_01774	Syaa.g_02039
OG0000537	Prbf.g_01775	Syaa.g_02038
OG0000538	Prbf.g_01784	Syaa.g_02027
OG0000539	Prbf.g_01785	Syaa.g_02026
OG0000540	Prbf.g_01786	Syaa.g_02025
OG0000541	Prbf.g_01787	Syaa.g_02024
OG0000542	Prbf.g_01788	Syaa.g_02021
