Orthogroup	Prbf	Syad
OG0000090	Prbf.g_01814	Syad.g_00977
OG0000091	Prbf.g_00990	Syad.g_02144
OG0000092	Prbf.g_01315	Syad.g_01190
OG0000097	Prbf.g_00964	Syad.g_01458
OG0000098	Prbf.g_00071	Syad.g_00625
OG0000099	Prbf.g_00118	Syad.g_00460
OG0000100	Prbf.g_00236	Syad.g_01846
OG0000101	Prbf.g_00558	Syad.g_00694
OG0000102	Prbf.g_00491	Syad.g_00343
OG0000103	Prbf.g_00406	Syad.g_00143
OG0000104	Prbf.g_00397	Syad.g_00158
OG0000105	Prbf.g_01614	Syad.g_00530
OG0000106	Prbf.g_00320	Syad.g_01993
OG0000107	Prbf.g_00629	Syad.g_00590
OG0000108	Prbf.g_01763	Syad.g_00904
OG0000109	Prbf.g_01777	Syad.g_00919
OG0000110	Prbf.g_01856	Syad.g_01048
OG0000111	Prbf.g_01260	Syad.g_01300
OG0000112	Prbf.g_01929	Syad.g_01766
OG0000113	Prbf.g_01222	Syad.g_01851
OG0000114	Prbf.g_01320	Syad.g_01617
OG0000115	Prbf.g_00062	Syad.g_02300
OG0000116	Prbf.g_00907	Syad.g_01123
OG0000117	Prbf.g_00945	Syad.g_01510
OG0000118	Prbf.g_00013	Syad.g_01104
OG0000119	Prbf.g_00864, Prbf.g_00254	Syad.g_01168
OG0000120	Prbf.g_00115	Syad.g_00459
OG0000121	Prbf.g_00159	Syad.g_02280
OG0000122	Prbf.g_00055, Prbf.g_00200	Syad.g_02122
OG0000123	Prbf.g_00551	Syad.g_00701
OG0000124	Prbf.g_00478	Syad.g_00320
OG0000125	Prbf.g_00443	Syad.g_03040
OG0000126	Prbf.g_00398	Syad.g_00156
OG0000128	Prbf.g_00382	Syad.g_00174
OG0000129	Prbf.g_01367	Syad.g_03028
OG0000130	Prbf.g_01396	Syad.g_02728
OG0000131	Prbf.g_01478	Syad.g_02876
OG0000132	Prbf.g_01498	Syad.g_02897
OG0000133	Prbf.g_01661	Syad.g_01761
OG0000134	Prbf.g_01703	Syad.g_00788
OG0000135	Prbf.g_00044	Syad.g_00063
OG0000136	Prbf.g_01725	Syad.g_02445
OG0000137	Prbf.g_01758	Syad.g_02353
OG0000138	Prbf.g_01778	Syad.g_00920
OG0000139	Prbf.g_01818	Syad.g_00983
OG0000140	Prbf.g_01819	Syad.g_00987
OG0000141	Prbf.g_01890	Syad.g_02208
OG0000142	Prbf.g_00982	Syad.g_02152
OG0000143	Prbf.g_00986	Syad.g_02148
OG0000144	Prbf.g_01000	Syad.g_02024
OG0000145	Prbf.g_00042	Syad.g_00927
OG0000146	Prbf.g_01928	Syad.g_01767
OG0000147	Prbf.g_01927	Syad.g_01768
OG0000148	Prbf.g_01228	Syad.g_01861
OG0000149	Prbf.g_01196	Syad.g_01221
OG0000150	Prbf.g_01186	Syad.g_02207, Syad.g_00989
OG0000151	Prbf.g_01310	Syad.g_01956
OG0000152	Prbf.g_01117	Syad.g_01757
OG0000153	Prbf.g_01098	Syad.g_01713
OG0000154	Prbf.g_01078	Syad.g_01686
OG0000155	Prbf.g_00939	Syad.g_01189
OG0000156	Prbf.g_00037	Syad.g_01116
OG0000157	Prbf.g_00036	Syad.g_01115
OG0000158	Prbf.g_00514	Syad.g_00374
OG0000160	Prbf.g_00158	Syad.g_02279
OG0000161	Prbf.g_00164	Syad.g_02287
OG0000162	Prbf.g_00170	Syad.g_02293
OG0000163	Prbf.g_00209	Syad.g_02542
OG0000164	Prbf.g_00669	Syad.g_02659
OG0000165	Prbf.g_00662	Syad.g_02476
OG0000166	Prbf.g_00595	Syad.g_00654
OG0000167	Prbf.g_00524	Syad.g_00419
OG0000168	Prbf.g_00513	Syad.g_00371
OG0000169	Prbf.g_00503	Syad.g_00360
OG0000170	Prbf.g_00500	Syad.g_00353
OG0000171	Prbf.g_00479	Syad.g_00321
OG0000172	Prbf.g_00472	Syad.g_00244
OG0000173	Prbf.g_00457	Syad.g_00220
OG0000174	Prbf.g_00428	Syad.g_00065
OG0000175	Prbf.g_00415	Syad.g_00129
OG0000176	Prbf.g_00389	Syad.g_00166
OG0000177	Prbf.g_00388	Syad.g_00167
OG0000178	Prbf.g_00387	Syad.g_00168
OG0000179	Prbf.g_01338	Syad.g_00183
OG0000180	Prbf.g_01339	Syad.g_00184
OG0000181	Prbf.g_01340	Syad.g_00185
OG0000182	Prbf.g_01341	Syad.g_00186
OG0000183	Prbf.g_01345	Syad.g_00190
OG0000184	Prbf.g_01371	Syad.g_03018
OG0000185	Prbf.g_01374	Syad.g_03006
OG0000186	Prbf.g_01390	Syad.g_02722
OG0000187	Prbf.g_01391	Syad.g_02724
OG0000188	Prbf.g_01408	Syad.g_02759
OG0000189	Prbf.g_01422	Syad.g_02788
OG0000190	Prbf.g_01424	Syad.g_02790
OG0000191	Prbf.g_01447	Syad.g_02824
OG0000192	Prbf.g_01452	Syad.g_02834
OG0000193	Prbf.g_01479	Syad.g_02877
OG0000194	Prbf.g_01482	Syad.g_02880
OG0000195	Prbf.g_01484	Syad.g_02884
OG0000196	Prbf.g_01495	Syad.g_02894
OG0000197	Prbf.g_01496	Syad.g_02895
OG0000198	Prbf.g_01497	Syad.g_02896
OG0000199	Prbf.g_01504	Syad.g_02904
OG0000200	Prbf.g_01518	Syad.g_02921
OG0000201	Prbf.g_01527	Syad.g_02937
OG0000202	Prbf.g_01528	Syad.g_02938
OG0000203	Prbf.g_01529	Syad.g_02939
OG0000204	Prbf.g_01530	Syad.g_02940
OG0000205	Prbf.g_01537	Syad.g_02948
OG0000206	Prbf.g_01542	Syad.g_02955
OG0000207	Prbf.g_01545	Syad.g_02957
OG0000208	Prbf.g_01546	Syad.g_02958
OG0000209	Prbf.g_01555	Syad.g_02981
OG0000210	Prbf.g_01556	Syad.g_02982
OG0000211	Prbf.g_01571	Syad.g_00813
OG0000212	Prbf.g_01579	Syad.g_00825
OG0000213	Prbf.g_01597	Syad.g_00556
OG0000214	Prbf.g_01607	Syad.g_00538
OG0000215	Prbf.g_01634	Syad.g_00508
OG0000216	Prbf.g_01635	Syad.g_00504, Syad.g_00285
OG0000217	Prbf.g_01638	Syad.g_00500
OG0000218	Prbf.g_01640	Syad.g_00498
OG0000219	Prbf.g_01641	Syad.g_00497
OG0000220	Prbf.g_01642	Syad.g_00496
OG0000221	Prbf.g_01643	Syad.g_00488
OG0000222	Prbf.g_01650	Syad.g_00473
OG0000223	Prbf.g_01662	Syad.g_00451
OG0000224	Prbf.g_01664	Syad.g_00444
OG0000225	Prbf.g_01690	Syad.g_00777
OG0000226	Prbf.g_01694	Syad.g_00781
OG0000227	Prbf.g_01696	Syad.g_00783
OG0000228	Prbf.g_01700	Syad.g_00784
OG0000229	Prbf.g_01720	Syad.g_02450
OG0000230	Prbf.g_01722	Syad.g_02448
OG0000231	Prbf.g_01733	Syad.g_02436
OG0000232	Prbf.g_01744	Syad.g_02392
OG0000233	Prbf.g_01750	Syad.g_02382
OG0000234	Prbf.g_01759	Syad.g_02351
OG0000235	Prbf.g_01762	Syad.g_00903
OG0000236	Prbf.g_01776	Syad.g_00918
OG0000237	Prbf.g_01789	Syad.g_00936
OG0000238	Prbf.g_01795	Syad.g_00941
OG0000239	Prbf.g_01806	Syad.g_00957
OG0000240	Prbf.g_01807	Syad.g_00958
OG0000241	Prbf.g_01811	Syad.g_02160
OG0000242	Prbf.g_01813	Syad.g_00975
OG0000243	Prbf.g_01824	Syad.g_01000
OG0000244	Prbf.g_01827	Syad.g_01012
OG0000245	Prbf.g_01829	Syad.g_01014
OG0000246	Prbf.g_01833	Syad.g_01017
OG0000247	Prbf.g_01843	Syad.g_01029
OG0000248	Prbf.g_01846	Syad.g_01032
OG0000249	Prbf.g_01848	Syad.g_01034
OG0000250	Prbf.g_01853	Syad.g_01044
OG0000251	Prbf.g_01873	Syad.g_01071
OG0000252	Prbf.g_01876	Syad.g_01078
OG0000253	Prbf.g_01877	Syad.g_01081
OG0000254	Prbf.g_01894	Syad.g_02203
OG0000255	Prbf.g_01900	Syad.g_02185
OG0000256	Prbf.g_01910	Syad.g_02167
OG0000257	Prbf.g_00977	Syad.g_02161
OG0000258	Prbf.g_00991	Syad.g_02143
OG0000259	Prbf.g_01008	Syad.g_01576
OG0000260	Prbf.g_01011	Syad.g_01587
OG0000261	Prbf.g_01014	Syad.g_01590
OG0000262	Prbf.g_01018	Syad.g_01595
OG0000263	Prbf.g_01282	Syad.g_01475
OG0000264	Prbf.g_01271	Syad.g_01360
OG0000265	Prbf.g_01253	Syad.g_01383
OG0000266	Prbf.g_01037	Syad.g_01804
OG0000267	Prbf.g_01049	Syad.g_01645
OG0000268	Prbf.g_01050	Syad.g_01646
OG0000269	Prbf.g_01250	Syad.g_01894
OG0000270	Prbf.g_01247	Syad.g_01891
OG0000271	Prbf.g_01239	Syad.g_01883
OG0000272	Prbf.g_01238	Syad.g_01882
OG0000273	Prbf.g_01214	Syad.g_01247
OG0000274	Prbf.g_01213	Syad.g_01246
OG0000275	Prbf.g_01210	Syad.g_01242
OG0000276	Prbf.g_01204	Syad.g_01229
OG0000277	Prbf.g_01203	Syad.g_01228
OG0000278	Prbf.g_01200	Syad.g_01225
OG0000279	Prbf.g_01193	Syad.g_01208
OG0000280	Prbf.g_01192	Syad.g_01198
OG0000281	Prbf.g_01185	Syad.g_00624
OG0000282	Prbf.g_01318	Syad.g_01619
OG0000283	Prbf.g_01141	Syad.g_01661
OG0000284	Prbf.g_01136	Syad.g_01787
OG0000285	Prbf.g_01131	Syad.g_01776
OG0000286	Prbf.g_01118	Syad.g_01758
OG0000287	Prbf.g_00065	Syad.g_01720
OG0000288	Prbf.g_01079	Syad.g_01687
OG0000289	Prbf.g_01063	Syad.g_01672
OG0000290	Prbf.g_01167	Syad.g_01287
OG0000291	Prbf.g_01169	Syad.g_01289
OG0000292	Prbf.g_00873	Syad.g_00155
OG0000293	Prbf.g_00908	Syad.g_01124
OG0000294	Prbf.g_00909	Syad.g_01125
OG0000295	Prbf.g_00932	Syad.g_01181
OG0000296	Prbf.g_00934	Syad.g_01183
OG0000297	Prbf.g_00943	Syad.g_01512
OG0000298	Prbf.g_00944	Syad.g_01511
OG0000299	Prbf.g_00963	Syad.g_01462
OG0000300	Prbf.g_00966	Syad.g_01455
OG0000301	Prbf.g_00967	Syad.g_01454
OG0000302	Prbf.g_00969	Syad.g_01453
OG0000303	Prbf.g_00975	Syad.g_01442
OG0000304	Prbf.g_01915	Syad.g_01436
OG0000305	Prbf.g_00875	Syad.g_01292
OG0000306	Prbf.g_01181	Syad.g_01989
OG0000307	Prbf.g_00104	Syad.g_00883
OG0000308	Prbf.g_00105	Syad.g_00881
OG0000309	Prbf.g_00109	Syad.g_00876
OG0000310	Prbf.g_00143	Syad.g_02250
OG0000311	Prbf.g_00145	Syad.g_02254
OG0000312	Prbf.g_00148	Syad.g_02265
OG0000313	Prbf.g_00161	Syad.g_02284
OG0000314	Prbf.g_00184	Syad.g_02313
OG0000315	Prbf.g_00194	Syad.g_02323
OG0000316	Prbf.g_00219	Syad.g_02564
OG0000317	Prbf.g_00696	Syad.g_02620
OG0000318	Prbf.g_00692	Syad.g_02624
OG0000319	Prbf.g_00679	Syad.g_02642
OG0000320	Prbf.g_00677	Syad.g_02644
OG0000321	Prbf.g_00676	Syad.g_02645
OG0000322	Prbf.g_00675	Syad.g_02646
OG0000323	Prbf.g_00666	Syad.g_02661
OG0000324	Prbf.g_00639	Syad.g_02505
OG0000325	Prbf.g_00628	Syad.g_00591
OG0000326	Prbf.g_00621	Syad.g_00598
OG0000327	Prbf.g_00600	Syad.g_00649
OG0000328	Prbf.g_00599	Syad.g_00650
OG0000329	Prbf.g_00582	Syad.g_00668
OG0000330	Prbf.g_00581	Syad.g_00669
OG0000331	Prbf.g_00580	Syad.g_00670
OG0000332	Prbf.g_00566	Syad.g_00685
OG0000333	Prbf.g_00564	Syad.g_00688
OG0000334	Prbf.g_00555	Syad.g_00697
OG0000335	Prbf.g_00550	Syad.g_00702
OG0000336	Prbf.g_00546	Syad.g_00706
OG0000337	Prbf.g_00528	Syad.g_00425, Syad.g_00427
OG0000338	Prbf.g_00527	Syad.g_00421
OG0000339	Prbf.g_00521	Syad.g_00414
OG0000340	Prbf.g_00512	Syad.g_00370
OG0000341	Prbf.g_00510	Syad.g_00368
OG0000342	Prbf.g_00509	Syad.g_00367
OG0000343	Prbf.g_00508	Syad.g_00366
OG0000344	Prbf.g_00505	Syad.g_00362
OG0000345	Prbf.g_00499	Syad.g_00352
OG0000346	Prbf.g_00495	Syad.g_00347
OG0000347	Prbf.g_00477	Syad.g_00318
OG0000348	Prbf.g_00469	Syad.g_00233
OG0000349	Prbf.g_00452	Syad.g_00213
OG0000350	Prbf.g_00351	Syad.g_00605
OG0000351	Prbf.g_00412	Syad.g_00134
OG0000352	Prbf.g_00411	Syad.g_00135
OG0000353	Prbf.g_00394	Syad.g_00161
OG0000355	Prbf.g_00392	Syad.g_00163
OG0000356	Prbf.g_00391	Syad.g_00164
OG0000357	Prbf.g_00390	Syad.g_00165
OG0000358	Prbf.g_00386	Syad.g_00169
OG0000359	Prbf.g_00385	Syad.g_00171
OG0000360	Prbf.g_00384	Syad.g_00172
OG0000361	Prbf.g_00383	Syad.g_00173
OG0000362	Prbf.g_00381	Syad.g_00175
OG0000363	Prbf.g_01336	Syad.g_00177
OG0000364	Prbf.g_01337	Syad.g_00178
OG0000365	Prbf.g_01342	Syad.g_00187
OG0000366	Prbf.g_01343	Syad.g_00188
OG0000367	Prbf.g_01344	Syad.g_00189
OG0000368	Prbf.g_01346	Syad.g_00191
OG0000369	Prbf.g_01347	Syad.g_00192
OG0000370	Prbf.g_01348	Syad.g_00193
OG0000371	Prbf.g_01355	Syad.g_00201
OG0000372	Prbf.g_01358	Syad.g_00206
OG0000373	Prbf.g_01359	Syad.g_00207
OG0000374	Prbf.g_01360	Syad.g_00208
OG0000375	Prbf.g_01362	Syad.g_00209
OG0000376	Prbf.g_01364	Syad.g_00211
OG0000377	Prbf.g_01368	Syad.g_03027
OG0000378	Prbf.g_01372	Syad.g_03012
OG0000379	Prbf.g_01375	Syad.g_03005
OG0000380	Prbf.g_01392	Syad.g_02725
OG0000381	Prbf.g_01397	Syad.g_02729
OG0000382	Prbf.g_01407	Syad.g_02758
OG0000383	Prbf.g_01409	Syad.g_02761
OG0000384	Prbf.g_01410	Syad.g_02762
OG0000385	Prbf.g_01411	Syad.g_02763
OG0000386	Prbf.g_01412	Syad.g_02764
OG0000387	Prbf.g_01426	Syad.g_02792
OG0000388	Prbf.g_01430	Syad.g_02796
OG0000389	Prbf.g_01433	Syad.g_02800
OG0000390	Prbf.g_01443	Syad.g_02818
OG0000391	Prbf.g_01446	Syad.g_02823
OG0000392	Prbf.g_01450	Syad.g_02833
OG0000393	Prbf.g_01453	Syad.g_02837
OG0000394	Prbf.g_01454	Syad.g_02838
OG0000395	Prbf.g_01455	Syad.g_02839
OG0000396	Prbf.g_01457	Syad.g_02843
OG0000397	Prbf.g_01459	Syad.g_02845
OG0000398	Prbf.g_01462	Syad.g_02850
OG0000399	Prbf.g_01463	Syad.g_02851
OG0000400	Prbf.g_01464	Syad.g_02852
OG0000401	Prbf.g_01465	Syad.g_02853
OG0000402	Prbf.g_01055	Syad.g_02855
OG0000403	Prbf.g_01467	Syad.g_02856
OG0000404	Prbf.g_01468	Syad.g_02858
OG0000405	Prbf.g_01472	Syad.g_02874
OG0000406	Prbf.g_01480	Syad.g_02878
OG0000407	Prbf.g_01481	Syad.g_02879
OG0000408	Prbf.g_01483	Syad.g_02883
OG0000409	Prbf.g_01485	Syad.g_02885
OG0000410	Prbf.g_01486	Syad.g_02886
OG0000411	Prbf.g_01487	Syad.g_02887
OG0000412	Prbf.g_01488	Syad.g_02888
OG0000413	Prbf.g_01490	Syad.g_02890
OG0000415	Prbf.g_01492	Syad.g_02891
OG0000416	Prbf.g_01493	Syad.g_02892
OG0000417	Prbf.g_01494	Syad.g_02893
OG0000418	Prbf.g_01499	Syad.g_02898
OG0000419	Prbf.g_01501	Syad.g_02900
OG0000420	Prbf.g_01502	Syad.g_02902
OG0000421	Prbf.g_01507	Syad.g_02907
OG0000422	Prbf.g_01508	Syad.g_02908
OG0000423	Prbf.g_01509	Syad.g_02909
OG0000424	Prbf.g_01510	Syad.g_02910
OG0000425	Prbf.g_01511	Syad.g_02911
OG0000426	Prbf.g_01512	Syad.g_02912
OG0000427	Prbf.g_01513	Syad.g_02913
OG0000428	Prbf.g_01515	Syad.g_02916
OG0000429	Prbf.g_01516	Syad.g_02918
OG0000430	Prbf.g_01517	Syad.g_02920
OG0000431	Prbf.g_01519	Syad.g_02923
OG0000432	Prbf.g_01523	Syad.g_02930
OG0000433	Prbf.g_01524	Syad.g_02933
OG0000434	Prbf.g_01525	Syad.g_02934
OG0000435	Prbf.g_01526	Syad.g_02936
OG0000436	Prbf.g_01531	Syad.g_02942
OG0000437	Prbf.g_01532	Syad.g_02943
OG0000438	Prbf.g_01533	Syad.g_02944
OG0000439	Prbf.g_01535	Syad.g_02946
OG0000440	Prbf.g_01536	Syad.g_02947
OG0000441	Prbf.g_01539	Syad.g_02951
OG0000442	Prbf.g_01540	Syad.g_02952
OG0000443	Prbf.g_01541	Syad.g_02953
OG0000444	Prbf.g_01547	Syad.g_02964
OG0000445	Prbf.g_01548	Syad.g_02965
OG0000446	Prbf.g_01549	Syad.g_02967
OG0000447	Prbf.g_01550	Syad.g_02970
OG0000448	Prbf.g_01551	Syad.g_02971
OG0000449	Prbf.g_01552	Syad.g_02972
OG0000450	Prbf.g_01553	Syad.g_02978
OG0000451	Prbf.g_01554	Syad.g_02979
OG0000452	Prbf.g_01557	Syad.g_02983
OG0000453	Prbf.g_01558	Syad.g_02984
OG0000454	Prbf.g_01559	Syad.g_02985
OG0000455	Prbf.g_01560	Syad.g_02986
OG0000456	Prbf.g_01561	Syad.g_02987
OG0000457	Prbf.g_01563	Syad.g_02989
OG0000458	Prbf.g_01564	Syad.g_02998
OG0000459	Prbf.g_01565	Syad.g_02999
OG0000460	Prbf.g_01573	Syad.g_00815
OG0000461	Prbf.g_01581	Syad.g_00579
OG0000462	Prbf.g_01583	Syad.g_00576
OG0000463	Prbf.g_01584	Syad.g_00575
OG0000464	Prbf.g_01585	Syad.g_00574
OG0000465	Prbf.g_01586	Syad.g_00573
OG0000466	Prbf.g_01589	Syad.g_00568
OG0000467	Prbf.g_01590	Syad.g_00566
OG0000468	Prbf.g_01593	Syad.g_00561
OG0000469	Prbf.g_01601	Syad.g_00545
OG0000470	Prbf.g_01603	Syad.g_00542
OG0000471	Prbf.g_01604	Syad.g_00541
OG0000472	Prbf.g_01606	Syad.g_00539
OG0000473	Prbf.g_01608	Syad.g_00537
OG0000474	Prbf.g_01609	Syad.g_00536
OG0000475	Prbf.g_01610	Syad.g_00535
OG0000476	Prbf.g_01612	Syad.g_00533
OG0000477	Prbf.g_01615	Syad.g_00528
OG0000478	Prbf.g_01616	Syad.g_00527
OG0000479	Prbf.g_01617	Syad.g_00526
OG0000480	Prbf.g_01622	Syad.g_00520
OG0000481	Prbf.g_01625	Syad.g_00518
OG0000482	Prbf.g_01626	Syad.g_00517
OG0000483	Prbf.g_01629	Syad.g_00513
OG0000484	Prbf.g_01630	Syad.g_00512
OG0000485	Prbf.g_01632	Syad.g_00511
OG0000486	Prbf.g_01633	Syad.g_00510
OG0000487	Prbf.g_01636	Syad.g_00503
OG0000488	Prbf.g_01639	Syad.g_00499
OG0000489	Prbf.g_01644	Syad.g_00487
OG0000490	Prbf.g_01648	Syad.g_00475
OG0000491	Prbf.g_01649	Syad.g_00474
OG0000492	Prbf.g_01651	Syad.g_00472
OG0000493	Prbf.g_01652	Syad.g_00471
OG0000494	Prbf.g_01653	Syad.g_00470
OG0000495	Prbf.g_01654	Syad.g_00469
OG0000496	Prbf.g_01655	Syad.g_00468
OG0000497	Prbf.g_01656	Syad.g_00467
OG0000498	Prbf.g_01657	Syad.g_00466
OG0000499	Prbf.g_01658	Syad.g_00465
OG0000500	Prbf.g_01659	Syad.g_00464
OG0000501	Prbf.g_01660	Syad.g_00461
OG0000502	Prbf.g_01663	Syad.g_00449
OG0000503	Prbf.g_01678	Syad.g_00761
OG0000504	Prbf.g_01680	Syad.g_00763
OG0000505	Prbf.g_01681	Syad.g_00764
OG0000506	Prbf.g_01682	Syad.g_00766
OG0000507	Prbf.g_01685	Syad.g_00772
OG0000508	Prbf.g_01689	Syad.g_00776
OG0000509	Prbf.g_01691	Syad.g_00778
OG0000510	Prbf.g_01692	Syad.g_00779
OG0000511	Prbf.g_01693	Syad.g_00780
OG0000512	Prbf.g_01695	Syad.g_00782
OG0000513	Prbf.g_01704	Syad.g_00789
OG0000514	Prbf.g_01715	Syad.g_00795
OG0000515	Prbf.g_01716	Syad.g_00796
OG0000516	Prbf.g_01717	Syad.g_02456
OG0000517	Prbf.g_01719	Syad.g_02451
OG0000518	Prbf.g_01730	Syad.g_02439
OG0000519	Prbf.g_01731	Syad.g_02438
OG0000520	Prbf.g_01732	Syad.g_02437
OG0000521	Prbf.g_01740	Syad.g_01108
OG0000522	Prbf.g_01742	Syad.g_01109
OG0000523	Prbf.g_01743	Syad.g_01110
OG0000524	Prbf.g_01748	Syad.g_02386
OG0000525	Prbf.g_01752	Syad.g_02363
OG0000526	Prbf.g_01753	Syad.g_02360
OG0000527	Prbf.g_01756	Syad.g_02355
OG0000528	Prbf.g_01761	Syad.g_00897
OG0000529	Prbf.g_01764	Syad.g_00905
OG0000530	Prbf.g_01767	Syad.g_00908
OG0000531	Prbf.g_01768	Syad.g_00909
OG0000532	Prbf.g_01770	Syad.g_00912
OG0000533	Prbf.g_01771	Syad.g_00913
OG0000534	Prbf.g_01772	Syad.g_00914
OG0000535	Prbf.g_01773	Syad.g_00915
OG0000536	Prbf.g_01774	Syad.g_00916
OG0000537	Prbf.g_01775	Syad.g_00917
OG0000538	Prbf.g_01784	Syad.g_00929
OG0000539	Prbf.g_01785	Syad.g_00930
OG0000540	Prbf.g_01786	Syad.g_00931
OG0000541	Prbf.g_01787	Syad.g_00932
OG0000542	Prbf.g_01788	Syad.g_00935
OG0000543	Prbf.g_01790	Syad.g_00937
OG0000544	Prbf.g_01791	Syad.g_00938
OG0000545	Prbf.g_01793	Syad.g_00940
OG0000546	Prbf.g_01796	Syad.g_00942
OG0000547	Prbf.g_01798	Syad.g_00944
OG0000548	Prbf.g_01799	Syad.g_00945
OG0000549	Prbf.g_01801	Syad.g_00952
OG0000550	Prbf.g_01805	Syad.g_00956
OG0000551	Prbf.g_01808	Syad.g_00960
OG0000552	Prbf.g_01809	Syad.g_00961
OG0000553	Prbf.g_01810	Syad.g_00965
OG0000554	Prbf.g_01815	Syad.g_00978
OG0000555	Prbf.g_01823	Syad.g_00999
OG0000556	Prbf.g_01825	Syad.g_01003
OG0000557	Prbf.g_01826	Syad.g_01011
