Orthogroup	Prbf	Syab
OG0000125	Prbf.g_00443	Syab.g_02763
OG0000126	Prbf.g_00398	Syab.g_02908
OG0000128	Prbf.g_00382	Syab.g_00012
OG0000129	Prbf.g_01367	Syab.g_02749
OG0000130	Prbf.g_01396	Syab.g_02434
OG0000131	Prbf.g_01478	Syab.g_02564
OG0000132	Prbf.g_01498	Syab.g_02584
OG0000133	Prbf.g_01661	Syab.g_01387
OG0000134	Prbf.g_01703	Syab.g_00554
OG0000135	Prbf.g_00044	Syab.g_02815
OG0000136	Prbf.g_01725	Syab.g_00588
OG0000137	Prbf.g_01758	Syab.g_00697
OG0000138	Prbf.g_01778	Syab.g_02113
OG0000139	Prbf.g_01818	Syab.g_02035
OG0000140	Prbf.g_01819	Syab.g_02033
OG0000141	Prbf.g_01890	Syab.g_01931
OG0000142	Prbf.g_00982	Syab.g_01873
OG0000143	Prbf.g_00986	Syab.g_01870
OG0000144	Prbf.g_01000	Syab.g_01757
OG0000145	Prbf.g_00042	Syab.g_02120
OG0000146	Prbf.g_01928	Syab.g_01393
OG0000147	Prbf.g_01927	Syab.g_01394
OG0000148	Prbf.g_01228	Syab.g_01682
OG0000149	Prbf.g_01196	Syab.g_01720
OG0000150	Prbf.g_01186	Syab.g_01930
OG0000151	Prbf.g_01310	Syab.g_01612
OG0000152	Prbf.g_01117	Syab.g_01383
OG0000153	Prbf.g_01098	Syab.g_01343
OG0000154	Prbf.g_01078	Syab.g_01317
OG0000155	Prbf.g_00939	Syab.g_01009
OG0000156	Prbf.g_00037	Syab.g_00933
OG0000157	Prbf.g_00036	Syab.g_00932
OG0000158	Prbf.g_00514	Syab.g_00161
OG0000160	Prbf.g_00158	Syab.g_00774
OG0000161	Prbf.g_00164	Syab.g_00766
OG0000162	Prbf.g_00170	Syab.g_00755
OG0000163	Prbf.g_00209	Syab.g_02173
OG0000164	Prbf.g_00669	Syab.g_02307
OG0000165	Prbf.g_00662	Syab.g_02316
OG0000166	Prbf.g_00595	Syab.g_00407
OG0000167	Prbf.g_00524	Syab.g_00205
OG0000168	Prbf.g_00513	Syab.g_00136
OG0000169	Prbf.g_00503	Syab.g_00125
OG0000170	Prbf.g_00500	Syab.g_00118
OG0000171	Prbf.g_00479	Syab.g_00089
OG0000172	Prbf.g_00472	Syab.g_00080
OG0000173	Prbf.g_00457	Syab.g_00061
OG0000174	Prbf.g_00428	Syab.g_02819
OG0000175	Prbf.g_00415	Syab.g_02876
OG0000176	Prbf.g_00389	Syab.g_00004
OG0000177	Prbf.g_00388	Syab.g_00005
OG0000178	Prbf.g_00387	Syab.g_00006
OG0000179	Prbf.g_01338	Syab.g_00022
OG0000180	Prbf.g_01339	Syab.g_00023
OG0000181	Prbf.g_01340	Syab.g_00024
OG0000182	Prbf.g_01341	Syab.g_00025
OG0000183	Prbf.g_01345	Syab.g_00029
OG0000184	Prbf.g_01371	Syab.g_02738
OG0000185	Prbf.g_01374	Syab.g_02715
OG0000186	Prbf.g_01390	Syab.g_02430
OG0000187	Prbf.g_01391	Syab.g_02431
OG0000188	Prbf.g_01408	Syab.g_02454
OG0000189	Prbf.g_01422	Syab.g_02487
OG0000190	Prbf.g_01424	Syab.g_00190, Syab.g_00139
OG0000191	Prbf.g_01447	Syab.g_02522
OG0000192	Prbf.g_01452	Syab.g_02528
OG0000193	Prbf.g_01479	Syab.g_02565
OG0000194	Prbf.g_01482	Syab.g_02568
OG0000195	Prbf.g_01484	Syab.g_02570
OG0000196	Prbf.g_01495	Syab.g_02581
OG0000197	Prbf.g_01496	Syab.g_02582
OG0000198	Prbf.g_01497	Syab.g_02583
OG0000199	Prbf.g_01504	Syab.g_02591
OG0000200	Prbf.g_01518	Syab.g_02611
OG0000201	Prbf.g_01527	Syab.g_02628
OG0000202	Prbf.g_01528	Syab.g_02629
OG0000203	Prbf.g_01529	Syab.g_02630
OG0000204	Prbf.g_01530	Syab.g_02631
OG0000205	Prbf.g_01537	Syab.g_02638
OG0000206	Prbf.g_01542	Syab.g_02674
OG0000207	Prbf.g_01545	Syab.g_02677
OG0000208	Prbf.g_01546	Syab.g_02678
OG0000209	Prbf.g_01555	Syab.g_02698
OG0000210	Prbf.g_01556	Syab.g_02699
OG0000211	Prbf.g_01571	Syab.g_02374
OG0000212	Prbf.g_01579	Syab.g_02365
OG0000213	Prbf.g_01597	Syab.g_00332
OG0000214	Prbf.g_01607	Syab.g_00312
OG0000215	Prbf.g_01634	Syab.g_00281
OG0000216	Prbf.g_01635	Syab.g_00277
OG0000217	Prbf.g_01638	Syab.g_00273
OG0000218	Prbf.g_01640	Syab.g_00271
OG0000219	Prbf.g_01641	Syab.g_00270
OG0000220	Prbf.g_01642	Syab.g_00269
OG0000221	Prbf.g_01643	Syab.g_00257
OG0000222	Prbf.g_01650	Syab.g_00244
OG0000223	Prbf.g_01662	Syab.g_00226
OG0000224	Prbf.g_01664	Syab.g_00223
OG0000225	Prbf.g_01690	Syab.g_00538
OG0000226	Prbf.g_01694	Syab.g_00542
OG0000227	Prbf.g_01696	Syab.g_00544
OG0000228	Prbf.g_01700	Syab.g_00550
OG0000229	Prbf.g_01720	Syab.g_00583
OG0000230	Prbf.g_01722	Syab.g_00585
OG0000231	Prbf.g_01733	Syab.g_00613
OG0000232	Prbf.g_01744	Syab.g_00631
OG0000233	Prbf.g_01750	Syab.g_00645
OG0000234	Prbf.g_01759	Syab.g_00699
OG0000235	Prbf.g_01762	Syab.g_02095
OG0000236	Prbf.g_01776	Syab.g_02111
OG0000237	Prbf.g_01789	Syab.g_02129
OG0000238	Prbf.g_01795	Syab.g_02134
OG0000239	Prbf.g_01806	Syab.g_02151
OG0000240	Prbf.g_01807	Syab.g_02152
OG0000241	Prbf.g_01811	Syab.g_01884
OG0000242	Prbf.g_01813	Syab.g_02043
OG0000243	Prbf.g_01824	Syab.g_02025
OG0000244	Prbf.g_01827	Syab.g_02017
OG0000245	Prbf.g_01829	Syab.g_02015
OG0000246	Prbf.g_01833	Syab.g_02011
OG0000247	Prbf.g_01843	Syab.g_01999
OG0000248	Prbf.g_01846	Syab.g_01996
OG0000249	Prbf.g_01848	Syab.g_01994
OG0000250	Prbf.g_01853	Syab.g_01988
OG0000251	Prbf.g_01873	Syab.g_01961
OG0000252	Prbf.g_01876	Syab.g_01958
OG0000253	Prbf.g_01877	Syab.g_01956
OG0000254	Prbf.g_01894	Syab.g_01925
OG0000255	Prbf.g_01900	Syab.g_01912
OG0000256	Prbf.g_01910	Syab.g_01890
OG0000257	Prbf.g_00977	Syab.g_01885
OG0000258	Prbf.g_00991	Syab.g_01861
OG0000259	Prbf.g_01008	Syab.g_01538
OG0000260	Prbf.g_01011	Syab.g_01544
OG0000261	Prbf.g_01014	Syab.g_01556
OG0000262	Prbf.g_01018	Syab.g_01561
OG0000263	Prbf.g_01282	Syab.g_01035
OG0000264	Prbf.g_01271	Syab.g_01173
OG0000265	Prbf.g_01253	Syab.g_01773
OG0000266	Prbf.g_01037	Syab.g_01667
OG0000267	Prbf.g_01049	Syab.g_01433
OG0000268	Prbf.g_01050	Syab.g_01432
OG0000269	Prbf.g_01250	Syab.g_01650
OG0000270	Prbf.g_01247	Syab.g_01657
OG0000271	Prbf.g_01239	Syab.g_01279
OG0000272	Prbf.g_01238	Syab.g_01280
OG0000274	Prbf.g_01213	Syab.g_01700
OG0000275	Prbf.g_01210	Syab.g_01704
OG0000276	Prbf.g_01204	Syab.g_01712
OG0000277	Prbf.g_01203	Syab.g_01713
OG0000278	Prbf.g_01200	Syab.g_01716
OG0000279	Prbf.g_01193	Syab.g_01724
OG0000280	Prbf.g_01192	Syab.g_01736
OG0000281	Prbf.g_01185	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prbf.g_01318	Syab.g_01631
OG0000283	Prbf.g_01141	Syab.g_01418
OG0000284	Prbf.g_01136	Syab.g_01413
OG0000285	Prbf.g_01131	Syab.g_01402
OG0000286	Prbf.g_01118	Syab.g_01384
OG0000287	Prbf.g_00065	Syab.g_01350
OG0000288	Prbf.g_01079	Syab.g_01318
OG0000289	Prbf.g_01063	Syab.g_01303
OG0000290	Prbf.g_01167	Syab.g_01213
OG0000291	Prbf.g_01169	Syab.g_01211
OG0000292	Prbf.g_00873	Syab.g_02907
OG0000293	Prbf.g_00908	Syab.g_00946
OG0000294	Prbf.g_00909	Syab.g_00947
OG0000295	Prbf.g_00932	Syab.g_01001
OG0000296	Prbf.g_00934	Syab.g_01003
OG0000297	Prbf.g_00943	Syab.g_01016
OG0000298	Prbf.g_00944	Syab.g_01017
OG0000299	Prbf.g_00963	Syab.g_01047
OG0000300	Prbf.g_00966	Syab.g_01054
OG0000301	Prbf.g_00967	Syab.g_01055
OG0000302	Prbf.g_00969	Syab.g_01056
OG0000303	Prbf.g_00975	Syab.g_01149
OG0000304	Prbf.g_01915	Syab.g_01143
OG0000305	Prbf.g_00875	Syab.g_01208
OG0000306	Prbf.g_01181	Syab.g_01819
OG0000307	Prbf.g_00104	Syab.g_02078
OG0000308	Prbf.g_00105	Syab.g_02076
OG0000309	Prbf.g_00109	Syab.g_02071
OG0000310	Prbf.g_00143	Syab.g_00817
OG0000311	Prbf.g_00145	Syab.g_00811
OG0000312	Prbf.g_00148	Syab.g_00793
OG0000313	Prbf.g_00161	Syab.g_00769
OG0000314	Prbf.g_00184	Syab.g_00736
OG0000315	Prbf.g_00194	Syab.g_00726
OG0000316	Prbf.g_00219	Syab.g_02189
OG0000317	Prbf.g_00696	Syab.g_02251
OG0000318	Prbf.g_00692	Syab.g_02257
OG0000319	Prbf.g_00679	Syab.g_02291
OG0000320	Prbf.g_00677	Syab.g_02293
OG0000321	Prbf.g_00676	Syab.g_02294
OG0000322	Prbf.g_00675	Syab.g_02295
OG0000323	Prbf.g_00666	Syab.g_02310
OG0000324	Prbf.g_00639	Syab.g_02341
OG0000325	Prbf.g_00628	Syab.g_00368
OG0000326	Prbf.g_00621	Syab.g_00375
OG0000327	Prbf.g_00600	Syab.g_00402
OG0000328	Prbf.g_00599	Syab.g_00403
OG0000329	Prbf.g_00582	Syab.g_00420
OG0000330	Prbf.g_00581	Syab.g_00421
OG0000331	Prbf.g_00580	Syab.g_00422
OG0000332	Prbf.g_00566	Syab.g_00437
OG0000333	Prbf.g_00564	Syab.g_00440
OG0000334	Prbf.g_00555	Syab.g_00450
OG0000335	Prbf.g_00550	Syab.g_00455
OG0000336	Prbf.g_00546	Syab.g_00459
OG0000337	Prbf.g_00528	Syab.g_00210
OG0000338	Prbf.g_00527	Syab.g_00207
OG0000339	Prbf.g_00521	Syab.g_00201
OG0000340	Prbf.g_00512	Syab.g_00135
OG0000341	Prbf.g_00510	Syab.g_00157, Syab.g_00133
OG0000342	Prbf.g_00509	Syab.g_00132
OG0000343	Prbf.g_00508	Syab.g_00131
OG0000344	Prbf.g_00505	Syab.g_00127
OG0000345	Prbf.g_00499	Syab.g_00117
OG0000346	Prbf.g_00495	Syab.g_00112
OG0000347	Prbf.g_00477	Syab.g_00087
OG0000348	Prbf.g_00469	Syab.g_00076
OG0000349	Prbf.g_00452	Syab.g_00054
OG0000350	Prbf.g_00351	Syab.g_00382
OG0000351	Prbf.g_00412	Syab.g_02879
OG0000352	Prbf.g_00411	Syab.g_02880
OG0000353	Prbf.g_00394	Syab.g_02913
OG0000355	Prbf.g_00392	Syab.g_00001
OG0000356	Prbf.g_00391	Syab.g_00002
OG0000357	Prbf.g_00390	Syab.g_00003
OG0000358	Prbf.g_00386	Syab.g_00007
OG0000359	Prbf.g_00385	Syab.g_00009
OG0000360	Prbf.g_00384	Syab.g_00010
OG0000361	Prbf.g_00383	Syab.g_00011
OG0000362	Prbf.g_00381	Syab.g_00013
OG0000363	Prbf.g_01336	Syab.g_00015
OG0000364	Prbf.g_01337	Syab.g_00016
OG0000365	Prbf.g_01342	Syab.g_00026
OG0000366	Prbf.g_01343	Syab.g_00027
OG0000367	Prbf.g_01344	Syab.g_00028
OG0000368	Prbf.g_01346	Syab.g_00030
OG0000369	Prbf.g_01347	Syab.g_00031
OG0000370	Prbf.g_01348	Syab.g_00032
OG0000371	Prbf.g_01355	Syab.g_00711, Syab.g_00039
OG0000372	Prbf.g_01358	Syab.g_00045
OG0000373	Prbf.g_01359	Syab.g_00046
OG0000374	Prbf.g_01360	Syab.g_00047
OG0000375	Prbf.g_01362	Syab.g_00050
OG0000376	Prbf.g_01364	Syab.g_00052
OG0000377	Prbf.g_01368	Syab.g_02748
OG0000378	Prbf.g_01372	Syab.g_02717
OG0000379	Prbf.g_01375	Syab.g_02714
OG0000380	Prbf.g_01392	Syab.g_02432
OG0000381	Prbf.g_01397	Syab.g_02435
OG0000382	Prbf.g_01407	Syab.g_02453
OG0000383	Prbf.g_01409	Syab.g_02459
OG0000384	Prbf.g_01410	Syab.g_02460
OG0000385	Prbf.g_01411	Syab.g_02461
OG0000386	Prbf.g_01412	Syab.g_02462
OG0000387	Prbf.g_01426	Syab.g_02491
OG0000388	Prbf.g_01430	Syab.g_02495
OG0000389	Prbf.g_01433	Syab.g_02499
OG0000390	Prbf.g_01443	Syab.g_02516
OG0000391	Prbf.g_01446	Syab.g_02521
OG0000392	Prbf.g_01450	Syab.g_02527
OG0000393	Prbf.g_01453	Syab.g_02530
OG0000394	Prbf.g_01454	Syab.g_02531
OG0000395	Prbf.g_01455	Syab.g_02532
OG0000396	Prbf.g_01457	Syab.g_02535
OG0000397	Prbf.g_01459	Syab.g_02537
OG0000398	Prbf.g_01462	Syab.g_02542
OG0000399	Prbf.g_01463	Syab.g_02543
OG0000400	Prbf.g_01464	Syab.g_02544
OG0000401	Prbf.g_01465	Syab.g_02545
OG0000402	Prbf.g_01055	Syab.g_02547
OG0000403	Prbf.g_01467	Syab.g_02548
OG0000404	Prbf.g_01468	Syab.g_02550
OG0000405	Prbf.g_01472	Syab.g_02562
OG0000406	Prbf.g_01480	Syab.g_02566
OG0000407	Prbf.g_01481	Syab.g_02567
OG0000408	Prbf.g_01483	Syab.g_02569
OG0000409	Prbf.g_01485	Syab.g_02571
OG0000410	Prbf.g_01486	Syab.g_02572
OG0000411	Prbf.g_01487	Syab.g_02573
OG0000412	Prbf.g_01488	Syab.g_02574
OG0000413	Prbf.g_01490	Syab.g_02576
OG0000414	Prbf.g_01491	Syab.g_02577
OG0000415	Prbf.g_01492	Syab.g_02578
OG0000416	Prbf.g_01493	Syab.g_02579
OG0000417	Prbf.g_01494	Syab.g_02580
OG0000418	Prbf.g_01499	Syab.g_02585
OG0000419	Prbf.g_01501	Syab.g_02587
OG0000420	Prbf.g_01502	Syab.g_02589
OG0000421	Prbf.g_01507	Syab.g_02595
OG0000422	Prbf.g_01508	Syab.g_02596
OG0000423	Prbf.g_01509	Syab.g_02597
OG0000424	Prbf.g_01510	Syab.g_02598
OG0000425	Prbf.g_01511	Syab.g_02599
OG0000426	Prbf.g_01512	Syab.g_02600
OG0000427	Prbf.g_01513	Syab.g_02601
OG0000428	Prbf.g_01515	Syab.g_02604
OG0000429	Prbf.g_01516	Syab.g_02608
OG0000430	Prbf.g_01517	Syab.g_02610
OG0000431	Prbf.g_01519	Syab.g_02613
OG0000432	Prbf.g_01523	Syab.g_02619
OG0000433	Prbf.g_01524	Syab.g_02622
OG0000434	Prbf.g_01525	Syab.g_02623
OG0000435	Prbf.g_01526	Syab.g_02625
OG0000436	Prbf.g_01531	Syab.g_02632
OG0000437	Prbf.g_01532	Syab.g_02633
OG0000438	Prbf.g_01533	Syab.g_02634
OG0000439	Prbf.g_01535	Syab.g_02636
OG0000440	Prbf.g_01536	Syab.g_02637
OG0000441	Prbf.g_01539	Syab.g_02641
OG0000442	Prbf.g_01540	Syab.g_02642
OG0000443	Prbf.g_01541	Syab.g_02668
OG0000444	Prbf.g_01547	Syab.g_02681
OG0000445	Prbf.g_01548	Syab.g_02682
OG0000446	Prbf.g_01549	Syab.g_02684
OG0000447	Prbf.g_01550	Syab.g_02687
OG0000448	Prbf.g_01551	Syab.g_02688
OG0000449	Prbf.g_01552	Syab.g_02689
OG0000450	Prbf.g_01553	Syab.g_02695
OG0000451	Prbf.g_01554	Syab.g_02696
OG0000452	Prbf.g_01557	Syab.g_02701
OG0000453	Prbf.g_01558	Syab.g_02702
OG0000454	Prbf.g_01559	Syab.g_02703
OG0000455	Prbf.g_01560	Syab.g_02704
OG0000456	Prbf.g_01561	Syab.g_02705
OG0000457	Prbf.g_01563	Syab.g_02707
OG0000458	Prbf.g_01564	Syab.g_02708
OG0000459	Prbf.g_01565	Syab.g_02709
OG0000460	Prbf.g_01573	Syab.g_02372
OG0000461	Prbf.g_01581	Syab.g_00356
OG0000462	Prbf.g_01583	Syab.g_00352
OG0000463	Prbf.g_01584	Syab.g_00351
OG0000464	Prbf.g_01585	Syab.g_00350
OG0000465	Prbf.g_01586	Syab.g_00349
OG0000466	Prbf.g_01589	Syab.g_00343
OG0000467	Prbf.g_01590	Syab.g_00341
OG0000468	Prbf.g_01593	Syab.g_00336
OG0000469	Prbf.g_01601	Syab.g_00318
OG0000470	Prbf.g_01603	Syab.g_00316
OG0000471	Prbf.g_01604	Syab.g_00315
OG0000472	Prbf.g_01606	Syab.g_00313
OG0000473	Prbf.g_01608	Syab.g_00311
OG0000474	Prbf.g_01609	Syab.g_00310
OG0000475	Prbf.g_01610	Syab.g_00309
OG0000476	Prbf.g_01612	Syab.g_00307
OG0000477	Prbf.g_01615	Syab.g_00301
OG0000478	Prbf.g_01616	Syab.g_00300
OG0000479	Prbf.g_01617	Syab.g_00299
OG0000480	Prbf.g_01622	Syab.g_00292
OG0000481	Prbf.g_01625	Syab.g_00290
OG0000482	Prbf.g_01626	Syab.g_00289
OG0000483	Prbf.g_01629	Syab.g_00285
OG0000484	Prbf.g_01630	Syab.g_00284
OG0000485	Prbf.g_01632	Syab.g_00283
OG0000486	Prbf.g_01633	Syab.g_00282
OG0000487	Prbf.g_01636	Syab.g_00276
OG0000488	Prbf.g_01639	Syab.g_00272
OG0000489	Prbf.g_01644	Syab.g_00256
OG0000490	Prbf.g_01648	Syab.g_00247
OG0000491	Prbf.g_01649	Syab.g_00245
OG0000492	Prbf.g_01651	Syab.g_00243
OG0000493	Prbf.g_01652	Syab.g_00242
OG0000494	Prbf.g_01653	Syab.g_00241
OG0000495	Prbf.g_01654	Syab.g_00240
OG0000496	Prbf.g_01655	Syab.g_00239
OG0000497	Prbf.g_01656	Syab.g_00238
OG0000498	Prbf.g_01657	Syab.g_00237
OG0000499	Prbf.g_01658	Syab.g_00236
OG0000500	Prbf.g_01659	Syab.g_00235
OG0000501	Prbf.g_01660	Syab.g_00232
OG0000502	Prbf.g_01663	Syab.g_00224
OG0000503	Prbf.g_01678	Syab.g_00523
OG0000504	Prbf.g_01680	Syab.g_00525
OG0000505	Prbf.g_01681	Syab.g_00526
OG0000506	Prbf.g_01682	Syab.g_00528
OG0000507	Prbf.g_01685	Syab.g_00533
OG0000508	Prbf.g_01689	Syab.g_00537
OG0000509	Prbf.g_01691	Syab.g_00539
OG0000510	Prbf.g_01692	Syab.g_00540
OG0000511	Prbf.g_01693	Syab.g_00541
OG0000512	Prbf.g_01695	Syab.g_00543
OG0000513	Prbf.g_01704	Syab.g_00555
OG0000514	Prbf.g_01715	Syab.g_00566
OG0000515	Prbf.g_01716	Syab.g_00567
OG0000516	Prbf.g_01717	Syab.g_00575
OG0000517	Prbf.g_01719	Syab.g_00582
OG0000518	Prbf.g_01730	Syab.g_00594
OG0000519	Prbf.g_01731	Syab.g_00610
OG0000520	Prbf.g_01732	Syab.g_00611
OG0000521	Prbf.g_01740	Syab.g_00624
OG0000522	Prbf.g_01742	Syab.g_00626
OG0000523	Prbf.g_01743	Syab.g_00627
OG0000524	Prbf.g_01748	Syab.g_00640
OG0000525	Prbf.g_01752	Syab.g_00671
OG0000526	Prbf.g_01753	Syab.g_00689
OG0000527	Prbf.g_01756	Syab.g_00695
OG0000528	Prbf.g_01761	Syab.g_02092
OG0000529	Prbf.g_01764	Syab.g_02097
OG0000530	Prbf.g_01767	Syab.g_02100
OG0000531	Prbf.g_01768	Syab.g_02101
OG0000532	Prbf.g_01770	Syab.g_02104
OG0000533	Prbf.g_01771	Syab.g_02106
OG0000534	Prbf.g_01772	Syab.g_02107
OG0000535	Prbf.g_01773	Syab.g_02108
OG0000536	Prbf.g_01774	Syab.g_02109
OG0000537	Prbf.g_01775	Syab.g_02110
OG0000538	Prbf.g_01784	Syab.g_02122
OG0000539	Prbf.g_01785	Syab.g_02123
OG0000540	Prbf.g_01786	Syab.g_02124
OG0000541	Prbf.g_01787	Syab.g_02125
OG0000542	Prbf.g_01788	Syab.g_02128
OG0000543	Prbf.g_01790	Syab.g_02130
OG0000544	Prbf.g_01791	Syab.g_02131
OG0000545	Prbf.g_01793	Syab.g_02133
OG0000546	Prbf.g_01796	Syab.g_02135
OG0000547	Prbf.g_01798	Syab.g_02137
OG0000548	Prbf.g_01799	Syab.g_02138
OG0000549	Prbf.g_01801	Syab.g_02144
OG0000550	Prbf.g_01805	Syab.g_02149
OG0000551	Prbf.g_01808	Syab.g_02153
OG0000552	Prbf.g_01809	Syab.g_02154
OG0000553	Prbf.g_01810	Syab.g_02046
OG0000554	Prbf.g_01815	Syab.g_02040
OG0000555	Prbf.g_01823	Syab.g_02026
OG0000556	Prbf.g_01825	Syab.g_02022
OG0000557	Prbf.g_01826	Syab.g_02019
OG0000558	Prbf.g_01828	Syab.g_02016
OG0000559	Prbf.g_01832	Syab.g_02012
OG0000560	Prbf.g_01835	Syab.g_02009
OG0000561	Prbf.g_01836	Syab.g_02008
