Orthogroup	Prbf	Syai
OG0000061	Prbf.g_00918	Syai.g_02144
OG0000062	Prbf.g_00242	Syai.g_02358
OG0000063	Prbf.g_00808	Syai.g_00042
OG0000064	Prbf.g_01394	Syai.g_02844, Syai.g_01162, Syai.g_01163, Syai.g_01668, Syai.g_02350
OG0000066	Prbf.g_01820, Prbf.g_00781	Syai.g_01709, Syai.g_00719
OG0000067	Prbf.g_01245	Syai.g_01321
OG0000068	Prbf.g_00095	Syai.g_00628
OG0000070	Prbf.g_01734	Syai.g_02196
OG0000071	Prbf.g_00026	Syai.g_02179
OG0000072	Prbf.g_01505	Syai.g_02636
OG0000073	Prbf.g_01783	Syai.g_00659
OG0000075	Prbf.g_00522	Syai.g_00161
OG0000076	Prbf.g_00496	Syai.g_00111
OG0000077	Prbf.g_01405	Syai.g_02486
OG0000078	Prbf.g_01578	Syai.g_00543
OG0000079	Prbf.g_01591	Syai.g_00300
OG0000081	Prbf.g_01812	Syai.g_00553
OG0000082	Prbf.g_01867, Prbf.g_00704	Syai.g_00781
OG0000084	Prbf.g_00154	Syai.g_00958
OG0000085	Prbf.g_00701, Prbf.g_00822	Syai.g_02365
OG0000086	Prbf.g_01414	Syai.g_02507
OG0000087	Prbf.g_01469	Syai.g_02592
OG0000088	Prbf.g_01500	Syai.g_02630
OG0000089	Prbf.g_01701	Syai.g_00517
OG0000090	Prbf.g_01814	Syai.g_00707
OG0000091	Prbf.g_00990	Syai.g_01112
OG0000092	Prbf.g_01315	Syai.g_01358
OG0000097	Prbf.g_00964	Syai.g_01787
OG0000098	Prbf.g_00071	Syai.g_01718
OG0000099	Prbf.g_00118	Syai.g_00199
OG0000100	Prbf.g_00236	Syai.g_01372
OG0000101	Prbf.g_00558	Syai.g_00404
OG0000102	Prbf.g_00491	Syai.g_00106
OG0000103	Prbf.g_00406	Syai.g_02912
OG0000104	Prbf.g_00397	Syai.g_02929
OG0000105	Prbf.g_01614	Syai.g_00267
OG0000106	Prbf.g_00320	Syai.g_01601
OG0000107	Prbf.g_00629	Syai.g_00319
OG0000108	Prbf.g_01763	Syai.g_00638
OG0000109	Prbf.g_01777	Syai.g_00653
OG0000110	Prbf.g_01856	Syai.g_00766
OG0000111	Prbf.g_01260	Syai.g_00884
OG0000112	Prbf.g_01929	Syai.g_01512
OG0000113	Prbf.g_01222	Syai.g_01367
OG0000114	Prbf.g_01320	Syai.g_01261
OG0000115	Prbf.g_00062	Syai.g_00932
OG0000116	Prbf.g_00907	Syai.g_02156
OG0000117	Prbf.g_00945	Syai.g_01756
OG0000118	Prbf.g_00013	Syai.g_00818
OG0000119	Prbf.g_00864, Prbf.g_00254	Syai.g_02127
OG0000120	Prbf.g_00115	Syai.g_00198
OG0000121	Prbf.g_00159	Syai.g_00951
OG0000122	Prbf.g_00055, Prbf.g_00200	Syai.g_01143
OG0000123	Prbf.g_00551	Syai.g_00411
OG0000124	Prbf.g_00478	Syai.g_00089
OG0000125	Prbf.g_00443	Syai.g_02782
OG0000126	Prbf.g_00398	Syai.g_02927
OG0000128	Prbf.g_00382	Syai.g_00012
OG0000129	Prbf.g_01367	Syai.g_02771
OG0000130	Prbf.g_01396	Syai.g_02474
OG0000131	Prbf.g_01478	Syai.g_02608
OG0000132	Prbf.g_01498	Syai.g_02628
OG0000133	Prbf.g_01661	Syai.g_01507
OG0000134	Prbf.g_01703	Syai.g_00520
OG0000135	Prbf.g_00044	Syai.g_02826
OG0000136	Prbf.g_01725	Syai.g_02217
OG0000137	Prbf.g_01758	Syai.g_00865
OG0000138	Prbf.g_01778	Syai.g_00654
OG0000139	Prbf.g_01818	Syai.g_00714
OG0000140	Prbf.g_01819	Syai.g_00716
OG0000141	Prbf.g_01890	Syai.g_01041
OG0000142	Prbf.g_00982	Syai.g_01104
OG0000143	Prbf.g_00986	Syai.g_01108
OG0000144	Prbf.g_01000	Syai.g_01608
OG0000145	Prbf.g_00042	Syai.g_00660
OG0000146	Prbf.g_01928	Syai.g_01513
OG0000147	Prbf.g_01927	Syai.g_01514
OG0000148	Prbf.g_01228	Syai.g_01361
OG0000149	Prbf.g_01196	Syai.g_02059
OG0000150	Prbf.g_01186	Syai.g_00717
OG0000151	Prbf.g_01310	Syai.g_01280
OG0000152	Prbf.g_01117	Syai.g_01503
OG0000153	Prbf.g_01098	Syai.g_01461
OG0000154	Prbf.g_01078	Syai.g_01434
OG0000155	Prbf.g_00939	Syai.g_02109
OG0000156	Prbf.g_00037	Syai.g_02162
OG0000157	Prbf.g_00036	Syai.g_02163
OG0000158	Prbf.g_00514	Syai.g_00135
OG0000160	Prbf.g_00158	Syai.g_00952
OG0000161	Prbf.g_00164	Syai.g_00946
OG0000162	Prbf.g_00170	Syai.g_00939
OG0000163	Prbf.g_00209	Syai.g_02300
OG0000164	Prbf.g_00669	Syai.g_02411
OG0000165	Prbf.g_00662	Syai.g_02244
OG0000166	Prbf.g_00595	Syai.g_00364
OG0000167	Prbf.g_00524	Syai.g_00164
OG0000168	Prbf.g_00513	Syai.g_00134
OG0000169	Prbf.g_00503	Syai.g_00123
OG0000170	Prbf.g_00500	Syai.g_00116
OG0000171	Prbf.g_00479	Syai.g_00090
OG0000172	Prbf.g_00472	Syai.g_00083
OG0000173	Prbf.g_00457	Syai.g_00064
OG0000174	Prbf.g_00428	Syai.g_02828
OG0000175	Prbf.g_00415	Syai.g_02901
OG0000176	Prbf.g_00389	Syai.g_00004
OG0000177	Prbf.g_00388	Syai.g_00005
OG0000178	Prbf.g_00387	Syai.g_00006
OG0000179	Prbf.g_01338	Syai.g_00023
OG0000180	Prbf.g_01339	Syai.g_00024
OG0000181	Prbf.g_01340	Syai.g_00025
OG0000182	Prbf.g_01341	Syai.g_00026
OG0000183	Prbf.g_01345	Syai.g_00030
OG0000184	Prbf.g_01371	Syai.g_02756
OG0000185	Prbf.g_01374	Syai.g_02734
OG0000186	Prbf.g_01390	Syai.g_02469
OG0000187	Prbf.g_01391	Syai.g_02471
OG0000188	Prbf.g_01408	Syai.g_02494
OG0000189	Prbf.g_01422	Syai.g_02530
OG0000190	Prbf.g_01424	Syai.g_02532
OG0000191	Prbf.g_01447	Syai.g_02562
OG0000192	Prbf.g_01452	Syai.g_02569
OG0000193	Prbf.g_01479	Syai.g_02609
OG0000194	Prbf.g_01482	Syai.g_02612
OG0000195	Prbf.g_01484	Syai.g_02614
OG0000196	Prbf.g_01495	Syai.g_02625
OG0000197	Prbf.g_01496	Syai.g_02626
OG0000198	Prbf.g_01497	Syai.g_02627
OG0000199	Prbf.g_01504	Syai.g_02635
OG0000200	Prbf.g_01518	Syai.g_02651
OG0000202	Prbf.g_01528	Syai.g_02668
OG0000203	Prbf.g_01529	Syai.g_02669
OG0000204	Prbf.g_01530	Syai.g_02670
OG0000205	Prbf.g_01537	Syai.g_02677
OG0000206	Prbf.g_01542	Syai.g_02684
OG0000207	Prbf.g_01545	Syai.g_02686
OG0000208	Prbf.g_01546	Syai.g_02687
OG0000209	Prbf.g_01555	Syai.g_02699
OG0000210	Prbf.g_01556	Syai.g_02700
OG0000211	Prbf.g_01571	Syai.g_00533
OG0000212	Prbf.g_01579	Syai.g_00544
OG0000213	Prbf.g_01597	Syai.g_00292
OG0000214	Prbf.g_01607	Syai.g_00276
OG0000215	Prbf.g_01634	Syai.g_00245
OG0000216	Prbf.g_01635	Syai.g_00241
OG0000217	Prbf.g_01638	Syai.g_00237
OG0000218	Prbf.g_01640	Syai.g_00235
OG0000219	Prbf.g_01641	Syai.g_00234
OG0000220	Prbf.g_01642	Syai.g_00233
OG0000221	Prbf.g_01643	Syai.g_00227
OG0000222	Prbf.g_01650	Syai.g_00215
OG0000223	Prbf.g_01662	Syai.g_00194
OG0000224	Prbf.g_01664	Syai.g_00186
OG0000225	Prbf.g_01690	Syai.g_00502
OG0000226	Prbf.g_01694	Syai.g_00506
OG0000227	Prbf.g_01696	Syai.g_00508
OG0000228	Prbf.g_01700	Syai.g_00516
OG0000229	Prbf.g_01720	Syai.g_02228
OG0000230	Prbf.g_01722	Syai.g_02226
OG0000231	Prbf.g_01733	Syai.g_02208
OG0000232	Prbf.g_01744	Syai.g_00846
OG0000233	Prbf.g_01750	Syai.g_00855
OG0000234	Prbf.g_01759	Syai.g_00866
OG0000235	Prbf.g_01762	Syai.g_00637
OG0000236	Prbf.g_01776	Syai.g_00652
OG0000237	Prbf.g_01789	Syai.g_00669
OG0000238	Prbf.g_01795	Syai.g_00674
OG0000239	Prbf.g_01806	Syai.g_00691
OG0000240	Prbf.g_01807	Syai.g_00692
OG0000241	Prbf.g_01811	Syai.g_01089, Syai.g_01085
OG0000242	Prbf.g_01813	Syai.g_00705
OG0000243	Prbf.g_01824	Syai.g_00726
OG0000244	Prbf.g_01827	Syai.g_00731
OG0000245	Prbf.g_01829	Syai.g_00733
OG0000246	Prbf.g_01833	Syai.g_00737
OG0000247	Prbf.g_01843	Syai.g_00748
OG0000248	Prbf.g_01846	Syai.g_00751
OG0000249	Prbf.g_01848	Syai.g_00753
OG0000250	Prbf.g_01853	Syai.g_00762
OG0000251	Prbf.g_01873	Syai.g_00789
OG0000252	Prbf.g_01876	Syai.g_00797
OG0000253	Prbf.g_01877	Syai.g_00798
OG0000254	Prbf.g_01894	Syai.g_01045
OG0000255	Prbf.g_01900	Syai.g_01061
OG0000256	Prbf.g_01910	Syai.g_01077
OG0000257	Prbf.g_00977	Syai.g_01084
OG0000258	Prbf.g_00991	Syai.g_01113
OG0000259	Prbf.g_01008	Syai.g_01229
OG0000260	Prbf.g_01011	Syai.g_01232
OG0000261	Prbf.g_01014	Syai.g_01235
OG0000262	Prbf.g_01018	Syai.g_01240
OG0000263	Prbf.g_01282	Syai.g_01776
OG0000264	Prbf.g_01271	Syai.g_01962
OG0000265	Prbf.g_01253	Syai.g_02245
OG0000266	Prbf.g_01037	Syai.g_01401
OG0000267	Prbf.g_01049	Syai.g_01569
OG0000268	Prbf.g_01050	Syai.g_01568
OG0000269	Prbf.g_01250	Syai.g_01316
OG0000270	Prbf.g_01247	Syai.g_01319
OG0000271	Prbf.g_01239	Syai.g_01327
OG0000272	Prbf.g_01238	Syai.g_01328
OG0000273	Prbf.g_01214	Syai.g_02037
OG0000274	Prbf.g_01213	Syai.g_02038
OG0000275	Prbf.g_01210	Syai.g_02043
OG0000276	Prbf.g_01204	Syai.g_02051
OG0000277	Prbf.g_01203	Syai.g_02052
OG0000278	Prbf.g_01200	Syai.g_02055
OG0000279	Prbf.g_01193	Syai.g_02063
OG0000280	Prbf.g_01192	Syai.g_02084
OG0000281	Prbf.g_01185	Syai.g_01719
OG0000282	Prbf.g_01318	Syai.g_01263
OG0000283	Prbf.g_01141	Syai.g_01554
OG0000284	Prbf.g_01136	Syai.g_01548
OG0000285	Prbf.g_01131	Syai.g_01522
OG0000286	Prbf.g_01118	Syai.g_01504
OG0000287	Prbf.g_00065	Syai.g_01469
OG0000288	Prbf.g_01079	Syai.g_01435
OG0000289	Prbf.g_01063	Syai.g_01421
OG0000290	Prbf.g_01167	Syai.g_02010
OG0000291	Prbf.g_01169	Syai.g_02008
OG0000292	Prbf.g_00873	Syai.g_02926
OG0000293	Prbf.g_00908	Syai.g_02155
OG0000294	Prbf.g_00909	Syai.g_02154
OG0000295	Prbf.g_00932	Syai.g_02117
OG0000296	Prbf.g_00934	Syai.g_02115
OG0000297	Prbf.g_00943	Syai.g_01754
OG0000298	Prbf.g_00944	Syai.g_01755
OG0000299	Prbf.g_00963	Syai.g_01783
OG0000300	Prbf.g_00966	Syai.g_01790
OG0000301	Prbf.g_00967	Syai.g_01791
OG0000302	Prbf.g_00969	Syai.g_01793
OG0000303	Prbf.g_00975	Syai.g_01802
OG0000304	Prbf.g_01915	Syai.g_01826
OG0000305	Prbf.g_00875	Syai.g_02005
OG0000306	Prbf.g_01181	Syai.g_02090
OG0000307	Prbf.g_00104	Syai.g_00619
OG0000308	Prbf.g_00105	Syai.g_00617
OG0000309	Prbf.g_00109	Syai.g_00612
OG0000310	Prbf.g_00143	Syai.g_00989
OG0000311	Prbf.g_00145	Syai.g_00985
OG0000312	Prbf.g_00148	Syai.g_00966
OG0000313	Prbf.g_00161	Syai.g_00949
OG0000314	Prbf.g_00184	Syai.g_00908
OG0000315	Prbf.g_00194	Syai.g_00897
OG0000316	Prbf.g_00219	Syai.g_02320, Syai.g_02322
OG0000317	Prbf.g_00696	Syai.g_02373
OG0000318	Prbf.g_00692	Syai.g_02379
OG0000319	Prbf.g_00679	Syai.g_02395
OG0000320	Prbf.g_00677	Syai.g_02397
OG0000321	Prbf.g_00676	Syai.g_02398
OG0000322	Prbf.g_00675	Syai.g_02399
OG0000323	Prbf.g_00666	Syai.g_02413
OG0000324	Prbf.g_00639	Syai.g_02272
OG0000325	Prbf.g_00628	Syai.g_00320
OG0000326	Prbf.g_00621	Syai.g_00327
OG0000327	Prbf.g_00600	Syai.g_00359
OG0000328	Prbf.g_00599	Syai.g_00360
OG0000329	Prbf.g_00582	Syai.g_00378
OG0000330	Prbf.g_00581	Syai.g_00379
OG0000331	Prbf.g_00580	Syai.g_00380
OG0000332	Prbf.g_00566	Syai.g_00395
OG0000333	Prbf.g_00564	Syai.g_00398
OG0000334	Prbf.g_00555	Syai.g_00407
OG0000335	Prbf.g_00550	Syai.g_00412
OG0000336	Prbf.g_00546	Syai.g_00416
OG0000337	Prbf.g_00528	Syai.g_00169
OG0000338	Prbf.g_00527	Syai.g_00166
OG0000339	Prbf.g_00521	Syai.g_00160
OG0000340	Prbf.g_00512	Syai.g_00133
OG0000341	Prbf.g_00510	Syai.g_00131
OG0000342	Prbf.g_00509	Syai.g_00130
OG0000343	Prbf.g_00508	Syai.g_00129
OG0000344	Prbf.g_00505	Syai.g_00125
OG0000345	Prbf.g_00499	Syai.g_00115
OG0000346	Prbf.g_00495	Syai.g_00110
OG0000347	Prbf.g_00477	Syai.g_00087
OG0000348	Prbf.g_00469	Syai.g_00076
OG0000349	Prbf.g_00452	Syai.g_00057
OG0000350	Prbf.g_00351	Syai.g_00334
OG0000351	Prbf.g_00412	Syai.g_02904
OG0000352	Prbf.g_00411	Syai.g_02905
OG0000353	Prbf.g_00394	Syai.g_02932
OG0000355	Prbf.g_00392	Syai.g_00001
OG0000356	Prbf.g_00391	Syai.g_00002
OG0000357	Prbf.g_00390	Syai.g_00003
OG0000358	Prbf.g_00386	Syai.g_00007
OG0000359	Prbf.g_00385	Syai.g_00009
OG0000360	Prbf.g_00384	Syai.g_00010
OG0000361	Prbf.g_00383	Syai.g_00011
OG0000362	Prbf.g_00381	Syai.g_00013
OG0000363	Prbf.g_01336	Syai.g_00015
OG0000364	Prbf.g_01337	Syai.g_00016
OG0000365	Prbf.g_01342	Syai.g_00027
OG0000366	Prbf.g_01343	Syai.g_00028
OG0000367	Prbf.g_01344	Syai.g_00029
OG0000368	Prbf.g_01346	Syai.g_00031
OG0000369	Prbf.g_01347	Syai.g_00032
OG0000370	Prbf.g_01348	Syai.g_00033
OG0000371	Prbf.g_01355	Syai.g_00041
OG0000372	Prbf.g_01358	Syai.g_00047
OG0000373	Prbf.g_01359	Syai.g_00048
OG0000374	Prbf.g_01360	Syai.g_00049
OG0000375	Prbf.g_01362	Syai.g_00053
OG0000376	Prbf.g_01364	Syai.g_00055
OG0000377	Prbf.g_01368	Syai.g_02769
OG0000378	Prbf.g_01372	Syai.g_02751
OG0000379	Prbf.g_01375	Syai.g_02733
OG0000380	Prbf.g_01392	Syai.g_02472
OG0000381	Prbf.g_01397	Syai.g_02475
OG0000382	Prbf.g_01407	Syai.g_02493
OG0000383	Prbf.g_01409	Syai.g_02498
OG0000384	Prbf.g_01410	Syai.g_02499
OG0000385	Prbf.g_01411	Syai.g_02500
OG0000386	Prbf.g_01412	Syai.g_02501
OG0000387	Prbf.g_01426	Syai.g_02534
OG0000388	Prbf.g_01430	Syai.g_02538
OG0000389	Prbf.g_01433	Syai.g_02542
OG0000390	Prbf.g_01443	Syai.g_02556
OG0000391	Prbf.g_01446	Syai.g_02561
OG0000392	Prbf.g_01450	Syai.g_02568
OG0000393	Prbf.g_01453	Syai.g_02570
OG0000394	Prbf.g_01454	Syai.g_02571
OG0000395	Prbf.g_01455	Syai.g_02572
OG0000396	Prbf.g_01457	Syai.g_02575
OG0000397	Prbf.g_01459	Syai.g_02577
OG0000398	Prbf.g_01462	Syai.g_02582
OG0000399	Prbf.g_01463	Syai.g_02583
OG0000400	Prbf.g_01464	Syai.g_02584
OG0000401	Prbf.g_01465	Syai.g_02585
OG0000402	Prbf.g_01055	Syai.g_02588
OG0000403	Prbf.g_01467	Syai.g_02589
OG0000404	Prbf.g_01468	Syai.g_02590
OG0000405	Prbf.g_01472	Syai.g_02606
OG0000406	Prbf.g_01480	Syai.g_02610
OG0000407	Prbf.g_01481	Syai.g_02611
OG0000408	Prbf.g_01483	Syai.g_02613
OG0000409	Prbf.g_01485	Syai.g_02615
OG0000410	Prbf.g_01486	Syai.g_02616
OG0000411	Prbf.g_01487	Syai.g_02617
OG0000412	Prbf.g_01488	Syai.g_02618
OG0000413	Prbf.g_01490	Syai.g_02620
OG0000414	Prbf.g_01491	Syai.g_02621
OG0000415	Prbf.g_01492	Syai.g_02622
OG0000416	Prbf.g_01493	Syai.g_02623
OG0000417	Prbf.g_01494	Syai.g_02624
OG0000418	Prbf.g_01499	Syai.g_02629
OG0000419	Prbf.g_01501	Syai.g_02631
OG0000420	Prbf.g_01502	Syai.g_02633
OG0000421	Prbf.g_01507	Syai.g_02638
OG0000422	Prbf.g_01508	Syai.g_02639
OG0000423	Prbf.g_01509	Syai.g_02640
OG0000424	Prbf.g_01510	Syai.g_02641
OG0000425	Prbf.g_01511	Syai.g_02642
OG0000426	Prbf.g_01512	Syai.g_02643
OG0000427	Prbf.g_01513	Syai.g_02644
OG0000428	Prbf.g_01515	Syai.g_02647
OG0000429	Prbf.g_01516	Syai.g_02649
OG0000430	Prbf.g_01517	Syai.g_02650
OG0000431	Prbf.g_01519	Syai.g_02654
OG0000432	Prbf.g_01523	Syai.g_02660
OG0000433	Prbf.g_01524	Syai.g_02662
OG0000434	Prbf.g_01525	Syai.g_02663
OG0000435	Prbf.g_01526	Syai.g_02666
OG0000436	Prbf.g_01531	Syai.g_02671
OG0000437	Prbf.g_01532	Syai.g_02672
OG0000438	Prbf.g_01533	Syai.g_02673
OG0000439	Prbf.g_01535	Syai.g_02675
OG0000440	Prbf.g_01536	Syai.g_02676
OG0000441	Prbf.g_01539	Syai.g_02681
OG0000442	Prbf.g_01540	Syai.g_02682
OG0000443	Prbf.g_01541	Syai.g_02683
OG0000444	Prbf.g_01547	Syai.g_02688
OG0000445	Prbf.g_01548	Syai.g_02689
OG0000446	Prbf.g_01549	Syai.g_02690
OG0000447	Prbf.g_01550	Syai.g_02693
OG0000448	Prbf.g_01551	Syai.g_02694
OG0000449	Prbf.g_01552	Syai.g_02695
OG0000450	Prbf.g_01553	Syai.g_02696
OG0000451	Prbf.g_01554	Syai.g_02697
OG0000452	Prbf.g_01557	Syai.g_02701
OG0000453	Prbf.g_01558	Syai.g_02702
OG0000454	Prbf.g_01559	Syai.g_02703
OG0000455	Prbf.g_01560	Syai.g_02704
OG0000456	Prbf.g_01561	Syai.g_02705
OG0000457	Prbf.g_01563	Syai.g_02707
OG0000458	Prbf.g_01564	Syai.g_02708
OG0000459	Prbf.g_01565	Syai.g_02709
OG0000460	Prbf.g_01573	Syai.g_00535
OG0000461	Prbf.g_01581	Syai.g_00314
OG0000462	Prbf.g_01583	Syai.g_00311
OG0000463	Prbf.g_01584	Syai.g_00310
OG0000464	Prbf.g_01585	Syai.g_00309
OG0000465	Prbf.g_01586	Syai.g_00307
OG0000466	Prbf.g_01589	Syai.g_00303
OG0000467	Prbf.g_01590	Syai.g_00301
OG0000468	Prbf.g_01593	Syai.g_00296
OG0000469	Prbf.g_01601	Syai.g_00282
OG0000470	Prbf.g_01603	Syai.g_00280
OG0000471	Prbf.g_01604	Syai.g_00279
OG0000472	Prbf.g_01606	Syai.g_00277
OG0000473	Prbf.g_01608	Syai.g_00275
OG0000474	Prbf.g_01609	Syai.g_00274
OG0000475	Prbf.g_01610	Syai.g_00273
OG0000476	Prbf.g_01612	Syai.g_00271
OG0000477	Prbf.g_01615	Syai.g_00265
OG0000478	Prbf.g_01616	Syai.g_00264
OG0000479	Prbf.g_01617	Syai.g_00263
OG0000480	Prbf.g_01622	Syai.g_00256
OG0000481	Prbf.g_01625	Syai.g_00254
OG0000482	Prbf.g_01626	Syai.g_00253
OG0000483	Prbf.g_01629	Syai.g_00249
OG0000484	Prbf.g_01630	Syai.g_00248
OG0000485	Prbf.g_01632	Syai.g_00247
OG0000486	Prbf.g_01633	Syai.g_00246
OG0000487	Prbf.g_01636	Syai.g_00240
OG0000488	Prbf.g_01639	Syai.g_00236
OG0000489	Prbf.g_01644	Syai.g_00226
OG0000490	Prbf.g_01648	Syai.g_00218
OG0000491	Prbf.g_01649	Syai.g_00217
OG0000492	Prbf.g_01651	Syai.g_00214
OG0000493	Prbf.g_01652	Syai.g_00213
OG0000494	Prbf.g_01653	Syai.g_00212
OG0000495	Prbf.g_01654	Syai.g_00211
OG0000496	Prbf.g_01655	Syai.g_00210
OG0000497	Prbf.g_01656	Syai.g_00209
OG0000498	Prbf.g_01657	Syai.g_00208
OG0000499	Prbf.g_01658	Syai.g_00207
OG0000500	Prbf.g_01659	Syai.g_00206
OG0000501	Prbf.g_01660	Syai.g_00203
OG0000502	Prbf.g_01663	Syai.g_00192
OG0000503	Prbf.g_01678	Syai.g_00486
OG0000504	Prbf.g_01680	Syai.g_00488
OG0000505	Prbf.g_01681	Syai.g_00489
OG0000506	Prbf.g_01682	Syai.g_00491
OG0000507	Prbf.g_01685	Syai.g_00497
OG0000508	Prbf.g_01689	Syai.g_00501
OG0000509	Prbf.g_01691	Syai.g_00503
OG0000510	Prbf.g_01692	Syai.g_00504
OG0000511	Prbf.g_01693	Syai.g_00505
OG0000512	Prbf.g_01695	Syai.g_00507
OG0000513	Prbf.g_01704	Syai.g_00521
OG0000514	Prbf.g_01715	Syai.g_00528
OG0000515	Prbf.g_01716	Syai.g_00529
OG0000516	Prbf.g_01717	Syai.g_02223
OG0000517	Prbf.g_01719	Syai.g_02229
OG0000518	Prbf.g_01730	Syai.g_02211
OG0000519	Prbf.g_01731	Syai.g_02210
OG0000520	Prbf.g_01732	Syai.g_02209
OG0000521	Prbf.g_01740	Syai.g_00842
OG0000522	Prbf.g_01742	Syai.g_00844
OG0000523	Prbf.g_01743	Syai.g_00845
OG0000524	Prbf.g_01748	Syai.g_00852
OG0000525	Prbf.g_01752	Syai.g_00856
OG0000526	Prbf.g_01753	Syai.g_00859
OG0000527	Prbf.g_01756	Syai.g_00863
OG0000528	Prbf.g_01761	Syai.g_00633
OG0000529	Prbf.g_01764	Syai.g_00639
OG0000530	Prbf.g_01767	Syai.g_00642
OG0000531	Prbf.g_01768	Syai.g_00643
OG0000532	Prbf.g_01770	Syai.g_00646
OG0000533	Prbf.g_01771	Syai.g_00647
OG0000534	Prbf.g_01772	Syai.g_00648
OG0000535	Prbf.g_01773	Syai.g_00649
OG0000536	Prbf.g_01774	Syai.g_00650
OG0000537	Prbf.g_01775	Syai.g_00651
OG0000538	Prbf.g_01784	Syai.g_00662
OG0000539	Prbf.g_01785	Syai.g_00663
OG0000540	Prbf.g_01786	Syai.g_00664
OG0000541	Prbf.g_01787	Syai.g_00665
OG0000542	Prbf.g_01788	Syai.g_00668
OG0000543	Prbf.g_01790	Syai.g_00670
OG0000544	Prbf.g_01791	Syai.g_00671
OG0000545	Prbf.g_01793	Syai.g_00673
OG0000546	Prbf.g_01796	Syai.g_00675
OG0000547	Prbf.g_01798	Syai.g_00677
OG0000548	Prbf.g_01799	Syai.g_00678
OG0000549	Prbf.g_01801	Syai.g_00684
OG0000550	Prbf.g_01805	Syai.g_00689
OG0000551	Prbf.g_01808	Syai.g_00694
OG0000552	Prbf.g_01809	Syai.g_00695
OG0000553	Prbf.g_01810	Syai.g_00698
OG0000554	Prbf.g_01815	Syai.g_00708
OG0000555	Prbf.g_01823	Syai.g_00725
OG0000556	Prbf.g_01825	Syai.g_00728
OG0000557	Prbf.g_01826	Syai.g_00730
OG0000558	Prbf.g_01828	Syai.g_00732
OG0000559	Prbf.g_01832	Syai.g_00736
OG0000560	Prbf.g_01835	Syai.g_00739
