Orthogroup	Prbf	Syag
OG0000229	Prbf.g_01720	Syag.g_00033
OG0000230	Prbf.g_01722	Syag.g_00035
OG0000231	Prbf.g_01733	Syag.g_00048
OG0000232	Prbf.g_01744	Syag.g_00059
OG0000233	Prbf.g_01750	Syag.g_01330
OG0000234	Prbf.g_01759	Syag.g_01358
OG0000235	Prbf.g_01762	Syag.g_01529
OG0000236	Prbf.g_01776	Syag.g_01513
OG0000237	Prbf.g_01789	Syag.g_01495
OG0000238	Prbf.g_01795	Syag.g_01490
OG0000239	Prbf.g_01806	Syag.g_01472
OG0000240	Prbf.g_01807	Syag.g_01471
OG0000241	Prbf.g_01811	Syag.g_00396
OG0000242	Prbf.g_01813	Syag.g_01456
OG0000243	Prbf.g_01824	Syag.g_00255
OG0000244	Prbf.g_01827	Syag.g_00268
OG0000245	Prbf.g_01829	Syag.g_00270
OG0000246	Prbf.g_01833	Syag.g_00274
OG0000247	Prbf.g_01843	Syag.g_00286
OG0000248	Prbf.g_01846	Syag.g_00289
OG0000249	Prbf.g_01848	Syag.g_00291
OG0000250	Prbf.g_01853	Syag.g_00299
OG0000251	Prbf.g_01873	Syag.g_00328
OG0000252	Prbf.g_01876	Syag.g_00331
OG0000253	Prbf.g_01877	Syag.g_00333
OG0000254	Prbf.g_01894	Syag.g_00356
OG0000255	Prbf.g_01900	Syag.g_00369
OG0000256	Prbf.g_01910	Syag.g_00385
OG0000257	Prbf.g_00977	Syag.g_00395
OG0000258	Prbf.g_00991	Syag.g_00423
OG0000259	Prbf.g_01008	Syag.g_00560
OG0000260	Prbf.g_01011	Syag.g_00570
OG0000261	Prbf.g_01014	Syag.g_00581
OG0000262	Prbf.g_01018	Syag.g_00586
OG0000263	Prbf.g_01282	Syag.g_01079
OG0000264	Prbf.g_01271	Syag.g_01011
OG0000265	Prbf.g_01253	Syag.g_01021
OG0000266	Prbf.g_01037	Syag.g_00907
OG0000267	Prbf.g_01049	Syag.g_00762
OG0000268	Prbf.g_01050	Syag.g_00763
OG0000269	Prbf.g_01250	Syag.g_00662
OG0000270	Prbf.g_01247	Syag.g_00665
OG0000271	Prbf.g_01239	Syag.g_00673
OG0000274	Prbf.g_01213	Syag.g_00714
OG0000275	Prbf.g_01210	Syag.g_00717
OG0000276	Prbf.g_01204	Syag.g_00723
OG0000277	Prbf.g_01203	Syag.g_00724
OG0000278	Prbf.g_01200	Syag.g_00727
OG0000279	Prbf.g_01193	Syag.g_00735
OG0000280	Prbf.g_01192	Syag.g_00741
OG0000281	Prbf.g_01185	Syag.g_00572
OG0000282	Prbf.g_01318	Syag.g_00611
OG0000283	Prbf.g_01141	Syag.g_00775
OG0000284	Prbf.g_01136	Syag.g_00780
OG0000285	Prbf.g_01131	Syag.g_00791
OG0000286	Prbf.g_01118	Syag.g_00809
OG0000287	Prbf.g_00065	Syag.g_00838
OG0000288	Prbf.g_01079	Syag.g_00869
OG0000289	Prbf.g_01063	Syag.g_00884
OG0000290	Prbf.g_01167	Syag.g_00970
OG0000291	Prbf.g_01169	Syag.g_00972
OG0000292	Prbf.g_00873	Syag.g_02265
OG0000293	Prbf.g_00908	Syag.g_01155
OG0000294	Prbf.g_00909	Syag.g_01154
OG0000295	Prbf.g_00932	Syag.g_01115
OG0000296	Prbf.g_00934	Syag.g_01113
OG0000297	Prbf.g_00943	Syag.g_01099
OG0000298	Prbf.g_00944	Syag.g_01098
OG0000299	Prbf.g_00963	Syag.g_01067
OG0000301	Prbf.g_00967	Syag.g_01061
OG0000302	Prbf.g_00969	Syag.g_01060
OG0000303	Prbf.g_00975	Syag.g_01048
OG0000304	Prbf.g_01915	Syag.g_01041
OG0000305	Prbf.g_00875	Syag.g_00977
OG0000306	Prbf.g_01181	Syag.g_00460
OG0000307	Prbf.g_00104	Syag.g_01546
OG0000308	Prbf.g_00105	Syag.g_01548
OG0000309	Prbf.g_00109	Syag.g_01553
OG0000310	Prbf.g_00143	Syag.g_01291
OG0000311	Prbf.g_00145	Syag.g_01300
OG0000312	Prbf.g_00148	Syag.g_01434
OG0000313	Prbf.g_00161	Syag.g_00966, Syag.g_01412
OG0000314	Prbf.g_00184	Syag.g_01380
OG0000315	Prbf.g_00194	Syag.g_01369
OG0000316	Prbf.g_00219	Syag.g_01641
OG0000317	Prbf.g_00696	Syag.g_01684
OG0000318	Prbf.g_00692	Syag.g_01688
OG0000319	Prbf.g_00679	Syag.g_01710
OG0000320	Prbf.g_00677	Syag.g_01712
OG0000321	Prbf.g_00676	Syag.g_01713
OG0000322	Prbf.g_00675	Syag.g_01714
OG0000323	Prbf.g_00666	Syag.g_01728
OG0000324	Prbf.g_00639	Syag.g_01757
OG0000325	Prbf.g_00628	Syag.g_02690
OG0000326	Prbf.g_00621	Syag.g_02698
OG0000327	Prbf.g_00600	Syag.g_02728
OG0000328	Prbf.g_00599	Syag.g_02729
OG0000329	Prbf.g_00582	Syag.g_02747
OG0000330	Prbf.g_00581	Syag.g_02748
OG0000331	Prbf.g_00580	Syag.g_02749
OG0000332	Prbf.g_00566	Syag.g_02764
OG0000333	Prbf.g_00564	Syag.g_02767
OG0000334	Prbf.g_00555	Syag.g_02777
OG0000335	Prbf.g_00550	Syag.g_02782
OG0000336	Prbf.g_00546	Syag.g_02786
OG0000337	Prbf.g_00528	Syag.g_02445
OG0000338	Prbf.g_00527	Syag.g_02440
OG0000340	Prbf.g_00512	Syag.g_02416
OG0000341	Prbf.g_00510	Syag.g_02414
OG0000342	Prbf.g_00509	Syag.g_02413
OG0000343	Prbf.g_00508	Syag.g_02411
OG0000344	Prbf.g_00505	Syag.g_02407
OG0000345	Prbf.g_00499	Syag.g_02397
OG0000346	Prbf.g_00495	Syag.g_02392
OG0000347	Prbf.g_00477	Syag.g_02366
OG0000348	Prbf.g_00469	Syag.g_02357
OG0000349	Prbf.g_00452	Syag.g_02330
OG0000350	Prbf.g_00351	Syag.g_02705
OG0000351	Prbf.g_00412	Syag.g_02244
OG0000352	Prbf.g_00411	Syag.g_02245
OG0000353	Prbf.g_00394	Syag.g_02271
OG0000355	Prbf.g_00392	Syag.g_02273
OG0000356	Prbf.g_00391	Syag.g_02274
OG0000357	Prbf.g_00390	Syag.g_02275
OG0000358	Prbf.g_00386	Syag.g_02279
OG0000359	Prbf.g_00385	Syag.g_02281
OG0000360	Prbf.g_00384	Syag.g_02282
OG0000361	Prbf.g_00383	Syag.g_02283
OG0000362	Prbf.g_00381	Syag.g_02285
OG0000363	Prbf.g_01336	Syag.g_02287
OG0000364	Prbf.g_01337	Syag.g_02288
OG0000365	Prbf.g_01342	Syag.g_02297
OG0000366	Prbf.g_01343	Syag.g_02298
OG0000367	Prbf.g_01344	Syag.g_02299
OG0000368	Prbf.g_01346	Syag.g_02301
OG0000369	Prbf.g_01347	Syag.g_02302
OG0000370	Prbf.g_01348	Syag.g_02303
OG0000371	Prbf.g_01355	Syag.g_02312
OG0000372	Prbf.g_01358	Syag.g_02317
OG0000373	Prbf.g_01359	Syag.g_02318
OG0000374	Prbf.g_01360	Syag.g_02319
OG0000375	Prbf.g_01362	Syag.g_02326
OG0000376	Prbf.g_01364	Syag.g_02328
OG0000377	Prbf.g_01368	Syag.g_02119
OG0000378	Prbf.g_01372	Syag.g_02099
OG0000379	Prbf.g_01375	Syag.g_02091
OG0000380	Prbf.g_01392	Syag.g_01817
OG0000381	Prbf.g_01397	Syag.g_01820
OG0000382	Prbf.g_01407	Syag.g_01838
OG0000383	Prbf.g_01409	Syag.g_01843
OG0000384	Prbf.g_01410	Syag.g_01844
OG0000385	Prbf.g_01411	Syag.g_01845
OG0000386	Prbf.g_01412	Syag.g_01846
OG0000387	Prbf.g_01426	Syag.g_01876
OG0000388	Prbf.g_01430	Syag.g_01880
OG0000389	Prbf.g_01433	Syag.g_01884
OG0000390	Prbf.g_01443	Syag.g_01903
OG0000391	Prbf.g_01446	Syag.g_01908
OG0000392	Prbf.g_01450	Syag.g_01914
OG0000393	Prbf.g_01453	Syag.g_01917
OG0000394	Prbf.g_01454	Syag.g_01918
OG0000395	Prbf.g_01455	Syag.g_01919
OG0000396	Prbf.g_01457	Syag.g_01922
OG0000397	Prbf.g_01459	Syag.g_01924
OG0000398	Prbf.g_01462	Syag.g_01929
OG0000399	Prbf.g_01463	Syag.g_01930
OG0000400	Prbf.g_01464	Syag.g_01931
OG0000401	Prbf.g_01465	Syag.g_01932
OG0000402	Prbf.g_01055	Syag.g_01934
OG0000403	Prbf.g_01467	Syag.g_01935
OG0000404	Prbf.g_01468	Syag.g_01937
OG0000405	Prbf.g_01472	Syag.g_01949
OG0000406	Prbf.g_01480	Syag.g_01953
OG0000407	Prbf.g_01481	Syag.g_01954
OG0000408	Prbf.g_01483	Syag.g_01956
OG0000409	Prbf.g_01485	Syag.g_01958
OG0000410	Prbf.g_01486	Syag.g_01959
OG0000411	Prbf.g_01487	Syag.g_01960
OG0000412	Prbf.g_01488	Syag.g_01961
OG0000413	Prbf.g_01490	Syag.g_01963
OG0000414	Prbf.g_01491	Syag.g_01964
OG0000415	Prbf.g_01492	Syag.g_01965
OG0000416	Prbf.g_01493	Syag.g_01966
OG0000417	Prbf.g_01494	Syag.g_01967
OG0000418	Prbf.g_01499	Syag.g_01973
OG0000419	Prbf.g_01501	Syag.g_01975
OG0000420	Prbf.g_01502	Syag.g_01977
OG0000421	Prbf.g_01507	Syag.g_01982
OG0000422	Prbf.g_01508	Syag.g_01983
OG0000423	Prbf.g_01509	Syag.g_01984
OG0000424	Prbf.g_01510	Syag.g_01985
OG0000425	Prbf.g_01511	Syag.g_01986
OG0000426	Prbf.g_01512	Syag.g_01987
OG0000427	Prbf.g_01513	Syag.g_01988
OG0000428	Prbf.g_01515	Syag.g_01991
OG0000429	Prbf.g_01516	Syag.g_01993
OG0000430	Prbf.g_01517	Syag.g_01995
OG0000431	Prbf.g_01519	Syag.g_01998
OG0000432	Prbf.g_01523	Syag.g_02007
OG0000433	Prbf.g_01524	Syag.g_02009
OG0000434	Prbf.g_01525	Syag.g_02010
OG0000435	Prbf.g_01526	Syag.g_02017
OG0000436	Prbf.g_01531	Syag.g_02028
OG0000437	Prbf.g_01532	Syag.g_02029
OG0000438	Prbf.g_01533	Syag.g_02031
OG0000439	Prbf.g_01535	Syag.g_02033
OG0000440	Prbf.g_01536	Syag.g_02034
OG0000441	Prbf.g_01539	Syag.g_02041
OG0000442	Prbf.g_01540	Syag.g_02044
OG0000443	Prbf.g_01541	Syag.g_02046
OG0000444	Prbf.g_01547	Syag.g_02053
OG0000445	Prbf.g_01548	Syag.g_02054
OG0000446	Prbf.g_01549	Syag.g_02056
OG0000447	Prbf.g_01550	Syag.g_02059
OG0000448	Prbf.g_01551	Syag.g_02060
OG0000449	Prbf.g_01552	Syag.g_02061
OG0000450	Prbf.g_01553	Syag.g_02066
OG0000451	Prbf.g_01554	Syag.g_02067
OG0000452	Prbf.g_01557	Syag.g_02071
OG0000453	Prbf.g_01558	Syag.g_02072
OG0000454	Prbf.g_01559	Syag.g_02073
OG0000455	Prbf.g_01560	Syag.g_02074
OG0000456	Prbf.g_01561	Syag.g_02075
OG0000457	Prbf.g_01563	Syag.g_02077
OG0000458	Prbf.g_01564	Syag.g_02080
OG0000459	Prbf.g_01565	Syag.g_02081
OG0000460	Prbf.g_01573	Syag.g_01786
OG0000461	Prbf.g_01581	Syag.g_02675
OG0000462	Prbf.g_01583	Syag.g_02672
OG0000463	Prbf.g_01584	Syag.g_02671
OG0000464	Prbf.g_01585	Syag.g_02670
OG0000465	Prbf.g_01586	Syag.g_02668
OG0000466	Prbf.g_01589	Syag.g_02662
OG0000467	Prbf.g_01590	Syag.g_02660
OG0000468	Prbf.g_01593	Syag.g_02636
OG0000469	Prbf.g_01601	Syag.g_02621
OG0000470	Prbf.g_01603	Syag.g_02619
OG0000471	Prbf.g_01604	Syag.g_02618
OG0000472	Prbf.g_01606	Syag.g_02616
OG0000473	Prbf.g_01608	Syag.g_02614
OG0000474	Prbf.g_01609	Syag.g_02613
OG0000475	Prbf.g_01610	Syag.g_02612
OG0000476	Prbf.g_01612	Syag.g_02610
OG0000477	Prbf.g_01615	Syag.g_02604
OG0000478	Prbf.g_01616	Syag.g_02603
OG0000479	Prbf.g_01617	Syag.g_02602
OG0000480	Prbf.g_01622	Syag.g_02595
OG0000481	Prbf.g_01625	Syag.g_02593
OG0000482	Prbf.g_01626	Syag.g_02592
OG0000483	Prbf.g_01629	Syag.g_02588
OG0000484	Prbf.g_01630	Syag.g_02587
OG0000485	Prbf.g_01632	Syag.g_02586
OG0000486	Prbf.g_01633	Syag.g_02585
OG0000487	Prbf.g_01636	Syag.g_02579
OG0000488	Prbf.g_01639	Syag.g_02575
OG0000489	Prbf.g_01644	Syag.g_02565
OG0000490	Prbf.g_01648	Syag.g_02553
OG0000491	Prbf.g_01649	Syag.g_02551
OG0000492	Prbf.g_01651	Syag.g_02549
OG0000493	Prbf.g_01652	Syag.g_02548
OG0000494	Prbf.g_01653	Syag.g_02547
OG0000495	Prbf.g_01654	Syag.g_02546
OG0000496	Prbf.g_01655	Syag.g_02545
OG0000497	Prbf.g_01656	Syag.g_02544
OG0000498	Prbf.g_01657	Syag.g_02543
OG0000499	Prbf.g_01658	Syag.g_02542
OG0000500	Prbf.g_01659	Syag.g_02541
OG0000501	Prbf.g_01660	Syag.g_02538
OG0000502	Prbf.g_01663	Syag.g_02467
OG0000503	Prbf.g_01678	Syag.g_02843
OG0000504	Prbf.g_01680	Syag.g_02845
OG0000505	Prbf.g_01681	Syag.g_02846
OG0000506	Prbf.g_01682	Syag.g_02849
OG0000507	Prbf.g_01685	Syag.g_02855
OG0000508	Prbf.g_01689	Syag.g_02860
OG0000509	Prbf.g_01691	Syag.g_02862
OG0000510	Prbf.g_01692	Syag.g_02863
OG0000511	Prbf.g_01693	Syag.g_02864
OG0000512	Prbf.g_01695	Syag.g_02866
OG0000513	Prbf.g_01704	Syag.g_00009
OG0000514	Prbf.g_01715	Syag.g_00018
OG0000515	Prbf.g_01716	Syag.g_00019
OG0000516	Prbf.g_01717	Syag.g_00025
OG0000517	Prbf.g_01719	Syag.g_00032
OG0000518	Prbf.g_01730	Syag.g_00044
OG0000519	Prbf.g_01731	Syag.g_00045
OG0000520	Prbf.g_01732	Syag.g_00046
OG0000521	Prbf.g_01740	Syag.g_00054
OG0000522	Prbf.g_01742	Syag.g_00056
OG0000523	Prbf.g_01743	Syag.g_00057
OG0000524	Prbf.g_01748	Syag.g_01327
OG0000525	Prbf.g_01752	Syag.g_01345
OG0000526	Prbf.g_01753	Syag.g_01348
OG0000527	Prbf.g_01756	Syag.g_01354
OG0000528	Prbf.g_01761	Syag.g_01532
OG0000529	Prbf.g_01764	Syag.g_01527
OG0000530	Prbf.g_01767	Syag.g_01524
OG0000531	Prbf.g_01768	Syag.g_01523
OG0000532	Prbf.g_01770	Syag.g_01520
OG0000533	Prbf.g_01771	Syag.g_01518
OG0000534	Prbf.g_01772	Syag.g_01517
OG0000535	Prbf.g_01773	Syag.g_01516
OG0000536	Prbf.g_01774	Syag.g_01515
OG0000537	Prbf.g_01775	Syag.g_01514
OG0000538	Prbf.g_01784	Syag.g_01502
OG0000539	Prbf.g_01785	Syag.g_01501
OG0000540	Prbf.g_01786	Syag.g_01500
OG0000541	Prbf.g_01787	Syag.g_01499
OG0000542	Prbf.g_01788	Syag.g_01496
OG0000543	Prbf.g_01790	Syag.g_01494
OG0000544	Prbf.g_01791	Syag.g_01493
OG0000545	Prbf.g_01793	Syag.g_01491
OG0000546	Prbf.g_01796	Syag.g_01489
OG0000547	Prbf.g_01798	Syag.g_01487
OG0000548	Prbf.g_01799	Syag.g_01486
OG0000549	Prbf.g_01801	Syag.g_01480
OG0000550	Prbf.g_01805	Syag.g_01474
OG0000551	Prbf.g_01808	Syag.g_01470
OG0000552	Prbf.g_01809	Syag.g_01469
OG0000553	Prbf.g_01810	Syag.g_01464
OG0000554	Prbf.g_01815	Syag.g_01453
OG0000555	Prbf.g_01823	Syag.g_00075
OG0000556	Prbf.g_01825	Syag.g_00257
OG0000557	Prbf.g_01826	Syag.g_00267
OG0000558	Prbf.g_01828	Syag.g_00269
OG0000559	Prbf.g_01832	Syag.g_00273
OG0000560	Prbf.g_01835	Syag.g_00276
OG0000561	Prbf.g_01836	Syag.g_00277
OG0000562	Prbf.g_01837	Syag.g_00278
OG0000563	Prbf.g_01838	Syag.g_00279
OG0000564	Prbf.g_01839	Syag.g_00280
OG0000565	Prbf.g_01841	Syag.g_00284
