Orthogroup	Prbf	Prai
OG0000093	Prbf.g_01019	Prai.g_01021
OG0000094	Prbf.g_01068	Prai.g_00937
OG0000095	Prbf.g_01170	Prai.g_00918
OG0000096	Prbf.g_00306	Prai.g_01588
OG0000097	Prbf.g_00964	Prai.g_01214
OG0000098	Prbf.g_00071	Prai.g_01353
OG0000099	Prbf.g_00118	Prai.g_01393
OG0000100	Prbf.g_00236	Prai.g_01536
OG0000101	Prbf.g_00558	Prai.g_01782
OG0000102	Prbf.g_00491	Prai.g_01843
OG0000103	Prbf.g_00406	Prai.g_01923
OG0000104	Prbf.g_00397	Prai.g_01932
OG0000105	Prbf.g_01614	Prai.g_00286, Prai.g_00287
OG0000106	Prbf.g_00320	Prai.g_00383
OG0000107	Prbf.g_00629	Prai.g_00397
OG0000108	Prbf.g_01763	Prai.g_00510
OG0000109	Prbf.g_01777	Prai.g_00524
OG0000110	Prbf.g_01856	Prai.g_00603
OG0000111	Prbf.g_01260	Prai.g_00728
OG0000112	Prbf.g_01929	Prai.g_00882
OG0000113	Prbf.g_01222	Prai.g_00825
OG0000114	Prbf.g_01320	Prai.g_01046
OG0000115	Prbf.g_00062	Prai.g_01119
OG0000116	Prbf.g_00907	Prai.g_01162
OG0000117	Prbf.g_00945	Prai.g_01273
OG0000118	Prbf.g_00013	Prai.g_01347
OG0000119	Prbf.g_00864, Prbf.g_00254	Prai.g_01366
OG0000120	Prbf.g_00115	Prai.g_01443
OG0000121	Prbf.g_00159	Prai.g_01465
OG0000123	Prbf.g_00551	Prai.g_01789
OG0000124	Prbf.g_00478	Prai.g_01854
OG0000125	Prbf.g_00443	Prai.g_01892
OG0000126	Prbf.g_00398	Prai.g_01931
OG0000128	Prbf.g_00382	Prai.g_00011
OG0000129	Prbf.g_01367	Prai.g_00051
OG0000130	Prbf.g_01396	Prai.g_00069
OG0000131	Prbf.g_01478	Prai.g_00156
OG0000132	Prbf.g_01498	Prai.g_00175
OG0000133	Prbf.g_01661	Prai.g_00335
OG0000134	Prbf.g_01703	Prai.g_00369
OG0000135	Prbf.g_00044	Prai.g_00393
OG0000136	Prbf.g_01725	Prai.g_00472
OG0000137	Prbf.g_01758	Prai.g_00505
OG0000138	Prbf.g_01778	Prai.g_00525
OG0000139	Prbf.g_01818	Prai.g_00565
OG0000140	Prbf.g_01819	Prai.g_00566
OG0000141	Prbf.g_01890	Prai.g_00635
OG0000142	Prbf.g_00982	Prai.g_00664
OG0000143	Prbf.g_00986	Prai.g_00668
OG0000144	Prbf.g_01000	Prai.g_00681
OG0000145	Prbf.g_00042	Prai.g_00883
OG0000146	Prbf.g_01928	Prai.g_00881
OG0000147	Prbf.g_01927	Prai.g_00880
OG0000148	Prbf.g_01228	Prai.g_00831
OG0000149	Prbf.g_01196	Prai.g_00800
OG0000150	Prbf.g_01186	Prai.g_00792
OG0000151	Prbf.g_01310	Prai.g_01036
OG0000152	Prbf.g_01117	Prai.g_00989
OG0000153	Prbf.g_01098	Prai.g_00970
OG0000154	Prbf.g_01078	Prai.g_00943
OG0000155	Prbf.g_00939	Prai.g_01191
OG0000156	Prbf.g_00037	Prai.g_01323
OG0000157	Prbf.g_00036	Prai.g_01324
OG0000158	Prbf.g_00514	Prai.g_01392
OG0000159	Prbf.g_01387	Prai.g_01321, Prai.g_01390
OG0000160	Prbf.g_00158	Prai.g_01464
OG0000161	Prbf.g_00164	Prai.g_01470
OG0000162	Prbf.g_00170	Prai.g_01476
OG0000163	Prbf.g_00209	Prai.g_01509
OG0000164	Prbf.g_00669	Prai.g_01662
OG0000165	Prbf.g_00662	Prai.g_01669
OG0000166	Prbf.g_00595	Prai.g_01740
OG0000167	Prbf.g_00524	Prai.g_01812
OG0000168	Prbf.g_00513	Prai.g_01822
OG0000169	Prbf.g_00503	Prai.g_01832
OG0000170	Prbf.g_00500	Prai.g_01834
OG0000171	Prbf.g_00479	Prai.g_01853
OG0000172	Prbf.g_00472	Prai.g_01863
OG0000173	Prbf.g_00457	Prai.g_01878
OG0000174	Prbf.g_00428	Prai.g_01905
OG0000175	Prbf.g_00415	Prai.g_01915
OG0000176	Prbf.g_00389	Prai.g_00004
OG0000177	Prbf.g_00388	Prai.g_00005
OG0000178	Prbf.g_00387	Prai.g_00006
OG0000179	Prbf.g_01338	Prai.g_00016
OG0000180	Prbf.g_01339	Prai.g_00017
OG0000181	Prbf.g_01340	Prai.g_00018
OG0000182	Prbf.g_01341	Prai.g_00019
OG0000183	Prbf.g_01345	Prai.g_00023
OG0000184	Prbf.g_01371	Prai.g_00053
OG0000185	Prbf.g_01374	Prai.g_00056
OG0000186	Prbf.g_01390	Prai.g_00064
OG0000187	Prbf.g_01391	Prai.g_00065
OG0000188	Prbf.g_01408	Prai.g_00082
OG0000189	Prbf.g_01422	Prai.g_00096
OG0000190	Prbf.g_01424	Prai.g_00097
OG0000191	Prbf.g_01447	Prai.g_00117
OG0000192	Prbf.g_01452	Prai.g_00121
OG0000193	Prbf.g_01479	Prai.g_00157
OG0000194	Prbf.g_01482	Prai.g_00160
OG0000195	Prbf.g_01484	Prai.g_00162
OG0000196	Prbf.g_01495	Prai.g_00172
OG0000197	Prbf.g_01496	Prai.g_00173
OG0000198	Prbf.g_01497	Prai.g_00174
OG0000199	Prbf.g_01504	Prai.g_00181
OG0000200	Prbf.g_01518	Prai.g_00195
OG0000201	Prbf.g_01527	Prai.g_00203
OG0000202	Prbf.g_01528	Prai.g_00204
OG0000203	Prbf.g_01529	Prai.g_00205
OG0000204	Prbf.g_01530	Prai.g_00206
OG0000205	Prbf.g_01537	Prai.g_00213
OG0000206	Prbf.g_01542	Prai.g_00218
OG0000207	Prbf.g_01545	Prai.g_00220
OG0000208	Prbf.g_01546	Prai.g_00221
OG0000209	Prbf.g_01555	Prai.g_00230
OG0000210	Prbf.g_01556	Prai.g_00231
OG0000211	Prbf.g_01571	Prai.g_00244
OG0000212	Prbf.g_01579	Prai.g_00251
OG0000213	Prbf.g_01597	Prai.g_00270
OG0000214	Prbf.g_01607	Prai.g_00280
OG0000215	Prbf.g_01634	Prai.g_00305
OG0000216	Prbf.g_01635	Prai.g_00307
OG0000217	Prbf.g_01638	Prai.g_00310
OG0000218	Prbf.g_01640	Prai.g_00312
OG0000219	Prbf.g_01641	Prai.g_00313
OG0000220	Prbf.g_01642	Prai.g_00314
OG0000221	Prbf.g_01643	Prai.g_00315
OG0000222	Prbf.g_01650	Prai.g_00323
OG0000223	Prbf.g_01662	Prai.g_00336
OG0000224	Prbf.g_01664	Prai.g_00338
OG0000225	Prbf.g_01690	Prai.g_00358
OG0000226	Prbf.g_01694	Prai.g_00362
OG0000227	Prbf.g_01696	Prai.g_00364
OG0000228	Prbf.g_01700	Prai.g_00367
OG0000229	Prbf.g_01720	Prai.g_00467
OG0000230	Prbf.g_01722	Prai.g_00469
OG0000231	Prbf.g_01733	Prai.g_00480
OG0000232	Prbf.g_01744	Prai.g_00489
OG0000233	Prbf.g_01750	Prai.g_00494
OG0000234	Prbf.g_01759	Prai.g_00506
OG0000235	Prbf.g_01762	Prai.g_00509
OG0000236	Prbf.g_01776	Prai.g_00523
OG0000237	Prbf.g_01789	Prai.g_00536
OG0000238	Prbf.g_01795	Prai.g_00542
OG0000239	Prbf.g_01806	Prai.g_00553
OG0000240	Prbf.g_01807	Prai.g_00554
OG0000241	Prbf.g_01811	Prai.g_00558
OG0000242	Prbf.g_01813	Prai.g_00560
OG0000243	Prbf.g_01824	Prai.g_00571
OG0000244	Prbf.g_01827	Prai.g_00574
OG0000245	Prbf.g_01829	Prai.g_00576
OG0000246	Prbf.g_01833	Prai.g_00580
OG0000247	Prbf.g_01843	Prai.g_00590
OG0000248	Prbf.g_01846	Prai.g_00593
OG0000249	Prbf.g_01848	Prai.g_00595
OG0000250	Prbf.g_01853	Prai.g_00600
OG0000251	Prbf.g_01873	Prai.g_00619
OG0000252	Prbf.g_01876	Prai.g_00622
OG0000253	Prbf.g_01877	Prai.g_00623
OG0000254	Prbf.g_01894	Prai.g_00639
OG0000255	Prbf.g_01900	Prai.g_00645
OG0000256	Prbf.g_01910	Prai.g_00656
OG0000257	Prbf.g_00977	Prai.g_00659
OG0000258	Prbf.g_00991	Prai.g_00672
OG0000259	Prbf.g_01008	Prai.g_00689
OG0000260	Prbf.g_01011	Prai.g_00692
OG0000261	Prbf.g_01014	Prai.g_00694
OG0000262	Prbf.g_01018	Prai.g_00698
OG0000263	Prbf.g_01282	Prai.g_00710
OG0000264	Prbf.g_01271	Prai.g_00720
OG0000265	Prbf.g_01253	Prai.g_00748
OG0000266	Prbf.g_01037	Prai.g_00758
OG0000267	Prbf.g_01049	Prai.g_00769
OG0000268	Prbf.g_01050	Prai.g_00770
OG0000269	Prbf.g_01250	Prai.g_00853
OG0000270	Prbf.g_01247	Prai.g_00850
OG0000271	Prbf.g_01239	Prai.g_00842
OG0000272	Prbf.g_01238	Prai.g_00840, Prai.g_00841
OG0000273	Prbf.g_01214	Prai.g_00817
OG0000274	Prbf.g_01213	Prai.g_00816
OG0000275	Prbf.g_01210	Prai.g_00741, Prai.g_00813
OG0000276	Prbf.g_01204	Prai.g_00808
OG0000277	Prbf.g_01203	Prai.g_00807
OG0000278	Prbf.g_01200	Prai.g_00804
OG0000279	Prbf.g_01193	Prai.g_00797
OG0000280	Prbf.g_01192	Prai.g_00796
OG0000281	Prbf.g_01185	Prai.g_00791
OG0000282	Prbf.g_01318	Prai.g_01044
OG0000283	Prbf.g_01141	Prai.g_01012
OG0000284	Prbf.g_01136	Prai.g_01007
OG0000285	Prbf.g_01131	Prai.g_01002
OG0000286	Prbf.g_01118	Prai.g_00990
OG0000287	Prbf.g_00065	Prai.g_00973
OG0000288	Prbf.g_01079	Prai.g_00944
OG0000289	Prbf.g_01063	Prai.g_00934
OG0000290	Prbf.g_01167	Prai.g_00921
OG0000291	Prbf.g_01169	Prai.g_00919
OG0000292	Prbf.g_00873	Prai.g_01107
OG0000293	Prbf.g_00908	Prai.g_01163
OG0000294	Prbf.g_00909	Prai.g_01164
OG0000295	Prbf.g_00932	Prai.g_01183
OG0000296	Prbf.g_00934	Prai.g_01185
OG0000297	Prbf.g_00943	Prai.g_01193
OG0000298	Prbf.g_00944	Prai.g_01194
OG0000299	Prbf.g_00963	Prai.g_01213
OG0000300	Prbf.g_00966	Prai.g_01216
OG0000301	Prbf.g_00967	Prai.g_01217
OG0000302	Prbf.g_00969	Prai.g_01219
OG0000303	Prbf.g_00975	Prai.g_01226
OG0000304	Prbf.g_01915	Prai.g_01230
OG0000305	Prbf.g_00875	Prai.g_01362
OG0000306	Prbf.g_01181	Prai.g_01365
OG0000307	Prbf.g_00104	Prai.g_01379
OG0000308	Prbf.g_00105	Prai.g_01380
OG0000309	Prbf.g_00109	Prai.g_01384
OG0000310	Prbf.g_00143	Prai.g_01448
OG0000311	Prbf.g_00145	Prai.g_01450
OG0000312	Prbf.g_00148	Prai.g_01453
OG0000313	Prbf.g_00161	Prai.g_01467
OG0000314	Prbf.g_00184	Prai.g_01489
OG0000315	Prbf.g_00194	Prai.g_01499
OG0000316	Prbf.g_00219	Prai.g_01519
OG0000317	Prbf.g_00696	Prai.g_01636
OG0000318	Prbf.g_00692	Prai.g_01639
OG0000319	Prbf.g_00679	Prai.g_01652
OG0000320	Prbf.g_00677	Prai.g_01654
OG0000321	Prbf.g_00676	Prai.g_01655
OG0000322	Prbf.g_00675	Prai.g_01656
OG0000323	Prbf.g_00666	Prai.g_01665
OG0000324	Prbf.g_00639	Prai.g_01691
OG0000325	Prbf.g_00628	Prai.g_01702
OG0000326	Prbf.g_00621	Prai.g_01708
OG0000327	Prbf.g_00600	Prai.g_01735
OG0000328	Prbf.g_00599	Prai.g_01736
OG0000329	Prbf.g_00582	Prai.g_01754
OG0000330	Prbf.g_00581	Prai.g_01755
OG0000331	Prbf.g_00580	Prai.g_01756
OG0000332	Prbf.g_00566	Prai.g_01770
OG0000333	Prbf.g_00564	Prai.g_01777
OG0000334	Prbf.g_00555	Prai.g_01785
OG0000335	Prbf.g_00550	Prai.g_01790
OG0000336	Prbf.g_00546	Prai.g_01794
OG0000337	Prbf.g_00528	Prai.g_01810
OG0000338	Prbf.g_00527	Prai.g_01811
OG0000339	Prbf.g_00521	Prai.g_01815
OG0000340	Prbf.g_00512	Prai.g_01823
OG0000341	Prbf.g_00510	Prai.g_01825
OG0000342	Prbf.g_00509	Prai.g_01826
OG0000343	Prbf.g_00508	Prai.g_01827
OG0000344	Prbf.g_00505	Prai.g_01830
OG0000345	Prbf.g_00499	Prai.g_01835
OG0000346	Prbf.g_00495	Prai.g_01839
OG0000347	Prbf.g_00477	Prai.g_01855
OG0000348	Prbf.g_00469	Prai.g_01866
OG0000349	Prbf.g_00452	Prai.g_01883
OG0000350	Prbf.g_00351	Prai.g_01901
OG0000351	Prbf.g_00412	Prai.g_01918
OG0000352	Prbf.g_00411	Prai.g_01919
OG0000353	Prbf.g_00394	Prai.g_01935
OG0000355	Prbf.g_00392	Prai.g_00001
OG0000356	Prbf.g_00391	Prai.g_00002
OG0000357	Prbf.g_00390	Prai.g_00003
OG0000358	Prbf.g_00386	Prai.g_00007
OG0000359	Prbf.g_00385	Prai.g_00008
OG0000360	Prbf.g_00384	Prai.g_00009
OG0000361	Prbf.g_00383	Prai.g_00010
OG0000362	Prbf.g_00381	Prai.g_00012
OG0000363	Prbf.g_01336	Prai.g_00014
OG0000364	Prbf.g_01337	Prai.g_00015
OG0000365	Prbf.g_01342	Prai.g_00020
OG0000366	Prbf.g_01343	Prai.g_00021
OG0000367	Prbf.g_01344	Prai.g_00022
OG0000368	Prbf.g_01346	Prai.g_00024
OG0000369	Prbf.g_01347	Prai.g_00025
OG0000370	Prbf.g_01348	Prai.g_00026
OG0000371	Prbf.g_01355	Prai.g_00032
OG0000372	Prbf.g_01358	Prai.g_00035
OG0000373	Prbf.g_01359	Prai.g_00036
OG0000374	Prbf.g_01360	Prai.g_00037
OG0000375	Prbf.g_01362	Prai.g_00047
OG0000376	Prbf.g_01364	Prai.g_00049
OG0000377	Prbf.g_01368	Prai.g_00052
OG0000378	Prbf.g_01372	Prai.g_00054
OG0000379	Prbf.g_01375	Prai.g_00057
OG0000380	Prbf.g_01392	Prai.g_00066
OG0000381	Prbf.g_01397	Prai.g_00070
OG0000382	Prbf.g_01407	Prai.g_00081
OG0000383	Prbf.g_01409	Prai.g_00083
OG0000384	Prbf.g_01410	Prai.g_00084
OG0000385	Prbf.g_01411	Prai.g_00085
OG0000386	Prbf.g_01412	Prai.g_00086
OG0000387	Prbf.g_01426	Prai.g_00099
OG0000388	Prbf.g_01430	Prai.g_00102
OG0000389	Prbf.g_01433	Prai.g_00106
OG0000390	Prbf.g_01443	Prai.g_00113
OG0000391	Prbf.g_01446	Prai.g_00116
OG0000392	Prbf.g_01450	Prai.g_00120
OG0000393	Prbf.g_01453	Prai.g_00122
OG0000394	Prbf.g_01454	Prai.g_00123
OG0000395	Prbf.g_01455	Prai.g_00124
OG0000396	Prbf.g_01457	Prai.g_00127
OG0000397	Prbf.g_01459	Prai.g_00129
OG0000398	Prbf.g_01462	Prai.g_00131
OG0000399	Prbf.g_01463	Prai.g_00132
OG0000400	Prbf.g_01464	Prai.g_00133
OG0000401	Prbf.g_01465	Prai.g_00134
OG0000402	Prbf.g_01055	Prai.g_00136
OG0000403	Prbf.g_01467	Prai.g_00137
OG0000404	Prbf.g_01468	Prai.g_00138
OG0000405	Prbf.g_01472	Prai.g_00142
OG0000406	Prbf.g_01480	Prai.g_00158
OG0000407	Prbf.g_01481	Prai.g_00159
OG0000408	Prbf.g_01483	Prai.g_00161
OG0000409	Prbf.g_01485	Prai.g_00163
OG0000410	Prbf.g_01486	Prai.g_00164
OG0000411	Prbf.g_01487	Prai.g_00165
OG0000412	Prbf.g_01488	Prai.g_00166
OG0000413	Prbf.g_01490	Prai.g_00167
OG0000414	Prbf.g_01491	Prai.g_01288, Prai.g_00168
OG0000415	Prbf.g_01492	Prai.g_00169
OG0000416	Prbf.g_01493	Prai.g_00170
OG0000417	Prbf.g_01494	Prai.g_00171
OG0000418	Prbf.g_01499	Prai.g_00176
OG0000419	Prbf.g_01501	Prai.g_00178
OG0000420	Prbf.g_01502	Prai.g_00179
OG0000421	Prbf.g_01507	Prai.g_00184
OG0000422	Prbf.g_01508	Prai.g_00185
OG0000423	Prbf.g_01509	Prai.g_00186
OG0000424	Prbf.g_01510	Prai.g_00187
OG0000425	Prbf.g_01511	Prai.g_00188
OG0000426	Prbf.g_01512	Prai.g_00189
OG0000427	Prbf.g_01513	Prai.g_00190
OG0000428	Prbf.g_01515	Prai.g_00192
OG0000429	Prbf.g_01516	Prai.g_00193
OG0000430	Prbf.g_01517	Prai.g_00194
OG0000431	Prbf.g_01519	Prai.g_00196
OG0000432	Prbf.g_01523	Prai.g_00199
OG0000433	Prbf.g_01524	Prai.g_00200
OG0000434	Prbf.g_01525	Prai.g_00201
OG0000435	Prbf.g_01526	Prai.g_00202
OG0000436	Prbf.g_01531	Prai.g_00207
OG0000437	Prbf.g_01532	Prai.g_00208
OG0000438	Prbf.g_01533	Prai.g_00209
OG0000439	Prbf.g_01535	Prai.g_00211
OG0000440	Prbf.g_01536	Prai.g_00212
OG0000441	Prbf.g_01539	Prai.g_00215
OG0000442	Prbf.g_01540	Prai.g_00216
OG0000443	Prbf.g_01541	Prai.g_00217
OG0000444	Prbf.g_01547	Prai.g_00222
OG0000445	Prbf.g_01548	Prai.g_00223
OG0000446	Prbf.g_01549	Prai.g_00224
OG0000447	Prbf.g_01550	Prai.g_00225
OG0000448	Prbf.g_01551	Prai.g_00226
OG0000449	Prbf.g_01552	Prai.g_00227
OG0000450	Prbf.g_01553	Prai.g_00228
OG0000451	Prbf.g_01554	Prai.g_00229
OG0000452	Prbf.g_01557	Prai.g_00232
OG0000453	Prbf.g_01558	Prai.g_00233
OG0000454	Prbf.g_01559	Prai.g_00234
OG0000455	Prbf.g_01560	Prai.g_00235
OG0000456	Prbf.g_01561	Prai.g_00236
OG0000457	Prbf.g_01563	Prai.g_00237
OG0000458	Prbf.g_01564	Prai.g_00238
OG0000459	Prbf.g_01565	Prai.g_00239
OG0000460	Prbf.g_01573	Prai.g_00246
OG0000461	Prbf.g_01581	Prai.g_00255
OG0000462	Prbf.g_01583	Prai.g_00257
OG0000463	Prbf.g_01584	Prai.g_00258
OG0000464	Prbf.g_01585	Prai.g_00259
OG0000465	Prbf.g_01586	Prai.g_00260
OG0000466	Prbf.g_01589	Prai.g_00263
OG0000467	Prbf.g_01590	Prai.g_00264
OG0000468	Prbf.g_01593	Prai.g_00266
OG0000469	Prbf.g_01601	Prai.g_00275
OG0000470	Prbf.g_01603	Prai.g_00277
OG0000471	Prbf.g_01604	Prai.g_00278
OG0000472	Prbf.g_01606	Prai.g_00279
OG0000473	Prbf.g_01608	Prai.g_00281
OG0000474	Prbf.g_01609	Prai.g_00282
OG0000475	Prbf.g_01610	Prai.g_00283
OG0000476	Prbf.g_01612	Prai.g_00284
OG0000477	Prbf.g_01615	Prai.g_00288
OG0000478	Prbf.g_01616	Prai.g_00289
OG0000479	Prbf.g_01617	Prai.g_00290
OG0000480	Prbf.g_01622	Prai.g_00295
OG0000481	Prbf.g_01625	Prai.g_00297
OG0000482	Prbf.g_01626	Prai.g_00298
OG0000483	Prbf.g_01629	Prai.g_00301
OG0000484	Prbf.g_01630	Prai.g_00302
OG0000485	Prbf.g_01632	Prai.g_00303
OG0000486	Prbf.g_01633	Prai.g_00304
OG0000487	Prbf.g_01636	Prai.g_00308
OG0000488	Prbf.g_01639	Prai.g_00311
OG0000489	Prbf.g_01644	Prai.g_00316
OG0000490	Prbf.g_01648	Prai.g_00321
OG0000491	Prbf.g_01649	Prai.g_00322
OG0000492	Prbf.g_01651	Prai.g_00324
OG0000493	Prbf.g_01652	Prai.g_00325
OG0000494	Prbf.g_01653	Prai.g_00326
OG0000495	Prbf.g_01654	Prai.g_00327
OG0000496	Prbf.g_01655	Prai.g_00328
OG0000497	Prbf.g_01656	Prai.g_00329
OG0000498	Prbf.g_01657	Prai.g_00330
OG0000499	Prbf.g_01658	Prai.g_00331
OG0000500	Prbf.g_01659	Prai.g_00332
OG0000501	Prbf.g_01660	Prai.g_00334
OG0000502	Prbf.g_01663	Prai.g_00337
OG0000503	Prbf.g_01678	Prai.g_00347
OG0000504	Prbf.g_01680	Prai.g_00348
OG0000505	Prbf.g_01681	Prai.g_00349
OG0000506	Prbf.g_01682	Prai.g_00351
OG0000507	Prbf.g_01685	Prai.g_00354
OG0000508	Prbf.g_01689	Prai.g_00357
OG0000509	Prbf.g_01691	Prai.g_00359
OG0000510	Prbf.g_01692	Prai.g_00360
OG0000511	Prbf.g_01693	Prai.g_00361
OG0000512	Prbf.g_01695	Prai.g_00363
OG0000513	Prbf.g_01704	Prai.g_00370
OG0000514	Prbf.g_01715	Prai.g_00462
OG0000515	Prbf.g_01716	Prai.g_00463
OG0000516	Prbf.g_01717	Prai.g_00464
OG0000517	Prbf.g_01719	Prai.g_00466
OG0000518	Prbf.g_01730	Prai.g_00477
OG0000519	Prbf.g_01731	Prai.g_00478
OG0000520	Prbf.g_01732	Prai.g_00479
OG0000521	Prbf.g_01740	Prai.g_00484
OG0000522	Prbf.g_01742	Prai.g_00486
OG0000523	Prbf.g_01743	Prai.g_00487
OG0000524	Prbf.g_01748	Prai.g_00492
OG0000525	Prbf.g_01752	Prai.g_00495
OG0000526	Prbf.g_01753	Prai.g_00496
OG0000527	Prbf.g_01756	Prai.g_00503
OG0000528	Prbf.g_01761	Prai.g_00508
OG0000529	Prbf.g_01764	Prai.g_00511
OG0000530	Prbf.g_01767	Prai.g_00514
OG0000531	Prbf.g_01768	Prai.g_00515
OG0000532	Prbf.g_01770	Prai.g_00517
OG0000533	Prbf.g_01771	Prai.g_00518
OG0000534	Prbf.g_01772	Prai.g_00519
OG0000535	Prbf.g_01773	Prai.g_00520
OG0000536	Prbf.g_01774	Prai.g_00521
OG0000537	Prbf.g_01775	Prai.g_00522
OG0000538	Prbf.g_01784	Prai.g_00530
OG0000539	Prbf.g_01785	Prai.g_00531
OG0000540	Prbf.g_01786	Prai.g_00532
OG0000541	Prbf.g_01787	Prai.g_00533
OG0000542	Prbf.g_01788	Prai.g_00535
OG0000543	Prbf.g_01790	Prai.g_00537
OG0000544	Prbf.g_01791	Prai.g_00538
OG0000545	Prbf.g_01793	Prai.g_00540
OG0000546	Prbf.g_01796	Prai.g_00543
OG0000547	Prbf.g_01798	Prai.g_00544
OG0000548	Prbf.g_01799	Prai.g_00545
OG0000549	Prbf.g_01801	Prai.g_00547
OG0000550	Prbf.g_01805	Prai.g_00552
OG0000551	Prbf.g_01808	Prai.g_00555
OG0000552	Prbf.g_01809	Prai.g_00556
OG0000553	Prbf.g_01810	Prai.g_00557
OG0000554	Prbf.g_01815	Prai.g_00562
OG0000555	Prbf.g_01823	Prai.g_00570
OG0000556	Prbf.g_01825	Prai.g_00572
OG0000557	Prbf.g_01826	Prai.g_00573
OG0000558	Prbf.g_01828	Prai.g_00575
