Orthogroup	Prbf	Syal
OG0000229	Prbf.g_01720	Syal.g_00525
OG0000230	Prbf.g_01722	Syal.g_00523
OG0000231	Prbf.g_01733	Syal.g_00510
OG0000232	Prbf.g_01744	Syal.g_00495
OG0000233	Prbf.g_01750	Syal.g_00487
OG0000234	Prbf.g_01759	Syal.g_00461
OG0000235	Prbf.g_01762	Syal.g_02896
OG0000236	Prbf.g_01776	Syal.g_02912
OG0000237	Prbf.g_01789	Syal.g_02930
OG0000238	Prbf.g_01795	Syal.g_02935
OG0000239	Prbf.g_01806	Syal.g_02951
OG0000240	Prbf.g_01807	Syal.g_02952
OG0000241	Prbf.g_01811	Syal.g_02696
OG0000242	Prbf.g_01813	Syal.g_02840
OG0000243	Prbf.g_01824	Syal.g_02822
OG0000244	Prbf.g_01827	Syal.g_02815
OG0000245	Prbf.g_01829	Syal.g_02813
OG0000246	Prbf.g_01833	Syal.g_02809
OG0000247	Prbf.g_01843	Syal.g_02797
OG0000248	Prbf.g_01846	Syal.g_02794
OG0000249	Prbf.g_01848	Syal.g_02792
OG0000250	Prbf.g_01853	Syal.g_02786
OG0000251	Prbf.g_01873	Syal.g_02760
OG0000252	Prbf.g_01876	Syal.g_02757
OG0000253	Prbf.g_01877	Syal.g_02755
OG0000254	Prbf.g_01894	Syal.g_02732
OG0000255	Prbf.g_01900	Syal.g_02719
OG0000256	Prbf.g_01910	Syal.g_02705
OG0000257	Prbf.g_00977	Syal.g_02697
OG0000258	Prbf.g_00991	Syal.g_02623
OG0000259	Prbf.g_01008	Syal.g_02182
OG0000260	Prbf.g_01011	Syal.g_02188
OG0000261	Prbf.g_01014	Syal.g_02199
OG0000262	Prbf.g_01018	Syal.g_02204
OG0000263	Prbf.g_01282	Syal.g_01720
OG0000264	Prbf.g_01271	Syal.g_01788
OG0000265	Prbf.g_01253	Syal.g_02534
OG0000266	Prbf.g_01037	Syal.g_02421
OG0000267	Prbf.g_01049	Syal.g_02043
OG0000268	Prbf.g_01050	Syal.g_02042
OG0000269	Prbf.g_01250	Syal.g_02409
OG0000270	Prbf.g_01247	Syal.g_02412
OG0000271	Prbf.g_01239	Syal.g_01871
OG0000272	Prbf.g_01238	Syal.g_01872
OG0000274	Prbf.g_01213	Syal.g_02455
OG0000275	Prbf.g_01210	Syal.g_02458
OG0000276	Prbf.g_01204	Syal.g_02467
OG0000277	Prbf.g_01203	Syal.g_02468
OG0000278	Prbf.g_01200	Syal.g_02471
OG0000279	Prbf.g_01193	Syal.g_02479
OG0000280	Prbf.g_01192	Syal.g_02493
OG0000281	Prbf.g_01185	Syal.g_02190
OG0000282	Prbf.g_01318	Syal.g_02284
OG0000283	Prbf.g_01141	Syal.g_02028
OG0000284	Prbf.g_01136	Syal.g_02023
OG0000285	Prbf.g_01131	Syal.g_02012
OG0000286	Prbf.g_01118	Syal.g_01992
OG0000287	Prbf.g_00065	Syal.g_01965
OG0000288	Prbf.g_01079	Syal.g_01919
OG0000289	Prbf.g_01063	Syal.g_01904
OG0000290	Prbf.g_01167	Syal.g_01826
OG0000291	Prbf.g_01169	Syal.g_01824
OG0000292	Prbf.g_00873	Syal.g_00089
OG0000293	Prbf.g_00908	Syal.g_01631
OG0000294	Prbf.g_00909	Syal.g_01632
OG0000295	Prbf.g_00932	Syal.g_01687
OG0000296	Prbf.g_00934	Syal.g_01689
OG0000297	Prbf.g_00943	Syal.g_01702
OG0000298	Prbf.g_00944	Syal.g_01703
OG0000299	Prbf.g_00963	Syal.g_01732
OG0000300	Prbf.g_00966	Syal.g_01738
OG0000301	Prbf.g_00967	Syal.g_01739
OG0000302	Prbf.g_00969	Syal.g_01740
OG0000303	Prbf.g_00975	Syal.g_01763
OG0000304	Prbf.g_01915	Syal.g_01756
OG0000305	Prbf.g_00875	Syal.g_01821
OG0000306	Prbf.g_01181	Syal.g_02579
OG0000307	Prbf.g_00104	Syal.g_02880
OG0000308	Prbf.g_00105	Syal.g_02878
OG0000309	Prbf.g_00109	Syal.g_02873
OG0000310	Prbf.g_00143	Syal.g_01537
OG0000311	Prbf.g_00145	Syal.g_00061
OG0000312	Prbf.g_00148	Syal.g_00031
OG0000313	Prbf.g_00161	Syal.g_00381
OG0000314	Prbf.g_00184	Syal.g_00416
OG0000315	Prbf.g_00194	Syal.g_00426
OG0000316	Prbf.g_00219	Syal.g_02987
OG0000317	Prbf.g_00696	Syal.g_00583
OG0000318	Prbf.g_00692	Syal.g_00588
OG0000319	Prbf.g_00679	Syal.g_00608
OG0000320	Prbf.g_00677	Syal.g_00610
OG0000321	Prbf.g_00676	Syal.g_00611
OG0000322	Prbf.g_00675	Syal.g_00612
OG0000323	Prbf.g_00666	Syal.g_00626
OG0000324	Prbf.g_00639	Syal.g_00656
OG0000325	Prbf.g_00628	Syal.g_00195
OG0000326	Prbf.g_00621	Syal.g_00202
OG0000327	Prbf.g_00600	Syal.g_00230
OG0000328	Prbf.g_00599	Syal.g_00231
OG0000329	Prbf.g_00582	Syal.g_00249
OG0000330	Prbf.g_00581	Syal.g_00250
OG0000331	Prbf.g_00580	Syal.g_00251
OG0000332	Prbf.g_00566	Syal.g_00266
OG0000333	Prbf.g_00564	Syal.g_00269
OG0000334	Prbf.g_00555	Syal.g_00279
OG0000335	Prbf.g_00550	Syal.g_00284
OG0000336	Prbf.g_00546	Syal.g_00288
OG0000337	Prbf.g_00528	Syal.g_01343
OG0000338	Prbf.g_00527	Syal.g_01345
OG0000339	Prbf.g_00521	Syal.g_01351
OG0000340	Prbf.g_00512	Syal.g_01434
OG0000341	Prbf.g_00510	Syal.g_01436
OG0000342	Prbf.g_00509	Syal.g_01437
OG0000343	Prbf.g_00508	Syal.g_01441
OG0000344	Prbf.g_00505	Syal.g_01445
OG0000345	Prbf.g_00499	Syal.g_01455
OG0000346	Prbf.g_00495	Syal.g_01460
OG0000347	Prbf.g_00477	Syal.g_01525
OG0000348	Prbf.g_00469	Syal.g_00170
OG0000349	Prbf.g_00452	Syal.g_00148
OG0000350	Prbf.g_00351	Syal.g_00209
OG0000351	Prbf.g_00412	Syal.g_01175
OG0000352	Prbf.g_00411	Syal.g_01176
OG0000353	Prbf.g_00394	Syal.g_00095
OG0000355	Prbf.g_00392	Syal.g_00098
OG0000356	Prbf.g_00391	Syal.g_00099
OG0000357	Prbf.g_00390	Syal.g_00100
OG0000358	Prbf.g_00386	Syal.g_00104
OG0000359	Prbf.g_00385	Syal.g_00106
OG0000360	Prbf.g_00384	Syal.g_00107
OG0000361	Prbf.g_00383	Syal.g_00108
OG0000362	Prbf.g_00381	Syal.g_00110
OG0000363	Prbf.g_01336	Syal.g_00112
OG0000364	Prbf.g_01337	Syal.g_00113
OG0000365	Prbf.g_01342	Syal.g_00122
OG0000366	Prbf.g_01343	Syal.g_00123
OG0000367	Prbf.g_01344	Syal.g_00124
OG0000368	Prbf.g_01346	Syal.g_00126
OG0000369	Prbf.g_01347	Syal.g_00127
OG0000370	Prbf.g_01348	Syal.g_00128
OG0000371	Prbf.g_01355	Syal.g_00135
OG0000372	Prbf.g_01358	Syal.g_00141
OG0000373	Prbf.g_01359	Syal.g_00142
OG0000374	Prbf.g_01360	Syal.g_00143
OG0000375	Prbf.g_01362	Syal.g_00144
OG0000376	Prbf.g_01364	Syal.g_00146
OG0000377	Prbf.g_01368	Syal.g_01061
OG0000378	Prbf.g_01372	Syal.g_01027
OG0000379	Prbf.g_01375	Syal.g_01024
OG0000380	Prbf.g_01392	Syal.g_00749
OG0000381	Prbf.g_01397	Syal.g_00752
OG0000382	Prbf.g_01407	Syal.g_00770
OG0000383	Prbf.g_01409	Syal.g_00775
OG0000384	Prbf.g_01410	Syal.g_00776
OG0000385	Prbf.g_01411	Syal.g_00777
OG0000386	Prbf.g_01412	Syal.g_00778
OG0000387	Prbf.g_01426	Syal.g_00811
OG0000388	Prbf.g_01430	Syal.g_00815
OG0000389	Prbf.g_01433	Syal.g_00819
OG0000390	Prbf.g_01443	Syal.g_00835
OG0000391	Prbf.g_01446	Syal.g_00840
OG0000392	Prbf.g_01450	Syal.g_00846
OG0000393	Prbf.g_01453	Syal.g_00849
OG0000394	Prbf.g_01454	Syal.g_00850
OG0000395	Prbf.g_01455	Syal.g_00851
OG0000396	Prbf.g_01457	Syal.g_00854
OG0000397	Prbf.g_01459	Syal.g_00857
OG0000398	Prbf.g_01462	Syal.g_00862
OG0000399	Prbf.g_01463	Syal.g_00863
OG0000400	Prbf.g_01464	Syal.g_00864
OG0000401	Prbf.g_01465	Syal.g_00865
OG0000402	Prbf.g_01055	Syal.g_00867
OG0000403	Prbf.g_01467	Syal.g_00868
OG0000404	Prbf.g_01468	Syal.g_00870
OG0000405	Prbf.g_01472	Syal.g_00883
OG0000406	Prbf.g_01480	Syal.g_00888
OG0000407	Prbf.g_01481	Syal.g_00889
OG0000408	Prbf.g_01483	Syal.g_00891
OG0000409	Prbf.g_01485	Syal.g_00893
OG0000410	Prbf.g_01486	Syal.g_00894
OG0000411	Prbf.g_01487	Syal.g_00895
OG0000412	Prbf.g_01488	Syal.g_00896
OG0000413	Prbf.g_01490	Syal.g_00898
OG0000414	Prbf.g_01491	Syal.g_00899
OG0000415	Prbf.g_01492	Syal.g_00900
OG0000416	Prbf.g_01493	Syal.g_00901
OG0000417	Prbf.g_01494	Syal.g_00902
OG0000418	Prbf.g_01499	Syal.g_00907
OG0000419	Prbf.g_01501	Syal.g_00909
OG0000420	Prbf.g_01502	Syal.g_00911
OG0000421	Prbf.g_01507	Syal.g_00916
OG0000422	Prbf.g_01508	Syal.g_00917
OG0000423	Prbf.g_01509	Syal.g_00918
OG0000424	Prbf.g_01510	Syal.g_00919
OG0000425	Prbf.g_01511	Syal.g_00920
OG0000426	Prbf.g_01512	Syal.g_00921
OG0000427	Prbf.g_01513	Syal.g_00922
OG0000428	Prbf.g_01515	Syal.g_00925
OG0000429	Prbf.g_01516	Syal.g_00929
OG0000430	Prbf.g_01517	Syal.g_00931
OG0000431	Prbf.g_01519	Syal.g_00934
OG0000432	Prbf.g_01523	Syal.g_00940
OG0000433	Prbf.g_01524	Syal.g_00943
OG0000434	Prbf.g_01525	Syal.g_00944
OG0000435	Prbf.g_01526	Syal.g_00946
OG0000436	Prbf.g_01531	Syal.g_00953
OG0000437	Prbf.g_01532	Syal.g_00954
OG0000438	Prbf.g_01533	Syal.g_00955
OG0000439	Prbf.g_01535	Syal.g_00957
OG0000440	Prbf.g_01536	Syal.g_00958
OG0000441	Prbf.g_01539	Syal.g_00962
OG0000442	Prbf.g_01540	Syal.g_00964
OG0000443	Prbf.g_01541	Syal.g_00966
OG0000444	Prbf.g_01547	Syal.g_00978
OG0000445	Prbf.g_01548	Syal.g_00979
OG0000446	Prbf.g_01549	Syal.g_00981
OG0000447	Prbf.g_01550	Syal.g_00989
OG0000448	Prbf.g_01551	Syal.g_00990
OG0000449	Prbf.g_01552	Syal.g_00991
OG0000450	Prbf.g_01553	Syal.g_00997
OG0000451	Prbf.g_01554	Syal.g_00998
OG0000452	Prbf.g_01557	Syal.g_01002
OG0000453	Prbf.g_01558	Syal.g_01003
OG0000454	Prbf.g_01559	Syal.g_01004
OG0000455	Prbf.g_01560	Syal.g_01005
OG0000456	Prbf.g_01561	Syal.g_01006
OG0000457	Prbf.g_01563	Syal.g_01008
OG0000458	Prbf.g_01564	Syal.g_01009
OG0000459	Prbf.g_01565	Syal.g_01010
OG0000460	Prbf.g_01573	Syal.g_00686
OG0000461	Prbf.g_01581	Syal.g_01199
OG0000462	Prbf.g_01583	Syal.g_01202
OG0000463	Prbf.g_01584	Syal.g_01203
OG0000464	Prbf.g_01585	Syal.g_01204
OG0000465	Prbf.g_01586	Syal.g_01205
OG0000466	Prbf.g_01589	Syal.g_01210
OG0000467	Prbf.g_01590	Syal.g_01212
OG0000468	Prbf.g_01593	Syal.g_01225
OG0000469	Prbf.g_01601	Syal.g_01240
OG0000470	Prbf.g_01603	Syal.g_01242
OG0000471	Prbf.g_01604	Syal.g_01243
OG0000472	Prbf.g_01606	Syal.g_01245
OG0000473	Prbf.g_01608	Syal.g_01247
OG0000474	Prbf.g_01609	Syal.g_01248
OG0000475	Prbf.g_01610	Syal.g_01249
OG0000476	Prbf.g_01612	Syal.g_01251
OG0000477	Prbf.g_01615	Syal.g_01257
OG0000478	Prbf.g_01616	Syal.g_01258
OG0000479	Prbf.g_01617	Syal.g_01259
OG0000480	Prbf.g_01622	Syal.g_01266
OG0000481	Prbf.g_01625	Syal.g_01268
OG0000482	Prbf.g_01626	Syal.g_01269
OG0000483	Prbf.g_01629	Syal.g_01273
OG0000484	Prbf.g_01630	Syal.g_01274
OG0000485	Prbf.g_01632	Syal.g_01275
OG0000486	Prbf.g_01633	Syal.g_01276
OG0000487	Prbf.g_01636	Syal.g_01282
OG0000488	Prbf.g_01639	Syal.g_01286
OG0000489	Prbf.g_01644	Syal.g_01298
OG0000490	Prbf.g_01648	Syal.g_01307
OG0000491	Prbf.g_01649	Syal.g_01308
OG0000492	Prbf.g_01651	Syal.g_01310
OG0000493	Prbf.g_01652	Syal.g_01311
OG0000494	Prbf.g_01653	Syal.g_01312
OG0000495	Prbf.g_01654	Syal.g_01313
OG0000496	Prbf.g_01655	Syal.g_01314
OG0000497	Prbf.g_01656	Syal.g_01315
OG0000498	Prbf.g_01657	Syal.g_01316
OG0000499	Prbf.g_01658	Syal.g_01317
OG0000500	Prbf.g_01659	Syal.g_01318
OG0000501	Prbf.g_01660	Syal.g_01321
OG0000502	Prbf.g_01663	Syal.g_01328
OG0000503	Prbf.g_01678	Syal.g_00347
OG0000504	Prbf.g_01680	Syal.g_00349
OG0000505	Prbf.g_01681	Syal.g_00350
OG0000506	Prbf.g_01682	Syal.g_00352
OG0000507	Prbf.g_01685	Syal.g_00358
OG0000508	Prbf.g_01689	Syal.g_00362
OG0000509	Prbf.g_01691	Syal.g_00364
OG0000510	Prbf.g_01692	Syal.g_00365
OG0000511	Prbf.g_01693	Syal.g_00366
OG0000512	Prbf.g_01695	Syal.g_00368
OG0000513	Prbf.g_01704	Syal.g_00551
OG0000514	Prbf.g_01715	Syal.g_00539
OG0000515	Prbf.g_01716	Syal.g_00538
OG0000516	Prbf.g_01717	Syal.g_00534
OG0000517	Prbf.g_01719	Syal.g_00526
OG0000518	Prbf.g_01730	Syal.g_00514
OG0000519	Prbf.g_01731	Syal.g_00513
OG0000520	Prbf.g_01732	Syal.g_00512
OG0000521	Prbf.g_01740	Syal.g_00502
OG0000522	Prbf.g_01742	Syal.g_00500
OG0000523	Prbf.g_01743	Syal.g_00499
OG0000524	Prbf.g_01748	Syal.g_00491
OG0000525	Prbf.g_01752	Syal.g_00473
OG0000526	Prbf.g_01753	Syal.g_00471
OG0000527	Prbf.g_01756	Syal.g_00465
OG0000528	Prbf.g_01761	Syal.g_02893
OG0000529	Prbf.g_01764	Syal.g_02898
OG0000530	Prbf.g_01767	Syal.g_02901
OG0000531	Prbf.g_01768	Syal.g_02902
OG0000532	Prbf.g_01770	Syal.g_02905
OG0000533	Prbf.g_01771	Syal.g_02907
OG0000534	Prbf.g_01772	Syal.g_02908
OG0000535	Prbf.g_01773	Syal.g_02909
OG0000536	Prbf.g_01774	Syal.g_02910
OG0000537	Prbf.g_01775	Syal.g_02911
OG0000538	Prbf.g_01784	Syal.g_02923
OG0000539	Prbf.g_01785	Syal.g_02924
OG0000540	Prbf.g_01786	Syal.g_02925
OG0000541	Prbf.g_01787	Syal.g_02926
OG0000542	Prbf.g_01788	Syal.g_02929
OG0000543	Prbf.g_01790	Syal.g_02931
OG0000544	Prbf.g_01791	Syal.g_02932
OG0000545	Prbf.g_01793	Syal.g_02934
OG0000546	Prbf.g_01796	Syal.g_02936
OG0000547	Prbf.g_01798	Syal.g_02938
OG0000548	Prbf.g_01799	Syal.g_02939
OG0000549	Prbf.g_01801	Syal.g_02945
OG0000550	Prbf.g_01805	Syal.g_02949
OG0000551	Prbf.g_01808	Syal.g_02953
OG0000552	Prbf.g_01809	Syal.g_02954
OG0000553	Prbf.g_01810	Syal.g_02843
OG0000554	Prbf.g_01815	Syal.g_02837
OG0000555	Prbf.g_01823	Syal.g_02823
OG0000556	Prbf.g_01825	Syal.g_02819
OG0000557	Prbf.g_01826	Syal.g_02816
OG0000558	Prbf.g_01828	Syal.g_02814
OG0000559	Prbf.g_01832	Syal.g_02305, Syal.g_02810
OG0000560	Prbf.g_01835	Syal.g_02807
OG0000561	Prbf.g_01836	Syal.g_02806
OG0000562	Prbf.g_01837	Syal.g_02805
OG0000563	Prbf.g_01838	Syal.g_02804
OG0000564	Prbf.g_01839	Syal.g_02803
