Orthogroup	Prbn	Prbh
OG0000136	Prbn.g_01468	Prbh.g_01034
OG0000137	Prbn.g_01653	Prbh.g_01865
OG0000138	Prbn.g_01183	Prbh.g_01289
OG0000139	Prbn.g_01195	Prbh.g_01276
OG0000140	Prbn.g_00482	Prbh.g_01450
OG0000141	Prbn.g_00886	Prbh.g_01397
OG0000142	Prbn.g_01071	Prbh.g_01385
OG0000143	Prbn.g_01240	Prbh.g_00009
OG0000144	Prbn.g_00200	Prbh.g_00084
OG0000145	Prbn.g_00213	Prbh.g_00100
OG0000146	Prbn.g_00249	Prbh.g_00136
OG0000147	Prbn.g_00898	Prbh.g_00183
OG0000148	Prbn.g_00897	Prbh.g_00184
OG0000149	Prbn.g_01742	Prbh.g_01785
OG0000150	Prbn.g_01782	Prbh.g_01745
OG0000151	Prbn.g_01785	Prbh.g_01742
OG0000152	Prbn.g_01805	Prbh.g_01723
OG0000153	Prbn.g_01839	Prbh.g_01686
OG0000154	Prbn.g_01875	Prbh.g_01650
OG0000155	Prbn.g_01894	Prbh.g_01631
OG0000156	Prbn.g_01012	Prbh.g_01597
OG0000157	Prbn.g_00978	Prbh.g_01563
OG0000158	Prbn.g_00913	Prbh.g_01497
OG0000160	Prbn.g_00301	Prbh.g_01475
OG0000161	Prbn.g_00302	Prbh.g_01474
OG0000162	Prbn.g_00010	Prbh.g_01472
OG0000163	Prbn.g_00009	Prbh.g_01471
OG0000164	Prbn.g_00008	Prbh.g_01470
OG0000165	Prbn.g_00007	Prbh.g_01469
OG0000166	Prbn.g_00006	Prbh.g_01468
OG0000167	Prbn.g_00005	Prbh.g_01467
OG0000168	Prbn.g_00004	Prbh.g_01466
OG0000169	Prbn.g_00001	Prbh.g_01952
OG0000170	Prbn.g_00768	Prbh.g_00766
OG0000171	Prbn.g_00767	Prbh.g_00765
OG0000172	Prbn.g_00766	Prbh.g_00764
OG0000173	Prbn.g_00765	Prbh.g_00763
OG0000174	Prbn.g_00764	Prbh.g_00762
OG0000175	Prbn.g_00763	Prbh.g_00761
OG0000176	Prbn.g_00762	Prbh.g_00760
OG0000177	Prbn.g_00761	Prbh.g_00759
OG0000178	Prbn.g_00760	Prbh.g_00758
OG0000179	Prbn.g_00758	Prbh.g_00756
OG0000180	Prbn.g_00757	Prbh.g_00755
OG0000181	Prbn.g_00756	Prbh.g_00754
OG0000182	Prbn.g_00755	Prbh.g_00753
OG0000183	Prbn.g_00754	Prbh.g_00752
OG0000184	Prbn.g_00752	Prbh.g_00751
OG0000185	Prbn.g_00749	Prbh.g_00748
OG0000186	Prbn.g_00746	Prbh.g_00746
OG0000187	Prbn.g_00745	Prbh.g_00745
OG0000188	Prbn.g_00744	Prbh.g_00744
OG0000189	Prbn.g_00742	Prbh.g_00743
OG0000190	Prbn.g_00740	Prbh.g_00741
OG0000191	Prbn.g_00738	Prbh.g_00739
OG0000192	Prbn.g_00737	Prbh.g_00738
OG0000193	Prbn.g_00736	Prbh.g_00737
OG0000194	Prbn.g_00733	Prbh.g_00734
OG0000195	Prbn.g_00732	Prbh.g_00733
OG0000196	Prbn.g_00731	Prbh.g_00732
OG0000197	Prbn.g_00729	Prbh.g_00730
OG0000198	Prbn.g_00728	Prbh.g_00729
OG0000199	Prbn.g_00726	Prbh.g_00728
OG0000200	Prbn.g_00714	Prbh.g_00719
OG0000201	Prbn.g_00713	Prbh.g_00718
OG0000202	Prbn.g_00712	Prbh.g_00717
OG0000203	Prbn.g_00708	Prbh.g_00713
OG0000204	Prbn.g_00707	Prbh.g_00712
OG0000205	Prbn.g_00704	Prbh.g_00709
OG0000206	Prbn.g_00702	Prbh.g_00707
OG0000207	Prbn.g_01343	Prbh.g_00705
OG0000208	Prbn.g_01342	Prbh.g_00704
OG0000209	Prbn.g_01034	Prbh.g_01878
OG0000210	Prbn.g_01341	Prbh.g_00703
OG0000211	Prbn.g_01340	Prbh.g_00702
OG0000212	Prbn.g_01339	Prbh.g_00701
OG0000213	Prbn.g_01338	Prbh.g_00700
OG0000214	Prbn.g_01337	Prbh.g_00699
OG0000215	Prbn.g_01336	Prbh.g_00698
OG0000216	Prbn.g_01335	Prbh.g_00697
OG0000217	Prbn.g_01333	Prbh.g_00695
OG0000218	Prbn.g_01332	Prbh.g_00694
OG0000219	Prbn.g_01331	Prbh.g_00693
OG0000220	Prbn.g_01330	Prbh.g_00692
OG0000221	Prbn.g_01327	Prbh.g_00689
OG0000222	Prbn.g_01326	Prbh.g_00688
OG0000223	Prbn.g_01325	Prbh.g_00687
OG0000224	Prbn.g_01323	Prbh.g_00686
OG0000225	Prbn.g_01322	Prbh.g_00685
OG0000226	Prbn.g_01321	Prbh.g_00684
OG0000227	Prbn.g_01319	Prbh.g_00682
OG0000228	Prbn.g_01318	Prbh.g_00681
OG0000229	Prbn.g_01317	Prbh.g_00680
OG0000230	Prbn.g_01316	Prbh.g_00679
OG0000231	Prbn.g_01315	Prbh.g_00678
OG0000232	Prbn.g_01314	Prbh.g_00677
OG0000233	Prbn.g_01312	Prbh.g_00676
OG0000234	Prbn.g_01311	Prbh.g_00675
OG0000235	Prbn.g_01310	Prbh.g_00674
OG0000236	Prbn.g_01307	Prbh.g_00671
OG0000237	Prbn.g_01306	Prbh.g_00670
OG0000238	Prbn.g_01305	Prbh.g_00669
OG0000239	Prbn.g_01303	Prbh.g_00667
OG0000240	Prbn.g_01302	Prbh.g_00666
OG0000241	Prbn.g_01301	Prbh.g_00665
OG0000242	Prbn.g_01300	Prbh.g_00664
OG0000243	Prbn.g_01297	Prbh.g_00661
OG0000244	Prbn.g_01294	Prbh.g_00658
OG0000245	Prbn.g_01293	Prbh.g_00657
OG0000246	Prbn.g_01292	Prbh.g_00656
OG0000247	Prbn.g_01290	Prbh.g_00654
OG0000248	Prbn.g_01288	Prbh.g_00652
OG0000249	Prbn.g_01286	Prbh.g_00650
OG0000250	Prbn.g_01285	Prbh.g_00649
OG0000251	Prbn.g_01284	Prbh.g_00648
OG0000252	Prbn.g_01283	Prbh.g_00647
OG0000253	Prbn.g_01282	Prbh.g_00646
OG0000254	Prbn.g_01356	Prbh.g_01144
OG0000255	Prbn.g_01280	Prbh.g_00644
OG0000256	Prbn.g_01277	Prbh.g_00641
OG0000257	Prbn.g_01275	Prbh.g_00639
OG0000258	Prbn.g_01269	Prbh.g_00637
OG0000259	Prbn.g_01268	Prbh.g_00636
OG0000260	Prbn.g_01267	Prbh.g_00635
OG0000261	Prbn.g_01266	Prbh.g_00634
OG0000262	Prbn.g_01265	Prbh.g_00633
OG0000263	Prbn.g_01263	Prbh.g_00631
OG0000264	Prbn.g_01262	Prbh.g_00630
OG0000265	Prbn.g_01261	Prbh.g_00629
OG0000266	Prbn.g_01260	Prbh.g_00628
OG0000267	Prbn.g_01259	Prbh.g_00627
OG0000268	Prbn.g_01257	Prbh.g_00626
OG0000269	Prbn.g_01255	Prbh.g_00624
OG0000270	Prbn.g_01254	Prbh.g_00623
OG0000271	Prbn.g_01253	Prbh.g_00622
OG0000272	Prbn.g_01252	Prbh.g_00621
OG0000273	Prbn.g_01251	Prbh.g_00620
OG0000274	Prbn.g_01250	Prbh.g_00619
OG0000275	Prbn.g_01249	Prbh.g_00618
OG0000276	Prbn.g_01248	Prbh.g_00617
OG0000277	Prbn.g_01246	Prbh.g_00615
OG0000278	Prbn.g_01245	Prbh.g_00614
OG0000279	Prbn.g_01244	Prbh.g_00613
OG0000280	Prbn.g_00383	Prbh.g_00611
OG0000281	Prbn.g_00381	Prbh.g_00610
OG0000282	Prbn.g_00380	Prbh.g_00609
OG0000283	Prbn.g_00379	Prbh.g_00608
OG0000284	Prbn.g_00378	Prbh.g_00607
OG0000285	Prbn.g_00377	Prbh.g_00606
OG0000286	Prbn.g_00376	Prbh.g_00605
OG0000287	Prbn.g_00375	Prbh.g_00604
OG0000288	Prbn.g_00373	Prbh.g_00602
OG0000289	Prbn.g_00372	Prbh.g_00601
OG0000290	Prbn.g_00371	Prbh.g_00600
OG0000291	Prbn.g_00369	Prbh.g_00598
OG0000292	Prbn.g_00367	Prbh.g_00596
OG0000293	Prbn.g_00366	Prbh.g_00595
OG0000294	Prbn.g_00365	Prbh.g_00594
OG0000295	Prbn.g_00364	Prbh.g_00593
OG0000296	Prbn.g_00363	Prbh.g_00592
OG0000297	Prbn.g_00362	Prbh.g_00591
OG0000298	Prbn.g_00360	Prbh.g_00589
OG0000299	Prbn.g_00359	Prbh.g_00588
OG0000300	Prbn.g_00358	Prbh.g_00587
OG0000301	Prbn.g_00357	Prbh.g_00586
OG0000302	Prbn.g_00356	Prbh.g_00585
OG0000303	Prbn.g_00355	Prbh.g_00584
OG0000304	Prbn.g_00353	Prbh.g_00582
OG0000305	Prbn.g_00352	Prbh.g_00581
OG0000306	Prbn.g_00349	Prbh.g_00578
OG0000307	Prbn.g_00348	Prbh.g_00577
OG0000308	Prbn.g_00347	Prbh.g_00576
OG0000309	Prbn.g_00346	Prbh.g_00575
OG0000310	Prbn.g_00345	Prbh.g_00574
OG0000311	Prbn.g_00343	Prbh.g_00573
OG0000312	Prbn.g_00342	Prbh.g_00572
OG0000313	Prbn.g_00341	Prbh.g_00571
OG0000314	Prbn.g_00340	Prbh.g_00570
OG0000315	Prbn.g_00339	Prbh.g_00569
OG0000316	Prbn.g_00338	Prbh.g_00568
OG0000317	Prbn.g_00337	Prbh.g_00567
OG0000318	Prbn.g_00336	Prbh.g_00566
OG0000319	Prbn.g_00335	Prbh.g_00565
OG0000320	Prbn.g_00334	Prbh.g_00564
OG0000321	Prbn.g_00333	Prbh.g_00563
OG0000322	Prbn.g_00332	Prbh.g_00562
OG0000323	Prbn.g_00331	Prbh.g_00561
OG0000324	Prbn.g_00330	Prbh.g_00560
OG0000325	Prbn.g_00329	Prbh.g_00559
OG0000326	Prbn.g_00328	Prbh.g_00558
OG0000327	Prbn.g_00327	Prbh.g_00557
OG0000328	Prbn.g_00325	Prbh.g_00555
OG0000329	Prbn.g_00324	Prbh.g_00554
OG0000330	Prbn.g_00323	Prbh.g_00553
OG0000331	Prbn.g_00321	Prbh.g_00551
OG0000332	Prbn.g_00320	Prbh.g_00550
OG0000333	Prbn.g_00319	Prbh.g_00549
OG0000334	Prbn.g_00318	Prbh.g_00548
OG0000335	Prbn.g_00317	Prbh.g_00547
OG0000336	Prbn.g_00315	Prbh.g_00545
OG0000337	Prbn.g_00314	Prbh.g_00544
OG0000338	Prbn.g_00309	Prbh.g_00539
OG0000339	Prbn.g_00307	Prbh.g_00537
OG0000340	Prbn.g_00305	Prbh.g_00535
OG0000341	Prbn.g_00304	Prbh.g_00534
OG0000342	Prbn.g_00012	Prbh.g_00533
OG0000343	Prbn.g_00013	Prbh.g_00532
OG0000344	Prbn.g_00016	Prbh.g_00529
OG0000345	Prbn.g_00020	Prbh.g_00525
OG0000346	Prbn.g_00021	Prbh.g_00524
OG0000347	Prbn.g_00024	Prbh.g_00521
OG0000348	Prbn.g_00025	Prbh.g_00520
OG0000349	Prbn.g_00026	Prbh.g_00519
OG0000350	Prbn.g_00028	Prbh.g_00517
OG0000351	Prbn.g_00029	Prbh.g_00516
OG0000352	Prbn.g_00030	Prbh.g_00515
OG0000353	Prbn.g_00031	Prbh.g_00514
OG0000354	Prbn.g_00033	Prbh.g_00513
OG0000355	Prbn.g_00034	Prbh.g_00512
OG0000356	Prbn.g_00035	Prbh.g_00511
OG0000357	Prbn.g_00036	Prbh.g_00510
OG0000358	Prbn.g_00037	Prbh.g_00509
OG0000359	Prbn.g_00039	Prbh.g_00507
OG0000360	Prbn.g_00042	Prbh.g_00504
OG0000361	Prbn.g_00043	Prbh.g_00503
OG0000362	Prbn.g_00044	Prbh.g_00502
OG0000363	Prbn.g_00045	Prbh.g_00501
OG0000364	Prbn.g_00049	Prbh.g_00497
OG0000365	Prbn.g_00050	Prbh.g_00496
OG0000366	Prbn.g_00053	Prbh.g_00493
OG0000367	Prbn.g_00054	Prbh.g_00492
OG0000368	Prbn.g_00055	Prbh.g_00491
OG0000369	Prbn.g_00056	Prbh.g_00490
OG0000370	Prbn.g_00057	Prbh.g_00489
OG0000371	Prbn.g_00059	Prbh.g_00487
OG0000372	Prbn.g_00060	Prbh.g_00486
OG0000373	Prbn.g_00061	Prbh.g_00485
OG0000374	Prbn.g_00062	Prbh.g_00484
OG0000375	Prbn.g_00063	Prbh.g_00483
OG0000376	Prbn.g_00066	Prbh.g_00480
OG0000377	Prbn.g_00067	Prbh.g_00479
OG0000378	Prbn.g_00068	Prbh.g_00478
OG0000379	Prbn.g_00069	Prbh.g_00477
OG0000380	Prbn.g_00070	Prbh.g_00476
OG0000381	Prbn.g_00071	Prbh.g_00475
OG0000382	Prbn.g_00072	Prbh.g_00474
OG0000383	Prbn.g_00073	Prbh.g_00473
OG0000384	Prbn.g_00075	Prbh.g_00471
OG0000385	Prbn.g_00076	Prbh.g_00470
OG0000386	Prbn.g_00077	Prbh.g_00469
OG0000387	Prbn.g_00078	Prbh.g_00468
OG0000388	Prbn.g_00079	Prbh.g_00467
OG0000389	Prbn.g_00080	Prbh.g_00466
OG0000390	Prbn.g_00081	Prbh.g_00465
OG0000391	Prbn.g_00082	Prbh.g_00464
OG0000392	Prbn.g_00083	Prbh.g_00463
OG0000393	Prbn.g_00084	Prbh.g_00462
OG0000394	Prbn.g_00085	Prbh.g_00461
OG0000395	Prbn.g_00086	Prbh.g_00460
OG0000396	Prbn.g_00087	Prbh.g_00458
OG0000397	Prbn.g_00089	Prbh.g_00456
OG0000398	Prbn.g_00090	Prbh.g_00455
OG0000399	Prbn.g_00092	Prbh.g_00452
OG0000400	Prbn.g_00098	Prbh.g_00446
OG0000401	Prbn.g_00099	Prbh.g_00445
OG0000402	Prbn.g_00105	Prbh.g_00439
OG0000403	Prbn.g_00107	Prbh.g_00437
OG0000404	Prbn.g_00108	Prbh.g_00436
OG0000405	Prbn.g_00109	Prbh.g_00435
OG0000406	Prbn.g_00112	Prbh.g_00431
OG0000407	Prbn.g_00113	Prbh.g_00430
OG0000408	Prbn.g_00116	Prbh.g_00427
OG0000409	Prbn.g_00117	Prbh.g_00426
OG0000410	Prbn.g_00118	Prbh.g_00425
OG0000411	Prbn.g_00119	Prbh.g_00424
OG0000412	Prbn.g_00120	Prbh.g_00423
OG0000413	Prbn.g_00121	Prbh.g_00422
OG0000414	Prbn.g_00122	Prbh.g_00421
OG0000415	Prbn.g_00123	Prbh.g_00420
OG0000416	Prbn.g_00697	Prbh.g_00416
OG0000417	Prbn.g_00696	Prbh.g_00415
OG0000418	Prbn.g_00694	Prbh.g_00413
OG0000419	Prbn.g_00693	Prbh.g_00412
OG0000420	Prbn.g_01491	Prbh.g_01008
OG0000421	Prbn.g_01145	Prbh.g_01327
OG0000422	Prbn.g_01697	Prbh.g_01877
OG0000423	Prbn.g_01150	Prbh.g_01320
OG0000424	Prbn.g_01810	Prbh.g_01718
OG0000425	Prbn.g_00682	Prbh.g_00401
OG0000426	Prbn.g_00681	Prbh.g_00400
OG0000427	Prbn.g_00680	Prbh.g_00399
OG0000428	Prbn.g_00678	Prbh.g_00397
OG0000429	Prbn.g_00677	Prbh.g_00396
OG0000430	Prbn.g_00675	Prbh.g_00394
OG0000431	Prbn.g_00674	Prbh.g_00393
OG0000432	Prbn.g_00673	Prbh.g_00392
OG0000433	Prbn.g_00672	Prbh.g_00391
OG0000434	Prbn.g_00671	Prbh.g_00390
OG0000435	Prbn.g_00670	Prbh.g_00389
OG0000436	Prbn.g_00669	Prbh.g_00388
OG0000437	Prbn.g_00668	Prbh.g_00387
OG0000438	Prbn.g_00667	Prbh.g_00386
OG0000439	Prbn.g_00666	Prbh.g_00385
OG0000440	Prbn.g_00665	Prbh.g_00384
OG0000441	Prbn.g_00664	Prbh.g_00383
OG0000442	Prbn.g_00663	Prbh.g_00382
OG0000443	Prbn.g_00662	Prbh.g_00381
OG0000444	Prbn.g_00661	Prbh.g_00380
OG0000445	Prbn.g_00657	Prbh.g_00374
OG0000446	Prbn.g_00655	Prbh.g_00372
OG0000447	Prbn.g_00654	Prbh.g_00371
OG0000448	Prbn.g_00653	Prbh.g_00370
OG0000449	Prbn.g_00649	Prbh.g_00367
OG0000450	Prbn.g_00648	Prbh.g_00366
OG0000451	Prbn.g_00647	Prbh.g_00365
OG0000452	Prbn.g_00645	Prbh.g_00363
OG0000453	Prbn.g_00644	Prbh.g_00361
OG0000454	Prbn.g_00643	Prbh.g_00360
OG0000455	Prbn.g_00641	Prbh.g_00358
OG0000456	Prbn.g_00637	Prbh.g_00354
OG0000457	Prbn.g_00636	Prbh.g_00353
OG0000458	Prbn.g_00635	Prbh.g_00352
OG0000459	Prbn.g_00633	Prbh.g_00350
OG0000460	Prbn.g_00631	Prbh.g_00348
OG0000461	Prbn.g_00630	Prbh.g_00347
OG0000462	Prbn.g_00629	Prbh.g_00346
OG0000463	Prbn.g_00627	Prbh.g_00344
OG0000464	Prbn.g_00626	Prbh.g_00343
OG0000465	Prbn.g_00625	Prbh.g_00342
OG0000466	Prbn.g_00624	Prbh.g_00341
OG0000467	Prbn.g_00623	Prbh.g_00340
OG0000468	Prbn.g_00622	Prbh.g_00339
OG0000469	Prbn.g_00621	Prbh.g_00338
OG0000470	Prbn.g_00620	Prbh.g_00337
OG0000471	Prbn.g_00619	Prbh.g_00336
OG0000472	Prbn.g_00613	Prbh.g_00329
OG0000473	Prbn.g_00612	Prbh.g_00328
OG0000474	Prbn.g_00611	Prbh.g_00327
OG0000475	Prbn.g_00610	Prbh.g_00326
OG0000476	Prbn.g_00609	Prbh.g_00325
OG0000477	Prbn.g_00608	Prbh.g_00324
OG0000478	Prbn.g_00607	Prbh.g_00323
OG0000479	Prbn.g_00606	Prbh.g_00322
OG0000480	Prbn.g_00604	Prbh.g_00320
OG0000481	Prbn.g_00602	Prbh.g_00318
OG0000482	Prbn.g_00601	Prbh.g_00317
OG0000483	Prbn.g_00599	Prbh.g_00315
OG0000484	Prbn.g_00598	Prbh.g_00314
OG0000485	Prbn.g_00597	Prbh.g_00313
OG0000486	Prbn.g_00596	Prbh.g_00311
OG0000487	Prbn.g_00592	Prbh.g_00306
OG0000488	Prbn.g_00591	Prbh.g_00305
OG0000489	Prbn.g_00590	Prbh.g_00304
OG0000490	Prbn.g_00589	Prbh.g_00303
OG0000491	Prbn.g_00588	Prbh.g_00302
OG0000492	Prbn.g_00587	Prbh.g_00301
OG0000493	Prbn.g_00586	Prbh.g_00299
OG0000494	Prbn.g_00585	Prbh.g_00298
OG0000495	Prbn.g_00582	Prbh.g_00295
OG0000496	Prbn.g_00581	Prbh.g_00294
OG0000497	Prbn.g_00580	Prbh.g_00293
OG0000498	Prbn.g_00579	Prbh.g_00292
OG0000499	Prbn.g_00578	Prbh.g_00291
OG0000500	Prbn.g_00576	Prbh.g_00290
OG0000501	Prbn.g_00575	Prbh.g_00289
OG0000502	Prbn.g_00574	Prbh.g_00288
OG0000503	Prbn.g_00572	Prbh.g_00286
OG0000504	Prbn.g_00571	Prbh.g_00285
OG0000505	Prbn.g_00570	Prbh.g_00284
OG0000506	Prbn.g_00569	Prbh.g_00283
OG0000507	Prbn.g_00568	Prbh.g_00282
OG0000508	Prbn.g_00567	Prbh.g_00281
OG0000509	Prbn.g_00566	Prbh.g_00280
OG0000510	Prbn.g_00565	Prbh.g_00279
OG0000511	Prbn.g_00563	Prbh.g_00277
OG0000512	Prbn.g_00562	Prbh.g_00276
OG0000513	Prbn.g_00561	Prbh.g_00275
OG0000514	Prbn.g_00560	Prbh.g_00274
OG0000515	Prbn.g_00559	Prbh.g_00273
OG0000516	Prbn.g_00558	Prbh.g_00272
OG0000517	Prbn.g_00557	Prbh.g_00270
OG0000518	Prbn.g_00556	Prbh.g_00269
OG0000519	Prbn.g_00554	Prbh.g_00267
OG0000520	Prbn.g_00552	Prbh.g_00265
OG0000521	Prbn.g_00551	Prbh.g_00264
OG0000522	Prbn.g_00550	Prbh.g_00263
OG0000523	Prbn.g_00549	Prbh.g_00262
OG0000524	Prbn.g_00548	Prbh.g_00261
OG0000525	Prbn.g_00547	Prbh.g_00260
OG0000526	Prbn.g_00546	Prbh.g_00259
OG0000527	Prbn.g_00545	Prbh.g_00258
OG0000528	Prbn.g_00544	Prbh.g_00257
OG0000529	Prbn.g_00543	Prbh.g_00256
OG0000530	Prbn.g_00542	Prbh.g_00255
OG0000531	Prbn.g_00541	Prbh.g_00254
