Orthogroup	Prbn	Pras
OG0000183	Prbn.g_00754	Pras.g_00870
OG0000184	Prbn.g_00752	Pras.g_00871
OG0000185	Prbn.g_00749	Pras.g_00874
OG0000186	Prbn.g_00746	Pras.g_00877
OG0000187	Prbn.g_00745	Pras.g_00878
OG0000188	Prbn.g_00744	Pras.g_00879
OG0000189	Prbn.g_00742	Pras.g_00893
OG0000190	Prbn.g_00740	Pras.g_00895
OG0000191	Prbn.g_00738	Pras.g_00896
OG0000192	Prbn.g_00737	Pras.g_00897
OG0000193	Prbn.g_00736	Pras.g_00898
OG0000194	Prbn.g_00733	Pras.g_00899
OG0000195	Prbn.g_00732	Pras.g_00900
OG0000196	Prbn.g_00731	Pras.g_00901
OG0000197	Prbn.g_00729	Pras.g_00903
OG0000198	Prbn.g_00728	Pras.g_00904
OG0000199	Prbn.g_00726	Pras.g_00905
OG0000200	Prbn.g_00714	Pras.g_00916
OG0000201	Prbn.g_00713	Pras.g_00917
OG0000202	Prbn.g_00712	Pras.g_00918
OG0000203	Prbn.g_00708	Pras.g_00921
OG0000204	Prbn.g_00707	Pras.g_00922
OG0000205	Prbn.g_00704	Pras.g_00924
OG0000206	Prbn.g_00702	Pras.g_00926
OG0000207	Prbn.g_01343	Pras.g_00928
OG0000208	Prbn.g_01342	Pras.g_00929
OG0000209	Prbn.g_01034	Pras.g_00930
OG0000210	Prbn.g_01341	Pras.g_00931
OG0000211	Prbn.g_01340	Pras.g_00932
OG0000212	Prbn.g_01339	Pras.g_00933
OG0000213	Prbn.g_01338	Pras.g_00934
OG0000214	Prbn.g_01337	Pras.g_00935
OG0000215	Prbn.g_01336	Pras.g_00936
OG0000216	Prbn.g_01335	Pras.g_00937
OG0000217	Prbn.g_01333	Pras.g_00939
OG0000218	Prbn.g_01332	Pras.g_00940
OG0000219	Prbn.g_01331	Pras.g_00941
OG0000220	Prbn.g_01330	Pras.g_00942
OG0000221	Prbn.g_01327	Pras.g_00945
OG0000222	Prbn.g_01326	Pras.g_00946
OG0000223	Prbn.g_01325	Pras.g_00947
OG0000224	Prbn.g_01323	Pras.g_00948
OG0000225	Prbn.g_01322	Pras.g_00949
OG0000226	Prbn.g_01321	Pras.g_00950
OG0000227	Prbn.g_01319	Pras.g_00951
OG0000228	Prbn.g_01318	Pras.g_00952
OG0000229	Prbn.g_01317	Pras.g_00953
OG0000230	Prbn.g_01316	Pras.g_00954
OG0000231	Prbn.g_01315	Pras.g_00955
OG0000232	Prbn.g_01314	Pras.g_00957
OG0000233	Prbn.g_01312	Pras.g_00958
OG0000234	Prbn.g_01311	Pras.g_00959
OG0000235	Prbn.g_01310	Pras.g_00960
OG0000236	Prbn.g_01307	Pras.g_00961
OG0000237	Prbn.g_01306	Pras.g_00962
OG0000238	Prbn.g_01305	Pras.g_00963
OG0000239	Prbn.g_01303	Pras.g_00965
OG0000240	Prbn.g_01302	Pras.g_00966
OG0000241	Prbn.g_01301	Pras.g_00967
OG0000242	Prbn.g_01300	Pras.g_00968
OG0000243	Prbn.g_01297	Pras.g_00971
OG0000244	Prbn.g_01294	Pras.g_00973
OG0000245	Prbn.g_01293	Pras.g_00974
OG0000246	Prbn.g_01292	Pras.g_00975
OG0000247	Prbn.g_01290	Pras.g_00978
OG0000248	Prbn.g_01288	Pras.g_00980
OG0000249	Prbn.g_01286	Pras.g_00981
OG0000250	Prbn.g_01285	Pras.g_00982
OG0000251	Prbn.g_01284	Pras.g_00983
OG0000252	Prbn.g_01283	Pras.g_00984
OG0000253	Prbn.g_01282	Pras.g_00985
OG0000254	Prbn.g_01356	Pras.g_00987
OG0000255	Prbn.g_01280	Pras.g_00988
OG0000256	Prbn.g_01277	Pras.g_00991
OG0000257	Prbn.g_01275	Pras.g_00993
OG0000258	Prbn.g_01269	Pras.g_00996
OG0000259	Prbn.g_01268	Pras.g_00997
OG0000260	Prbn.g_01267	Pras.g_00998
OG0000261	Prbn.g_01266	Pras.g_00999
OG0000262	Prbn.g_01265	Pras.g_01000
OG0000263	Prbn.g_01263	Pras.g_01002
OG0000264	Prbn.g_01262	Pras.g_01003
OG0000265	Prbn.g_01261	Pras.g_01004
OG0000266	Prbn.g_01260	Pras.g_01005
OG0000267	Prbn.g_01259	Pras.g_01006
OG0000268	Prbn.g_01257	Pras.g_01007
OG0000269	Prbn.g_01255	Pras.g_01009
OG0000270	Prbn.g_01254	Pras.g_01010
OG0000271	Prbn.g_01253	Pras.g_01011
OG0000272	Prbn.g_01252	Pras.g_01012
OG0000273	Prbn.g_01251	Pras.g_01013
OG0000274	Prbn.g_01250	Pras.g_01014
OG0000275	Prbn.g_01249	Pras.g_01015
OG0000276	Prbn.g_01248	Pras.g_01016
OG0000277	Prbn.g_01246	Pras.g_01018
OG0000278	Prbn.g_01245	Pras.g_01019
OG0000279	Prbn.g_01244	Pras.g_01020
OG0000280	Prbn.g_00383	Pras.g_01022
OG0000281	Prbn.g_00381	Pras.g_01024
OG0000282	Prbn.g_00380	Pras.g_01025
OG0000283	Prbn.g_00379	Pras.g_01026
OG0000284	Prbn.g_00378	Pras.g_01027
OG0000285	Prbn.g_00377	Pras.g_01028
OG0000286	Prbn.g_00376	Pras.g_01029
OG0000287	Prbn.g_00375	Pras.g_01030
OG0000288	Prbn.g_00373	Pras.g_01032
OG0000289	Prbn.g_00372	Pras.g_01033
OG0000290	Prbn.g_00371	Pras.g_01034
OG0000291	Prbn.g_00369	Pras.g_01036
OG0000292	Prbn.g_00367	Pras.g_01037
OG0000293	Prbn.g_00366	Pras.g_01038
OG0000294	Prbn.g_00365	Pras.g_01039
OG0000295	Prbn.g_00364	Pras.g_01040
OG0000296	Prbn.g_00363	Pras.g_01041
OG0000297	Prbn.g_00362	Pras.g_01042
OG0000298	Prbn.g_00360	Pras.g_01044
OG0000299	Prbn.g_00359	Pras.g_01045
OG0000300	Prbn.g_00358	Pras.g_01046
OG0000301	Prbn.g_00357	Pras.g_01047
OG0000302	Prbn.g_00356	Pras.g_01048
OG0000303	Prbn.g_00355	Pras.g_01049
OG0000304	Prbn.g_00353	Pras.g_01051
OG0000305	Prbn.g_00352	Pras.g_01052
OG0000306	Prbn.g_00349	Pras.g_01055
OG0000307	Prbn.g_00348	Pras.g_01056
OG0000308	Prbn.g_00347	Pras.g_01057
OG0000309	Prbn.g_00346	Pras.g_01059
OG0000310	Prbn.g_00345	Pras.g_01060
OG0000311	Prbn.g_00343	Pras.g_01061
OG0000312	Prbn.g_00342	Pras.g_01062
OG0000313	Prbn.g_00341	Pras.g_01063
OG0000314	Prbn.g_00340	Pras.g_01064
OG0000315	Prbn.g_00339	Pras.g_01065
OG0000316	Prbn.g_00338	Pras.g_01066
OG0000317	Prbn.g_00337	Pras.g_01067
OG0000318	Prbn.g_00336	Pras.g_01068
OG0000319	Prbn.g_00335	Pras.g_01069
OG0000320	Prbn.g_00334	Pras.g_01070
OG0000321	Prbn.g_00333	Pras.g_01071
OG0000322	Prbn.g_00332	Pras.g_01072
OG0000323	Prbn.g_00331	Pras.g_01073
OG0000324	Prbn.g_00330	Pras.g_01074
OG0000325	Prbn.g_00329	Pras.g_01075
OG0000326	Prbn.g_00328	Pras.g_01076
OG0000327	Prbn.g_00327	Pras.g_01077
OG0000328	Prbn.g_00325	Pras.g_01078
OG0000329	Prbn.g_00324	Pras.g_01079
OG0000330	Prbn.g_00323	Pras.g_01080
OG0000331	Prbn.g_00321	Pras.g_01081
OG0000332	Prbn.g_00320	Pras.g_01082
OG0000333	Prbn.g_00319	Pras.g_01083
OG0000334	Prbn.g_00318	Pras.g_01084
OG0000335	Prbn.g_00317	Pras.g_01085
OG0000336	Prbn.g_00315	Pras.g_01087
OG0000337	Prbn.g_00314	Pras.g_01088
OG0000338	Prbn.g_00309	Pras.g_01092
OG0000339	Prbn.g_00307	Pras.g_01094
OG0000340	Prbn.g_00305	Pras.g_01096
OG0000341	Prbn.g_00304	Pras.g_01097
OG0000342	Prbn.g_00012	Pras.g_01098
OG0000343	Prbn.g_00013	Pras.g_01099
OG0000344	Prbn.g_00016	Pras.g_01102
OG0000345	Prbn.g_00020	Pras.g_01105
OG0000346	Prbn.g_00021	Pras.g_01106
OG0000347	Prbn.g_00024	Pras.g_01109
OG0000348	Prbn.g_00025	Pras.g_01111
OG0000349	Prbn.g_00026	Pras.g_01112
OG0000350	Prbn.g_00028	Pras.g_01114
OG0000351	Prbn.g_00029	Pras.g_01115
OG0000352	Prbn.g_00030	Pras.g_01116
OG0000353	Prbn.g_00031	Pras.g_01117
OG0000354	Prbn.g_00033	Pras.g_01118
OG0000355	Prbn.g_00034	Pras.g_01119
OG0000356	Prbn.g_00035	Pras.g_01120
OG0000357	Prbn.g_00036	Pras.g_01121
OG0000358	Prbn.g_00037	Pras.g_01122
OG0000359	Prbn.g_00039	Pras.g_01123
OG0000360	Prbn.g_00042	Pras.g_01127
OG0000361	Prbn.g_00043	Pras.g_01128
OG0000362	Prbn.g_00044	Pras.g_01129
OG0000363	Prbn.g_00045	Pras.g_01130
OG0000364	Prbn.g_00049	Pras.g_01134
OG0000365	Prbn.g_00050	Pras.g_01135
OG0000366	Prbn.g_00053	Pras.g_01137
OG0000367	Prbn.g_00054	Pras.g_01138
OG0000368	Prbn.g_00055	Pras.g_01139
OG0000369	Prbn.g_00056	Pras.g_01140
OG0000370	Prbn.g_00057	Pras.g_01141
OG0000371	Prbn.g_00059	Pras.g_01142
OG0000372	Prbn.g_00060	Pras.g_01143
OG0000373	Prbn.g_00061	Pras.g_01144
OG0000374	Prbn.g_00062	Pras.g_01145
OG0000375	Prbn.g_00063	Pras.g_01146
OG0000376	Prbn.g_00066	Pras.g_01149
OG0000377	Prbn.g_00067	Pras.g_01150
OG0000378	Prbn.g_00068	Pras.g_01151
OG0000379	Prbn.g_00069	Pras.g_01152
OG0000380	Prbn.g_00070	Pras.g_01153
OG0000381	Prbn.g_00071	Pras.g_01155
OG0000382	Prbn.g_00072	Pras.g_01156
OG0000383	Prbn.g_00073	Pras.g_01157
OG0000384	Prbn.g_00075	Pras.g_01160
OG0000385	Prbn.g_00076	Pras.g_01161
OG0000386	Prbn.g_00077	Pras.g_01162
OG0000387	Prbn.g_00078	Pras.g_01163
OG0000388	Prbn.g_00079	Pras.g_01164
OG0000389	Prbn.g_00080	Pras.g_01165
OG0000390	Prbn.g_00081	Pras.g_01166
OG0000391	Prbn.g_00082	Pras.g_01167
OG0000392	Prbn.g_00083	Pras.g_01168
OG0000393	Prbn.g_00084	Pras.g_01169
OG0000394	Prbn.g_00085	Pras.g_01170
OG0000395	Prbn.g_00086	Pras.g_01171
OG0000396	Prbn.g_00087	Pras.g_01173
OG0000397	Prbn.g_00089	Pras.g_01175
OG0000398	Prbn.g_00090	Pras.g_01176
OG0000399	Prbn.g_00092	Pras.g_01179
OG0000400	Prbn.g_00098	Pras.g_01180
OG0000401	Prbn.g_00099	Pras.g_01181
OG0000402	Prbn.g_00105	Pras.g_01187
OG0000403	Prbn.g_00107	Pras.g_01188
OG0000404	Prbn.g_00108	Pras.g_01189
OG0000405	Prbn.g_00109	Pras.g_01191
OG0000406	Prbn.g_00112	Pras.g_01194
OG0000407	Prbn.g_00113	Pras.g_01195
OG0000408	Prbn.g_00116	Pras.g_01198
OG0000409	Prbn.g_00117	Pras.g_01199
OG0000410	Prbn.g_00118	Pras.g_01200
OG0000411	Prbn.g_00119	Pras.g_01201
OG0000412	Prbn.g_00120	Pras.g_01202
OG0000413	Prbn.g_00121	Pras.g_01203
OG0000414	Prbn.g_00122	Pras.g_01204
OG0000415	Prbn.g_00123	Pras.g_01205
OG0000416	Prbn.g_00697	Pras.g_01208
OG0000417	Prbn.g_00696	Pras.g_01209
OG0000418	Prbn.g_00694	Pras.g_01210
OG0000419	Prbn.g_00693	Pras.g_01211
OG0000420	Prbn.g_01491	Pras.g_01212
OG0000421	Prbn.g_01145	Pras.g_01224
OG0000422	Prbn.g_01697	Pras.g_01232
OG0000423	Prbn.g_01150	Pras.g_01233
OG0000424	Prbn.g_01810	Pras.g_01239
OG0000425	Prbn.g_00682	Pras.g_01309
OG0000426	Prbn.g_00681	Pras.g_01310
OG0000427	Prbn.g_00680	Pras.g_01311
OG0000428	Prbn.g_00678	Pras.g_01313
OG0000429	Prbn.g_00677	Pras.g_01314
OG0000430	Prbn.g_00675	Pras.g_01316
OG0000431	Prbn.g_00674	Pras.g_01317
OG0000432	Prbn.g_00673	Pras.g_01318
OG0000433	Prbn.g_00672	Pras.g_01319
OG0000434	Prbn.g_00671	Pras.g_01320
OG0000435	Prbn.g_00670	Pras.g_01321
OG0000436	Prbn.g_00669	Pras.g_01322
OG0000437	Prbn.g_00668	Pras.g_01323
OG0000438	Prbn.g_00667	Pras.g_01324
OG0000439	Prbn.g_00666	Pras.g_01325
OG0000440	Prbn.g_00665	Pras.g_01326
OG0000441	Prbn.g_00664	Pras.g_01327
OG0000442	Prbn.g_00663	Pras.g_01328
OG0000443	Prbn.g_00662	Pras.g_01329
OG0000444	Prbn.g_00661	Pras.g_01330
OG0000445	Prbn.g_00657	Pras.g_01331
OG0000446	Prbn.g_00655	Pras.g_01332
OG0000447	Prbn.g_00654	Pras.g_01333
OG0000448	Prbn.g_00653	Pras.g_01335
OG0000449	Prbn.g_00649	Pras.g_01339
OG0000450	Prbn.g_00648	Pras.g_01340
OG0000451	Prbn.g_00647	Pras.g_01341
OG0000452	Prbn.g_00645	Pras.g_01342
OG0000453	Prbn.g_00644	Pras.g_01343
OG0000454	Prbn.g_00643	Pras.g_01349
OG0000455	Prbn.g_00641	Pras.g_01351
OG0000456	Prbn.g_00637	Pras.g_01355
OG0000457	Prbn.g_00636	Pras.g_01356
OG0000458	Prbn.g_00635	Pras.g_01357
OG0000459	Prbn.g_00633	Pras.g_01359
OG0000460	Prbn.g_00631	Pras.g_01361
OG0000461	Prbn.g_00630	Pras.g_01362
OG0000462	Prbn.g_00629	Pras.g_01363
OG0000463	Prbn.g_00627	Pras.g_01365
OG0000464	Prbn.g_00626	Pras.g_01366
OG0000465	Prbn.g_00625	Pras.g_01367
OG0000466	Prbn.g_00624	Pras.g_01368
OG0000467	Prbn.g_00623	Pras.g_01369
OG0000468	Prbn.g_00622	Pras.g_01370
OG0000469	Prbn.g_00621	Pras.g_01371
OG0000470	Prbn.g_00620	Pras.g_01372
OG0000471	Prbn.g_00619	Pras.g_01373
OG0000472	Prbn.g_00613	Pras.g_01378
OG0000473	Prbn.g_00612	Pras.g_01379
OG0000474	Prbn.g_00611	Pras.g_01380
OG0000475	Prbn.g_00610	Pras.g_01381
OG0000476	Prbn.g_00609	Pras.g_01383
OG0000477	Prbn.g_00608	Pras.g_01384
OG0000478	Prbn.g_00607	Pras.g_01385
OG0000479	Prbn.g_00606	Pras.g_01386
OG0000480	Prbn.g_00604	Pras.g_01388
OG0000481	Prbn.g_00602	Pras.g_01390
OG0000482	Prbn.g_00601	Pras.g_01391
OG0000483	Prbn.g_00599	Pras.g_01393
OG0000484	Prbn.g_00598	Pras.g_01394
OG0000485	Prbn.g_00597	Pras.g_01395
OG0000486	Prbn.g_00596	Pras.g_01396
OG0000487	Prbn.g_00592	Pras.g_01401
OG0000488	Prbn.g_00591	Pras.g_01402
OG0000489	Prbn.g_00590	Pras.g_01403
OG0000490	Prbn.g_00589	Pras.g_01404
OG0000491	Prbn.g_00588	Pras.g_01405
OG0000492	Prbn.g_00587	Pras.g_01406
OG0000493	Prbn.g_00586	Pras.g_01407
OG0000494	Prbn.g_00585	Pras.g_01408
OG0000495	Prbn.g_00582	Pras.g_01411
OG0000496	Prbn.g_00581	Pras.g_01412
OG0000497	Prbn.g_00580	Pras.g_01413
OG0000498	Prbn.g_00579	Pras.g_01414
OG0000499	Prbn.g_00578	Pras.g_01415
OG0000500	Prbn.g_00576	Pras.g_01417
OG0000501	Prbn.g_00575	Pras.g_01418
OG0000502	Prbn.g_00574	Pras.g_01419
OG0000503	Prbn.g_00572	Pras.g_01421
OG0000504	Prbn.g_00571	Pras.g_01422
OG0000505	Prbn.g_00570	Pras.g_01423
OG0000506	Prbn.g_00569	Pras.g_01424
OG0000507	Prbn.g_00568	Pras.g_01425
OG0000508	Prbn.g_00567	Pras.g_01426
OG0000509	Prbn.g_00566	Pras.g_01427
OG0000510	Prbn.g_00565	Pras.g_01428
OG0000511	Prbn.g_00563	Pras.g_01430
OG0000512	Prbn.g_00562	Pras.g_01431
OG0000513	Prbn.g_00561	Pras.g_01432
OG0000514	Prbn.g_00560	Pras.g_01433
OG0000515	Prbn.g_00559	Pras.g_01434
OG0000516	Prbn.g_00558	Pras.g_01435
OG0000517	Prbn.g_00557	Pras.g_01437
OG0000518	Prbn.g_00556	Pras.g_01438
OG0000519	Prbn.g_00554	Pras.g_01439
OG0000520	Prbn.g_00552	Pras.g_01440
OG0000521	Prbn.g_00551	Pras.g_01441
OG0000522	Prbn.g_00550	Pras.g_01442
OG0000523	Prbn.g_00549	Pras.g_01443
OG0000524	Prbn.g_00548	Pras.g_01444
OG0000525	Prbn.g_00547	Pras.g_01445
OG0000526	Prbn.g_00546	Pras.g_01446
OG0000527	Prbn.g_00545	Pras.g_01447
OG0000528	Prbn.g_00544	Pras.g_01448
OG0000529	Prbn.g_00543	Pras.g_01449
OG0000530	Prbn.g_00542	Pras.g_01450
OG0000531	Prbn.g_00541	Pras.g_01451
OG0000532	Prbn.g_00540	Pras.g_01452
OG0000533	Prbn.g_00538	Pras.g_01454
OG0000534	Prbn.g_00537	Pras.g_01455
OG0000535	Prbn.g_00536	Pras.g_01456
OG0000536	Prbn.g_00535	Pras.g_01457
OG0000537	Prbn.g_00534	Pras.g_01459
OG0000538	Prbn.g_00533	Pras.g_01460
OG0000539	Prbn.g_00529	Pras.g_01463
OG0000540	Prbn.g_00528	Pras.g_01464
OG0000541	Prbn.g_00527	Pras.g_01465
OG0000542	Prbn.g_00524	Pras.g_01467
OG0000543	Prbn.g_00523	Pras.g_01468
OG0000544	Prbn.g_00522	Pras.g_01469
OG0000545	Prbn.g_00521	Pras.g_01470
OG0000546	Prbn.g_00520	Pras.g_01471
OG0000547	Prbn.g_00519	Pras.g_01472
OG0000548	Prbn.g_00518	Pras.g_01473
OG0000549	Prbn.g_00516	Pras.g_01475
OG0000550	Prbn.g_00515	Pras.g_01476
OG0000551	Prbn.g_00514	Pras.g_01477
OG0000552	Prbn.g_00513	Pras.g_01478
OG0000553	Prbn.g_00512	Pras.g_01479
OG0000554	Prbn.g_00511	Pras.g_01480
OG0000555	Prbn.g_00509	Pras.g_01481
OG0000556	Prbn.g_00508	Pras.g_01482
OG0000557	Prbn.g_00507	Pras.g_01483
OG0000558	Prbn.g_00506	Pras.g_01484
OG0000559	Prbn.g_00505	Pras.g_01485
