Orthogroup	Prbn	Prbf
OG0000071	Prbn.g_00389	Prbf.g_00945
OG0000072	Prbn.g_01084	Prbf.g_00026
OG0000073	Prbn.g_01705	Prbf.g_00733
OG0000073	Prbn.g_00141	Prbf.g_00819
OG0000074	Prbn.g_00170	Prbf.g_00115
OG0000075	Prbn.g_01881	Prbf.g_00558
OG0000076	Prbn.g_00251	Prbf.g_00196
OG0000077	Prbn.g_00003	Prbf.g_00382
OG0000078	Prbn.g_00088	Prbf.g_01661
OG0000079	Prbn.g_01102	Prbf.g_00044
OG0000080	Prbn.g_00845	Prbf.g_01018
OG0000081	Prbn.g_01572	Prbf.g_01271
OG0000082	Prbn.g_01539	Prbf.g_01238
OG0000083	Prbn.g_01168	Prbf.g_00897
OG0000084	Prbn.g_01418	Prbf.g_01117
OG0000085	Prbn.g_01144	Prbf.g_00873
OG0000086	Prbn.g_01650	Prbf.g_00788
OG0000087	Prbn.g_01661	Prbf.g_00777
OG0000090	Prbn.g_00173	Prbf.g_00118
OG0000091	Prbn.g_00220	Prbf.g_00165
OG0000092	Prbn.g_00803	Prbf.g_00346
OG0000093	Prbn.g_01833	Prbf.g_00606
OG0000094	Prbn.g_01877	Prbf.g_00562
OG0000095	Prbn.g_01915	Prbf.g_00524
OG0000096	Prbn.g_00952	Prbf.g_00451
OG0000097	Prbn.g_00798	Prbf.g_00351
OG0000098	Prbn.g_00011	Prbf.g_00390
OG0000099	Prbn.g_00759	Prbf.g_01345
OG0000101	Prbn.g_00730	Prbf.g_01374
OG0000102	Prbn.g_01304	Prbf.g_01443
OG0000103	Prbn.g_01295	Prbf.g_01452
OG0000104	Prbn.g_01278	Prbf.g_01469
OG0000105	Prbn.g_01243, Prbn.g_00384	Prbf.g_01504
OG0000106	Prbn.g_00370	Prbf.g_01518
OG0000107	Prbn.g_00361	Prbf.g_01527
OG0000108	Prbn.g_00351	Prbf.g_01537
OG0000109	Prbn.g_00310	Prbf.g_01578
OG0000110	Prbn.g_00017	Prbf.g_01590
OG0000111	Prbn.g_00041	Prbf.g_01614
OG0000112	Prbn.g_00052	Prbf.g_01625
OG0000113	Prbn.g_00065	Prbf.g_01638
OG0000114	Prbn.g_00091	Prbf.g_01664
OG0000115	Prbn.g_00640	Prbf.g_01757
OG0000116	Prbn.g_00638	Prbf.g_01759
OG0000117	Prbn.g_00634	Prbf.g_01763
OG0000118	Prbn.g_00614	Prbf.g_01783
OG0000119	Prbn.g_00584	Prbf.g_01813
OG0000120	Prbn.g_00583	Prbf.g_01814
OG0000121	Prbn.g_00573	Prbf.g_01824
OG0000122	Prbn.g_00564	Prbf.g_01833
OG0000123	Prbn.g_00532	Prbf.g_01865
OG0000124	Prbn.g_00443	Prbf.g_00999
OG0000125	Prbn.g_00444	Prbf.g_01000
OG0000126	Prbn.g_00445	Prbf.g_01001
OG0000127	Prbn.g_01577	Prbf.g_01276
OG0000128	Prbn.g_01552	Prbf.g_01251
OG0000129	Prbn.g_01351	Prbf.g_01050
OG0000130	Prbn.g_01454	Prbf.g_01153
OG0000131	Prbn.g_01548	Prbf.g_01247
OG0000132	Prbn.g_01511	Prbf.g_01210
OG0000133	Prbn.g_01604	Prbf.g_01303
OG0000134	Prbn.g_00846	Prbf.g_01019
OG0000135	Prbn.g_01414	Prbf.g_01113
OG0000136	Prbn.g_01468	Prbf.g_01167
OG0000137	Prbn.g_01653	Prbf.g_00785
OG0000138	Prbn.g_01183	Prbf.g_00912
OG0000139	Prbn.g_01195	Prbf.g_00924
OG0000140	Prbn.g_00482	Prbf.g_01915
OG0000141	Prbn.g_00886	Prbf.g_00253
OG0000142	Prbn.g_01071	Prbf.g_00013
OG0000143	Prbn.g_01240	Prbf.g_00095
OG0000144	Prbn.g_00200	Prbf.g_00145
OG0000145	Prbn.g_00213	Prbf.g_00158
OG0000146	Prbn.g_00249	Prbf.g_00194
OG0000147	Prbn.g_00898	Prbf.g_00241
OG0000148	Prbn.g_00897	Prbf.g_00242
OG0000149	Prbn.g_01742	Prbf.g_00696
OG0000150	Prbn.g_01782	Prbf.g_00657
OG0000151	Prbn.g_01785	Prbf.g_00654
OG0000152	Prbn.g_01805	Prbf.g_00634
OG0000153	Prbn.g_01839	Prbf.g_00600
OG0000154	Prbn.g_01875	Prbf.g_00564
OG0000155	Prbn.g_01894	Prbf.g_00545
OG0000156	Prbn.g_01012	Prbf.g_00512
OG0000157	Prbn.g_00978	Prbf.g_00477
OG0000158	Prbn.g_00913	Prbf.g_00412
OG0000160	Prbn.g_00301	Prbf.g_00392
OG0000161	Prbn.g_00302	Prbf.g_00391
OG0000162	Prbn.g_00010	Prbf.g_00389
OG0000163	Prbn.g_00009	Prbf.g_00388
OG0000164	Prbn.g_00008	Prbf.g_00387
OG0000165	Prbn.g_00007	Prbf.g_00386
OG0000166	Prbn.g_00006	Prbf.g_00385
OG0000167	Prbn.g_00005	Prbf.g_00384
OG0000168	Prbn.g_00004	Prbf.g_00383
OG0000169	Prbn.g_00001	Prbf.g_00381
OG0000170	Prbn.g_00768	Prbf.g_01336
OG0000171	Prbn.g_00767	Prbf.g_01337
OG0000172	Prbn.g_00766	Prbf.g_01338
OG0000173	Prbn.g_00765	Prbf.g_01339
OG0000174	Prbn.g_00764	Prbf.g_01340
OG0000175	Prbn.g_00763	Prbf.g_01341
OG0000176	Prbn.g_00762	Prbf.g_01342
OG0000177	Prbn.g_00761	Prbf.g_01343
OG0000178	Prbn.g_00760	Prbf.g_01344
OG0000179	Prbn.g_00758	Prbf.g_01346
OG0000180	Prbn.g_00757	Prbf.g_01347
OG0000181	Prbn.g_00756	Prbf.g_01348
OG0000182	Prbn.g_00755	Prbf.g_01349
OG0000183	Prbn.g_00754	Prbf.g_01350
OG0000184	Prbn.g_00752	Prbf.g_01352
OG0000185	Prbn.g_00749	Prbf.g_01355
OG0000186	Prbn.g_00746	Prbf.g_01358
OG0000187	Prbn.g_00745	Prbf.g_01359
OG0000188	Prbn.g_00744	Prbf.g_01360
OG0000189	Prbn.g_00742	Prbf.g_01362
OG0000190	Prbn.g_00740	Prbf.g_01364
OG0000191	Prbn.g_00738	Prbf.g_01366
OG0000192	Prbn.g_00737	Prbf.g_01367
OG0000193	Prbn.g_00736	Prbf.g_01368
OG0000194	Prbn.g_00733	Prbf.g_01371
OG0000195	Prbn.g_00732	Prbf.g_01372
OG0000196	Prbn.g_00731	Prbf.g_01373
OG0000197	Prbn.g_00729	Prbf.g_01375
OG0000198	Prbn.g_00728	Prbf.g_01376
OG0000199	Prbn.g_00726	Prbf.g_01378
OG0000200	Prbn.g_00714	Prbf.g_01390
OG0000201	Prbn.g_00713	Prbf.g_01391
OG0000202	Prbn.g_00712	Prbf.g_01392
OG0000203	Prbn.g_00708	Prbf.g_01396
OG0000204	Prbn.g_00707	Prbf.g_01397
OG0000205	Prbn.g_00704	Prbf.g_01400
OG0000206	Prbn.g_00702	Prbf.g_01402
OG0000207	Prbn.g_01343	Prbf.g_01404
OG0000208	Prbn.g_01342	Prbf.g_01405
OG0000209	Prbn.g_01034	Prbf.g_00291
OG0000210	Prbn.g_01341	Prbf.g_01406
OG0000211	Prbn.g_01340	Prbf.g_01407
OG0000212	Prbn.g_01339	Prbf.g_01408
OG0000213	Prbn.g_01338	Prbf.g_01409
OG0000214	Prbn.g_01337	Prbf.g_01410
OG0000215	Prbn.g_01336	Prbf.g_01411
OG0000216	Prbn.g_01335	Prbf.g_01412
OG0000217	Prbn.g_01333	Prbf.g_01414
OG0000218	Prbn.g_01332	Prbf.g_01415
OG0000219	Prbn.g_01331	Prbf.g_01416
OG0000220	Prbn.g_01330	Prbf.g_01417
OG0000221	Prbn.g_01327	Prbf.g_01420
OG0000222	Prbn.g_01326	Prbf.g_01421
OG0000223	Prbn.g_01325	Prbf.g_01422
OG0000224	Prbn.g_01323	Prbf.g_01424
OG0000225	Prbn.g_01322	Prbf.g_01425
OG0000226	Prbn.g_01321	Prbf.g_01426
OG0000227	Prbn.g_01319	Prbf.g_01428
OG0000228	Prbn.g_01318	Prbf.g_01429
OG0000229	Prbn.g_01317	Prbf.g_01430
OG0000230	Prbn.g_01316	Prbf.g_01431
OG0000231	Prbn.g_01315	Prbf.g_01432
OG0000232	Prbn.g_01314	Prbf.g_01433
OG0000233	Prbn.g_01312	Prbf.g_01435
OG0000234	Prbn.g_01311	Prbf.g_01436
OG0000235	Prbn.g_01310	Prbf.g_01437
OG0000236	Prbn.g_01307	Prbf.g_01440
OG0000237	Prbn.g_01306	Prbf.g_01441
OG0000238	Prbn.g_01305	Prbf.g_01442
OG0000239	Prbn.g_01303	Prbf.g_01444
OG0000240	Prbn.g_01302	Prbf.g_01445
OG0000241	Prbn.g_01301	Prbf.g_01446
OG0000242	Prbn.g_01300	Prbf.g_01447
OG0000243	Prbn.g_01297	Prbf.g_01450
OG0000244	Prbn.g_01294	Prbf.g_01453
OG0000245	Prbn.g_01293	Prbf.g_01454
OG0000246	Prbn.g_01292	Prbf.g_01455
OG0000247	Prbn.g_01290	Prbf.g_01457
OG0000248	Prbn.g_01288	Prbf.g_01459
OG0000249	Prbn.g_01286	Prbf.g_01461
OG0000250	Prbn.g_01285	Prbf.g_01462
OG0000251	Prbn.g_01284	Prbf.g_01463
OG0000252	Prbn.g_01283	Prbf.g_01464
OG0000253	Prbn.g_01282	Prbf.g_01465
OG0000254	Prbn.g_01356	Prbf.g_01055
OG0000255	Prbn.g_01280	Prbf.g_01467
OG0000256	Prbn.g_01277	Prbf.g_01470
OG0000257	Prbn.g_01275	Prbf.g_01472
OG0000258	Prbn.g_01269	Prbf.g_01478
OG0000259	Prbn.g_01268	Prbf.g_01479
OG0000260	Prbn.g_01267	Prbf.g_01480
OG0000261	Prbn.g_01266	Prbf.g_01481
OG0000262	Prbn.g_01265	Prbf.g_01482
OG0000263	Prbn.g_01263	Prbf.g_01484
OG0000264	Prbn.g_01262	Prbf.g_01485
OG0000265	Prbn.g_01261	Prbf.g_01486
OG0000266	Prbn.g_01260	Prbf.g_01487
OG0000267	Prbn.g_01259	Prbf.g_01488
OG0000268	Prbn.g_01257	Prbf.g_01490
OG0000269	Prbn.g_01255	Prbf.g_01492
OG0000270	Prbn.g_01254	Prbf.g_01493
OG0000271	Prbn.g_01253	Prbf.g_01494
OG0000272	Prbn.g_01252	Prbf.g_01495
OG0000273	Prbn.g_01251	Prbf.g_01496
OG0000274	Prbn.g_01250	Prbf.g_01497
OG0000275	Prbn.g_01249	Prbf.g_01498
OG0000276	Prbn.g_01248	Prbf.g_01499
OG0000277	Prbn.g_01246	Prbf.g_01501
OG0000278	Prbn.g_01245	Prbf.g_01502
OG0000279	Prbn.g_01244	Prbf.g_01503
OG0000280	Prbn.g_00383	Prbf.g_01505
OG0000281	Prbn.g_00381	Prbf.g_01507
OG0000282	Prbn.g_00380	Prbf.g_01508
OG0000283	Prbn.g_00379	Prbf.g_01509
OG0000284	Prbn.g_00378	Prbf.g_01510
OG0000285	Prbn.g_00377	Prbf.g_01511
OG0000286	Prbn.g_00376	Prbf.g_01512
OG0000287	Prbn.g_00375	Prbf.g_01513
OG0000288	Prbn.g_00373	Prbf.g_01515
OG0000289	Prbn.g_00372	Prbf.g_01516
OG0000290	Prbn.g_00371	Prbf.g_01517
OG0000291	Prbn.g_00369	Prbf.g_01519
OG0000292	Prbn.g_00367	Prbf.g_01521
OG0000293	Prbn.g_00366	Prbf.g_01522
OG0000294	Prbn.g_00365	Prbf.g_01523
OG0000295	Prbn.g_00364	Prbf.g_01524
OG0000296	Prbn.g_00363	Prbf.g_01525
OG0000297	Prbn.g_00362	Prbf.g_01526
OG0000298	Prbn.g_00360	Prbf.g_01528
OG0000299	Prbn.g_00359	Prbf.g_01529
OG0000300	Prbn.g_00358	Prbf.g_01530
OG0000301	Prbn.g_00357	Prbf.g_01531
OG0000302	Prbn.g_00356	Prbf.g_01532
OG0000303	Prbn.g_00355	Prbf.g_01533
OG0000304	Prbn.g_00353	Prbf.g_01535
OG0000305	Prbn.g_00352	Prbf.g_01536
OG0000306	Prbn.g_00349	Prbf.g_01539
OG0000307	Prbn.g_00348	Prbf.g_01540
OG0000308	Prbn.g_00347	Prbf.g_01541
OG0000309	Prbn.g_00346	Prbf.g_01542
OG0000310	Prbn.g_00345	Prbf.g_01543
OG0000311	Prbn.g_00343	Prbf.g_01545
OG0000312	Prbn.g_00342	Prbf.g_01546
OG0000313	Prbn.g_00341	Prbf.g_01547
OG0000314	Prbn.g_00340	Prbf.g_01548
OG0000315	Prbn.g_00339	Prbf.g_01549
OG0000316	Prbn.g_00338	Prbf.g_01550
OG0000317	Prbn.g_00337	Prbf.g_01551
OG0000318	Prbn.g_00336	Prbf.g_01552
OG0000319	Prbn.g_00335	Prbf.g_01553
OG0000320	Prbn.g_00334	Prbf.g_01554
OG0000321	Prbn.g_00333	Prbf.g_01555
OG0000322	Prbn.g_00332	Prbf.g_01556
OG0000323	Prbn.g_00331	Prbf.g_01557
OG0000324	Prbn.g_00330	Prbf.g_01558
OG0000325	Prbn.g_00329	Prbf.g_01559
OG0000326	Prbn.g_00328	Prbf.g_01560
OG0000327	Prbn.g_00327	Prbf.g_01561
OG0000328	Prbn.g_00325	Prbf.g_01563
OG0000329	Prbn.g_00324	Prbf.g_01564
OG0000330	Prbn.g_00323	Prbf.g_01565
OG0000331	Prbn.g_00321	Prbf.g_01567
OG0000332	Prbn.g_00320	Prbf.g_01568
OG0000333	Prbn.g_00319	Prbf.g_01569
OG0000334	Prbn.g_00318	Prbf.g_01570
OG0000335	Prbn.g_00317	Prbf.g_01571
OG0000336	Prbn.g_00315	Prbf.g_01573
OG0000337	Prbn.g_00314	Prbf.g_01574
OG0000338	Prbn.g_00309	Prbf.g_01579
OG0000339	Prbn.g_00307	Prbf.g_01581
OG0000340	Prbn.g_00305	Prbf.g_01583
OG0000341	Prbn.g_00304	Prbf.g_01584
OG0000342	Prbn.g_00012	Prbf.g_01585
OG0000343	Prbn.g_00013	Prbf.g_01586
OG0000344	Prbn.g_00016	Prbf.g_01589
OG0000345	Prbn.g_00020	Prbf.g_01593
OG0000346	Prbn.g_00021	Prbf.g_01594
OG0000347	Prbn.g_00024	Prbf.g_01597
OG0000348	Prbn.g_00025	Prbf.g_01598
OG0000349	Prbn.g_00026	Prbf.g_01599
OG0000350	Prbn.g_00028	Prbf.g_01601
OG0000351	Prbn.g_00029	Prbf.g_01602
OG0000352	Prbn.g_00030	Prbf.g_01603
OG0000353	Prbn.g_00031	Prbf.g_01604
OG0000354	Prbn.g_00033	Prbf.g_01606
OG0000355	Prbn.g_00034	Prbf.g_01607
OG0000356	Prbn.g_00035	Prbf.g_01608
OG0000357	Prbn.g_00036	Prbf.g_01609
OG0000358	Prbn.g_00037	Prbf.g_01610
OG0000359	Prbn.g_00039	Prbf.g_01612
OG0000360	Prbn.g_00042	Prbf.g_01615
OG0000361	Prbn.g_00043	Prbf.g_01616
OG0000362	Prbn.g_00044	Prbf.g_01617
OG0000363	Prbn.g_00045	Prbf.g_01618
OG0000364	Prbn.g_00049	Prbf.g_01622
OG0000365	Prbn.g_00050	Prbf.g_01623
OG0000366	Prbn.g_00053	Prbf.g_01626
OG0000367	Prbn.g_00054	Prbf.g_01627
OG0000368	Prbn.g_00055	Prbf.g_01628
OG0000369	Prbn.g_00056	Prbf.g_01629
OG0000370	Prbn.g_00057	Prbf.g_01630
OG0000371	Prbn.g_00059	Prbf.g_01632
OG0000372	Prbn.g_00060	Prbf.g_01633
OG0000373	Prbn.g_00061	Prbf.g_01634
OG0000374	Prbn.g_00062	Prbf.g_01635
OG0000375	Prbn.g_00063	Prbf.g_01636
OG0000376	Prbn.g_00066	Prbf.g_01639
OG0000377	Prbn.g_00067	Prbf.g_01640
OG0000378	Prbn.g_00068	Prbf.g_01641
OG0000379	Prbn.g_00069	Prbf.g_01642
OG0000380	Prbn.g_00070	Prbf.g_01643
OG0000381	Prbn.g_00071	Prbf.g_01644
OG0000382	Prbn.g_00072	Prbf.g_01645
OG0000383	Prbn.g_00073	Prbf.g_01646
OG0000384	Prbn.g_00075	Prbf.g_01648
OG0000385	Prbn.g_00076	Prbf.g_01649
OG0000386	Prbn.g_00077	Prbf.g_01650
OG0000387	Prbn.g_00078	Prbf.g_01651
OG0000388	Prbn.g_00079	Prbf.g_01652
OG0000389	Prbn.g_00080	Prbf.g_01653
OG0000390	Prbn.g_00081	Prbf.g_01654
OG0000391	Prbn.g_00082	Prbf.g_01655
OG0000392	Prbn.g_00083	Prbf.g_01656
OG0000393	Prbn.g_00084	Prbf.g_01657
OG0000394	Prbn.g_00085	Prbf.g_01658
OG0000395	Prbn.g_00086	Prbf.g_01659
OG0000396	Prbn.g_00087	Prbf.g_01660
OG0000397	Prbn.g_00089	Prbf.g_01662
OG0000398	Prbn.g_00090	Prbf.g_01663
OG0000399	Prbn.g_00092	Prbf.g_01665
OG0000400	Prbn.g_00098	Prbf.g_01671
OG0000401	Prbn.g_00099	Prbf.g_01672
OG0000402	Prbn.g_00105	Prbf.g_01678
OG0000403	Prbn.g_00107	Prbf.g_01680
OG0000404	Prbn.g_00108	Prbf.g_01681
OG0000405	Prbn.g_00109	Prbf.g_01682
OG0000406	Prbn.g_00112	Prbf.g_01685
OG0000407	Prbn.g_00113	Prbf.g_01686
OG0000408	Prbn.g_00116	Prbf.g_01689
OG0000409	Prbn.g_00117	Prbf.g_01690
OG0000410	Prbn.g_00118	Prbf.g_01691
OG0000411	Prbn.g_00119	Prbf.g_01692
OG0000412	Prbn.g_00120	Prbf.g_01693
OG0000413	Prbn.g_00121	Prbf.g_01694
OG0000414	Prbn.g_00122	Prbf.g_01695
OG0000415	Prbn.g_00123	Prbf.g_01696
OG0000416	Prbn.g_00697	Prbf.g_01700
OG0000417	Prbn.g_00696	Prbf.g_01701
OG0000418	Prbn.g_00694	Prbf.g_01703
OG0000419	Prbn.g_00693	Prbf.g_01704
OG0000420	Prbn.g_01491	Prbf.g_01190
OG0000421	Prbn.g_01145	Prbf.g_00874
OG0000422	Prbn.g_01697	Prbf.g_00741
OG0000423	Prbn.g_01150	Prbf.g_00879
OG0000424	Prbn.g_01810	Prbf.g_00629
OG0000425	Prbn.g_00682	Prbf.g_01715
OG0000426	Prbn.g_00681	Prbf.g_01716
OG0000427	Prbn.g_00680	Prbf.g_01717
OG0000428	Prbn.g_00678	Prbf.g_01719
OG0000429	Prbn.g_00677	Prbf.g_01720
OG0000430	Prbn.g_00675	Prbf.g_01722
OG0000431	Prbn.g_00674	Prbf.g_01723
OG0000432	Prbn.g_00673	Prbf.g_01724
OG0000433	Prbn.g_00672	Prbf.g_01725
OG0000434	Prbn.g_00671	Prbf.g_01726
OG0000435	Prbn.g_00670	Prbf.g_01727
OG0000436	Prbn.g_00669	Prbf.g_01728
OG0000437	Prbn.g_00668	Prbf.g_01729
OG0000438	Prbn.g_00667	Prbf.g_01730
OG0000439	Prbn.g_00666	Prbf.g_01731
OG0000440	Prbn.g_00665	Prbf.g_01732
OG0000441	Prbn.g_00664	Prbf.g_01733
OG0000442	Prbn.g_00663	Prbf.g_01734
OG0000443	Prbn.g_00662	Prbf.g_01735
OG0000444	Prbn.g_00661	Prbf.g_01736
OG0000445	Prbn.g_00657	Prbf.g_01740
OG0000446	Prbn.g_00655	Prbf.g_01742
OG0000447	Prbn.g_00654	Prbf.g_01743
OG0000448	Prbn.g_00653	Prbf.g_01744
OG0000449	Prbn.g_00649	Prbf.g_01748
OG0000450	Prbn.g_00648	Prbf.g_01749
OG0000451	Prbn.g_00647	Prbf.g_01750
OG0000452	Prbn.g_00645	Prbf.g_01752
OG0000453	Prbn.g_00644	Prbf.g_01753
OG0000454	Prbn.g_00643	Prbf.g_01754
OG0000455	Prbn.g_00641	Prbf.g_01756
OG0000456	Prbn.g_00637	Prbf.g_01760
OG0000457	Prbn.g_00636	Prbf.g_01761
OG0000458	Prbn.g_00635	Prbf.g_01762
OG0000459	Prbn.g_00633	Prbf.g_01764
OG0000460	Prbn.g_00631	Prbf.g_01766
OG0000461	Prbn.g_00630	Prbf.g_01767
OG0000462	Prbn.g_00629	Prbf.g_01768
OG0000463	Prbn.g_00627	Prbf.g_01770
OG0000464	Prbn.g_00626	Prbf.g_01771
OG0000465	Prbn.g_00625	Prbf.g_01772
OG0000466	Prbn.g_00624	Prbf.g_01773
OG0000467	Prbn.g_00623	Prbf.g_01774
OG0000468	Prbn.g_00622	Prbf.g_01775
OG0000469	Prbn.g_00621	Prbf.g_01776
OG0000470	Prbn.g_00620	Prbf.g_01777
OG0000471	Prbn.g_00619	Prbf.g_01778
OG0000472	Prbn.g_00613	Prbf.g_01784
OG0000473	Prbn.g_00612	Prbf.g_01785
OG0000474	Prbn.g_00611	Prbf.g_01786
OG0000475	Prbn.g_00610	Prbf.g_01787
OG0000476	Prbn.g_00609	Prbf.g_01788
OG0000477	Prbn.g_00608	Prbf.g_01789
OG0000478	Prbn.g_00607	Prbf.g_01790
OG0000479	Prbn.g_00606	Prbf.g_01791
OG0000480	Prbn.g_00604	Prbf.g_01793
OG0000481	Prbn.g_00602	Prbf.g_01795
OG0000482	Prbn.g_00601	Prbf.g_01796
OG0000483	Prbn.g_00599	Prbf.g_01798
OG0000484	Prbn.g_00598	Prbf.g_01799
OG0000485	Prbn.g_00597	Prbf.g_01800
OG0000486	Prbn.g_00596	Prbf.g_01801
OG0000487	Prbn.g_00592	Prbf.g_01805
OG0000488	Prbn.g_00591	Prbf.g_01806
OG0000489	Prbn.g_00590	Prbf.g_01807
OG0000490	Prbn.g_00589	Prbf.g_01808
OG0000491	Prbn.g_00588	Prbf.g_01809
OG0000492	Prbn.g_00587	Prbf.g_01810
OG0000493	Prbn.g_00586	Prbf.g_01811
OG0000494	Prbn.g_00585	Prbf.g_01812
OG0000495	Prbn.g_00582	Prbf.g_01815
OG0000496	Prbn.g_00581	Prbf.g_01816
OG0000497	Prbn.g_00580	Prbf.g_01817
OG0000498	Prbn.g_00579	Prbf.g_01818
OG0000499	Prbn.g_00578	Prbf.g_01819
OG0000500	Prbn.g_00576	Prbf.g_01821
OG0000501	Prbn.g_00575	Prbf.g_01822
OG0000502	Prbn.g_00574	Prbf.g_01823
OG0000503	Prbn.g_00572	Prbf.g_01825
OG0000504	Prbn.g_00571	Prbf.g_01826
OG0000505	Prbn.g_00570	Prbf.g_01827
OG0000506	Prbn.g_00569	Prbf.g_01828
OG0000507	Prbn.g_00568	Prbf.g_01829
OG0000508	Prbn.g_00567	Prbf.g_01830
OG0000509	Prbn.g_00566	Prbf.g_01831
OG0000510	Prbn.g_00565	Prbf.g_01832
OG0000511	Prbn.g_00563	Prbf.g_01834
OG0000512	Prbn.g_00562	Prbf.g_01835
OG0000513	Prbn.g_00561	Prbf.g_01836
OG0000514	Prbn.g_00560	Prbf.g_01837
OG0000515	Prbn.g_00559	Prbf.g_01838
OG0000516	Prbn.g_00558	Prbf.g_01839
OG0000517	Prbn.g_00557	Prbf.g_01840
OG0000518	Prbn.g_00556	Prbf.g_01841
