Orthogroup	Pray	Praj
OG0000032	Pray.g_01806	Praj.g_00371
OG0000033	Pray.g_01475	Praj.g_00013
OG0000034	Pray.g_01793	Praj.g_00095
OG0000035	Pray.g_00438	Praj.g_01395
OG0000036	Pray.g_01177	Praj.g_01827
OG0000037	Pray.g_01140	Praj.g_01066
OG0000038	Pray.g_00304	Praj.g_01189
OG0000040	Pray.g_00838	Praj.g_01329, Praj.g_01365
OG0000041	Pray.g_00910	Praj.g_01242
OG0000042	Pray.g_01040	Praj.g_00698
OG0000043	Pray.g_00333	Praj.g_00909
OG0000044	Pray.g_00064	Praj.g_01461
OG0000045	Pray.g_01786	Praj.g_00839
OG0000046	Pray.g_01566	Praj.g_01762
OG0000047	Pray.g_01364	Praj.g_02012
OG0000048	Pray.g_01371	Praj.g_02020
OG0000050	Pray.g_01493	Praj.g_00031
OG0000051	Pray.g_00638	Praj.g_00197
OG0000052	Pray.g_00848	Praj.g_01156, Praj.g_01282
OG0000053	Pray.g_01222	Praj.g_00530
OG0000055	Pray.g_00370	Praj.g_00793, Praj.g_01176
OG0000056	Pray.g_00110	Praj.g_00043
OG0000057	Pray.g_00718	Praj.g_00277
OG0000058	Pray.g_00965	Praj.g_00467
OG0000059	Pray.g_01065	Praj.g_01313, Praj.g_00691
OG0000061	Pray.g_00099, Pray.g_00531	Praj.g_01563
OG0000062	Pray.g_00097	Praj.g_01832
OG0000063	Pray.g_01927	Praj.g_01355
OG0000065	Pray.g_01870	Praj.g_01528
OG0000066	Pray.g_01808	Praj.g_00664
OG0000067	Pray.g_00884	Praj.g_01323
OG0000067	Pray.g_01930	Praj.g_01158
OG0000068	Pray.g_01306	Praj.g_01952
OG0000071	Pray.g_01473	Praj.g_00011
OG0000072	Pray.g_00800	Praj.g_00357
OG0000073	Pray.g_01094	Praj.g_00659
OG0000074	Pray.g_01072	Praj.g_00684
OG0000075	Pray.g_00355	Praj.g_00776
OG0000076	Pray.g_00584	Praj.g_01024
OG0000077	Pray.g_01575	Praj.g_01079, Praj.g_01203, Praj.g_01731, Praj.g_01273, Praj.g_00416, Praj.g_01310, Praj.g_01358
OG0000078	Pray.g_01788	Praj.g_00372
OG0000079	Pray.g_01644	Praj.g_01714
OG0000080	Pray.g_01595	Praj.g_01166
OG0000081	Pray.g_01337	Praj.g_01985
OG0000083	Pray.g_01464	Praj.g_00003
OG0000084	Pray.g_01468	Praj.g_00006
OG0000085	Pray.g_01485	Praj.g_00023
OG0000086	Pray.g_00244, Pray.g_00907	Praj.g_01154
OG0000087	Pray.g_00234	Praj.g_00053
OG0000088	Pray.g_00176	Praj.g_00153
OG0000089	Pray.g_00168	Praj.g_00162
OG0000090	Pray.g_00150	Praj.g_00179
OG0000091	Pray.g_00650	Praj.g_00209
OG0000092	Pray.g_00651	Praj.g_00210
OG0000093	Pray.g_00665	Praj.g_00223
OG0000094	Pray.g_00683	Praj.g_00242
OG0000095	Pray.g_00688	Praj.g_00246
OG0000096	Pray.g_00732	Praj.g_00290
OG0000097	Pray.g_00753	Praj.g_00310
OG0000099	Pray.g_00772	Praj.g_00329
OG0000100	Pray.g_00775	Praj.g_00332
OG0000101	Pray.g_00835	Praj.g_00405
OG0000102	Pray.g_00861	Praj.g_01279
OG0000103	Pray.g_00966	Praj.g_00468
OG0000104	Pray.g_00970	Praj.g_00473
OG0000105	Pray.g_00990	Praj.g_00491
OG0000106	Pray.g_01023	Praj.g_00523
OG0000107	Pray.g_01228, Pray.g_01024	Praj.g_00524
OG0000108	Pray.g_01218	Praj.g_00534
OG0000109	Pray.g_01209	Praj.g_00543
OG0000110	Pray.g_01193	Praj.g_00559
OG0000111	Pray.g_01112	Praj.g_00639
OG0000112	Pray.g_01111	Praj.g_00640
OG0000113	Pray.g_00275	Praj.g_00722
OG0000114	Pray.g_00346	Praj.g_00767
OG0000115	Pray.g_00511	Praj.g_01601, Praj.g_00946
OG0000116	Pray.g_00515	Praj.g_00950
OG0000117	Pray.g_00581	Praj.g_01021
OG0000118	Pray.g_00632	Praj.g_01196
OG0000119	Pray.g_00094	Praj.g_01835
OG0000120	Pray.g_00057	Praj.g_01455
OG0000121	Pray.g_00038	Praj.g_01433
OG0000122	Pray.g_00019	Praj.g_01413
OG0000123	Pray.g_00006	Praj.g_01402
OG0000124	Pray.g_00250	Praj.g_01014
OG0000125	Pray.g_01858	Praj.g_01540
OG0000126	Pray.g_01829	Praj.g_01575
OG0000127	Pray.g_01735	Praj.g_01618
OG0000128	Pray.g_01721	Praj.g_01633
OG0000129	Pray.g_01685	Praj.g_01667
OG0000130	Pray.g_01561	Praj.g_01766
OG0000131	Pray.g_01523	Praj.g_01803
OG0000132	Pray.g_01520	Praj.g_01805
OG0000133	Pray.g_01265	Praj.g_01910
OG0000134	Pray.g_01301	Praj.g_01946
OG0000135	Pray.g_01303	Praj.g_01948
OG0000136	Pray.g_01348	Praj.g_01997
OG0000137	Pray.g_01381	Praj.g_02034
OG0000138	Pray.g_01417	Praj.g_02091
OG0000139	Pray.g_01444	Praj.g_02128
OG0000140	Pray.g_01462	Praj.g_00001
OG0000141	Pray.g_01463	Praj.g_00002
OG0000142	Pray.g_01465	Praj.g_00004
OG0000143	Pray.g_01467	Praj.g_00005
OG0000144	Pray.g_01469	Praj.g_00007
OG0000145	Pray.g_01470	Praj.g_00008
OG0000146	Pray.g_01471	Praj.g_00009
OG0000147	Pray.g_01472	Praj.g_00010
OG0000148	Pray.g_01474	Praj.g_00012
OG0000149	Pray.g_01476	Praj.g_00014
OG0000150	Pray.g_01477	Praj.g_00015
OG0000151	Pray.g_01478	Praj.g_00016
OG0000152	Pray.g_01479	Praj.g_00017
OG0000153	Pray.g_01480	Praj.g_00018
OG0000154	Pray.g_01481	Praj.g_00019
OG0000155	Pray.g_01482	Praj.g_00020
OG0000156	Pray.g_01483	Praj.g_00021
OG0000157	Pray.g_01484	Praj.g_00022
OG0000158	Pray.g_01486	Praj.g_00024
OG0000159	Pray.g_01487	Praj.g_00025
OG0000160	Pray.g_01488	Praj.g_00026
OG0000161	Pray.g_01489	Praj.g_00027
OG0000162	Pray.g_01490	Praj.g_00028
OG0000163	Pray.g_01491	Praj.g_00029
OG0000164	Pray.g_01494	Praj.g_00032
OG0000165	Pray.g_01497	Praj.g_00034
OG0000166	Pray.g_01498	Praj.g_00035
OG0000167	Pray.g_01499	Praj.g_00036
OG0000168	Pray.g_00243	Praj.g_00044
OG0000169	Pray.g_00241	Praj.g_00046
OG0000170	Pray.g_00240	Praj.g_00047
OG0000171	Pray.g_00239	Praj.g_00048
OG0000172	Pray.g_00238	Praj.g_00049
OG0000173	Pray.g_00237	Praj.g_00050
OG0000174	Pray.g_00236	Praj.g_00051
OG0000175	Pray.g_00235	Praj.g_00052
OG0000176	Pray.g_00233	Praj.g_00054
OG0000177	Pray.g_00232	Praj.g_00055
OG0000178	Pray.g_00231	Praj.g_00056
OG0000179	Pray.g_00225	Praj.g_00102
OG0000180	Pray.g_00224	Praj.g_00103
OG0000181	Pray.g_00223	Praj.g_00104
OG0000182	Pray.g_00220	Praj.g_00107
OG0000183	Pray.g_00219	Praj.g_00108
OG0000184	Pray.g_00216	Praj.g_00111
OG0000185	Pray.g_00212	Praj.g_00115
OG0000186	Pray.g_00211	Praj.g_00116
OG0000187	Pray.g_00210	Praj.g_00117
OG0000188	Pray.g_00209	Praj.g_00118
OG0000189	Pray.g_00208	Praj.g_00119
OG0000190	Pray.g_00207	Praj.g_00120
OG0000191	Pray.g_00206	Praj.g_00121
OG0000192	Pray.g_00205	Praj.g_00122
OG0000193	Pray.g_00204	Praj.g_00123
OG0000194	Pray.g_00203	Praj.g_00124
OG0000195	Pray.g_00201	Praj.g_00126
OG0000196	Pray.g_00200	Praj.g_00127
OG0000197	Pray.g_00199	Praj.g_00128
OG0000198	Pray.g_00198	Praj.g_00129
OG0000199	Pray.g_00195	Praj.g_00132
OG0000200	Pray.g_00194	Praj.g_00133
OG0000201	Pray.g_00193	Praj.g_00134
OG0000202	Pray.g_00192	Praj.g_00135
OG0000203	Pray.g_00191	Praj.g_00136
OG0000204	Pray.g_00190	Praj.g_00137
OG0000205	Pray.g_00189	Praj.g_00139
OG0000206	Pray.g_00188	Praj.g_00140
OG0000207	Pray.g_00187	Praj.g_00141
OG0000208	Pray.g_00186	Praj.g_00142
OG0000209	Pray.g_00185	Praj.g_00143
OG0000210	Pray.g_00183	Praj.g_00144
OG0000211	Pray.g_00182	Praj.g_00145
OG0000212	Pray.g_00181	Praj.g_00146
OG0000213	Pray.g_00180	Praj.g_00147
OG0000214	Pray.g_00178	Praj.g_00151
OG0000215	Pray.g_00177	Praj.g_00152
OG0000216	Pray.g_00175	Praj.g_00154
OG0000217	Pray.g_00174	Praj.g_00156
OG0000218	Pray.g_00173	Praj.g_00157
OG0000219	Pray.g_00172	Praj.g_00158
OG0000220	Pray.g_00169	Praj.g_00160
OG0000221	Pray.g_00167	Praj.g_00163
OG0000222	Pray.g_00166	Praj.g_00164
OG0000223	Pray.g_00165	Praj.g_00165
OG0000224	Pray.g_00162	Praj.g_00168
OG0000225	Pray.g_00160	Praj.g_00170
OG0000226	Pray.g_00159	Praj.g_00172
OG0000227	Pray.g_00158	Praj.g_00173
OG0000228	Pray.g_00157	Praj.g_00174
OG0000229	Pray.g_00156	Praj.g_00175
OG0000230	Pray.g_00155	Praj.g_00176
OG0000231	Pray.g_00153	Praj.g_01057
OG0000232	Pray.g_00152	Praj.g_00177
OG0000233	Pray.g_00149	Praj.g_00180
OG0000234	Pray.g_00147	Praj.g_00183
OG0000235	Pray.g_00144	Praj.g_00185
OG0000236	Pray.g_00143	Praj.g_00186
OG0000237	Pray.g_00142	Praj.g_00187
OG0000238	Pray.g_00141	Praj.g_00188
OG0000239	Pray.g_00140	Praj.g_00189
OG0000240	Pray.g_00138	Praj.g_00191
OG0000241	Pray.g_00137	Praj.g_00192
OG0000242	Pray.g_00136	Praj.g_00193
OG0000243	Pray.g_00635	Praj.g_00194
OG0000244	Pray.g_00636	Praj.g_00195
OG0000245	Pray.g_00637	Praj.g_00196
OG0000246	Pray.g_00639	Praj.g_00198
OG0000247	Pray.g_00640	Praj.g_00199
OG0000248	Pray.g_00641	Praj.g_00200
OG0000249	Pray.g_00642	Praj.g_00201
OG0000250	Pray.g_00643	Praj.g_00202
OG0000251	Pray.g_00644	Praj.g_00203
OG0000252	Pray.g_00645	Praj.g_00204
OG0000253	Pray.g_00646	Praj.g_00205
OG0000254	Pray.g_00648	Praj.g_00207
OG0000255	Pray.g_00649	Praj.g_00208
OG0000256	Pray.g_00652	Praj.g_00211
OG0000257	Pray.g_00654	Praj.g_00212
OG0000258	Pray.g_00655	Praj.g_00213
OG0000259	Pray.g_00656	Praj.g_00214
OG0000260	Pray.g_00657	Praj.g_00215
OG0000261	Pray.g_00658	Praj.g_00216
OG0000262	Pray.g_00659	Praj.g_00217
OG0000263	Pray.g_00660	Praj.g_00218
OG0000264	Pray.g_00662	Praj.g_00220
OG0000265	Pray.g_00663	Praj.g_00221
OG0000266	Pray.g_00664	Praj.g_00222
OG0000267	Pray.g_00666	Praj.g_00224
OG0000268	Pray.g_00667	Praj.g_00226
OG0000269	Pray.g_00668	Praj.g_00227
OG0000270	Pray.g_00669	Praj.g_00228
OG0000271	Pray.g_00670	Praj.g_00229
OG0000272	Pray.g_00671	Praj.g_00230
OG0000273	Pray.g_00672	Praj.g_00231
OG0000274	Pray.g_00673	Praj.g_00232
OG0000275	Pray.g_00674	Praj.g_00233
OG0000276	Pray.g_00675	Praj.g_00234
OG0000277	Pray.g_00676	Praj.g_00235
OG0000278	Pray.g_00677	Praj.g_00236
OG0000279	Pray.g_00678	Praj.g_00237
OG0000280	Pray.g_00679	Praj.g_00238
OG0000281	Pray.g_00681	Praj.g_00240
OG0000282	Pray.g_00682	Praj.g_00241
OG0000283	Pray.g_00685	Praj.g_00243
OG0000284	Pray.g_00686	Praj.g_00244
OG0000285	Pray.g_00687	Praj.g_00245
OG0000286	Pray.g_00689	Praj.g_00247
OG0000287	Pray.g_00690	Praj.g_00248
OG0000288	Pray.g_00691	Praj.g_00249
OG0000289	Pray.g_00692	Praj.g_00250
OG0000290	Pray.g_00693	Praj.g_00251
OG0000291	Pray.g_00694	Praj.g_00252
OG0000292	Pray.g_00695	Praj.g_00253
OG0000293	Pray.g_00696	Praj.g_00254
OG0000294	Pray.g_00697	Praj.g_00255
OG0000295	Pray.g_00698	Praj.g_00256
OG0000296	Pray.g_00699	Praj.g_00257
OG0000297	Pray.g_00700	Praj.g_00258
OG0000298	Pray.g_00701	Praj.g_00259
OG0000299	Pray.g_00702	Praj.g_00260
OG0000300	Pray.g_00703	Praj.g_00261
OG0000301	Pray.g_00704	Praj.g_00262
OG0000302	Pray.g_00705	Praj.g_00263
OG0000303	Pray.g_00706	Praj.g_00264
OG0000304	Pray.g_00707	Praj.g_00265
OG0000305	Pray.g_00708	Praj.g_00266
OG0000306	Pray.g_00709	Praj.g_00267
OG0000307	Pray.g_00710	Praj.g_00268
OG0000308	Pray.g_00711	Praj.g_00269
OG0000309	Pray.g_00712	Praj.g_00270
OG0000310	Pray.g_00713	Praj.g_00271
OG0000311	Pray.g_00714	Praj.g_00273
OG0000312	Pray.g_00716	Praj.g_00275
OG0000313	Pray.g_00717	Praj.g_00276
OG0000314	Pray.g_00720	Praj.g_00280
OG0000315	Pray.g_00721	Praj.g_00281
OG0000316	Pray.g_00723	Praj.g_00283
OG0000317	Pray.g_00725	Praj.g_00285
OG0000318	Pray.g_00726	Praj.g_00286
OG0000319	Pray.g_00727	Praj.g_00287
OG0000320	Pray.g_00728	Praj.g_00288
OG0000321	Pray.g_00731	Praj.g_00289
OG0000322	Pray.g_00734	Praj.g_00292
OG0000323	Pray.g_00735	Praj.g_00293
OG0000324	Pray.g_00738	Praj.g_00296
OG0000325	Pray.g_00739	Praj.g_00297
OG0000326	Pray.g_00740	Praj.g_00298
OG0000327	Pray.g_00742	Praj.g_00299
OG0000328	Pray.g_00743	Praj.g_00300
OG0000329	Pray.g_00744	Praj.g_00301
OG0000330	Pray.g_00745	Praj.g_00302
OG0000331	Pray.g_00746	Praj.g_00303
OG0000332	Pray.g_00747	Praj.g_00304
OG0000333	Pray.g_00748	Praj.g_00305
OG0000334	Pray.g_00749	Praj.g_00306
OG0000335	Pray.g_00750	Praj.g_00307
OG0000336	Pray.g_00751	Praj.g_00309
OG0000337	Pray.g_00754	Praj.g_00311
OG0000338	Pray.g_00755	Praj.g_00312
OG0000339	Pray.g_00756	Praj.g_00313
OG0000340	Pray.g_00757	Praj.g_00314
OG0000341	Pray.g_00761	Praj.g_00318
OG0000342	Pray.g_00762	Praj.g_00319
OG0000343	Pray.g_00764	Praj.g_00321
OG0000344	Pray.g_00765	Praj.g_00322
OG0000345	Pray.g_00766	Praj.g_00323
OG0000346	Pray.g_00767	Praj.g_00324
OG0000347	Pray.g_00768	Praj.g_00325
OG0000348	Pray.g_00769	Praj.g_00326
OG0000349	Pray.g_00770	Praj.g_00327
OG0000350	Pray.g_00771	Praj.g_00328
OG0000351	Pray.g_00773	Praj.g_00330
OG0000352	Pray.g_00776	Praj.g_00333
OG0000353	Pray.g_00777	Praj.g_00334
OG0000354	Pray.g_00778	Praj.g_00335
OG0000355	Pray.g_00779	Praj.g_00336
OG0000356	Pray.g_00780	Praj.g_00337
OG0000357	Pray.g_00781	Praj.g_00338
OG0000358	Pray.g_00782	Praj.g_00339
OG0000359	Pray.g_00783	Praj.g_00340
OG0000360	Pray.g_00786	Praj.g_00343
OG0000361	Pray.g_00787	Praj.g_00344
OG0000362	Pray.g_00788	Praj.g_00345
OG0000363	Pray.g_00789	Praj.g_00346
OG0000364	Pray.g_00790	Praj.g_00347
OG0000365	Pray.g_00791	Praj.g_00348
OG0000366	Pray.g_00792	Praj.g_00349
OG0000367	Pray.g_00793	Praj.g_00350
OG0000368	Pray.g_00794	Praj.g_00351
OG0000369	Pray.g_00795	Praj.g_00352
OG0000370	Pray.g_00796	Praj.g_00353
OG0000371	Pray.g_00797	Praj.g_00354
OG0000372	Pray.g_00799	Praj.g_00356
OG0000373	Pray.g_00801	Praj.g_00358
OG0000374	Pray.g_00802	Praj.g_00359
OG0000375	Pray.g_00803	Praj.g_00360
OG0000376	Pray.g_00805	Praj.g_00362
OG0000377	Pray.g_00806	Praj.g_00368
OG0000378	Pray.g_00807	Praj.g_00724
OG0000379	Pray.g_00812	Praj.g_00380
OG0000380	Pray.g_00813	Praj.g_00382
OG0000381	Pray.g_00814	Praj.g_00383
OG0000382	Pray.g_00816	Praj.g_00384
OG0000383	Pray.g_00819	Praj.g_00387
OG0000384	Pray.g_00820	Praj.g_00388
OG0000385	Pray.g_00823	Praj.g_00390
OG0000386	Pray.g_00824	Praj.g_00391
OG0000387	Pray.g_00825	Praj.g_00392
OG0000388	Pray.g_00826	Praj.g_00393
OG0000389	Pray.g_00827	Praj.g_00394
OG0000390	Pray.g_00828	Praj.g_00395
OG0000391	Pray.g_00829	Praj.g_00396
OG0000392	Pray.g_00830	Praj.g_00397
OG0000393	Pray.g_00833	Praj.g_00402
OG0000394	Pray.g_00834	Praj.g_00403
OG0000395	Pray.g_00836	Praj.g_00406
OG0000396	Pray.g_00837	Praj.g_00824
OG0000397	Pray.g_00849	Praj.g_01049
OG0000398	Pray.g_00857	Praj.g_01081
OG0000399	Pray.g_00858	Praj.g_01244
OG0000400	Pray.g_00864	Praj.g_01869
OG0000401	Pray.g_00921	Praj.g_00425
OG0000402	Pray.g_00922	Praj.g_00426
OG0000403	Pray.g_00923	Praj.g_00427
OG0000404	Pray.g_00925	Praj.g_00429
OG0000405	Pray.g_00926	Praj.g_00430
OG0000406	Pray.g_00928	Praj.g_00432
OG0000407	Pray.g_00929	Praj.g_00433
OG0000408	Pray.g_00930	Praj.g_00434
OG0000409	Pray.g_00931	Praj.g_00435
OG0000410	Pray.g_00932	Praj.g_00436
OG0000411	Pray.g_00933	Praj.g_00437
OG0000412	Pray.g_00934	Praj.g_00438
OG0000413	Pray.g_00935	Praj.g_00439
OG0000414	Pray.g_00936	Praj.g_00440
OG0000415	Pray.g_00937	Praj.g_00441
OG0000416	Pray.g_00938	Praj.g_00442
OG0000417	Pray.g_00939	Praj.g_00443
OG0000418	Pray.g_00940	Praj.g_00444
OG0000419	Pray.g_00941	Praj.g_00445
OG0000420	Pray.g_00942	Praj.g_00446
OG0000421	Pray.g_00943	Praj.g_00447
OG0000422	Pray.g_00945	Praj.g_00449
OG0000423	Pray.g_00946	Praj.g_00450
OG0000424	Pray.g_00948	Praj.g_00451
OG0000425	Pray.g_00951	Praj.g_00457
OG0000426	Pray.g_00952	Praj.g_00458
OG0000427	Pray.g_00953	Praj.g_00459
OG0000428	Pray.g_00954	Praj.g_00461
OG0000429	Pray.g_00955	Praj.g_00462
OG0000430	Pray.g_00961	Praj.g_00464
OG0000431	Pray.g_00963	Praj.g_00465
OG0000432	Pray.g_00964	Praj.g_00466
OG0000433	Pray.g_00967	Praj.g_00469
OG0000434	Pray.g_00968	Praj.g_00471
OG0000435	Pray.g_00969	Praj.g_00472
OG0000436	Pray.g_00971	Praj.g_00474
OG0000437	Pray.g_00973	Praj.g_00476
OG0000438	Pray.g_00974	Praj.g_00477
OG0000439	Pray.g_00975	Praj.g_00478
OG0000440	Pray.g_00977	Praj.g_00479
OG0000441	Pray.g_00978	Praj.g_00480
OG0000442	Pray.g_00979	Praj.g_00481
OG0000443	Pray.g_00980	Praj.g_00482
OG0000444	Pray.g_00981	Praj.g_00483
OG0000445	Pray.g_00982	Praj.g_00484
OG0000446	Pray.g_00983	Praj.g_00485
OG0000447	Pray.g_00984	Praj.g_00486
OG0000448	Pray.g_00985	Praj.g_00487
OG0000449	Pray.g_00991	Praj.g_00492
OG0000450	Pray.g_00992	Praj.g_00493
OG0000451	Pray.g_00993	Praj.g_00494
OG0000452	Pray.g_00994	Praj.g_00495
OG0000453	Pray.g_00996	Praj.g_00497
OG0000454	Pray.g_00997	Praj.g_00498
OG0000455	Pray.g_00998	Praj.g_00499
OG0000456	Pray.g_00999	Praj.g_00500
OG0000457	Pray.g_01001	Praj.g_00502
OG0000458	Pray.g_01003	Praj.g_00504
OG0000459	Pray.g_01004	Praj.g_00505
OG0000460	Pray.g_01006	Praj.g_00507
OG0000461	Pray.g_01007	Praj.g_00508
OG0000462	Pray.g_01008	Praj.g_00509
OG0000463	Pray.g_01009	Praj.g_00511
OG0000464	Pray.g_01014	Praj.g_00515
OG0000465	Pray.g_01016	Praj.g_00516
OG0000466	Pray.g_01017	Praj.g_00517
OG0000467	Pray.g_01018	Praj.g_00518
OG0000468	Pray.g_01019	Praj.g_00519
OG0000469	Pray.g_01020	Praj.g_00520
OG0000470	Pray.g_01021	Praj.g_00521
OG0000471	Pray.g_01022	Praj.g_00522
OG0000472	Pray.g_01227	Praj.g_00525
OG0000473	Pray.g_01226	Praj.g_00526
OG0000474	Pray.g_01225	Praj.g_00527
OG0000475	Pray.g_01224	Praj.g_00528
OG0000476	Pray.g_01223	Praj.g_00529
OG0000477	Pray.g_01221	Praj.g_00531
OG0000478	Pray.g_01220	Praj.g_00532
OG0000479	Pray.g_01219	Praj.g_00533
OG0000480	Pray.g_01217	Praj.g_00535
OG0000481	Pray.g_01216	Praj.g_00536
OG0000482	Pray.g_01215	Praj.g_00537
OG0000483	Pray.g_01214	Praj.g_00538
OG0000484	Pray.g_01213	Praj.g_00539
OG0000485	Pray.g_01212	Praj.g_00540
OG0000486	Pray.g_01211	Praj.g_00541
OG0000487	Pray.g_01210	Praj.g_00542
OG0000488	Pray.g_01208	Praj.g_00544
OG0000489	Pray.g_01207	Praj.g_00545
OG0000490	Pray.g_01206	Praj.g_00546
OG0000491	Pray.g_01205	Praj.g_00547
OG0000492	Pray.g_01204	Praj.g_00548
OG0000493	Pray.g_01203	Praj.g_00549
OG0000494	Pray.g_01201	Praj.g_00551
OG0000495	Pray.g_01200	Praj.g_00552
OG0000496	Pray.g_01199	Praj.g_00553
OG0000497	Pray.g_01198	Praj.g_00554
OG0000498	Pray.g_01197	Praj.g_00555
OG0000499	Pray.g_01195	Praj.g_00557
OG0000500	Pray.g_01194	Praj.g_00558
OG0000501	Pray.g_01192	Praj.g_00560
OG0000502	Pray.g_01191	Praj.g_00561
OG0000503	Pray.g_01190	Praj.g_00562
OG0000504	Pray.g_01189	Praj.g_00563
OG0000505	Pray.g_01188	Praj.g_00564
OG0000506	Pray.g_01187	Praj.g_00565
OG0000507	Pray.g_01186	Praj.g_00566
OG0000508	Pray.g_01184	Praj.g_00567
OG0000509	Pray.g_01183	Praj.g_00568
OG0000510	Pray.g_01182	Praj.g_00569
OG0000511	Pray.g_01181	Praj.g_00570
OG0000512	Pray.g_01180	Praj.g_00571
OG0000513	Pray.g_01179	Praj.g_00572
OG0000514	Pray.g_01178	Praj.g_00573
OG0000515	Pray.g_01176	Praj.g_00574
OG0000516	Pray.g_01175	Praj.g_00575
OG0000517	Pray.g_01174	Praj.g_00576
OG0000518	Pray.g_01172	Praj.g_00578
OG0000519	Pray.g_01171	Praj.g_00579
OG0000520	Pray.g_01170	Praj.g_00581
OG0000521	Pray.g_01169	Praj.g_00580
OG0000522	Pray.g_01168	Praj.g_00582
OG0000523	Pray.g_01167	Praj.g_00583
OG0000524	Pray.g_01166	Praj.g_00584
OG0000525	Pray.g_01164	Praj.g_00586
OG0000526	Pray.g_01163	Praj.g_00587
OG0000527	Pray.g_01162	Praj.g_00588
OG0000528	Pray.g_01161	Praj.g_00589
OG0000529	Pray.g_01160	Praj.g_00590
OG0000530	Pray.g_01159	Praj.g_00591
OG0000531	Pray.g_01158	Praj.g_00593
OG0000532	Pray.g_01157	Praj.g_00594
OG0000533	Pray.g_01156	Praj.g_00595
OG0000534	Pray.g_01155	Praj.g_00596
OG0000535	Pray.g_01154	Praj.g_00597
OG0000536	Pray.g_01153	Praj.g_00598
OG0000537	Pray.g_01152	Praj.g_00599
OG0000538	Pray.g_01151	Praj.g_00600
OG0000539	Pray.g_01150	Praj.g_00601
OG0000540	Pray.g_01149	Praj.g_00602
OG0000541	Pray.g_01148	Praj.g_00603
OG0000542	Pray.g_01147	Praj.g_00604
OG0000543	Pray.g_01146	Praj.g_00605
OG0000544	Pray.g_01145	Praj.g_00606
OG0000545	Pray.g_01142	Praj.g_00609
OG0000546	Pray.g_01141	Praj.g_00610
OG0000547	Pray.g_01139	Praj.g_00611
OG0000548	Pray.g_01138	Praj.g_00613
OG0000549	Pray.g_01137	Praj.g_00614
OG0000550	Pray.g_01136	Praj.g_00615
OG0000551	Pray.g_01135	Praj.g_00616
OG0000552	Pray.g_01134	Praj.g_00617
OG0000553	Pray.g_01133	Praj.g_00618
OG0000554	Pray.g_01132	Praj.g_00619
OG0000555	Pray.g_01131	Praj.g_00620
OG0000556	Pray.g_01130	Praj.g_00621
OG0000557	Pray.g_01129	Praj.g_00622
OG0000558	Pray.g_01128	Praj.g_00623
OG0000559	Pray.g_01127	Praj.g_00624
OG0000560	Pray.g_01125	Praj.g_00626
OG0000561	Pray.g_01124	Praj.g_00627
OG0000562	Pray.g_01123	Praj.g_00628
OG0000563	Pray.g_01122	Praj.g_00629
OG0000564	Pray.g_01121	Praj.g_00630
OG0000565	Pray.g_01120	Praj.g_00631
OG0000566	Pray.g_01119	Praj.g_00632
OG0000567	Pray.g_01118	Praj.g_00633
