Orthogroup	Pray	Prbd
OG0000089	Pray.g_00168	Prbd.g_01122
OG0000090	Pray.g_00150	Prbd.g_01103
OG0000091	Pray.g_00650	Prbd.g_01071
OG0000092	Pray.g_00651	Prbd.g_01070
OG0000093	Pray.g_00665	Prbd.g_01056
OG0000094	Pray.g_00683	Prbd.g_01038
OG0000095	Pray.g_00688	Prbd.g_01033
OG0000096	Pray.g_00732	Prbd.g_00988
OG0000097	Pray.g_00753	Prbd.g_00965
OG0000098	Pray.g_00763	Prbd.g_00955
OG0000099	Pray.g_00772	Prbd.g_00945
OG0000100	Pray.g_00775	Prbd.g_00942
OG0000101	Pray.g_00835	Prbd.g_00882
OG0000102	Pray.g_00861	Prbd.g_00855
OG0000103	Pray.g_00966	Prbd.g_00766
OG0000104	Pray.g_00970	Prbd.g_00762
OG0000105	Pray.g_00990	Prbd.g_00743
OG0000106	Pray.g_01023	Prbd.g_00710
OG0000107	Pray.g_01228, Pray.g_01024	Prbd.g_00709
OG0000108	Pray.g_01218	Prbd.g_00699
OG0000109	Pray.g_01209	Prbd.g_00690
OG0000110	Pray.g_01193	Prbd.g_00674
OG0000111	Pray.g_01112	Prbd.g_00593
OG0000112	Pray.g_01111	Prbd.g_00592
OG0000113	Pray.g_00275	Prbd.g_00029
OG0000114	Pray.g_00346	Prbd.g_00100
OG0000115	Pray.g_00511	Prbd.g_00264
OG0000116	Pray.g_00515	Prbd.g_00268
OG0000117	Pray.g_00581	Prbd.g_00337
OG0000118	Pray.g_00632	Prbd.g_00389
OG0000119	Pray.g_00094	Prbd.g_00430
OG0000120	Pray.g_00057	Prbd.g_00474
OG0000121	Pray.g_00038	Prbd.g_00493
OG0000122	Pray.g_00019	Prbd.g_00512
OG0000123	Pray.g_00006	Prbd.g_00525
OG0000124	Pray.g_00250	Prbd.g_01921
OG0000125	Pray.g_01858	Prbd.g_01789
OG0000126	Pray.g_01829	Prbd.g_01764
OG0000127	Pray.g_01735	Prbd.g_01702
OG0000128	Pray.g_01721	Prbd.g_01688
OG0000129	Pray.g_01685	Prbd.g_01652
OG0000130	Pray.g_01561	Prbd.g_01527
OG0000131	Pray.g_01523	Prbd.g_01489
OG0000132	Pray.g_01520	Prbd.g_01486
OG0000133	Pray.g_01265	Prbd.g_01432
OG0000134	Pray.g_01301	Prbd.g_01396
OG0000135	Pray.g_01303	Prbd.g_01394
OG0000136	Pray.g_01348	Prbd.g_01350
OG0000137	Pray.g_01381	Prbd.g_01317
OG0000138	Pray.g_01417	Prbd.g_01281
OG0000139	Pray.g_01444	Prbd.g_01255
OG0000140	Pray.g_01462	Prbd.g_01236
OG0000141	Pray.g_01463	Prbd.g_01235
OG0000142	Pray.g_01465	Prbd.g_01233
OG0000143	Pray.g_01467	Prbd.g_01232
OG0000144	Pray.g_01469	Prbd.g_01230
OG0000145	Pray.g_01470	Prbd.g_01229
OG0000146	Pray.g_01471	Prbd.g_01228
OG0000147	Pray.g_01472	Prbd.g_01227
OG0000148	Pray.g_01474	Prbd.g_01225
OG0000149	Pray.g_01476	Prbd.g_01223
OG0000150	Pray.g_01477	Prbd.g_01222
OG0000151	Pray.g_01478	Prbd.g_01221
OG0000152	Pray.g_01479	Prbd.g_01220
OG0000153	Pray.g_01480	Prbd.g_01219
OG0000154	Pray.g_01481	Prbd.g_01218
OG0000155	Pray.g_01482	Prbd.g_01217
OG0000156	Pray.g_01483	Prbd.g_01216
OG0000157	Pray.g_01484	Prbd.g_01215
OG0000158	Pray.g_01486	Prbd.g_01213
OG0000159	Pray.g_01487	Prbd.g_01212
OG0000160	Pray.g_01488	Prbd.g_01211
OG0000161	Pray.g_01489	Prbd.g_01210
OG0000162	Pray.g_01490	Prbd.g_01209
OG0000163	Pray.g_01491	Prbd.g_01208
OG0000164	Pray.g_01494	Prbd.g_01205
OG0000165	Pray.g_01497	Prbd.g_01202
OG0000166	Pray.g_01498	Prbd.g_01201
OG0000167	Pray.g_01499	Prbd.g_01200
OG0000168	Pray.g_00243	Prbd.g_01198
OG0000169	Pray.g_00241	Prbd.g_01196
OG0000170	Pray.g_00240	Prbd.g_01195
OG0000171	Pray.g_00239	Prbd.g_01194
OG0000172	Pray.g_00238	Prbd.g_01192
OG0000173	Pray.g_00237	Prbd.g_01191
OG0000174	Pray.g_00236	Prbd.g_01190
OG0000175	Pray.g_00235	Prbd.g_01189
OG0000176	Pray.g_00233	Prbd.g_01187
OG0000177	Pray.g_00232	Prbd.g_01186
OG0000178	Pray.g_00231	Prbd.g_01185
OG0000179	Pray.g_00225	Prbd.g_01180
OG0000180	Pray.g_00224	Prbd.g_01179
OG0000181	Pray.g_00223	Prbd.g_01178
OG0000182	Pray.g_00220	Prbd.g_01175
OG0000183	Pray.g_00219	Prbd.g_01174
OG0000184	Pray.g_00216	Prbd.g_01171
OG0000185	Pray.g_00212	Prbd.g_01167
OG0000186	Pray.g_00211	Prbd.g_01166
OG0000187	Pray.g_00210	Prbd.g_01165
OG0000188	Pray.g_00209	Prbd.g_01164
OG0000189	Pray.g_00208	Prbd.g_01163
OG0000190	Pray.g_00207	Prbd.g_01162
OG0000191	Pray.g_00206	Prbd.g_01161
OG0000192	Pray.g_00205	Prbd.g_01160
OG0000193	Pray.g_00204	Prbd.g_01159
OG0000194	Pray.g_00203	Prbd.g_01158
OG0000195	Pray.g_00201	Prbd.g_01156
OG0000196	Pray.g_00200	Prbd.g_01155
OG0000197	Pray.g_00199	Prbd.g_01154
OG0000198	Pray.g_00198	Prbd.g_01153
OG0000199	Pray.g_00195	Prbd.g_01150
OG0000200	Pray.g_00194	Prbd.g_01149
OG0000201	Pray.g_00193	Prbd.g_01148
OG0000202	Pray.g_00192	Prbd.g_01147
OG0000203	Pray.g_00191	Prbd.g_01146
OG0000204	Pray.g_00190	Prbd.g_01145
OG0000205	Pray.g_00189	Prbd.g_01144
OG0000206	Pray.g_00188	Prbd.g_01143
OG0000207	Pray.g_00187	Prbd.g_01142
OG0000208	Pray.g_00186	Prbd.g_01141
OG0000209	Pray.g_00185	Prbd.g_01140
OG0000210	Pray.g_00183	Prbd.g_01138
OG0000211	Pray.g_00182	Prbd.g_01137
OG0000212	Pray.g_00181	Prbd.g_01136
OG0000213	Pray.g_00180	Prbd.g_01135
OG0000214	Pray.g_00178	Prbd.g_01133
OG0000215	Pray.g_00177	Prbd.g_01132
OG0000216	Pray.g_00175	Prbd.g_01130
OG0000217	Pray.g_00174	Prbd.g_01128
OG0000218	Pray.g_00173	Prbd.g_01127
OG0000219	Pray.g_00172	Prbd.g_01126
OG0000220	Pray.g_00169	Prbd.g_01123
OG0000221	Pray.g_00167	Prbd.g_01121
OG0000222	Pray.g_00166	Prbd.g_01120
OG0000223	Pray.g_00165	Prbd.g_01119
OG0000224	Pray.g_00162	Prbd.g_01116
OG0000225	Pray.g_00160	Prbd.g_01114
OG0000226	Pray.g_00159	Prbd.g_01113
OG0000227	Pray.g_00158	Prbd.g_01112
OG0000228	Pray.g_00157	Prbd.g_01111
OG0000229	Pray.g_00156	Prbd.g_01110
OG0000230	Pray.g_00155	Prbd.g_01109
OG0000231	Pray.g_00153	Prbd.g_01107
OG0000232	Pray.g_00152	Prbd.g_01106
OG0000233	Pray.g_00149	Prbd.g_01102
OG0000234	Pray.g_00147	Prbd.g_01100
OG0000235	Pray.g_00144	Prbd.g_01095
OG0000236	Pray.g_00143	Prbd.g_01094
OG0000237	Pray.g_00142	Prbd.g_01093
OG0000238	Pray.g_00141	Prbd.g_01092
OG0000239	Pray.g_00140	Prbd.g_01091
OG0000240	Pray.g_00138	Prbd.g_01089
OG0000241	Pray.g_00137	Prbd.g_01088
OG0000242	Pray.g_00136	Prbd.g_01087
OG0000243	Pray.g_00635	Prbd.g_01086
OG0000244	Pray.g_00636	Prbd.g_01085
OG0000245	Pray.g_00637	Prbd.g_01084
OG0000246	Pray.g_00639	Prbd.g_01082
OG0000247	Pray.g_00640	Prbd.g_01081
OG0000248	Pray.g_00641	Prbd.g_01080
OG0000249	Pray.g_00642	Prbd.g_01079
OG0000250	Pray.g_00643	Prbd.g_01078
OG0000251	Pray.g_00644	Prbd.g_01077
OG0000252	Pray.g_00645	Prbd.g_01076
OG0000253	Pray.g_00646	Prbd.g_01075
OG0000254	Pray.g_00648	Prbd.g_01073
OG0000255	Pray.g_00649	Prbd.g_01072
OG0000256	Pray.g_00652	Prbd.g_01069
OG0000257	Pray.g_00654	Prbd.g_01067
OG0000258	Pray.g_00655	Prbd.g_01066
OG0000259	Pray.g_00656	Prbd.g_01065
OG0000260	Pray.g_00657	Prbd.g_01064
OG0000261	Pray.g_00658	Prbd.g_01063
OG0000262	Pray.g_00659	Prbd.g_01062
OG0000263	Pray.g_00660	Prbd.g_01061
OG0000264	Pray.g_00662	Prbd.g_01059
OG0000265	Pray.g_00663	Prbd.g_01058
OG0000266	Pray.g_00664	Prbd.g_01057
OG0000267	Pray.g_00666	Prbd.g_01055
OG0000268	Pray.g_00667	Prbd.g_01054
OG0000269	Pray.g_00668	Prbd.g_01053
OG0000270	Pray.g_00669	Prbd.g_01052
OG0000271	Pray.g_00670	Prbd.g_01051
OG0000272	Pray.g_00671	Prbd.g_01050
OG0000273	Pray.g_00672	Prbd.g_01049
OG0000274	Pray.g_00673	Prbd.g_01048
OG0000275	Pray.g_00674	Prbd.g_01047
OG0000276	Pray.g_00675	Prbd.g_01046
OG0000277	Pray.g_00676	Prbd.g_01045
OG0000278	Pray.g_00677	Prbd.g_01044
OG0000279	Pray.g_00678	Prbd.g_01043
OG0000280	Pray.g_00679	Prbd.g_01042
OG0000281	Pray.g_00681	Prbd.g_01040
OG0000282	Pray.g_00682	Prbd.g_01039
OG0000283	Pray.g_00685	Prbd.g_01036
OG0000284	Pray.g_00686	Prbd.g_01035
OG0000285	Pray.g_00687	Prbd.g_01034
OG0000286	Pray.g_00689	Prbd.g_01032
OG0000287	Pray.g_00690	Prbd.g_01031
OG0000288	Pray.g_00691	Prbd.g_01030
OG0000289	Pray.g_00692	Prbd.g_01029
OG0000290	Pray.g_00693	Prbd.g_01028
OG0000291	Pray.g_00694	Prbd.g_01027
OG0000292	Pray.g_00695	Prbd.g_01026
OG0000293	Pray.g_00696	Prbd.g_01025
OG0000294	Pray.g_00697	Prbd.g_01024
OG0000295	Pray.g_00698	Prbd.g_01023
OG0000296	Pray.g_00699	Prbd.g_01022
OG0000297	Pray.g_00700	Prbd.g_01021
OG0000298	Pray.g_00701	Prbd.g_01020
OG0000299	Pray.g_00702	Prbd.g_01019
OG0000300	Pray.g_00703	Prbd.g_01018
OG0000301	Pray.g_00704	Prbd.g_01017
OG0000302	Pray.g_00705	Prbd.g_01016
OG0000303	Pray.g_00706	Prbd.g_01015
OG0000304	Pray.g_00707	Prbd.g_01013
OG0000305	Pray.g_00708	Prbd.g_01012
OG0000306	Pray.g_00709	Prbd.g_01011
OG0000307	Pray.g_00710	Prbd.g_01010
OG0000308	Pray.g_00711	Prbd.g_01009
OG0000309	Pray.g_00712	Prbd.g_01008
OG0000310	Pray.g_00713	Prbd.g_01007
OG0000311	Pray.g_00714	Prbd.g_01006
OG0000312	Pray.g_00716	Prbd.g_01004
OG0000313	Pray.g_00717	Prbd.g_01003
OG0000314	Pray.g_00720	Prbd.g_01000
OG0000315	Pray.g_00721	Prbd.g_00999
OG0000316	Pray.g_00723	Prbd.g_00997
OG0000317	Pray.g_00725	Prbd.g_00995
OG0000318	Pray.g_00726	Prbd.g_00994
OG0000319	Pray.g_00727	Prbd.g_00993
OG0000320	Pray.g_00728	Prbd.g_00992
OG0000321	Pray.g_00731	Prbd.g_00989
OG0000322	Pray.g_00734	Prbd.g_00986
OG0000323	Pray.g_00735	Prbd.g_00985
OG0000324	Pray.g_00738	Prbd.g_00982
OG0000325	Pray.g_00739	Prbd.g_00980
OG0000326	Pray.g_00740	Prbd.g_00979
OG0000327	Pray.g_00742	Prbd.g_00977
OG0000328	Pray.g_00743	Prbd.g_00976
OG0000329	Pray.g_00744	Prbd.g_00975
OG0000330	Pray.g_00745	Prbd.g_00974
OG0000331	Pray.g_00746	Prbd.g_00973
OG0000332	Pray.g_00747	Prbd.g_00972
OG0000333	Pray.g_00748	Prbd.g_00971
OG0000334	Pray.g_00749	Prbd.g_00970
OG0000335	Pray.g_00750	Prbd.g_00969
OG0000336	Pray.g_00751	Prbd.g_00968
OG0000337	Pray.g_00754	Prbd.g_00964
OG0000338	Pray.g_00755	Prbd.g_00963
OG0000339	Pray.g_00756	Prbd.g_00962
OG0000340	Pray.g_00757	Prbd.g_00961
OG0000341	Pray.g_00761	Prbd.g_00957
OG0000342	Pray.g_00762	Prbd.g_00956
OG0000343	Pray.g_00764	Prbd.g_00954
OG0000344	Pray.g_00765	Prbd.g_00953
OG0000345	Pray.g_00766	Prbd.g_00952
OG0000346	Pray.g_00767	Prbd.g_00951
OG0000347	Pray.g_00768	Prbd.g_00950
OG0000348	Pray.g_00769	Prbd.g_00949
OG0000349	Pray.g_00770	Prbd.g_00948
OG0000350	Pray.g_00771	Prbd.g_00947
OG0000351	Pray.g_00773	Prbd.g_00944
OG0000352	Pray.g_00776	Prbd.g_00941
OG0000353	Pray.g_00777	Prbd.g_00940
OG0000354	Pray.g_00778	Prbd.g_00939
OG0000355	Pray.g_00779	Prbd.g_00938
OG0000356	Pray.g_00780	Prbd.g_00937
OG0000357	Pray.g_00781	Prbd.g_00936
OG0000358	Pray.g_00782	Prbd.g_00935
OG0000359	Pray.g_00783	Prbd.g_00934
OG0000360	Pray.g_00786	Prbd.g_00931
OG0000361	Pray.g_00787	Prbd.g_00930
OG0000362	Pray.g_00788	Prbd.g_00929
OG0000363	Pray.g_00789	Prbd.g_00928
OG0000364	Pray.g_00790	Prbd.g_00927
OG0000365	Pray.g_00791	Prbd.g_00926
OG0000366	Pray.g_00792	Prbd.g_00925
OG0000367	Pray.g_00793	Prbd.g_00924
OG0000368	Pray.g_00794	Prbd.g_00923
OG0000369	Pray.g_00795	Prbd.g_00922
OG0000370	Pray.g_00796	Prbd.g_00921
OG0000371	Pray.g_00797	Prbd.g_00920
OG0000372	Pray.g_00799	Prbd.g_00918
OG0000373	Pray.g_00801	Prbd.g_00916
OG0000374	Pray.g_00802	Prbd.g_00915
OG0000375	Pray.g_00803	Prbd.g_00914
OG0000376	Pray.g_00805	Prbd.g_00912
OG0000377	Pray.g_00806	Prbd.g_00911
OG0000378	Pray.g_00807	Prbd.g_00910
OG0000379	Pray.g_00812	Prbd.g_00905
OG0000380	Pray.g_00813	Prbd.g_00904
OG0000381	Pray.g_00814	Prbd.g_00903
OG0000382	Pray.g_00816	Prbd.g_00901
OG0000383	Pray.g_00819	Prbd.g_00898
OG0000384	Pray.g_00820	Prbd.g_00897
OG0000385	Pray.g_00823	Prbd.g_00894
OG0000386	Pray.g_00824	Prbd.g_00893
OG0000387	Pray.g_00825	Prbd.g_00892
OG0000388	Pray.g_00826	Prbd.g_00891
OG0000389	Pray.g_00827	Prbd.g_00890
OG0000390	Pray.g_00828	Prbd.g_00889
OG0000391	Pray.g_00829	Prbd.g_00888
OG0000392	Pray.g_00830	Prbd.g_00887
OG0000393	Pray.g_00833	Prbd.g_00884
OG0000394	Pray.g_00834	Prbd.g_00883
OG0000395	Pray.g_00836	Prbd.g_00881
OG0000396	Pray.g_00837	Prbd.g_00880
OG0000397	Pray.g_00849	Prbd.g_00867
OG0000398	Pray.g_00857	Prbd.g_00859
OG0000399	Pray.g_00858	Prbd.g_00858
OG0000400	Pray.g_00864	Prbd.g_00852
OG0000401	Pray.g_00921	Prbd.g_00811
OG0000402	Pray.g_00922	Prbd.g_00810
OG0000403	Pray.g_00923	Prbd.g_00809
OG0000404	Pray.g_00925	Prbd.g_00807
OG0000405	Pray.g_00926	Prbd.g_00806
OG0000406	Pray.g_00928	Prbd.g_00804
OG0000407	Pray.g_00929	Prbd.g_00803
OG0000408	Pray.g_00930	Prbd.g_00802
OG0000409	Pray.g_00931	Prbd.g_00801
OG0000410	Pray.g_00932	Prbd.g_00800
OG0000411	Pray.g_00933	Prbd.g_00799
OG0000412	Pray.g_00934	Prbd.g_00798
OG0000413	Pray.g_00935	Prbd.g_00797
OG0000414	Pray.g_00936	Prbd.g_00796
OG0000415	Pray.g_00937	Prbd.g_00795
OG0000416	Pray.g_00938	Prbd.g_00794
OG0000417	Pray.g_00939	Prbd.g_00793
OG0000418	Pray.g_00940	Prbd.g_00792
OG0000419	Pray.g_00941	Prbd.g_00791
OG0000420	Pray.g_00942	Prbd.g_00790
OG0000421	Pray.g_00943	Prbd.g_00789
OG0000422	Pray.g_00945	Prbd.g_00787
OG0000423	Pray.g_00946	Prbd.g_00786
OG0000424	Pray.g_00948	Prbd.g_00784
OG0000425	Pray.g_00951	Prbd.g_00781
OG0000426	Pray.g_00952	Prbd.g_00780
OG0000427	Pray.g_00953	Prbd.g_00779
OG0000428	Pray.g_00954	Prbd.g_00778
OG0000429	Pray.g_00955	Prbd.g_00777
OG0000430	Pray.g_00961	Prbd.g_00771
OG0000431	Pray.g_00963	Prbd.g_00769
OG0000432	Pray.g_00964	Prbd.g_00768
OG0000433	Pray.g_00967	Prbd.g_00765
OG0000434	Pray.g_00968	Prbd.g_00764
OG0000435	Pray.g_00969	Prbd.g_00763
OG0000436	Pray.g_00971	Prbd.g_00761
OG0000437	Pray.g_00973	Prbd.g_00759
OG0000438	Pray.g_00974	Prbd.g_00758
OG0000439	Pray.g_00975	Prbd.g_00757
OG0000440	Pray.g_00977	Prbd.g_00755
OG0000441	Pray.g_00978	Prbd.g_00754
OG0000442	Pray.g_00979	Prbd.g_00753
OG0000443	Pray.g_00980	Prbd.g_00752
OG0000444	Pray.g_00981	Prbd.g_00751
OG0000445	Pray.g_00982	Prbd.g_00750
OG0000446	Pray.g_00983	Prbd.g_00749
OG0000447	Pray.g_00984	Prbd.g_00748
OG0000448	Pray.g_00985	Prbd.g_00747
OG0000449	Pray.g_00991	Prbd.g_00742
OG0000450	Pray.g_00992	Prbd.g_00741
OG0000451	Pray.g_00993	Prbd.g_00740
OG0000452	Pray.g_00994	Prbd.g_00739
OG0000453	Pray.g_00996	Prbd.g_00737
OG0000454	Pray.g_00997	Prbd.g_00736
OG0000455	Pray.g_00998	Prbd.g_00735
OG0000456	Pray.g_00999	Prbd.g_00734
OG0000457	Pray.g_01001	Prbd.g_00732
OG0000458	Pray.g_01003	Prbd.g_00730
OG0000459	Pray.g_01004	Prbd.g_00729
OG0000460	Pray.g_01006	Prbd.g_00727
OG0000461	Pray.g_01007	Prbd.g_00726
OG0000462	Pray.g_01008	Prbd.g_00725
OG0000463	Pray.g_01009	Prbd.g_00724
OG0000464	Pray.g_01014	Prbd.g_00719
OG0000465	Pray.g_01016	Prbd.g_00717
OG0000466	Pray.g_01017	Prbd.g_00716
OG0000467	Pray.g_01018	Prbd.g_00715
OG0000468	Pray.g_01019	Prbd.g_00714
OG0000469	Pray.g_01020	Prbd.g_00713
OG0000470	Pray.g_01021	Prbd.g_00712
OG0000471	Pray.g_01022	Prbd.g_00711
OG0000472	Pray.g_01227	Prbd.g_00708
OG0000473	Pray.g_01226	Prbd.g_00707
OG0000474	Pray.g_01225	Prbd.g_00706
OG0000475	Pray.g_01224	Prbd.g_00705
OG0000476	Pray.g_01223	Prbd.g_00704
OG0000477	Pray.g_01221	Prbd.g_00702
OG0000478	Pray.g_01220	Prbd.g_00701
OG0000479	Pray.g_01219	Prbd.g_00700
OG0000480	Pray.g_01217	Prbd.g_00698
OG0000481	Pray.g_01216	Prbd.g_00697
OG0000482	Pray.g_01215	Prbd.g_00696
OG0000483	Pray.g_01214	Prbd.g_00695
OG0000484	Pray.g_01213	Prbd.g_00694
OG0000485	Pray.g_01212	Prbd.g_00693
OG0000486	Pray.g_01211	Prbd.g_00692
OG0000487	Pray.g_01210	Prbd.g_00691
OG0000488	Pray.g_01208	Prbd.g_00689
OG0000489	Pray.g_01207	Prbd.g_00688
OG0000490	Pray.g_01206	Prbd.g_00687
OG0000491	Pray.g_01205	Prbd.g_00686
OG0000492	Pray.g_01204	Prbd.g_00685
OG0000493	Pray.g_01203	Prbd.g_00684
OG0000494	Pray.g_01201	Prbd.g_00682
OG0000495	Pray.g_01200	Prbd.g_00681
OG0000496	Pray.g_01199	Prbd.g_00680
OG0000497	Pray.g_01198	Prbd.g_00679
OG0000498	Pray.g_01197	Prbd.g_00678
OG0000499	Pray.g_01195	Prbd.g_00676
OG0000500	Pray.g_01194	Prbd.g_00675
OG0000501	Pray.g_01192	Prbd.g_00673
OG0000502	Pray.g_01191	Prbd.g_00672
OG0000503	Pray.g_01190	Prbd.g_00671
OG0000504	Pray.g_01189	Prbd.g_00670
OG0000505	Pray.g_01188	Prbd.g_00669
OG0000506	Pray.g_01187	Prbd.g_00668
OG0000507	Pray.g_01186	Prbd.g_00667
OG0000508	Pray.g_01184	Prbd.g_00665
OG0000509	Pray.g_01183	Prbd.g_00664
OG0000510	Pray.g_01182	Prbd.g_00663
OG0000511	Pray.g_01181	Prbd.g_00662
OG0000512	Pray.g_01180	Prbd.g_00661
OG0000513	Pray.g_01179	Prbd.g_00660
OG0000514	Pray.g_01178	Prbd.g_00659
OG0000515	Pray.g_01176	Prbd.g_00657
OG0000516	Pray.g_01175	Prbd.g_00656
OG0000517	Pray.g_01174	Prbd.g_00655
OG0000518	Pray.g_01172	Prbd.g_00653
OG0000519	Pray.g_01171	Prbd.g_00652
OG0000520	Pray.g_01170	Prbd.g_00651
OG0000521	Pray.g_01169	Prbd.g_00650
OG0000522	Pray.g_01168	Prbd.g_00649
OG0000523	Pray.g_01167	Prbd.g_00648
OG0000524	Pray.g_01166	Prbd.g_00647
OG0000525	Pray.g_01164	Prbd.g_00645
OG0000526	Pray.g_01163	Prbd.g_00644
OG0000527	Pray.g_01162	Prbd.g_00643
OG0000528	Pray.g_01161	Prbd.g_00642
OG0000529	Pray.g_01160	Prbd.g_00641
OG0000530	Pray.g_01159	Prbd.g_00640
OG0000531	Pray.g_01158	Prbd.g_00639
OG0000532	Pray.g_01157	Prbd.g_00638
OG0000533	Pray.g_01156	Prbd.g_00637
OG0000534	Pray.g_01155	Prbd.g_00636
OG0000535	Pray.g_01154	Prbd.g_00635
OG0000536	Pray.g_01153	Prbd.g_00634
OG0000537	Pray.g_01152	Prbd.g_00633
OG0000538	Pray.g_01151	Prbd.g_00632
OG0000539	Pray.g_01150	Prbd.g_00631
OG0000540	Pray.g_01149	Prbd.g_00630
OG0000541	Pray.g_01148	Prbd.g_00629
OG0000542	Pray.g_01147	Prbd.g_00628
OG0000543	Pray.g_01146	Prbd.g_00627
OG0000544	Pray.g_01145	Prbd.g_00626
OG0000545	Pray.g_01142	Prbd.g_00623
OG0000546	Pray.g_01141	Prbd.g_00622
