Orthogroup	Syar	Syas
OG0000141	Syar.g_02129	Syas.g_00875
OG0000142	Syar.g_02418	Syas.g_00746
OG0000143	Syar.g_02422	Syas.g_00742
OG0000144	Syar.g_02441	Syas.g_00718
OG0000145	Syar.g_01494	Syas.g_00948
OG0000146	Syar.g_02549	Syas.g_00451
OG0000147	Syar.g_02550	Syas.g_00450
OG0000148	Syar.g_02658	Syas.g_00577
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Syas.g_00282
OG0000150	Syar.g_02130	Syas.g_00874
OG0000151	Syar.g_02038	Syas.g_00148, Syas.g_00659
OG0000152	Syar.g_02539	Syas.g_00461
OG0000153	Syar.g_02503	Syas.g_00543
OG0000154	Syar.g_01800	Syas.g_00219
OG0000155	Syar.g_01959	Syas.g_01131
OG0000156	Syar.g_01517	Syas.g_01206
OG0000157	Syar.g_01516	Syas.g_01207
OG0000158	Syar.g_00650	Syas.g_02185
OG0000159	Syar.g_02359	Syas.g_01155
OG0000160	Syar.g_02807	Syas.g_02820
OG0000161	Syar.g_02801	Syas.g_02826
OG0000162	Syar.g_02863	Syas.g_02751
OG0000163	Syar.g_00639, Syar.g_01186	Syas.g_01488
OG0000164	Syar.g_02969	Syas.g_02648
OG0000165	Syar.g_02976	Syas.g_02609
OG0000166	Syar.g_01034	Syas.g_01629
OG0000167	Syar.g_00662	Syas.g_01449
OG0000168	Syar.g_00246	Syas.g_02184
OG0000169	Syar.g_00262	Syas.g_02170
OG0000170	Syar.g_00613	Syas.g_02161
OG0000171	Syar.g_00587	Syas.g_02139
OG0000172	Syar.g_00547	Syas.g_02110
OG0000173	Syar.g_00528	Syas.g_02092
OG0000174	Syar.g_00701	Syas.g_01940
OG0000175	Syar.g_00438	Syas.g_01994
OG0000176	Syar.g_00474	Syas.g_02038
OG0000177	Syar.g_00475	Syas.g_02039
OG0000178	Syar.g_00476	Syas.g_02040
OG0000179	Syar.g_00489	Syas.g_02054
OG0000180	Syar.g_00490	Syas.g_02055
OG0000181	Syar.g_00491	Syas.g_02056
OG0000182	Syar.g_00492	Syas.g_02057
OG0000183	Syar.g_00496	Syas.g_02061
OG0000184	Syar.g_00897	Syas.g_01872
OG0000185	Syar.g_00909	Syas.g_01861
OG0000186	Syar.g_03036	Syas.g_02525
OG0000187	Syar.g_03038	Syas.g_02524
OG0000188	Syar.g_03058	Syas.g_02502
OG0000189	Syar.g_03104	Syas.g_02432
OG0000190	Syar.g_03107	Syas.g_00133
OG0000191	Syar.g_00039	Syas.g_02400
OG0000192	Syar.g_00046	Syas.g_02395
OG0000193	Syar.g_00079	Syas.g_02366
OG0000194	Syar.g_00082	Syas.g_02363
OG0000195	Syar.g_00084	Syas.g_02360
OG0000196	Syar.g_00096	Syas.g_02337
OG0000197	Syar.g_00097	Syas.g_02336
OG0000198	Syar.g_00098	Syas.g_02335
OG0000199	Syar.g_00106	Syas.g_02327
OG0000200	Syar.g_00124	Syas.g_02298
OG0000201	Syar.g_01000	Syas.g_02279
OG0000202	Syar.g_00998	Syas.g_02278
OG0000203	Syar.g_00997	Syas.g_02277
OG0000204	Syar.g_00996	Syas.g_02276
OG0000205	Syar.g_00988	Syas.g_02267
OG0000206	Syar.g_00963	Syas.g_02240
OG0000207	Syar.g_00957	Syas.g_02237
OG0000208	Syar.g_00956	Syas.g_02236
OG0000209	Syar.g_00936, Syar.g_03261	Syas.g_01837
OG0000210	Syar.g_00935	Syas.g_01838
OG0000211	Syar.g_03026	Syas.g_02552
OG0000212	Syar.g_03017	Syas.g_02562
OG0000213	Syar.g_00187	Syas.g_01707
OG0000214	Syar.g_00209	Syas.g_01730
OG0000215	Syar.g_00239	Syas.g_01766
OG0000216	Syar.g_00244	Syas.g_01770
OG0000217	Syar.g_00854	Syas.g_01778
OG0000218	Syar.g_00852	Syas.g_01780
OG0000219	Syar.g_00851	Syas.g_01783
OG0000220	Syar.g_00850, Syar.g_02026	Syas.g_01784
OG0000221	Syar.g_00834	Syas.g_01785
OG0000222	Syar.g_02119, Syar.g_00728	Syas.g_01804
OG0000223	Syar.g_00649	Syas.g_02221
OG0000224	Syar.g_00273	Syas.g_02215
OG0000225	Syar.g_01142	Syas.g_01522
OG0000226	Syar.g_01146	Syas.g_01518
OG0000227	Syar.g_01148	Syas.g_01516
OG0000228	Syar.g_01161	Syas.g_01513
OG0000229	Syar.g_01177	Syas.g_01497
OG0000230	Syar.g_01179	Syas.g_01495
OG0000231	Syar.g_02865, Syar.g_03151	Syas.g_02749
OG0000232	Syar.g_01424	Syas.g_01276
OG0000233	Syar.g_01247	Syas.g_01352
OG0000234	Syar.g_01275	Syas.g_01331
OG0000235	Syar.g_01468	Syas.g_01254
OG0000236	Syar.g_01484	Syas.g_01237
OG0000237	Syar.g_01503	Syas.g_01220
OG0000238	Syar.g_01508	Syas.g_01215
OG0000239	Syar.g_02687	Syas.g_00012
OG0000240	Syar.g_02686	Syas.g_00013
OG0000241	Syar.g_02410	Syas.g_00754
OG0000242	Syar.g_01926	Syas.g_00059
OG0000243	Syar.g_02335	Syas.g_00777
OG0000244	Syar.g_02327	Syas.g_00784
OG0000245	Syar.g_02325	Syas.g_00786
OG0000246	Syar.g_02321	Syas.g_00790
OG0000247	Syar.g_02310	Syas.g_00802
OG0000248	Syar.g_02307, Syar.g_03293	Syas.g_00805
OG0000249	Syar.g_02305	Syas.g_00807
OG0000250	Syar.g_02299	Syas.g_00814
OG0000251	Syar.g_03207, Syar.g_02194	Syas.g_00845
OG0000252	Syar.g_02189, Syar.g_03263	Syas.g_00950
OG0000253	Syar.g_02028	Syas.g_00846
OG0000254	Syar.g_02169	Syas.g_00869
OG0000255	Syar.g_00011, Syar.g_02224	Syas.g_00132, Syas.g_01062
OG0000256	Syar.g_02244	Syas.g_00104
OG0000257	Syar.g_02407, Syar.g_01762	Syas.g_00757
OG0000258	Syar.g_02427	Syas.g_00733
OG0000259	Syar.g_02472	Syas.g_00708
OG0000260	Syar.g_03220, Syar.g_02475	Syas.g_00705
OG0000261	Syar.g_01916	Syas.g_00701
OG0000262	Syar.g_01690	Syas.g_00695
OG0000263	Syar.g_01991	Syas.g_01103
OG0000264	Syar.g_02135	Syas.g_02588
OG0000266	Syar.g_01570	Syas.g_00186
OG0000268	Syar.g_02589	Syas.g_00390
OG0000269	Syar.g_02634	Syas.g_00601
OG0000270	Syar.g_00744, Syar.g_02637	Syas.g_00598
OG0000271	Syar.g_02645	Syas.g_00590
OG0000272	Syar.g_02646	Syas.g_00589
OG0000273	Syar.g_02481	Syas.g_00563
OG0000274	Syar.g_02482	Syas.g_00562
OG0000275	Syar.g_01810	Syas.g_00230
OG0000276	Syar.g_01817	Syas.g_00237
OG0000277	Syar.g_01818	Syas.g_00238
OG0000278	Syar.g_01821	Syas.g_00241
OG0000279	Syar.g_01838	Syas.g_00288
OG0000280	Syar.g_02067	Syas.g_00889
OG0000280	Syar.g_00734	Syas.g_00481
OG0000281	Syar.g_02218	Syas.g_00970
OG0000282	Syar.g_01614	Syas.g_00672
OG0000283	Syar.g_02574	Syas.g_00409
OG0000284	Syar.g_02568	Syas.g_00416
OG0000285	Syar.g_02560	Syas.g_00436
OG0000286	Syar.g_02540	Syas.g_00460
OG0000287	Syar.g_02512	Syas.g_00534
OG0000288	Syar.g_01801	Syas.g_00220
OG0000289	Syar.g_01786	Syas.g_00205
OG0000290	Syar.g_01928	Syas.g_01016
OG0000291	Syar.g_01930	Syas.g_01018
OG0000292	Syar.g_00463	Syas.g_02020
OG0000293	Syar.g_03297, Syar.g_01526	Syas.g_01197
OG0000294	Syar.g_01527	Syas.g_01196
OG0000295	Syar.g_01951	Syas.g_01139
OG0000296	Syar.g_01953	Syas.g_01137
OG0000297	Syar.g_01967	Syas.g_01124
OG0000298	Syar.g_01968	Syas.g_01123
OG0000299	Syar.g_01704	Syas.g_01087
OG0000300	Syar.g_01711	Syas.g_01082
OG0000301	Syar.g_01712	Syas.g_01081
OG0000302	Syar.g_01713	Syas.g_01080
OG0000303	Syar.g_01723	Syas.g_01071
OG0000304	Syar.g_01728	Syas.g_01066
OG0000305	Syar.g_01933, Syar.g_03163	Syas.g_01023
OG0000306	Syar.g_01884	Syas.g_01929
OG0000307	Syar.g_01452, Syar.g_03153	Syas.g_01270
OG0000308	Syar.g_01450	Syas.g_01272
OG0000309	Syar.g_01239	Syas.g_01364
OG0000310	Syar.g_02826	Syas.g_02796
OG0000311	Syar.g_02823	Syas.g_02799
OG0000312	Syar.g_02818	Syas.g_02804
OG0000313	Syar.g_02804	Syas.g_02823
OG0000314	Syar.g_01403	Syas.g_01296
OG0000315	Syar.g_01393	Syas.g_01306
OG0000316	Syar.g_02885	Syas.g_02728
OG0000317	Syar.g_02926	Syas.g_02687
OG0000318	Syar.g_02930	Syas.g_02680
OG0000319	Syar.g_02954	Syas.g_02663
OG0000320	Syar.g_02956	Syas.g_02661
OG0000321	Syar.g_02957	Syas.g_02660
OG0000322	Syar.g_02958	Syas.g_02659
OG0000323	Syar.g_02973	Syas.g_02646
OG0000324	Syar.g_00350, Syar.g_03001	Syas.g_02578
OG0000325	Syar.g_03291, Syar.g_00148	Syas.g_01668
OG0000326	Syar.g_00139, Syar.g_03134	Syas.g_01661
OG0000327	Syar.g_01029	Syas.g_01634
OG0000328	Syar.g_01030	Syas.g_01633
OG0000329	Syar.g_03189, Syar.g_01048	Syas.g_01615
OG0000330	Syar.g_01049	Syas.g_01614
OG0000331	Syar.g_01050, Syar.g_03191	Syas.g_01613
OG0000332	Syar.g_01064	Syas.g_01598
OG0000333	Syar.g_01067	Syas.g_01595
OG0000334	Syar.g_01076	Syas.g_01586
OG0000335	Syar.g_01080	Syas.g_01581
OG0000336	Syar.g_01084	Syas.g_01577
OG0000337	Syar.g_00285	Syas.g_02211
OG0000338	Syar.g_03225, Syar.g_00287	Syas.g_02199
OG0000339	Syar.g_00658	Syas.g_02192
OG0000340	Syar.g_00247	Syas.g_02183
OG0000341	Syar.g_00249	Syas.g_02181
OG0000342	Syar.g_00250	Syas.g_02180
OG0000343	Syar.g_00256	Syas.g_02176
OG0000344	Syar.g_00260	Syas.g_02172
OG0000345	Syar.g_00612	Syas.g_02160
OG0000346	Syar.g_00607	Syas.g_02155
OG0000347	Syar.g_00558	Syas.g_02136
OG0000348	Syar.g_00544	Syas.g_02107
OG0000349	Syar.g_00521	Syas.g_02085
OG0000350	Syar.g_00132	Syas.g_01654
OG0000351	Syar.g_00442	Syas.g_01998
OG0000352	Syar.g_00443	Syas.g_01999
OG0000353	Syar.g_00469	Syas.g_02033
OG0000354	Syar.g_01514	Syas.g_01209
OG0000354	Syar.g_00487	Syas.g_02052
OG0000355	Syar.g_00471	Syas.g_02035
OG0000356	Syar.g_00472	Syas.g_02036
OG0000357	Syar.g_00473	Syas.g_02037
OG0000358	Syar.g_00477	Syas.g_02041
OG0000359	Syar.g_00479	Syas.g_02043
OG0000360	Syar.g_00480	Syas.g_02044
OG0000361	Syar.g_00481	Syas.g_02045
OG0000362	Syar.g_00483	Syas.g_02047
OG0000363	Syar.g_00484	Syas.g_02049
OG0000364	Syar.g_02928	Syas.g_02685
OG0000365	Syar.g_00493	Syas.g_02058
OG0000366	Syar.g_00494	Syas.g_02059
OG0000368	Syar.g_00497	Syas.g_02062
OG0000369	Syar.g_00498	Syas.g_02063
OG0000370	Syar.g_00499	Syas.g_02064
OG0000371	Syar.g_00508	Syas.g_02073
OG0000372	Syar.g_00514	Syas.g_02078
OG0000373	Syar.g_00515	Syas.g_02079
OG0000374	Syar.g_00516	Syas.g_02080
OG0000375	Syar.g_00517	Syas.g_02081
OG0000376	Syar.g_00519	Syas.g_02083
OG0000377	Syar.g_00322	Syas.g_01879
OG0000378	Syar.g_00905	Syas.g_01867
OG0000379	Syar.g_00910	Syas.g_01859
OG0000380	Syar.g_03039	Syas.g_02523
OG0000381	Syar.g_03041	Syas.g_02521
OG0000382	Syar.g_03057	Syas.g_02503
OG0000383	Syar.g_03074	Syas.g_02480
OG0000384	Syar.g_03075	Syas.g_02479
OG0000385	Syar.g_03076	Syas.g_02478
OG0000386	Syar.g_03077	Syas.g_02477
OG0000387	Syar.g_03109	Syas.g_00134
OG0000388	Syar.g_03113	Syas.g_02426
OG0000389	Syar.g_03118	Syas.g_02422
OG0000390	Syar.g_00033	Syas.g_02406
OG0000391	Syar.g_00038	Syas.g_02401
OG0000392	Syar.g_00045	Syas.g_02396
OG0000393	Syar.g_00048	Syas.g_02394
OG0000394	Syar.g_00049	Syas.g_02393
OG0000395	Syar.g_00050	Syas.g_02392
OG0000396	Syar.g_00053	Syas.g_02389
OG0000397	Syar.g_00055	Syas.g_02387
OG0000398	Syar.g_00060	Syas.g_02382
OG0000399	Syar.g_00061	Syas.g_02381
OG0000400	Syar.g_00062	Syas.g_02380
OG0000401	Syar.g_00063	Syas.g_02379
OG0000402	Syar.g_00065	Syas.g_02377
OG0000403	Syar.g_00066	Syas.g_02376
OG0000404	Syar.g_00067	Syas.g_02375
OG0000405	Syar.g_00076	Syas.g_02369
OG0000406	Syar.g_00080	Syas.g_02365
OG0000407	Syar.g_00081	Syas.g_02364
OG0000408	Syar.g_00083	Syas.g_02361
OG0000409	Syar.g_00085	Syas.g_02359
OG0000410	Syar.g_00086	Syas.g_02358
OG0000411	Syar.g_00087	Syas.g_02357
OG0000412	Syar.g_00088	Syas.g_02356
OG0000413	Syar.g_00090	Syas.g_02354
OG0000414	Syar.g_00091	Syas.g_02353
OG0000415	Syar.g_00092	Syas.g_02352
OG0000416	Syar.g_00093	Syas.g_02351
OG0000417	Syar.g_00095	Syas.g_02338
OG0000418	Syar.g_00100	Syas.g_02333
OG0000419	Syar.g_00102	Syas.g_02331
OG0000420	Syar.g_00104	Syas.g_02329
OG0000421	Syar.g_00109	Syas.g_02324
OG0000422	Syar.g_00110	Syas.g_02323
OG0000423	Syar.g_00111	Syas.g_02322
OG0000424	Syar.g_00112	Syas.g_02321
OG0000425	Syar.g_00113	Syas.g_02320
OG0000426	Syar.g_00114	Syas.g_02319
OG0000427	Syar.g_00115	Syas.g_02318
OG0000428	Syar.g_00118	Syas.g_02315
OG0000429	Syar.g_00121	Syas.g_02312
OG0000430	Syar.g_00123	Syas.g_02311
OG0000431	Syar.g_00127	Syas.g_02296
OG0000432	Syar.g_01009	Syas.g_02288
OG0000433	Syar.g_01007	Syas.g_02286
OG0000434	Syar.g_01006	Syas.g_02285
OG0000435	Syar.g_01003	Syas.g_02282
OG0000436	Syar.g_00994	Syas.g_02273
OG0000437	Syar.g_00993	Syas.g_02272
OG0000438	Syar.g_00992	Syas.g_02271
OG0000439	Syar.g_00990	Syas.g_02269
OG0000440	Syar.g_00989	Syas.g_02268
OG0000441	Syar.g_00986	Syas.g_02265
OG0000442	Syar.g_00977	Syas.g_02259
OG0000443	Syar.g_00964	Syas.g_02241
OG0000444	Syar.g_00954	Syas.g_02234
OG0000445	Syar.g_00953	Syas.g_02233
OG0000446	Syar.g_00951	Syas.g_02231
OG0000447	Syar.g_00948	Syas.g_02229
OG0000448	Syar.g_00947	Syas.g_02228
OG0000449	Syar.g_00946	Syas.g_02226
OG0000450	Syar.g_00939	Syas.g_01834
OG0000451	Syar.g_00938	Syas.g_01835
OG0000452	Syar.g_00934	Syas.g_01844
OG0000453	Syar.g_00933	Syas.g_01845
OG0000454	Syar.g_00932	Syas.g_01846
OG0000455	Syar.g_00931	Syas.g_01847
OG0000456	Syar.g_00930	Syas.g_01848
OG0000457	Syar.g_00928	Syas.g_01850
OG0000458	Syar.g_00918	Syas.g_01851
OG0000459	Syar.g_00917	Syas.g_01852
OG0000460	Syar.g_03024	Syas.g_02554
OG0000461	Syar.g_00153	Syas.g_01686
OG0000462	Syar.g_00155	Syas.g_01688
OG0000463	Syar.g_00156	Syas.g_01689
OG0000464	Syar.g_00157	Syas.g_01690
OG0000465	Syar.g_00159	Syas.g_01692
OG0000466	Syar.g_00164	Syas.g_01697
OG0000467	Syar.g_00165	Syas.g_01698
OG0000468	Syar.g_00170	Syas.g_01703
OG0000469	Syar.g_00203	Syas.g_01725
OG0000470	Syar.g_00206	Syas.g_01727
OG0000471	Syar.g_00207	Syas.g_01728
OG0000472	Syar.g_00208	Syas.g_01729
OG0000473	Syar.g_00210	Syas.g_01731
OG0000474	Syar.g_00211	Syas.g_01732
OG0000475	Syar.g_00212	Syas.g_01733
OG0000476	Syar.g_00214	Syas.g_01735
OG0000477	Syar.g_00219	Syas.g_01740
OG0000478	Syar.g_00220	Syas.g_01741
OG0000479	Syar.g_00221	Syas.g_01749
OG0000480	Syar.g_00228	Syas.g_01756
OG0000481	Syar.g_00230	Syas.g_00161, Syas.g_00162
OG0000482	Syar.g_00231	Syas.g_01758
OG0000483	Syar.g_00235	Syas.g_01762
OG0000484	Syar.g_00236	Syas.g_01763
OG0000485	Syar.g_00237	Syas.g_01764
OG0000486	Syar.g_00238	Syas.g_01765
OG0000487	Syar.g_00245	Syas.g_01771
OG0000488	Syar.g_00853	Syas.g_01779
OG0000489	Syar.g_00833	Syas.g_01823
OG0000490	Syar.g_00823	Syas.g_01808
OG0000491	Syar.g_00822	Syas.g_01806
OG0000492	Syar.g_00727	Syas.g_01803
OG0000493	Syar.g_00726	Syas.g_01802
OG0000494	Syar.g_00725	Syas.g_01801
OG0000495	Syar.g_00724	Syas.g_01799
OG0000496	Syar.g_00723	Syas.g_01798
OG0000497	Syar.g_00722	Syas.g_01797
OG0000498	Syar.g_00721	Syas.g_01796
OG0000499	Syar.g_00720	Syas.g_01795
OG0000500	Syar.g_00719	Syas.g_01794
OG0000501	Syar.g_00716	Syas.g_01791
OG0000502	Syar.g_00275	Syas.g_02216
OG0000503	Syar.g_01118	Syas.g_01541
OG0000504	Syar.g_01120	Syas.g_01539
OG0000505	Syar.g_01121	Syas.g_01538
OG0000506	Syar.g_01123	Syas.g_01536
OG0000507	Syar.g_01129	Syas.g_01530
OG0000508	Syar.g_01141	Syas.g_01523
OG0000509	Syar.g_01143	Syas.g_01521
OG0000510	Syar.g_01144	Syas.g_01520
OG0000511	Syar.g_01145	Syas.g_01519
OG0000512	Syar.g_01147	Syas.g_01517
OG0000513	Syar.g_01166	Syas.g_01508
OG0000514	Syar.g_01169	Syas.g_01504
OG0000515	Syar.g_01170	Syas.g_01503
OG0000516	Syar.g_01172	Syas.g_01501
OG0000517	Syar.g_01176	Syas.g_01498
OG0000518	Syar.g_02868	Syas.g_00360, Syas.g_02746
OG0000519	Syar.g_02867	Syas.g_02747
OG0000520	Syar.g_02866	Syas.g_02748
OG0000521	Syar.g_01419	Syas.g_01281
OG0000522	Syar.g_01421	Syas.g_01279
OG0000523	Syar.g_01422	Syas.g_01278
OG0000524	Syar.g_01244	Syas.g_01354
OG0000525	Syar.g_01263	Syas.g_01342
OG0000526	Syar.g_01266	Syas.g_01340
OG0000527	Syar.g_01271	Syas.g_01335
OG0000528	Syar.g_01466	Syas.g_01256
OG0000529	Syar.g_01470	Syas.g_01252
OG0000530	Syar.g_01473	Syas.g_01249
OG0000531	Syar.g_01474	Syas.g_01248
OG0000532	Syar.g_01477	Syas.g_01245
OG0000533	Syar.g_01479	Syas.g_01243
OG0000534	Syar.g_01480	Syas.g_01242
OG0000535	Syar.g_01481	Syas.g_01241
OG0000536	Syar.g_01482	Syas.g_01240
OG0000537	Syar.g_01483	Syas.g_01238
OG0000538	Syar.g_01496	Syas.g_01228
OG0000539	Syar.g_01497	Syas.g_01227
OG0000540	Syar.g_01498	Syas.g_01226
OG0000541	Syar.g_01499	Syas.g_01225
OG0000542	Syar.g_01502	Syas.g_01221
OG0000543	Syar.g_01504	Syas.g_01219
OG0000544	Syar.g_01505	Syas.g_01218
OG0000545	Syar.g_01507	Syas.g_01216
OG0000546	Syar.g_01509	Syas.g_01214
OG0000547	Syar.g_01511	Syas.g_01212
OG0000548	Syar.g_01512	Syas.g_01211
OG0000549	Syar.g_02693	Syas.g_00005
OG0000550	Syar.g_02689	Syas.g_00010
OG0000551	Syar.g_02684	Syas.g_00015
OG0000552	Syar.g_02683	Syas.g_00016
OG0000553	Syar.g_02679	Syas.g_00019
OG0000554	Syar.g_02352	Syas.g_00063
OG0000555	Syar.g_02336	Syas.g_00775
OG0000556	Syar.g_02332	Syas.g_00781
OG0000557	Syar.g_02328	Syas.g_00783
OG0000558	Syar.g_02326	Syas.g_00785
OG0000559	Syar.g_02322	Syas.g_00789
OG0000560	Syar.g_02320	Syas.g_00792
OG0000561	Syar.g_02319	Syas.g_00793
OG0000562	Syar.g_02318	Syas.g_00794
OG0000563	Syar.g_02317	Syas.g_00795
OG0000564	Syar.g_02316	Syas.g_00796
OG0000565	Syar.g_02312	Syas.g_00800
OG0000566	Syar.g_02308	Syas.g_00804
OG0000567	Syar.g_02304	Syas.g_00808
