Orthogroup	Syar	Syaa
OG0000069	Syar.g_01716	Syaa.g_01497, Syaa.g_01256
OG0000070	Syar.g_02223	Syaa.g_00718
OG0000072	Syar.g_00107	Syaa.g_02480
OG0000073	Syar.g_01493	Syaa.g_02030
OG0000075	Syar.g_03065, Syar.g_00659	Syaa.g_00157
OG0000076	Syar.g_00608	Syaa.g_00123
OG0000078	Syar.g_03265, Syar.g_03018	Syaa.g_02103
OG0000079	Syar.g_00166	Syaa.g_00303
OG0000080	Syar.g_00585	Syaa.g_00487
OG0000081	Syar.g_01898	Syaa.g_02089, Syaa.g_01694
OG0000082	Syar.g_02202	Syaa.g_01905
OG0000085	Syar.g_02919	Syaa.g_00564
OG0000086	Syar.g_03085	Syaa.g_00324
OG0000087	Syar.g_00068	Syaa.g_02433
OG0000088	Syar.g_00101	Syaa.g_02474
OG0000089	Syar.g_01162	Syaa.g_02149
OG0000090	Syar.g_02363, Syar.g_02353, Syar.g_02356	Syaa.g_01980
OG0000091	Syar.g_01891, Syar.g_02426	Syaa.g_01625
OG0000093	Syar.g_02623	Syaa.g_01139
OG0000094	Syar.g_01789	Syaa.g_01288
OG0000095	Syar.g_01932	Syaa.g_00879
OG0000097	Syar.g_01706	Syaa.g_00979
OG0000098	Syar.g_02343	Syaa.g_01970
OG0000099	Syar.g_00715	Syaa.g_00202
OG0000100	Syar.g_02477	Syaa.g_01201
OG0000101	Syar.g_03154	Syaa.g_02249
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Syaa.g_00118
OG0000103	Syar.g_00014	Syaa.g_02740
OG0000104	Syar.g_00466	Syaa.g_02754
OG0000105	Syar.g_00218	Syaa.g_00270
OG0000106	Syar.g_01748	Syaa.g_01439
OG0000107	Syar.g_03290, Syar.g_00149	Syaa.g_02351
OG0000108	Syar.g_01469	Syaa.g_02051
OG0000109	Syar.g_03310, Syar.g_01485	Syaa.g_02036
OG0000110	Syar.g_02295	Syaa.g_01918
OG0000111	Syar.g_00005	Syaa.g_00888
OG0000112	Syar.g_02548	Syaa.g_01366
OG0000113	Syar.g_02664	Syaa.g_01196
OG0000114	Syar.g_01616	Syaa.g_01094
OG0000115	Syar.g_02854, Syar.g_01415	Syaa.g_01795
OG0000116	Syar.g_01525, Syar.g_02255	Syaa.g_00757
OG0000117	Syar.g_01969	Syaa.g_01009
OG0000118	Syar.g_02793	Syaa.g_01874
OG0000120	Syar.g_00713	Syaa.g_00201
OG0000121	Syar.g_02806	Syaa.g_01777
OG0000123	Syar.g_01079	Syaa.g_02242
OG0000124	Syar.g_00586	Syaa.g_00092
OG0000125	Syar.g_00338	Syaa.g_02598
OG0000126	Syar.g_00887, Syar.g_00888	Syaa.g_02752
OG0000128	Syar.g_00482	Syaa.g_00012
OG0000129	Syar.g_00324	Syaa.g_02586
OG0000130	Syar.g_03040	Syaa.g_00354
OG0000131	Syar.g_00078	Syaa.g_02448
OG0000132	Syar.g_00099	Syaa.g_02472
OG0000133	Syar.g_02543	Syaa.g_01361
OG0000134	Syar.g_02009	Syaa.g_02146
OG0000135	Syar.g_00698	Syaa.g_02649
OG0000136	Syar.g_02874	Syaa.g_00708
OG0000137	Syar.g_01273	Syaa.g_01842
OG0000138	Syar.g_01486	Syaa.g_02035
OG0000139	Syar.g_02348	Syaa.g_01974
OG0000140	Syar.g_02344	Syaa.g_01971
OG0000141	Syar.g_02129	Syaa.g_01689
OG0000142	Syar.g_02418	Syaa.g_01633
OG0000143	Syar.g_02422	Syaa.g_01629
OG0000144	Syar.g_02441	Syaa.g_01446
OG0000145	Syar.g_01494	Syaa.g_02029
OG0000146	Syar.g_02549	Syaa.g_01367
OG0000147	Syar.g_02550	Syaa.g_01368
OG0000148	Syar.g_02658	Syaa.g_01190
OG0000149	Syar.g_03289, Syar.g_03288	Syaa.g_00826
OG0000150	Syar.g_02130	Syaa.g_01688
OG0000151	Syar.g_02038	Syaa.g_01107
OG0000152	Syar.g_02539	Syaa.g_01357
OG0000153	Syar.g_02503	Syaa.g_01324
OG0000154	Syar.g_01800	Syaa.g_01298
OG0000155	Syar.g_01959	Syaa.g_00804
OG0000156	Syar.g_01517	Syaa.g_00751
OG0000157	Syar.g_01516	Syaa.g_00750
OG0000158	Syar.g_00650	Syaa.g_00148
OG0000159	Syar.g_02359, Syar.g_02762	Syaa.g_00456
OG0000160	Syar.g_02807	Syaa.g_01776
OG0000161	Syar.g_02801	Syaa.g_01782
OG0000162	Syar.g_02863	Syaa.g_01788
OG0000163	Syar.g_01186	Syaa.g_00624
OG0000164	Syar.g_03168	Syaa.g_00507
OG0000165	Syar.g_02976	Syaa.g_00681
OG0000166	Syar.g_01034	Syaa.g_02289
OG0000167	Syar.g_00662	Syaa.g_00160
OG0000168	Syar.g_00246	Syaa.g_00145
OG0000169	Syar.g_00262	Syaa.g_00134
OG0000170	Syar.g_00613	Syaa.g_00128
OG0000171	Syar.g_00587	Syaa.g_00093
OG0000172	Syar.g_00547	Syaa.g_00079
OG0000173	Syar.g_00528	Syaa.g_00060
OG0000174	Syar.g_00701	Syaa.g_02651
OG0000175	Syar.g_00438	Syaa.g_02726
OG0000176	Syar.g_00474	Syaa.g_00004
OG0000177	Syar.g_00475	Syaa.g_00005
OG0000178	Syar.g_00476	Syaa.g_00006
OG0000179	Syar.g_00489	Syaa.g_00023
OG0000180	Syar.g_00490	Syaa.g_00024
OG0000181	Syar.g_00491	Syaa.g_00025
OG0000182	Syar.g_00492	Syaa.g_00026
OG0000183	Syar.g_00496	Syaa.g_00030
OG0000184	Syar.g_00897	Syaa.g_02578
OG0000185	Syar.g_00909	Syaa.g_02575
OG0000186	Syar.g_03036	Syaa.g_00359
OG0000187	Syar.g_03038	Syaa.g_00358
OG0000188	Syar.g_03058	Syaa.g_00334
OG0000189	Syar.g_03104	Syaa.g_02367
OG0000190	Syar.g_03107, Syar.g_02374	Syaa.g_02369
OG0000191	Syar.g_00039	Syaa.g_02404
OG0000192	Syar.g_00046	Syaa.g_02410
OG0000193	Syar.g_00079	Syaa.g_02449
OG0000194	Syar.g_00082	Syaa.g_02452
OG0000195	Syar.g_00023	Syaa.g_02459
OG0000196	Syar.g_00096	Syaa.g_02469
OG0000197	Syar.g_00097	Syaa.g_02470
OG0000198	Syar.g_00098	Syaa.g_02471
OG0000199	Syar.g_00106	Syaa.g_02479
OG0000200	Syar.g_00124	Syaa.g_02496
OG0000201	Syar.g_01000	Syaa.g_02521
OG0000202	Syar.g_00998, Syar.g_00021	Syaa.g_02522
OG0000203	Syar.g_00997	Syaa.g_02523
OG0000204	Syar.g_00996	Syaa.g_02524
OG0000205	Syar.g_00988	Syaa.g_02531
OG0000206	Syar.g_00963	Syaa.g_02538
OG0000207	Syar.g_00957	Syaa.g_02540
OG0000208	Syar.g_00956	Syaa.g_02541
OG0000209	Syar.g_00936, Syar.g_03261	Syaa.g_02556
OG0000210	Syar.g_00935, Syar.g_03260	Syaa.g_02557
OG0000211	Syar.g_03026	Syaa.g_02113
OG0000212	Syar.g_03017	Syaa.g_02102
OG0000213	Syar.g_00187	Syaa.g_00295
OG0000214	Syar.g_00209	Syaa.g_00279
OG0000215	Syar.g_00239	Syaa.g_00248
OG0000216	Syar.g_00244	Syaa.g_00244
OG0000217	Syar.g_00854	Syaa.g_00240
OG0000218	Syar.g_00852	Syaa.g_00238
OG0000219	Syar.g_00851	Syaa.g_00237
OG0000220	Syar.g_00850, Syar.g_02026	Syaa.g_00236
OG0000221	Syar.g_00834	Syaa.g_00229
OG0000222	Syar.g_02119, Syar.g_00728	Syaa.g_00215
OG0000223	Syar.g_00649	Syaa.g_00192
OG0000224	Syar.g_00273	Syaa.g_00183
OG0000225	Syar.g_01142	Syaa.g_02166
OG0000226	Syar.g_01146	Syaa.g_02162
OG0000227	Syar.g_01148	Syaa.g_02160
OG0000228	Syar.g_01161	Syaa.g_02150
OG0000229	Syar.g_01177	Syaa.g_00703
OG0000230	Syar.g_01179, Syar.g_03275	Syaa.g_00705
OG0000231	Syar.g_03151	Syaa.g_00717
OG0000232	Syar.g_01424	Syaa.g_01858
OG0000233	Syar.g_01247	Syaa.g_01853
OG0000234	Syar.g_01275	Syaa.g_01841
OG0000235	Syar.g_01468	Syaa.g_02052
OG0000236	Syar.g_01484	Syaa.g_02037
OG0000237	Syar.g_01503	Syaa.g_02020
OG0000238	Syar.g_01508	Syaa.g_02015
OG0000239	Syar.g_02687	Syaa.g_01996
OG0000240	Syar.g_03278, Syar.g_02686	Syaa.g_01995
OG0000241	Syar.g_02410	Syaa.g_01644
OG0000242	Syar.g_01926	Syaa.g_01982
OG0000243	Syar.g_02335	Syaa.g_01960
OG0000244	Syar.g_02327	Syaa.g_01954
OG0000245	Syar.g_02325, Syar.g_03238	Syaa.g_01952
OG0000246	Syar.g_02321	Syaa.g_01948
OG0000247	Syar.g_02310	Syaa.g_01937
OG0000248	Syar.g_03293	Syaa.g_01934
OG0000249	Syar.g_02305	Syaa.g_01932
OG0000250	Syar.g_02299, Syar.g_03194	Syaa.g_01922
OG0000251	Syar.g_02194	Syaa.g_01897
OG0000252	Syar.g_02189, Syar.g_03263	Syaa.g_01894
OG0000253	Syar.g_02028	Syaa.g_01893
OG0000254	Syar.g_02169	Syaa.g_01684
OG0000255	Syar.g_00011	Syaa.g_01668
OG0000256	Syar.g_02244	Syaa.g_01651
OG0000257	Syar.g_02407, Syar.g_01762	Syaa.g_01645
OG0000258	Syar.g_02427	Syaa.g_01624
OG0000259	Syar.g_02472	Syaa.g_01063
OG0000260	Syar.g_03220	Syaa.g_01066
OG0000261	Syar.g_01916	Syaa.g_01069
OG0000262	Syar.g_01690	Syaa.g_01074
OG0000263	Syar.g_01991	Syaa.g_00989
OG0000264	Syar.g_02135	Syaa.g_00910
OG0000266	Syar.g_01570	Syaa.g_01257, Syaa.g_01258
OG0000267	Syar.g_01873	Syaa.g_01409
OG0000268	Syar.g_02589	Syaa.g_01408
OG0000269	Syar.g_02634	Syaa.g_01149
OG0000270	Syar.g_00744, Syar.g_02637	Syaa.g_01152
OG0000271	Syar.g_02645	Syaa.g_01160
OG0000272	Syar.g_02646	Syaa.g_01161
OG0000273	Syar.g_00008	Syaa.g_00844
OG0000274	Syar.g_02482	Syaa.g_00843
OG0000275	Syar.g_01810	Syaa.g_00840
OG0000276	Syar.g_01817	Syaa.g_00834
OG0000277	Syar.g_03242	Syaa.g_00833
OG0000278	Syar.g_01821	Syaa.g_00830
OG0000279	Syar.g_01838	Syaa.g_00822
OG0000280	Syar.g_02067, Syar.g_00734	Syaa.g_00815
OG0000282	Syar.g_01614	Syaa.g_01096
OG0000283	Syar.g_02574	Syaa.g_01396
OG0000284	Syar.g_02568	Syaa.g_01390
OG0000285	Syar.g_02560	Syaa.g_01377
OG0000286	Syar.g_02540	Syaa.g_01358
OG0000287	Syar.g_02512	Syaa.g_01330
OG0000288	Syar.g_01801	Syaa.g_01299
OG0000289	Syar.g_01786	Syaa.g_01285
OG0000290	Syar.g_01928	Syaa.g_00875
OG0000291	Syar.g_01930	Syaa.g_00877
OG0000292	Syar.g_00463	Syaa.g_02751
OG0000293	Syar.g_03297, Syar.g_01526	Syaa.g_00758
OG0000294	Syar.g_03296	Syaa.g_00759
OG0000295	Syar.g_01951, Syar.g_03208	Syaa.g_00796
OG0000296	Syar.g_01953	Syaa.g_00798
OG0000297	Syar.g_01967, Syar.g_03216	Syaa.g_01021
OG0000298	Syar.g_01968, Syar.g_03215	Syaa.g_01010
OG0000299	Syar.g_01704	Syaa.g_00982
OG0000300	Syar.g_01646, Syar.g_01711	Syaa.g_00976
OG0000301	Syar.g_01712	Syaa.g_00975
OG0000302	Syar.g_01713	Syaa.g_00972
OG0000303	Syar.g_03136, Syar.g_01723	Syaa.g_00963
OG0000304	Syar.g_01728	Syaa.g_00957
OG0000305	Syar.g_03163	Syaa.g_00881
OG0000306	Syar.g_01884, Syar.g_03140	Syaa.g_00807
OG0000307	Syar.g_03153	Syaa.g_02068
OG0000308	Syar.g_01450	Syaa.g_02070
OG0000309	Syar.g_01239	Syaa.g_02075
OG0000310	Syar.g_02826	Syaa.g_01752
OG0000311	Syar.g_02823	Syaa.g_01757
OG0000312	Syar.g_00015, Syar.g_02818	Syaa.g_01762
OG0000313	Syar.g_02804	Syaa.g_01779
OG0000314	Syar.g_01403	Syaa.g_01806
OG0000315	Syar.g_01393	Syaa.g_01816
OG0000316	Syar.g_02885	Syaa.g_00598
OG0000317	Syar.g_02926	Syaa.g_00556
OG0000318	Syar.g_02930	Syaa.g_00550
OG0000319	Syar.g_02954	Syaa.g_00532
OG0000320	Syar.g_02956	Syaa.g_00530
OG0000321	Syar.g_02957	Syaa.g_00529
OG0000322	Syar.g_02958	Syaa.g_00528
OG0000323	Syar.g_02973	Syaa.g_00496
OG0000324	Syar.g_00350, Syar.g_03001	Syaa.g_00653
OG0000325	Syar.g_00148	Syaa.g_02350
OG0000326	Syar.g_03134	Syaa.g_02343
OG0000327	Syar.g_01029	Syaa.g_02294
OG0000328	Syar.g_01030	Syaa.g_02293
OG0000329	Syar.g_03189	Syaa.g_02275
OG0000330	Syar.g_01049	Syaa.g_02274
OG0000331	Syar.g_03191	Syaa.g_02273
OG0000332	Syar.g_03299	Syaa.g_02258
OG0000333	Syar.g_01067	Syaa.g_02255
OG0000334	Syar.g_01076	Syaa.g_02246
OG0000335	Syar.g_01080	Syaa.g_02241
OG0000336	Syar.g_01084	Syaa.g_02237
OG0000337	Syar.g_00285	Syaa.g_00167
OG0000338	Syar.g_03225	Syaa.g_00162
OG0000339	Syar.g_00658	Syaa.g_00156
OG0000340	Syar.g_00247	Syaa.g_00144
OG0000341	Syar.g_00249	Syaa.g_00142
OG0000342	Syar.g_00250	Syaa.g_00141
OG0000343	Syar.g_00256	Syaa.g_00140
OG0000344	Syar.g_00260	Syaa.g_00136
OG0000345	Syar.g_00612	Syaa.g_00127
OG0000346	Syar.g_00607	Syaa.g_00122
OG0000347	Syar.g_00558	Syaa.g_00088
OG0000348	Syar.g_00544	Syaa.g_00071
OG0000349	Syar.g_00521	Syaa.g_00053
OG0000350	Syar.g_00132	Syaa.g_02336
OG0000351	Syar.g_00442	Syaa.g_02730
OG0000352	Syar.g_00443	Syaa.g_02731
OG0000353	Syar.g_00469	Syaa.g_02757
OG0000354	Syar.g_01514	Syaa.g_02008, Syaa.g_02009
OG0000354	Syar.g_00487	Syaa.g_00019, Syaa.g_00020
OG0000355	Syar.g_00471	Syaa.g_00001
OG0000356	Syar.g_00472	Syaa.g_00002
OG0000357	Syar.g_00473	Syaa.g_00003
OG0000358	Syar.g_00477	Syaa.g_00007
OG0000359	Syar.g_00479	Syaa.g_00009
OG0000360	Syar.g_00480	Syaa.g_00010
OG0000361	Syar.g_00481	Syaa.g_00011
OG0000362	Syar.g_00483	Syaa.g_00013
OG0000363	Syar.g_00484	Syaa.g_00015
OG0000364	Syar.g_02928	Syaa.g_00016
OG0000365	Syar.g_00493	Syaa.g_00027
OG0000366	Syar.g_00494	Syaa.g_00028
OG0000367	Syar.g_00495	Syaa.g_00029
OG0000368	Syar.g_00497	Syaa.g_00031
OG0000369	Syar.g_00498	Syaa.g_00032
OG0000370	Syar.g_00499	Syaa.g_00033
OG0000371	Syar.g_00508	Syaa.g_00041
OG0000372	Syar.g_00514	Syaa.g_00046
OG0000373	Syar.g_00515	Syaa.g_00047
OG0000374	Syar.g_00516	Syaa.g_00048
OG0000375	Syar.g_00517	Syaa.g_00049
OG0000376	Syar.g_00519	Syaa.g_00051
OG0000377	Syar.g_00322	Syaa.g_02585
OG0000378	Syar.g_00905	Syaa.g_02577
OG0000379	Syar.g_00910	Syaa.g_02574
OG0000380	Syar.g_03039	Syaa.g_00357
OG0000381	Syar.g_03041	Syaa.g_00353
OG0000382	Syar.g_03057	Syaa.g_00335
OG0000383	Syar.g_03074	Syaa.g_00333
OG0000384	Syar.g_03075	Syaa.g_00332
OG0000385	Syar.g_03076	Syaa.g_00331
OG0000386	Syar.g_03077	Syaa.g_00330
OG0000387	Syar.g_03109	Syaa.g_02371
OG0000388	Syar.g_03113	Syaa.g_02375
OG0000389	Syar.g_03118	Syaa.g_02379
OG0000390	Syar.g_00033	Syaa.g_02398
OG0000391	Syar.g_00038	Syaa.g_02403
OG0000392	Syar.g_00045	Syaa.g_02409
OG0000393	Syar.g_00048	Syaa.g_02412
OG0000394	Syar.g_00049	Syaa.g_02413
OG0000395	Syar.g_00050	Syaa.g_02414
OG0000396	Syar.g_00053	Syaa.g_02417
OG0000397	Syar.g_00055	Syaa.g_02419
OG0000398	Syar.g_00060	Syaa.g_02424
OG0000399	Syar.g_00061	Syaa.g_02425
OG0000400	Syar.g_00062	Syaa.g_02426
OG0000401	Syar.g_00063	Syaa.g_02427
OG0000402	Syar.g_00065	Syaa.g_02429
OG0000403	Syar.g_00066	Syaa.g_02430
OG0000404	Syar.g_00067	Syaa.g_02431
OG0000405	Syar.g_00076	Syaa.g_02446
OG0000406	Syar.g_00080	Syaa.g_02450
OG0000407	Syar.g_00081	Syaa.g_02451
OG0000408	Syar.g_00083	Syaa.g_02458
OG0000409	Syar.g_00085	Syaa.g_02460
OG0000410	Syar.g_00086	Syaa.g_02461
OG0000411	Syar.g_00087	Syaa.g_02462
OG0000412	Syar.g_00088	Syaa.g_02463
OG0000413	Syar.g_00090	Syaa.g_02465
OG0000415	Syar.g_00092	Syaa.g_02466
OG0000416	Syar.g_00093	Syaa.g_02467
OG0000417	Syar.g_00095	Syaa.g_02468
OG0000418	Syar.g_00100	Syaa.g_02473
OG0000419	Syar.g_00102	Syaa.g_02475
OG0000420	Syar.g_00104	Syaa.g_02477
OG0000421	Syar.g_00109	Syaa.g_02482
OG0000422	Syar.g_00110	Syaa.g_02483
OG0000423	Syar.g_00111	Syaa.g_02484
OG0000424	Syar.g_00112	Syaa.g_02485
OG0000425	Syar.g_00113	Syaa.g_02486
OG0000426	Syar.g_00114	Syaa.g_02487
OG0000427	Syar.g_00115	Syaa.g_02488
OG0000428	Syar.g_00118	Syaa.g_02491
OG0000429	Syar.g_00121	Syaa.g_02493
OG0000430	Syar.g_00123	Syaa.g_02495
OG0000431	Syar.g_00127	Syaa.g_02498
OG0000432	Syar.g_01009	Syaa.g_02504
OG0000433	Syar.g_01007	Syaa.g_02513
OG0000434	Syar.g_01006	Syaa.g_02514
OG0000435	Syar.g_01003	Syaa.g_02516
OG0000436	Syar.g_00994	Syaa.g_02525
OG0000437	Syar.g_00993	Syaa.g_02526
OG0000438	Syar.g_00992	Syaa.g_02527
OG0000439	Syar.g_00990	Syaa.g_02529
OG0000440	Syar.g_00989	Syaa.g_02530
OG0000441	Syar.g_00986	Syaa.g_02534
OG0000442	Syar.g_00977	Syaa.g_02535
OG0000443	Syar.g_00964	Syaa.g_02536
OG0000444	Syar.g_00954	Syaa.g_02542
OG0000445	Syar.g_00953	Syaa.g_02543
OG0000446	Syar.g_00951	Syaa.g_02545
OG0000447	Syar.g_00948	Syaa.g_02548
OG0000448	Syar.g_00947	Syaa.g_02549
OG0000449	Syar.g_00946	Syaa.g_02550
OG0000450	Syar.g_00939	Syaa.g_02553
OG0000451	Syar.g_00938	Syaa.g_02554
OG0000452	Syar.g_00934	Syaa.g_02558
OG0000453	Syar.g_00933	Syaa.g_02559
OG0000454	Syar.g_00932	Syaa.g_02560
OG0000455	Syar.g_00931	Syaa.g_02561
OG0000456	Syar.g_00930	Syaa.g_02562
OG0000457	Syar.g_00928	Syaa.g_02564
OG0000458	Syar.g_00918	Syaa.g_02565
OG0000459	Syar.g_00917	Syaa.g_02566
OG0000460	Syar.g_03024	Syaa.g_02111
OG0000461	Syar.g_00153	Syaa.g_00318
OG0000462	Syar.g_00155	Syaa.g_00315
OG0000463	Syar.g_00156	Syaa.g_00314
OG0000464	Syar.g_00157	Syaa.g_00313
OG0000465	Syar.g_00159	Syaa.g_00311
OG0000466	Syar.g_00164	Syaa.g_00306
OG0000467	Syar.g_00165	Syaa.g_00304
OG0000468	Syar.g_00170	Syaa.g_00299
OG0000469	Syar.g_00203	Syaa.g_00285
OG0000470	Syar.g_00206	Syaa.g_00283
OG0000471	Syar.g_00207	Syaa.g_00282
OG0000472	Syar.g_00208	Syaa.g_00280
OG0000473	Syar.g_00210	Syaa.g_00278
OG0000474	Syar.g_00211	Syaa.g_00277
OG0000475	Syar.g_00212	Syaa.g_00276
OG0000476	Syar.g_00214	Syaa.g_00274
OG0000477	Syar.g_00219	Syaa.g_00268
OG0000478	Syar.g_00220	Syaa.g_00267
OG0000479	Syar.g_00221	Syaa.g_00266
OG0000480	Syar.g_00228	Syaa.g_00259
OG0000481	Syar.g_00230	Syaa.g_00257
OG0000482	Syar.g_00231	Syaa.g_00256
OG0000483	Syar.g_00235	Syaa.g_00252
OG0000484	Syar.g_00236	Syaa.g_00251
OG0000485	Syar.g_00237	Syaa.g_00250
OG0000486	Syar.g_00238	Syaa.g_00249
OG0000487	Syar.g_00245	Syaa.g_00243
OG0000488	Syar.g_00853	Syaa.g_00239
OG0000489	Syar.g_00833	Syaa.g_00228
OG0000490	Syar.g_00823	Syaa.g_00220
OG0000491	Syar.g_00822	Syaa.g_00218
OG0000492	Syar.g_00727	Syaa.g_00214
OG0000493	Syar.g_00726	Syaa.g_00213
OG0000494	Syar.g_00725	Syaa.g_00212
OG0000495	Syar.g_00724	Syaa.g_00211
OG0000496	Syar.g_00723	Syaa.g_00210
OG0000497	Syar.g_00722	Syaa.g_00209
OG0000498	Syar.g_00721	Syaa.g_00208
OG0000499	Syar.g_00720	Syaa.g_00207
OG0000500	Syar.g_00719	Syaa.g_00206
OG0000501	Syar.g_00716	Syaa.g_00203
OG0000502	Syar.g_00275	Syaa.g_00190
OG0000503	Syar.g_01118	Syaa.g_02182
OG0000504	Syar.g_01120	Syaa.g_02180
OG0000505	Syar.g_01121	Syaa.g_02179
OG0000506	Syar.g_01123	Syaa.g_02177
OG0000507	Syar.g_01129	Syaa.g_02171
OG0000508	Syar.g_01141	Syaa.g_02167
OG0000509	Syar.g_01143	Syaa.g_02165
OG0000510	Syar.g_01144	Syaa.g_02164
OG0000511	Syar.g_01145	Syaa.g_02163
OG0000512	Syar.g_01147	Syaa.g_02161
OG0000513	Syar.g_01166	Syaa.g_02145
OG0000514	Syar.g_01169	Syaa.g_02118
OG0000515	Syar.g_01170	Syaa.g_02117
OG0000516	Syar.g_01172	Syaa.g_00698
OG0000517	Syar.g_01176	Syaa.g_00702
OG0000518	Syar.g_02868	Syaa.g_00714
OG0000519	Syar.g_02867	Syaa.g_00715
OG0000520	Syar.g_02866	Syaa.g_00716
OG0000521	Syar.g_01419	Syaa.g_01864
OG0000522	Syar.g_01421	Syaa.g_01862
OG0000523	Syar.g_01422	Syaa.g_01859
OG0000524	Syar.g_01244	Syaa.g_01856
OG0000525	Syar.g_01263	Syaa.g_01851
OG0000526	Syar.g_01266	Syaa.g_01848
OG0000527	Syar.g_01271	Syaa.g_01844
OG0000528	Syar.g_01466	Syaa.g_02054
OG0000529	Syar.g_01470	Syaa.g_02050
OG0000530	Syar.g_01473	Syaa.g_02047
OG0000531	Syar.g_01474	Syaa.g_02046
OG0000532	Syar.g_01477	Syaa.g_02043
OG0000533	Syar.g_01479	Syaa.g_02042
OG0000534	Syar.g_01480	Syaa.g_02041
OG0000535	Syar.g_01481	Syaa.g_02040
OG0000536	Syar.g_01482	Syaa.g_02039
OG0000537	Syar.g_01483	Syaa.g_02038
OG0000538	Syar.g_01496	Syaa.g_02027
OG0000539	Syar.g_01497	Syaa.g_02026
OG0000540	Syar.g_01498	Syaa.g_02025
OG0000541	Syar.g_01499	Syaa.g_02024
OG0000542	Syar.g_01502	Syaa.g_02021
OG0000543	Syar.g_01504	Syaa.g_02019
OG0000544	Syar.g_01505	Syaa.g_02018
OG0000545	Syar.g_01507	Syaa.g_02016
OG0000546	Syar.g_01509	Syaa.g_02014
OG0000547	Syar.g_01511	Syaa.g_02012
