Orthogroup	Syar	Syah
OG0000059	Syar.g_01024	Syah.g_00737
OG0000061	Syar.g_01539	Syah.g_02158
OG0000062	Syar.g_02911	Syah.g_02365
OG0000063	Syar.g_00509	Syah.g_00337
OG0000064	Syar.g_00860	Syah.g_01353
OG0000066	Syar.g_03187	Syah.g_01073
OG0000067	Syar.g_02639	Syah.g_01779
OG0000068	Syar.g_02329, Syar.g_01461	Syah.g_00986
OG0000069	Syar.g_01716	Syah.g_01715
OG0000070	Syar.g_02223	Syah.g_02217
OG0000071	Syar.g_02777	Syah.g_01863
OG0000072	Syar.g_00107	Syah.g_00080
OG0000073	Syar.g_01493	Syah.g_01018
OG0000075	Syar.g_03065, Syar.g_00659	Syah.g_00186
OG0000076	Syar.g_00608	Syah.g_00250
OG0000077	Syar.g_03051	Syah.g_02494
OG0000078	Syar.g_03265	Syah.g_00912
OG0000079	Syar.g_00166	Syah.g_00665
OG0000080	Syar.g_00585	Syah.g_00290
OG0000081	Syar.g_01898	Syah.g_00922, Syah.g_02471
OG0000082	Syar.g_02202	Syah.g_01136
OG0000085	Syar.g_02919	Syah.g_02372
OG0000086	Syar.g_03085	Syah.g_02511
OG0000087	Syar.g_00068	Syah.g_00038
OG0000088	Syar.g_00101	Syah.g_00074
OG0000089	Syar.g_01162	Syah.g_00888
OG0000090	Syar.g_02363, Syar.g_02353, Syar.g_02356	Syah.g_01064
OG0000091	Syar.g_01891, Syar.g_02426	Syah.g_01927
OG0000093	Syar.g_02623	Syah.g_01794
OG0000094	Syar.g_01789	Syah.g_01692
OG0000095	Syar.g_01932	Syah.g_02030
OG0000097	Syar.g_01706	Syah.g_01400
OG0000099	Syar.g_00715	Syah.g_00144
OG0000100	Syar.g_02477	Syah.g_01747
OG0000101	Syar.g_03154	Syah.g_00785
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Syah.g_00255
OG0000103	Syar.g_00014	Syah.g_00391
OG0000104	Syar.g_00466	Syah.g_00377
OG0000105	Syar.g_00218	Syah.g_00632
OG0000106	Syar.g_01748	Syah.g_01544
OG0000107	Syar.g_03290	Syah.g_00688
OG0000108	Syar.g_01469	Syah.g_00997
OG0000109	Syar.g_03310	Syah.g_01012
OG0000110	Syar.g_02295	Syah.g_01124
OG0000111	Syar.g_00005	Syah.g_02021
OG0000112	Syar.g_02548	Syah.g_01613
OG0000113	Syar.g_02664	Syah.g_01752
OG0000114	Syar.g_01616	Syah.g_01529
OG0000115	Syar.g_02854, Syar.g_01415	Syah.g_01269
OG0000116	Syar.g_01525, Syar.g_02255	Syah.g_02175
OG0000117	Syar.g_01969	Syah.g_01425
OG0000118	Syar.g_02793	Syah.g_01173
OG0000120	Syar.g_00713	Syah.g_00145
OG0000121	Syar.g_02806	Syah.g_01287
OG0000123	Syar.g_01079	Syah.g_00793
OG0000124	Syar.g_00586	Syah.g_00272
OG0000125	Syar.g_00338	Syah.g_00504
OG0000126	Syar.g_00887, Syar.g_00888	Syah.g_00379
OG0000128	Syar.g_00482	Syah.g_00361
OG0000129	Syar.g_00324	Syah.g_00516
OG0000130	Syar.g_03040	Syah.g_02483
OG0000131	Syar.g_00078	Syah.g_00052
OG0000132	Syar.g_00099	Syah.g_00072
OG0000133	Syar.g_02543	Syah.g_01618
OG0000134	Syar.g_02009	Syah.g_00891
OG0000135	Syar.g_00698	Syah.g_00465
OG0000136	Syar.g_02874	Syah.g_02227
OG0000137	Syar.g_01273	Syah.g_01221
OG0000138	Syar.g_01486	Syah.g_01013
OG0000139	Syar.g_02348	Syah.g_01070
OG0000140	Syar.g_02344	Syah.g_01071
OG0000141	Syar.g_02129	Syah.g_01981
OG0000142	Syar.g_02418	Syah.g_01935
OG0000143	Syar.g_02422	Syah.g_01931
OG0000144	Syar.g_02441	Syah.g_01824
OG0000145	Syar.g_01494	Syah.g_01019
OG0000146	Syar.g_02549	Syah.g_01612
OG0000147	Syar.g_02550	Syah.g_01611
OG0000148	Syar.g_02658	Syah.g_01758
OG0000149	Syar.g_03289, Syar.g_03288	Syah.g_02096
OG0000150	Syar.g_02130	Syah.g_01980
OG0000151	Syar.g_02038	Syah.g_01820
OG0000152	Syar.g_02539	Syah.g_01622
OG0000153	Syar.g_02503	Syah.g_01656
OG0000154	Syar.g_01800	Syah.g_01682
OG0000155	Syar.g_01959	Syah.g_02123
OG0000156	Syar.g_01517	Syah.g_02185
OG0000157	Syar.g_01516	Syah.g_02186
OG0000158	Syar.g_00650	Syah.g_00204
OG0000160	Syar.g_02807	Syah.g_01289
OG0000161	Syar.g_02801	Syah.g_01282
OG0000162	Syar.g_02863	Syah.g_01276
OG0000163	Syar.g_01186	Syah.g_02315
OG0000164	Syar.g_03168	Syah.g_02423
OG0000165	Syar.g_02976	Syah.g_02251
OG0000166	Syar.g_01034	Syah.g_00747
OG0000167	Syar.g_00662	Syah.g_00183
OG0000168	Syar.g_00246	Syah.g_00205
OG0000169	Syar.g_00262	Syah.g_00237
OG0000170	Syar.g_00613	Syah.g_00245
OG0000171	Syar.g_00587	Syah.g_00271
OG0000172	Syar.g_00547	Syah.g_00293
OG0000173	Syar.g_00528	Syah.g_00313
OG0000174	Syar.g_00701	Syah.g_00461
OG0000175	Syar.g_00438	Syah.g_00402
OG0000176	Syar.g_00474	Syah.g_00369
OG0000177	Syar.g_00475	Syah.g_00368
OG0000178	Syar.g_00476	Syah.g_00367
OG0000179	Syar.g_00489	Syah.g_00355
OG0000180	Syar.g_00490	Syah.g_00354
OG0000181	Syar.g_00491	Syah.g_00353
OG0000182	Syar.g_00492	Syah.g_00352
OG0000183	Syar.g_00496	Syah.g_00348
OG0000184	Syar.g_00897	Syah.g_00525
OG0000185	Syar.g_00909	Syah.g_00528
OG0000186	Syar.g_03036	Syah.g_02479
OG0000187	Syar.g_03038	Syah.g_02480
OG0000188	Syar.g_03058	Syah.g_02501
OG0000189	Syar.g_03104	Syah.g_02526
OG0000190	Syar.g_03107, Syar.g_02374	Syah.g_02528
OG0000191	Syar.g_00039	Syah.g_00008
OG0000192	Syar.g_00046	Syah.g_00013
OG0000193	Syar.g_00079	Syah.g_00053
OG0000194	Syar.g_00082	Syah.g_00056
OG0000195	Syar.g_00023	Syah.g_00058
OG0000196	Syar.g_00096	Syah.g_00069
OG0000197	Syar.g_00097	Syah.g_00070
OG0000198	Syar.g_00098	Syah.g_00071
OG0000199	Syar.g_00106	Syah.g_00079
OG0000200	Syar.g_00124	Syah.g_00616
OG0000201	Syar.g_01000	Syah.g_00601
OG0000202	Syar.g_00998	Syah.g_00600
OG0000203	Syar.g_00997	Syah.g_00599
OG0000204	Syar.g_00996	Syah.g_00598
OG0000205	Syar.g_00988	Syah.g_00591
OG0000206	Syar.g_00963	Syah.g_00578
OG0000207	Syar.g_00957	Syah.g_00575
OG0000208	Syar.g_00956	Syah.g_00574
OG0000209	Syar.g_03261	Syah.g_00544
OG0000210	Syar.g_00935	Syah.g_00543
OG0000211	Syar.g_03026	Syah.g_00904
OG0000212	Syar.g_03017	Syah.g_00913
OG0000213	Syar.g_00187	Syah.g_00657
OG0000214	Syar.g_00209	Syah.g_00641
OG0000215	Syar.g_00239	Syah.g_00101
OG0000216	Syar.g_00244	Syah.g_00105
OG0000217	Syar.g_00854	Syah.g_00109
OG0000218	Syar.g_00852	Syah.g_00111
OG0000219	Syar.g_00851	Syah.g_00112
OG0000220	Syar.g_00850, Syar.g_02026	Syah.g_00113
OG0000221	Syar.g_00834	Syah.g_00120
OG0000222	Syar.g_02119, Syar.g_00728	Syah.g_00131
OG0000223	Syar.g_00649	Syah.g_00153
OG0000224	Syar.g_00273	Syah.g_00162
OG0000225	Syar.g_01142	Syah.g_00874
OG0000226	Syar.g_01146	Syah.g_00878
OG0000227	Syar.g_01148	Syah.g_00880
OG0000228	Syar.g_01161	Syah.g_00887
OG0000229	Syar.g_01177	Syah.g_02236
OG0000230	Syar.g_01179	Syah.g_02234
OG0000231	Syar.g_03151	Syah.g_02218
OG0000232	Syar.g_01424	Syah.g_01206
OG0000233	Syar.g_01247	Syah.g_01210
OG0000234	Syar.g_01275	Syah.g_01222
OG0000235	Syar.g_01468	Syah.g_00996
OG0000236	Syar.g_01484	Syah.g_01011
OG0000237	Syar.g_01503	Syah.g_01028
OG0000238	Syar.g_01508	Syah.g_01032
OG0000239	Syar.g_02687	Syah.g_01048
OG0000240	Syar.g_02686	Syah.g_01049
OG0000241	Syar.g_02410	Syah.g_01944
OG0000242	Syar.g_01926	Syah.g_01062
OG0000243	Syar.g_02335	Syah.g_01079
OG0000244	Syar.g_02327	Syah.g_01087
OG0000245	Syar.g_03238	Syah.g_01090
OG0000246	Syar.g_02321	Syah.g_01094
OG0000247	Syar.g_02310	Syah.g_01106
OG0000248	Syar.g_03293	Syah.g_01109
OG0000249	Syar.g_02305	Syah.g_01111
OG0000250	Syar.g_03194	Syah.g_01120
OG0000251	Syar.g_02194	Syah.g_01145
OG0000252	Syar.g_03263	Syah.g_01148
OG0000253	Syar.g_02028	Syah.g_01149
OG0000254	Syar.g_02169	Syah.g_01976
OG0000255	Syar.g_00011	Syah.g_01968
OG0000256	Syar.g_02244	Syah.g_01952
OG0000257	Syar.g_02407, Syar.g_01762	Syah.g_01945
OG0000258	Syar.g_02427	Syah.g_01926
OG0000259	Syar.g_02472	Syah.g_01494
OG0000260	Syar.g_03220	Syah.g_01497
OG0000261	Syar.g_01916	Syah.g_01500
OG0000262	Syar.g_01690	Syah.g_01505
OG0000263	Syar.g_01991	Syah.g_01410
OG0000264	Syar.g_02135	Syah.g_02000
OG0000266	Syar.g_01570	Syah.g_01714
OG0000267	Syar.g_01873	Syah.g_01574
OG0000268	Syar.g_02589	Syah.g_01575
OG0000269	Syar.g_02634	Syah.g_01784
OG0000270	Syar.g_00744, Syar.g_02637	Syah.g_01781
OG0000271	Syar.g_02645	Syah.g_01773
OG0000272	Syar.g_02646	Syah.g_01772
OG0000273	Syar.g_00008	Syah.g_02075
OG0000274	Syar.g_02482	Syah.g_02076
OG0000275	Syar.g_01810	Syah.g_02081
OG0000276	Syar.g_01817	Syah.g_02088
OG0000277	Syar.g_03242	Syah.g_02089
OG0000278	Syar.g_01821	Syah.g_02092
OG0000279	Syar.g_01838	Syah.g_02100
OG0000280	Syar.g_02067, Syar.g_00734	Syah.g_02112
OG0000281	Syar.g_02218	Syah.g_00722
OG0000282	Syar.g_01614	Syah.g_01531
OG0000283	Syar.g_02574	Syah.g_01585
OG0000284	Syar.g_02568	Syah.g_01591
OG0000285	Syar.g_02560	Syah.g_01603
OG0000286	Syar.g_02540	Syah.g_01621
OG0000287	Syar.g_02512	Syah.g_01649
OG0000288	Syar.g_01801	Syah.g_01681
OG0000289	Syar.g_01786	Syah.g_01695
OG0000290	Syar.g_01928	Syah.g_02033
OG0000291	Syar.g_01930	Syah.g_02031
OG0000292	Syar.g_00463	Syah.g_00380
OG0000293	Syar.g_03297	Syah.g_02173
OG0000294	Syar.g_03296	Syah.g_02172
OG0000295	Syar.g_01951	Syah.g_02131
OG0000296	Syar.g_01953	Syah.g_02129
OG0000297	Syar.g_03216	Syah.g_01427
OG0000298	Syar.g_03215	Syah.g_01426
OG0000299	Syar.g_01704	Syah.g_01404
OG0000300	Syar.g_01646, Syar.g_01711	Syah.g_01397
OG0000301	Syar.g_01712	Syah.g_01396
OG0000302	Syar.g_01713	Syah.g_01395
OG0000303	Syar.g_01723	Syah.g_01387
OG0000304	Syar.g_01728	Syah.g_01382
OG0000305	Syar.g_03163	Syah.g_02028
OG0000306	Syar.g_01884	Syah.g_02116
OG0000307	Syar.g_03153	Syah.g_00978
OG0000308	Syar.g_01450	Syah.g_00976
OG0000309	Syar.g_01239	Syah.g_00971
OG0000310	Syar.g_02826	Syah.g_01321
OG0000311	Syar.g_02823	Syah.g_01317
OG0000312	Syar.g_00015	Syah.g_01304
OG0000313	Syar.g_02804	Syah.g_01285
OG0000314	Syar.g_01403	Syah.g_01259
OG0000315	Syar.g_01393	Syah.g_01248
OG0000316	Syar.g_02885	Syah.g_02333
OG0000317	Syar.g_02926	Syah.g_02380
OG0000318	Syar.g_02930	Syah.g_02385
OG0000319	Syar.g_02954	Syah.g_02405
OG0000320	Syar.g_02956	Syah.g_02407
OG0000321	Syar.g_02957	Syah.g_02408
OG0000322	Syar.g_02958	Syah.g_02409
OG0000323	Syar.g_02973	Syah.g_02425
OG0000324	Syar.g_00350, Syar.g_03001	Syah.g_02278
OG0000325	Syar.g_00148	Syah.g_00689
OG0000326	Syar.g_03134	Syah.g_00696
OG0000327	Syar.g_01029	Syah.g_00742
OG0000328	Syar.g_01030	Syah.g_00743
OG0000329	Syar.g_03189	Syah.g_00760
OG0000330	Syar.g_01049	Syah.g_00761
OG0000331	Syar.g_03191	Syah.g_00762
OG0000332	Syar.g_03299	Syah.g_00776
OG0000333	Syar.g_01067	Syah.g_00779
OG0000334	Syar.g_01076	Syah.g_00789
OG0000335	Syar.g_01080	Syah.g_00794
OG0000336	Syar.g_01084	Syah.g_00798
OG0000337	Syar.g_00285	Syah.g_00178
OG0000338	Syar.g_03225	Syah.g_00181
OG0000339	Syar.g_00658	Syah.g_00188
OG0000340	Syar.g_00247	Syah.g_00206
OG0000341	Syar.g_00249	Syah.g_00208
OG0000342	Syar.g_00250	Syah.g_00209
OG0000343	Syar.g_00256	Syah.g_00231
OG0000344	Syar.g_00260	Syah.g_00235
OG0000345	Syar.g_00612	Syah.g_00246
OG0000346	Syar.g_00607	Syah.g_00251
OG0000347	Syar.g_00558	Syah.g_00275
OG0000348	Syar.g_00544	Syah.g_00301
OG0000349	Syar.g_00521	Syah.g_00320
OG0000350	Syar.g_00132	Syah.g_00703
OG0000351	Syar.g_00442	Syah.g_00399
OG0000352	Syar.g_00443	Syah.g_00398
OG0000353	Syar.g_00469	Syah.g_00374
OG0000354	Syar.g_01514	Syah.g_01038
OG0000354	Syar.g_00487	Syah.g_00561
OG0000355	Syar.g_00471	Syah.g_00372
OG0000356	Syar.g_00472	Syah.g_00371
OG0000357	Syar.g_00473	Syah.g_00370
OG0000358	Syar.g_00477	Syah.g_00366
OG0000359	Syar.g_00479	Syah.g_00364
OG0000360	Syar.g_00480	Syah.g_00363
OG0000361	Syar.g_00481	Syah.g_00362
OG0000362	Syar.g_00483	Syah.g_00360
OG0000363	Syar.g_00484	Syah.g_00358
OG0000364	Syar.g_02928	Syah.g_00357
OG0000365	Syar.g_00493	Syah.g_00351
OG0000366	Syar.g_00494	Syah.g_00350
OG0000367	Syar.g_00495	Syah.g_00349
OG0000368	Syar.g_00497	Syah.g_00347
OG0000369	Syar.g_00498	Syah.g_00346
OG0000370	Syar.g_00499	Syah.g_00345
OG0000371	Syar.g_00508	Syah.g_00338
OG0000372	Syar.g_00514	Syah.g_00333
OG0000373	Syar.g_00515	Syah.g_00332
OG0000374	Syar.g_00516	Syah.g_00331
OG0000375	Syar.g_00517	Syah.g_00329
OG0000376	Syar.g_00519	Syah.g_00327
OG0000377	Syar.g_00322	Syah.g_00517
OG0000378	Syar.g_00905	Syah.g_00526
OG0000379	Syar.g_00910	Syah.g_00529
OG0000380	Syar.g_03039	Syah.g_02481
OG0000381	Syar.g_03041	Syah.g_02484
OG0000382	Syar.g_03057	Syah.g_02500
OG0000383	Syar.g_03074	Syah.g_02502
OG0000384	Syar.g_03075	Syah.g_02503
OG0000385	Syar.g_03076	Syah.g_02504
OG0000386	Syar.g_03077	Syah.g_02505
OG0000387	Syar.g_03109	Syah.g_02530
OG0000388	Syar.g_03113	Syah.g_02533
OG0000389	Syar.g_03118	Syah.g_02536
OG0000390	Syar.g_00033	Syah.g_00002
OG0000391	Syar.g_00038	Syah.g_00007
OG0000392	Syar.g_00045	Syah.g_00012
OG0000393	Syar.g_00048	Syah.g_00014
OG0000394	Syar.g_00049	Syah.g_00015
OG0000395	Syar.g_00050	Syah.g_00016
OG0000396	Syar.g_00053	Syah.g_00019
OG0000397	Syar.g_00055	Syah.g_00021
OG0000398	Syar.g_00060	Syah.g_00027
OG0000399	Syar.g_00061	Syah.g_00028
OG0000400	Syar.g_00062	Syah.g_00029
OG0000401	Syar.g_00063	Syah.g_00030
OG0000402	Syar.g_00065	Syah.g_00033
OG0000403	Syar.g_00066	Syah.g_00034
OG0000404	Syar.g_00067	Syah.g_00036
OG0000405	Syar.g_00076	Syah.g_00050
OG0000406	Syar.g_00080	Syah.g_00054
OG0000407	Syar.g_00081	Syah.g_00055
OG0000408	Syar.g_00083	Syah.g_00057
OG0000409	Syar.g_00085	Syah.g_00059
OG0000410	Syar.g_00086	Syah.g_00060
OG0000411	Syar.g_00087	Syah.g_00061
OG0000412	Syar.g_00088	Syah.g_00062
OG0000413	Syar.g_00090	Syah.g_00064
OG0000414	Syar.g_03179	Syah.g_00065
OG0000415	Syar.g_00092	Syah.g_00066
OG0000416	Syar.g_00093	Syah.g_00067
OG0000417	Syar.g_00095	Syah.g_00068
OG0000418	Syar.g_00100	Syah.g_00073
OG0000419	Syar.g_00102	Syah.g_00075
OG0000420	Syar.g_00104	Syah.g_00077
OG0000421	Syar.g_00109	Syah.g_00082
OG0000422	Syar.g_00110	Syah.g_00083
OG0000423	Syar.g_00111	Syah.g_00084
OG0000424	Syar.g_00112	Syah.g_00085
OG0000425	Syar.g_00113	Syah.g_00086
OG0000426	Syar.g_00114	Syah.g_00087
OG0000427	Syar.g_00115	Syah.g_00088
OG0000428	Syar.g_00118	Syah.g_00620
OG0000429	Syar.g_00121	Syah.g_00618
OG0000430	Syar.g_00123	Syah.g_00617
OG0000431	Syar.g_00127	Syah.g_00613
OG0000432	Syar.g_01009	Syah.g_00607
OG0000433	Syar.g_01007	Syah.g_00605
OG0000434	Syar.g_01006	Syah.g_00604
OG0000435	Syar.g_01003	Syah.g_00602
OG0000436	Syar.g_00994	Syah.g_00597
OG0000437	Syar.g_00993	Syah.g_00596
OG0000438	Syar.g_00992	Syah.g_00595
OG0000439	Syar.g_00990	Syah.g_00593
OG0000440	Syar.g_00989	Syah.g_00592
OG0000441	Syar.g_00986	Syah.g_00585
OG0000442	Syar.g_00977	Syah.g_00580
OG0000443	Syar.g_00964	Syah.g_00579
OG0000444	Syar.g_00954	Syah.g_00573
OG0000445	Syar.g_00953	Syah.g_00572
OG0000446	Syar.g_00951	Syah.g_00570
OG0000447	Syar.g_00948	Syah.g_00567
OG0000448	Syar.g_00947	Syah.g_00566
OG0000449	Syar.g_00946	Syah.g_00565
OG0000450	Syar.g_00939	Syah.g_00547
OG0000451	Syar.g_00938	Syah.g_00546
OG0000452	Syar.g_00934	Syah.g_00542
OG0000453	Syar.g_00933	Syah.g_00541
OG0000454	Syar.g_00932	Syah.g_00540
OG0000455	Syar.g_00931	Syah.g_00539
OG0000456	Syar.g_00930	Syah.g_00538
OG0000457	Syar.g_00928	Syah.g_00536
OG0000458	Syar.g_00918	Syah.g_00535
OG0000459	Syar.g_00917	Syah.g_00534
OG0000460	Syar.g_03024	Syah.g_00906
OG0000461	Syar.g_00153	Syah.g_00678
OG0000462	Syar.g_00155	Syah.g_00675
OG0000463	Syar.g_00156	Syah.g_00674
OG0000464	Syar.g_00157	Syah.g_00673
OG0000465	Syar.g_00159	Syah.g_00672
OG0000466	Syar.g_00164	Syah.g_00668
OG0000467	Syar.g_00165	Syah.g_00666
OG0000468	Syar.g_00170	Syah.g_00661
OG0000469	Syar.g_00203	Syah.g_00647
OG0000470	Syar.g_00206	Syah.g_00645
OG0000471	Syar.g_00207	Syah.g_00644
OG0000472	Syar.g_00208	Syah.g_00642
OG0000473	Syar.g_00210	Syah.g_00640
OG0000474	Syar.g_00211	Syah.g_00639
OG0000475	Syar.g_00212	Syah.g_00638
OG0000476	Syar.g_00214	Syah.g_00636
OG0000477	Syar.g_00219	Syah.g_00630
OG0000478	Syar.g_00220	Syah.g_00629
OG0000479	Syar.g_00221	Syah.g_00628
OG0000480	Syar.g_00228	Syah.g_00089
OG0000481	Syar.g_00230	Syah.g_00091
OG0000482	Syar.g_00231	Syah.g_00092
OG0000483	Syar.g_00235	Syah.g_00096
OG0000484	Syar.g_00236	Syah.g_00097
OG0000485	Syar.g_00237	Syah.g_00098
OG0000486	Syar.g_00238	Syah.g_00099
OG0000487	Syar.g_00245	Syah.g_00106
OG0000488	Syar.g_00853	Syah.g_00110
OG0000489	Syar.g_00833	Syah.g_00121
OG0000490	Syar.g_00823	Syah.g_00129
OG0000491	Syar.g_00822	Syah.g_00130
OG0000492	Syar.g_00727	Syah.g_00132
OG0000493	Syar.g_00726	Syah.g_00133
OG0000494	Syar.g_00725	Syah.g_00134
OG0000495	Syar.g_00724	Syah.g_00135
OG0000496	Syar.g_00723	Syah.g_00136
OG0000497	Syar.g_00722	Syah.g_00137
OG0000498	Syar.g_00721	Syah.g_00138
OG0000499	Syar.g_00720	Syah.g_00139
OG0000500	Syar.g_00719	Syah.g_00140
OG0000501	Syar.g_00716	Syah.g_00143
OG0000502	Syar.g_00275	Syah.g_00155
OG0000503	Syar.g_01118	Syah.g_00858
OG0000504	Syar.g_01120	Syah.g_00860
OG0000505	Syar.g_01121	Syah.g_00861
OG0000506	Syar.g_01123	Syah.g_00863
OG0000507	Syar.g_01129	Syah.g_00869
OG0000508	Syar.g_01141	Syah.g_00873
OG0000509	Syar.g_01143	Syah.g_00875
OG0000510	Syar.g_01144	Syah.g_00876
OG0000511	Syar.g_01145	Syah.g_00877
OG0000512	Syar.g_01147	Syah.g_00879
OG0000513	Syar.g_01166	Syah.g_00892
OG0000514	Syar.g_01169	Syah.g_00899
OG0000515	Syar.g_01170	Syah.g_00900
OG0000516	Syar.g_01172	Syah.g_02231
OG0000517	Syar.g_01176	Syah.g_02237
OG0000518	Syar.g_02868	Syah.g_02221
OG0000519	Syar.g_02867	Syah.g_02220
OG0000520	Syar.g_02866	Syah.g_02219
OG0000521	Syar.g_01419	Syah.g_01202
OG0000522	Syar.g_01421	Syah.g_01204
OG0000523	Syar.g_01422	Syah.g_01205
OG0000524	Syar.g_01244	Syah.g_01207
OG0000525	Syar.g_01263	Syah.g_01212
OG0000526	Syar.g_01266	Syah.g_01215
OG0000527	Syar.g_01271	Syah.g_01219
OG0000528	Syar.g_01466	Syah.g_00991
OG0000529	Syar.g_01470	Syah.g_00998
OG0000530	Syar.g_01473	Syah.g_01001
OG0000531	Syar.g_01474	Syah.g_01002
OG0000532	Syar.g_01477	Syah.g_01005
OG0000533	Syar.g_01479	Syah.g_01006
OG0000534	Syar.g_01480	Syah.g_01007
OG0000535	Syar.g_01481	Syah.g_01008
OG0000536	Syar.g_01482	Syah.g_01009
OG0000537	Syar.g_01483	Syah.g_01010
OG0000538	Syar.g_01496	Syah.g_01021
OG0000539	Syar.g_01497	Syah.g_01022
OG0000540	Syar.g_01498	Syah.g_01023
OG0000541	Syar.g_01499	Syah.g_01024
OG0000542	Syar.g_01502	Syah.g_01027
OG0000543	Syar.g_01504	Syah.g_01029
OG0000545	Syar.g_01507	Syah.g_01031
OG0000546	Syar.g_01509	Syah.g_01033
OG0000547	Syar.g_01511	Syah.g_01035
OG0000548	Syar.g_01512	Syah.g_01036
OG0000549	Syar.g_02693	Syah.g_01042
OG0000550	Syar.g_02689	Syah.g_01046
OG0000551	Syar.g_02684	Syah.g_01051
OG0000552	Syar.g_02683	Syah.g_01052
OG0000553	Syar.g_02679	Syah.g_01054
OG0000554	Syar.g_02352	Syah.g_01065
OG0000555	Syar.g_02336	Syah.g_01078
OG0000556	Syar.g_02332	Syah.g_01084
OG0000557	Syar.g_02328	Syah.g_01086
OG0000558	Syar.g_02326	Syah.g_01088
OG0000559	Syar.g_02322	Syah.g_01093
OG0000560	Syar.g_02320	Syah.g_01096
OG0000561	Syar.g_02319	Syah.g_01097
OG0000562	Syar.g_02318	Syah.g_01098
OG0000563	Syar.g_02317	Syah.g_01099
OG0000564	Syar.g_02316	Syah.g_01100
OG0000565	Syar.g_02312	Syah.g_01104
OG0000566	Syar.g_02308	Syah.g_01108
OG0000567	Syar.g_02304	Syah.g_01112
OG0000568	Syar.g_02302	Syah.g_01116
OG0000569	Syar.g_02301	Syah.g_01117
OG0000570	Syar.g_02300	Syah.g_01118
OG0000571	Syar.g_02298	Syah.g_01122
OG0000572	Syar.g_02201	Syah.g_01137
OG0000573	Syar.g_02191	Syah.g_01146
OG0000574	Syar.g_02190	Syah.g_01147
OG0000575	Syar.g_03180	Syah.g_01151
OG0000576	Syar.g_02187	Syah.g_01153
OG0000577	Syar.g_02186	Syah.g_01154
OG0000578	Syar.g_02185	Syah.g_01155
OG0000579	Syar.g_02184	Syah.g_01156
OG0000580	Syar.g_02183	Syah.g_01157
OG0000581	Syar.g_02175	Syah.g_01163
OG0000582	Syar.g_02131	Syah.g_01979
OG0000583	Syar.g_02132	Syah.g_01978
