Orthogroup	Syar	Syai
OG0000104	Syar.g_00466	Syai.g_02929
OG0000105	Syar.g_00218	Syai.g_00267
OG0000106	Syar.g_01748	Syai.g_01601
OG0000107	Syar.g_03290, Syar.g_00149	Syai.g_00319
OG0000108	Syar.g_01469	Syai.g_00638
OG0000109	Syar.g_03310	Syai.g_00653
OG0000110	Syar.g_02295	Syai.g_00878, Syai.g_00766
OG0000111	Syar.g_00005	Syai.g_01998
OG0000112	Syar.g_02548	Syai.g_01512
OG0000113	Syar.g_02664	Syai.g_01367
OG0000114	Syar.g_01616	Syai.g_01261
OG0000115	Syar.g_02854, Syar.g_01415	Syai.g_00932
OG0000116	Syar.g_01525, Syar.g_02255	Syai.g_02156
OG0000117	Syar.g_01969	Syai.g_01756
OG0000118	Syar.g_02793	Syai.g_00818
OG0000120	Syar.g_00713	Syai.g_00198
OG0000121	Syar.g_02806	Syai.g_00951
OG0000123	Syar.g_01079	Syai.g_00411
OG0000124	Syar.g_00586	Syai.g_00089
OG0000125	Syar.g_00338	Syai.g_02782
OG0000126	Syar.g_00887, Syar.g_00888	Syai.g_02927
OG0000128	Syar.g_00482	Syai.g_00012
OG0000129	Syar.g_00324	Syai.g_02771
OG0000130	Syar.g_03040	Syai.g_02474
OG0000131	Syar.g_00078	Syai.g_02608
OG0000132	Syar.g_00099	Syai.g_02628
OG0000133	Syar.g_02543	Syai.g_01507
OG0000134	Syar.g_02009	Syai.g_00520
OG0000135	Syar.g_00698	Syai.g_02826
OG0000136	Syar.g_02874	Syai.g_02217
OG0000137	Syar.g_01273	Syai.g_00865
OG0000138	Syar.g_01486	Syai.g_00654
OG0000139	Syar.g_02348	Syai.g_00714
OG0000140	Syar.g_02344, Syar.g_03246	Syai.g_00716
OG0000141	Syar.g_02129	Syai.g_01041
OG0000142	Syar.g_02418	Syai.g_01104
OG0000143	Syar.g_02422	Syai.g_01108
OG0000144	Syar.g_02441	Syai.g_01608
OG0000145	Syar.g_01494	Syai.g_00660
OG0000146	Syar.g_02549	Syai.g_01513
OG0000147	Syar.g_02550	Syai.g_01514
OG0000148	Syar.g_02658	Syai.g_01361
OG0000149	Syar.g_03289, Syar.g_03288	Syai.g_02059
OG0000150	Syar.g_02130	Syai.g_00717
OG0000151	Syar.g_02038	Syai.g_01280
OG0000152	Syar.g_02539	Syai.g_01503
OG0000153	Syar.g_02503	Syai.g_01461
OG0000154	Syar.g_01800	Syai.g_01434
OG0000155	Syar.g_01959	Syai.g_02109
OG0000156	Syar.g_01517	Syai.g_02162
OG0000157	Syar.g_01516	Syai.g_02163
OG0000158	Syar.g_00650	Syai.g_00135
OG0000160	Syar.g_02807	Syai.g_00952
OG0000161	Syar.g_02801	Syai.g_00946
OG0000162	Syar.g_02863	Syai.g_00939
OG0000163	Syar.g_01186	Syai.g_02300
OG0000164	Syar.g_03168	Syai.g_02411
OG0000165	Syar.g_02976	Syai.g_02244
OG0000166	Syar.g_01034	Syai.g_00364
OG0000167	Syar.g_00662	Syai.g_00164
OG0000168	Syar.g_00246	Syai.g_00134
OG0000169	Syar.g_00262	Syai.g_00123
OG0000170	Syar.g_00613	Syai.g_00116
OG0000171	Syar.g_00587	Syai.g_00090
OG0000172	Syar.g_00547	Syai.g_00083
OG0000173	Syar.g_00528	Syai.g_00064
OG0000174	Syar.g_00701	Syai.g_02828
OG0000175	Syar.g_00438	Syai.g_02901
OG0000176	Syar.g_00474	Syai.g_00004
OG0000177	Syar.g_00475	Syai.g_00005
OG0000178	Syar.g_00476	Syai.g_00006
OG0000179	Syar.g_00489	Syai.g_00023
OG0000180	Syar.g_00490	Syai.g_00024
OG0000181	Syar.g_00491	Syai.g_00025
OG0000182	Syar.g_00492	Syai.g_00026
OG0000183	Syar.g_00496	Syai.g_00030
OG0000184	Syar.g_00897	Syai.g_02756
OG0000185	Syar.g_00909	Syai.g_02734
OG0000186	Syar.g_03036	Syai.g_02469
OG0000187	Syar.g_03038	Syai.g_02471
OG0000188	Syar.g_03058	Syai.g_02494
OG0000189	Syar.g_03104	Syai.g_02530
OG0000190	Syar.g_03107, Syar.g_02374	Syai.g_02532
OG0000191	Syar.g_00039	Syai.g_02562
OG0000192	Syar.g_00046	Syai.g_02569
OG0000193	Syar.g_00079	Syai.g_02609
OG0000194	Syar.g_00082	Syai.g_02612
OG0000195	Syar.g_00023	Syai.g_02614
OG0000196	Syar.g_00096	Syai.g_02625
OG0000197	Syar.g_00097	Syai.g_02626
OG0000198	Syar.g_00098	Syai.g_02627
OG0000199	Syar.g_00106	Syai.g_02635
OG0000200	Syar.g_00124	Syai.g_02651
OG0000201	Syar.g_01000	Syai.g_02667
OG0000202	Syar.g_00998	Syai.g_02668
OG0000203	Syar.g_00997	Syai.g_02669
OG0000204	Syar.g_00996	Syai.g_02670
OG0000205	Syar.g_00988	Syai.g_02677
OG0000206	Syar.g_00963	Syai.g_02684
OG0000207	Syar.g_00957	Syai.g_02686
OG0000208	Syar.g_00956	Syai.g_02687
OG0000209	Syar.g_00936, Syar.g_03261	Syai.g_02699
OG0000210	Syar.g_00935	Syai.g_02700
OG0000211	Syar.g_03026	Syai.g_00533
OG0000212	Syar.g_03017	Syai.g_00544
OG0000213	Syar.g_00187	Syai.g_00292
OG0000214	Syar.g_00209	Syai.g_00276
OG0000215	Syar.g_00239	Syai.g_00245
OG0000216	Syar.g_00244	Syai.g_00241
OG0000217	Syar.g_00854	Syai.g_00237
OG0000218	Syar.g_00852	Syai.g_00235
OG0000219	Syar.g_00851	Syai.g_00234
OG0000220	Syar.g_00850, Syar.g_02026	Syai.g_00233
OG0000221	Syar.g_00834	Syai.g_00227
OG0000222	Syar.g_02119, Syar.g_00728	Syai.g_00215
OG0000223	Syar.g_00649	Syai.g_00194
OG0000224	Syar.g_00273	Syai.g_00186
OG0000225	Syar.g_01142	Syai.g_00502
OG0000226	Syar.g_01146	Syai.g_00506
OG0000227	Syar.g_01148	Syai.g_00508
OG0000228	Syar.g_01161	Syai.g_00516
OG0000229	Syar.g_01177	Syai.g_02228
OG0000230	Syar.g_01179, Syar.g_03275	Syai.g_02226
OG0000231	Syar.g_02865, Syar.g_03151	Syai.g_02208
OG0000232	Syar.g_01424	Syai.g_00846
OG0000233	Syar.g_01247	Syai.g_00855
OG0000234	Syar.g_01275	Syai.g_00866
OG0000235	Syar.g_01468	Syai.g_00637
OG0000236	Syar.g_01484	Syai.g_00652
OG0000237	Syar.g_01503	Syai.g_00669
OG0000238	Syar.g_01508	Syai.g_00674
OG0000239	Syar.g_02687	Syai.g_00691
OG0000240	Syar.g_02686	Syai.g_00692
OG0000241	Syar.g_02410	Syai.g_01085, Syai.g_01089
OG0000242	Syar.g_01926	Syai.g_00705
OG0000243	Syar.g_02335	Syai.g_00726
OG0000244	Syar.g_02327	Syai.g_00731
OG0000245	Syar.g_02325, Syar.g_03238	Syai.g_00733
OG0000246	Syar.g_02321	Syai.g_00737
OG0000247	Syar.g_02310	Syai.g_00748
OG0000248	Syar.g_03293	Syai.g_00751
OG0000249	Syar.g_02305	Syai.g_00753
OG0000250	Syar.g_02299, Syar.g_03194	Syai.g_00762
OG0000251	Syar.g_02194	Syai.g_00789
OG0000252	Syar.g_02189, Syar.g_03263	Syai.g_00797
OG0000253	Syar.g_02028	Syai.g_00798
OG0000254	Syar.g_02169	Syai.g_01045
OG0000255	Syar.g_00011	Syai.g_01061
OG0000256	Syar.g_02244	Syai.g_01077
OG0000257	Syar.g_02407, Syar.g_01762	Syai.g_01084
OG0000258	Syar.g_02427	Syai.g_01113
OG0000259	Syar.g_02472	Syai.g_01229
OG0000260	Syar.g_03220	Syai.g_01232
OG0000261	Syar.g_01916	Syai.g_01235
OG0000262	Syar.g_01690	Syai.g_01240
OG0000263	Syar.g_01991	Syai.g_01776
OG0000264	Syar.g_02135	Syai.g_01962
OG0000266	Syar.g_01570	Syai.g_01401
OG0000267	Syar.g_01873	Syai.g_01569
OG0000268	Syar.g_02589	Syai.g_01568
OG0000269	Syar.g_02634	Syai.g_01316
OG0000270	Syar.g_00744, Syar.g_02637	Syai.g_01319
OG0000271	Syar.g_02645	Syai.g_01327
OG0000272	Syar.g_02646	Syai.g_01328
OG0000273	Syar.g_00008	Syai.g_02037
OG0000274	Syar.g_02482	Syai.g_02038
OG0000275	Syar.g_01810	Syai.g_02043
OG0000276	Syar.g_01817	Syai.g_02051
OG0000277	Syar.g_01818, Syar.g_03242	Syai.g_02052
OG0000278	Syar.g_01821, Syar.g_03174	Syai.g_02055
OG0000279	Syar.g_01838	Syai.g_02063
OG0000280	Syar.g_02067, Syar.g_00734	Syai.g_02084
OG0000281	Syar.g_02218	Syai.g_01719
OG0000282	Syar.g_01614	Syai.g_01263
OG0000283	Syar.g_02574	Syai.g_01554
OG0000284	Syar.g_02568	Syai.g_01548
OG0000285	Syar.g_02560	Syai.g_01522
OG0000286	Syar.g_02540	Syai.g_01504
OG0000287	Syar.g_02512	Syai.g_01469
OG0000288	Syar.g_01801	Syai.g_01435
OG0000289	Syar.g_03305, Syar.g_01786	Syai.g_01421
OG0000290	Syar.g_01928	Syai.g_02010
OG0000291	Syar.g_01930	Syai.g_02008
OG0000292	Syar.g_00463	Syai.g_02926
OG0000293	Syar.g_03297	Syai.g_02155
OG0000294	Syar.g_03296	Syai.g_02154
OG0000295	Syar.g_01951	Syai.g_02117
OG0000296	Syar.g_01953	Syai.g_02115
OG0000297	Syar.g_03216	Syai.g_01754
OG0000298	Syar.g_01968, Syar.g_03215	Syai.g_01755
OG0000299	Syar.g_01704	Syai.g_01783
OG0000300	Syar.g_01646, Syar.g_01711	Syai.g_01790
OG0000301	Syar.g_01712	Syai.g_01791
OG0000302	Syar.g_01713	Syai.g_01793
OG0000303	Syar.g_01723	Syai.g_01802
OG0000304	Syar.g_01728	Syai.g_01826
OG0000305	Syar.g_03163	Syai.g_02005
OG0000306	Syar.g_01884	Syai.g_02090
OG0000307	Syar.g_03153	Syai.g_00619
OG0000308	Syar.g_01450	Syai.g_00617
OG0000309	Syar.g_01239	Syai.g_00612
OG0000310	Syar.g_02826	Syai.g_00989
OG0000311	Syar.g_02823	Syai.g_00985
OG0000312	Syar.g_00015, Syar.g_02818	Syai.g_00966
OG0000313	Syar.g_02804	Syai.g_00949
OG0000314	Syar.g_01403	Syai.g_00908
OG0000315	Syar.g_01393	Syai.g_00897
OG0000316	Syar.g_02885	Syai.g_02320, Syai.g_02322
OG0000317	Syar.g_02926	Syai.g_02373
OG0000318	Syar.g_02930	Syai.g_02379
OG0000319	Syar.g_02954	Syai.g_02395
OG0000320	Syar.g_02956	Syai.g_02397
OG0000321	Syar.g_02957	Syai.g_02398
OG0000322	Syar.g_02958	Syai.g_02399
OG0000323	Syar.g_02973	Syai.g_02413
OG0000324	Syar.g_00350, Syar.g_03001	Syai.g_02272
OG0000325	Syar.g_00148	Syai.g_00320
OG0000326	Syar.g_03134	Syai.g_00327
OG0000327	Syar.g_01029	Syai.g_00359
OG0000328	Syar.g_01030	Syai.g_00360
OG0000329	Syar.g_03189	Syai.g_00378
OG0000330	Syar.g_01049	Syai.g_00379
OG0000331	Syar.g_03191	Syai.g_00380
OG0000332	Syar.g_03299	Syai.g_00395
OG0000333	Syar.g_01067	Syai.g_00398
OG0000334	Syar.g_01076	Syai.g_00407
OG0000335	Syar.g_01080	Syai.g_00412
OG0000336	Syar.g_01084	Syai.g_00416
OG0000337	Syar.g_00285	Syai.g_00169
OG0000338	Syar.g_03225	Syai.g_00166
OG0000339	Syar.g_00658	Syai.g_00160
OG0000340	Syar.g_00247	Syai.g_00133
OG0000341	Syar.g_00249	Syai.g_00131
OG0000342	Syar.g_00250	Syai.g_00130
OG0000343	Syar.g_00256	Syai.g_00129
OG0000344	Syar.g_00260	Syai.g_00125
OG0000345	Syar.g_00612	Syai.g_00115
OG0000346	Syar.g_00607	Syai.g_00110
OG0000347	Syar.g_00558	Syai.g_00087
OG0000348	Syar.g_00544	Syai.g_00076
OG0000349	Syar.g_00521	Syai.g_00057
OG0000350	Syar.g_00132	Syai.g_00334
OG0000351	Syar.g_00442	Syai.g_02904
OG0000352	Syar.g_00443	Syai.g_02905
OG0000353	Syar.g_00469	Syai.g_02932
OG0000354	Syar.g_01514	Syai.g_00680
OG0000354	Syar.g_00487	Syai.g_00019
OG0000355	Syar.g_00471	Syai.g_00001
OG0000356	Syar.g_00472	Syai.g_00002
OG0000357	Syar.g_00473	Syai.g_00003
OG0000358	Syar.g_00477	Syai.g_00007
OG0000359	Syar.g_00479	Syai.g_00009
OG0000360	Syar.g_00480	Syai.g_00010
OG0000361	Syar.g_00481	Syai.g_00011
OG0000362	Syar.g_00483	Syai.g_00013
OG0000363	Syar.g_00484	Syai.g_00015
OG0000364	Syar.g_02928	Syai.g_00016
OG0000365	Syar.g_00493	Syai.g_00027
OG0000366	Syar.g_00494	Syai.g_00028
OG0000367	Syar.g_00495	Syai.g_00029
OG0000368	Syar.g_00497	Syai.g_00031
OG0000369	Syar.g_00498	Syai.g_00032
OG0000370	Syar.g_00499	Syai.g_00033
OG0000371	Syar.g_00508	Syai.g_00041
OG0000372	Syar.g_00514	Syai.g_00047
OG0000373	Syar.g_00515	Syai.g_00048
OG0000374	Syar.g_00516	Syai.g_00049
OG0000375	Syar.g_00517	Syai.g_00053
OG0000376	Syar.g_00519	Syai.g_00055
OG0000377	Syar.g_00322	Syai.g_02769
OG0000378	Syar.g_00905	Syai.g_02751
OG0000379	Syar.g_00910	Syai.g_02733
OG0000380	Syar.g_03039	Syai.g_02472
OG0000381	Syar.g_03041	Syai.g_02475
OG0000382	Syar.g_03057	Syai.g_02493
OG0000383	Syar.g_03074	Syai.g_02498
OG0000384	Syar.g_03075	Syai.g_02499
OG0000385	Syar.g_03076	Syai.g_02500
OG0000386	Syar.g_03077	Syai.g_02501
OG0000387	Syar.g_03109	Syai.g_02534
OG0000388	Syar.g_03113	Syai.g_02538
OG0000389	Syar.g_03118	Syai.g_02542
OG0000390	Syar.g_00033	Syai.g_02556
OG0000391	Syar.g_00038	Syai.g_02561
OG0000392	Syar.g_00045	Syai.g_02568
OG0000393	Syar.g_00048	Syai.g_02570
OG0000394	Syar.g_00049	Syai.g_02571
OG0000395	Syar.g_00050	Syai.g_02572
OG0000396	Syar.g_00053	Syai.g_02575
OG0000397	Syar.g_00055	Syai.g_02577
OG0000398	Syar.g_00060	Syai.g_02582
OG0000399	Syar.g_00061	Syai.g_02583
OG0000400	Syar.g_00062	Syai.g_02584
OG0000401	Syar.g_00063	Syai.g_02585
OG0000402	Syar.g_00065	Syai.g_02588
OG0000403	Syar.g_00066	Syai.g_02589
OG0000404	Syar.g_00067	Syai.g_02590
OG0000405	Syar.g_00076	Syai.g_02606
OG0000406	Syar.g_00080	Syai.g_02610
OG0000407	Syar.g_00081	Syai.g_02611
OG0000408	Syar.g_00083	Syai.g_02613
OG0000409	Syar.g_00085	Syai.g_02615
OG0000410	Syar.g_00086	Syai.g_02616
OG0000411	Syar.g_00087	Syai.g_02617
OG0000412	Syar.g_00088	Syai.g_02618
OG0000413	Syar.g_00090	Syai.g_02620
OG0000414	Syar.g_00091, Syar.g_03179	Syai.g_02621
OG0000415	Syar.g_00092	Syai.g_02622
OG0000416	Syar.g_00093	Syai.g_02623
OG0000417	Syar.g_00095	Syai.g_02624
OG0000418	Syar.g_00100	Syai.g_02629
OG0000419	Syar.g_00102	Syai.g_02631
OG0000420	Syar.g_00104	Syai.g_02633
OG0000421	Syar.g_00109	Syai.g_02638
OG0000422	Syar.g_00110	Syai.g_02639
OG0000423	Syar.g_00111	Syai.g_02640
OG0000424	Syar.g_00112	Syai.g_02641
OG0000425	Syar.g_00113	Syai.g_02642
OG0000426	Syar.g_00114	Syai.g_02643
OG0000427	Syar.g_00115	Syai.g_02644
OG0000428	Syar.g_00118	Syai.g_02647
OG0000429	Syar.g_00121	Syai.g_02649
OG0000430	Syar.g_00123	Syai.g_02650
OG0000431	Syar.g_00127	Syai.g_02654
OG0000432	Syar.g_01009	Syai.g_02660
OG0000433	Syar.g_01007	Syai.g_02662
OG0000434	Syar.g_01006	Syai.g_02663
OG0000435	Syar.g_01003	Syai.g_02666
OG0000436	Syar.g_00994	Syai.g_02671
OG0000437	Syar.g_00993	Syai.g_02672
OG0000438	Syar.g_00992	Syai.g_02673
OG0000439	Syar.g_00990	Syai.g_02675
OG0000440	Syar.g_00989	Syai.g_02676
OG0000441	Syar.g_00986	Syai.g_02681
OG0000442	Syar.g_00977	Syai.g_02682
OG0000443	Syar.g_00964	Syai.g_02683
OG0000444	Syar.g_00954	Syai.g_02688
OG0000445	Syar.g_00953	Syai.g_02689
OG0000446	Syar.g_00951	Syai.g_02690
OG0000447	Syar.g_00948	Syai.g_02693
OG0000448	Syar.g_00947	Syai.g_02694
OG0000449	Syar.g_00946	Syai.g_02695
OG0000450	Syar.g_00939	Syai.g_02696
OG0000451	Syar.g_00938	Syai.g_02697
OG0000452	Syar.g_00934	Syai.g_02701
OG0000453	Syar.g_00933	Syai.g_02702
OG0000454	Syar.g_00932	Syai.g_02703
OG0000455	Syar.g_00931	Syai.g_02704
OG0000456	Syar.g_00930	Syai.g_02705
OG0000457	Syar.g_00928	Syai.g_02707
OG0000458	Syar.g_00918	Syai.g_02708
OG0000459	Syar.g_00917	Syai.g_02709
OG0000460	Syar.g_03024	Syai.g_00535
OG0000461	Syar.g_00153	Syai.g_00314
OG0000462	Syar.g_00155	Syai.g_00311
OG0000463	Syar.g_00156	Syai.g_00310
OG0000464	Syar.g_00157	Syai.g_00309
OG0000465	Syar.g_00159	Syai.g_00307
OG0000466	Syar.g_00164	Syai.g_00303
OG0000467	Syar.g_00165	Syai.g_00301
OG0000468	Syar.g_00170	Syai.g_00296
OG0000469	Syar.g_00203	Syai.g_00282
OG0000470	Syar.g_00206	Syai.g_00280
OG0000471	Syar.g_00207	Syai.g_00279
OG0000472	Syar.g_00208	Syai.g_00277
OG0000473	Syar.g_00210	Syai.g_00275
OG0000474	Syar.g_00211	Syai.g_00274
OG0000475	Syar.g_00212	Syai.g_00273
OG0000476	Syar.g_00214	Syai.g_00271
OG0000477	Syar.g_00219	Syai.g_00265
OG0000478	Syar.g_00220	Syai.g_00264
OG0000479	Syar.g_00221	Syai.g_00263
OG0000480	Syar.g_00228	Syai.g_00256
OG0000481	Syar.g_00230	Syai.g_00254
OG0000482	Syar.g_00231	Syai.g_00253
OG0000483	Syar.g_00235	Syai.g_00249
OG0000484	Syar.g_00236	Syai.g_00248
OG0000485	Syar.g_00237	Syai.g_00247
OG0000486	Syar.g_00238	Syai.g_00246
OG0000487	Syar.g_00245	Syai.g_00240
OG0000488	Syar.g_00853	Syai.g_00236
OG0000489	Syar.g_00833	Syai.g_00226
OG0000490	Syar.g_00823	Syai.g_00218
OG0000491	Syar.g_00822	Syai.g_00217
OG0000492	Syar.g_00727	Syai.g_00214
OG0000493	Syar.g_00726	Syai.g_00213
OG0000494	Syar.g_00725	Syai.g_00212
OG0000495	Syar.g_00724	Syai.g_00211
OG0000496	Syar.g_00723	Syai.g_00210
OG0000497	Syar.g_00722	Syai.g_00209
OG0000498	Syar.g_00721	Syai.g_00208
OG0000499	Syar.g_00720	Syai.g_00207
OG0000500	Syar.g_00719	Syai.g_00206
OG0000501	Syar.g_00716	Syai.g_00203
OG0000502	Syar.g_00275	Syai.g_00192
OG0000503	Syar.g_01118	Syai.g_00486
OG0000504	Syar.g_01120	Syai.g_00488
OG0000505	Syar.g_01121	Syai.g_00489
OG0000506	Syar.g_01123	Syai.g_00491
OG0000507	Syar.g_01129	Syai.g_00497
OG0000508	Syar.g_01141	Syai.g_00501
OG0000509	Syar.g_01143	Syai.g_00503
OG0000510	Syar.g_01144	Syai.g_00504
OG0000511	Syar.g_01145	Syai.g_00505
OG0000512	Syar.g_01147	Syai.g_00507
OG0000513	Syar.g_01166	Syai.g_00521
OG0000514	Syar.g_01169	Syai.g_00528
OG0000515	Syar.g_01170	Syai.g_00529
OG0000516	Syar.g_01172	Syai.g_02223
OG0000517	Syar.g_01176	Syai.g_02229
OG0000518	Syar.g_02868	Syai.g_02211
OG0000519	Syar.g_02867	Syai.g_02210
OG0000520	Syar.g_02866	Syai.g_02209
OG0000521	Syar.g_01419	Syai.g_00842
OG0000522	Syar.g_01421	Syai.g_00844
OG0000523	Syar.g_01422	Syai.g_00845
OG0000524	Syar.g_01244	Syai.g_00852
OG0000525	Syar.g_01263	Syai.g_00856
OG0000526	Syar.g_01266	Syai.g_00859
OG0000527	Syar.g_01271	Syai.g_00863
OG0000528	Syar.g_01466	Syai.g_00633
OG0000529	Syar.g_01470	Syai.g_00639
OG0000530	Syar.g_01473	Syai.g_00642
OG0000531	Syar.g_01474	Syai.g_00643
OG0000532	Syar.g_01477	Syai.g_00646
OG0000533	Syar.g_01479	Syai.g_00647
OG0000534	Syar.g_01480	Syai.g_00648
OG0000535	Syar.g_01481	Syai.g_00649
OG0000536	Syar.g_01482	Syai.g_00650
OG0000537	Syar.g_01483	Syai.g_00651
OG0000538	Syar.g_01496	Syai.g_00662
OG0000539	Syar.g_01497	Syai.g_00663
OG0000540	Syar.g_01498	Syai.g_00664
OG0000541	Syar.g_01499	Syai.g_00665
OG0000542	Syar.g_01502	Syai.g_00668
OG0000543	Syar.g_01504	Syai.g_00670
OG0000544	Syar.g_01505	Syai.g_00671
OG0000545	Syar.g_01507	Syai.g_00673
OG0000546	Syar.g_01509	Syai.g_00675
OG0000547	Syar.g_01511	Syai.g_00677
OG0000548	Syar.g_01512	Syai.g_00678
OG0000549	Syar.g_02693	Syai.g_00684
OG0000550	Syar.g_02689	Syai.g_00689
OG0000551	Syar.g_02684	Syai.g_00694
OG0000552	Syar.g_02683	Syai.g_00695
OG0000553	Syar.g_02679	Syai.g_00698
OG0000554	Syar.g_02352	Syai.g_00708
OG0000555	Syar.g_02336	Syai.g_00725
OG0000556	Syar.g_02332	Syai.g_00728
OG0000557	Syar.g_02328	Syai.g_00730
OG0000558	Syar.g_02326	Syai.g_00732
OG0000559	Syar.g_02322	Syai.g_00736
OG0000560	Syar.g_02320	Syai.g_00739
OG0000561	Syar.g_02319	Syai.g_00740
OG0000562	Syar.g_02318	Syai.g_00741
OG0000563	Syar.g_02317	Syai.g_00742
OG0000564	Syar.g_02316	Syai.g_00743
OG0000565	Syar.g_02312	Syai.g_00746
OG0000566	Syar.g_02308	Syai.g_00750
OG0000567	Syar.g_02304	Syai.g_00754
OG0000568	Syar.g_02302	Syai.g_00758
OG0000569	Syar.g_02301	Syai.g_00759
OG0000570	Syar.g_02300	Syai.g_00760
OG0000571	Syar.g_02298	Syai.g_00764
OG0000572	Syar.g_02201	Syai.g_00782
OG0000573	Syar.g_02191	Syai.g_00790
OG0000574	Syar.g_02190	Syai.g_00796
OG0000575	Syar.g_03180	Syai.g_00800
OG0000576	Syar.g_02187	Syai.g_00802
OG0000577	Syar.g_02186	Syai.g_00803
OG0000578	Syar.g_02185	Syai.g_00804
OG0000579	Syar.g_02184	Syai.g_00805
OG0000580	Syar.g_02183	Syai.g_00806
