Orthogroup	Syar	Syak
OG0000046	Syar.g_01102, Syar.g_01105	Syak.g_01276
OG0000048	Syar.g_00213	Syak.g_01446
OG0000052	Syar.g_02742, Syar.g_02751, Syar.g_00281	Syak.g_01549
OG0000053	Syar.g_01413	Syak.g_01068
OG0000054	Syar.g_02265	Syak.g_02744, Syak.g_02321
OG0000055	Syar.g_01386	Syak.g_00766
OG0000057	Syar.g_01941	Syak.g_01676
OG0000058	Syar.g_00648	Syak.g_01530
OG0000059	Syar.g_01024	Syak.g_01355
OG0000060	Syar.g_01260	Syak.g_01138, Syak.g_02572
OG0000061	Syar.g_01539	Syak.g_00898
OG0000062	Syar.g_02911	Syak.g_02434
OG0000063	Syar.g_00509	Syak.g_01752
OG0000064	Syar.g_03117	Syak.g_00254
OG0000064	Syar.g_00860	Syak.g_00164
OG0000065	Syar.g_03119	Syak.g_02192
OG0000066	Syar.g_02228	Syak.g_02653
OG0000068	Syar.g_02329, Syar.g_01461	Syak.g_02565
OG0000070	Syar.g_02223	Syak.g_01174
OG0000071	Syar.g_02777	Syak.g_02322
OG0000072	Syar.g_00107	Syak.g_02099
OG0000073	Syar.g_01493	Syak.g_02597
OG0000075	Syar.g_03065, Syar.g_00659	Syak.g_01564
OG0000076	Syar.g_00608	Syak.g_01650
OG0000077	Syar.g_03051	Syak.g_02243
OG0000078	Syar.g_03265, Syar.g_03018	Syak.g_02310
OG0000079	Syar.g_00166	Syak.g_01417
OG0000080	Syar.g_00585	Syak.g_01612
OG0000081	Syar.g_01898	Syak.g_00115
OG0000082	Syar.g_02202	Syak.g_02711
OG0000085	Syar.g_02919	Syak.g_02427
OG0000086	Syar.g_03085	Syak.g_02219
OG0000087	Syar.g_03192, Syar.g_00068	Syak.g_02141
OG0000088	Syar.g_00101	Syak.g_02106
OG0000089	Syar.g_01162	Syak.g_01215
OG0000090	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356	Syak.g_02640
OG0000091	Syar.g_01891, Syar.g_02426	Syak.g_00043
OG0000092	Syar.g_01960	Syak.g_01126
OG0000093	Syar.g_02623	Syak.g_00416
OG0000094	Syar.g_01789	Syak.g_00656
OG0000095	Syar.g_01932	Syak.g_00736
OG0000097	Syar.g_01706	Syak.g_00816
OG0000098	Syar.g_02343	Syak.g_02651
OG0000099	Syar.g_00715	Syak.g_01527
OG0000100	Syar.g_02477	Syak.g_00622
OG0000101	Syar.g_03154	Syak.g_01305
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Syak.g_01661
OG0000103	Syar.g_00014	Syak.g_01812
OG0000104	Syar.g_00466	Syak.g_01799
OG0000105	Syar.g_00218	Syak.g_01451
OG0000106	Syar.g_01748	Syak.g_00096
OG0000107	Syar.g_00149	Syak.g_01392
OG0000108	Syar.g_01469	Syak.g_02574
OG0000109	Syar.g_03310, Syar.g_01485	Syak.g_02590
OG0000110	Syar.g_02295	Syak.g_02698
OG0000111	Syar.g_01940, Syar.g_00005	Syak.g_00725
OG0000112	Syar.g_02548	Syak.g_00512
OG0000113	Syar.g_02664	Syak.g_00461
OG0000115	Syar.g_02854, Syar.g_01415	Syak.g_01066
OG0000116	Syar.g_01525, Syar.g_02255	Syak.g_00911
OG0000117	Syar.g_01969	Syak.g_00846
OG0000118	Syar.g_02793	Syak.g_00954
OG0000120	Syar.g_00713	Syak.g_01526
OG0000121	Syar.g_02806	Syak.g_01044
OG0000123	Syar.g_01079	Syak.g_01299
OG0000124	Syar.g_00586	Syak.g_01692
OG0000125	Syar.g_00338	Syak.g_01934
OG0000126	Syar.g_00887, Syar.g_00888	Syak.g_01801
OG0000128	Syar.g_00482	Syak.g_01782
OG0000129	Syar.g_00324	Syak.g_01947
OG0000130	Syar.g_03040	Syak.g_02255
OG0000131	Syar.g_00078	Syak.g_02128
OG0000132	Syar.g_00099	Syak.g_02108
OG0000133	Syar.g_02543	Syak.g_00507
OG0000134	Syar.g_02009, Syar.g_01165	Syak.g_01212
OG0000135	Syar.g_00698	Syak.g_01897
OG0000136	Syar.g_02874	Syak.g_01186
OG0000137	Syar.g_01273	Syak.g_01118
OG0000138	Syar.g_01486	Syak.g_01062, Syak.g_02591
OG0000139	Syar.g_03245, Syar.g_02348	Syak.g_02646
OG0000140	Syar.g_02344, Syar.g_03246	Syak.g_02650
OG0000141	Syar.g_02129	Syak.g_02746
OG0000142	Syar.g_02418	Syak.g_00035
OG0000143	Syar.g_02422	Syak.g_00039
OG0000144	Syar.g_02441	Syak.g_00260
OG0000145	Syar.g_01494, Syar.g_03205	Syak.g_02598
OG0000146	Syar.g_02549	Syak.g_00514
OG0000147	Syar.g_02550	Syak.g_00515
OG0000148	Syar.g_02658	Syak.g_00455
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Syak.g_00596
OG0000150	Syar.g_02130	Syak.g_02747
OG0000151	Syar.g_02038	Syak.g_00387
OG0000152	Syar.g_02539	Syak.g_00503
OG0000153	Syar.g_03283, Syar.g_02503	Syak.g_00470
OG0000154	Syar.g_01800	Syak.g_00645
OG0000155	Syar.g_01959	Syak.g_00855
OG0000156	Syar.g_01517	Syak.g_00919
OG0000157	Syar.g_01516	Syak.g_00920
OG0000158	Syar.g_00650	Syak.g_01624
OG0000159	Syar.g_02359, Syar.g_02762	Syak.g_01580
OG0000160	Syar.g_02807	Syak.g_01043
OG0000161	Syar.g_02801	Syak.g_01050
OG0000162	Syar.g_02863	Syak.g_01058
OG0000163	Syar.g_01186	Syak.g_02478
OG0000164	Syar.g_03168, Syar.g_02969	Syak.g_02384
OG0000165	Syar.g_02976	Syak.g_02374
OG0000166	Syar.g_01034	Syak.g_01345
OG0000167	Syar.g_00662	Syak.g_01561
OG0000168	Syar.g_00246	Syak.g_01625
OG0000169	Syar.g_00262	Syak.g_01637
OG0000170	Syar.g_00613	Syak.g_01644
OG0000171	Syar.g_00587	Syak.g_01691
OG0000172	Syar.g_00547	Syak.g_01713
OG0000173	Syar.g_00528	Syak.g_01733
OG0000174	Syar.g_00701	Syak.g_01895
OG0000175	Syar.g_00438	Syak.g_01827
OG0000176	Syar.g_00474	Syak.g_01790
OG0000177	Syar.g_00475	Syak.g_01789
OG0000178	Syar.g_00476	Syak.g_01788
OG0000179	Syar.g_00489	Syak.g_01773
OG0000180	Syar.g_00490	Syak.g_01772
OG0000181	Syar.g_00491	Syak.g_01771
OG0000182	Syar.g_00492	Syak.g_01770
OG0000183	Syar.g_00496	Syak.g_01766
OG0000184	Syar.g_00897	Syak.g_01955
OG0000185	Syar.g_00909	Syak.g_01971
OG0000186	Syar.g_03036	Syak.g_02258
OG0000187	Syar.g_03038	Syak.g_02257
OG0000188	Syar.g_03058	Syak.g_02235
OG0000189	Syar.g_03104	Syak.g_02203
OG0000190	Syar.g_03107, Syar.g_02374	Syak.g_01575
OG0000191	Syar.g_00039	Syak.g_02171
OG0000192	Syar.g_00046	Syak.g_02165
OG0000193	Syar.g_00079	Syak.g_02127
OG0000194	Syar.g_00082	Syak.g_02124
OG0000195	Syar.g_00023	Syak.g_02122
OG0000196	Syar.g_00096	Syak.g_02111
OG0000197	Syar.g_00097	Syak.g_02110
OG0000198	Syar.g_00098	Syak.g_02109
OG0000199	Syar.g_00106	Syak.g_02100
OG0000200	Syar.g_00124	Syak.g_02083
OG0000201	Syar.g_01000	Syak.g_02068
OG0000202	Syar.g_00998, Syar.g_00021	Syak.g_02067
OG0000203	Syar.g_00020, Syar.g_00997	Syak.g_02066
OG0000204	Syar.g_00996	Syak.g_02065
OG0000205	Syar.g_00988	Syak.g_02058
OG0000206	Syar.g_00963	Syak.g_02038
OG0000207	Syar.g_00957	Syak.g_02025
OG0000208	Syar.g_00956	Syak.g_02024
OG0000209	Syar.g_03261	Syak.g_01995
OG0000210	Syar.g_00935, Syar.g_03260	Syak.g_01994
OG0000211	Syar.g_03026	Syak.g_02300
OG0000212	Syar.g_03017	Syak.g_02311
OG0000213	Syar.g_00187	Syak.g_01425
OG0000214	Syar.g_00209	Syak.g_01442
OG0000215	Syar.g_00239	Syak.g_01474
OG0000216	Syar.g_00244	Syak.g_01478
OG0000217	Syar.g_00854	Syak.g_01482
OG0000218	Syar.g_00852	Syak.g_01484
OG0000219	Syar.g_00851	Syak.g_01485
OG0000220	Syar.g_00850, Syar.g_02026	Syak.g_01486
OG0000221	Syar.g_00834	Syak.g_01498
OG0000222	Syar.g_02119, Syar.g_00728	Syak.g_01512
OG0000223	Syar.g_00649	Syak.g_01531
OG0000224	Syar.g_00273	Syak.g_01532
OG0000225	Syar.g_01142	Syak.g_01230
OG0000226	Syar.g_01146	Syak.g_01226
OG0000227	Syar.g_01148	Syak.g_01224
OG0000228	Syar.g_01161	Syak.g_01216
OG0000229	Syar.g_01177, Syar.g_03273	Syak.g_01191
OG0000230	Syar.g_01179	Syak.g_01189
OG0000231	Syar.g_02865, Syar.g_03151	Syak.g_01176
OG0000232	Syar.g_01424	Syak.g_01156
OG0000233	Syar.g_01247	Syak.g_01145
OG0000234	Syar.g_01275	Syak.g_01116
OG0000235	Syar.g_01468	Syak.g_02573
OG0000236	Syar.g_03311, Syar.g_01484	Syak.g_02589
OG0000237	Syar.g_01503	Syak.g_02607
OG0000238	Syar.g_01508	Syak.g_02612
OG0000239	Syar.g_03277, Syar.g_02687	Syak.g_02628
OG0000240	Syar.g_03278, Syar.g_02686	Syak.g_02629
OG0000241	Syar.g_02410	Syak.g_00027
OG0000242	Syar.g_01926	Syak.g_02638
OG0000243	Syar.g_02335	Syak.g_02658
OG0000244	Syar.g_02327	Syak.g_02665
OG0000245	Syar.g_02325, Syar.g_03238	Syak.g_02667
OG0000246	Syar.g_02321	Syak.g_02671
OG0000247	Syar.g_02310	Syak.g_02681
OG0000248	Syar.g_02307, Syar.g_03293	Syak.g_02684
OG0000249	Syar.g_02305	Syak.g_02686
OG0000250	Syar.g_02299, Syar.g_03194	Syak.g_02694
OG0000251	Syar.g_02194	Syak.g_02722
OG0000252	Syar.g_03263	Syak.g_02725
OG0000253	Syar.g_02028	Syak.g_02727
OG0000254	Syar.g_02169	Syak.g_02752
OG0000255	Syar.g_00011	Syak.g_02772
OG0000256	Syar.g_02244	Syak.g_00020
OG0000257	Syar.g_02407, Syar.g_01762	Syak.g_00026
OG0000258	Syar.g_02427, Syar.g_00010	Syak.g_00044
OG0000259	Syar.g_02472	Syak.g_00334
OG0000260	Syar.g_03220	Syak.g_00338
OG0000261	Syar.g_01916	Syak.g_00348
OG0000262	Syar.g_01690	Syak.g_00353
OG0000263	Syar.g_01991	Syak.g_00828
OG0000264	Syar.g_02135	Syak.g_00698
OG0000266	Syar.g_01570	Syak.g_00778
OG0000267	Syar.g_01873	Syak.g_00555
OG0000268	Syar.g_02589	Syak.g_00554
OG0000269	Syar.g_02634	Syak.g_00429
OG0000270	Syar.g_00744, Syar.g_02637	Syak.g_00432
OG0000271	Syar.g_02645	Syak.g_00440
OG0000272	Syar.g_02646	Syak.g_00441
OG0000273	Syar.g_02481	Syak.g_00616
OG0000274	Syar.g_02482	Syak.g_00615
OG0000275	Syar.g_01810	Syak.g_00611
OG0000276	Syar.g_01817	Syak.g_00604
OG0000277	Syar.g_01818, Syar.g_03242	Syak.g_00603
OG0000278	Syar.g_01821, Syar.g_03174	Syak.g_00600
OG0000279	Syar.g_01838	Syak.g_00592
OG0000280	Syar.g_02067, Syar.g_00734	Syak.g_00582
OG0000281	Syar.g_02218	Syak.g_00339
OG0000282	Syar.g_01614, Syar.g_03255	Syak.g_00375
OG0000283	Syar.g_02574	Syak.g_00541
OG0000284	Syar.g_03258, Syar.g_02568	Syak.g_00536
OG0000285	Syar.g_02560	Syak.g_00523
OG0000286	Syar.g_02540	Syak.g_00504
OG0000287	Syar.g_02512	Syak.g_00477
OG0000288	Syar.g_01801	Syak.g_00644
OG0000289	Syar.g_03305, Syar.g_01786	Syak.g_00659
OG0000290	Syar.g_01928	Syak.g_00738
OG0000291	Syar.g_01930	Syak.g_00734, Syak.g_00737
OG0000292	Syar.g_00463	Syak.g_01802
OG0000293	Syar.g_03297, Syar.g_01526	Syak.g_00910
OG0000294	Syar.g_01527, Syar.g_03296	Syak.g_00909
OG0000295	Syar.g_01951, Syar.g_03208	Syak.g_00863
OG0000296	Syar.g_01953	Syak.g_00861
OG0000297	Syar.g_01967, Syar.g_03216	Syak.g_00848
OG0000298	Syar.g_01968, Syar.g_03215	Syak.g_00847
OG0000299	Syar.g_01704	Syak.g_00820
OG0000300	Syar.g_01711	Syak.g_00813
OG0000301	Syar.g_01712	Syak.g_00812
OG0000302	Syar.g_01713	Syak.g_00811
OG0000303	Syar.g_01723	Syak.g_00674
OG0000304	Syar.g_01728	Syak.g_00680
OG0000305	Syar.g_01933, Syar.g_03163	Syak.g_00732
OG0000306	Syar.g_01884	Syak.g_00094
OG0000307	Syar.g_01452, Syar.g_03153	Syak.g_02556
OG0000308	Syar.g_01450	Syak.g_02554
OG0000309	Syar.g_01239	Syak.g_02549
OG0000310	Syar.g_02826	Syak.g_00994
OG0000311	Syar.g_02823	Syak.g_00999
OG0000312	Syar.g_00015, Syar.g_02818	Syak.g_01028
OG0000313	Syar.g_02804	Syak.g_01046
OG0000314	Syar.g_01403	Syak.g_01079
OG0000315	Syar.g_01393	Syak.g_01090
OG0000316	Syar.g_02885	Syak.g_02462
OG0000317	Syar.g_02926	Syak.g_02419
OG0000318	Syar.g_02930	Syak.g_02415
OG0000319	Syar.g_02954	Syak.g_02399
OG0000320	Syar.g_02956	Syak.g_02397
OG0000321	Syar.g_02957	Syak.g_02396
OG0000322	Syar.g_02958	Syak.g_02395
OG0000323	Syar.g_02973	Syak.g_02380
OG0000324	Syar.g_00350, Syar.g_03001	Syak.g_02347
OG0000325	Syar.g_03291, Syar.g_00148	Syak.g_01391
OG0000326	Syar.g_00139, Syar.g_03134	Syak.g_01384
OG0000327	Syar.g_01029	Syak.g_01350
OG0000328	Syar.g_01030	Syak.g_01349
OG0000329	Syar.g_03189, Syar.g_01048	Syak.g_01331
OG0000330	Syar.g_03190, Syar.g_01049	Syak.g_01330
OG0000331	Syar.g_01050, Syar.g_03191	Syak.g_01329
OG0000332	Syar.g_01064, Syar.g_03299	Syak.g_01314
OG0000333	Syar.g_01067	Syak.g_01311
OG0000334	Syar.g_01076	Syak.g_01302
OG0000335	Syar.g_01080	Syak.g_01298
OG0000336	Syar.g_01084	Syak.g_01294
OG0000337	Syar.g_00285	Syak.g_01555
OG0000338	Syar.g_03225, Syar.g_00287	Syak.g_01558
OG0000339	Syar.g_00658	Syak.g_01566
OG0000340	Syar.g_00247	Syak.g_01626
OG0000341	Syar.g_00249	Syak.g_01628
OG0000342	Syar.g_00250	Syak.g_01629
OG0000343	Syar.g_00256	Syak.g_01631
OG0000344	Syar.g_00260	Syak.g_01635
OG0000345	Syar.g_00612	Syak.g_01645
OG0000346	Syar.g_00607	Syak.g_01651
OG0000347	Syar.g_00558	Syak.g_01694
OG0000348	Syar.g_00544	Syak.g_01717
OG0000349	Syar.g_00521	Syak.g_01740
OG0000350	Syar.g_00132	Syak.g_01377
OG0000351	Syar.g_00442	Syak.g_01823
OG0000352	Syar.g_00443	Syak.g_01822
OG0000353	Syar.g_00469	Syak.g_01796
OG0000354	Syar.g_01514	Syak.g_02618
OG0000354	Syar.g_00487	Syak.g_01775
OG0000355	Syar.g_00471	Syak.g_01793
OG0000356	Syar.g_00472	Syak.g_01792
OG0000357	Syar.g_00473	Syak.g_01791
OG0000358	Syar.g_00477	Syak.g_01787
OG0000359	Syar.g_00479	Syak.g_01785
OG0000360	Syar.g_00480	Syak.g_01784
OG0000361	Syar.g_00481	Syak.g_01783
OG0000362	Syar.g_00483	Syak.g_01781
OG0000363	Syar.g_00484	Syak.g_01779
OG0000364	Syar.g_02928	Syak.g_01778
OG0000365	Syar.g_00493	Syak.g_01769
OG0000366	Syar.g_00494	Syak.g_01768
OG0000367	Syar.g_03262, Syar.g_00495	Syak.g_01767
OG0000368	Syar.g_00497	Syak.g_01765
OG0000369	Syar.g_00498	Syak.g_01764
OG0000370	Syar.g_00499	Syak.g_01763
OG0000371	Syar.g_00508	Syak.g_01753
OG0000372	Syar.g_00514	Syak.g_01748
OG0000373	Syar.g_00515	Syak.g_01747
OG0000374	Syar.g_00516	Syak.g_01746
OG0000375	Syar.g_00517	Syak.g_01744
OG0000376	Syar.g_00519	Syak.g_01742
OG0000377	Syar.g_00322	Syak.g_01948
OG0000378	Syar.g_00905	Syak.g_01968
OG0000379	Syar.g_00910	Syak.g_01972
OG0000380	Syar.g_03039	Syak.g_02256
OG0000381	Syar.g_03041	Syak.g_02254
OG0000382	Syar.g_03057	Syak.g_02236
OG0000383	Syar.g_03074	Syak.g_02229
OG0000384	Syar.g_03075	Syak.g_02228
OG0000385	Syar.g_03076	Syak.g_02227
OG0000386	Syar.g_03077	Syak.g_02226
OG0000387	Syar.g_03109	Syak.g_02200
OG0000388	Syar.g_03148, Syar.g_03113	Syak.g_02196
OG0000389	Syar.g_03118	Syak.g_02193, Syak.g_02345
OG0000390	Syar.g_00033	Syak.g_02177
OG0000391	Syar.g_00038	Syak.g_02172
OG0000392	Syar.g_00045	Syak.g_02166
OG0000393	Syar.g_00048	Syak.g_02163
OG0000394	Syar.g_00049	Syak.g_02162
OG0000395	Syar.g_00050	Syak.g_02161
OG0000396	Syar.g_00053	Syak.g_02158
OG0000397	Syar.g_00055	Syak.g_02156
OG0000398	Syar.g_00060	Syak.g_02151
OG0000399	Syar.g_00061	Syak.g_02150
OG0000400	Syar.g_00062	Syak.g_02149
OG0000401	Syar.g_00063	Syak.g_02148
OG0000402	Syar.g_00065	Syak.g_02146
OG0000403	Syar.g_00066	Syak.g_02145
OG0000404	Syar.g_00067	Syak.g_02143
OG0000405	Syar.g_00076	Syak.g_02131
OG0000406	Syar.g_00080	Syak.g_02126
OG0000407	Syar.g_00081	Syak.g_02125
OG0000408	Syar.g_00083	Syak.g_02123
OG0000409	Syar.g_00085	Syak.g_02121
OG0000410	Syar.g_00086	Syak.g_02120
OG0000411	Syar.g_00087	Syak.g_02119
OG0000412	Syar.g_00088	Syak.g_02118
OG0000413	Syar.g_00090	Syak.g_02116
OG0000415	Syar.g_00092	Syak.g_02114
OG0000416	Syar.g_00093	Syak.g_02113
OG0000417	Syar.g_00095	Syak.g_02112
OG0000418	Syar.g_00100	Syak.g_02107
OG0000419	Syar.g_00102	Syak.g_02105
OG0000420	Syar.g_00104	Syak.g_02103
OG0000421	Syar.g_00109	Syak.g_02097
OG0000422	Syar.g_00110	Syak.g_02096
OG0000423	Syar.g_00111	Syak.g_02095
OG0000424	Syar.g_00112	Syak.g_02094
OG0000425	Syar.g_00113	Syak.g_02093
OG0000426	Syar.g_00114	Syak.g_02092
OG0000427	Syar.g_00115	Syak.g_02091
OG0000428	Syar.g_00118	Syak.g_02088
OG0000429	Syar.g_00121	Syak.g_02086
OG0000430	Syar.g_00123	Syak.g_02084
OG0000431	Syar.g_00127	Syak.g_02081
OG0000432	Syar.g_01009	Syak.g_02075
OG0000433	Syar.g_01007	Syak.g_02073
OG0000434	Syar.g_01006	Syak.g_02072
OG0000435	Syar.g_01003	Syak.g_02071
OG0000436	Syar.g_00994	Syak.g_02064
OG0000437	Syar.g_00993	Syak.g_02063
OG0000438	Syar.g_00992	Syak.g_02062
OG0000439	Syar.g_00990	Syak.g_02060
OG0000440	Syar.g_00989	Syak.g_02059
OG0000441	Syar.g_00986	Syak.g_02053
OG0000442	Syar.g_00977	Syak.g_02043
OG0000443	Syar.g_00964	Syak.g_02041
OG0000444	Syar.g_00954	Syak.g_02022
OG0000445	Syar.g_00953	Syak.g_02015
OG0000446	Syar.g_00951	Syak.g_02013
OG0000447	Syar.g_00948	Syak.g_02006
OG0000448	Syar.g_00947	Syak.g_02005
OG0000449	Syar.g_00946	Syak.g_02004
OG0000450	Syar.g_00939	Syak.g_01998
OG0000451	Syar.g_00938	Syak.g_01997
OG0000452	Syar.g_00934	Syak.g_01993
OG0000453	Syar.g_00933	Syak.g_01992
OG0000454	Syar.g_00932	Syak.g_01991
OG0000455	Syar.g_00931	Syak.g_01990
OG0000456	Syar.g_00930	Syak.g_01989
OG0000457	Syar.g_00928	Syak.g_01987
OG0000458	Syar.g_00918	Syak.g_01986
OG0000459	Syar.g_00917	Syak.g_01985
OG0000460	Syar.g_03024	Syak.g_02303
OG0000461	Syar.g_00153	Syak.g_01402
OG0000462	Syar.g_00155	Syak.g_01405
OG0000463	Syar.g_00156	Syak.g_01406
OG0000464	Syar.g_00157	Syak.g_01407
OG0000465	Syar.g_00159	Syak.g_01409
OG0000466	Syar.g_00164	Syak.g_01414
OG0000467	Syar.g_00165	Syak.g_01416
OG0000468	Syar.g_00170	Syak.g_01421
OG0000469	Syar.g_00203	Syak.g_01436
OG0000470	Syar.g_00206	Syak.g_01438
OG0000471	Syar.g_00207	Syak.g_01439
OG0000472	Syar.g_00208	Syak.g_01441
OG0000473	Syar.g_00210	Syak.g_01443
OG0000474	Syar.g_00211	Syak.g_01444
OG0000475	Syar.g_00212	Syak.g_01445
OG0000476	Syar.g_00214	Syak.g_01447
OG0000477	Syar.g_00219	Syak.g_01453
OG0000478	Syar.g_00220	Syak.g_01454
OG0000479	Syar.g_00221	Syak.g_01455
OG0000480	Syar.g_00228	Syak.g_01462
OG0000481	Syar.g_00230	Syak.g_01464
OG0000482	Syar.g_00231	Syak.g_01465
OG0000483	Syar.g_00235	Syak.g_01469
OG0000484	Syar.g_00236	Syak.g_01470
OG0000485	Syar.g_00237	Syak.g_01472
OG0000486	Syar.g_00024, Syar.g_00238	Syak.g_01473
OG0000487	Syar.g_00245	Syak.g_01479
OG0000488	Syar.g_00853	Syak.g_01483
OG0000489	Syar.g_00833	Syak.g_01499
OG0000490	Syar.g_00823	Syak.g_01507
OG0000491	Syar.g_00822	Syak.g_01511
OG0000492	Syar.g_00727	Syak.g_01513
OG0000493	Syar.g_00726	Syak.g_01514
OG0000494	Syar.g_00725	Syak.g_01515
OG0000495	Syar.g_00724	Syak.g_01516
OG0000496	Syar.g_00723	Syak.g_01517
OG0000497	Syar.g_00722	Syak.g_01518
OG0000498	Syar.g_00721	Syak.g_01519
OG0000499	Syar.g_00720	Syak.g_01520
OG0000500	Syar.g_00719	Syak.g_01521
OG0000501	Syar.g_00716	Syak.g_01524
OG0000502	Syar.g_00275	Syak.g_01538
OG0000503	Syar.g_01118	Syak.g_01246
OG0000504	Syar.g_01120	Syak.g_01244
OG0000505	Syar.g_01121	Syak.g_01243
OG0000506	Syar.g_01123	Syak.g_01241
OG0000507	Syar.g_01129	Syak.g_01235
OG0000508	Syar.g_01141	Syak.g_01231
OG0000509	Syar.g_01143	Syak.g_01229
OG0000510	Syar.g_01144	Syak.g_01228
OG0000511	Syar.g_01145	Syak.g_01227
OG0000512	Syar.g_01147	Syak.g_01225
OG0000513	Syar.g_01166	Syak.g_01211
OG0000514	Syar.g_01169	Syak.g_01204
OG0000515	Syar.g_01170	Syak.g_01203
OG0000516	Syar.g_01172	Syak.g_01199
OG0000517	Syar.g_01176	Syak.g_01192
OG0000518	Syar.g_02868	Syak.g_01180
OG0000519	Syar.g_02867	Syak.g_01179
OG0000520	Syar.g_02866	Syak.g_01178
OG0000521	Syar.g_01419	Syak.g_01167
OG0000522	Syar.g_01421	Syak.g_01163
OG0000523	Syar.g_01422	Syak.g_01162
OG0000524	Syar.g_01244	Syak.g_01149
OG0000525	Syar.g_01263	Syak.g_01130
OG0000526	Syar.g_01266	Syak.g_01127
OG0000527	Syar.g_01271	Syak.g_01120
OG0000528	Syar.g_01466	Syak.g_02570
OG0000529	Syar.g_01470	Syak.g_02575
OG0000530	Syar.g_01473	Syak.g_02578
OG0000531	Syar.g_01474	Syak.g_02579
OG0000532	Syar.g_01477	Syak.g_02582
OG0000533	Syar.g_01479	Syak.g_02584
OG0000534	Syar.g_01480	Syak.g_02585
OG0000535	Syar.g_01481	Syak.g_02586
OG0000536	Syar.g_01482	Syak.g_02587
OG0000537	Syar.g_01483	Syak.g_02588
OG0000538	Syar.g_01496	Syak.g_02600
OG0000539	Syar.g_01497	Syak.g_02601
OG0000540	Syar.g_01498	Syak.g_02602
OG0000541	Syar.g_01499	Syak.g_02603
OG0000542	Syar.g_01502	Syak.g_02606
OG0000543	Syar.g_01504	Syak.g_02608
OG0000544	Syar.g_01505	Syak.g_02609
OG0000545	Syar.g_01507	Syak.g_02611
OG0000546	Syar.g_01509	Syak.g_02613
OG0000547	Syar.g_01511	Syak.g_02615
OG0000548	Syar.g_01512	Syak.g_02616
OG0000549	Syar.g_02693	Syak.g_02622
OG0000550	Syar.g_02689	Syak.g_02626
OG0000551	Syar.g_02684	Syak.g_02631
OG0000552	Syar.g_02683	Syak.g_02632
OG0000553	Syar.g_02679	Syak.g_02636
OG0000554	Syar.g_02352	Syak.g_02641
OG0000555	Syar.g_02336	Syak.g_02657
OG0000556	Syar.g_02332	Syak.g_02661
OG0000557	Syar.g_02328	Syak.g_02663
OG0000558	Syar.g_02326	Syak.g_02666
OG0000559	Syar.g_02322	Syak.g_02670
OG0000560	Syar.g_02320	Syak.g_02672
OG0000561	Syar.g_02319	Syak.g_02673
OG0000562	Syar.g_02318	Syak.g_02674
