Orthogroup	Syar	Praa
OG0000254	Syar.g_02169	Praa.g_00611
OG0000255	Syar.g_00011, Syar.g_02224	Praa.g_00617
OG0000256	Syar.g_02244	Praa.g_00627
OG0000257	Syar.g_02407, Syar.g_01762	Praa.g_00630
OG0000258	Syar.g_02427, Syar.g_00010	Praa.g_00643
OG0000259	Syar.g_02472	Praa.g_00660
OG0000260	Syar.g_03220, Syar.g_02475	Praa.g_00663
OG0000261	Syar.g_01916	Praa.g_00665
OG0000262	Syar.g_01690	Praa.g_00669
OG0000263	Syar.g_01991	Praa.g_00681
OG0000264	Syar.g_02135, Syar.g_03267	Praa.g_00691
OG0000266	Syar.g_01570	Praa.g_00721
OG0000267	Syar.g_01873	Praa.g_00732
OG0000268	Syar.g_02589	Praa.g_00733
OG0000269	Syar.g_02634	Praa.g_00798
OG0000270	Syar.g_00744, Syar.g_02637	Praa.g_00801
OG0000271	Syar.g_02645	Praa.g_00809
OG0000272	Syar.g_02646	Praa.g_00810, Praa.g_00811
OG0000273	Syar.g_02481, Syar.g_00008	Praa.g_00834
OG0000274	Syar.g_00009, Syar.g_02482	Praa.g_00835
OG0000275	Syar.g_01810	Praa.g_00838
OG0000276	Syar.g_01817	Praa.g_00843
OG0000277	Syar.g_01818, Syar.g_03242	Praa.g_00844
OG0000278	Syar.g_01821, Syar.g_03174	Praa.g_00847
OG0000279	Syar.g_01838	Praa.g_00854
OG0000280	Syar.g_02067, Syar.g_00734	Praa.g_00855
OG0000281	Syar.g_02218	Praa.g_00860
OG0000282	Syar.g_01614, Syar.g_03255	Praa.g_00909
OG0000283	Syar.g_02574	Praa.g_00941
OG0000284	Syar.g_03258, Syar.g_02568	Praa.g_00946
OG0000285	Syar.g_02560	Praa.g_00951
OG0000286	Syar.g_02540	Praa.g_00963
OG0000287	Syar.g_02512	Praa.g_00980
OG0000288	Syar.g_01801	Praa.g_01012
OG0000289	Syar.g_03305, Syar.g_01786	Praa.g_01023
OG0000290	Syar.g_01928	Praa.g_01036
OG0000291	Syar.g_01930	Praa.g_01038
OG0000292	Syar.g_00463	Praa.g_01089
OG0000293	Syar.g_03297, Syar.g_01526	Praa.g_01151
OG0000294	Syar.g_01527, Syar.g_03296	Praa.g_01152
OG0000295	Syar.g_01951, Syar.g_03208	Praa.g_01171
OG0000296	Syar.g_01953	Praa.g_01173
OG0000297	Syar.g_01967, Syar.g_03216	Praa.g_01181
OG0000298	Syar.g_01968, Syar.g_03215	Praa.g_01182
OG0000299	Syar.g_01704	Praa.g_01199
OG0000300	Syar.g_01646, Syar.g_01711	Praa.g_01202
OG0000301	Syar.g_01712	Praa.g_01203
OG0000302	Syar.g_01713	Praa.g_01205
OG0000303	Syar.g_03136, Syar.g_01723	Praa.g_01212
OG0000304	Syar.g_01728	Praa.g_01216
OG0000305	Syar.g_01933, Syar.g_03163	Praa.g_01358
OG0000306	Syar.g_01884, Syar.g_03140	Praa.g_01361
OG0000307	Syar.g_01452, Syar.g_03153	Praa.g_01375
OG0000308	Syar.g_01450	Praa.g_01376
OG0000309	Syar.g_01239	Praa.g_01380
OG0000310	Syar.g_02826	Praa.g_01461
OG0000311	Syar.g_02823	Praa.g_01463
OG0000312	Syar.g_00015, Syar.g_02818	Praa.g_01466
OG0000313	Syar.g_02804	Praa.g_01480
OG0000314	Syar.g_01403	Praa.g_01503
OG0000315	Syar.g_01393	Praa.g_01513
OG0000316	Syar.g_02885	Praa.g_01533
OG0000317	Syar.g_02926	Praa.g_01633
OG0000318	Syar.g_02930	Praa.g_01636
OG0000319	Syar.g_02954	Praa.g_01649
OG0000320	Syar.g_02956	Praa.g_01651
OG0000321	Syar.g_02957	Praa.g_01652
OG0000322	Syar.g_02958	Praa.g_01653
OG0000323	Syar.g_02973	Praa.g_01662
OG0000324	Syar.g_00350, Syar.g_03001	Praa.g_01690
OG0000325	Syar.g_03291, Syar.g_00148	Praa.g_01700
OG0000326	Syar.g_00139, Syar.g_03134	Praa.g_01706
OG0000327	Syar.g_01029	Praa.g_01734
OG0000328	Syar.g_01030	Praa.g_01735
OG0000329	Syar.g_03189, Syar.g_01048	Praa.g_01752
OG0000330	Syar.g_03190, Syar.g_01049	Praa.g_01753
OG0000331	Syar.g_01050, Syar.g_03191	Praa.g_01754
OG0000332	Syar.g_01064, Syar.g_03299	Praa.g_01768
OG0000333	Syar.g_01067	Praa.g_01770
OG0000334	Syar.g_01076	Praa.g_01778
OG0000335	Syar.g_01080	Praa.g_01783
OG0000336	Syar.g_01084	Praa.g_01787
OG0000337	Syar.g_00285	Praa.g_01804
OG0000338	Syar.g_03225, Syar.g_00287	Praa.g_01805
OG0000339	Syar.g_00658	Praa.g_01809
OG0000340	Syar.g_00247	Praa.g_01817
OG0000341	Syar.g_00249	Praa.g_01819
OG0000342	Syar.g_00250	Praa.g_01820
OG0000343	Syar.g_00256	Praa.g_01821
OG0000344	Syar.g_00260	Praa.g_01824
OG0000345	Syar.g_00612	Praa.g_01829
OG0000346	Syar.g_00607	Praa.g_01833
OG0000347	Syar.g_00558	Praa.g_01849
OG0000348	Syar.g_00544	Praa.g_01859
OG0000349	Syar.g_00521	Praa.g_01876
OG0000350	Syar.g_00132	Praa.g_01894
OG0000351	Syar.g_00442	Praa.g_01911
OG0000352	Syar.g_00443	Praa.g_01912
OG0000353	Syar.g_00469	Praa.g_01927
OG0000355	Syar.g_00471	Praa.g_00001
OG0000356	Syar.g_00472	Praa.g_00002
OG0000357	Syar.g_00473	Praa.g_00003
OG0000358	Syar.g_00477	Praa.g_00007
OG0000359	Syar.g_00479	Praa.g_00008
OG0000360	Syar.g_00480	Praa.g_00009
OG0000361	Syar.g_00481	Praa.g_00010
OG0000362	Syar.g_00483	Praa.g_00012
OG0000363	Syar.g_00484	Praa.g_00014
OG0000364	Syar.g_02928	Praa.g_00015
OG0000365	Syar.g_00493	Praa.g_00020
OG0000366	Syar.g_00494	Praa.g_00021
OG0000367	Syar.g_03262, Syar.g_00495	Praa.g_00022
OG0000368	Syar.g_00497	Praa.g_00024
OG0000369	Syar.g_00498	Praa.g_00025
OG0000370	Syar.g_00499	Praa.g_00026
OG0000371	Syar.g_00508	Praa.g_00032
OG0000372	Syar.g_00514	Praa.g_00035
OG0000373	Syar.g_00515	Praa.g_00036
OG0000374	Syar.g_00516	Praa.g_00037
OG0000375	Syar.g_00517	Praa.g_00040
OG0000376	Syar.g_00519	Praa.g_00042
OG0000377	Syar.g_00322	Praa.g_00045
OG0000378	Syar.g_00905	Praa.g_00047
OG0000379	Syar.g_00910	Praa.g_00050
OG0000380	Syar.g_03039	Praa.g_00066
OG0000381	Syar.g_03041	Praa.g_00070
OG0000382	Syar.g_03057	Praa.g_00081
OG0000383	Syar.g_03074	Praa.g_00083
OG0000384	Syar.g_03075	Praa.g_00084
OG0000385	Syar.g_03076	Praa.g_00085
OG0000386	Syar.g_03077	Praa.g_00086
OG0000387	Syar.g_03109	Praa.g_00099
OG0000388	Syar.g_03148, Syar.g_03113	Praa.g_00102
OG0000389	Syar.g_03118	Praa.g_00106
OG0000390	Syar.g_00033	Praa.g_00113
OG0000391	Syar.g_00038	Praa.g_00116
OG0000392	Syar.g_00045	Praa.g_00120
OG0000393	Syar.g_00048	Praa.g_00122
OG0000394	Syar.g_00049	Praa.g_00123
OG0000395	Syar.g_00050	Praa.g_00124
OG0000396	Syar.g_00053	Praa.g_00127
OG0000397	Syar.g_00055	Praa.g_00129
OG0000398	Syar.g_00060	Praa.g_00131
OG0000399	Syar.g_00061	Praa.g_00132
OG0000400	Syar.g_00062	Praa.g_00133
OG0000401	Syar.g_00063	Praa.g_00134
OG0000402	Syar.g_00065	Praa.g_00136
OG0000403	Syar.g_00066	Praa.g_00137
OG0000404	Syar.g_00067	Praa.g_00138
OG0000405	Syar.g_00076	Praa.g_00142
OG0000406	Syar.g_00080	Praa.g_00147
OG0000407	Syar.g_00081	Praa.g_00148
OG0000408	Syar.g_00083	Praa.g_00150
OG0000409	Syar.g_00085	Praa.g_00152
OG0000410	Syar.g_00086	Praa.g_00153
OG0000411	Syar.g_00087	Praa.g_00154
OG0000412	Syar.g_00088	Praa.g_00155
OG0000413	Syar.g_00090	Praa.g_00156
OG0000414	Syar.g_00091, Syar.g_03179	Praa.g_00157
OG0000415	Syar.g_00092	Praa.g_00158
OG0000416	Syar.g_00093	Praa.g_00159
OG0000417	Syar.g_00095	Praa.g_00160
OG0000418	Syar.g_00100	Praa.g_00165
OG0000419	Syar.g_00102	Praa.g_00167
OG0000420	Syar.g_00104	Praa.g_00168
OG0000421	Syar.g_00109	Praa.g_00173
OG0000422	Syar.g_00110	Praa.g_00174
OG0000423	Syar.g_00111	Praa.g_00175
OG0000424	Syar.g_00112	Praa.g_00176
OG0000425	Syar.g_00113	Praa.g_00177
OG0000426	Syar.g_00114	Praa.g_00178
OG0000427	Syar.g_00115	Praa.g_00179
OG0000428	Syar.g_00118	Praa.g_00181
OG0000429	Syar.g_00121	Praa.g_00182
OG0000430	Syar.g_00123	Praa.g_00183
OG0000431	Syar.g_00127	Praa.g_00185
OG0000432	Syar.g_01009	Praa.g_00188
OG0000433	Syar.g_01007	Praa.g_00189
OG0000434	Syar.g_01006	Praa.g_00190
OG0000435	Syar.g_01003	Praa.g_00191
OG0000436	Syar.g_00994	Praa.g_00196
OG0000437	Syar.g_00993	Praa.g_00197
OG0000438	Syar.g_00992	Praa.g_00198
OG0000439	Syar.g_00990	Praa.g_00200
OG0000440	Syar.g_00989	Praa.g_00201
OG0000441	Syar.g_00986	Praa.g_00204
OG0000442	Syar.g_00977	Praa.g_00205
OG0000443	Syar.g_00964	Praa.g_00206
OG0000444	Syar.g_00954	Praa.g_00211
OG0000445	Syar.g_00953	Praa.g_00212
OG0000446	Syar.g_00951	Praa.g_00213
OG0000447	Syar.g_00948	Praa.g_00214
OG0000448	Syar.g_00947	Praa.g_00215
OG0000449	Syar.g_00946	Praa.g_00216
OG0000450	Syar.g_00939	Praa.g_00217
OG0000451	Syar.g_00938	Praa.g_00218
OG0000452	Syar.g_00934	Praa.g_00221
OG0000453	Syar.g_00933	Praa.g_00222
OG0000454	Syar.g_00932	Praa.g_00223
OG0000455	Syar.g_00931	Praa.g_00224
OG0000456	Syar.g_00930	Praa.g_00225
OG0000457	Syar.g_00928	Praa.g_00226
OG0000458	Syar.g_00918	Praa.g_00227
OG0000459	Syar.g_00917	Praa.g_00228
OG0000460	Syar.g_03024	Praa.g_00235
OG0000461	Syar.g_00153	Praa.g_00242
OG0000462	Syar.g_00155	Praa.g_00244
OG0000463	Syar.g_00156	Praa.g_00245
OG0000464	Syar.g_00157	Praa.g_00246
OG0000465	Syar.g_00159	Praa.g_00247
OG0000466	Syar.g_00164	Praa.g_00250
OG0000467	Syar.g_00165	Praa.g_00251
OG0000468	Syar.g_00170	Praa.g_00253
OG0000469	Syar.g_00203	Praa.g_00262
OG0000470	Syar.g_00206	Praa.g_00264
OG0000471	Syar.g_00207	Praa.g_00265
OG0000472	Syar.g_00208	Praa.g_00266
OG0000473	Syar.g_00210	Praa.g_00268
OG0000474	Syar.g_00211	Praa.g_00269
OG0000475	Syar.g_00212	Praa.g_00270
OG0000476	Syar.g_00214	Praa.g_00271
OG0000477	Syar.g_00219	Praa.g_00275
OG0000478	Syar.g_00220	Praa.g_00276
OG0000479	Syar.g_00221	Praa.g_00277
OG0000480	Syar.g_00228	Praa.g_00282
OG0000481	Syar.g_00230	Praa.g_00284
OG0000482	Syar.g_00231	Praa.g_00285
OG0000483	Syar.g_00235	Praa.g_00288
OG0000484	Syar.g_00236	Praa.g_00289
OG0000485	Syar.g_00237	Praa.g_00290
OG0000486	Syar.g_00024, Syar.g_00238	Praa.g_00291
OG0000487	Syar.g_00245	Praa.g_00295
OG0000488	Syar.g_00853	Praa.g_00298
OG0000489	Syar.g_00833	Praa.g_00303
OG0000490	Syar.g_00823	Praa.g_00308
OG0000491	Syar.g_00822	Praa.g_00309
OG0000492	Syar.g_00727	Praa.g_00311
OG0000493	Syar.g_00726	Praa.g_00312
OG0000494	Syar.g_00725	Praa.g_00313
OG0000495	Syar.g_00724	Praa.g_00314
OG0000496	Syar.g_00723	Praa.g_00315
OG0000497	Syar.g_00722	Praa.g_00316
OG0000498	Syar.g_00721	Praa.g_00317
OG0000499	Syar.g_00720	Praa.g_00318
OG0000500	Syar.g_00719	Praa.g_00319
OG0000501	Syar.g_00716	Praa.g_00321
OG0000502	Syar.g_00275	Praa.g_00324
OG0000503	Syar.g_01118	Praa.g_00334
OG0000504	Syar.g_01120	Praa.g_00335
OG0000505	Syar.g_01121	Praa.g_00336
OG0000506	Syar.g_01123	Praa.g_00338
OG0000507	Syar.g_01129	Praa.g_00340
OG0000508	Syar.g_01141	Praa.g_00344
OG0000509	Syar.g_01143	Praa.g_00346
OG0000510	Syar.g_01144	Praa.g_00347
OG0000511	Syar.g_01145	Praa.g_00348
OG0000512	Syar.g_01147	Praa.g_00350
OG0000513	Syar.g_01166	Praa.g_00357
OG0000514	Syar.g_01169	Praa.g_00431
OG0000515	Syar.g_01170	Praa.g_00432
OG0000516	Syar.g_01172	Praa.g_00433
OG0000517	Syar.g_01176	Praa.g_00435
OG0000518	Syar.g_02868	Praa.g_00445
OG0000519	Syar.g_02867	Praa.g_00446
OG0000520	Syar.g_02866	Praa.g_00447
OG0000521	Syar.g_01419	Praa.g_00452
OG0000522	Syar.g_01421	Praa.g_00454
OG0000523	Syar.g_01422	Praa.g_00455
OG0000524	Syar.g_01244	Praa.g_00461
OG0000525	Syar.g_01263	Praa.g_00464
OG0000526	Syar.g_01266	Praa.g_00465
OG0000527	Syar.g_01271	Praa.g_00473
OG0000528	Syar.g_01466	Praa.g_00478
OG0000529	Syar.g_01470	Praa.g_00481
OG0000530	Syar.g_01473	Praa.g_00484
OG0000531	Syar.g_01474	Praa.g_00485
OG0000532	Syar.g_01477	Praa.g_00487
OG0000533	Syar.g_01479	Praa.g_00488
OG0000534	Syar.g_01480	Praa.g_00489
OG0000535	Syar.g_01481	Praa.g_00490
OG0000536	Syar.g_01482	Praa.g_00491
OG0000537	Syar.g_01483	Praa.g_00492
OG0000538	Syar.g_01496	Praa.g_00500
OG0000539	Syar.g_01497	Praa.g_00501
OG0000540	Syar.g_01498	Praa.g_00502
OG0000541	Syar.g_01499	Praa.g_00503
OG0000542	Syar.g_01502	Praa.g_00505
OG0000543	Syar.g_01504	Praa.g_00507
OG0000544	Syar.g_01505	Praa.g_00508
OG0000545	Syar.g_01507	Praa.g_00510
OG0000546	Syar.g_01509	Praa.g_00513
OG0000547	Syar.g_01511	Praa.g_00515
OG0000548	Syar.g_01512	Praa.g_00516
OG0000549	Syar.g_02693	Praa.g_00518
OG0000550	Syar.g_02689	Praa.g_00523
OG0000551	Syar.g_02684	Praa.g_00527
OG0000552	Syar.g_02683	Praa.g_00528
OG0000553	Syar.g_02679	Praa.g_00529
OG0000554	Syar.g_02352	Praa.g_00534
OG0000555	Syar.g_02336	Praa.g_00543
OG0000556	Syar.g_02332	Praa.g_00545
OG0000557	Syar.g_02328	Praa.g_00546
OG0000558	Syar.g_02326	Praa.g_00548
OG0000559	Syar.g_02322	Praa.g_00552
OG0000560	Syar.g_02320	Praa.g_00555
