Orthogroup	Prad	Syak
OG0000121	Prad.g_00513	Syak.g_01044
OG0000122	Prad.g_00474	Syak.g_00081
OG0000123	Prad.g_00800	Syak.g_01299
OG0000124	Prad.g_01616	Syak.g_01692
OG0000125	Prad.g_01580	Syak.g_01934
OG0000126	Prad.g_01541	Syak.g_01801
OG0000128	Prad.g_01975	Syak.g_01782
OG0000129	Prad.g_01943	Syak.g_01947
OG0000130	Prad.g_01924	Syak.g_02255
OG0000131	Prad.g_01846	Syak.g_02128
OG0000132	Prad.g_01827	Syak.g_02108
OG0000133	Prad.g_01669	Syak.g_00507
OG0000134	Prad.g_00754	Syak.g_01212
OG0000135	Prad.g_00727	Syak.g_01897
OG0000136	Prad.g_00066	Syak.g_01186
OG0000137	Prad.g_00032	Syak.g_01118
OG0000138	Prad.g_00012	Syak.g_01062, Syak.g_02591
OG0000139	Prad.g_00092	Syak.g_02646
OG0000140	Prad.g_00091	Syak.g_02650
OG0000141	Prad.g_01396	Syak.g_02746
OG0000142	Prad.g_01424	Syak.g_00035
OG0000143	Prad.g_01428	Syak.g_00039
OG0000144	Prad.g_01226	Syak.g_00260
OG0000145	Prad.g_01107	Syak.g_02598
OG0000146	Prad.g_01110	Syak.g_00514
OG0000147	Prad.g_01111	Syak.g_00515
OG0000148	Prad.g_01162	Syak.g_00455
OG0000149	Prad.g_00301	Syak.g_00596
OG0000150	Prad.g_00293	Syak.g_02747
OG0000151	Prad.g_00235	Syak.g_00387
OG0000152	Prad.g_00186	Syak.g_00503
OG0000153	Prad.g_00167	Syak.g_00470
OG0000154	Prad.g_00139	Syak.g_00645
OG0000155	Prad.g_01476	Syak.g_00855
OG0000156	Prad.g_00359	Syak.g_00919
OG0000157	Prad.g_00360	Syak.g_00920
OG0000158	Prad.g_00567	Syak.g_01624
OG0000160	Prad.g_00514	Syak.g_01043
OG0000161	Prad.g_00508	Syak.g_01050
OG0000162	Prad.g_00502	Syak.g_01058
OG0000163	Prad.g_00467	Syak.g_02478
OG0000164	Prad.g_00917	Syak.g_02384
OG0000165	Prad.g_00910	Syak.g_02374
OG0000166	Prad.g_00843	Syak.g_01345
OG0000167	Prad.g_00777	Syak.g_01561
OG0000168	Prad.g_00767	Syak.g_01625
OG0000169	Prad.g_01637	Syak.g_01637
OG0000170	Prad.g_01635	Syak.g_01644
OG0000171	Prad.g_01617	Syak.g_01691
OG0000172	Prad.g_01609	Syak.g_01713
OG0000173	Prad.g_01594	Syak.g_01733
OG0000174	Prad.g_01566	Syak.g_01895
OG0000175	Prad.g_01556	Syak.g_01827
OG0000176	Prad.g_01532	Syak.g_01790
OG0000177	Prad.g_01531	Syak.g_01789
OG0000178	Prad.g_01530	Syak.g_01788
OG0000179	Prad.g_01970	Syak.g_01773
OG0000180	Prad.g_01969	Syak.g_01772
OG0000181	Prad.g_01968	Syak.g_01771
OG0000182	Prad.g_01967	Syak.g_01770
OG0000183	Prad.g_01963	Syak.g_01766
OG0000184	Prad.g_01940	Syak.g_01955
OG0000185	Prad.g_01937	Syak.g_01971
OG0000186	Prad.g_01929	Syak.g_02258
OG0000187	Prad.g_01928	Syak.g_02257
OG0000188	Prad.g_01911	Syak.g_02235
OG0000189	Prad.g_01897	Syak.g_02203
OG0000190	Prad.g_01896	Syak.g_01575
OG0000191	Prad.g_01876	Syak.g_02171
OG0000192	Prad.g_01872	Syak.g_02165
OG0000193	Prad.g_01845	Syak.g_02127
OG0000194	Prad.g_01842	Syak.g_02124
OG0000195	Prad.g_01840	Syak.g_02122
OG0000196	Prad.g_01830	Syak.g_02111
OG0000197	Prad.g_01829	Syak.g_02110
OG0000198	Prad.g_01828	Syak.g_02109
OG0000199	Prad.g_01821	Syak.g_02100
OG0000200	Prad.g_01807	Syak.g_02083
OG0000201	Prad.g_01799	Syak.g_02068
OG0000202	Prad.g_01798	Syak.g_02067
OG0000203	Prad.g_01797	Syak.g_02066
OG0000204	Prad.g_01796	Syak.g_02065
OG0000205	Prad.g_01789	Syak.g_02058
OG0000206	Prad.g_01784	Syak.g_02038
OG0000207	Prad.g_01782	Syak.g_02025
OG0000208	Prad.g_01781	Syak.g_02024
OG0000209	Prad.g_01772	Syak.g_01995
OG0000210	Prad.g_01771	Syak.g_01994
OG0000211	Prad.g_01758	Syak.g_02017, Syak.g_02300
OG0000212	Prad.g_01751	Syak.g_02311
OG0000213	Prad.g_01734	Syak.g_01425
OG0000214	Prad.g_01724	Syak.g_01442
OG0000215	Prad.g_01699	Syak.g_01474
OG0000216	Prad.g_01697	Syak.g_01478
OG0000217	Prad.g_01694	Syak.g_01482
OG0000218	Prad.g_01692	Syak.g_01484
OG0000219	Prad.g_01691	Syak.g_01485
OG0000220	Prad.g_01690	Syak.g_01486
OG0000221	Prad.g_01689	Syak.g_01498
OG0000222	Prad.g_01681	Syak.g_01512
OG0000223	Prad.g_01668	Syak.g_01531
OG0000224	Prad.g_01666	Syak.g_01532
OG0000225	Prad.g_01645	Syak.g_01230
OG0000226	Prad.g_00761	Syak.g_01226
OG0000227	Prad.g_00759	Syak.g_01224
OG0000228	Prad.g_00756	Syak.g_01216
OG0000229	Prad.g_00666	Syak.g_01191
OG0000230	Prad.g_00069	Syak.g_01189
OG0000231	Prad.g_00058	Syak.g_01176
OG0000232	Prad.g_00049	Syak.g_01156
OG0000233	Prad.g_00043	Syak.g_01145
OG0000234	Prad.g_00031	Syak.g_01116
OG0000235	Prad.g_00028	Syak.g_02573
OG0000236	Prad.g_00014	Syak.g_02589
OG0000237	Prad.g_00123	Syak.g_02607
OG0000238	Prad.g_00117	Syak.g_02612
OG0000239	Prad.g_00104	Syak.g_02628
OG0000240	Prad.g_00103	Syak.g_02629
OG0000241	Prad.g_00099	Syak.g_00027
OG0000242	Prad.g_00097	Syak.g_02638
OG0000243	Prad.g_01333	Syak.g_02658
OG0000244	Prad.g_01336	Syak.g_02665
OG0000245	Prad.g_01338	Syak.g_02667
OG0000246	Prad.g_01342	Syak.g_02671
OG0000247	Prad.g_01352	Syak.g_02681
OG0000248	Prad.g_01354	Syak.g_02684
OG0000249	Prad.g_01356	Syak.g_02686
OG0000250	Prad.g_01361	Syak.g_02694
OG0000251	Prad.g_01380	Syak.g_02722
OG0000252	Prad.g_01383	Syak.g_02725
OG0000253	Prad.g_01384	Syak.g_02727
OG0000254	Prad.g_01400	Syak.g_02752
OG0000255	Prad.g_01406	Syak.g_02772
OG0000256	Prad.g_01416	Syak.g_00020
OG0000257	Prad.g_01419	Syak.g_00026
OG0000258	Prad.g_01432	Syak.g_00044
OG0000259	Prad.g_01234	Syak.g_00334
OG0000260	Prad.g_01237	Syak.g_00338
OG0000261	Prad.g_01239	Syak.g_00348
OG0000262	Prad.g_01243	Syak.g_00353
OG0000263	Prad.g_01255	Syak.g_00828
OG0000264	Prad.g_01265	Syak.g_00698
OG0000265	Prad.g_01049	Syak.g_00211
OG0000266	Prad.g_01059	Syak.g_00778
OG0000267	Prad.g_01070	Syak.g_00555
OG0000268	Prad.g_01071	Syak.g_00554
OG0000269	Prad.g_01141	Syak.g_00429
OG0000270	Prad.g_01144	Syak.g_00432
OG0000271	Prad.g_01152	Syak.g_00440
OG0000272	Prad.g_01153	Syak.g_00441
OG0000273	Prad.g_01176	Syak.g_00616
OG0000274	Prad.g_01177	Syak.g_00615
OG0000275	Prad.g_01180	Syak.g_00611
OG0000276	Prad.g_01185	Syak.g_00604
OG0000277	Prad.g_00308	Syak.g_00603
OG0000278	Prad.g_00305	Syak.g_00600
OG0000279	Prad.g_00298	Syak.g_00592
OG0000280	Prad.g_00297	Syak.g_00582
OG0000281	Prad.g_00292	Syak.g_00339
OG0000282	Prad.g_00243	Syak.g_00375
OG0000283	Prad.g_00209	Syak.g_00541
OG0000284	Prad.g_00204	Syak.g_00536
OG0000285	Prad.g_00199	Syak.g_00523
OG0000286	Prad.g_00187	Syak.g_00504
OG0000287	Prad.g_00170	Syak.g_00477
OG0000288	Prad.g_00140	Syak.g_00644
OG0000289	Prad.g_01035	Syak.g_00659
OG0000290	Prad.g_01021	Syak.g_00738
OG0000291	Prad.g_01019	Syak.g_00734, Syak.g_00737
OG0000292	Prad.g_00972	Syak.g_01802
OG0000293	Prad.g_01505	Syak.g_00910
OG0000294	Prad.g_01504	Syak.g_00909
OG0000295	Prad.g_01484	Syak.g_00863
OG0000296	Prad.g_01482	Syak.g_00861
OG0000297	Prad.g_01474	Syak.g_00848
OG0000298	Prad.g_01473	Syak.g_00847
OG0000299	Prad.g_01455	Syak.g_00820
OG0000300	Prad.g_01452	Syak.g_00813
OG0000301	Prad.g_01451	Syak.g_00812
OG0000302	Prad.g_01449	Syak.g_00811
OG0000303	Prad.g_01442	Syak.g_00674
OG0000304	Prad.g_01438	Syak.g_00680
OG0000305	Prad.g_00602	Syak.g_00732
OG0000306	Prad.g_00599	Syak.g_00094
OG0000307	Prad.g_00585	Syak.g_02556
OG0000308	Prad.g_00584	Syak.g_02554
OG0000309	Prad.g_00580	Syak.g_02549
OG0000310	Prad.g_00530	Syak.g_00994
OG0000311	Prad.g_00528	Syak.g_00999
OG0000312	Prad.g_00525	Syak.g_01028
OG0000313	Prad.g_00511	Syak.g_01046
OG0000314	Prad.g_00487	Syak.g_01079
OG0000315	Prad.g_00477	Syak.g_01090
OG0000316	Prad.g_00457	Syak.g_02462
OG0000317	Prad.g_00943	Syak.g_02419
OG0000318	Prad.g_00940	Syak.g_02415
OG0000319	Prad.g_00927	Syak.g_02399
OG0000320	Prad.g_00925	Syak.g_02397
OG0000321	Prad.g_00924	Syak.g_02396
OG0000322	Prad.g_00923	Syak.g_02395
OG0000323	Prad.g_00914	Syak.g_02380
OG0000324	Prad.g_00887	Syak.g_02347
OG0000325	Prad.g_00878	Syak.g_01391
OG0000326	Prad.g_00872	Syak.g_01384
OG0000327	Prad.g_00848	Syak.g_01350
OG0000328	Prad.g_00847	Syak.g_01349
OG0000329	Prad.g_00830	Syak.g_01331
OG0000330	Prad.g_00829	Syak.g_01330
OG0000331	Prad.g_00828	Syak.g_01329
OG0000332	Prad.g_00814	Syak.g_01314
OG0000333	Prad.g_00812	Syak.g_01311
OG0000334	Prad.g_00804	Syak.g_01302
OG0000335	Prad.g_00799	Syak.g_01298
OG0000336	Prad.g_00795	Syak.g_01294
OG0000337	Prad.g_00779	Syak.g_01555
OG0000338	Prad.g_00778	Syak.g_01558
OG0000339	Prad.g_00774	Syak.g_01566
OG0000340	Prad.g_00766, Prad.g_01294	Syak.g_01626
OG0000341	Prad.g_00764	Syak.g_01628
OG0000342	Prad.g_00763	Syak.g_01629
OG0000343	Prad.g_00762	Syak.g_01631
OG0000344	Prad.g_01639	Syak.g_01635
OG0000345	Prad.g_01634	Syak.g_01645
OG0000346	Prad.g_01630	Syak.g_01651
OG0000347	Prad.g_01615	Syak.g_01694
OG0000348	Prad.g_01606	Syak.g_01717
OG0000349	Prad.g_01589	Syak.g_01740
OG0000350	Prad.g_01570	Syak.g_01377
OG0000351	Prad.g_01553	Syak.g_01823
OG0000352	Prad.g_01552	Syak.g_01822
OG0000353	Prad.g_01537	Syak.g_01796
OG0000354	Prad.g_01041	Syak.g_02618, Syak.g_01775
OG0000355	Prad.g_01535	Syak.g_01793
OG0000356	Prad.g_01534	Syak.g_01792
OG0000357	Prad.g_01533	Syak.g_01791
OG0000358	Prad.g_01529	Syak.g_01787
OG0000359	Prad.g_01528	Syak.g_01785
OG0000360	Prad.g_01527	Syak.g_01784
OG0000361	Prad.g_01976	Syak.g_01783
OG0000362	Prad.g_01974	Syak.g_01781
OG0000363	Prad.g_01972	Syak.g_01779
OG0000364	Prad.g_01971	Syak.g_01778
OG0000365	Prad.g_01966	Syak.g_01769
OG0000366	Prad.g_01965	Syak.g_01768
OG0000367	Prad.g_01964	Syak.g_01767
OG0000368	Prad.g_01962	Syak.g_01765
OG0000369	Prad.g_01961	Syak.g_01764
OG0000370	Prad.g_01960	Syak.g_01763
OG0000371	Prad.g_01954	Syak.g_01753
OG0000372	Prad.g_01951	Syak.g_01748
OG0000373	Prad.g_01950	Syak.g_01747
OG0000374	Prad.g_01949	Syak.g_01746
OG0000375	Prad.g_01947	Syak.g_01744
OG0000376	Prad.g_01945	Syak.g_01742
OG0000377	Prad.g_01941	Syak.g_01948
OG0000378	Prad.g_01939	Syak.g_01968
OG0000379	Prad.g_01936	Syak.g_01972
OG0000380	Prad.g_01927	Syak.g_02256
OG0000381	Prad.g_01923	Syak.g_02254
OG0000382	Prad.g_01912	Syak.g_02236
OG0000383	Prad.g_01910	Syak.g_02229
OG0000384	Prad.g_01909	Syak.g_02228
OG0000385	Prad.g_01908	Syak.g_02227
OG0000386	Prad.g_01907	Syak.g_02226
OG0000387	Prad.g_01894	Syak.g_02200
OG0000388	Prad.g_01891	Syak.g_02196
OG0000389	Prad.g_01887	Syak.g_02193, Syak.g_02345
OG0000390	Prad.g_01880, Prad.g_00011	Syak.g_02177
OG0000391	Prad.g_01877	Syak.g_02172
OG0000392	Prad.g_01873	Syak.g_02166
OG0000393	Prad.g_01871	Syak.g_02163
OG0000394	Prad.g_01870	Syak.g_02162
OG0000395	Prad.g_01869	Syak.g_02161
OG0000396	Prad.g_01866	Syak.g_02158
OG0000397	Prad.g_01864	Syak.g_02156
OG0000398	Prad.g_01862	Syak.g_02151
OG0000399	Prad.g_01861	Syak.g_02150
OG0000400	Prad.g_01860	Syak.g_02149
OG0000401	Prad.g_01859	Syak.g_02148
OG0000402	Prad.g_01857	Syak.g_02146
OG0000403	Prad.g_01856	Syak.g_02145
OG0000404	Prad.g_01855	Syak.g_02143
OG0000405	Prad.g_01851	Syak.g_02131
OG0000406	Prad.g_01844	Syak.g_02126
OG0000407	Prad.g_01843	Syak.g_02125
OG0000408	Prad.g_01841	Syak.g_02123
OG0000409	Prad.g_01839	Syak.g_02121
OG0000410	Prad.g_01838	Syak.g_02120
OG0000411	Prad.g_01837	Syak.g_02119
OG0000412	Prad.g_01836	Syak.g_02118
OG0000413	Prad.g_01835	Syak.g_02116
OG0000415	Prad.g_01833	Syak.g_02114
OG0000416	Prad.g_01832	Syak.g_02113
OG0000417	Prad.g_01831	Syak.g_02112
OG0000418	Prad.g_01826	Syak.g_02107
OG0000419	Prad.g_01824	Syak.g_02105
OG0000420	Prad.g_01823	Syak.g_02103
OG0000421	Prad.g_01818	Syak.g_02097
OG0000422	Prad.g_01817	Syak.g_02096
OG0000423	Prad.g_01816	Syak.g_02095
OG0000424	Prad.g_01815	Syak.g_02094
OG0000425	Prad.g_01814	Syak.g_02093
OG0000426	Prad.g_01813	Syak.g_02092
OG0000427	Prad.g_01812	Syak.g_02091
OG0000428	Prad.g_01810	Syak.g_02088
OG0000429	Prad.g_01809	Syak.g_02086
OG0000430	Prad.g_01808	Syak.g_02084
OG0000431	Prad.g_01806	Syak.g_02081
OG0000432	Prad.g_01803	Syak.g_02075
OG0000433	Prad.g_01802	Syak.g_02073
OG0000434	Prad.g_01801	Syak.g_02072
OG0000435	Prad.g_01800	Syak.g_02071
OG0000436	Prad.g_01795	Syak.g_02064
OG0000437	Prad.g_01794	Syak.g_02063
OG0000438	Prad.g_01793	Syak.g_02062
OG0000439	Prad.g_01791	Syak.g_02060
OG0000440	Prad.g_01790	Syak.g_02059
OG0000441	Prad.g_01787	Syak.g_02053
OG0000442	Prad.g_01786	Syak.g_02043
OG0000443	Prad.g_01785	Syak.g_02041
OG0000444	Prad.g_01780	Syak.g_02022
OG0000445	Prad.g_01779	Syak.g_02015
OG0000446	Prad.g_01778	Syak.g_02013
OG0000447	Prad.g_01777	Syak.g_02006
OG0000448	Prad.g_01776	Syak.g_02005
OG0000449	Prad.g_01775	Syak.g_02004
OG0000450	Prad.g_01774	Syak.g_01998
OG0000451	Prad.g_01773	Syak.g_01997
OG0000452	Prad.g_01770	Syak.g_01993
OG0000453	Prad.g_01769	Syak.g_01992
OG0000454	Prad.g_01768	Syak.g_01991
OG0000455	Prad.g_01767	Syak.g_01990
OG0000456	Prad.g_01766	Syak.g_01989
OG0000457	Prad.g_01765	Syak.g_01987
OG0000458	Prad.g_01764	Syak.g_01986
OG0000459	Prad.g_01763	Syak.g_01985
OG0000460	Prad.g_01756	Syak.g_02303
OG0000461	Prad.g_01749	Syak.g_01402
OG0000462	Prad.g_01747	Syak.g_01405
OG0000463	Prad.g_01746	Syak.g_01406
OG0000464	Prad.g_01745	Syak.g_01407
OG0000465	Prad.g_01744	Syak.g_01409
OG0000466	Prad.g_01741	Syak.g_01414
OG0000467	Prad.g_01740	Syak.g_01416
OG0000468	Prad.g_01738	Syak.g_01421
OG0000469	Prad.g_01729	Syak.g_01436
OG0000470	Prad.g_01727	Syak.g_01438
OG0000471	Prad.g_01726	Syak.g_01439
OG0000472	Prad.g_01725	Syak.g_01441
OG0000473	Prad.g_01723	Syak.g_01443
OG0000474	Prad.g_01722	Syak.g_01444
OG0000475	Prad.g_01721	Syak.g_01445
OG0000476	Prad.g_01720	Syak.g_01447
OG0000477	Prad.g_01716	Syak.g_01453
OG0000478	Prad.g_01715	Syak.g_01454
OG0000479	Prad.g_01714	Syak.g_01455
OG0000480	Prad.g_01709	Syak.g_01462
OG0000481	Prad.g_01707	Syak.g_01464
OG0000482	Prad.g_01706	Syak.g_01465
OG0000483	Prad.g_01703	Syak.g_01469
OG0000484	Prad.g_01702	Syak.g_01470
OG0000485	Prad.g_01701	Syak.g_01472
OG0000486	Prad.g_01700	Syak.g_01473
OG0000487	Prad.g_01696	Syak.g_01479
OG0000488	Prad.g_01693	Syak.g_01483
OG0000489	Prad.g_01688	Syak.g_01499
OG0000490	Prad.g_01683	Syak.g_01507
OG0000491	Prad.g_01682	Syak.g_01511
OG0000492	Prad.g_01680	Syak.g_01513
OG0000493	Prad.g_01679	Syak.g_01514
OG0000494	Prad.g_01678	Syak.g_01515
OG0000495	Prad.g_01677	Syak.g_01516
OG0000496	Prad.g_01676	Syak.g_01517
OG0000497	Prad.g_01675	Syak.g_01518
OG0000498	Prad.g_01674	Syak.g_01519
OG0000499	Prad.g_01673	Syak.g_01520
OG0000500	Prad.g_01672	Syak.g_01521
OG0000501	Prad.g_01670	Syak.g_01524
OG0000502	Prad.g_01667	Syak.g_01538
OG0000503	Prad.g_01657	Syak.g_01246
OG0000504	Prad.g_01656	Syak.g_01244
OG0000505	Prad.g_01655	Syak.g_01243
OG0000506	Prad.g_01653	Syak.g_01241
OG0000507	Prad.g_01650	Syak.g_01235
OG0000508	Prad.g_01646	Syak.g_01231
OG0000509	Prad.g_01644	Syak.g_01229
OG0000510	Prad.g_01643	Syak.g_01228
OG0000511	Prad.g_01642	Syak.g_01227
OG0000512	Prad.g_00760	Syak.g_01225
OG0000513	Prad.g_00753	Syak.g_01211
OG0000514	Prad.g_00671	Syak.g_01204
OG0000515	Prad.g_00670	Syak.g_01203
OG0000516	Prad.g_00669	Syak.g_01199
OG0000517	Prad.g_00667	Syak.g_01192
OG0000518	Prad.g_00061	Syak.g_01180
OG0000519	Prad.g_00060	Syak.g_01179
OG0000520	Prad.g_00059	Syak.g_01178
OG0000521	Prad.g_00054	Syak.g_01167
OG0000522	Prad.g_00052	Syak.g_01163
OG0000523	Prad.g_00051	Syak.g_01162
OG0000524	Prad.g_00045	Syak.g_01149
OG0000525	Prad.g_00042	Syak.g_01130
OG0000526	Prad.g_00041	Syak.g_01127
OG0000527	Prad.g_00034	Syak.g_01120
OG0000528	Prad.g_00029	Syak.g_02570
OG0000529	Prad.g_00026	Syak.g_02575
OG0000530	Prad.g_00023	Syak.g_02578
OG0000531	Prad.g_00022	Syak.g_02579
OG0000532	Prad.g_00020	Syak.g_02582
OG0000533	Prad.g_00019	Syak.g_02584
OG0000534	Prad.g_00018	Syak.g_02585
OG0000535	Prad.g_00017	Syak.g_02586
OG0000536	Prad.g_00016	Syak.g_02587
OG0000537	Prad.g_00015	Syak.g_02588
OG0000538	Prad.g_00129	Syak.g_02600
OG0000539	Prad.g_00128	Syak.g_02601
OG0000540	Prad.g_00127	Syak.g_02602
OG0000541	Prad.g_00126	Syak.g_02603
OG0000542	Prad.g_00124	Syak.g_02606
OG0000543	Prad.g_00122	Syak.g_02608
OG0000544	Prad.g_00121	Syak.g_02609
OG0000545	Prad.g_00119	Syak.g_02611
OG0000546	Prad.g_00116	Syak.g_02613
OG0000547	Prad.g_00114	Syak.g_02615
OG0000548	Prad.g_00113	Syak.g_02616
OG0000549	Prad.g_00111	Syak.g_02622
OG0000550	Prad.g_00106	Syak.g_02626
OG0000551	Prad.g_00102	Syak.g_02631
OG0000552	Prad.g_00101	Syak.g_02632
OG0000553	Prad.g_00100	Syak.g_02636
OG0000554	Prad.g_00095	Syak.g_02641
OG0000555	Prad.g_01332	Syak.g_02657
OG0000556	Prad.g_01334	Syak.g_02661
OG0000557	Prad.g_01335	Syak.g_02663
OG0000558	Prad.g_01337	Syak.g_02666
OG0000559	Prad.g_01341	Syak.g_02670
OG0000560	Prad.g_01344	Syak.g_02672
OG0000561	Prad.g_01345	Syak.g_02673
OG0000562	Prad.g_01346	Syak.g_02674
OG0000563	Prad.g_01347	Syak.g_02675
OG0000564	Prad.g_01348	Syak.g_02676
OG0000565	Prad.g_01351	Syak.g_02679
OG0000566	Prad.g_01353	Syak.g_02683
OG0000567	Prad.g_01357	Syak.g_02687
OG0000568	Prad.g_01358	Syak.g_02690
OG0000569	Prad.g_01359	Syak.g_02691
OG0000570	Prad.g_01360	Syak.g_02692
OG0000571	Prad.g_01362	Syak.g_02696
OG0000572	Prad.g_01375	Syak.g_02713
OG0000573	Prad.g_01381	Syak.g_02723
OG0000574	Prad.g_01382	Syak.g_02724
OG0000575	Prad.g_01386	Syak.g_02729
OG0000576	Prad.g_01388	Syak.g_02731
OG0000577	Prad.g_01389	Syak.g_02732
OG0000578	Prad.g_01390	Syak.g_02733
OG0000579	Prad.g_01391	Syak.g_02734
OG0000580	Prad.g_01392	Syak.g_02735
