Orthogroup	Prad	Syan
OG0000148	Prad.g_01162	Syan.g_00670
OG0000149	Prad.g_00301	Syan.g_00393
OG0000150	Prad.g_00293	Syan.g_01031
OG0000151	Prad.g_00235	Syan.g_00731
OG0000152	Prad.g_00186	Syan.g_00565
OG0000153	Prad.g_00167	Syan.g_00601
OG0000154	Prad.g_00139	Syan.g_00363
OG0000155	Prad.g_01476	Syan.g_02654
OG0000156	Prad.g_00359	Syan.g_02717
OG0000157	Prad.g_00360	Syan.g_02718
OG0000158	Prad.g_00567	Syan.g_01078, Syan.g_01926
OG0000159	Prad.g_00563	Syan.g_01120
OG0000160	Prad.g_00514	Syan.g_01274
OG0000161	Prad.g_00508	Syan.g_01268
OG0000162	Prad.g_00502	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Prad.g_00467	Syan.g_02405
OG0000164	Prad.g_00917	Syan.g_01440
OG0000165	Prad.g_00910	Syan.g_01448
OG0000166	Prad.g_00843	Syan.g_02239
OG0000167	Prad.g_00777	Syan.g_01941
OG0000168	Prad.g_00767	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Prad.g_01637	Syan.g_01912
OG0000170	Prad.g_01635	Syan.g_01901
OG0000171	Prad.g_01617	Syan.g_01875
OG0000172	Prad.g_01609	Syan.g_01810
OG0000173	Prad.g_01594	Syan.g_01720
OG0000174	Prad.g_01566	Syan.g_01619
OG0000175	Prad.g_01556	Syan.g_01678, Syan.g_00258
OG0000176	Prad.g_01532	Syan.g_01801
OG0000177	Prad.g_01531	Syan.g_01775
OG0000178	Prad.g_01530	Syan.g_01774
OG0000179	Prad.g_01970	Syan.g_01759
OG0000180	Prad.g_01969	Syan.g_01758
OG0000181	Prad.g_01968	Syan.g_01757
OG0000182	Prad.g_01967	Syan.g_01756
OG0000183	Prad.g_01963	Syan.g_01752
OG0000184	Prad.g_01940	Syan.g_01549
OG0000185	Prad.g_01937	Syan.g_01540
OG0000186	Prad.g_01929	Syan.g_02902
OG0000187	Prad.g_01928	Syan.g_02904
OG0000188	Prad.g_01911	Syan.g_02926
OG0000189	Prad.g_01897	Syan.g_02966
OG0000190	Prad.g_01896	Syan.g_00971
OG0000191	Prad.g_01876	Syan.g_02300
OG0000192	Prad.g_01872	Syan.g_02294
OG0000193	Prad.g_01845	Syan.g_03009
OG0000194	Prad.g_01842	Syan.g_03012
OG0000195	Prad.g_01840	Syan.g_03014
OG0000196	Prad.g_01830	Syan.g_03026
OG0000197	Prad.g_01829	Syan.g_03027
OG0000198	Prad.g_01828	Syan.g_03028
OG0000199	Prad.g_01821	Syan.g_03037
OG0000200	Prad.g_01807	Syan.g_03055
OG0000201	Prad.g_01799	Syan.g_03074
OG0000202	Prad.g_01798	Syan.g_03075
OG0000203	Prad.g_01797	Syan.g_03076
OG0000204	Prad.g_01796	Syan.g_03077
OG0000205	Prad.g_01789	Syan.g_03087
OG0000206	Prad.g_01784	Syan.g_03095
OG0000207	Prad.g_01782	Syan.g_03100
OG0000208	Prad.g_01781	Syan.g_03101
OG0000209	Prad.g_01772	Syan.g_01521
OG0000210	Prad.g_01771	Syan.g_01522
OG0000211	Prad.g_01758	Syan.g_02416
OG0000212	Prad.g_01751	Syan.g_01508, Syan.g_02438
OG0000213	Prad.g_01734	Syan.g_02059
OG0000214	Prad.g_01724	Syan.g_02040
OG0000215	Prad.g_01699	Syan.g_02010
OG0000216	Prad.g_01697	Syan.g_02006
OG0000217	Prad.g_01694	Syan.g_02001
OG0000218	Prad.g_01692	Syan.g_01999
OG0000219	Prad.g_01691	Syan.g_01998
OG0000220	Prad.g_01690	Syan.g_01997
OG0000221	Prad.g_01689	Syan.g_01994
OG0000222	Prad.g_01681	Syan.g_01981
OG0000223	Prad.g_01668	Syan.g_00228
OG0000224	Prad.g_01666	Syan.g_01959
OG0000225	Prad.g_01645	Syan.g_02997
OG0000226	Prad.g_00761	Syan.g_02990
OG0000227	Prad.g_00759	Syan.g_02988
OG0000228	Prad.g_00756	Syan.g_02315
OG0000229	Prad.g_00666	Syan.g_02396
OG0000230	Prad.g_00069	Syan.g_02398
OG0000231	Prad.g_00058	Syan.g_01333
OG0000232	Prad.g_00049	Syan.g_02801
OG0000233	Prad.g_00043	Syan.g_02876
OG0000234	Prad.g_00031	Syan.g_02844
OG0000235	Prad.g_00028	Syan.g_02765
OG0000236	Prad.g_00014	Syan.g_02749
OG0000237	Prad.g_00123	Syan.g_02731
OG0000238	Prad.g_00117	Syan.g_02726
OG0000239	Prad.g_00104	Syan.g_01187
OG0000240	Prad.g_00103	Syan.g_01186
OG0000241	Prad.g_00099	Syan.g_00822
OG0000242	Prad.g_00097	Syan.g_01168
OG0000243	Prad.g_01333	Syan.g_00840
OG0000244	Prad.g_01336	Syan.g_00848
OG0000245	Prad.g_01338	Syan.g_00850
OG0000246	Prad.g_01342	Syan.g_00854
OG0000247	Prad.g_01352	Syan.g_00866
OG0000248	Prad.g_01354	Syan.g_00869
OG0000249	Prad.g_01356	Syan.g_00871
OG0000250	Prad.g_01361	Syan.g_00878
OG0000251	Prad.g_01380	Syan.g_00961
OG0000252	Prad.g_01383	Syan.g_00966
OG0000253	Prad.g_01384	Syan.g_01000
OG0000254	Prad.g_01400	Syan.g_01026
OG0000255	Prad.g_01406	Syan.g_00978
OG0000256	Prad.g_01416	Syan.g_00001, Syan.g_01135
OG0000257	Prad.g_01419	Syan.g_00827
OG0000258	Prad.g_01432	Syan.g_00803
OG0000259	Prad.g_01234	Syan.g_00772
OG0000260	Prad.g_01237	Syan.g_00769
OG0000261	Prad.g_01239	Syan.g_00765
OG0000262	Prad.g_01243	Syan.g_00760
OG0000263	Prad.g_01255	Syan.g_02618
OG0000264	Prad.g_01265	Syan.g_00540
OG0000266	Prad.g_01059	Syan.g_00330
OG0000267	Prad.g_01070	Syan.g_00470
OG0000268	Prad.g_01071	Syan.g_00471
OG0000269	Prad.g_01141	Syan.g_00695
OG0000270	Prad.g_01144	Syan.g_00692
OG0000271	Prad.g_01152	Syan.g_00684
OG0000272	Prad.g_01153	Syan.g_00683
OG0000273	Prad.g_01176	Syan.g_00654
OG0000274	Prad.g_01177	Syan.g_00653
OG0000275	Prad.g_01180	Syan.g_00373
OG0000276	Prad.g_01185	Syan.g_00380
OG0000277	Prad.g_00308	Syan.g_00381
OG0000278	Prad.g_00305	Syan.g_00384
OG0000279	Prad.g_00298	Syan.g_00398
OG0000280	Prad.g_00297	Syan.g_00518
OG0000282	Prad.g_00243	Syan.g_00739
OG0000283	Prad.g_00209	Syan.g_00491
OG0000284	Prad.g_00204	Syan.g_00497
OG0000285	Prad.g_00199	Syan.g_00533
OG0000286	Prad.g_00187	Syan.g_00564
OG0000287	Prad.g_00170	Syan.g_00593
OG0000288	Prad.g_00140	Syan.g_00364
OG0000289	Prad.g_01035	Syan.g_00350
OG0000290	Prad.g_01021	Syan.g_00293
OG0000291	Prad.g_01019	Syan.g_00291
OG0000292	Prad.g_00972	Syan.g_01703
OG0000293	Prad.g_01505	Syan.g_02709
OG0000294	Prad.g_01504	Syan.g_02708
OG0000295	Prad.g_01484	Syan.g_02662
OG0000296	Prad.g_01482	Syan.g_02660
OG0000297	Prad.g_01474	Syan.g_02646
OG0000298	Prad.g_01473	Syan.g_02645
OG0000299	Prad.g_01455	Syan.g_02601
OG0000300	Prad.g_01452	Syan.g_02593, Syan.g_02594
OG0000301	Prad.g_01451	Syan.g_02592
OG0000302	Prad.g_01449	Syan.g_02591
OG0000303	Prad.g_01442	Syan.g_02582
OG0000304	Prad.g_01438	Syan.g_02556
OG0000305	Prad.g_00602	Syan.g_00195
OG0000306	Prad.g_00599	Syan.g_00087
OG0000307	Prad.g_00585	Syan.g_02782
OG0000308	Prad.g_00584	Syan.g_02784
OG0000309	Prad.g_00580	Syan.g_02883
OG0000310	Prad.g_00530	Syan.g_01304
OG0000311	Prad.g_00528	Syan.g_01299
OG0000312	Prad.g_00525	Syan.g_01290
OG0000313	Prad.g_00511	Syan.g_01271
OG0000314	Prad.g_00487	Syan.g_02823
OG0000315	Prad.g_00477	Syan.g_02833
OG0000316	Prad.g_00457	Syan.g_01354
OG0000317	Prad.g_00943	Syan.g_01396
OG0000318	Prad.g_00940	Syan.g_01401
OG0000319	Prad.g_00927	Syan.g_01425
OG0000320	Prad.g_00925	Syan.g_01427
OG0000321	Prad.g_00924	Syan.g_01428
OG0000322	Prad.g_00923	Syan.g_01429
OG0000323	Prad.g_00914	Syan.g_01442
OG0000324	Prad.g_00887	Syan.g_01472
OG0000325	Prad.g_00878	Syan.g_02107
OG0000326	Prad.g_00872	Syan.g_02114
OG0000327	Prad.g_00848	Syan.g_02244
OG0000328	Prad.g_00847	Syan.g_02243
OG0000329	Prad.g_00830	Syan.g_02225
OG0000330	Prad.g_00829	Syan.g_02224
OG0000331	Prad.g_00828	Syan.g_02223
OG0000332	Prad.g_00814	Syan.g_02208
OG0000333	Prad.g_00812	Syan.g_02205
OG0000334	Prad.g_00804	Syan.g_00247, Syan.g_02194
OG0000335	Prad.g_00799	Syan.g_02189
OG0000336	Prad.g_00795	Syan.g_02185
OG0000337	Prad.g_00779	Syan.g_01949
OG0000338	Prad.g_00778	Syan.g_01943
OG0000339	Prad.g_00774	Syan.g_01935, Syan.g_00264
OG0000340	Prad.g_00766, Prad.g_01294	Syan.g_01923
OG0000341	Prad.g_00764	Syan.g_01921
OG0000342	Prad.g_00763	Syan.g_01920
OG0000343	Prad.g_00762	Syan.g_01918
OG0000344	Prad.g_01639	Syan.g_01914
OG0000345	Prad.g_01634	Syan.g_01900
OG0000346	Prad.g_01630	Syan.g_01895
OG0000347	Prad.g_01615	Syan.g_01867
OG0000348	Prad.g_01606	Syan.g_01803
OG0000349	Prad.g_01589	Syan.g_01727
OG0000350	Prad.g_01570	Syan.g_02121
OG0000351	Prad.g_01553	Syan.g_01682
OG0000352	Prad.g_01552	Syan.g_01683
OG0000353	Prad.g_01537	Syan.g_01795
OG0000354	Prad.g_01041	Syan.g_02720, Syan.g_01761
OG0000355	Prad.g_01535	Syan.g_01797
OG0000356	Prad.g_01534	Syan.g_01798
OG0000357	Prad.g_01533	Syan.g_01800
OG0000358	Prad.g_01529	Syan.g_01773
OG0000359	Prad.g_01528	Syan.g_01771
OG0000360	Prad.g_01527	Syan.g_01770
OG0000361	Prad.g_01976	Syan.g_01769
OG0000362	Prad.g_01974	Syan.g_01767
OG0000363	Prad.g_01972	Syan.g_01765
OG0000364	Prad.g_01971	Syan.g_01398
OG0000365	Prad.g_01966	Syan.g_01755
OG0000366	Prad.g_01965	Syan.g_01754
OG0000367	Prad.g_01964	Syan.g_01753
OG0000368	Prad.g_01962	Syan.g_01751
OG0000369	Prad.g_01961	Syan.g_01750
OG0000370	Prad.g_01960	Syan.g_01749
OG0000371	Prad.g_01954	Syan.g_01740
OG0000372	Prad.g_01951	Syan.g_01734
OG0000373	Prad.g_01950	Syan.g_01733
OG0000374	Prad.g_01949	Syan.g_01732
OG0000375	Prad.g_01947	Syan.g_01731
OG0000376	Prad.g_01945	Syan.g_01729
OG0000377	Prad.g_01941	Syan.g_01555
OG0000378	Prad.g_01939	Syan.g_01543
OG0000379	Prad.g_01936	Syan.g_01539
OG0000380	Prad.g_01927	Syan.g_02905
OG0000381	Prad.g_01923	Syan.g_02908
OG0000382	Prad.g_01912	Syan.g_02925
OG0000383	Prad.g_01910	Syan.g_02936
OG0000384	Prad.g_01909	Syan.g_02937
OG0000385	Prad.g_01908	Syan.g_02938
OG0000386	Prad.g_01907	Syan.g_02939
OG0000387	Prad.g_01894	Syan.g_00967
OG0000388	Prad.g_01891	Syan.g_02970
OG0000389	Prad.g_01887	Syan.g_02973
OG0000390	Prad.g_01880, Prad.g_00011	Syan.g_02306
OG0000391	Prad.g_01877	Syan.g_02301
OG0000392	Prad.g_01873	Syan.g_02295
OG0000393	Prad.g_01871	Syan.g_02292
OG0000394	Prad.g_01870	Syan.g_02291
OG0000395	Prad.g_01869	Syan.g_02290
OG0000396	Prad.g_01866	Syan.g_02287
OG0000397	Prad.g_01864	Syan.g_02285
OG0000398	Prad.g_01862	Syan.g_02279
OG0000399	Prad.g_01861	Syan.g_02278
OG0000400	Prad.g_01860	Syan.g_02277
OG0000401	Prad.g_01859	Syan.g_02274
OG0000402	Prad.g_01857	Syan.g_02272
OG0000403	Prad.g_01856	Syan.g_02271
OG0000404	Prad.g_01855	Syan.g_02269
OG0000405	Prad.g_01851	Syan.g_03005
OG0000406	Prad.g_01844	Syan.g_03010
OG0000407	Prad.g_01843	Syan.g_03011
OG0000408	Prad.g_01841	Syan.g_03013
OG0000409	Prad.g_01839	Syan.g_03015
OG0000410	Prad.g_01838	Syan.g_03016
OG0000411	Prad.g_01837	Syan.g_03017
OG0000412	Prad.g_01836	Syan.g_03018
OG0000413	Prad.g_01835	Syan.g_03020
OG0000414	Prad.g_01834	Syan.g_03021
OG0000415	Prad.g_01833	Syan.g_03022
OG0000416	Prad.g_01832	Syan.g_03023
OG0000417	Prad.g_01831	Syan.g_03025
OG0000418	Prad.g_01826	Syan.g_03030
OG0000419	Prad.g_01824	Syan.g_03033
OG0000420	Prad.g_01823	Syan.g_03035
OG0000421	Prad.g_01818	Syan.g_03040
OG0000422	Prad.g_01817	Syan.g_03041
OG0000423	Prad.g_01816	Syan.g_03042
OG0000424	Prad.g_01815	Syan.g_03043
OG0000425	Prad.g_01814	Syan.g_03044
OG0000426	Prad.g_01813	Syan.g_03045
OG0000427	Prad.g_01812	Syan.g_03046
OG0000428	Prad.g_01810	Syan.g_03049
OG0000429	Prad.g_01809	Syan.g_03051
OG0000430	Prad.g_01808	Syan.g_03053
OG0000431	Prad.g_01806	Syan.g_03058
OG0000432	Prad.g_01803	Syan.g_03065
OG0000433	Prad.g_01802	Syan.g_03068
OG0000434	Prad.g_01801	Syan.g_03069
OG0000435	Prad.g_01800	Syan.g_03071
OG0000436	Prad.g_01795	Syan.g_03079
OG0000437	Prad.g_01794	Syan.g_03080
OG0000438	Prad.g_01793	Syan.g_03083
OG0000439	Prad.g_01791	Syan.g_03085
OG0000440	Prad.g_01790	Syan.g_03086
OG0000441	Prad.g_01787	Syan.g_03089
OG0000442	Prad.g_01786	Syan.g_03090
OG0000443	Prad.g_01785	Syan.g_03094
OG0000444	Prad.g_01780	Syan.g_03102
OG0000445	Prad.g_01779	Syan.g_03103
OG0000446	Prad.g_01778	Syan.g_03105
OG0000447	Prad.g_01777	Syan.g_03111
OG0000448	Prad.g_01776	Syan.g_03112
OG0000449	Prad.g_01775	Syan.g_03113
OG0000450	Prad.g_01774	Syan.g_01518
OG0000451	Prad.g_01773	Syan.g_01519
OG0000452	Prad.g_01770	Syan.g_01523
OG0000453	Prad.g_01769	Syan.g_01524
OG0000454	Prad.g_01768	Syan.g_01525
OG0000455	Prad.g_01767	Syan.g_01526
OG0000456	Prad.g_01766	Syan.g_01527
OG0000457	Prad.g_01765	Syan.g_01529
OG0000458	Prad.g_01764	Syan.g_01530
OG0000459	Prad.g_01763	Syan.g_01531
OG0000460	Prad.g_01756	Syan.g_02423
OG0000461	Prad.g_01749	Syan.g_02099
OG0000462	Prad.g_01747	Syan.g_02096
OG0000463	Prad.g_01746	Syan.g_02095
OG0000464	Prad.g_01745	Syan.g_02094
OG0000465	Prad.g_01744	Syan.g_02092
OG0000466	Prad.g_01741	Syan.g_02087
OG0000467	Prad.g_01740	Syan.g_02086
OG0000468	Prad.g_01738	Syan.g_02063
OG0000469	Prad.g_01729	Syan.g_02046
OG0000470	Prad.g_01727	Syan.g_02044
OG0000471	Prad.g_01726	Syan.g_02043
OG0000472	Prad.g_01725	Syan.g_02041
OG0000473	Prad.g_01723	Syan.g_02039
OG0000474	Prad.g_01722	Syan.g_02038
OG0000475	Prad.g_01721	Syan.g_02037
OG0000476	Prad.g_01720	Syan.g_02035
OG0000477	Prad.g_01716	Syan.g_02029
OG0000478	Prad.g_01715	Syan.g_02028
OG0000479	Prad.g_01714	Syan.g_02027
OG0000480	Prad.g_01709	Syan.g_02020
OG0000481	Prad.g_01707	Syan.g_00975
OG0000482	Prad.g_01706	Syan.g_02018
OG0000483	Prad.g_01703	Syan.g_02014
OG0000484	Prad.g_01702	Syan.g_02013
OG0000485	Prad.g_01701	Syan.g_02012
OG0000486	Prad.g_01700	Syan.g_02011
OG0000487	Prad.g_01696	Syan.g_02005
OG0000488	Prad.g_01693	Syan.g_02000
OG0000489	Prad.g_01688	Syan.g_01993
OG0000490	Prad.g_01683	Syan.g_01985
OG0000491	Prad.g_01682	Syan.g_01983
OG0000492	Prad.g_01680	Syan.g_01980
OG0000493	Prad.g_01679	Syan.g_01979
OG0000494	Prad.g_01678	Syan.g_01978
OG0000495	Prad.g_01677	Syan.g_01977
OG0000496	Prad.g_01676	Syan.g_01976
OG0000497	Prad.g_01675	Syan.g_01975
OG0000498	Prad.g_01674	Syan.g_01974
OG0000499	Prad.g_01673	Syan.g_01973
OG0000500	Prad.g_01672	Syan.g_01972
OG0000501	Prad.g_01670	Syan.g_01969
OG0000502	Prad.g_01667	Syan.g_01961
OG0000503	Prad.g_01657	Syan.g_02144
OG0000504	Prad.g_01656	Syan.g_02142
OG0000505	Prad.g_01655	Syan.g_02141
OG0000506	Prad.g_01653	Syan.g_02139
OG0000507	Prad.g_01650	Syan.g_02133
OG0000508	Prad.g_01646	Syan.g_02998
OG0000509	Prad.g_01644	Syan.g_02993
OG0000510	Prad.g_01643	Syan.g_02992
OG0000511	Prad.g_01642	Syan.g_02991
OG0000512	Prad.g_00760	Syan.g_02989
OG0000513	Prad.g_00753	Syan.g_02320
OG0000514	Prad.g_00671	Syan.g_02326
OG0000515	Prad.g_00670	Syan.g_02327
OG0000516	Prad.g_00669	Syan.g_02389
OG0000517	Prad.g_00667	Syan.g_02395
OG0000518	Prad.g_00061	Syan.g_01336
OG0000519	Prad.g_00060	Syan.g_01335
OG0000520	Prad.g_00059	Syan.g_01334
OG0000521	Prad.g_00054	Syan.g_02805
OG0000522	Prad.g_00052	Syan.g_02803
OG0000523	Prad.g_00051	Syan.g_02802
OG0000524	Prad.g_00045	Syan.g_02878
OG0000525	Prad.g_00042	Syan.g_02853
OG0000526	Prad.g_00041	Syan.g_02852
OG0000527	Prad.g_00034	Syan.g_02848
OG0000528	Prad.g_00029	Syan.g_02767
OG0000529	Prad.g_00026	Syan.g_02763
OG0000530	Prad.g_00023	Syan.g_02760
OG0000531	Prad.g_00022	Syan.g_02759
OG0000532	Prad.g_00020	Syan.g_02756
OG0000533	Prad.g_00019	Syan.g_02754
OG0000534	Prad.g_00018	Syan.g_02753
OG0000535	Prad.g_00017	Syan.g_02752
OG0000536	Prad.g_00016	Syan.g_02751
OG0000537	Prad.g_00015	Syan.g_02750
OG0000538	Prad.g_00129	Syan.g_02738
OG0000539	Prad.g_00128	Syan.g_02737
OG0000540	Prad.g_00127	Syan.g_02736
OG0000541	Prad.g_00126	Syan.g_02735
OG0000542	Prad.g_00124	Syan.g_02732
OG0000543	Prad.g_00122	Syan.g_02730
OG0000544	Prad.g_00121	Syan.g_02729
OG0000545	Prad.g_00119	Syan.g_02727
OG0000546	Prad.g_00116	Syan.g_02725
OG0000547	Prad.g_00114	Syan.g_02723
OG0000548	Prad.g_00113	Syan.g_02722
OG0000549	Prad.g_00111	Syan.g_01194
OG0000550	Prad.g_00106	Syan.g_01189
OG0000551	Prad.g_00102	Syan.g_01184
OG0000552	Prad.g_00101	Syan.g_01183
OG0000553	Prad.g_00100	Syan.g_01179
OG0000554	Prad.g_00095	Syan.g_01165
OG0000555	Prad.g_01332	Syan.g_00839
OG0000556	Prad.g_01334	Syan.g_00842
OG0000557	Prad.g_01335	Syan.g_00847
OG0000558	Prad.g_01337	Syan.g_00849
OG0000559	Prad.g_01341	Syan.g_00853
OG0000560	Prad.g_01344	Syan.g_00856
OG0000561	Prad.g_01345	Syan.g_00857
OG0000562	Prad.g_01346	Syan.g_00858
OG0000563	Prad.g_01347	Syan.g_00859
OG0000564	Prad.g_01348	Syan.g_00860
OG0000565	Prad.g_01351	Syan.g_00864
OG0000566	Prad.g_01353	Syan.g_00868
OG0000567	Prad.g_01357	Syan.g_00872
OG0000568	Prad.g_01358	Syan.g_00874
OG0000569	Prad.g_01359	Syan.g_00875
OG0000570	Prad.g_01360	Syan.g_00876
OG0000571	Prad.g_01362	Syan.g_00879
OG0000572	Prad.g_01375	Syan.g_00954
OG0000573	Prad.g_01381	Syan.g_00963
OG0000574	Prad.g_01382	Syan.g_00965
OG0000575	Prad.g_01386	Syan.g_01003
OG0000576	Prad.g_01388	Syan.g_01007
