Orthogroup	Prad	Syao
OG0000063	Prad.g_01953, Prad.g_00081	Syao.g_02230
OG0000065	Prad.g_01886	Syao.g_02600
OG0000066	Prad.g_00090	Syao.g_01422
OG0000067	Prad.g_01146	Syao.g_00756
OG0000068	Prad.g_00594	Syao.g_00868, Syao.g_00036
OG0000069	Prad.g_00952, Prad.g_00400	Syao.g_01265, Syao.g_01460, Syao.g_00313
OG0000070	Prad.g_00057	Syao.g_00330
OG0000071	Prad.g_00628	Syao.g_01433
OG0000072	Prad.g_01820	Syao.g_02509, Syao.g_01749
OG0000073	Prad.g_00130	Syao.g_00103
OG0000075	Prad.g_00775	Syao.g_02257
OG0000076	Prad.g_01631	Syao.g_01949
OG0000077	Prad.g_01915	Syao.g_02629
OG0000078	Prad.g_01752	Syao.g_01709
OG0000079	Prad.g_01739	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Prad.g_01374	Syao.g_01035
OG0000084	Prad.g_00519	Syao.g_01509, Syao.g_02606
OG0000085	Prad.g_00948	Syao.g_01569
OG0000086	Prad.g_01905	Syao.g_02653, Syao.g_01240
OG0000087	Prad.g_01854	Syao.g_02555
OG0000088	Prad.g_01825	Syao.g_02503
OG0000089	Prad.g_00755	Syao.g_01716
OG0000090	Prad.g_00096	Syao.g_01412
OG0000091	Prad.g_01431	Syao.g_00902
OG0000093	Prad.g_00218	Syao.g_00739
OG0000094	Prad.g_01038	Syao.g_00458
OG0000095	Prad.g_01018	Syao.g_00331
OG0000097	Prad.g_01454	Syao.g_00973
OG0000098	Prad.g_00612	Syao.g_01374
OG0000099	Prad.g_00566	Syao.g_02019
OG0000100	Prad.g_00440	Syao.g_00787
OG0000101	Prad.g_00807	Syao.g_01840
OG0000102	Prad.g_01626	Syao.g_01945
OG0000103	Prad.g_01548	Syao.g_02340
OG0000104	Prad.g_01540	Syao.g_02157
OG0000105	Prad.g_01717	Syao.g_02071, Syao.g_02072
OG0000106	Prad.g_00739	Syao.g_01385
OG0000107	Prad.g_00724	Syao.g_01935
OG0000108	Prad.g_00027	Syao.g_00028
OG0000109	Prad.g_00013	Syao.g_00110
OG0000110	Prad.g_01364	Syao.g_01051
OG0000111	Prad.g_01273	Syao.g_00378
OG0000112	Prad.g_01109	Syao.g_00683, Syao.g_00303
OG0000113	Prad.g_01168	Syao.g_00782
OG0000114	Prad.g_00245	Syao.g_00965
OG0000115	Prad.g_00641	Syao.g_01464, Syao.g_00065
OG0000116	Prad.g_01506	Syao.g_00137
OG0000117	Prad.g_01214	Syao.g_00169
OG0000118	Prad.g_00616	Syao.g_01475
OG0000120	Prad.g_00564	Syao.g_02009
OG0000121	Prad.g_00513	Syao.g_01489
OG0000122	Prad.g_00474	Syao.g_01247
OG0000123	Prad.g_00800	Syao.g_01832
OG0000124	Prad.g_01616	Syao.g_02179
OG0000125	Prad.g_01580	Syao.g_02444
OG0000126	Prad.g_01541	Syao.g_02198
OG0000128	Prad.g_01975	Syao.g_02149
OG0000129	Prad.g_01943	Syao.g_02434
OG0000130	Prad.g_01924	Syao.g_02617
OG0000131	Prad.g_01846	Syao.g_02480
OG0000132	Prad.g_01827	Syao.g_02501
OG0000133	Prad.g_01669	Syao.g_00678
OG0000134	Prad.g_00754	Syao.g_01719
OG0000135	Prad.g_00727	Syao.g_00147
OG0000136	Prad.g_00066	Syao.g_01614, Syao.g_01613
OG0000137	Prad.g_00032	Syao.g_02682
OG0000138	Prad.g_00012	Syao.g_00108
OG0000139	Prad.g_00092	Syao.g_01418, Syao.g_02005
OG0000140	Prad.g_00091	Syao.g_01373, Syao.g_01372
OG0000141	Prad.g_01396	Syao.g_01202
OG0000142	Prad.g_01424	Syao.g_00894
OG0000143	Prad.g_01428	Syao.g_00898
OG0000145	Prad.g_01107	Syao.g_00102
OG0000146	Prad.g_01110	Syao.g_00684, Syao.g_00304
OG0000147	Prad.g_01111	Syao.g_00305, Syao.g_00685
OG0000148	Prad.g_01162	Syao.g_00776
OG0000149	Prad.g_00301	Syao.g_00534
OG0000150	Prad.g_00293	Syao.g_01203
OG0000151	Prad.g_00235	Syao.g_00975
OG0000152	Prad.g_00186	Syao.g_00674
OG0000153	Prad.g_00167	Syao.g_00818, Syao.g_01176
OG0000154	Prad.g_00139	Syao.g_00447
OG0000155	Prad.g_01476	Syao.g_00178
OG0000156	Prad.g_00359	Syao.g_00151
OG0000157	Prad.g_00360	Syao.g_00152
OG0000158	Prad.g_00567	Syao.g_01141, Syao.g_02267
OG0000159	Prad.g_00563	Syao.g_02276
OG0000160	Prad.g_00514	Syao.g_01488
OG0000161	Prad.g_00508	Syao.g_01494
OG0000162	Prad.g_00502	Syao.g_01515
OG0000163	Prad.g_00467	Syao.g_01745
OG0000164	Prad.g_00917	Syao.g_01663
OG0000165	Prad.g_00910	Syao.g_01655
OG0000166	Prad.g_00843	Syao.g_01790
OG0000167	Prad.g_00777	Syao.g_01960
OG0000168	Prad.g_00767	Syao.g_02128
OG0000169	Prad.g_01637	Syao.g_02139
OG0000170	Prad.g_01635	Syao.g_02148
OG0000171	Prad.g_01617	Syao.g_02181
OG0000172	Prad.g_01609	Syao.g_02170
OG0000173	Prad.g_01594	Syao.g_02212
OG0000174	Prad.g_01566	Syao.g_02364, Syao.g_02355
OG0000175	Prad.g_01556	Syao.g_02327, Syao.g_00308
OG0000176	Prad.g_01532	Syao.g_02165
OG0000177	Prad.g_01531	Syao.g_02156
OG0000178	Prad.g_01530	Syao.g_02155
OG0000179	Prad.g_01970	Syao.g_02250
OG0000180	Prad.g_01969	Syao.g_02249
OG0000181	Prad.g_01968	Syao.g_02248
OG0000182	Prad.g_01967	Syao.g_02247
OG0000183	Prad.g_01963	Syao.g_02243
OG0000184	Prad.g_01940	Syao.g_02423
OG0000185	Prad.g_01937	Syao.g_02410
OG0000186	Prad.g_01929	Syao.g_02613
OG0000187	Prad.g_01928	Syao.g_02615
OG0000188	Prad.g_01911	Syao.g_02637
OG0000189	Prad.g_01897	Syao.g_02672
OG0000190	Prad.g_01896	Syao.g_01015
OG0000191	Prad.g_01876	Syao.g_02573
OG0000192	Prad.g_01872	Syao.g_02579
OG0000193	Prad.g_01845	Syao.g_02481
OG0000194	Prad.g_01842	Syao.g_02484
OG0000195	Prad.g_01840	Syao.g_02486
OG0000196	Prad.g_01830	Syao.g_02498
OG0000197	Prad.g_01829	Syao.g_02499
OG0000198	Prad.g_01828	Syao.g_02500
OG0000199	Prad.g_01821	Syao.g_02508
OG0000200	Prad.g_01807	Syao.g_02524
OG0000201	Prad.g_01799	Syao.g_02540
OG0000202	Prad.g_01798	Syao.g_02454
OG0000203	Prad.g_01797	Syao.g_02455
OG0000204	Prad.g_01796	Syao.g_02456
OG0000205	Prad.g_01789	Syao.g_02464
OG0000206	Prad.g_01784	Syao.g_02469
OG0000207	Prad.g_01782	Syao.g_02471
OG0000208	Prad.g_01781	Syao.g_02472
OG0000209	Prad.g_01772	Syao.g_02394
OG0000210	Prad.g_01771	Syao.g_02395
OG0000211	Prad.g_01758	Syao.g_01700
OG0000212	Prad.g_01751	Syao.g_01710
OG0000213	Prad.g_01734	Syao.g_02098
OG0000214	Prad.g_01724	Syao.g_02081
OG0000215	Prad.g_01699	Syao.g_02050
OG0000216	Prad.g_01697	Syao.g_02045
OG0000217	Prad.g_01694	Syao.g_02041
OG0000218	Prad.g_01692	Syao.g_02039
OG0000219	Prad.g_01691	Syao.g_02038
OG0000220	Prad.g_01690	Syao.g_02037
OG0000221	Prad.g_01689	Syao.g_02034
OG0000222	Prad.g_01681	Syao.g_02023
OG0000223	Prad.g_01668	Syao.g_00291
OG0000224	Prad.g_01666	Syao.g_01973
OG0000225	Prad.g_01645	Syao.g_01751
OG0000226	Prad.g_00761	Syao.g_01758
OG0000227	Prad.g_00759	Syao.g_01760
OG0000228	Prad.g_00756	Syao.g_01715
OG0000229	Prad.g_00666	Syao.g_01736
OG0000230	Prad.g_00069	Syao.g_01738
OG0000231	Prad.g_00058	Syao.g_01513
OG0000232	Prad.g_00049	Syao.g_00057
OG0000233	Prad.g_00043	Syao.g_02698
OG0000234	Prad.g_00031	Syao.g_02680
OG0000235	Prad.g_00028	Syao.g_00029
OG0000236	Prad.g_00014	Syao.g_00111
OG0000237	Prad.g_00123	Syao.g_00166
OG0000238	Prad.g_00117	Syao.g_00161
OG0000239	Prad.g_00104	Syao.g_01398
OG0000240	Prad.g_00103	Syao.g_01399
OG0000241	Prad.g_00099	Syao.g_00887
OG0000242	Prad.g_00097	Syao.g_01410
OG0000243	Prad.g_01333	Syao.g_00873
OG0000244	Prad.g_01336	Syao.g_00865
OG0000245	Prad.g_01338	Syao.g_00863
OG0000246	Prad.g_01342	Syao.g_00859
OG0000247	Prad.g_01352	Syao.g_00847
OG0000248	Prad.g_01354	Syao.g_00844
OG0000249	Prad.g_01356	Syao.g_00842
OG0000250	Prad.g_01361	Syao.g_00835
OG0000251	Prad.g_01380	Syao.g_01026
OG0000252	Prad.g_01383	Syao.g_01020
OG0000253	Prad.g_01384	Syao.g_01003
OG0000254	Prad.g_01400	Syao.g_01053
OG0000255	Prad.g_01406	Syao.g_01009
OG0000256	Prad.g_01416	Syao.g_01328
OG0000257	Prad.g_01419	Syao.g_00884
OG0000258	Prad.g_01432	Syao.g_00907
OG0000259	Prad.g_01234	Syao.g_00933, Syao.g_00932
OG0000260	Prad.g_01237	Syao.g_00936
OG0000261	Prad.g_01239	Syao.g_00941
OG0000262	Prad.g_01243	Syao.g_00946
OG0000263	Prad.g_01255	Syao.g_00247
OG0000264	Prad.g_01265	Syao.g_00699
OG0000265	Prad.g_01049	Syao.g_00049
OG0000266	Prad.g_01059	Syao.g_00480
OG0000267	Prad.g_01070	Syao.g_00589
OG0000268	Prad.g_01071	Syao.g_00588
OG0000269	Prad.g_01141	Syao.g_00751
OG0000270	Prad.g_01144	Syao.g_00754
OG0000271	Prad.g_01152	Syao.g_00762
OG0000272	Prad.g_01153	Syao.g_00763
OG0000273	Prad.g_01176	Syao.g_00791
OG0000274	Prad.g_01177	Syao.g_00792
OG0000275	Prad.g_01180	Syao.g_00438
OG0000276	Prad.g_01185	Syao.g_00558
OG0000277	Prad.g_00308	Syao.g_00557
OG0000278	Prad.g_00305	Syao.g_00554
OG0000279	Prad.g_00298	Syao.g_00529
OG0000280	Prad.g_00297	Syao.g_00608
OG0000281	Prad.g_00292	Syao.g_01377
OG0000282	Prad.g_00243	Syao.g_00967
OG0000283	Prad.g_00209	Syao.g_00640
OG0000284	Prad.g_00204	Syao.g_00634
OG0000285	Prad.g_00199	Syao.g_00706
OG0000286	Prad.g_00187	Syao.g_00675
OG0000287	Prad.g_00170	Syao.g_00825
OG0000288	Prad.g_00140	Syao.g_00446
OG0000289	Prad.g_01035	Syao.g_00461
OG0000290	Prad.g_01021	Syao.g_00428
OG0000291	Prad.g_01019	Syao.g_00333
OG0000292	Prad.g_00972	Syao.g_02196
OG0000293	Prad.g_01505	Syao.g_00136
OG0000294	Prad.g_01504	Syao.g_00135
OG0000295	Prad.g_01484	Syao.g_00186
OG0000296	Prad.g_01482	Syao.g_00184
OG0000297	Prad.g_01474	Syao.g_00171
OG0000298	Prad.g_01473	Syao.g_00170
OG0000299	Prad.g_01455	Syao.g_00231
OG0000300	Prad.g_01452	Syao.g_00274
OG0000301	Prad.g_01451	Syao.g_00272, Syao.g_00273
OG0000302	Prad.g_01449	Syao.g_00271
OG0000303	Prad.g_01442	Syao.g_00262
OG0000304	Prad.g_01438	Syao.g_00256
OG0000305	Prad.g_00602	Syao.g_00388
OG0000306	Prad.g_00599	Syao.g_01216
OG0000307	Prad.g_00585	Syao.g_00045
OG0000308	Prad.g_00584	Syao.g_00047
OG0000309	Prad.g_00580	Syao.g_02705
OG0000310	Prad.g_00530	Syao.g_01530
OG0000311	Prad.g_00528	Syao.g_01533
OG0000312	Prad.g_00525	Syao.g_01538
OG0000313	Prad.g_00511	Syao.g_01491
OG0000314	Prad.g_00487	Syao.g_00078
OG0000315	Prad.g_00477	Syao.g_00088
OG0000316	Prad.g_00457	Syao.g_01602
OG0000317	Prad.g_00943	Syao.g_01560
OG0000318	Prad.g_00940	Syao.g_01553
OG0000319	Prad.g_00927	Syao.g_01678
OG0000320	Prad.g_00925	Syao.g_01676
OG0000321	Prad.g_00924	Syao.g_01675
OG0000322	Prad.g_00923	Syao.g_01674
OG0000323	Prad.g_00914	Syao.g_01661
OG0000324	Prad.g_00887	Syao.g_01630
OG0000325	Prad.g_00878	Syao.g_01936
OG0000326	Prad.g_00872	Syao.g_01918
OG0000327	Prad.g_00848	Syao.g_01795
OG0000328	Prad.g_00847	Syao.g_01794
OG0000329	Prad.g_00830	Syao.g_01776
OG0000330	Prad.g_00829	Syao.g_01775
OG0000331	Prad.g_00828	Syao.g_01774
OG0000332	Prad.g_00814	Syao.g_01813
OG0000333	Prad.g_00812	Syao.g_01810
OG0000334	Prad.g_00804	Syao.g_01836
OG0000335	Prad.g_00799	Syao.g_01831
OG0000336	Prad.g_00795	Syao.g_01827
OG0000337	Prad.g_00779	Syao.g_01968
OG0000338	Prad.g_00778	Syao.g_01962
OG0000339	Prad.g_00774	Syao.g_02259
OG0000340	Prad.g_00766, Prad.g_01294	Syao.g_02129
OG0000341	Prad.g_00764	Syao.g_02131
OG0000342	Prad.g_00763	Syao.g_02132
OG0000343	Prad.g_00762	Syao.g_02133
OG0000344	Prad.g_01639	Syao.g_02137
OG0000345	Prad.g_01634	Syao.g_01953
OG0000346	Prad.g_01630	Syao.g_01948
OG0000347	Prad.g_01615	Syao.g_02178
OG0000348	Prad.g_01606	Syao.g_02166
OG0000349	Prad.g_01589	Syao.g_02219
OG0000350	Prad.g_01570	Syao.g_01925
OG0000351	Prad.g_01553	Syao.g_02331
OG0000352	Prad.g_01552	Syao.g_02332
OG0000353	Prad.g_01537	Syao.g_02160
OG0000354	Prad.g_01041	Syao.g_00154, Syao.g_00155, Syao.g_02252
OG0000355	Prad.g_01535	Syao.g_02162
OG0000356	Prad.g_01534	Syao.g_02163
OG0000357	Prad.g_01533	Syao.g_02164
OG0000358	Prad.g_01529	Syao.g_02154
OG0000359	Prad.g_01528	Syao.g_02152
OG0000360	Prad.g_01527	Syao.g_02151
OG0000361	Prad.g_01976	Syao.g_02150
OG0000362	Prad.g_01974	Syao.g_01954
OG0000363	Prad.g_01972	Syao.g_02255
OG0000364	Prad.g_01971	Syao.g_01558
OG0000365	Prad.g_01966	Syao.g_02246
OG0000366	Prad.g_01965	Syao.g_02245
OG0000367	Prad.g_01964	Syao.g_02244
OG0000368	Prad.g_01962	Syao.g_02242
OG0000369	Prad.g_01961	Syao.g_02241
OG0000370	Prad.g_01960	Syao.g_02240
OG0000371	Prad.g_01954	Syao.g_02231
OG0000372	Prad.g_01951	Syao.g_02226
OG0000373	Prad.g_01950	Syao.g_02225
OG0000374	Prad.g_01949	Syao.g_02224
OG0000375	Prad.g_01947	Syao.g_02223
OG0000376	Prad.g_01945	Syao.g_02221
OG0000377	Prad.g_01941	Syao.g_02429
OG0000378	Prad.g_01939	Syao.g_02414
OG0000379	Prad.g_01936	Syao.g_02409
OG0000380	Prad.g_01927	Syao.g_02616
OG0000381	Prad.g_01923	Syao.g_02618
OG0000382	Prad.g_01912	Syao.g_02636
OG0000383	Prad.g_01910	Syao.g_02643
OG0000384	Prad.g_01909	Syao.g_02644
OG0000385	Prad.g_01908	Syao.g_02645
OG0000386	Prad.g_01907	Syao.g_02646
OG0000387	Prad.g_01894	Syao.g_01019
OG0000388	Prad.g_01891	Syao.g_02596
OG0000389	Prad.g_01887	Syao.g_02599
OG0000390	Prad.g_01880, Prad.g_00011	Syao.g_02567
OG0000391	Prad.g_01877	Syao.g_02572
OG0000392	Prad.g_01873	Syao.g_02578
OG0000393	Prad.g_01871	Syao.g_02581
OG0000394	Prad.g_01870	Syao.g_02582
OG0000395	Prad.g_01869	Syao.g_02583
OG0000396	Prad.g_01866	Syao.g_02586
OG0000397	Prad.g_01864	Syao.g_02542
OG0000398	Prad.g_01862	Syao.g_02547
OG0000399	Prad.g_01861	Syao.g_02548
OG0000400	Prad.g_01860	Syao.g_02549
OG0000401	Prad.g_01859	Syao.g_02550
OG0000402	Prad.g_01857	Syao.g_02552
OG0000403	Prad.g_01856	Syao.g_02553
OG0000404	Prad.g_01855	Syao.g_02554
OG0000405	Prad.g_01851	Syao.g_02478
OG0000406	Prad.g_01844	Syao.g_02482
OG0000407	Prad.g_01843	Syao.g_02483
OG0000408	Prad.g_01841	Syao.g_02485
OG0000409	Prad.g_01839	Syao.g_02487
OG0000410	Prad.g_01838	Syao.g_02488
OG0000411	Prad.g_01837	Syao.g_02489
OG0000412	Prad.g_01836	Syao.g_02490
OG0000413	Prad.g_01835	Syao.g_02492
OG0000414	Prad.g_01834	Syao.g_02493
OG0000415	Prad.g_01833	Syao.g_02494
OG0000416	Prad.g_01832	Syao.g_02495
OG0000417	Prad.g_01831	Syao.g_02497
OG0000418	Prad.g_01826	Syao.g_02502
OG0000419	Prad.g_01824	Syao.g_02504
OG0000420	Prad.g_01823	Syao.g_02506
OG0000421	Prad.g_01818	Syao.g_02510
OG0000422	Prad.g_01817	Syao.g_02511
OG0000423	Prad.g_01816	Syao.g_02512
OG0000424	Prad.g_01815	Syao.g_02513
OG0000425	Prad.g_01814	Syao.g_02514
OG0000426	Prad.g_01813	Syao.g_02515
OG0000427	Prad.g_01812	Syao.g_02516
OG0000428	Prad.g_01810	Syao.g_02519
OG0000429	Prad.g_01809	Syao.g_02522
OG0000430	Prad.g_01808	Syao.g_02523
OG0000431	Prad.g_01806	Syao.g_02526
OG0000432	Prad.g_01803	Syao.g_02532
OG0000433	Prad.g_01802	Syao.g_02534
OG0000434	Prad.g_01801	Syao.g_02535
OG0000435	Prad.g_01800	Syao.g_02538
OG0000436	Prad.g_01795	Syao.g_02458
OG0000437	Prad.g_01794	Syao.g_02459
OG0000438	Prad.g_01793	Syao.g_02460
OG0000439	Prad.g_01791	Syao.g_02462
OG0000440	Prad.g_01790	Syao.g_02463
OG0000441	Prad.g_01787	Syao.g_02466
OG0000442	Prad.g_01786	Syao.g_02467
OG0000443	Prad.g_01785	Syao.g_02468
OG0000444	Prad.g_01780	Syao.g_02473
OG0000445	Prad.g_01779	Syao.g_02474
OG0000446	Prad.g_01778	Syao.g_02476
OG0000447	Prad.g_01777	Syao.g_02383
OG0000448	Prad.g_01776	Syao.g_02384
OG0000449	Prad.g_01775	Syao.g_02385
OG0000450	Prad.g_01774	Syao.g_02391
OG0000451	Prad.g_01773	Syao.g_02392
OG0000452	Prad.g_01770	Syao.g_02396
OG0000453	Prad.g_01769	Syao.g_02397
OG0000454	Prad.g_01768	Syao.g_02398
OG0000455	Prad.g_01767	Syao.g_02399
OG0000456	Prad.g_01766	Syao.g_02400
OG0000457	Prad.g_01765	Syao.g_02402
OG0000458	Prad.g_01764	Syao.g_02403
OG0000459	Prad.g_01763	Syao.g_02404
OG0000460	Prad.g_01756	Syao.g_01702
OG0000461	Prad.g_01749	Syao.g_02119
OG0000462	Prad.g_01747	Syao.g_02116
OG0000463	Prad.g_01746	Syao.g_02115
OG0000464	Prad.g_01745	Syao.g_02114
OG0000465	Prad.g_01744	Syao.g_02112
OG0000466	Prad.g_01741	Syao.g_02107
OG0000467	Prad.g_01740	Syao.g_02106
OG0000468	Prad.g_01738	Syao.g_02102
OG0000469	Prad.g_01729	Syao.g_02087
OG0000470	Prad.g_01727	Syao.g_02085
OG0000471	Prad.g_01726	Syao.g_02084
OG0000472	Prad.g_01725	Syao.g_02082
OG0000473	Prad.g_01723	Syao.g_02080
OG0000474	Prad.g_01722	Syao.g_02079
OG0000475	Prad.g_01721	Syao.g_02078
OG0000476	Prad.g_01720	Syao.g_02076
OG0000477	Prad.g_01716	Syao.g_02069
OG0000478	Prad.g_01715	Syao.g_02068
OG0000479	Prad.g_01714	Syao.g_02067
OG0000480	Prad.g_01709	Syao.g_02060
OG0000481	Prad.g_01707	Syao.g_01012
OG0000482	Prad.g_01706	Syao.g_02058
OG0000483	Prad.g_01703	Syao.g_02054
OG0000484	Prad.g_01702	Syao.g_02053
OG0000485	Prad.g_01701	Syao.g_02052
OG0000486	Prad.g_01700	Syao.g_02051
OG0000487	Prad.g_01696	Syao.g_02044
OG0000488	Prad.g_01693	Syao.g_02040
OG0000489	Prad.g_01688	Syao.g_02033
OG0000490	Prad.g_01683	Syao.g_02025
OG0000491	Prad.g_01682	Syao.g_02024
OG0000492	Prad.g_01680	Syao.g_02022
OG0000493	Prad.g_01679	Syao.g_02021
OG0000494	Prad.g_01678	Syao.g_02020
OG0000495	Prad.g_01677	Syao.g_02018
OG0000496	Prad.g_01676	Syao.g_02017
OG0000497	Prad.g_01675	Syao.g_02016
OG0000498	Prad.g_01674	Syao.g_02015
OG0000499	Prad.g_01673	Syao.g_02014
OG0000500	Prad.g_01672	Syao.g_02013
OG0000501	Prad.g_01670	Syao.g_02010
OG0000502	Prad.g_01667	Syao.g_01974
OG0000503	Prad.g_01657	Syao.g_01877
OG0000504	Prad.g_01656	Syao.g_01875
OG0000505	Prad.g_01655	Syao.g_01874
OG0000506	Prad.g_01653	Syao.g_01872
OG0000507	Prad.g_01650	Syao.g_01866
OG0000508	Prad.g_01646	Syao.g_01750
OG0000509	Prad.g_01644	Syao.g_01755
OG0000510	Prad.g_01643	Syao.g_01756
OG0000511	Prad.g_01642	Syao.g_01757
OG0000512	Prad.g_00760	Syao.g_01759
OG0000513	Prad.g_00753	Syao.g_01720
OG0000514	Prad.g_00671	Syao.g_01727
OG0000515	Prad.g_00670	Syao.g_01728
OG0000516	Prad.g_00669	Syao.g_01730
OG0000517	Prad.g_00667	Syao.g_01735
OG0000518	Prad.g_00061	Syao.g_01621
OG0000519	Prad.g_00060	Syao.g_01622
OG0000520	Prad.g_00059	Syao.g_01512
OG0000521	Prad.g_00054	Syao.g_00061
OG0000522	Prad.g_00052	Syao.g_00059
OG0000523	Prad.g_00051	Syao.g_00058
OG0000524	Prad.g_00045	Syao.g_02699
OG0000525	Prad.g_00042	Syao.g_02691
OG0000526	Prad.g_00041	Syao.g_02688
OG0000527	Prad.g_00034	Syao.g_02684
OG0000528	Prad.g_00029	Syao.g_00031
OG0000529	Prad.g_00026	Syao.g_00027
OG0000530	Prad.g_00023	Syao.g_00122
OG0000531	Prad.g_00022	Syao.g_00121
OG0000532	Prad.g_00020	Syao.g_00118
OG0000533	Prad.g_00019	Syao.g_00116
OG0000534	Prad.g_00018	Syao.g_00115
OG0000535	Prad.g_00017	Syao.g_00114
OG0000536	Prad.g_00016	Syao.g_00113
OG0000537	Prad.g_00015	Syao.g_00112
OG0000538	Prad.g_00129	Syao.g_00100
OG0000539	Prad.g_00128	Syao.g_00099
OG0000540	Prad.g_00127	Syao.g_00098
OG0000541	Prad.g_00126	Syao.g_00097
OG0000542	Prad.g_00124	Syao.g_00167
OG0000543	Prad.g_00122	Syao.g_00165
OG0000544	Prad.g_00121	Syao.g_00164
OG0000545	Prad.g_00119	Syao.g_00162
OG0000546	Prad.g_00116	Syao.g_00160
OG0000547	Prad.g_00114	Syao.g_00158
OG0000548	Prad.g_00113	Syao.g_00157
OG0000549	Prad.g_00111	Syao.g_01391
OG0000550	Prad.g_00106	Syao.g_01396
OG0000551	Prad.g_00102	Syao.g_01401
OG0000552	Prad.g_00101	Syao.g_01402
OG0000553	Prad.g_00100	Syao.g_01404
OG0000554	Prad.g_00095	Syao.g_01413
OG0000555	Prad.g_01332	Syao.g_00875
OG0000556	Prad.g_01334	Syao.g_00871
OG0000557	Prad.g_01335	Syao.g_00866
OG0000558	Prad.g_01337	Syao.g_00864
OG0000559	Prad.g_01341	Syao.g_00860
OG0000560	Prad.g_01344	Syao.g_00857
OG0000561	Prad.g_01345	Syao.g_00856
OG0000562	Prad.g_01346	Syao.g_00855
OG0000563	Prad.g_01347	Syao.g_00854
OG0000564	Prad.g_01348	Syao.g_00853
OG0000565	Prad.g_01351	Syao.g_00849
OG0000566	Prad.g_01353	Syao.g_00845
OG0000567	Prad.g_01357	Syao.g_00841
OG0000568	Prad.g_01358	Syao.g_00839
OG0000569	Prad.g_01359	Syao.g_00838
OG0000570	Prad.g_01360	Syao.g_00837
OG0000571	Prad.g_01362	Syao.g_00834
OG0000572	Prad.g_01375	Syao.g_01033
OG0000573	Prad.g_01381	Syao.g_01022
OG0000574	Prad.g_01382	Syao.g_01021
OG0000575	Prad.g_01386	Syao.g_01000
OG0000576	Prad.g_01388	Syao.g_00996
OG0000577	Prad.g_01389	Syao.g_00995
OG0000578	Prad.g_01390	Syao.g_00994
OG0000579	Prad.g_01391	Syao.g_00993
OG0000580	Prad.g_01392	Syao.g_00992
OG0000581	Prad.g_01394	Syao.g_01059
OG0000582	Prad.g_01397	Syao.g_01204
OG0000583	Prad.g_01398	Syao.g_01205
OG0000584	Prad.g_01399	Syao.g_01206
