Orthogroup	Prad	Syac
OG0000253	Prad.g_01384	Syac.g_01752
OG0000254	Prad.g_01400	Syac.g_00939
OG0000255	Prad.g_01406	Syac.g_00947
OG0000256	Prad.g_01416	Syac.g_00963
OG0000257	Prad.g_01419	Syac.g_00969
OG0000258	Prad.g_01432	Syac.g_00988
OG0000259	Prad.g_01234	Syac.g_01425
OG0000260	Prad.g_01237	Syac.g_01422
OG0000261	Prad.g_01239	Syac.g_01418
OG0000262	Prad.g_01243	Syac.g_01413
OG0000263	Prad.g_01255	Syac.g_01497
OG0000264	Prad.g_01265	Syac.g_00915
OG0000265	Prad.g_01049	Syac.g_00673
OG0000266	Prad.g_01059	Syac.g_01271
OG0000267	Prad.g_01070	Syac.g_01131
OG0000268	Prad.g_01071	Syac.g_01132
OG0000269	Prad.g_01141	Syac.g_01346
OG0000270	Prad.g_01144	Syac.g_01343
OG0000271	Prad.g_01152	Syac.g_01335
OG0000272	Prad.g_01153	Syac.g_01334
OG0000273	Prad.g_01176	Syac.g_00854
OG0000274	Prad.g_01177	Syac.g_00853
OG0000275	Prad.g_01180	Syac.g_00848
OG0000276	Prad.g_01185	Syac.g_00840
OG0000277	Prad.g_00308	Syac.g_00839
OG0000278	Prad.g_00305	Syac.g_00836
OG0000279	Prad.g_00298	Syac.g_00828
OG0000280	Prad.g_00297	Syac.g_00814
OG0000281	Prad.g_00292	Syac.g_02158
OG0000282	Prad.g_00243	Syac.g_01392
OG0000283	Prad.g_00209	Syac.g_01142
OG0000284	Prad.g_00204	Syac.g_01148
OG0000285	Prad.g_00199	Syac.g_01160
OG0000286	Prad.g_00187	Syac.g_01181
OG0000287	Prad.g_00170	Syac.g_01692, Syac.g_01209
OG0000288	Prad.g_00140	Syac.g_01240
OG0000289	Prad.g_01035	Syac.g_01254
OG0000290	Prad.g_01021	Syac.g_00881
OG0000291	Prad.g_01019	Syac.g_00883
OG0000292	Prad.g_00972	Syac.g_02487
OG0000293	Prad.g_01505	Syac.g_00754
OG0000294	Prad.g_01504	Syac.g_00755
OG0000295	Prad.g_01484	Syac.g_00796
OG0000296	Prad.g_01482	Syac.g_00798
OG0000297	Prad.g_01474	Syac.g_01475
OG0000298	Prad.g_01473	Syac.g_01476
OG0000299	Prad.g_01455	Syac.g_01503
OG0000300	Prad.g_01452	Syac.g_01510
OG0000301	Prad.g_01451	Syac.g_01511
OG0000302	Prad.g_01449	Syac.g_01512
OG0000303	Prad.g_01442	Syac.g_01520
OG0000304	Prad.g_01438	Syac.g_01526
OG0000305	Prad.g_00602	Syac.g_00886
OG0000306	Prad.g_00599	Syac.g_00810
OG0000307	Prad.g_00585	Syac.g_01924
OG0000308	Prad.g_00584	Syac.g_01926
OG0000309	Prad.g_00580	Syac.g_01931
OG0000310	Prad.g_00530	Syac.g_01607
OG0000311	Prad.g_00528	Syac.g_01611
OG0000312	Prad.g_00525	Syac.g_01619
OG0000313	Prad.g_00511	Syac.g_01638
OG0000314	Prad.g_00487	Syac.g_01665
OG0000315	Prad.g_00477	Syac.g_01675
OG0000316	Prad.g_00457	Syac.g_00601
OG0000317	Prad.g_00943	Syac.g_00552
OG0000318	Prad.g_00940	Syac.g_00543
OG0000319	Prad.g_00927	Syac.g_00525
OG0000320	Prad.g_00925	Syac.g_00523
OG0000321	Prad.g_00924	Syac.g_00522
OG0000322	Prad.g_00923	Syac.g_00521
OG0000323	Prad.g_00914	Syac.g_00506
OG0000324	Prad.g_00887	Syac.g_00648
OG0000325	Prad.g_00878	Syac.g_02190
OG0000326	Prad.g_00872	Syac.g_02183
OG0000327	Prad.g_00848	Syac.g_02137
OG0000328	Prad.g_00847	Syac.g_02136
OG0000329	Prad.g_00830	Syac.g_02119
OG0000330	Prad.g_00829	Syac.g_02118
OG0000331	Prad.g_00828	Syac.g_02117
OG0000332	Prad.g_00814	Syac.g_02103
OG0000333	Prad.g_00812	Syac.g_02100
OG0000334	Prad.g_00804	Syac.g_02090
OG0000335	Prad.g_00799	Syac.g_02085
OG0000336	Prad.g_00795	Syac.g_02081
OG0000337	Prad.g_00779	Syac.g_00199
OG0000338	Prad.g_00778	Syac.g_00196
OG0000339	Prad.g_00774	Syac.g_00190
OG0000340	Prad.g_00766, Prad.g_01294	Syac.g_00178
OG0000341	Prad.g_00764	Syac.g_00176
OG0000342	Prad.g_00763	Syac.g_00175
OG0000343	Prad.g_00762	Syac.g_00174
OG0000344	Prad.g_01639	Syac.g_00170
OG0000345	Prad.g_01634	Syac.g_00160
OG0000346	Prad.g_01630	Syac.g_00155
OG0000347	Prad.g_01615	Syac.g_00129
OG0000348	Prad.g_01606	Syac.g_00070, Syac.g_00074
OG0000349	Prad.g_01589	Syac.g_00050
OG0000350	Prad.g_01570	Syac.g_02176
OG0000351	Prad.g_01553	Syac.g_02468
OG0000352	Prad.g_01552	Syac.g_02469
OG0000353	Prad.g_01537	Syac.g_02493
OG0000354	Prad.g_01041	Syac.g_01862
OG0000355	Prad.g_01535	Syac.g_00001
OG0000356	Prad.g_01534	Syac.g_00002
OG0000357	Prad.g_01533	Syac.g_00003
OG0000358	Prad.g_01529	Syac.g_00007
OG0000359	Prad.g_01528	Syac.g_00009
OG0000360	Prad.g_01527	Syac.g_00010
OG0000361	Prad.g_01976	Syac.g_00011
OG0000362	Prad.g_01974	Syac.g_00013
OG0000363	Prad.g_01972	Syac.g_00015
OG0000364	Prad.g_01971	Syac.g_00016
OG0000365	Prad.g_01966	Syac.g_00023
OG0000366	Prad.g_01965	Syac.g_00024
OG0000367	Prad.g_01964	Syac.g_00025
OG0000368	Prad.g_01962	Syac.g_00027
OG0000369	Prad.g_01961	Syac.g_00028
OG0000370	Prad.g_01960	Syac.g_00029
OG0000371	Prad.g_01954	Syac.g_00036
OG0000372	Prad.g_01951	Syac.g_00041
OG0000373	Prad.g_01950	Syac.g_00042
OG0000374	Prad.g_01949	Syac.g_00043
OG0000375	Prad.g_01947	Syac.g_00046
OG0000376	Prad.g_01945	Syac.g_00048
OG0000377	Prad.g_01941	Syac.g_02346
OG0000378	Prad.g_01939	Syac.g_02338
OG0000379	Prad.g_01936	Syac.g_02335
OG0000380	Prad.g_01927	Syac.g_00452
OG0000381	Prad.g_01923	Syac.g_00449
OG0000382	Prad.g_01912	Syac.g_00434
OG0000383	Prad.g_01910	Syac.g_00432
OG0000384	Prad.g_01909	Syac.g_00431
OG0000385	Prad.g_01908	Syac.g_00430
OG0000386	Prad.g_01907	Syac.g_00429
OG0000387	Prad.g_01894	Syac.g_00404
OG0000388	Prad.g_01891	Syac.g_00401
OG0000389	Prad.g_01887	Syac.g_00397
OG0000390	Prad.g_01880, Prad.g_00011	Syac.g_00379
OG0000391	Prad.g_01877	Syac.g_00374
OG0000392	Prad.g_01873	Syac.g_00369
OG0000393	Prad.g_01871	Syac.g_00366
OG0000394	Prad.g_01870	Syac.g_00365
OG0000395	Prad.g_01869	Syac.g_00364
OG0000396	Prad.g_01866	Syac.g_00361
OG0000397	Prad.g_01864	Syac.g_00359
OG0000398	Prad.g_01862	Syac.g_00354
OG0000399	Prad.g_01861	Syac.g_00353
OG0000400	Prad.g_01860	Syac.g_00352
OG0000401	Prad.g_01859	Syac.g_00351
OG0000402	Prad.g_01857	Syac.g_00348
OG0000403	Prad.g_01856	Syac.g_00347
OG0000404	Prad.g_01855	Syac.g_00345
OG0000405	Prad.g_01851	Syac.g_00332
OG0000406	Prad.g_01844	Syac.g_00328
OG0000407	Prad.g_01843	Syac.g_00327
OG0000408	Prad.g_01841	Syac.g_00325
OG0000409	Prad.g_01839	Syac.g_00323
OG0000410	Prad.g_01838	Syac.g_00322
OG0000411	Prad.g_01837	Syac.g_00321
OG0000412	Prad.g_01836	Syac.g_00320
OG0000413	Prad.g_01835	Syac.g_00318
OG0000414	Prad.g_01834	Syac.g_00317
OG0000415	Prad.g_01833	Syac.g_00316
OG0000416	Prad.g_01832	Syac.g_00315
OG0000417	Prad.g_01831	Syac.g_00314
OG0000418	Prad.g_01826	Syac.g_00309
OG0000419	Prad.g_01824	Syac.g_00307
OG0000420	Prad.g_01823	Syac.g_00305
OG0000421	Prad.g_01818	Syac.g_00300
OG0000422	Prad.g_01817	Syac.g_00299
OG0000423	Prad.g_01816	Syac.g_00298
OG0000424	Prad.g_01815	Syac.g_00297
OG0000425	Prad.g_01814	Syac.g_00296
OG0000426	Prad.g_01813	Syac.g_00295
OG0000427	Prad.g_01812	Syac.g_00294
OG0000428	Prad.g_01810	Syac.g_02257
OG0000429	Prad.g_01809	Syac.g_02259
OG0000430	Prad.g_01808	Syac.g_02260
OG0000431	Prad.g_01806	Syac.g_02264
OG0000432	Prad.g_01803	Syac.g_02270
OG0000433	Prad.g_01802	Syac.g_02272
OG0000434	Prad.g_01801	Syac.g_02273
OG0000435	Prad.g_01800	Syac.g_02277
OG0000436	Prad.g_01795	Syac.g_02282
OG0000437	Prad.g_01794	Syac.g_02283
OG0000438	Prad.g_01793	Syac.g_02284
OG0000439	Prad.g_01791	Syac.g_02286
OG0000440	Prad.g_01790	Syac.g_02287
OG0000441	Prad.g_01787	Syac.g_02294
OG0000442	Prad.g_01786	Syac.g_02295
OG0000443	Prad.g_01785	Syac.g_02296
OG0000444	Prad.g_01780	Syac.g_02303
OG0000445	Prad.g_01779	Syac.g_02304
OG0000446	Prad.g_01778	Syac.g_02305
OG0000447	Prad.g_01777	Syac.g_02308
OG0000448	Prad.g_01776	Syac.g_02309
OG0000449	Prad.g_01775	Syac.g_02310
OG0000450	Prad.g_01774	Syac.g_02313
OG0000451	Prad.g_01773	Syac.g_02314
OG0000452	Prad.g_01770	Syac.g_02318
OG0000453	Prad.g_01769	Syac.g_02319
OG0000454	Prad.g_01768	Syac.g_02320
OG0000455	Prad.g_01767	Syac.g_02321
OG0000456	Prad.g_01766	Syac.g_02322
OG0000457	Prad.g_01765	Syac.g_02324
OG0000458	Prad.g_01764	Syac.g_02325
OG0000459	Prad.g_01763	Syac.g_02326
OG0000460	Prad.g_01756	Syac.g_01970
OG0000461	Prad.g_01749	Syac.g_02198
OG0000462	Prad.g_01747	Syac.g_02201
OG0000463	Prad.g_01746	Syac.g_02202
OG0000464	Prad.g_01745	Syac.g_02203
OG0000465	Prad.g_01744	Syac.g_02204
OG0000466	Prad.g_01741	Syac.g_02208
OG0000467	Prad.g_01740	Syac.g_02210
OG0000468	Prad.g_01738	Syac.g_02216
OG0000469	Prad.g_01729	Syac.g_02230
OG0000470	Prad.g_01727	Syac.g_02232
OG0000471	Prad.g_01726	Syac.g_02233
OG0000472	Prad.g_01725	Syac.g_02235
OG0000473	Prad.g_01723	Syac.g_02237
OG0000474	Prad.g_01722	Syac.g_02238
OG0000475	Prad.g_01721	Syac.g_02239
OG0000476	Prad.g_01720	Syac.g_02241
OG0000477	Prad.g_01716	Syac.g_02247
OG0000478	Prad.g_01715	Syac.g_02248
OG0000479	Prad.g_01714	Syac.g_02249
OG0000480	Prad.g_01709	Syac.g_00293
OG0000481	Prad.g_01707	Syac.g_00291
OG0000482	Prad.g_01706	Syac.g_00290
OG0000483	Prad.g_01703	Syac.g_00286
OG0000484	Prad.g_01702	Syac.g_00285
OG0000485	Prad.g_01701	Syac.g_00284
OG0000486	Prad.g_01700	Syac.g_00283
OG0000487	Prad.g_01696	Syac.g_00276
OG0000488	Prad.g_01693	Syac.g_00272
OG0000489	Prad.g_01688	Syac.g_00260
OG0000490	Prad.g_01683	Syac.g_00249
OG0000491	Prad.g_01682	Syac.g_00248
OG0000492	Prad.g_01680	Syac.g_00246
OG0000493	Prad.g_01679	Syac.g_00245
OG0000494	Prad.g_01678	Syac.g_00244
OG0000495	Prad.g_01677	Syac.g_00243
OG0000496	Prad.g_01676	Syac.g_00242
OG0000497	Prad.g_01675	Syac.g_00241
OG0000498	Prad.g_01674	Syac.g_00240
OG0000499	Prad.g_01673	Syac.g_00239
OG0000500	Prad.g_01672	Syac.g_00238
OG0000501	Prad.g_01670	Syac.g_00235
OG0000502	Prad.g_01667	Syac.g_00223
OG0000503	Prad.g_01657	Syac.g_02020
OG0000504	Prad.g_01656	Syac.g_02018
OG0000505	Prad.g_01655	Syac.g_02017
OG0000506	Prad.g_01653	Syac.g_02015
OG0000507	Prad.g_01650	Syac.g_02009
OG0000508	Prad.g_01646	Syac.g_02005
OG0000509	Prad.g_01644	Syac.g_02003
OG0000510	Prad.g_01643	Syac.g_02002
OG0000511	Prad.g_01642	Syac.g_02001
OG0000512	Prad.g_00760	Syac.g_01999
OG0000513	Prad.g_00753	Syac.g_01984
OG0000514	Prad.g_00671	Syac.g_01977
OG0000515	Prad.g_00670	Syac.g_01976
OG0000516	Prad.g_00669	Syac.g_00697
OG0000517	Prad.g_00667	Syac.g_00691
OG0000518	Prad.g_00061	Syac.g_00707
OG0000519	Prad.g_00060	Syac.g_00708
OG0000520	Prad.g_00059	Syac.g_00709
OG0000521	Prad.g_00054	Syac.g_01721
OG0000522	Prad.g_00052	Syac.g_01719
OG0000523	Prad.g_00051	Syac.g_01718
OG0000524	Prad.g_00045	Syac.g_01716
OG0000525	Prad.g_00042	Syac.g_01709
OG0000526	Prad.g_00041	Syac.g_01706
OG0000527	Prad.g_00034	Syac.g_01702
OG0000528	Prad.g_00029	Syac.g_01911
OG0000529	Prad.g_00026	Syac.g_01903
OG0000530	Prad.g_00023	Syac.g_01900
OG0000531	Prad.g_00022	Syac.g_01899
OG0000532	Prad.g_00020	Syac.g_01896
OG0000533	Prad.g_00019	Syac.g_01895
OG0000534	Prad.g_00018	Syac.g_01894
OG0000535	Prad.g_00017	Syac.g_01893
OG0000536	Prad.g_00016	Syac.g_01892
OG0000537	Prad.g_00015	Syac.g_01891
OG0000538	Prad.g_00129	Syac.g_01880
OG0000539	Prad.g_00128	Syac.g_01879
OG0000540	Prad.g_00127	Syac.g_01878
OG0000541	Prad.g_00126	Syac.g_01877
OG0000542	Prad.g_00124	Syac.g_01874
OG0000543	Prad.g_00122	Syac.g_01872
OG0000544	Prad.g_00121	Syac.g_01871
OG0000545	Prad.g_00119	Syac.g_01869
OG0000546	Prad.g_00116	Syac.g_01867
OG0000547	Prad.g_00114	Syac.g_01865
OG0000548	Prad.g_00113	Syac.g_01864
OG0000549	Prad.g_00111	Syac.g_01858
OG0000550	Prad.g_00106	Syac.g_01854
OG0000551	Prad.g_00102	Syac.g_01849
OG0000552	Prad.g_00101	Syac.g_01848
OG0000553	Prad.g_00100	Syac.g_01846
OG0000554	Prad.g_00095	Syac.g_01835
OG0000555	Prad.g_01332	Syac.g_01822
OG0000556	Prad.g_01334	Syac.g_01817
OG0000557	Prad.g_01335	Syac.g_01815
OG0000558	Prad.g_01337	Syac.g_01813
OG0000559	Prad.g_01341	Syac.g_01808
OG0000560	Prad.g_01344	Syac.g_01805
OG0000561	Prad.g_01345	Syac.g_01804
OG0000562	Prad.g_01346	Syac.g_01803
OG0000563	Prad.g_01347	Syac.g_01802
OG0000564	Prad.g_01348	Syac.g_01801
OG0000565	Prad.g_01351	Syac.g_01797
OG0000566	Prad.g_01353	Syac.g_01793
OG0000567	Prad.g_01357	Syac.g_01789
OG0000568	Prad.g_01358	Syac.g_01786
OG0000569	Prad.g_01359	Syac.g_01785
OG0000570	Prad.g_01360	Syac.g_01784
OG0000571	Prad.g_01362	Syac.g_01780
OG0000572	Prad.g_01375	Syac.g_01765
OG0000573	Prad.g_01381	Syac.g_01755
OG0000574	Prad.g_01382	Syac.g_01754
OG0000575	Prad.g_01386	Syac.g_01750
OG0000576	Prad.g_01388	Syac.g_01748
OG0000577	Prad.g_01389	Syac.g_01747
OG0000578	Prad.g_01390	Syac.g_01746
OG0000579	Prad.g_01391	Syac.g_01745
OG0000580	Prad.g_01392	Syac.g_01744
OG0000581	Prad.g_01394	Syac.g_01738
OG0000582	Prad.g_01397	Syac.g_00936
OG0000583	Prad.g_01398	Syac.g_00937
