Orthogroup	Pram	Prar
OG0000145	Pram.g_01946	Prar.g_00030
OG0000146	Pram.g_01947	Prar.g_00029
OG0000147	Pram.g_01948	Prar.g_00028
OG0000148	Pram.g_01950	Prar.g_00026
OG0000149	Pram.g_00001	Prar.g_00024
OG0000150	Pram.g_00002	Prar.g_00023
OG0000151	Pram.g_00003	Prar.g_00022
OG0000152	Pram.g_00004	Prar.g_00021
OG0000153	Pram.g_00005	Prar.g_00020
OG0000154	Pram.g_00006	Prar.g_00019
OG0000155	Pram.g_00007	Prar.g_00018
OG0000156	Pram.g_00008	Prar.g_00017
OG0000157	Pram.g_00009	Prar.g_00016
OG0000158	Pram.g_00011	Prar.g_00014
OG0000159	Pram.g_00012	Prar.g_00013
OG0000160	Pram.g_00013	Prar.g_00012
OG0000161	Pram.g_00014	Prar.g_00011
OG0000162	Pram.g_00015	Prar.g_00010
OG0000163	Pram.g_00016	Prar.g_00009
OG0000164	Pram.g_00019	Prar.g_00006
OG0000165	Pram.g_00021	Prar.g_00002
OG0000166	Pram.g_00022	Prar.g_00001
OG0000167	Pram.g_00023	Prar.g_00594
OG0000168	Pram.g_00024	Prar.g_00580
OG0000169	Pram.g_00026	Prar.g_00578
OG0000170	Pram.g_00028	Prar.g_00577
OG0000171	Pram.g_00029	Prar.g_00576
OG0000172	Pram.g_00030	Prar.g_00574
OG0000173	Pram.g_00033	Prar.g_00573
OG0000174	Pram.g_00034	Prar.g_00572
OG0000175	Pram.g_00035	Prar.g_00571
OG0000176	Pram.g_00037	Prar.g_00569
OG0000177	Pram.g_00038	Prar.g_00568
OG0000178	Pram.g_00039	Prar.g_00567
OG0000179	Pram.g_00048	Prar.g_00554
OG0000180	Pram.g_00049	Prar.g_00553
OG0000181	Pram.g_00050	Prar.g_00552
OG0000182	Pram.g_00054	Prar.g_00549
OG0000183	Pram.g_00055	Prar.g_00548
OG0000184	Pram.g_00058	Prar.g_00255
OG0000185	Pram.g_00062	Prar.g_00251
OG0000186	Pram.g_00063	Prar.g_00250
OG0000187	Pram.g_01536	Prar.g_00249
OG0000188	Pram.g_00064	Prar.g_00248
OG0000189	Pram.g_00065	Prar.g_00247
OG0000190	Pram.g_00066	Prar.g_00246
OG0000191	Pram.g_00067	Prar.g_00245
OG0000192	Pram.g_00068	Prar.g_00244
OG0000193	Pram.g_00069	Prar.g_00243
OG0000194	Pram.g_00070	Prar.g_00242
OG0000195	Pram.g_00072	Prar.g_00240
OG0000196	Pram.g_00073	Prar.g_00239
OG0000197	Pram.g_00074	Prar.g_00238
OG0000198	Pram.g_00075	Prar.g_00237
OG0000199	Pram.g_00078	Prar.g_00234
OG0000200	Pram.g_00079	Prar.g_00233
OG0000201	Pram.g_00080	Prar.g_00232
OG0000202	Pram.g_00081	Prar.g_00231
OG0000203	Pram.g_00082	Prar.g_00230
OG0000204	Pram.g_00083	Prar.g_00229
OG0000205	Pram.g_00085	Prar.g_00228
OG0000206	Pram.g_00086	Prar.g_00227
OG0000207	Pram.g_00087	Prar.g_00226
OG0000208	Pram.g_00088	Prar.g_00225
OG0000209	Pram.g_00089	Prar.g_00224
OG0000210	Pram.g_00090	Prar.g_00222
OG0000211	Pram.g_00091	Prar.g_00221
OG0000212	Pram.g_00092	Prar.g_00220
OG0000213	Pram.g_00093	Prar.g_00219
OG0000214	Pram.g_00097	Prar.g_00217
OG0000215	Pram.g_00098	Prar.g_00216
OG0000216	Pram.g_00100	Prar.g_00214
OG0000217	Pram.g_00101	Prar.g_00213
OG0000218	Pram.g_00102	Prar.g_00212
OG0000219	Pram.g_00103	Prar.g_00211
OG0000220	Pram.g_00106	Prar.g_00208
OG0000221	Pram.g_00109	Prar.g_00206
OG0000222	Pram.g_00110	Prar.g_00205
OG0000223	Pram.g_00111	Prar.g_00204
OG0000224	Pram.g_00113	Prar.g_00201
OG0000225	Pram.g_00115	Prar.g_00199
OG0000226	Pram.g_00117	Prar.g_00198
OG0000227	Pram.g_00118	Prar.g_00197
OG0000228	Pram.g_00119	Prar.g_00196
OG0000229	Pram.g_00120	Prar.g_00195
OG0000230	Pram.g_00121	Prar.g_00194
OG0000231	Pram.g_01001	Prar.g_00192
OG0000232	Pram.g_00123	Prar.g_00191
OG0000233	Pram.g_00126	Prar.g_00188
OG0000234	Pram.g_00128	Prar.g_00186
OG0000235	Pram.g_00130	Prar.g_00182
OG0000236	Pram.g_00131	Prar.g_00181
OG0000237	Pram.g_00132	Prar.g_00180
OG0000238	Pram.g_00133	Prar.g_00179
OG0000239	Pram.g_00134	Prar.g_00178
OG0000240	Pram.g_00136	Prar.g_00176
OG0000241	Pram.g_00137	Prar.g_00175
OG0000242	Pram.g_00138	Prar.g_00174
OG0000243	Pram.g_00139	Prar.g_00173
OG0000244	Pram.g_00140	Prar.g_00172
OG0000245	Pram.g_00141	Prar.g_00171
OG0000246	Pram.g_00143	Prar.g_00169
OG0000247	Pram.g_00144	Prar.g_00168
OG0000248	Pram.g_00145	Prar.g_00167
OG0000249	Pram.g_00146	Prar.g_00166
OG0000250	Pram.g_00147	Prar.g_00165
OG0000251	Pram.g_00148	Prar.g_00164
OG0000252	Pram.g_00149	Prar.g_00163
OG0000253	Pram.g_00150	Prar.g_00162
OG0000254	Pram.g_00152	Prar.g_00160
OG0000255	Pram.g_00153	Prar.g_00159
OG0000256	Pram.g_00156	Prar.g_00156
OG0000257	Pram.g_00157	Prar.g_00154
OG0000258	Pram.g_00158	Prar.g_00153
OG0000259	Pram.g_00159	Prar.g_00152
OG0000260	Pram.g_00160	Prar.g_00151
OG0000261	Pram.g_00161	Prar.g_00150
OG0000262	Pram.g_00162	Prar.g_00149
OG0000263	Pram.g_00163	Prar.g_00148
OG0000264	Pram.g_00165	Prar.g_00146
OG0000265	Pram.g_00166	Prar.g_00145
OG0000266	Pram.g_00167	Prar.g_00144
OG0000267	Pram.g_00169	Prar.g_00142
OG0000268	Pram.g_00171	Prar.g_00141
OG0000269	Pram.g_00172	Prar.g_00140
OG0000270	Pram.g_00173	Prar.g_00139
OG0000271	Pram.g_00174	Prar.g_00138
OG0000272	Pram.g_00175	Prar.g_00137
OG0000273	Pram.g_00176	Prar.g_00136
OG0000274	Pram.g_00177	Prar.g_00135
OG0000275	Pram.g_00178	Prar.g_00134
OG0000276	Pram.g_00179	Prar.g_00133
OG0000277	Pram.g_00180	Prar.g_00132
OG0000278	Pram.g_00181	Prar.g_00131
OG0000279	Pram.g_00182	Prar.g_00130
OG0000280	Pram.g_00183	Prar.g_00129
OG0000281	Pram.g_00185	Prar.g_00127
OG0000282	Pram.g_00186	Prar.g_00126
OG0000283	Pram.g_00189	Prar.g_00123
OG0000284	Pram.g_00190	Prar.g_00122
OG0000285	Pram.g_00191	Prar.g_00121
OG0000286	Pram.g_00193	Prar.g_00119
OG0000287	Pram.g_00194	Prar.g_00118
OG0000288	Pram.g_00195	Prar.g_00117
OG0000289	Pram.g_00196	Prar.g_00116
OG0000290	Pram.g_00197	Prar.g_00115
OG0000291	Pram.g_00198	Prar.g_00114
OG0000292	Pram.g_00199	Prar.g_00113
OG0000293	Pram.g_00200	Prar.g_00112
OG0000294	Pram.g_00201	Prar.g_00111
OG0000295	Pram.g_00202	Prar.g_00110
OG0000296	Pram.g_00203	Prar.g_00109
OG0000297	Pram.g_00204	Prar.g_00108
OG0000298	Pram.g_00205	Prar.g_00107
OG0000299	Pram.g_00206	Prar.g_00106
OG0000300	Pram.g_00207	Prar.g_00105
OG0000301	Pram.g_00208	Prar.g_00104
OG0000302	Pram.g_00209	Prar.g_00103
OG0000303	Pram.g_00210	Prar.g_00102
OG0000304	Pram.g_00212	Prar.g_00101
OG0000305	Pram.g_00213	Prar.g_00100
OG0000306	Pram.g_00214	Prar.g_00099
OG0000307	Pram.g_00216	Prar.g_00098
OG0000308	Pram.g_00217	Prar.g_00097
OG0000309	Pram.g_00218	Prar.g_00096
OG0000310	Pram.g_00219	Prar.g_00095
OG0000311	Pram.g_00220	Prar.g_00094
OG0000312	Pram.g_00222	Prar.g_00092
OG0000313	Pram.g_00223	Prar.g_00091
OG0000314	Pram.g_00227	Prar.g_00088
OG0000315	Pram.g_00228	Prar.g_00087
OG0000316	Pram.g_00230	Prar.g_00085
OG0000317	Pram.g_00232	Prar.g_00083
OG0000318	Pram.g_00233	Prar.g_00082
OG0000319	Pram.g_00234	Prar.g_00081
OG0000320	Pram.g_00235	Prar.g_00080
OG0000321	Pram.g_00238	Prar.g_00077
OG0000322	Pram.g_00242	Prar.g_00334
OG0000323	Pram.g_00243	Prar.g_00333
OG0000324	Pram.g_00246	Prar.g_00330
OG0000325	Pram.g_00247	Prar.g_00328
OG0000326	Pram.g_00248	Prar.g_00327
OG0000327	Pram.g_00250	Prar.g_00325
OG0000328	Pram.g_00251	Prar.g_00324
OG0000329	Pram.g_00252	Prar.g_00323
OG0000330	Pram.g_00253	Prar.g_00322
OG0000331	Pram.g_00254	Prar.g_00321
OG0000332	Pram.g_00255	Prar.g_00320
OG0000333	Pram.g_00256	Prar.g_00319
OG0000334	Pram.g_00257	Prar.g_00318
OG0000335	Pram.g_00258	Prar.g_00317
OG0000336	Pram.g_00260	Prar.g_00316
OG0000337	Pram.g_00263	Prar.g_00312
OG0000338	Pram.g_00264	Prar.g_00311
OG0000339	Pram.g_00265	Prar.g_00310
OG0000340	Pram.g_00266	Prar.g_00309
OG0000341	Pram.g_00270	Prar.g_00305
OG0000342	Pram.g_00271	Prar.g_00304
OG0000343	Pram.g_00274	Prar.g_00302
OG0000344	Pram.g_00275	Prar.g_00301
OG0000345	Pram.g_00276	Prar.g_00300
OG0000346	Pram.g_00277	Prar.g_00299
OG0000347	Pram.g_00278	Prar.g_00298
OG0000348	Pram.g_00280	Prar.g_00297
OG0000349	Pram.g_00281	Prar.g_00296
OG0000350	Pram.g_00282	Prar.g_00295
OG0000351	Pram.g_00284	Prar.g_00292
OG0000352	Pram.g_00287	Prar.g_00289
OG0000353	Pram.g_00288	Prar.g_00288
OG0000354	Pram.g_00289	Prar.g_00287
OG0000355	Pram.g_00290	Prar.g_00286
OG0000356	Pram.g_00291	Prar.g_00285
OG0000357	Pram.g_00292	Prar.g_00284
OG0000358	Pram.g_00293	Prar.g_00283
OG0000359	Pram.g_00294	Prar.g_00282
OG0000360	Pram.g_00296	Prar.g_00279
OG0000361	Pram.g_00297	Prar.g_00278
OG0000362	Pram.g_00298	Prar.g_00277
OG0000363	Pram.g_00299	Prar.g_00276
OG0000364	Pram.g_00300	Prar.g_00275
OG0000365	Pram.g_00301	Prar.g_00274
OG0000366	Pram.g_00302	Prar.g_00273
OG0000367	Pram.g_00303	Prar.g_00272
OG0000368	Pram.g_00304	Prar.g_00271
OG0000369	Pram.g_00305	Prar.g_00270
OG0000370	Pram.g_00306	Prar.g_00269
OG0000371	Pram.g_00307	Prar.g_00268
OG0000372	Pram.g_00309	Prar.g_00266
OG0000373	Pram.g_00311	Prar.g_00264
OG0000374	Pram.g_00312	Prar.g_00263
OG0000375	Pram.g_00313	Prar.g_00262
OG0000376	Pram.g_00315	Prar.g_00260
OG0000377	Pram.g_00321	Prar.g_00259
OG0000378	Pram.g_00322	Prar.g_00258
OG0000379	Pram.g_00328	Prar.g_00394
OG0000380	Pram.g_00330	Prar.g_00395
OG0000381	Pram.g_00331	Prar.g_00396
OG0000382	Pram.g_00332	Prar.g_00398
OG0000383	Pram.g_00336	Prar.g_00401
OG0000384	Pram.g_00337	Prar.g_00402
OG0000385	Pram.g_00340	Prar.g_00405
OG0000386	Pram.g_00341	Prar.g_00406
OG0000387	Pram.g_00342	Prar.g_00407
OG0000388	Pram.g_00343	Prar.g_00408
OG0000389	Pram.g_00344	Prar.g_00409
OG0000390	Pram.g_00345	Prar.g_00410
OG0000391	Pram.g_00346	Prar.g_00411
OG0000392	Pram.g_00347	Prar.g_00412
OG0000393	Pram.g_00351	Prar.g_00415
OG0000394	Pram.g_00352	Prar.g_00416
OG0000395	Pram.g_00355	Prar.g_00418
OG0000396	Pram.g_00864	Prar.g_00419
OG0000397	Pram.g_01184	Prar.g_00432
OG0000398	Pram.g_01537	Prar.g_00440
OG0000399	Pram.g_01177	Prar.g_00441
OG0000400	Pram.g_01696	Prar.g_00446
OG0000401	Pram.g_00366	Prar.g_00479
OG0000402	Pram.g_00367	Prar.g_00480
OG0000403	Pram.g_00368	Prar.g_00481
OG0000404	Pram.g_00370	Prar.g_00483
OG0000405	Pram.g_00371	Prar.g_00484
OG0000406	Pram.g_00373	Prar.g_00486
OG0000407	Pram.g_00374	Prar.g_00487
OG0000408	Pram.g_00375	Prar.g_00488
OG0000409	Pram.g_00376	Prar.g_00489
OG0000410	Pram.g_00377	Prar.g_00490
OG0000411	Pram.g_00378	Prar.g_00491
OG0000412	Pram.g_00379	Prar.g_00492
OG0000413	Pram.g_00380	Prar.g_00493
OG0000414	Pram.g_00381	Prar.g_00494
OG0000415	Pram.g_00382	Prar.g_00495
OG0000416	Pram.g_00383	Prar.g_00496
OG0000417	Pram.g_00384	Prar.g_00497
OG0000418	Pram.g_00385	Prar.g_00498
OG0000419	Pram.g_00386	Prar.g_00499
OG0000420	Pram.g_00387	Prar.g_00500
OG0000421	Pram.g_00393	Prar.g_00501
OG0000422	Pram.g_00395	Prar.g_00503
OG0000423	Pram.g_00396	Prar.g_00504
OG0000424	Pram.g_00397	Prar.g_00506
OG0000425	Pram.g_00400	Prar.g_00510
OG0000426	Pram.g_00401	Prar.g_00511
OG0000427	Pram.g_00402	Prar.g_00512
OG0000428	Pram.g_00404	Prar.g_00513
OG0000429	Pram.g_00406	Prar.g_00514
OG0000430	Pram.g_00407	Prar.g_00521
OG0000431	Pram.g_00409	Prar.g_00523
OG0000432	Pram.g_00410	Prar.g_00524
OG0000433	Pram.g_00413	Prar.g_00527
OG0000434	Pram.g_00414	Prar.g_00528
OG0000435	Pram.g_00415	Prar.g_00529
OG0000436	Pram.g_00417	Prar.g_00531
OG0000437	Pram.g_00419	Prar.g_00533
OG0000438	Pram.g_00420	Prar.g_00534
OG0000439	Pram.g_00421	Prar.g_00535
OG0000440	Pram.g_00423	Prar.g_00537
OG0000441	Pram.g_00424	Prar.g_00538
OG0000442	Pram.g_00425	Prar.g_00539
OG0000443	Pram.g_00426	Prar.g_00540
OG0000444	Pram.g_00427	Prar.g_00541
OG0000445	Pram.g_00428	Prar.g_00542
OG0000446	Pram.g_00429	Prar.g_00543
OG0000447	Pram.g_00430	Prar.g_00544
OG0000448	Pram.g_00431	Prar.g_00545
OG0000449	Pram.g_00438	Prar.g_01331
OG0000450	Pram.g_00439	Prar.g_01332
OG0000451	Pram.g_00440	Prar.g_01333
OG0000452	Pram.g_00441	Prar.g_01334
OG0000453	Pram.g_00442	Prar.g_01336
OG0000454	Pram.g_00443	Prar.g_01337
OG0000455	Pram.g_00444	Prar.g_01338
OG0000456	Pram.g_00445	Prar.g_01339
OG0000457	Pram.g_00447	Prar.g_01341
OG0000458	Pram.g_00449	Prar.g_01343
OG0000459	Pram.g_00450	Prar.g_01344
OG0000460	Pram.g_00452	Prar.g_01345
OG0000461	Pram.g_00453	Prar.g_01346
OG0000462	Pram.g_00454	Prar.g_01347
OG0000463	Pram.g_00456	Prar.g_01348
OG0000464	Pram.g_00461	Prar.g_01353
OG0000465	Pram.g_00462	Prar.g_01355
OG0000466	Pram.g_00463	Prar.g_01356
OG0000467	Pram.g_00464	Prar.g_01357
OG0000468	Pram.g_00465	Prar.g_01358
OG0000469	Pram.g_00466	Prar.g_01359
OG0000470	Pram.g_00468	Prar.g_01360
OG0000471	Pram.g_00469	Prar.g_01361
OG0000472	Pram.g_00472	Prar.g_01364
OG0000473	Pram.g_00473	Prar.g_01365
OG0000474	Pram.g_00474	Prar.g_01366
OG0000475	Pram.g_00475	Prar.g_01367
OG0000476	Pram.g_00476	Prar.g_01368
OG0000477	Pram.g_00477	Prar.g_01370
OG0000478	Pram.g_00478	Prar.g_01371
OG0000479	Pram.g_00479	Prar.g_01372
OG0000480	Pram.g_00481	Prar.g_01374
OG0000481	Pram.g_00482	Prar.g_01375
OG0000482	Pram.g_00483	Prar.g_01376
OG0000483	Pram.g_00484	Prar.g_01377
OG0000484	Pram.g_00485	Prar.g_01378
OG0000485	Pram.g_00486	Prar.g_01379
OG0000486	Pram.g_00487	Prar.g_01380
OG0000487	Pram.g_00488	Prar.g_01381
OG0000488	Pram.g_00490	Prar.g_01383
OG0000489	Pram.g_00491	Prar.g_01384
OG0000490	Pram.g_00492	Prar.g_01385
OG0000491	Pram.g_00493	Prar.g_01386
OG0000492	Pram.g_00494	Prar.g_01387
OG0000493	Pram.g_00495	Prar.g_01388
OG0000494	Pram.g_00497	Prar.g_01390
OG0000495	Pram.g_00498	Prar.g_01391
OG0000496	Pram.g_00500	Prar.g_01392
OG0000497	Pram.g_00502	Prar.g_01393
OG0000498	Pram.g_00503	Prar.g_01394
OG0000499	Pram.g_00505	Prar.g_01396
OG0000500	Pram.g_00506	Prar.g_01397
OG0000501	Pram.g_00508	Prar.g_01399
OG0000502	Pram.g_00509	Prar.g_01400
OG0000503	Pram.g_00510	Prar.g_01401
OG0000504	Pram.g_00511	Prar.g_01402
OG0000505	Pram.g_00512	Prar.g_01403
OG0000506	Pram.g_00513	Prar.g_01404
OG0000507	Pram.g_00514	Prar.g_01405
OG0000508	Pram.g_00516	Prar.g_01407
OG0000509	Pram.g_00517	Prar.g_01408
OG0000510	Pram.g_00518	Prar.g_01409
OG0000511	Pram.g_00519	Prar.g_01410
OG0000512	Pram.g_00520	Prar.g_01411
OG0000513	Pram.g_00521	Prar.g_01412
OG0000514	Pram.g_00522	Prar.g_01413
OG0000515	Pram.g_00523	Prar.g_01415
OG0000516	Pram.g_00524	Prar.g_01416
OG0000517	Pram.g_00525	Prar.g_01417
OG0000518	Pram.g_00528	Prar.g_01420
OG0000519	Pram.g_00529	Prar.g_01422
OG0000520	Pram.g_00530	Prar.g_01423
OG0000521	Pram.g_00531	Prar.g_01424
OG0000522	Pram.g_00532	Prar.g_01425
OG0000523	Pram.g_00533	Prar.g_01426
OG0000524	Pram.g_00534	Prar.g_01427
OG0000525	Pram.g_00536	Prar.g_01429
OG0000526	Pram.g_00537	Prar.g_01430
OG0000527	Pram.g_00538	Prar.g_01431
OG0000528	Pram.g_00539	Prar.g_01432
OG0000529	Pram.g_00540	Prar.g_01433
OG0000530	Pram.g_00541	Prar.g_01434
OG0000531	Pram.g_00543	Prar.g_01435
OG0000532	Pram.g_00544	Prar.g_01436
OG0000533	Pram.g_00545	Prar.g_01437
OG0000534	Pram.g_00546	Prar.g_01438
OG0000535	Pram.g_00547	Prar.g_01439
OG0000536	Pram.g_00548	Prar.g_01440
OG0000537	Pram.g_00549	Prar.g_01441
OG0000538	Pram.g_00550	Prar.g_01442
OG0000539	Pram.g_00551	Prar.g_01443
OG0000540	Pram.g_00552	Prar.g_01444
OG0000541	Pram.g_00553	Prar.g_01445
OG0000542	Pram.g_00554	Prar.g_01446
OG0000543	Pram.g_00555	Prar.g_01447
OG0000544	Pram.g_00556	Prar.g_01448
OG0000545	Pram.g_00559	Prar.g_01451
OG0000546	Pram.g_00560	Prar.g_01452
OG0000547	Pram.g_00562	Prar.g_01454
OG0000548	Pram.g_00564	Prar.g_01455
OG0000549	Pram.g_00565	Prar.g_01456
OG0000550	Pram.g_00566	Prar.g_01457
OG0000551	Pram.g_00568	Prar.g_01458
OG0000552	Pram.g_00569	Prar.g_01459
OG0000553	Pram.g_01080	Prar.g_01460
OG0000554	Pram.g_01079	Prar.g_01461
OG0000555	Pram.g_01078	Prar.g_01462
OG0000556	Pram.g_01077	Prar.g_01463
OG0000557	Pram.g_01076	Prar.g_01464
OG0000558	Pram.g_01075	Prar.g_01465
OG0000559	Pram.g_01074	Prar.g_01466
OG0000560	Pram.g_01073	Prar.g_01468
OG0000561	Pram.g_01072	Prar.g_01469
OG0000562	Pram.g_01070	Prar.g_01470
OG0000563	Pram.g_01069	Prar.g_01471
OG0000564	Pram.g_01068	Prar.g_01472
OG0000565	Pram.g_01067	Prar.g_01473
OG0000566	Pram.g_01066	Prar.g_01474
OG0000567	Pram.g_01065	Prar.g_01475
OG0000568	Pram.g_01064	Prar.g_01476
OG0000569	Pram.g_01063	Prar.g_01477
OG0000570	Pram.g_01062	Prar.g_01478
OG0000571	Pram.g_01061	Prar.g_01479
OG0000572	Pram.g_01060	Prar.g_01480
OG0000573	Pram.g_01057	Prar.g_01483
OG0000574	Pram.g_01056	Prar.g_01484
OG0000575	Pram.g_01055	Prar.g_01485
OG0000576	Pram.g_01054	Prar.g_01486
OG0000577	Pram.g_01053	Prar.g_01487
OG0000578	Pram.g_01052	Prar.g_01488
OG0000579	Pram.g_01051	Prar.g_01489
OG0000580	Pram.g_01050	Prar.g_01490
OG0000581	Pram.g_01049	Prar.g_01491
OG0000582	Pram.g_01048	Prar.g_01492
