Orthogroup	Pram	Prbl
OG0000317	Pram.g_00232	Prbl.g_02666
OG0000318	Pram.g_00233	Prbl.g_01516
OG0000319	Pram.g_00234	Prbl.g_01515
OG0000320	Pram.g_00235	Prbl.g_01513
OG0000321	Pram.g_00238	Prbl.g_01508
OG0000322	Pram.g_00242	Prbl.g_01499
OG0000323	Pram.g_00243	Prbl.g_01498
OG0000324	Pram.g_00246	Prbl.g_01496
OG0000325	Pram.g_00247	Prbl.g_01494
OG0000326	Pram.g_00248	Prbl.g_01492
OG0000327	Pram.g_00250	Prbl.g_01486
OG0000328	Pram.g_00251	Prbl.g_01919
OG0000329	Pram.g_00252	Prbl.g_01473
OG0000330	Pram.g_00253	Prbl.g_01472
OG0000331	Pram.g_00254	Prbl.g_01470
OG0000332	Pram.g_00255	Prbl.g_01469
OG0000333	Pram.g_00256	Prbl.g_01468
OG0000334	Pram.g_00257	Prbl.g_01467
OG0000335	Pram.g_00258	Prbl.g_01466
OG0000336	Pram.g_00260	Prbl.g_01464
OG0000337	Pram.g_00263	Prbl.g_01459
OG0000338	Pram.g_00264	Prbl.g_01458
OG0000339	Pram.g_00265	Prbl.g_01457
OG0000340	Pram.g_00266	Prbl.g_01455
OG0000341	Pram.g_00270	Prbl.g_01450
OG0000342	Pram.g_00271	Prbl.g_01449
OG0000343	Pram.g_00274	Prbl.g_01447
OG0000344	Pram.g_00275	Prbl.g_01445
OG0000345	Pram.g_00276	Prbl.g_01444
OG0000346	Pram.g_00277	Prbl.g_01443
OG0000347	Pram.g_00278	Prbl.g_01442
OG0000348	Pram.g_00280	Prbl.g_01441
OG0000349	Pram.g_00281	Prbl.g_01440
OG0000350	Pram.g_00282	Prbl.g_01439
OG0000351	Pram.g_00284	Prbl.g_01435
OG0000352	Pram.g_00287	Prbl.g_01431
OG0000353	Pram.g_00288	Prbl.g_01428
OG0000354	Pram.g_00289	Prbl.g_01427
OG0000355	Pram.g_00290	Prbl.g_01426
OG0000356	Pram.g_00291	Prbl.g_01421
OG0000357	Pram.g_00292	Prbl.g_01420
OG0000358	Pram.g_00293	Prbl.g_01419
OG0000359	Pram.g_00294	Prbl.g_01417
OG0000360	Pram.g_00296	Prbl.g_01414
OG0000361	Pram.g_00297	Prbl.g_01413
OG0000362	Pram.g_00298	Prbl.g_00911
OG0000363	Pram.g_00299	Prbl.g_00909
OG0000364	Pram.g_00300	Prbl.g_00908
OG0000365	Pram.g_00301	Prbl.g_00907
OG0000366	Pram.g_00302	Prbl.g_00906
OG0000367	Pram.g_00303	Prbl.g_00905
OG0000368	Pram.g_00304	Prbl.g_00904
OG0000369	Pram.g_00305	Prbl.g_00903
OG0000370	Pram.g_00306	Prbl.g_00902
OG0000371	Pram.g_00307	Prbl.g_00901
OG0000372	Pram.g_00309	Prbl.g_00898
OG0000373	Pram.g_00311	Prbl.g_00888
OG0000374	Pram.g_00312	Prbl.g_00886
OG0000375	Pram.g_00313	Prbl.g_00877
OG0000376	Pram.g_00315	Prbl.g_01183
OG0000377	Pram.g_00321	Prbl.g_01190
OG0000378	Pram.g_00322	Prbl.g_01191
OG0000379	Pram.g_00328	Prbl.g_01201
OG0000380	Pram.g_00330	Prbl.g_01203
OG0000381	Pram.g_00331	Prbl.g_01204
OG0000382	Pram.g_00332	Prbl.g_01206
OG0000383	Pram.g_00336	Prbl.g_01210
OG0000384	Pram.g_00337	Prbl.g_01211
OG0000385	Pram.g_00340	Prbl.g_01217
OG0000386	Pram.g_00341	Prbl.g_01218
OG0000387	Pram.g_00342	Prbl.g_01219
OG0000388	Pram.g_00343	Prbl.g_01220
OG0000389	Pram.g_00344	Prbl.g_01221
OG0000390	Pram.g_00345	Prbl.g_01222
OG0000391	Pram.g_00346	Prbl.g_01223
OG0000392	Pram.g_00347	Prbl.g_01224
OG0000393	Pram.g_00351	Prbl.g_02673
OG0000394	Pram.g_00352	Prbl.g_02674
OG0000395	Pram.g_00355	Prbl.g_02678
OG0000396	Pram.g_00864	Prbl.g_01564
OG0000397	Pram.g_01184	Prbl.g_00609
OG0000398	Pram.g_01537	Prbl.g_00410
OG0000399	Pram.g_01177	Prbl.g_01693
OG0000400	Pram.g_01696	Prbl.g_02681
OG0000401	Pram.g_00366	Prbl.g_00676
OG0000402	Pram.g_00367	Prbl.g_00675
OG0000403	Pram.g_00368	Prbl.g_00663
OG0000404	Pram.g_00370	Prbl.g_00653
OG0000405	Pram.g_00371	Prbl.g_00652
OG0000406	Pram.g_00373	Prbl.g_00650
OG0000407	Pram.g_00374	Prbl.g_00649
OG0000408	Pram.g_00375	Prbl.g_00648
OG0000409	Pram.g_00376	Prbl.g_00647
OG0000410	Pram.g_00377	Prbl.g_00645
OG0000411	Pram.g_00378	Prbl.g_00644
OG0000412	Pram.g_00379	Prbl.g_00643
OG0000413	Pram.g_00380	Prbl.g_00642
OG0000414	Pram.g_00381	Prbl.g_00641
OG0000415	Pram.g_00382	Prbl.g_00640
OG0000416	Pram.g_00383	Prbl.g_00639
OG0000417	Pram.g_00384	Prbl.g_00635
OG0000418	Pram.g_00385	Prbl.g_00634
OG0000419	Pram.g_00386	Prbl.g_00633
OG0000420	Pram.g_00387	Prbl.g_00632
OG0000421	Pram.g_00393	Prbl.g_00625
OG0000422	Pram.g_00395	Prbl.g_00623
OG0000423	Pram.g_00396	Prbl.g_00622
OG0000424	Pram.g_00397	Prbl.g_00619
OG0000425	Pram.g_00400	Prbl.g_01364
OG0000426	Pram.g_00401	Prbl.g_01363
OG0000427	Pram.g_00402	Prbl.g_01360
OG0000428	Pram.g_00404	Prbl.g_01348
OG0000429	Pram.g_00406	Prbl.g_01346
OG0000430	Pram.g_00407	Prbl.g_01344
OG0000431	Pram.g_00409	Prbl.g_01342
OG0000432	Pram.g_00410	Prbl.g_01341
OG0000433	Pram.g_00413	Prbl.g_00503
OG0000434	Pram.g_00414	Prbl.g_00506
OG0000435	Pram.g_00415	Prbl.g_00510
OG0000436	Pram.g_00417	Prbl.g_00512
OG0000437	Pram.g_00419	Prbl.g_00514
OG0000438	Pram.g_00420	Prbl.g_00515
OG0000439	Pram.g_00421	Prbl.g_00516
OG0000440	Pram.g_00423	Prbl.g_00519
OG0000441	Pram.g_00424	Prbl.g_00521
OG0000442	Pram.g_00425	Prbl.g_00522
OG0000443	Pram.g_00426	Prbl.g_00523
OG0000444	Pram.g_00427	Prbl.g_00524
OG0000445	Pram.g_00428	Prbl.g_00525
OG0000446	Pram.g_00429	Prbl.g_00526
OG0000447	Pram.g_00430	Prbl.g_00527
OG0000448	Pram.g_00431	Prbl.g_00528
OG0000449	Pram.g_00438	Prbl.g_00536
OG0000450	Pram.g_00439	Prbl.g_00806
OG0000451	Pram.g_00440	Prbl.g_00805
OG0000452	Pram.g_00441	Prbl.g_00804
OG0000453	Pram.g_00442	Prbl.g_00801
OG0000454	Pram.g_00443	Prbl.g_00800
OG0000455	Pram.g_00444	Prbl.g_00799
OG0000456	Pram.g_00445	Prbl.g_00798
OG0000457	Pram.g_00447	Prbl.g_00797
OG0000458	Pram.g_00449	Prbl.g_00795
OG0000459	Pram.g_00450	Prbl.g_00794
OG0000460	Pram.g_00452	Prbl.g_00792
OG0000461	Pram.g_00453	Prbl.g_00791
OG0000462	Pram.g_00454	Prbl.g_00790
OG0000463	Pram.g_00456	Prbl.g_00785
OG0000464	Pram.g_00461	Prbl.g_00780
OG0000465	Pram.g_00462	Prbl.g_00779
OG0000466	Pram.g_00463	Prbl.g_00778
OG0000467	Pram.g_00464	Prbl.g_00776
OG0000468	Pram.g_00465	Prbl.g_00775
OG0000469	Pram.g_00466	Prbl.g_00770
OG0000470	Pram.g_00468	Prbl.g_01526
OG0000471	Pram.g_00469	Prbl.g_00032
OG0000472	Pram.g_00472	Prbl.g_00765
OG0000473	Pram.g_00473	Prbl.g_00763
OG0000474	Pram.g_00474	Prbl.g_00761
OG0000475	Pram.g_00475	Prbl.g_00760
OG0000476	Pram.g_00476	Prbl.g_00754
OG0000477	Pram.g_00477	Prbl.g_00751
OG0000478	Pram.g_00478	Prbl.g_00749
OG0000479	Pram.g_00479	Prbl.g_00747
OG0000480	Pram.g_00481	Prbl.g_02645
OG0000481	Pram.g_00482	Prbl.g_01878
OG0000482	Pram.g_00483	Prbl.g_01879
OG0000483	Pram.g_00484	Prbl.g_01881
OG0000484	Pram.g_00485	Prbl.g_01882
OG0000485	Pram.g_00486	Prbl.g_01883
OG0000486	Pram.g_00487	Prbl.g_01884
OG0000487	Pram.g_00488	Prbl.g_01885
OG0000488	Pram.g_00490	Prbl.g_01887
OG0000489	Pram.g_00491	Prbl.g_01888
OG0000490	Pram.g_00492	Prbl.g_01889
OG0000491	Pram.g_00493	Prbl.g_01890
OG0000492	Pram.g_00494	Prbl.g_01891
OG0000493	Pram.g_00495	Prbl.g_01892
OG0000494	Pram.g_00497	Prbl.g_01894
OG0000495	Pram.g_00498	Prbl.g_01895
OG0000496	Pram.g_00500	Prbl.g_01897
OG0000497	Pram.g_00502	Prbl.g_01899
OG0000498	Pram.g_00503	Prbl.g_01900
OG0000499	Pram.g_00505	Prbl.g_01902
OG0000500	Pram.g_00506	Prbl.g_01903
OG0000501	Pram.g_00508	Prbl.g_01801
OG0000502	Pram.g_00509	Prbl.g_01800
OG0000503	Pram.g_00510	Prbl.g_01799
OG0000504	Pram.g_00511	Prbl.g_01797
OG0000505	Pram.g_00512	Prbl.g_01796
OG0000506	Pram.g_00513	Prbl.g_01795
OG0000507	Pram.g_00514	Prbl.g_01794
OG0000508	Pram.g_00516	Prbl.g_01790
OG0000509	Pram.g_00517	Prbl.g_01789
OG0000510	Pram.g_00518	Prbl.g_01788
OG0000511	Pram.g_00519	Prbl.g_01787
OG0000512	Pram.g_00520	Prbl.g_01786
OG0000513	Pram.g_00521	Prbl.g_01785
OG0000514	Pram.g_00522	Prbl.g_01784
OG0000515	Pram.g_00523	Prbl.g_01781
OG0000516	Pram.g_00524	Prbl.g_01780
OG0000517	Pram.g_00525	Prbl.g_01779
OG0000518	Pram.g_00528	Prbl.g_01775
OG0000519	Pram.g_00529	Prbl.g_01774
OG0000520	Pram.g_00530	Prbl.g_01773
OG0000521	Pram.g_00531	Prbl.g_01772
OG0000522	Pram.g_00532	Prbl.g_01766
OG0000523	Pram.g_00533	Prbl.g_01765
OG0000524	Pram.g_00534	Prbl.g_01764
OG0000525	Pram.g_00536	Prbl.g_01762
OG0000526	Pram.g_00537	Prbl.g_01761
OG0000527	Pram.g_00538	Prbl.g_01760
OG0000528	Pram.g_00539	Prbl.g_01759
OG0000529	Pram.g_00540	Prbl.g_01758
OG0000530	Pram.g_00541	Prbl.g_01757
OG0000531	Pram.g_00543	Prbl.g_01754
OG0000532	Pram.g_00544	Prbl.g_01752
OG0000533	Pram.g_00545	Prbl.g_01751
OG0000534	Pram.g_00546	Prbl.g_01750
OG0000535	Pram.g_00547	Prbl.g_01749
OG0000536	Pram.g_00548	Prbl.g_01748
OG0000537	Pram.g_00549	Prbl.g_01747
OG0000538	Pram.g_00550	Prbl.g_01746
OG0000539	Pram.g_00551	Prbl.g_01744
OG0000540	Pram.g_00552	Prbl.g_01742
OG0000541	Pram.g_00553	Prbl.g_01610
OG0000542	Pram.g_00554	Prbl.g_01611
OG0000543	Pram.g_00555	Prbl.g_01612
OG0000544	Pram.g_00556	Prbl.g_01613
OG0000545	Pram.g_00559	Prbl.g_01616
OG0000546	Pram.g_00560	Prbl.g_01617
OG0000547	Pram.g_00562	Prbl.g_01619
OG0000548	Pram.g_00564	Prbl.g_01624
OG0000549	Pram.g_00565	Prbl.g_01625
OG0000550	Pram.g_00566	Prbl.g_01626
OG0000551	Pram.g_00568	Prbl.g_01629
OG0000552	Pram.g_00569	Prbl.g_01631
OG0000553	Pram.g_01080	Prbl.g_01632
OG0000554	Pram.g_01079	Prbl.g_01634
OG0000555	Pram.g_01078	Prbl.g_01635
OG0000556	Pram.g_01077	Prbl.g_01636
OG0000557	Pram.g_01076	Prbl.g_01637
OG0000558	Pram.g_01075	Prbl.g_01639
OG0000559	Pram.g_01074	Prbl.g_01640
OG0000560	Pram.g_01073	Prbl.g_01642
OG0000561	Pram.g_01072	Prbl.g_01643
OG0000562	Pram.g_01070	Prbl.g_01645
OG0000563	Pram.g_01069	Prbl.g_01646
OG0000564	Pram.g_01068	Prbl.g_01647
OG0000565	Pram.g_01067	Prbl.g_01655
OG0000566	Pram.g_01066	Prbl.g_01656
OG0000567	Pram.g_01065	Prbl.g_01657
OG0000568	Pram.g_01064	Prbl.g_01658
OG0000569	Pram.g_01063	Prbl.g_01659
OG0000570	Pram.g_01062	Prbl.g_01662
