Orthogroup	Pram	Prbd
OG0000090	Pram.g_00125	Prbd.g_01104, Prbd.g_01103
OG0000091	Pram.g_00154	Prbd.g_01071
OG0000092	Pram.g_00155	Prbd.g_01070
OG0000093	Pram.g_00168	Prbd.g_01056
OG0000094	Pram.g_00187	Prbd.g_01038
OG0000095	Pram.g_00192	Prbd.g_01033
OG0000096	Pram.g_00239	Prbd.g_00988
OG0000097	Pram.g_00262	Prbd.g_00965
OG0000099	Pram.g_00283	Prbd.g_00945
OG0000100	Pram.g_00286	Prbd.g_00942
OG0000101	Pram.g_00354	Prbd.g_00882
OG0000102	Pram.g_01589	Prbd.g_00855
OG0000103	Pram.g_00412	Prbd.g_00766
OG0000104	Pram.g_00416	Prbd.g_00762
OG0000105	Pram.g_00437	Prbd.g_00743
OG0000106	Pram.g_00470	Prbd.g_00710
OG0000107	Pram.g_00471	Prbd.g_00709
OG0000108	Pram.g_00480	Prbd.g_00699
OG0000109	Pram.g_00489	Prbd.g_00690
OG0000110	Pram.g_00507	Prbd.g_00674
OG0000111	Pram.g_01059	Prbd.g_00593
OG0000112	Pram.g_01058	Prbd.g_00592
OG0000113	Pram.g_01006	Prbd.g_00029
OG0000114	Pram.g_00807	Prbd.g_00100
OG0000115	Pram.g_00943	Prbd.g_00264
OG0000116	Pram.g_00947	Prbd.g_00268
OG0000117	Pram.g_00891	Prbd.g_00337
OG0000118	Pram.g_01185	Prbd.g_00389
OG0000119	Pram.g_01549	Prbd.g_00430
OG0000120	Pram.g_01133	Prbd.g_00474
OG0000121	Pram.g_01110	Prbd.g_00493
OG0000122	Pram.g_01090	Prbd.g_00512
OG0000123	Pram.g_00571	Prbd.g_00525
OG0000124	Pram.g_01254	Prbd.g_01921
OG0000125	Pram.g_01242	Prbd.g_01789
OG0000126	Pram.g_01468	Prbd.g_01764
OG0000127	Pram.g_01393	Prbd.g_01702
OG0000128	Pram.g_01377	Prbd.g_01688
OG0000129	Pram.g_01341	Prbd.g_01652
OG0000130	Pram.g_01629	Prbd.g_01527
OG0000131	Pram.g_01669	Prbd.g_01489
OG0000132	Pram.g_01672	Prbd.g_01486
OG0000133	Pram.g_01728	Prbd.g_01432
OG0000134	Pram.g_01764	Prbd.g_01396
OG0000135	Pram.g_01766	Prbd.g_01394
OG0000136	Pram.g_01817	Prbd.g_01350
OG0000137	Pram.g_01851	Prbd.g_01317
OG0000138	Pram.g_01886	Prbd.g_01281
OG0000139	Pram.g_01917	Prbd.g_01255
OG0000140	Pram.g_01939	Prbd.g_01236
OG0000141	Pram.g_01940	Prbd.g_01235
OG0000142	Pram.g_01942	Prbd.g_01233
OG0000143	Pram.g_01943	Prbd.g_01232
OG0000144	Pram.g_01945	Prbd.g_01230
OG0000145	Pram.g_01946	Prbd.g_01229
OG0000146	Pram.g_01947	Prbd.g_01228
OG0000147	Pram.g_01948	Prbd.g_01227
OG0000148	Pram.g_01950	Prbd.g_01225
OG0000149	Pram.g_00001	Prbd.g_01223
OG0000150	Pram.g_00002	Prbd.g_01222
OG0000151	Pram.g_00003	Prbd.g_01221
OG0000152	Pram.g_00004	Prbd.g_01220
OG0000153	Pram.g_00005	Prbd.g_01219
OG0000154	Pram.g_00006	Prbd.g_01218
OG0000155	Pram.g_00007	Prbd.g_01217
OG0000156	Pram.g_00008	Prbd.g_01216
OG0000157	Pram.g_00009	Prbd.g_01215
OG0000158	Pram.g_00011	Prbd.g_01213
OG0000159	Pram.g_00012	Prbd.g_01212
OG0000160	Pram.g_00013	Prbd.g_01211
OG0000161	Pram.g_00014	Prbd.g_01210
OG0000162	Pram.g_00015	Prbd.g_01209
OG0000163	Pram.g_00016	Prbd.g_01208
OG0000164	Pram.g_00019	Prbd.g_01205
OG0000165	Pram.g_00021	Prbd.g_01202
OG0000166	Pram.g_00022	Prbd.g_01201
OG0000167	Pram.g_00023	Prbd.g_01200
OG0000168	Pram.g_00024	Prbd.g_01198
OG0000169	Pram.g_00026	Prbd.g_01196
OG0000170	Pram.g_00028	Prbd.g_01195
OG0000171	Pram.g_00029	Prbd.g_01194
OG0000172	Pram.g_00030	Prbd.g_01192
OG0000173	Pram.g_00033	Prbd.g_01191
OG0000174	Pram.g_00034	Prbd.g_01190
OG0000175	Pram.g_00035	Prbd.g_01189
OG0000176	Pram.g_00037	Prbd.g_01187
OG0000177	Pram.g_00038	Prbd.g_01186
OG0000178	Pram.g_00039	Prbd.g_01185
OG0000179	Pram.g_00048	Prbd.g_01180
OG0000180	Pram.g_00049	Prbd.g_01179
OG0000181	Pram.g_00050	Prbd.g_01178
OG0000182	Pram.g_00054	Prbd.g_01175
OG0000183	Pram.g_00055	Prbd.g_01174
OG0000184	Pram.g_00058	Prbd.g_01171
OG0000185	Pram.g_00062	Prbd.g_01167
OG0000186	Pram.g_00063	Prbd.g_01166
OG0000187	Pram.g_01536	Prbd.g_01165
OG0000188	Pram.g_00064	Prbd.g_01164
OG0000189	Pram.g_00065	Prbd.g_01163
OG0000190	Pram.g_00066	Prbd.g_01162
OG0000191	Pram.g_00067	Prbd.g_01161
OG0000192	Pram.g_00068	Prbd.g_01160
OG0000193	Pram.g_00069	Prbd.g_01159
OG0000194	Pram.g_00070	Prbd.g_01158
OG0000195	Pram.g_00072	Prbd.g_01156
OG0000196	Pram.g_00073	Prbd.g_01155
OG0000197	Pram.g_00074	Prbd.g_01154
OG0000198	Pram.g_00075	Prbd.g_01153
OG0000199	Pram.g_00078	Prbd.g_01150
OG0000200	Pram.g_00079	Prbd.g_01149
OG0000201	Pram.g_00080	Prbd.g_01148
OG0000202	Pram.g_00081	Prbd.g_01147
OG0000203	Pram.g_00082	Prbd.g_01146
OG0000204	Pram.g_00083	Prbd.g_01145
OG0000205	Pram.g_00085	Prbd.g_01144
OG0000206	Pram.g_00086	Prbd.g_01143
OG0000207	Pram.g_00087	Prbd.g_01142
OG0000208	Pram.g_00088	Prbd.g_01141
OG0000209	Pram.g_00089	Prbd.g_01140
OG0000210	Pram.g_00090	Prbd.g_01138
OG0000211	Pram.g_00091	Prbd.g_01137
OG0000212	Pram.g_00092	Prbd.g_01136
OG0000213	Pram.g_00093	Prbd.g_01135
OG0000214	Pram.g_00097	Prbd.g_01133
OG0000215	Pram.g_00098	Prbd.g_01132
OG0000216	Pram.g_00100	Prbd.g_01130
OG0000217	Pram.g_00101	Prbd.g_01128
OG0000218	Pram.g_00102	Prbd.g_01127
OG0000219	Pram.g_00103	Prbd.g_01126
OG0000220	Pram.g_00106	Prbd.g_01123
OG0000221	Pram.g_00109	Prbd.g_01121
OG0000222	Pram.g_00110	Prbd.g_01120
OG0000223	Pram.g_00111	Prbd.g_01119
OG0000224	Pram.g_00113	Prbd.g_01116
OG0000225	Pram.g_00115	Prbd.g_01114
OG0000226	Pram.g_00117	Prbd.g_01113
OG0000227	Pram.g_00118	Prbd.g_01112
OG0000228	Pram.g_00119	Prbd.g_01111
OG0000229	Pram.g_00120	Prbd.g_01110
OG0000230	Pram.g_00121	Prbd.g_01109
OG0000231	Pram.g_01001	Prbd.g_01107
OG0000232	Pram.g_00123	Prbd.g_01106
OG0000233	Pram.g_00126	Prbd.g_01102
OG0000234	Pram.g_00128	Prbd.g_01100
OG0000235	Pram.g_00130	Prbd.g_01095
OG0000236	Pram.g_00131	Prbd.g_01094
OG0000237	Pram.g_00132	Prbd.g_01093
OG0000238	Pram.g_00133	Prbd.g_01092
OG0000239	Pram.g_00134	Prbd.g_01091
OG0000240	Pram.g_00136	Prbd.g_01089
OG0000241	Pram.g_00137	Prbd.g_01088
OG0000242	Pram.g_00138	Prbd.g_01087
OG0000243	Pram.g_00139	Prbd.g_01086
OG0000244	Pram.g_00140	Prbd.g_01085
OG0000245	Pram.g_00141	Prbd.g_01084
OG0000246	Pram.g_00143	Prbd.g_01082
OG0000247	Pram.g_00144	Prbd.g_01081
OG0000248	Pram.g_00145	Prbd.g_01080
OG0000249	Pram.g_00146	Prbd.g_01079
OG0000250	Pram.g_00147	Prbd.g_01078
OG0000251	Pram.g_00148	Prbd.g_01077
OG0000252	Pram.g_00149	Prbd.g_01076
OG0000253	Pram.g_00150	Prbd.g_01075
OG0000254	Pram.g_00152	Prbd.g_01073
OG0000255	Pram.g_00153	Prbd.g_01072
OG0000256	Pram.g_00156	Prbd.g_01069
OG0000257	Pram.g_00157	Prbd.g_01067
OG0000258	Pram.g_00158	Prbd.g_01066
OG0000259	Pram.g_00159	Prbd.g_01065
OG0000260	Pram.g_00160	Prbd.g_01064
OG0000261	Pram.g_00161	Prbd.g_01063
OG0000262	Pram.g_00162	Prbd.g_01062
OG0000263	Pram.g_00163	Prbd.g_01061
OG0000264	Pram.g_00165	Prbd.g_01059
OG0000265	Pram.g_00166	Prbd.g_01058
OG0000266	Pram.g_00167	Prbd.g_01057
OG0000267	Pram.g_00169	Prbd.g_01055
OG0000268	Pram.g_00171	Prbd.g_01054
OG0000269	Pram.g_00172	Prbd.g_01053
OG0000270	Pram.g_00173	Prbd.g_01052
OG0000271	Pram.g_00174	Prbd.g_01051
OG0000272	Pram.g_00175	Prbd.g_01050
OG0000273	Pram.g_00176	Prbd.g_01049
OG0000274	Pram.g_00177	Prbd.g_01048
OG0000275	Pram.g_00178	Prbd.g_01047
OG0000276	Pram.g_00179	Prbd.g_01046
OG0000277	Pram.g_00180	Prbd.g_01045
OG0000278	Pram.g_00181	Prbd.g_01044
OG0000279	Pram.g_00182	Prbd.g_01043
OG0000280	Pram.g_00183	Prbd.g_01042
OG0000281	Pram.g_00185	Prbd.g_01040
OG0000282	Pram.g_00186	Prbd.g_01039
OG0000283	Pram.g_00189	Prbd.g_01036
OG0000284	Pram.g_00190	Prbd.g_01035
OG0000285	Pram.g_00191	Prbd.g_01034
OG0000286	Pram.g_00193	Prbd.g_01032
OG0000287	Pram.g_00194	Prbd.g_01031
OG0000288	Pram.g_00195	Prbd.g_01030
OG0000289	Pram.g_00196	Prbd.g_01029
OG0000290	Pram.g_00197	Prbd.g_01028
OG0000291	Pram.g_00198	Prbd.g_01027
OG0000292	Pram.g_00199	Prbd.g_01026
OG0000293	Pram.g_00200	Prbd.g_01025
OG0000294	Pram.g_00201	Prbd.g_01024
OG0000295	Pram.g_00202	Prbd.g_01023
OG0000296	Pram.g_00203	Prbd.g_01022
OG0000297	Pram.g_00204	Prbd.g_01021
OG0000298	Pram.g_00205	Prbd.g_01020
OG0000299	Pram.g_00206	Prbd.g_01019
OG0000300	Pram.g_00207	Prbd.g_01018
OG0000301	Pram.g_00208	Prbd.g_01017
OG0000302	Pram.g_00209	Prbd.g_01016
OG0000303	Pram.g_00210	Prbd.g_01015
OG0000304	Pram.g_00212	Prbd.g_01013
OG0000305	Pram.g_00213	Prbd.g_01012
OG0000306	Pram.g_00214	Prbd.g_01011
OG0000307	Pram.g_00216	Prbd.g_01010
OG0000308	Pram.g_00217	Prbd.g_01009
OG0000309	Pram.g_00218	Prbd.g_01008
OG0000310	Pram.g_00219	Prbd.g_01007
OG0000311	Pram.g_00220	Prbd.g_01006
OG0000312	Pram.g_00222	Prbd.g_01004
OG0000313	Pram.g_00223	Prbd.g_01003
OG0000314	Pram.g_00227	Prbd.g_01000
OG0000315	Pram.g_00228	Prbd.g_00999
OG0000316	Pram.g_00230	Prbd.g_00997
OG0000317	Pram.g_00232	Prbd.g_00995
OG0000318	Pram.g_00233	Prbd.g_00994
OG0000319	Pram.g_00234	Prbd.g_00993
OG0000320	Pram.g_00235	Prbd.g_00992
OG0000321	Pram.g_00238	Prbd.g_00989
OG0000322	Pram.g_00242	Prbd.g_00986
OG0000323	Pram.g_00243	Prbd.g_00985
OG0000324	Pram.g_00246	Prbd.g_00982
OG0000325	Pram.g_00247	Prbd.g_00980
OG0000326	Pram.g_00248	Prbd.g_00979
OG0000327	Pram.g_00250	Prbd.g_00977
OG0000328	Pram.g_00251	Prbd.g_00976
OG0000329	Pram.g_00252	Prbd.g_00975
OG0000330	Pram.g_00253	Prbd.g_00974
OG0000331	Pram.g_00254	Prbd.g_00973
OG0000332	Pram.g_00255	Prbd.g_00972
OG0000333	Pram.g_00256	Prbd.g_00971
OG0000334	Pram.g_00257	Prbd.g_00970
OG0000335	Pram.g_00258	Prbd.g_00969
OG0000336	Pram.g_00260	Prbd.g_00968
OG0000337	Pram.g_00263	Prbd.g_00964
OG0000338	Pram.g_00264	Prbd.g_00963
OG0000339	Pram.g_00265	Prbd.g_00962
OG0000340	Pram.g_00266	Prbd.g_00961
OG0000341	Pram.g_00270	Prbd.g_00957
OG0000342	Pram.g_00271	Prbd.g_00956
OG0000343	Pram.g_00274	Prbd.g_00954
OG0000344	Pram.g_00275	Prbd.g_00953
OG0000345	Pram.g_00276	Prbd.g_00952
OG0000346	Pram.g_00277	Prbd.g_00951
OG0000347	Pram.g_00278	Prbd.g_00950
OG0000348	Pram.g_00280	Prbd.g_00949
OG0000349	Pram.g_00281	Prbd.g_00948
OG0000350	Pram.g_00282	Prbd.g_00947
OG0000351	Pram.g_00284	Prbd.g_00944
OG0000352	Pram.g_00287	Prbd.g_00941
OG0000353	Pram.g_00288	Prbd.g_00940
OG0000354	Pram.g_00289	Prbd.g_00939
OG0000355	Pram.g_00290	Prbd.g_00938
OG0000356	Pram.g_00291	Prbd.g_00937
OG0000357	Pram.g_00292	Prbd.g_00936
OG0000358	Pram.g_00293	Prbd.g_00935
OG0000359	Pram.g_00294	Prbd.g_00934
OG0000360	Pram.g_00296	Prbd.g_00931
OG0000361	Pram.g_00297	Prbd.g_00930
OG0000362	Pram.g_00298	Prbd.g_00929
OG0000363	Pram.g_00299	Prbd.g_00928
OG0000364	Pram.g_00300	Prbd.g_00927
OG0000365	Pram.g_00301	Prbd.g_00926
OG0000366	Pram.g_00302	Prbd.g_00925
OG0000367	Pram.g_00303	Prbd.g_00924
OG0000368	Pram.g_00304	Prbd.g_00923
OG0000369	Pram.g_00305	Prbd.g_00922
OG0000370	Pram.g_00306	Prbd.g_00921
OG0000371	Pram.g_00307	Prbd.g_00920
OG0000372	Pram.g_00309	Prbd.g_00918
OG0000373	Pram.g_00311	Prbd.g_00916
OG0000374	Pram.g_00312	Prbd.g_00915
OG0000375	Pram.g_00313	Prbd.g_00914
OG0000376	Pram.g_00315	Prbd.g_00912
OG0000377	Pram.g_00321	Prbd.g_00911
OG0000378	Pram.g_00322	Prbd.g_00910
OG0000379	Pram.g_00328	Prbd.g_00905
OG0000380	Pram.g_00330	Prbd.g_00904
OG0000381	Pram.g_00331	Prbd.g_00903
OG0000382	Pram.g_00332	Prbd.g_00901
OG0000383	Pram.g_00336	Prbd.g_00898
OG0000384	Pram.g_00337	Prbd.g_00897
OG0000385	Pram.g_00340	Prbd.g_00894
OG0000386	Pram.g_00341	Prbd.g_00893
OG0000387	Pram.g_00342	Prbd.g_00892
OG0000388	Pram.g_00343	Prbd.g_00891
OG0000389	Pram.g_00344	Prbd.g_00890
OG0000390	Pram.g_00345	Prbd.g_00889
OG0000391	Pram.g_00346	Prbd.g_00888
OG0000392	Pram.g_00347	Prbd.g_00887
OG0000393	Pram.g_00351	Prbd.g_00884
OG0000394	Pram.g_00352	Prbd.g_00883
OG0000395	Pram.g_00355	Prbd.g_00881
OG0000396	Pram.g_00864	Prbd.g_00880
OG0000397	Pram.g_01184	Prbd.g_00867
OG0000398	Pram.g_01537	Prbd.g_00859
OG0000399	Pram.g_01177	Prbd.g_00858
OG0000400	Pram.g_01696	Prbd.g_00852
OG0000401	Pram.g_00366	Prbd.g_00811
OG0000402	Pram.g_00367	Prbd.g_00810
OG0000403	Pram.g_00368	Prbd.g_00809
OG0000404	Pram.g_00370	Prbd.g_00807
OG0000405	Pram.g_00371	Prbd.g_00806
OG0000406	Pram.g_00373	Prbd.g_00804
OG0000407	Pram.g_00374	Prbd.g_00803
OG0000408	Pram.g_00375	Prbd.g_00802
OG0000409	Pram.g_00376	Prbd.g_00801
OG0000410	Pram.g_00377	Prbd.g_00800
OG0000411	Pram.g_00378	Prbd.g_00799
OG0000412	Pram.g_00379	Prbd.g_00798
OG0000413	Pram.g_00380	Prbd.g_00797
OG0000414	Pram.g_00381	Prbd.g_00796
OG0000415	Pram.g_00382	Prbd.g_00795
OG0000416	Pram.g_00383	Prbd.g_00794
OG0000417	Pram.g_00384	Prbd.g_00793
OG0000418	Pram.g_00385	Prbd.g_00792
OG0000419	Pram.g_00386	Prbd.g_00791
OG0000420	Pram.g_00387	Prbd.g_00790
OG0000421	Pram.g_00393	Prbd.g_00789
OG0000422	Pram.g_00395	Prbd.g_00787
OG0000423	Pram.g_00396	Prbd.g_00786
OG0000424	Pram.g_00397	Prbd.g_00784
OG0000425	Pram.g_00400	Prbd.g_00781
OG0000426	Pram.g_00401	Prbd.g_00780
OG0000427	Pram.g_00402	Prbd.g_00779
OG0000428	Pram.g_00404	Prbd.g_00778
OG0000429	Pram.g_00406	Prbd.g_00777
OG0000430	Pram.g_00407	Prbd.g_00771
OG0000431	Pram.g_00409	Prbd.g_00769
OG0000432	Pram.g_00410	Prbd.g_00768
OG0000433	Pram.g_00413	Prbd.g_00765
OG0000434	Pram.g_00414	Prbd.g_00764
OG0000435	Pram.g_00415	Prbd.g_00763
OG0000436	Pram.g_00417	Prbd.g_00761
OG0000437	Pram.g_00419	Prbd.g_00759
OG0000438	Pram.g_00420	Prbd.g_00758
OG0000439	Pram.g_00421	Prbd.g_00757
OG0000440	Pram.g_00423	Prbd.g_00755
OG0000441	Pram.g_00424	Prbd.g_00754
OG0000442	Pram.g_00425	Prbd.g_00753
OG0000443	Pram.g_00426	Prbd.g_00752
OG0000444	Pram.g_00427	Prbd.g_00751
OG0000445	Pram.g_00428	Prbd.g_00750
OG0000446	Pram.g_00429	Prbd.g_00749
OG0000447	Pram.g_00430	Prbd.g_00748
OG0000448	Pram.g_00431	Prbd.g_00747
OG0000449	Pram.g_00438	Prbd.g_00742
OG0000450	Pram.g_00439	Prbd.g_00741
OG0000451	Pram.g_00440	Prbd.g_00740
OG0000452	Pram.g_00441	Prbd.g_00739
OG0000453	Pram.g_00442	Prbd.g_00737
OG0000454	Pram.g_00443	Prbd.g_00736
OG0000455	Pram.g_00444	Prbd.g_00735
OG0000456	Pram.g_00445	Prbd.g_00734
OG0000457	Pram.g_00447	Prbd.g_00732
OG0000458	Pram.g_00449	Prbd.g_00730
OG0000459	Pram.g_00450	Prbd.g_00729
OG0000460	Pram.g_00452	Prbd.g_00727
OG0000461	Pram.g_00453	Prbd.g_00726
OG0000462	Pram.g_00454	Prbd.g_00725
OG0000463	Pram.g_00456	Prbd.g_00724
OG0000464	Pram.g_00461	Prbd.g_00719
OG0000465	Pram.g_00462	Prbd.g_00717
OG0000466	Pram.g_00463	Prbd.g_00716
OG0000467	Pram.g_00464	Prbd.g_00715
OG0000468	Pram.g_00465	Prbd.g_00714
OG0000469	Pram.g_00466	Prbd.g_00713
OG0000470	Pram.g_00468	Prbd.g_00712
OG0000471	Pram.g_00469	Prbd.g_00711
OG0000472	Pram.g_00472	Prbd.g_00708
OG0000473	Pram.g_00473	Prbd.g_00707
OG0000474	Pram.g_00474	Prbd.g_00706
OG0000475	Pram.g_00475	Prbd.g_00705
OG0000476	Pram.g_00476	Prbd.g_00704
OG0000477	Pram.g_00477	Prbd.g_00702
OG0000478	Pram.g_00478	Prbd.g_00701
OG0000479	Pram.g_00479	Prbd.g_00700
OG0000480	Pram.g_00481	Prbd.g_00698
OG0000481	Pram.g_00482	Prbd.g_00697
OG0000482	Pram.g_00483	Prbd.g_00696
OG0000483	Pram.g_00484	Prbd.g_00695
OG0000484	Pram.g_00485	Prbd.g_00694
OG0000485	Pram.g_00486	Prbd.g_00693
OG0000486	Pram.g_00487	Prbd.g_00692
OG0000487	Pram.g_00488	Prbd.g_00691
OG0000488	Pram.g_00490	Prbd.g_00689
OG0000489	Pram.g_00491	Prbd.g_00688
OG0000490	Pram.g_00492	Prbd.g_00687
OG0000491	Pram.g_00493	Prbd.g_00686
OG0000492	Pram.g_00494	Prbd.g_00685
OG0000493	Pram.g_00495	Prbd.g_00684
OG0000494	Pram.g_00497	Prbd.g_00682
OG0000495	Pram.g_00498	Prbd.g_00681
OG0000496	Pram.g_00500	Prbd.g_00680
OG0000497	Pram.g_00502	Prbd.g_00679
OG0000498	Pram.g_00503	Prbd.g_00678
OG0000499	Pram.g_00505	Prbd.g_00676
OG0000500	Pram.g_00506	Prbd.g_00675
OG0000501	Pram.g_00508	Prbd.g_00673
OG0000502	Pram.g_00509	Prbd.g_00672
OG0000503	Pram.g_00510	Prbd.g_00671
OG0000504	Pram.g_00511	Prbd.g_00670
OG0000505	Pram.g_00512	Prbd.g_00669
OG0000506	Pram.g_00513	Prbd.g_00668
OG0000507	Pram.g_00514	Prbd.g_00667
OG0000508	Pram.g_00516	Prbd.g_00665
OG0000509	Pram.g_00517	Prbd.g_00664
OG0000510	Pram.g_00518	Prbd.g_00663
OG0000511	Pram.g_00519	Prbd.g_00662
OG0000512	Pram.g_00520	Prbd.g_00661
OG0000513	Pram.g_00521	Prbd.g_00660
OG0000514	Pram.g_00522	Prbd.g_00659
OG0000515	Pram.g_00523	Prbd.g_00657
OG0000516	Pram.g_00524	Prbd.g_00656
OG0000517	Pram.g_00525	Prbd.g_00655
OG0000518	Pram.g_00528	Prbd.g_00653
OG0000519	Pram.g_00529	Prbd.g_00652
OG0000520	Pram.g_00530	Prbd.g_00651
OG0000521	Pram.g_00531	Prbd.g_00650
OG0000522	Pram.g_00532	Prbd.g_00649
OG0000523	Pram.g_00533	Prbd.g_00648
OG0000524	Pram.g_00534	Prbd.g_00647
OG0000525	Pram.g_00536	Prbd.g_00645
OG0000526	Pram.g_00537	Prbd.g_00644
OG0000527	Pram.g_00538	Prbd.g_00643
OG0000528	Pram.g_00539	Prbd.g_00642
OG0000529	Pram.g_00540	Prbd.g_00641
OG0000530	Pram.g_00541	Prbd.g_00640
OG0000531	Pram.g_00543	Prbd.g_00639
OG0000532	Pram.g_00544	Prbd.g_00638
OG0000533	Pram.g_00545	Prbd.g_00637
OG0000534	Pram.g_00546	Prbd.g_00636
OG0000535	Pram.g_00547	Prbd.g_00635
OG0000536	Pram.g_00548	Prbd.g_00634
OG0000537	Pram.g_00549	Prbd.g_00633
OG0000538	Pram.g_00550	Prbd.g_00632
OG0000539	Pram.g_00551	Prbd.g_00631
OG0000540	Pram.g_00552	Prbd.g_00630
OG0000541	Pram.g_00553	Prbd.g_00629
OG0000542	Pram.g_00554	Prbd.g_00628
OG0000543	Pram.g_00555	Prbd.g_00627
OG0000544	Pram.g_00556	Prbd.g_00626
OG0000545	Pram.g_00559	Prbd.g_00623
OG0000546	Pram.g_00560	Prbd.g_00622
OG0000547	Pram.g_00562	Prbd.g_00620
OG0000548	Pram.g_00564	Prbd.g_00619
OG0000549	Pram.g_00565	Prbd.g_00618
OG0000550	Pram.g_00566	Prbd.g_00617
OG0000551	Pram.g_00568	Prbd.g_00616
OG0000552	Pram.g_00569	Prbd.g_00615
OG0000553	Pram.g_01080	Prbd.g_00614
OG0000554	Pram.g_01079	Prbd.g_00613
OG0000555	Pram.g_01078	Prbd.g_00612
OG0000556	Pram.g_01077	Prbd.g_00611
OG0000557	Pram.g_01076	Prbd.g_00610
OG0000558	Pram.g_01075	Prbd.g_00609
OG0000559	Pram.g_01074	Prbd.g_00608
OG0000560	Pram.g_01073	Prbd.g_00606
OG0000561	Pram.g_01072	Prbd.g_00605
OG0000562	Pram.g_01070	Prbd.g_00604
OG0000563	Pram.g_01069	Prbd.g_00603
OG0000564	Pram.g_01068	Prbd.g_00602
OG0000565	Pram.g_01067	Prbd.g_00601
