Orthogroup	Pram	Prbe
OG0000151	Pram.g_00003	Prbe.g_00116
OG0000152	Pram.g_00004	Prbe.g_00117
OG0000153	Pram.g_00005	Prbe.g_00118
OG0000154	Pram.g_00006	Prbe.g_00119
OG0000155	Pram.g_00007	Prbe.g_00120
OG0000156	Pram.g_00008	Prbe.g_00121
OG0000157	Pram.g_00009	Prbe.g_00122
OG0000158	Pram.g_00011	Prbe.g_00124
OG0000159	Pram.g_00012	Prbe.g_00125
OG0000160	Pram.g_00013	Prbe.g_00126
OG0000161	Pram.g_00014	Prbe.g_00127
OG0000162	Pram.g_00015	Prbe.g_00128
OG0000163	Pram.g_00016	Prbe.g_00130
OG0000164	Pram.g_00019	Prbe.g_00133
OG0000165	Pram.g_00021	Prbe.g_00136
OG0000166	Pram.g_00022	Prbe.g_00137
OG0000167	Pram.g_00023	Prbe.g_00138
OG0000168	Pram.g_00024	Prbe.g_00140
OG0000169	Pram.g_00026	Prbe.g_00142
OG0000170	Pram.g_00028	Prbe.g_00144
OG0000171	Pram.g_00029	Prbe.g_00145
OG0000172	Pram.g_00030	Prbe.g_00146
OG0000173	Pram.g_00033	Prbe.g_00149
OG0000174	Pram.g_00034	Prbe.g_00150
OG0000175	Pram.g_00035	Prbe.g_00151
OG0000176	Pram.g_00037	Prbe.g_00153
OG0000177	Pram.g_00038	Prbe.g_00154
OG0000178	Pram.g_00039	Prbe.g_00156
OG0000179	Pram.g_00048	Prbe.g_00168
OG0000180	Pram.g_00049	Prbe.g_00169
OG0000181	Pram.g_00050	Prbe.g_00170
OG0000182	Pram.g_00054	Prbe.g_00174
OG0000183	Pram.g_00055	Prbe.g_00175
OG0000184	Pram.g_00058	Prbe.g_00178
OG0000185	Pram.g_00062	Prbe.g_00182
OG0000186	Pram.g_00063	Prbe.g_00183
OG0000187	Pram.g_01536	Prbe.g_00066
OG0000188	Pram.g_00064	Prbe.g_00184
OG0000189	Pram.g_00065	Prbe.g_00185
OG0000190	Pram.g_00066	Prbe.g_00186
OG0000191	Pram.g_00067	Prbe.g_00187
OG0000192	Pram.g_00068	Prbe.g_00188
OG0000193	Pram.g_00069	Prbe.g_00189
OG0000194	Pram.g_00070	Prbe.g_00190
OG0000195	Pram.g_00072	Prbe.g_00192
OG0000196	Pram.g_00073	Prbe.g_00193
OG0000197	Pram.g_00074	Prbe.g_01630
OG0000198	Pram.g_00075	Prbe.g_01631
OG0000199	Pram.g_00078	Prbe.g_01634
OG0000200	Pram.g_00079	Prbe.g_01635
OG0000201	Pram.g_00080	Prbe.g_01636
OG0000202	Pram.g_00081	Prbe.g_01638
OG0000203	Pram.g_00082	Prbe.g_01639
OG0000204	Pram.g_00083	Prbe.g_01640
OG0000205	Pram.g_00085	Prbe.g_01642
OG0000206	Pram.g_00086	Prbe.g_01643
OG0000207	Pram.g_00087	Prbe.g_01644
OG0000208	Pram.g_00088	Prbe.g_01645
OG0000209	Pram.g_00089	Prbe.g_01646
OG0000210	Pram.g_00090	Prbe.g_01647
OG0000211	Pram.g_00091	Prbe.g_01649
OG0000212	Pram.g_00092	Prbe.g_01650
OG0000213	Pram.g_00093	Prbe.g_01651
OG0000214	Pram.g_00097	Prbe.g_01655
OG0000215	Pram.g_00098	Prbe.g_01656
OG0000216	Pram.g_00100	Prbe.g_01658
OG0000217	Pram.g_00101	Prbe.g_01659
OG0000218	Pram.g_00102	Prbe.g_01660
OG0000219	Pram.g_00103	Prbe.g_01661
OG0000220	Pram.g_00106	Prbe.g_01664
OG0000221	Pram.g_00109	Prbe.g_01667
OG0000222	Pram.g_00110	Prbe.g_01668
OG0000223	Pram.g_00111	Prbe.g_01669
OG0000224	Pram.g_00113	Prbe.g_01671
OG0000225	Pram.g_00115	Prbe.g_01673
OG0000226	Pram.g_00117	Prbe.g_01675
OG0000227	Pram.g_00118	Prbe.g_01676
OG0000228	Pram.g_00119	Prbe.g_01677
OG0000229	Pram.g_00120	Prbe.g_01678
OG0000230	Pram.g_00121	Prbe.g_01679
OG0000231	Pram.g_01001	Prbe.g_01412
OG0000232	Pram.g_00123	Prbe.g_01681
OG0000233	Pram.g_00126	Prbe.g_01684
OG0000234	Pram.g_00128	Prbe.g_01686
OG0000235	Pram.g_00130	Prbe.g_01692
OG0000236	Pram.g_00131	Prbe.g_01693
OG0000237	Pram.g_00132	Prbe.g_01694
OG0000238	Pram.g_00133	Prbe.g_01695
OG0000239	Pram.g_00134	Prbe.g_01696
OG0000240	Pram.g_00136	Prbe.g_01698
OG0000241	Pram.g_00137	Prbe.g_01699
OG0000242	Pram.g_00138	Prbe.g_01700
OG0000243	Pram.g_00139	Prbe.g_01701
OG0000244	Pram.g_00140	Prbe.g_01702
OG0000245	Pram.g_00141	Prbe.g_01704
OG0000246	Pram.g_00143	Prbe.g_01706
OG0000247	Pram.g_00144	Prbe.g_01707
OG0000248	Pram.g_00145	Prbe.g_01708
OG0000249	Pram.g_00146	Prbe.g_01709
OG0000250	Pram.g_00147	Prbe.g_01710
OG0000251	Pram.g_00148	Prbe.g_01711
OG0000252	Pram.g_00149	Prbe.g_01712
OG0000253	Pram.g_00150	Prbe.g_01713
OG0000254	Pram.g_00152	Prbe.g_01715
OG0000255	Pram.g_00153	Prbe.g_01716
OG0000256	Pram.g_00156	Prbe.g_01719
OG0000257	Pram.g_00157	Prbe.g_01721
OG0000258	Pram.g_00158	Prbe.g_01722
OG0000259	Pram.g_00159	Prbe.g_01723
OG0000260	Pram.g_00160	Prbe.g_01724
OG0000261	Pram.g_00161	Prbe.g_01725
OG0000262	Pram.g_00162	Prbe.g_01726
OG0000263	Pram.g_00163	Prbe.g_01727
OG0000264	Pram.g_00165	Prbe.g_01729
OG0000265	Pram.g_00166	Prbe.g_01730
OG0000266	Pram.g_00167	Prbe.g_01731
OG0000267	Pram.g_00169	Prbe.g_01733
OG0000268	Pram.g_00171	Prbe.g_01735
OG0000269	Pram.g_00172	Prbe.g_01736
OG0000270	Pram.g_00173	Prbe.g_01737
OG0000271	Pram.g_00174	Prbe.g_01738
OG0000272	Pram.g_00175	Prbe.g_01739
OG0000273	Pram.g_00176	Prbe.g_01740
OG0000274	Pram.g_00177	Prbe.g_01741
OG0000275	Pram.g_00178	Prbe.g_01742
OG0000276	Pram.g_00179	Prbe.g_01743
OG0000277	Pram.g_00180	Prbe.g_01744
OG0000278	Pram.g_00181	Prbe.g_01745
OG0000279	Pram.g_00182	Prbe.g_01746
OG0000280	Pram.g_00183	Prbe.g_01747
OG0000281	Pram.g_00185	Prbe.g_01749
OG0000282	Pram.g_00186	Prbe.g_01750
OG0000283	Pram.g_00189	Prbe.g_01753
OG0000284	Pram.g_00190	Prbe.g_01754
OG0000285	Pram.g_00191	Prbe.g_01755
OG0000286	Pram.g_00193	Prbe.g_01757
OG0000287	Pram.g_00194	Prbe.g_01759
OG0000288	Pram.g_00195	Prbe.g_01760
OG0000289	Pram.g_00196	Prbe.g_01761
OG0000290	Pram.g_00197	Prbe.g_01762
OG0000291	Pram.g_00198	Prbe.g_01763
OG0000292	Pram.g_00199	Prbe.g_01764
OG0000293	Pram.g_00200	Prbe.g_01765
OG0000294	Pram.g_00201	Prbe.g_01766
OG0000295	Pram.g_00202	Prbe.g_01767
OG0000296	Pram.g_00203	Prbe.g_01768
OG0000297	Pram.g_00204	Prbe.g_01769
OG0000298	Pram.g_00205	Prbe.g_01770
OG0000299	Pram.g_00206	Prbe.g_01771
OG0000300	Pram.g_00207	Prbe.g_01772
OG0000301	Pram.g_00208	Prbe.g_01773
OG0000302	Pram.g_00209	Prbe.g_01774
OG0000303	Pram.g_00210	Prbe.g_01775
OG0000304	Pram.g_00212	Prbe.g_01777
OG0000305	Pram.g_00213	Prbe.g_01778
OG0000306	Pram.g_00214	Prbe.g_01779
OG0000307	Pram.g_00216	Prbe.g_01781
OG0000308	Pram.g_00217	Prbe.g_01782
OG0000309	Pram.g_00218	Prbe.g_01783
OG0000310	Pram.g_00219	Prbe.g_01784
OG0000311	Pram.g_00220	Prbe.g_01785
OG0000312	Pram.g_00222	Prbe.g_01787
OG0000313	Pram.g_00223	Prbe.g_01788
OG0000314	Pram.g_00227	Prbe.g_01792
OG0000315	Pram.g_00228	Prbe.g_01793
OG0000316	Pram.g_00230	Prbe.g_01795
OG0000317	Pram.g_00232	Prbe.g_01797
OG0000318	Pram.g_00233	Prbe.g_01798
OG0000319	Pram.g_00234	Prbe.g_01799
OG0000320	Pram.g_00235	Prbe.g_01800
OG0000321	Pram.g_00238	Prbe.g_01803
OG0000322	Pram.g_00242	Prbe.g_01807
OG0000323	Pram.g_00243	Prbe.g_01808
OG0000324	Pram.g_00246	Prbe.g_01811
OG0000325	Pram.g_00247	Prbe.g_01812
OG0000326	Pram.g_00248	Prbe.g_01813
OG0000327	Pram.g_00250	Prbe.g_01815
OG0000328	Pram.g_00251	Prbe.g_01816
OG0000329	Pram.g_00252	Prbe.g_01817
OG0000330	Pram.g_00253	Prbe.g_01818
OG0000331	Pram.g_00254	Prbe.g_01820
OG0000332	Pram.g_00255	Prbe.g_01821
OG0000333	Pram.g_00256	Prbe.g_01822
OG0000334	Pram.g_00257	Prbe.g_01823
OG0000335	Pram.g_00258	Prbe.g_01824
OG0000336	Pram.g_00260	Prbe.g_01826
OG0000337	Pram.g_00263	Prbe.g_01829
OG0000338	Pram.g_00264	Prbe.g_01830
OG0000339	Pram.g_00265	Prbe.g_01831
OG0000340	Pram.g_00266	Prbe.g_01832
OG0000341	Pram.g_00270	Prbe.g_01836
OG0000342	Pram.g_00271	Prbe.g_01837
OG0000343	Pram.g_00274	Prbe.g_01840
OG0000344	Pram.g_00275	Prbe.g_01841
OG0000345	Pram.g_00276	Prbe.g_01842
OG0000346	Pram.g_00277	Prbe.g_01843
OG0000347	Pram.g_00278	Prbe.g_01844
OG0000348	Pram.g_00280	Prbe.g_01846
OG0000349	Pram.g_00281	Prbe.g_01847
OG0000350	Pram.g_00282	Prbe.g_01848
OG0000351	Pram.g_00284	Prbe.g_01850
OG0000352	Pram.g_00287	Prbe.g_01853
OG0000353	Pram.g_00288	Prbe.g_01854
OG0000354	Pram.g_00289	Prbe.g_01855
OG0000355	Pram.g_00290	Prbe.g_01856
OG0000356	Pram.g_00291	Prbe.g_01857
OG0000357	Pram.g_00292	Prbe.g_01858
OG0000358	Pram.g_00293	Prbe.g_01859
OG0000359	Pram.g_00294	Prbe.g_01860
OG0000360	Pram.g_00296	Prbe.g_01862
OG0000361	Pram.g_00297	Prbe.g_01863
OG0000362	Pram.g_00298	Prbe.g_01864
OG0000363	Pram.g_00299	Prbe.g_01865
OG0000364	Pram.g_00300	Prbe.g_01866
OG0000365	Pram.g_00301	Prbe.g_01867
OG0000366	Pram.g_00302	Prbe.g_01868
OG0000367	Pram.g_00303	Prbe.g_01869
OG0000368	Pram.g_00304	Prbe.g_01870
OG0000369	Pram.g_00305	Prbe.g_01871
OG0000370	Pram.g_00306	Prbe.g_01872
OG0000371	Pram.g_00307	Prbe.g_01873
OG0000372	Pram.g_00309	Prbe.g_01874
OG0000373	Pram.g_00311	Prbe.g_01876
OG0000374	Pram.g_00312	Prbe.g_01877
OG0000375	Pram.g_00313	Prbe.g_01878
OG0000376	Pram.g_00315	Prbe.g_01879
OG0000377	Pram.g_00321	Prbe.g_01885
OG0000378	Pram.g_00322	Prbe.g_01886
OG0000379	Pram.g_00328	Prbe.g_01892
OG0000380	Pram.g_00330	Prbe.g_01894
OG0000381	Pram.g_00331	Prbe.g_01895
OG0000382	Pram.g_00332	Prbe.g_01896
OG0000383	Pram.g_00336	Prbe.g_01899
OG0000384	Pram.g_00337	Prbe.g_01900
OG0000385	Pram.g_00340	Prbe.g_01903
OG0000386	Pram.g_00341	Prbe.g_01904
OG0000387	Pram.g_00342	Prbe.g_01905
OG0000388	Pram.g_00343	Prbe.g_01906
OG0000389	Pram.g_00344	Prbe.g_01907
OG0000390	Pram.g_00345	Prbe.g_01908
OG0000391	Pram.g_00346	Prbe.g_01909
OG0000392	Pram.g_00347	Prbe.g_01910
OG0000393	Pram.g_00351	Prbe.g_01914
OG0000394	Pram.g_00352	Prbe.g_01915
OG0000395	Pram.g_00355	Prbe.g_01918
OG0000396	Pram.g_00864	Prbe.g_01277
OG0000397	Pram.g_01184	Prbe.g_01593
OG0000398	Pram.g_01537	Prbe.g_01033
OG0000399	Pram.g_01177	Prbe.g_01588
OG0000400	Pram.g_01696	Prbe.g_00921
OG0000401	Pram.g_00366	Prbe.g_01929
OG0000402	Pram.g_00367	Prbe.g_01930
OG0000403	Pram.g_00368	Prbe.g_01931
OG0000404	Pram.g_00370	Prbe.g_01933
OG0000405	Pram.g_00371	Prbe.g_01934
OG0000406	Pram.g_00373	Prbe.g_01936
OG0000407	Pram.g_00374	Prbe.g_01937
OG0000408	Pram.g_00375	Prbe.g_01938
OG0000409	Pram.g_00376	Prbe.g_01939
OG0000410	Pram.g_00377	Prbe.g_01940
OG0000411	Pram.g_00378	Prbe.g_01941
OG0000412	Pram.g_00379	Prbe.g_01942
OG0000413	Pram.g_00380	Prbe.g_01943
OG0000414	Pram.g_00381	Prbe.g_01944
OG0000415	Pram.g_00382	Prbe.g_01945
OG0000416	Pram.g_00383	Prbe.g_01946
OG0000417	Pram.g_00384	Prbe.g_01947
OG0000418	Pram.g_00385	Prbe.g_01948
OG0000419	Pram.g_00386	Prbe.g_01949
OG0000420	Pram.g_00387	Prbe.g_01950
OG0000421	Pram.g_00393	Prbe.g_00676
OG0000422	Pram.g_00395	Prbe.g_00674
OG0000423	Pram.g_00396	Prbe.g_00673
OG0000424	Pram.g_00397	Prbe.g_00672
OG0000425	Pram.g_00400	Prbe.g_00668
OG0000426	Pram.g_00401	Prbe.g_00667
OG0000427	Pram.g_00402	Prbe.g_00666
OG0000428	Pram.g_00404	Prbe.g_00664
OG0000429	Pram.g_00406	Prbe.g_00663
OG0000430	Pram.g_00407	Prbe.g_00662
OG0000431	Pram.g_00409	Prbe.g_00660
OG0000432	Pram.g_00410	Prbe.g_00659
OG0000433	Pram.g_00413	Prbe.g_00656
OG0000434	Pram.g_00414	Prbe.g_00655
OG0000435	Pram.g_00415	Prbe.g_00654
OG0000436	Pram.g_00417	Prbe.g_00652
OG0000437	Pram.g_00419	Prbe.g_00650
OG0000438	Pram.g_00420	Prbe.g_00649
OG0000439	Pram.g_00421	Prbe.g_00648
OG0000440	Pram.g_00423	Prbe.g_00646
OG0000441	Pram.g_00424	Prbe.g_00645
OG0000442	Pram.g_00425	Prbe.g_00644
OG0000443	Pram.g_00426	Prbe.g_00643
OG0000444	Pram.g_00427	Prbe.g_00642
OG0000445	Pram.g_00428	Prbe.g_00641
OG0000446	Pram.g_00429	Prbe.g_00640
OG0000447	Pram.g_00430	Prbe.g_00639
OG0000448	Pram.g_00431	Prbe.g_00638
OG0000449	Pram.g_00438	Prbe.g_00632
OG0000450	Pram.g_00439	Prbe.g_00631
OG0000451	Pram.g_00440	Prbe.g_00630
OG0000452	Pram.g_00441	Prbe.g_00629
OG0000453	Pram.g_00442	Prbe.g_00628
OG0000454	Pram.g_00443	Prbe.g_00627
OG0000455	Pram.g_00444	Prbe.g_00626
OG0000456	Pram.g_00445	Prbe.g_00625
OG0000457	Pram.g_00447	Prbe.g_00623
OG0000458	Pram.g_00449	Prbe.g_00621
OG0000459	Pram.g_00450	Prbe.g_00620
OG0000460	Pram.g_00452	Prbe.g_00618
OG0000461	Pram.g_00453	Prbe.g_00617
OG0000462	Pram.g_00454	Prbe.g_00616
OG0000463	Pram.g_00456	Prbe.g_00615
OG0000464	Pram.g_00461	Prbe.g_00611
OG0000465	Pram.g_00462	Prbe.g_00610
OG0000466	Pram.g_00463	Prbe.g_00609
OG0000467	Pram.g_00464	Prbe.g_00608
OG0000468	Pram.g_00465	Prbe.g_00607
OG0000469	Pram.g_00466	Prbe.g_00606
OG0000470	Pram.g_00468	Prbe.g_00605
OG0000471	Pram.g_00469	Prbe.g_00604
OG0000472	Pram.g_00472	Prbe.g_00601
OG0000473	Pram.g_00473	Prbe.g_00600
OG0000474	Pram.g_00474	Prbe.g_00599
OG0000475	Pram.g_00475	Prbe.g_00598
OG0000476	Pram.g_00476	Prbe.g_00597
OG0000477	Pram.g_00477	Prbe.g_00595
OG0000478	Pram.g_00478	Prbe.g_00594
OG0000479	Pram.g_00479	Prbe.g_00593
OG0000480	Pram.g_00481	Prbe.g_00591
OG0000481	Pram.g_00482	Prbe.g_00590
OG0000482	Pram.g_00483	Prbe.g_00589
OG0000483	Pram.g_00484	Prbe.g_00588
OG0000484	Pram.g_00485	Prbe.g_00587
OG0000485	Pram.g_00486	Prbe.g_00586
OG0000486	Pram.g_00487	Prbe.g_00585
OG0000487	Pram.g_00488	Prbe.g_00584
OG0000488	Pram.g_00490	Prbe.g_00582
OG0000489	Pram.g_00491	Prbe.g_00581
OG0000490	Pram.g_00492	Prbe.g_00580
OG0000491	Pram.g_00493	Prbe.g_00579
OG0000492	Pram.g_00494	Prbe.g_00578
OG0000493	Pram.g_00495	Prbe.g_00577
OG0000494	Pram.g_00497	Prbe.g_00576
OG0000495	Pram.g_00498	Prbe.g_00575
OG0000496	Pram.g_00500	Prbe.g_00573
OG0000497	Pram.g_00502	Prbe.g_00571
OG0000498	Pram.g_00503	Prbe.g_00570
OG0000499	Pram.g_00505	Prbe.g_00568
OG0000500	Pram.g_00506	Prbe.g_00567
OG0000501	Pram.g_00508	Prbe.g_00565
OG0000502	Pram.g_00509	Prbe.g_00564
OG0000503	Pram.g_00510	Prbe.g_00563
OG0000504	Pram.g_00511	Prbe.g_00562
OG0000505	Pram.g_00512	Prbe.g_00561
OG0000506	Pram.g_00513	Prbe.g_00560
OG0000507	Pram.g_00514	Prbe.g_00559
OG0000508	Pram.g_00516	Prbe.g_00557
OG0000509	Pram.g_00517	Prbe.g_00556
OG0000510	Pram.g_00518	Prbe.g_00555
OG0000511	Pram.g_00519	Prbe.g_00554
OG0000512	Pram.g_00520	Prbe.g_00553
OG0000513	Pram.g_00521	Prbe.g_00552
OG0000514	Pram.g_00522	Prbe.g_00551
OG0000515	Pram.g_00523	Prbe.g_00548
OG0000516	Pram.g_00524	Prbe.g_00547
OG0000517	Pram.g_00525	Prbe.g_00546
OG0000518	Pram.g_00528	Prbe.g_00543
OG0000519	Pram.g_00529	Prbe.g_00542
OG0000520	Pram.g_00530	Prbe.g_00541
OG0000521	Pram.g_00531	Prbe.g_00540
OG0000522	Pram.g_00532	Prbe.g_00539
OG0000523	Pram.g_00533	Prbe.g_00538
OG0000524	Pram.g_00534	Prbe.g_00537
OG0000525	Pram.g_00536	Prbe.g_00535
OG0000526	Pram.g_00537	Prbe.g_00534
OG0000527	Pram.g_00538	Prbe.g_00533
OG0000528	Pram.g_00539	Prbe.g_00532
OG0000529	Pram.g_00540	Prbe.g_00531
OG0000530	Pram.g_00541	Prbe.g_00530
OG0000531	Pram.g_00543	Prbe.g_00528
OG0000532	Pram.g_00544	Prbe.g_00527
OG0000533	Pram.g_00545	Prbe.g_00526
OG0000534	Pram.g_00546	Prbe.g_00525
OG0000535	Pram.g_00547	Prbe.g_00524
OG0000536	Pram.g_00548	Prbe.g_00523
OG0000537	Pram.g_00549	Prbe.g_00522
OG0000538	Pram.g_00550	Prbe.g_00521
OG0000539	Pram.g_00551	Prbe.g_00520
OG0000540	Pram.g_00552	Prbe.g_00519
OG0000541	Pram.g_00553	Prbe.g_00518
OG0000542	Pram.g_00554	Prbe.g_00517
OG0000543	Pram.g_00555	Prbe.g_00516
OG0000544	Pram.g_00556	Prbe.g_00515
OG0000545	Pram.g_00559	Prbe.g_00513
OG0000546	Pram.g_00560	Prbe.g_00512
OG0000547	Pram.g_00562	Prbe.g_00510
OG0000548	Pram.g_00564	Prbe.g_00508
OG0000549	Pram.g_00565	Prbe.g_00507
OG0000550	Pram.g_00566	Prbe.g_00506
OG0000551	Pram.g_00568	Prbe.g_00504
OG0000552	Pram.g_00569	Prbe.g_00503
OG0000553	Pram.g_01080	Prbe.g_01490
