Orthogroup	Pram	Praq
OG0000067	Pram.g_01579	Praq.g_00100
OG0000068	Pram.g_01770	Praq.g_00879
OG0000071	Pram.g_01949	Praq.g_00437
OG0000072	Pram.g_00310	Praq.g_01680
OG0000073	Pram.g_01039	Praq.g_00798
OG0000074	Pram.g_00782	Praq.g_00820
OG0000075	Pram.g_00816	Praq.g_00677
OG0000076	Pram.g_00888	Praq.g_01619
OG0000078	Pram.g_01445	Praq.g_00216
OG0000079	Pram.g_01293	Praq.g_00372
OG0000080	Pram.g_01554	Praq.g_00052
OG0000081	Pram.g_01805	Praq.g_00737
OG0000083	Pram.g_01941	Praq.g_00429
OG0000084	Pram.g_01944	Praq.g_00432
OG0000085	Pram.g_00010	Praq.g_01226
OG0000086	Pram.g_01588	Praq.g_01254
OG0000087	Pram.g_00036	Praq.g_01265
OG0000088	Pram.g_00099	Praq.g_01890
OG0000089	Pram.g_00108	Praq.g_01882
OG0000090	Pram.g_00125	Praq.g_01864
OG0000091	Pram.g_00154	Praq.g_01833
OG0000092	Pram.g_00155	Praq.g_01832
OG0000093	Pram.g_00168	Praq.g_01818
OG0000094	Pram.g_00187	Praq.g_01800
OG0000095	Pram.g_00192	Praq.g_01795
OG0000096	Pram.g_00239	Praq.g_01751
OG0000097	Pram.g_00262	Praq.g_01729
OG0000098	Pram.g_00273	Praq.g_01718
OG0000099	Pram.g_00283	Praq.g_01708
OG0000100	Pram.g_00286	Praq.g_01705
OG0000101	Pram.g_00354	Praq.g_01187
OG0000102	Pram.g_01589	Praq.g_01160
OG0000103	Pram.g_00412	Praq.g_00527
OG0000104	Pram.g_00416	Praq.g_00531
OG0000105	Pram.g_00437	Praq.g_01103
OG0000106	Pram.g_00470	Praq.g_01070
OG0000107	Pram.g_00471	Praq.g_01069
OG0000108	Pram.g_00480	Praq.g_01059
OG0000109	Pram.g_00489	Praq.g_01050
OG0000110	Pram.g_00507	Praq.g_01034
OG0000111	Pram.g_01059	Praq.g_00780
OG0000112	Pram.g_01058	Praq.g_00781
OG0000113	Pram.g_01006	Praq.g_00605
OG0000114	Pram.g_00807	Praq.g_00668
OG0000115	Pram.g_00943	Praq.g_01548
OG0000116	Pram.g_00947	Praq.g_01552
OG0000117	Pram.g_00891	Praq.g_01616
OG0000118	Pram.g_01185	Praq.g_01667
OG0000119	Pram.g_01549	Praq.g_01303
OG0000120	Pram.g_01133	Praq.g_01339
OG0000121	Pram.g_01110	Praq.g_01358
OG0000122	Pram.g_01090	Praq.g_01377
OG0000123	Pram.g_00571	Praq.g_01390
OG0000124	Pram.g_01254	Praq.g_00257
OG0000125	Pram.g_01242	Praq.g_00145
OG0000126	Pram.g_01468	Praq.g_00175
OG0000127	Pram.g_01393	Praq.g_00281
OG0000128	Pram.g_01377	Praq.g_00295
OG0000129	Pram.g_01341	Praq.g_00331
OG0000130	Pram.g_01629	Praq.g_01954, Praq.g_00499
OG0000131	Pram.g_01669	Praq.g_00461
OG0000132	Pram.g_01672	Praq.g_00458
OG0000133	Pram.g_01728	Praq.g_00920
OG0000134	Pram.g_01764	Praq.g_00884
OG0000135	Pram.g_01766	Praq.g_00882
OG0000136	Pram.g_01817	Praq.g_00748
OG0000137	Pram.g_01851	Praq.g_00683
OG0000138	Pram.g_01886	Praq.g_00718
OG0000139	Pram.g_01917	Praq.g_00409
OG0000140	Pram.g_01939	Praq.g_00427
OG0000141	Pram.g_01940	Praq.g_00428
OG0000142	Pram.g_01942	Praq.g_00430
OG0000143	Pram.g_01943	Praq.g_00431
OG0000144	Pram.g_01945	Praq.g_00433
OG0000145	Pram.g_01946	Praq.g_00434
OG0000146	Pram.g_01947	Praq.g_00435
OG0000147	Pram.g_01948	Praq.g_00436
OG0000148	Pram.g_01950	Praq.g_00438
OG0000149	Pram.g_00001	Praq.g_01217
OG0000150	Pram.g_00002	Praq.g_01218
OG0000151	Pram.g_00003	Praq.g_01219
OG0000152	Pram.g_00004	Praq.g_01220
OG0000153	Pram.g_00005	Praq.g_01221
OG0000154	Pram.g_00006	Praq.g_01222
OG0000155	Pram.g_00007	Praq.g_01223
OG0000156	Pram.g_00008	Praq.g_01224
OG0000157	Pram.g_00009	Praq.g_01225
OG0000158	Pram.g_00011	Praq.g_01227
OG0000159	Pram.g_00012	Praq.g_01228
OG0000160	Pram.g_00013	Praq.g_01229
OG0000161	Pram.g_00014	Praq.g_01230
OG0000162	Pram.g_00015	Praq.g_01231
OG0000163	Pram.g_00016	Praq.g_01232
OG0000164	Pram.g_00019	Praq.g_01235
OG0000165	Pram.g_00021	Praq.g_01239
OG0000166	Pram.g_00022	Praq.g_01240
OG0000167	Pram.g_00023	Praq.g_01241
OG0000168	Pram.g_00024	Praq.g_01255
OG0000169	Pram.g_00026	Praq.g_01257
OG0000170	Pram.g_00028	Praq.g_01258
OG0000171	Pram.g_00029	Praq.g_01259
OG0000172	Pram.g_00030	Praq.g_01261
OG0000173	Pram.g_00033	Praq.g_01262
OG0000174	Pram.g_00034	Praq.g_01263
OG0000175	Pram.g_00035	Praq.g_01264
OG0000176	Pram.g_00037	Praq.g_01266
OG0000177	Pram.g_00038	Praq.g_01267
OG0000178	Pram.g_00039	Praq.g_01268
OG0000179	Pram.g_00048	Praq.g_01939
OG0000180	Pram.g_00049	Praq.g_01938
OG0000181	Pram.g_00050	Praq.g_01937
OG0000182	Pram.g_00054	Praq.g_01934
OG0000183	Pram.g_00055	Praq.g_01933
OG0000184	Pram.g_00058	Praq.g_01930
OG0000185	Pram.g_00062	Praq.g_01926
OG0000186	Pram.g_00063	Praq.g_01925
OG0000187	Pram.g_01536	Praq.g_01924
OG0000188	Pram.g_00064	Praq.g_01923
OG0000189	Pram.g_00065	Praq.g_01922
OG0000190	Pram.g_00066	Praq.g_01921
OG0000191	Pram.g_00067	Praq.g_01920
OG0000192	Pram.g_00068	Praq.g_01919
OG0000193	Pram.g_00069	Praq.g_01918
OG0000194	Pram.g_00070	Praq.g_01917
OG0000195	Pram.g_00072	Praq.g_01915
OG0000196	Pram.g_00073	Praq.g_01914
OG0000197	Pram.g_00074	Praq.g_01913
OG0000198	Pram.g_00075	Praq.g_01912
OG0000199	Pram.g_00078	Praq.g_01909
OG0000200	Pram.g_00079	Praq.g_01908
OG0000201	Pram.g_00080	Praq.g_01907
OG0000202	Pram.g_00081	Praq.g_01906
OG0000203	Pram.g_00082	Praq.g_01905
OG0000204	Pram.g_00083	Praq.g_01904
OG0000205	Pram.g_00085	Praq.g_01903
OG0000206	Pram.g_00086	Praq.g_01902
OG0000207	Pram.g_00087	Praq.g_01901
OG0000208	Pram.g_00088	Praq.g_01900
OG0000209	Pram.g_00089	Praq.g_01899
OG0000210	Pram.g_00090	Praq.g_01897
OG0000211	Pram.g_00091	Praq.g_01896
OG0000212	Pram.g_00092	Praq.g_01895
OG0000213	Pram.g_00093	Praq.g_01894
OG0000214	Pram.g_00097	Praq.g_01892
OG0000215	Pram.g_00098	Praq.g_01891
OG0000216	Pram.g_00100	Praq.g_01889
OG0000217	Pram.g_00101	Praq.g_01888
OG0000218	Pram.g_00102	Praq.g_01887
OG0000219	Pram.g_00103	Praq.g_01886
OG0000220	Pram.g_00106	Praq.g_01883
OG0000221	Pram.g_00109	Praq.g_01881
OG0000222	Pram.g_00110	Praq.g_01880
OG0000223	Pram.g_00111	Praq.g_01879
OG0000224	Pram.g_00113	Praq.g_01876
OG0000225	Pram.g_00115	Praq.g_01874
OG0000226	Pram.g_00117	Praq.g_01873
OG0000227	Pram.g_00118	Praq.g_01872
OG0000228	Pram.g_00119	Praq.g_01871
OG0000229	Pram.g_00120	Praq.g_01870
OG0000230	Pram.g_00121	Praq.g_01869
OG0000231	Pram.g_01001	Praq.g_01867
OG0000232	Pram.g_00123	Praq.g_01866
OG0000233	Pram.g_00126	Praq.g_01863
OG0000234	Pram.g_00128	Praq.g_01861
OG0000235	Pram.g_00130	Praq.g_01857
OG0000236	Pram.g_00131	Praq.g_01856
OG0000237	Pram.g_00132	Praq.g_01855
OG0000238	Pram.g_00133	Praq.g_01854
OG0000239	Pram.g_00134	Praq.g_01853
OG0000240	Pram.g_00136	Praq.g_01851
OG0000241	Pram.g_00137	Praq.g_01850
OG0000242	Pram.g_00138	Praq.g_01849
OG0000243	Pram.g_00139	Praq.g_01848
OG0000244	Pram.g_00140	Praq.g_01847
OG0000245	Pram.g_00141	Praq.g_01846
OG0000246	Pram.g_00143	Praq.g_01844
OG0000247	Pram.g_00144	Praq.g_01843
OG0000248	Pram.g_00145	Praq.g_01842
OG0000249	Pram.g_00146	Praq.g_01841
OG0000250	Pram.g_00147	Praq.g_01840
OG0000251	Pram.g_00148	Praq.g_01839
OG0000252	Pram.g_00149	Praq.g_01838
OG0000253	Pram.g_00150	Praq.g_01837
OG0000254	Pram.g_00152	Praq.g_01835
OG0000255	Pram.g_00153	Praq.g_01834
OG0000256	Pram.g_00156	Praq.g_01831
OG0000257	Pram.g_00157	Praq.g_01829
OG0000258	Pram.g_00158	Praq.g_01828
OG0000259	Pram.g_00159	Praq.g_01827
OG0000260	Pram.g_00160	Praq.g_01826
OG0000261	Pram.g_00161	Praq.g_01825
OG0000262	Pram.g_00162	Praq.g_01824
OG0000263	Pram.g_00163	Praq.g_01823
OG0000264	Pram.g_00165	Praq.g_01821
OG0000265	Pram.g_00166	Praq.g_01820
OG0000266	Pram.g_00167	Praq.g_01819
OG0000267	Pram.g_00169	Praq.g_01817
OG0000268	Pram.g_00171	Praq.g_01816
OG0000269	Pram.g_00172	Praq.g_01815
OG0000270	Pram.g_00173	Praq.g_01814
OG0000271	Pram.g_00174	Praq.g_01813
OG0000272	Pram.g_00175	Praq.g_01812
OG0000273	Pram.g_00176	Praq.g_01811
OG0000274	Pram.g_00177	Praq.g_01810
OG0000275	Pram.g_00178	Praq.g_01809
OG0000276	Pram.g_00179	Praq.g_01808
OG0000277	Pram.g_00180	Praq.g_01807
OG0000278	Pram.g_00181	Praq.g_01806
OG0000279	Pram.g_00182	Praq.g_01805
OG0000280	Pram.g_00183	Praq.g_01804
OG0000281	Pram.g_00185	Praq.g_01802
OG0000282	Pram.g_00186	Praq.g_01801
OG0000283	Pram.g_00189	Praq.g_01798
OG0000284	Pram.g_00190	Praq.g_01797
OG0000285	Pram.g_00191	Praq.g_01796
OG0000286	Pram.g_00193	Praq.g_01794
OG0000287	Pram.g_00194	Praq.g_01793
OG0000288	Pram.g_00195	Praq.g_01792
OG0000289	Pram.g_00196	Praq.g_01791
OG0000290	Pram.g_00197	Praq.g_01790
OG0000291	Pram.g_00198	Praq.g_01789
OG0000292	Pram.g_00199	Praq.g_01788
OG0000293	Pram.g_00200	Praq.g_01787
OG0000294	Pram.g_00201	Praq.g_01786
OG0000295	Pram.g_00202	Praq.g_01785
OG0000296	Pram.g_00203	Praq.g_01784
OG0000297	Pram.g_00204	Praq.g_01783
OG0000298	Pram.g_00205	Praq.g_01782
OG0000299	Pram.g_00206	Praq.g_01781
OG0000300	Pram.g_00207	Praq.g_01780
OG0000301	Pram.g_00208	Praq.g_01779
OG0000302	Pram.g_00209	Praq.g_01778
OG0000303	Pram.g_00210	Praq.g_01777
OG0000304	Pram.g_00212	Praq.g_01776
OG0000305	Pram.g_00213	Praq.g_01775
OG0000306	Pram.g_00214	Praq.g_01774
OG0000307	Pram.g_00216	Praq.g_01773
OG0000308	Pram.g_00217	Praq.g_01772
OG0000309	Pram.g_00218	Praq.g_01771
OG0000310	Pram.g_00219	Praq.g_01770
OG0000311	Pram.g_00220	Praq.g_01769
OG0000312	Pram.g_00222	Praq.g_01767
OG0000313	Pram.g_00223	Praq.g_01766
OG0000314	Pram.g_00227	Praq.g_01763
OG0000315	Pram.g_00228	Praq.g_01762
OG0000316	Pram.g_00230	Praq.g_01760
OG0000317	Pram.g_00232	Praq.g_01758
OG0000318	Pram.g_00233	Praq.g_01757
OG0000319	Pram.g_00234	Praq.g_01756
OG0000320	Pram.g_00235	Praq.g_01755
OG0000321	Pram.g_00238	Praq.g_01752
OG0000322	Pram.g_00242	Praq.g_01750
OG0000323	Pram.g_00243	Praq.g_01749
OG0000324	Pram.g_00246	Praq.g_01746
OG0000325	Pram.g_00247	Praq.g_01744
OG0000326	Pram.g_00248	Praq.g_01743
OG0000327	Pram.g_00250	Praq.g_01741
OG0000328	Pram.g_00251	Praq.g_01740
OG0000329	Pram.g_00252	Praq.g_01739
OG0000330	Pram.g_00253	Praq.g_01738
OG0000331	Pram.g_00254	Praq.g_01737
OG0000332	Pram.g_00255	Praq.g_01736
OG0000333	Pram.g_00256	Praq.g_01735
OG0000334	Pram.g_00257	Praq.g_01734
OG0000335	Pram.g_00258	Praq.g_01733
OG0000336	Pram.g_00260	Praq.g_01732
OG0000337	Pram.g_00263	Praq.g_01728
OG0000338	Pram.g_00264	Praq.g_01727
OG0000339	Pram.g_00265	Praq.g_01726
OG0000340	Pram.g_00266	Praq.g_01725
OG0000341	Pram.g_00270	Praq.g_01721
OG0000342	Pram.g_00271	Praq.g_01719
OG0000343	Pram.g_00274	Praq.g_01717
OG0000344	Pram.g_00275	Praq.g_01716
OG0000345	Pram.g_00276	Praq.g_01715
OG0000346	Pram.g_00277	Praq.g_01714
OG0000347	Pram.g_00278	Praq.g_01713
OG0000348	Pram.g_00280	Praq.g_01712
OG0000349	Pram.g_00281	Praq.g_01711
OG0000350	Pram.g_00282	Praq.g_01710
OG0000351	Pram.g_00284	Praq.g_01707
OG0000352	Pram.g_00287	Praq.g_01704
OG0000353	Pram.g_00288	Praq.g_01703
OG0000354	Pram.g_00289	Praq.g_01702
OG0000355	Pram.g_00290	Praq.g_01701
OG0000356	Pram.g_00291	Praq.g_01700
OG0000357	Pram.g_00292	Praq.g_01699
OG0000358	Pram.g_00293	Praq.g_01698
OG0000359	Pram.g_00294	Praq.g_01697
OG0000360	Pram.g_00296	Praq.g_01694
OG0000361	Pram.g_00297	Praq.g_01693
OG0000362	Pram.g_00298	Praq.g_01692
OG0000363	Pram.g_00299	Praq.g_01691
OG0000364	Pram.g_00300	Praq.g_01690
OG0000365	Pram.g_00301	Praq.g_01689
OG0000366	Pram.g_00302	Praq.g_01688
OG0000367	Pram.g_00303	Praq.g_01687
OG0000368	Pram.g_00304	Praq.g_01686
OG0000369	Pram.g_00305	Praq.g_01685
OG0000370	Pram.g_00306	Praq.g_01684
OG0000371	Pram.g_00307	Praq.g_01683
OG0000372	Pram.g_00309	Praq.g_01681
OG0000373	Pram.g_00311	Praq.g_01679
OG0000374	Pram.g_00312	Praq.g_01678
OG0000375	Pram.g_00313	Praq.g_01677
OG0000376	Pram.g_00315	Praq.g_01675
OG0000377	Pram.g_00321	Praq.g_01674
OG0000378	Pram.g_00322	Praq.g_01673
OG0000379	Pram.g_00328	Praq.g_01211
OG0000380	Pram.g_00330	Praq.g_01210
OG0000381	Pram.g_00331	Praq.g_01209
OG0000382	Pram.g_00332	Praq.g_01207
OG0000383	Pram.g_00336	Praq.g_01204
OG0000384	Pram.g_00337	Praq.g_01203
OG0000385	Pram.g_00340	Praq.g_01200
OG0000386	Pram.g_00341	Praq.g_01199
OG0000387	Pram.g_00342	Praq.g_01198
OG0000388	Pram.g_00343	Praq.g_01197
OG0000389	Pram.g_00344	Praq.g_01196
OG0000390	Pram.g_00345	Praq.g_01195
OG0000391	Pram.g_00346	Praq.g_01194
OG0000392	Pram.g_00347	Praq.g_01193
OG0000393	Pram.g_00351	Praq.g_01189
OG0000394	Pram.g_00352	Praq.g_01188
OG0000395	Pram.g_00355	Praq.g_01186
OG0000396	Pram.g_00864	Praq.g_01185
OG0000397	Pram.g_01184	Praq.g_01172
OG0000398	Pram.g_01537	Praq.g_01164
OG0000399	Pram.g_01177	Praq.g_01163
OG0000400	Pram.g_01696	Praq.g_01158
OG0000401	Pram.g_00366	Praq.g_01126
OG0000402	Pram.g_00367	Praq.g_01125
OG0000403	Pram.g_00368	Praq.g_01124
OG0000404	Pram.g_00370	Praq.g_01122
OG0000405	Pram.g_00371	Praq.g_01121
OG0000406	Pram.g_00373	Praq.g_01119
OG0000407	Pram.g_00374	Praq.g_01118
OG0000408	Pram.g_00375	Praq.g_01117
OG0000409	Pram.g_00376	Praq.g_01116
OG0000410	Pram.g_00377	Praq.g_01115
OG0000411	Pram.g_00378	Praq.g_01114
OG0000412	Pram.g_00379	Praq.g_01113
OG0000413	Pram.g_00380	Praq.g_01112
OG0000414	Pram.g_00381	Praq.g_01111
OG0000415	Pram.g_00382	Praq.g_01110
OG0000416	Pram.g_00383	Praq.g_01109
OG0000417	Pram.g_00384	Praq.g_01108
OG0000418	Pram.g_00385	Praq.g_01107
OG0000419	Pram.g_00386	Praq.g_00500
OG0000420	Pram.g_00387	Praq.g_00501
OG0000421	Pram.g_00393	Praq.g_00502
OG0000422	Pram.g_00395	Praq.g_00504
OG0000423	Pram.g_00396	Praq.g_00505
OG0000424	Pram.g_00397	Praq.g_00507
OG0000425	Pram.g_00400	Praq.g_00511
OG0000426	Pram.g_00401	Praq.g_00512
OG0000427	Pram.g_00402	Praq.g_00513
OG0000428	Pram.g_00404	Praq.g_00514
OG0000429	Pram.g_00406	Praq.g_00515
OG0000430	Pram.g_00407	Praq.g_00522
OG0000431	Pram.g_00409	Praq.g_00524
OG0000432	Pram.g_00410	Praq.g_00525
OG0000433	Pram.g_00413	Praq.g_00528
OG0000434	Pram.g_00414	Praq.g_00529
OG0000435	Pram.g_00415	Praq.g_00530
OG0000436	Pram.g_00417	Praq.g_00532
OG0000437	Pram.g_00419	Praq.g_00534
OG0000438	Pram.g_00420	Praq.g_00535
OG0000439	Pram.g_00421	Praq.g_00536
OG0000440	Pram.g_00423	Praq.g_00538
OG0000441	Pram.g_00424	Praq.g_00539
OG0000442	Pram.g_00425	Praq.g_00540
OG0000443	Pram.g_00426	Praq.g_00541
OG0000444	Pram.g_00427	Praq.g_00542
OG0000445	Pram.g_00428	Praq.g_00543
OG0000446	Pram.g_00429	Praq.g_00544
OG0000447	Pram.g_00430	Praq.g_00545
OG0000448	Pram.g_00431	Praq.g_00546
OG0000449	Pram.g_00438	Praq.g_01102
OG0000450	Pram.g_00439	Praq.g_01101
OG0000451	Pram.g_00440	Praq.g_01100
OG0000452	Pram.g_00441	Praq.g_01099
OG0000453	Pram.g_00442	Praq.g_01097
OG0000454	Pram.g_00443	Praq.g_01096
OG0000455	Pram.g_00444	Praq.g_01095
OG0000456	Pram.g_00445	Praq.g_01094
OG0000457	Pram.g_00447	Praq.g_01092
OG0000458	Pram.g_00449	Praq.g_01090
OG0000459	Pram.g_00450	Praq.g_01089
OG0000460	Pram.g_00452	Praq.g_01087
OG0000461	Pram.g_00453	Praq.g_01086
OG0000462	Pram.g_00454	Praq.g_01085
OG0000463	Pram.g_00456	Praq.g_01084
OG0000464	Pram.g_00461	Praq.g_01079
OG0000465	Pram.g_00462	Praq.g_01077
OG0000466	Pram.g_00463	Praq.g_01076
OG0000467	Pram.g_00464	Praq.g_01075
OG0000468	Pram.g_00465	Praq.g_01074
OG0000469	Pram.g_00466	Praq.g_01073
OG0000470	Pram.g_00468	Praq.g_01072
OG0000471	Pram.g_00469	Praq.g_01071
OG0000472	Pram.g_00472	Praq.g_01068
OG0000473	Pram.g_00473	Praq.g_01067
OG0000474	Pram.g_00474	Praq.g_01066
OG0000475	Pram.g_00475	Praq.g_01065
OG0000476	Pram.g_00476	Praq.g_01064
OG0000477	Pram.g_00477	Praq.g_01062
OG0000478	Pram.g_00478	Praq.g_01061
OG0000479	Pram.g_00479	Praq.g_01060
OG0000480	Pram.g_00481	Praq.g_01058
OG0000481	Pram.g_00482	Praq.g_01057
OG0000482	Pram.g_00483	Praq.g_01056
OG0000483	Pram.g_00484	Praq.g_01055
OG0000484	Pram.g_00485	Praq.g_01054
OG0000485	Pram.g_00486	Praq.g_01053
OG0000486	Pram.g_00487	Praq.g_01052
OG0000487	Pram.g_00488	Praq.g_01051
OG0000488	Pram.g_00490	Praq.g_01049
OG0000489	Pram.g_00491	Praq.g_01048
OG0000490	Pram.g_00492	Praq.g_01047
OG0000491	Pram.g_00493	Praq.g_01046
OG0000492	Pram.g_00494	Praq.g_01045
OG0000493	Pram.g_00495	Praq.g_01044
OG0000494	Pram.g_00497	Praq.g_01042
OG0000495	Pram.g_00498	Praq.g_01041
OG0000496	Pram.g_00500	Praq.g_01040
OG0000497	Pram.g_00502	Praq.g_01039
OG0000498	Pram.g_00503	Praq.g_01038
OG0000499	Pram.g_00505	Praq.g_01036
OG0000500	Pram.g_00506	Praq.g_01035
OG0000501	Pram.g_00508	Praq.g_01033
OG0000502	Pram.g_00509	Praq.g_01032
OG0000503	Pram.g_00510	Praq.g_01031
OG0000504	Pram.g_00511	Praq.g_01030
OG0000505	Pram.g_00512	Praq.g_01029
OG0000506	Pram.g_00513	Praq.g_01028
OG0000507	Pram.g_00514	Praq.g_01027
OG0000508	Pram.g_00516	Praq.g_01025
OG0000509	Pram.g_00517	Praq.g_01024
OG0000510	Pram.g_00518	Praq.g_01023
OG0000511	Pram.g_00519	Praq.g_01022
OG0000512	Pram.g_00520	Praq.g_01021
OG0000513	Pram.g_00521	Praq.g_01020
OG0000514	Pram.g_00522	Praq.g_01019
OG0000515	Pram.g_00523	Praq.g_01017
OG0000516	Pram.g_00524	Praq.g_01016
OG0000517	Pram.g_00525	Praq.g_01015
OG0000518	Pram.g_00528	Praq.g_01012
OG0000519	Pram.g_00529	Praq.g_01010
OG0000520	Pram.g_00530	Praq.g_01009
OG0000521	Pram.g_00531	Praq.g_01008
OG0000522	Pram.g_00532	Praq.g_01007
OG0000523	Pram.g_00533	Praq.g_01006
OG0000524	Pram.g_00534	Praq.g_01005
OG0000525	Pram.g_00536	Praq.g_01003
OG0000526	Pram.g_00537	Praq.g_01002
OG0000527	Pram.g_00538	Praq.g_01001
OG0000528	Pram.g_00539	Praq.g_01000
OG0000529	Pram.g_00540	Praq.g_00999
OG0000530	Pram.g_00541	Praq.g_00998
OG0000531	Pram.g_00543	Praq.g_00997
OG0000532	Pram.g_00544	Praq.g_00996
OG0000533	Pram.g_00545	Praq.g_00995
OG0000534	Pram.g_00546	Praq.g_00994
OG0000535	Pram.g_00547	Praq.g_00993
OG0000536	Pram.g_00548	Praq.g_00992
OG0000537	Pram.g_00549	Praq.g_00991
OG0000538	Pram.g_00550	Praq.g_00990
OG0000539	Pram.g_00551	Praq.g_00989
OG0000540	Pram.g_00552	Praq.g_00988
OG0000541	Pram.g_00553	Praq.g_00987
OG0000542	Pram.g_00554	Praq.g_00986
OG0000543	Pram.g_00555	Praq.g_00985
OG0000544	Pram.g_00556	Praq.g_00984
OG0000545	Pram.g_00559	Praq.g_00981
OG0000546	Pram.g_00560	Praq.g_00980
OG0000547	Pram.g_00562	Praq.g_00978
OG0000548	Pram.g_00564	Praq.g_00977
OG0000549	Pram.g_00565	Praq.g_00976
OG0000550	Pram.g_00566	Praq.g_00975
OG0000551	Pram.g_00568	Praq.g_00974
OG0000552	Pram.g_00569	Praq.g_00973
OG0000553	Pram.g_01080	Praq.g_00972
OG0000554	Pram.g_01079	Praq.g_00971
OG0000555	Pram.g_01078	Praq.g_00970
OG0000556	Pram.g_01077	Praq.g_00969
OG0000557	Pram.g_01076	Praq.g_00968
OG0000558	Pram.g_01075	Praq.g_00967
OG0000559	Pram.g_01074	Praq.g_00966
OG0000560	Pram.g_01073	Praq.g_00964
OG0000561	Pram.g_01072	Praq.g_00963
OG0000562	Pram.g_01070	Praq.g_00962
OG0000563	Pram.g_01069	Praq.g_00961
OG0000564	Pram.g_01068	Praq.g_00960
OG0000565	Pram.g_01067	Praq.g_00959
OG0000566	Pram.g_01066	Praq.g_00958
OG0000567	Pram.g_01065	Praq.g_00957
OG0000568	Pram.g_01064	Praq.g_00775
OG0000569	Pram.g_01063	Praq.g_00776
OG0000570	Pram.g_01062	Praq.g_00777
OG0000571	Pram.g_01061	Praq.g_00778
OG0000572	Pram.g_01060	Praq.g_00779
OG0000573	Pram.g_01057	Praq.g_00782
OG0000574	Pram.g_01056	Praq.g_00783
OG0000575	Pram.g_01055	Praq.g_00784
OG0000576	Pram.g_01054	Praq.g_00785
OG0000577	Pram.g_01053	Praq.g_00786
OG0000578	Pram.g_01052	Praq.g_00787
OG0000579	Pram.g_01051	Praq.g_00788
OG0000580	Pram.g_01050	Praq.g_00789
OG0000581	Pram.g_01049	Praq.g_00790
OG0000582	Pram.g_01048	Praq.g_00791
OG0000583	Pram.g_01047	Praq.g_00792
OG0000584	Pram.g_01045	Praq.g_00793
OG0000585	Pram.g_01044	Praq.g_00794
