Orthogroup	Pram	Prah
OG0000266	Pram.g_00167	Prah.g_02323
OG0000267	Pram.g_00169	Prah.g_02334
OG0000268	Pram.g_00171	Prah.g_02336
OG0000269	Pram.g_00172	Prah.g_02339
OG0000270	Pram.g_00173	Prah.g_02341
OG0000271	Pram.g_00174	Prah.g_02344
OG0000272	Pram.g_00175	Prah.g_02345
OG0000273	Pram.g_00176	Prah.g_02350
OG0000274	Pram.g_00177	Prah.g_02352
OG0000275	Pram.g_00178	Prah.g_02353
OG0000276	Pram.g_00179	Prah.g_02354
OG0000277	Pram.g_00180	Prah.g_02355
OG0000278	Pram.g_00181	Prah.g_02356
OG0000279	Pram.g_00182	Prah.g_02357
OG0000280	Pram.g_00183	Prah.g_02358
OG0000281	Pram.g_00185	Prah.g_02360
OG0000282	Pram.g_00186	Prah.g_02361
OG0000283	Pram.g_00189	Prah.g_02364
OG0000284	Pram.g_00190	Prah.g_02365
OG0000285	Pram.g_00191	Prah.g_02370
OG0000286	Pram.g_00193	Prah.g_02372
OG0000287	Pram.g_00194	Prah.g_02420
OG0000288	Pram.g_00195	Prah.g_02419
OG0000289	Pram.g_00196	Prah.g_02418
OG0000290	Pram.g_00197	Prah.g_02417
OG0000291	Pram.g_00198	Prah.g_02415
OG0000292	Pram.g_00199	Prah.g_02411
OG0000293	Pram.g_00200	Prah.g_02410
OG0000294	Pram.g_00201	Prah.g_02409
OG0000295	Pram.g_00202	Prah.g_02403
OG0000296	Pram.g_00203	Prah.g_02402
OG0000297	Pram.g_00204	Prah.g_02400
OG0000298	Pram.g_00205	Prah.g_02399
OG0000299	Pram.g_00206	Prah.g_02398
OG0000300	Pram.g_00207	Prah.g_02397
OG0000301	Pram.g_00208	Prah.g_02396
OG0000302	Pram.g_00209	Prah.g_02395
OG0000303	Pram.g_00210	Prah.g_02394
OG0000304	Pram.g_00212	Prah.g_02392
OG0000305	Pram.g_00213	Prah.g_02391
OG0000306	Pram.g_00214	Prah.g_02390
OG0000307	Pram.g_00216	Prah.g_01786
OG0000308	Pram.g_00217	Prah.g_01411
OG0000309	Pram.g_00218	Prah.g_01412
OG0000310	Pram.g_00219	Prah.g_01413
OG0000311	Pram.g_00220	Prah.g_01782
OG0000312	Pram.g_00222	Prah.g_01781
OG0000313	Pram.g_00223	Prah.g_01779
OG0000314	Pram.g_00227	Prah.g_01773
OG0000315	Pram.g_00228	Prah.g_01772
OG0000316	Pram.g_00230	Prah.g_02074
OG0000317	Pram.g_00232	Prah.g_02078
OG0000318	Pram.g_00233	Prah.g_02079
OG0000319	Pram.g_00234	Prah.g_02080
OG0000320	Pram.g_00235	Prah.g_02082
OG0000321	Pram.g_00238	Prah.g_02087
OG0000322	Pram.g_00242	Prah.g_02098
OG0000323	Pram.g_00243	Prah.g_02099
OG0000324	Pram.g_00246	Prah.g_02101
OG0000325	Pram.g_00247	Prah.g_02103
OG0000326	Pram.g_00248	Prah.g_02105
OG0000327	Pram.g_00250	Prah.g_02111
OG0000328	Pram.g_00251	Prah.g_01785
OG0000329	Pram.g_00252	Prah.g_02114
OG0000330	Pram.g_00253	Prah.g_02115
OG0000331	Pram.g_00254	Prah.g_02117
OG0000332	Pram.g_00255	Prah.g_02118
OG0000333	Pram.g_00256	Prah.g_02119
OG0000334	Pram.g_00257	Prah.g_02120
OG0000335	Pram.g_00258	Prah.g_02121
OG0000336	Pram.g_00260	Prah.g_02123
OG0000337	Pram.g_00263	Prah.g_02128
OG0000338	Pram.g_00264	Prah.g_02129
OG0000339	Pram.g_00265	Prah.g_02130
OG0000340	Pram.g_00266	Prah.g_02132
OG0000341	Pram.g_00270	Prah.g_02137
OG0000342	Pram.g_00271	Prah.g_02138
OG0000343	Pram.g_00274	Prah.g_02140
OG0000344	Pram.g_00275	Prah.g_02142
OG0000345	Pram.g_00276	Prah.g_02143
OG0000346	Pram.g_00277	Prah.g_02144
OG0000347	Pram.g_00278	Prah.g_02145
OG0000348	Pram.g_00280	Prah.g_02146
OG0000349	Pram.g_00281	Prah.g_02147
OG0000350	Pram.g_00282	Prah.g_02148
OG0000351	Pram.g_00284	Prah.g_02152
OG0000352	Pram.g_00287	Prah.g_02156
OG0000353	Pram.g_00288	Prah.g_02157
OG0000354	Pram.g_00289	Prah.g_02158
OG0000355	Pram.g_00290	Prah.g_02159
OG0000356	Pram.g_00291	Prah.g_02166
OG0000357	Pram.g_00292	Prah.g_02167
OG0000358	Pram.g_00293	Prah.g_02168
OG0000359	Pram.g_00294	Prah.g_02170
OG0000360	Pram.g_00296	Prah.g_02172
OG0000361	Pram.g_00297	Prah.g_02173
OG0000362	Pram.g_00298	Prah.g_02174
OG0000363	Pram.g_00299	Prah.g_02175
OG0000364	Pram.g_00300	Prah.g_02176
OG0000365	Pram.g_00301	Prah.g_02177
OG0000366	Pram.g_00302	Prah.g_02178
OG0000367	Pram.g_00303	Prah.g_02179
OG0000368	Pram.g_00304	Prah.g_02180
OG0000369	Pram.g_00305	Prah.g_02181
OG0000370	Pram.g_00306	Prah.g_02182
OG0000371	Pram.g_00307	Prah.g_02183
OG0000372	Pram.g_00309	Prah.g_02186
OG0000373	Pram.g_00311	Prah.g_02197
OG0000374	Pram.g_00312	Prah.g_02199
OG0000375	Pram.g_00313	Prah.g_02207
OG0000376	Pram.g_00315	Prah.g_01956
OG0000377	Pram.g_00321	Prah.g_01949
OG0000378	Pram.g_00322	Prah.g_01948
OG0000379	Pram.g_00328	Prah.g_01940
OG0000380	Pram.g_00330	Prah.g_01938
OG0000381	Pram.g_00331	Prah.g_01937
OG0000382	Pram.g_00332	Prah.g_01935
OG0000383	Pram.g_00336	Prah.g_01930
OG0000384	Pram.g_00337	Prah.g_01929
OG0000385	Pram.g_00340	Prah.g_01922
OG0000386	Pram.g_00341	Prah.g_01921
OG0000387	Pram.g_00342	Prah.g_01920
OG0000388	Pram.g_00343	Prah.g_01919
OG0000389	Pram.g_00344	Prah.g_01918
OG0000390	Pram.g_00345	Prah.g_01917
OG0000391	Pram.g_00346	Prah.g_01916
OG0000392	Pram.g_00347	Prah.g_01915
OG0000393	Pram.g_00351	Prah.g_00204
OG0000394	Pram.g_00352	Prah.g_00205
OG0000395	Pram.g_00355	Prah.g_00209
OG0000396	Pram.g_00864	Prah.g_00579
OG0000397	Pram.g_01184	Prah.g_01837
OG0000398	Pram.g_01537	Prah.g_01661
OG0000399	Pram.g_01177	Prah.g_01181
OG0000400	Pram.g_01696	Prah.g_02072
OG0000401	Pram.g_00366	Prah.g_00218
OG0000402	Pram.g_00367	Prah.g_00219
OG0000403	Pram.g_00368	Prah.g_00221
OG0000404	Pram.g_00370	Prah.g_00229
OG0000405	Pram.g_00371	Prah.g_00230
OG0000406	Pram.g_00373	Prah.g_00232
OG0000407	Pram.g_00374	Prah.g_00233
OG0000408	Pram.g_00375	Prah.g_00234
OG0000409	Pram.g_00376	Prah.g_00235
OG0000410	Pram.g_00377	Prah.g_00237
OG0000411	Pram.g_00378	Prah.g_00238
OG0000412	Pram.g_00379	Prah.g_00239
OG0000413	Pram.g_00380	Prah.g_00240
OG0000414	Pram.g_00381	Prah.g_00241
OG0000415	Pram.g_00382	Prah.g_00242
OG0000416	Pram.g_00383	Prah.g_00247
OG0000417	Pram.g_00384	Prah.g_00251
OG0000418	Pram.g_00385	Prah.g_00252
OG0000419	Pram.g_00386	Prah.g_00253
OG0000420	Pram.g_00387	Prah.g_00254
OG0000421	Pram.g_00393	Prah.g_00255
OG0000422	Pram.g_00395	Prah.g_00257
OG0000423	Pram.g_00396	Prah.g_00258
OG0000424	Pram.g_00397	Prah.g_00261
OG0000425	Pram.g_00400	Prah.g_00290
OG0000426	Pram.g_00401	Prah.g_00291
OG0000427	Pram.g_00402	Prah.g_00294
OG0000428	Pram.g_00404	Prah.g_00304
OG0000429	Pram.g_00406	Prah.g_00306
OG0000430	Pram.g_00407	Prah.g_00308
OG0000431	Pram.g_00409	Prah.g_00310
OG0000432	Pram.g_00410	Prah.g_00311
OG0000433	Pram.g_00413	Prah.g_01575
OG0000434	Pram.g_00414	Prah.g_01572
OG0000435	Pram.g_00415	Prah.g_01567
OG0000436	Pram.g_00417	Prah.g_01565
OG0000437	Pram.g_00419	Prah.g_01563
OG0000438	Pram.g_00420	Prah.g_01562
OG0000439	Pram.g_00421	Prah.g_01561
OG0000440	Pram.g_00423	Prah.g_01558
OG0000441	Pram.g_00424	Prah.g_01556
OG0000442	Pram.g_00425	Prah.g_01555
OG0000443	Pram.g_00426	Prah.g_01554
OG0000444	Pram.g_00427	Prah.g_01553
OG0000445	Pram.g_00428	Prah.g_01552
OG0000446	Pram.g_00429	Prah.g_01551
OG0000447	Pram.g_00430	Prah.g_01550
OG0000448	Pram.g_00431	Prah.g_01549
OG0000449	Pram.g_00438	Prah.g_01541
OG0000450	Pram.g_00439	Prah.g_01540
OG0000451	Pram.g_00440	Prah.g_01539
OG0000452	Pram.g_00441	Prah.g_01538
OG0000453	Pram.g_00442	Prah.g_01535
OG0000454	Pram.g_00443	Prah.g_01534
OG0000455	Pram.g_00444	Prah.g_01533
OG0000456	Pram.g_00445	Prah.g_01532
OG0000457	Pram.g_00447	Prah.g_01530
OG0000458	Pram.g_00449	Prah.g_01529
OG0000459	Pram.g_00450	Prah.g_01528
OG0000460	Pram.g_00452	Prah.g_01526
OG0000461	Pram.g_00453	Prah.g_01525
OG0000462	Pram.g_00454	Prah.g_01524
OG0000463	Pram.g_00456	Prah.g_01519
OG0000464	Pram.g_00461	Prah.g_01514
OG0000465	Pram.g_00462	Prah.g_01513
OG0000466	Pram.g_00463	Prah.g_01512
OG0000467	Pram.g_00464	Prah.g_01510
OG0000468	Pram.g_00465	Prah.g_01509
OG0000469	Pram.g_00466	Prah.g_01505
OG0000470	Pram.g_00468	Prah.g_01094
OG0000471	Pram.g_00469	Prah.g_01035
OG0000472	Pram.g_00472	Prah.g_01500
OG0000473	Pram.g_00473	Prah.g_01498
OG0000474	Pram.g_00474	Prah.g_01496
OG0000475	Pram.g_00475	Prah.g_01495
OG0000476	Pram.g_00476	Prah.g_01489
OG0000477	Pram.g_00477	Prah.g_01484
OG0000478	Pram.g_00478	Prah.g_01482
OG0000479	Pram.g_00479	Prah.g_01480
OG0000480	Pram.g_00481	Prah.g_01474
OG0000481	Pram.g_00482	Prah.g_01473
OG0000482	Pram.g_00483	Prah.g_01472
OG0000483	Pram.g_00484	Prah.g_01470
OG0000484	Pram.g_00485	Prah.g_01469
OG0000485	Pram.g_00486	Prah.g_01468
OG0000486	Pram.g_00487	Prah.g_01467
OG0000487	Pram.g_00488	Prah.g_01466
OG0000488	Pram.g_00490	Prah.g_01464
OG0000489	Pram.g_00491	Prah.g_01463
OG0000490	Pram.g_00492	Prah.g_01462
OG0000491	Pram.g_00493	Prah.g_01461
OG0000492	Pram.g_00494	Prah.g_01460
OG0000493	Pram.g_00495	Prah.g_01459
OG0000494	Pram.g_00497	Prah.g_01458
OG0000495	Pram.g_00498	Prah.g_01457
OG0000496	Pram.g_00500	Prah.g_01454
OG0000497	Pram.g_00502	Prah.g_01452
OG0000498	Pram.g_00503	Prah.g_01451
OG0000499	Pram.g_00505	Prah.g_01449
OG0000500	Pram.g_00506	Prah.g_01448
OG0000501	Pram.g_00508	Prah.g_01445
OG0000502	Pram.g_00509	Prah.g_01444
OG0000503	Pram.g_00510	Prah.g_01443
OG0000504	Pram.g_00511	Prah.g_01441
OG0000505	Pram.g_00512	Prah.g_01440
OG0000506	Pram.g_00513	Prah.g_01439
OG0000507	Pram.g_00514	Prah.g_01438
OG0000508	Pram.g_00516	Prah.g_01434
OG0000509	Pram.g_00517	Prah.g_01433
OG0000510	Pram.g_00518	Prah.g_01432
OG0000511	Pram.g_00519	Prah.g_01431
OG0000512	Pram.g_00520	Prah.g_01430
OG0000513	Pram.g_00521	Prah.g_01429
OG0000514	Pram.g_00522	Prah.g_01428
OG0000515	Pram.g_00523	Prah.g_01425
OG0000516	Pram.g_00524	Prah.g_01424
OG0000517	Pram.g_00525	Prah.g_01423
OG0000518	Pram.g_00528	Prah.g_01417
OG0000519	Pram.g_00529	Prah.g_01416
OG0000520	Pram.g_00530	Prah.g_01415
OG0000521	Pram.g_00531	Prah.g_01414
OG0000522	Pram.g_00532	Prah.g_01408
OG0000523	Pram.g_00533	Prah.g_01407
OG0000524	Pram.g_00534	Prah.g_01406
OG0000525	Pram.g_00536	Prah.g_01404
OG0000526	Pram.g_00537	Prah.g_01403
OG0000527	Pram.g_00538	Prah.g_01402
OG0000528	Pram.g_00539	Prah.g_01401
OG0000529	Pram.g_00540	Prah.g_01400
OG0000530	Pram.g_00541	Prah.g_01399
OG0000531	Pram.g_00543	Prah.g_01396
OG0000532	Pram.g_00544	Prah.g_01394
OG0000533	Pram.g_00545	Prah.g_01393
OG0000534	Pram.g_00546	Prah.g_01392
OG0000535	Pram.g_00547	Prah.g_01391
OG0000536	Pram.g_00548	Prah.g_01390
OG0000537	Pram.g_00549	Prah.g_01389
OG0000538	Pram.g_00550	Prah.g_01388
OG0000539	Pram.g_00551	Prah.g_01387
OG0000540	Pram.g_00552	Prah.g_01385
OG0000541	Pram.g_00553	Prah.g_00532
OG0000542	Pram.g_00554	Prah.g_00531
OG0000543	Pram.g_00555	Prah.g_00530
OG0000544	Pram.g_00556	Prah.g_00529
OG0000545	Pram.g_00559	Prah.g_00526
OG0000546	Pram.g_00560	Prah.g_00525
OG0000547	Pram.g_00562	Prah.g_00523
OG0000548	Pram.g_00564	Prah.g_00518
OG0000549	Pram.g_00565	Prah.g_00517
OG0000550	Pram.g_00566	Prah.g_00516
OG0000551	Pram.g_00568	Prah.g_00513
OG0000552	Pram.g_00569	Prah.g_00510
OG0000553	Pram.g_01080	Prah.g_00509
OG0000554	Pram.g_01079	Prah.g_00506
OG0000555	Pram.g_01078	Prah.g_00505
OG0000556	Pram.g_01077	Prah.g_00504
OG0000557	Pram.g_01076	Prah.g_00503
OG0000558	Pram.g_01075	Prah.g_00501
OG0000559	Pram.g_01074	Prah.g_00500
OG0000560	Pram.g_01073	Prah.g_00498
OG0000561	Pram.g_01072	Prah.g_00497
OG0000562	Pram.g_01070	Prah.g_00495
OG0000563	Pram.g_01069	Prah.g_00494
OG0000564	Pram.g_01068	Prah.g_00493
OG0000565	Pram.g_01067	Prah.g_00486
OG0000566	Pram.g_01066	Prah.g_00485
OG0000567	Pram.g_01065	Prah.g_00484
OG0000568	Pram.g_01064	Prah.g_00483
OG0000569	Pram.g_01063	Prah.g_00482
OG0000570	Pram.g_01062	Prah.g_00478
OG0000571	Pram.g_01061	Prah.g_00477
OG0000572	Pram.g_01060	Prah.g_00476
OG0000573	Pram.g_01057	Prah.g_00472
OG0000574	Pram.g_01056	Prah.g_00466
OG0000575	Pram.g_01055	Prah.g_00465
OG0000576	Pram.g_01054	Prah.g_00464
OG0000577	Pram.g_01053	Prah.g_00463
OG0000578	Pram.g_01052	Prah.g_00462
OG0000579	Pram.g_01051	Prah.g_00460
OG0000580	Pram.g_01050	Prah.g_00457
OG0000581	Pram.g_01049	Prah.g_00456
OG0000582	Pram.g_01048	Prah.g_00455
OG0000583	Pram.g_01047	Prah.g_00454
OG0000584	Pram.g_01045	Prah.g_00452
OG0000585	Pram.g_01044	Prah.g_00451
OG0000586	Pram.g_01042	Prah.g_00449
OG0000587	Pram.g_01041	Prah.g_00448
OG0000588	Pram.g_00760	Prah.g_00444
