Orthogroup	Pram	Pras
OG0000093	Pram.g_00168	Pras.g_01035
OG0000094	Pram.g_00187	Pras.g_01053
OG0000095	Pram.g_00192	Pras.g_01059, Pras.g_01058
OG0000096	Pram.g_00239	Pras.g_01103
OG0000097	Pram.g_00262	Pras.g_01126
OG0000099	Pram.g_00283	Pras.g_01145
OG0000100	Pram.g_00286	Pras.g_01148
OG0000101	Pram.g_00354	Pras.g_01210
OG0000102	Pram.g_01589	Pras.g_01236
OG0000103	Pram.g_00412	Pras.g_01354
OG0000104	Pram.g_00416	Pras.g_01358
OG0000105	Pram.g_00437	Pras.g_01377
OG0000106	Pram.g_00470	Pras.g_01409
OG0000107	Pram.g_00471	Pras.g_01410
OG0000108	Pram.g_00480	Pras.g_01420
OG0000109	Pram.g_00489	Pras.g_01429
OG0000110	Pram.g_00507	Pras.g_01445
OG0000111	Pram.g_01059	Pras.g_01527
OG0000112	Pram.g_01058	Pras.g_01528
OG0000113	Pram.g_01006	Pras.g_01628
OG0000114	Pram.g_00807	Pras.g_01699
OG0000115	Pram.g_00943	Pras.g_01859
OG0000116	Pram.g_00947	Pras.g_01863
OG0000117	Pram.g_00891	Pras.g_01931
OG0000118	Pram.g_01185	Pras.g_01982
OG0000119	Pram.g_01549	Pras.g_00026
OG0000120	Pram.g_01133	Pras.g_00062
OG0000121	Pram.g_01110	Pras.g_00081
OG0000122	Pram.g_01090	Pras.g_00101
OG0000123	Pram.g_00571	Pras.g_00114
OG0000124	Pram.g_01254	Pras.g_00122
OG0000125	Pram.g_01242	Pras.g_00221, Pras.g_00222
OG0000126	Pram.g_01468	Pras.g_00250
OG0000127	Pram.g_01393	Pras.g_00337
OG0000128	Pram.g_01377	Pras.g_00351
OG0000129	Pram.g_01341	Pras.g_00388
OG0000130	Pram.g_01629	Pras.g_00548
OG0000131	Pram.g_01669	Pras.g_00586
OG0000132	Pram.g_01672	Pras.g_00589
OG0000133	Pram.g_01728	Pras.g_00646
OG0000134	Pram.g_01764	Pras.g_00682
OG0000135	Pram.g_01766	Pras.g_00684
OG0000136	Pram.g_01817	Pras.g_00728
OG0000137	Pram.g_01851	Pras.g_00761
OG0000138	Pram.g_01886	Pras.g_00797
OG0000139	Pram.g_01917	Pras.g_00824
OG0000140	Pram.g_01939	Pras.g_00843
OG0000141	Pram.g_01940	Pras.g_00844
OG0000142	Pram.g_01942	Pras.g_00846
OG0000143	Pram.g_01943	Pras.g_00847
OG0000144	Pram.g_01945	Pras.g_00849
OG0000145	Pram.g_01946	Pras.g_00850
OG0000146	Pram.g_01947	Pras.g_00851
OG0000147	Pram.g_01948	Pras.g_00852
OG0000148	Pram.g_01950	Pras.g_00854
OG0000149	Pram.g_00001	Pras.g_00856
OG0000150	Pram.g_00002	Pras.g_00857
OG0000151	Pram.g_00003	Pras.g_00858
OG0000152	Pram.g_00004	Pras.g_00859
OG0000153	Pram.g_00005	Pras.g_00860
OG0000154	Pram.g_00006	Pras.g_00861
OG0000155	Pram.g_00007	Pras.g_00862
OG0000156	Pram.g_00008	Pras.g_00863
OG0000157	Pram.g_00009	Pras.g_00864
OG0000158	Pram.g_00011	Pras.g_00866
OG0000159	Pram.g_00012	Pras.g_00867
OG0000160	Pram.g_00013	Pras.g_00868
OG0000161	Pram.g_00014	Pras.g_00869
OG0000162	Pram.g_00015	Pras.g_00870
OG0000163	Pram.g_00016	Pras.g_00871
OG0000164	Pram.g_00019	Pras.g_00874
OG0000165	Pram.g_00021	Pras.g_00877
OG0000166	Pram.g_00022	Pras.g_00878
OG0000167	Pram.g_00023	Pras.g_00879
OG0000168	Pram.g_00024	Pras.g_00893
OG0000169	Pram.g_00026	Pras.g_00895
OG0000170	Pram.g_00028	Pras.g_00896
OG0000171	Pram.g_00029	Pras.g_00897
OG0000172	Pram.g_00030	Pras.g_00898
OG0000173	Pram.g_00033	Pras.g_00899
OG0000174	Pram.g_00034	Pras.g_00900
OG0000175	Pram.g_00035	Pras.g_00901
OG0000176	Pram.g_00037	Pras.g_00903
OG0000177	Pram.g_00038	Pras.g_00904
OG0000178	Pram.g_00039	Pras.g_00905
OG0000179	Pram.g_00048	Pras.g_00916
OG0000180	Pram.g_00049	Pras.g_00917
OG0000181	Pram.g_00050	Pras.g_00918
OG0000182	Pram.g_00054	Pras.g_00921
OG0000183	Pram.g_00055	Pras.g_00922
OG0000184	Pram.g_00058	Pras.g_00924
OG0000185	Pram.g_00062	Pras.g_00928
OG0000186	Pram.g_00063	Pras.g_00929
OG0000187	Pram.g_01536	Pras.g_00930
OG0000188	Pram.g_00064	Pras.g_00931
OG0000189	Pram.g_00065	Pras.g_00932
OG0000190	Pram.g_00066	Pras.g_00933
OG0000191	Pram.g_00067	Pras.g_00934
OG0000192	Pram.g_00068	Pras.g_00935
OG0000193	Pram.g_00069	Pras.g_00936
OG0000194	Pram.g_00070	Pras.g_00937
OG0000195	Pram.g_00072	Pras.g_00939
OG0000196	Pram.g_00073	Pras.g_00940
OG0000197	Pram.g_00074	Pras.g_00941
OG0000198	Pram.g_00075	Pras.g_00942
OG0000199	Pram.g_00078	Pras.g_00945
OG0000200	Pram.g_00079	Pras.g_00946
OG0000201	Pram.g_00080	Pras.g_00947
OG0000202	Pram.g_00081	Pras.g_00948
OG0000203	Pram.g_00082	Pras.g_00949
OG0000204	Pram.g_00083	Pras.g_00950
OG0000205	Pram.g_00085	Pras.g_00951
OG0000206	Pram.g_00086	Pras.g_00952
OG0000207	Pram.g_00087	Pras.g_00953
OG0000208	Pram.g_00088	Pras.g_00954
OG0000209	Pram.g_00089	Pras.g_00955
OG0000210	Pram.g_00090	Pras.g_00957
OG0000211	Pram.g_00091	Pras.g_00958
OG0000212	Pram.g_00092	Pras.g_00959
OG0000213	Pram.g_00093	Pras.g_00960
OG0000214	Pram.g_00097	Pras.g_00962
OG0000215	Pram.g_00098	Pras.g_00963
OG0000216	Pram.g_00100	Pras.g_00965
OG0000217	Pram.g_00101	Pras.g_00966
OG0000218	Pram.g_00102	Pras.g_00967
OG0000219	Pram.g_00103	Pras.g_00968
OG0000220	Pram.g_00106	Pras.g_00971
OG0000221	Pram.g_00109	Pras.g_00973
OG0000222	Pram.g_00110	Pras.g_00974
OG0000223	Pram.g_00111	Pras.g_00975
OG0000224	Pram.g_00113	Pras.g_00978
OG0000225	Pram.g_00115	Pras.g_00980
OG0000226	Pram.g_00117	Pras.g_00981
OG0000227	Pram.g_00118	Pras.g_00982
OG0000228	Pram.g_00119	Pras.g_00983
OG0000229	Pram.g_00120	Pras.g_00984
OG0000230	Pram.g_00121	Pras.g_00985
OG0000231	Pram.g_01001	Pras.g_00987
OG0000232	Pram.g_00123	Pras.g_00988
OG0000233	Pram.g_00126	Pras.g_00991
OG0000234	Pram.g_00128	Pras.g_00993
OG0000235	Pram.g_00130	Pras.g_00996
OG0000236	Pram.g_00131	Pras.g_00997
OG0000237	Pram.g_00132	Pras.g_00998
OG0000238	Pram.g_00133	Pras.g_00999
OG0000239	Pram.g_00134	Pras.g_01000
OG0000240	Pram.g_00136	Pras.g_01002
OG0000241	Pram.g_00137	Pras.g_01003
OG0000242	Pram.g_00138	Pras.g_01004
OG0000243	Pram.g_00139	Pras.g_01005
OG0000244	Pram.g_00140	Pras.g_01006
OG0000245	Pram.g_00141	Pras.g_01007
OG0000246	Pram.g_00143	Pras.g_01009
OG0000247	Pram.g_00144	Pras.g_01010
OG0000248	Pram.g_00145	Pras.g_01011
OG0000249	Pram.g_00146	Pras.g_01012
OG0000250	Pram.g_00147	Pras.g_01013
OG0000251	Pram.g_00148	Pras.g_01014
OG0000252	Pram.g_00149	Pras.g_01015
OG0000253	Pram.g_00150	Pras.g_01016
OG0000254	Pram.g_00152	Pras.g_01018
OG0000255	Pram.g_00153	Pras.g_01019
OG0000256	Pram.g_00156	Pras.g_01022
OG0000257	Pram.g_00157	Pras.g_01024
OG0000258	Pram.g_00158	Pras.g_01025
OG0000259	Pram.g_00159	Pras.g_01026
OG0000260	Pram.g_00160	Pras.g_01027
OG0000261	Pram.g_00161	Pras.g_01028
OG0000262	Pram.g_00162	Pras.g_01029
OG0000263	Pram.g_00163	Pras.g_01030
OG0000264	Pram.g_00165	Pras.g_01032
OG0000265	Pram.g_00166	Pras.g_01033
OG0000266	Pram.g_00167	Pras.g_01034
OG0000267	Pram.g_00169	Pras.g_01036
OG0000268	Pram.g_00171	Pras.g_01037
OG0000269	Pram.g_00172	Pras.g_01038
OG0000270	Pram.g_00173	Pras.g_01039
OG0000271	Pram.g_00174	Pras.g_01040
OG0000272	Pram.g_00175	Pras.g_01041
OG0000273	Pram.g_00176	Pras.g_01042
OG0000274	Pram.g_00177	Pras.g_01043
OG0000275	Pram.g_00178	Pras.g_01044
OG0000276	Pram.g_00179	Pras.g_01045
OG0000277	Pram.g_00180	Pras.g_01046
OG0000278	Pram.g_00181	Pras.g_01047
OG0000279	Pram.g_00182	Pras.g_01048
OG0000280	Pram.g_00183	Pras.g_01049
OG0000281	Pram.g_00185	Pras.g_01051
OG0000282	Pram.g_00186	Pras.g_01052
OG0000283	Pram.g_00189	Pras.g_01055
OG0000284	Pram.g_00190	Pras.g_01056
OG0000285	Pram.g_00191	Pras.g_01057
OG0000286	Pram.g_00193	Pras.g_01060
OG0000287	Pram.g_00194	Pras.g_01061
OG0000288	Pram.g_00195	Pras.g_01062
OG0000289	Pram.g_00196	Pras.g_01063
OG0000290	Pram.g_00197	Pras.g_01064
OG0000291	Pram.g_00198	Pras.g_01065
OG0000292	Pram.g_00199	Pras.g_01066
OG0000293	Pram.g_00200	Pras.g_01067
OG0000294	Pram.g_00201	Pras.g_01068
OG0000295	Pram.g_00202	Pras.g_01069
OG0000296	Pram.g_00203	Pras.g_01070
OG0000297	Pram.g_00204	Pras.g_01071
OG0000298	Pram.g_00205	Pras.g_01072
OG0000299	Pram.g_00206	Pras.g_01073
OG0000300	Pram.g_00207	Pras.g_01074
OG0000301	Pram.g_00208	Pras.g_01075
OG0000302	Pram.g_00209	Pras.g_01076
OG0000303	Pram.g_00210	Pras.g_01077
OG0000304	Pram.g_00212	Pras.g_01078
OG0000305	Pram.g_00213	Pras.g_01079
OG0000306	Pram.g_00214	Pras.g_01080
OG0000307	Pram.g_00216	Pras.g_01081
OG0000308	Pram.g_00217	Pras.g_01082
OG0000309	Pram.g_00218	Pras.g_01083
OG0000310	Pram.g_00219	Pras.g_01084
OG0000311	Pram.g_00220	Pras.g_01085
OG0000312	Pram.g_00222	Pras.g_01087
OG0000313	Pram.g_00223	Pras.g_01088
OG0000314	Pram.g_00227	Pras.g_01091
OG0000315	Pram.g_00228	Pras.g_01092
OG0000316	Pram.g_00230	Pras.g_01094
OG0000317	Pram.g_00232	Pras.g_01096
OG0000318	Pram.g_00233	Pras.g_01097
OG0000319	Pram.g_00234	Pras.g_01098
OG0000320	Pram.g_00235	Pras.g_01099
OG0000321	Pram.g_00238	Pras.g_01102
OG0000322	Pram.g_00242	Pras.g_01105
OG0000323	Pram.g_00243	Pras.g_01106
OG0000324	Pram.g_00246	Pras.g_01109
OG0000325	Pram.g_00247	Pras.g_01111
OG0000326	Pram.g_00248	Pras.g_01112
OG0000327	Pram.g_00250	Pras.g_01114
OG0000328	Pram.g_00251	Pras.g_01115
OG0000329	Pram.g_00252	Pras.g_01116
OG0000330	Pram.g_00253	Pras.g_01117
OG0000331	Pram.g_00254	Pras.g_01118
OG0000332	Pram.g_00255	Pras.g_01119
OG0000333	Pram.g_00256	Pras.g_01120
OG0000334	Pram.g_00257	Pras.g_01121
OG0000335	Pram.g_00258	Pras.g_01122
OG0000336	Pram.g_00260	Pras.g_01123
OG0000337	Pram.g_00263	Pras.g_01127
OG0000338	Pram.g_00264	Pras.g_01128
OG0000339	Pram.g_00265	Pras.g_01129
OG0000340	Pram.g_00266	Pras.g_01130
OG0000341	Pram.g_00270	Pras.g_01134
OG0000342	Pram.g_00271	Pras.g_01135
OG0000343	Pram.g_00274	Pras.g_01137
OG0000344	Pram.g_00275	Pras.g_01138
OG0000345	Pram.g_00276	Pras.g_01139
OG0000346	Pram.g_00277	Pras.g_01140
OG0000347	Pram.g_00278	Pras.g_01141
OG0000348	Pram.g_00280	Pras.g_01142
OG0000349	Pram.g_00281	Pras.g_01143
OG0000350	Pram.g_00282	Pras.g_01144
OG0000351	Pram.g_00284	Pras.g_01146
OG0000352	Pram.g_00287	Pras.g_01149
OG0000353	Pram.g_00288	Pras.g_01150
OG0000354	Pram.g_00289	Pras.g_01151
OG0000355	Pram.g_00290	Pras.g_01152
OG0000356	Pram.g_00291	Pras.g_01153
OG0000357	Pram.g_00292	Pras.g_01155
OG0000358	Pram.g_00293	Pras.g_01156
OG0000359	Pram.g_00294	Pras.g_01157
OG0000360	Pram.g_00296	Pras.g_01160
OG0000361	Pram.g_00297	Pras.g_01161
OG0000362	Pram.g_00298	Pras.g_01162
OG0000363	Pram.g_00299	Pras.g_01163
OG0000364	Pram.g_00300	Pras.g_01164
OG0000365	Pram.g_00301	Pras.g_01165
OG0000366	Pram.g_00302	Pras.g_01166
OG0000367	Pram.g_00303	Pras.g_01167
OG0000368	Pram.g_00304	Pras.g_01168
OG0000369	Pram.g_00305	Pras.g_01169
OG0000370	Pram.g_00306	Pras.g_01170
OG0000371	Pram.g_00307	Pras.g_01171
OG0000372	Pram.g_00309	Pras.g_01173
OG0000373	Pram.g_00311	Pras.g_01175
OG0000374	Pram.g_00312	Pras.g_01176
OG0000375	Pram.g_00313	Pras.g_01177
OG0000376	Pram.g_00315	Pras.g_01179
OG0000377	Pram.g_00321	Pras.g_01180
OG0000378	Pram.g_00322	Pras.g_01181
OG0000379	Pram.g_00328	Pras.g_01187
OG0000380	Pram.g_00330	Pras.g_01188
OG0000381	Pram.g_00331	Pras.g_01189
OG0000382	Pram.g_00332	Pras.g_01191
OG0000383	Pram.g_00336	Pras.g_01194
OG0000384	Pram.g_00337	Pras.g_01195
OG0000385	Pram.g_00340	Pras.g_01198
OG0000386	Pram.g_00341	Pras.g_01199
OG0000387	Pram.g_00342	Pras.g_01200
OG0000388	Pram.g_00343	Pras.g_01201
OG0000389	Pram.g_00344	Pras.g_01202
OG0000390	Pram.g_00345	Pras.g_01203
OG0000391	Pram.g_00346	Pras.g_01204
OG0000392	Pram.g_00347	Pras.g_01205
OG0000393	Pram.g_00351	Pras.g_01208
OG0000394	Pram.g_00352	Pras.g_01209
OG0000395	Pram.g_00355	Pras.g_01211
OG0000396	Pram.g_00864	Pras.g_01212
OG0000397	Pram.g_01184	Pras.g_01224
OG0000398	Pram.g_01537	Pras.g_01232
OG0000399	Pram.g_01177	Pras.g_01233
OG0000400	Pram.g_01696	Pras.g_01239
OG0000401	Pram.g_00366	Pras.g_01309
OG0000402	Pram.g_00367	Pras.g_01310
OG0000403	Pram.g_00368	Pras.g_01311
OG0000404	Pram.g_00370	Pras.g_01313
OG0000405	Pram.g_00371	Pras.g_01314
OG0000406	Pram.g_00373	Pras.g_01316
OG0000407	Pram.g_00374	Pras.g_01317
OG0000408	Pram.g_00375	Pras.g_01318
OG0000409	Pram.g_00376	Pras.g_01319
OG0000410	Pram.g_00377	Pras.g_01320
OG0000411	Pram.g_00378	Pras.g_01321
OG0000412	Pram.g_00379	Pras.g_01322
OG0000413	Pram.g_00380	Pras.g_01323
OG0000414	Pram.g_00381	Pras.g_01324
OG0000415	Pram.g_00382	Pras.g_01325
OG0000416	Pram.g_00383	Pras.g_01326
OG0000417	Pram.g_00384	Pras.g_01327
OG0000418	Pram.g_00385	Pras.g_01328
OG0000419	Pram.g_00386	Pras.g_01329
OG0000420	Pram.g_00387	Pras.g_01330
OG0000421	Pram.g_00393	Pras.g_01331
OG0000422	Pram.g_00395	Pras.g_01332
OG0000423	Pram.g_00396	Pras.g_01333
OG0000424	Pram.g_00397	Pras.g_01335
OG0000425	Pram.g_00400	Pras.g_01339
OG0000426	Pram.g_00401	Pras.g_01340
OG0000427	Pram.g_00402	Pras.g_01341
OG0000428	Pram.g_00404	Pras.g_01342
OG0000429	Pram.g_00406	Pras.g_01343
OG0000430	Pram.g_00407	Pras.g_01349
OG0000431	Pram.g_00409	Pras.g_01351
OG0000432	Pram.g_00410	Pras.g_01352
OG0000433	Pram.g_00413	Pras.g_01355
OG0000434	Pram.g_00414	Pras.g_01356
OG0000435	Pram.g_00415	Pras.g_01357
OG0000436	Pram.g_00417	Pras.g_01359
OG0000437	Pram.g_00419	Pras.g_01361
OG0000438	Pram.g_00420	Pras.g_01362
OG0000439	Pram.g_00421	Pras.g_01363
OG0000440	Pram.g_00423	Pras.g_01365
OG0000441	Pram.g_00424	Pras.g_01366
OG0000442	Pram.g_00425	Pras.g_01367
OG0000443	Pram.g_00426	Pras.g_01368
OG0000444	Pram.g_00427	Pras.g_01369
OG0000445	Pram.g_00428	Pras.g_01370
OG0000446	Pram.g_00429	Pras.g_01371
OG0000447	Pram.g_00430	Pras.g_01372
OG0000448	Pram.g_00431	Pras.g_01373
OG0000449	Pram.g_00438	Pras.g_01378
OG0000450	Pram.g_00439	Pras.g_01379
OG0000451	Pram.g_00440	Pras.g_01380
OG0000452	Pram.g_00441	Pras.g_01381
OG0000453	Pram.g_00442	Pras.g_01383
OG0000454	Pram.g_00443	Pras.g_01384
OG0000455	Pram.g_00444	Pras.g_01385
OG0000456	Pram.g_00445	Pras.g_01386
OG0000457	Pram.g_00447	Pras.g_01388
OG0000458	Pram.g_00449	Pras.g_01390
OG0000459	Pram.g_00450	Pras.g_01391
OG0000460	Pram.g_00452	Pras.g_01393
OG0000461	Pram.g_00453	Pras.g_01394
OG0000462	Pram.g_00454	Pras.g_01395
OG0000463	Pram.g_00456	Pras.g_01396
OG0000464	Pram.g_00461	Pras.g_01401
OG0000465	Pram.g_00462	Pras.g_01402
OG0000466	Pram.g_00463	Pras.g_01403
OG0000467	Pram.g_00464	Pras.g_01404
OG0000468	Pram.g_00465	Pras.g_01405
OG0000469	Pram.g_00466	Pras.g_01406
OG0000470	Pram.g_00468	Pras.g_01407
OG0000471	Pram.g_00469	Pras.g_01408
OG0000472	Pram.g_00472	Pras.g_01411
OG0000473	Pram.g_00473	Pras.g_01412
OG0000474	Pram.g_00474	Pras.g_01413
OG0000475	Pram.g_00475	Pras.g_01414
OG0000476	Pram.g_00476	Pras.g_01415
OG0000477	Pram.g_00477	Pras.g_01417
OG0000478	Pram.g_00478	Pras.g_01418
OG0000479	Pram.g_00479	Pras.g_01419
OG0000480	Pram.g_00481	Pras.g_01421
OG0000481	Pram.g_00482	Pras.g_01422
OG0000482	Pram.g_00483	Pras.g_01423
OG0000483	Pram.g_00484	Pras.g_01424
OG0000484	Pram.g_00485	Pras.g_01425
OG0000485	Pram.g_00486	Pras.g_01426
OG0000486	Pram.g_00487	Pras.g_01427
OG0000487	Pram.g_00488	Pras.g_01428
OG0000488	Pram.g_00490	Pras.g_01430
OG0000489	Pram.g_00491	Pras.g_01431
OG0000490	Pram.g_00492	Pras.g_01432
OG0000491	Pram.g_00493	Pras.g_01433
OG0000492	Pram.g_00494	Pras.g_01434
OG0000493	Pram.g_00495	Pras.g_01435
OG0000494	Pram.g_00497	Pras.g_01437
OG0000495	Pram.g_00498	Pras.g_01438
OG0000496	Pram.g_00500	Pras.g_01439
OG0000497	Pram.g_00502	Pras.g_01440
OG0000498	Pram.g_00503	Pras.g_01441
OG0000499	Pram.g_00505	Pras.g_01443
OG0000500	Pram.g_00506	Pras.g_01444
OG0000501	Pram.g_00508	Pras.g_01446
OG0000502	Pram.g_00509	Pras.g_01447
OG0000503	Pram.g_00510	Pras.g_01448
OG0000504	Pram.g_00511	Pras.g_01449
OG0000505	Pram.g_00512	Pras.g_01450
OG0000506	Pram.g_00513	Pras.g_01451
OG0000507	Pram.g_00514	Pras.g_01452
OG0000508	Pram.g_00516	Pras.g_01454
OG0000509	Pram.g_00517	Pras.g_01455
OG0000510	Pram.g_00518	Pras.g_01456
OG0000511	Pram.g_00519	Pras.g_01457
OG0000512	Pram.g_00520	Pras.g_01459
OG0000513	Pram.g_00521	Pras.g_01460
OG0000514	Pram.g_00522	Pras.g_01461
OG0000515	Pram.g_00523	Pras.g_01463
OG0000516	Pram.g_00524	Pras.g_01464
OG0000517	Pram.g_00525	Pras.g_01465
OG0000518	Pram.g_00528	Pras.g_01467
OG0000519	Pram.g_00529	Pras.g_01468
OG0000520	Pram.g_00530	Pras.g_01469
OG0000521	Pram.g_00531	Pras.g_01470
OG0000522	Pram.g_00532	Pras.g_01471
OG0000523	Pram.g_00533	Pras.g_01472
OG0000524	Pram.g_00534	Pras.g_01473
OG0000525	Pram.g_00536	Pras.g_01475
OG0000526	Pram.g_00537	Pras.g_01476
OG0000527	Pram.g_00538	Pras.g_01477
OG0000528	Pram.g_00539	Pras.g_01478
OG0000529	Pram.g_00540	Pras.g_01479
OG0000530	Pram.g_00541	Pras.g_01480
OG0000531	Pram.g_00543	Pras.g_01481
OG0000532	Pram.g_00544	Pras.g_01482
OG0000533	Pram.g_00545	Pras.g_01483
OG0000534	Pram.g_00546	Pras.g_01484
OG0000535	Pram.g_00547	Pras.g_01485
OG0000536	Pram.g_00548	Pras.g_01486
OG0000537	Pram.g_00549	Pras.g_01487
OG0000538	Pram.g_00550	Pras.g_01488
OG0000539	Pram.g_00551	Pras.g_01489
OG0000540	Pram.g_00552	Pras.g_01490
OG0000541	Pram.g_00553	Pras.g_01491
OG0000542	Pram.g_00554	Pras.g_01492
OG0000543	Pram.g_00555	Pras.g_01493
OG0000544	Pram.g_00556	Pras.g_01494
OG0000545	Pram.g_00559	Pras.g_01497
OG0000546	Pram.g_00560	Pras.g_01498
OG0000547	Pram.g_00562	Pras.g_01500
OG0000548	Pram.g_00564	Pras.g_01501
OG0000549	Pram.g_00565	Pras.g_01502
OG0000550	Pram.g_00566	Pras.g_01503
OG0000551	Pram.g_00568	Pras.g_01504
OG0000552	Pram.g_00569	Pras.g_01505
OG0000553	Pram.g_01080	Pras.g_01506
OG0000554	Pram.g_01079	Pras.g_01507
OG0000555	Pram.g_01078	Pras.g_01508
OG0000556	Pram.g_01077	Pras.g_01509
OG0000557	Pram.g_01076	Pras.g_01510
OG0000558	Pram.g_01075	Pras.g_01511
OG0000559	Pram.g_01074	Pras.g_01512
OG0000560	Pram.g_01073	Pras.g_01514
OG0000561	Pram.g_01072	Pras.g_01515
OG0000562	Pram.g_01070	Pras.g_01516
OG0000563	Pram.g_01069	Pras.g_01517
OG0000564	Pram.g_01068	Pras.g_01518
OG0000565	Pram.g_01067	Pras.g_01519
OG0000566	Pram.g_01066	Pras.g_01520
OG0000567	Pram.g_01065	Pras.g_01521
OG0000568	Pram.g_01064	Pras.g_01522
OG0000569	Pram.g_01063	Pras.g_01523
OG0000570	Pram.g_01062	Pras.g_01524
OG0000571	Pram.g_01061	Pras.g_01525
OG0000572	Pram.g_01060	Pras.g_01526
OG0000573	Pram.g_01057	Pras.g_01529
OG0000574	Pram.g_01056	Pras.g_01530
OG0000575	Pram.g_01055	Pras.g_01531
OG0000576	Pram.g_01054	Pras.g_01532
OG0000577	Pram.g_01053	Pras.g_01533
OG0000578	Pram.g_01052	Pras.g_01534
