Orthogroup	Syaj	Syah
OG0000129	Syaj.g_02106	Syah.g_00516
OG0000130	Syaj.g_01818	Syah.g_02483
OG0000131	Syaj.g_01964	Syah.g_00052
OG0000132	Syaj.g_01984	Syah.g_00072
OG0000133	Syaj.g_00902	Syah.g_01618
OG0000134	Syaj.g_02832	Syah.g_00891
OG0000135	Syaj.g_02167	Syah.g_00465
OG0000136	Syaj.g_01550	Syah.g_02227
OG0000137	Syaj.g_01444	Syah.g_01221
OG0000138	Syaj.g_00088	Syah.g_01013
OG0000139	Syaj.g_00150	Syah.g_01070
OG0000140	Syaj.g_00153	Syah.g_01071
OG0000141	Syaj.g_01340	Syah.g_01981
OG0000142	Syaj.g_01283	Syah.g_01935
OG0000143	Syaj.g_01279	Syah.g_01931
OG0000144	Syaj.g_01151	Syah.g_01824
OG0000145	Syaj.g_00094	Syah.g_01019
OG0000146	Syaj.g_00908	Syah.g_01612
OG0000147	Syaj.g_00909	Syah.g_01611
OG0000148	Syaj.g_01003	Syah.g_01758
OG0000149	Syaj.g_00369	Syah.g_02096
OG0000150	Syaj.g_01339, Syaj.g_00154	Syah.g_01980
OG0000151	Syaj.g_01074	Syah.g_01820
OG0000152	Syaj.g_00898	Syah.g_01622
OG0000153	Syaj.g_00842	Syah.g_01656
OG0000154	Syaj.g_00814	Syah.g_01682
OG0000155	Syaj.g_00338	Syah.g_02123
OG0000156	Syaj.g_00282	Syah.g_02185
OG0000157	Syaj.g_00281	Syah.g_02186
OG0000158	Syaj.g_02445	Syah.g_00204
OG0000160	Syaj.g_01382	Syah.g_01289
OG0000161	Syaj.g_01389	Syah.g_01282
OG0000162	Syaj.g_01395	Syah.g_01276
OG0000163	Syaj.g_01639	Syah.g_02315
OG0000164	Syaj.g_01758	Syah.g_02423
OG0000165	Syaj.g_01582	Syah.g_02251
OG0000166	Syaj.g_02698	Syah.g_00747
OG0000167	Syaj.g_02460	Syah.g_00183
OG0000168	Syaj.g_02444	Syah.g_00205
OG0000169	Syaj.g_02431, Syaj.g_02429	Syah.g_00237
OG0000170	Syaj.g_02422	Syah.g_00245
OG0000171	Syaj.g_02389	Syah.g_00271
OG0000172	Syaj.g_02365	Syah.g_00293
OG0000173	Syaj.g_02321	Syah.g_00313
OG0000174	Syaj.g_02169	Syah.g_00461
OG0000175	Syaj.g_02229	Syah.g_00402
OG0000176	Syaj.g_02266	Syah.g_00369
OG0000177	Syaj.g_02267	Syah.g_00368
OG0000178	Syaj.g_02268	Syah.g_00367
OG0000179	Syaj.g_02283	Syah.g_00355
OG0000180	Syaj.g_02284	Syah.g_00354
OG0000181	Syaj.g_02285	Syah.g_00353
OG0000182	Syaj.g_02286	Syah.g_00352
OG0000183	Syaj.g_02290	Syah.g_00348
OG0000184	Syaj.g_02098	Syah.g_00525
OG0000185	Syaj.g_02087	Syah.g_00528
OG0000186	Syaj.g_01812	Syah.g_02479
OG0000187	Syaj.g_01814	Syah.g_02480
OG0000188	Syaj.g_01837	Syah.g_02501
OG0000189	Syaj.g_01874	Syah.g_02526
OG0000190	Syaj.g_01876	Syah.g_02528
OG0000191	Syaj.g_01910	Syah.g_00008
OG0000192	Syaj.g_01919	Syah.g_00013
OG0000193	Syaj.g_01965	Syah.g_00053
OG0000194	Syaj.g_01968	Syah.g_00056
OG0000195	Syaj.g_01971	Syah.g_00058
OG0000196	Syaj.g_01981	Syah.g_00069
OG0000197	Syaj.g_01982	Syah.g_00070
OG0000198	Syaj.g_01983	Syah.g_00071
OG0000199	Syaj.g_01991	Syah.g_00079
OG0000200	Syaj.g_02008	Syah.g_00616
OG0000201	Syaj.g_02024	Syah.g_00601
OG0000202	Syaj.g_02025	Syah.g_00600
OG0000203	Syaj.g_02026	Syah.g_00599
OG0000204	Syaj.g_02027	Syah.g_00598
OG0000205	Syaj.g_02035	Syah.g_00591
OG0000206	Syaj.g_02043	Syah.g_00578
OG0000207	Syaj.g_02045	Syah.g_00575
OG0000208	Syaj.g_02046	Syah.g_00574
OG0000209	Syaj.g_02070	Syah.g_00544
OG0000210	Syaj.g_02071	Syah.g_00543
OG0000211	Syaj.g_02856	Syah.g_00904
OG0000212	Syaj.g_02881	Syah.g_00913
OG0000213	Syaj.g_02601	Syah.g_00657
OG0000214	Syaj.g_02582	Syah.g_00641
OG0000215	Syaj.g_02551	Syah.g_00101
OG0000216	Syaj.g_02547	Syah.g_00105
OG0000217	Syaj.g_02543	Syah.g_00109
OG0000218	Syaj.g_02541	Syah.g_00111
OG0000219	Syaj.g_02540	Syah.g_00112
OG0000220	Syaj.g_02539	Syah.g_00113
OG0000221	Syaj.g_02530	Syah.g_00120
OG0000222	Syaj.g_02516	Syah.g_00131
OG0000223	Syaj.g_02494	Syah.g_00153
OG0000224	Syaj.g_02487	Syah.g_00162
OG0000225	Syaj.g_02821	Syah.g_00874
OG0000226	Syaj.g_02825	Syah.g_00878
OG0000227	Syaj.g_02827	Syah.g_00880
OG0000228	Syaj.g_02828	Syah.g_00887
OG0000229	Syaj.g_01555	Syah.g_02236
OG0000230	Syaj.g_01553	Syah.g_02234
OG0000231	Syaj.g_01541	Syah.g_02218
OG0000232	Syaj.g_01497	Syah.g_01206
OG0000233	Syaj.g_01481	Syah.g_01210
OG0000234	Syaj.g_01442	Syah.g_01222
OG0000235	Syaj.g_00071	Syah.g_00996
OG0000236	Syaj.g_00086	Syah.g_01011
OG0000237	Syaj.g_00103	Syah.g_01028
OG0000238	Syaj.g_00108	Syah.g_01032
OG0000239	Syaj.g_00125	Syah.g_01048
OG0000240	Syaj.g_00126	Syah.g_01049
OG0000241	Syaj.g_01291	Syah.g_01944
OG0000242	Syaj.g_00142	Syah.g_01062
OG0000243	Syaj.g_00164	Syah.g_01079
OG0000244	Syaj.g_00180	Syah.g_01087
OG0000245	Syaj.g_00182	Syah.g_01090
OG0000246	Syaj.g_00186	Syah.g_01094
OG0000247	Syaj.g_00197	Syah.g_01106
OG0000248	Syaj.g_00200	Syah.g_01109
OG0000249	Syaj.g_00202	Syah.g_01111
OG0000250	Syaj.g_00211	Syah.g_01120
OG0000251	Syaj.g_00237	Syah.g_01145
OG0000252	Syaj.g_00243	Syah.g_01148
OG0000253	Syaj.g_00245	Syah.g_01149
OG0000254	Syaj.g_01335	Syah.g_01976
OG0000255	Syaj.g_01315	Syah.g_01968
OG0000256	Syaj.g_01297	Syah.g_01952
OG0000257	Syaj.g_01292	Syah.g_01945
OG0000258	Syaj.g_01274	Syah.g_01926
OG0000259	Syaj.g_00707	Syah.g_01494
OG0000260	Syaj.g_00712	Syah.g_01497
OG0000261	Syaj.g_00715	Syah.g_01500
OG0000262	Syaj.g_00720	Syah.g_01505
OG0000263	Syaj.g_00605	Syah.g_01410
OG0000264	Syaj.g_00485	Syah.g_02000
OG0000266	Syaj.g_00946	Syah.g_01714
OG0000267	Syaj.g_00770	Syah.g_01574
OG0000268	Syaj.g_00771	Syah.g_01575
OG0000269	Syaj.g_01031	Syah.g_01784
OG0000270	Syaj.g_01025	Syah.g_01781
OG0000271	Syaj.g_01017	Syah.g_01773
OG0000272	Syaj.g_01016	Syah.g_01772
OG0000273	Syaj.g_00389	Syah.g_02075
OG0000274	Syaj.g_00388	Syah.g_02076
OG0000275	Syaj.g_00384	Syah.g_02081
OG0000276	Syaj.g_00377	Syah.g_02088
OG0000277	Syaj.g_00376	Syah.g_02089
OG0000278	Syaj.g_00373	Syah.g_02092
OG0000279	Syaj.g_00357	Syah.g_02100
OG0000280	Syaj.g_00348	Syah.g_02112
OG0000281	Syaj.g_02670	Syah.g_00722
OG0000282	Syaj.g_00743	Syah.g_01531
OG0000283	Syaj.g_00790	Syah.g_01585
OG0000284	Syaj.g_00930	Syah.g_01591
OG0000285	Syaj.g_00917	Syah.g_01603
OG0000286	Syaj.g_00899	Syah.g_01621
OG0000287	Syaj.g_00849	Syah.g_01649
OG0000288	Syaj.g_00815	Syah.g_01681
OG0000289	Syaj.g_00800	Syah.g_01695
OG0000290	Syaj.g_00424	Syah.g_02033
OG0000291	Syaj.g_00426	Syah.g_02031
OG0000292	Syaj.g_02255	Syah.g_00380
OG0000293	Syaj.g_00290	Syah.g_02173
OG0000294	Syaj.g_00291	Syah.g_02172
OG0000295	Syaj.g_00330	Syah.g_02131
OG0000296	Syaj.g_00332	Syah.g_02129
OG0000297	Syaj.g_00639	Syah.g_01427
OG0000298	Syaj.g_00638	Syah.g_01426
OG0000299	Syaj.g_00592	Syah.g_01404
OG0000300	Syaj.g_00586	Syah.g_01397
OG0000301	Syaj.g_00585	Syah.g_01396
OG0000302	Syaj.g_00582	Syah.g_01395
OG0000303	Syaj.g_00572	Syah.g_01387
OG0000304	Syaj.g_00566	Syah.g_01382
OG0000305	Syaj.g_00429	Syah.g_02028
OG0000306	Syaj.g_01126	Syah.g_02116
OG0000307	Syaj.g_00051	Syah.g_00978
OG0000308	Syaj.g_00049	Syah.g_00976
OG0000309	Syaj.g_00044	Syah.g_00971
OG0000310	Syaj.g_01358	Syah.g_01321
OG0000311	Syaj.g_01362	Syah.g_01317
OG0000312	Syaj.g_01368	Syah.g_01304
OG0000313	Syaj.g_01386	Syah.g_01285
OG0000314	Syaj.g_01420	Syah.g_01259
OG0000315	Syaj.g_01430	Syah.g_01248
OG0000316	Syaj.g_01664	Syah.g_02333
OG0000317	Syaj.g_01715	Syah.g_02380
OG0000318	Syaj.g_01722	Syah.g_02385
OG0000319	Syaj.g_01741	Syah.g_02405
OG0000320	Syaj.g_01743	Syah.g_02407
OG0000321	Syaj.g_01744	Syah.g_02408
OG0000322	Syaj.g_01745	Syah.g_02409
OG0000323	Syaj.g_01760	Syah.g_02425
OG0000324	Syaj.g_01609	Syah.g_02278
OG0000325	Syaj.g_02638	Syah.g_00689
OG0000326	Syaj.g_02645	Syah.g_00696
OG0000327	Syaj.g_02693	Syah.g_00742
OG0000328	Syaj.g_02694	Syah.g_00743
OG0000329	Syaj.g_02712	Syah.g_00760
OG0000330	Syaj.g_02713	Syah.g_00761
OG0000331	Syaj.g_02714	Syah.g_00762
OG0000332	Syaj.g_02729	Syah.g_00776
OG0000333	Syaj.g_02732	Syah.g_00779
OG0000334	Syaj.g_02741	Syah.g_00789
OG0000335	Syaj.g_02746	Syah.g_00794
OG0000336	Syaj.g_02750	Syah.g_00798
OG0000337	Syaj.g_02466	Syah.g_00178
OG0000338	Syaj.g_02462	Syah.g_00181
OG0000339	Syaj.g_02455	Syah.g_00188
OG0000340	Syaj.g_02443	Syah.g_00206
OG0000341	Syaj.g_02441	Syah.g_00208
OG0000342	Syaj.g_02440	Syah.g_00209
OG0000343	Syaj.g_02437	Syah.g_00231
OG0000344	Syaj.g_02433	Syah.g_00235
OG0000345	Syaj.g_02421	Syah.g_00246
OG0000346	Syaj.g_02416	Syah.g_00251
OG0000347	Syaj.g_02383	Syah.g_00275
OG0000348	Syaj.g_02333	Syah.g_00301
OG0000349	Syaj.g_02314	Syah.g_00320
OG0000350	Syaj.g_02652	Syah.g_00703
OG0000351	Syaj.g_02234	Syah.g_00399
OG0000352	Syaj.g_02235	Syah.g_00398
OG0000353	Syaj.g_02261	Syah.g_00374
OG0000354	Syaj.g_00114	Syah.g_01038
OG0000354	Syaj.g_02281	Syah.g_00561
OG0000355	Syaj.g_02263	Syah.g_00372
OG0000356	Syaj.g_02264	Syah.g_00371
OG0000357	Syaj.g_02265	Syah.g_00370
OG0000358	Syaj.g_02269	Syah.g_00366
OG0000359	Syaj.g_02271	Syah.g_00364
OG0000360	Syaj.g_02272	Syah.g_00363
OG0000361	Syaj.g_02273	Syah.g_00362
OG0000362	Syaj.g_02275	Syah.g_00360
OG0000363	Syaj.g_02277	Syah.g_00358
OG0000364	Syaj.g_02278	Syah.g_00357
OG0000365	Syaj.g_02287	Syah.g_00351
OG0000366	Syaj.g_02288	Syah.g_00350
OG0000367	Syaj.g_02289	Syah.g_00349
OG0000368	Syaj.g_02291	Syah.g_00347
OG0000369	Syaj.g_02292	Syah.g_00346
OG0000370	Syaj.g_02293	Syah.g_00345
OG0000371	Syaj.g_02301	Syah.g_00338
OG0000372	Syaj.g_02307	Syah.g_00333
OG0000373	Syaj.g_02308	Syah.g_00332
OG0000374	Syaj.g_02309	Syah.g_00331
OG0000375	Syaj.g_02310	Syah.g_00329
OG0000376	Syaj.g_02312	Syah.g_00327
OG0000377	Syaj.g_02105	Syah.g_00517
OG0000378	Syaj.g_02091	Syah.g_00526
OG0000379	Syaj.g_02086	Syah.g_00529
OG0000380	Syaj.g_01815	Syah.g_02481
OG0000381	Syaj.g_01819	Syah.g_02484
OG0000382	Syaj.g_01836	Syah.g_02500
OG0000383	Syaj.g_01839	Syah.g_02502
OG0000384	Syaj.g_01840	Syah.g_02503
OG0000385	Syaj.g_01841	Syah.g_02504
OG0000386	Syaj.g_01842	Syah.g_02505
OG0000387	Syaj.g_01878	Syah.g_02530
OG0000388	Syaj.g_01882	Syah.g_02533
OG0000389	Syaj.g_01886	Syah.g_02536
OG0000390	Syaj.g_01904	Syah.g_00002
OG0000391	Syaj.g_01909	Syah.g_00007
OG0000392	Syaj.g_01918	Syah.g_00012
OG0000393	Syaj.g_01922	Syah.g_00014
OG0000394	Syaj.g_01923	Syah.g_00015
OG0000395	Syaj.g_01924	Syah.g_00016
OG0000396	Syaj.g_01928	Syah.g_00019
OG0000397	Syaj.g_01930	Syah.g_00021
OG0000398	Syaj.g_01935	Syah.g_00027
OG0000399	Syaj.g_01936	Syah.g_00028
OG0000400	Syaj.g_01937	Syah.g_00029
OG0000401	Syaj.g_01938	Syah.g_00030
OG0000402	Syaj.g_01940	Syah.g_00033
OG0000403	Syaj.g_01941	Syah.g_00034
OG0000404	Syaj.g_01943	Syah.g_00036
OG0000405	Syaj.g_01961	Syah.g_00050
OG0000406	Syaj.g_01966	Syah.g_00054
OG0000407	Syaj.g_01967	Syah.g_00055
OG0000408	Syaj.g_01970	Syah.g_00057
OG0000409	Syaj.g_01972	Syah.g_00059
OG0000410	Syaj.g_01973	Syah.g_00060
OG0000411	Syaj.g_01974	Syah.g_00061
OG0000412	Syaj.g_01975	Syah.g_00062
OG0000413	Syaj.g_01977	Syah.g_00064
OG0000415	Syaj.g_01978	Syah.g_00066
OG0000416	Syaj.g_01979	Syah.g_00067
OG0000417	Syaj.g_01980	Syah.g_00068
OG0000418	Syaj.g_01985	Syah.g_00073
OG0000419	Syaj.g_01987	Syah.g_00075
OG0000420	Syaj.g_01989	Syah.g_00077
OG0000421	Syaj.g_01994	Syah.g_00082
OG0000422	Syaj.g_01995	Syah.g_00083
OG0000423	Syaj.g_01996	Syah.g_00084
OG0000424	Syaj.g_01997	Syah.g_00085
OG0000425	Syaj.g_01998	Syah.g_00086
OG0000426	Syaj.g_01999	Syah.g_00087
OG0000427	Syaj.g_02000	Syah.g_00088
OG0000428	Syaj.g_02003	Syah.g_00620
OG0000429	Syaj.g_02005	Syah.g_00618
OG0000430	Syaj.g_02007	Syah.g_00617
OG0000431	Syaj.g_02010	Syah.g_00613
OG0000432	Syaj.g_02017	Syah.g_00607
OG0000433	Syaj.g_02020	Syah.g_00605
OG0000434	Syaj.g_02021	Syah.g_00604
OG0000435	Syaj.g_02023	Syah.g_00602
OG0000436	Syaj.g_02029	Syah.g_00597
OG0000437	Syaj.g_02030	Syah.g_00596
OG0000438	Syaj.g_02031	Syah.g_00595
OG0000439	Syaj.g_02033	Syah.g_00593
OG0000440	Syaj.g_02034	Syah.g_00592
OG0000441	Syaj.g_02038	Syah.g_00585
OG0000442	Syaj.g_02039	Syah.g_00580
OG0000443	Syaj.g_02040	Syah.g_00579
OG0000444	Syaj.g_02052	Syah.g_00573
OG0000445	Syaj.g_02053	Syah.g_00572
OG0000446	Syaj.g_02055	Syah.g_00570
OG0000447	Syaj.g_02058	Syah.g_00567
OG0000448	Syaj.g_02059	Syah.g_00566
OG0000449	Syaj.g_02060	Syah.g_00565
OG0000450	Syaj.g_02067	Syah.g_00547
OG0000451	Syaj.g_02068	Syah.g_00546
OG0000452	Syaj.g_02072	Syah.g_00542
OG0000453	Syaj.g_02073	Syah.g_00541
OG0000454	Syaj.g_02074	Syah.g_00540
OG0000455	Syaj.g_02075	Syah.g_00539
OG0000456	Syaj.g_02076	Syah.g_00538
OG0000457	Syaj.g_02078	Syah.g_00536
OG0000458	Syaj.g_02079	Syah.g_00535
OG0000459	Syaj.g_02080	Syah.g_00534
OG0000460	Syaj.g_02858	Syah.g_00906
OG0000461	Syaj.g_02623	Syah.g_00678
OG0000462	Syaj.g_02620	Syah.g_00675
OG0000463	Syaj.g_02619	Syah.g_00674
OG0000464	Syaj.g_02618	Syah.g_00673
OG0000465	Syaj.g_02617	Syah.g_00672
OG0000466	Syaj.g_02612	Syah.g_00668
OG0000467	Syaj.g_02610	Syah.g_00666
OG0000468	Syaj.g_02605	Syah.g_00661
OG0000469	Syaj.g_02590	Syah.g_00647
OG0000470	Syaj.g_02586	Syah.g_00645
OG0000471	Syaj.g_02585	Syah.g_00644
OG0000472	Syaj.g_02583	Syah.g_00642
OG0000473	Syaj.g_02581	Syah.g_00640
OG0000474	Syaj.g_02580	Syah.g_00639
OG0000475	Syaj.g_02579	Syah.g_00638
OG0000476	Syaj.g_02577	Syah.g_00636
OG0000477	Syaj.g_02571	Syah.g_00630
OG0000478	Syaj.g_02570	Syah.g_00629
OG0000479	Syaj.g_02569	Syah.g_00628
OG0000480	Syaj.g_02562	Syah.g_00089
OG0000481	Syaj.g_02560	Syah.g_00091
OG0000482	Syaj.g_02559	Syah.g_00092
OG0000483	Syaj.g_02555	Syah.g_00096
OG0000484	Syaj.g_02554	Syah.g_00097
OG0000485	Syaj.g_02553	Syah.g_00098
OG0000486	Syaj.g_02552	Syah.g_00099
OG0000487	Syaj.g_02546	Syah.g_00106
OG0000488	Syaj.g_02542	Syah.g_00110
OG0000489	Syaj.g_02529	Syah.g_00121
OG0000490	Syaj.g_02519	Syah.g_00129
OG0000491	Syaj.g_02517	Syah.g_00130
OG0000492	Syaj.g_02515	Syah.g_00132
OG0000493	Syaj.g_02514	Syah.g_00133
OG0000494	Syaj.g_02513	Syah.g_00134
OG0000495	Syaj.g_02512	Syah.g_00135
OG0000496	Syaj.g_02511	Syah.g_00136
OG0000497	Syaj.g_02510	Syah.g_00137
OG0000498	Syaj.g_02509	Syah.g_00138
OG0000499	Syaj.g_02508	Syah.g_00139
OG0000500	Syaj.g_02507	Syah.g_00140
OG0000501	Syaj.g_02504	Syah.g_00143
OG0000502	Syaj.g_02492	Syah.g_00155
OG0000503	Syaj.g_02805	Syah.g_00858
OG0000504	Syaj.g_02807	Syah.g_00860
OG0000505	Syaj.g_02808	Syah.g_00861
OG0000506	Syaj.g_02810	Syah.g_00863
OG0000507	Syaj.g_02816	Syah.g_00869
OG0000508	Syaj.g_02820	Syah.g_00873
OG0000509	Syaj.g_02822	Syah.g_00875
OG0000510	Syaj.g_02823	Syah.g_00876
OG0000511	Syaj.g_02824	Syah.g_00877
OG0000512	Syaj.g_02826	Syah.g_00879
OG0000513	Syaj.g_02833	Syah.g_00892
OG0000514	Syaj.g_02839	Syah.g_00899
OG0000515	Syaj.g_02840	Syah.g_00900
OG0000516	Syaj.g_01561	Syah.g_02231
OG0000517	Syaj.g_01556	Syah.g_02237
OG0000518	Syaj.g_01544	Syah.g_02221
OG0000519	Syaj.g_01543	Syah.g_02220
OG0000520	Syaj.g_01542	Syah.g_02219
OG0000521	Syaj.g_00271	Syah.g_01202
OG0000522	Syaj.g_00273	Syah.g_01204
OG0000523	Syaj.g_00274	Syah.g_01205
OG0000524	Syaj.g_01485	Syah.g_01207
OG0000525	Syaj.g_01454	Syah.g_01212
OG0000526	Syaj.g_01451	Syah.g_01215
OG0000527	Syaj.g_01446	Syah.g_01219
OG0000528	Syaj.g_00065	Syah.g_00991
OG0000529	Syaj.g_00073	Syah.g_00998
OG0000530	Syaj.g_00076	Syah.g_01001
OG0000531	Syaj.g_00077	Syah.g_01002
OG0000532	Syaj.g_00080	Syah.g_01005
OG0000533	Syaj.g_00081	Syah.g_01006
OG0000534	Syaj.g_00082	Syah.g_01007
OG0000535	Syaj.g_00083	Syah.g_01008
OG0000536	Syaj.g_00084	Syah.g_01009
OG0000537	Syaj.g_00085	Syah.g_01010
OG0000538	Syaj.g_00096	Syah.g_01021
OG0000539	Syaj.g_00097	Syah.g_01022
OG0000540	Syaj.g_00098	Syah.g_01023
OG0000541	Syaj.g_00099	Syah.g_01024
OG0000542	Syaj.g_00102	Syah.g_01027
OG0000543	Syaj.g_00104	Syah.g_01029
OG0000545	Syaj.g_00107	Syah.g_01031
OG0000546	Syaj.g_00109	Syah.g_01033
OG0000547	Syaj.g_00111	Syah.g_01035
OG0000548	Syaj.g_00112	Syah.g_01036
