Orthogroup	Syaj	Prba
OG0000073	Syaj.g_00093	Prba.g_00962
OG0000075	Syaj.g_02457	Prba.g_01071
OG0000076	Syaj.g_02417	Prba.g_00768
OG0000077	Syaj.g_01831	Prba.g_01866
OG0000078	Syaj.g_02880	Prba.g_00458
OG0000079	Syaj.g_02609	Prba.g_00471
OG0000081	Syaj.g_02888	Prba.g_00930
OG0000082	Syaj.g_00229	Prba.g_01731
OG0000084	Syaj.g_01375	Prba.g_00717
OG0000085	Syaj.g_01707	Prba.g_00233
OG0000086	Syaj.g_01848	Prba.g_01876
OG0000087	Syaj.g_01945	Prba.g_01927
OG0000088	Syaj.g_01986	Prba.g_00622
OG0000089	Syaj.g_02829, Syaj.g_01915	Prba.g_00850
OG0000090	Syaj.g_00144	Prba.g_00928
OG0000091	Syaj.g_01275	Prba.g_01675
OG0000092	Syaj.g_00339	Prba.g_01057
OG0000093	Syaj.g_01042	Prba.g_01369
OG0000094	Syaj.g_00804	Prba.g_01283
OG0000095	Syaj.g_00427	Prba.g_01264
OG0000097	Syaj.g_00589	Prba.g_00022
OG0000098	Syaj.g_02671	Prba.g_00214
OG0000099	Syaj.g_02503	Prba.g_00155
OG0000100	Syaj.g_00987	Prba.g_00314
OG0000101	Syaj.g_02738	Prba.g_00429
OG0000102	Syaj.g_02411	Prba.g_00773
OG0000103	Syaj.g_02243	Prba.g_01781
OG0000104	Syaj.g_02258	Prba.g_01789
OG0000105	Syaj.g_02573	Prba.g_00491
OG0000106	Syaj.g_01130	Prba.g_00864
OG0000107	Syaj.g_02637	Prba.g_00880
OG0000108	Syaj.g_00072	Prba.g_00981
OG0000109	Syaj.g_00087	Prba.g_00967
OG0000110	Syaj.g_00215	Prba.g_01741
OG0000111	Syaj.g_00437	Prba.g_01618
OG0000112	Syaj.g_00907	Prba.g_01534
OG0000113	Syaj.g_00992	Prba.g_01477
OG0000114	Syaj.g_00741	Prba.g_01395
OG0000115	Syaj.g_01402	Prba.g_00743
OG0000116	Syaj.g_00289	Prba.g_00074
OG0000117	Syaj.g_00637	Prba.g_01135
OG0000118	Syaj.g_00267	Prba.g_01204
OG0000119	Syaj.g_00317	Prba.g_00200
OG0000120	Syaj.g_02502	Prba.g_00175
OG0000121	Syaj.g_01383	Prba.g_00711
OG0000122	Syaj.g_01250	Prba.g_00348
OG0000123	Syaj.g_02745	Prba.g_00436
OG0000124	Syaj.g_02388	Prba.g_00784
OG0000125	Syaj.g_02117	Prba.g_01089, Prba.g_00821
OG0000126	Syaj.g_02256	Prba.g_01788
OG0000127	Syaj.g_00538, Syaj.g_00036	Prba.g_01118
OG0000128	Syaj.g_02274	Prba.g_01804
OG0000129	Syaj.g_02106	Prba.g_01838
OG0000130	Syaj.g_01818	Prba.g_01857
OG0000131	Syaj.g_01964	Prba.g_01933
OG0000132	Syaj.g_00688, Syaj.g_01984	Prba.g_01952
OG0000133	Syaj.g_00902	Prba.g_00538
OG0000134	Syaj.g_02832	Prba.g_00851
OG0000135	Syaj.g_02167	Prba.g_00877
OG0000136	Syaj.g_01550	Prba.g_01020
OG0000137	Syaj.g_01444	Prba.g_00986
OG0000138	Syaj.g_00088, Syaj.g_02631	Prba.g_00966
OG0000139	Syaj.g_00150	Prba.g_00924
OG0000140	Syaj.g_00153	Prba.g_00923
OG0000141	Syaj.g_01340	Prba.g_01710
OG0000142	Syaj.g_01283	Prba.g_01682
OG0000143	Syaj.g_01279	Prba.g_01678
OG0000144	Syaj.g_01151	Prba.g_01665
OG0000145	Syaj.g_00094	Prba.g_01541
OG0000146	Syaj.g_00908	Prba.g_01533
OG0000147	Syaj.g_00909	Prba.g_01532
OG0000148	Syaj.g_01003, Syaj.g_01002	Prba.g_01483
OG0000149	Syaj.g_00369	Prba.g_01452
OG0000150	Syaj.g_01339, Syaj.g_00154	Prba.g_01444
OG0000151	Syaj.g_01074	Prba.g_01385
OG0000152	Syaj.g_00898	Prba.g_01337
OG0000153	Syaj.g_00842	Prba.g_01318
OG0000154	Syaj.g_00814	Prba.g_01290
OG0000155	Syaj.g_00338	Prba.g_00043
OG0000156	Syaj.g_00282	Prba.g_01181
OG0000157	Syaj.g_00281	Prba.g_01182
OG0000158	Syaj.g_02445	Prba.g_00154
OG0000160	Syaj.g_01382	Prba.g_00712
OG0000161	Syaj.g_01389	Prba.g_00706
OG0000162	Syaj.g_01395	Prba.g_00700
OG0000163	Syaj.g_01639	Prba.g_00341
OG0000164	Syaj.g_01758	Prba.g_00596
OG0000165	Syaj.g_01582	Prba.g_00589
OG0000166	Syaj.g_02698	Prba.g_00393
OG0000167	Syaj.g_02460	Prba.g_01069
OG0000168	Syaj.g_02444	Prba.g_01079
OG0000169	Syaj.g_02431, Syaj.g_02429	Prba.g_00761
OG0000170	Syaj.g_02422	Prba.g_00763
OG0000171	Syaj.g_02389	Prba.g_00783
OG0000172	Syaj.g_02365	Prba.g_00792
OG0000173	Syaj.g_02321	Prba.g_00807
OG0000174	Syaj.g_02169	Prba.g_00835
OG0000175	Syaj.g_02229	Prba.g_00845
OG0000176	Syaj.g_02266	Prba.g_01797
OG0000177	Syaj.g_02267	Prba.g_01798
OG0000178	Syaj.g_02268	Prba.g_01799
OG0000179	Syaj.g_02283	Prba.g_01809
OG0000180	Syaj.g_02284	Prba.g_01810
OG0000181	Syaj.g_02285	Prba.g_01811
OG0000182	Syaj.g_02286	Prba.g_01812
OG0000183	Syaj.g_02290	Prba.g_01816
OG0000184	Syaj.g_02098	Prba.g_01840
OG0000185	Syaj.g_02087	Prba.g_01843
OG0000186	Syaj.g_01812	Prba.g_01852
OG0000187	Syaj.g_01814	Prba.g_01853
OG0000188	Syaj.g_01837	Prba.g_01870
OG0000189	Syaj.g_01874	Prba.g_01884
OG0000190	Syaj.g_01876	Prba.g_01885
OG0000191	Syaj.g_01910	Prba.g_01905
OG0000192	Syaj.g_01919	Prba.g_01909
OG0000193	Syaj.g_01965	Prba.g_01934
OG0000194	Syaj.g_01968	Prba.g_01937
OG0000195	Syaj.g_01971	Prba.g_01939
OG0000196	Syaj.g_01981	Prba.g_01949
OG0000197	Syaj.g_01982	Prba.g_01950
OG0000198	Syaj.g_01983	Prba.g_01951
OG0000199	Syaj.g_01991	Prba.g_00626
OG0000200	Syaj.g_02008	Prba.g_00640
OG0000201	Syaj.g_02024	Prba.g_00648
OG0000202	Syaj.g_02025	Prba.g_00649
OG0000203	Syaj.g_02026	Prba.g_00650
OG0000204	Syaj.g_02027	Prba.g_00651
OG0000205	Syaj.g_02035	Prba.g_00658
OG0000206	Syaj.g_02043	Prba.g_00663
OG0000207	Syaj.g_02045	Prba.g_00665
OG0000208	Syaj.g_02046	Prba.g_00666
OG0000209	Syaj.g_02070	Prba.g_00675
OG0000210	Syaj.g_02071	Prba.g_00439
OG0000211	Syaj.g_02856	Prba.g_00452
OG0000212	Syaj.g_02881	Prba.g_00459
OG0000213	Syaj.g_02601	Prba.g_00476
OG0000214	Syaj.g_02582	Prba.g_00485
OG0000215	Syaj.g_02551	Prba.g_00509
OG0000216	Syaj.g_02547	Prba.g_00510
OG0000217	Syaj.g_02543	Prba.g_00513
OG0000218	Syaj.g_02541	Prba.g_00515
OG0000219	Syaj.g_02540	Prba.g_00516
OG0000220	Syaj.g_02539	Prba.g_00517
OG0000221	Syaj.g_02530	Prba.g_00518
OG0000222	Syaj.g_02516	Prba.g_00526
OG0000223	Syaj.g_02494	Prba.g_00539
OG0000224	Syaj.g_02487	Prba.g_00541
OG0000225	Syaj.g_02821	Prba.g_00562
OG0000226	Syaj.g_02825	Prba.g_00221
OG0000227	Syaj.g_02827	Prba.g_00223
OG0000228	Syaj.g_02828	Prba.g_00849
OG0000229	Syaj.g_01555	Prba.g_01025
OG0000230	Syaj.g_01553	Prba.g_01023
OG0000231	Syaj.g_01541	Prba.g_01012
OG0000232	Syaj.g_01497	Prba.g_01003
OG0000233	Syaj.g_01481	Prba.g_00998
OG0000234	Syaj.g_01442	Prba.g_00985
OG0000235	Syaj.g_00071	Prba.g_00982
OG0000236	Syaj.g_00086	Prba.g_00968
OG0000237	Syaj.g_00103	Prba.g_00955
OG0000238	Syaj.g_00108	Prba.g_00949
OG0000239	Syaj.g_00125	Prba.g_00936
OG0000240	Syaj.g_00126	Prba.g_00935
OG0000241	Syaj.g_01291	Prba.g_00931
OG0000242	Syaj.g_00142	Prba.g_00929
OG0000243	Syaj.g_00164	Prba.g_01772
OG0000244	Syaj.g_00180	Prba.g_01769
OG0000245	Syaj.g_00182	Prba.g_01767
OG0000246	Syaj.g_00186	Prba.g_01763
OG0000247	Syaj.g_00197	Prba.g_01753
OG0000248	Syaj.g_00200	Prba.g_01751
OG0000249	Syaj.g_00202	Prba.g_01749
OG0000250	Syaj.g_00211	Prba.g_01744
OG0000251	Syaj.g_00237	Prba.g_01726
OG0000252	Syaj.g_00243	Prba.g_01723
OG0000253	Syaj.g_00245	Prba.g_01722
OG0000254	Syaj.g_01335	Prba.g_01706
OG0000255	Syaj.g_01315	Prba.g_01700
OG0000256	Syaj.g_01297	Prba.g_01690
OG0000257	Syaj.g_01292	Prba.g_01687
OG0000258	Syaj.g_01274	Prba.g_01674
OG0000259	Syaj.g_00707	Prba.g_01657
OG0000260	Syaj.g_00712	Prba.g_01654
OG0000261	Syaj.g_00715	Prba.g_01652
OG0000262	Syaj.g_00720	Prba.g_01648
OG0000263	Syaj.g_00605	Prba.g_01636
OG0000264	Syaj.g_00485	Prba.g_01626
OG0000265	Syaj.g_00510	Prba.g_01594
OG0000266	Syaj.g_00946	Prba.g_01584
OG0000267	Syaj.g_00770	Prba.g_01573
OG0000268	Syaj.g_00771	Prba.g_01572
OG0000269	Syaj.g_01031	Prba.g_01504
OG0000270	Syaj.g_01025	Prba.g_01501
OG0000271	Syaj.g_01017	Prba.g_01493
OG0000272	Syaj.g_01016	Prba.g_01492
OG0000273	Syaj.g_00389	Prba.g_01469
OG0000274	Syaj.g_00388	Prba.g_01468
OG0000275	Syaj.g_00384	Prba.g_01465
OG0000276	Syaj.g_00377	Prba.g_01460
OG0000277	Syaj.g_00376	Prba.g_01459
OG0000278	Syaj.g_00373	Prba.g_01456
OG0000279	Syaj.g_00357	Prba.g_01449
OG0000280	Syaj.g_00348	Prba.g_01448
OG0000281	Syaj.g_02670	Prba.g_01443
OG0000282	Syaj.g_00743	Prba.g_01393
OG0000283	Syaj.g_00790	Prba.g_01360
OG0000284	Syaj.g_00930	Prba.g_01355
OG0000285	Syaj.g_00917	Prba.g_01350
OG0000286	Syaj.g_00899	Prba.g_01338
OG0000287	Syaj.g_00849	Prba.g_01321
OG0000288	Syaj.g_00815	Prba.g_01291
OG0000289	Syaj.g_00800	Prba.g_01280
OG0000290	Syaj.g_00424	Prba.g_01267
OG0000291	Syaj.g_00426	Prba.g_01265
OG0000292	Syaj.g_02255	Prba.g_01216
OG0000293	Syaj.g_00290	Prba.g_00073
OG0000294	Syaj.g_00291	Prba.g_00072
OG0000295	Syaj.g_00330	Prba.g_00051
OG0000296	Syaj.g_00332	Prba.g_00049
OG0000297	Syaj.g_00639	Prba.g_00041
OG0000298	Syaj.g_00638	Prba.g_00040
OG0000299	Syaj.g_00592	Prba.g_00023
OG0000300	Syaj.g_00586	Prba.g_00020
OG0000301	Syaj.g_00585	Prba.g_00019
OG0000302	Syaj.g_00582	Prba.g_00017
OG0000303	Syaj.g_00572	Prba.g_00010
OG0000304	Syaj.g_00566	Prba.g_00006
OG0000305	Syaj.g_00429	Prba.g_00204
OG0000306	Syaj.g_01126	Prba.g_00201
OG0000307	Syaj.g_00051	Prba.g_00187
OG0000308	Syaj.g_00049	Prba.g_00186
OG0000309	Syaj.g_00044	Prba.g_00182
OG0000310	Syaj.g_01358	Prba.g_00112
OG0000311	Syaj.g_01362	Prba.g_00110
OG0000312	Syaj.g_01368	Prba.g_00107
OG0000313	Syaj.g_01386	Prba.g_00709
OG0000314	Syaj.g_01420	Prba.g_00686
OG0000315	Syaj.g_01430	Prba.g_00351, Prba.g_00676
OG0000316	Syaj.g_01664	Prba.g_00331
OG0000317	Syaj.g_01715	Prba.g_00228
OG0000318	Syaj.g_01722	Prba.g_00619
OG0000319	Syaj.g_01741	Prba.g_00606
OG0000320	Syaj.g_01743	Prba.g_00604
OG0000321	Syaj.g_01744	Prba.g_00603
OG0000322	Syaj.g_01745	Prba.g_00602
OG0000323	Syaj.g_01760	Prba.g_00593
OG0000324	Syaj.g_01609	Prba.g_00567
OG0000325	Syaj.g_02638	Prba.g_00358
OG0000326	Syaj.g_02645	Prba.g_00364
OG0000327	Syaj.g_02693	Prba.g_00388
OG0000328	Syaj.g_02694	Prba.g_00389
OG0000329	Syaj.g_02712	Prba.g_00406
OG0000330	Syaj.g_02713	Prba.g_00407
OG0000331	Syaj.g_02714	Prba.g_00408
OG0000332	Syaj.g_02729	Prba.g_00422
OG0000333	Syaj.g_02732	Prba.g_00424
OG0000334	Syaj.g_02741	Prba.g_00432
OG0000335	Syaj.g_02746	Prba.g_00437
OG0000336	Syaj.g_02750	Prba.g_01050
OG0000337	Syaj.g_02466	Prba.g_01067
OG0000338	Syaj.g_02462	Prba.g_01068
OG0000339	Syaj.g_02455	Prba.g_01072
OG0000340	Syaj.g_02443	Prba.g_00752
OG0000341	Syaj.g_02441	Prba.g_00754
OG0000342	Syaj.g_02440	Prba.g_00755
OG0000343	Syaj.g_02437	Prba.g_00756
OG0000344	Syaj.g_02433	Prba.g_00759
OG0000345	Syaj.g_02421	Prba.g_00764
OG0000346	Syaj.g_02416	Prba.g_00769
OG0000347	Syaj.g_02383	Prba.g_00785
OG0000348	Syaj.g_02333	Prba.g_00795
OG0000349	Syaj.g_02314	Prba.g_00812
OG0000350	Syaj.g_02652	Prba.g_00831
OG0000351	Syaj.g_02234	Prba.g_00848, Prba.g_01776
OG0000352	Syaj.g_02235	Prba.g_01777
OG0000353	Syaj.g_02261	Prba.g_01792
OG0000355	Syaj.g_02263	Prba.g_01794
OG0000356	Syaj.g_02264	Prba.g_01795
OG0000357	Syaj.g_02265	Prba.g_01796
OG0000358	Syaj.g_02269	Prba.g_01800
OG0000359	Syaj.g_02271	Prba.g_01801
OG0000360	Syaj.g_02272	Prba.g_01802
OG0000361	Syaj.g_02273	Prba.g_01803
OG0000362	Syaj.g_02275	Prba.g_01805
OG0000363	Syaj.g_02277	Prba.g_01807
OG0000364	Syaj.g_02278	Prba.g_01808
OG0000365	Syaj.g_02287	Prba.g_01813
OG0000366	Syaj.g_02288	Prba.g_01814
OG0000367	Syaj.g_02289	Prba.g_01815
OG0000368	Syaj.g_02291	Prba.g_01817
OG0000369	Syaj.g_02292	Prba.g_01818
OG0000370	Syaj.g_02293	Prba.g_01819
OG0000371	Syaj.g_02301	Prba.g_01825
OG0000372	Syaj.g_02307	Prba.g_01828
OG0000373	Syaj.g_02308	Prba.g_01829
OG0000374	Syaj.g_02309	Prba.g_01830
OG0000375	Syaj.g_02310	Prba.g_01834
OG0000376	Syaj.g_02312	Prba.g_01836
OG0000377	Syaj.g_02105	Prba.g_01839
OG0000378	Syaj.g_02091	Prba.g_01841
OG0000379	Syaj.g_02086	Prba.g_01844
OG0000380	Syaj.g_01815	Prba.g_01854
OG0000381	Syaj.g_01819	Prba.g_01858
OG0000382	Syaj.g_01836	Prba.g_01869
OG0000383	Syaj.g_01839	Prba.g_01871
OG0000384	Syaj.g_01840	Prba.g_01872
OG0000385	Syaj.g_01841	Prba.g_01873
OG0000386	Syaj.g_01842	Prba.g_01874
OG0000387	Syaj.g_01878	Prba.g_01887
OG0000388	Syaj.g_01882	Prba.g_01890
OG0000389	Syaj.g_01886	Prba.g_01894
OG0000390	Syaj.g_01904	Prba.g_01901
OG0000391	Syaj.g_01909	Prba.g_01904
OG0000392	Syaj.g_01918	Prba.g_01908
OG0000393	Syaj.g_01922	Prba.g_01910
OG0000394	Syaj.g_01923	Prba.g_01911
OG0000395	Syaj.g_01924	Prba.g_01912
OG0000396	Syaj.g_01928	Prba.g_01915
OG0000397	Syaj.g_01930	Prba.g_01917
OG0000398	Syaj.g_01935	Prba.g_01919
OG0000399	Syaj.g_01936	Prba.g_01920
OG0000400	Syaj.g_01937	Prba.g_01921
OG0000401	Syaj.g_01938	Prba.g_01922
OG0000402	Syaj.g_01940	Prba.g_01924
OG0000403	Syaj.g_01941	Prba.g_01925
OG0000404	Syaj.g_01943	Prba.g_01926
OG0000405	Syaj.g_01961	Prba.g_01930
OG0000406	Syaj.g_01966	Prba.g_01935
OG0000407	Syaj.g_01967	Prba.g_01936
OG0000408	Syaj.g_01970	Prba.g_01938
OG0000409	Syaj.g_01972	Prba.g_01940
OG0000410	Syaj.g_01973	Prba.g_01941
OG0000411	Syaj.g_01974	Prba.g_01942
OG0000412	Syaj.g_01975	Prba.g_01943
OG0000413	Syaj.g_01977	Prba.g_01944
OG0000415	Syaj.g_01978	Prba.g_01946
OG0000416	Syaj.g_01979	Prba.g_01947
OG0000417	Syaj.g_01980	Prba.g_01948
OG0000418	Syaj.g_01985	Prba.g_01953
OG0000419	Syaj.g_01987	Prba.g_00623
OG0000420	Syaj.g_01989	Prba.g_00624
OG0000421	Syaj.g_01994	Prba.g_00629
OG0000422	Syaj.g_01995	Prba.g_00630
OG0000423	Syaj.g_01996	Prba.g_00631
OG0000424	Syaj.g_01997	Prba.g_00632
OG0000425	Syaj.g_01998	Prba.g_00633
OG0000426	Syaj.g_01999	Prba.g_00634
OG0000427	Syaj.g_02000	Prba.g_00635
OG0000428	Syaj.g_02003	Prba.g_00637
OG0000429	Syaj.g_02005	Prba.g_00638
OG0000430	Syaj.g_02007	Prba.g_00639
OG0000431	Syaj.g_02010	Prba.g_00641
OG0000432	Syaj.g_02017	Prba.g_00644
OG0000433	Syaj.g_02020	Prba.g_00645
OG0000434	Syaj.g_02021	Prba.g_00646
OG0000435	Syaj.g_02023	Prba.g_00647
OG0000436	Syaj.g_02029	Prba.g_00652
OG0000437	Syaj.g_02030	Prba.g_00653
OG0000438	Syaj.g_02031	Prba.g_00654
OG0000439	Syaj.g_02033	Prba.g_00656
OG0000440	Syaj.g_02034	Prba.g_00657
OG0000441	Syaj.g_02038	Prba.g_00660
OG0000442	Syaj.g_02039	Prba.g_00661
OG0000443	Syaj.g_02040	Prba.g_00662
OG0000444	Syaj.g_02052	Prba.g_00667
OG0000445	Syaj.g_02053	Prba.g_00668
OG0000446	Syaj.g_02055	Prba.g_00669
OG0000447	Syaj.g_02058	Prba.g_00670
OG0000448	Syaj.g_02059	Prba.g_00671
OG0000449	Syaj.g_02060	Prba.g_00672
OG0000450	Syaj.g_02067	Prba.g_00673
OG0000451	Syaj.g_02068	Prba.g_00674
OG0000452	Syaj.g_02072	Prba.g_00440
OG0000453	Syaj.g_02073	Prba.g_00441
OG0000454	Syaj.g_02074	Prba.g_00442
OG0000455	Syaj.g_02075	Prba.g_00443
OG0000456	Syaj.g_02076	Prba.g_00444
OG0000457	Syaj.g_02078	Prba.g_00445
OG0000458	Syaj.g_02079	Prba.g_00446
OG0000459	Syaj.g_02080	Prba.g_00447
OG0000460	Syaj.g_02858	Prba.g_00454
OG0000461	Syaj.g_02623	Prba.g_00461
OG0000462	Syaj.g_02620	Prba.g_00463
OG0000463	Syaj.g_02619	Prba.g_00464
OG0000464	Syaj.g_02618	Prba.g_00465
OG0000465	Syaj.g_02617	Prba.g_00466
OG0000466	Syaj.g_02612	Prba.g_00469
OG0000467	Syaj.g_02610	Prba.g_00470
OG0000468	Syaj.g_02605	Prba.g_00472
OG0000469	Syaj.g_02590	Prba.g_00480
OG0000470	Syaj.g_02586	Prba.g_00482
OG0000471	Syaj.g_02585	Prba.g_00483
OG0000472	Syaj.g_02583	Prba.g_00484
OG0000473	Syaj.g_02581	Prba.g_00486
OG0000474	Syaj.g_02580	Prba.g_00487
OG0000475	Syaj.g_02579	Prba.g_00488
OG0000476	Syaj.g_02577	Prba.g_00489
OG0000477	Syaj.g_02571	Prba.g_00492
OG0000478	Syaj.g_02570	Prba.g_00493
OG0000479	Syaj.g_02569	Prba.g_00494
OG0000480	Syaj.g_02562	Prba.g_00499
OG0000481	Syaj.g_02560	Prba.g_00501
OG0000482	Syaj.g_02559	Prba.g_00502
OG0000483	Syaj.g_02555	Prba.g_00505
OG0000484	Syaj.g_02554	Prba.g_00506
OG0000485	Syaj.g_02553	Prba.g_00507
OG0000486	Syaj.g_02552	Prba.g_00508
OG0000487	Syaj.g_02546	Prba.g_00511
OG0000488	Syaj.g_02542	Prba.g_00514
OG0000489	Syaj.g_02529	Prba.g_00519
OG0000490	Syaj.g_02519	Prba.g_00524
OG0000491	Syaj.g_02517	Prba.g_00525
OG0000492	Syaj.g_02515	Prba.g_00527
OG0000493	Syaj.g_02514	Prba.g_00528
OG0000494	Syaj.g_02513	Prba.g_00529
OG0000495	Syaj.g_02512	Prba.g_00530
OG0000496	Syaj.g_02511	Prba.g_00531
OG0000497	Syaj.g_02510	Prba.g_00532
OG0000498	Syaj.g_02509	Prba.g_00533
OG0000499	Syaj.g_02508	Prba.g_00534
OG0000500	Syaj.g_02507	Prba.g_00535
OG0000501	Syaj.g_02504	Prba.g_00537
OG0000502	Syaj.g_02492	Prba.g_00540
OG0000503	Syaj.g_02805	Prba.g_00550
OG0000504	Syaj.g_02807	Prba.g_00551
OG0000505	Syaj.g_02808	Prba.g_00552
OG0000506	Syaj.g_02810	Prba.g_00554
OG0000507	Syaj.g_02816	Prba.g_00557
OG0000508	Syaj.g_02820	Prba.g_00561
OG0000509	Syaj.g_02822	Prba.g_00218
OG0000510	Syaj.g_02823	Prba.g_00219
OG0000511	Syaj.g_02824	Prba.g_00220
OG0000512	Syaj.g_02826	Prba.g_00222
OG0000513	Syaj.g_02833	Prba.g_00852
OG0000514	Syaj.g_02839	Prba.g_01030
OG0000515	Syaj.g_02840	Prba.g_01029
OG0000516	Syaj.g_01561	Prba.g_01028
OG0000517	Syaj.g_01556	Prba.g_01026
OG0000518	Syaj.g_01544	Prba.g_01015
OG0000519	Syaj.g_01543	Prba.g_01014
OG0000520	Syaj.g_01542	Prba.g_01013
OG0000521	Syaj.g_00271	Prba.g_01008
OG0000522	Syaj.g_00273	Prba.g_01006
OG0000523	Syaj.g_00274	Prba.g_01005
OG0000524	Syaj.g_01485	Prba.g_01000
OG0000525	Syaj.g_01454	Prba.g_00997
OG0000526	Syaj.g_01451	Prba.g_00996
OG0000527	Syaj.g_01446	Prba.g_00988
OG0000528	Syaj.g_00065	Prba.g_00983
OG0000529	Syaj.g_00073	Prba.g_00980
OG0000530	Syaj.g_00076	Prba.g_00977
OG0000531	Syaj.g_00077	Prba.g_00976
OG0000532	Syaj.g_00080	Prba.g_00974
OG0000533	Syaj.g_00081	Prba.g_00973
OG0000534	Syaj.g_00082	Prba.g_00972
OG0000535	Syaj.g_00083	Prba.g_00971
OG0000536	Syaj.g_00084	Prba.g_00970
OG0000537	Syaj.g_00085	Prba.g_00969
OG0000538	Syaj.g_00096	Prba.g_00961
OG0000539	Syaj.g_00097	Prba.g_00960
OG0000540	Syaj.g_00098	Prba.g_00959
OG0000541	Syaj.g_00099	Prba.g_00958
OG0000542	Syaj.g_00102	Prba.g_00956
OG0000543	Syaj.g_00104	Prba.g_00954
OG0000544	Syaj.g_00105	Prba.g_00953
OG0000545	Syaj.g_00107	Prba.g_00951
OG0000546	Syaj.g_00109	Prba.g_00948
OG0000547	Syaj.g_00111	Prba.g_00946
OG0000548	Syaj.g_00112	Prba.g_00945
OG0000549	Syaj.g_00118	Prba.g_00943
OG0000550	Syaj.g_00123	Prba.g_00938
