Orthogroup	Syaj	Syag
OG0000199	Syaj.g_01991	Syag.g_01979
OG0000200	Syaj.g_02008	Syag.g_01996
OG0000201	Syaj.g_02024	Syag.g_02019, Syag.g_02023
OG0000202	Syaj.g_02025	Syag.g_02024
OG0000203	Syaj.g_02026	Syag.g_02025
OG0000204	Syaj.g_02027	Syag.g_02020, Syag.g_02026
OG0000205	Syaj.g_02035	Syag.g_02035
OG0000206	Syaj.g_02043	Syag.g_02047
OG0000207	Syaj.g_02045	Syag.g_02051
OG0000208	Syaj.g_02046	Syag.g_02052
OG0000209	Syaj.g_02070	Syag.g_02069
OG0000210	Syaj.g_02071	Syag.g_02070
OG0000211	Syaj.g_02856	Syag.g_01788
OG0000212	Syaj.g_02881	Syag.g_01777
OG0000213	Syaj.g_02601	Syag.g_02632
OG0000214	Syaj.g_02582	Syag.g_02615
OG0000215	Syaj.g_02551	Syag.g_02584
OG0000216	Syaj.g_02547	Syag.g_02580
OG0000217	Syaj.g_02543	Syag.g_02576
OG0000218	Syaj.g_02541	Syag.g_02574
OG0000219	Syaj.g_02540	Syag.g_02573
OG0000220	Syaj.g_02539	Syag.g_02572
OG0000221	Syaj.g_02530	Syag.g_02566
OG0000222	Syaj.g_02516	Syag.g_02550
OG0000223	Syaj.g_02494	Syag.g_02475
OG0000224	Syaj.g_02487	Syag.g_02471
OG0000225	Syaj.g_02821	Syag.g_02861
OG0000226	Syaj.g_02825	Syag.g_02865
OG0000227	Syaj.g_02827	Syag.g_02867
OG0000228	Syaj.g_02828	Syag.g_00004
OG0000229	Syaj.g_01555	Syag.g_00033
OG0000230	Syaj.g_01553	Syag.g_00035
OG0000231	Syaj.g_01541	Syag.g_00048
OG0000232	Syaj.g_01497	Syag.g_00059
OG0000233	Syaj.g_01481	Syag.g_01330
OG0000234	Syaj.g_01442	Syag.g_01358
OG0000235	Syaj.g_00071	Syag.g_01529
OG0000236	Syaj.g_00086	Syag.g_01513
OG0000237	Syaj.g_00103	Syag.g_01495
OG0000238	Syaj.g_00108	Syag.g_01490
OG0000239	Syaj.g_00125	Syag.g_01472
OG0000240	Syaj.g_00126	Syag.g_01471
OG0000241	Syaj.g_01291	Syag.g_00396
OG0000242	Syaj.g_00142	Syag.g_01456
OG0000243	Syaj.g_00164	Syag.g_00255
OG0000244	Syaj.g_00180	Syag.g_00268
OG0000245	Syaj.g_00182	Syag.g_00270
OG0000246	Syaj.g_00186	Syag.g_00274
OG0000247	Syaj.g_00197	Syag.g_00286
OG0000248	Syaj.g_00200	Syag.g_00289
OG0000249	Syaj.g_00202	Syag.g_00291
OG0000250	Syaj.g_00211	Syag.g_00299
OG0000251	Syaj.g_00237	Syag.g_00328
OG0000252	Syaj.g_00243	Syag.g_00331
OG0000253	Syaj.g_00245	Syag.g_00333
OG0000254	Syaj.g_01335	Syag.g_00356
OG0000255	Syaj.g_01315	Syag.g_00369
OG0000256	Syaj.g_01297	Syag.g_00385
OG0000257	Syaj.g_01292	Syag.g_00395
OG0000258	Syaj.g_01274	Syag.g_00423
OG0000259	Syaj.g_00707	Syag.g_00560
OG0000260	Syaj.g_00712	Syag.g_00570
OG0000261	Syaj.g_00715	Syag.g_00581
OG0000262	Syaj.g_00720	Syag.g_00586
OG0000263	Syaj.g_00605	Syag.g_01079
OG0000264	Syaj.g_00485	Syag.g_01011
OG0000266	Syaj.g_00946	Syag.g_00907
OG0000267	Syaj.g_00770	Syag.g_00762
OG0000268	Syaj.g_00771	Syag.g_00763
OG0000269	Syaj.g_01031	Syag.g_00662
OG0000270	Syaj.g_01025	Syag.g_00665
OG0000271	Syaj.g_01017	Syag.g_00673
OG0000273	Syaj.g_00389	Syag.g_00713
OG0000274	Syaj.g_00388	Syag.g_00714
OG0000275	Syaj.g_00384	Syag.g_00717
OG0000276	Syaj.g_00377	Syag.g_00723
OG0000277	Syaj.g_00376	Syag.g_00724
OG0000278	Syaj.g_00373	Syag.g_00727
OG0000279	Syaj.g_00357	Syag.g_00735
OG0000280	Syaj.g_00348	Syag.g_00741
OG0000281	Syaj.g_02670	Syag.g_00572
OG0000282	Syaj.g_00743	Syag.g_00611
OG0000283	Syaj.g_00790	Syag.g_00775
OG0000284	Syaj.g_00930	Syag.g_00780
OG0000285	Syaj.g_00917	Syag.g_00791
OG0000286	Syaj.g_00899	Syag.g_00809
OG0000287	Syaj.g_00849	Syag.g_00838
OG0000288	Syaj.g_00815	Syag.g_00869
OG0000289	Syaj.g_00800	Syag.g_00884
OG0000290	Syaj.g_00424	Syag.g_00970
OG0000291	Syaj.g_00426	Syag.g_00972
OG0000292	Syaj.g_02255	Syag.g_02265
OG0000293	Syaj.g_00290	Syag.g_01155
OG0000294	Syaj.g_00291	Syag.g_01154
OG0000295	Syaj.g_00330	Syag.g_01115
OG0000296	Syaj.g_00332	Syag.g_01113
OG0000298	Syaj.g_00638	Syag.g_01098
OG0000299	Syaj.g_00592	Syag.g_01067
OG0000300	Syaj.g_00586	Syag.g_01062
OG0000301	Syaj.g_00585	Syag.g_01061
OG0000302	Syaj.g_00582	Syag.g_01060
OG0000303	Syaj.g_00572	Syag.g_01048
OG0000304	Syaj.g_00566	Syag.g_01041
OG0000305	Syaj.g_00429	Syag.g_00977
OG0000306	Syaj.g_01126	Syag.g_00460
OG0000307	Syaj.g_00051	Syag.g_01546
OG0000308	Syaj.g_00049	Syag.g_01548
OG0000309	Syaj.g_00044	Syag.g_01553
OG0000310	Syaj.g_01358	Syag.g_01291
OG0000311	Syaj.g_01362	Syag.g_01300
OG0000312	Syaj.g_01368	Syag.g_01434
OG0000313	Syaj.g_01386	Syag.g_00966, Syag.g_01412
OG0000314	Syaj.g_01420	Syag.g_01380
OG0000315	Syaj.g_01430	Syag.g_01369
OG0000316	Syaj.g_01664	Syag.g_01641
OG0000317	Syaj.g_01715	Syag.g_01684
OG0000318	Syaj.g_01722	Syag.g_01688
OG0000319	Syaj.g_01741	Syag.g_01710
OG0000320	Syaj.g_01743	Syag.g_01712
OG0000321	Syaj.g_01744	Syag.g_01713
OG0000322	Syaj.g_01745	Syag.g_01714
OG0000323	Syaj.g_01760	Syag.g_01728
OG0000324	Syaj.g_01609	Syag.g_01757
OG0000325	Syaj.g_02638	Syag.g_02690
OG0000326	Syaj.g_02645	Syag.g_02698
OG0000327	Syaj.g_02693	Syag.g_02728
OG0000328	Syaj.g_02694	Syag.g_02729
OG0000329	Syaj.g_02712	Syag.g_02747
OG0000330	Syaj.g_02713	Syag.g_02748
OG0000331	Syaj.g_02714	Syag.g_02749
OG0000332	Syaj.g_02729	Syag.g_02764
OG0000333	Syaj.g_02732	Syag.g_02767
OG0000334	Syaj.g_02741	Syag.g_02777
OG0000335	Syaj.g_02746	Syag.g_02782
OG0000336	Syaj.g_02750	Syag.g_02786
OG0000337	Syaj.g_02466	Syag.g_02445
OG0000338	Syaj.g_02462	Syag.g_02440
OG0000340	Syaj.g_02443	Syag.g_02416
OG0000341	Syaj.g_02441	Syag.g_02414
OG0000342	Syaj.g_02440	Syag.g_02413
OG0000343	Syaj.g_02437	Syag.g_02411
OG0000344	Syaj.g_02433	Syag.g_02407
OG0000345	Syaj.g_02421	Syag.g_02397
OG0000346	Syaj.g_02416	Syag.g_02392
OG0000347	Syaj.g_02383	Syag.g_02366
OG0000348	Syaj.g_02333	Syag.g_02357
OG0000349	Syaj.g_02314	Syag.g_02330
OG0000350	Syaj.g_02652	Syag.g_02705
OG0000351	Syaj.g_02234	Syag.g_02244
OG0000352	Syaj.g_02235	Syag.g_02245
OG0000353	Syaj.g_02261	Syag.g_02271
OG0000354	Syaj.g_00114	Syag.g_01484
OG0000354	Syaj.g_02281	Syag.g_02291
OG0000355	Syaj.g_02263	Syag.g_02273
OG0000356	Syaj.g_02264	Syag.g_02274
OG0000357	Syaj.g_02265	Syag.g_02275
OG0000358	Syaj.g_02269	Syag.g_02279
OG0000359	Syaj.g_02271	Syag.g_02281
OG0000360	Syaj.g_02272	Syag.g_02282
OG0000361	Syaj.g_02273	Syag.g_02283
OG0000362	Syaj.g_02275	Syag.g_02285
OG0000363	Syaj.g_02277	Syag.g_02287
OG0000364	Syaj.g_02278	Syag.g_02288
OG0000365	Syaj.g_02287	Syag.g_02297
OG0000366	Syaj.g_02288	Syag.g_02298
OG0000367	Syaj.g_02289	Syag.g_02299
OG0000368	Syaj.g_02291	Syag.g_02301
OG0000369	Syaj.g_02292	Syag.g_02302
OG0000370	Syaj.g_02293	Syag.g_02303
OG0000371	Syaj.g_02301	Syag.g_02312
OG0000372	Syaj.g_02307	Syag.g_02317
OG0000373	Syaj.g_02308	Syag.g_02318
OG0000374	Syaj.g_02309	Syag.g_02319
OG0000375	Syaj.g_02310	Syag.g_02326
OG0000376	Syaj.g_02312	Syag.g_02328
OG0000377	Syaj.g_02105	Syag.g_02119
OG0000378	Syaj.g_02091	Syag.g_02099
OG0000379	Syaj.g_02086	Syag.g_02091
OG0000380	Syaj.g_01815	Syag.g_01817
OG0000381	Syaj.g_01819	Syag.g_01820
OG0000382	Syaj.g_01836	Syag.g_01838
OG0000383	Syaj.g_01839	Syag.g_01843
OG0000384	Syaj.g_01840	Syag.g_01844
OG0000385	Syaj.g_01841	Syag.g_01845
OG0000386	Syaj.g_01842	Syag.g_01846
OG0000387	Syaj.g_01878	Syag.g_01876
OG0000388	Syaj.g_01882	Syag.g_01880
OG0000389	Syaj.g_01886	Syag.g_01884
OG0000390	Syaj.g_01904	Syag.g_01903
OG0000391	Syaj.g_01909	Syag.g_01908
OG0000392	Syaj.g_01918	Syag.g_01914
OG0000393	Syaj.g_01922	Syag.g_01917
OG0000394	Syaj.g_01923	Syag.g_01918
OG0000395	Syaj.g_01924	Syag.g_01919
OG0000396	Syaj.g_01928	Syag.g_01922
OG0000397	Syaj.g_01930	Syag.g_01924
OG0000398	Syaj.g_01935	Syag.g_01929
OG0000399	Syaj.g_01936	Syag.g_01930
OG0000400	Syaj.g_01937	Syag.g_01931
OG0000401	Syaj.g_01938	Syag.g_01932
OG0000402	Syaj.g_01940	Syag.g_01934
OG0000403	Syaj.g_01941	Syag.g_01935
OG0000404	Syaj.g_01943	Syag.g_01937
OG0000405	Syaj.g_01961	Syag.g_01949
OG0000406	Syaj.g_01966	Syag.g_01953
OG0000407	Syaj.g_01967	Syag.g_01954
OG0000408	Syaj.g_01970	Syag.g_01956
OG0000409	Syaj.g_01972	Syag.g_01958
OG0000410	Syaj.g_01973	Syag.g_01959
OG0000411	Syaj.g_01974	Syag.g_01960
OG0000412	Syaj.g_01975	Syag.g_01961
OG0000413	Syaj.g_01977	Syag.g_01963
OG0000415	Syaj.g_01978	Syag.g_01965
OG0000416	Syaj.g_01979	Syag.g_01966
OG0000417	Syaj.g_01980	Syag.g_01967
OG0000418	Syaj.g_01985	Syag.g_01973
OG0000419	Syaj.g_01987	Syag.g_01975
OG0000420	Syaj.g_01989	Syag.g_01977
OG0000421	Syaj.g_01994	Syag.g_01982
OG0000422	Syaj.g_01995	Syag.g_01983
OG0000423	Syaj.g_01996	Syag.g_01984
OG0000424	Syaj.g_01997	Syag.g_01985
OG0000425	Syaj.g_01998	Syag.g_01986
OG0000426	Syaj.g_01999	Syag.g_01987
OG0000427	Syaj.g_02000	Syag.g_01988
OG0000428	Syaj.g_02003	Syag.g_01991
OG0000429	Syaj.g_02005	Syag.g_01993
OG0000430	Syaj.g_02007	Syag.g_01995
OG0000431	Syaj.g_02010	Syag.g_01998
OG0000432	Syaj.g_02017	Syag.g_02007
OG0000433	Syaj.g_02020	Syag.g_02009
OG0000434	Syaj.g_02021	Syag.g_02010
OG0000435	Syaj.g_02023	Syag.g_02017
OG0000436	Syaj.g_02029	Syag.g_02028
OG0000437	Syaj.g_02030	Syag.g_02029
OG0000438	Syaj.g_02031	Syag.g_02031
OG0000439	Syaj.g_02033	Syag.g_02033
OG0000440	Syaj.g_02034	Syag.g_02034
OG0000441	Syaj.g_02038	Syag.g_02041
OG0000442	Syaj.g_02039	Syag.g_02044
OG0000443	Syaj.g_02040	Syag.g_02046
OG0000444	Syaj.g_02052	Syag.g_02053
OG0000445	Syaj.g_02053	Syag.g_02054
OG0000446	Syaj.g_02055	Syag.g_02056
OG0000447	Syaj.g_02058	Syag.g_02059
OG0000448	Syaj.g_02059	Syag.g_02060
OG0000449	Syaj.g_02060	Syag.g_02061
OG0000450	Syaj.g_02067	Syag.g_02066
OG0000451	Syaj.g_02068	Syag.g_02067
OG0000452	Syaj.g_02072	Syag.g_02071
OG0000453	Syaj.g_02073	Syag.g_02072
OG0000454	Syaj.g_02074	Syag.g_02073
OG0000455	Syaj.g_02075	Syag.g_02074
OG0000456	Syaj.g_02076	Syag.g_02075
OG0000457	Syaj.g_02078	Syag.g_02077
OG0000458	Syaj.g_02079	Syag.g_02080
OG0000459	Syaj.g_02080	Syag.g_02081
OG0000460	Syaj.g_02858	Syag.g_01786
OG0000461	Syaj.g_02623	Syag.g_02675
OG0000462	Syaj.g_02620	Syag.g_02672
OG0000463	Syaj.g_02619	Syag.g_02671
OG0000464	Syaj.g_02618	Syag.g_02670
OG0000465	Syaj.g_02617	Syag.g_02668
OG0000466	Syaj.g_02612	Syag.g_02662
OG0000467	Syaj.g_02610	Syag.g_02660
OG0000468	Syaj.g_02605	Syag.g_02636
OG0000469	Syaj.g_02590	Syag.g_02621
OG0000470	Syaj.g_02586	Syag.g_02619
OG0000471	Syaj.g_02585	Syag.g_02618
OG0000472	Syaj.g_02583	Syag.g_02616
OG0000473	Syaj.g_02581	Syag.g_02614
OG0000474	Syaj.g_02580	Syag.g_02613
OG0000475	Syaj.g_02579	Syag.g_02612
OG0000476	Syaj.g_02577	Syag.g_02610
OG0000477	Syaj.g_02571	Syag.g_02604
OG0000478	Syaj.g_02570	Syag.g_02603
OG0000479	Syaj.g_02569	Syag.g_02602
OG0000480	Syaj.g_02562	Syag.g_02595
OG0000481	Syaj.g_02560	Syag.g_02593
OG0000482	Syaj.g_02559	Syag.g_02592
OG0000483	Syaj.g_02555	Syag.g_02588
OG0000484	Syaj.g_02554	Syag.g_02587
OG0000485	Syaj.g_02553	Syag.g_02586
OG0000486	Syaj.g_02552	Syag.g_02585
OG0000487	Syaj.g_02546	Syag.g_02579
OG0000488	Syaj.g_02542	Syag.g_02575
OG0000489	Syaj.g_02529	Syag.g_02565
OG0000490	Syaj.g_02519	Syag.g_02553
OG0000491	Syaj.g_02517	Syag.g_02551
OG0000492	Syaj.g_02515	Syag.g_02549
OG0000493	Syaj.g_02514	Syag.g_02548
OG0000494	Syaj.g_02513	Syag.g_02547
OG0000495	Syaj.g_02512	Syag.g_02546
OG0000496	Syaj.g_02511	Syag.g_02545
OG0000497	Syaj.g_02510	Syag.g_02544
OG0000498	Syaj.g_02509	Syag.g_02543
OG0000499	Syaj.g_02508	Syag.g_02542
OG0000500	Syaj.g_02507	Syag.g_02541
OG0000501	Syaj.g_02504	Syag.g_02538
OG0000502	Syaj.g_02492	Syag.g_02467
OG0000503	Syaj.g_02805	Syag.g_02843
OG0000504	Syaj.g_02807	Syag.g_02845
OG0000505	Syaj.g_02808	Syag.g_02846
OG0000506	Syaj.g_02810	Syag.g_02849
OG0000507	Syaj.g_02816	Syag.g_02855
OG0000508	Syaj.g_02820	Syag.g_02860
OG0000509	Syaj.g_02822	Syag.g_02862
OG0000510	Syaj.g_02823	Syag.g_02863
OG0000511	Syaj.g_02824	Syag.g_02864
OG0000512	Syaj.g_02826	Syag.g_02866
OG0000513	Syaj.g_02833	Syag.g_00009
OG0000514	Syaj.g_02839	Syag.g_00018
OG0000515	Syaj.g_02840	Syag.g_00019
OG0000516	Syaj.g_01561	Syag.g_00025
OG0000517	Syaj.g_01556	Syag.g_00032
OG0000518	Syaj.g_01544	Syag.g_00044
OG0000519	Syaj.g_01543	Syag.g_00045
OG0000520	Syaj.g_01542	Syag.g_00046
OG0000521	Syaj.g_00271	Syag.g_00054
OG0000522	Syaj.g_00273	Syag.g_00056
OG0000523	Syaj.g_00274	Syag.g_00057
OG0000524	Syaj.g_01485	Syag.g_01327
OG0000525	Syaj.g_01454	Syag.g_01345
OG0000526	Syaj.g_01451	Syag.g_01348
OG0000527	Syaj.g_01446	Syag.g_01354
OG0000528	Syaj.g_00065	Syag.g_01532
OG0000529	Syaj.g_00073	Syag.g_01527
OG0000530	Syaj.g_00076	Syag.g_01524
OG0000531	Syaj.g_00077	Syag.g_01523
OG0000532	Syaj.g_00080	Syag.g_01520
OG0000533	Syaj.g_00081	Syag.g_01518
OG0000534	Syaj.g_00082	Syag.g_01517
OG0000535	Syaj.g_00083	Syag.g_01516
OG0000536	Syaj.g_00084	Syag.g_01515
OG0000537	Syaj.g_00085	Syag.g_01514
OG0000538	Syaj.g_00096	Syag.g_01502
OG0000539	Syaj.g_00097	Syag.g_01501
OG0000540	Syaj.g_00098	Syag.g_01500
OG0000541	Syaj.g_00099	Syag.g_01499
OG0000542	Syaj.g_00102	Syag.g_01496
OG0000543	Syaj.g_00104	Syag.g_01494
OG0000544	Syaj.g_00105	Syag.g_01493
OG0000545	Syaj.g_00107	Syag.g_01491
OG0000546	Syaj.g_00109	Syag.g_01489
OG0000547	Syaj.g_00111	Syag.g_01487
OG0000548	Syaj.g_00112	Syag.g_01486
OG0000549	Syaj.g_00118	Syag.g_01480
OG0000550	Syaj.g_00123	Syag.g_01474
OG0000551	Syaj.g_00128	Syag.g_01470
OG0000552	Syaj.g_00129	Syag.g_01469
