Orthogroup	Syaj	Praw
OG0000093	Syaj.g_01042	Praw.g_01571
OG0000094	Syaj.g_00804	Praw.g_01486
OG0000095	Syaj.g_00427	Praw.g_01467
OG0000097	Syaj.g_00589	Praw.g_00275
OG0000098	Syaj.g_02671	Praw.g_00997
OG0000099	Syaj.g_02503	Praw.g_01051
OG0000100	Syaj.g_00987	Praw.g_00411
OG0000101	Syaj.g_02738	Praw.g_00096
OG0000102	Syaj.g_02411	Praw.g_00034
OG0000103	Syaj.g_02243	Praw.g_01148
OG0000104	Syaj.g_02258	Praw.g_01140
OG0000105	Syaj.g_02573	Praw.g_00860
OG0000106	Syaj.g_01130	Praw.g_00762
OG0000107	Syaj.g_02637	Praw.g_00748
OG0000108	Syaj.g_00072	Praw.g_00667
OG0000109	Syaj.g_00087	Praw.g_00654
OG0000110	Syaj.g_00215	Praw.g_01922
OG0000111	Syaj.g_00437	Praw.g_01823
OG0000112	Syaj.g_00907	Praw.g_01732
OG0000113	Syaj.g_00992	Praw.g_01675
OG0000114	Syaj.g_00741	Praw.g_01597
OG0000115	Syaj.g_01402	Praw.g_00178
OG0000116	Syaj.g_00289	Praw.g_00224
OG0000117	Syaj.g_00637	Praw.g_00926
OG0000118	Syaj.g_00267	Praw.g_00993
OG0000119	Syaj.g_00317	Praw.g_01012
OG0000120	Syaj.g_02502	Praw.g_01050
OG0000121	Syaj.g_01383	Praw.g_01078
OG0000122	Syaj.g_01250	Praw.g_00377
OG0000123	Syaj.g_02745	Praw.g_00089
OG0000124	Syaj.g_02388	Praw.g_00023
OG0000125	Syaj.g_02117	Praw.g_01180
OG0000126	Syaj.g_02256	Praw.g_01141
OG0000128	Syaj.g_02274	Praw.g_01125
OG0000129	Syaj.g_02106	Praw.g_01384
OG0000130	Syaj.g_01818	Praw.g_01365
OG0000131	Syaj.g_01964	Praw.g_01290
OG0000132	Syaj.g_00688, Syaj.g_01984	Praw.g_01271
OG0000133	Syaj.g_00902	Praw.g_00812
OG0000134	Syaj.g_02832	Praw.g_00775
OG0000135	Syaj.g_02167	Praw.g_00751
OG0000136	Syaj.g_01550	Praw.g_00706
OG0000137	Syaj.g_01444	Praw.g_00672
OG0000138	Syaj.g_00088, Syaj.g_02631	Praw.g_00653
OG0000139	Syaj.g_00150	Praw.g_00611
OG0000140	Syaj.g_00153	Praw.g_00610
OG0000141	Syaj.g_01340	Praw.g_00143
OG0000142	Syaj.g_01283	Praw.g_01887
OG0000143	Syaj.g_01279	Praw.g_01883
OG0000144	Syaj.g_01151	Praw.g_01870
OG0000145	Syaj.g_00094	Praw.g_01745
OG0000146	Syaj.g_00908	Praw.g_01731
OG0000147	Syaj.g_00909	Praw.g_01730
OG0000148	Syaj.g_01003, Syaj.g_01002	Praw.g_01681
OG0000149	Syaj.g_00369	Praw.g_01652
OG0000150	Syaj.g_01339, Syaj.g_00154	Praw.g_01644
OG0000151	Syaj.g_01074	Praw.g_01587
OG0000152	Syaj.g_00898	Praw.g_01539
OG0000153	Syaj.g_00842	Praw.g_01520
OG0000154	Syaj.g_00814	Praw.g_01493
OG0000155	Syaj.g_00338	Praw.g_00254
OG0000156	Syaj.g_00282	Praw.g_00968
OG0000157	Syaj.g_00281	Praw.g_00969
OG0000158	Syaj.g_02445	Praw.g_01052
OG0000160	Syaj.g_01382	Praw.g_01079, Praw.g_01080
OG0000161	Syaj.g_01389	Praw.g_00344
OG0000162	Syaj.g_01395	Praw.g_00350
OG0000163	Syaj.g_01639	Praw.g_00384
OG0000164	Syaj.g_01758	Praw.g_00539
OG0000165	Syaj.g_01582	Praw.g_00546
OG0000166	Syaj.g_02698	Praw.g_00132
OG0000167	Syaj.g_02460	Praw.g_00066
OG0000168	Syaj.g_02444	Praw.g_00056
OG0000169	Syaj.g_02431, Syaj.g_02429	Praw.g_00046
OG0000170	Syaj.g_02422	Praw.g_00044
OG0000171	Syaj.g_02389	Praw.g_00024
OG0000172	Syaj.g_02365	Praw.g_00016
OG0000173	Syaj.g_02321	Praw.g_00001
OG0000174	Syaj.g_02169	Praw.g_01166
OG0000175	Syaj.g_02229	Praw.g_01156
OG0000176	Syaj.g_02266	Praw.g_01132
OG0000177	Syaj.g_02267	Praw.g_01131
OG0000178	Syaj.g_02268	Praw.g_01130
OG0000179	Syaj.g_02283	Praw.g_01412
OG0000180	Syaj.g_02284	Praw.g_01411
OG0000181	Syaj.g_02285	Praw.g_01410
OG0000182	Syaj.g_02286	Praw.g_01409
OG0000183	Syaj.g_02290	Praw.g_01405
OG0000184	Syaj.g_02098	Praw.g_01382
OG0000185	Syaj.g_02087	Praw.g_01379
OG0000186	Syaj.g_01812	Praw.g_01370
OG0000187	Syaj.g_01814	Praw.g_01369
OG0000188	Syaj.g_01837	Praw.g_01352
OG0000189	Syaj.g_01874	Praw.g_01339
OG0000190	Syaj.g_01876	Praw.g_01338
OG0000191	Syaj.g_01910	Praw.g_01318
OG0000192	Syaj.g_01919	Praw.g_01314
OG0000193	Syaj.g_01965	Praw.g_01289
OG0000194	Syaj.g_01968	Praw.g_01286
OG0000195	Syaj.g_01971	Praw.g_01284
OG0000196	Syaj.g_01981	Praw.g_01274
OG0000197	Syaj.g_01982	Praw.g_01273
OG0000198	Syaj.g_01983	Praw.g_01272
OG0000199	Syaj.g_01991	Praw.g_01265
OG0000200	Syaj.g_02008	Praw.g_01251
OG0000201	Syaj.g_02024	Praw.g_01243
OG0000202	Syaj.g_02025	Praw.g_01242
OG0000203	Syaj.g_02026	Praw.g_01241
OG0000204	Syaj.g_02027	Praw.g_01240
OG0000205	Syaj.g_02035	Praw.g_01233
OG0000206	Syaj.g_02043	Praw.g_01228
OG0000207	Syaj.g_02045	Praw.g_01226
OG0000208	Syaj.g_02046	Praw.g_01225
OG0000209	Syaj.g_02070	Praw.g_01216
OG0000210	Syaj.g_02071	Praw.g_01215
OG0000211	Syaj.g_02856	Praw.g_01202
OG0000212	Syaj.g_02881	Praw.g_01195
OG0000213	Syaj.g_02601	Praw.g_00876
OG0000214	Syaj.g_02582	Praw.g_00867
OG0000215	Syaj.g_02551	Praw.g_00842
OG0000216	Syaj.g_02547	Praw.g_00840
OG0000217	Syaj.g_02543	Praw.g_00837
OG0000218	Syaj.g_02541	Praw.g_00835
OG0000219	Syaj.g_02540	Praw.g_00834
OG0000220	Syaj.g_02539	Praw.g_00833
OG0000221	Syaj.g_02530	Praw.g_00832
OG0000222	Syaj.g_02516	Praw.g_00824
OG0000223	Syaj.g_02494	Praw.g_00811
OG0000224	Syaj.g_02487	Praw.g_00809
OG0000225	Syaj.g_02821	Praw.g_00786
OG0000226	Syaj.g_02825	Praw.g_00782
OG0000227	Syaj.g_02827	Praw.g_00780
OG0000228	Syaj.g_02828	Praw.g_00777
OG0000229	Syaj.g_01555	Praw.g_00711
OG0000230	Syaj.g_01553	Praw.g_00709
OG0000231	Syaj.g_01541	Praw.g_00698
OG0000232	Syaj.g_01497	Praw.g_00689
OG0000233	Syaj.g_01481	Praw.g_00684
OG0000234	Syaj.g_01442	Praw.g_00671
OG0000235	Syaj.g_00071	Praw.g_00668
OG0000236	Syaj.g_00086	Praw.g_00655
OG0000237	Syaj.g_00103	Praw.g_00642
OG0000238	Syaj.g_00108	Praw.g_00636
OG0000239	Syaj.g_00125	Praw.g_00623
OG0000240	Syaj.g_00126	Praw.g_00622
OG0000241	Syaj.g_01291	Praw.g_00618
OG0000242	Syaj.g_00142	Praw.g_00616
OG0000243	Syaj.g_00164	Praw.g_00605
OG0000244	Syaj.g_00180	Praw.g_00602
OG0000245	Syaj.g_00182	Praw.g_00600
OG0000246	Syaj.g_00186	Praw.g_00596
OG0000247	Syaj.g_00197	Praw.g_00586
OG0000248	Syaj.g_00200	Praw.g_00584
OG0000249	Syaj.g_00202	Praw.g_00582
OG0000250	Syaj.g_00211	Praw.g_00577
OG0000251	Syaj.g_00237	Praw.g_01937
OG0000252	Syaj.g_00243	Praw.g_01940
OG0000253	Syaj.g_00245	Praw.g_01941
OG0000254	Syaj.g_01335	Praw.g_00147
OG0000255	Syaj.g_01315	Praw.g_00153
OG0000256	Syaj.g_01297	Praw.g_00163
OG0000257	Syaj.g_01292	Praw.g_00166
OG0000258	Syaj.g_01274	Praw.g_01879
OG0000259	Syaj.g_00707	Praw.g_01862
OG0000260	Syaj.g_00712	Praw.g_01859
OG0000261	Syaj.g_00715	Praw.g_01857
OG0000262	Syaj.g_00720	Praw.g_01853
OG0000263	Syaj.g_00605	Praw.g_01841
OG0000264	Syaj.g_00485	Praw.g_01831
OG0000265	Syaj.g_00510	Praw.g_01809
OG0000266	Syaj.g_00946	Praw.g_01799
OG0000267	Syaj.g_00770	Praw.g_01788
OG0000268	Syaj.g_00771	Praw.g_01787
OG0000269	Syaj.g_01031	Praw.g_01702
OG0000270	Syaj.g_01025	Praw.g_01699
OG0000271	Syaj.g_01017	Praw.g_01691
OG0000272	Syaj.g_01016	Praw.g_01690
OG0000273	Syaj.g_00389	Praw.g_01668
OG0000274	Syaj.g_00388	Praw.g_01667
OG0000275	Syaj.g_00384	Praw.g_01665
OG0000276	Syaj.g_00377	Praw.g_01660
OG0000277	Syaj.g_00376	Praw.g_01659
OG0000278	Syaj.g_00373	Praw.g_01656
OG0000279	Syaj.g_00357	Praw.g_01649
OG0000280	Syaj.g_00348	Praw.g_01648
OG0000281	Syaj.g_02670	Praw.g_01643
OG0000282	Syaj.g_00743	Praw.g_01595
OG0000283	Syaj.g_00790	Praw.g_01562
OG0000284	Syaj.g_00930	Praw.g_01557
OG0000285	Syaj.g_00917	Praw.g_01552
OG0000286	Syaj.g_00899	Praw.g_01540
OG0000287	Syaj.g_00849	Praw.g_01523
OG0000288	Syaj.g_00815	Praw.g_01494
OG0000289	Syaj.g_00800	Praw.g_01483
OG0000290	Syaj.g_00424	Praw.g_01470
OG0000291	Syaj.g_00426	Praw.g_01468
OG0000292	Syaj.g_02255	Praw.g_01418
OG0000293	Syaj.g_00290	Praw.g_00225
OG0000294	Syaj.g_00291	Praw.g_00226
OG0000295	Syaj.g_00330	Praw.g_00246
OG0000296	Syaj.g_00332	Praw.g_00248
OG0000297	Syaj.g_00639	Praw.g_00256
OG0000298	Syaj.g_00638	Praw.g_00257
OG0000299	Syaj.g_00592	Praw.g_00274
OG0000300	Syaj.g_00586	Praw.g_00277
OG0000301	Syaj.g_00585	Praw.g_00278
OG0000302	Syaj.g_00582	Praw.g_00280
OG0000303	Syaj.g_00572	Praw.g_00287
OG0000304	Syaj.g_00566	Praw.g_00291
OG0000305	Syaj.g_00429	Praw.g_01008
OG0000306	Syaj.g_01126	Praw.g_01011
OG0000307	Syaj.g_00051	Praw.g_01025
OG0000308	Syaj.g_00049	Praw.g_01026
OG0000309	Syaj.g_00044	Praw.g_01030
OG0000310	Syaj.g_01358	Praw.g_01098
OG0000311	Syaj.g_01362	Praw.g_01096
OG0000312	Syaj.g_01368	Praw.g_01093
OG0000313	Syaj.g_01386	Praw.g_01076
OG0000314	Syaj.g_01420	Praw.g_00363
OG0000315	Syaj.g_01430	Praw.g_00374
OG0000316	Syaj.g_01664	Praw.g_00394
OG0000317	Syaj.g_01715	Praw.g_00513
OG0000318	Syaj.g_01722	Praw.g_00516
OG0000319	Syaj.g_01741	Praw.g_00529
OG0000320	Syaj.g_01743	Praw.g_00531
OG0000321	Syaj.g_01744	Praw.g_00532
OG0000322	Syaj.g_01745	Praw.g_00533
OG0000323	Syaj.g_01760	Praw.g_00542
OG0000324	Syaj.g_01609	Praw.g_00569
OG0000325	Syaj.g_02638	Praw.g_01916
OG0000326	Syaj.g_02645	Praw.g_01910
OG0000327	Syaj.g_02693	Praw.g_00137
OG0000328	Syaj.g_02694	Praw.g_00136
OG0000329	Syaj.g_02712	Praw.g_00119
OG0000330	Syaj.g_02713	Praw.g_00118
OG0000331	Syaj.g_02714	Praw.g_00117
OG0000332	Syaj.g_02729	Praw.g_00103
OG0000333	Syaj.g_02732	Praw.g_00101
OG0000334	Syaj.g_02741	Praw.g_00093
OG0000335	Syaj.g_02746	Praw.g_00088
OG0000336	Syaj.g_02750	Praw.g_00084
OG0000337	Syaj.g_02466	Praw.g_00068
OG0000338	Syaj.g_02462	Praw.g_00067
OG0000339	Syaj.g_02455	Praw.g_00063
OG0000340	Syaj.g_02443	Praw.g_00055
OG0000341	Syaj.g_02441	Praw.g_00053
OG0000342	Syaj.g_02440	Praw.g_00052
OG0000343	Syaj.g_02437	Praw.g_00051
OG0000344	Syaj.g_02433	Praw.g_00048
OG0000345	Syaj.g_02421	Praw.g_00043
OG0000346	Syaj.g_02416	Praw.g_00038
OG0000347	Syaj.g_02383	Praw.g_00022
OG0000348	Syaj.g_02333	Praw.g_00013
OG0000349	Syaj.g_02314	Praw.g_01189
OG0000350	Syaj.g_02652	Praw.g_01170
OG0000351	Syaj.g_02234	Praw.g_01153
OG0000352	Syaj.g_02235	Praw.g_01152
OG0000353	Syaj.g_02261	Praw.g_01137
OG0000354	Syaj.g_02281	Praw.g_00910
OG0000355	Syaj.g_02263	Praw.g_01135
OG0000356	Syaj.g_02264	Praw.g_01134
OG0000357	Syaj.g_02265	Praw.g_01133
OG0000358	Syaj.g_02269	Praw.g_01129
OG0000359	Syaj.g_02271	Praw.g_01128
OG0000360	Syaj.g_02272	Praw.g_01127
OG0000361	Syaj.g_02273	Praw.g_01126
OG0000362	Syaj.g_02275	Praw.g_01124
OG0000363	Syaj.g_02277	Praw.g_01414
OG0000364	Syaj.g_02278	Praw.g_01413
OG0000365	Syaj.g_02287	Praw.g_01408
OG0000366	Syaj.g_02288	Praw.g_01407
OG0000367	Syaj.g_02289	Praw.g_01406
OG0000368	Syaj.g_02291	Praw.g_01404
OG0000369	Syaj.g_02292	Praw.g_01403
OG0000370	Syaj.g_02293	Praw.g_01402
OG0000371	Syaj.g_02301	Praw.g_01396
OG0000372	Syaj.g_02307	Praw.g_01393
OG0000373	Syaj.g_02308	Praw.g_01392
OG0000374	Syaj.g_02309	Praw.g_01391
OG0000375	Syaj.g_02310	Praw.g_01388
OG0000376	Syaj.g_02312	Praw.g_01386
OG0000377	Syaj.g_02105	Praw.g_01383
OG0000378	Syaj.g_02091	Praw.g_01381
OG0000379	Syaj.g_02086	Praw.g_01378
OG0000380	Syaj.g_01815	Praw.g_01368
OG0000381	Syaj.g_01819	Praw.g_01364
OG0000382	Syaj.g_01836	Praw.g_01353
OG0000383	Syaj.g_01839	Praw.g_01351
OG0000384	Syaj.g_01840	Praw.g_01350
OG0000385	Syaj.g_01841	Praw.g_01349
OG0000386	Syaj.g_01842	Praw.g_01348
OG0000387	Syaj.g_01878	Praw.g_01336
OG0000388	Syaj.g_01882	Praw.g_01333
OG0000389	Syaj.g_01886	Praw.g_01329
OG0000390	Syaj.g_01904	Praw.g_01322
OG0000391	Syaj.g_01909	Praw.g_01319
OG0000392	Syaj.g_01918	Praw.g_01315
OG0000393	Syaj.g_01922	Praw.g_01313
OG0000394	Syaj.g_01923	Praw.g_01312
OG0000395	Syaj.g_01924	Praw.g_01311
OG0000396	Syaj.g_01928	Praw.g_01308
OG0000397	Syaj.g_01930	Praw.g_01306
OG0000398	Syaj.g_01935	Praw.g_01304
OG0000399	Syaj.g_01936	Praw.g_01303
OG0000400	Syaj.g_01937	Praw.g_01302
OG0000401	Syaj.g_01938	Praw.g_01301
OG0000402	Syaj.g_01940	Praw.g_01299
OG0000403	Syaj.g_01941	Praw.g_01298
OG0000404	Syaj.g_01943	Praw.g_01297
OG0000405	Syaj.g_01961	Praw.g_01293
OG0000406	Syaj.g_01966	Praw.g_01288
OG0000407	Syaj.g_01967	Praw.g_01287
OG0000408	Syaj.g_01970	Praw.g_01285
OG0000409	Syaj.g_01972	Praw.g_01283
OG0000410	Syaj.g_01973	Praw.g_01282
OG0000411	Syaj.g_01974	Praw.g_01281
OG0000412	Syaj.g_01975	Praw.g_01280
OG0000413	Syaj.g_01977	Praw.g_01279
OG0000415	Syaj.g_01978	Praw.g_01277
OG0000416	Syaj.g_01979	Praw.g_01276
OG0000417	Syaj.g_01980	Praw.g_01275
OG0000418	Syaj.g_01985	Praw.g_01270
OG0000419	Syaj.g_01987	Praw.g_01268
OG0000420	Syaj.g_01989	Praw.g_01267
OG0000421	Syaj.g_01994	Praw.g_01262
OG0000422	Syaj.g_01995	Praw.g_01261
OG0000423	Syaj.g_01996	Praw.g_01260
OG0000424	Syaj.g_01997	Praw.g_01259
OG0000425	Syaj.g_01998	Praw.g_01258
OG0000426	Syaj.g_01999	Praw.g_01257
OG0000427	Syaj.g_02000	Praw.g_01256
OG0000428	Syaj.g_02003	Praw.g_01254
OG0000429	Syaj.g_02005	Praw.g_01253
OG0000430	Syaj.g_02007	Praw.g_01252
OG0000431	Syaj.g_02010	Praw.g_01250
OG0000432	Syaj.g_02017	Praw.g_01247
OG0000433	Syaj.g_02020	Praw.g_01246
OG0000434	Syaj.g_02021	Praw.g_01245
OG0000435	Syaj.g_02023	Praw.g_01244
OG0000436	Syaj.g_02029	Praw.g_01239
OG0000437	Syaj.g_02030	Praw.g_01238
OG0000438	Syaj.g_02031	Praw.g_01237
OG0000439	Syaj.g_02033	Praw.g_01235
OG0000440	Syaj.g_02034	Praw.g_01234
OG0000441	Syaj.g_02038	Praw.g_01231
OG0000442	Syaj.g_02039	Praw.g_01230
OG0000443	Syaj.g_02040	Praw.g_01229
OG0000444	Syaj.g_02052	Praw.g_01224
OG0000445	Syaj.g_02053	Praw.g_01223
OG0000446	Syaj.g_02055	Praw.g_01222
OG0000447	Syaj.g_02058	Praw.g_01221
OG0000448	Syaj.g_02059	Praw.g_01220
OG0000449	Syaj.g_02060	Praw.g_01219
OG0000450	Syaj.g_02067	Praw.g_01218
OG0000451	Syaj.g_02068	Praw.g_01217
OG0000452	Syaj.g_02072	Praw.g_01214
OG0000453	Syaj.g_02073	Praw.g_01213
OG0000454	Syaj.g_02074	Praw.g_01212
OG0000455	Syaj.g_02075	Praw.g_01211
OG0000456	Syaj.g_02076	Praw.g_01210
OG0000457	Syaj.g_02078	Praw.g_01209
OG0000458	Syaj.g_02079	Praw.g_01208
OG0000459	Syaj.g_02080	Praw.g_01207
OG0000460	Syaj.g_02858	Praw.g_01200
OG0000461	Syaj.g_02623	Praw.g_00891
OG0000462	Syaj.g_02620	Praw.g_00889
OG0000463	Syaj.g_02619	Praw.g_00888
OG0000464	Syaj.g_02618	Praw.g_00887
OG0000465	Syaj.g_02617	Praw.g_00886
OG0000466	Syaj.g_02612	Praw.g_00883
OG0000467	Syaj.g_02610	Praw.g_00882
OG0000468	Syaj.g_02605	Praw.g_00880
OG0000469	Syaj.g_02590	Praw.g_00872
OG0000470	Syaj.g_02586	Praw.g_00870
OG0000471	Syaj.g_02585	Praw.g_00869
OG0000472	Syaj.g_02583	Praw.g_00868
OG0000473	Syaj.g_02581	Praw.g_00866
OG0000474	Syaj.g_02580	Praw.g_00865
OG0000475	Syaj.g_02579	Praw.g_00864
OG0000476	Syaj.g_02577	Praw.g_00863
OG0000477	Syaj.g_02571	Praw.g_00859
OG0000478	Syaj.g_02570	Praw.g_00858
OG0000479	Syaj.g_02569	Praw.g_00857
OG0000480	Syaj.g_02562	Praw.g_00852
OG0000481	Syaj.g_02560	Praw.g_00850
OG0000482	Syaj.g_02559	Praw.g_00849
OG0000483	Syaj.g_02555	Praw.g_00846
OG0000484	Syaj.g_02554	Praw.g_00845
OG0000485	Syaj.g_02553	Praw.g_00844
OG0000486	Syaj.g_02552	Praw.g_00843
OG0000487	Syaj.g_02546	Praw.g_00839
OG0000488	Syaj.g_02542	Praw.g_00836
OG0000489	Syaj.g_02529	Praw.g_00831
OG0000490	Syaj.g_02519	Praw.g_00826
OG0000491	Syaj.g_02517	Praw.g_00825
OG0000492	Syaj.g_02515	Praw.g_00823
OG0000493	Syaj.g_02514	Praw.g_00822
OG0000494	Syaj.g_02513	Praw.g_00821
OG0000495	Syaj.g_02512	Praw.g_00820
OG0000496	Syaj.g_02511	Praw.g_00819
OG0000497	Syaj.g_02510	Praw.g_00818
OG0000498	Syaj.g_02509	Praw.g_00817
OG0000499	Syaj.g_02508	Praw.g_00816
OG0000500	Syaj.g_02507	Praw.g_00815
OG0000501	Syaj.g_02504	Praw.g_00813
OG0000502	Syaj.g_02492	Praw.g_00810
OG0000503	Syaj.g_02805	Praw.g_00796
OG0000504	Syaj.g_02807	Praw.g_00795
OG0000505	Syaj.g_02808	Praw.g_00794
OG0000506	Syaj.g_02810	Praw.g_00792
OG0000507	Syaj.g_02816	Praw.g_00790
OG0000508	Syaj.g_02820	Praw.g_00787
OG0000509	Syaj.g_02822	Praw.g_00785
OG0000510	Syaj.g_02823	Praw.g_00784
OG0000511	Syaj.g_02824	Praw.g_00783
OG0000512	Syaj.g_02826	Praw.g_00781
OG0000513	Syaj.g_02833	Praw.g_00774
OG0000514	Syaj.g_02839	Praw.g_00716
OG0000515	Syaj.g_02840	Praw.g_00715
OG0000516	Syaj.g_01561	Praw.g_00714
OG0000517	Syaj.g_01556	Praw.g_00712
OG0000518	Syaj.g_01544	Praw.g_00701
OG0000519	Syaj.g_01543	Praw.g_00700
OG0000520	Syaj.g_01542	Praw.g_00699
OG0000521	Syaj.g_00271	Praw.g_00694
OG0000522	Syaj.g_00273	Praw.g_00692
OG0000523	Syaj.g_00274	Praw.g_00691
OG0000524	Syaj.g_01485	Praw.g_00686
OG0000525	Syaj.g_01454	Praw.g_00683
OG0000526	Syaj.g_01451	Praw.g_00682
OG0000527	Syaj.g_01446	Praw.g_00674
OG0000528	Syaj.g_00065	Praw.g_00669
OG0000529	Syaj.g_00073	Praw.g_00666
OG0000530	Syaj.g_00076	Praw.g_00664
OG0000531	Syaj.g_00077	Praw.g_00663
OG0000532	Syaj.g_00080	Praw.g_00661
OG0000533	Syaj.g_00081	Praw.g_00660
OG0000534	Syaj.g_00082	Praw.g_00659
OG0000535	Syaj.g_00083	Praw.g_00658
OG0000536	Syaj.g_00084	Praw.g_00657
OG0000537	Syaj.g_00085	Praw.g_00656
OG0000538	Syaj.g_00096	Praw.g_00648
OG0000539	Syaj.g_00097	Praw.g_00647
OG0000540	Syaj.g_00098	Praw.g_00646
OG0000541	Syaj.g_00099	Praw.g_00645
OG0000542	Syaj.g_00102	Praw.g_00643
OG0000543	Syaj.g_00104	Praw.g_00641
OG0000544	Syaj.g_00105	Praw.g_00640
OG0000545	Syaj.g_00107	Praw.g_00638
OG0000546	Syaj.g_00109	Praw.g_00635
OG0000547	Syaj.g_00111	Praw.g_00633
OG0000548	Syaj.g_00112	Praw.g_00632
OG0000549	Syaj.g_00118	Praw.g_00630
OG0000550	Syaj.g_00123	Praw.g_00625
OG0000551	Syaj.g_00128	Praw.g_00621
OG0000552	Syaj.g_00129	Praw.g_00620
OG0000553	Syaj.g_00133	Praw.g_00619
OG0000554	Syaj.g_00145	Praw.g_00614
OG0000555	Syaj.g_00163	Praw.g_00606
OG0000556	Syaj.g_00167	Praw.g_00604
OG0000557	Syaj.g_00178	Praw.g_00603
OG0000558	Syaj.g_00181	Praw.g_00601
OG0000559	Syaj.g_00185	Praw.g_00597
OG0000560	Syaj.g_00188	Praw.g_00594
OG0000561	Syaj.g_00189	Praw.g_00593
