Orthogroup	Syaj	Prai
OG0000043	Syaj.g_01085	Prai.g_00910
OG0000045	Syaj.g_00132	Prai.g_01274
OG0000047	Syaj.g_02799	Prai.g_00343, Prai.g_00424
OG0000048	Syaj.g_02578	Prai.g_00387
OG0000050	Syaj.g_01584	Prai.g_01093
OG0000051	Syaj.g_02898	Prai.g_00434
OG0000053	Syaj.g_01409	Prai.g_01483
OG0000054	Syaj.g_01341	Prai.g_00634
OG0000055	Syaj.g_00394	Prai.g_00866
OG0000057	Syaj.g_00438	Prai.g_00727
OG0000059	Syaj.g_02686	Prai.g_01725
OG0000061	Syaj.g_00302	Prai.g_01171
OG0000062	Syaj.g_01700	Prai.g_01540
OG0000063	Syaj.g_02302	Prai.g_00033, Prai.g_01261
OG0000065	Syaj.g_01887, Syaj.g_00007	Prai.g_00107
OG0000066	Syaj.g_00157	Prai.g_00567
OG0000067	Syaj.g_01023	Prai.g_00848
OG0000068	Syaj.g_00059	Prai.g_01370
OG0000070	Syaj.g_01529	Prai.g_00481
OG0000071	Syaj.g_01511	Prai.g_01335
OG0000072	Syaj.g_01992	Prai.g_00182
OG0000073	Syaj.g_00093	Prai.g_00529
OG0000075	Syaj.g_02457	Prai.g_01814
OG0000076	Syaj.g_02417	Prai.g_01838
OG0000077	Syaj.g_01831	Prai.g_00078
OG0000078	Syaj.g_02880	Prai.g_00250
OG0000079	Syaj.g_02609	Prai.g_00265
OG0000080	Syaj.g_02368	Prai.g_01411
OG0000081	Syaj.g_02888	Prai.g_00559
OG0000082	Syaj.g_00229	Prai.g_00613
OG0000084	Syaj.g_01375	Prai.g_01459
OG0000085	Syaj.g_01707	Prai.g_01631
OG0000086	Syaj.g_01848	Prai.g_00088
OG0000087	Syaj.g_01945	Prai.g_00139
OG0000088	Syaj.g_01986	Prai.g_00177
OG0000089	Syaj.g_02829, Syaj.g_01915	Prai.g_00368
OG0000090	Syaj.g_00144	Prai.g_00561
OG0000091	Syaj.g_01275	Prai.g_00671
OG0000093	Syaj.g_01042	Prai.g_01021
OG0000094	Syaj.g_00804	Prai.g_00937
OG0000095	Syaj.g_00427	Prai.g_00918
OG0000097	Syaj.g_00589	Prai.g_01214
OG0000098	Syaj.g_02671	Prai.g_01353
OG0000099	Syaj.g_02503	Prai.g_01393
OG0000100	Syaj.g_00987	Prai.g_01536
OG0000101	Syaj.g_02738	Prai.g_01782
OG0000102	Syaj.g_02411	Prai.g_01843
OG0000103	Syaj.g_02243	Prai.g_01923
OG0000104	Syaj.g_02258	Prai.g_01932
OG0000105	Syaj.g_02573	Prai.g_00286, Prai.g_00287
OG0000106	Syaj.g_01130	Prai.g_00383
OG0000107	Syaj.g_02637	Prai.g_00397
OG0000108	Syaj.g_00072	Prai.g_00510
OG0000109	Syaj.g_00087	Prai.g_00524
OG0000110	Syaj.g_00215	Prai.g_00603
OG0000111	Syaj.g_00437	Prai.g_00728
OG0000112	Syaj.g_00907	Prai.g_00882
OG0000113	Syaj.g_00992	Prai.g_00825
OG0000114	Syaj.g_00741	Prai.g_01046
OG0000115	Syaj.g_01402	Prai.g_01119
OG0000116	Syaj.g_00289	Prai.g_01162
OG0000117	Syaj.g_00637	Prai.g_01273
OG0000118	Syaj.g_00267	Prai.g_01347
OG0000119	Syaj.g_00317	Prai.g_01366
OG0000120	Syaj.g_02502	Prai.g_01443
OG0000121	Syaj.g_01383	Prai.g_01465
OG0000123	Syaj.g_02745	Prai.g_01789
OG0000124	Syaj.g_02388	Prai.g_01854
OG0000125	Syaj.g_02117	Prai.g_01892
OG0000126	Syaj.g_02256	Prai.g_01931
OG0000128	Syaj.g_02274	Prai.g_00011
OG0000129	Syaj.g_02106	Prai.g_00051
OG0000130	Syaj.g_01818	Prai.g_00069
OG0000131	Syaj.g_01964	Prai.g_00156
OG0000132	Syaj.g_00688, Syaj.g_01984	Prai.g_00175
OG0000133	Syaj.g_00902	Prai.g_00335
OG0000134	Syaj.g_02832	Prai.g_00369
OG0000135	Syaj.g_02167	Prai.g_00393
OG0000136	Syaj.g_01550	Prai.g_00472
OG0000137	Syaj.g_01444	Prai.g_00505
OG0000138	Syaj.g_00088, Syaj.g_02631	Prai.g_00525
OG0000139	Syaj.g_00150	Prai.g_00565
OG0000140	Syaj.g_00153	Prai.g_00566
OG0000141	Syaj.g_01340	Prai.g_00635
OG0000142	Syaj.g_01283	Prai.g_00664
OG0000143	Syaj.g_01279	Prai.g_00668
OG0000144	Syaj.g_01151	Prai.g_00681
OG0000145	Syaj.g_00094	Prai.g_00883
OG0000146	Syaj.g_00908	Prai.g_00881
OG0000147	Syaj.g_00909	Prai.g_00880
OG0000148	Syaj.g_01003, Syaj.g_01002	Prai.g_00831
OG0000149	Syaj.g_00369	Prai.g_00800
OG0000150	Syaj.g_01339, Syaj.g_00154	Prai.g_00792
OG0000151	Syaj.g_01074	Prai.g_01036
OG0000152	Syaj.g_00898	Prai.g_00989
OG0000153	Syaj.g_00842	Prai.g_00970
OG0000154	Syaj.g_00814	Prai.g_00943
OG0000155	Syaj.g_00338	Prai.g_01191
OG0000156	Syaj.g_00282	Prai.g_01323
OG0000157	Syaj.g_00281	Prai.g_01324
OG0000158	Syaj.g_02445	Prai.g_01392
OG0000160	Syaj.g_01382	Prai.g_01464
OG0000161	Syaj.g_01389	Prai.g_01470
OG0000162	Syaj.g_01395	Prai.g_01476
OG0000163	Syaj.g_01639	Prai.g_01509
OG0000164	Syaj.g_01758	Prai.g_01662
OG0000165	Syaj.g_01582	Prai.g_01669
OG0000166	Syaj.g_02698	Prai.g_01740
OG0000167	Syaj.g_02460	Prai.g_01812
OG0000168	Syaj.g_02444	Prai.g_01822
OG0000169	Syaj.g_02431, Syaj.g_02429	Prai.g_01832
OG0000170	Syaj.g_02422	Prai.g_01834
OG0000171	Syaj.g_02389	Prai.g_01853
OG0000172	Syaj.g_02365	Prai.g_01863
OG0000173	Syaj.g_02321	Prai.g_01878
OG0000174	Syaj.g_02169	Prai.g_01905
OG0000175	Syaj.g_02229	Prai.g_01915
OG0000176	Syaj.g_02266	Prai.g_00004
OG0000177	Syaj.g_02267	Prai.g_00005
OG0000178	Syaj.g_02268	Prai.g_00006
OG0000179	Syaj.g_02283	Prai.g_00016
OG0000180	Syaj.g_02284	Prai.g_00017
OG0000181	Syaj.g_02285	Prai.g_00018
OG0000182	Syaj.g_02286	Prai.g_00019
OG0000183	Syaj.g_02290	Prai.g_00023
OG0000184	Syaj.g_02098	Prai.g_00053
OG0000185	Syaj.g_02087	Prai.g_00056
OG0000186	Syaj.g_01812	Prai.g_00064
OG0000187	Syaj.g_01814	Prai.g_00065
OG0000188	Syaj.g_01837	Prai.g_00082
OG0000189	Syaj.g_01874	Prai.g_00096
OG0000190	Syaj.g_01876	Prai.g_00097
OG0000191	Syaj.g_01910	Prai.g_00117
OG0000192	Syaj.g_01919	Prai.g_00121
OG0000193	Syaj.g_01965	Prai.g_00157
OG0000194	Syaj.g_01968	Prai.g_00160
OG0000195	Syaj.g_01971	Prai.g_00162
OG0000196	Syaj.g_01981	Prai.g_00172
OG0000197	Syaj.g_01982	Prai.g_00173
OG0000198	Syaj.g_01983	Prai.g_00174
OG0000199	Syaj.g_01991	Prai.g_00181
OG0000200	Syaj.g_02008	Prai.g_00195
OG0000201	Syaj.g_02024	Prai.g_00203
OG0000202	Syaj.g_02025	Prai.g_00204
OG0000203	Syaj.g_02026	Prai.g_00205
OG0000204	Syaj.g_02027	Prai.g_00206
OG0000205	Syaj.g_02035	Prai.g_00213
OG0000206	Syaj.g_02043	Prai.g_00218
OG0000207	Syaj.g_02045	Prai.g_00220
OG0000208	Syaj.g_02046	Prai.g_00221
OG0000209	Syaj.g_02070	Prai.g_00230
OG0000210	Syaj.g_02071	Prai.g_00231
OG0000211	Syaj.g_02856	Prai.g_00244
OG0000212	Syaj.g_02881	Prai.g_00251
OG0000213	Syaj.g_02601	Prai.g_00270
OG0000214	Syaj.g_02582	Prai.g_00280
OG0000215	Syaj.g_02551	Prai.g_00305
OG0000216	Syaj.g_02547	Prai.g_00307
OG0000217	Syaj.g_02543	Prai.g_00310
OG0000218	Syaj.g_02541	Prai.g_00312
OG0000219	Syaj.g_02540	Prai.g_00313
OG0000220	Syaj.g_02539	Prai.g_00314
OG0000221	Syaj.g_02530	Prai.g_00315
OG0000222	Syaj.g_02516	Prai.g_00323
OG0000223	Syaj.g_02494	Prai.g_00336
OG0000224	Syaj.g_02487	Prai.g_00338
OG0000225	Syaj.g_02821	Prai.g_00358
OG0000226	Syaj.g_02825	Prai.g_00362
OG0000227	Syaj.g_02827	Prai.g_00364
OG0000228	Syaj.g_02828	Prai.g_00367
OG0000229	Syaj.g_01555	Prai.g_00467
OG0000230	Syaj.g_01553	Prai.g_00469
OG0000231	Syaj.g_01541	Prai.g_00480
OG0000232	Syaj.g_01497	Prai.g_00489
OG0000233	Syaj.g_01481	Prai.g_00494
OG0000234	Syaj.g_01442	Prai.g_00506
OG0000235	Syaj.g_00071	Prai.g_00509
OG0000236	Syaj.g_00086	Prai.g_00523
OG0000237	Syaj.g_00103	Prai.g_00536
OG0000238	Syaj.g_00108	Prai.g_00542
OG0000239	Syaj.g_00125	Prai.g_00553
OG0000240	Syaj.g_00126	Prai.g_00554
OG0000241	Syaj.g_01291	Prai.g_00558
OG0000242	Syaj.g_00142	Prai.g_00560
OG0000243	Syaj.g_00164	Prai.g_00571
OG0000244	Syaj.g_00180	Prai.g_00574
OG0000245	Syaj.g_00182	Prai.g_00576
OG0000246	Syaj.g_00186	Prai.g_00580
OG0000247	Syaj.g_00197	Prai.g_00590
OG0000248	Syaj.g_00200	Prai.g_00593
OG0000249	Syaj.g_00202	Prai.g_00595
OG0000250	Syaj.g_00211	Prai.g_00600
OG0000251	Syaj.g_00237	Prai.g_00619
OG0000252	Syaj.g_00243	Prai.g_00622
OG0000253	Syaj.g_00245	Prai.g_00623
OG0000254	Syaj.g_01335	Prai.g_00639
OG0000255	Syaj.g_01315	Prai.g_00645
OG0000256	Syaj.g_01297	Prai.g_00656
OG0000257	Syaj.g_01292	Prai.g_00659
OG0000258	Syaj.g_01274	Prai.g_00672
OG0000259	Syaj.g_00707	Prai.g_00689
OG0000260	Syaj.g_00712	Prai.g_00692
OG0000261	Syaj.g_00715	Prai.g_00694
OG0000262	Syaj.g_00720	Prai.g_00698
OG0000263	Syaj.g_00605	Prai.g_00710
OG0000264	Syaj.g_00485	Prai.g_00720
OG0000265	Syaj.g_00510	Prai.g_00748
OG0000266	Syaj.g_00946	Prai.g_00758
OG0000267	Syaj.g_00770	Prai.g_00769
OG0000268	Syaj.g_00771	Prai.g_00770
OG0000269	Syaj.g_01031	Prai.g_00853
OG0000270	Syaj.g_01025	Prai.g_00850
OG0000271	Syaj.g_01017	Prai.g_00842
OG0000272	Syaj.g_01016	Prai.g_00840, Prai.g_00841
OG0000273	Syaj.g_00389	Prai.g_00817
OG0000274	Syaj.g_00388	Prai.g_00816
OG0000275	Syaj.g_00384	Prai.g_00741, Prai.g_00813
OG0000276	Syaj.g_00377	Prai.g_00808
OG0000277	Syaj.g_00376	Prai.g_00807
OG0000278	Syaj.g_00373	Prai.g_00804
OG0000279	Syaj.g_00357	Prai.g_00797
OG0000280	Syaj.g_00348	Prai.g_00796
OG0000281	Syaj.g_02670	Prai.g_00791
OG0000282	Syaj.g_00743	Prai.g_01044
OG0000283	Syaj.g_00790	Prai.g_01012
OG0000284	Syaj.g_00930	Prai.g_01007
OG0000285	Syaj.g_00917	Prai.g_01002
OG0000286	Syaj.g_00899	Prai.g_00990
OG0000287	Syaj.g_00849	Prai.g_00973
OG0000288	Syaj.g_00815	Prai.g_00944
OG0000289	Syaj.g_00800	Prai.g_00934
OG0000290	Syaj.g_00424	Prai.g_00921
OG0000291	Syaj.g_00426	Prai.g_00919
OG0000292	Syaj.g_02255	Prai.g_01107
OG0000293	Syaj.g_00290	Prai.g_01163
OG0000294	Syaj.g_00291	Prai.g_01164
OG0000295	Syaj.g_00330	Prai.g_01183
OG0000296	Syaj.g_00332	Prai.g_01185
OG0000297	Syaj.g_00639	Prai.g_01193
OG0000298	Syaj.g_00638	Prai.g_01194
OG0000299	Syaj.g_00592	Prai.g_01213
OG0000300	Syaj.g_00586	Prai.g_01216
OG0000301	Syaj.g_00585	Prai.g_01217
OG0000302	Syaj.g_00582	Prai.g_01219
OG0000303	Syaj.g_00572	Prai.g_01226
OG0000304	Syaj.g_00566	Prai.g_01230
OG0000305	Syaj.g_00429	Prai.g_01362
OG0000306	Syaj.g_01126	Prai.g_01365
OG0000307	Syaj.g_00051	Prai.g_01379
OG0000308	Syaj.g_00049	Prai.g_01380
OG0000309	Syaj.g_00044	Prai.g_01384
OG0000310	Syaj.g_01358	Prai.g_01448
OG0000311	Syaj.g_01362	Prai.g_01450
OG0000312	Syaj.g_01368	Prai.g_01453
OG0000313	Syaj.g_01386	Prai.g_01467
OG0000314	Syaj.g_01420	Prai.g_01489
OG0000315	Syaj.g_01430	Prai.g_01499
OG0000316	Syaj.g_01664	Prai.g_01519
OG0000317	Syaj.g_01715	Prai.g_01636
OG0000318	Syaj.g_01722	Prai.g_01639
OG0000319	Syaj.g_01741	Prai.g_01652
OG0000320	Syaj.g_01743	Prai.g_01654
OG0000321	Syaj.g_01744	Prai.g_01655
OG0000322	Syaj.g_01745	Prai.g_01656
OG0000323	Syaj.g_01760	Prai.g_01665
OG0000324	Syaj.g_01609	Prai.g_01691
OG0000325	Syaj.g_02638	Prai.g_01702
OG0000326	Syaj.g_02645	Prai.g_01708
OG0000327	Syaj.g_02693	Prai.g_01735
OG0000328	Syaj.g_02694	Prai.g_01736
OG0000329	Syaj.g_02712	Prai.g_01754
OG0000330	Syaj.g_02713	Prai.g_01755
OG0000331	Syaj.g_02714	Prai.g_01756
OG0000332	Syaj.g_02729	Prai.g_01770
OG0000333	Syaj.g_02732	Prai.g_01777
OG0000334	Syaj.g_02741	Prai.g_01785
OG0000335	Syaj.g_02746	Prai.g_01790
OG0000336	Syaj.g_02750	Prai.g_01794
OG0000337	Syaj.g_02466	Prai.g_01810
OG0000338	Syaj.g_02462	Prai.g_01811
OG0000339	Syaj.g_02455	Prai.g_01815
OG0000340	Syaj.g_02443	Prai.g_01823
OG0000341	Syaj.g_02441	Prai.g_01825
OG0000342	Syaj.g_02440	Prai.g_01826
OG0000343	Syaj.g_02437	Prai.g_01827
OG0000344	Syaj.g_02433	Prai.g_01830
OG0000345	Syaj.g_02421	Prai.g_01835
OG0000346	Syaj.g_02416	Prai.g_01839
OG0000347	Syaj.g_02383	Prai.g_01855
OG0000348	Syaj.g_02333	Prai.g_01866
OG0000349	Syaj.g_02314	Prai.g_01883
OG0000350	Syaj.g_02652	Prai.g_01901
OG0000351	Syaj.g_02234	Prai.g_01918
OG0000352	Syaj.g_02235	Prai.g_01919
OG0000353	Syaj.g_02261	Prai.g_01935
OG0000355	Syaj.g_02263	Prai.g_00001
OG0000356	Syaj.g_02264	Prai.g_00002
OG0000357	Syaj.g_02265	Prai.g_00003
OG0000358	Syaj.g_02269	Prai.g_00007
OG0000359	Syaj.g_02271	Prai.g_00008
OG0000360	Syaj.g_02272	Prai.g_00009
OG0000361	Syaj.g_02273	Prai.g_00010
OG0000362	Syaj.g_02275	Prai.g_00012
OG0000363	Syaj.g_02277	Prai.g_00014
OG0000364	Syaj.g_02278	Prai.g_00015
OG0000365	Syaj.g_02287	Prai.g_00020
OG0000366	Syaj.g_02288	Prai.g_00021
OG0000367	Syaj.g_02289	Prai.g_00022
OG0000368	Syaj.g_02291	Prai.g_00024
OG0000369	Syaj.g_02292	Prai.g_00025
OG0000370	Syaj.g_02293	Prai.g_00026
OG0000371	Syaj.g_02301	Prai.g_00032
OG0000372	Syaj.g_02307	Prai.g_00035
OG0000373	Syaj.g_02308	Prai.g_00036
OG0000374	Syaj.g_02309	Prai.g_00037
OG0000375	Syaj.g_02310	Prai.g_00047
OG0000376	Syaj.g_02312	Prai.g_00049
OG0000377	Syaj.g_02105	Prai.g_00052
OG0000378	Syaj.g_02091	Prai.g_00054
OG0000379	Syaj.g_02086	Prai.g_00057
OG0000380	Syaj.g_01815	Prai.g_00066
OG0000381	Syaj.g_01819	Prai.g_00070
OG0000382	Syaj.g_01836	Prai.g_00081
OG0000383	Syaj.g_01839	Prai.g_00083
OG0000384	Syaj.g_01840	Prai.g_00084
OG0000385	Syaj.g_01841	Prai.g_00085
OG0000386	Syaj.g_01842	Prai.g_00086
OG0000387	Syaj.g_01878	Prai.g_00099
OG0000388	Syaj.g_01882	Prai.g_00102
OG0000389	Syaj.g_01886	Prai.g_00106
OG0000390	Syaj.g_01904	Prai.g_00113
OG0000391	Syaj.g_01909	Prai.g_00116
OG0000392	Syaj.g_01918	Prai.g_00120
OG0000393	Syaj.g_01922	Prai.g_00122
OG0000394	Syaj.g_01923	Prai.g_00123
OG0000395	Syaj.g_01924	Prai.g_00124
OG0000396	Syaj.g_01928	Prai.g_00127
OG0000397	Syaj.g_01930	Prai.g_00129
OG0000398	Syaj.g_01935	Prai.g_00131
OG0000399	Syaj.g_01936	Prai.g_00132
OG0000400	Syaj.g_01937	Prai.g_00133
OG0000401	Syaj.g_01938	Prai.g_00134
OG0000402	Syaj.g_01940	Prai.g_00136
OG0000403	Syaj.g_01941	Prai.g_00137
OG0000404	Syaj.g_01943	Prai.g_00138
OG0000405	Syaj.g_01961	Prai.g_00142
OG0000406	Syaj.g_01966	Prai.g_00158
OG0000407	Syaj.g_01967	Prai.g_00159
OG0000408	Syaj.g_01970	Prai.g_00161
OG0000409	Syaj.g_01972	Prai.g_00163
OG0000410	Syaj.g_01973	Prai.g_00164
OG0000411	Syaj.g_01974	Prai.g_00165
OG0000412	Syaj.g_01975	Prai.g_00166
OG0000413	Syaj.g_01977	Prai.g_00167
OG0000415	Syaj.g_01978	Prai.g_00169
OG0000416	Syaj.g_01979	Prai.g_00170
OG0000417	Syaj.g_01980	Prai.g_00171
OG0000418	Syaj.g_01985	Prai.g_00176
OG0000419	Syaj.g_01987	Prai.g_00178
OG0000420	Syaj.g_01989	Prai.g_00179
OG0000421	Syaj.g_01994	Prai.g_00184
OG0000422	Syaj.g_01995	Prai.g_00185
OG0000423	Syaj.g_01996	Prai.g_00186
OG0000424	Syaj.g_01997	Prai.g_00187
OG0000425	Syaj.g_01998	Prai.g_00188
OG0000426	Syaj.g_01999	Prai.g_00189
OG0000427	Syaj.g_02000	Prai.g_00190
OG0000428	Syaj.g_02003	Prai.g_00192
OG0000429	Syaj.g_02005	Prai.g_00193
OG0000430	Syaj.g_02007	Prai.g_00194
OG0000431	Syaj.g_02010	Prai.g_00196
OG0000432	Syaj.g_02017	Prai.g_00199
OG0000433	Syaj.g_02020	Prai.g_00200
OG0000434	Syaj.g_02021	Prai.g_00201
OG0000435	Syaj.g_02023	Prai.g_00202
OG0000436	Syaj.g_02029	Prai.g_00207
OG0000437	Syaj.g_02030	Prai.g_00208
OG0000438	Syaj.g_02031	Prai.g_00209
OG0000439	Syaj.g_02033	Prai.g_00211
OG0000440	Syaj.g_02034	Prai.g_00212
OG0000441	Syaj.g_02038	Prai.g_00215
OG0000442	Syaj.g_02039	Prai.g_00216
OG0000443	Syaj.g_02040	Prai.g_00217
OG0000444	Syaj.g_02052	Prai.g_00222
OG0000445	Syaj.g_02053	Prai.g_00223
OG0000446	Syaj.g_02055	Prai.g_00224
OG0000447	Syaj.g_02058	Prai.g_00225
OG0000448	Syaj.g_02059	Prai.g_00226
OG0000449	Syaj.g_02060	Prai.g_00227
OG0000450	Syaj.g_02067	Prai.g_00228
OG0000451	Syaj.g_02068	Prai.g_00229
OG0000452	Syaj.g_02072	Prai.g_00232
OG0000453	Syaj.g_02073	Prai.g_00233
OG0000454	Syaj.g_02074	Prai.g_00234
OG0000455	Syaj.g_02075	Prai.g_00235
OG0000456	Syaj.g_02076	Prai.g_00236
OG0000457	Syaj.g_02078	Prai.g_00237
OG0000458	Syaj.g_02079	Prai.g_00238
OG0000459	Syaj.g_02080	Prai.g_00239
OG0000460	Syaj.g_02858	Prai.g_00246
OG0000461	Syaj.g_02623	Prai.g_00255
OG0000462	Syaj.g_02620	Prai.g_00257
OG0000463	Syaj.g_02619	Prai.g_00258
OG0000464	Syaj.g_02618	Prai.g_00259
OG0000465	Syaj.g_02617	Prai.g_00260
OG0000466	Syaj.g_02612	Prai.g_00263
OG0000467	Syaj.g_02610	Prai.g_00264
OG0000468	Syaj.g_02605	Prai.g_00266
OG0000469	Syaj.g_02590	Prai.g_00275
OG0000470	Syaj.g_02586	Prai.g_00277
OG0000471	Syaj.g_02585	Prai.g_00278
OG0000472	Syaj.g_02583	Prai.g_00279
OG0000473	Syaj.g_02581	Prai.g_00281
OG0000474	Syaj.g_02580	Prai.g_00282
OG0000475	Syaj.g_02579	Prai.g_00283
OG0000476	Syaj.g_02577	Prai.g_00284
OG0000477	Syaj.g_02571	Prai.g_00288
OG0000478	Syaj.g_02570	Prai.g_00289
OG0000479	Syaj.g_02569	Prai.g_00290
OG0000480	Syaj.g_02562	Prai.g_00295
OG0000481	Syaj.g_02560	Prai.g_00297
OG0000482	Syaj.g_02559	Prai.g_00298
OG0000483	Syaj.g_02555	Prai.g_00301
OG0000484	Syaj.g_02554	Prai.g_00302
OG0000485	Syaj.g_02553	Prai.g_00303
OG0000486	Syaj.g_02552	Prai.g_00304
OG0000487	Syaj.g_02546	Prai.g_00308
OG0000488	Syaj.g_02542	Prai.g_00311
OG0000489	Syaj.g_02529	Prai.g_00316
OG0000490	Syaj.g_02519	Prai.g_00321
OG0000491	Syaj.g_02517	Prai.g_00322
OG0000492	Syaj.g_02515	Prai.g_00324
OG0000493	Syaj.g_02514	Prai.g_00325
OG0000494	Syaj.g_02513	Prai.g_00326
OG0000495	Syaj.g_02512	Prai.g_00327
OG0000496	Syaj.g_02511	Prai.g_00328
OG0000497	Syaj.g_02510	Prai.g_00329
OG0000498	Syaj.g_02509	Prai.g_00330
OG0000499	Syaj.g_02508	Prai.g_00331
OG0000500	Syaj.g_02507	Prai.g_00332
OG0000501	Syaj.g_02504	Prai.g_00334
OG0000502	Syaj.g_02492	Prai.g_00337
OG0000503	Syaj.g_02805	Prai.g_00347
OG0000504	Syaj.g_02807	Prai.g_00348
OG0000505	Syaj.g_02808	Prai.g_00349
OG0000506	Syaj.g_02810	Prai.g_00351
OG0000507	Syaj.g_02816	Prai.g_00354
OG0000508	Syaj.g_02820	Prai.g_00357
OG0000509	Syaj.g_02822	Prai.g_00359
OG0000510	Syaj.g_02823	Prai.g_00360
OG0000511	Syaj.g_02824	Prai.g_00361
OG0000512	Syaj.g_02826	Prai.g_00363
OG0000513	Syaj.g_02833	Prai.g_00370
OG0000514	Syaj.g_02839	Prai.g_00462
OG0000515	Syaj.g_02840	Prai.g_00463
OG0000516	Syaj.g_01561	Prai.g_00464
OG0000517	Syaj.g_01556	Prai.g_00466
OG0000518	Syaj.g_01544	Prai.g_00477
OG0000519	Syaj.g_01543	Prai.g_00478
OG0000520	Syaj.g_01542	Prai.g_00479
OG0000521	Syaj.g_00271	Prai.g_00484
OG0000522	Syaj.g_00273	Prai.g_00486
OG0000523	Syaj.g_00274	Prai.g_00487
OG0000524	Syaj.g_01485	Prai.g_00492
OG0000525	Syaj.g_01454	Prai.g_00495
OG0000526	Syaj.g_01451	Prai.g_00496
OG0000527	Syaj.g_01446	Prai.g_00503
OG0000528	Syaj.g_00065	Prai.g_00508
OG0000529	Syaj.g_00073	Prai.g_00511
OG0000530	Syaj.g_00076	Prai.g_00514
OG0000531	Syaj.g_00077	Prai.g_00515
OG0000532	Syaj.g_00080	Prai.g_00517
OG0000533	Syaj.g_00081	Prai.g_00518
OG0000534	Syaj.g_00082	Prai.g_00519
OG0000535	Syaj.g_00083	Prai.g_00520
OG0000536	Syaj.g_00084	Prai.g_00521
OG0000537	Syaj.g_00085	Prai.g_00522
OG0000538	Syaj.g_00096	Prai.g_00530
OG0000539	Syaj.g_00097	Prai.g_00531
OG0000540	Syaj.g_00098	Prai.g_00532
OG0000541	Syaj.g_00099	Prai.g_00533
OG0000542	Syaj.g_00102	Prai.g_00535
OG0000543	Syaj.g_00104	Prai.g_00537
OG0000544	Syaj.g_00105	Prai.g_00538
OG0000545	Syaj.g_00107	Prai.g_00540
OG0000546	Syaj.g_00109	Prai.g_00543
OG0000547	Syaj.g_00111	Prai.g_00544
OG0000548	Syaj.g_00112	Prai.g_00545
OG0000549	Syaj.g_00118	Prai.g_00547
OG0000550	Syaj.g_00123	Prai.g_00552
OG0000551	Syaj.g_00128	Prai.g_00555
OG0000552	Syaj.g_00129	Prai.g_00556
OG0000553	Syaj.g_00133	Prai.g_00557
OG0000554	Syaj.g_00145	Prai.g_00562
OG0000555	Syaj.g_00163	Prai.g_00570
OG0000556	Syaj.g_00167	Prai.g_00572
OG0000557	Syaj.g_00178	Prai.g_00573
OG0000558	Syaj.g_00181	Prai.g_00575
OG0000559	Syaj.g_00185	Prai.g_00579
OG0000560	Syaj.g_00188	Prai.g_00582
OG0000561	Syaj.g_00189	Prai.g_00583
OG0000562	Syaj.g_00190	Prai.g_00584
