Orthogroup	Prao	Prbj
OG0000113	Prao.g_00763	Prbj.g_02437
OG0000114	Prao.g_00845	Prbj.g_02340
OG0000115	Prao.g_01150	Prbj.g_00634
OG0000116	Prao.g_01099	Prbj.g_00956
OG0000117	Prao.g_01332	Prbj.g_01915
OG0000118	Prao.g_01264	Prbj.g_01742
OG0000119	Prao.g_01243	Prbj.g_00740, Prbj.g_00778
OG0000120	Prao.g_01215	Prbj.g_01465
OG0000121	Prao.g_01399	Prbj.g_01064, Prbj.g_01058
OG0000122	Prao.g_01436	Prbj.g_02627
OG0000123	Prao.g_01694	Prbj.g_00406
OG0000124	Prao.g_01759	Prbj.g_01281
OG0000125	Prao.g_01796	Prbj.g_01963
OG0000126	Prao.g_01836	Prbj.g_02067
OG0000128	Prao.g_00158	Prbj.g_02085
OG0000129	Prao.g_00190	Prbj.g_01951
OG0000130	Prao.g_00208	Prbj.g_00564
OG0000131	Prao.g_00283	Prbj.g_00543
OG0000132	Prao.g_00302	Prbj.g_00523
OG0000133	Prao.g_00458	Prbj.g_01460
OG0000134	Prao.g_00491	Prbj.g_00067
OG0000135	Prao.g_00516	Prbj.g_02004
OG0000136	Prao.g_00545	Prbj.g_00105
OG0000137	Prao.g_00581	Prbj.g_00128
OG0000138	Prao.g_00601	Prbj.g_01613
OG0000139	Prao.g_01854	Prbj.g_02133
OG0000140	Prao.g_01853	Prbj.g_02139
OG0000141	Prao.g_00045	Prbj.g_01757
OG0000142	Prao.g_00074	Prbj.g_02573
OG0000143	Prao.g_00078	Prbj.g_02577
OG0000144	Prao.g_00091	Prbj.g_00793
OG0000145	Prao.g_00701	Prbj.g_01607
OG0000146	Prao.g_00705	Prbj.g_02277
OG0000147	Prao.g_00706	Prbj.g_02278
OG0000148	Prao.g_00757	Prbj.g_02431
OG0000149	Prao.g_00788	Prbj.g_02488
OG0000150	Prao.g_00796	Prbj.g_02511
OG0000151	Prao.g_00855	Prbj.g_02361
OG0000152	Prao.g_00902	Prbj.g_02268
OG0000153	Prao.g_00921	Prbj.g_02241
OG0000154	Prao.g_00948	Prbj.g_02213
OG0000155	Prao.g_01069	Prbj.g_00312
OG0000156	Prao.g_01287	Prbj.g_00163
OG0000157	Prao.g_01286	Prbj.g_00162
OG0000158	Prao.g_01220	Prbj.g_01514
OG0000160	Prao.g_01398	Prbj.g_01057
OG0000161	Prao.g_01404	Prbj.g_01071
OG0000162	Prao.g_01410	Prbj.g_01077
OG0000163	Prao.g_01443	Prbj.g_01688
OG0000164	Prao.g_01576	Prbj.g_00476
OG0000165	Prao.g_01583	Prbj.g_00467
OG0000166	Prao.g_01651	Prbj.g_01019
OG0000167	Prao.g_01717	Prbj.g_01500
OG0000168	Prao.g_01727	Prbj.g_01515
OG0000169	Prao.g_01737	Prbj.g_01581
OG0000170	Prao.g_01739	Prbj.g_01593
OG0000171	Prao.g_01758	Prbj.g_01282
OG0000172	Prao.g_01767	Prbj.g_01248
OG0000173	Prao.g_01782	Prbj.g_01227
OG0000174	Prao.g_01810	Prbj.g_02006
OG0000175	Prao.g_01820	Prbj.g_02044
OG0000176	Prao.g_01845	Prbj.g_02077
OG0000177	Prao.g_01846	Prbj.g_02078
OG0000178	Prao.g_01847	Prbj.g_02079
OG0000179	Prao.g_00163	Prbj.g_01188
OG0000180	Prao.g_00164	Prbj.g_01189
OG0000181	Prao.g_00165	Prbj.g_01190
OG0000182	Prao.g_00166	Prbj.g_01191
OG0000183	Prao.g_00170	Prbj.g_01195
OG0000184	Prao.g_00192	Prbj.g_01943
OG0000185	Prao.g_00195	Prbj.g_01921
OG0000186	Prao.g_00203	Prbj.g_00558
OG0000187	Prao.g_00204	Prbj.g_00560
OG0000188	Prao.g_00221	Prbj.g_00581
OG0000189	Prao.g_00235	Prbj.g_00607
OG0000190	Prao.g_00236	Prbj.g_00609
OG0000191	Prao.g_00256	Prbj.g_01557
OG0000192	Prao.g_00260	Prbj.g_01566
OG0000193	Prao.g_00284	Prbj.g_00542
OG0000194	Prao.g_00287	Prbj.g_00539
OG0000195	Prao.g_00289	Prbj.g_00537
OG0000196	Prao.g_00299	Prbj.g_00526
OG0000197	Prao.g_00300	Prbj.g_00525
OG0000198	Prao.g_00301	Prbj.g_00524
OG0000199	Prao.g_00308	Prbj.g_00517
OG0000200	Prao.g_00322	Prbj.g_01138
OG0000201	Prao.g_00330	Prbj.g_01157
OG0000202	Prao.g_00331	Prbj.g_01158
OG0000203	Prao.g_00332	Prbj.g_01159
OG0000204	Prao.g_00333	Prbj.g_01160
OG0000205	Prao.g_00340	Prbj.g_01167
OG0000206	Prao.g_00345	Prbj.g_00288
OG0000207	Prao.g_00347	Prbj.g_00234
OG0000208	Prao.g_00348	Prbj.g_00235
OG0000209	Prao.g_00357	Prbj.g_00262
OG0000210	Prao.g_00358	Prbj.g_00263
OG0000211	Prao.g_00371	Prbj.g_00177
OG0000212	Prao.g_00378	Prbj.g_02615
OG0000213	Prao.g_00395	Prbj.g_01362
OG0000214	Prao.g_00405	Prbj.g_01389
OG0000215	Prao.g_00429	Prbj.g_01419
OG0000216	Prao.g_00431	Prbj.g_01422
OG0000217	Prao.g_00434	Prbj.g_01426
OG0000218	Prao.g_00436	Prbj.g_01430
OG0000219	Prao.g_00437	Prbj.g_01431
OG0000220	Prao.g_00438	Prbj.g_01432
OG0000221	Prao.g_00439	Prbj.g_01437
OG0000222	Prao.g_00446	Prbj.g_01446
OG0000223	Prao.g_00459	Prbj.g_01469
OG0000224	Prao.g_00461	Prbj.g_01480
OG0000225	Prao.g_00480	Prbj.g_00323
OG0000226	Prao.g_00484	Prbj.g_00319
OG0000227	Prao.g_00486	Prbj.g_00317
OG0000228	Prao.g_00489	Prbj.g_00063
OG0000229	Prao.g_00540	Prbj.g_00100
OG0000230	Prao.g_00542	Prbj.g_00102
OG0000231	Prao.g_00553	Prbj.g_00117
OG0000232	Prao.g_00564	Prbj.g_01888
OG0000233	Prao.g_00569	Prbj.g_00148
OG0000234	Prao.g_00582	Prbj.g_00127
OG0000235	Prao.g_00585	Prbj.g_01631
OG0000236	Prao.g_00599	Prbj.g_01615
OG0000237	Prao.g_00612	Prbj.g_02094
OG0000238	Prao.g_00618	Prbj.g_02098
OG0000239	Prao.g_00631	Prbj.g_02114
OG0000240	Prao.g_00632	Prbj.g_02115
OG0000241	Prao.g_01861	Prbj.g_01116
OG0000242	Prao.g_01859	Prbj.g_02125
OG0000243	Prao.g_01162	Prbj.g_02668
OG0000244	Prao.g_01165	Prbj.g_01859
OG0000245	Prao.g_01167	Prbj.g_01862
OG0000246	Prao.g_01171	Prbj.g_01866
OG0000247	Prao.g_01181	Prbj.g_01877
OG0000248	Prao.g_01183	Prbj.g_01880
OG0000249	Prao.g_01185	Prbj.g_01882
OG0000250	Prao.g_01864	Prbj.g_01805
OG0000251	Prao.g_00029	Prbj.g_01781
OG0000252	Prao.g_00032	Prbj.g_01778
OG0000253	Prao.g_00033	Prbj.g_01772
OG0000254	Prao.g_00049	Prbj.g_01753
OG0000255	Prao.g_00055	Prbj.g_02546
OG0000256	Prao.g_00066	Prbj.g_02560
OG0000257	Prao.g_00069	Prbj.g_02566
OG0000258	Prao.g_00082	Prbj.g_02589
OG0000259	Prao.g_00099	Prbj.g_00812
OG0000260	Prao.g_00102	Prbj.g_00816
OG0000261	Prao.g_00104	Prbj.g_00819
OG0000262	Prao.g_00108	Prbj.g_00824
OG0000263	Prao.g_00119	Prbj.g_00248
OG0000264	Prao.g_00129	Prbj.g_00933
OG0000265	Prao.g_00648	Prbj.g_00913, Prbj.g_02178
OG0000266	Prao.g_00658	Prbj.g_02189
OG0000267	Prao.g_00669	Prbj.g_02315
OG0000268	Prao.g_00670	Prbj.g_02314
OG0000269	Prao.g_00736	Prbj.g_02407
OG0000270	Prao.g_00739	Prbj.g_02410
OG0000271	Prao.g_00747	Prbj.g_02418
OG0000272	Prao.g_00748	Prbj.g_02419
OG0000273	Prao.g_00771	Prbj.g_02470
OG0000274	Prao.g_00772	Prbj.g_02471
OG0000275	Prao.g_00775	Prbj.g_02474
OG0000276	Prao.g_00780	Prbj.g_02480
OG0000277	Prao.g_00781	Prbj.g_02481
OG0000278	Prao.g_00784	Prbj.g_02484
OG0000279	Prao.g_00791	Prbj.g_02492
OG0000280	Prao.g_00792	Prbj.g_02498
OG0000281	Prao.g_00797	Prbj.g_02512
OG0000282	Prao.g_00847	Prbj.g_02342
OG0000283	Prao.g_00879	Prbj.g_02303
OG0000284	Prao.g_00884	Prbj.g_02297
OG0000285	Prao.g_00889	Prbj.g_00694
OG0000286	Prao.g_00901	Prbj.g_02269
OG0000287	Prao.g_00918	Prbj.g_00722
OG0000288	Prao.g_00947	Prbj.g_02214
OG0000289	Prao.g_00958	Prbj.g_02201
OG0000290	Prao.g_00971	Prbj.g_01841
OG0000291	Prao.g_00973	Prbj.g_01839
OG0000292	Prao.g_01025	Prbj.g_02066
OG0000293	Prao.g_01098	Prbj.g_00958
OG0000294	Prao.g_01097	Prbj.g_00959
OG0000295	Prao.g_01077	Prbj.g_00304
OG0000296	Prao.g_01075	Prbj.g_00306, Prbj.g_00307
OG0000297	Prao.g_01067	Prbj.g_01913
OG0000298	Prao.g_01066	Prbj.g_01914
OG0000299	Prao.g_01049	Prbj.g_01903
OG0000300	Prao.g_01046	Prbj.g_02155
OG0000301	Prao.g_01045	Prbj.g_02156
OG0000302	Prao.g_01043	Prbj.g_02159
OG0000303	Prao.g_01036	Prbj.g_00314
OG0000304	Prao.g_01032	Prbj.g_00020
OG0000305	Prao.g_01247	Prbj.g_01837
OG0000306	Prao.g_01244	Prbj.g_02521
OG0000307	Prao.g_01230	Prbj.g_01647
OG0000308	Prao.g_01229	Prbj.g_01649
OG0000309	Prao.g_01225	Prbj.g_01653
OG0000310	Prao.g_01382	Prbj.g_01294
OG0000311	Prao.g_01384	Prbj.g_01040
OG0000312	Prao.g_01387	Prbj.g_01044
OG0000313	Prao.g_01401	Prbj.g_01068
OG0000314	Prao.g_01423	Prbj.g_00646
OG0000315	Prao.g_01433	Prbj.g_00656
OG0000316	Prao.g_01453	Prbj.g_01699
OG0000317	Prao.g_01550	Prbj.g_00863
OG0000318	Prao.g_01553	Prbj.g_00856
OG0000319	Prao.g_01566	Prbj.g_00487
OG0000320	Prao.g_01568	Prbj.g_00485
OG0000321	Prao.g_01569	Prbj.g_00484
OG0000322	Prao.g_01570	Prbj.g_00483
OG0000323	Prao.g_01579	Prbj.g_00472
OG0000324	Prao.g_01605	Prbj.g_00443
OG0000325	Prao.g_01616	Prbj.g_02657
OG0000326	Prao.g_01622	Prbj.g_02649
OG0000327	Prao.g_01646	Prbj.g_01024
OG0000328	Prao.g_01647	Prbj.g_01023
OG0000329	Prao.g_01664	Prbj.g_01006
OG0000330	Prao.g_01665	Prbj.g_01005
OG0000331	Prao.g_01666	Prbj.g_01004
OG0000332	Prao.g_01680	Prbj.g_00989
OG0000333	Prao.g_01682	Prbj.g_00987
OG0000334	Prao.g_01690	Prbj.g_00410
OG0000335	Prao.g_01695	Prbj.g_00405
OG0000336	Prao.g_01699	Prbj.g_00401
OG0000337	Prao.g_01715	Prbj.g_01494
OG0000338	Prao.g_01716	Prbj.g_01498
OG0000339	Prao.g_01720	Prbj.g_01504
OG0000340	Prao.g_01728	Prbj.g_01516
OG0000341	Prao.g_01730	Prbj.g_01518
OG0000342	Prao.g_01731	Prbj.g_01519
OG0000343	Prao.g_01732	Prbj.g_01576
OG0000344	Prao.g_01735	Prbj.g_01579
OG0000345	Prao.g_01740	Prbj.g_01594
OG0000346	Prao.g_01744	Prbj.g_01599
OG0000347	Prao.g_01760	Prbj.g_01280
OG0000348	Prao.g_01770	Prbj.g_01243
OG0000349	Prao.g_01787	Prbj.g_01219
OG0000350	Prao.g_01806	Prbj.g_01999
OG0000351	Prao.g_01823	Prbj.g_02047
OG0000352	Prao.g_01824	Prbj.g_02048
OG0000353	Prao.g_01840	Prbj.g_02072
OG0000354	Prao.g_00637	Prbj.g_02104, Prbj.g_01186
OG0000355	Prao.g_01842	Prbj.g_02074
OG0000356	Prao.g_01843	Prbj.g_02075
OG0000357	Prao.g_01844	Prbj.g_02076
OG0000358	Prao.g_01848	Prbj.g_02080
OG0000359	Prao.g_01849	Prbj.g_02082
OG0000360	Prao.g_01850	Prbj.g_02083
OG0000361	Prao.g_00157	Prbj.g_02084
OG0000362	Prao.g_00159	Prbj.g_02086
OG0000363	Prao.g_00161	Prbj.g_01182
OG0000364	Prao.g_00162	Prbj.g_01183
OG0000365	Prao.g_00167	Prbj.g_01192
OG0000366	Prao.g_00168	Prbj.g_01193
OG0000367	Prao.g_00169	Prbj.g_01194
OG0000368	Prao.g_00171	Prbj.g_01196
OG0000369	Prao.g_00172	Prbj.g_01197
OG0000370	Prao.g_00173	Prbj.g_01198
OG0000371	Prao.g_00178	Prbj.g_01207
OG0000372	Prao.g_00181	Prbj.g_01212
OG0000373	Prao.g_00182	Prbj.g_01213
OG0000374	Prao.g_00183	Prbj.g_01214
OG0000375	Prao.g_00186	Prbj.g_01215
OG0000376	Prao.g_00188	Prbj.g_01217
OG0000377	Prao.g_00191	Prbj.g_01950
OG0000378	Prao.g_00193	Prbj.g_01936
OG0000379	Prao.g_00196	Prbj.g_01920
OG0000380	Prao.g_00205	Prbj.g_00561
OG0000381	Prao.g_00209	Prbj.g_00565
OG0000382	Prao.g_00220	Prbj.g_00580
OG0000383	Prao.g_00222	Prbj.g_00582
OG0000384	Prao.g_00223	Prbj.g_00583
OG0000385	Prao.g_00224	Prbj.g_00584
OG0000386	Prao.g_00225	Prbj.g_00585
OG0000387	Prao.g_00238	Prbj.g_00611
OG0000388	Prao.g_00241	Prbj.g_00615
OG0000389	Prao.g_00244	Prbj.g_00619
OG0000390	Prao.g_00251	Prbj.g_01551
OG0000391	Prao.g_00255	Prbj.g_01556
OG0000392	Prao.g_00259	Prbj.g_01562
OG0000393	Prao.g_00261	Prbj.g_01567
OG0000394	Prao.g_00262	Prbj.g_01568
OG0000395	Prao.g_00263	Prbj.g_01569
OG0000396	Prao.g_00266	Prbj.g_01530
OG0000397	Prao.g_00268	Prbj.g_01532
OG0000398	Prao.g_00270	Prbj.g_01537
OG0000399	Prao.g_00271	Prbj.g_01538
OG0000400	Prao.g_00272	Prbj.g_01539
OG0000401	Prao.g_00273	Prbj.g_01540
OG0000402	Prao.g_00274	Prbj.g_01542
OG0000403	Prao.g_00275	Prbj.g_01543
OG0000404	Prao.g_00276	Prbj.g_01545
OG0000405	Prao.g_00280	Prbj.g_00545
OG0000406	Prao.g_00285	Prbj.g_00541
OG0000407	Prao.g_00286	Prbj.g_00540
OG0000408	Prao.g_00288	Prbj.g_00538
OG0000409	Prao.g_00290	Prbj.g_00536
OG0000410	Prao.g_00291	Prbj.g_00535
OG0000411	Prao.g_00292	Prbj.g_00534
OG0000412	Prao.g_00293	Prbj.g_00533
OG0000413	Prao.g_00294	Prbj.g_00531
OG0000414	Prao.g_00295	Prbj.g_00530
OG0000415	Prao.g_00296	Prbj.g_00529
OG0000416	Prao.g_00297	Prbj.g_00528
OG0000417	Prao.g_00298	Prbj.g_00527
OG0000418	Prao.g_00303	Prbj.g_00522
OG0000419	Prao.g_00305	Prbj.g_00520
OG0000420	Prao.g_00306	Prbj.g_00519
OG0000421	Prao.g_00311	Prbj.g_00515
OG0000422	Prao.g_00312	Prbj.g_00514
OG0000423	Prao.g_00313	Prbj.g_00513
OG0000424	Prao.g_00314	Prbj.g_00512
OG0000425	Prao.g_00315	Prbj.g_00511
OG0000426	Prao.g_00316	Prbj.g_00510
OG0000427	Prao.g_00317	Prbj.g_00509
OG0000428	Prao.g_00319	Prbj.g_02369
OG0000429	Prao.g_00320	Prbj.g_01135
OG0000430	Prao.g_00321	Prbj.g_01137
OG0000431	Prao.g_00323	Prbj.g_01141
OG0000432	Prao.g_00326	Prbj.g_01148
OG0000433	Prao.g_00327	Prbj.g_01151
OG0000434	Prao.g_00328	Prbj.g_01152
OG0000435	Prao.g_00329	Prbj.g_01155
OG0000436	Prao.g_00334	Prbj.g_01161
OG0000437	Prao.g_00335	Prbj.g_01162
OG0000438	Prao.g_00336	Prbj.g_01163
OG0000439	Prao.g_00338	Prbj.g_01165
OG0000440	Prao.g_00339	Prbj.g_01166
OG0000441	Prao.g_00342	Prbj.g_01173
OG0000442	Prao.g_00343	Prbj.g_01174
OG0000443	Prao.g_00344	Prbj.g_00289
OG0000444	Prao.g_00349	Prbj.g_00237
OG0000445	Prao.g_00350	Prbj.g_00238
OG0000446	Prao.g_00351	Prbj.g_00240
OG0000447	Prao.g_00352	Prbj.g_00250
OG0000448	Prao.g_00353	Prbj.g_00251
OG0000449	Prao.g_00354	Prbj.g_00252
OG0000450	Prao.g_00355	Prbj.g_00258
OG0000451	Prao.g_00356	Prbj.g_00259
OG0000452	Prao.g_00359	Prbj.g_00264
OG0000453	Prao.g_00360	Prbj.g_00265
OG0000454	Prao.g_00361	Prbj.g_00266
OG0000455	Prao.g_00362	Prbj.g_00267
OG0000456	Prao.g_00363	Prbj.g_00268
OG0000457	Prao.g_00364	Prbj.g_00270
OG0000458	Prao.g_00365	Prbj.g_00271
OG0000459	Prao.g_00366	Prbj.g_00272
OG0000460	Prao.g_00373	Prbj.g_00176
OG0000461	Prao.g_00380	Prbj.g_02661
OG0000462	Prao.g_00382	Prbj.g_01341
OG0000463	Prao.g_00383	Prbj.g_01342
OG0000464	Prao.g_00384	Prbj.g_01343
OG0000465	Prao.g_00385	Prbj.g_01345
OG0000466	Prao.g_00388	Prbj.g_01350
OG0000467	Prao.g_00389	Prbj.g_01352
OG0000468	Prao.g_00391	Prbj.g_01359
OG0000469	Prao.g_00400	Prbj.g_01372
OG0000470	Prao.g_00402	Prbj.g_01385
OG0000471	Prao.g_00403	Prbj.g_01386
OG0000472	Prao.g_00404	Prbj.g_01388
OG0000473	Prao.g_00406	Prbj.g_01390
OG0000474	Prao.g_00407	Prbj.g_01391
OG0000475	Prao.g_00408	Prbj.g_01392
OG0000476	Prao.g_00409	Prbj.g_01394
OG0000477	Prao.g_00412	Prbj.g_01399
OG0000478	Prao.g_00413	Prbj.g_01400
OG0000479	Prao.g_00414	Prbj.g_01401
OG0000480	Prao.g_00419	Prbj.g_01408
OG0000481	Prao.g_00421	Prbj.g_01410
OG0000482	Prao.g_00422	Prbj.g_01411
OG0000483	Prao.g_00425	Prbj.g_01415
OG0000484	Prao.g_00426	Prbj.g_01416
OG0000485	Prao.g_00427	Prbj.g_01417
OG0000486	Prao.g_00428	Prbj.g_01418
OG0000487	Prao.g_00432	Prbj.g_01423
OG0000488	Prao.g_00435	Prbj.g_01427
OG0000489	Prao.g_00440	Prbj.g_01438
OG0000490	Prao.g_00444	Prbj.g_01444
OG0000491	Prao.g_00445	Prbj.g_01445
OG0000492	Prao.g_00447	Prbj.g_01448
OG0000493	Prao.g_00448	Prbj.g_01449
OG0000494	Prao.g_00449	Prbj.g_01450
OG0000495	Prao.g_00450	Prbj.g_01451
OG0000496	Prao.g_00451	Prbj.g_01452
OG0000497	Prao.g_00452	Prbj.g_01453
OG0000498	Prao.g_00453	Prbj.g_01454
OG0000499	Prao.g_00454	Prbj.g_01455
OG0000500	Prao.g_00455	Prbj.g_01456
OG0000501	Prao.g_00457	Prbj.g_01459
OG0000502	Prao.g_00460	Prbj.g_01471
OG0000503	Prao.g_00470	Prbj.g_00341
OG0000504	Prao.g_00471	Prbj.g_00339
OG0000505	Prao.g_00472	Prbj.g_00338
OG0000506	Prao.g_00474	Prbj.g_00336
OG0000507	Prao.g_00476	Prbj.g_00331
OG0000508	Prao.g_00479	Prbj.g_00324
OG0000509	Prao.g_00481	Prbj.g_00322
OG0000510	Prao.g_00482	Prbj.g_00321
OG0000511	Prao.g_00483	Prbj.g_00320
OG0000512	Prao.g_00485	Prbj.g_00318
OG0000513	Prao.g_00492	Prbj.g_00068
OG0000514	Prao.g_00535	Prbj.g_00076
OG0000515	Prao.g_00536	Prbj.g_00077
OG0000516	Prao.g_00537	Prbj.g_00089
OG0000517	Prao.g_00539	Prbj.g_00099
OG0000518	Prao.g_00550	Prbj.g_00111
OG0000519	Prao.g_00551	Prbj.g_00112
OG0000520	Prao.g_00552	Prbj.g_00113
OG0000521	Prao.g_00557	Prbj.g_01894
OG0000522	Prao.g_00559	Prbj.g_01892
OG0000523	Prao.g_00560	Prbj.g_01891
OG0000524	Prao.g_00567	Prbj.g_00152
OG0000525	Prao.g_00570	Prbj.g_00136
OG0000526	Prao.g_00571	Prbj.g_00134
OG0000527	Prao.g_00579	Prbj.g_00130
OG0000528	Prao.g_00584	Prbj.g_01635
OG0000529	Prao.g_00587	Prbj.g_01629
OG0000530	Prao.g_00590	Prbj.g_01626
OG0000531	Prao.g_00591	Prbj.g_01625
OG0000532	Prao.g_00593	Prbj.g_01622
OG0000533	Prao.g_00594	Prbj.g_01620
OG0000534	Prao.g_00595	Prbj.g_01619
OG0000535	Prao.g_00596	Prbj.g_01618
OG0000536	Prao.g_00597	Prbj.g_01617
OG0000537	Prao.g_00598	Prbj.g_01616
OG0000538	Prao.g_00606	Prbj.g_01605
OG0000539	Prao.g_00607	Prbj.g_02088
OG0000540	Prao.g_00608	Prbj.g_02089
OG0000541	Prao.g_00609	Prbj.g_02090
OG0000542	Prao.g_00611	Prbj.g_02093
OG0000543	Prao.g_00613	Prbj.g_02095
OG0000544	Prao.g_00614	Prbj.g_02096
OG0000545	Prao.g_00616	Prbj.g_02097
OG0000546	Prao.g_00619	Prbj.g_02099
OG0000547	Prao.g_00621	Prbj.g_02101
OG0000548	Prao.g_00622	Prbj.g_02102
OG0000549	Prao.g_00624	Prbj.g_02108
OG0000550	Prao.g_00629	Prbj.g_02113
OG0000551	Prao.g_00633	Prbj.g_02117
OG0000552	Prao.g_00634	Prbj.g_02118
OG0000553	Prao.g_00635	Prbj.g_02123
OG0000554	Prao.g_01857	Prbj.g_02128
OG0000555	Prao.g_01161	Prbj.g_02146
OG0000556	Prao.g_01163	Prbj.g_02666
OG0000557	Prao.g_01164	Prbj.g_01858
OG0000558	Prao.g_01166	Prbj.g_01861
OG0000559	Prao.g_01170	Prbj.g_01865
OG0000560	Prao.g_01173	Prbj.g_01868
OG0000561	Prao.g_01174	Prbj.g_01869
OG0000562	Prao.g_01175	Prbj.g_01870
OG0000563	Prao.g_01176	Prbj.g_01871
OG0000564	Prao.g_01177	Prbj.g_01872
OG0000565	Prao.g_01180	Prbj.g_01875
OG0000566	Prao.g_01182	Prbj.g_01879
OG0000567	Prao.g_01186	Prbj.g_01883
OG0000568	Prao.g_01187	Prbj.g_01885
OG0000569	Prao.g_01862	Prbj.g_01807
OG0000570	Prao.g_01863	Prbj.g_01806
OG0000571	Prao.g_01865	Prbj.g_01803
OG0000572	Prao.g_00025	Prbj.g_01787
OG0000573	Prao.g_00030	Prbj.g_01780
OG0000574	Prao.g_00031	Prbj.g_01779
OG0000575	Prao.g_00035	Prbj.g_01770
