Orthogroup	Prao	Syam
OG0000190	Prao.g_00236	Syam.g_02110
OG0000191	Prao.g_00256	Syam.g_02142
OG0000192	Prao.g_00260	Syam.g_02148
OG0000193	Prao.g_00284	Syam.g_02192
OG0000194	Prao.g_00287	Syam.g_02195
OG0000195	Prao.g_00289	Syam.g_02197
OG0000196	Prao.g_00299	Syam.g_02208
OG0000197	Prao.g_00300	Syam.g_02209
OG0000198	Prao.g_00301	Syam.g_02210
OG0000199	Prao.g_00308	Syam.g_02218
OG0000200	Prao.g_00322	Syam.g_02234
OG0000201	Prao.g_00330	Syam.g_02248
OG0000202	Prao.g_00331	Syam.g_02249
OG0000203	Prao.g_00332	Syam.g_02250
OG0000204	Prao.g_00333	Syam.g_02251
OG0000205	Prao.g_00340	Syam.g_02258
OG0000206	Prao.g_00345	Syam.g_02264
OG0000207	Prao.g_00347	Syam.g_02266
OG0000208	Prao.g_00348	Syam.g_02267
OG0000209	Prao.g_00357	Syam.g_02278
OG0000210	Prao.g_00358	Syam.g_02279
OG0000211	Prao.g_00371	Syam.g_00504
OG0000212	Prao.g_00378	Syam.g_00515
OG0000213	Prao.g_00395	Syam.g_00263
OG0000214	Prao.g_00405	Syam.g_00247
OG0000215	Prao.g_00429	Syam.g_00216
OG0000216	Prao.g_00431	Syam.g_00212
OG0000217	Prao.g_00434	Syam.g_00208
OG0000218	Prao.g_00436	Syam.g_00206
OG0000219	Prao.g_00437	Syam.g_00205
OG0000220	Prao.g_00438	Syam.g_00204
OG0000221	Prao.g_00439	Syam.g_00198
OG0000222	Prao.g_00446	Syam.g_00186
OG0000223	Prao.g_00459	Syam.g_00168
OG0000224	Prao.g_00461	Syam.g_00164
OG0000225	Prao.g_00480	Syam.g_00473
OG0000226	Prao.g_00484	Syam.g_00477
OG0000227	Prao.g_00486	Syam.g_00479
OG0000228	Prao.g_00489	Syam.g_00488
OG0000229	Prao.g_00540	Syam.g_01867
OG0000230	Prao.g_00542	Syam.g_01865
OG0000231	Prao.g_00553	Syam.g_01848
OG0000232	Prao.g_00564	Syam.g_01692
OG0000233	Prao.g_00569	Syam.g_01678
OG0000234	Prao.g_00582	Syam.g_01667
OG0000235	Prao.g_00585	Syam.g_00582
OG0000236	Prao.g_00599	Syam.g_00597
OG0000237	Prao.g_00612	Syam.g_00614
OG0000238	Prao.g_00618	Syam.g_00619
OG0000239	Prao.g_00631	Syam.g_00637
OG0000240	Prao.g_00632	Syam.g_00638
OG0000241	Prao.g_01861	Syam.g_01477
OG0000242	Prao.g_01859	Syam.g_00649
OG0000243	Prao.g_01162	Syam.g_00668
OG0000244	Prao.g_01165	Syam.g_00674
OG0000245	Prao.g_01167	Syam.g_00676
OG0000246	Prao.g_01171	Syam.g_00680
OG0000247	Prao.g_01181	Syam.g_00692
OG0000248	Prao.g_01183	Syam.g_00695
OG0000249	Prao.g_01185	Syam.g_00697
OG0000250	Prao.g_01864	Syam.g_01747
OG0000251	Prao.g_00029	Syam.g_01722
OG0000252	Prao.g_00032	Syam.g_01719
OG0000253	Prao.g_00033	Syam.g_01718
OG0000254	Prao.g_00049	Syam.g_01510
OG0000255	Prao.g_00055	Syam.g_01500
OG0000256	Prao.g_00066	Syam.g_01484
OG0000257	Prao.g_00069	Syam.g_01478
OG0000258	Prao.g_00082	Syam.g_01459
OG0000259	Prao.g_00099	Syam.g_01378
OG0000260	Prao.g_00102	Syam.g_01375
OG0000261	Prao.g_00104	Syam.g_01372
OG0000262	Prao.g_00108	Syam.g_01367
OG0000263	Prao.g_00119	Syam.g_00885
OG0000264	Prao.g_00129	Syam.g_00805
OG0000265	Prao.g_00648	Syam.g_01880
OG0000266	Prao.g_00658	Syam.g_01234
OG0000267	Prao.g_00669	Syam.g_01071
OG0000268	Prao.g_00670	Syam.g_01072
OG0000269	Prao.g_00736	Syam.g_01295
OG0000270	Prao.g_00739	Syam.g_01292
OG0000271	Prao.g_00747	Syam.g_01284
OG0000272	Prao.g_00748	Syam.g_01283
OG0000273	Prao.g_00771	Syam.g_00745
OG0000274	Prao.g_00772	Syam.g_00744
OG0000275	Prao.g_00775	Syam.g_00741
OG0000276	Prao.g_00780	Syam.g_00733
OG0000277	Prao.g_00781	Syam.g_00732
OG0000278	Prao.g_00784	Syam.g_00729
OG0000279	Prao.g_00791	Syam.g_00721
OG0000280	Prao.g_00792	Syam.g_00701
OG0000281	Prao.g_00797	Syam.g_00943
OG0000282	Prao.g_00847	Syam.g_01347
OG0000283	Prao.g_00879	Syam.g_01087
OG0000284	Prao.g_00884	Syam.g_01093
OG0000285	Prao.g_00889	Syam.g_01105
OG0000286	Prao.g_00901	Syam.g_01123
OG0000287	Prao.g_00918	Syam.g_01153
OG0000288	Prao.g_00947	Syam.g_01186
OG0000289	Prao.g_00958	Syam.g_01201
OG0000290	Prao.g_00971	Syam.g_00771
OG0000291	Prao.g_00973	Syam.g_00773
OG0000292	Prao.g_01025	Syam.g_02439
OG0000293	Prao.g_01098	Syam.g_01806
OG0000294	Prao.g_01097	Syam.g_01805
OG0000295	Prao.g_01077	Syam.g_01771
OG0000296	Prao.g_01075	Syam.g_01769
OG0000297	Prao.g_01067	Syam.g_00906
OG0000298	Prao.g_01066	Syam.g_00905
OG0000299	Prao.g_01049	Syam.g_00878
OG0000300	Prao.g_01046	Syam.g_00871
OG0000301	Prao.g_01045	Syam.g_00870
OG0000302	Prao.g_01043	Syam.g_00868
OG0000303	Prao.g_01036	Syam.g_00859
OG0000304	Prao.g_01032	Syam.g_00853
OG0000305	Prao.g_01247	Syam.g_00776
OG0000306	Prao.g_01244	Syam.g_01757
OG0000307	Prao.g_01230	Syam.g_00566
OG0000308	Prao.g_01229	Syam.g_00564
OG0000309	Prao.g_01225	Syam.g_00559
OG0000310	Prao.g_01382	Syam.g_01591
OG0000311	Prao.g_01384	Syam.g_01595
OG0000312	Prao.g_01387	Syam.g_01601
OG0000313	Prao.g_01401	Syam.g_01617
OG0000314	Prao.g_01423	Syam.g_01647
OG0000315	Prao.g_01433	Syam.g_01658
OG0000316	Prao.g_01453	Syam.g_01945
OG0000317	Prao.g_01550	Syam.g_01987
OG0000318	Prao.g_01553	Syam.g_01991
OG0000319	Prao.g_01566	Syam.g_02006
OG0000320	Prao.g_01568	Syam.g_02008
OG0000321	Prao.g_01569	Syam.g_02009
OG0000322	Prao.g_01570	Syam.g_02010
OG0000323	Prao.g_01579	Syam.g_02025
OG0000324	Prao.g_01605	Syam.g_01906
OG0000325	Prao.g_01616	Syam.g_00289
OG0000326	Prao.g_01622	Syam.g_00296
OG0000327	Prao.g_01646	Syam.g_00325
OG0000328	Prao.g_01647	Syam.g_00326
OG0000329	Prao.g_01664	Syam.g_00344
OG0000330	Prao.g_01665	Syam.g_00345
OG0000331	Prao.g_01666	Syam.g_00346
OG0000332	Prao.g_01680	Syam.g_00361
OG0000333	Prao.g_01682	Syam.g_00364
OG0000334	Prao.g_01690	Syam.g_00375
OG0000335	Prao.g_01695	Syam.g_00380
OG0000336	Prao.g_01699	Syam.g_00384
OG0000337	Prao.g_01715	Syam.g_00155
OG0000338	Prao.g_01716	Syam.g_00153
OG0000339	Prao.g_01720	Syam.g_00147
OG0000340	Prao.g_01728	Syam.g_00137
OG0000341	Prao.g_01730	Syam.g_00135
OG0000342	Prao.g_01731	Syam.g_00134
OG0000343	Prao.g_01732	Syam.g_00133
OG0000344	Prao.g_01735	Syam.g_00129
OG0000345	Prao.g_01740	Syam.g_00119
OG0000346	Prao.g_01744	Syam.g_00114
OG0000347	Prao.g_01760	Syam.g_00083
OG0000348	Prao.g_01770	Syam.g_00068
OG0000349	Prao.g_01787	Syam.g_00050
OG0000350	Prao.g_01806	Syam.g_00303
OG0000351	Prao.g_01823	Syam.g_02420
OG0000352	Prao.g_01824	Syam.g_02421
OG0000353	Prao.g_01840	Syam.g_02445
OG0000354	Prao.g_00637	Syam.g_00626, Syam.g_00625
OG0000355	Prao.g_01842	Syam.g_00001
OG0000356	Prao.g_01843	Syam.g_00002
OG0000357	Prao.g_01844	Syam.g_00003
OG0000358	Prao.g_01848	Syam.g_00007
OG0000359	Prao.g_01849	Syam.g_00009
OG0000360	Prao.g_01850	Syam.g_00010
OG0000361	Prao.g_00157	Syam.g_00011
OG0000362	Prao.g_00159	Syam.g_00013
OG0000363	Prao.g_00161	Syam.g_00015
OG0000364	Prao.g_00162	Syam.g_00016
OG0000365	Prao.g_00167	Syam.g_00025
OG0000366	Prao.g_00168	Syam.g_00026
OG0000367	Prao.g_00169	Syam.g_00027
OG0000368	Prao.g_00171	Syam.g_00029
OG0000369	Prao.g_00172	Syam.g_00030
OG0000370	Prao.g_00173	Syam.g_00031
OG0000371	Prao.g_00178	Syam.g_00038
OG0000372	Prao.g_00181	Syam.g_00043
OG0000373	Prao.g_00182	Syam.g_00044
OG0000374	Prao.g_00183	Syam.g_00045
OG0000375	Prao.g_00186	Syam.g_00046
OG0000376	Prao.g_00188	Syam.g_00048
OG0000377	Prao.g_00191	Syam.g_02306
OG0000378	Prao.g_00193	Syam.g_02297
OG0000379	Prao.g_00196	Syam.g_02294
OG0000380	Prao.g_00205	Syam.g_02060
OG0000381	Prao.g_00209	Syam.g_02063
OG0000382	Prao.g_00220	Syam.g_02080
OG0000383	Prao.g_00222	Syam.g_02083
OG0000384	Prao.g_00223	Syam.g_02084
OG0000385	Prao.g_00224	Syam.g_02085
OG0000386	Prao.g_00225	Syam.g_02086
OG0000387	Prao.g_00238	Syam.g_02112
OG0000388	Prao.g_00241	Syam.g_02116
OG0000389	Prao.g_00244	Syam.g_02120
OG0000390	Prao.g_00251	Syam.g_02136
OG0000391	Prao.g_00255	Syam.g_02141
OG0000392	Prao.g_00259	Syam.g_02147
OG0000393	Prao.g_00261	Syam.g_02149
OG0000394	Prao.g_00262	Syam.g_02150
OG0000395	Prao.g_00263	Syam.g_02151
OG0000396	Prao.g_00266	Syam.g_02153
OG0000397	Prao.g_00268	Syam.g_02160
OG0000398	Prao.g_00270	Syam.g_02165
OG0000399	Prao.g_00271	Syam.g_02166
OG0000400	Prao.g_00272	Syam.g_02167
OG0000401	Prao.g_00273	Syam.g_02168
OG0000402	Prao.g_00274	Syam.g_02171
OG0000403	Prao.g_00275	Syam.g_02172
OG0000404	Prao.g_00276	Syam.g_02173
OG0000405	Prao.g_00280	Syam.g_02189
OG0000406	Prao.g_00285	Syam.g_02193
OG0000407	Prao.g_00286	Syam.g_02194
OG0000408	Prao.g_00288	Syam.g_02196
OG0000409	Prao.g_00290	Syam.g_02198
OG0000410	Prao.g_00291	Syam.g_02199
OG0000411	Prao.g_00292	Syam.g_02200
OG0000412	Prao.g_00293	Syam.g_02201
OG0000413	Prao.g_00294	Syam.g_02203
OG0000414	Prao.g_00295	Syam.g_02204
OG0000415	Prao.g_00296	Syam.g_02205
OG0000416	Prao.g_00297	Syam.g_02206
OG0000417	Prao.g_00298	Syam.g_02207
OG0000418	Prao.g_00303	Syam.g_02212
OG0000419	Prao.g_00305	Syam.g_02214
OG0000420	Prao.g_00306	Syam.g_02216
OG0000421	Prao.g_00311	Syam.g_02221
OG0000422	Prao.g_00312	Syam.g_02222
OG0000423	Prao.g_00313	Syam.g_02223
OG0000424	Prao.g_00314	Syam.g_02224
OG0000425	Prao.g_00315	Syam.g_02225
OG0000426	Prao.g_00316	Syam.g_02226
OG0000427	Prao.g_00317	Syam.g_02227
OG0000428	Prao.g_00319	Syam.g_02230
OG0000429	Prao.g_00320	Syam.g_02232
OG0000430	Prao.g_00321	Syam.g_02233
OG0000431	Prao.g_00323	Syam.g_02237
OG0000432	Prao.g_00326	Syam.g_02243
OG0000433	Prao.g_00327	Syam.g_02244
OG0000434	Prao.g_00328	Syam.g_02245
OG0000435	Prao.g_00329	Syam.g_02246
OG0000436	Prao.g_00334	Syam.g_02252
OG0000437	Prao.g_00335	Syam.g_02253
OG0000438	Prao.g_00336	Syam.g_02254
OG0000439	Prao.g_00338	Syam.g_02256
OG0000440	Prao.g_00339	Syam.g_02257
OG0000441	Prao.g_00342	Syam.g_02261
OG0000442	Prao.g_00343	Syam.g_02262
OG0000443	Prao.g_00344	Syam.g_02263
OG0000444	Prao.g_00349	Syam.g_02268
OG0000445	Prao.g_00350	Syam.g_02269
OG0000446	Prao.g_00351	Syam.g_02270
OG0000447	Prao.g_00352	Syam.g_02272
OG0000448	Prao.g_00353	Syam.g_02273
OG0000449	Prao.g_00354	Syam.g_02274
OG0000450	Prao.g_00355	Syam.g_02275
OG0000451	Prao.g_00356	Syam.g_02276
OG0000452	Prao.g_00359	Syam.g_02280
OG0000453	Prao.g_00360	Syam.g_02281
OG0000454	Prao.g_00361	Syam.g_02282
OG0000455	Prao.g_00362	Syam.g_02283
OG0000456	Prao.g_00363	Syam.g_02284
OG0000457	Prao.g_00364	Syam.g_02286
OG0000458	Prao.g_00365	Syam.g_02287
OG0000459	Prao.g_00366	Syam.g_02288
OG0000460	Prao.g_00373	Syam.g_00506
OG0000461	Prao.g_00380	Syam.g_00284
OG0000462	Prao.g_00382	Syam.g_00281
OG0000463	Prao.g_00383	Syam.g_00280
OG0000464	Prao.g_00384	Syam.g_00279
OG0000465	Prao.g_00385	Syam.g_00277
OG0000466	Prao.g_00388	Syam.g_00273
OG0000467	Prao.g_00389	Syam.g_00271
OG0000468	Prao.g_00391	Syam.g_00266
OG0000469	Prao.g_00400	Syam.g_00253
OG0000470	Prao.g_00402	Syam.g_00251
OG0000471	Prao.g_00403	Syam.g_00250
OG0000472	Prao.g_00404	Syam.g_00248
OG0000473	Prao.g_00406	Syam.g_00246
OG0000474	Prao.g_00407	Syam.g_00245
OG0000475	Prao.g_00408	Syam.g_00244
OG0000476	Prao.g_00409	Syam.g_00242
OG0000477	Prao.g_00412	Syam.g_00236
OG0000478	Prao.g_00413	Syam.g_00235
OG0000479	Prao.g_00414	Syam.g_00234
OG0000480	Prao.g_00419	Syam.g_00227
OG0000481	Prao.g_00421	Syam.g_00225
OG0000482	Prao.g_00422	Syam.g_00224
OG0000483	Prao.g_00425	Syam.g_00220
OG0000484	Prao.g_00426	Syam.g_00219
OG0000485	Prao.g_00427	Syam.g_00218
OG0000486	Prao.g_00428	Syam.g_00217
OG0000487	Prao.g_00432	Syam.g_00211
OG0000488	Prao.g_00435	Syam.g_00207
OG0000489	Prao.g_00440	Syam.g_00197
OG0000490	Prao.g_00444	Syam.g_00189
OG0000491	Prao.g_00445	Syam.g_00187
OG0000492	Prao.g_00447	Syam.g_00185
OG0000493	Prao.g_00448	Syam.g_00184
OG0000494	Prao.g_00449	Syam.g_00183
OG0000495	Prao.g_00450	Syam.g_00182
OG0000496	Prao.g_00451	Syam.g_00181
OG0000497	Prao.g_00452	Syam.g_00180
OG0000498	Prao.g_00453	Syam.g_00179
OG0000499	Prao.g_00454	Syam.g_00178
OG0000500	Prao.g_00455	Syam.g_00177
OG0000501	Prao.g_00457	Syam.g_00174
OG0000502	Prao.g_00460	Syam.g_00165
OG0000503	Prao.g_00470	Syam.g_00457
OG0000504	Prao.g_00471	Syam.g_00459
OG0000505	Prao.g_00472	Syam.g_00460
OG0000506	Prao.g_00474	Syam.g_00462
OG0000507	Prao.g_00476	Syam.g_00468
OG0000508	Prao.g_00479	Syam.g_00472
OG0000509	Prao.g_00481	Syam.g_00474
OG0000510	Prao.g_00482	Syam.g_00475
OG0000511	Prao.g_00483	Syam.g_00476
OG0000512	Prao.g_00485	Syam.g_00478
OG0000513	Prao.g_00492	Syam.g_00493
OG0000514	Prao.g_00535	Syam.g_00499
OG0000515	Prao.g_00536	Syam.g_00500
OG0000516	Prao.g_00537	Syam.g_01862
OG0000517	Prao.g_00539	Syam.g_01868
OG0000518	Prao.g_00550	Syam.g_01851
OG0000519	Prao.g_00551	Syam.g_01850
OG0000520	Prao.g_00552	Syam.g_01849
OG0000521	Prao.g_00557	Syam.g_01696
OG0000522	Prao.g_00559	Syam.g_01694
OG0000523	Prao.g_00560	Syam.g_01693
OG0000524	Prao.g_00567	Syam.g_01681
OG0000525	Prao.g_00570	Syam.g_01677
OG0000526	Prao.g_00571	Syam.g_01674
OG0000527	Prao.g_00579	Syam.g_01670
OG0000528	Prao.g_00584	Syam.g_00580
OG0000529	Prao.g_00587	Syam.g_00584
OG0000530	Prao.g_00590	Syam.g_00587
OG0000531	Prao.g_00591	Syam.g_00588
OG0000532	Prao.g_00593	Syam.g_00591
OG0000533	Prao.g_00594	Syam.g_00592
OG0000534	Prao.g_00595	Syam.g_00593
OG0000535	Prao.g_00596	Syam.g_00594
OG0000536	Prao.g_00597	Syam.g_00595
OG0000537	Prao.g_00598	Syam.g_00596
OG0000538	Prao.g_00606	Syam.g_00607
OG0000539	Prao.g_00607	Syam.g_00608
OG0000540	Prao.g_00608	Syam.g_00609
OG0000541	Prao.g_00609	Syam.g_00610
OG0000542	Prao.g_00611	Syam.g_00613
OG0000543	Prao.g_00613	Syam.g_00615
OG0000544	Prao.g_00614	Syam.g_00616
OG0000545	Prao.g_00616	Syam.g_00618
OG0000546	Prao.g_00619	Syam.g_00620
OG0000547	Prao.g_00621	Syam.g_00622
OG0000548	Prao.g_00622	Syam.g_00623
OG0000549	Prao.g_00624	Syam.g_00630
OG0000550	Prao.g_00629	Syam.g_00635
OG0000551	Prao.g_00633	Syam.g_00640
OG0000552	Prao.g_00634	Syam.g_00641
OG0000553	Prao.g_00635	Syam.g_00643
OG0000554	Prao.g_01857	Syam.g_00652
OG0000555	Prao.g_01161	Syam.g_00667
OG0000556	Prao.g_01163	Syam.g_00670
OG0000557	Prao.g_01164	Syam.g_00672
OG0000558	Prao.g_01166	Syam.g_00675
OG0000559	Prao.g_01170	Syam.g_00679
OG0000560	Prao.g_01173	Syam.g_00682
OG0000561	Prao.g_01174	Syam.g_00683
OG0000562	Prao.g_01175	Syam.g_00684
OG0000563	Prao.g_01176	Syam.g_00685
OG0000564	Prao.g_01177	Syam.g_00686
OG0000565	Prao.g_01180	Syam.g_00690
OG0000566	Prao.g_01182	Syam.g_00694
OG0000567	Prao.g_01186	Syam.g_00698
OG0000568	Prao.g_01187	Syam.g_01751
OG0000569	Prao.g_01862	Syam.g_01750
OG0000570	Prao.g_01863	Syam.g_01749
OG0000571	Prao.g_01865	Syam.g_01745
OG0000572	Prao.g_00025	Syam.g_01729
OG0000573	Prao.g_00030	Syam.g_01721
OG0000574	Prao.g_00031	Syam.g_01720
OG0000575	Prao.g_00035	Syam.g_01716
OG0000576	Prao.g_00037	Syam.g_01714
OG0000577	Prao.g_00038	Syam.g_01713
OG0000578	Prao.g_00039	Syam.g_01712
OG0000579	Prao.g_00040	Syam.g_01711
OG0000580	Prao.g_00041	Syam.g_01710
OG0000581	Prao.g_00043	Syam.g_01704
OG0000582	Prao.g_00046	Syam.g_01513
OG0000583	Prao.g_00047	Syam.g_01512
OG0000584	Prao.g_00048	Syam.g_01511
OG0000585	Prao.g_00050	Syam.g_01509
OG0000586	Prao.g_00051	Syam.g_01508
OG0000587	Prao.g_00052	Syam.g_01506
OG0000588	Prao.g_00056	Syam.g_01498
OG0000589	Prao.g_00060	Syam.g_01494
OG0000590	Prao.g_00061	Syam.g_01493
OG0000591	Prao.g_00064	Syam.g_01486
OG0000592	Prao.g_00065	Syam.g_01485
