Orthogroup	Prao	Prbk
OG0000090	Prao.g_01858	Prbk.g_01080
OG0000091	Prao.g_00081	Prbk.g_02639
OG0000093	Prao.g_00870	Prbk.g_02444
OG0000094	Prao.g_00955	Prbk.g_02190
OG0000095	Prao.g_00974	Prbk.g_00056
OG0000097	Prao.g_01048	Prbk.g_00189
OG0000098	Prao.g_01257	Prbk.g_01199
OG0000099	Prao.g_01214	Prbk.g_00476
OG0000100	Prao.g_01470	Prbk.g_01360, Prbk.g_02498
OG0000101	Prao.g_01687	Prbk.g_00796, Prbk.g_00944
OG0000102	Prao.g_01748	Prbk.g_01484
OG0000103	Prao.g_01828	Prbk.g_02260
OG0000104	Prao.g_01837	Prbk.g_02274
OG0000105	Prao.g_01378	Prbk.g_00409
OG0000106	Prao.g_00505	Prbk.g_00925
OG0000107	Prao.g_00518	Prbk.g_01902
OG0000108	Prao.g_00586	Prbk.g_02061
OG0000109	Prao.g_00600	Prbk.g_02077
OG0000110	Prao.g_01867	Prbk.g_01110
OG0000111	Prao.g_00137	Prbk.g_01766
OG0000112	Prao.g_00704	Prbk.g_02332
OG0000113	Prao.g_00763	Prbk.g_02493
OG0000114	Prao.g_00845	Prbk.g_02396
OG0000115	Prao.g_01150	Prbk.g_01234
OG0000116	Prao.g_01099	Prbk.g_01034
OG0000117	Prao.g_01332	Prbk.g_01496
OG0000118	Prao.g_01264	Prbk.g_01169
OG0000119	Prao.g_01243	Prbk.g_01746, Prbk.g_01786
OG0000120	Prao.g_01215	Prbk.g_00477
OG0000121	Prao.g_01399	Prbk.g_00267, Prbk.g_00261
OG0000122	Prao.g_01436	Prbk.g_02664
OG0000123	Prao.g_01694	Prbk.g_00805
OG0000124	Prao.g_01759	Prbk.g_01539
OG0000125	Prao.g_01796	Prbk.g_02168
OG0000126	Prao.g_01836	Prbk.g_02272
OG0000128	Prao.g_00158	Prbk.g_02290
OG0000129	Prao.g_00190	Prbk.g_02156
OG0000130	Prao.g_00208	Prbk.g_01320
OG0000131	Prao.g_00283	Prbk.g_00751
OG0000132	Prao.g_00302	Prbk.g_00771
OG0000133	Prao.g_00458	Prbk.g_00472
OG0000134	Prao.g_00491	Prbk.g_00361
OG0000135	Prao.g_00516	Prbk.g_02209
OG0000136	Prao.g_00545	Prbk.g_00323
OG0000137	Prao.g_00581	Prbk.g_02113
OG0000138	Prao.g_00601	Prbk.g_02078
OG0000139	Prao.g_01854	Prbk.g_01086
OG0000140	Prao.g_01853	Prbk.g_01092
OG0000141	Prao.g_00045	Prbk.g_01154
OG0000142	Prao.g_00074	Prbk.g_02631
OG0000143	Prao.g_00078	Prbk.g_02635
OG0000144	Prao.g_00091	Prbk.g_00739
OG0000145	Prao.g_00701	Prbk.g_01863
OG0000146	Prao.g_00705	Prbk.g_02333
OG0000147	Prao.g_00706	Prbk.g_02334
OG0000148	Prao.g_00757	Prbk.g_02487
OG0000149	Prao.g_00788	Prbk.g_02544
OG0000150	Prao.g_00796	Prbk.g_02567
OG0000151	Prao.g_00855	Prbk.g_02417
OG0000152	Prao.g_00902	Prbk.g_02324
OG0000153	Prao.g_00921	Prbk.g_02297
OG0000154	Prao.g_00948	Prbk.g_00584
OG0000155	Prao.g_01069	Prbk.g_00099
OG0000156	Prao.g_01287	Prbk.g_00164
OG0000157	Prao.g_01286	Prbk.g_00163
OG0000158	Prao.g_01220	Prbk.g_00526
OG0000160	Prao.g_01398	Prbk.g_00260
OG0000161	Prao.g_01404	Prbk.g_00274
OG0000162	Prao.g_01410	Prbk.g_00280
OG0000163	Prao.g_01443	Prbk.g_02002
OG0000164	Prao.g_01576	Prbk.g_01432
OG0000165	Prao.g_01583	Prbk.g_01423
OG0000166	Prao.g_01651	Prbk.g_00982
OG0000167	Prao.g_01717	Prbk.g_00512
OG0000168	Prao.g_01727	Prbk.g_00527
OG0000169	Prao.g_01737	Prbk.g_00220
OG0000170	Prao.g_01739	Prbk.g_00232
OG0000171	Prao.g_01758	Prbk.g_01538
OG0000172	Prao.g_01767	Prbk.g_01573
OG0000173	Prao.g_01782	Prbk.g_01594
OG0000174	Prao.g_01810	Prbk.g_02211
OG0000175	Prao.g_01820	Prbk.g_02249
OG0000176	Prao.g_01845	Prbk.g_02282
OG0000177	Prao.g_01846	Prbk.g_02283
OG0000178	Prao.g_01847	Prbk.g_02284
OG0000179	Prao.g_00163	Prbk.g_01633
OG0000180	Prao.g_00164	Prbk.g_01632
OG0000181	Prao.g_00165	Prbk.g_01631
OG0000182	Prao.g_00166	Prbk.g_01630
OG0000183	Prao.g_00170	Prbk.g_01626
OG0000184	Prao.g_00192	Prbk.g_02148
OG0000185	Prao.g_00195	Prbk.g_02126
OG0000186	Prao.g_00203	Prbk.g_01326
OG0000187	Prao.g_00204	Prbk.g_01324
OG0000188	Prao.g_00221	Prbk.g_01303
OG0000189	Prao.g_00235	Prbk.g_00024
OG0000190	Prao.g_00236	Prbk.g_00022
OG0000191	Prao.g_00256	Prbk.g_00197
OG0000192	Prao.g_00260	Prbk.g_00206
OG0000193	Prao.g_00284	Prbk.g_00752
OG0000194	Prao.g_00287	Prbk.g_00755
OG0000195	Prao.g_00289	Prbk.g_00757
OG0000196	Prao.g_00299	Prbk.g_00768
OG0000197	Prao.g_00300	Prbk.g_00769
OG0000198	Prao.g_00301	Prbk.g_00770
OG0000199	Prao.g_00308	Prbk.g_00777
OG0000200	Prao.g_00322	Prbk.g_01280
OG0000201	Prao.g_00330	Prbk.g_01261
OG0000202	Prao.g_00331	Prbk.g_01260
OG0000203	Prao.g_00332	Prbk.g_01259
OG0000204	Prao.g_00333	Prbk.g_01258
OG0000205	Prao.g_00340	Prbk.g_01251
OG0000206	Prao.g_00345	Prbk.g_00632
OG0000207	Prao.g_00347	Prbk.g_00686
OG0000208	Prao.g_00348	Prbk.g_00685
OG0000209	Prao.g_00357	Prbk.g_00658
OG0000210	Prao.g_00358	Prbk.g_00657
OG0000211	Prao.g_00371	Prbk.g_01368
OG0000212	Prao.g_00378	Prbk.g_01514
OG0000213	Prao.g_00395	Prbk.g_00374
OG0000214	Prao.g_00405	Prbk.g_00401
OG0000215	Prao.g_00429	Prbk.g_00431
OG0000216	Prao.g_00431	Prbk.g_00434
OG0000217	Prao.g_00434	Prbk.g_00438
OG0000218	Prao.g_00436	Prbk.g_00442
OG0000219	Prao.g_00437	Prbk.g_00443
OG0000220	Prao.g_00438	Prbk.g_00444
OG0000221	Prao.g_00439	Prbk.g_00449
OG0000222	Prao.g_00446	Prbk.g_00458
OG0000223	Prao.g_00459	Prbk.g_00481
OG0000224	Prao.g_00461	Prbk.g_00492
OG0000225	Prao.g_00480	Prbk.g_00889
OG0000226	Prao.g_00484	Prbk.g_00893
OG0000227	Prao.g_00486	Prbk.g_00895
OG0000228	Prao.g_00489	Prbk.g_00365
OG0000229	Prao.g_00540	Prbk.g_00328
OG0000230	Prao.g_00542	Prbk.g_00326
OG0000231	Prao.g_00553	Prbk.g_00311
OG0000232	Prao.g_00564	Prbk.g_00295
OG0000233	Prao.g_00569	Prbk.g_02092
OG0000234	Prao.g_00582	Prbk.g_02114
OG0000235	Prao.g_00585	Prbk.g_02060
OG0000236	Prao.g_00599	Prbk.g_02076
OG0000237	Prao.g_00612	Prbk.g_01047
OG0000238	Prao.g_00618	Prbk.g_01051
OG0000239	Prao.g_00631	Prbk.g_01067
OG0000240	Prao.g_00632	Prbk.g_01068
OG0000241	Prao.g_01861	Prbk.g_01965
OG0000242	Prao.g_01859	Prbk.g_01078
OG0000243	Prao.g_01162	Prbk.g_02684
OG0000244	Prao.g_01165	Prbk.g_01897
OG0000245	Prao.g_01167	Prbk.g_01894
OG0000246	Prao.g_01171	Prbk.g_01890
OG0000247	Prao.g_01181	Prbk.g_01879
OG0000248	Prao.g_01183	Prbk.g_01876
OG0000249	Prao.g_01185	Prbk.g_01874
OG0000250	Prao.g_01864	Prbk.g_01106
OG0000251	Prao.g_00029	Prbk.g_01130
OG0000252	Prao.g_00032	Prbk.g_01133
OG0000253	Prao.g_00033	Prbk.g_01139
OG0000254	Prao.g_00049	Prbk.g_01158
OG0000255	Prao.g_00055	Prbk.g_02604
OG0000256	Prao.g_00066	Prbk.g_02618
OG0000257	Prao.g_00069	Prbk.g_02624
OG0000258	Prao.g_00082	Prbk.g_02647
OG0000259	Prao.g_00099	Prbk.g_00720
OG0000260	Prao.g_00102	Prbk.g_00717
OG0000261	Prao.g_00104	Prbk.g_00714
OG0000262	Prao.g_00108	Prbk.g_00709
OG0000263	Prao.g_00119	Prbk.g_00672
OG0000264	Prao.g_00129	Prbk.g_01815
OG0000265	Prao.g_00648	Prbk.g_01835, Prbk.g_00619
OG0000266	Prao.g_00658	Prbk.g_00608
OG0000267	Prao.g_00669	Prbk.g_02371
OG0000268	Prao.g_00670	Prbk.g_02370
OG0000269	Prao.g_00736	Prbk.g_02463
OG0000270	Prao.g_00739	Prbk.g_02466
OG0000271	Prao.g_00747	Prbk.g_02474
OG0000272	Prao.g_00748	Prbk.g_02475
OG0000273	Prao.g_00771	Prbk.g_02526
OG0000274	Prao.g_00772	Prbk.g_02527
OG0000275	Prao.g_00775	Prbk.g_02530
OG0000276	Prao.g_00780	Prbk.g_02536
OG0000277	Prao.g_00781	Prbk.g_02537
OG0000278	Prao.g_00784	Prbk.g_02540
OG0000279	Prao.g_00791	Prbk.g_02548
OG0000280	Prao.g_00792	Prbk.g_02554
OG0000281	Prao.g_00797	Prbk.g_02568
OG0000282	Prao.g_00847	Prbk.g_02398
OG0000283	Prao.g_00879	Prbk.g_02359
OG0000284	Prao.g_00884	Prbk.g_02353
OG0000285	Prao.g_00889	Prbk.g_01698
OG0000286	Prao.g_00901	Prbk.g_02325
OG0000287	Prao.g_00918	Prbk.g_01728
OG0000288	Prao.g_00947	Prbk.g_00583
OG0000289	Prao.g_00958	Prbk.g_00596
OG0000290	Prao.g_00971	Prbk.g_00059
OG0000291	Prao.g_00973	Prbk.g_00057
OG0000292	Prao.g_01025	Prbk.g_02271
OG0000293	Prao.g_01098	Prbk.g_01032
OG0000294	Prao.g_01097	Prbk.g_01031
OG0000295	Prao.g_01077	Prbk.g_00106
OG0000296	Prao.g_01075	Prbk.g_00104
OG0000297	Prao.g_01067	Prbk.g_01498
OG0000298	Prao.g_01066	Prbk.g_01497
OG0000299	Prao.g_01049	Prbk.g_01508
OG0000300	Prao.g_01046	Prbk.g_00186
OG0000301	Prao.g_01045	Prbk.g_00185
OG0000302	Prao.g_01043	Prbk.g_00182
OG0000303	Prao.g_01036	Prbk.g_00097
OG0000304	Prao.g_01032	Prbk.g_00121
OG0000305	Prao.g_01247	Prbk.g_00055
OG0000306	Prao.g_01244	Prbk.g_02578
OG0000307	Prao.g_01230	Prbk.g_02044
OG0000308	Prao.g_01229	Prbk.g_02042
OG0000309	Prao.g_01225	Prbk.g_02038
OG0000310	Prao.g_01382	Prbk.g_01937
OG0000311	Prao.g_01384	Prbk.g_00243
OG0000312	Prao.g_01387	Prbk.g_00247
OG0000313	Prao.g_01401	Prbk.g_00271
OG0000314	Prao.g_01423	Prbk.g_01222
OG0000315	Prao.g_01433	Prbk.g_01212
OG0000316	Prao.g_01453	Prbk.g_01991
OG0000317	Prao.g_01550	Prbk.g_00913
OG0000318	Prao.g_01553	Prbk.g_00906
OG0000319	Prao.g_01566	Prbk.g_01443
OG0000320	Prao.g_01568	Prbk.g_01441
OG0000321	Prao.g_01569	Prbk.g_01440
OG0000322	Prao.g_01570	Prbk.g_01439
OG0000323	Prao.g_01579	Prbk.g_01428
OG0000324	Prao.g_01605	Prbk.g_01399
OG0000325	Prao.g_01616	Prbk.g_01904
OG0000326	Prao.g_01622	Prbk.g_01912
OG0000327	Prao.g_01646	Prbk.g_00987
OG0000328	Prao.g_01647	Prbk.g_00986
OG0000329	Prao.g_01664	Prbk.g_00969
OG0000330	Prao.g_01665	Prbk.g_00968
OG0000331	Prao.g_01666	Prbk.g_00967
OG0000332	Prao.g_01680	Prbk.g_00952
OG0000333	Prao.g_01682	Prbk.g_00950
OG0000334	Prao.g_01690	Prbk.g_00801
OG0000335	Prao.g_01695	Prbk.g_00806
OG0000336	Prao.g_01699	Prbk.g_00810
OG0000337	Prao.g_01715	Prbk.g_00506
OG0000338	Prao.g_01716	Prbk.g_00510
OG0000339	Prao.g_01720	Prbk.g_00516
OG0000340	Prao.g_01728	Prbk.g_00528
OG0000341	Prao.g_01730	Prbk.g_00530
OG0000342	Prao.g_01731	Prbk.g_00531
OG0000343	Prao.g_01732	Prbk.g_00215
OG0000344	Prao.g_01735	Prbk.g_00218
OG0000345	Prao.g_01740	Prbk.g_00233
OG0000346	Prao.g_01744	Prbk.g_00238
OG0000347	Prao.g_01760	Prbk.g_01540
OG0000348	Prao.g_01770	Prbk.g_01578
OG0000349	Prao.g_01787	Prbk.g_01602
OG0000350	Prao.g_01806	Prbk.g_02204
OG0000351	Prao.g_01823	Prbk.g_02252
OG0000352	Prao.g_01824	Prbk.g_02253
OG0000353	Prao.g_01840	Prbk.g_02277
OG0000354	Prao.g_00637	Prbk.g_01057, Prbk.g_01635
OG0000355	Prao.g_01842	Prbk.g_02279
OG0000356	Prao.g_01843	Prbk.g_02280
OG0000357	Prao.g_01844	Prbk.g_02281
OG0000358	Prao.g_01848	Prbk.g_02285
OG0000359	Prao.g_01849	Prbk.g_02287
OG0000360	Prao.g_01850	Prbk.g_02288
OG0000361	Prao.g_00157	Prbk.g_02289
OG0000362	Prao.g_00159	Prbk.g_02291
OG0000363	Prao.g_00161	Prbk.g_01639
OG0000364	Prao.g_00162	Prbk.g_01638
OG0000365	Prao.g_00167	Prbk.g_01629
OG0000366	Prao.g_00168	Prbk.g_01628
OG0000367	Prao.g_00169	Prbk.g_01627
OG0000368	Prao.g_00171	Prbk.g_01625
OG0000369	Prao.g_00172	Prbk.g_01624
OG0000370	Prao.g_00173	Prbk.g_01623
OG0000371	Prao.g_00178	Prbk.g_01614
OG0000372	Prao.g_00181	Prbk.g_01609
OG0000373	Prao.g_00182	Prbk.g_01608
OG0000374	Prao.g_00183	Prbk.g_01607
OG0000375	Prao.g_00186	Prbk.g_01606
OG0000376	Prao.g_00188	Prbk.g_01604
OG0000377	Prao.g_00191	Prbk.g_02155
OG0000378	Prao.g_00193	Prbk.g_02141
OG0000379	Prao.g_00196	Prbk.g_02125
OG0000380	Prao.g_00205	Prbk.g_01323
OG0000381	Prao.g_00209	Prbk.g_01319
OG0000382	Prao.g_00220	Prbk.g_01304
OG0000383	Prao.g_00222	Prbk.g_01302
OG0000384	Prao.g_00223	Prbk.g_01301
OG0000385	Prao.g_00224	Prbk.g_01300
OG0000386	Prao.g_00225	Prbk.g_01299
OG0000387	Prao.g_00238	Prbk.g_00020
OG0000388	Prao.g_00241	Prbk.g_00016
OG0000389	Prao.g_00244	Prbk.g_00012
OG0000390	Prao.g_00251	Prbk.g_00191
OG0000391	Prao.g_00255	Prbk.g_00196
OG0000392	Prao.g_00259	Prbk.g_00202
OG0000393	Prao.g_00261	Prbk.g_00207
OG0000394	Prao.g_00262	Prbk.g_00208
OG0000395	Prao.g_00263	Prbk.g_00209
OG0000396	Prao.g_00266	Prbk.g_00542
OG0000397	Prao.g_00268	Prbk.g_00544
OG0000398	Prao.g_00270	Prbk.g_00549
OG0000399	Prao.g_00271	Prbk.g_00550
OG0000400	Prao.g_00272	Prbk.g_00551
OG0000401	Prao.g_00273	Prbk.g_00552
OG0000402	Prao.g_00274	Prbk.g_00554
OG0000403	Prao.g_00275	Prbk.g_00555
OG0000404	Prao.g_00276	Prbk.g_00557
OG0000405	Prao.g_00280	Prbk.g_00749
OG0000406	Prao.g_00285	Prbk.g_00753
OG0000407	Prao.g_00286	Prbk.g_00754
OG0000408	Prao.g_00288	Prbk.g_00756
OG0000409	Prao.g_00290	Prbk.g_00758
OG0000410	Prao.g_00291	Prbk.g_00759
OG0000411	Prao.g_00292	Prbk.g_00760
OG0000412	Prao.g_00293	Prbk.g_00761
OG0000413	Prao.g_00294	Prbk.g_00763
OG0000414	Prao.g_00295	Prbk.g_00764
OG0000415	Prao.g_00296	Prbk.g_00765
OG0000416	Prao.g_00297	Prbk.g_00766
OG0000417	Prao.g_00298	Prbk.g_00767
OG0000418	Prao.g_00303	Prbk.g_00772
OG0000419	Prao.g_00305	Prbk.g_00774
OG0000420	Prao.g_00306	Prbk.g_00775
OG0000421	Prao.g_00311	Prbk.g_00779
OG0000422	Prao.g_00312	Prbk.g_00780
OG0000423	Prao.g_00313	Prbk.g_00781
OG0000424	Prao.g_00314	Prbk.g_00782
OG0000425	Prao.g_00315	Prbk.g_00783
OG0000426	Prao.g_00316	Prbk.g_00784
OG0000427	Prao.g_00317	Prbk.g_00785
OG0000428	Prao.g_00319	Prbk.g_02425
OG0000429	Prao.g_00320	Prbk.g_01283
OG0000430	Prao.g_00321	Prbk.g_01281
OG0000431	Prao.g_00323	Prbk.g_01277
OG0000432	Prao.g_00326	Prbk.g_01270
OG0000433	Prao.g_00327	Prbk.g_01267
OG0000434	Prao.g_00328	Prbk.g_01266
OG0000435	Prao.g_00329	Prbk.g_01263
OG0000436	Prao.g_00334	Prbk.g_01257
OG0000437	Prao.g_00335	Prbk.g_01256
OG0000438	Prao.g_00336	Prbk.g_01255
OG0000439	Prao.g_00338	Prbk.g_01253
OG0000440	Prao.g_00339	Prbk.g_01252
OG0000441	Prao.g_00342	Prbk.g_01245
OG0000442	Prao.g_00343	Prbk.g_01244
OG0000443	Prao.g_00344	Prbk.g_00631
OG0000444	Prao.g_00349	Prbk.g_00683
OG0000445	Prao.g_00350	Prbk.g_00682
OG0000446	Prao.g_00351	Prbk.g_00680
OG0000447	Prao.g_00352	Prbk.g_00670
OG0000448	Prao.g_00353	Prbk.g_00669
OG0000449	Prao.g_00354	Prbk.g_00668
OG0000450	Prao.g_00355	Prbk.g_00662
OG0000451	Prao.g_00356	Prbk.g_00661
OG0000452	Prao.g_00359	Prbk.g_00656
OG0000453	Prao.g_00360	Prbk.g_00655
OG0000454	Prao.g_00361	Prbk.g_00654
OG0000455	Prao.g_00362	Prbk.g_00653
OG0000456	Prao.g_00363	Prbk.g_00652
OG0000457	Prao.g_00364	Prbk.g_00650
OG0000458	Prao.g_00365	Prbk.g_00649
OG0000459	Prao.g_00366	Prbk.g_00648
OG0000460	Prao.g_00373	Prbk.g_01369
OG0000461	Prao.g_00380	Prbk.g_01900
OG0000462	Prao.g_00382	Prbk.g_01012
OG0000463	Prao.g_00383	Prbk.g_01011
OG0000464	Prao.g_00384	Prbk.g_01010
OG0000465	Prao.g_00385	Prbk.g_01008
OG0000466	Prao.g_00388	Prbk.g_01003
OG0000467	Prao.g_00389	Prbk.g_01001
OG0000468	Prao.g_00391	Prbk.g_00371
OG0000469	Prao.g_00400	Prbk.g_00384
OG0000470	Prao.g_00402	Prbk.g_00397
OG0000471	Prao.g_00403	Prbk.g_00398
OG0000472	Prao.g_00404	Prbk.g_00400
OG0000473	Prao.g_00406	Prbk.g_00402
OG0000474	Prao.g_00407	Prbk.g_00403
OG0000475	Prao.g_00408	Prbk.g_00404
OG0000476	Prao.g_00409	Prbk.g_00406
OG0000477	Prao.g_00412	Prbk.g_00411
OG0000478	Prao.g_00413	Prbk.g_00412
OG0000479	Prao.g_00414	Prbk.g_00413
OG0000480	Prao.g_00419	Prbk.g_00420
OG0000481	Prao.g_00421	Prbk.g_00422
OG0000482	Prao.g_00422	Prbk.g_00423
OG0000483	Prao.g_00425	Prbk.g_00427
OG0000484	Prao.g_00426	Prbk.g_00428
OG0000485	Prao.g_00427	Prbk.g_00429
OG0000486	Prao.g_00428	Prbk.g_00430
OG0000487	Prao.g_00432	Prbk.g_00435
OG0000488	Prao.g_00435	Prbk.g_00439
OG0000489	Prao.g_00440	Prbk.g_00450
OG0000490	Prao.g_00444	Prbk.g_00456
OG0000491	Prao.g_00445	Prbk.g_00457
OG0000492	Prao.g_00447	Prbk.g_00460
OG0000493	Prao.g_00448	Prbk.g_00461
OG0000494	Prao.g_00449	Prbk.g_00462
OG0000495	Prao.g_00450	Prbk.g_00463
OG0000496	Prao.g_00451	Prbk.g_00464
OG0000497	Prao.g_00452	Prbk.g_00465
OG0000498	Prao.g_00453	Prbk.g_00466
OG0000499	Prao.g_00454	Prbk.g_00467
OG0000500	Prao.g_00455	Prbk.g_00468
OG0000501	Prao.g_00457	Prbk.g_00471
OG0000502	Prao.g_00460	Prbk.g_00483
OG0000503	Prao.g_00470	Prbk.g_00871
OG0000504	Prao.g_00471	Prbk.g_00873
OG0000505	Prao.g_00472	Prbk.g_00874
OG0000506	Prao.g_00474	Prbk.g_00876
OG0000507	Prao.g_00476	Prbk.g_00881
OG0000508	Prao.g_00479	Prbk.g_00888
OG0000509	Prao.g_00481	Prbk.g_00890
OG0000510	Prao.g_00482	Prbk.g_00891
OG0000511	Prao.g_00483	Prbk.g_00892
OG0000512	Prao.g_00485	Prbk.g_00894
OG0000513	Prao.g_00492	Prbk.g_00360
OG0000514	Prao.g_00535	Prbk.g_00352
OG0000515	Prao.g_00536	Prbk.g_00351
OG0000516	Prao.g_00537	Prbk.g_00339
OG0000517	Prao.g_00539	Prbk.g_00329
OG0000518	Prao.g_00550	Prbk.g_00317
OG0000519	Prao.g_00551	Prbk.g_00316
OG0000520	Prao.g_00552	Prbk.g_00315
OG0000521	Prao.g_00557	Prbk.g_00301
OG0000522	Prao.g_00559	Prbk.g_00299
OG0000523	Prao.g_00560	Prbk.g_00298
OG0000524	Prao.g_00567	Prbk.g_02088
OG0000525	Prao.g_00570	Prbk.g_02105
OG0000526	Prao.g_00571	Prbk.g_02107
OG0000527	Prao.g_00579	Prbk.g_02111
OG0000528	Prao.g_00584	Prbk.g_02056
OG0000529	Prao.g_00587	Prbk.g_02062
OG0000530	Prao.g_00590	Prbk.g_02065
OG0000531	Prao.g_00591	Prbk.g_02066
OG0000532	Prao.g_00593	Prbk.g_02069
OG0000533	Prao.g_00594	Prbk.g_02071
OG0000534	Prao.g_00595	Prbk.g_02072
OG0000535	Prao.g_00596	Prbk.g_02073
OG0000536	Prao.g_00597	Prbk.g_02074
OG0000537	Prao.g_00598	Prbk.g_02075
OG0000538	Prao.g_00606	Prbk.g_01865
OG0000539	Prao.g_00607	Prbk.g_01041
OG0000540	Prao.g_00608	Prbk.g_01042
OG0000541	Prao.g_00609	Prbk.g_01043
OG0000542	Prao.g_00611	Prbk.g_01046
OG0000543	Prao.g_00613	Prbk.g_01048
OG0000544	Prao.g_00614	Prbk.g_01049
OG0000545	Prao.g_00616	Prbk.g_01050
OG0000546	Prao.g_00619	Prbk.g_01052
OG0000547	Prao.g_00621	Prbk.g_01054
OG0000548	Prao.g_00622	Prbk.g_01055
OG0000549	Prao.g_00624	Prbk.g_01061
OG0000550	Prao.g_00629	Prbk.g_01066
OG0000551	Prao.g_00633	Prbk.g_01070
OG0000552	Prao.g_00634	Prbk.g_01071
OG0000553	Prao.g_00635	Prbk.g_01076
OG0000554	Prao.g_01857	Prbk.g_01081
OG0000555	Prao.g_01161	Prbk.g_01099
OG0000556	Prao.g_01163	Prbk.g_02686
OG0000557	Prao.g_01164	Prbk.g_01898
OG0000558	Prao.g_01166	Prbk.g_01895
OG0000559	Prao.g_01170	Prbk.g_01891
OG0000560	Prao.g_01173	Prbk.g_01888
OG0000561	Prao.g_01174	Prbk.g_01887
OG0000562	Prao.g_01175	Prbk.g_01886
OG0000563	Prao.g_01176	Prbk.g_01885
OG0000564	Prao.g_01177	Prbk.g_01884
OG0000565	Prao.g_01180	Prbk.g_01881
OG0000566	Prao.g_01182	Prbk.g_01877
OG0000567	Prao.g_01186	Prbk.g_01873
OG0000568	Prao.g_01187	Prbk.g_01871
OG0000569	Prao.g_01862	Prbk.g_01104
OG0000570	Prao.g_01863	Prbk.g_01105
OG0000571	Prao.g_01865	Prbk.g_01108
OG0000572	Prao.g_00025	Prbk.g_01124
OG0000573	Prao.g_00030	Prbk.g_01131
OG0000574	Prao.g_00031	Prbk.g_01132
OG0000575	Prao.g_00035	Prbk.g_01141
OG0000576	Prao.g_00037	Prbk.g_01143
