Orthogroup	Prao	Pras
OG0000043	Prao.g_00812	Pras.g_01772
OG0000045	Prao.g_00506	Pras.g_01224
OG0000047	Prao.g_00466	Pras.g_01182
OG0000048	Prao.g_00509	Pras.g_01227
OG0000049	Prao.g_00517	Pras.g_01237
OG0000049	Prao.g_01333	Pras.g_00151
OG0000050	Prao.g_01012	Pras.g_01969
OG0000051	Prao.g_01304	Pras.g_00179
OG0000052	Prao.g_01358	Pras.g_00285
OG0000053	Prao.g_01417	Pras.g_00370
OG0000054	Prao.g_00044	Pras.g_01482
OG0000055	Prao.g_00721	Pras.g_01682
OG0000057	Prao.g_00136	Pras.g_01574
OG0000058	Prao.g_01191	Pras.g_00291
OG0000059	Prao.g_01639	Pras.g_00637
OG0000061	Prao.g_01089	Pras.g_00056
OG0000062	Prao.g_01474	Pras.g_00431
OG0000063	Prao.g_00179	Pras.g_00875
OG0000065	Prao.g_00245	Pras.g_00958
OG0000067	Prao.g_00741	Pras.g_01701
OG0000068	Prao.g_01239	Pras.g_00250
OG0000069	Prao.g_01508	Pras.g_00464
OG0000070	Prao.g_00554	Pras.g_01328
OG0000071	Prao.g_01276	Pras.g_00209
OG0000072	Prao.g_00309	Pras.g_01022
OG0000073	Prao.g_00605	Pras.g_01377
OG0000074	Prao.g_00120	Pras.g_01558
OG0000075	Prao.g_01719	Pras.g_00719
OG0000076	Prao.g_01743	Pras.g_00743
OG0000077	Prao.g_00217	Pras.g_00929
OG0000078	Prao.g_00377	Pras.g_01091
OG0000079	Prao.g_00390	Pras.g_01104
OG0000081	Prao.g_01860	Pras.g_01408
OG0000082	Prao.g_00024	Pras.g_01462
OG0000083	Prao.g_00679	Pras.g_01638
OG0000083	Prao.g_00673	Pras.g_01631
OG0000084	Prao.g_01393	Pras.g_00346
OG0000085	Prao.g_01545	Pras.g_00543
OG0000086	Prao.g_00227	Pras.g_00939
OG0000087	Prao.g_00277	Pras.g_00990
OG0000088	Prao.g_00304	Pras.g_01017
OG0000089	Prao.g_00490	Pras.g_01209
OG0000090	Prao.g_01858	Pras.g_01410
OG0000091	Prao.g_00081	Pras.g_01518
OG0000092	Prao.g_00850	Pras.g_01806
OG0000093	Prao.g_00870	Pras.g_01827
OG0000094	Prao.g_00955	Pras.g_01915
OG0000095	Prao.g_00974	Pras.g_01934
OG0000096	Prao.g_01142	Pras.g_00004
OG0000096	Prao.g_01316	Pras.g_00163
OG0000097	Prao.g_01048	Pras.g_00098
OG0000098	Prao.g_01257	Pras.g_00232
OG0000099	Prao.g_01214	Pras.g_00294
OG0000100	Prao.g_01470	Pras.g_00427
OG0000101	Prao.g_01687	Pras.g_00687
OG0000102	Prao.g_01748	Pras.g_00748
OG0000103	Prao.g_01828	Pras.g_00829
OG0000104	Prao.g_01837	Pras.g_00838
OG0000105	Prao.g_01378	Pras.g_01126
OG0000106	Prao.g_00505	Pras.g_01223
OG0000107	Prao.g_00518	Pras.g_01239
OG0000108	Prao.g_00586	Pras.g_01358
OG0000109	Prao.g_00600	Pras.g_01372
OG0000110	Prao.g_01867	Pras.g_01451
OG0000111	Prao.g_00137	Pras.g_01575
OG0000112	Prao.g_00704	Pras.g_01665
OG0000113	Prao.g_00763	Pras.g_01723
OG0000114	Prao.g_00845	Pras.g_01801
OG0000115	Prao.g_01150	Pras.g_01994
OG0000116	Prao.g_01099	Pras.g_00046
OG0000117	Prao.g_01332	Pras.g_00150
OG0000118	Prao.g_01264	Pras.g_00221, Pras.g_00222
OG0000119	Prao.g_01243	Pras.g_00246
OG0000120	Prao.g_01215	Pras.g_00273, Pras.g_00272, Pras.g_00271
OG0000121	Prao.g_01399	Pras.g_00352
OG0000122	Prao.g_01436	Pras.g_00391
OG0000123	Prao.g_01694	Pras.g_00694
OG0000124	Prao.g_01759	Pras.g_00759
OG0000125	Prao.g_01796	Pras.g_00797
OG0000126	Prao.g_01836	Pras.g_00837
OG0000128	Prao.g_00158	Pras.g_00853
OG0000129	Prao.g_00190	Pras.g_00897
OG0000130	Prao.g_00208	Pras.g_00921
OG0000131	Prao.g_00283	Pras.g_00996
OG0000132	Prao.g_00302	Pras.g_01015
OG0000133	Prao.g_00458	Pras.g_01174
OG0000134	Prao.g_00491	Pras.g_01210
OG0000135	Prao.g_00516	Pras.g_01236
OG0000136	Prao.g_00545	Pras.g_01319
OG0000137	Prao.g_00581	Pras.g_01353
OG0000138	Prao.g_00601	Pras.g_01373
OG0000139	Prao.g_01854	Pras.g_01414
OG0000140	Prao.g_01853	Pras.g_01415
OG0000141	Prao.g_00045	Pras.g_01483
OG0000142	Prao.g_00074	Pras.g_01511
OG0000143	Prao.g_00078	Pras.g_01515
OG0000144	Prao.g_00091	Pras.g_01528
OG0000145	Prao.g_00701	Pras.g_01664
OG0000146	Prao.g_00705	Pras.g_01666
OG0000147	Prao.g_00706	Pras.g_01667
OG0000148	Prao.g_00757	Pras.g_01717
OG0000149	Prao.g_00788	Pras.g_01747
OG0000150	Prao.g_00796	Pras.g_01755
OG0000151	Prao.g_00855	Pras.g_01811
OG0000152	Prao.g_00902	Pras.g_01859
OG0000153	Prao.g_00921	Pras.g_01878
OG0000154	Prao.g_00948	Pras.g_01908
OG0000155	Prao.g_01069	Pras.g_00076
OG0000156	Prao.g_01287	Pras.g_00197
OG0000157	Prao.g_01286	Pras.g_00198
OG0000158	Prao.g_01220	Pras.g_00289
OG0000160	Prao.g_01398	Pras.g_00351
OG0000161	Prao.g_01404	Pras.g_00357
OG0000162	Prao.g_01410	Pras.g_00363
OG0000163	Prao.g_01443	Pras.g_00399
OG0000164	Prao.g_01576	Pras.g_00574
OG0000165	Prao.g_01583	Pras.g_00581
OG0000166	Prao.g_01651	Pras.g_00651
OG0000167	Prao.g_01717	Pras.g_00717
OG0000168	Prao.g_01727	Pras.g_00727
OG0000169	Prao.g_01737	Pras.g_00737
OG0000170	Prao.g_01739	Pras.g_00739
OG0000171	Prao.g_01758	Pras.g_00758
OG0000172	Prao.g_01767	Pras.g_00768
OG0000173	Prao.g_01782	Pras.g_00783
OG0000174	Prao.g_01810	Pras.g_00810
OG0000175	Prao.g_01820	Pras.g_00821
OG0000176	Prao.g_01845	Pras.g_00846
OG0000177	Prao.g_01846	Pras.g_00847
OG0000178	Prao.g_01847	Pras.g_00848
OG0000179	Prao.g_00163	Pras.g_00858
OG0000180	Prao.g_00164	Pras.g_00859
OG0000181	Prao.g_00165	Pras.g_00860
OG0000182	Prao.g_00166	Pras.g_00861
OG0000183	Prao.g_00170	Pras.g_00865
OG0000184	Prao.g_00192	Pras.g_00899
OG0000185	Prao.g_00195	Pras.g_00902
OG0000186	Prao.g_00203	Pras.g_00916
OG0000187	Prao.g_00204	Pras.g_00917
OG0000188	Prao.g_00221	Pras.g_00933
OG0000189	Prao.g_00235	Pras.g_00947
OG0000190	Prao.g_00236	Pras.g_00948
OG0000191	Prao.g_00256	Pras.g_00968
OG0000192	Prao.g_00260	Pras.g_00972
OG0000193	Prao.g_00284	Pras.g_00997
OG0000194	Prao.g_00287	Pras.g_01000
OG0000195	Prao.g_00289	Pras.g_01002
OG0000196	Prao.g_00299	Pras.g_01012
OG0000197	Prao.g_00300	Pras.g_01013
OG0000198	Prao.g_00301	Pras.g_01014
OG0000199	Prao.g_00308	Pras.g_01021
OG0000200	Prao.g_00322	Pras.g_01035
OG0000201	Prao.g_00330	Pras.g_01043
OG0000202	Prao.g_00331	Pras.g_01044
OG0000203	Prao.g_00332	Pras.g_01045
OG0000204	Prao.g_00333	Pras.g_01046
OG0000205	Prao.g_00340	Pras.g_01053
OG0000206	Prao.g_00345	Pras.g_01059
OG0000207	Prao.g_00347	Pras.g_01061
OG0000208	Prao.g_00348	Pras.g_01062
OG0000209	Prao.g_00357	Pras.g_01071
OG0000210	Prao.g_00358	Pras.g_01072
OG0000211	Prao.g_00371	Pras.g_01085
OG0000212	Prao.g_00378	Pras.g_01092
OG0000213	Prao.g_00395	Pras.g_01109
OG0000214	Prao.g_00405	Pras.g_01119
OG0000215	Prao.g_00429	Pras.g_01144
OG0000216	Prao.g_00431	Pras.g_01145
OG0000217	Prao.g_00434	Pras.g_01148
OG0000218	Prao.g_00436	Pras.g_01150
OG0000219	Prao.g_00437	Pras.g_01151
OG0000220	Prao.g_00438	Pras.g_01152
OG0000221	Prao.g_00439	Pras.g_01153
OG0000222	Prao.g_00446	Pras.g_01162
OG0000223	Prao.g_00459	Pras.g_01175
OG0000224	Prao.g_00461	Pras.g_01177
OG0000225	Prao.g_00480	Pras.g_01199
OG0000226	Prao.g_00484	Pras.g_01203
OG0000227	Prao.g_00486	Pras.g_01205
OG0000228	Prao.g_00489	Pras.g_01208
OG0000229	Prao.g_00540	Pras.g_01314
OG0000230	Prao.g_00542	Pras.g_01316
OG0000231	Prao.g_00553	Pras.g_01327
OG0000232	Prao.g_00564	Pras.g_01335
OG0000233	Prao.g_00569	Pras.g_01341
OG0000234	Prao.g_00582	Pras.g_01354
OG0000235	Prao.g_00585	Pras.g_01357
OG0000236	Prao.g_00599	Pras.g_01371
OG0000237	Prao.g_00612	Pras.g_01384
OG0000238	Prao.g_00618	Pras.g_01390
OG0000239	Prao.g_00631	Pras.g_01402
OG0000240	Prao.g_00632	Pras.g_01403
OG0000241	Prao.g_01861	Pras.g_01407
OG0000242	Prao.g_01859	Pras.g_01409
OG0000243	Prao.g_01162	Pras.g_01420
OG0000244	Prao.g_01165	Pras.g_01423
OG0000245	Prao.g_01167	Pras.g_01425
OG0000246	Prao.g_01171	Pras.g_01429
OG0000247	Prao.g_01181	Pras.g_01439
OG0000248	Prao.g_01183	Pras.g_01441
OG0000249	Prao.g_01185	Pras.g_01443
OG0000250	Prao.g_01864	Pras.g_01448
OG0000251	Prao.g_00029	Pras.g_01467
OG0000252	Prao.g_00032	Pras.g_01470
OG0000253	Prao.g_00033	Pras.g_01471
OG0000254	Prao.g_00049	Pras.g_01487
OG0000255	Prao.g_00055	Pras.g_01493
OG0000256	Prao.g_00066	Pras.g_01503
OG0000257	Prao.g_00069	Pras.g_01506
OG0000258	Prao.g_00082	Pras.g_01519
OG0000259	Prao.g_00099	Pras.g_01536
OG0000260	Prao.g_00102	Pras.g_01539
OG0000261	Prao.g_00104	Pras.g_01541
OG0000262	Prao.g_00108	Pras.g_01545
OG0000263	Prao.g_00119	Pras.g_01557
OG0000264	Prao.g_00129	Pras.g_01567
OG0000265	Prao.g_00648	Pras.g_01606
OG0000266	Prao.g_00658	Pras.g_01616
OG0000267	Prao.g_00669	Pras.g_01627
OG0000268	Prao.g_00670	Pras.g_01628
OG0000269	Prao.g_00736	Pras.g_01696
OG0000270	Prao.g_00739	Pras.g_01699
OG0000271	Prao.g_00747	Pras.g_01707
OG0000272	Prao.g_00748	Pras.g_01708
OG0000273	Prao.g_00771	Pras.g_01731
OG0000274	Prao.g_00772	Pras.g_01732
OG0000275	Prao.g_00775	Pras.g_01734
OG0000276	Prao.g_00780	Pras.g_01739
OG0000277	Prao.g_00781	Pras.g_01740
OG0000278	Prao.g_00784	Pras.g_01743
OG0000279	Prao.g_00791	Pras.g_01750
OG0000280	Prao.g_00792	Pras.g_01751
OG0000281	Prao.g_00797	Pras.g_01756
OG0000282	Prao.g_00847	Pras.g_01803
OG0000283	Prao.g_00879	Pras.g_01836
OG0000284	Prao.g_00884	Pras.g_01841
OG0000285	Prao.g_00889	Pras.g_01846
OG0000286	Prao.g_00901	Pras.g_01858
OG0000287	Prao.g_00918	Pras.g_01875
OG0000288	Prao.g_00947	Pras.g_01907
OG0000289	Prao.g_00958	Pras.g_01918
OG0000290	Prao.g_00971	Pras.g_01931
OG0000291	Prao.g_00973	Pras.g_01933
OG0000292	Prao.g_01025	Pras.g_01982
OG0000293	Prao.g_01098	Pras.g_00047
OG0000294	Prao.g_01097	Pras.g_00048
OG0000295	Prao.g_01077	Pras.g_00068
OG0000296	Prao.g_01075	Pras.g_00070
OG0000297	Prao.g_01067	Pras.g_00078
OG0000298	Prao.g_01066	Pras.g_00079
OG0000299	Prao.g_01049	Pras.g_00096
OG0000300	Prao.g_01046	Pras.g_00100
OG0000301	Prao.g_01045	Pras.g_00101
OG0000302	Prao.g_01043	Pras.g_00103
OG0000303	Prao.g_01036	Pras.g_00110
OG0000304	Prao.g_01032	Pras.g_00114
OG0000305	Prao.g_01247	Pras.g_00242
OG0000306	Prao.g_01244	Pras.g_00245
OG0000307	Prao.g_01230	Pras.g_00259
OG0000308	Prao.g_01229	Pras.g_00260
OG0000309	Prao.g_01225	Pras.g_00264
OG0000310	Prao.g_01382	Pras.g_00335
OG0000311	Prao.g_01384	Pras.g_00337
OG0000312	Prao.g_01387	Pras.g_00340
OG0000313	Prao.g_01401	Pras.g_00354
OG0000314	Prao.g_01423	Pras.g_00377
OG0000315	Prao.g_01433	Pras.g_00388
OG0000316	Prao.g_01453	Pras.g_00410
OG0000317	Prao.g_01550	Pras.g_00548
OG0000318	Prao.g_01553	Pras.g_00551
OG0000319	Prao.g_01566	Pras.g_00564
OG0000320	Prao.g_01568	Pras.g_00566
OG0000321	Prao.g_01569	Pras.g_00567
OG0000322	Prao.g_01570	Pras.g_00568
OG0000323	Prao.g_01579	Pras.g_00577
OG0000324	Prao.g_01605	Pras.g_00604
OG0000325	Prao.g_01616	Pras.g_00614
OG0000326	Prao.g_01622	Pras.g_00620
OG0000327	Prao.g_01646	Pras.g_00646
OG0000328	Prao.g_01647	Pras.g_00647
OG0000329	Prao.g_01664	Pras.g_00664
OG0000330	Prao.g_01665	Pras.g_00665
OG0000331	Prao.g_01666	Pras.g_00666
OG0000332	Prao.g_01680	Pras.g_00680
OG0000333	Prao.g_01682	Pras.g_00682
OG0000334	Prao.g_01690	Pras.g_00690
OG0000335	Prao.g_01695	Pras.g_00695
OG0000336	Prao.g_01699	Pras.g_00699
OG0000337	Prao.g_01715	Pras.g_00715
OG0000338	Prao.g_01716	Pras.g_00716
OG0000339	Prao.g_01720	Pras.g_00720
OG0000340	Prao.g_01728	Pras.g_00728
OG0000341	Prao.g_01730	Pras.g_00730
OG0000342	Prao.g_01731	Pras.g_00731
OG0000343	Prao.g_01732	Pras.g_00732
OG0000344	Prao.g_01735	Pras.g_00735
OG0000345	Prao.g_01740	Pras.g_00740
OG0000346	Prao.g_01744	Pras.g_00744
OG0000347	Prao.g_01760	Pras.g_00761
OG0000348	Prao.g_01770	Pras.g_00771
OG0000349	Prao.g_01787	Pras.g_00788
OG0000350	Prao.g_01806	Pras.g_00806
OG0000351	Prao.g_01823	Pras.g_00824
OG0000352	Prao.g_01824	Pras.g_00825
OG0000353	Prao.g_01840	Pras.g_00841
OG0000355	Prao.g_01842	Pras.g_00843
OG0000356	Prao.g_01843	Pras.g_00844
OG0000357	Prao.g_01844	Pras.g_00845
OG0000358	Prao.g_01848	Pras.g_00849
OG0000359	Prao.g_01849	Pras.g_00850
OG0000360	Prao.g_01850	Pras.g_00851
OG0000361	Prao.g_00157	Pras.g_00852
OG0000362	Prao.g_00159	Pras.g_00854
OG0000363	Prao.g_00161	Pras.g_00856
OG0000364	Prao.g_00162	Pras.g_00857
OG0000365	Prao.g_00167	Pras.g_00862
OG0000366	Prao.g_00168	Pras.g_00863
OG0000367	Prao.g_00169	Pras.g_00864
OG0000368	Prao.g_00171	Pras.g_00866
OG0000369	Prao.g_00172	Pras.g_00867
OG0000370	Prao.g_00173	Pras.g_00868
OG0000371	Prao.g_00178	Pras.g_00874
OG0000372	Prao.g_00181	Pras.g_00877
OG0000373	Prao.g_00182	Pras.g_00878
OG0000374	Prao.g_00183	Pras.g_00879
OG0000375	Prao.g_00186	Pras.g_00893
OG0000376	Prao.g_00188	Pras.g_00895
OG0000377	Prao.g_00191	Pras.g_00898
OG0000378	Prao.g_00193	Pras.g_00900
OG0000379	Prao.g_00196	Pras.g_00903
OG0000380	Prao.g_00205	Pras.g_00918
OG0000381	Prao.g_00209	Pras.g_00922
OG0000382	Prao.g_00220	Pras.g_00932
OG0000383	Prao.g_00222	Pras.g_00934
OG0000384	Prao.g_00223	Pras.g_00935
OG0000385	Prao.g_00224	Pras.g_00936
OG0000386	Prao.g_00225	Pras.g_00937
OG0000387	Prao.g_00238	Pras.g_00950
OG0000388	Prao.g_00241	Pras.g_00953
OG0000389	Prao.g_00244	Pras.g_00957
OG0000390	Prao.g_00251	Pras.g_00964
OG0000391	Prao.g_00255	Pras.g_00967
OG0000392	Prao.g_00259	Pras.g_00971
OG0000393	Prao.g_00261	Pras.g_00973
OG0000394	Prao.g_00262	Pras.g_00974
OG0000395	Prao.g_00263	Pras.g_00975
OG0000396	Prao.g_00266	Pras.g_00978
OG0000397	Prao.g_00268	Pras.g_00980
OG0000398	Prao.g_00270	Pras.g_00982
OG0000399	Prao.g_00271	Pras.g_00983
OG0000400	Prao.g_00272	Pras.g_00984
OG0000401	Prao.g_00273	Pras.g_00985
OG0000402	Prao.g_00274	Pras.g_00987
OG0000403	Prao.g_00275	Pras.g_00988
OG0000404	Prao.g_00276	Pras.g_00989
OG0000405	Prao.g_00280	Pras.g_00993
OG0000406	Prao.g_00285	Pras.g_00998
OG0000407	Prao.g_00286	Pras.g_00999
OG0000408	Prao.g_00288	Pras.g_01001
OG0000409	Prao.g_00290	Pras.g_01003
OG0000410	Prao.g_00291	Pras.g_01004
OG0000411	Prao.g_00292	Pras.g_01005
OG0000412	Prao.g_00293	Pras.g_01006
OG0000413	Prao.g_00294	Pras.g_01007
OG0000414	Prao.g_00295	Pras.g_01008
OG0000415	Prao.g_00296	Pras.g_01009
OG0000416	Prao.g_00297	Pras.g_01010
OG0000417	Prao.g_00298	Pras.g_01011
OG0000418	Prao.g_00303	Pras.g_01016
OG0000419	Prao.g_00305	Pras.g_01018
OG0000420	Prao.g_00306	Pras.g_01019
OG0000421	Prao.g_00311	Pras.g_01024
OG0000422	Prao.g_00312	Pras.g_01025
OG0000423	Prao.g_00313	Pras.g_01026
OG0000424	Prao.g_00314	Pras.g_01027
OG0000425	Prao.g_00315	Pras.g_01028
OG0000426	Prao.g_00316	Pras.g_01029
OG0000427	Prao.g_00317	Pras.g_01030
OG0000428	Prao.g_00319	Pras.g_01032
OG0000429	Prao.g_00320	Pras.g_01033
OG0000430	Prao.g_00321	Pras.g_01034
OG0000431	Prao.g_00323	Pras.g_01036
OG0000432	Prao.g_00326	Pras.g_01039
OG0000433	Prao.g_00327	Pras.g_01040
OG0000434	Prao.g_00328	Pras.g_01041
OG0000435	Prao.g_00329	Pras.g_01042
OG0000436	Prao.g_00334	Pras.g_01047
OG0000437	Prao.g_00335	Pras.g_01048
OG0000438	Prao.g_00336	Pras.g_01049
OG0000439	Prao.g_00338	Pras.g_01051
OG0000440	Prao.g_00339	Pras.g_01052
OG0000441	Prao.g_00342	Pras.g_01055
OG0000442	Prao.g_00343	Pras.g_01056
OG0000443	Prao.g_00344	Pras.g_01057
OG0000444	Prao.g_00349	Pras.g_01063
OG0000445	Prao.g_00350	Pras.g_01064
OG0000446	Prao.g_00351	Pras.g_01065
OG0000447	Prao.g_00352	Pras.g_01066
OG0000448	Prao.g_00353	Pras.g_01067
OG0000449	Prao.g_00354	Pras.g_01068
OG0000450	Prao.g_00355	Pras.g_01069
OG0000451	Prao.g_00356	Pras.g_01070
OG0000452	Prao.g_00359	Pras.g_01073
OG0000453	Prao.g_00360	Pras.g_01074
OG0000454	Prao.g_00361	Pras.g_01075
OG0000455	Prao.g_00362	Pras.g_01076
OG0000456	Prao.g_00363	Pras.g_01077
OG0000457	Prao.g_00364	Pras.g_01078
OG0000458	Prao.g_00365	Pras.g_01079
OG0000459	Prao.g_00366	Pras.g_01080
OG0000460	Prao.g_00373	Pras.g_01087
OG0000461	Prao.g_00380	Pras.g_01094
OG0000462	Prao.g_00382	Pras.g_01096
OG0000463	Prao.g_00383	Pras.g_01097
OG0000464	Prao.g_00384	Pras.g_01098
OG0000465	Prao.g_00385	Pras.g_01099
OG0000466	Prao.g_00388	Pras.g_01102
OG0000467	Prao.g_00389	Pras.g_01103
OG0000468	Prao.g_00391	Pras.g_01105
OG0000469	Prao.g_00400	Pras.g_01114
OG0000470	Prao.g_00402	Pras.g_01116
OG0000471	Prao.g_00403	Pras.g_01117
OG0000472	Prao.g_00404	Pras.g_01118
OG0000473	Prao.g_00406	Pras.g_01120
OG0000474	Prao.g_00407	Pras.g_01121
OG0000475	Prao.g_00408	Pras.g_01122
OG0000476	Prao.g_00409	Pras.g_01123
OG0000477	Prao.g_00412	Pras.g_01127
OG0000478	Prao.g_00413	Pras.g_01128
OG0000479	Prao.g_00414	Pras.g_01129
OG0000480	Prao.g_00419	Pras.g_01134
OG0000481	Prao.g_00421	Pras.g_01136
OG0000482	Prao.g_00422	Pras.g_01137
OG0000483	Prao.g_00425	Pras.g_01140
OG0000484	Prao.g_00426	Pras.g_01141
OG0000485	Prao.g_00427	Pras.g_01142
OG0000486	Prao.g_00428	Pras.g_01143
OG0000487	Prao.g_00432	Pras.g_01146
OG0000488	Prao.g_00435	Pras.g_01149
OG0000489	Prao.g_00440	Pras.g_01155
OG0000490	Prao.g_00444	Pras.g_01160
OG0000491	Prao.g_00445	Pras.g_01161
OG0000492	Prao.g_00447	Pras.g_01163
OG0000493	Prao.g_00448	Pras.g_01164
OG0000494	Prao.g_00449	Pras.g_01165
OG0000495	Prao.g_00450	Pras.g_01166
OG0000496	Prao.g_00451	Pras.g_01167
OG0000497	Prao.g_00452	Pras.g_01168
OG0000498	Prao.g_00453	Pras.g_01169
OG0000499	Prao.g_00454	Pras.g_01170
OG0000500	Prao.g_00455	Pras.g_01171
OG0000501	Prao.g_00457	Pras.g_01173
OG0000502	Prao.g_00460	Pras.g_01176
OG0000503	Prao.g_00470	Pras.g_01187
OG0000504	Prao.g_00471	Pras.g_01188
OG0000505	Prao.g_00472	Pras.g_01189
OG0000506	Prao.g_00474	Pras.g_01191
OG0000507	Prao.g_00476	Pras.g_01194
OG0000508	Prao.g_00479	Pras.g_01198
OG0000509	Prao.g_00481	Pras.g_01200
OG0000510	Prao.g_00482	Pras.g_01201
OG0000511	Prao.g_00483	Pras.g_01202
OG0000512	Prao.g_00485	Pras.g_01204
OG0000513	Prao.g_00492	Pras.g_01211
OG0000514	Prao.g_00535	Pras.g_01309
OG0000515	Prao.g_00536	Pras.g_01310
OG0000516	Prao.g_00537	Pras.g_01311
OG0000517	Prao.g_00539	Pras.g_01313
OG0000518	Prao.g_00550	Pras.g_01324
OG0000519	Prao.g_00551	Pras.g_01325
OG0000520	Prao.g_00552	Pras.g_01326
OG0000521	Prao.g_00557	Pras.g_01331
OG0000522	Prao.g_00559	Pras.g_01332
OG0000523	Prao.g_00560	Pras.g_01333
OG0000524	Prao.g_00567	Pras.g_01339
OG0000525	Prao.g_00570	Pras.g_01342
OG0000526	Prao.g_00571	Pras.g_01343
OG0000527	Prao.g_00579	Pras.g_01351
OG0000528	Prao.g_00584	Pras.g_01356
OG0000529	Prao.g_00587	Pras.g_01359
OG0000530	Prao.g_00590	Pras.g_01362
OG0000531	Prao.g_00591	Pras.g_01363
OG0000532	Prao.g_00593	Pras.g_01365
OG0000533	Prao.g_00594	Pras.g_01366
OG0000534	Prao.g_00595	Pras.g_01367
OG0000535	Prao.g_00596	Pras.g_01368
OG0000536	Prao.g_00597	Pras.g_01369
OG0000537	Prao.g_00598	Pras.g_01370
OG0000538	Prao.g_00606	Pras.g_01378
OG0000539	Prao.g_00607	Pras.g_01379
OG0000540	Prao.g_00608	Pras.g_01380
OG0000541	Prao.g_00609	Pras.g_01381
OG0000542	Prao.g_00611	Pras.g_01383
OG0000543	Prao.g_00613	Pras.g_01385
OG0000544	Prao.g_00614	Pras.g_01386
OG0000545	Prao.g_00616	Pras.g_01388
OG0000546	Prao.g_00619	Pras.g_01391
OG0000547	Prao.g_00621	Pras.g_01393
OG0000548	Prao.g_00622	Pras.g_01394
OG0000549	Prao.g_00624	Pras.g_01396
OG0000550	Prao.g_00629	Pras.g_01401
OG0000551	Prao.g_00633	Pras.g_01404
OG0000552	Prao.g_00634	Pras.g_01405
OG0000553	Prao.g_00635	Pras.g_01406
OG0000554	Prao.g_01857	Pras.g_01411
OG0000555	Prao.g_01161	Pras.g_01419
OG0000556	Prao.g_01163	Pras.g_01421
OG0000557	Prao.g_01164	Pras.g_01422
OG0000558	Prao.g_01166	Pras.g_01424
OG0000559	Prao.g_01170	Pras.g_01428
OG0000560	Prao.g_01173	Pras.g_01431
OG0000561	Prao.g_01174	Pras.g_01432
OG0000562	Prao.g_01175	Pras.g_01433
