Orthogroup	Prao	Syad
OG0000196	Prao.g_00299	Syad.g_02894
OG0000197	Prao.g_00300	Syad.g_02895
OG0000198	Prao.g_00301	Syad.g_02896
OG0000199	Prao.g_00308	Syad.g_02904
OG0000200	Prao.g_00322	Syad.g_02921
OG0000201	Prao.g_00330	Syad.g_02937
OG0000202	Prao.g_00331	Syad.g_02938
OG0000203	Prao.g_00332	Syad.g_02939
OG0000204	Prao.g_00333	Syad.g_02940
OG0000205	Prao.g_00340	Syad.g_02948
OG0000206	Prao.g_00345	Syad.g_02955
OG0000207	Prao.g_00347	Syad.g_02957
OG0000208	Prao.g_00348	Syad.g_02958
OG0000209	Prao.g_00357	Syad.g_02981
OG0000210	Prao.g_00358	Syad.g_02982
OG0000211	Prao.g_00371	Syad.g_00813
OG0000212	Prao.g_00378	Syad.g_00825
OG0000213	Prao.g_00395	Syad.g_00556
OG0000214	Prao.g_00405	Syad.g_00538
OG0000215	Prao.g_00429	Syad.g_00508
OG0000216	Prao.g_00431	Syad.g_00504, Syad.g_00285
OG0000217	Prao.g_00434	Syad.g_00500
OG0000218	Prao.g_00436	Syad.g_00498
OG0000219	Prao.g_00437	Syad.g_00497
OG0000220	Prao.g_00438	Syad.g_00496
OG0000221	Prao.g_00439	Syad.g_00488
OG0000222	Prao.g_00446	Syad.g_00473
OG0000223	Prao.g_00459	Syad.g_00451
OG0000224	Prao.g_00461	Syad.g_00444
OG0000225	Prao.g_00480	Syad.g_00777
OG0000226	Prao.g_00484	Syad.g_00781
OG0000227	Prao.g_00486	Syad.g_00783
OG0000228	Prao.g_00489	Syad.g_00784
OG0000229	Prao.g_00540	Syad.g_02450
OG0000230	Prao.g_00542	Syad.g_02448
OG0000231	Prao.g_00553	Syad.g_02436
OG0000232	Prao.g_00564	Syad.g_02392
OG0000233	Prao.g_00569	Syad.g_02382
OG0000234	Prao.g_00582	Syad.g_02351
OG0000235	Prao.g_00585	Syad.g_00903
OG0000236	Prao.g_00599	Syad.g_00918
OG0000237	Prao.g_00612	Syad.g_00936
OG0000238	Prao.g_00618	Syad.g_00941
OG0000239	Prao.g_00631	Syad.g_00957
OG0000240	Prao.g_00632	Syad.g_00958
OG0000241	Prao.g_01861	Syad.g_02160
OG0000242	Prao.g_01859	Syad.g_00975
OG0000243	Prao.g_01162	Syad.g_01000
OG0000244	Prao.g_01165	Syad.g_01012
OG0000245	Prao.g_01167	Syad.g_01014
OG0000246	Prao.g_01171	Syad.g_01017
OG0000247	Prao.g_01181	Syad.g_01029
OG0000248	Prao.g_01183	Syad.g_01032
OG0000249	Prao.g_01185	Syad.g_01034
OG0000250	Prao.g_01864	Syad.g_01044
OG0000251	Prao.g_00029	Syad.g_01071
OG0000252	Prao.g_00032	Syad.g_01078
OG0000253	Prao.g_00033	Syad.g_01081
OG0000254	Prao.g_00049	Syad.g_02203
OG0000255	Prao.g_00055	Syad.g_02185
OG0000256	Prao.g_00066	Syad.g_02167
OG0000257	Prao.g_00069	Syad.g_02161
OG0000258	Prao.g_00082	Syad.g_02143
OG0000259	Prao.g_00099	Syad.g_01576
OG0000260	Prao.g_00102	Syad.g_01587
OG0000261	Prao.g_00104	Syad.g_01590
OG0000262	Prao.g_00108	Syad.g_01595
OG0000263	Prao.g_00119	Syad.g_01475
OG0000264	Prao.g_00129	Syad.g_01360
OG0000265	Prao.g_00648	Syad.g_01383
OG0000266	Prao.g_00658	Syad.g_01804
OG0000267	Prao.g_00669	Syad.g_01645
OG0000268	Prao.g_00670	Syad.g_01646
OG0000269	Prao.g_00736	Syad.g_01894
OG0000270	Prao.g_00739	Syad.g_01891
OG0000271	Prao.g_00747	Syad.g_01883
OG0000272	Prao.g_00748	Syad.g_01882
OG0000273	Prao.g_00771	Syad.g_01247
OG0000274	Prao.g_00772	Syad.g_01246
OG0000275	Prao.g_00775	Syad.g_01242
OG0000276	Prao.g_00780	Syad.g_01229
OG0000277	Prao.g_00781	Syad.g_01228
OG0000278	Prao.g_00784	Syad.g_01225
OG0000279	Prao.g_00791	Syad.g_01208
OG0000280	Prao.g_00792	Syad.g_01198
OG0000281	Prao.g_00797	Syad.g_00624
OG0000282	Prao.g_00847	Syad.g_01619
OG0000283	Prao.g_00879	Syad.g_01661
OG0000284	Prao.g_00884	Syad.g_01787
OG0000285	Prao.g_00889	Syad.g_01776
OG0000286	Prao.g_00901	Syad.g_01758
OG0000287	Prao.g_00918	Syad.g_01720
OG0000288	Prao.g_00947	Syad.g_01687
OG0000289	Prao.g_00958	Syad.g_01672
OG0000290	Prao.g_00971	Syad.g_01287
OG0000291	Prao.g_00973	Syad.g_01289
OG0000292	Prao.g_01025	Syad.g_00155
OG0000293	Prao.g_01098	Syad.g_01124
OG0000294	Prao.g_01097	Syad.g_01125
OG0000295	Prao.g_01077	Syad.g_01181
OG0000296	Prao.g_01075	Syad.g_01183
OG0000297	Prao.g_01067	Syad.g_01512
OG0000298	Prao.g_01066	Syad.g_01511
OG0000299	Prao.g_01049	Syad.g_01462
OG0000300	Prao.g_01046	Syad.g_01455
OG0000301	Prao.g_01045	Syad.g_01454
OG0000302	Prao.g_01043	Syad.g_01453
OG0000303	Prao.g_01036	Syad.g_01442
OG0000304	Prao.g_01032	Syad.g_01436
OG0000305	Prao.g_01247	Syad.g_01292
OG0000306	Prao.g_01244	Syad.g_01989
OG0000307	Prao.g_01230	Syad.g_00883
OG0000308	Prao.g_01229	Syad.g_00881
OG0000309	Prao.g_01225	Syad.g_00876
OG0000310	Prao.g_01382	Syad.g_02250
OG0000311	Prao.g_01384	Syad.g_02254
OG0000312	Prao.g_01387	Syad.g_02265
OG0000313	Prao.g_01401	Syad.g_02284
OG0000314	Prao.g_01423	Syad.g_02313, Syad.g_02231
OG0000315	Prao.g_01433	Syad.g_02323
OG0000316	Prao.g_01453	Syad.g_02564
OG0000317	Prao.g_01550	Syad.g_02620
OG0000318	Prao.g_01553	Syad.g_02624
OG0000319	Prao.g_01566	Syad.g_02642
OG0000320	Prao.g_01568	Syad.g_02644
OG0000321	Prao.g_01569	Syad.g_02645
OG0000322	Prao.g_01570	Syad.g_02646
OG0000323	Prao.g_01579	Syad.g_02661
OG0000324	Prao.g_01605	Syad.g_02505
OG0000325	Prao.g_01616	Syad.g_00591
OG0000326	Prao.g_01622	Syad.g_00598
OG0000327	Prao.g_01646	Syad.g_00649
OG0000328	Prao.g_01647	Syad.g_00650
OG0000329	Prao.g_01664	Syad.g_00668
OG0000330	Prao.g_01665	Syad.g_00669
OG0000331	Prao.g_01666	Syad.g_00670
OG0000332	Prao.g_01680	Syad.g_00685
OG0000333	Prao.g_01682	Syad.g_00688
OG0000334	Prao.g_01690	Syad.g_00697
OG0000335	Prao.g_01695	Syad.g_00702
OG0000336	Prao.g_01699	Syad.g_00706
OG0000337	Prao.g_01715	Syad.g_00425, Syad.g_00427
OG0000338	Prao.g_01716	Syad.g_00421
OG0000339	Prao.g_01720	Syad.g_00414
OG0000340	Prao.g_01728	Syad.g_00370
OG0000341	Prao.g_01730	Syad.g_00368
OG0000342	Prao.g_01731	Syad.g_00367
OG0000343	Prao.g_01732	Syad.g_00366
OG0000344	Prao.g_01735	Syad.g_00362
OG0000345	Prao.g_01740	Syad.g_00352
OG0000346	Prao.g_01744	Syad.g_00347
OG0000347	Prao.g_01760	Syad.g_00318
OG0000348	Prao.g_01770	Syad.g_00233
OG0000349	Prao.g_01787	Syad.g_00213
OG0000350	Prao.g_01806	Syad.g_00605
OG0000351	Prao.g_01823	Syad.g_00134
OG0000352	Prao.g_01824	Syad.g_00135
OG0000353	Prao.g_01840	Syad.g_00161
OG0000354	Prao.g_00637	Syad.g_00947, Syad.g_00181
OG0000355	Prao.g_01842	Syad.g_00163
OG0000356	Prao.g_01843	Syad.g_00164
OG0000357	Prao.g_01844	Syad.g_00165
OG0000358	Prao.g_01848	Syad.g_00169
OG0000359	Prao.g_01849	Syad.g_00171
OG0000360	Prao.g_01850	Syad.g_00172
OG0000361	Prao.g_00157	Syad.g_00173
OG0000362	Prao.g_00159	Syad.g_00175
OG0000363	Prao.g_00161	Syad.g_00177
OG0000364	Prao.g_00162	Syad.g_00178
OG0000365	Prao.g_00167	Syad.g_00187
OG0000366	Prao.g_00168	Syad.g_00188
OG0000367	Prao.g_00169	Syad.g_00189
OG0000368	Prao.g_00171	Syad.g_00191
OG0000369	Prao.g_00172	Syad.g_00192
OG0000370	Prao.g_00173	Syad.g_00193
OG0000371	Prao.g_00178	Syad.g_00201
OG0000372	Prao.g_00181	Syad.g_00206
OG0000373	Prao.g_00182	Syad.g_00207
OG0000374	Prao.g_00183	Syad.g_00208
OG0000375	Prao.g_00186	Syad.g_00209
OG0000376	Prao.g_00188	Syad.g_00211
OG0000377	Prao.g_00191	Syad.g_03027
OG0000378	Prao.g_00193	Syad.g_03012
OG0000379	Prao.g_00196	Syad.g_03005
OG0000380	Prao.g_00205	Syad.g_02725
OG0000381	Prao.g_00209	Syad.g_02729
OG0000382	Prao.g_00220	Syad.g_02758
OG0000383	Prao.g_00222	Syad.g_02761
OG0000384	Prao.g_00223	Syad.g_02762
OG0000385	Prao.g_00224	Syad.g_02763
OG0000386	Prao.g_00225	Syad.g_02764
OG0000387	Prao.g_00238	Syad.g_02792
OG0000388	Prao.g_00241	Syad.g_02796
OG0000389	Prao.g_00244	Syad.g_02800
OG0000390	Prao.g_00251	Syad.g_02818
OG0000391	Prao.g_00255	Syad.g_02823
OG0000392	Prao.g_00259	Syad.g_02833
OG0000393	Prao.g_00261	Syad.g_02837
OG0000394	Prao.g_00262	Syad.g_02838
OG0000395	Prao.g_00263	Syad.g_02839
OG0000396	Prao.g_00266	Syad.g_02843
OG0000397	Prao.g_00268	Syad.g_02845
OG0000398	Prao.g_00270	Syad.g_02850
OG0000399	Prao.g_00271	Syad.g_02851
OG0000400	Prao.g_00272	Syad.g_02852
OG0000401	Prao.g_00273	Syad.g_02853
OG0000402	Prao.g_00274	Syad.g_02855
OG0000403	Prao.g_00275	Syad.g_02856
OG0000404	Prao.g_00276	Syad.g_02858
OG0000405	Prao.g_00280	Syad.g_02874
OG0000406	Prao.g_00285	Syad.g_02878
OG0000407	Prao.g_00286	Syad.g_02879
OG0000408	Prao.g_00288	Syad.g_02883
OG0000409	Prao.g_00290	Syad.g_02885
OG0000410	Prao.g_00291	Syad.g_02886
OG0000411	Prao.g_00292	Syad.g_02887
OG0000412	Prao.g_00293	Syad.g_02888
OG0000413	Prao.g_00294	Syad.g_02890
OG0000415	Prao.g_00296	Syad.g_02891
OG0000416	Prao.g_00297	Syad.g_02892
OG0000417	Prao.g_00298	Syad.g_02893
OG0000418	Prao.g_00303	Syad.g_02898
OG0000419	Prao.g_00305	Syad.g_02900
OG0000420	Prao.g_00306	Syad.g_02902
OG0000421	Prao.g_00311	Syad.g_02907
OG0000422	Prao.g_00312	Syad.g_02908
OG0000423	Prao.g_00313	Syad.g_02909
OG0000424	Prao.g_00314	Syad.g_02910
OG0000425	Prao.g_00315	Syad.g_02911
OG0000426	Prao.g_00316	Syad.g_02912
OG0000427	Prao.g_00317	Syad.g_02913
OG0000428	Prao.g_00319	Syad.g_02916
OG0000429	Prao.g_00320	Syad.g_02918
OG0000430	Prao.g_00321	Syad.g_02920
OG0000431	Prao.g_00323	Syad.g_02923
OG0000432	Prao.g_00326	Syad.g_02930
OG0000433	Prao.g_00327	Syad.g_02933
OG0000434	Prao.g_00328	Syad.g_02934
OG0000435	Prao.g_00329	Syad.g_02936
OG0000436	Prao.g_00334	Syad.g_02942
OG0000437	Prao.g_00335	Syad.g_02943
OG0000438	Prao.g_00336	Syad.g_02944
OG0000439	Prao.g_00338	Syad.g_02946
OG0000440	Prao.g_00339	Syad.g_02947
OG0000441	Prao.g_00342	Syad.g_02951
OG0000442	Prao.g_00343	Syad.g_02952
OG0000443	Prao.g_00344	Syad.g_02953
OG0000444	Prao.g_00349	Syad.g_02964
OG0000445	Prao.g_00350	Syad.g_02965
OG0000446	Prao.g_00351	Syad.g_02967
OG0000447	Prao.g_00352	Syad.g_02970
OG0000448	Prao.g_00353	Syad.g_02971
OG0000449	Prao.g_00354	Syad.g_02972
OG0000450	Prao.g_00355	Syad.g_02978
OG0000451	Prao.g_00356	Syad.g_02979
OG0000452	Prao.g_00359	Syad.g_02983
OG0000453	Prao.g_00360	Syad.g_02984
OG0000454	Prao.g_00361	Syad.g_02985
OG0000455	Prao.g_00362	Syad.g_02986
OG0000456	Prao.g_00363	Syad.g_02987
OG0000457	Prao.g_00364	Syad.g_02989
OG0000458	Prao.g_00365	Syad.g_02998
OG0000459	Prao.g_00366	Syad.g_02999
OG0000460	Prao.g_00373	Syad.g_00815
OG0000461	Prao.g_00380	Syad.g_00579
OG0000462	Prao.g_00382	Syad.g_00576
OG0000463	Prao.g_00383	Syad.g_00575
OG0000464	Prao.g_00384	Syad.g_00574
OG0000465	Prao.g_00385	Syad.g_00573
OG0000466	Prao.g_00388	Syad.g_00568
OG0000467	Prao.g_00389	Syad.g_00566
OG0000468	Prao.g_00391	Syad.g_00561
OG0000469	Prao.g_00400	Syad.g_00545
OG0000470	Prao.g_00402	Syad.g_00542
OG0000471	Prao.g_00403	Syad.g_00541
OG0000472	Prao.g_00404	Syad.g_00539
OG0000473	Prao.g_00406	Syad.g_00537
OG0000474	Prao.g_00407	Syad.g_00536
OG0000475	Prao.g_00408	Syad.g_00535
OG0000476	Prao.g_00409	Syad.g_00533
OG0000477	Prao.g_00412	Syad.g_00528
OG0000478	Prao.g_00413	Syad.g_00527
OG0000479	Prao.g_00414	Syad.g_00526
OG0000480	Prao.g_00419	Syad.g_00520
OG0000481	Prao.g_00421	Syad.g_00518
OG0000482	Prao.g_00422	Syad.g_00517
OG0000483	Prao.g_00425	Syad.g_00513
OG0000484	Prao.g_00426	Syad.g_00512
OG0000485	Prao.g_00427	Syad.g_00511
OG0000486	Prao.g_00428	Syad.g_00510
OG0000487	Prao.g_00432	Syad.g_00503
OG0000488	Prao.g_00435	Syad.g_00499
OG0000489	Prao.g_00440	Syad.g_00487
OG0000490	Prao.g_00444	Syad.g_00475
OG0000491	Prao.g_00445	Syad.g_00474
OG0000492	Prao.g_00447	Syad.g_00472
OG0000493	Prao.g_00448	Syad.g_00471
OG0000494	Prao.g_00449	Syad.g_00470
OG0000495	Prao.g_00450	Syad.g_00469
OG0000496	Prao.g_00451	Syad.g_00468
OG0000497	Prao.g_00452	Syad.g_00467
OG0000498	Prao.g_00453	Syad.g_00466
OG0000499	Prao.g_00454	Syad.g_00465
OG0000500	Prao.g_00455	Syad.g_00464
OG0000501	Prao.g_00457	Syad.g_00461
OG0000502	Prao.g_00460	Syad.g_00449
OG0000503	Prao.g_00470	Syad.g_00761
OG0000504	Prao.g_00471	Syad.g_00763
OG0000505	Prao.g_00472	Syad.g_00764
OG0000506	Prao.g_00474	Syad.g_00766
OG0000507	Prao.g_00476	Syad.g_00772
OG0000508	Prao.g_00479	Syad.g_00776
OG0000509	Prao.g_00481	Syad.g_00778
OG0000510	Prao.g_00482	Syad.g_00779
OG0000511	Prao.g_00483	Syad.g_00780
OG0000512	Prao.g_00485	Syad.g_00782
OG0000513	Prao.g_00492	Syad.g_00789
OG0000514	Prao.g_00535	Syad.g_00795
OG0000515	Prao.g_00536	Syad.g_00796
OG0000516	Prao.g_00537	Syad.g_02456
OG0000517	Prao.g_00539	Syad.g_02451
OG0000518	Prao.g_00550	Syad.g_02439
OG0000519	Prao.g_00551	Syad.g_02438
OG0000520	Prao.g_00552	Syad.g_02437
OG0000521	Prao.g_00557	Syad.g_01108
OG0000522	Prao.g_00559	Syad.g_01109
OG0000523	Prao.g_00560	Syad.g_01110
OG0000524	Prao.g_00567	Syad.g_02386
OG0000525	Prao.g_00570	Syad.g_02363
OG0000526	Prao.g_00571	Syad.g_02360
OG0000527	Prao.g_00579	Syad.g_02355
OG0000528	Prao.g_00584	Syad.g_00897
OG0000529	Prao.g_00587	Syad.g_00905
OG0000530	Prao.g_00590	Syad.g_00908
OG0000531	Prao.g_00591	Syad.g_00909
OG0000532	Prao.g_00593	Syad.g_00912
OG0000533	Prao.g_00594	Syad.g_00913
OG0000534	Prao.g_00595	Syad.g_00914
OG0000535	Prao.g_00596	Syad.g_00915
OG0000536	Prao.g_00597	Syad.g_00916
OG0000537	Prao.g_00598	Syad.g_00917
OG0000538	Prao.g_00606	Syad.g_00929
OG0000539	Prao.g_00607	Syad.g_00930
OG0000540	Prao.g_00608	Syad.g_00931
OG0000541	Prao.g_00609	Syad.g_00932
OG0000542	Prao.g_00611	Syad.g_00935
OG0000543	Prao.g_00613	Syad.g_00937
OG0000544	Prao.g_00614	Syad.g_00938
OG0000545	Prao.g_00616	Syad.g_00940
OG0000546	Prao.g_00619	Syad.g_00942
OG0000547	Prao.g_00621	Syad.g_00944
OG0000548	Prao.g_00622	Syad.g_00945
OG0000549	Prao.g_00624	Syad.g_00952
OG0000550	Prao.g_00629	Syad.g_00956
OG0000551	Prao.g_00633	Syad.g_00960
OG0000552	Prao.g_00634	Syad.g_00961
OG0000553	Prao.g_00635	Syad.g_00965
OG0000554	Prao.g_01857	Syad.g_00978
OG0000555	Prao.g_01161	Syad.g_00999
OG0000556	Prao.g_01163	Syad.g_01003
OG0000557	Prao.g_01164	Syad.g_01011
OG0000558	Prao.g_01166	Syad.g_01013
OG0000559	Prao.g_01170	Syad.g_01016
OG0000560	Prao.g_01173	Syad.g_01019
OG0000561	Prao.g_01174	Syad.g_01020
OG0000562	Prao.g_01175	Syad.g_01021
OG0000563	Prao.g_01176	Syad.g_01022
OG0000564	Prao.g_01177	Syad.g_01023
OG0000565	Prao.g_01180	Syad.g_01027
OG0000566	Prao.g_01182	Syad.g_01031
OG0000567	Prao.g_01186	Syad.g_01035
OG0000568	Prao.g_01187	Syad.g_01040
OG0000569	Prao.g_01862	Syad.g_01041
OG0000570	Prao.g_01863	Syad.g_01042
OG0000571	Prao.g_01865	Syad.g_01046
OG0000572	Prao.g_00025	Syad.g_01064
OG0000573	Prao.g_00030	Syad.g_01072
OG0000574	Prao.g_00031	Syad.g_01077
OG0000575	Prao.g_00035	Syad.g_01083
OG0000576	Prao.g_00037	Syad.g_01085
OG0000577	Prao.g_00038	Syad.g_01086
OG0000578	Prao.g_00039	Syad.g_01087
OG0000579	Prao.g_00040	Syad.g_01088
OG0000580	Prao.g_00041	Syad.g_01089
OG0000581	Prao.g_00043	Syad.g_01097
OG0000582	Prao.g_00046	Syad.g_02206
OG0000583	Prao.g_00047	Syad.g_02205
OG0000584	Prao.g_00048	Syad.g_02204
OG0000585	Prao.g_00050	Syad.g_02202
OG0000586	Prao.g_00051	Syad.g_02201
OG0000587	Prao.g_00052	Syad.g_02199
