Orthogroup	Pral	Syak
OG0000183	Pral.g_01021	Syak.g_01766
OG0000184	Pral.g_00996	Syak.g_01955
OG0000185	Pral.g_00993	Syak.g_01971
OG0000186	Pral.g_00984	Syak.g_02258
OG0000187	Pral.g_00983	Syak.g_02257
OG0000188	Pral.g_00965	Syak.g_02235
OG0000189	Pral.g_00951	Syak.g_02203
OG0000190	Pral.g_00950	Syak.g_01575
OG0000191	Pral.g_00928	Syak.g_02171
OG0000192	Pral.g_00923	Syak.g_02165
OG0000193	Pral.g_00899	Syak.g_02127
OG0000194	Pral.g_00896	Syak.g_02124
OG0000195	Pral.g_00894	Syak.g_02122
OG0000196	Pral.g_00883	Syak.g_02111
OG0000197	Pral.g_00882	Syak.g_02110
OG0000198	Pral.g_00881	Syak.g_02109
OG0000199	Pral.g_00873	Syak.g_02100
OG0000200	Pral.g_00860	Syak.g_02083
OG0000201	Pral.g_00851	Syak.g_02068
OG0000202	Pral.g_00850	Syak.g_02067
OG0000203	Pral.g_00849	Syak.g_02066
OG0000204	Pral.g_00848	Syak.g_02065
OG0000205	Pral.g_00842	Syak.g_02058
OG0000206	Pral.g_00837	Syak.g_02038
OG0000207	Pral.g_00835	Syak.g_02025
OG0000208	Pral.g_00834	Syak.g_02024
OG0000209	Pral.g_00825	Syak.g_01995
OG0000210	Pral.g_00824	Syak.g_01994
OG0000211	Pral.g_00807	Syak.g_02017, Syak.g_02300
OG0000212	Pral.g_00799	Syak.g_02311
OG0000213	Pral.g_00781	Syak.g_01425
OG0000214	Pral.g_00772	Syak.g_01442
OG0000215	Pral.g_00746	Syak.g_01474
OG0000216	Pral.g_00744	Syak.g_01478
OG0000217	Pral.g_00741	Syak.g_01482
OG0000218	Pral.g_00739	Syak.g_01484
OG0000219	Pral.g_00738	Syak.g_01485
OG0000220	Pral.g_00737	Syak.g_01486
OG0000221	Pral.g_00736	Syak.g_01498
OG0000222	Pral.g_00729	Syak.g_01512
OG0000223	Pral.g_00716	Syak.g_01531
OG0000224	Pral.g_00714	Syak.g_01532
OG0000225	Pral.g_00686	Syak.g_01230
OG0000226	Pral.g_00682	Syak.g_01226
OG0000227	Pral.g_00680	Syak.g_01224
OG0000228	Pral.g_00677	Syak.g_01216
OG0000229	Pral.g_00658	Syak.g_01191
OG0000230	Pral.g_00656	Syak.g_01189
OG0000231	Pral.g_00644	Syak.g_01176
OG0000232	Pral.g_00631	Syak.g_01156
OG0000233	Pral.g_00625	Syak.g_01145
OG0000234	Pral.g_00616	Syak.g_01116
OG0000235	Pral.g_00612	Syak.g_02573
OG0000236	Pral.g_00597	Syak.g_02589
OG0000237	Pral.g_00584	Syak.g_02607
OG0000238	Pral.g_00578	Syak.g_02612
OG0000239	Pral.g_00565	Syak.g_02628
OG0000240	Pral.g_00564	Syak.g_02629
OG0000241	Pral.g_00560	Syak.g_00027
OG0000242	Pral.g_00558	Syak.g_02638
OG0000243	Pral.g_00547	Syak.g_02658
OG0000244	Pral.g_00544	Syak.g_02665
OG0000245	Pral.g_00542	Syak.g_02667
OG0000246	Pral.g_00538	Syak.g_02671
OG0000247	Pral.g_00527	Syak.g_02681
OG0000248	Pral.g_00524	Syak.g_02684
OG0000249	Pral.g_00522	Syak.g_02686
OG0000250	Pral.g_00516	Syak.g_02694
OG0000251	Pral.g_00498	Syak.g_02722
OG0000252	Pral.g_00495	Syak.g_02725
OG0000253	Pral.g_00494	Syak.g_02727
OG0000254	Pral.g_00477	Syak.g_02752
OG0000255	Pral.g_00470	Syak.g_02772
OG0000256	Pral.g_00460	Syak.g_00020
OG0000257	Pral.g_01430	Syak.g_00026
OG0000258	Pral.g_01444	Syak.g_00044
OG0000259	Pral.g_01461	Syak.g_00334
OG0000260	Pral.g_01464	Syak.g_00338
OG0000261	Pral.g_01467	Syak.g_00348
OG0000262	Pral.g_01471	Syak.g_00353
OG0000263	Pral.g_01761	Syak.g_00828
OG0000264	Pral.g_01750	Syak.g_00698
OG0000265	Pral.g_01729	Syak.g_00211
OG0000266	Pral.g_01719	Syak.g_00778
OG0000267	Pral.g_01706	Syak.g_00555
OG0000268	Pral.g_01705	Syak.g_00554
OG0000269	Pral.g_01483	Syak.g_00429
OG0000270	Pral.g_01486	Syak.g_00432
OG0000271	Pral.g_01494	Syak.g_00440
OG0000272	Pral.g_01495	Syak.g_00441
OG0000273	Pral.g_01518	Syak.g_00616
OG0000274	Pral.g_01519	Syak.g_00615
OG0000275	Pral.g_01522	Syak.g_00611
OG0000276	Pral.g_01527	Syak.g_00604
OG0000277	Pral.g_01528	Syak.g_00603
OG0000278	Pral.g_01531	Syak.g_00600
OG0000279	Pral.g_01538	Syak.g_00592
OG0000280	Pral.g_01539	Syak.g_00582
OG0000281	Pral.g_01546	Syak.g_00339
OG0000282	Pral.g_01797	Syak.g_00375
OG0000283	Pral.g_01655	Syak.g_00541
OG0000284	Pral.g_01650	Syak.g_00536
OG0000285	Pral.g_01644	Syak.g_00523
OG0000286	Pral.g_01628	Syak.g_00504
OG0000287	Pral.g_00050	Syak.g_00477
OG0000288	Pral.g_01594	Syak.g_00644
OG0000289	Pral.g_01609	Syak.g_00659
OG0000290	Pral.g_01564	Syak.g_00738
OG0000291	Pral.g_01562	Syak.g_00734, Syak.g_00737
OG0000292	Pral.g_01316	Syak.g_01802
OG0000293	Pral.g_01357	Syak.g_00910
OG0000294	Pral.g_01358	Syak.g_00909
OG0000295	Pral.g_01382	Syak.g_00863
OG0000296	Pral.g_01384	Syak.g_00861
OG0000297	Pral.g_01394	Syak.g_00848
OG0000298	Pral.g_01395	Syak.g_00847
OG0000299	Pral.g_01415	Syak.g_00820
OG0000300	Pral.g_01419	Syak.g_00813
OG0000301	Pral.g_01420	Syak.g_00812
OG0000302	Pral.g_01422	Syak.g_00811
OG0000303	Pral.g_01428	Syak.g_00674
OG0000304	Pral.g_00455	Syak.g_00680
OG0000305	Pral.g_01323	Syak.g_00732
OG0000306	Pral.g_01550	Syak.g_00094
OG0000307	Pral.g_01213	Syak.g_02556
OG0000308	Pral.g_01212	Syak.g_02554
OG0000309	Pral.g_01208	Syak.g_02549
OG0000310	Pral.g_01181	Syak.g_00994
OG0000311	Pral.g_01179	Syak.g_00999
OG0000312	Pral.g_01176	Syak.g_01028
OG0000313	Pral.g_01157	Syak.g_01046
OG0000314	Pral.g_01133	Syak.g_01079
OG0000315	Pral.g_01123	Syak.g_01090
OG0000316	Pral.g_01095	Syak.g_02462
OG0000317	Pral.g_00104	Syak.g_02419
OG0000318	Pral.g_00108	Syak.g_02415
OG0000319	Pral.g_00121	Syak.g_02399
OG0000320	Pral.g_00123	Syak.g_02397
OG0000321	Pral.g_00124	Syak.g_02396
OG0000322	Pral.g_00125	Syak.g_02395
OG0000323	Pral.g_00134	Syak.g_02380
OG0000324	Pral.g_00162	Syak.g_02347
OG0000325	Pral.g_00172	Syak.g_01391
OG0000326	Pral.g_00179	Syak.g_01384
OG0000327	Pral.g_00201	Syak.g_01350
OG0000328	Pral.g_00202	Syak.g_01349
OG0000329	Pral.g_00219	Syak.g_01331
OG0000330	Pral.g_00220	Syak.g_01330
OG0000331	Pral.g_00221	Syak.g_01329
OG0000332	Pral.g_00235	Syak.g_01314
OG0000333	Pral.g_00237	Syak.g_01311
OG0000334	Pral.g_00246	Syak.g_01302
OG0000335	Pral.g_00251	Syak.g_01298
OG0000336	Pral.g_00255	Syak.g_01294
OG0000337	Pral.g_00274	Syak.g_01555
OG0000338	Pral.g_00275	Syak.g_01558
OG0000339	Pral.g_00280	Syak.g_01566
OG0000340	Pral.g_00289	Syak.g_01626
OG0000341	Pral.g_00291	Syak.g_01628
OG0000342	Pral.g_00292	Syak.g_01629
OG0000343	Pral.g_00293	Syak.g_01631
OG0000344	Pral.g_00296	Syak.g_01635
OG0000345	Pral.g_00302	Syak.g_01645
OG0000346	Pral.g_00306	Syak.g_01651
OG0000347	Pral.g_00323	Syak.g_01694
OG0000348	Pral.g_00331	Syak.g_01717
OG0000349	Pral.g_00349	Syak.g_01740
OG0000350	Pral.g_00370	Syak.g_01377
OG0000351	Pral.g_00390	Syak.g_01823
OG0000352	Pral.g_00391	Syak.g_01822
OG0000353	Pral.g_00409	Syak.g_01796
OG0000354	Pral.g_01677	Syak.g_02618, Syak.g_01775
OG0000355	Pral.g_00411	Syak.g_01793
OG0000356	Pral.g_00412	Syak.g_01792
OG0000357	Pral.g_00413	Syak.g_01791
OG0000358	Pral.g_00417	Syak.g_01787
OG0000359	Pral.g_00418	Syak.g_01785
OG0000360	Pral.g_00419	Syak.g_01784
OG0000361	Pral.g_00420	Syak.g_01783
OG0000362	Pral.g_00422	Syak.g_01781
OG0000363	Pral.g_01030	Syak.g_01779
OG0000364	Pral.g_01029	Syak.g_01778
OG0000365	Pral.g_01024	Syak.g_01769
OG0000366	Pral.g_01023	Syak.g_01768
OG0000367	Pral.g_01022	Syak.g_01767
OG0000368	Pral.g_01020	Syak.g_01765
OG0000369	Pral.g_01019	Syak.g_01764
OG0000370	Pral.g_01018	Syak.g_01763
OG0000371	Pral.g_01011	Syak.g_01753
OG0000372	Pral.g_01009	Syak.g_01748
OG0000373	Pral.g_01008	Syak.g_01747
OG0000374	Pral.g_01007	Syak.g_01746
OG0000375	Pral.g_01005	Syak.g_01744
OG0000376	Pral.g_01003	Syak.g_01742
OG0000377	Pral.g_00999	Syak.g_01948
OG0000378	Pral.g_00995	Syak.g_01968
OG0000379	Pral.g_00992	Syak.g_01972
OG0000380	Pral.g_00982	Syak.g_02256
OG0000381	Pral.g_00977	Syak.g_02254
OG0000382	Pral.g_00966	Syak.g_02236
OG0000383	Pral.g_00964	Syak.g_02229
OG0000384	Pral.g_00963	Syak.g_02228
OG0000385	Pral.g_00962	Syak.g_02227
OG0000386	Pral.g_00961	Syak.g_02226
OG0000387	Pral.g_00948	Syak.g_02200
OG0000388	Pral.g_00944	Syak.g_02196
OG0000389	Pral.g_00941	Syak.g_02193, Syak.g_02345
OG0000390	Pral.g_00932	Syak.g_02177
OG0000391	Pral.g_00929	Syak.g_02172
OG0000392	Pral.g_00925	Syak.g_02166
OG0000393	Pral.g_00922	Syak.g_02163
OG0000394	Pral.g_00921	Syak.g_02162
OG0000395	Pral.g_00920	Syak.g_02161
OG0000396	Pral.g_00918	Syak.g_02158
OG0000397	Pral.g_00916	Syak.g_02156
OG0000398	Pral.g_00913	Syak.g_02151
OG0000399	Pral.g_00912	Syak.g_02150
OG0000400	Pral.g_00911	Syak.g_02149
OG0000401	Pral.g_00910	Syak.g_02148
OG0000402	Pral.g_00450	Syak.g_02146
OG0000403	Pral.g_00908	Syak.g_02145
OG0000404	Pral.g_00907	Syak.g_02143
OG0000405	Pral.g_00903	Syak.g_02131
OG0000406	Pral.g_00898	Syak.g_02126
OG0000407	Pral.g_00897	Syak.g_02125
OG0000408	Pral.g_00895	Syak.g_02123
OG0000409	Pral.g_00893	Syak.g_02121
OG0000410	Pral.g_00892	Syak.g_02120
OG0000411	Pral.g_00891	Syak.g_02119
OG0000412	Pral.g_00890	Syak.g_02118
OG0000413	Pral.g_00888	Syak.g_02116
OG0000415	Pral.g_00886	Syak.g_02114
OG0000416	Pral.g_00885	Syak.g_02113
OG0000417	Pral.g_00884	Syak.g_02112
OG0000418	Pral.g_00879	Syak.g_02107
OG0000419	Pral.g_00877	Syak.g_02105
OG0000420	Pral.g_00875	Syak.g_02103
OG0000421	Pral.g_00871	Syak.g_02097
OG0000422	Pral.g_00870	Syak.g_02096
OG0000423	Pral.g_00869	Syak.g_02095
OG0000424	Pral.g_00868	Syak.g_02094
OG0000425	Pral.g_00867	Syak.g_02093
OG0000426	Pral.g_00866	Syak.g_02092
OG0000427	Pral.g_00865	Syak.g_02091
OG0000428	Pral.g_00863	Syak.g_02088
OG0000429	Pral.g_00862	Syak.g_02086
OG0000430	Pral.g_00861	Syak.g_02084
OG0000431	Pral.g_00859	Syak.g_02081
OG0000432	Pral.g_00855	Syak.g_02075
OG0000433	Pral.g_00854	Syak.g_02073
OG0000434	Pral.g_00853	Syak.g_02072
OG0000435	Pral.g_00852	Syak.g_02071
OG0000436	Pral.g_00847	Syak.g_02064
OG0000437	Pral.g_00846	Syak.g_02063
OG0000438	Pral.g_00845	Syak.g_02062
OG0000439	Pral.g_00844	Syak.g_02060
OG0000440	Pral.g_00843	Syak.g_02059
OG0000441	Pral.g_00840	Syak.g_02053
OG0000442	Pral.g_00839	Syak.g_02043
OG0000443	Pral.g_00838	Syak.g_02041
OG0000444	Pral.g_00833	Syak.g_02022
OG0000445	Pral.g_00832	Syak.g_02015
OG0000446	Pral.g_00831	Syak.g_02013
OG0000447	Pral.g_00830	Syak.g_02006
OG0000448	Pral.g_00829	Syak.g_02005
OG0000449	Pral.g_00828	Syak.g_02004
OG0000450	Pral.g_00827	Syak.g_01998
OG0000451	Pral.g_00826	Syak.g_01997
OG0000452	Pral.g_00823	Syak.g_01993
OG0000453	Pral.g_00822	Syak.g_01992
OG0000454	Pral.g_00821	Syak.g_01991
OG0000455	Pral.g_00820	Syak.g_01990
OG0000456	Pral.g_00819	Syak.g_01989
OG0000457	Pral.g_00817	Syak.g_01987
OG0000458	Pral.g_00816	Syak.g_01986
OG0000459	Pral.g_00815	Syak.g_01985
OG0000460	Pral.g_00805	Syak.g_02303
OG0000461	Pral.g_00796	Syak.g_01402
OG0000462	Pral.g_00795	Syak.g_01405
OG0000463	Pral.g_00794	Syak.g_01406
OG0000464	Pral.g_00793	Syak.g_01407
OG0000465	Pral.g_00792	Syak.g_01409
OG0000466	Pral.g_00789	Syak.g_01414
OG0000467	Pral.g_00788	Syak.g_01416
OG0000468	Pral.g_00785	Syak.g_01421
OG0000469	Pral.g_00777	Syak.g_01436
OG0000470	Pral.g_00775	Syak.g_01438
OG0000471	Pral.g_00774	Syak.g_01439
OG0000472	Pral.g_00773	Syak.g_01441
OG0000473	Pral.g_00771	Syak.g_01443
OG0000474	Pral.g_00770	Syak.g_01444
OG0000475	Pral.g_00769	Syak.g_01445
OG0000476	Pral.g_00767	Syak.g_01447
OG0000477	Pral.g_00764	Syak.g_01453
OG0000478	Pral.g_00763	Syak.g_01454
OG0000479	Pral.g_00762	Syak.g_01455
OG0000480	Pral.g_00756	Syak.g_01462
OG0000481	Pral.g_00754	Syak.g_01464
OG0000482	Pral.g_00753	Syak.g_01465
OG0000483	Pral.g_00750	Syak.g_01469
OG0000484	Pral.g_00749	Syak.g_01470
OG0000485	Pral.g_00748	Syak.g_01472
OG0000486	Pral.g_00747	Syak.g_01473
OG0000487	Pral.g_00743	Syak.g_01479
OG0000488	Pral.g_00740	Syak.g_01483
OG0000489	Pral.g_00735	Syak.g_01499
OG0000490	Pral.g_00731	Syak.g_01507
OG0000491	Pral.g_00730	Syak.g_01511
OG0000492	Pral.g_00728	Syak.g_01513
OG0000493	Pral.g_00727	Syak.g_01514
OG0000494	Pral.g_00726	Syak.g_01515
OG0000495	Pral.g_00725	Syak.g_01516
OG0000496	Pral.g_00724	Syak.g_01517
OG0000497	Pral.g_00723	Syak.g_01518
OG0000498	Pral.g_00722	Syak.g_01519
OG0000499	Pral.g_00721	Syak.g_01520
OG0000500	Pral.g_00720	Syak.g_01521
OG0000501	Pral.g_00718	Syak.g_01524
OG0000502	Pral.g_00715	Syak.g_01538
OG0000503	Pral.g_00698	Syak.g_01246
OG0000504	Pral.g_00696	Syak.g_01244
OG0000505	Pral.g_00695	Syak.g_01243
OG0000506	Pral.g_00694	Syak.g_01241
OG0000507	Pral.g_00691	Syak.g_01235
OG0000508	Pral.g_00687	Syak.g_01231
OG0000509	Pral.g_00685	Syak.g_01229
OG0000510	Pral.g_00684	Syak.g_01228
OG0000511	Pral.g_00683	Syak.g_01227
OG0000512	Pral.g_00681	Syak.g_01225
OG0000513	Pral.g_00673	Syak.g_01211
OG0000514	Pral.g_00663	Syak.g_01204
OG0000515	Pral.g_00662	Syak.g_01203
OG0000516	Pral.g_00661	Syak.g_01199
OG0000517	Pral.g_00659	Syak.g_01192
OG0000518	Pral.g_00647	Syak.g_01180
OG0000519	Pral.g_00646	Syak.g_01179
OG0000520	Pral.g_00645	Syak.g_01178
OG0000521	Pral.g_00635	Syak.g_01167
OG0000522	Pral.g_00633	Syak.g_01163
OG0000523	Pral.g_00632	Syak.g_01162
OG0000524	Pral.g_00627	Syak.g_01149
OG0000525	Pral.g_00623	Syak.g_01130
OG0000526	Pral.g_00622	Syak.g_01127
OG0000527	Pral.g_00619	Syak.g_01120
OG0000528	Pral.g_00613	Syak.g_02570
OG0000529	Pral.g_00610	Syak.g_02575
OG0000530	Pral.g_00607	Syak.g_02578
OG0000531	Pral.g_00606	Syak.g_02579
OG0000532	Pral.g_00603	Syak.g_02582
OG0000533	Pral.g_00602	Syak.g_02584
OG0000534	Pral.g_00601	Syak.g_02585
OG0000535	Pral.g_00600	Syak.g_02586
OG0000536	Pral.g_00599	Syak.g_02587
OG0000537	Pral.g_00598	Syak.g_02588
OG0000538	Pral.g_00590	Syak.g_02600
OG0000539	Pral.g_00589	Syak.g_02601
OG0000540	Pral.g_00588	Syak.g_02602
OG0000541	Pral.g_00587	Syak.g_02603
OG0000542	Pral.g_00585	Syak.g_02606
OG0000543	Pral.g_00583	Syak.g_02608
OG0000544	Pral.g_00582	Syak.g_02609
OG0000545	Pral.g_00580	Syak.g_02611
OG0000546	Pral.g_00577	Syak.g_02613
OG0000547	Pral.g_00575	Syak.g_02615
OG0000548	Pral.g_00574	Syak.g_02616
OG0000549	Pral.g_00571	Syak.g_02622
OG0000550	Pral.g_00566	Syak.g_02626
OG0000551	Pral.g_00563	Syak.g_02631
OG0000552	Pral.g_00562	Syak.g_02632
OG0000553	Pral.g_00561	Syak.g_02636
OG0000554	Pral.g_00556	Syak.g_02641
OG0000555	Pral.g_00548	Syak.g_02657
OG0000556	Pral.g_00546	Syak.g_02661
OG0000557	Pral.g_00545	Syak.g_02663
OG0000558	Pral.g_00543	Syak.g_02666
OG0000559	Pral.g_00539	Syak.g_02670
OG0000560	Pral.g_00536	Syak.g_02672
OG0000561	Pral.g_00535	Syak.g_02673
OG0000562	Pral.g_00534	Syak.g_02674
OG0000563	Pral.g_00533	Syak.g_02675
OG0000564	Pral.g_00532	Syak.g_02676
OG0000565	Pral.g_00529	Syak.g_02679
OG0000566	Pral.g_00525	Syak.g_02683
OG0000567	Pral.g_00521	Syak.g_02687
OG0000568	Pral.g_00520	Syak.g_02690
OG0000569	Pral.g_00519	Syak.g_02691
OG0000570	Pral.g_00518	Syak.g_02692
OG0000571	Pral.g_00515	Syak.g_02696
OG0000572	Pral.g_00503	Syak.g_02713
OG0000573	Pral.g_00497	Syak.g_02723
OG0000574	Pral.g_00496	Syak.g_02724
OG0000575	Pral.g_00492	Syak.g_02729
OG0000576	Pral.g_00490	Syak.g_02731
OG0000577	Pral.g_00489	Syak.g_02732
OG0000578	Pral.g_00488	Syak.g_02733
OG0000579	Pral.g_00487	Syak.g_02734
OG0000580	Pral.g_00486	Syak.g_02735
