Orthogroup	Pral	Syai
OG0000054	Pral.g_00482	Syai.g_01040
OG0000057	Pral.g_01740	Syai.g_01997
OG0000058	Pral.g_01202	Syai.g_00195
OG0000059	Pral.g_00195	Syai.g_00351
OG0000061	Pral.g_01367	Syai.g_02144
OG0000062	Pral.g_01073	Syai.g_02358
OG0000063	Pral.g_00435	Syai.g_00042
OG0000064	Pral.g_00980	Syai.g_02350, Syai.g_02844, Syai.g_01162, Syai.g_01163, Syai.g_01668
OG0000066	Pral.g_00551	Syai.g_01709, Syai.g_00719
OG0000067	Pral.g_01488	Syai.g_01321
OG0000068	Pral.g_01222	Syai.g_00628
OG0000070	Pral.g_00643	Syai.g_02196
OG0000071	Pral.g_01281	Syai.g_02179
OG0000072	Pral.g_00872	Syai.g_02636
OG0000073	Pral.g_00591	Syai.g_00659
OG0000075	Pral.g_00279	Syai.g_00161
OG0000076	Pral.g_00305	Syai.g_00111
OG0000077	Pral.g_00969	Syai.g_02486
OG0000078	Pral.g_00800	Syai.g_00543
OG0000079	Pral.g_00787	Syai.g_00300
OG0000081	Pral.g_00559	Syai.g_00553, Syai.g_02292
OG0000082	Pral.g_00057	Syai.g_00781
OG0000084	Pral.g_01169	Syai.g_01196, Syai.g_00958
OG0000085	Pral.g_00099	Syai.g_02365
OG0000086	Pral.g_00959	Syai.g_02507
OG0000087	Pral.g_00906	Syai.g_02592
OG0000088	Pral.g_00878	Syai.g_02630
OG0000089	Pral.g_00676	Syai.g_00517
OG0000090	Pral.g_00557	Syai.g_00707
OG0000091	Pral.g_01443	Syai.g_01112
OG0000092	Pral.g_01794, Pral.g_01244	Syai.g_01358
OG0000093	Pral.g_01472	Syai.g_01306
OG0000094	Pral.g_01604	Syai.g_01424
OG0000095	Pral.g_01561	Syai.g_02007
OG0000097	Pral.g_01416	Syai.g_01787
OG0000098	Pral.g_01239	Syai.g_01718
OG0000099	Pral.g_01201	Syai.g_00199
OG0000100	Pral.g_01078	Syai.g_01372
OG0000101	Pral.g_00243	Syai.g_00404
OG0000102	Pral.g_00310	Syai.g_00106
OG0000103	Pral.g_00397	Syai.g_02912
OG0000104	Pral.g_00406	Syai.g_02929
OG0000105	Pral.g_00765	Syai.g_00267
OG0000106	Pral.g_01859	Syai.g_01601
OG0000107	Pral.g_00171	Syai.g_00319
OG0000108	Pral.g_00611	Syai.g_00638
OG0000109	Pral.g_00596	Syai.g_00653
OG0000110	Pral.g_00513	Syai.g_00878, Syai.g_00766
OG0000111	Pral.g_01739	Syai.g_00884, Syai.g_01998
OG0000112	Pral.g_01635	Syai.g_01512
OG0000113	Pral.g_01511	Syai.g_01367
OG0000114	Pral.g_01799	Syai.g_01261
OG0000115	Pral.g_01141	Syai.g_00932
OG0000116	Pral.g_01356	Syai.g_02156
OG0000117	Pral.g_01396, Pral.g_01398, Pral.g_01397	Syai.g_01756
OG0000118	Pral.g_01269	Syai.g_00818
OG0000119	Pral.g_01861, Pral.g_01063	Syai.g_02127
OG0000120	Pral.g_00702	Syai.g_00198
OG0000121	Pral.g_01159	Syai.g_00951
OG0000122	Pral.g_01116	Syai.g_01143
OG0000123	Pral.g_00250	Syai.g_00411
OG0000124	Pral.g_00322	Syai.g_00089
OG0000125	Pral.g_00358	Syai.g_02782
OG0000126	Pral.g_00405	Syai.g_02927
OG0000128	Pral.g_00421	Syai.g_00012
OG0000129	Pral.g_01000	Syai.g_02771
OG0000130	Pral.g_00978	Syai.g_02474
OG0000131	Pral.g_00900	Syai.g_02608
OG0000132	Pral.g_00880	Syai.g_02628
OG0000133	Pral.g_00717	Syai.g_01507
OG0000134	Pral.g_00674	Syai.g_00520
OG0000135	Pral.g_01034	Syai.g_02826
OG0000136	Pral.g_00653	Syai.g_02217
OG0000137	Pral.g_00617	Syai.g_00865
OG0000138	Pral.g_00595	Syai.g_00654
OG0000139	Pral.g_00553	Syai.g_00714
OG0000140	Pral.g_00552	Syai.g_00716
OG0000141	Pral.g_00481	Syai.g_01041
OG0000142	Pral.g_01436	Syai.g_01104
OG0000143	Pral.g_01440	Syai.g_01108
OG0000144	Pral.g_01453	Syai.g_01608
OG0000145	Pral.g_01037	Syai.g_00660
OG0000146	Pral.g_01636	Syai.g_01513
OG0000147	Pral.g_01637	Syai.g_01514
OG0000148	Pral.g_01505	Syai.g_01361
OG0000149	Pral.g_01535	Syai.g_02059
OG0000150	Pral.g_01545	Syai.g_00717
OG0000151	Pral.g_01789	Syai.g_01280
OG0000152	Pral.g_01627	Syai.g_01503
OG0000153	Pral.g_01578	Syai.g_01461
OG0000154	Pral.g_01595	Syai.g_01434
OG0000155	Pral.g_01390	Syai.g_02109
OG0000156	Pral.g_01292	Syai.g_02162
OG0000157	Pral.g_01291	Syai.g_02163
OG0000158	Pral.g_00287	Syai.g_00135
OG0000160	Pral.g_01160	Syai.g_00952
OG0000161	Pral.g_01154	Syai.g_00946
OG0000162	Pral.g_01148	Syai.g_00939
OG0000163	Pral.g_01106	Syai.g_02300
OG0000164	Pral.g_00131	Syai.g_02411
OG0000165	Pral.g_00138	Syai.g_02244
OG0000166	Pral.g_00206	Syai.g_00364
OG0000167	Pral.g_00277	Syai.g_00164
OG0000168	Pral.g_00288	Syai.g_00134
OG0000169	Pral.g_00298	Syai.g_00123
OG0000170	Pral.g_00301	Syai.g_00116
OG0000171	Pral.g_00321	Syai.g_00090
OG0000172	Pral.g_00328	Syai.g_00083
OG0000173	Pral.g_00343	Syai.g_00064
OG0000174	Pral.g_00375	Syai.g_02828
OG0000175	Pral.g_00387	Syai.g_02901
OG0000176	Pral.g_00414	Syai.g_00004
OG0000177	Pral.g_00415	Syai.g_00005
OG0000178	Pral.g_00416	Syai.g_00006
OG0000179	Pral.g_01028	Syai.g_00023
OG0000180	Pral.g_01027	Syai.g_00024
OG0000181	Pral.g_01026	Syai.g_00025
OG0000182	Pral.g_01025	Syai.g_00026
OG0000183	Pral.g_01021	Syai.g_00030
OG0000184	Pral.g_00996	Syai.g_02756
OG0000185	Pral.g_00993	Syai.g_02734
OG0000186	Pral.g_00984	Syai.g_02469
OG0000187	Pral.g_00983	Syai.g_02471
OG0000188	Pral.g_00965	Syai.g_00696, Syai.g_02494
OG0000189	Pral.g_00951	Syai.g_02530
OG0000190	Pral.g_00950	Syai.g_02532
OG0000191	Pral.g_00928	Syai.g_02562
OG0000192	Pral.g_00923	Syai.g_02569
OG0000193	Pral.g_00899	Syai.g_02609
OG0000194	Pral.g_00896	Syai.g_02612
OG0000195	Pral.g_00894	Syai.g_02614
OG0000196	Pral.g_00883	Syai.g_02625
OG0000197	Pral.g_00882	Syai.g_02626
OG0000198	Pral.g_00881	Syai.g_02627
OG0000199	Pral.g_00873	Syai.g_02635
OG0000200	Pral.g_00860	Syai.g_02651
OG0000201	Pral.g_00851	Syai.g_02667
OG0000202	Pral.g_00850	Syai.g_02668
OG0000203	Pral.g_00849	Syai.g_02669
OG0000204	Pral.g_00848	Syai.g_02670
OG0000205	Pral.g_00842	Syai.g_02677
OG0000206	Pral.g_00837	Syai.g_02684
OG0000207	Pral.g_00835	Syai.g_02686
OG0000208	Pral.g_00834	Syai.g_02687
OG0000209	Pral.g_00825	Syai.g_02699
OG0000210	Pral.g_00824	Syai.g_02700
OG0000211	Pral.g_00807	Syai.g_00533
OG0000212	Pral.g_00799	Syai.g_00544
OG0000213	Pral.g_00781	Syai.g_00292
OG0000214	Pral.g_00772	Syai.g_00276
OG0000215	Pral.g_00746	Syai.g_00245
OG0000216	Pral.g_00744	Syai.g_00241
OG0000217	Pral.g_00741	Syai.g_00237
OG0000218	Pral.g_00739	Syai.g_00235
OG0000219	Pral.g_00738	Syai.g_00234
OG0000220	Pral.g_00737	Syai.g_00233
OG0000221	Pral.g_00736	Syai.g_00227
OG0000222	Pral.g_00729	Syai.g_00215
OG0000223	Pral.g_00716	Syai.g_00194
OG0000224	Pral.g_00714	Syai.g_00186
OG0000225	Pral.g_00686	Syai.g_00502
OG0000226	Pral.g_00682	Syai.g_00506
OG0000227	Pral.g_00680	Syai.g_00508
OG0000228	Pral.g_00677	Syai.g_00516
OG0000229	Pral.g_00658	Syai.g_02228
OG0000230	Pral.g_00656	Syai.g_02226
OG0000231	Pral.g_00644	Syai.g_02208
OG0000232	Pral.g_00631	Syai.g_00846
OG0000233	Pral.g_00625	Syai.g_00855
OG0000234	Pral.g_00616	Syai.g_00866
OG0000235	Pral.g_00612	Syai.g_00637
OG0000236	Pral.g_00597	Syai.g_00652
OG0000237	Pral.g_00584	Syai.g_00669
OG0000238	Pral.g_00578	Syai.g_00674
OG0000239	Pral.g_00565	Syai.g_00691
OG0000240	Pral.g_00564	Syai.g_00692
OG0000241	Pral.g_00560	Syai.g_01085, Syai.g_01089
OG0000242	Pral.g_00558	Syai.g_00705
OG0000243	Pral.g_00547	Syai.g_00726
OG0000244	Pral.g_00544	Syai.g_00731
OG0000245	Pral.g_00542	Syai.g_00733
OG0000246	Pral.g_00538	Syai.g_00737
OG0000247	Pral.g_00527	Syai.g_00748
OG0000248	Pral.g_00524	Syai.g_00751
OG0000249	Pral.g_00522	Syai.g_00753
OG0000250	Pral.g_00516	Syai.g_00762
OG0000251	Pral.g_00498	Syai.g_00789
OG0000252	Pral.g_00495	Syai.g_00797
OG0000253	Pral.g_00494	Syai.g_00798
OG0000254	Pral.g_00477	Syai.g_01045
OG0000255	Pral.g_00470	Syai.g_01061
OG0000256	Pral.g_00460	Syai.g_01077
OG0000257	Pral.g_01430	Syai.g_01084
OG0000258	Pral.g_01444	Syai.g_01113
OG0000259	Pral.g_01461	Syai.g_01229
OG0000260	Pral.g_01464	Syai.g_01232
OG0000261	Pral.g_01467	Syai.g_01235
OG0000262	Pral.g_01471	Syai.g_01240
OG0000263	Pral.g_01761	Syai.g_01776
OG0000264	Pral.g_01750	Syai.g_01962
OG0000265	Pral.g_01729	Syai.g_02245
OG0000266	Pral.g_01719	Syai.g_01401
OG0000267	Pral.g_01706	Syai.g_01569
OG0000268	Pral.g_01705	Syai.g_01568
OG0000269	Pral.g_01483	Syai.g_01316
OG0000270	Pral.g_01486	Syai.g_01319
OG0000271	Pral.g_01494	Syai.g_01327
OG0000272	Pral.g_01495	Syai.g_01328
OG0000273	Pral.g_01518	Syai.g_02037
OG0000274	Pral.g_01519	Syai.g_02038
OG0000275	Pral.g_01522	Syai.g_02043
OG0000276	Pral.g_01527	Syai.g_02051
OG0000277	Pral.g_01528	Syai.g_02052
OG0000278	Pral.g_01531	Syai.g_02055
OG0000279	Pral.g_01538	Syai.g_02063
OG0000280	Pral.g_01539	Syai.g_02084
OG0000281	Pral.g_01546	Syai.g_01719
OG0000282	Pral.g_01797	Syai.g_01263
OG0000283	Pral.g_01655	Syai.g_01554
OG0000284	Pral.g_01650	Syai.g_01548
OG0000285	Pral.g_01644	Syai.g_01522
OG0000286	Pral.g_01628	Syai.g_01504
OG0000287	Pral.g_00050	Syai.g_01469
OG0000288	Pral.g_01594	Syai.g_01435
OG0000289	Pral.g_01609	Syai.g_01421
OG0000290	Pral.g_01564	Syai.g_02010
OG0000291	Pral.g_01562	Syai.g_02008
OG0000292	Pral.g_01316	Syai.g_02926
OG0000293	Pral.g_01357	Syai.g_02155
OG0000294	Pral.g_01358	Syai.g_02154
OG0000295	Pral.g_01382	Syai.g_02117
OG0000296	Pral.g_01384	Syai.g_02115
OG0000297	Pral.g_01394	Syai.g_01754
OG0000298	Pral.g_01395	Syai.g_01755
OG0000299	Pral.g_01415	Syai.g_01783
OG0000300	Pral.g_01419	Syai.g_01790
OG0000301	Pral.g_01420	Syai.g_01791
OG0000302	Pral.g_01422	Syai.g_01793
OG0000303	Pral.g_01428	Syai.g_01802
OG0000304	Pral.g_00455	Syai.g_01826
OG0000305	Pral.g_01323	Syai.g_02005
OG0000306	Pral.g_01550	Syai.g_02090
OG0000307	Pral.g_01213	Syai.g_00619
OG0000308	Pral.g_01212	Syai.g_00617
OG0000309	Pral.g_01208	Syai.g_00612
OG0000310	Pral.g_01181	Syai.g_00989
OG0000311	Pral.g_01179	Syai.g_00985
OG0000312	Pral.g_01176	Syai.g_00966
OG0000313	Pral.g_01157	Syai.g_00949
OG0000314	Pral.g_01133	Syai.g_00908
OG0000315	Pral.g_01123	Syai.g_00897
OG0000316	Pral.g_01095	Syai.g_02320, Syai.g_02322
OG0000317	Pral.g_00104	Syai.g_02373
OG0000318	Pral.g_00108	Syai.g_02379
OG0000319	Pral.g_00121	Syai.g_02395
OG0000320	Pral.g_00123	Syai.g_02397
OG0000321	Pral.g_00124	Syai.g_02398
OG0000322	Pral.g_00125	Syai.g_02399
OG0000323	Pral.g_00134	Syai.g_02413
OG0000324	Pral.g_00162	Syai.g_02272
OG0000325	Pral.g_00172	Syai.g_00320
OG0000326	Pral.g_00179	Syai.g_00327
OG0000327	Pral.g_00201	Syai.g_00359
OG0000328	Pral.g_00202	Syai.g_00360
OG0000329	Pral.g_00219	Syai.g_00378
OG0000330	Pral.g_00220	Syai.g_00379
OG0000331	Pral.g_00221	Syai.g_00380
OG0000332	Pral.g_00235	Syai.g_00395
OG0000333	Pral.g_00237	Syai.g_00398
OG0000334	Pral.g_00246	Syai.g_00407
OG0000335	Pral.g_00251	Syai.g_00412
OG0000336	Pral.g_00255	Syai.g_00416
OG0000337	Pral.g_00274	Syai.g_00169
OG0000338	Pral.g_00275	Syai.g_00166
OG0000339	Pral.g_00280	Syai.g_00160
OG0000340	Pral.g_00289	Syai.g_00133
OG0000341	Pral.g_00291	Syai.g_00131
OG0000342	Pral.g_00292	Syai.g_00130
OG0000343	Pral.g_00293	Syai.g_00129
OG0000344	Pral.g_00296	Syai.g_00125
OG0000345	Pral.g_00302	Syai.g_00115
OG0000346	Pral.g_00306	Syai.g_00110
OG0000347	Pral.g_00323	Syai.g_00087
OG0000348	Pral.g_00331	Syai.g_00076
OG0000349	Pral.g_00349	Syai.g_00057
OG0000350	Pral.g_00370	Syai.g_00334
OG0000351	Pral.g_00390	Syai.g_02904
OG0000352	Pral.g_00391	Syai.g_02905
OG0000353	Pral.g_00409	Syai.g_02932
OG0000354	Pral.g_01677	Syai.g_00680, Syai.g_00019
OG0000355	Pral.g_00411	Syai.g_00001
OG0000356	Pral.g_00412	Syai.g_00002
OG0000357	Pral.g_00413	Syai.g_00003
OG0000358	Pral.g_00417	Syai.g_00007
OG0000359	Pral.g_00418	Syai.g_00009
OG0000360	Pral.g_00419	Syai.g_00010
OG0000361	Pral.g_00420	Syai.g_00011
OG0000362	Pral.g_00422	Syai.g_00013
OG0000363	Pral.g_01030	Syai.g_00015
OG0000364	Pral.g_01029	Syai.g_00016
OG0000365	Pral.g_01024	Syai.g_00027
OG0000366	Pral.g_01023	Syai.g_00028
OG0000367	Pral.g_01022	Syai.g_00029
OG0000368	Pral.g_01020	Syai.g_00031
OG0000369	Pral.g_01019	Syai.g_00032
OG0000370	Pral.g_01018	Syai.g_00033
OG0000371	Pral.g_01011	Syai.g_00041
OG0000372	Pral.g_01009	Syai.g_00047
OG0000373	Pral.g_01008	Syai.g_00048
OG0000374	Pral.g_01007	Syai.g_00049
OG0000375	Pral.g_01005	Syai.g_00053
OG0000376	Pral.g_01003	Syai.g_00055
OG0000377	Pral.g_00999	Syai.g_02769
OG0000378	Pral.g_00995	Syai.g_02751
OG0000379	Pral.g_00992	Syai.g_02733
OG0000380	Pral.g_00982	Syai.g_02472
OG0000381	Pral.g_00977	Syai.g_02475
OG0000382	Pral.g_00966	Syai.g_02493
OG0000383	Pral.g_00964	Syai.g_02498
OG0000384	Pral.g_00963	Syai.g_02499
OG0000385	Pral.g_00962	Syai.g_02500
OG0000386	Pral.g_00961	Syai.g_02501
OG0000387	Pral.g_00948	Syai.g_02534
OG0000388	Pral.g_00944	Syai.g_02538
OG0000389	Pral.g_00941	Syai.g_02542
OG0000390	Pral.g_00932	Syai.g_02556
OG0000391	Pral.g_00929	Syai.g_02561
OG0000392	Pral.g_00925	Syai.g_02568
OG0000393	Pral.g_00922	Syai.g_02570
OG0000394	Pral.g_00921	Syai.g_02571
OG0000395	Pral.g_00920	Syai.g_02572
OG0000396	Pral.g_00918	Syai.g_02575
OG0000397	Pral.g_00916	Syai.g_02577
OG0000398	Pral.g_00913	Syai.g_02582
OG0000399	Pral.g_00912	Syai.g_02583
OG0000400	Pral.g_00911	Syai.g_02584
OG0000401	Pral.g_00910	Syai.g_02585
OG0000402	Pral.g_00450	Syai.g_02588
OG0000403	Pral.g_00908	Syai.g_02589
OG0000404	Pral.g_00907	Syai.g_02590
OG0000405	Pral.g_00903	Syai.g_02606
OG0000406	Pral.g_00898	Syai.g_02610
OG0000407	Pral.g_00897	Syai.g_02611
OG0000408	Pral.g_00895	Syai.g_02613
OG0000409	Pral.g_00893	Syai.g_02615
OG0000410	Pral.g_00892	Syai.g_02616
OG0000411	Pral.g_00891	Syai.g_02617
OG0000412	Pral.g_00890	Syai.g_02618
OG0000413	Pral.g_00888	Syai.g_02620
OG0000414	Pral.g_00887	Syai.g_02621
OG0000415	Pral.g_00886	Syai.g_02622
OG0000416	Pral.g_00885	Syai.g_02623
OG0000417	Pral.g_00884	Syai.g_02624
OG0000418	Pral.g_00879	Syai.g_02629
OG0000419	Pral.g_00877	Syai.g_02631
OG0000420	Pral.g_00875	Syai.g_02633
OG0000421	Pral.g_00871	Syai.g_02638
OG0000422	Pral.g_00870	Syai.g_02639
OG0000423	Pral.g_00869	Syai.g_02640
OG0000424	Pral.g_00868	Syai.g_02641
OG0000425	Pral.g_00867	Syai.g_02642
OG0000426	Pral.g_00866	Syai.g_02643
OG0000427	Pral.g_00865	Syai.g_02644
OG0000428	Pral.g_00863	Syai.g_02647
OG0000429	Pral.g_00862	Syai.g_02649
OG0000430	Pral.g_00861	Syai.g_02650
OG0000431	Pral.g_00859	Syai.g_02654
OG0000432	Pral.g_00855	Syai.g_02660
OG0000433	Pral.g_00854	Syai.g_02662
OG0000434	Pral.g_00853	Syai.g_02663
OG0000435	Pral.g_00852	Syai.g_02666
OG0000436	Pral.g_00847	Syai.g_02671
OG0000437	Pral.g_00846	Syai.g_02672
OG0000438	Pral.g_00845	Syai.g_02673
OG0000439	Pral.g_00844	Syai.g_02675
OG0000440	Pral.g_00843	Syai.g_02676
OG0000441	Pral.g_00840	Syai.g_02681
OG0000442	Pral.g_00839	Syai.g_02682
OG0000443	Pral.g_00838	Syai.g_02683
OG0000444	Pral.g_00833	Syai.g_02688
OG0000445	Pral.g_00832	Syai.g_02689
OG0000446	Pral.g_00831	Syai.g_02690
OG0000447	Pral.g_00830	Syai.g_02693
OG0000448	Pral.g_00829	Syai.g_02694
OG0000449	Pral.g_00828	Syai.g_02695
OG0000450	Pral.g_00827	Syai.g_02696
OG0000451	Pral.g_00826	Syai.g_02697
OG0000452	Pral.g_00823	Syai.g_02701
OG0000453	Pral.g_00822	Syai.g_02702
OG0000454	Pral.g_00821	Syai.g_02703
OG0000455	Pral.g_00820	Syai.g_02704
OG0000456	Pral.g_00819	Syai.g_02705
OG0000457	Pral.g_00817	Syai.g_02707
OG0000458	Pral.g_00816	Syai.g_02708
OG0000459	Pral.g_00815	Syai.g_02709
OG0000460	Pral.g_00805	Syai.g_00535
OG0000461	Pral.g_00796	Syai.g_00314
OG0000462	Pral.g_00795	Syai.g_00311
OG0000463	Pral.g_00794	Syai.g_00310
OG0000464	Pral.g_00793	Syai.g_00309
OG0000465	Pral.g_00792	Syai.g_00307
OG0000466	Pral.g_00789	Syai.g_00303
OG0000467	Pral.g_00788	Syai.g_00301
OG0000468	Pral.g_00785	Syai.g_00296
OG0000469	Pral.g_00777	Syai.g_00282
OG0000470	Pral.g_00775	Syai.g_00280
OG0000471	Pral.g_00774	Syai.g_00279
OG0000472	Pral.g_00773	Syai.g_00277
OG0000473	Pral.g_00771	Syai.g_00275
OG0000474	Pral.g_00770	Syai.g_00274
OG0000475	Pral.g_00769	Syai.g_00273
OG0000476	Pral.g_00767	Syai.g_00271
OG0000477	Pral.g_00764	Syai.g_00265
OG0000478	Pral.g_00763	Syai.g_00264
OG0000479	Pral.g_00762	Syai.g_00263
OG0000480	Pral.g_00756	Syai.g_00256
OG0000481	Pral.g_00754	Syai.g_00254
OG0000482	Pral.g_00753	Syai.g_00253
OG0000483	Pral.g_00750	Syai.g_00249
OG0000484	Pral.g_00749	Syai.g_00248
OG0000485	Pral.g_00748	Syai.g_00247
OG0000486	Pral.g_00747	Syai.g_00246
OG0000487	Pral.g_00743	Syai.g_00240
OG0000488	Pral.g_00740	Syai.g_00236
OG0000489	Pral.g_00735	Syai.g_00226
OG0000490	Pral.g_00731	Syai.g_00218
OG0000491	Pral.g_00730	Syai.g_00217
OG0000492	Pral.g_00728	Syai.g_00214
OG0000493	Pral.g_00727	Syai.g_00213
OG0000494	Pral.g_00726	Syai.g_00212
OG0000495	Pral.g_00725	Syai.g_00211
OG0000496	Pral.g_00724	Syai.g_00210
OG0000497	Pral.g_00723	Syai.g_00209
OG0000498	Pral.g_00722	Syai.g_00208
OG0000499	Pral.g_00721	Syai.g_00207
OG0000500	Pral.g_00720	Syai.g_00206
OG0000501	Pral.g_00718	Syai.g_00203
OG0000502	Pral.g_00715	Syai.g_00192
OG0000503	Pral.g_00698	Syai.g_00486
OG0000504	Pral.g_00696	Syai.g_00488
OG0000505	Pral.g_00695	Syai.g_00489
OG0000506	Pral.g_00694	Syai.g_00491
OG0000507	Pral.g_00691	Syai.g_00497
OG0000508	Pral.g_00687	Syai.g_00501
OG0000509	Pral.g_00685	Syai.g_00503
OG0000510	Pral.g_00684	Syai.g_00504
OG0000511	Pral.g_00683	Syai.g_00505
OG0000512	Pral.g_00681	Syai.g_00507
OG0000513	Pral.g_00673	Syai.g_00521
OG0000514	Pral.g_00663	Syai.g_00528
OG0000515	Pral.g_00662	Syai.g_00529
OG0000516	Pral.g_00661	Syai.g_02223
OG0000517	Pral.g_00659	Syai.g_02229
OG0000518	Pral.g_00647	Syai.g_02211
OG0000519	Pral.g_00646	Syai.g_02210
OG0000520	Pral.g_00645	Syai.g_02209
OG0000521	Pral.g_00635	Syai.g_00842
OG0000522	Pral.g_00633	Syai.g_00844
OG0000523	Pral.g_00632	Syai.g_00845
OG0000524	Pral.g_00627	Syai.g_00852
OG0000525	Pral.g_00623	Syai.g_00856
OG0000526	Pral.g_00622	Syai.g_00859
OG0000527	Pral.g_00619	Syai.g_00863
OG0000528	Pral.g_00613	Syai.g_00633
OG0000529	Pral.g_00610	Syai.g_00639
OG0000530	Pral.g_00607	Syai.g_00642
OG0000531	Pral.g_00606	Syai.g_00643
OG0000532	Pral.g_00603	Syai.g_00646
OG0000533	Pral.g_00602	Syai.g_00647
OG0000534	Pral.g_00601	Syai.g_00648
OG0000535	Pral.g_00600	Syai.g_00649
OG0000536	Pral.g_00599	Syai.g_00650
OG0000537	Pral.g_00598	Syai.g_00651
OG0000538	Pral.g_00590	Syai.g_00662
OG0000539	Pral.g_00589	Syai.g_00663
OG0000540	Pral.g_00588	Syai.g_00664
OG0000541	Pral.g_00587	Syai.g_00665
OG0000542	Pral.g_00585	Syai.g_00668
OG0000543	Pral.g_00583	Syai.g_00670
OG0000544	Pral.g_00582	Syai.g_00671
OG0000545	Pral.g_00580	Syai.g_00673
OG0000546	Pral.g_00577	Syai.g_00675
OG0000547	Pral.g_00575	Syai.g_00677
OG0000548	Pral.g_00574	Syai.g_00678
OG0000549	Pral.g_00571	Syai.g_00684
OG0000550	Pral.g_00566	Syai.g_00689
OG0000551	Pral.g_00563	Syai.g_00694
OG0000552	Pral.g_00562	Syai.g_00695
OG0000553	Pral.g_00561	Syai.g_00698
OG0000554	Pral.g_00556	Syai.g_00708
OG0000555	Pral.g_00548	Syai.g_00725
OG0000556	Pral.g_00546	Syai.g_00728
OG0000557	Pral.g_00545	Syai.g_00730
OG0000558	Pral.g_00543	Syai.g_00732
OG0000559	Pral.g_00539	Syai.g_00736
OG0000560	Pral.g_00536	Syai.g_00739
OG0000561	Pral.g_00535	Syai.g_00740
OG0000562	Pral.g_00534	Syai.g_00741
OG0000563	Pral.g_00533	Syai.g_00742
OG0000564	Pral.g_00532	Syai.g_00743
OG0000565	Pral.g_00529	Syai.g_00746
OG0000566	Pral.g_00525	Syai.g_00750
OG0000567	Pral.g_00521	Syai.g_00754
OG0000568	Pral.g_00520	Syai.g_00758
OG0000569	Pral.g_00519	Syai.g_00759
OG0000570	Pral.g_00518	Syai.g_00760
OG0000571	Pral.g_00515	Syai.g_00764
OG0000572	Pral.g_00503	Syai.g_00782
OG0000573	Pral.g_00497	Syai.g_00790
OG0000574	Pral.g_00496	Syai.g_00796
OG0000575	Pral.g_00492	Syai.g_00800
OG0000576	Pral.g_00490	Syai.g_00802
OG0000577	Pral.g_00489	Syai.g_00803
OG0000578	Pral.g_00488	Syai.g_00804
