Orthogroup	Pral	Syal
OG0000172	Pral.g_00328	Syal.g_00174, Syal.g_00173
OG0000173	Pral.g_00343	Syal.g_00155
OG0000174	Pral.g_00375	Syal.g_01121
OG0000175	Pral.g_00387	Syal.g_01172
OG0000176	Pral.g_00414	Syal.g_00101
OG0000177	Pral.g_00415	Syal.g_00102
OG0000178	Pral.g_00416	Syal.g_00103
OG0000179	Pral.g_01028	Syal.g_00118
OG0000180	Pral.g_01027	Syal.g_00119
OG0000181	Pral.g_01026	Syal.g_00120
OG0000182	Pral.g_01025	Syal.g_00121
OG0000183	Pral.g_01021	Syal.g_00125
OG0000184	Pral.g_00996	Syal.g_02678, Syal.g_01050
OG0000185	Pral.g_00993	Syal.g_01025
OG0000186	Pral.g_00984	Syal.g_02684, Syal.g_00747
OG0000187	Pral.g_00983	Syal.g_02685, Syal.g_00748
OG0000188	Pral.g_00965	Syal.g_00771
OG0000189	Pral.g_00951	Syal.g_00807
OG0000190	Pral.g_00950	Syal.g_01364
OG0000191	Pral.g_00928	Syal.g_00841
OG0000192	Pral.g_00923	Syal.g_00847
OG0000193	Pral.g_00899	Syal.g_00887
OG0000194	Pral.g_00896	Syal.g_00890
OG0000195	Pral.g_00894	Syal.g_00892
OG0000196	Pral.g_00883	Syal.g_00903
OG0000197	Pral.g_00882	Syal.g_00904
OG0000198	Pral.g_00881	Syal.g_00905
OG0000199	Pral.g_00873	Syal.g_00913
OG0000200	Pral.g_00860	Syal.g_00932
OG0000201	Pral.g_00851	Syal.g_00949
OG0000202	Pral.g_00850	Syal.g_00950
OG0000203	Pral.g_00849	Syal.g_00951
OG0000204	Pral.g_00848	Syal.g_00952
OG0000205	Pral.g_00842	Syal.g_00959
OG0000206	Pral.g_00837	Syal.g_00971
OG0000207	Pral.g_00835	Syal.g_00974
OG0000208	Pral.g_00834	Syal.g_00975
OG0000209	Pral.g_00825	Syal.g_01000
OG0000210	Pral.g_00824	Syal.g_01001
OG0000211	Pral.g_00807	Syal.g_00688
OG0000212	Pral.g_00799	Syal.g_00679
OG0000213	Pral.g_00781	Syal.g_01229
OG0000214	Pral.g_00772	Syal.g_01246
OG0000215	Pral.g_00746	Syal.g_01277
OG0000216	Pral.g_00744	Syal.g_01281
OG0000217	Pral.g_00741	Syal.g_01285
OG0000218	Pral.g_00739	Syal.g_01287
OG0000219	Pral.g_00738	Syal.g_01288
OG0000220	Pral.g_00737	Syal.g_01289
OG0000221	Pral.g_00736	Syal.g_01297
OG0000222	Pral.g_00729	Syal.g_01309
OG0000223	Pral.g_00716	Syal.g_01327
OG0000224	Pral.g_00714	Syal.g_01329
OG0000225	Pral.g_00686	Syal.g_00363
OG0000226	Pral.g_00682	Syal.g_00367
OG0000227	Pral.g_00680	Syal.g_00369
OG0000228	Pral.g_00677	Syal.g_00556
OG0000229	Pral.g_00658	Syal.g_00525
OG0000230	Pral.g_00656	Syal.g_00523
OG0000231	Pral.g_00644	Syal.g_00510
OG0000232	Pral.g_00631	Syal.g_00495
OG0000233	Pral.g_00625	Syal.g_00487
OG0000234	Pral.g_00616	Syal.g_00461
OG0000235	Pral.g_00612	Syal.g_02896
OG0000236	Pral.g_00597	Syal.g_02912
OG0000237	Pral.g_00584	Syal.g_02930
OG0000238	Pral.g_00578	Syal.g_02935
OG0000239	Pral.g_00565	Syal.g_02951
OG0000240	Pral.g_00564	Syal.g_02952
OG0000241	Pral.g_00560	Syal.g_02696
OG0000242	Pral.g_00558	Syal.g_02840
OG0000243	Pral.g_00547	Syal.g_02822
OG0000244	Pral.g_00544	Syal.g_02815
OG0000245	Pral.g_00542	Syal.g_02813
OG0000246	Pral.g_00538	Syal.g_02809
OG0000247	Pral.g_00527	Syal.g_02797
OG0000248	Pral.g_00524	Syal.g_02794
OG0000249	Pral.g_00522	Syal.g_02792
OG0000250	Pral.g_00516	Syal.g_02786
OG0000251	Pral.g_00498	Syal.g_02760
OG0000252	Pral.g_00495	Syal.g_02757
OG0000253	Pral.g_00494	Syal.g_02755
OG0000254	Pral.g_00477	Syal.g_02732
OG0000255	Pral.g_00470	Syal.g_02719
OG0000256	Pral.g_00460	Syal.g_02705
OG0000257	Pral.g_01430	Syal.g_02697
OG0000258	Pral.g_01444	Syal.g_02623
OG0000259	Pral.g_01461	Syal.g_02182
OG0000260	Pral.g_01464	Syal.g_02188
OG0000261	Pral.g_01467	Syal.g_02199
OG0000262	Pral.g_01471	Syal.g_02204
OG0000263	Pral.g_01761	Syal.g_01720
OG0000264	Pral.g_01750	Syal.g_01788
OG0000265	Pral.g_01729	Syal.g_02534
OG0000266	Pral.g_01719	Syal.g_02421
OG0000267	Pral.g_01706	Syal.g_02043
OG0000268	Pral.g_01705	Syal.g_02042
OG0000269	Pral.g_01483	Syal.g_02409
OG0000270	Pral.g_01486	Syal.g_02412
OG0000271	Pral.g_01494	Syal.g_01871
OG0000272	Pral.g_01495	Syal.g_01872
OG0000273	Pral.g_01518	Syal.g_02454
OG0000274	Pral.g_01519	Syal.g_02455
OG0000275	Pral.g_01522	Syal.g_02458
OG0000276	Pral.g_01527	Syal.g_02467
OG0000277	Pral.g_01528	Syal.g_02468
OG0000278	Pral.g_01531	Syal.g_02471
OG0000279	Pral.g_01538	Syal.g_02479
OG0000280	Pral.g_01539	Syal.g_02493
OG0000281	Pral.g_01546	Syal.g_02190
OG0000282	Pral.g_01797	Syal.g_02284
OG0000283	Pral.g_01655	Syal.g_02028, Syal.g_02131
OG0000284	Pral.g_01650	Syal.g_02023
OG0000285	Pral.g_01644	Syal.g_02012
OG0000286	Pral.g_01628	Syal.g_01992
OG0000287	Pral.g_00050	Syal.g_01965
OG0000288	Pral.g_01594	Syal.g_01919
OG0000289	Pral.g_01609	Syal.g_01904
OG0000290	Pral.g_01564	Syal.g_01826
OG0000291	Pral.g_01562	Syal.g_01824
OG0000292	Pral.g_01316	Syal.g_00089
OG0000293	Pral.g_01357	Syal.g_01631
OG0000294	Pral.g_01358	Syal.g_01632
OG0000295	Pral.g_01382	Syal.g_01687
OG0000296	Pral.g_01384	Syal.g_01689
OG0000297	Pral.g_01394	Syal.g_01702
OG0000298	Pral.g_01395	Syal.g_01703
OG0000299	Pral.g_01415	Syal.g_01732
OG0000300	Pral.g_01419	Syal.g_01738
OG0000301	Pral.g_01420	Syal.g_01739
OG0000302	Pral.g_01422	Syal.g_01740
OG0000303	Pral.g_01428	Syal.g_01763
OG0000304	Pral.g_00455	Syal.g_01756
OG0000305	Pral.g_01323	Syal.g_01821
OG0000306	Pral.g_01550	Syal.g_02579
OG0000307	Pral.g_01213	Syal.g_02880
OG0000308	Pral.g_01212	Syal.g_02878
OG0000309	Pral.g_01208	Syal.g_02873
OG0000310	Pral.g_01181	Syal.g_01537
OG0000311	Pral.g_01179	Syal.g_00061
OG0000312	Pral.g_01176	Syal.g_00031
OG0000313	Pral.g_01157	Syal.g_00381
OG0000314	Pral.g_01133	Syal.g_00416
OG0000315	Pral.g_01123	Syal.g_00426
OG0000316	Pral.g_01095	Syal.g_02987
OG0000317	Pral.g_00104	Syal.g_00583
OG0000318	Pral.g_00108	Syal.g_00588
OG0000319	Pral.g_00121	Syal.g_00608
OG0000320	Pral.g_00123	Syal.g_00610
OG0000321	Pral.g_00124	Syal.g_00611
OG0000322	Pral.g_00125	Syal.g_00612
OG0000323	Pral.g_00134	Syal.g_00626
OG0000324	Pral.g_00162	Syal.g_00656
OG0000325	Pral.g_00172	Syal.g_00195
OG0000326	Pral.g_00179	Syal.g_00202
OG0000327	Pral.g_00201	Syal.g_00230
OG0000328	Pral.g_00202	Syal.g_00231
OG0000329	Pral.g_00219	Syal.g_00249
OG0000330	Pral.g_00220	Syal.g_00250
OG0000331	Pral.g_00221	Syal.g_00251
OG0000332	Pral.g_00235	Syal.g_00266
OG0000333	Pral.g_00237	Syal.g_00269
OG0000334	Pral.g_00246	Syal.g_00279
OG0000335	Pral.g_00251	Syal.g_00284
OG0000336	Pral.g_00255	Syal.g_00288
OG0000337	Pral.g_00274	Syal.g_01343
OG0000338	Pral.g_00275	Syal.g_01345
OG0000339	Pral.g_00280	Syal.g_01351
OG0000340	Pral.g_00289	Syal.g_01434
OG0000341	Pral.g_00291	Syal.g_01436
OG0000342	Pral.g_00292	Syal.g_01437
OG0000343	Pral.g_00293	Syal.g_01441
OG0000344	Pral.g_00296	Syal.g_01445
OG0000345	Pral.g_00302	Syal.g_01455
OG0000346	Pral.g_00306	Syal.g_01460
OG0000347	Pral.g_00323	Syal.g_01525
OG0000348	Pral.g_00331	Syal.g_00170
OG0000349	Pral.g_00349	Syal.g_00148
OG0000350	Pral.g_00370	Syal.g_00209
OG0000351	Pral.g_00390	Syal.g_01175
OG0000352	Pral.g_00391	Syal.g_01176
OG0000353	Pral.g_00409	Syal.g_00095
OG0000354	Pral.g_01677	Syal.g_02941, Syal.g_00116
OG0000355	Pral.g_00411	Syal.g_00098
OG0000356	Pral.g_00412	Syal.g_00099
OG0000357	Pral.g_00413	Syal.g_00100
OG0000358	Pral.g_00417	Syal.g_00104
OG0000359	Pral.g_00418	Syal.g_00106
OG0000360	Pral.g_00419	Syal.g_00107
OG0000361	Pral.g_00420	Syal.g_00108
OG0000362	Pral.g_00422	Syal.g_00110
OG0000363	Pral.g_01030	Syal.g_00112
OG0000364	Pral.g_01029	Syal.g_00113
OG0000365	Pral.g_01024	Syal.g_00122
OG0000366	Pral.g_01023	Syal.g_00123
OG0000367	Pral.g_01022	Syal.g_00124
OG0000368	Pral.g_01020	Syal.g_00126
OG0000369	Pral.g_01019	Syal.g_00127
OG0000370	Pral.g_01018	Syal.g_00128
OG0000371	Pral.g_01011	Syal.g_00135
OG0000372	Pral.g_01009	Syal.g_00141
OG0000373	Pral.g_01008	Syal.g_00142
OG0000374	Pral.g_01007	Syal.g_00143
OG0000375	Pral.g_01005	Syal.g_00144
OG0000376	Pral.g_01003	Syal.g_00146
OG0000377	Pral.g_00999	Syal.g_01061
OG0000378	Pral.g_00995	Syal.g_01027
OG0000379	Pral.g_00992	Syal.g_02681, Syal.g_01024
OG0000380	Pral.g_00982	Syal.g_00749
OG0000381	Pral.g_00977	Syal.g_00752
OG0000382	Pral.g_00966	Syal.g_00770
OG0000383	Pral.g_00964	Syal.g_00775
OG0000384	Pral.g_00963	Syal.g_00776
OG0000385	Pral.g_00962	Syal.g_00777
OG0000386	Pral.g_00961	Syal.g_00778
OG0000387	Pral.g_00948	Syal.g_00811
OG0000388	Pral.g_00944	Syal.g_00815
OG0000389	Pral.g_00941	Syal.g_00819
OG0000390	Pral.g_00932	Syal.g_00835
OG0000391	Pral.g_00929	Syal.g_00840
OG0000392	Pral.g_00925	Syal.g_00846
OG0000393	Pral.g_00922	Syal.g_00849
OG0000394	Pral.g_00921	Syal.g_00850
OG0000395	Pral.g_00920	Syal.g_00851
OG0000396	Pral.g_00918	Syal.g_00854
OG0000397	Pral.g_00916	Syal.g_00857
OG0000398	Pral.g_00913	Syal.g_00862
OG0000399	Pral.g_00912	Syal.g_00863
OG0000400	Pral.g_00911	Syal.g_00864
OG0000401	Pral.g_00910	Syal.g_00865
OG0000402	Pral.g_00450	Syal.g_00867
OG0000403	Pral.g_00908	Syal.g_00868
OG0000404	Pral.g_00907	Syal.g_00870
OG0000405	Pral.g_00903	Syal.g_00883
OG0000406	Pral.g_00898	Syal.g_00888
OG0000407	Pral.g_00897	Syal.g_00889
OG0000408	Pral.g_00895	Syal.g_00891
OG0000409	Pral.g_00893	Syal.g_00893
OG0000410	Pral.g_00892	Syal.g_00894
OG0000411	Pral.g_00891	Syal.g_00895
OG0000412	Pral.g_00890	Syal.g_00896
OG0000413	Pral.g_00888	Syal.g_00898
OG0000414	Pral.g_00887	Syal.g_00899
OG0000415	Pral.g_00886	Syal.g_00900
OG0000416	Pral.g_00885	Syal.g_00901
OG0000417	Pral.g_00884	Syal.g_00902
OG0000418	Pral.g_00879	Syal.g_00907
OG0000419	Pral.g_00877	Syal.g_00909
OG0000420	Pral.g_00875	Syal.g_00911
OG0000421	Pral.g_00871	Syal.g_00916
OG0000422	Pral.g_00870	Syal.g_00917
OG0000423	Pral.g_00869	Syal.g_00918
OG0000424	Pral.g_00868	Syal.g_00919
OG0000425	Pral.g_00867	Syal.g_00920
OG0000426	Pral.g_00866	Syal.g_00921
OG0000427	Pral.g_00865	Syal.g_00922
OG0000428	Pral.g_00863	Syal.g_00925
OG0000429	Pral.g_00862	Syal.g_00929
OG0000430	Pral.g_00861	Syal.g_00931
OG0000431	Pral.g_00859	Syal.g_00934
OG0000432	Pral.g_00855	Syal.g_00940
OG0000433	Pral.g_00854	Syal.g_00943
OG0000434	Pral.g_00853	Syal.g_00944
OG0000435	Pral.g_00852	Syal.g_00946
OG0000436	Pral.g_00847	Syal.g_00953
OG0000437	Pral.g_00846	Syal.g_00954
OG0000438	Pral.g_00845	Syal.g_00955
OG0000439	Pral.g_00844	Syal.g_00957
OG0000440	Pral.g_00843	Syal.g_00958
OG0000441	Pral.g_00840	Syal.g_00962
OG0000442	Pral.g_00839	Syal.g_00964
OG0000443	Pral.g_00838	Syal.g_00966
OG0000444	Pral.g_00833	Syal.g_00978
OG0000445	Pral.g_00832	Syal.g_00979
OG0000446	Pral.g_00831	Syal.g_00981
OG0000447	Pral.g_00830	Syal.g_00989
OG0000448	Pral.g_00829	Syal.g_00990
OG0000449	Pral.g_00828	Syal.g_00991
OG0000450	Pral.g_00827	Syal.g_00997
OG0000451	Pral.g_00826	Syal.g_00998
OG0000452	Pral.g_00823	Syal.g_01002
OG0000453	Pral.g_00822	Syal.g_01003
OG0000454	Pral.g_00821	Syal.g_01004
OG0000455	Pral.g_00820	Syal.g_01005
OG0000456	Pral.g_00819	Syal.g_01006
OG0000457	Pral.g_00817	Syal.g_01008
OG0000458	Pral.g_00816	Syal.g_01009
OG0000459	Pral.g_00815	Syal.g_01010
OG0000460	Pral.g_00805	Syal.g_00686
OG0000461	Pral.g_00796	Syal.g_01199
OG0000462	Pral.g_00795	Syal.g_01202
OG0000463	Pral.g_00794	Syal.g_01203
OG0000464	Pral.g_00793	Syal.g_01204
OG0000465	Pral.g_00792	Syal.g_01205
OG0000466	Pral.g_00789	Syal.g_01210
OG0000467	Pral.g_00788	Syal.g_01212
OG0000468	Pral.g_00785	Syal.g_01225
OG0000469	Pral.g_00777	Syal.g_01240
OG0000470	Pral.g_00775	Syal.g_01242
OG0000471	Pral.g_00774	Syal.g_01243
OG0000472	Pral.g_00773	Syal.g_01245
OG0000473	Pral.g_00771	Syal.g_01247
OG0000474	Pral.g_00770	Syal.g_01248
OG0000475	Pral.g_00769	Syal.g_01249
OG0000476	Pral.g_00767	Syal.g_01251
OG0000477	Pral.g_00764	Syal.g_01257
OG0000478	Pral.g_00763	Syal.g_01258
OG0000479	Pral.g_00762	Syal.g_01259
OG0000480	Pral.g_00756	Syal.g_01266
OG0000481	Pral.g_00754	Syal.g_01268
OG0000482	Pral.g_00753	Syal.g_01269
OG0000483	Pral.g_00750	Syal.g_01273
OG0000484	Pral.g_00749	Syal.g_01274
OG0000485	Pral.g_00748	Syal.g_01275
OG0000486	Pral.g_00747	Syal.g_01276
OG0000487	Pral.g_00743	Syal.g_01282
OG0000488	Pral.g_00740	Syal.g_01286
OG0000489	Pral.g_00735	Syal.g_01298
OG0000490	Pral.g_00731	Syal.g_01307
OG0000491	Pral.g_00730	Syal.g_01308
OG0000492	Pral.g_00728	Syal.g_01310
OG0000493	Pral.g_00727	Syal.g_01311
OG0000494	Pral.g_00726	Syal.g_01312
OG0000495	Pral.g_00725	Syal.g_01313
OG0000496	Pral.g_00724	Syal.g_01314
OG0000497	Pral.g_00723	Syal.g_01315
OG0000498	Pral.g_00722	Syal.g_01316
OG0000499	Pral.g_00721	Syal.g_01317
OG0000500	Pral.g_00720	Syal.g_01318
OG0000501	Pral.g_00718	Syal.g_01321
OG0000502	Pral.g_00715	Syal.g_01328
OG0000503	Pral.g_00698	Syal.g_00347
OG0000504	Pral.g_00696	Syal.g_00349
OG0000505	Pral.g_00695	Syal.g_00350
OG0000506	Pral.g_00694	Syal.g_00352
OG0000507	Pral.g_00691	Syal.g_00358
OG0000508	Pral.g_00687	Syal.g_00362
OG0000509	Pral.g_00685	Syal.g_00364
OG0000510	Pral.g_00684	Syal.g_00365
OG0000511	Pral.g_00683	Syal.g_00366
OG0000512	Pral.g_00681	Syal.g_00368
OG0000513	Pral.g_00673	Syal.g_00551
OG0000514	Pral.g_00663	Syal.g_00539
OG0000515	Pral.g_00662	Syal.g_00538
OG0000516	Pral.g_00661	Syal.g_00534
OG0000517	Pral.g_00659	Syal.g_00526
OG0000518	Pral.g_00647	Syal.g_00514
OG0000519	Pral.g_00646	Syal.g_00513
OG0000520	Pral.g_00645	Syal.g_00512
OG0000521	Pral.g_00635	Syal.g_00502
OG0000522	Pral.g_00633	Syal.g_00500
OG0000523	Pral.g_00632	Syal.g_00499
OG0000524	Pral.g_00627	Syal.g_00491
OG0000525	Pral.g_00623	Syal.g_00473
OG0000526	Pral.g_00622	Syal.g_00471
OG0000527	Pral.g_00619	Syal.g_00465
OG0000528	Pral.g_00613	Syal.g_02893
OG0000529	Pral.g_00610	Syal.g_02898
OG0000530	Pral.g_00607	Syal.g_02901
OG0000531	Pral.g_00606	Syal.g_02902
OG0000532	Pral.g_00603	Syal.g_02905
OG0000533	Pral.g_00602	Syal.g_02907
OG0000534	Pral.g_00601	Syal.g_02908
OG0000535	Pral.g_00600	Syal.g_02909
OG0000536	Pral.g_00599	Syal.g_02910
OG0000537	Pral.g_00598	Syal.g_02911
OG0000538	Pral.g_00590	Syal.g_02923
OG0000539	Pral.g_00589	Syal.g_02924
OG0000540	Pral.g_00588	Syal.g_02925
OG0000541	Pral.g_00587	Syal.g_02926
OG0000542	Pral.g_00585	Syal.g_02929
OG0000543	Pral.g_00583	Syal.g_02931
OG0000544	Pral.g_00582	Syal.g_02932
OG0000545	Pral.g_00580	Syal.g_02934
OG0000546	Pral.g_00577	Syal.g_02936
OG0000547	Pral.g_00575	Syal.g_02938
OG0000548	Pral.g_00574	Syal.g_02939
OG0000549	Pral.g_00571	Syal.g_02945
OG0000550	Pral.g_00566	Syal.g_02949
OG0000551	Pral.g_00563	Syal.g_02953
OG0000552	Pral.g_00562	Syal.g_02954
OG0000553	Pral.g_00561	Syal.g_02843
OG0000554	Pral.g_00556	Syal.g_02837
OG0000555	Pral.g_00548	Syal.g_02823
OG0000556	Pral.g_00546	Syal.g_02819
OG0000557	Pral.g_00545	Syal.g_02816
OG0000558	Pral.g_00543	Syal.g_02814
OG0000559	Pral.g_00539	Syal.g_02305, Syal.g_02810
OG0000560	Pral.g_00536	Syal.g_02807
OG0000561	Pral.g_00535	Syal.g_02806
OG0000562	Pral.g_00534	Syal.g_02805
OG0000563	Pral.g_00533	Syal.g_02804
OG0000564	Pral.g_00532	Syal.g_02803
OG0000565	Pral.g_00529	Syal.g_02799
OG0000566	Pral.g_00525	Syal.g_02795
OG0000567	Pral.g_00521	Syal.g_02791
OG0000568	Pral.g_00520	Syal.g_02789
OG0000569	Pral.g_00519	Syal.g_02788
OG0000570	Pral.g_00518	Syal.g_02787
OG0000571	Pral.g_00515	Syal.g_02784
OG0000572	Pral.g_00503	Syal.g_02767
OG0000573	Pral.g_00497	Syal.g_02759
OG0000574	Pral.g_00496	Syal.g_02758
OG0000575	Pral.g_00492	Syal.g_02753
OG0000576	Pral.g_00490	Syal.g_02751
OG0000577	Pral.g_00489	Syal.g_02750
OG0000578	Pral.g_00488	Syal.g_02749
OG0000579	Pral.g_00487	Syal.g_02748
OG0000580	Pral.g_00486	Syal.g_02747
OG0000581	Pral.g_00483	Syal.g_02741
