Orthogroup	Pral	Syar
OG0000164	Pral.g_00131	Syar.g_03168, Syar.g_02969
OG0000165	Pral.g_00138	Syar.g_02976
OG0000166	Pral.g_00206	Syar.g_01034
OG0000167	Pral.g_00277	Syar.g_00662
OG0000168	Pral.g_00288	Syar.g_00246
OG0000169	Pral.g_00298	Syar.g_00262
OG0000170	Pral.g_00301	Syar.g_00613
OG0000171	Pral.g_00321	Syar.g_00587
OG0000172	Pral.g_00328	Syar.g_00547
OG0000173	Pral.g_00343	Syar.g_00528
OG0000174	Pral.g_00375	Syar.g_00701
OG0000175	Pral.g_00387	Syar.g_00438
OG0000176	Pral.g_00414	Syar.g_00474
OG0000177	Pral.g_00415	Syar.g_00475
OG0000178	Pral.g_00416	Syar.g_00476
OG0000179	Pral.g_01028	Syar.g_00489
OG0000180	Pral.g_01027	Syar.g_00490
OG0000181	Pral.g_01026	Syar.g_00491
OG0000182	Pral.g_01025	Syar.g_00492
OG0000183	Pral.g_01021	Syar.g_00496
OG0000184	Pral.g_00996	Syar.g_00897
OG0000185	Pral.g_00993	Syar.g_00909
OG0000186	Pral.g_00984	Syar.g_03036
OG0000187	Pral.g_00983	Syar.g_03038
OG0000188	Pral.g_00965	Syar.g_03058
OG0000189	Pral.g_00951	Syar.g_03104
OG0000190	Pral.g_00950	Syar.g_03107, Syar.g_02374
OG0000191	Pral.g_00928	Syar.g_00039
OG0000192	Pral.g_00923	Syar.g_00046
OG0000193	Pral.g_00899	Syar.g_00079
OG0000194	Pral.g_00896	Syar.g_03236, Syar.g_00082
OG0000195	Pral.g_00894	Syar.g_00023, Syar.g_00084
OG0000196	Pral.g_00883	Syar.g_00096
OG0000197	Pral.g_00882	Syar.g_00097
OG0000198	Pral.g_00881	Syar.g_00098
OG0000199	Pral.g_00873	Syar.g_00106
OG0000200	Pral.g_00860	Syar.g_00124
OG0000201	Pral.g_00851	Syar.g_01000
OG0000202	Pral.g_00850	Syar.g_00998, Syar.g_00021
OG0000203	Pral.g_00849	Syar.g_00020, Syar.g_00997
OG0000204	Pral.g_00848	Syar.g_00996
OG0000205	Pral.g_00842	Syar.g_00988
OG0000206	Pral.g_00837	Syar.g_00963
OG0000207	Pral.g_00835	Syar.g_00957
OG0000208	Pral.g_00834	Syar.g_00956
OG0000209	Pral.g_00825	Syar.g_00936, Syar.g_03261
OG0000210	Pral.g_00824	Syar.g_00935, Syar.g_03260
OG0000211	Pral.g_00807	Syar.g_03026
OG0000212	Pral.g_00799	Syar.g_03017
OG0000213	Pral.g_00781	Syar.g_00187
OG0000214	Pral.g_00772	Syar.g_00209
OG0000215	Pral.g_00746	Syar.g_00239
OG0000216	Pral.g_00744	Syar.g_00244
OG0000217	Pral.g_00741	Syar.g_00854
OG0000218	Pral.g_00739	Syar.g_00852
OG0000219	Pral.g_00738	Syar.g_00851
OG0000220	Pral.g_00737	Syar.g_00850, Syar.g_02026
OG0000221	Pral.g_00736	Syar.g_00834
OG0000222	Pral.g_00729	Syar.g_02119, Syar.g_00728
OG0000223	Pral.g_00716	Syar.g_00649
OG0000224	Pral.g_00714	Syar.g_00762, Syar.g_00273
OG0000225	Pral.g_00686	Syar.g_01142
OG0000226	Pral.g_00682	Syar.g_01146
OG0000227	Pral.g_00680	Syar.g_01148
OG0000228	Pral.g_00677	Syar.g_01161
OG0000229	Pral.g_00658	Syar.g_01177, Syar.g_03273
OG0000230	Pral.g_00656	Syar.g_01179, Syar.g_03275
OG0000231	Pral.g_00644	Syar.g_02865, Syar.g_03151
OG0000232	Pral.g_00631	Syar.g_01424
OG0000233	Pral.g_00625	Syar.g_03183, Syar.g_01247
OG0000234	Pral.g_00616	Syar.g_01275
OG0000235	Pral.g_00612	Syar.g_01468
OG0000236	Pral.g_00597	Syar.g_03311, Syar.g_01484
OG0000237	Pral.g_00584	Syar.g_01503
OG0000238	Pral.g_00578	Syar.g_01508
OG0000239	Pral.g_00565	Syar.g_03277, Syar.g_02687
OG0000240	Pral.g_00564	Syar.g_03278, Syar.g_02686
OG0000241	Pral.g_00560	Syar.g_02410
OG0000242	Pral.g_00558	Syar.g_01926
OG0000243	Pral.g_00547	Syar.g_02335
OG0000244	Pral.g_00544	Syar.g_02327
OG0000245	Pral.g_00542	Syar.g_02325, Syar.g_03238
OG0000246	Pral.g_00538	Syar.g_02321
OG0000247	Pral.g_00527	Syar.g_02310
OG0000248	Pral.g_00524	Syar.g_02307, Syar.g_03293
OG0000249	Pral.g_00522	Syar.g_02305
OG0000250	Pral.g_00516	Syar.g_02299, Syar.g_03194
OG0000251	Pral.g_00498	Syar.g_03207, Syar.g_02194
OG0000252	Pral.g_00495	Syar.g_02189, Syar.g_03263
OG0000253	Pral.g_00494	Syar.g_02028, Syar.g_03229
OG0000254	Pral.g_00477	Syar.g_02169
OG0000255	Pral.g_00470	Syar.g_00011, Syar.g_02224
OG0000256	Pral.g_00460	Syar.g_02244
OG0000257	Pral.g_01430	Syar.g_02407, Syar.g_01762
OG0000258	Pral.g_01444	Syar.g_02427, Syar.g_00010
OG0000259	Pral.g_01461	Syar.g_02472
OG0000260	Pral.g_01464	Syar.g_03220, Syar.g_02475
OG0000261	Pral.g_01467	Syar.g_01916
OG0000262	Pral.g_01471	Syar.g_01690
OG0000263	Pral.g_01761	Syar.g_01991
OG0000264	Pral.g_01750	Syar.g_02135, Syar.g_03267
OG0000266	Pral.g_01719	Syar.g_01570
OG0000267	Pral.g_01706	Syar.g_01873
OG0000268	Pral.g_01705	Syar.g_02589
OG0000269	Pral.g_01483	Syar.g_02634
OG0000270	Pral.g_01486	Syar.g_00744, Syar.g_02637
OG0000271	Pral.g_01494	Syar.g_02645
OG0000272	Pral.g_01495	Syar.g_02646
OG0000273	Pral.g_01518	Syar.g_02481, Syar.g_00008
OG0000274	Pral.g_01519	Syar.g_00009, Syar.g_02482
OG0000275	Pral.g_01522	Syar.g_01810
OG0000276	Pral.g_01527	Syar.g_01817
OG0000277	Pral.g_01528	Syar.g_01818, Syar.g_03242
OG0000278	Pral.g_01531	Syar.g_01821, Syar.g_03174
OG0000279	Pral.g_01538	Syar.g_01838
OG0000280	Pral.g_01539	Syar.g_02067, Syar.g_00734
OG0000281	Pral.g_01546	Syar.g_02218
OG0000282	Pral.g_01797	Syar.g_01614, Syar.g_03255
OG0000283	Pral.g_01655	Syar.g_02574
OG0000284	Pral.g_01650	Syar.g_03258, Syar.g_02568
OG0000285	Pral.g_01644	Syar.g_02560
OG0000286	Pral.g_01628	Syar.g_02540
OG0000287	Pral.g_00050	Syar.g_02512
OG0000288	Pral.g_01594	Syar.g_01801
OG0000289	Pral.g_01609	Syar.g_03305, Syar.g_01786
OG0000290	Pral.g_01564	Syar.g_01928
OG0000291	Pral.g_01562	Syar.g_01930
OG0000292	Pral.g_01316	Syar.g_00463
OG0000293	Pral.g_01357	Syar.g_03297, Syar.g_01526
OG0000294	Pral.g_01358	Syar.g_01527, Syar.g_03296
OG0000295	Pral.g_01382	Syar.g_01951, Syar.g_03208
OG0000296	Pral.g_01384	Syar.g_01953
OG0000297	Pral.g_01394	Syar.g_01967, Syar.g_03216
OG0000298	Pral.g_01395	Syar.g_01968, Syar.g_03215
OG0000299	Pral.g_01415	Syar.g_01704
OG0000300	Pral.g_01419	Syar.g_01646, Syar.g_01711
OG0000301	Pral.g_01420	Syar.g_01712
OG0000302	Pral.g_01422	Syar.g_01713
OG0000303	Pral.g_01428	Syar.g_03136, Syar.g_01723
OG0000304	Pral.g_00455	Syar.g_01728
OG0000305	Pral.g_01323	Syar.g_01933, Syar.g_03163
OG0000306	Pral.g_01550	Syar.g_01884, Syar.g_03140
OG0000307	Pral.g_01213	Syar.g_01452, Syar.g_03153
OG0000308	Pral.g_01212	Syar.g_01450
OG0000309	Pral.g_01208	Syar.g_01239
OG0000310	Pral.g_01181	Syar.g_02826
OG0000311	Pral.g_01179	Syar.g_02823
OG0000312	Pral.g_01176	Syar.g_00015, Syar.g_02818
OG0000313	Pral.g_01157	Syar.g_02804
OG0000314	Pral.g_01133	Syar.g_01403
OG0000315	Pral.g_01123	Syar.g_01393
OG0000316	Pral.g_01095	Syar.g_02885
OG0000317	Pral.g_00104	Syar.g_02926
OG0000318	Pral.g_00108	Syar.g_02930
OG0000319	Pral.g_00121	Syar.g_02954
OG0000320	Pral.g_00123	Syar.g_02956
OG0000321	Pral.g_00124	Syar.g_02957
OG0000322	Pral.g_00125	Syar.g_02958
OG0000323	Pral.g_00134	Syar.g_02973
OG0000324	Pral.g_00162	Syar.g_00350, Syar.g_03001
OG0000325	Pral.g_00172	Syar.g_03291, Syar.g_00148
OG0000326	Pral.g_00179	Syar.g_00139, Syar.g_03134
OG0000327	Pral.g_00201	Syar.g_01029
OG0000328	Pral.g_00202	Syar.g_01030
OG0000329	Pral.g_00219	Syar.g_03189, Syar.g_01048
OG0000330	Pral.g_00220	Syar.g_03190, Syar.g_01049
OG0000331	Pral.g_00221	Syar.g_01050, Syar.g_03191
OG0000332	Pral.g_00235	Syar.g_01064, Syar.g_03299
OG0000333	Pral.g_00237	Syar.g_01067
OG0000334	Pral.g_00246	Syar.g_01076
OG0000335	Pral.g_00251	Syar.g_01080
OG0000336	Pral.g_00255	Syar.g_01084
OG0000337	Pral.g_00274	Syar.g_00285
OG0000338	Pral.g_00275	Syar.g_03225, Syar.g_00287
OG0000339	Pral.g_00280	Syar.g_00658
OG0000340	Pral.g_00289	Syar.g_00247
OG0000341	Pral.g_00291	Syar.g_00249
OG0000342	Pral.g_00292	Syar.g_00250
OG0000343	Pral.g_00293	Syar.g_00256
OG0000344	Pral.g_00296	Syar.g_00260
OG0000345	Pral.g_00302	Syar.g_00612
OG0000346	Pral.g_00306	Syar.g_00607
OG0000347	Pral.g_00323	Syar.g_00558
OG0000348	Pral.g_00331	Syar.g_00544
OG0000349	Pral.g_00349	Syar.g_00521
OG0000350	Pral.g_00370	Syar.g_00132
OG0000351	Pral.g_00390	Syar.g_00442
OG0000352	Pral.g_00391	Syar.g_00443
OG0000353	Pral.g_00409	Syar.g_00469
OG0000354	Pral.g_01677	Syar.g_01514, Syar.g_00487
OG0000355	Pral.g_00411	Syar.g_00471
OG0000356	Pral.g_00412	Syar.g_00472
OG0000357	Pral.g_00413	Syar.g_00473
OG0000358	Pral.g_00417	Syar.g_00477
OG0000359	Pral.g_00418	Syar.g_00479
OG0000360	Pral.g_00419	Syar.g_00480
OG0000361	Pral.g_00420	Syar.g_00481
OG0000362	Pral.g_00422	Syar.g_00483
OG0000363	Pral.g_01030	Syar.g_00484
OG0000364	Pral.g_01029	Syar.g_02928
OG0000365	Pral.g_01024	Syar.g_00493
OG0000366	Pral.g_01023	Syar.g_00494
OG0000367	Pral.g_01022	Syar.g_03262, Syar.g_00495
OG0000368	Pral.g_01020	Syar.g_00497
OG0000369	Pral.g_01019	Syar.g_00498
OG0000370	Pral.g_01018	Syar.g_00499
OG0000371	Pral.g_01011	Syar.g_00508
OG0000372	Pral.g_01009	Syar.g_00514
OG0000373	Pral.g_01008	Syar.g_00515
OG0000374	Pral.g_01007	Syar.g_00516
OG0000375	Pral.g_01005	Syar.g_00517
OG0000376	Pral.g_01003	Syar.g_00519
OG0000377	Pral.g_00999	Syar.g_00322
OG0000378	Pral.g_00995	Syar.g_00905
OG0000379	Pral.g_00992	Syar.g_00910
OG0000380	Pral.g_00982	Syar.g_03039
OG0000381	Pral.g_00977	Syar.g_03041
OG0000382	Pral.g_00966	Syar.g_03057
OG0000383	Pral.g_00964	Syar.g_03074
OG0000384	Pral.g_00963	Syar.g_03075
OG0000385	Pral.g_00962	Syar.g_03076
OG0000386	Pral.g_00961	Syar.g_03077
OG0000387	Pral.g_00948	Syar.g_03109
OG0000388	Pral.g_00944	Syar.g_03148, Syar.g_03113
OG0000389	Pral.g_00941	Syar.g_03118
OG0000390	Pral.g_00932	Syar.g_00033
OG0000391	Pral.g_00929	Syar.g_00038
OG0000392	Pral.g_00925	Syar.g_00045
OG0000393	Pral.g_00922	Syar.g_00048
OG0000394	Pral.g_00921	Syar.g_00049
OG0000395	Pral.g_00920	Syar.g_00050
OG0000396	Pral.g_00918	Syar.g_00053
OG0000397	Pral.g_00916	Syar.g_00055
OG0000398	Pral.g_00913	Syar.g_00060
OG0000399	Pral.g_00912	Syar.g_00061
OG0000400	Pral.g_00911	Syar.g_00062
OG0000401	Pral.g_00910	Syar.g_00063
OG0000402	Pral.g_00450	Syar.g_00065
OG0000403	Pral.g_00908	Syar.g_00066
OG0000404	Pral.g_00907	Syar.g_00067
OG0000405	Pral.g_00903	Syar.g_00076
OG0000406	Pral.g_00898	Syar.g_00080
OG0000407	Pral.g_00897	Syar.g_00081
OG0000408	Pral.g_00895	Syar.g_00083
OG0000409	Pral.g_00893	Syar.g_00085
OG0000410	Pral.g_00892	Syar.g_00086
OG0000411	Pral.g_00891	Syar.g_00087
OG0000412	Pral.g_00890	Syar.g_00088
OG0000413	Pral.g_00888	Syar.g_00090
OG0000414	Pral.g_00887	Syar.g_00091, Syar.g_03179
OG0000415	Pral.g_00886	Syar.g_00092
OG0000416	Pral.g_00885	Syar.g_00093
OG0000417	Pral.g_00884	Syar.g_00095
OG0000418	Pral.g_00879	Syar.g_00100
OG0000419	Pral.g_00877	Syar.g_00102
OG0000420	Pral.g_00875	Syar.g_00104
OG0000421	Pral.g_00871	Syar.g_00109
OG0000422	Pral.g_00870	Syar.g_00110
OG0000423	Pral.g_00869	Syar.g_00111
OG0000424	Pral.g_00868	Syar.g_00112
OG0000425	Pral.g_00867	Syar.g_00113
OG0000426	Pral.g_00866	Syar.g_00114
OG0000427	Pral.g_00865	Syar.g_00115
OG0000428	Pral.g_00863	Syar.g_00118
OG0000429	Pral.g_00862	Syar.g_00121
OG0000430	Pral.g_00861	Syar.g_00123
OG0000431	Pral.g_00859	Syar.g_00127
OG0000432	Pral.g_00855	Syar.g_01009
OG0000433	Pral.g_00854	Syar.g_01007
OG0000434	Pral.g_00853	Syar.g_01006
OG0000435	Pral.g_00852	Syar.g_01003
OG0000436	Pral.g_00847	Syar.g_00994
OG0000437	Pral.g_00846	Syar.g_00993
OG0000438	Pral.g_00845	Syar.g_00992
OG0000439	Pral.g_00844	Syar.g_00990
OG0000440	Pral.g_00843	Syar.g_00989
OG0000441	Pral.g_00840	Syar.g_00986
OG0000442	Pral.g_00839	Syar.g_00977
OG0000443	Pral.g_00838	Syar.g_00964
OG0000444	Pral.g_00833	Syar.g_00954
OG0000445	Pral.g_00832	Syar.g_00953
OG0000446	Pral.g_00831	Syar.g_00951
OG0000447	Pral.g_00830	Syar.g_00948
OG0000448	Pral.g_00829	Syar.g_00947
OG0000449	Pral.g_00828	Syar.g_00946
OG0000450	Pral.g_00827	Syar.g_00939
OG0000451	Pral.g_00826	Syar.g_00938
OG0000452	Pral.g_00823	Syar.g_00934
OG0000453	Pral.g_00822	Syar.g_00933
OG0000454	Pral.g_00821	Syar.g_00932
OG0000455	Pral.g_00820	Syar.g_00931
OG0000456	Pral.g_00819	Syar.g_00930
OG0000457	Pral.g_00817	Syar.g_00928
OG0000458	Pral.g_00816	Syar.g_00918
OG0000459	Pral.g_00815	Syar.g_00917
OG0000460	Pral.g_00805	Syar.g_03024
OG0000461	Pral.g_00796	Syar.g_00153
OG0000462	Pral.g_00795	Syar.g_00155
OG0000463	Pral.g_00794	Syar.g_00156
OG0000464	Pral.g_00793	Syar.g_00157
OG0000465	Pral.g_00792	Syar.g_00159
OG0000466	Pral.g_00789	Syar.g_00164
OG0000467	Pral.g_00788	Syar.g_00165
OG0000468	Pral.g_00785	Syar.g_00170
OG0000469	Pral.g_00777	Syar.g_00203
OG0000470	Pral.g_00775	Syar.g_00206
OG0000471	Pral.g_00774	Syar.g_00207
OG0000472	Pral.g_00773	Syar.g_00208
OG0000473	Pral.g_00771	Syar.g_00210
OG0000474	Pral.g_00770	Syar.g_00211
OG0000475	Pral.g_00769	Syar.g_00212
OG0000476	Pral.g_00767	Syar.g_00214
OG0000477	Pral.g_00764	Syar.g_00219
OG0000478	Pral.g_00763	Syar.g_00220
OG0000479	Pral.g_00762	Syar.g_00221
OG0000480	Pral.g_00756	Syar.g_00228
OG0000481	Pral.g_00754	Syar.g_00230
OG0000482	Pral.g_00753	Syar.g_00231
OG0000483	Pral.g_00750	Syar.g_00235
OG0000484	Pral.g_00749	Syar.g_00236
OG0000485	Pral.g_00748	Syar.g_00237
OG0000486	Pral.g_00747	Syar.g_00024, Syar.g_00238
OG0000487	Pral.g_00743	Syar.g_00245
OG0000488	Pral.g_00740	Syar.g_00853
OG0000489	Pral.g_00735	Syar.g_00833
OG0000490	Pral.g_00731	Syar.g_00823
OG0000491	Pral.g_00730	Syar.g_00822
OG0000492	Pral.g_00728	Syar.g_00727
OG0000493	Pral.g_00727	Syar.g_00726
OG0000494	Pral.g_00726	Syar.g_00725
OG0000495	Pral.g_00725	Syar.g_00724
OG0000496	Pral.g_00724	Syar.g_00723
OG0000497	Pral.g_00723	Syar.g_00722
OG0000498	Pral.g_00722	Syar.g_00721
OG0000499	Pral.g_00721	Syar.g_00720
OG0000500	Pral.g_00720	Syar.g_00719
OG0000501	Pral.g_00718	Syar.g_00716
OG0000502	Pral.g_00715	Syar.g_00275
OG0000503	Pral.g_00698	Syar.g_01118
OG0000504	Pral.g_00696	Syar.g_01120
OG0000505	Pral.g_00695	Syar.g_01121
OG0000506	Pral.g_00694	Syar.g_01123
OG0000507	Pral.g_00691	Syar.g_01129
OG0000508	Pral.g_00687	Syar.g_01141
OG0000509	Pral.g_00685	Syar.g_01143
OG0000510	Pral.g_00684	Syar.g_01144
OG0000511	Pral.g_00683	Syar.g_01145
OG0000512	Pral.g_00681	Syar.g_01147
OG0000513	Pral.g_00673	Syar.g_01166
OG0000514	Pral.g_00663	Syar.g_01169
OG0000515	Pral.g_00662	Syar.g_01170
OG0000516	Pral.g_00661	Syar.g_01172
OG0000517	Pral.g_00659	Syar.g_01176
OG0000518	Pral.g_00647	Syar.g_02868
OG0000519	Pral.g_00646	Syar.g_02867
OG0000520	Pral.g_00645	Syar.g_02866
OG0000521	Pral.g_00635	Syar.g_01419
OG0000522	Pral.g_00633	Syar.g_01421
OG0000523	Pral.g_00632	Syar.g_01422
OG0000524	Pral.g_00627	Syar.g_01244
OG0000525	Pral.g_00623	Syar.g_01263
OG0000526	Pral.g_00622	Syar.g_01266
OG0000527	Pral.g_00619	Syar.g_01271
OG0000528	Pral.g_00613	Syar.g_01466
OG0000529	Pral.g_00610	Syar.g_01470
OG0000530	Pral.g_00607	Syar.g_01473
OG0000531	Pral.g_00606	Syar.g_01474
OG0000532	Pral.g_00603	Syar.g_01477
OG0000533	Pral.g_00602	Syar.g_01479
OG0000534	Pral.g_00601	Syar.g_01480
OG0000535	Pral.g_00600	Syar.g_01481
OG0000536	Pral.g_00599	Syar.g_01482
OG0000537	Pral.g_00598	Syar.g_01483
OG0000538	Pral.g_00590	Syar.g_01496
OG0000539	Pral.g_00589	Syar.g_01497
OG0000540	Pral.g_00588	Syar.g_01498
OG0000541	Pral.g_00587	Syar.g_01499
OG0000542	Pral.g_00585	Syar.g_01502
OG0000543	Pral.g_00583	Syar.g_01504
OG0000544	Pral.g_00582	Syar.g_01505
OG0000545	Pral.g_00580	Syar.g_01507
OG0000546	Pral.g_00577	Syar.g_01509
OG0000547	Pral.g_00575	Syar.g_01511
OG0000548	Pral.g_00574	Syar.g_01512
OG0000549	Pral.g_00571	Syar.g_02693
OG0000550	Pral.g_00566	Syar.g_02689
OG0000551	Pral.g_00563	Syar.g_02684
OG0000552	Pral.g_00562	Syar.g_02683
OG0000553	Pral.g_00561	Syar.g_02679
OG0000554	Pral.g_00556	Syar.g_02352
OG0000555	Pral.g_00548	Syar.g_02336
OG0000556	Pral.g_00546	Syar.g_02332
