Orthogroup	Prap	Syai
OG0000239	Prap.g_01244	Syai.g_00691
OG0000240	Prap.g_01243	Syai.g_00692
OG0000241	Prap.g_01239	Syai.g_01089, Syai.g_01085
OG0000242	Prap.g_01237	Syai.g_00705
OG0000243	Prap.g_01226	Syai.g_00726
OG0000244	Prap.g_01223	Syai.g_00731
OG0000245	Prap.g_01221	Syai.g_00733
OG0000246	Prap.g_01217	Syai.g_00737
OG0000247	Prap.g_01207	Syai.g_00748
OG0000248	Prap.g_01204	Syai.g_00751
OG0000249	Prap.g_01202	Syai.g_00753
OG0000250	Prap.g_01197	Syai.g_00762
OG0000251	Prap.g_01177	Syai.g_00789
OG0000252	Prap.g_01174	Syai.g_00797
OG0000253	Prap.g_01173	Syai.g_00798
OG0000254	Prap.g_01156	Syai.g_01045
OG0000255	Prap.g_01150	Syai.g_01061
OG0000256	Prap.g_01140	Syai.g_01077
OG0000257	Prap.g_00397	Syai.g_01084
OG0000258	Prap.g_00383	Syai.g_01113
OG0000259	Prap.g_00366	Syai.g_01229
OG0000260	Prap.g_00363	Syai.g_01232
OG0000261	Prap.g_00360	Syai.g_01235
OG0000262	Prap.g_00356	Syai.g_01240
OG0000263	Prap.g_00820	Syai.g_01776
OG0000264	Prap.g_00809	Syai.g_01962
OG0000265	Prap.g_00791	Syai.g_02245
OG0000266	Prap.g_00337	Syai.g_01401
OG0000267	Prap.g_00325	Syai.g_01569
OG0000268	Prap.g_00324	Syai.g_01568
OG0000269	Prap.g_00788	Syai.g_01316
OG0000270	Prap.g_00785	Syai.g_01319
OG0000271	Prap.g_00777	Syai.g_01327
OG0000272	Prap.g_00776	Syai.g_01328
OG0000273	Prap.g_00752	Syai.g_02037
OG0000274	Prap.g_00751	Syai.g_02038
OG0000275	Prap.g_00748	Syai.g_02043
OG0000276	Prap.g_00742	Syai.g_02051
OG0000277	Prap.g_00741	Syai.g_02052
OG0000278	Prap.g_00738	Syai.g_02055
OG0000279	Prap.g_00731	Syai.g_02063
OG0000280	Prap.g_00730	Syai.g_02084
OG0000281	Prap.g_00723	Syai.g_01719
OG0000282	Prap.g_00856	Syai.g_01263
OG0000283	Prap.g_00680	Syai.g_01554
OG0000284	Prap.g_00675	Syai.g_01548
OG0000285	Prap.g_00243	Syai.g_01522
OG0000286	Prap.g_00256	Syai.g_01504
OG0000287	Prap.g_00522	Syai.g_01469
OG0000288	Prap.g_00295	Syai.g_01435
OG0000289	Prap.g_00311	Syai.g_01421
OG0000290	Prap.g_00705	Syai.g_02010
OG0000291	Prap.g_00707	Syai.g_02008
OG0000292	Prap.g_00501	Syai.g_02926
OG0000293	Prap.g_00466	Syai.g_02155
OG0000294	Prap.g_00465	Syai.g_02154
OG0000295	Prap.g_00442	Syai.g_02117
OG0000296	Prap.g_00440	Syai.g_02115
OG0000297	Prap.g_00431	Syai.g_01754
OG0000298	Prap.g_00430	Syai.g_01755
OG0000299	Prap.g_00411	Syai.g_01783
OG0000300	Prap.g_00408	Syai.g_01790
OG0000301	Prap.g_00407	Syai.g_01791
OG0000302	Prap.g_00405	Syai.g_01793
OG0000303	Prap.g_00399	Syai.g_01802
OG0000304	Prap.g_01135	Syai.g_01826
OG0000305	Prap.g_00499	Syai.g_02005
OG0000306	Prap.g_00719	Syai.g_02090
OG0000307	Prap.g_00068	Syai.g_00619
OG0000308	Prap.g_00069	Syai.g_00617
OG0000309	Prap.g_00073	Syai.g_00612
OG0000310	Prap.g_00107	Syai.g_00989
OG0000311	Prap.g_00109	Syai.g_00985
OG0000312	Prap.g_00112	Syai.g_00966
OG0000313	Prap.g_00125	Syai.g_00949
OG0000314	Prap.g_00148	Syai.g_00908
OG0000315	Prap.g_00158	Syai.g_00897
OG0000316	Prap.g_00183	Syai.g_02320, Syai.g_02322
OG0000317	Prap.g_01782	Syai.g_02373
OG0000318	Prap.g_01778	Syai.g_02379
OG0000319	Prap.g_01765	Syai.g_02395
OG0000320	Prap.g_01763	Syai.g_02397
OG0000321	Prap.g_01762	Syai.g_02398
OG0000322	Prap.g_01761	Syai.g_02399
OG0000323	Prap.g_01751	Syai.g_02413
OG0000324	Prap.g_01724	Syai.g_02272
OG0000325	Prap.g_01713	Syai.g_00320
OG0000326	Prap.g_01706	Syai.g_00327
OG0000327	Prap.g_01685	Syai.g_00359
OG0000328	Prap.g_01684	Syai.g_00360
OG0000329	Prap.g_01667	Syai.g_00378
OG0000330	Prap.g_01666	Syai.g_00379
OG0000331	Prap.g_01665	Syai.g_00380
OG0000332	Prap.g_01651	Syai.g_00395
OG0000333	Prap.g_01648, Prap.g_01649	Syai.g_00398
OG0000334	Prap.g_01639	Syai.g_00407
OG0000335	Prap.g_01634	Syai.g_00412
OG0000336	Prap.g_01630	Syai.g_00416
OG0000337	Prap.g_01612	Syai.g_00169
OG0000338	Prap.g_01611	Syai.g_00166
OG0000339	Prap.g_01605	Syai.g_00160
OG0000340	Prap.g_01596	Syai.g_00133
OG0000341	Prap.g_01594	Syai.g_00131
OG0000342	Prap.g_01593	Syai.g_00130
OG0000343	Prap.g_01592	Syai.g_00129
OG0000344	Prap.g_01589	Syai.g_00125
OG0000345	Prap.g_01583	Syai.g_00115
OG0000346	Prap.g_01579	Syai.g_00110
OG0000347	Prap.g_01562	Syai.g_00087
OG0000348	Prap.g_01554	Syai.g_00076
OG0000349	Prap.g_01537	Syai.g_00057
OG0000350	Prap.g_00623	Syai.g_00334
OG0000351	Prap.g_01497	Syai.g_02904
OG0000352	Prap.g_01496	Syai.g_02905
OG0000353	Prap.g_00055	Syai.g_02932
OG0000355	Prap.g_00053	Syai.g_00001
OG0000356	Prap.g_00052	Syai.g_00002
OG0000357	Prap.g_00051	Syai.g_00003
OG0000358	Prap.g_00047	Syai.g_00007
OG0000359	Prap.g_00046	Syai.g_00009
OG0000360	Prap.g_00045	Syai.g_00010
OG0000361	Prap.g_00044	Syai.g_00011
OG0000362	Prap.g_00042	Syai.g_00013
OG0000363	Prap.g_00941	Syai.g_00015
OG0000364	Prap.g_00940	Syai.g_00016
OG0000365	Prap.g_00935	Syai.g_00027
OG0000366	Prap.g_00934	Syai.g_00028
OG0000367	Prap.g_00933	Syai.g_00029
OG0000368	Prap.g_00931	Syai.g_00031
OG0000369	Prap.g_00930	Syai.g_00032
OG0000370	Prap.g_00929	Syai.g_00033
OG0000371	Prap.g_00922	Syai.g_00041
OG0000372	Prap.g_00919	Syai.g_00047
OG0000373	Prap.g_00918	Syai.g_00048
OG0000374	Prap.g_00917	Syai.g_00049
OG0000375	Prap.g_00915	Syai.g_00053
OG0000376	Prap.g_00913	Syai.g_00055
OG0000377	Prap.g_00909	Syai.g_02769
OG0000378	Prap.g_00905	Syai.g_02751
OG0000379	Prap.g_00902	Syai.g_02733
OG0000380	Prap.g_00885	Syai.g_02472
OG0000381	Prap.g_00880	Syai.g_02475
OG0000382	Prap.g_01097	Syai.g_02493
OG0000383	Prap.g_01095	Syai.g_02498
OG0000384	Prap.g_01094	Syai.g_02499
OG0000385	Prap.g_01093	Syai.g_02500
OG0000386	Prap.g_01092	Syai.g_02501
OG0000387	Prap.g_01078	Syai.g_02534
OG0000388	Prap.g_01074	Syai.g_02538
OG0000389	Prap.g_01071	Syai.g_02542
OG0000390	Prap.g_01061	Syai.g_02556
OG0000391	Prap.g_01058	Syai.g_02561
OG0000392	Prap.g_01054	Syai.g_02568
OG0000393	Prap.g_01051	Syai.g_02570
OG0000394	Prap.g_01050	Syai.g_02571
OG0000395	Prap.g_01049	Syai.g_02572
OG0000396	Prap.g_01047	Syai.g_02575
OG0000397	Prap.g_01045	Syai.g_02577
OG0000398	Prap.g_01042	Syai.g_02582
OG0000399	Prap.g_01041	Syai.g_02583
OG0000400	Prap.g_01040	Syai.g_02584
OG0000401	Prap.g_01039	Syai.g_02585
OG0000402	Prap.g_00319	Syai.g_02588
OG0000403	Prap.g_01037	Syai.g_02589
OG0000404	Prap.g_01036	Syai.g_02590
OG0000405	Prap.g_01032	Syai.g_02606
OG0000406	Prap.g_01024	Syai.g_02610
OG0000407	Prap.g_01023	Syai.g_02611
OG0000408	Prap.g_01021	Syai.g_02613
OG0000409	Prap.g_01019	Syai.g_02615
OG0000410	Prap.g_01018	Syai.g_02616
OG0000411	Prap.g_01017	Syai.g_02617
OG0000412	Prap.g_01016	Syai.g_02618
OG0000413	Prap.g_01014	Syai.g_02620
OG0000414	Prap.g_01013	Syai.g_02621
OG0000415	Prap.g_01012	Syai.g_02622
OG0000416	Prap.g_01011	Syai.g_02623
OG0000417	Prap.g_01010	Syai.g_02624
OG0000418	Prap.g_01005	Syai.g_02629
OG0000419	Prap.g_01003	Syai.g_02631
OG0000420	Prap.g_01002	Syai.g_02633
OG0000421	Prap.g_00997	Syai.g_02638
OG0000422	Prap.g_00996	Syai.g_02639
OG0000423	Prap.g_00995	Syai.g_02640
OG0000424	Prap.g_00994	Syai.g_02641
OG0000425	Prap.g_00993	Syai.g_02642
OG0000426	Prap.g_00992	Syai.g_02643
OG0000427	Prap.g_00991	Syai.g_02644
OG0000428	Prap.g_00989	Syai.g_02647
OG0000429	Prap.g_00988	Syai.g_02649
OG0000430	Prap.g_00987	Syai.g_02650
OG0000431	Prap.g_00985	Syai.g_02654
OG0000432	Prap.g_00981	Syai.g_02660
OG0000433	Prap.g_00980	Syai.g_02662
OG0000434	Prap.g_00979	Syai.g_02663
OG0000435	Prap.g_00978	Syai.g_02666
OG0000436	Prap.g_00973	Syai.g_02671
OG0000437	Prap.g_00972	Syai.g_02672
OG0000438	Prap.g_00971	Syai.g_02673
OG0000439	Prap.g_00969	Syai.g_02675
OG0000440	Prap.g_00968	Syai.g_02676
OG0000441	Prap.g_00965	Syai.g_02681
OG0000442	Prap.g_00964	Syai.g_02682
OG0000443	Prap.g_00963	Syai.g_02683
OG0000444	Prap.g_00957	Syai.g_02688
OG0000445	Prap.g_00956	Syai.g_02689
OG0000446	Prap.g_00955	Syai.g_02690
OG0000447	Prap.g_00954	Syai.g_02693
OG0000448	Prap.g_00953	Syai.g_02694
OG0000449	Prap.g_00952	Syai.g_02695
OG0000450	Prap.g_00951	Syai.g_02696
OG0000451	Prap.g_00950	Syai.g_02697
OG0000452	Prap.g_00947	Syai.g_02701
OG0000453	Prap.g_00946	Syai.g_02702
OG0000454	Prap.g_00945	Syai.g_02703
OG0000455	Prap.g_00944	Syai.g_02704
OG0000456	Prap.g_00943	Syai.g_02705
OG0000457	Prap.g_01487	Syai.g_02707
OG0000458	Prap.g_01486	Syai.g_02708
OG0000459	Prap.g_01485	Syai.g_02709
OG0000460	Prap.g_01477	Syai.g_00535
OG0000461	Prap.g_01469	Syai.g_00314
OG0000462	Prap.g_01467	Syai.g_00311
OG0000463	Prap.g_01466	Syai.g_00310
OG0000464	Prap.g_01465	Syai.g_00309
OG0000465	Prap.g_01464	Syai.g_00307
OG0000466	Prap.g_01461	Syai.g_00303
OG0000467	Prap.g_01460	Syai.g_00301
OG0000468	Prap.g_01457	Syai.g_00296
OG0000469	Prap.g_01449	Syai.g_00282
OG0000470	Prap.g_01447	Syai.g_00280
OG0000471	Prap.g_01446	Syai.g_00279
OG0000472	Prap.g_01444	Syai.g_00277
OG0000473	Prap.g_01442	Syai.g_00275
OG0000474	Prap.g_01441	Syai.g_00274
OG0000475	Prap.g_01440	Syai.g_00273
OG0000476	Prap.g_01438	Syai.g_00271
OG0000477	Prap.g_01435	Syai.g_00265
OG0000478	Prap.g_01434	Syai.g_00264
OG0000479	Prap.g_01433	Syai.g_00263
OG0000480	Prap.g_01428	Syai.g_00256
OG0000481	Prap.g_01425	Syai.g_00254
OG0000482	Prap.g_01424	Syai.g_00253
OG0000483	Prap.g_01421	Syai.g_00249
OG0000484	Prap.g_01420	Syai.g_00248
OG0000485	Prap.g_01418	Syai.g_00247
OG0000486	Prap.g_01417	Syai.g_00246
OG0000487	Prap.g_01414	Syai.g_00240
OG0000488	Prap.g_01411	Syai.g_00236
OG0000489	Prap.g_01406	Syai.g_00226
OG0000490	Prap.g_01402	Syai.g_00218
OG0000491	Prap.g_01401	Syai.g_00217
OG0000492	Prap.g_01399	Syai.g_00214
OG0000493	Prap.g_01398	Syai.g_00213
OG0000494	Prap.g_01397	Syai.g_00212
OG0000495	Prap.g_01396	Syai.g_00211
OG0000496	Prap.g_01395	Syai.g_00210
OG0000497	Prap.g_01394	Syai.g_00209
OG0000498	Prap.g_01393	Syai.g_00208
OG0000499	Prap.g_01392	Syai.g_00207
OG0000500	Prap.g_01391	Syai.g_00206
OG0000501	Prap.g_01390	Syai.g_00203
OG0000502	Prap.g_01387	Syai.g_00192
OG0000503	Prap.g_01372	Syai.g_00486
OG0000504	Prap.g_01370	Syai.g_00488
OG0000505	Prap.g_01369	Syai.g_00489
OG0000506	Prap.g_01368	Syai.g_00491
OG0000507	Prap.g_01365	Syai.g_00497
OG0000508	Prap.g_01361	Syai.g_00501
OG0000509	Prap.g_01359	Syai.g_00503
OG0000510	Prap.g_01358	Syai.g_00504
OG0000511	Prap.g_01357	Syai.g_00505
OG0000512	Prap.g_01355	Syai.g_00507
OG0000513	Prap.g_01346	Syai.g_00521
OG0000514	Prap.g_01335	Syai.g_00528
OG0000515	Prap.g_01334	Syai.g_00529
OG0000516	Prap.g_01333	Syai.g_02223
OG0000517	Prap.g_01331	Syai.g_02229
OG0000518	Prap.g_01320	Syai.g_02211
OG0000519	Prap.g_01319	Syai.g_02210
OG0000520	Prap.g_01318	Syai.g_02209
OG0000521	Prap.g_01310	Syai.g_00842
OG0000522	Prap.g_01308	Syai.g_00844
OG0000523	Prap.g_01307	Syai.g_00845
OG0000524	Prap.g_01302	Syai.g_00852
OG0000525	Prap.g_01298	Syai.g_00856
OG0000526	Prap.g_01297	Syai.g_00859
OG0000527	Prap.g_01294	Syai.g_00863
OG0000528	Prap.g_01289	Syai.g_00633
OG0000529	Prap.g_01286	Syai.g_00639
OG0000530	Prap.g_01283	Syai.g_00642
OG0000531	Prap.g_01282	Syai.g_00643
OG0000532	Prap.g_01280	Syai.g_00646
OG0000533	Prap.g_01279	Syai.g_00647
OG0000534	Prap.g_01278	Syai.g_00648
OG0000535	Prap.g_01277	Syai.g_00649
OG0000536	Prap.g_01276	Syai.g_00650
OG0000537	Prap.g_01275	Syai.g_00651
OG0000538	Prap.g_01266	Syai.g_00662
OG0000539	Prap.g_01265	Syai.g_00663
OG0000540	Prap.g_01264	Syai.g_00664
OG0000541	Prap.g_01263	Syai.g_00665
OG0000542	Prap.g_01262	Syai.g_00668
OG0000543	Prap.g_01260	Syai.g_00670
OG0000544	Prap.g_01259	Syai.g_00671
OG0000545	Prap.g_01257	Syai.g_00673
OG0000546	Prap.g_01254	Syai.g_00675
OG0000547	Prap.g_01252	Syai.g_00677
OG0000548	Prap.g_01251	Syai.g_00678
OG0000549	Prap.g_01249	Syai.g_00684
OG0000550	Prap.g_01245	Syai.g_00689
OG0000551	Prap.g_01242	Syai.g_00694
OG0000552	Prap.g_01241	Syai.g_00695
OG0000553	Prap.g_01240	Syai.g_00698
OG0000554	Prap.g_01235	Syai.g_00708
OG0000555	Prap.g_01227	Syai.g_00725
OG0000556	Prap.g_01225	Syai.g_00728
OG0000557	Prap.g_01224	Syai.g_00730
OG0000558	Prap.g_01222	Syai.g_00732
OG0000559	Prap.g_01218	Syai.g_00736
OG0000560	Prap.g_01215	Syai.g_00739
OG0000561	Prap.g_01214	Syai.g_00740
OG0000562	Prap.g_01213	Syai.g_00741
OG0000563	Prap.g_01212	Syai.g_00742
OG0000564	Prap.g_01211	Syai.g_00743
OG0000565	Prap.g_01209	Syai.g_00746
OG0000566	Prap.g_01205	Syai.g_00750
OG0000567	Prap.g_01201	Syai.g_00754
OG0000568	Prap.g_01200	Syai.g_00758
OG0000569	Prap.g_01199	Syai.g_00759
OG0000570	Prap.g_01198	Syai.g_00760
OG0000571	Prap.g_01196	Syai.g_00764
OG0000572	Prap.g_01182	Syai.g_00782
OG0000573	Prap.g_01176	Syai.g_00790
OG0000574	Prap.g_01175	Syai.g_00796
OG0000575	Prap.g_01171	Syai.g_00800
OG0000576	Prap.g_01169	Syai.g_00802
OG0000577	Prap.g_01168	Syai.g_00803
OG0000578	Prap.g_01167	Syai.g_00804
OG0000579	Prap.g_01166	Syai.g_00805
OG0000580	Prap.g_01165	Syai.g_00806
OG0000581	Prap.g_01162	Syai.g_00812
OG0000582	Prap.g_01159	Syai.g_01042
OG0000583	Prap.g_01158	Syai.g_01043
