Orthogroup	Prap	Prag
OG0000316	Prap.g_00183	Prag.g_01547
OG0000317	Prap.g_01782	Prag.g_01667
OG0000318	Prap.g_01778	Prag.g_01670
OG0000319	Prap.g_01765	Prag.g_01683
OG0000320	Prap.g_01763	Prag.g_01685
OG0000321	Prap.g_01762	Prag.g_01686
OG0000322	Prap.g_01761	Prag.g_01687
OG0000323	Prap.g_01751	Prag.g_01696
OG0000324	Prap.g_01724	Prag.g_01723
OG0000325	Prap.g_01713	Prag.g_01733
OG0000326	Prap.g_01706	Prag.g_01739
OG0000327	Prap.g_01685	Prag.g_01763
OG0000328	Prap.g_01684	Prag.g_01764
OG0000329	Prap.g_01667	Prag.g_01781
OG0000330	Prap.g_01666	Prag.g_01782
OG0000331	Prap.g_01665	Prag.g_01783
OG0000332	Prap.g_01651	Prag.g_01797
OG0000333	Prap.g_01648, Prap.g_01649	Prag.g_01799
OG0000334	Prap.g_01639	Prag.g_01807
OG0000335	Prap.g_01634	Prag.g_01812
OG0000336	Prap.g_01630	Prag.g_01816
OG0000337	Prap.g_01612	Prag.g_01832
OG0000338	Prap.g_01611	Prag.g_01833
OG0000339	Prap.g_01605	Prag.g_01837
OG0000340	Prap.g_01596	Prag.g_01845
OG0000341	Prap.g_01594	Prag.g_01847
OG0000342	Prap.g_01593	Prag.g_01848
OG0000343	Prap.g_01592	Prag.g_01849
OG0000344	Prap.g_01589	Prag.g_01852
OG0000345	Prap.g_01583	Prag.g_01857
OG0000346	Prap.g_01579	Prag.g_01862
OG0000347	Prap.g_01562	Prag.g_01878
OG0000348	Prap.g_01554	Prag.g_01887
OG0000349	Prap.g_01537	Prag.g_01904
OG0000350	Prap.g_00623	Prag.g_01923
OG0000351	Prap.g_01497	Prag.g_01940
OG0000352	Prap.g_01496	Prag.g_01941
OG0000353	Prap.g_00055	Prag.g_01956
OG0000355	Prap.g_00053	Prag.g_00001
OG0000356	Prap.g_00052	Prag.g_00002
OG0000357	Prap.g_00051	Prag.g_00003
OG0000358	Prap.g_00047	Prag.g_00007
OG0000359	Prap.g_00046	Prag.g_00008
OG0000360	Prap.g_00045	Prag.g_00009
OG0000361	Prap.g_00044	Prag.g_00010
OG0000362	Prap.g_00042	Prag.g_00012
OG0000363	Prap.g_00941	Prag.g_00014
OG0000364	Prap.g_00940	Prag.g_00015
OG0000365	Prap.g_00935	Prag.g_00020
OG0000366	Prap.g_00934	Prag.g_00021
OG0000367	Prap.g_00933	Prag.g_00022
OG0000368	Prap.g_00931	Prag.g_00024
OG0000369	Prap.g_00930	Prag.g_00025
OG0000370	Prap.g_00929	Prag.g_00026
OG0000371	Prap.g_00922	Prag.g_00032
OG0000372	Prap.g_00919	Prag.g_00035
OG0000373	Prap.g_00918	Prag.g_00036
OG0000374	Prap.g_00917	Prag.g_00037
OG0000375	Prap.g_00915	Prag.g_00040
OG0000376	Prap.g_00913	Prag.g_00042
OG0000377	Prap.g_00909	Prag.g_00045
OG0000378	Prap.g_00905	Prag.g_00047
OG0000379	Prap.g_00902	Prag.g_00050
OG0000380	Prap.g_00885	Prag.g_00060
OG0000381	Prap.g_00880	Prag.g_00064
OG0000382	Prap.g_01097	Prag.g_00075
OG0000383	Prap.g_01095	Prag.g_00077
OG0000384	Prap.g_01094	Prag.g_00078
OG0000385	Prap.g_01093	Prag.g_00079
OG0000386	Prap.g_01092	Prag.g_00080
OG0000387	Prap.g_01078	Prag.g_00092
OG0000388	Prap.g_01074	Prag.g_00095
OG0000389	Prap.g_01071	Prag.g_00099
OG0000390	Prap.g_01061	Prag.g_00106
OG0000391	Prap.g_01058	Prag.g_00109
OG0000392	Prap.g_01054	Prag.g_00113
OG0000393	Prap.g_01051	Prag.g_00115
OG0000394	Prap.g_01050	Prag.g_00116
OG0000395	Prap.g_01049	Prag.g_00117
OG0000396	Prap.g_01047	Prag.g_00120
OG0000397	Prap.g_01045	Prag.g_00122
OG0000398	Prap.g_01042	Prag.g_00124
OG0000399	Prap.g_01041	Prag.g_00125
OG0000400	Prap.g_01040	Prag.g_00126
OG0000401	Prap.g_01039	Prag.g_00127
OG0000402	Prap.g_00319	Prag.g_00129
OG0000403	Prap.g_01037	Prag.g_00130
OG0000404	Prap.g_01036	Prag.g_00131
OG0000405	Prap.g_01032	Prag.g_00135
OG0000406	Prap.g_01024	Prag.g_00140
OG0000407	Prap.g_01023	Prag.g_00141
OG0000408	Prap.g_01021	Prag.g_00143
OG0000409	Prap.g_01019	Prag.g_00145
OG0000410	Prap.g_01018	Prag.g_00146
OG0000411	Prap.g_01017	Prag.g_00147
OG0000412	Prap.g_01016	Prag.g_00148
OG0000413	Prap.g_01014	Prag.g_00149
OG0000414	Prap.g_01013	Prag.g_00150
OG0000415	Prap.g_01012	Prag.g_00151
OG0000416	Prap.g_01011	Prag.g_00152
OG0000417	Prap.g_01010	Prag.g_00153
OG0000418	Prap.g_01005	Prag.g_00158
OG0000419	Prap.g_01003	Prag.g_00160
OG0000420	Prap.g_01002	Prag.g_00161
OG0000421	Prap.g_00997	Prag.g_00166
OG0000422	Prap.g_00996	Prag.g_00167
OG0000423	Prap.g_00995	Prag.g_00168
OG0000424	Prap.g_00994	Prag.g_00169
OG0000425	Prap.g_00993	Prag.g_00170
OG0000426	Prap.g_00992	Prag.g_00171
OG0000427	Prap.g_00991	Prag.g_00172
OG0000428	Prap.g_00989	Prag.g_00174
OG0000429	Prap.g_00988	Prag.g_00175
OG0000430	Prap.g_00987	Prag.g_00176
OG0000431	Prap.g_00985	Prag.g_00178
OG0000432	Prap.g_00981	Prag.g_00181
OG0000433	Prap.g_00980	Prag.g_00182
OG0000434	Prap.g_00979	Prag.g_00183
OG0000435	Prap.g_00978	Prag.g_00184
OG0000436	Prap.g_00973	Prag.g_00189
OG0000437	Prap.g_00972	Prag.g_00190
OG0000438	Prap.g_00971	Prag.g_00191
OG0000439	Prap.g_00969	Prag.g_00193
OG0000440	Prap.g_00968	Prag.g_00194
OG0000441	Prap.g_00965	Prag.g_00197
OG0000442	Prap.g_00964	Prag.g_00198
OG0000443	Prap.g_00963	Prag.g_00199
OG0000444	Prap.g_00957	Prag.g_00204
OG0000445	Prap.g_00956	Prag.g_00205
OG0000446	Prap.g_00955	Prag.g_00206
OG0000447	Prap.g_00954	Prag.g_00207
OG0000448	Prap.g_00953	Prag.g_00208
OG0000449	Prap.g_00952	Prag.g_00209
OG0000450	Prap.g_00951	Prag.g_00210
OG0000451	Prap.g_00950	Prag.g_00211
OG0000452	Prap.g_00947	Prag.g_00214
OG0000453	Prap.g_00946	Prag.g_00215
OG0000454	Prap.g_00945	Prag.g_00216
OG0000455	Prap.g_00944	Prag.g_00217
OG0000456	Prap.g_00943	Prag.g_00218
OG0000457	Prap.g_01487	Prag.g_00219
OG0000458	Prap.g_01486	Prag.g_00220
OG0000459	Prap.g_01485	Prag.g_00221
OG0000460	Prap.g_01477	Prag.g_00228
OG0000461	Prap.g_01469	Prag.g_00235
OG0000462	Prap.g_01467	Prag.g_00237
OG0000463	Prap.g_01466	Prag.g_00238
OG0000464	Prap.g_01465	Prag.g_00239
OG0000465	Prap.g_01464	Prag.g_00240
OG0000466	Prap.g_01461	Prag.g_00243
OG0000467	Prap.g_01460	Prag.g_00244
OG0000468	Prap.g_01457	Prag.g_00245
OG0000469	Prap.g_01449	Prag.g_00253
OG0000470	Prap.g_01447	Prag.g_00255
OG0000471	Prap.g_01446	Prag.g_00256
OG0000472	Prap.g_01444	Prag.g_00257
OG0000473	Prap.g_01442	Prag.g_00259
OG0000474	Prap.g_01441	Prag.g_00260
OG0000475	Prap.g_01440	Prag.g_00261
OG0000476	Prap.g_01438	Prag.g_00262
OG0000477	Prap.g_01435	Prag.g_00266
OG0000478	Prap.g_01434	Prag.g_00267
OG0000479	Prap.g_01433	Prag.g_00268
OG0000480	Prap.g_01428	Prag.g_00273
OG0000481	Prap.g_01425	Prag.g_00275
OG0000482	Prap.g_01424	Prag.g_00276
OG0000483	Prap.g_01421	Prag.g_00279
OG0000484	Prap.g_01420	Prag.g_00280
OG0000485	Prap.g_01418	Prag.g_00281
OG0000486	Prap.g_01417	Prag.g_00282
OG0000487	Prap.g_01414	Prag.g_00286
OG0000488	Prap.g_01411	Prag.g_00289
OG0000489	Prap.g_01406	Prag.g_00294
OG0000490	Prap.g_01402	Prag.g_00299
OG0000491	Prap.g_01401	Prag.g_00300
OG0000492	Prap.g_01399	Prag.g_00302
OG0000493	Prap.g_01398	Prag.g_00303
OG0000494	Prap.g_01397	Prag.g_00304
OG0000495	Prap.g_01396	Prag.g_00305
OG0000496	Prap.g_01395	Prag.g_00306
OG0000497	Prap.g_01394	Prag.g_00307
OG0000498	Prap.g_01393	Prag.g_00308
OG0000499	Prap.g_01392	Prag.g_00309
OG0000500	Prap.g_01391	Prag.g_00310
OG0000501	Prap.g_01390	Prag.g_00312
OG0000502	Prap.g_01387	Prag.g_00315
OG0000503	Prap.g_01372	Prag.g_00329
OG0000504	Prap.g_01370	Prag.g_00330
OG0000505	Prap.g_01369	Prag.g_00331
OG0000506	Prap.g_01368	Prag.g_00333
OG0000507	Prap.g_01365	Prag.g_00336
OG0000508	Prap.g_01361	Prag.g_00339
OG0000509	Prap.g_01359	Prag.g_00341
OG0000510	Prap.g_01358	Prag.g_00342
OG0000511	Prap.g_01357	Prag.g_00343
OG0000512	Prap.g_01355	Prag.g_00345
OG0000513	Prap.g_01346	Prag.g_00352
OG0000514	Prap.g_01335	Prag.g_00410
OG0000515	Prap.g_01334	Prag.g_00411
OG0000516	Prap.g_01333	Prag.g_00412
OG0000517	Prap.g_01331	Prag.g_00414
OG0000518	Prap.g_01320	Prag.g_00425
OG0000519	Prap.g_01319	Prag.g_00426
OG0000520	Prap.g_01318	Prag.g_00427
OG0000521	Prap.g_01310	Prag.g_00432
OG0000522	Prap.g_01308	Prag.g_00434
OG0000523	Prap.g_01307	Prag.g_00435
OG0000524	Prap.g_01302	Prag.g_00440
OG0000525	Prap.g_01298	Prag.g_00443
OG0000526	Prap.g_01297	Prag.g_00444
OG0000527	Prap.g_01294	Prag.g_00452
OG0000528	Prap.g_01289	Prag.g_00457
OG0000529	Prap.g_01286	Prag.g_00460
OG0000530	Prap.g_01283	Prag.g_00463
OG0000531	Prap.g_01282	Prag.g_00464
OG0000532	Prap.g_01280	Prag.g_00466
OG0000533	Prap.g_01279	Prag.g_00467
OG0000534	Prap.g_01278	Prag.g_00468
OG0000535	Prap.g_01277	Prag.g_00469
OG0000536	Prap.g_01276	Prag.g_00470
OG0000537	Prap.g_01275	Prag.g_00471
OG0000538	Prap.g_01266	Prag.g_00479
OG0000539	Prap.g_01265	Prag.g_00480
OG0000540	Prap.g_01264	Prag.g_00481
OG0000541	Prap.g_01263	Prag.g_00482
OG0000542	Prap.g_01262	Prag.g_00484
OG0000543	Prap.g_01260	Prag.g_00486
OG0000544	Prap.g_01259	Prag.g_00487
OG0000545	Prap.g_01257	Prag.g_00489
OG0000546	Prap.g_01254	Prag.g_00492
OG0000547	Prap.g_01252	Prag.g_00494
OG0000548	Prap.g_01251	Prag.g_00495
OG0000549	Prap.g_01249	Prag.g_00497
OG0000550	Prap.g_01245	Prag.g_00502
OG0000551	Prap.g_01242	Prag.g_00506
OG0000552	Prap.g_01241	Prag.g_00507
OG0000553	Prap.g_01240	Prag.g_00508
OG0000554	Prap.g_01235	Prag.g_00513
OG0000555	Prap.g_01227	Prag.g_00521
OG0000556	Prap.g_01225	Prag.g_00523
OG0000557	Prap.g_01224	Prag.g_00524
OG0000558	Prap.g_01222	Prag.g_00526
OG0000559	Prap.g_01218	Prag.g_00530
OG0000560	Prap.g_01215	Prag.g_00533
OG0000561	Prap.g_01214	Prag.g_00534
OG0000562	Prap.g_01213	Prag.g_00535
OG0000563	Prap.g_01212	Prag.g_00536
OG0000564	Prap.g_01211	Prag.g_00537
OG0000565	Prap.g_01209	Prag.g_00540
OG0000566	Prap.g_01205	Prag.g_00542
OG0000567	Prap.g_01201	Prag.g_00546
OG0000568	Prap.g_01200	Prag.g_00547
OG0000569	Prap.g_01199	Prag.g_00548
OG0000570	Prap.g_01198	Prag.g_00549
OG0000571	Prap.g_01196	Prag.g_00551
OG0000572	Prap.g_01182	Prag.g_00564
OG0000573	Prap.g_01176	Prag.g_00570
OG0000574	Prap.g_01175	Prag.g_00571
OG0000575	Prap.g_01171	Prag.g_00575
OG0000576	Prap.g_01169	Prag.g_00577
OG0000577	Prap.g_01168	Prag.g_00578
OG0000578	Prap.g_01167	Prag.g_00579
OG0000579	Prap.g_01166	Prag.g_00580
OG0000580	Prap.g_01165	Prag.g_00581
OG0000581	Prap.g_01162	Prag.g_00583
OG0000582	Prap.g_01159	Prag.g_00586
OG0000583	Prap.g_01158	Prag.g_00587
