Orthogroup	Prap	Prav
OG0000150	Prap.g_00724	Prav.g_00451
OG0000151	Prap.g_00848	Prav.g_00509
OG0000152	Prap.g_00257	Prav.g_00556
OG0000153	Prap.g_00276	Prav.g_00575
OG0000154	Prap.g_00296	Prav.g_00907
OG0000155	Prap.g_00435	Prav.g_01861
OG0000156	Prap.g_00550	Prav.g_01427
OG0000157	Prap.g_00551	Prav.g_01428
OG0000158	Prap.g_01598	Prav.g_01505
OG0000159	Prap.g_00890	Prav.g_01506
OG0000160	Prap.g_00122	Prav.g_01579
OG0000161	Prap.g_00128	Prav.g_01585
OG0000162	Prap.g_00134	Prav.g_01591
OG0000163	Prap.g_00173	Prav.g_01625
OG0000164	Prap.g_01754	Prav.g_01785
OG0000165	Prap.g_01747	Prav.g_01792
OG0000166	Prap.g_01680	Prav.g_00596
OG0000167	Prap.g_01608	Prav.g_00663
OG0000168	Prap.g_01597	Prav.g_00673
OG0000169	Prap.g_01587	Prav.g_00683
OG0000170	Prap.g_01584	Prav.g_00685
OG0000171	Prap.g_01564	Prav.g_00704
OG0000172	Prap.g_01557	Prav.g_00712
OG0000173	Prap.g_01542	Prav.g_00727
OG0000174	Prap.g_01513	Prav.g_00755
OG0000175	Prap.g_01500	Prav.g_00765
OG0000176	Prap.g_00050	Prav.g_00790
OG0000177	Prap.g_00049	Prav.g_00791
OG0000178	Prap.g_00048	Prav.g_00792
OG0000179	Prap.g_00939	Prav.g_00084
OG0000180	Prap.g_00938	Prav.g_00085
OG0000181	Prap.g_00937	Prav.g_00086
OG0000182	Prap.g_00936	Prav.g_00087
OG0000183	Prap.g_00932	Prav.g_00091
OG0000184	Prap.g_00906	Prav.g_00117
OG0000185	Prap.g_00903	Prav.g_00120
OG0000186	Prap.g_00887	Prav.g_00129
OG0000187	Prap.g_00886	Prav.g_00130
OG0000188	Prap.g_01096	Prav.g_00147
OG0000189	Prap.g_01082	Prav.g_00161
OG0000190	Prap.g_01080	Prav.g_00162
OG0000191	Prap.g_01057	Prav.g_00182
OG0000192	Prap.g_01052	Prav.g_00186
OG0000193	Prap.g_01025	Prav.g_00213
OG0000194	Prap.g_01022	Prav.g_00216
OG0000195	Prap.g_01020	Prav.g_00887
OG0000196	Prap.g_01009	Prav.g_00877
OG0000197	Prap.g_01008	Prav.g_00876
OG0000198	Prap.g_01007	Prav.g_00875
OG0000199	Prap.g_01000	Prav.g_00868
OG0000200	Prap.g_00986	Prav.g_00854
OG0000201	Prap.g_00977	Prav.g_00846
OG0000202	Prap.g_00976	Prav.g_00845
OG0000203	Prap.g_00975	Prav.g_00844
OG0000204	Prap.g_00974	Prav.g_00843
OG0000205	Prap.g_00967	Prav.g_00836
OG0000206	Prap.g_00962	Prav.g_00831
OG0000207	Prap.g_00959	Prav.g_00829
OG0000208	Prap.g_00958	Prav.g_00828
OG0000209	Prap.g_00949	Prav.g_00819
OG0000210	Prap.g_00948	Prav.g_00818
OG0000211	Prap.g_01479	Prav.g_00805
OG0000212	Prap.g_01471	Prav.g_00798
OG0000213	Prap.g_01453	Prav.g_01904
OG0000214	Prap.g_01443	Prav.g_01914
OG0000215	Prap.g_01416	Prav.g_01938
OG0000216	Prap.g_01415	Prav.g_01940
OG0000217	Prap.g_01412	Prav.g_01943
OG0000218	Prap.g_01410	Prav.g_01945
OG0000219	Prap.g_01409	Prav.g_01946
OG0000220	Prap.g_01408	Prav.g_01947
OG0000221	Prap.g_01407	Prav.g_01948
OG0000222	Prap.g_01400	Prav.g_01956
OG0000223	Prap.g_01388	Prav.g_01969
OG0000224	Prap.g_01386	Prav.g_01971
OG0000225	Prap.g_01360	Prav.g_01992
OG0000226	Prap.g_01356	Prav.g_01996
OG0000227	Prap.g_01354	Prav.g_01998
OG0000228	Prap.g_01350	Prav.g_00974
OG0000229	Prap.g_01330	Prav.g_01035
OG0000230	Prap.g_01328	Prav.g_01037
OG0000231	Prap.g_01317	Prav.g_01048
OG0000232	Prap.g_01306	Prav.g_01056
OG0000233	Prap.g_01300	Prav.g_01061
OG0000234	Prap.g_01291	Prav.g_01074
OG0000235	Prap.g_01288	Prav.g_01077
OG0000236	Prap.g_01274	Prav.g_01091
OG0000237	Prap.g_01261	Prav.g_01104
OG0000238	Prap.g_01255	Prav.g_01110
OG0000239	Prap.g_01244	Prav.g_01123
OG0000240	Prap.g_01243	Prav.g_01124
OG0000241	Prap.g_01239	Prav.g_01128
OG0000242	Prap.g_01237	Prav.g_01130
OG0000243	Prap.g_01226	Prav.g_00954, Prav.g_01141
OG0000244	Prap.g_01223	Prav.g_01144
OG0000245	Prap.g_01221	Prav.g_01146
OG0000246	Prap.g_01217	Prav.g_01150
OG0000247	Prap.g_01207	Prav.g_01160
OG0000248	Prap.g_01204	Prav.g_01162
OG0000249	Prap.g_01202	Prav.g_01164
OG0000250	Prap.g_01197	Prav.g_01169
OG0000251	Prap.g_01177	Prav.g_01187
OG0000252	Prap.g_01174	Prav.g_01190
OG0000253	Prap.g_01173	Prav.g_01191
OG0000254	Prap.g_01156	Prav.g_01207
OG0000255	Prap.g_01150	Prav.g_01213
OG0000256	Prap.g_01140	Prav.g_01225
OG0000257	Prap.g_00397	Prav.g_01228
OG0000258	Prap.g_00383	Prav.g_01241
OG0000259	Prap.g_00366	Prav.g_01258
OG0000260	Prap.g_00363	Prav.g_01261
OG0000261	Prap.g_00360	Prav.g_01263
OG0000262	Prap.g_00356	Prav.g_01267
OG0000263	Prap.g_00820	Prav.g_01279
OG0000264	Prap.g_00809	Prav.g_01289
OG0000265	Prap.g_00791	Prav.g_00306
OG0000266	Prap.g_00337	Prav.g_00316
OG0000267	Prap.g_00325	Prav.g_00327
OG0000268	Prap.g_00324	Prav.g_00328
OG0000269	Prap.g_00788	Prav.g_00392
OG0000270	Prap.g_00785	Prav.g_00395
OG0000271	Prap.g_00777	Prav.g_00403
OG0000272	Prap.g_00776	Prav.g_00404
OG0000273	Prap.g_00752	Prav.g_00427
OG0000274	Prap.g_00751	Prav.g_00428
OG0000275	Prap.g_00748	Prav.g_00430
OG0000276	Prap.g_00742	Prav.g_00435
OG0000277	Prap.g_00741	Prav.g_00436
OG0000278	Prap.g_00738	Prav.g_00439
OG0000279	Prap.g_00731	Prav.g_00446
OG0000280	Prap.g_00730	Prav.g_00447
OG0000281	Prap.g_00723	Prav.g_00452
OG0000282	Prap.g_00856	Prav.g_00501
OG0000283	Prap.g_00680	Prav.g_00533
OG0000284	Prap.g_00675	Prav.g_00538
OG0000285	Prap.g_00243	Prav.g_00543
OG0000286	Prap.g_00256	Prav.g_00555
OG0000287	Prap.g_00522	Prav.g_00572
OG0000288	Prap.g_00295	Prav.g_00906
OG0000289	Prap.g_00311	Prav.g_00917
OG0000290	Prap.g_00705	Prav.g_00930
OG0000291	Prap.g_00707	Prav.g_00932
OG0000292	Prap.g_00501	Prav.g_00261
OG0000293	Prap.g_00466	Prav.g_00056
OG0000294	Prap.g_00465	Prav.g_00057
OG0000295	Prap.g_00442	Prav.g_00077
OG0000296	Prap.g_00440	Prav.g_01867
OG0000297	Prap.g_00431	Prav.g_01859
OG0000298	Prap.g_00430	Prav.g_01858
OG0000299	Prap.g_00411	Prav.g_01841
OG0000300	Prap.g_00408	Prav.g_01838
OG0000301	Prap.g_00407	Prav.g_00955, Prav.g_01837
OG0000302	Prap.g_00405	Prav.g_01835
OG0000303	Prap.g_00399	Prav.g_01828
OG0000304	Prap.g_01135	Prav.g_01824
OG0000305	Prap.g_00499	Prav.g_01465
OG0000306	Prap.g_00719	Prav.g_01468
OG0000307	Prap.g_00068	Prav.g_01482
OG0000308	Prap.g_00069	Prav.g_01483
OG0000309	Prap.g_00073	Prav.g_01487
OG0000310	Prap.g_00107	Prav.g_01563
OG0000311	Prap.g_00109	Prav.g_01565
OG0000312	Prap.g_00112	Prav.g_01568
OG0000313	Prap.g_00125	Prav.g_01582
OG0000314	Prap.g_00148	Prav.g_01605
OG0000315	Prap.g_00158	Prav.g_01615
OG0000316	Prap.g_00183	Prav.g_01635
OG0000317	Prap.g_01782	Prav.g_01759
OG0000318	Prap.g_01778	Prav.g_01762
OG0000319	Prap.g_01765	Prav.g_01775
OG0000320	Prap.g_01763	Prav.g_01777
OG0000321	Prap.g_01762	Prav.g_01778
OG0000322	Prap.g_01761	Prav.g_01779
OG0000323	Prap.g_01751	Prav.g_01788
OG0000324	Prap.g_01724	Prav.g_01815
OG0000325	Prap.g_01713	Prav.g_00269
OG0000326	Prap.g_01706	Prav.g_00275
OG0000327	Prap.g_01685	Prav.g_00591
OG0000328	Prap.g_01684	Prav.g_00592
OG0000329	Prap.g_01667	Prav.g_00609
OG0000330	Prap.g_01666	Prav.g_00610
OG0000331	Prap.g_01665	Prav.g_00611
OG0000332	Prap.g_01651	Prav.g_00625
OG0000333	Prap.g_01648, Prap.g_01649	Prav.g_00627
OG0000334	Prap.g_01639	Prav.g_00635
OG0000335	Prap.g_01634	Prav.g_00640
OG0000336	Prap.g_01630	Prav.g_00644
OG0000337	Prap.g_01612	Prav.g_00661
OG0000338	Prap.g_01611	Prav.g_00662
OG0000339	Prap.g_01605	Prav.g_00666
OG0000340	Prap.g_01596	Prav.g_00674
OG0000341	Prap.g_01594	Prav.g_00676
OG0000342	Prap.g_01593	Prav.g_00677
OG0000343	Prap.g_01592	Prav.g_00678
OG0000344	Prap.g_01589	Prav.g_00681
OG0000345	Prap.g_01583	Prav.g_00686
OG0000346	Prap.g_01579	Prav.g_00690
OG0000347	Prap.g_01562	Prav.g_00706
OG0000348	Prap.g_01554	Prav.g_00715
OG0000349	Prap.g_01537	Prav.g_00732
OG0000350	Prap.g_00623	Prav.g_00751
OG0000351	Prap.g_01497	Prav.g_00768
OG0000352	Prap.g_01496	Prav.g_00769
OG0000353	Prap.g_00055	Prav.g_00785
OG0000355	Prap.g_00053	Prav.g_00787
OG0000356	Prap.g_00052	Prav.g_00788
OG0000357	Prap.g_00051	Prav.g_00789
OG0000358	Prap.g_00047	Prav.g_00793
OG0000359	Prap.g_00046	Prav.g_00794
OG0000360	Prap.g_00045	Prav.g_00795
OG0000361	Prap.g_00044	Prav.g_00078
OG0000362	Prap.g_00042	Prav.g_00080
OG0000363	Prap.g_00941	Prav.g_00082
OG0000364	Prap.g_00940	Prav.g_00083
OG0000365	Prap.g_00935	Prav.g_00088
OG0000366	Prap.g_00934	Prav.g_00089
OG0000367	Prap.g_00933	Prav.g_00090
OG0000368	Prap.g_00931	Prav.g_00092
OG0000369	Prap.g_00930	Prav.g_00093
OG0000370	Prap.g_00929	Prav.g_00094
OG0000371	Prap.g_00922	Prav.g_00100
OG0000372	Prap.g_00919	Prav.g_00103
OG0000373	Prap.g_00918	Prav.g_00104
OG0000374	Prap.g_00917	Prav.g_00105
OG0000375	Prap.g_00915	Prav.g_00111
OG0000376	Prap.g_00913	Prav.g_00113
OG0000377	Prap.g_00909	Prav.g_00116
OG0000378	Prap.g_00905	Prav.g_00118
OG0000379	Prap.g_00902	Prav.g_00121
OG0000380	Prap.g_00885	Prav.g_00131
OG0000381	Prap.g_00880	Prav.g_00135
OG0000382	Prap.g_01097	Prav.g_00146
OG0000383	Prap.g_01095	Prav.g_00148
OG0000384	Prap.g_01094	Prav.g_00149
OG0000385	Prap.g_01093	Prav.g_00150
OG0000386	Prap.g_01092	Prav.g_00151
OG0000387	Prap.g_01078	Prav.g_00164
OG0000388	Prap.g_01074	Prav.g_00167
OG0000389	Prap.g_01071	Prav.g_00171
OG0000390	Prap.g_01061	Prav.g_00178
OG0000391	Prap.g_01058	Prav.g_00181
OG0000392	Prap.g_01054	Prav.g_00185
OG0000393	Prap.g_01051	Prav.g_00187
OG0000394	Prap.g_01050	Prav.g_00188
OG0000395	Prap.g_01049	Prav.g_00189
OG0000396	Prap.g_01047	Prav.g_00192
OG0000397	Prap.g_01045	Prav.g_00194
OG0000398	Prap.g_01042	Prav.g_00196
OG0000399	Prap.g_01041	Prav.g_00197
OG0000400	Prap.g_01040	Prav.g_00198
OG0000401	Prap.g_01039	Prav.g_00199
OG0000402	Prap.g_00319	Prav.g_00201
OG0000403	Prap.g_01037	Prav.g_00202
OG0000404	Prap.g_01036	Prav.g_00203
OG0000405	Prap.g_01032	Prav.g_00207
OG0000406	Prap.g_01024	Prav.g_00214
OG0000407	Prap.g_01023	Prav.g_00215
OG0000409	Prap.g_01019	Prav.g_00886
OG0000410	Prap.g_01018	Prav.g_00885
OG0000411	Prap.g_01017	Prav.g_00884
OG0000412	Prap.g_01016	Prav.g_00883
OG0000413	Prap.g_01014	Prav.g_00882
OG0000414	Prap.g_01013	Prav.g_00881
OG0000415	Prap.g_01012	Prav.g_00880
OG0000416	Prap.g_01011	Prav.g_00879
OG0000417	Prap.g_01010	Prav.g_00878
OG0000418	Prap.g_01005	Prav.g_00873
OG0000419	Prap.g_01003	Prav.g_00871
OG0000420	Prap.g_01002	Prav.g_00870
OG0000421	Prap.g_00997	Prav.g_00865
OG0000422	Prap.g_00996	Prav.g_00864
OG0000423	Prap.g_00995	Prav.g_00863
OG0000424	Prap.g_00994	Prav.g_00862
OG0000425	Prap.g_00993	Prav.g_00861
OG0000426	Prap.g_00992	Prav.g_00860
OG0000427	Prap.g_00991	Prav.g_00859
OG0000428	Prap.g_00989	Prav.g_00857
OG0000429	Prap.g_00988	Prav.g_00856
OG0000430	Prap.g_00987	Prav.g_00855
OG0000431	Prap.g_00985	Prav.g_00853
OG0000432	Prap.g_00981	Prav.g_00850
OG0000433	Prap.g_00980	Prav.g_00849
OG0000434	Prap.g_00979	Prav.g_00848
OG0000435	Prap.g_00978	Prav.g_00847
OG0000436	Prap.g_00973	Prav.g_00842
OG0000437	Prap.g_00972	Prav.g_00841
OG0000438	Prap.g_00971	Prav.g_00840
OG0000439	Prap.g_00969	Prav.g_00838
OG0000440	Prap.g_00968	Prav.g_00837
OG0000441	Prap.g_00965	Prav.g_00834
OG0000442	Prap.g_00964	Prav.g_00833
OG0000443	Prap.g_00963	Prav.g_00832
OG0000444	Prap.g_00957	Prav.g_00827
OG0000445	Prap.g_00956	Prav.g_00826
OG0000446	Prap.g_00955	Prav.g_00825
OG0000447	Prap.g_00954	Prav.g_00824
OG0000448	Prap.g_00953	Prav.g_00823
OG0000449	Prap.g_00952	Prav.g_00822
OG0000450	Prap.g_00951	Prav.g_00821
OG0000451	Prap.g_00950	Prav.g_00820
OG0000452	Prap.g_00947	Prav.g_00817
OG0000453	Prap.g_00946	Prav.g_00816
OG0000454	Prap.g_00945	Prav.g_00815
OG0000455	Prap.g_00944	Prav.g_00814
OG0000456	Prap.g_00943	Prav.g_00813
OG0000457	Prap.g_01487	Prav.g_00812
OG0000458	Prap.g_01486	Prav.g_00811
OG0000459	Prap.g_01485	Prav.g_00810
OG0000460	Prap.g_01477	Prav.g_00803
OG0000461	Prap.g_01469	Prav.g_01889
OG0000462	Prap.g_01467	Prav.g_01891
OG0000463	Prap.g_01466	Prav.g_01892
OG0000464	Prap.g_01465	Prav.g_01893
OG0000465	Prap.g_01464	Prav.g_01894
OG0000466	Prap.g_01461	Prav.g_01897
OG0000467	Prap.g_01460	Prav.g_01898
OG0000468	Prap.g_01457	Prav.g_01900
OG0000469	Prap.g_01449	Prav.g_01909
OG0000470	Prap.g_01447	Prav.g_01911
OG0000471	Prap.g_01446	Prav.g_01912
OG0000472	Prap.g_01444	Prav.g_01913
OG0000473	Prap.g_01442	Prav.g_01915
OG0000474	Prap.g_01441	Prav.g_01916
OG0000475	Prap.g_01440	Prav.g_01917
OG0000476	Prap.g_01438	Prav.g_01918
OG0000477	Prap.g_01435	Prav.g_01921
OG0000478	Prap.g_01434	Prav.g_01922
OG0000479	Prap.g_01433	Prav.g_01923
OG0000480	Prap.g_01428	Prav.g_01928
OG0000481	Prap.g_01425	Prav.g_01930
OG0000482	Prap.g_01424	Prav.g_01931
OG0000483	Prap.g_01421	Prav.g_01934
OG0000484	Prap.g_01420	Prav.g_01935
OG0000485	Prap.g_01418	Prav.g_01936
OG0000486	Prap.g_01417	Prav.g_01937
OG0000487	Prap.g_01414	Prav.g_01941
OG0000488	Prap.g_01411	Prav.g_01944
OG0000489	Prap.g_01406	Prav.g_01949
OG0000490	Prap.g_01402	Prav.g_01954
OG0000491	Prap.g_01401	Prav.g_01955
OG0000492	Prap.g_01399	Prav.g_01957
OG0000493	Prap.g_01398	Prav.g_01958
OG0000494	Prap.g_01397	Prav.g_01959
OG0000495	Prap.g_01396	Prav.g_01960
OG0000496	Prap.g_01395	Prav.g_01961
OG0000497	Prap.g_01394	Prav.g_01962
OG0000498	Prap.g_01393	Prav.g_01963
OG0000499	Prap.g_01392	Prav.g_01964
OG0000500	Prap.g_01391	Prav.g_01965
OG0000501	Prap.g_01390	Prav.g_01967
OG0000502	Prap.g_01387	Prav.g_01970
OG0000503	Prap.g_01372	Prav.g_01980
OG0000504	Prap.g_01370	Prav.g_01981
OG0000505	Prap.g_01369	Prav.g_01982
OG0000506	Prap.g_01368	Prav.g_01984
OG0000507	Prap.g_01365	Prav.g_01987
OG0000508	Prap.g_01361	Prav.g_01991
OG0000509	Prap.g_01359	Prav.g_01993
OG0000510	Prap.g_01358	Prav.g_01994
OG0000511	Prap.g_01357	Prav.g_01995
OG0000512	Prap.g_01355	Prav.g_01997
OG0000513	Prap.g_01346	Prav.g_00977
OG0000514	Prap.g_01335	Prav.g_01030
OG0000515	Prap.g_01334	Prav.g_01031
OG0000516	Prap.g_01333	Prav.g_01032
OG0000517	Prap.g_01331	Prav.g_01034
OG0000518	Prap.g_01320	Prav.g_01045
OG0000519	Prap.g_01319	Prav.g_01046
OG0000520	Prap.g_01318	Prav.g_01047
OG0000521	Prap.g_01310	Prav.g_01052
OG0000522	Prap.g_01308	Prav.g_01053
OG0000523	Prap.g_01307	Prav.g_01054
OG0000524	Prap.g_01302	Prav.g_01059
OG0000525	Prap.g_01298	Prav.g_01062
OG0000526	Prap.g_01297	Prav.g_01063
OG0000527	Prap.g_01294	Prav.g_01071
OG0000528	Prap.g_01289	Prav.g_01076
OG0000529	Prap.g_01286	Prav.g_01079
OG0000530	Prap.g_01283	Prav.g_01082
OG0000531	Prap.g_01282	Prav.g_01083
OG0000532	Prap.g_01280	Prav.g_01085
OG0000533	Prap.g_01279	Prav.g_01086
OG0000534	Prap.g_01278	Prav.g_01087
OG0000535	Prap.g_01277	Prav.g_01088
OG0000536	Prap.g_01276	Prav.g_01089
OG0000537	Prap.g_01275	Prav.g_01090
OG0000538	Prap.g_01266	Prav.g_01098
OG0000539	Prap.g_01265	Prav.g_01099
OG0000540	Prap.g_01264	Prav.g_01100
OG0000541	Prap.g_01263	Prav.g_01101
OG0000542	Prap.g_01262	Prav.g_01103
OG0000543	Prap.g_01260	Prav.g_01105
OG0000544	Prap.g_01259	Prav.g_01106
OG0000545	Prap.g_01257	Prav.g_01108
OG0000546	Prap.g_01254	Prav.g_01111
OG0000547	Prap.g_01252	Prav.g_01113
OG0000548	Prap.g_01251	Prav.g_01114
OG0000549	Prap.g_01249	Prav.g_01116
OG0000550	Prap.g_01245	Prav.g_01121
OG0000551	Prap.g_01242	Prav.g_01125
OG0000552	Prap.g_01241	Prav.g_01126
OG0000553	Prap.g_01240	Prav.g_01127
OG0000554	Prap.g_01235	Prav.g_01132
OG0000555	Prap.g_01227	Prav.g_01140
OG0000556	Prap.g_01225	Prav.g_01142
OG0000557	Prap.g_01224	Prav.g_01143
OG0000558	Prap.g_01222	Prav.g_01145
OG0000559	Prap.g_01218	Prav.g_01149
OG0000560	Prap.g_01215	Prav.g_01152
OG0000561	Prap.g_01214	Prav.g_01153
OG0000562	Prap.g_01213	Prav.g_01154
OG0000563	Prap.g_01212	Prav.g_01155
OG0000564	Prap.g_01211	Prav.g_01156
OG0000565	Prap.g_01209	Prav.g_01159
OG0000566	Prap.g_01205	Prav.g_01161
OG0000567	Prap.g_01201	Prav.g_01165
OG0000568	Prap.g_01200	Prav.g_01166
OG0000569	Prap.g_01199	Prav.g_01167
OG0000570	Prap.g_01198	Prav.g_01168
OG0000571	Prap.g_01196	Prav.g_01170
OG0000572	Prap.g_01182	Prav.g_01183
OG0000573	Prap.g_01176	Prav.g_01188
OG0000574	Prap.g_01175	Prav.g_01189
OG0000575	Prap.g_01171	Prav.g_01193
OG0000576	Prap.g_01169	Prav.g_01195
OG0000577	Prap.g_01168	Prav.g_01196
OG0000578	Prap.g_01167	Prav.g_01197
OG0000579	Prap.g_01166	Prav.g_01198
OG0000580	Prap.g_01165	Prav.g_01199
OG0000581	Prap.g_01162	Prav.g_01201
OG0000582	Prap.g_01159	Prav.g_01204
OG0000583	Prap.g_01158	Prav.g_01205
