Orthogroup	Prap	Prat
OG0000190	Prap.g_01080	Prat.g_00094
OG0000191	Prap.g_01057	Prat.g_00116
OG0000192	Prap.g_01052	Prat.g_00121
OG0000193	Prap.g_01025	Prat.g_00145
OG0000194	Prap.g_01022	Prat.g_00148
OG0000195	Prap.g_01020	Prat.g_00150
OG0000196	Prap.g_01009	Prat.g_00161
OG0000197	Prap.g_01008	Prat.g_00162
OG0000198	Prap.g_01007	Prat.g_00163
OG0000199	Prap.g_01000	Prat.g_00171
OG0000200	Prap.g_00986	Prat.g_00185
OG0000201	Prap.g_00977	Prat.g_00194
OG0000202	Prap.g_00976	Prat.g_00195
OG0000203	Prap.g_00975	Prat.g_00196
OG0000204	Prap.g_00974	Prat.g_00197
OG0000205	Prap.g_00967	Prat.g_00204
OG0000206	Prap.g_00962	Prat.g_00209
OG0000207	Prap.g_00959	Prat.g_00211
OG0000208	Prap.g_00958	Prat.g_00212
OG0000209	Prap.g_00949	Prat.g_00221
OG0000210	Prap.g_00948	Prat.g_00222
OG0000211	Prap.g_01479	Prat.g_00238
OG0000212	Prap.g_01471	Prat.g_00246
OG0000213	Prap.g_01453	Prat.g_00264
OG0000214	Prap.g_01443	Prat.g_00274
OG0000215	Prap.g_01416	Prat.g_00300
OG0000216	Prap.g_01415	Prat.g_00302
OG0000217	Prap.g_01412	Prat.g_00305
OG0000218	Prap.g_01410	Prat.g_00307
OG0000219	Prap.g_01409	Prat.g_00308
OG0000220	Prap.g_01408	Prat.g_00309
OG0000221	Prap.g_01407	Prat.g_00310
OG0000222	Prap.g_01400	Prat.g_00317
OG0000223	Prap.g_01388	Prat.g_00330
OG0000224	Prap.g_01386	Prat.g_00332
OG0000225	Prap.g_01360	Prat.g_00360
OG0000226	Prap.g_01356	Prat.g_00364
OG0000227	Prap.g_01354	Prat.g_00366
OG0000228	Prap.g_01350	Prat.g_00369
OG0000229	Prap.g_01330	Prat.g_00396
OG0000230	Prap.g_01328	Prat.g_00398
OG0000231	Prap.g_01317	Prat.g_00411
OG0000232	Prap.g_01306	Prat.g_00419
OG0000233	Prap.g_01300	Prat.g_00426
OG0000234	Prap.g_01291	Prat.g_00435
OG0000235	Prap.g_01288	Prat.g_00439
OG0000236	Prap.g_01274	Prat.g_00454
OG0000237	Prap.g_01261	Prat.g_00469
OG0000238	Prap.g_01255	Prat.g_00475
OG0000239	Prap.g_01244	Prat.g_00487
OG0000240	Prap.g_01243	Prat.g_00488
OG0000241	Prap.g_01239	Prat.g_00492
OG0000242	Prap.g_01237	Prat.g_00494
OG0000243	Prap.g_01226	Prat.g_00504
OG0000244	Prap.g_01223	Prat.g_00507
OG0000245	Prap.g_01221	Prat.g_00509
OG0000246	Prap.g_01217	Prat.g_00514, Prat.g_00513
OG0000247	Prap.g_01207	Prat.g_00525
OG0000248	Prap.g_01204	Prat.g_00528
OG0000249	Prap.g_01202	Prat.g_00530
OG0000250	Prap.g_01197	Prat.g_00536
OG0000251	Prap.g_01177	Prat.g_00553
OG0000252	Prap.g_01174	Prat.g_00556
OG0000253	Prap.g_01173	Prat.g_00557
OG0000254	Prap.g_01156	Prat.g_00574
OG0000255	Prap.g_01150	Prat.g_00581
OG0000256	Prap.g_01140	Prat.g_00591
OG0000257	Prap.g_00397	Prat.g_01097
OG0000258	Prap.g_00383	Prat.g_01081
OG0000259	Prap.g_00366	Prat.g_01064
OG0000260	Prap.g_00363	Prat.g_01061
OG0000261	Prap.g_00360	Prat.g_01058
OG0000262	Prap.g_00356	Prat.g_01054
OG0000263	Prap.g_00820	Prat.g_00754
OG0000264	Prap.g_00809	Prat.g_00765
OG0000265	Prap.g_00791	Prat.g_00788
OG0000266	Prap.g_00337	Prat.g_00801
OG0000267	Prap.g_00325	Prat.g_00814
OG0000268	Prap.g_00324	Prat.g_00815
OG0000269	Prap.g_00788	Prat.g_01042
OG0000270	Prap.g_00785	Prat.g_01039
OG0000271	Prap.g_00777	Prat.g_01031
OG0000272	Prap.g_00776	Prat.g_01030
OG0000273	Prap.g_00752	Prat.g_01007
OG0000274	Prap.g_00751	Prat.g_01006
OG0000275	Prap.g_00748	Prat.g_01004
OG0000276	Prap.g_00742	Prat.g_00999
OG0000277	Prap.g_00741	Prat.g_00998
OG0000278	Prap.g_00738	Prat.g_00995
OG0000279	Prap.g_00731	Prat.g_00988
OG0000280	Prap.g_00730	Prat.g_00987
OG0000281	Prap.g_00723	Prat.g_00980
OG0000282	Prap.g_00856	Prat.g_00718
OG0000283	Prap.g_00680	Prat.g_00868
OG0000284	Prap.g_00675	Prat.g_00873
OG0000285	Prap.g_00243	Prat.g_00879
OG0000286	Prap.g_00256	Prat.g_00895
OG0000287	Prap.g_00522	Prat.g_00912
OG0000288	Prap.g_00295	Prat.g_00933
OG0000289	Prap.g_00311	Prat.g_00948
OG0000290	Prap.g_00705	Prat.g_00962
OG0000291	Prap.g_00707	Prat.g_00964
OG0000292	Prap.g_00501	Prat.g_01208
OG0000293	Prap.g_00466	Prat.g_01165
OG0000294	Prap.g_00465	Prat.g_01164
OG0000295	Prap.g_00442	Prat.g_01142
OG0000296	Prap.g_00440	Prat.g_01140
OG0000297	Prap.g_00431	Prat.g_01131
OG0000298	Prap.g_00430	Prat.g_01130
OG0000299	Prap.g_00411	Prat.g_01112
OG0000300	Prap.g_00408	Prat.g_01108
OG0000301	Prap.g_00407	Prat.g_01107
OG0000302	Prap.g_00405	Prat.g_01105
OG0000303	Prap.g_00399	Prat.g_01099
OG0000304	Prap.g_01135	Prat.g_00595
OG0000305	Prap.g_00499	Prat.g_01200
OG0000306	Prap.g_00719	Prat.g_00976
OG0000307	Prap.g_00068	Prat.g_01300
OG0000308	Prap.g_00069	Prat.g_01301
OG0000309	Prap.g_00073	Prat.g_01305
OG0000310	Prap.g_00107	Prat.g_01336
OG0000311	Prap.g_00109	Prat.g_01338
OG0000312	Prap.g_00112	Prat.g_01341
OG0000313	Prap.g_00125	Prat.g_01357
OG0000314	Prap.g_00148	Prat.g_01382
OG0000315	Prap.g_00158	Prat.g_01392
OG0000316	Prap.g_00183	Prat.g_01420
OG0000317	Prap.g_01782	Prat.g_01589
OG0000318	Prap.g_01778	Prat.g_01593
OG0000319	Prap.g_01765	Prat.g_01605
OG0000320	Prap.g_01763	Prat.g_01607
OG0000321	Prap.g_01762	Prat.g_01608
OG0000322	Prap.g_01761	Prat.g_01609
OG0000323	Prap.g_01751	Prat.g_01618
OG0000324	Prap.g_01724	Prat.g_01647
OG0000325	Prap.g_01713	Prat.g_01657
OG0000326	Prap.g_01706	Prat.g_01664
OG0000327	Prap.g_01685	Prat.g_01685
OG0000328	Prap.g_01684	Prat.g_01686
OG0000329	Prap.g_01667	Prat.g_01703
OG0000330	Prap.g_01666	Prat.g_01704
OG0000331	Prap.g_01665	Prat.g_01705
OG0000332	Prap.g_01651	Prat.g_01718
OG0000333	Prap.g_01648, Prap.g_01649	Prat.g_01720
OG0000334	Prap.g_01639	Prat.g_01729
OG0000335	Prap.g_01634	Prat.g_01734
OG0000336	Prap.g_01630	Prat.g_01738
OG0000337	Prap.g_01612	Prat.g_01756
OG0000338	Prap.g_01611	Prat.g_01757
OG0000339	Prap.g_01605	Prat.g_01762
OG0000340	Prap.g_01596	Prat.g_01771
OG0000341	Prap.g_01594	Prat.g_01773
OG0000342	Prap.g_01593	Prat.g_01775
OG0000343	Prap.g_01592	Prat.g_01776
OG0000344	Prap.g_01589	Prat.g_01779
OG0000345	Prap.g_01583	Prat.g_01785
OG0000346	Prap.g_01579	Prat.g_01789
OG0000347	Prap.g_01562	Prat.g_01806
OG0000348	Prap.g_01554	Prat.g_01814
OG0000349	Prap.g_01537	Prat.g_01832
OG0000350	Prap.g_00623	Prat.g_01853
OG0000351	Prap.g_01497	Prat.g_01873
OG0000352	Prap.g_01496	Prat.g_01874
OG0000353	Prap.g_00055	Prat.g_01892
OG0000355	Prap.g_00053	Prat.g_00001
OG0000356	Prap.g_00052	Prat.g_00002
OG0000357	Prap.g_00051	Prat.g_00003
OG0000358	Prap.g_00047	Prat.g_00007
OG0000359	Prap.g_00046	Prat.g_00008
OG0000360	Prap.g_00045	Prat.g_00009
OG0000361	Prap.g_00044	Prat.g_00010
OG0000362	Prap.g_00042	Prat.g_00013
OG0000363	Prap.g_00941	Prat.g_00015
OG0000364	Prap.g_00940	Prat.g_00016
OG0000365	Prap.g_00935	Prat.g_00021
OG0000366	Prap.g_00934	Prat.g_00022
OG0000367	Prap.g_00933	Prat.g_00023
OG0000368	Prap.g_00931	Prat.g_00025
OG0000369	Prap.g_00930	Prat.g_00026
OG0000370	Prap.g_00929	Prat.g_00027
OG0000371	Prap.g_00922	Prat.g_00034
OG0000372	Prap.g_00919	Prat.g_00036
OG0000373	Prap.g_00918	Prat.g_00037
OG0000374	Prap.g_00917	Prat.g_00038
OG0000375	Prap.g_00915	Prat.g_00042
OG0000376	Prap.g_00913	Prat.g_00044
OG0000377	Prap.g_00909	Prat.g_00048
OG0000378	Prap.g_00905	Prat.g_00052
OG0000379	Prap.g_00902	Prat.g_00055
OG0000380	Prap.g_00885	Prat.g_00062
OG0000381	Prap.g_00880	Prat.g_00067
OG0000382	Prap.g_01097	Prat.g_00079
OG0000383	Prap.g_01095	Prat.g_00081
OG0000384	Prap.g_01094	Prat.g_00082
OG0000385	Prap.g_01093	Prat.g_00083
OG0000386	Prap.g_01092	Prat.g_00084
OG0000387	Prap.g_01078	Prat.g_00096
OG0000388	Prap.g_01074	Prat.g_00100
OG0000389	Prap.g_01071	Prat.g_00103
OG0000390	Prap.g_01061	Prat.g_00112
OG0000391	Prap.g_01058	Prat.g_00115
OG0000392	Prap.g_01054	Prat.g_00118
OG0000393	Prap.g_01051	Prat.g_00122
OG0000394	Prap.g_01050	Prat.g_00123
OG0000395	Prap.g_01049	Prat.g_00124
OG0000396	Prap.g_01047	Prat.g_00126
OG0000397	Prap.g_01045	Prat.g_00128
OG0000398	Prap.g_01042	Prat.g_00131
OG0000399	Prap.g_01041	Prat.g_00132
OG0000400	Prap.g_01040	Prat.g_00133
OG0000401	Prap.g_01039	Prat.g_00134
OG0000402	Prap.g_00319	Prat.g_00601
OG0000403	Prap.g_01037	Prat.g_00136
OG0000404	Prap.g_01036	Prat.g_00137
OG0000405	Prap.g_01032	Prat.g_00141
OG0000406	Prap.g_01024	Prat.g_00146
OG0000407	Prap.g_01023	Prat.g_00147
OG0000408	Prap.g_01021	Prat.g_00149
OG0000409	Prap.g_01019	Prat.g_00151
OG0000410	Prap.g_01018	Prat.g_00152
OG0000411	Prap.g_01017	Prat.g_00153
OG0000412	Prap.g_01016	Prat.g_00154
OG0000413	Prap.g_01014	Prat.g_00156
OG0000414	Prap.g_01013	Prat.g_00157
OG0000415	Prap.g_01012	Prat.g_00158
OG0000416	Prap.g_01011	Prat.g_00159
OG0000417	Prap.g_01010	Prat.g_00160
OG0000418	Prap.g_01005	Prat.g_00165
OG0000419	Prap.g_01003	Prat.g_00167
OG0000420	Prap.g_01002	Prat.g_00169
OG0000421	Prap.g_00997	Prat.g_00174
OG0000422	Prap.g_00996	Prat.g_00175
OG0000423	Prap.g_00995	Prat.g_00176
OG0000424	Prap.g_00994	Prat.g_00177
OG0000425	Prap.g_00993	Prat.g_00178
OG0000426	Prap.g_00992	Prat.g_00179
OG0000427	Prap.g_00991	Prat.g_00180
OG0000428	Prap.g_00989	Prat.g_00182
OG0000429	Prap.g_00988	Prat.g_00183
OG0000430	Prap.g_00987	Prat.g_00184
OG0000431	Prap.g_00985	Prat.g_00186
OG0000432	Prap.g_00981	Prat.g_00190
OG0000433	Prap.g_00980	Prat.g_00191
OG0000434	Prap.g_00979	Prat.g_00192
OG0000435	Prap.g_00978	Prat.g_00193
OG0000436	Prap.g_00973	Prat.g_00198
OG0000437	Prap.g_00972	Prat.g_00199
OG0000438	Prap.g_00971	Prat.g_00200
OG0000439	Prap.g_00969	Prat.g_00202
OG0000440	Prap.g_00968	Prat.g_00203
OG0000441	Prap.g_00965	Prat.g_00206
OG0000442	Prap.g_00964	Prat.g_00207
OG0000443	Prap.g_00963	Prat.g_00208
OG0000444	Prap.g_00957	Prat.g_00213
OG0000445	Prap.g_00956	Prat.g_00214
OG0000446	Prap.g_00955	Prat.g_00215
OG0000447	Prap.g_00954	Prat.g_00216
OG0000448	Prap.g_00953	Prat.g_00217
OG0000449	Prap.g_00952	Prat.g_00218
OG0000450	Prap.g_00951	Prat.g_00219
OG0000451	Prap.g_00950	Prat.g_00220
OG0000452	Prap.g_00947	Prat.g_00223
OG0000453	Prap.g_00946	Prat.g_00224
OG0000454	Prap.g_00945	Prat.g_00225
OG0000455	Prap.g_00944	Prat.g_00226
OG0000456	Prap.g_00943	Prat.g_00227
OG0000457	Prap.g_01487	Prat.g_00229
OG0000458	Prap.g_01486	Prat.g_00230
OG0000459	Prap.g_01485	Prat.g_00231
OG0000460	Prap.g_01477	Prat.g_00240
OG0000461	Prap.g_01469	Prat.g_00249
OG0000462	Prap.g_01467	Prat.g_00250
OG0000463	Prap.g_01466	Prat.g_00251
OG0000464	Prap.g_01465	Prat.g_00252
OG0000465	Prap.g_01464	Prat.g_00253
OG0000466	Prap.g_01461	Prat.g_00256
OG0000467	Prap.g_01460	Prat.g_00257
OG0000468	Prap.g_01457	Prat.g_00260
OG0000469	Prap.g_01449	Prat.g_00269
OG0000470	Prap.g_01447	Prat.g_00271
OG0000471	Prap.g_01446	Prat.g_00272
OG0000472	Prap.g_01444	Prat.g_00273
OG0000473	Prap.g_01442	Prat.g_00275
OG0000474	Prap.g_01441	Prat.g_00276
OG0000475	Prap.g_01440	Prat.g_00277
OG0000476	Prap.g_01438	Prat.g_00279
OG0000477	Prap.g_01435	Prat.g_00282
OG0000478	Prap.g_01434	Prat.g_00283
OG0000479	Prap.g_01433	Prat.g_00284
OG0000480	Prap.g_01428	Prat.g_00290
OG0000481	Prap.g_01425	Prat.g_00292
OG0000482	Prap.g_01424	Prat.g_00293
OG0000483	Prap.g_01421	Prat.g_00296
OG0000484	Prap.g_01420	Prat.g_00297
OG0000485	Prap.g_01418	Prat.g_00298
OG0000486	Prap.g_01417	Prat.g_00299
OG0000487	Prap.g_01414	Prat.g_00303
OG0000488	Prap.g_01411	Prat.g_00306
OG0000489	Prap.g_01406	Prat.g_00311
OG0000490	Prap.g_01402	Prat.g_00315
OG0000491	Prap.g_01401	Prat.g_00316
OG0000492	Prap.g_01399	Prat.g_00318
OG0000493	Prap.g_01398	Prat.g_00319
OG0000494	Prap.g_01397	Prat.g_00320
OG0000495	Prap.g_01396	Prat.g_00321
OG0000496	Prap.g_01395	Prat.g_00322
OG0000497	Prap.g_01394	Prat.g_00323
OG0000498	Prap.g_01393	Prat.g_00324
OG0000499	Prap.g_01392	Prat.g_00325
OG0000500	Prap.g_01391	Prat.g_00326
OG0000501	Prap.g_01390	Prat.g_00328
OG0000502	Prap.g_01387	Prat.g_00331
OG0000503	Prap.g_01372	Prat.g_00348
OG0000504	Prap.g_01370	Prat.g_00350
OG0000505	Prap.g_01369	Prat.g_00351
OG0000506	Prap.g_01368	Prat.g_00352
OG0000507	Prap.g_01365	Prat.g_00355
OG0000508	Prap.g_01361	Prat.g_00359
OG0000509	Prap.g_01359	Prat.g_00361
OG0000510	Prap.g_01358	Prat.g_00362
OG0000511	Prap.g_01357	Prat.g_00363
OG0000512	Prap.g_01355	Prat.g_00365
OG0000513	Prap.g_01346	Prat.g_00373
OG0000514	Prap.g_01335	Prat.g_00390
OG0000515	Prap.g_01334	Prat.g_00391
OG0000516	Prap.g_01333	Prat.g_00392
OG0000517	Prap.g_01331	Prat.g_00395
OG0000518	Prap.g_01320	Prat.g_00407
OG0000519	Prap.g_01319	Prat.g_00408
OG0000520	Prap.g_01318	Prat.g_00410
OG0000521	Prap.g_01310	Prat.g_00415
OG0000522	Prap.g_01308	Prat.g_00417
OG0000523	Prap.g_01307	Prat.g_00418
OG0000524	Prap.g_01302	Prat.g_00424
OG0000525	Prap.g_01298	Prat.g_00428
OG0000526	Prap.g_01297	Prat.g_00429
OG0000527	Prap.g_01294	Prat.g_00432
OG0000528	Prap.g_01289	Prat.g_00438
OG0000529	Prap.g_01286	Prat.g_00441
OG0000530	Prap.g_01283	Prat.g_00444
OG0000531	Prap.g_01282	Prat.g_00445
OG0000532	Prap.g_01280	Prat.g_00447
OG0000533	Prap.g_01279	Prat.g_00448
OG0000534	Prap.g_01278	Prat.g_00449
OG0000535	Prap.g_01277	Prat.g_00450
OG0000536	Prap.g_01276	Prat.g_00451
OG0000537	Prap.g_01275	Prat.g_00453
OG0000538	Prap.g_01266	Prat.g_00463
OG0000539	Prap.g_01265	Prat.g_00464
OG0000540	Prap.g_01264	Prat.g_00465
OG0000541	Prap.g_01263	Prat.g_00466
OG0000542	Prap.g_01262	Prat.g_00468
OG0000543	Prap.g_01260	Prat.g_00470
OG0000544	Prap.g_01259	Prat.g_00471
OG0000545	Prap.g_01257	Prat.g_00473
OG0000546	Prap.g_01254	Prat.g_00476
OG0000547	Prap.g_01252	Prat.g_00478
OG0000548	Prap.g_01251	Prat.g_00479
OG0000549	Prap.g_01249	Prat.g_00482
OG0000550	Prap.g_01245	Prat.g_00486
OG0000551	Prap.g_01242	Prat.g_00489
OG0000552	Prap.g_01241	Prat.g_00490
OG0000553	Prap.g_01240	Prat.g_00491
OG0000554	Prap.g_01235	Prat.g_00496
OG0000555	Prap.g_01227	Prat.g_00503
OG0000556	Prap.g_01225	Prat.g_00505
OG0000557	Prap.g_01224	Prat.g_00506
OG0000558	Prap.g_01222	Prat.g_00508
OG0000559	Prap.g_01218	Prat.g_00512
OG0000560	Prap.g_01215	Prat.g_00516
OG0000561	Prap.g_01214	Prat.g_00517
OG0000562	Prap.g_01213	Prat.g_00518
OG0000563	Prap.g_01212	Prat.g_00519
OG0000564	Prap.g_01211	Prat.g_00520
OG0000565	Prap.g_01209	Prat.g_00523
OG0000566	Prap.g_01205	Prat.g_00527
