Orthogroup	Prap	Syaa
OG0000046	Prap.g_01384	Syaa.g_02218, Syaa.g_02211, Syaa.g_02205
OG0000047	Prap.g_01343	Syaa.g_02189
OG0000048	Prap.g_00548, Prap.g_01439	Syaa.g_02719, Syaa.g_00275
OG0000050	Prap.g_00667	Syaa.g_01591
OG0000052	Prap.g_00099	Syaa.g_00174
OG0000053	Prap.g_01834, Prap.g_00142	Syaa.g_01797
OG0000054	Prap.g_01161	Syaa.g_01691
OG0000055	Prap.g_00505	Syaa.g_00852
OG0000055	Prap.g_01805	Syaa.g_01564
OG0000057	Prap.g_00799	Syaa.g_00889
OG0000058	Prap.g_00081	Syaa.g_00193
OG0000059	Prap.g_01691	Syaa.g_02315
OG0000061	Prap.g_00456	Syaa.g_00770
OG0000062	Prap.g_00206	Syaa.g_00571
OG0000063	Prap.g_01903	Syaa.g_00042
OG0000064	Prap.g_00883	Syaa.g_01284, Syaa.g_02666, Syaa.g_01568, Syaa.g_00579
OG0000065	Prap.g_01069	Syaa.g_02380
OG0000066	Prap.g_01230, Prap.g_01867	Syaa.g_01968
OG0000067	Prap.g_00783	Syaa.g_01154
OG0000068	Prap.g_00059	Syaa.g_02059
OG0000069	Prap.g_01312	Syaa.g_01256
OG0000070	Prap.g_01316	Syaa.g_00718
OG0000071	Prap.g_00561	Syaa.g_00735
OG0000072	Prap.g_00999	Syaa.g_02480
OG0000073	Prap.g_01267	Syaa.g_02030
OG0000074	Prap.g_00021, Prap.g_00658, Prap.g_00819	Syaa.g_00372
OG0000075	Prap.g_01606	Syaa.g_00157
OG0000076	Prap.g_01580	Syaa.g_00123
OG0000077	Prap.g_01099	Syaa.g_00341
OG0000078	Prap.g_01472	Syaa.g_02103
OG0000079	Prap.g_01459	Syaa.g_00303
OG0000080	Prap.g_00093, Prap.g_00095	Syaa.g_00487
OG0000081	Prap.g_01238	Syaa.g_02089
OG0000082	Prap.g_01183, Prap.g_01790	Syaa.g_01905
OG0000084	Prap.g_00118	Syaa.g_01770
OG0000085	Prap.g_01787, Prap.g_01917	Syaa.g_00564
OG0000086	Prap.g_01090	Syaa.g_00324
OG0000087	Prap.g_01035	Syaa.g_02433
OG0000088	Prap.g_01004	Syaa.g_02474
OG0000089	Prap.g_01349	Syaa.g_02149
OG0000090	Prap.g_01236	Syaa.g_01980
OG0000091	Prap.g_00384	Syaa.g_01625
OG0000097	Prap.g_00410	Syaa.g_00979
OG0000099	Prap.g_00082	Syaa.g_00202
OG0000100	Prap.g_00200	Syaa.g_01201
OG0000101	Prap.g_01642	Syaa.g_02249
OG0000102	Prap.g_01575	Syaa.g_00118
OG0000103	Prap.g_01491	Syaa.g_02740
OG0000104	Prap.g_01869	Syaa.g_02754
OG0000105	Prap.g_01436	Syaa.g_00270
OG0000106	Prap.g_00591	Syaa.g_01439
OG0000107	Prap.g_01714	Syaa.g_02351
OG0000108	Prap.g_01287	Syaa.g_02051
OG0000109	Prap.g_01273	Syaa.g_02036
OG0000110	Prap.g_01194	Syaa.g_01918
OG0000111	Prap.g_00798	Syaa.g_00888
OG0000112	Prap.g_01121	Syaa.g_01366
OG0000113	Prap.g_00760	Syaa.g_01196
OG0000114	Prap.g_00858	Syaa.g_01094
OG0000115	Prap.g_00525	Syaa.g_01795
OG0000116	Prap.g_00467	Syaa.g_00757
OG0000117	Prap.g_00429	Syaa.g_01009
OG0000118	Prap.g_00574	Syaa.g_01874
OG0000119	Prap.g_00510, Prap.g_00218	Syaa.g_00785
OG0000120	Prap.g_00079	Syaa.g_00201
OG0000121	Prap.g_00123	Syaa.g_01777
OG0000122	Prap.g_00532, Prap.g_00164	Syaa.g_01598
OG0000123	Prap.g_01635	Syaa.g_02242
OG0000124	Prap.g_01563	Syaa.g_00092
OG0000125	Prap.g_01528	Syaa.g_02598
OG0000126	Prap.g_01870	Syaa.g_02752
OG0000128	Prap.g_00043	Syaa.g_00012
OG0000129	Prap.g_00910	Syaa.g_02586
OG0000130	Prap.g_00881	Syaa.g_00354
OG0000131	Prap.g_01026	Syaa.g_02448
OG0000132	Prap.g_01006	Syaa.g_02472
OG0000133	Prap.g_01389	Syaa.g_01361
OG0000134	Prap.g_01347	Syaa.g_02146
OG0000135	Prap.g_00543	Syaa.g_02649
OG0000136	Prap.g_01325	Syaa.g_00708
OG0000137	Prap.g_01292	Syaa.g_01842
OG0000138	Prap.g_01272	Syaa.g_02035
OG0000139	Prap.g_01232	Syaa.g_01974
OG0000140	Prap.g_01231	Syaa.g_01971
OG0000141	Prap.g_01160	Syaa.g_01689
OG0000142	Prap.g_00392	Syaa.g_01633
OG0000143	Prap.g_00388	Syaa.g_01629
OG0000144	Prap.g_00374	Syaa.g_01446
OG0000145	Prap.g_00545	Syaa.g_02029
OG0000146	Prap.g_01122	Syaa.g_01367
OG0000147	Prap.g_01123	Syaa.g_01368
OG0000148	Prap.g_00766	Syaa.g_01190
OG0000149	Prap.g_00734	Syaa.g_00826
OG0000150	Prap.g_00724	Syaa.g_01688
OG0000151	Prap.g_00848	Syaa.g_01107
OG0000152	Prap.g_00257	Syaa.g_01357
OG0000153	Prap.g_00276	Syaa.g_01324
OG0000154	Prap.g_00296	Syaa.g_01298
OG0000155	Prap.g_00435	Syaa.g_00804
OG0000156	Prap.g_00550	Syaa.g_00751
OG0000157	Prap.g_00551	Syaa.g_00750
OG0000158	Prap.g_01598	Syaa.g_00148
OG0000160	Prap.g_00122	Syaa.g_01776
OG0000161	Prap.g_00128	Syaa.g_01782
OG0000162	Prap.g_00134	Syaa.g_01788
OG0000163	Prap.g_00173	Syaa.g_00624
OG0000164	Prap.g_01754	Syaa.g_00507
OG0000165	Prap.g_01747	Syaa.g_00681
OG0000166	Prap.g_01680	Syaa.g_02289
OG0000167	Prap.g_01608	Syaa.g_00160
OG0000168	Prap.g_01597	Syaa.g_00145
OG0000169	Prap.g_01587	Syaa.g_00134
OG0000170	Prap.g_01584	Syaa.g_00128
OG0000171	Prap.g_01564	Syaa.g_00093
OG0000172	Prap.g_01557	Syaa.g_00079
OG0000173	Prap.g_01542	Syaa.g_00060
OG0000174	Prap.g_01513	Syaa.g_02651
OG0000175	Prap.g_01500	Syaa.g_02726
OG0000176	Prap.g_00050	Syaa.g_00004
OG0000177	Prap.g_00049	Syaa.g_00005
OG0000178	Prap.g_00048	Syaa.g_00006
OG0000179	Prap.g_00939	Syaa.g_00023
OG0000180	Prap.g_00938	Syaa.g_00024
OG0000181	Prap.g_00937	Syaa.g_00025
OG0000182	Prap.g_00936	Syaa.g_00026
OG0000183	Prap.g_00932	Syaa.g_00030
OG0000184	Prap.g_00906	Syaa.g_02578
OG0000185	Prap.g_00903	Syaa.g_02575
OG0000186	Prap.g_00887	Syaa.g_00359
OG0000187	Prap.g_00886	Syaa.g_00358
OG0000188	Prap.g_01096	Syaa.g_00334
OG0000189	Prap.g_01082	Syaa.g_02367
OG0000190	Prap.g_01080	Syaa.g_02369
OG0000191	Prap.g_01057	Syaa.g_02404
OG0000192	Prap.g_01052	Syaa.g_02410
OG0000193	Prap.g_01025	Syaa.g_02449
OG0000194	Prap.g_01022	Syaa.g_02452
OG0000195	Prap.g_01020	Syaa.g_02459
OG0000196	Prap.g_01009	Syaa.g_02469
OG0000197	Prap.g_01008	Syaa.g_02470
OG0000198	Prap.g_01007	Syaa.g_02471
OG0000199	Prap.g_01000	Syaa.g_02479
OG0000200	Prap.g_00986	Syaa.g_02496
OG0000201	Prap.g_00977	Syaa.g_02521
OG0000202	Prap.g_00976	Syaa.g_02522
OG0000203	Prap.g_00975	Syaa.g_02523
OG0000204	Prap.g_00974	Syaa.g_02524
OG0000205	Prap.g_00967	Syaa.g_02531
OG0000206	Prap.g_00962	Syaa.g_02538
OG0000207	Prap.g_00959	Syaa.g_02540
OG0000208	Prap.g_00958	Syaa.g_02541
OG0000209	Prap.g_00949	Syaa.g_02556
OG0000210	Prap.g_00948	Syaa.g_02557
OG0000211	Prap.g_01479	Syaa.g_02113
OG0000212	Prap.g_01471	Syaa.g_02102
OG0000213	Prap.g_01453	Syaa.g_00295
OG0000214	Prap.g_01443	Syaa.g_00279
OG0000215	Prap.g_01416	Syaa.g_00248
OG0000216	Prap.g_01415	Syaa.g_00244
OG0000217	Prap.g_01412	Syaa.g_00240
OG0000218	Prap.g_01410	Syaa.g_00238
OG0000219	Prap.g_01409	Syaa.g_00237
OG0000220	Prap.g_01408	Syaa.g_00236
OG0000221	Prap.g_01407	Syaa.g_00229
OG0000222	Prap.g_01400	Syaa.g_00215
OG0000223	Prap.g_01388	Syaa.g_00192
OG0000224	Prap.g_01386	Syaa.g_00183
OG0000225	Prap.g_01360	Syaa.g_02166
OG0000226	Prap.g_01356	Syaa.g_02162
OG0000227	Prap.g_01354	Syaa.g_02160
OG0000228	Prap.g_01350	Syaa.g_02150
OG0000229	Prap.g_01330	Syaa.g_00703
OG0000230	Prap.g_01328	Syaa.g_00705
OG0000231	Prap.g_01317	Syaa.g_00717
OG0000232	Prap.g_01306	Syaa.g_01858
OG0000233	Prap.g_01300	Syaa.g_01853
OG0000234	Prap.g_01291	Syaa.g_01841
OG0000235	Prap.g_01288	Syaa.g_02052
OG0000236	Prap.g_01274	Syaa.g_02037
OG0000237	Prap.g_01261	Syaa.g_02020
OG0000238	Prap.g_01255	Syaa.g_02015
OG0000239	Prap.g_01244	Syaa.g_01996
OG0000240	Prap.g_01243	Syaa.g_01995
OG0000241	Prap.g_01239	Syaa.g_01644
OG0000242	Prap.g_01237	Syaa.g_01982
OG0000243	Prap.g_01226	Syaa.g_01960
OG0000244	Prap.g_01223	Syaa.g_01954
OG0000245	Prap.g_01221	Syaa.g_01952
OG0000246	Prap.g_01217	Syaa.g_01948
OG0000247	Prap.g_01207	Syaa.g_01937
OG0000248	Prap.g_01204	Syaa.g_01934
OG0000249	Prap.g_01202	Syaa.g_01932
OG0000250	Prap.g_01197	Syaa.g_01922
OG0000251	Prap.g_01177	Syaa.g_01897
OG0000252	Prap.g_01174	Syaa.g_01894
OG0000253	Prap.g_01173	Syaa.g_01893
OG0000254	Prap.g_01156	Syaa.g_01684
OG0000255	Prap.g_01150	Syaa.g_01668
OG0000256	Prap.g_01140	Syaa.g_01651
OG0000257	Prap.g_00397	Syaa.g_01645
OG0000258	Prap.g_00383	Syaa.g_01624
OG0000259	Prap.g_00366	Syaa.g_01063
OG0000260	Prap.g_00363	Syaa.g_01066
OG0000261	Prap.g_00360	Syaa.g_01069
OG0000262	Prap.g_00356	Syaa.g_01074
OG0000263	Prap.g_00820	Syaa.g_00989
OG0000264	Prap.g_00809	Syaa.g_00910
OG0000265	Prap.g_00791	Syaa.g_00931, Syaa.g_01498
OG0000266	Prap.g_00337	Syaa.g_01257, Syaa.g_01258
OG0000267	Prap.g_00325	Syaa.g_01409
OG0000268	Prap.g_00324	Syaa.g_01408
OG0000269	Prap.g_00788	Syaa.g_01149
OG0000270	Prap.g_00785	Syaa.g_01152
OG0000271	Prap.g_00777	Syaa.g_01160
OG0000272	Prap.g_00776	Syaa.g_01161
OG0000273	Prap.g_00752	Syaa.g_00844
OG0000274	Prap.g_00751	Syaa.g_00843
OG0000275	Prap.g_00748	Syaa.g_00840
OG0000276	Prap.g_00742	Syaa.g_00834
OG0000277	Prap.g_00741	Syaa.g_00833
OG0000278	Prap.g_00738	Syaa.g_00830
OG0000279	Prap.g_00731	Syaa.g_00822
OG0000280	Prap.g_00730	Syaa.g_00815
OG0000282	Prap.g_00856	Syaa.g_01096
OG0000283	Prap.g_00680	Syaa.g_01396
OG0000284	Prap.g_00675	Syaa.g_01390
OG0000285	Prap.g_00243	Syaa.g_01377
OG0000286	Prap.g_00256	Syaa.g_01358
OG0000287	Prap.g_00522	Syaa.g_01330
OG0000288	Prap.g_00295	Syaa.g_01299
OG0000289	Prap.g_00311	Syaa.g_01285
OG0000290	Prap.g_00705	Syaa.g_00875
OG0000291	Prap.g_00707	Syaa.g_00877
OG0000292	Prap.g_00501	Syaa.g_02751
OG0000293	Prap.g_00466	Syaa.g_00758
OG0000294	Prap.g_00465	Syaa.g_00759
OG0000295	Prap.g_00442	Syaa.g_00796
OG0000296	Prap.g_00440	Syaa.g_00798
OG0000297	Prap.g_00431	Syaa.g_01021
OG0000298	Prap.g_00430	Syaa.g_01010
OG0000299	Prap.g_00411	Syaa.g_00982
OG0000300	Prap.g_00408	Syaa.g_00976
OG0000301	Prap.g_00407	Syaa.g_00975
OG0000302	Prap.g_00405	Syaa.g_00972
OG0000303	Prap.g_00399	Syaa.g_00963
OG0000304	Prap.g_01135	Syaa.g_00957
OG0000305	Prap.g_00499	Syaa.g_00881
OG0000306	Prap.g_00719	Syaa.g_00807
OG0000307	Prap.g_00068	Syaa.g_02068
OG0000308	Prap.g_00069	Syaa.g_02070
OG0000309	Prap.g_00073	Syaa.g_02075
OG0000310	Prap.g_00107	Syaa.g_01752
OG0000311	Prap.g_00109	Syaa.g_01757
OG0000312	Prap.g_00112	Syaa.g_01762
OG0000313	Prap.g_00125	Syaa.g_01779
OG0000314	Prap.g_00148	Syaa.g_01806
OG0000315	Prap.g_00158	Syaa.g_01816
OG0000316	Prap.g_00183	Syaa.g_00598
OG0000317	Prap.g_01782	Syaa.g_00556
OG0000318	Prap.g_01778	Syaa.g_00550
OG0000319	Prap.g_01765	Syaa.g_00532
OG0000320	Prap.g_01763	Syaa.g_00530
OG0000321	Prap.g_01762	Syaa.g_00529
OG0000322	Prap.g_01761	Syaa.g_00528
OG0000323	Prap.g_01751	Syaa.g_00496
OG0000324	Prap.g_01724	Syaa.g_00653
OG0000325	Prap.g_01713	Syaa.g_02350
OG0000326	Prap.g_01706	Syaa.g_02343
OG0000327	Prap.g_01685	Syaa.g_02294
OG0000328	Prap.g_01684	Syaa.g_02293
OG0000329	Prap.g_01667	Syaa.g_02275
OG0000330	Prap.g_01666	Syaa.g_02274
OG0000331	Prap.g_01665	Syaa.g_02273
OG0000332	Prap.g_01651	Syaa.g_02258
OG0000333	Prap.g_01648, Prap.g_01649	Syaa.g_02255
OG0000334	Prap.g_01639	Syaa.g_02246
OG0000335	Prap.g_01634	Syaa.g_02241
OG0000336	Prap.g_01630	Syaa.g_02237
OG0000337	Prap.g_01612	Syaa.g_00167
OG0000338	Prap.g_01611	Syaa.g_00162
OG0000339	Prap.g_01605	Syaa.g_00156
OG0000340	Prap.g_01596	Syaa.g_00144
OG0000341	Prap.g_01594	Syaa.g_00142
OG0000342	Prap.g_01593	Syaa.g_00141
OG0000343	Prap.g_01592	Syaa.g_00140
OG0000344	Prap.g_01589	Syaa.g_00136
OG0000345	Prap.g_01583	Syaa.g_00127
OG0000346	Prap.g_01579	Syaa.g_00122
OG0000347	Prap.g_01562	Syaa.g_00088
OG0000348	Prap.g_01554	Syaa.g_00071
OG0000349	Prap.g_01537	Syaa.g_00053
OG0000350	Prap.g_00623	Syaa.g_02336
OG0000351	Prap.g_01497	Syaa.g_02730
OG0000352	Prap.g_01496	Syaa.g_02731
OG0000353	Prap.g_00055	Syaa.g_02757
OG0000355	Prap.g_00053	Syaa.g_00001
OG0000356	Prap.g_00052	Syaa.g_00002
OG0000357	Prap.g_00051	Syaa.g_00003
OG0000358	Prap.g_00047	Syaa.g_00007
OG0000359	Prap.g_00046	Syaa.g_00009
OG0000360	Prap.g_00045	Syaa.g_00010
OG0000361	Prap.g_00044	Syaa.g_00011
OG0000362	Prap.g_00042	Syaa.g_00013
OG0000363	Prap.g_00941	Syaa.g_00015
OG0000364	Prap.g_00940	Syaa.g_00016
OG0000365	Prap.g_00935	Syaa.g_00027
OG0000366	Prap.g_00934	Syaa.g_00028
OG0000367	Prap.g_00933	Syaa.g_00029
OG0000368	Prap.g_00931	Syaa.g_00031
OG0000369	Prap.g_00930	Syaa.g_00032
OG0000370	Prap.g_00929	Syaa.g_00033
OG0000371	Prap.g_00922	Syaa.g_00041
OG0000372	Prap.g_00919	Syaa.g_00046
OG0000373	Prap.g_00918	Syaa.g_00047
OG0000374	Prap.g_00917	Syaa.g_00048
OG0000375	Prap.g_00915	Syaa.g_00049
OG0000376	Prap.g_00913	Syaa.g_00051
OG0000377	Prap.g_00909	Syaa.g_02585
OG0000378	Prap.g_00905	Syaa.g_02577
OG0000379	Prap.g_00902	Syaa.g_02574
OG0000380	Prap.g_00885	Syaa.g_00357
OG0000381	Prap.g_00880	Syaa.g_00353
OG0000382	Prap.g_01097	Syaa.g_00335
OG0000383	Prap.g_01095	Syaa.g_00333
OG0000384	Prap.g_01094	Syaa.g_00332
OG0000385	Prap.g_01093	Syaa.g_00331
OG0000386	Prap.g_01092	Syaa.g_00330
OG0000387	Prap.g_01078	Syaa.g_02371
OG0000388	Prap.g_01074	Syaa.g_02375
OG0000389	Prap.g_01071	Syaa.g_02379
OG0000390	Prap.g_01061	Syaa.g_02398
OG0000391	Prap.g_01058	Syaa.g_02403
OG0000392	Prap.g_01054	Syaa.g_02409
OG0000393	Prap.g_01051	Syaa.g_02412
OG0000394	Prap.g_01050	Syaa.g_02413
OG0000395	Prap.g_01049	Syaa.g_02414
OG0000396	Prap.g_01047	Syaa.g_02417
OG0000397	Prap.g_01045	Syaa.g_02419
OG0000398	Prap.g_01042	Syaa.g_02424
OG0000399	Prap.g_01041	Syaa.g_02425
OG0000400	Prap.g_01040	Syaa.g_02426
OG0000401	Prap.g_01039	Syaa.g_02427
OG0000402	Prap.g_00319	Syaa.g_02429
OG0000403	Prap.g_01037	Syaa.g_02430
OG0000404	Prap.g_01036	Syaa.g_02431
OG0000405	Prap.g_01032	Syaa.g_02446
OG0000406	Prap.g_01024	Syaa.g_02450
OG0000407	Prap.g_01023	Syaa.g_02451
OG0000408	Prap.g_01021	Syaa.g_02458
OG0000409	Prap.g_01019	Syaa.g_02460
OG0000410	Prap.g_01018	Syaa.g_02461
OG0000411	Prap.g_01017	Syaa.g_02462
OG0000412	Prap.g_01016	Syaa.g_02463
OG0000413	Prap.g_01014	Syaa.g_02465
OG0000415	Prap.g_01012	Syaa.g_02466
OG0000416	Prap.g_01011	Syaa.g_02467
OG0000417	Prap.g_01010	Syaa.g_02468
OG0000418	Prap.g_01005	Syaa.g_02473
OG0000419	Prap.g_01003	Syaa.g_02475
OG0000420	Prap.g_01002	Syaa.g_02477
OG0000421	Prap.g_00997	Syaa.g_02482
OG0000422	Prap.g_00996	Syaa.g_02483
OG0000423	Prap.g_00995	Syaa.g_02484
OG0000424	Prap.g_00994	Syaa.g_02485
OG0000425	Prap.g_00993	Syaa.g_02486
OG0000426	Prap.g_00992	Syaa.g_02487
OG0000427	Prap.g_00991	Syaa.g_02488
OG0000428	Prap.g_00989	Syaa.g_02491
OG0000429	Prap.g_00988	Syaa.g_02493
OG0000430	Prap.g_00987	Syaa.g_02495
OG0000431	Prap.g_00985	Syaa.g_02498
OG0000432	Prap.g_00981	Syaa.g_02504
OG0000433	Prap.g_00980	Syaa.g_02513
OG0000434	Prap.g_00979	Syaa.g_02514
OG0000435	Prap.g_00978	Syaa.g_02516
OG0000436	Prap.g_00973	Syaa.g_02525
OG0000437	Prap.g_00972	Syaa.g_02526
OG0000438	Prap.g_00971	Syaa.g_02527
OG0000439	Prap.g_00969	Syaa.g_02529
OG0000440	Prap.g_00968	Syaa.g_02530
OG0000441	Prap.g_00965	Syaa.g_02534
OG0000442	Prap.g_00964	Syaa.g_02535
OG0000443	Prap.g_00963	Syaa.g_02536
OG0000444	Prap.g_00957	Syaa.g_02542
OG0000445	Prap.g_00956	Syaa.g_02543
OG0000446	Prap.g_00955	Syaa.g_02545
OG0000447	Prap.g_00954	Syaa.g_02548
OG0000448	Prap.g_00953	Syaa.g_02549
OG0000449	Prap.g_00952	Syaa.g_02550
OG0000450	Prap.g_00951	Syaa.g_02553
OG0000451	Prap.g_00950	Syaa.g_02554
OG0000452	Prap.g_00947	Syaa.g_02558
OG0000453	Prap.g_00946	Syaa.g_02559
OG0000454	Prap.g_00945	Syaa.g_02560
OG0000455	Prap.g_00944	Syaa.g_02561
OG0000456	Prap.g_00943	Syaa.g_02562
OG0000457	Prap.g_01487	Syaa.g_02564
OG0000458	Prap.g_01486	Syaa.g_02565
OG0000459	Prap.g_01485	Syaa.g_02566
OG0000460	Prap.g_01477	Syaa.g_02111
OG0000461	Prap.g_01469	Syaa.g_00318
OG0000462	Prap.g_01467	Syaa.g_00315
OG0000463	Prap.g_01466	Syaa.g_00314
OG0000464	Prap.g_01465	Syaa.g_00313
OG0000465	Prap.g_01464	Syaa.g_00311
OG0000466	Prap.g_01461	Syaa.g_00306
OG0000467	Prap.g_01460	Syaa.g_00304
OG0000468	Prap.g_01457	Syaa.g_00299
OG0000469	Prap.g_01449	Syaa.g_00285
OG0000470	Prap.g_01447	Syaa.g_00283
OG0000471	Prap.g_01446	Syaa.g_00282
OG0000472	Prap.g_01444	Syaa.g_00280
OG0000473	Prap.g_01442	Syaa.g_00278
OG0000474	Prap.g_01441	Syaa.g_00277
OG0000475	Prap.g_01440	Syaa.g_00276
OG0000476	Prap.g_01438	Syaa.g_00274
OG0000477	Prap.g_01435	Syaa.g_00268
OG0000478	Prap.g_01434	Syaa.g_00267
OG0000479	Prap.g_01433	Syaa.g_00266
OG0000480	Prap.g_01428	Syaa.g_00259
OG0000481	Prap.g_01425	Syaa.g_00257
OG0000482	Prap.g_01424	Syaa.g_00256
OG0000483	Prap.g_01421	Syaa.g_00252
OG0000484	Prap.g_01420	Syaa.g_00251
OG0000485	Prap.g_01418	Syaa.g_00250
OG0000486	Prap.g_01417	Syaa.g_00249
OG0000487	Prap.g_01414	Syaa.g_00243
OG0000488	Prap.g_01411	Syaa.g_00239
OG0000489	Prap.g_01406	Syaa.g_00228
OG0000490	Prap.g_01402	Syaa.g_00220
OG0000491	Prap.g_01401	Syaa.g_00218
OG0000492	Prap.g_01399	Syaa.g_00214
OG0000493	Prap.g_01398	Syaa.g_00213
OG0000494	Prap.g_01397	Syaa.g_00212
OG0000495	Prap.g_01396	Syaa.g_00211
OG0000496	Prap.g_01395	Syaa.g_00210
OG0000497	Prap.g_01394	Syaa.g_00209
OG0000498	Prap.g_01393	Syaa.g_00208
OG0000499	Prap.g_01392	Syaa.g_00207
OG0000500	Prap.g_01391	Syaa.g_00206
OG0000501	Prap.g_01390	Syaa.g_00203
OG0000502	Prap.g_01387	Syaa.g_00190
OG0000503	Prap.g_01372	Syaa.g_02182
OG0000504	Prap.g_01370	Syaa.g_02180
OG0000505	Prap.g_01369	Syaa.g_02179
OG0000506	Prap.g_01368	Syaa.g_02177
OG0000507	Prap.g_01365	Syaa.g_02171
OG0000508	Prap.g_01361	Syaa.g_02167
OG0000509	Prap.g_01359	Syaa.g_02165
OG0000510	Prap.g_01358	Syaa.g_02164
OG0000511	Prap.g_01357	Syaa.g_02163
OG0000512	Prap.g_01355	Syaa.g_02161
OG0000513	Prap.g_01346	Syaa.g_02145
OG0000514	Prap.g_01335	Syaa.g_02118
OG0000515	Prap.g_01334	Syaa.g_02117
OG0000516	Prap.g_01333	Syaa.g_00698
OG0000517	Prap.g_01331	Syaa.g_00702
OG0000518	Prap.g_01320	Syaa.g_00714
OG0000519	Prap.g_01319	Syaa.g_00715
OG0000520	Prap.g_01318	Syaa.g_00716
OG0000521	Prap.g_01310	Syaa.g_01864
OG0000522	Prap.g_01308	Syaa.g_01862
OG0000523	Prap.g_01307	Syaa.g_01859
OG0000524	Prap.g_01302	Syaa.g_01856
OG0000525	Prap.g_01298	Syaa.g_01851
OG0000526	Prap.g_01297	Syaa.g_01848
OG0000527	Prap.g_01294	Syaa.g_01844
OG0000528	Prap.g_01289	Syaa.g_02054
OG0000529	Prap.g_01286	Syaa.g_02050
OG0000530	Prap.g_01283	Syaa.g_02047
OG0000531	Prap.g_01282	Syaa.g_02046
OG0000532	Prap.g_01280	Syaa.g_02043
OG0000533	Prap.g_01279	Syaa.g_02042
OG0000534	Prap.g_01278	Syaa.g_02041
OG0000535	Prap.g_01277	Syaa.g_02040
OG0000536	Prap.g_01276	Syaa.g_02039
OG0000537	Prap.g_01275	Syaa.g_02038
OG0000538	Prap.g_01266	Syaa.g_02027
OG0000539	Prap.g_01265	Syaa.g_02026
OG0000540	Prap.g_01264	Syaa.g_02025
OG0000541	Prap.g_01263	Syaa.g_02024
OG0000542	Prap.g_01262	Syaa.g_02021
OG0000543	Prap.g_01260	Syaa.g_02019
OG0000544	Prap.g_01259	Syaa.g_02018
OG0000545	Prap.g_01257	Syaa.g_02016
OG0000546	Prap.g_01254	Syaa.g_02014
OG0000547	Prap.g_01252	Syaa.g_02012
OG0000548	Prap.g_01251	Syaa.g_02011
OG0000549	Prap.g_01249	Syaa.g_02003
OG0000550	Prap.g_01245	Syaa.g_01998
OG0000551	Prap.g_01242	Syaa.g_01993
OG0000552	Prap.g_01241	Syaa.g_01992
OG0000553	Prap.g_01240	Syaa.g_01990
OG0000554	Prap.g_01235	Syaa.g_01979
OG0000555	Prap.g_01227	Syaa.g_01961
OG0000556	Prap.g_01225	Syaa.g_01957
OG0000557	Prap.g_01224	Syaa.g_01955
OG0000558	Prap.g_01222	Syaa.g_01953
OG0000559	Prap.g_01218	Syaa.g_01949
OG0000560	Prap.g_01215	Syaa.g_01946
OG0000561	Prap.g_01214	Syaa.g_01945
OG0000562	Prap.g_01213	Syaa.g_01944
OG0000563	Prap.g_01212	Syaa.g_01943
