Orthogroup	Praj	Prbn
OG0000042	Praj.g_02091	Prbn.g_00944
OG0000043	Praj.g_01395	Prbn.g_01042
OG0000045	Praj.g_01827	Prbn.g_01734
OG0000046	Praj.g_01189	Prbn.g_00891
OG0000047	Praj.g_01461	Prbn.g_01189
OG0000048	Praj.g_00095	Prbn.g_00724
OG0000049	Praj.g_00839	Prbn.g_00172
OG0000050	Praj.g_00206	Prbn.g_01247
OG0000051	Praj.g_01329, Praj.g_01365	Prbn.g_01030
OG0000052	Praj.g_01242	Prbn.g_01703, Prbn.g_01709
OG0000053	Praj.g_00698	Prbn.g_01554
OG0000054	Praj.g_01762	Prbn.g_00144, Prbn.g_01737
OG0000055	Praj.g_02012	Prbn.g_00996
OG0000056	Praj.g_00031	Prbn.g_00750
OG0000057	Praj.g_00197	Prbn.g_01256
OG0000058	Praj.g_01156, Praj.g_01282	Prbn.g_00829
OG0000059	Praj.g_00530	Prbn.g_00577, Prbn.g_01657
OG0000060	Praj.g_00711	Prbn.g_01949
OG0000061	Praj.g_00042	Prbn.g_00475
OG0000062	Praj.g_00793, Praj.g_01176	Prbn.g_01523
OG0000063	Praj.g_00043	Prbn.g_01133
OG0000065	Praj.g_00277	Prbn.g_00313
OG0000066	Praj.g_00467	Prbn.g_00639
OG0000067	Praj.g_01313, Praj.g_00691	Prbn.g_01562
OG0000070	Praj.g_01024	Prbn.g_01471
OG0000071	Praj.g_01355	Prbn.g_00389
OG0000072	Praj.g_01528	Prbn.g_01084
OG0000073	Praj.g_01146	Prbn.g_01705
OG0000073	Praj.g_01228, Praj.g_01377	Prbn.g_00141
OG0000074	Praj.g_00664	Prbn.g_00170
OG0000075	Praj.g_01952	Prbn.g_01881
OG0000076	Praj.g_01669	Prbn.g_00251
OG0000077	Praj.g_00011	Prbn.g_00002, Prbn.g_00003
OG0000078	Praj.g_00357	Prbn.g_00088
OG0000079	Praj.g_01279	Prbn.g_01102
OG0000080	Praj.g_00659	Prbn.g_00845
OG0000081	Praj.g_00684	Prbn.g_01572
OG0000082	Praj.g_00776	Prbn.g_01539
OG0000083	Praj.g_00864, Praj.g_01157	Prbn.g_01168
OG0000084	Praj.g_00946	Prbn.g_01418
OG0000085	Praj.g_01196	Prbn.g_01144
OG0000086	Praj.g_01832	Prbn.g_01650
OG0000087	Praj.g_01358, Praj.g_01310, Praj.g_01203, Praj.g_00416, Praj.g_01273, Praj.g_01731, Praj.g_01079	Prbn.g_01661
OG0000090	Praj.g_00372	Prbn.g_00173
OG0000091	Praj.g_01640	Prbn.g_00220
OG0000092	Praj.g_01166	Prbn.g_00803
OG0000093	Praj.g_01892	Prbn.g_01833
OG0000094	Praj.g_01948	Prbn.g_01877
OG0000095	Praj.g_01985	Prbn.g_01915
OG0000096	Praj.g_02083	Prbn.g_00952
OG0000097	Praj.g_02103	Prbn.g_00798
OG0000098	Praj.g_00003	Prbn.g_00011
OG0000099	Praj.g_00023	Prbn.g_00759
OG0000101	Praj.g_00053	Prbn.g_00730
OG0000102	Praj.g_00153	Prbn.g_01304
OG0000103	Praj.g_00162	Prbn.g_01295
OG0000104	Praj.g_00179	Prbn.g_01278
OG0000105	Praj.g_00210	Prbn.g_01243, Prbn.g_00384
OG0000106	Praj.g_00223	Prbn.g_00370
OG0000107	Praj.g_00232	Prbn.g_00361
OG0000108	Praj.g_00242	Prbn.g_00351
OG0000109	Praj.g_00280	Prbn.g_00310
OG0000110	Praj.g_00290	Prbn.g_00017
OG0000111	Praj.g_00310	Prbn.g_00041
OG0000112	Praj.g_00320	Prbn.g_00052
OG0000113	Praj.g_00332	Prbn.g_00065
OG0000114	Praj.g_00360	Prbn.g_00091
OG0000115	Praj.g_00466	Prbn.g_00640
OG0000116	Praj.g_00468	Prbn.g_00638
OG0000117	Praj.g_00473	Prbn.g_00634
OG0000118	Praj.g_00491	Prbn.g_00614
OG0000119	Praj.g_00523	Prbn.g_00584
OG0000120	Praj.g_00524	Prbn.g_00583
OG0000121	Praj.g_00534	Prbn.g_00573
OG0000122	Praj.g_00543	Prbn.g_00564
OG0000123	Praj.g_00573	Prbn.g_00532
OG0000124	Praj.g_00639	Prbn.g_00443
OG0000125	Praj.g_00640	Prbn.g_00444
OG0000126	Praj.g_00641	Prbn.g_00445
OG0000127	Praj.g_00679	Prbn.g_01577
OG0000128	Praj.g_00700	Prbn.g_01552
OG0000129	Praj.g_00722	Prbn.g_01351
OG0000130	Praj.g_00909	Prbn.g_01454
OG0000131	Praj.g_00767	Prbn.g_01548
OG0000132	Praj.g_00804	Prbn.g_01511
OG0000133	Praj.g_00905	Prbn.g_01604
OG0000134	Praj.g_00754	Prbn.g_00846
OG0000135	Praj.g_00950	Prbn.g_01414
OG0000136	Praj.g_01021	Prbn.g_01468
OG0000137	Praj.g_01835	Prbn.g_01653
OG0000138	Praj.g_01466	Prbn.g_01183
OG0000139	Praj.g_01455	Prbn.g_01195
OG0000140	Praj.g_01402	Prbn.g_00482
OG0000141	Praj.g_01014	Prbn.g_00886
OG0000142	Praj.g_01540	Prbn.g_01071
OG0000143	Praj.g_01575	Prbn.g_01240
OG0000144	Praj.g_01618	Prbn.g_00200
OG0000145	Praj.g_01633	Prbn.g_00213
OG0000146	Praj.g_01667	Prbn.g_00249
OG0000147	Praj.g_01713	Prbn.g_00898
OG0000148	Praj.g_01714	Prbn.g_00897
OG0000149	Praj.g_01766	Prbn.g_01742
OG0000150	Praj.g_01803	Prbn.g_01782
OG0000151	Praj.g_01805	Prbn.g_01785
OG0000152	Praj.g_01825	Prbn.g_01805
OG0000153	Praj.g_01910	Prbn.g_01839
OG0000154	Praj.g_01946	Prbn.g_01875
OG0000155	Praj.g_01965	Prbn.g_01894
OG0000156	Praj.g_01997	Prbn.g_01012
OG0000157	Praj.g_02034	Prbn.g_00978
OG0000158	Praj.g_02128	Prbn.g_00913
OG0000160	Praj.g_00001	Prbn.g_00301
OG0000161	Praj.g_00002	Prbn.g_00302
OG0000162	Praj.g_00004	Prbn.g_00010
OG0000163	Praj.g_00005	Prbn.g_00009
OG0000164	Praj.g_00006	Prbn.g_00008
OG0000165	Praj.g_00007	Prbn.g_00007
OG0000166	Praj.g_00008	Prbn.g_00006
OG0000167	Praj.g_00009	Prbn.g_00005
OG0000168	Praj.g_00010	Prbn.g_00004
OG0000169	Praj.g_00012	Prbn.g_00001
OG0000170	Praj.g_00014	Prbn.g_00768
OG0000171	Praj.g_00015	Prbn.g_00767
OG0000172	Praj.g_00016	Prbn.g_00766
OG0000173	Praj.g_00017	Prbn.g_00765
OG0000174	Praj.g_00018	Prbn.g_00764
OG0000175	Praj.g_00019	Prbn.g_00763
OG0000176	Praj.g_00020	Prbn.g_00762
OG0000177	Praj.g_00021	Prbn.g_00761
OG0000178	Praj.g_00022	Prbn.g_00760
OG0000179	Praj.g_00024	Prbn.g_00758
OG0000180	Praj.g_00025	Prbn.g_00757
OG0000181	Praj.g_00026	Prbn.g_00756
OG0000182	Praj.g_00027	Prbn.g_00755
OG0000183	Praj.g_00028	Prbn.g_00754
OG0000184	Praj.g_00029	Prbn.g_00752
OG0000185	Praj.g_00032	Prbn.g_00749
OG0000186	Praj.g_00034	Prbn.g_00746
OG0000187	Praj.g_00035	Prbn.g_00745
OG0000188	Praj.g_00036	Prbn.g_00744
OG0000189	Praj.g_00044	Prbn.g_00742
OG0000190	Praj.g_00046	Prbn.g_00740
OG0000191	Praj.g_00047	Prbn.g_00738
OG0000192	Praj.g_00048	Prbn.g_00737
OG0000193	Praj.g_00049	Prbn.g_00736
OG0000194	Praj.g_00050	Prbn.g_00733
OG0000195	Praj.g_00051	Prbn.g_00732
OG0000196	Praj.g_00052	Prbn.g_00731
OG0000197	Praj.g_00054	Prbn.g_00729
OG0000198	Praj.g_00055	Prbn.g_00728
OG0000199	Praj.g_00056	Prbn.g_00726
OG0000200	Praj.g_00102	Prbn.g_00714
OG0000201	Praj.g_00103	Prbn.g_00713
OG0000202	Praj.g_00104	Prbn.g_00712
OG0000203	Praj.g_00107	Prbn.g_00708
OG0000204	Praj.g_00108	Prbn.g_00707
OG0000205	Praj.g_00111	Prbn.g_00704
OG0000206	Praj.g_00113	Prbn.g_00702
OG0000207	Praj.g_00115	Prbn.g_01343
OG0000208	Praj.g_00116	Prbn.g_01342
OG0000209	Praj.g_00117	Prbn.g_01034
OG0000210	Praj.g_00118	Prbn.g_01341
OG0000211	Praj.g_00119	Prbn.g_01340
OG0000212	Praj.g_00120	Prbn.g_01339
OG0000213	Praj.g_00121	Prbn.g_01338
OG0000214	Praj.g_00122	Prbn.g_01337
OG0000215	Praj.g_00123	Prbn.g_01336
OG0000216	Praj.g_00124	Prbn.g_01335
OG0000217	Praj.g_00126	Prbn.g_01333
OG0000218	Praj.g_00127	Prbn.g_01332
OG0000219	Praj.g_00128	Prbn.g_01331
OG0000220	Praj.g_00129	Prbn.g_01330
OG0000221	Praj.g_00132	Prbn.g_01327
OG0000222	Praj.g_00133	Prbn.g_01326
OG0000223	Praj.g_00134	Prbn.g_01325
OG0000224	Praj.g_00135	Prbn.g_01323
OG0000225	Praj.g_00136	Prbn.g_01322
OG0000226	Praj.g_00137	Prbn.g_01321
OG0000227	Praj.g_00139	Prbn.g_01319
OG0000228	Praj.g_00140	Prbn.g_01318
OG0000229	Praj.g_00141	Prbn.g_01317
OG0000230	Praj.g_00142	Prbn.g_01316
OG0000231	Praj.g_00143	Prbn.g_01315
OG0000232	Praj.g_00144	Prbn.g_01314
OG0000233	Praj.g_00145	Prbn.g_01312
OG0000234	Praj.g_00146	Prbn.g_01311
OG0000235	Praj.g_00147	Prbn.g_01310
OG0000236	Praj.g_00150	Prbn.g_01307
OG0000237	Praj.g_00151	Prbn.g_01306
OG0000238	Praj.g_00152	Prbn.g_01305
OG0000239	Praj.g_00154	Prbn.g_01303
OG0000240	Praj.g_00156	Prbn.g_01302
OG0000241	Praj.g_00157	Prbn.g_01301
OG0000242	Praj.g_00158	Prbn.g_01300
OG0000243	Praj.g_00160	Prbn.g_01297
OG0000244	Praj.g_00163	Prbn.g_01294
OG0000245	Praj.g_00164	Prbn.g_01293
OG0000246	Praj.g_00165	Prbn.g_01292
OG0000247	Praj.g_00168	Prbn.g_01290
OG0000248	Praj.g_00170	Prbn.g_01288
OG0000249	Praj.g_00172	Prbn.g_01286
OG0000250	Praj.g_00173	Prbn.g_01285
OG0000251	Praj.g_00174	Prbn.g_01284
OG0000252	Praj.g_00175	Prbn.g_01283
OG0000253	Praj.g_00176	Prbn.g_01282
OG0000254	Praj.g_01057	Prbn.g_01356
OG0000255	Praj.g_00177	Prbn.g_01280
OG0000256	Praj.g_00180	Prbn.g_01277
OG0000257	Praj.g_00183	Prbn.g_01275
OG0000258	Praj.g_00185	Prbn.g_01269
OG0000259	Praj.g_00186	Prbn.g_01268
OG0000260	Praj.g_00187	Prbn.g_01267
OG0000261	Praj.g_00188	Prbn.g_01266
OG0000262	Praj.g_00189	Prbn.g_01265
OG0000263	Praj.g_00191	Prbn.g_01263
OG0000264	Praj.g_00192	Prbn.g_01262
OG0000265	Praj.g_00193	Prbn.g_01261
OG0000266	Praj.g_00194	Prbn.g_01260
OG0000267	Praj.g_00195	Prbn.g_01259
OG0000268	Praj.g_00196	Prbn.g_01257
OG0000269	Praj.g_00198	Prbn.g_01255
OG0000270	Praj.g_00199	Prbn.g_01254
OG0000271	Praj.g_00200	Prbn.g_01253
OG0000272	Praj.g_00201	Prbn.g_01252
OG0000273	Praj.g_00202	Prbn.g_01251
OG0000274	Praj.g_00203	Prbn.g_01250
OG0000275	Praj.g_00204	Prbn.g_01249
OG0000276	Praj.g_00205	Prbn.g_01248
OG0000277	Praj.g_00207	Prbn.g_01246
OG0000278	Praj.g_00208	Prbn.g_01245
OG0000279	Praj.g_00209	Prbn.g_01244
OG0000280	Praj.g_00211	Prbn.g_00383
OG0000281	Praj.g_00212	Prbn.g_00381
OG0000282	Praj.g_00213	Prbn.g_00380
OG0000283	Praj.g_00214	Prbn.g_00379
OG0000284	Praj.g_00215	Prbn.g_00378
OG0000285	Praj.g_00216	Prbn.g_00377
OG0000286	Praj.g_00217	Prbn.g_00376
OG0000287	Praj.g_00218	Prbn.g_00375
OG0000288	Praj.g_00220	Prbn.g_00373
OG0000289	Praj.g_00221	Prbn.g_00372
OG0000290	Praj.g_00222	Prbn.g_00371
OG0000291	Praj.g_00224	Prbn.g_00369
OG0000292	Praj.g_00226	Prbn.g_00367
OG0000293	Praj.g_00227	Prbn.g_00366
OG0000294	Praj.g_00228	Prbn.g_00365
OG0000295	Praj.g_00229	Prbn.g_00364
OG0000296	Praj.g_00230	Prbn.g_00363
OG0000297	Praj.g_00231	Prbn.g_00362
OG0000298	Praj.g_00233	Prbn.g_00360
OG0000299	Praj.g_00234	Prbn.g_00359
OG0000300	Praj.g_00235	Prbn.g_00358
OG0000301	Praj.g_00236	Prbn.g_00357
OG0000302	Praj.g_00237	Prbn.g_00356
OG0000303	Praj.g_00238	Prbn.g_00355
OG0000304	Praj.g_00240	Prbn.g_00353
OG0000305	Praj.g_00241	Prbn.g_00352
OG0000306	Praj.g_00243	Prbn.g_00349
OG0000307	Praj.g_00244	Prbn.g_00348
OG0000308	Praj.g_00245	Prbn.g_00347
OG0000309	Praj.g_00246	Prbn.g_00346
OG0000310	Praj.g_00247	Prbn.g_00345
OG0000311	Praj.g_00248	Prbn.g_00343
OG0000312	Praj.g_00249	Prbn.g_00342
OG0000313	Praj.g_00250	Prbn.g_00341
OG0000314	Praj.g_00251	Prbn.g_00340
OG0000315	Praj.g_00252	Prbn.g_00339
OG0000316	Praj.g_00253	Prbn.g_00338
OG0000317	Praj.g_00254	Prbn.g_00337
OG0000318	Praj.g_00255	Prbn.g_00336
OG0000319	Praj.g_00256	Prbn.g_00335
OG0000320	Praj.g_00257	Prbn.g_00334
OG0000321	Praj.g_00258	Prbn.g_00333
OG0000322	Praj.g_00259	Prbn.g_00332
OG0000323	Praj.g_00260	Prbn.g_00331
OG0000324	Praj.g_00261	Prbn.g_00330
OG0000325	Praj.g_00262	Prbn.g_00329
OG0000326	Praj.g_00263	Prbn.g_00328
OG0000327	Praj.g_00264	Prbn.g_00327
OG0000328	Praj.g_00265	Prbn.g_00325
OG0000329	Praj.g_00266	Prbn.g_00324
OG0000330	Praj.g_00267	Prbn.g_00323
OG0000331	Praj.g_00268	Prbn.g_00321
OG0000332	Praj.g_00269	Prbn.g_00320
OG0000333	Praj.g_00270	Prbn.g_00319
OG0000334	Praj.g_00271	Prbn.g_00318
OG0000335	Praj.g_00273	Prbn.g_00317
OG0000336	Praj.g_00275	Prbn.g_00315
OG0000337	Praj.g_00276	Prbn.g_00314
OG0000338	Praj.g_00281	Prbn.g_00309
OG0000339	Praj.g_00283	Prbn.g_00307
OG0000340	Praj.g_00285	Prbn.g_00305
OG0000341	Praj.g_00286	Prbn.g_00304
OG0000342	Praj.g_00287	Prbn.g_00012
OG0000343	Praj.g_00288	Prbn.g_00013
OG0000344	Praj.g_00289	Prbn.g_00016
OG0000345	Praj.g_00292	Prbn.g_00020
OG0000346	Praj.g_00293	Prbn.g_00021
OG0000347	Praj.g_00296	Prbn.g_00024
OG0000348	Praj.g_00297	Prbn.g_00025
OG0000349	Praj.g_00298	Prbn.g_00026
OG0000350	Praj.g_00299	Prbn.g_00028
OG0000351	Praj.g_00300	Prbn.g_00029
OG0000352	Praj.g_00301	Prbn.g_00030
OG0000353	Praj.g_00302	Prbn.g_00031
OG0000354	Praj.g_00303	Prbn.g_00033
OG0000355	Praj.g_00304	Prbn.g_00034
OG0000356	Praj.g_00305	Prbn.g_00035
OG0000357	Praj.g_00306	Prbn.g_00036
OG0000358	Praj.g_00307	Prbn.g_00037
OG0000359	Praj.g_00309	Prbn.g_00039
OG0000360	Praj.g_00311	Prbn.g_00042
OG0000361	Praj.g_00312	Prbn.g_00043
OG0000362	Praj.g_00313	Prbn.g_00044
OG0000363	Praj.g_00314	Prbn.g_00045
OG0000364	Praj.g_00318	Prbn.g_00049
OG0000365	Praj.g_00319	Prbn.g_00050
OG0000366	Praj.g_00321	Prbn.g_00053
OG0000367	Praj.g_00322	Prbn.g_00054
OG0000368	Praj.g_00323	Prbn.g_00055
OG0000369	Praj.g_00324	Prbn.g_00056
OG0000370	Praj.g_00325	Prbn.g_00057
OG0000371	Praj.g_00326	Prbn.g_00059
OG0000372	Praj.g_00327	Prbn.g_00060
OG0000373	Praj.g_00328	Prbn.g_00061
OG0000374	Praj.g_00329	Prbn.g_00062
OG0000375	Praj.g_00330	Prbn.g_00063
OG0000376	Praj.g_00333	Prbn.g_00066
OG0000377	Praj.g_00334	Prbn.g_00067
OG0000378	Praj.g_00335	Prbn.g_00068
OG0000379	Praj.g_00336	Prbn.g_00069
OG0000380	Praj.g_00337	Prbn.g_00070
OG0000381	Praj.g_00338	Prbn.g_00071
OG0000382	Praj.g_00339	Prbn.g_00072
OG0000383	Praj.g_00340	Prbn.g_00073
OG0000384	Praj.g_00343	Prbn.g_00075
OG0000385	Praj.g_00344	Prbn.g_00076
OG0000386	Praj.g_00345	Prbn.g_00077
OG0000387	Praj.g_00346	Prbn.g_00078
OG0000388	Praj.g_00347	Prbn.g_00079
OG0000389	Praj.g_00348	Prbn.g_00080
OG0000390	Praj.g_00349	Prbn.g_00081
OG0000391	Praj.g_00350	Prbn.g_00082
OG0000392	Praj.g_00351	Prbn.g_00083
OG0000393	Praj.g_00352	Prbn.g_00084
OG0000394	Praj.g_00353	Prbn.g_00085
OG0000395	Praj.g_00354	Prbn.g_00086
OG0000396	Praj.g_00356	Prbn.g_00087
OG0000397	Praj.g_00358	Prbn.g_00089
OG0000398	Praj.g_00359	Prbn.g_00090
OG0000399	Praj.g_00362	Prbn.g_00092
OG0000400	Praj.g_00368	Prbn.g_00098
OG0000401	Praj.g_00724	Prbn.g_00099
OG0000402	Praj.g_00380	Prbn.g_00105
OG0000403	Praj.g_00382	Prbn.g_00107
OG0000404	Praj.g_00383	Prbn.g_00108
OG0000405	Praj.g_00384	Prbn.g_00109
OG0000406	Praj.g_00387	Prbn.g_00112
OG0000407	Praj.g_00388	Prbn.g_00113
OG0000408	Praj.g_00390	Prbn.g_00116
OG0000409	Praj.g_00391	Prbn.g_00117
OG0000410	Praj.g_00392	Prbn.g_00118
OG0000411	Praj.g_00393	Prbn.g_00119
OG0000412	Praj.g_00394	Prbn.g_00120
OG0000413	Praj.g_00395	Prbn.g_00121
OG0000414	Praj.g_00396	Prbn.g_00122
OG0000415	Praj.g_00397	Prbn.g_00123
OG0000416	Praj.g_00402	Prbn.g_00697
OG0000417	Praj.g_00403	Prbn.g_00696
OG0000418	Praj.g_00405	Prbn.g_00694
OG0000419	Praj.g_00406	Prbn.g_00693
OG0000420	Praj.g_00824	Prbn.g_01491
OG0000421	Praj.g_01049	Prbn.g_01145
OG0000422	Praj.g_01081	Prbn.g_01697
OG0000423	Praj.g_01244	Prbn.g_01150
OG0000424	Praj.g_01869	Prbn.g_01810
OG0000425	Praj.g_00425	Prbn.g_00682
OG0000426	Praj.g_00426	Prbn.g_00681
OG0000427	Praj.g_00427	Prbn.g_00680
OG0000428	Praj.g_00429	Prbn.g_00678
OG0000429	Praj.g_00430	Prbn.g_00677
OG0000430	Praj.g_00432	Prbn.g_00675
OG0000431	Praj.g_00433	Prbn.g_00674
OG0000432	Praj.g_00434	Prbn.g_00673
OG0000433	Praj.g_00435	Prbn.g_00672
OG0000434	Praj.g_00436	Prbn.g_00671
OG0000435	Praj.g_00437	Prbn.g_00670
OG0000436	Praj.g_00438	Prbn.g_00669
OG0000437	Praj.g_00439	Prbn.g_00668
OG0000438	Praj.g_00440	Prbn.g_00667
OG0000439	Praj.g_00441	Prbn.g_00666
OG0000440	Praj.g_00442	Prbn.g_00665
OG0000441	Praj.g_00443	Prbn.g_00664
OG0000442	Praj.g_00444	Prbn.g_00663
OG0000443	Praj.g_00445	Prbn.g_00662
OG0000444	Praj.g_00446	Prbn.g_00661
OG0000445	Praj.g_00447	Prbn.g_00657
OG0000446	Praj.g_00449	Prbn.g_00655
OG0000447	Praj.g_00450	Prbn.g_00654
OG0000448	Praj.g_00451	Prbn.g_00653
OG0000449	Praj.g_00457	Prbn.g_00649
OG0000450	Praj.g_00458	Prbn.g_00648
OG0000451	Praj.g_00459	Prbn.g_00647
OG0000452	Praj.g_00461	Prbn.g_00645
OG0000453	Praj.g_00462	Prbn.g_00644
OG0000454	Praj.g_00464	Prbn.g_00643
OG0000455	Praj.g_00465	Prbn.g_00641
OG0000456	Praj.g_00469	Prbn.g_00637
OG0000457	Praj.g_00471	Prbn.g_00636
OG0000458	Praj.g_00472	Prbn.g_00635
OG0000459	Praj.g_00474	Prbn.g_00633
OG0000460	Praj.g_00476	Prbn.g_00631
OG0000461	Praj.g_00477	Prbn.g_00630
OG0000462	Praj.g_00478	Prbn.g_00629
OG0000463	Praj.g_00479	Prbn.g_00627
OG0000464	Praj.g_00480	Prbn.g_00626
OG0000465	Praj.g_00481	Prbn.g_00625
OG0000466	Praj.g_00482	Prbn.g_00624
OG0000467	Praj.g_00483	Prbn.g_00623
OG0000468	Praj.g_00484	Prbn.g_00622
OG0000469	Praj.g_00485	Prbn.g_00621
OG0000470	Praj.g_00486	Prbn.g_00620
OG0000471	Praj.g_00487	Prbn.g_00619
OG0000472	Praj.g_00492	Prbn.g_00613
OG0000473	Praj.g_00493	Prbn.g_00612
OG0000474	Praj.g_00494	Prbn.g_00611
OG0000475	Praj.g_00495	Prbn.g_00610
OG0000476	Praj.g_00497	Prbn.g_00609
OG0000477	Praj.g_00498	Prbn.g_00608
OG0000478	Praj.g_00499	Prbn.g_00607
OG0000479	Praj.g_00500	Prbn.g_00606
OG0000480	Praj.g_00502	Prbn.g_00604
OG0000481	Praj.g_00504	Prbn.g_00602
OG0000482	Praj.g_00505	Prbn.g_00601
OG0000483	Praj.g_00507	Prbn.g_00599
OG0000484	Praj.g_00508	Prbn.g_00598
OG0000485	Praj.g_00509	Prbn.g_00597
OG0000486	Praj.g_00511	Prbn.g_00596
OG0000487	Praj.g_00515	Prbn.g_00592
OG0000488	Praj.g_00516	Prbn.g_00591
OG0000489	Praj.g_00517	Prbn.g_00590
OG0000490	Praj.g_00518	Prbn.g_00589
OG0000491	Praj.g_00519	Prbn.g_00588
OG0000492	Praj.g_00520	Prbn.g_00587
OG0000493	Praj.g_00521	Prbn.g_00586
OG0000494	Praj.g_00522	Prbn.g_00585
OG0000495	Praj.g_00525	Prbn.g_00582
OG0000496	Praj.g_00526	Prbn.g_00581
OG0000497	Praj.g_00527	Prbn.g_00580
OG0000498	Praj.g_00528	Prbn.g_00579
OG0000499	Praj.g_00529	Prbn.g_00578
OG0000500	Praj.g_00531	Prbn.g_00576
OG0000501	Praj.g_00532	Prbn.g_00575
OG0000502	Praj.g_00533	Prbn.g_00574
OG0000503	Praj.g_00535	Prbn.g_00572
OG0000504	Praj.g_00536	Prbn.g_00571
OG0000505	Praj.g_00537	Prbn.g_00570
OG0000506	Praj.g_00538	Prbn.g_00569
OG0000507	Praj.g_00539	Prbn.g_00568
OG0000508	Praj.g_00540	Prbn.g_00567
OG0000509	Praj.g_00541	Prbn.g_00566
OG0000510	Praj.g_00542	Prbn.g_00565
OG0000511	Praj.g_00544	Prbn.g_00563
OG0000512	Praj.g_00545	Prbn.g_00562
OG0000513	Praj.g_00546	Prbn.g_00561
OG0000514	Praj.g_00547	Prbn.g_00560
OG0000515	Praj.g_00548	Prbn.g_00559
OG0000516	Praj.g_00549	Prbn.g_00558
OG0000517	Praj.g_00551	Prbn.g_00557
OG0000518	Praj.g_00552	Prbn.g_00556
OG0000519	Praj.g_00553	Prbn.g_00554
OG0000520	Praj.g_00554	Prbn.g_00552
OG0000521	Praj.g_00555	Prbn.g_00551
OG0000522	Praj.g_00556	Prbn.g_00550
OG0000523	Praj.g_00557	Prbn.g_00549
OG0000524	Praj.g_00558	Prbn.g_00548
OG0000525	Praj.g_00559	Prbn.g_00547
OG0000526	Praj.g_00560	Prbn.g_00546
OG0000527	Praj.g_00561	Prbn.g_00545
OG0000528	Praj.g_00562	Prbn.g_00544
OG0000529	Praj.g_00563	Prbn.g_00543
OG0000530	Praj.g_00564	Prbn.g_00542
OG0000531	Praj.g_00565	Prbn.g_00541
OG0000532	Praj.g_00566	Prbn.g_00540
OG0000533	Praj.g_00567	Prbn.g_00538
OG0000534	Praj.g_00568	Prbn.g_00537
OG0000535	Praj.g_00569	Prbn.g_00536
OG0000536	Praj.g_00570	Prbn.g_00535
OG0000537	Praj.g_00571	Prbn.g_00534
OG0000538	Praj.g_00572	Prbn.g_00533
OG0000539	Praj.g_00574	Prbn.g_00529
OG0000540	Praj.g_00575	Prbn.g_00528
OG0000541	Praj.g_00576	Prbn.g_00527
OG0000542	Praj.g_00578	Prbn.g_00524
OG0000543	Praj.g_00579	Prbn.g_00523
OG0000544	Praj.g_00581	Prbn.g_00522
