Orthogroup	Praj	Pral
OG0000055	Praj.g_02012	Pral.g_00305
OG0000056	Praj.g_00031	Pral.g_01012
OG0000057	Praj.g_00197	Pral.g_00887
OG0000058	Praj.g_01156, Praj.g_01282	Pral.g_01859
OG0000059	Praj.g_00530	Pral.g_00551
OG0000060	Praj.g_00711	Pral.g_01716
OG0000061	Praj.g_00042	Pral.g_00043
OG0000062	Praj.g_00793, Praj.g_01176	Pral.g_01511
OG0000063	Praj.g_00043	Pral.g_00019
OG0000065	Praj.g_00277	Pral.g_00803
OG0000066	Praj.g_00467	Pral.g_00617
OG0000067	Praj.g_01313, Praj.g_00691	Pral.g_01740
OG0000068	Praj.g_01170	Pral.g_00445
OG0000070	Praj.g_01024	Pral.g_01561
OG0000071	Praj.g_01355	Pral.g_01396, Pral.g_01398, Pral.g_01397
OG0000072	Praj.g_01528	Pral.g_01281
OG0000073	Praj.g_01146	Pral.g_00060
OG0000073	Praj.g_01228, Praj.g_01377	Pral.g_00441
OG0000074	Praj.g_00664	Pral.g_00702
OG0000075	Praj.g_01952	Pral.g_00243
OG0000076	Praj.g_01669	Pral.g_01121
OG0000077	Praj.g_00011	Pral.g_00421
OG0000078	Praj.g_00357	Pral.g_00717
OG0000079	Praj.g_01279	Pral.g_01034
OG0000080	Praj.g_00659	Pral.g_01471
OG0000081	Praj.g_00684	Pral.g_01750
OG0000082	Praj.g_00776	Pral.g_01495
OG0000083	Praj.g_00864, Praj.g_01157	Pral.g_01347
OG0000084	Praj.g_00946	Pral.g_01627
OG0000085	Praj.g_01196	Pral.g_01316
OG0000086	Praj.g_01832	Pral.g_00078, Pral.g_00056
OG0000090	Praj.g_00372	Pral.g_01201
OG0000091	Praj.g_01640	Pral.g_01153
OG0000092	Praj.g_01166	Pral.g_00065
OG0000093	Praj.g_01892	Pral.g_00195
OG0000094	Praj.g_01948	Pral.g_00239
OG0000095	Praj.g_01985	Pral.g_00277
OG0000096	Praj.g_02083	Pral.g_00350
OG0000097	Praj.g_02103	Pral.g_00370
OG0000098	Praj.g_00003	Pral.g_00413
OG0000099	Praj.g_00023	Pral.g_01021
OG0000100	Praj.g_01154	Pral.g_01886
OG0000101	Praj.g_00053	Pral.g_00993
OG0000102	Praj.g_00153	Pral.g_00932
OG0000103	Praj.g_00162	Pral.g_00923
OG0000104	Praj.g_00179	Pral.g_00906
OG0000105	Praj.g_00210	Pral.g_00873
OG0000106	Praj.g_00223	Pral.g_00860
OG0000107	Praj.g_00232	Pral.g_00851
OG0000108	Praj.g_00242	Pral.g_00842
OG0000109	Praj.g_00280	Pral.g_00800
OG0000110	Praj.g_00290	Pral.g_00788
OG0000111	Praj.g_00310	Pral.g_00765
OG0000112	Praj.g_00320	Pral.g_00754
OG0000113	Praj.g_00332	Pral.g_00741
OG0000114	Praj.g_00360	Pral.g_00714
OG0000115	Praj.g_00466	Pral.g_01832, Pral.g_00618
OG0000116	Praj.g_00468	Pral.g_00616
OG0000117	Praj.g_00473	Pral.g_00611
OG0000118	Praj.g_00491	Pral.g_00591
OG0000119	Praj.g_00523	Pral.g_00558
OG0000120	Praj.g_00524	Pral.g_00557
OG0000121	Praj.g_00534	Pral.g_00547
OG0000122	Praj.g_00543	Pral.g_00538
OG0000123	Praj.g_00573	Pral.g_00504
OG0000124	Praj.g_00639	Pral.g_01452
OG0000125	Praj.g_00640	Pral.g_01453
OG0000126	Praj.g_00641	Pral.g_01454
OG0000127	Praj.g_00679	Pral.g_01755
OG0000128	Praj.g_00700	Pral.g_01727
OG0000129	Praj.g_00722	Pral.g_01705
OG0000130	Praj.g_00909	Pral.g_01665
OG0000131	Praj.g_00767	Pral.g_01486
OG0000132	Praj.g_00804	Pral.g_01522
OG0000133	Praj.g_00905	Pral.g_01782
OG0000134	Praj.g_00754	Pral.g_01472
OG0000135	Praj.g_00950	Pral.g_01623
OG0000136	Praj.g_01021	Pral.g_01564
OG0000137	Praj.g_01835	Pral.g_00075
OG0000138	Praj.g_01466	Pral.g_01361
OG0000139	Praj.g_01455	Pral.g_01373, Pral.g_01187
OG0000140	Praj.g_01402	Pral.g_00455
OG0000141	Praj.g_01014	Pral.g_01064
OG0000142	Praj.g_01540	Pral.g_01269
OG0000143	Praj.g_01575	Pral.g_01222
OG0000144	Praj.g_01618	Pral.g_01179
OG0000145	Praj.g_01633	Pral.g_01160
OG0000146	Praj.g_01667	Pral.g_01123
OG0000147	Praj.g_01713	Pral.g_01074
OG0000148	Praj.g_01714	Pral.g_01073
OG0000149	Praj.g_01766	Pral.g_00104
OG0000150	Praj.g_01803	Pral.g_00143
OG0000151	Praj.g_01805	Pral.g_00146
OG0000152	Praj.g_01825	Pral.g_00167
OG0000153	Praj.g_01910	Pral.g_00201
OG0000154	Praj.g_01946	Pral.g_00237
OG0000155	Praj.g_01965	Pral.g_00256
OG0000156	Praj.g_01997	Pral.g_00289
OG0000157	Praj.g_02034	Pral.g_00323
OG0000158	Praj.g_02128	Pral.g_00390
OG0000160	Praj.g_00001	Pral.g_00411
OG0000161	Praj.g_00002	Pral.g_00412
OG0000162	Praj.g_00004	Pral.g_00414
OG0000163	Praj.g_00005	Pral.g_00415
OG0000164	Praj.g_00006	Pral.g_00416
OG0000165	Praj.g_00007	Pral.g_00417
OG0000166	Praj.g_00008	Pral.g_00418
OG0000167	Praj.g_00009	Pral.g_00419
OG0000168	Praj.g_00010	Pral.g_00420
OG0000169	Praj.g_00012	Pral.g_00422
OG0000170	Praj.g_00014	Pral.g_01030
OG0000171	Praj.g_00015	Pral.g_01029
OG0000172	Praj.g_00016	Pral.g_01028
OG0000173	Praj.g_00017	Pral.g_01027
OG0000174	Praj.g_00018	Pral.g_01026
OG0000175	Praj.g_00019	Pral.g_01025
OG0000176	Praj.g_00020	Pral.g_01024
OG0000177	Praj.g_00021	Pral.g_01023
OG0000178	Praj.g_00022	Pral.g_01022
OG0000179	Praj.g_00024	Pral.g_01020
OG0000180	Praj.g_00025	Pral.g_01019
OG0000181	Praj.g_00026	Pral.g_01018
OG0000182	Praj.g_00027	Pral.g_01017
OG0000183	Praj.g_00028	Pral.g_01016
OG0000184	Praj.g_00029	Pral.g_01014
OG0000185	Praj.g_00032	Pral.g_01011
OG0000186	Praj.g_00034	Pral.g_01009
OG0000187	Praj.g_00035	Pral.g_01008
OG0000188	Praj.g_00036	Pral.g_01007
OG0000189	Praj.g_00044	Pral.g_01005
OG0000190	Praj.g_00046	Pral.g_01003
OG0000191	Praj.g_00047	Pral.g_01001
OG0000192	Praj.g_00048	Pral.g_01000
OG0000193	Praj.g_00049	Pral.g_00999
OG0000194	Praj.g_00050	Pral.g_00996
OG0000195	Praj.g_00051	Pral.g_00995
OG0000196	Praj.g_00052	Pral.g_00994
OG0000197	Praj.g_00054	Pral.g_00992
OG0000198	Praj.g_00055	Pral.g_00991
OG0000199	Praj.g_00056	Pral.g_00990
OG0000200	Praj.g_00102	Pral.g_00984
OG0000201	Praj.g_00103	Pral.g_00983
OG0000202	Praj.g_00104	Pral.g_00982
OG0000203	Praj.g_00107	Pral.g_00978
OG0000204	Praj.g_00108	Pral.g_00977
OG0000205	Praj.g_00111	Pral.g_00974
OG0000206	Praj.g_00113	Pral.g_00972
OG0000207	Praj.g_00115	Pral.g_00970
OG0000208	Praj.g_00116	Pral.g_00969
OG0000209	Praj.g_00117	Pral.g_00048
OG0000210	Praj.g_00118	Pral.g_00968
OG0000211	Praj.g_00119	Pral.g_00966
OG0000212	Praj.g_00120	Pral.g_00965
OG0000213	Praj.g_00121	Pral.g_00964
OG0000214	Praj.g_00122	Pral.g_00963
OG0000215	Praj.g_00123	Pral.g_00962
OG0000216	Praj.g_00124	Pral.g_00961
OG0000217	Praj.g_00126	Pral.g_00959
OG0000218	Praj.g_00127	Pral.g_00958
OG0000219	Praj.g_00128	Pral.g_00957
OG0000220	Praj.g_00129	Pral.g_00956
OG0000221	Praj.g_00132	Pral.g_00953
OG0000222	Praj.g_00133	Pral.g_00952
OG0000223	Praj.g_00134	Pral.g_00951
OG0000224	Praj.g_00135	Pral.g_00950
OG0000225	Praj.g_00136	Pral.g_00949
OG0000226	Praj.g_00137	Pral.g_00948
OG0000227	Praj.g_00139	Pral.g_00946
OG0000228	Praj.g_00140	Pral.g_00945
OG0000229	Praj.g_00141	Pral.g_00944
OG0000230	Praj.g_00142	Pral.g_00943
OG0000231	Praj.g_00143	Pral.g_00942
OG0000232	Praj.g_00144	Pral.g_00941
OG0000233	Praj.g_00145	Pral.g_00940
OG0000234	Praj.g_00146	Pral.g_00939
OG0000235	Praj.g_00147	Pral.g_00938
OG0000236	Praj.g_00150	Pral.g_00935
OG0000237	Praj.g_00151	Pral.g_00934
OG0000238	Praj.g_00152	Pral.g_00933
OG0000239	Praj.g_00154	Pral.g_00931
OG0000240	Praj.g_00156	Pral.g_00930
OG0000241	Praj.g_00157	Pral.g_00929
OG0000242	Praj.g_00158	Pral.g_00928
OG0000243	Praj.g_00160	Pral.g_00925
OG0000244	Praj.g_00163	Pral.g_00922
OG0000245	Praj.g_00164	Pral.g_00921
OG0000246	Praj.g_00165	Pral.g_00920
OG0000247	Praj.g_00168	Pral.g_00918
OG0000248	Praj.g_00170	Pral.g_00916
OG0000249	Praj.g_00172	Pral.g_00914
OG0000250	Praj.g_00173	Pral.g_00913
OG0000251	Praj.g_00174	Pral.g_00912
OG0000252	Praj.g_00175	Pral.g_00911
OG0000253	Praj.g_00176	Pral.g_00910
OG0000254	Praj.g_01057	Pral.g_00450
OG0000255	Praj.g_00177	Pral.g_00908
OG0000256	Praj.g_00180	Pral.g_00905
OG0000257	Praj.g_00183	Pral.g_00903
OG0000258	Praj.g_00185	Pral.g_00900
OG0000259	Praj.g_00186	Pral.g_00899
OG0000260	Praj.g_00187	Pral.g_00898
OG0000261	Praj.g_00188	Pral.g_00897
OG0000262	Praj.g_00189	Pral.g_00896
OG0000263	Praj.g_00191	Pral.g_00894
OG0000264	Praj.g_00192	Pral.g_00893
OG0000265	Praj.g_00193	Pral.g_00892
OG0000266	Praj.g_00194	Pral.g_00891
OG0000267	Praj.g_00195	Pral.g_00890
OG0000268	Praj.g_00196	Pral.g_00888
OG0000269	Praj.g_00198	Pral.g_00886
OG0000270	Praj.g_00199	Pral.g_00885
OG0000271	Praj.g_00200	Pral.g_00884
OG0000272	Praj.g_00201	Pral.g_00883
OG0000273	Praj.g_00202	Pral.g_00882
OG0000274	Praj.g_00203	Pral.g_00881
OG0000275	Praj.g_00204	Pral.g_00880
OG0000276	Praj.g_00205	Pral.g_00879
OG0000277	Praj.g_00207	Pral.g_00877
OG0000278	Praj.g_00208	Pral.g_00875
OG0000279	Praj.g_00209	Pral.g_00874
OG0000280	Praj.g_00211	Pral.g_00872
OG0000281	Praj.g_00212	Pral.g_00871
OG0000282	Praj.g_00213	Pral.g_00870
OG0000283	Praj.g_00214	Pral.g_00869
OG0000284	Praj.g_00215	Pral.g_00868
OG0000285	Praj.g_00216	Pral.g_00867
OG0000286	Praj.g_00217	Pral.g_00866
OG0000287	Praj.g_00218	Pral.g_00865
OG0000288	Praj.g_00220	Pral.g_00863
OG0000289	Praj.g_00221	Pral.g_00862
OG0000290	Praj.g_00222	Pral.g_00861
OG0000291	Praj.g_00224	Pral.g_00859
OG0000292	Praj.g_00226	Pral.g_00857
OG0000293	Praj.g_00227	Pral.g_00856
OG0000294	Praj.g_00228	Pral.g_00855
OG0000295	Praj.g_00229	Pral.g_00854
OG0000296	Praj.g_00230	Pral.g_00853
OG0000297	Praj.g_00231	Pral.g_00852
OG0000298	Praj.g_00233	Pral.g_00850
OG0000299	Praj.g_00234	Pral.g_00849
OG0000300	Praj.g_00235	Pral.g_00848
OG0000301	Praj.g_00236	Pral.g_00847
OG0000302	Praj.g_00237	Pral.g_00846
OG0000303	Praj.g_00238	Pral.g_00845
OG0000304	Praj.g_00240	Pral.g_00844
OG0000305	Praj.g_00241	Pral.g_00843
OG0000306	Praj.g_00243	Pral.g_00840
OG0000307	Praj.g_00244	Pral.g_00839
OG0000308	Praj.g_00245	Pral.g_00838
OG0000309	Praj.g_00246	Pral.g_00837
OG0000310	Praj.g_00247	Pral.g_00836
OG0000311	Praj.g_00248	Pral.g_00835
OG0000312	Praj.g_00249	Pral.g_00834
OG0000313	Praj.g_00250	Pral.g_00833
OG0000314	Praj.g_00251	Pral.g_00832
OG0000315	Praj.g_00252	Pral.g_00831
OG0000316	Praj.g_00253	Pral.g_00830
OG0000317	Praj.g_00254	Pral.g_00829
OG0000318	Praj.g_00255	Pral.g_00828
OG0000319	Praj.g_00256	Pral.g_00827
OG0000320	Praj.g_00257	Pral.g_00826
OG0000321	Praj.g_00258	Pral.g_00825
OG0000322	Praj.g_00259	Pral.g_00824
OG0000323	Praj.g_00260	Pral.g_00823
OG0000324	Praj.g_00261	Pral.g_00822
OG0000325	Praj.g_00262	Pral.g_00821
OG0000326	Praj.g_00263	Pral.g_00820
OG0000327	Praj.g_00264	Pral.g_00819
OG0000328	Praj.g_00265	Pral.g_00817
OG0000329	Praj.g_00266	Pral.g_00816
OG0000330	Praj.g_00267	Pral.g_00815
OG0000331	Praj.g_00268	Pral.g_00812
OG0000332	Praj.g_00269	Pral.g_00811
OG0000333	Praj.g_00270	Pral.g_00810
OG0000334	Praj.g_00271	Pral.g_00809
OG0000335	Praj.g_00273	Pral.g_00807
OG0000336	Praj.g_00275	Pral.g_00805
OG0000337	Praj.g_00276	Pral.g_00804
OG0000338	Praj.g_00281	Pral.g_00799
OG0000339	Praj.g_00283	Pral.g_00796
OG0000340	Praj.g_00285	Pral.g_00795
OG0000341	Praj.g_00286	Pral.g_00794
OG0000342	Praj.g_00287	Pral.g_00793
OG0000343	Praj.g_00288	Pral.g_00792
OG0000344	Praj.g_00289	Pral.g_00789
OG0000345	Praj.g_00292	Pral.g_00785
OG0000346	Praj.g_00293	Pral.g_00784
OG0000347	Praj.g_00296	Pral.g_00781
OG0000348	Praj.g_00297	Pral.g_00780
OG0000349	Praj.g_00298	Pral.g_00779
OG0000350	Praj.g_00299	Pral.g_00777
OG0000351	Praj.g_00300	Pral.g_00776
OG0000352	Praj.g_00301	Pral.g_00775
OG0000353	Praj.g_00302	Pral.g_00774
OG0000354	Praj.g_00303	Pral.g_00773
OG0000355	Praj.g_00304	Pral.g_00772
OG0000356	Praj.g_00305	Pral.g_00771
OG0000357	Praj.g_00306	Pral.g_00770
OG0000358	Praj.g_00307	Pral.g_00769
OG0000359	Praj.g_00309	Pral.g_00767
OG0000360	Praj.g_00311	Pral.g_00764
OG0000361	Praj.g_00312	Pral.g_00763
OG0000362	Praj.g_00313	Pral.g_00762
OG0000363	Praj.g_00314	Pral.g_00761
OG0000364	Praj.g_00318	Pral.g_00756
OG0000365	Praj.g_00319	Pral.g_00755
OG0000366	Praj.g_00321	Pral.g_00753
OG0000367	Praj.g_00322	Pral.g_00752
OG0000368	Praj.g_00323	Pral.g_00751
OG0000369	Praj.g_00324	Pral.g_00750
OG0000370	Praj.g_00325	Pral.g_00749
OG0000371	Praj.g_00326	Pral.g_00748
OG0000372	Praj.g_00327	Pral.g_00747
OG0000373	Praj.g_00328	Pral.g_00746
OG0000374	Praj.g_00329	Pral.g_00744
OG0000375	Praj.g_00330	Pral.g_00743
OG0000376	Praj.g_00333	Pral.g_00740
OG0000377	Praj.g_00334	Pral.g_00739
OG0000378	Praj.g_00335	Pral.g_00738
OG0000379	Praj.g_00336	Pral.g_00737
OG0000380	Praj.g_00337	Pral.g_00736
OG0000381	Praj.g_00338	Pral.g_00735
OG0000382	Praj.g_00339	Pral.g_00734
OG0000383	Praj.g_00340	Pral.g_00733
OG0000384	Praj.g_00343	Pral.g_00731
OG0000385	Praj.g_00344	Pral.g_00730
OG0000386	Praj.g_00345	Pral.g_00729
OG0000387	Praj.g_00346	Pral.g_00728
OG0000388	Praj.g_00347	Pral.g_00727
OG0000389	Praj.g_00348	Pral.g_00726
OG0000390	Praj.g_00349	Pral.g_00725
OG0000391	Praj.g_00350	Pral.g_00724
OG0000392	Praj.g_00351	Pral.g_00723
OG0000393	Praj.g_00352	Pral.g_00722
OG0000394	Praj.g_00353	Pral.g_00721
OG0000395	Praj.g_00354	Pral.g_00720
OG0000396	Praj.g_00356	Pral.g_00718
OG0000397	Praj.g_00358	Pral.g_00716
OG0000398	Praj.g_00359	Pral.g_00715
OG0000399	Praj.g_00362	Pral.g_00712
OG0000400	Praj.g_00368	Pral.g_00706
OG0000401	Praj.g_00724	Pral.g_00705
OG0000402	Praj.g_00380	Pral.g_00698
OG0000403	Praj.g_00382	Pral.g_00696
OG0000404	Praj.g_00383	Pral.g_00695
OG0000405	Praj.g_00384	Pral.g_00694
OG0000406	Praj.g_00387	Pral.g_00691
OG0000407	Praj.g_00388	Pral.g_00690
OG0000408	Praj.g_00390	Pral.g_00687
OG0000409	Praj.g_00391	Pral.g_00686
OG0000410	Praj.g_00392	Pral.g_00685
OG0000411	Praj.g_00393	Pral.g_00684
OG0000412	Praj.g_00394	Pral.g_00683
OG0000413	Praj.g_00395	Pral.g_00682
OG0000414	Praj.g_00396	Pral.g_00681
OG0000415	Praj.g_00397	Pral.g_00680
OG0000416	Praj.g_00402	Pral.g_00677
OG0000417	Praj.g_00403	Pral.g_00676
OG0000418	Praj.g_00405	Pral.g_00674
OG0000419	Praj.g_00406	Pral.g_00673
OG0000420	Praj.g_00824	Pral.g_01541
OG0000421	Praj.g_01049	Pral.g_01322
OG0000422	Praj.g_01081	Pral.g_01039
OG0000423	Praj.g_01244	Pral.g_01840
OG0000424	Praj.g_01869	Pral.g_00171
OG0000425	Praj.g_00425	Pral.g_00663
OG0000426	Praj.g_00426	Pral.g_00662
OG0000427	Praj.g_00427	Pral.g_00661
OG0000428	Praj.g_00429	Pral.g_00659
OG0000429	Praj.g_00430	Pral.g_00658
OG0000430	Praj.g_00432	Pral.g_00656
OG0000431	Praj.g_00433	Pral.g_00655
OG0000432	Praj.g_00434	Pral.g_00654
OG0000433	Praj.g_00435	Pral.g_00653
OG0000434	Praj.g_00436	Pral.g_00651
OG0000435	Praj.g_00437	Pral.g_00650
OG0000436	Praj.g_00438	Pral.g_00649
OG0000437	Praj.g_00439	Pral.g_00648
OG0000438	Praj.g_00440	Pral.g_00647
OG0000439	Praj.g_00441	Pral.g_00646
OG0000440	Praj.g_00442	Pral.g_00645
OG0000441	Praj.g_00443	Pral.g_00644
OG0000442	Praj.g_00444	Pral.g_00643
OG0000443	Praj.g_00445	Pral.g_00642
OG0000444	Praj.g_00446	Pral.g_00641
OG0000445	Praj.g_00447	Pral.g_00635
OG0000446	Praj.g_00449	Pral.g_00633
OG0000447	Praj.g_00450	Pral.g_00632
OG0000448	Praj.g_00451	Pral.g_00631
OG0000449	Praj.g_00457	Pral.g_00627
OG0000450	Praj.g_00458	Pral.g_00626
OG0000451	Praj.g_00459	Pral.g_00625
OG0000452	Praj.g_00461	Pral.g_00623
OG0000453	Praj.g_00462	Pral.g_00622
OG0000454	Praj.g_00464	Pral.g_00621
OG0000455	Praj.g_00465	Pral.g_00619
OG0000456	Praj.g_00469	Pral.g_00615
OG0000457	Praj.g_00471	Pral.g_00613
OG0000458	Praj.g_00472	Pral.g_00612
OG0000459	Praj.g_00474	Pral.g_00610
OG0000460	Praj.g_00476	Pral.g_00608
OG0000461	Praj.g_00477	Pral.g_00607
OG0000462	Praj.g_00478	Pral.g_00606
OG0000463	Praj.g_00479	Pral.g_00603
OG0000464	Praj.g_00480	Pral.g_00602
OG0000465	Praj.g_00481	Pral.g_00601
OG0000466	Praj.g_00482	Pral.g_00600
OG0000467	Praj.g_00483	Pral.g_00599
OG0000468	Praj.g_00484	Pral.g_00598
OG0000469	Praj.g_00485	Pral.g_00597
OG0000470	Praj.g_00486	Pral.g_00596
OG0000471	Praj.g_00487	Pral.g_00595
OG0000472	Praj.g_00492	Pral.g_00590
OG0000473	Praj.g_00493	Pral.g_00589
OG0000474	Praj.g_00494	Pral.g_00588
OG0000475	Praj.g_00495	Pral.g_00587
OG0000476	Praj.g_00497	Pral.g_00585
OG0000477	Praj.g_00498	Pral.g_00584
OG0000478	Praj.g_00499	Pral.g_00583
OG0000479	Praj.g_00500	Pral.g_00582
OG0000480	Praj.g_00502	Pral.g_00580
OG0000481	Praj.g_00504	Pral.g_00578
OG0000482	Praj.g_00505	Pral.g_00577
OG0000483	Praj.g_00507	Pral.g_00575
OG0000484	Praj.g_00508	Pral.g_00574
OG0000485	Praj.g_00509	Pral.g_00573
OG0000486	Praj.g_00511	Pral.g_00571
OG0000487	Praj.g_00515	Pral.g_00566
OG0000488	Praj.g_00516	Pral.g_00565
OG0000489	Praj.g_00517	Pral.g_00564
OG0000490	Praj.g_00518	Pral.g_00563
OG0000491	Praj.g_00519	Pral.g_00562
OG0000492	Praj.g_00520	Pral.g_00561
OG0000493	Praj.g_00521	Pral.g_00560
OG0000494	Praj.g_00522	Pral.g_00559
OG0000495	Praj.g_00525	Pral.g_00556
OG0000496	Praj.g_00526	Pral.g_00555
OG0000497	Praj.g_00527	Pral.g_00554
OG0000498	Praj.g_00528	Pral.g_00553
OG0000499	Praj.g_00529	Pral.g_00552
OG0000500	Praj.g_00531	Pral.g_00550
OG0000501	Praj.g_00532	Pral.g_00549
OG0000502	Praj.g_00533	Pral.g_00548
OG0000503	Praj.g_00535	Pral.g_00546
OG0000504	Praj.g_00536	Pral.g_00545
OG0000505	Praj.g_00537	Pral.g_00544
OG0000506	Praj.g_00538	Pral.g_00543
OG0000507	Praj.g_00539	Pral.g_00542
OG0000508	Praj.g_00540	Pral.g_00541
OG0000509	Praj.g_00541	Pral.g_00540
OG0000510	Praj.g_00542	Pral.g_00539
OG0000511	Praj.g_00544	Pral.g_00537
OG0000512	Praj.g_00545	Pral.g_00536
OG0000513	Praj.g_00546	Pral.g_00535
OG0000514	Praj.g_00547	Pral.g_00534
OG0000515	Praj.g_00548	Pral.g_00533
OG0000516	Praj.g_00549	Pral.g_00532
OG0000517	Praj.g_00551	Pral.g_00530
OG0000518	Praj.g_00552	Pral.g_00529
OG0000519	Praj.g_00553	Pral.g_00527
OG0000520	Praj.g_00554	Pral.g_00525
OG0000521	Praj.g_00555	Pral.g_00524
OG0000522	Praj.g_00556	Pral.g_00523
OG0000523	Praj.g_00557	Pral.g_00522
OG0000524	Praj.g_00558	Pral.g_00521
OG0000525	Praj.g_00559	Pral.g_00520
OG0000526	Praj.g_00560	Pral.g_00519
OG0000527	Praj.g_00561	Pral.g_00518
OG0000528	Praj.g_00562	Pral.g_00516
OG0000529	Praj.g_00563	Pral.g_00515
OG0000530	Praj.g_00564	Pral.g_00514
OG0000531	Praj.g_00565	Pral.g_00513
OG0000532	Praj.g_00566	Pral.g_00512
OG0000533	Praj.g_00567	Pral.g_00510
OG0000534	Praj.g_00568	Pral.g_00509
OG0000535	Praj.g_00569	Pral.g_00508
OG0000536	Praj.g_00570	Pral.g_00507
OG0000537	Praj.g_00571	Pral.g_00506
OG0000538	Praj.g_00572	Pral.g_00505
OG0000539	Praj.g_00574	Pral.g_00503
OG0000540	Praj.g_00575	Pral.g_00502
OG0000541	Praj.g_00576	Pral.g_00501
OG0000542	Praj.g_00578	Pral.g_00498
OG0000543	Praj.g_00579	Pral.g_00497
OG0000544	Praj.g_00581	Pral.g_00496
OG0000545	Praj.g_00580	Pral.g_00495
OG0000546	Praj.g_00582	Pral.g_00494
OG0000547	Praj.g_00583	Pral.g_00493
OG0000548	Praj.g_00584	Pral.g_00492
OG0000549	Praj.g_00586	Pral.g_00490
OG0000550	Praj.g_00587	Pral.g_00489
OG0000551	Praj.g_00588	Pral.g_00488
OG0000552	Praj.g_00589	Pral.g_00487
OG0000553	Praj.g_00590	Pral.g_00486
OG0000554	Praj.g_00591	Pral.g_00485
OG0000555	Praj.g_00593	Pral.g_00483
OG0000556	Praj.g_00594	Pral.g_00482
OG0000557	Praj.g_00595	Pral.g_00481
OG0000558	Praj.g_00596	Pral.g_00480
OG0000559	Praj.g_00597	Pral.g_00479
OG0000560	Praj.g_00598	Pral.g_00478
OG0000561	Praj.g_00599	Pral.g_00477
OG0000562	Praj.g_00600	Pral.g_00476
OG0000563	Praj.g_00601	Pral.g_00475
OG0000564	Praj.g_00602	Pral.g_00474
OG0000565	Praj.g_00603	Pral.g_00472
OG0000566	Praj.g_00604	Pral.g_00471
OG0000567	Praj.g_00605	Pral.g_00470
