Orthogroup	Praj	Prah
OG0000122	Praj.g_00543	Prah.g_01465
OG0000123	Praj.g_00573	Prah.g_01428
OG0000124	Praj.g_00639	Prah.g_00474
OG0000125	Praj.g_00640	Prah.g_00473
OG0000126	Praj.g_00641	Prah.g_00472
OG0000127	Praj.g_00679	Prah.g_01758
OG0000128	Praj.g_00700	Prah.g_00885
OG0000129	Praj.g_00722	Prah.g_00752
OG0000130	Praj.g_00909	Prah.g_01231, Prah.g_01233
OG0000131	Praj.g_00767	Prah.g_01823, Prah.g_00669
OG0000132	Praj.g_00804	Prah.g_00605
OG0000133	Praj.g_00905	Prah.g_00699
OG0000134	Praj.g_00754	Prah.g_00692
OG0000135	Praj.g_00950	Prah.g_00805
OG0000136	Praj.g_01021	Prah.g_00912
OG0000137	Praj.g_01835	Prah.g_02526
OG0000138	Praj.g_01466	Prah.g_01328
OG0000139	Praj.g_01455	Prah.g_01315
OG0000140	Praj.g_01402	Prah.g_01237, Prah.g_01238
OG0000141	Praj.g_01014	Prah.g_00905
OG0000142	Praj.g_01540	Prah.g_01378
OG0000143	Praj.g_01575	Prah.g_01576
OG0000144	Praj.g_01618	Prah.g_00424
OG0000145	Praj.g_01633	Prah.g_00407
OG0000146	Praj.g_01667	Prah.g_00361
OG0000147	Praj.g_01713	Prah.g_01653
OG0000148	Praj.g_01714	Prah.g_01654
OG0000149	Praj.g_01766	Prah.g_01672
OG0000150	Praj.g_01803	Prah.g_01725
OG0000151	Praj.g_01805	Prah.g_01728
OG0000152	Praj.g_01825	Prah.g_01762
OG0000153	Praj.g_01910	Prah.g_02038
OG0000154	Praj.g_01946	Prah.g_02001
OG0000155	Praj.g_01965	Prah.g_01981
OG0000156	Praj.g_01997	Prah.g_02244
OG0000157	Praj.g_02034	Prah.g_00089
OG0000158	Praj.g_02128	Prah.g_02578
OG0000159	Praj.g_02041, Praj.g_00064, Praj.g_01515, Praj.g_01510, Praj.g_02036, Praj.g_01506, Praj.g_01504, Praj.g_00068, Praj.g_00059, Praj.g_00086, Praj.g_00080, Praj.g_01511, Praj.g_01514, Praj.g_00058, Praj.g_01509, Praj.g_01382, Praj.g_02042, Praj.g_01516	Prah.g_00095
OG0000160	Praj.g_00001	Prah.g_00002
OG0000161	Praj.g_00002	Prah.g_00003
OG0000162	Praj.g_00004	Prah.g_00005
OG0000163	Praj.g_00005	Prah.g_00006
OG0000164	Praj.g_00006	Prah.g_00007
OG0000165	Praj.g_00007	Prah.g_00008
OG0000166	Praj.g_00008	Prah.g_00010
OG0000167	Praj.g_00009	Prah.g_00011
OG0000168	Praj.g_00010	Prah.g_00012
OG0000169	Praj.g_00012	Prah.g_00014
OG0000170	Praj.g_00014	Prah.g_00016
OG0000171	Praj.g_00015	Prah.g_00017
OG0000172	Praj.g_00016	Prah.g_00022
OG0000173	Praj.g_00017	Prah.g_00023
OG0000174	Praj.g_00018	Prah.g_00024
OG0000175	Praj.g_00019	Prah.g_00025
OG0000176	Praj.g_00020	Prah.g_00026
OG0000177	Praj.g_00021	Prah.g_00027
OG0000178	Praj.g_00022	Prah.g_00028
OG0000179	Praj.g_00024	Prah.g_00030
OG0000180	Praj.g_00025	Prah.g_00031
OG0000181	Praj.g_00026	Prah.g_00032
OG0000182	Praj.g_00027	Prah.g_00033
OG0000183	Praj.g_00028	Prah.g_00034
OG0000184	Praj.g_00029	Prah.g_00036
OG0000185	Praj.g_00032	Prah.g_00041
OG0000186	Praj.g_00034	Prah.g_00046
OG0000187	Praj.g_00035	Prah.g_00047
OG0000188	Praj.g_00036	Prah.g_00048
OG0000189	Praj.g_00044	Prah.g_00049
OG0000190	Praj.g_00046	Prah.g_00051
OG0000191	Praj.g_00047	Prah.g_02488
OG0000192	Praj.g_00048	Prah.g_02486
OG0000193	Praj.g_00049	Prah.g_02485
OG0000194	Praj.g_00050	Prah.g_02478
OG0000195	Praj.g_00051	Prah.g_02471
OG0000196	Praj.g_00052	Prah.g_02466
OG0000197	Praj.g_00054	Prah.g_02457
OG0000198	Praj.g_00055	Prah.g_02454
OG0000199	Praj.g_00056	Prah.g_02453
OG0000200	Praj.g_00102	Prah.g_01830
OG0000201	Praj.g_00103	Prah.g_01833
OG0000202	Praj.g_00104	Prah.g_01834
OG0000203	Praj.g_00107	Prah.g_01838
OG0000204	Praj.g_00108	Prah.g_01839
OG0000205	Praj.g_00111	Prah.g_01843
OG0000206	Praj.g_00113	Prah.g_01845
OG0000207	Praj.g_00115	Prah.g_01849
OG0000208	Praj.g_00116	Prah.g_01850
OG0000209	Praj.g_00117	Prah.g_01211
OG0000210	Praj.g_00118	Prah.g_01851
OG0000211	Praj.g_00119	Prah.g_01859
OG0000212	Praj.g_00120	Prah.g_01860
OG0000213	Praj.g_00121	Prah.g_01861
OG0000214	Praj.g_00122	Prah.g_01862
OG0000215	Praj.g_00123	Prah.g_01863
OG0000216	Praj.g_00124	Prah.g_01864
OG0000217	Praj.g_00126	Prah.g_01866
OG0000218	Praj.g_00127	Prah.g_01867
OG0000219	Praj.g_00128	Prah.g_01873
OG0000220	Praj.g_00129	Prah.g_01877
OG0000221	Praj.g_00132	Prah.g_01882
OG0000222	Praj.g_00133	Prah.g_01883
OG0000223	Praj.g_00134	Prah.g_01884
OG0000224	Praj.g_00135	Prah.g_01886
OG0000225	Praj.g_00136	Prah.g_01887
OG0000226	Praj.g_00137	Prah.g_01888
OG0000227	Praj.g_00139	Prah.g_01890
OG0000228	Praj.g_00140	Prah.g_01891
OG0000229	Praj.g_00141	Prah.g_01892
OG0000230	Praj.g_00142	Prah.g_01893
OG0000231	Praj.g_00143	Prah.g_01894
OG0000232	Praj.g_00144	Prah.g_01896
OG0000233	Praj.g_00145	Prah.g_01897
OG0000234	Praj.g_00146	Prah.g_01898
OG0000235	Praj.g_00147	Prah.g_01901
OG0000236	Praj.g_00150	Prah.g_01906
OG0000237	Praj.g_00151	Prah.g_01908
OG0000238	Praj.g_00152	Prah.g_00195
OG0000239	Praj.g_00154	Prah.g_00193
OG0000240	Praj.g_00156	Prah.g_00191
OG0000241	Praj.g_00157	Prah.g_00189
OG0000242	Praj.g_00158	Prah.g_00188
OG0000243	Praj.g_00160	Prah.g_00183
OG0000244	Praj.g_00163	Prah.g_00175
OG0000245	Praj.g_00164	Prah.g_00174
OG0000246	Praj.g_00165	Prah.g_00173
OG0000247	Praj.g_00168	Prah.g_02252
OG0000248	Praj.g_00170	Prah.g_02254
OG0000249	Praj.g_00172	Prah.g_02257
OG0000250	Praj.g_00173	Prah.g_02259
OG0000251	Praj.g_00174	Prah.g_02260
OG0000252	Praj.g_00175	Prah.g_02261
OG0000253	Praj.g_00176	Prah.g_02262
OG0000254	Praj.g_01057	Prah.g_02264
OG0000255	Praj.g_00177	Prah.g_02265
OG0000256	Praj.g_00180	Prah.g_02269
OG0000257	Praj.g_00183	Prah.g_02280
OG0000258	Praj.g_00185	Prah.g_02282
OG0000259	Praj.g_00186	Prah.g_02283
OG0000260	Praj.g_00187	Prah.g_02284
OG0000261	Praj.g_00188	Prah.g_02285
OG0000262	Praj.g_00189	Prah.g_02286
OG0000263	Praj.g_00191	Prah.g_02288
OG0000264	Praj.g_00192	Prah.g_02289
OG0000265	Praj.g_00193	Prah.g_02290
OG0000266	Praj.g_00194	Prah.g_02291
OG0000267	Praj.g_00195	Prah.g_02292
OG0000268	Praj.g_00196	Prah.g_02294
OG0000269	Praj.g_00198	Prah.g_02296
OG0000270	Praj.g_00199	Prah.g_02297
OG0000271	Praj.g_00200	Prah.g_02298
OG0000272	Praj.g_00201	Prah.g_02299
OG0000273	Praj.g_00202	Prah.g_02300
OG0000274	Praj.g_00203	Prah.g_02301
OG0000275	Praj.g_00204	Prah.g_02302
OG0000276	Praj.g_00205	Prah.g_02303
OG0000277	Praj.g_00207	Prah.g_02305
OG0000278	Praj.g_00208	Prah.g_02306
OG0000279	Praj.g_00209	Prah.g_02307
OG0000280	Praj.g_00211	Prah.g_02309
OG0000281	Praj.g_00212	Prah.g_02310
OG0000282	Praj.g_00213	Prah.g_02311
OG0000283	Praj.g_00214	Prah.g_02312
OG0000284	Praj.g_00215	Prah.g_02313
OG0000285	Praj.g_00216	Prah.g_02314
OG0000286	Praj.g_00217	Prah.g_02315
OG0000287	Praj.g_00218	Prah.g_02316
OG0000288	Praj.g_00220	Prah.g_00709
OG0000289	Praj.g_00221	Prah.g_02321
OG0000290	Praj.g_00222	Prah.g_02323
OG0000291	Praj.g_00224	Prah.g_02334
OG0000292	Praj.g_00226	Prah.g_02336
OG0000293	Praj.g_00227	Prah.g_02339
OG0000294	Praj.g_00228	Prah.g_02341
OG0000295	Praj.g_00229	Prah.g_02344
OG0000296	Praj.g_00230	Prah.g_02345
OG0000297	Praj.g_00231	Prah.g_02350
OG0000298	Praj.g_00233	Prah.g_02353
OG0000299	Praj.g_00234	Prah.g_02354
OG0000300	Praj.g_00235	Prah.g_02355
OG0000301	Praj.g_00236	Prah.g_02356
OG0000302	Praj.g_00237	Prah.g_02357
OG0000303	Praj.g_00238	Prah.g_02358
OG0000304	Praj.g_00240	Prah.g_02360
OG0000305	Praj.g_00241	Prah.g_02361
OG0000306	Praj.g_00243	Prah.g_02364
OG0000307	Praj.g_00244	Prah.g_02365
OG0000308	Praj.g_00245	Prah.g_02370
OG0000309	Praj.g_00246	Prah.g_02371
OG0000310	Praj.g_00247	Prah.g_02372
OG0000311	Praj.g_00248	Prah.g_02420
OG0000312	Praj.g_00249	Prah.g_02419
OG0000313	Praj.g_00250	Prah.g_02418
OG0000314	Praj.g_00251	Prah.g_02417
OG0000315	Praj.g_00252	Prah.g_02415
OG0000316	Praj.g_00253	Prah.g_02411
OG0000317	Praj.g_00254	Prah.g_02410
OG0000318	Praj.g_00255	Prah.g_02409
OG0000319	Praj.g_00256	Prah.g_02403
OG0000320	Praj.g_00257	Prah.g_02402
OG0000321	Praj.g_00258	Prah.g_02400
OG0000322	Praj.g_00259	Prah.g_02399
OG0000323	Praj.g_00260	Prah.g_02398
OG0000324	Praj.g_00261	Prah.g_02397
OG0000325	Praj.g_00262	Prah.g_02396
OG0000326	Praj.g_00263	Prah.g_02395
OG0000327	Praj.g_00264	Prah.g_02394
OG0000328	Praj.g_00265	Prah.g_02392
OG0000329	Praj.g_00266	Prah.g_02391
OG0000330	Praj.g_00267	Prah.g_02390
OG0000331	Praj.g_00268	Prah.g_01786
OG0000332	Praj.g_00269	Prah.g_01411
OG0000333	Praj.g_00270	Prah.g_01412
OG0000334	Praj.g_00271	Prah.g_01413
OG0000335	Praj.g_00273	Prah.g_01782
OG0000336	Praj.g_00275	Prah.g_01781
OG0000337	Praj.g_00276	Prah.g_01779
OG0000338	Praj.g_00281	Prah.g_01772
OG0000339	Praj.g_00283	Prah.g_02074
OG0000340	Praj.g_00285	Prah.g_02078
OG0000341	Praj.g_00286	Prah.g_02079
OG0000342	Praj.g_00287	Prah.g_02080
OG0000343	Praj.g_00288	Prah.g_02082
OG0000344	Praj.g_00289	Prah.g_02087
OG0000345	Praj.g_00292	Prah.g_02098
OG0000346	Praj.g_00293	Prah.g_02099
OG0000347	Praj.g_00296	Prah.g_02101
OG0000348	Praj.g_00297	Prah.g_02103
OG0000349	Praj.g_00298	Prah.g_02105
OG0000350	Praj.g_00299	Prah.g_02111
OG0000351	Praj.g_00300	Prah.g_01785
OG0000352	Praj.g_00301	Prah.g_02114
OG0000353	Praj.g_00302	Prah.g_02115
OG0000354	Praj.g_00303	Prah.g_02117
OG0000355	Praj.g_00304	Prah.g_02118
OG0000356	Praj.g_00305	Prah.g_02119
OG0000357	Praj.g_00306	Prah.g_02120
OG0000358	Praj.g_00307	Prah.g_02121
OG0000359	Praj.g_00309	Prah.g_02123
OG0000360	Praj.g_00311	Prah.g_02128
OG0000361	Praj.g_00312	Prah.g_02129
OG0000362	Praj.g_00313	Prah.g_02130
OG0000363	Praj.g_00314	Prah.g_02132
OG0000364	Praj.g_00318	Prah.g_02137
OG0000365	Praj.g_00319	Prah.g_02138
OG0000366	Praj.g_00321	Prah.g_02140
OG0000367	Praj.g_00322	Prah.g_02142
OG0000368	Praj.g_00323	Prah.g_02143
OG0000369	Praj.g_00324	Prah.g_02144
OG0000370	Praj.g_00325	Prah.g_02145
OG0000371	Praj.g_00326	Prah.g_02146
OG0000372	Praj.g_00327	Prah.g_02147
OG0000373	Praj.g_00328	Prah.g_02148
OG0000374	Praj.g_00329	Prah.g_02151
OG0000375	Praj.g_00330	Prah.g_02152
OG0000376	Praj.g_00333	Prah.g_02156
OG0000377	Praj.g_00334	Prah.g_02157
OG0000378	Praj.g_00335	Prah.g_02158
OG0000379	Praj.g_00336	Prah.g_02159
OG0000380	Praj.g_00337	Prah.g_02166
OG0000381	Praj.g_00338	Prah.g_02167
OG0000382	Praj.g_00339	Prah.g_02168
OG0000383	Praj.g_00340	Prah.g_02170
OG0000384	Praj.g_00343	Prah.g_02172
OG0000385	Praj.g_00344	Prah.g_02173
OG0000386	Praj.g_00345	Prah.g_02174
OG0000387	Praj.g_00346	Prah.g_02175
OG0000388	Praj.g_00347	Prah.g_02176
OG0000389	Praj.g_00348	Prah.g_02177
OG0000390	Praj.g_00349	Prah.g_02178
OG0000391	Praj.g_00350	Prah.g_02179
OG0000392	Praj.g_00351	Prah.g_02180
OG0000393	Praj.g_00352	Prah.g_02181
OG0000394	Praj.g_00353	Prah.g_02182
OG0000395	Praj.g_00354	Prah.g_02183
OG0000396	Praj.g_00356	Prah.g_02186
OG0000397	Praj.g_00358	Prah.g_02197
OG0000398	Praj.g_00359	Prah.g_02199
OG0000399	Praj.g_00362	Prah.g_01956
OG0000400	Praj.g_00368	Prah.g_01949
OG0000401	Praj.g_00724	Prah.g_01948
OG0000402	Praj.g_00380	Prah.g_01940
OG0000403	Praj.g_00382	Prah.g_01938
OG0000404	Praj.g_00383	Prah.g_01937
OG0000405	Praj.g_00384	Prah.g_01935
OG0000406	Praj.g_00387	Prah.g_01930
OG0000407	Praj.g_00388	Prah.g_01929
OG0000408	Praj.g_00390	Prah.g_01922
OG0000409	Praj.g_00391	Prah.g_01921
OG0000410	Praj.g_00392	Prah.g_01920
OG0000411	Praj.g_00393	Prah.g_01919
OG0000412	Praj.g_00394	Prah.g_01918
OG0000413	Praj.g_00395	Prah.g_01917
OG0000414	Praj.g_00396	Prah.g_01916
OG0000415	Praj.g_00397	Prah.g_01915
OG0000416	Praj.g_00402	Prah.g_00204
OG0000417	Praj.g_00403	Prah.g_00205
OG0000418	Praj.g_00405	Prah.g_00208
OG0000419	Praj.g_00406	Prah.g_00209
OG0000420	Praj.g_00824	Prah.g_00579
OG0000421	Praj.g_01049	Prah.g_01837
OG0000422	Praj.g_01081	Prah.g_01661
OG0000423	Praj.g_01244	Prah.g_01181
OG0000424	Praj.g_01869	Prah.g_02072
OG0000425	Praj.g_00425	Prah.g_00218
OG0000426	Praj.g_00426	Prah.g_00219
OG0000427	Praj.g_00427	Prah.g_00221
OG0000428	Praj.g_00429	Prah.g_00229
OG0000429	Praj.g_00430	Prah.g_00230
OG0000430	Praj.g_00432	Prah.g_00232
OG0000431	Praj.g_00433	Prah.g_00233
OG0000432	Praj.g_00434	Prah.g_00234
OG0000433	Praj.g_00435	Prah.g_00235
OG0000434	Praj.g_00436	Prah.g_00237
OG0000435	Praj.g_00437	Prah.g_00238
OG0000436	Praj.g_00438	Prah.g_00239
OG0000437	Praj.g_00439	Prah.g_00240
OG0000438	Praj.g_00440	Prah.g_00241
OG0000439	Praj.g_00441	Prah.g_00242
OG0000440	Praj.g_00442	Prah.g_00247
OG0000441	Praj.g_00443	Prah.g_00251
OG0000442	Praj.g_00444	Prah.g_00252
OG0000443	Praj.g_00445	Prah.g_00253
OG0000444	Praj.g_00446	Prah.g_00254
OG0000445	Praj.g_00447	Prah.g_00255
OG0000446	Praj.g_00449	Prah.g_00257
OG0000447	Praj.g_00450	Prah.g_00258
OG0000448	Praj.g_00451	Prah.g_00261
OG0000449	Praj.g_00457	Prah.g_00290
OG0000450	Praj.g_00458	Prah.g_00291
OG0000451	Praj.g_00459	Prah.g_00294
OG0000452	Praj.g_00461	Prah.g_00304
OG0000453	Praj.g_00462	Prah.g_00306
OG0000454	Praj.g_00464	Prah.g_00308
OG0000455	Praj.g_00465	Prah.g_00310
OG0000456	Praj.g_00469	Prah.g_01575
OG0000457	Praj.g_00471	Prah.g_01572
OG0000458	Praj.g_00472	Prah.g_01567
OG0000459	Praj.g_00474	Prah.g_01565
OG0000460	Praj.g_00476	Prah.g_01563
OG0000461	Praj.g_00477	Prah.g_01562
OG0000462	Praj.g_00478	Prah.g_01561
OG0000463	Praj.g_00479	Prah.g_01558
OG0000464	Praj.g_00480	Prah.g_01556
OG0000465	Praj.g_00481	Prah.g_01555
OG0000466	Praj.g_00482	Prah.g_01554
OG0000467	Praj.g_00483	Prah.g_01553
OG0000468	Praj.g_00484	Prah.g_01552
OG0000469	Praj.g_00485	Prah.g_01551
OG0000470	Praj.g_00486	Prah.g_01550
OG0000471	Praj.g_00487	Prah.g_01549
OG0000472	Praj.g_00492	Prah.g_01541
OG0000473	Praj.g_00493	Prah.g_01540
OG0000474	Praj.g_00494	Prah.g_01539
OG0000475	Praj.g_00495	Prah.g_01538
OG0000476	Praj.g_00497	Prah.g_01535
OG0000477	Praj.g_00498	Prah.g_01534
OG0000478	Praj.g_00499	Prah.g_01533
OG0000479	Praj.g_00500	Prah.g_01532
OG0000480	Praj.g_00502	Prah.g_01530
OG0000481	Praj.g_00504	Prah.g_01529
OG0000482	Praj.g_00505	Prah.g_01528
OG0000483	Praj.g_00507	Prah.g_01526
OG0000484	Praj.g_00508	Prah.g_01525
OG0000485	Praj.g_00509	Prah.g_01524
OG0000486	Praj.g_00511	Prah.g_01519
OG0000487	Praj.g_00515	Prah.g_01514
OG0000488	Praj.g_00516	Prah.g_01513
OG0000489	Praj.g_00517	Prah.g_01512
OG0000490	Praj.g_00518	Prah.g_01510
OG0000491	Praj.g_00519	Prah.g_01509
OG0000492	Praj.g_00520	Prah.g_01505
OG0000493	Praj.g_00521	Prah.g_01094
OG0000494	Praj.g_00522	Prah.g_01035
OG0000495	Praj.g_00525	Prah.g_01500
OG0000496	Praj.g_00526	Prah.g_01498
OG0000497	Praj.g_00527	Prah.g_01496
OG0000498	Praj.g_00528	Prah.g_01495
OG0000499	Praj.g_00529	Prah.g_01489
OG0000500	Praj.g_00531	Prah.g_01484
OG0000501	Praj.g_00532	Prah.g_01482
OG0000502	Praj.g_00533	Prah.g_01480
OG0000503	Praj.g_00535	Prah.g_01474
OG0000504	Praj.g_00536	Prah.g_01473
OG0000505	Praj.g_00537	Prah.g_01472
OG0000506	Praj.g_00538	Prah.g_01470
OG0000507	Praj.g_00539	Prah.g_01469
OG0000508	Praj.g_00540	Prah.g_01468
OG0000509	Praj.g_00541	Prah.g_01467
OG0000510	Praj.g_00542	Prah.g_01466
OG0000511	Praj.g_00544	Prah.g_01464
OG0000512	Praj.g_00545	Prah.g_01463
OG0000513	Praj.g_00546	Prah.g_01462
OG0000514	Praj.g_00547	Prah.g_01461
OG0000515	Praj.g_00548	Prah.g_01460
OG0000516	Praj.g_00549	Prah.g_01459
OG0000517	Praj.g_00551	Prah.g_01458
OG0000518	Praj.g_00552	Prah.g_01457
OG0000519	Praj.g_00553	Prah.g_01454
OG0000520	Praj.g_00554	Prah.g_01452
OG0000521	Praj.g_00555	Prah.g_01451
OG0000522	Praj.g_00556	Prah.g_01450
OG0000523	Praj.g_00557	Prah.g_01449
OG0000524	Praj.g_00558	Prah.g_01448
OG0000525	Praj.g_00559	Prah.g_01446
OG0000526	Praj.g_00560	Prah.g_01445
OG0000527	Praj.g_00561	Prah.g_01444
OG0000528	Praj.g_00562	Prah.g_01443
OG0000529	Praj.g_00563	Prah.g_01441
OG0000530	Praj.g_00564	Prah.g_01440
OG0000531	Praj.g_00565	Prah.g_01439
OG0000532	Praj.g_00566	Prah.g_01438
OG0000533	Praj.g_00567	Prah.g_01434
OG0000534	Praj.g_00568	Prah.g_01433
OG0000535	Praj.g_00569	Prah.g_01432
OG0000536	Praj.g_00570	Prah.g_01431
OG0000537	Praj.g_00571	Prah.g_01430
OG0000538	Praj.g_00572	Prah.g_01429
OG0000539	Praj.g_00574	Prah.g_01425
OG0000540	Praj.g_00575	Prah.g_01424
OG0000541	Praj.g_00576	Prah.g_01423
OG0000542	Praj.g_00578	Prah.g_01417
OG0000543	Praj.g_00579	Prah.g_01416
OG0000544	Praj.g_00581	Prah.g_01415
OG0000545	Praj.g_00580	Prah.g_01414
OG0000546	Praj.g_00582	Prah.g_01408
OG0000547	Praj.g_00583	Prah.g_01407
OG0000548	Praj.g_00584	Prah.g_01406
OG0000549	Praj.g_00586	Prah.g_01404
OG0000550	Praj.g_00587	Prah.g_01403
OG0000551	Praj.g_00588	Prah.g_01402
OG0000552	Praj.g_00589	Prah.g_01401
OG0000553	Praj.g_00590	Prah.g_01400
OG0000554	Praj.g_00591	Prah.g_01399
OG0000555	Praj.g_00593	Prah.g_01396
OG0000556	Praj.g_00594	Prah.g_01394
OG0000557	Praj.g_00595	Prah.g_01393
OG0000558	Praj.g_00596	Prah.g_01392
OG0000559	Praj.g_00597	Prah.g_01391
OG0000560	Praj.g_00598	Prah.g_01390
OG0000561	Praj.g_00599	Prah.g_01389
OG0000562	Praj.g_00600	Prah.g_01388
OG0000563	Praj.g_00601	Prah.g_01387
OG0000564	Praj.g_00602	Prah.g_01385
OG0000565	Praj.g_00603	Prah.g_00532
OG0000566	Praj.g_00604	Prah.g_00531
OG0000567	Praj.g_00605	Prah.g_00530
OG0000568	Praj.g_00606	Prah.g_00529
OG0000569	Praj.g_00609	Prah.g_00526
OG0000570	Praj.g_00610	Prah.g_00525
OG0000571	Praj.g_00611	Prah.g_00523
OG0000572	Praj.g_00613	Prah.g_00518
