Orthogroup	Praj	Prbc
OG0000103	Praj.g_00162	Prbc.g_00449
OG0000104	Praj.g_00179	Prbc.g_00432
OG0000105	Praj.g_00210	Prbc.g_00401
OG0000106	Praj.g_00223	Prbc.g_00388
OG0000107	Praj.g_00232	Prbc.g_00379
OG0000108	Praj.g_00242	Prbc.g_00369
OG0000109	Praj.g_00280	Prbc.g_00330
OG0000110	Praj.g_00290	Prbc.g_01147
OG0000111	Praj.g_00310	Prbc.g_01167
OG0000112	Praj.g_00320	Prbc.g_01177
OG0000113	Praj.g_00332	Prbc.g_01189
OG0000114	Praj.g_00360	Prbc.g_01217
OG0000115	Praj.g_00466	Prbc.g_01533
OG0000116	Praj.g_00468	Prbc.g_01535
OG0000117	Praj.g_00473	Prbc.g_01540
OG0000118	Praj.g_00491	Prbc.g_01579
OG0000119	Praj.g_00523	Prbc.g_01611
OG0000120	Praj.g_00524	Prbc.g_01612
OG0000121	Praj.g_00534	Prbc.g_01622
OG0000122	Praj.g_00543	Prbc.g_01632
OG0000123	Praj.g_00573	Prbc.g_01662
OG0000124	Praj.g_00639	Prbc.g_01728
OG0000125	Praj.g_00640	Prbc.g_01729
OG0000126	Praj.g_00641	Prbc.g_01730
OG0000127	Praj.g_00679	Prbc.g_01768
OG0000128	Praj.g_00700	Prbc.g_01789
OG0000129	Praj.g_00722	Prbc.g_01811
OG0000130	Praj.g_00909	Prbc.g_01999
OG0000131	Praj.g_00767	Prbc.g_01856
OG0000132	Praj.g_00804	Prbc.g_01893
OG0000133	Praj.g_00905	Prbc.g_01995
OG0000134	Praj.g_00754	Prbc.g_01843
OG0000135	Praj.g_00950	Prbc.g_02040
OG0000136	Praj.g_01021	Prbc.g_02110
OG0000137	Praj.g_01835	Prbc.g_00899
OG0000138	Praj.g_01466	Prbc.g_01452
OG0000139	Praj.g_01455	Prbc.g_01439
OG0000140	Praj.g_01402	Prbc.g_01387
OG0000141	Praj.g_01014	Prbc.g_02103
OG0000142	Praj.g_01540	Prbc.g_00577
OG0000143	Praj.g_01575	Prbc.g_00657
OG0000144	Praj.g_01618	Prbc.g_00695
OG0000145	Praj.g_01633	Prbc.g_00710
OG0000146	Praj.g_01667	Prbc.g_00744
OG0000147	Praj.g_01713	Prbc.g_00789
OG0000148	Praj.g_01714	Prbc.g_00790
OG0000149	Praj.g_01766	Prbc.g_00830
OG0000150	Praj.g_01803	Prbc.g_00867
OG0000151	Praj.g_01805	Prbc.g_00869
OG0000152	Praj.g_01825	Prbc.g_00889
OG0000153	Praj.g_01910	Prbc.g_00326
OG0000154	Praj.g_01946	Prbc.g_00290
OG0000155	Praj.g_01965	Prbc.g_00271
OG0000156	Praj.g_01997	Prbc.g_00226
OG0000157	Praj.g_02034	Prbc.g_00190
OG0000158	Praj.g_02128	Prbc.g_01047
OG0000159	Praj.g_02041	Prbc.g_02191
OG0000159	Praj.g_00064, Praj.g_01515, Praj.g_01510, Praj.g_02036, Praj.g_01506, Praj.g_01504, Praj.g_00068, Praj.g_00059, Praj.g_00086, Praj.g_00080, Praj.g_01511, Praj.g_01514, Praj.g_00058, Praj.g_01509, Praj.g_01382	Prbc.g_00550
OG0000160	Praj.g_00001	Prbc.g_01071
OG0000161	Praj.g_00002	Prbc.g_01072
OG0000162	Praj.g_00004	Prbc.g_01074
OG0000163	Praj.g_00005	Prbc.g_01075
OG0000164	Praj.g_00006	Prbc.g_01076
OG0000165	Praj.g_00007	Prbc.g_01077
OG0000166	Praj.g_00008	Prbc.g_01078
OG0000167	Praj.g_00009	Prbc.g_01079
OG0000168	Praj.g_00010	Prbc.g_01080
OG0000169	Praj.g_00012	Prbc.g_01082
OG0000170	Praj.g_00014	Prbc.g_01084
OG0000171	Praj.g_00015	Prbc.g_01085
OG0000172	Praj.g_00016	Prbc.g_01086
OG0000173	Praj.g_00017	Prbc.g_01087
OG0000174	Praj.g_00018	Prbc.g_01088
OG0000175	Praj.g_00019	Prbc.g_01089
OG0000176	Praj.g_00020	Prbc.g_01090
OG0000177	Praj.g_00021	Prbc.g_01091
OG0000178	Praj.g_00022	Prbc.g_01092
OG0000179	Praj.g_00024	Prbc.g_01094
OG0000180	Praj.g_00025	Prbc.g_01095
OG0000181	Praj.g_00026	Prbc.g_01096
OG0000182	Praj.g_00027	Prbc.g_01097
OG0000183	Praj.g_00028	Prbc.g_01098
OG0000184	Praj.g_00029	Prbc.g_01099
OG0000185	Praj.g_00032	Prbc.g_01102
OG0000186	Praj.g_00034	Prbc.g_01104
OG0000187	Praj.g_00035	Prbc.g_01105
OG0000188	Praj.g_00036	Prbc.g_01106
OG0000189	Praj.g_00044	Prbc.g_01118
OG0000190	Praj.g_00046	Prbc.g_01120
OG0000191	Praj.g_00047	Prbc.g_01121
OG0000192	Praj.g_00048	Prbc.g_01122
OG0000193	Praj.g_00049	Prbc.g_01123
OG0000194	Praj.g_00050	Prbc.g_01124
OG0000195	Praj.g_00051	Prbc.g_01125
OG0000196	Praj.g_00052	Prbc.g_01126
OG0000197	Praj.g_00054	Prbc.g_01128
OG0000198	Praj.g_00055	Prbc.g_01129
OG0000199	Praj.g_00056	Prbc.g_01130
OG0000200	Praj.g_00102	Prbc.g_00509
OG0000201	Praj.g_00103	Prbc.g_00508
OG0000202	Praj.g_00104	Prbc.g_00507
OG0000203	Praj.g_00107	Prbc.g_00504
OG0000204	Praj.g_00108	Prbc.g_00503
OG0000205	Praj.g_00111	Prbc.g_00500
OG0000206	Praj.g_00113	Prbc.g_00498
OG0000207	Praj.g_00115	Prbc.g_00496
OG0000208	Praj.g_00116	Prbc.g_00495
OG0000209	Praj.g_00117	Prbc.g_00494
OG0000210	Praj.g_00118	Prbc.g_00493
OG0000211	Praj.g_00119	Prbc.g_00492
OG0000212	Praj.g_00120	Prbc.g_00491
OG0000213	Praj.g_00121	Prbc.g_00490
OG0000214	Praj.g_00122	Prbc.g_00489
OG0000215	Praj.g_00123	Prbc.g_00488
OG0000216	Praj.g_00124	Prbc.g_00487
OG0000217	Praj.g_00126	Prbc.g_00485
OG0000218	Praj.g_00127	Prbc.g_00484
OG0000219	Praj.g_00128	Prbc.g_00483
OG0000220	Praj.g_00129	Prbc.g_00482
OG0000221	Praj.g_00132	Prbc.g_00479
OG0000222	Praj.g_00133	Prbc.g_00478
OG0000223	Praj.g_00134	Prbc.g_00477
OG0000224	Praj.g_00135	Prbc.g_00476
OG0000225	Praj.g_00136	Prbc.g_00475
OG0000226	Praj.g_00137	Prbc.g_00474
OG0000227	Praj.g_00139	Prbc.g_00472
OG0000228	Praj.g_00140	Prbc.g_00471
OG0000229	Praj.g_00141	Prbc.g_00470
OG0000230	Praj.g_00142	Prbc.g_00469
OG0000231	Praj.g_00143	Prbc.g_00468
OG0000232	Praj.g_00144	Prbc.g_00467
OG0000233	Praj.g_00145	Prbc.g_00466
OG0000234	Praj.g_00146	Prbc.g_00465
OG0000235	Praj.g_00147	Prbc.g_00464
OG0000236	Praj.g_00150	Prbc.g_00461
OG0000237	Praj.g_00151	Prbc.g_00460
OG0000238	Praj.g_00152	Prbc.g_00459
OG0000239	Praj.g_00154	Prbc.g_00457
OG0000240	Praj.g_00156	Prbc.g_00455
OG0000241	Praj.g_00157	Prbc.g_00454
OG0000242	Praj.g_00158	Prbc.g_00453
OG0000243	Praj.g_00160	Prbc.g_00451
OG0000244	Praj.g_00163	Prbc.g_00448
OG0000245	Praj.g_00164	Prbc.g_00447
OG0000246	Praj.g_00165	Prbc.g_00446
OG0000247	Praj.g_00168	Prbc.g_00443
OG0000248	Praj.g_00170	Prbc.g_00441
OG0000249	Praj.g_00172	Prbc.g_00439
OG0000250	Praj.g_00173	Prbc.g_00438
OG0000251	Praj.g_00174	Prbc.g_00437
OG0000252	Praj.g_00175	Prbc.g_00436
OG0000253	Praj.g_00176	Prbc.g_00435
OG0000254	Praj.g_01057	Prbc.g_02145
OG0000255	Praj.g_00177	Prbc.g_00434
OG0000256	Praj.g_00180	Prbc.g_00431
OG0000257	Praj.g_00183	Prbc.g_00428
OG0000258	Praj.g_00185	Prbc.g_00426
OG0000259	Praj.g_00186	Prbc.g_00425
OG0000260	Praj.g_00187	Prbc.g_00424
OG0000261	Praj.g_00188	Prbc.g_00423
OG0000262	Praj.g_00189	Prbc.g_00422
OG0000263	Praj.g_00191	Prbc.g_00420
OG0000264	Praj.g_00192	Prbc.g_00419
OG0000265	Praj.g_00193	Prbc.g_00418
OG0000266	Praj.g_00194	Prbc.g_00417
OG0000267	Praj.g_00195	Prbc.g_00416
OG0000268	Praj.g_00196	Prbc.g_00415
OG0000269	Praj.g_00198	Prbc.g_00413
OG0000270	Praj.g_00199	Prbc.g_00412
OG0000271	Praj.g_00200	Prbc.g_00411
OG0000272	Praj.g_00201	Prbc.g_00410
OG0000273	Praj.g_00202	Prbc.g_00409
OG0000274	Praj.g_00203	Prbc.g_00408
OG0000275	Praj.g_00204	Prbc.g_00407
OG0000276	Praj.g_00205	Prbc.g_00406
OG0000277	Praj.g_00207	Prbc.g_00404
OG0000278	Praj.g_00208	Prbc.g_00403
OG0000279	Praj.g_00209	Prbc.g_00402
OG0000280	Praj.g_00211	Prbc.g_00400
OG0000281	Praj.g_00212	Prbc.g_00399
OG0000282	Praj.g_00213	Prbc.g_00398
OG0000283	Praj.g_00214	Prbc.g_00397
OG0000284	Praj.g_00215	Prbc.g_00396
OG0000285	Praj.g_00216	Prbc.g_00395
OG0000286	Praj.g_00217	Prbc.g_00394
OG0000287	Praj.g_00218	Prbc.g_00393
OG0000288	Praj.g_00220	Prbc.g_00391
OG0000289	Praj.g_00221	Prbc.g_00390
OG0000290	Praj.g_00222	Prbc.g_00389
OG0000291	Praj.g_00224	Prbc.g_00387
OG0000292	Praj.g_00226	Prbc.g_00385
OG0000293	Praj.g_00227	Prbc.g_00384
OG0000294	Praj.g_00228	Prbc.g_00383
OG0000295	Praj.g_00229	Prbc.g_00382
OG0000296	Praj.g_00230	Prbc.g_00381
OG0000297	Praj.g_00231	Prbc.g_00380
OG0000298	Praj.g_00233	Prbc.g_00378
OG0000299	Praj.g_00234	Prbc.g_00377
OG0000300	Praj.g_00235	Prbc.g_00376
OG0000301	Praj.g_00236	Prbc.g_00375
OG0000302	Praj.g_00237	Prbc.g_00374
OG0000303	Praj.g_00238	Prbc.g_00373
OG0000304	Praj.g_00240	Prbc.g_00371
OG0000305	Praj.g_00241	Prbc.g_00370
OG0000306	Praj.g_00243	Prbc.g_00368
OG0000307	Praj.g_00244	Prbc.g_00367
OG0000308	Praj.g_00245	Prbc.g_00366
OG0000309	Praj.g_00246	Prbc.g_00365
OG0000310	Praj.g_00247	Prbc.g_00364
OG0000311	Praj.g_00248	Prbc.g_00363
OG0000312	Praj.g_00249	Prbc.g_00362
OG0000313	Praj.g_00250	Prbc.g_00361
OG0000314	Praj.g_00251	Prbc.g_00360
OG0000315	Praj.g_00252	Prbc.g_00358
OG0000316	Praj.g_00253	Prbc.g_00357
OG0000317	Praj.g_00254	Prbc.g_00356
OG0000318	Praj.g_00255	Prbc.g_00355
OG0000319	Praj.g_00256	Prbc.g_00354
OG0000320	Praj.g_00257	Prbc.g_00353
OG0000321	Praj.g_00258	Prbc.g_00352
OG0000322	Praj.g_00259	Prbc.g_00351
OG0000323	Praj.g_00260	Prbc.g_00350
OG0000324	Praj.g_00261	Prbc.g_00349
OG0000325	Praj.g_00262	Prbc.g_00348
OG0000326	Praj.g_00263	Prbc.g_00347
OG0000327	Praj.g_00264	Prbc.g_00346
OG0000328	Praj.g_00265	Prbc.g_00345
OG0000329	Praj.g_00266	Prbc.g_00344
OG0000330	Praj.g_00267	Prbc.g_00343
OG0000331	Praj.g_00268	Prbc.g_00342
OG0000332	Praj.g_00269	Prbc.g_00341
OG0000333	Praj.g_00270	Prbc.g_00340
OG0000334	Praj.g_00271	Prbc.g_00339
OG0000335	Praj.g_00273	Prbc.g_00337
OG0000336	Praj.g_00275	Prbc.g_00335
OG0000337	Praj.g_00276	Prbc.g_00334
OG0000338	Praj.g_00281	Prbc.g_00329
OG0000339	Praj.g_00283	Prbc.g_01140
OG0000340	Praj.g_00285	Prbc.g_01142
OG0000341	Praj.g_00286	Prbc.g_01143
OG0000342	Praj.g_00287	Prbc.g_01144
OG0000343	Praj.g_00288	Prbc.g_01145
OG0000344	Praj.g_00289	Prbc.g_01146
OG0000345	Praj.g_00292	Prbc.g_01149
OG0000346	Praj.g_00293	Prbc.g_01150
OG0000347	Praj.g_00296	Prbc.g_01153
OG0000348	Praj.g_00297	Prbc.g_01154
OG0000349	Praj.g_00298	Prbc.g_01155
OG0000350	Praj.g_00299	Prbc.g_01156
OG0000351	Praj.g_00300	Prbc.g_01157
OG0000352	Praj.g_00301	Prbc.g_01158
OG0000353	Praj.g_00302	Prbc.g_01159
OG0000354	Praj.g_00303	Prbc.g_01160
OG0000355	Praj.g_00304	Prbc.g_01161
OG0000356	Praj.g_00305	Prbc.g_01162
OG0000357	Praj.g_00306	Prbc.g_01163
OG0000358	Praj.g_00307	Prbc.g_01164
OG0000359	Praj.g_00309	Prbc.g_01166
OG0000360	Praj.g_00311	Prbc.g_01168
OG0000361	Praj.g_00312	Prbc.g_01169
OG0000362	Praj.g_00313	Prbc.g_01170
OG0000363	Praj.g_00314	Prbc.g_01171
OG0000364	Praj.g_00318	Prbc.g_01175
OG0000365	Praj.g_00319	Prbc.g_01176
OG0000366	Praj.g_00321	Prbc.g_01178
OG0000367	Praj.g_00322	Prbc.g_01179
OG0000368	Praj.g_00323	Prbc.g_01180
OG0000369	Praj.g_00324	Prbc.g_01181
OG0000370	Praj.g_00325	Prbc.g_01182
OG0000371	Praj.g_00326	Prbc.g_01183
OG0000372	Praj.g_00327	Prbc.g_01184
OG0000373	Praj.g_00328	Prbc.g_01185
OG0000374	Praj.g_00329	Prbc.g_01186
OG0000375	Praj.g_00330	Prbc.g_01187
OG0000376	Praj.g_00333	Prbc.g_01190
OG0000377	Praj.g_00334	Prbc.g_01191
OG0000378	Praj.g_00335	Prbc.g_01192
OG0000379	Praj.g_00336	Prbc.g_01193
OG0000380	Praj.g_00337	Prbc.g_01194
OG0000381	Praj.g_00338	Prbc.g_01195
OG0000382	Praj.g_00339	Prbc.g_01196
OG0000383	Praj.g_00340	Prbc.g_01197
OG0000384	Praj.g_00343	Prbc.g_01200
OG0000385	Praj.g_00344	Prbc.g_01201
OG0000386	Praj.g_00345	Prbc.g_01202
OG0000387	Praj.g_00346	Prbc.g_01203
OG0000388	Praj.g_00347	Prbc.g_01204
OG0000389	Praj.g_00348	Prbc.g_01205
OG0000390	Praj.g_00349	Prbc.g_01206
OG0000391	Praj.g_00350	Prbc.g_01207
OG0000392	Praj.g_00351	Prbc.g_01208
OG0000393	Praj.g_00352	Prbc.g_01209
OG0000394	Praj.g_00353	Prbc.g_01210
OG0000395	Praj.g_00354	Prbc.g_01211
OG0000396	Praj.g_00356	Prbc.g_01213
OG0000397	Praj.g_00358	Prbc.g_01215
OG0000398	Praj.g_00359	Prbc.g_01216
OG0000399	Praj.g_00362	Prbc.g_01219
OG0000400	Praj.g_00368	Prbc.g_01225
OG0000401	Praj.g_00724	Prbc.g_01813
OG0000402	Praj.g_00380	Prbc.g_01246
OG0000403	Praj.g_00382	Prbc.g_01248
OG0000404	Praj.g_00383	Prbc.g_01249
OG0000405	Praj.g_00384	Prbc.g_01250
OG0000406	Praj.g_00387	Prbc.g_01253
OG0000407	Praj.g_00388	Prbc.g_01254
OG0000408	Praj.g_00390	Prbc.g_01256
OG0000409	Praj.g_00391	Prbc.g_01257
OG0000410	Praj.g_00392	Prbc.g_01258
OG0000411	Praj.g_00393	Prbc.g_01259
OG0000412	Praj.g_00394	Prbc.g_01260
OG0000413	Praj.g_00395	Prbc.g_01261
OG0000414	Praj.g_00396	Prbc.g_01262
OG0000415	Praj.g_00397	Prbc.g_01263
OG0000416	Praj.g_00402	Prbc.g_01267
OG0000417	Praj.g_00403	Prbc.g_01268
OG0000418	Praj.g_00405	Prbc.g_01270
OG0000419	Praj.g_00406	Prbc.g_01271
OG0000420	Praj.g_00824	Prbc.g_01912
OG0000421	Praj.g_01049	Prbc.g_02137
OG0000422	Praj.g_01081	Prbc.g_02168
OG0000423	Praj.g_01244	Prbc.g_01317
OG0000424	Praj.g_01869	Prbc.g_00934
OG0000425	Praj.g_00425	Prbc.g_01492
OG0000426	Praj.g_00426	Prbc.g_01493
OG0000427	Praj.g_00427	Prbc.g_01494
OG0000428	Praj.g_00429	Prbc.g_01496
OG0000429	Praj.g_00430	Prbc.g_01497
OG0000430	Praj.g_00432	Prbc.g_01499
OG0000431	Praj.g_00433	Prbc.g_01500
OG0000432	Praj.g_00434	Prbc.g_01501
OG0000433	Praj.g_00435	Prbc.g_01502
OG0000434	Praj.g_00436	Prbc.g_01503
OG0000435	Praj.g_00437	Prbc.g_01504
OG0000436	Praj.g_00438	Prbc.g_01505
OG0000437	Praj.g_00439	Prbc.g_01506
OG0000438	Praj.g_00440	Prbc.g_01507
OG0000439	Praj.g_00441	Prbc.g_01508
OG0000440	Praj.g_00442	Prbc.g_01509
OG0000441	Praj.g_00443	Prbc.g_01510
OG0000442	Praj.g_00444	Prbc.g_01511
OG0000443	Praj.g_00445	Prbc.g_01512
OG0000444	Praj.g_00446	Prbc.g_01513
OG0000445	Praj.g_00447	Prbc.g_01514
OG0000446	Praj.g_00449	Prbc.g_01516
OG0000447	Praj.g_00450	Prbc.g_01517
OG0000448	Praj.g_00451	Prbc.g_01518
OG0000449	Praj.g_00457	Prbc.g_01524
OG0000450	Praj.g_00458	Prbc.g_01525
OG0000451	Praj.g_00459	Prbc.g_01526
OG0000452	Praj.g_00461	Prbc.g_01528
OG0000453	Praj.g_00462	Prbc.g_01529
OG0000454	Praj.g_00464	Prbc.g_01531
OG0000455	Praj.g_00465	Prbc.g_01532
OG0000456	Praj.g_00469	Prbc.g_01536
OG0000457	Praj.g_00471	Prbc.g_01538
OG0000458	Praj.g_00472	Prbc.g_01539
OG0000459	Praj.g_00474	Prbc.g_01541
OG0000460	Praj.g_00476	Prbc.g_01543
OG0000461	Praj.g_00477	Prbc.g_01544
OG0000462	Praj.g_00478	Prbc.g_01545
OG0000463	Praj.g_00479	Prbc.g_01546
OG0000464	Praj.g_00480	Prbc.g_01547
OG0000465	Praj.g_00481	Prbc.g_01548
OG0000466	Praj.g_00482	Prbc.g_01549
OG0000467	Praj.g_00483	Prbc.g_01550
OG0000468	Praj.g_00484	Prbc.g_01551
OG0000469	Praj.g_00485	Prbc.g_01552
OG0000470	Praj.g_00486	Prbc.g_01553
OG0000471	Praj.g_00487	Prbc.g_01554
OG0000472	Praj.g_00492	Prbc.g_01580
OG0000473	Praj.g_00493	Prbc.g_01581
OG0000474	Praj.g_00494	Prbc.g_01582
OG0000475	Praj.g_00495	Prbc.g_01583
OG0000476	Praj.g_00497	Prbc.g_01585
OG0000477	Praj.g_00498	Prbc.g_01586
OG0000478	Praj.g_00499	Prbc.g_01587
OG0000479	Praj.g_00500	Prbc.g_01588
OG0000480	Praj.g_00502	Prbc.g_01590
OG0000481	Praj.g_00504	Prbc.g_01592
OG0000482	Praj.g_00505	Prbc.g_01593
OG0000483	Praj.g_00507	Prbc.g_01595
OG0000484	Praj.g_00508	Prbc.g_01596
OG0000485	Praj.g_00509	Prbc.g_01597
OG0000486	Praj.g_00511	Prbc.g_01599
OG0000487	Praj.g_00515	Prbc.g_01603
OG0000488	Praj.g_00516	Prbc.g_01604
OG0000489	Praj.g_00517	Prbc.g_01605
OG0000490	Praj.g_00518	Prbc.g_01606
OG0000491	Praj.g_00519	Prbc.g_01607
OG0000492	Praj.g_00520	Prbc.g_01608
OG0000493	Praj.g_00521	Prbc.g_01609
OG0000494	Praj.g_00522	Prbc.g_01610
OG0000495	Praj.g_00525	Prbc.g_01613
OG0000496	Praj.g_00526	Prbc.g_01614
OG0000497	Praj.g_00527	Prbc.g_01615
OG0000498	Praj.g_00528	Prbc.g_01616
OG0000499	Praj.g_00529	Prbc.g_01617
OG0000500	Praj.g_00531	Prbc.g_01619
OG0000501	Praj.g_00532	Prbc.g_01620
OG0000502	Praj.g_00533	Prbc.g_01621
OG0000503	Praj.g_00535	Prbc.g_01623
OG0000504	Praj.g_00536	Prbc.g_01624
OG0000505	Praj.g_00537	Prbc.g_01626
OG0000506	Praj.g_00538	Prbc.g_01627
OG0000507	Praj.g_00539	Prbc.g_01628
OG0000508	Praj.g_00540	Prbc.g_01629
OG0000509	Praj.g_00541	Prbc.g_01630
OG0000510	Praj.g_00542	Prbc.g_01631
