Orthogroup	Prbe	Prav
OG0000228	Prbe.g_01914	Prav.g_00974
OG0000229	Prbe.g_01934	Prav.g_01035
OG0000230	Prbe.g_01936	Prav.g_01037
OG0000231	Prbe.g_01947	Prav.g_01048
OG0000232	Prbe.g_00672	Prav.g_01056
OG0000233	Prbe.g_00666	Prav.g_01061
OG0000234	Prbe.g_00657	Prav.g_01074
OG0000235	Prbe.g_00654	Prav.g_01077
OG0000236	Prbe.g_00640	Prav.g_01091
OG0000237	Prbe.g_00627	Prav.g_01104
OG0000238	Prbe.g_00621	Prav.g_01110
OG0000239	Prbe.g_00610	Prav.g_01123
OG0000240	Prbe.g_00609	Prav.g_01124
OG0000241	Prbe.g_00605	Prav.g_01128
OG0000242	Prbe.g_00603	Prav.g_01130
OG0000243	Prbe.g_00592	Prav.g_00954, Prav.g_01141
OG0000244	Prbe.g_00589	Prav.g_01144
OG0000245	Prbe.g_00587	Prav.g_01146
OG0000246	Prbe.g_00583	Prav.g_01150
OG0000247	Prbe.g_00573	Prav.g_01160
OG0000248	Prbe.g_00570	Prav.g_01162
OG0000249	Prbe.g_00568	Prav.g_01164
OG0000250	Prbe.g_00563	Prav.g_01169
OG0000251	Prbe.g_00543	Prav.g_01187
OG0000252	Prbe.g_00540	Prav.g_01190
OG0000253	Prbe.g_00539	Prav.g_01191
OG0000254	Prbe.g_00522	Prav.g_01207
OG0000255	Prbe.g_00516	Prav.g_01213
OG0000256	Prbe.g_00506	Prav.g_01225
OG0000257	Prbe.g_01490	Prav.g_01228
OG0000258	Prbe.g_01476	Prav.g_01241
OG0000259	Prbe.g_01459	Prav.g_01258
OG0000260	Prbe.g_01456	Prav.g_01261
OG0000261	Prbe.g_01453	Prav.g_01263
OG0000262	Prbe.g_01449	Prav.g_01267
OG0000263	Prbe.g_00455	Prav.g_01279
OG0000264	Prbe.g_00466	Prav.g_01289
OG0000265	Prbe.g_01214	Prav.g_00306
OG0000266	Prbe.g_01430	Prav.g_00316
OG0000267	Prbe.g_01418	Prav.g_00327
OG0000268	Prbe.g_01417	Prav.g_00328
OG0000269	Prbe.g_01217	Prav.g_00392
OG0000270	Prbe.g_01220	Prav.g_00395
OG0000271	Prbe.g_01228	Prav.g_00403
OG0000272	Prbe.g_01229	Prav.g_00404
OG0000273	Prbe.g_01253	Prav.g_00427
OG0000274	Prbe.g_01254	Prav.g_00428
OG0000275	Prbe.g_01257	Prav.g_00430
OG0000276	Prbe.g_01263	Prav.g_00435
OG0000277	Prbe.g_01264	Prav.g_00436
OG0000278	Prbe.g_01267	Prav.g_00439
OG0000279	Prbe.g_01274	Prav.g_00446
OG0000280	Prbe.g_01275	Prav.g_00447
OG0000281	Prbe.g_01282	Prav.g_00452
OG0000282	Prbe.g_00419	Prav.g_00501
OG0000283	Prbe.g_01326	Prav.g_00533
OG0000284	Prbe.g_01331	Prav.g_00538
OG0000285	Prbe.g_01336	Prav.g_00543
OG0000286	Prbe.g_01349	Prav.g_00555
OG0000287	Prbe.g_01615	Prav.g_00572
OG0000288	Prbe.g_01388	Prav.g_00906
OG0000289	Prbe.g_01404	Prav.g_00917
OG0000290	Prbe.g_01300	Prav.g_00930
OG0000291	Prbe.g_01298	Prav.g_00932
OG0000292	Prbe.g_01594	Prav.g_00261
OG0000293	Prbe.g_01559	Prav.g_00056
OG0000294	Prbe.g_01558	Prav.g_00057
OG0000295	Prbe.g_01535	Prav.g_00077
OG0000296	Prbe.g_01533	Prav.g_01867
OG0000297	Prbe.g_01524	Prav.g_01859
OG0000298	Prbe.g_01523	Prav.g_01858
OG0000299	Prbe.g_01504	Prav.g_01841
OG0000300	Prbe.g_01501	Prav.g_01838
OG0000301	Prbe.g_01500	Prav.g_00955, Prav.g_01837
OG0000302	Prbe.g_01498	Prav.g_01835
OG0000303	Prbe.g_01492	Prav.g_01828
OG0000304	Prbe.g_00501	Prav.g_01824
OG0000305	Prbe.g_01592	Prav.g_01465
OG0000306	Prbe.g_01286	Prav.g_01468
OG0000307	Prbe.g_00364	Prav.g_01482
OG0000308	Prbe.g_00363	Prav.g_01483
OG0000309	Prbe.g_00359	Prav.g_01487
OG0000310	Prbe.g_00325	Prav.g_01563
OG0000311	Prbe.g_00323	Prav.g_01565
OG0000312	Prbe.g_00320	Prav.g_01568
OG0000313	Prbe.g_00307	Prav.g_01582
OG0000314	Prbe.g_00284	Prav.g_01605
OG0000315	Prbe.g_00274	Prav.g_01615
OG0000316	Prbe.g_00249	Prav.g_01635
OG0000317	Prbe.g_00988	Prav.g_01759
OG0000318	Prbe.g_00984	Prav.g_01762
OG0000319	Prbe.g_00971	Prav.g_01775
OG0000320	Prbe.g_00969	Prav.g_01777
OG0000321	Prbe.g_00968	Prav.g_01778
OG0000322	Prbe.g_00967	Prav.g_01779
OG0000323	Prbe.g_00958	Prav.g_01788
OG0000324	Prbe.g_00931	Prav.g_01815
OG0000325	Prbe.g_00920	Prav.g_00269
OG0000326	Prbe.g_01109	Prav.g_00275
OG0000327	Prbe.g_01088	Prav.g_00591
OG0000328	Prbe.g_01087	Prav.g_00592
OG0000329	Prbe.g_00860	Prav.g_00609
OG0000330	Prbe.g_00859	Prav.g_00610
OG0000331	Prbe.g_00858	Prav.g_00611
OG0000332	Prbe.g_00844	Prav.g_00625
OG0000333	Prbe.g_00842	Prav.g_00627
OG0000334	Prbe.g_00833	Prav.g_00635
OG0000335	Prbe.g_00828	Prav.g_00640
OG0000336	Prbe.g_00824	Prav.g_00644
OG0000337	Prbe.g_00806	Prav.g_00661
OG0000338	Prbe.g_00805	Prav.g_00662
OG0000339	Prbe.g_00799	Prav.g_00666
OG0000340	Prbe.g_00790	Prav.g_00674
OG0000341	Prbe.g_00788	Prav.g_00676
OG0000342	Prbe.g_00787	Prav.g_00677
OG0000343	Prbe.g_00786	Prav.g_00678
OG0000344	Prbe.g_00783	Prav.g_00681
OG0000345	Prbe.g_00777	Prav.g_00686
OG0000346	Prbe.g_00773	Prav.g_00690
OG0000347	Prbe.g_00746	Prav.g_00706
OG0000348	Prbe.g_00754	Prav.g_00715
OG0000349	Prbe.g_01149	Prav.g_00732
OG0000350	Prbe.g_00709	Prav.g_00751
OG0000351	Prbe.g_01189	Prav.g_00768
OG0000352	Prbe.g_01190	Prav.g_00769
OG0000353	Prbe.g_01064	Prav.g_00785
OG0000355	Prbe.g_01066	Prav.g_00787
OG0000356	Prbe.g_01067	Prav.g_00788
OG0000357	Prbe.g_01068	Prav.g_00789
OG0000358	Prbe.g_01072	Prav.g_00793
OG0000359	Prbe.g_01073	Prav.g_00794
OG0000360	Prbe.g_01074	Prav.g_00795
OG0000361	Prbe.g_01075	Prav.g_00078
OG0000362	Prbe.g_01077	Prav.g_00080
OG0000363	Prbe.g_00114	Prav.g_00082
OG0000364	Prbe.g_00115	Prav.g_00083
OG0000365	Prbe.g_00120	Prav.g_00088
OG0000366	Prbe.g_00121	Prav.g_00089
OG0000367	Prbe.g_00122	Prav.g_00090
OG0000368	Prbe.g_00124	Prav.g_00092
OG0000369	Prbe.g_00125	Prav.g_00093
OG0000370	Prbe.g_00126	Prav.g_00094
OG0000371	Prbe.g_00133	Prav.g_00100
OG0000372	Prbe.g_00136	Prav.g_00103
OG0000373	Prbe.g_00137	Prav.g_00104
OG0000374	Prbe.g_00138	Prav.g_00105
OG0000375	Prbe.g_00140	Prav.g_00111
OG0000376	Prbe.g_00142	Prav.g_00113
OG0000377	Prbe.g_00146	Prav.g_00116
OG0000378	Prbe.g_00150	Prav.g_00118
OG0000379	Prbe.g_00153	Prav.g_00121
OG0000380	Prbe.g_00170	Prav.g_00131
OG0000381	Prbe.g_00175	Prav.g_00135
OG0000382	Prbe.g_00185	Prav.g_00146
OG0000383	Prbe.g_00187	Prav.g_00148
OG0000384	Prbe.g_00188	Prav.g_00149
OG0000385	Prbe.g_00189	Prav.g_00150
OG0000386	Prbe.g_00190	Prav.g_00151
OG0000387	Prbe.g_01640	Prav.g_00164
OG0000388	Prbe.g_01644	Prav.g_00167
OG0000389	Prbe.g_01647	Prav.g_00171
OG0000390	Prbe.g_01657	Prav.g_00178
OG0000391	Prbe.g_01660	Prav.g_00181
OG0000392	Prbe.g_01664	Prav.g_00185
OG0000393	Prbe.g_01667	Prav.g_00187
OG0000394	Prbe.g_01668	Prav.g_00188
OG0000395	Prbe.g_01669	Prav.g_00189
OG0000396	Prbe.g_01671	Prav.g_00192
OG0000397	Prbe.g_01673	Prav.g_00194
OG0000398	Prbe.g_01676	Prav.g_00196
OG0000399	Prbe.g_01677	Prav.g_00197
OG0000400	Prbe.g_01678	Prav.g_00198
OG0000401	Prbe.g_01679	Prav.g_00199
OG0000402	Prbe.g_01412	Prav.g_00201
OG0000403	Prbe.g_01681	Prav.g_00202
OG0000404	Prbe.g_01682	Prav.g_00203
OG0000405	Prbe.g_01686	Prav.g_00207
OG0000406	Prbe.g_01694	Prav.g_00214
OG0000407	Prbe.g_01695	Prav.g_00215
OG0000409	Prbe.g_01699	Prav.g_00886
OG0000410	Prbe.g_01700	Prav.g_00885
OG0000411	Prbe.g_01701	Prav.g_00884
OG0000412	Prbe.g_01702	Prav.g_00883
OG0000413	Prbe.g_01704	Prav.g_00882
OG0000414	Prbe.g_01705	Prav.g_00881
OG0000415	Prbe.g_01706	Prav.g_00880
OG0000416	Prbe.g_01707	Prav.g_00879
OG0000417	Prbe.g_01708	Prav.g_00878
OG0000418	Prbe.g_01713	Prav.g_00873
OG0000419	Prbe.g_01715	Prav.g_00871
OG0000420	Prbe.g_01716	Prav.g_00870
OG0000421	Prbe.g_01721	Prav.g_00865
OG0000422	Prbe.g_01722	Prav.g_00864
OG0000423	Prbe.g_01723	Prav.g_00863
OG0000424	Prbe.g_01724	Prav.g_00862
OG0000425	Prbe.g_01725	Prav.g_00861
OG0000426	Prbe.g_01726	Prav.g_00860
OG0000427	Prbe.g_01727	Prav.g_00859
OG0000428	Prbe.g_01729	Prav.g_00857
OG0000429	Prbe.g_01730	Prav.g_00856
OG0000430	Prbe.g_01731	Prav.g_00855
OG0000431	Prbe.g_01733	Prav.g_00853
OG0000432	Prbe.g_01737	Prav.g_00850
OG0000433	Prbe.g_01738	Prav.g_00849
OG0000434	Prbe.g_01739	Prav.g_00848
OG0000435	Prbe.g_01740	Prav.g_00847
OG0000436	Prbe.g_01745	Prav.g_00842
OG0000437	Prbe.g_01746	Prav.g_00841
OG0000438	Prbe.g_01747	Prav.g_00840
OG0000439	Prbe.g_01749	Prav.g_00838
OG0000440	Prbe.g_01750	Prav.g_00837
OG0000441	Prbe.g_01753	Prav.g_00834
OG0000442	Prbe.g_01754	Prav.g_00833
OG0000443	Prbe.g_01755	Prav.g_00832
OG0000444	Prbe.g_01761	Prav.g_00827
OG0000445	Prbe.g_01762	Prav.g_00826
OG0000446	Prbe.g_01763	Prav.g_00825
OG0000447	Prbe.g_01764	Prav.g_00824
OG0000448	Prbe.g_01765	Prav.g_00823
OG0000449	Prbe.g_01766	Prav.g_00822
OG0000450	Prbe.g_01767	Prav.g_00821
OG0000451	Prbe.g_01768	Prav.g_00820
OG0000452	Prbe.g_01771	Prav.g_00817
OG0000453	Prbe.g_01772	Prav.g_00816
OG0000454	Prbe.g_01773	Prav.g_00815
OG0000455	Prbe.g_01774	Prav.g_00814
OG0000456	Prbe.g_01775	Prav.g_00813
OG0000457	Prbe.g_01777	Prav.g_00812
OG0000458	Prbe.g_01778	Prav.g_00811
OG0000459	Prbe.g_01779	Prav.g_00810
OG0000460	Prbe.g_01787	Prav.g_00803
OG0000461	Prbe.g_01795	Prav.g_01889
OG0000462	Prbe.g_01797	Prav.g_01891
OG0000463	Prbe.g_01798	Prav.g_01892
OG0000464	Prbe.g_01799	Prav.g_01893
OG0000465	Prbe.g_01800	Prav.g_01894
OG0000466	Prbe.g_01803	Prav.g_01897
OG0000467	Prbe.g_01804	Prav.g_01898
OG0000468	Prbe.g_01807	Prav.g_01900
OG0000469	Prbe.g_01815	Prav.g_01909
OG0000470	Prbe.g_01817	Prav.g_01911
OG0000471	Prbe.g_01818	Prav.g_01912
OG0000472	Prbe.g_01820	Prav.g_01913
OG0000473	Prbe.g_01822	Prav.g_01915
OG0000474	Prbe.g_01823	Prav.g_01916
OG0000475	Prbe.g_01824	Prav.g_01917
OG0000476	Prbe.g_01826	Prav.g_01918
OG0000477	Prbe.g_01829	Prav.g_01921
OG0000478	Prbe.g_01830	Prav.g_01922
OG0000479	Prbe.g_01831	Prav.g_01923
OG0000480	Prbe.g_01836	Prav.g_01928
OG0000481	Prbe.g_01839	Prav.g_01930
OG0000482	Prbe.g_01840	Prav.g_01931
OG0000483	Prbe.g_01843	Prav.g_01934
OG0000484	Prbe.g_01844	Prav.g_01935
OG0000485	Prbe.g_01846	Prav.g_01936
OG0000486	Prbe.g_01847	Prav.g_01937
OG0000487	Prbe.g_01850	Prav.g_01941
OG0000488	Prbe.g_01853	Prav.g_01944
OG0000489	Prbe.g_01858	Prav.g_01949
OG0000490	Prbe.g_01862	Prav.g_01954
OG0000491	Prbe.g_01863	Prav.g_01955
OG0000492	Prbe.g_01865	Prav.g_01957
OG0000493	Prbe.g_01866	Prav.g_01958
OG0000494	Prbe.g_01867	Prav.g_01959
OG0000495	Prbe.g_01868	Prav.g_01960
OG0000496	Prbe.g_01869	Prav.g_01961
OG0000497	Prbe.g_01870	Prav.g_01962
OG0000498	Prbe.g_01871	Prav.g_01963
OG0000499	Prbe.g_01872	Prav.g_01964
OG0000500	Prbe.g_01873	Prav.g_01965
OG0000501	Prbe.g_01874	Prav.g_01967
OG0000502	Prbe.g_01877	Prav.g_01970
OG0000503	Prbe.g_01892	Prav.g_01980
OG0000504	Prbe.g_01894	Prav.g_01981
OG0000505	Prbe.g_01895	Prav.g_01982
OG0000506	Prbe.g_01896	Prav.g_01984
OG0000507	Prbe.g_01899	Prav.g_01987
OG0000508	Prbe.g_01903	Prav.g_01991
OG0000509	Prbe.g_01905	Prav.g_01993
OG0000510	Prbe.g_01906	Prav.g_01994
OG0000511	Prbe.g_01907	Prav.g_01995
OG0000512	Prbe.g_01909	Prav.g_01997
OG0000513	Prbe.g_01918	Prav.g_00977
OG0000514	Prbe.g_01929	Prav.g_01030
OG0000515	Prbe.g_01930	Prav.g_01031
OG0000516	Prbe.g_01931	Prav.g_01032
OG0000517	Prbe.g_01933	Prav.g_01034
OG0000518	Prbe.g_01944	Prav.g_01045
OG0000519	Prbe.g_01945	Prav.g_01046
OG0000520	Prbe.g_01946	Prav.g_01047
OG0000521	Prbe.g_00676	Prav.g_01052
OG0000522	Prbe.g_00674	Prav.g_01053
OG0000523	Prbe.g_00673	Prav.g_01054
OG0000524	Prbe.g_00668	Prav.g_01059
OG0000525	Prbe.g_00664	Prav.g_01062
OG0000526	Prbe.g_00663	Prav.g_01063
OG0000527	Prbe.g_00660	Prav.g_01071
OG0000528	Prbe.g_00655	Prav.g_01076
OG0000529	Prbe.g_00652	Prav.g_01079
OG0000530	Prbe.g_00649	Prav.g_01082
OG0000531	Prbe.g_00648	Prav.g_01083
OG0000532	Prbe.g_00646	Prav.g_01085
OG0000533	Prbe.g_00645	Prav.g_01086
OG0000534	Prbe.g_00644	Prav.g_01087
OG0000535	Prbe.g_00643	Prav.g_01088
OG0000536	Prbe.g_00642	Prav.g_01089
OG0000537	Prbe.g_00641	Prav.g_01090
OG0000538	Prbe.g_00632	Prav.g_01098
OG0000539	Prbe.g_00631	Prav.g_01099
OG0000540	Prbe.g_00630	Prav.g_01100
OG0000541	Prbe.g_00629	Prav.g_01101
OG0000542	Prbe.g_00628	Prav.g_01103
OG0000543	Prbe.g_00626	Prav.g_01105
OG0000544	Prbe.g_00625	Prav.g_01106
OG0000545	Prbe.g_00623	Prav.g_01108
OG0000546	Prbe.g_00620	Prav.g_01111
OG0000547	Prbe.g_00618	Prav.g_01113
OG0000548	Prbe.g_00617	Prav.g_01114
OG0000549	Prbe.g_00615	Prav.g_01116
OG0000550	Prbe.g_00611	Prav.g_01121
OG0000551	Prbe.g_00608	Prav.g_01125
OG0000552	Prbe.g_00607	Prav.g_01126
OG0000553	Prbe.g_00606	Prav.g_01127
OG0000554	Prbe.g_00601	Prav.g_01132
OG0000555	Prbe.g_00593	Prav.g_01140
OG0000556	Prbe.g_00591	Prav.g_01142
OG0000557	Prbe.g_00590	Prav.g_01143
OG0000558	Prbe.g_00588	Prav.g_01145
OG0000559	Prbe.g_00584	Prav.g_01149
