Orthogroup	Prbe	Praz
OG0000063	Prbe.g_00021	Praz.g_00398
OG0000065	Prbe.g_01649	Praz.g_00467
OG0000066	Prbe.g_00596, Prbe.g_01114	Praz.g_01789
OG0000067	Prbe.g_01222	Praz.g_01512
OG0000068	Prbe.g_00373	Praz.g_01139
OG0000069	Prbe.g_00678	Praz.g_00928
OG0000070	Prbe.g_01948	Praz.g_01878
OG0000071	Prbe.g_00893	Praz.g_01180
OG0000072	Prbe.g_01719	Praz.g_00531
OG0000073	Prbe.g_00633	Praz.g_01829
OG0000074	Prbe.g_00456	Praz.g_01648
OG0000075	Prbe.g_00800	Praz.g_00230
OG0000076	Prbe.g_00774	Praz.g_00205
OG0000077	Prbe.g_00183	Praz.g_00438
OG0000078	Prbe.g_01792	Praz.g_00599
OG0000079	Prbe.g_01805	Praz.g_00612
OG0000081	Prbe.g_00604	Praz.g_01797
OG0000082	Prbe.g_00549, Prbe.g_00996	Praz.g_01744
OG0000084	Prbe.g_00314	Praz.g_01045
OG0000085	Prbe.g_00993, Prbe.g_00007	Praz.g_00884
OG0000086	Prbe.g_00192	Praz.g_00448
OG0000087	Prbe.g_01683	Praz.g_00499
OG0000088	Prbe.g_01714	Praz.g_00526
OG0000089	Prbe.g_01915	Praz.g_00818
OG0000090	Prbe.g_00602	Praz.g_01795
OG0000091	Prbe.g_01477	Praz.g_01688
OG0000092	Prbe.g_00422	Praz.g_01403
OG0000093	Prbe.g_01448	Praz.g_01382
OG0000094	Prbe.g_01399	Praz.g_01296
OG0000095	Prbe.g_01297	Praz.g_00066
OG0000096	Prbe.g_00081	Praz.g_00045, Praz.g_01215
OG0000097	Prbe.g_01503	Praz.g_00713
OG0000098	Prbe.g_00397	Praz.g_01157
OG0000099	Prbe.g_00350	Praz.g_01098
OG0000100	Prbe.g_00232	Praz.g_00967
OG0000101	Prbe.g_00836	Praz.g_00263
OG0000102	Prbe.g_00769	Praz.g_00200
OG0000103	Prbe.g_01195	Praz.g_00120
OG0000104	Prbe.g_01061	Praz.g_00361
OG0000105	Prbe.g_01828	Praz.g_00632
OG0000106	Prbe.g_00740	Praz.g_00804
OG0000107	Prbe.g_00921	Praz.g_00788
OG0000108	Prbe.g_00653	Praz.g_01848
OG0000109	Prbe.g_00639	Praz.g_01834
OG0000110	Prbe.g_00560	Praz.g_01754
OG0000111	Prbe.g_01207	Praz.g_01631
OG0000112	Prbe.g_00487	Praz.g_01547
OG0000113	Prbe.g_01245	Praz.g_01490
OG0000114	Prbe.g_00417	Praz.g_01408
OG0000115	Prbe.g_01618	Praz.g_00054
OG0000116	Prbe.g_01560	Praz.g_00002
OG0000117	Prbe.g_01522	Praz.g_01237
OG0000118	Prbe.g_00880	Praz.g_01168
OG0000119	Prbe.g_01603, Prbe.g_00214	Praz.g_01143
OG0000120	Prbe.g_00353	Praz.g_01118
OG0000121	Prbe.g_00309	Praz.g_01039
OG0000122	Prbe.g_01625, Prbe.g_00268	Praz.g_01001
OG0000123	Prbe.g_00829	Praz.g_00256
OG0000124	Prbe.g_00745	Praz.g_00189
OG0000125	Prbe.g_01158	Praz.g_00152
OG0000126	Prbe.g_01060	Praz.g_00360
OG0000128	Prbe.g_01076	Praz.g_00376
OG0000129	Prbe.g_00145	Praz.g_00410
OG0000130	Prbe.g_00174	Praz.g_00429
OG0000131	Prbe.g_01692	Praz.g_00505
OG0000132	Prbe.g_01712	Praz.g_00524
OG0000133	Prbe.g_01875	Praz.g_00679
OG0000134	Prbe.g_01917	Praz.g_00817
OG0000135	Prbe.g_00911	Praz.g_00791
OG0000136	Prbe.g_01939	Praz.g_01887
OG0000137	Prbe.g_00658	Praz.g_01853
OG0000138	Prbe.g_00638	Praz.g_01833
OG0000139	Prbe.g_00598	Praz.g_01791
OG0000140	Prbe.g_00597	Praz.g_01790
OG0000141	Prbe.g_00526	Praz.g_01723
OG0000142	Prbe.g_01485	Praz.g_01695
OG0000143	Prbe.g_01481	Praz.g_01691
OG0000144	Prbe.g_01467	Praz.g_01678
OG0000145	Prbe.g_00909	Praz.g_01554
OG0000146	Prbe.g_00488	Praz.g_01546
OG0000147	Prbe.g_00489	Praz.g_01545
OG0000148	Prbe.g_01239	Praz.g_01496
OG0000149	Prbe.g_01271	Praz.g_01465
OG0000150	Prbe.g_01281	Praz.g_01457
OG0000151	Prbe.g_00427	Praz.g_01398
OG0000152	Prbe.g_01350	Praz.g_01350
OG0000153	Prbe.g_01369	Praz.g_01331
OG0000154	Prbe.g_01389	Praz.g_01303
OG0000155	Prbe.g_01528	Praz.g_00734
OG0000156	Prbe.g_00904	Praz.g_01191
OG0000157	Prbe.g_00903	Praz.g_01190
OG0000158	Prbe.g_00792	Praz.g_01097
OG0000159	Prbe.g_00165	Praz.g_01095
OG0000160	Prbe.g_00310	Praz.g_01040
OG0000161	Prbe.g_00304	Praz.g_01034
OG0000162	Prbe.g_00298	Praz.g_01028
OG0000163	Prbe.g_00259	Praz.g_00994
OG0000164	Prbe.g_00961	Praz.g_00853
OG0000165	Prbe.g_00954	Praz.g_00846
OG0000166	Prbe.g_01083	Praz.g_00299
OG0000167	Prbe.g_00802	Praz.g_00232
OG0000168	Prbe.g_00791	Praz.g_00222
OG0000169	Prbe.g_00781	Praz.g_00212
OG0000170	Prbe.g_00778	Praz.g_00210
OG0000171	Prbe.g_00758	Praz.g_00190
OG0000172	Prbe.g_00751	Praz.g_00181
OG0000173	Prbe.g_01143	Praz.g_00166
OG0000174	Prbe.g_01173	Praz.g_00138
OG0000175	Prbe.g_01186	Praz.g_00128
OG0000176	Prbe.g_01069	Praz.g_00369
OG0000177	Prbe.g_01070	Praz.g_00370
OG0000178	Prbe.g_01071	Praz.g_00371
OG0000179	Prbe.g_00116	Praz.g_00381
OG0000180	Prbe.g_00117	Praz.g_00382
OG0000181	Prbe.g_00118	Praz.g_00383
OG0000182	Prbe.g_00119	Praz.g_00384
OG0000183	Prbe.g_00123	Praz.g_00388
OG0000184	Prbe.g_00149	Praz.g_00412
OG0000185	Prbe.g_00152	Praz.g_00415
OG0000186	Prbe.g_00168	Praz.g_00424
OG0000187	Prbe.g_00169	Praz.g_00425
OG0000188	Prbe.g_00186	Praz.g_00442
OG0000189	Prbe.g_01636	Praz.g_00456
OG0000190	Prbe.g_01638	Praz.g_00457
OG0000191	Prbe.g_01661	Praz.g_00477
OG0000192	Prbe.g_01666	Praz.g_00481
OG0000193	Prbe.g_01693	Praz.g_00506
OG0000194	Prbe.g_01696	Praz.g_00509
OG0000195	Prbe.g_01698	Praz.g_00511
OG0000196	Prbe.g_01709	Praz.g_00521
OG0000197	Prbe.g_01710	Praz.g_00522
OG0000198	Prbe.g_01711	Praz.g_00523
OG0000199	Prbe.g_01718	Praz.g_00530
OG0000200	Prbe.g_01732	Praz.g_00544
OG0000201	Prbe.g_01741	Praz.g_00552
OG0000202	Prbe.g_01742	Praz.g_00553
OG0000203	Prbe.g_01743	Praz.g_00554
OG0000204	Prbe.g_01744	Praz.g_00555
OG0000205	Prbe.g_01751	Praz.g_00562
OG0000206	Prbe.g_01756	Praz.g_00567
OG0000207	Prbe.g_01759	Praz.g_00569
OG0000208	Prbe.g_01760	Praz.g_00570
OG0000209	Prbe.g_01769	Praz.g_00579
OG0000210	Prbe.g_01770	Praz.g_00580
OG0000211	Prbe.g_01785	Praz.g_00593
OG0000212	Prbe.g_01793	Praz.g_00600
OG0000213	Prbe.g_01811	Praz.g_00617
OG0000214	Prbe.g_01821	Praz.g_00626
OG0000215	Prbe.g_01848	Praz.g_00650
OG0000216	Prbe.g_01849	Praz.g_00651
OG0000217	Prbe.g_01852	Praz.g_00654
OG0000218	Prbe.g_01854	Praz.g_00656
OG0000219	Prbe.g_01855	Praz.g_00657
OG0000220	Prbe.g_01856	Praz.g_00658
OG0000221	Prbe.g_01857	Praz.g_00659
OG0000222	Prbe.g_01864	Praz.g_00667
OG0000223	Prbe.g_01876	Praz.g_00680
OG0000224	Prbe.g_01878	Praz.g_00682
OG0000225	Prbe.g_01904	Praz.g_00348
OG0000226	Prbe.g_01908	Praz.g_00352
OG0000227	Prbe.g_01910	Praz.g_00354
OG0000228	Prbe.g_01914	Praz.g_00819
OG0000229	Prbe.g_01934	Praz.g_01892
OG0000230	Prbe.g_01936	Praz.g_01890
OG0000231	Prbe.g_01947	Praz.g_01879
OG0000232	Prbe.g_00672	Praz.g_01870
OG0000233	Prbe.g_00666	Praz.g_01865
OG0000234	Prbe.g_00657	Praz.g_01852
OG0000235	Prbe.g_00654	Praz.g_01849
OG0000236	Prbe.g_00640	Praz.g_01835
OG0000237	Prbe.g_00627	Praz.g_01822
OG0000238	Prbe.g_00621	Praz.g_01816
OG0000239	Prbe.g_00610	Praz.g_01803
OG0000240	Prbe.g_00609	Praz.g_01802
OG0000241	Prbe.g_00605	Praz.g_01798
OG0000242	Prbe.g_00603	Praz.g_01796
OG0000243	Prbe.g_00592	Praz.g_01785
OG0000244	Prbe.g_00589	Praz.g_01782
OG0000245	Prbe.g_00587	Praz.g_01780
OG0000246	Prbe.g_00583	Praz.g_01776
OG0000247	Prbe.g_00573	Praz.g_01766
OG0000248	Prbe.g_00570	Praz.g_01764
OG0000249	Prbe.g_00568	Praz.g_01762
OG0000250	Prbe.g_00563	Praz.g_01757
OG0000251	Prbe.g_00543	Praz.g_01739
OG0000252	Prbe.g_00540	Praz.g_01736
OG0000253	Prbe.g_00539	Praz.g_01735
OG0000254	Prbe.g_00522	Praz.g_01719
OG0000255	Prbe.g_00516	Praz.g_01713
OG0000256	Prbe.g_00506	Praz.g_01703
OG0000257	Prbe.g_01490	Praz.g_01700
OG0000258	Prbe.g_01476	Praz.g_01687
OG0000259	Prbe.g_01459	Praz.g_01670
OG0000260	Prbe.g_01456	Praz.g_01667
OG0000261	Prbe.g_01453	Praz.g_01665
OG0000262	Prbe.g_01449	Praz.g_01661
OG0000263	Prbe.g_00455	Praz.g_01649
OG0000264	Prbe.g_00466	Praz.g_01639
OG0000265	Prbe.g_01214	Praz.g_01607
OG0000266	Prbe.g_01430	Praz.g_01597
OG0000267	Prbe.g_01418	Praz.g_01586
OG0000268	Prbe.g_01417	Praz.g_01585
OG0000269	Prbe.g_01217	Praz.g_01517
OG0000270	Prbe.g_01220	Praz.g_01514
OG0000271	Prbe.g_01228	Praz.g_01506
OG0000272	Prbe.g_01229	Praz.g_01505
OG0000273	Prbe.g_01253	Praz.g_01482
OG0000274	Prbe.g_01254	Praz.g_01481
OG0000275	Prbe.g_01257	Praz.g_01478
OG0000276	Prbe.g_01263	Praz.g_01473
OG0000277	Prbe.g_01264	Praz.g_01472
OG0000278	Prbe.g_01267	Praz.g_01469
OG0000279	Prbe.g_01274	Praz.g_01462
OG0000280	Prbe.g_01275	Praz.g_01461
OG0000281	Prbe.g_01282	Praz.g_01456
OG0000282	Prbe.g_00419	Praz.g_01406
OG0000283	Prbe.g_01326	Praz.g_01373
OG0000284	Prbe.g_01331	Praz.g_01368
OG0000285	Prbe.g_01336	Praz.g_01363
OG0000286	Prbe.g_01349	Praz.g_01351
OG0000287	Prbe.g_01615	Praz.g_01334
OG0000288	Prbe.g_01388	Praz.g_01304
OG0000289	Prbe.g_01404	Praz.g_01292
OG0000290	Prbe.g_01300	Praz.g_01279, Praz.g_00063
OG0000291	Prbe.g_01298	Praz.g_00065
OG0000292	Prbe.g_01594	Praz.g_00114
OG0000293	Prbe.g_01559	Praz.g_00001
OG0000294	Prbe.g_01558	Praz.g_00763
OG0000295	Prbe.g_01535	Praz.g_00742
OG0000296	Prbe.g_01533	Praz.g_00740
OG0000297	Prbe.g_01524	Praz.g_00732
OG0000298	Prbe.g_01523	Praz.g_00731
OG0000299	Prbe.g_01504	Praz.g_00714
OG0000300	Prbe.g_01501	Praz.g_00711
OG0000301	Prbe.g_01500	Praz.g_00710
OG0000302	Prbe.g_01498	Praz.g_00708
OG0000303	Prbe.g_01492	Praz.g_00701
OG0000304	Prbe.g_00501	Praz.g_00697
OG0000305	Prbe.g_01592	Praz.g_01147
OG0000306	Prbe.g_01286	Praz.g_01144
OG0000307	Prbe.g_00364	Praz.g_01130
OG0000308	Prbe.g_00363	Praz.g_01129
OG0000309	Prbe.g_00359	Praz.g_01125
OG0000310	Prbe.g_00325	Praz.g_01056
OG0000311	Prbe.g_00323	Praz.g_01054
OG0000312	Prbe.g_00320	Praz.g_01051
OG0000313	Prbe.g_00307	Praz.g_01037
OG0000314	Prbe.g_00284	Praz.g_01014
OG0000315	Prbe.g_00274	Praz.g_01004
OG0000316	Prbe.g_00249	Praz.g_00984
OG0000317	Prbe.g_00988	Praz.g_00879
OG0000318	Prbe.g_00984	Praz.g_00876
OG0000319	Prbe.g_00971	Praz.g_00863
OG0000320	Prbe.g_00969	Praz.g_00861
OG0000321	Prbe.g_00968	Praz.g_00860
OG0000322	Prbe.g_00967	Praz.g_00859
OG0000323	Prbe.g_00958	Praz.g_00850
OG0000324	Prbe.g_00931	Praz.g_00824
OG0000325	Prbe.g_00920	Praz.g_00334
OG0000326	Prbe.g_01109	Praz.g_00328
OG0000327	Prbe.g_01088	Praz.g_00304
OG0000328	Prbe.g_01087	Praz.g_00303
OG0000329	Prbe.g_00860	Praz.g_00286
OG0000330	Prbe.g_00859	Praz.g_00285
OG0000331	Prbe.g_00858	Praz.g_00284
OG0000332	Prbe.g_00844	Praz.g_00270
OG0000333	Prbe.g_00842	Praz.g_00268
OG0000334	Prbe.g_00833	Praz.g_00260
OG0000335	Prbe.g_00828	Praz.g_00255
OG0000336	Prbe.g_00824	Praz.g_00251
OG0000337	Prbe.g_00806	Praz.g_00234
OG0000338	Prbe.g_00805	Praz.g_00233
OG0000339	Prbe.g_00799	Praz.g_00229
OG0000340	Prbe.g_00790	Praz.g_00221
OG0000341	Prbe.g_00788	Praz.g_00219
OG0000342	Prbe.g_00787	Praz.g_00218
OG0000343	Prbe.g_00786	Praz.g_00217
OG0000344	Prbe.g_00783	Praz.g_00214
OG0000345	Prbe.g_00777	Praz.g_00209
OG0000346	Prbe.g_00773	Praz.g_00204
OG0000347	Prbe.g_00746	Praz.g_00188
OG0000348	Prbe.g_00754	Praz.g_00178
OG0000349	Prbe.g_01149	Praz.g_00161
OG0000350	Prbe.g_00709	Praz.g_00142
OG0000351	Prbe.g_01189	Praz.g_00125
OG0000352	Prbe.g_01190	Praz.g_00124
OG0000353	Prbe.g_01064	Praz.g_00364
OG0000355	Prbe.g_01066	Praz.g_00366
OG0000356	Prbe.g_01067	Praz.g_00367
OG0000357	Prbe.g_01068	Praz.g_00368
OG0000358	Prbe.g_01072	Praz.g_00372
OG0000359	Prbe.g_01073	Praz.g_00373
OG0000360	Prbe.g_01074	Praz.g_00374
OG0000361	Prbe.g_01075	Praz.g_00375
OG0000362	Prbe.g_01077	Praz.g_00377
OG0000363	Prbe.g_00114	Praz.g_00379
OG0000364	Prbe.g_00115	Praz.g_00380
OG0000365	Prbe.g_00120	Praz.g_00385
OG0000366	Prbe.g_00121	Praz.g_00386
OG0000367	Prbe.g_00122	Praz.g_00387
OG0000368	Prbe.g_00124	Praz.g_00389
OG0000369	Prbe.g_00125	Praz.g_00390
OG0000370	Prbe.g_00126	Praz.g_00391
OG0000371	Prbe.g_00133	Praz.g_00397
OG0000372	Prbe.g_00136	Praz.g_00400
OG0000373	Prbe.g_00137	Praz.g_00401
OG0000374	Prbe.g_00138	Praz.g_00402
OG0000375	Prbe.g_00140	Praz.g_00406
OG0000376	Prbe.g_00142	Praz.g_00408
OG0000377	Prbe.g_00146	Praz.g_00411
OG0000378	Prbe.g_00150	Praz.g_00413
OG0000379	Prbe.g_00153	Praz.g_00416
OG0000380	Prbe.g_00170	Praz.g_00426
OG0000381	Prbe.g_00175	Praz.g_00430
OG0000382	Prbe.g_00185	Praz.g_00441
OG0000383	Prbe.g_00187	Praz.g_00443
OG0000384	Prbe.g_00188	Praz.g_00444
OG0000385	Prbe.g_00189	Praz.g_00445
OG0000386	Prbe.g_00190	Praz.g_00446
OG0000387	Prbe.g_01640	Praz.g_00459
OG0000388	Prbe.g_01644	Praz.g_00462
OG0000389	Prbe.g_01647	Praz.g_00466
OG0000390	Prbe.g_01657	Praz.g_00473
OG0000391	Prbe.g_01660	Praz.g_00476
OG0000392	Prbe.g_01664	Praz.g_00480
OG0000393	Prbe.g_01667	Praz.g_00482
OG0000394	Prbe.g_01668	Praz.g_00483
OG0000395	Prbe.g_01669	Praz.g_00484
OG0000396	Prbe.g_01671	Praz.g_00487
OG0000397	Prbe.g_01673	Praz.g_00489
OG0000398	Prbe.g_01676	Praz.g_00491
OG0000399	Prbe.g_01677	Praz.g_00492
OG0000400	Prbe.g_01678	Praz.g_00493
OG0000401	Prbe.g_01679	Praz.g_00494
OG0000402	Prbe.g_01412	Praz.g_00496
OG0000403	Prbe.g_01681	Praz.g_00497
OG0000404	Prbe.g_01682	Praz.g_00498
OG0000405	Prbe.g_01686	Praz.g_00502
OG0000406	Prbe.g_01694	Praz.g_00507
OG0000407	Prbe.g_01695	Praz.g_00508
OG0000408	Prbe.g_01697	Praz.g_00510
OG0000409	Prbe.g_01699	Praz.g_00512
OG0000410	Prbe.g_01700	Praz.g_00513
OG0000411	Prbe.g_01701	Praz.g_00514
OG0000412	Prbe.g_01702	Praz.g_00515
OG0000413	Prbe.g_01704	Praz.g_00516
OG0000414	Prbe.g_01705	Praz.g_00517
OG0000415	Prbe.g_01706	Praz.g_00518
OG0000416	Prbe.g_01707	Praz.g_00519
OG0000417	Prbe.g_01708	Praz.g_00520
OG0000418	Prbe.g_01713	Praz.g_00525
OG0000419	Prbe.g_01715	Praz.g_00527
OG0000420	Prbe.g_01716	Praz.g_00528
OG0000421	Prbe.g_01721	Praz.g_00533
OG0000422	Prbe.g_01722	Praz.g_00534
OG0000423	Prbe.g_01723	Praz.g_00535
OG0000424	Prbe.g_01724	Praz.g_00536
OG0000425	Prbe.g_01725	Praz.g_00537
OG0000426	Prbe.g_01726	Praz.g_00538
OG0000427	Prbe.g_01727	Praz.g_00539
OG0000428	Prbe.g_01729	Praz.g_00541
OG0000429	Prbe.g_01730	Praz.g_00542
OG0000430	Prbe.g_01731	Praz.g_00543
OG0000431	Prbe.g_01733	Praz.g_00545
OG0000432	Prbe.g_01737	Praz.g_00548
OG0000433	Prbe.g_01738	Praz.g_00549
OG0000434	Prbe.g_01739	Praz.g_00550
OG0000435	Prbe.g_01740	Praz.g_00551
OG0000436	Prbe.g_01745	Praz.g_00556
OG0000437	Prbe.g_01746	Praz.g_00557
OG0000438	Prbe.g_01747	Praz.g_00558
OG0000439	Prbe.g_01749	Praz.g_00560
OG0000440	Prbe.g_01750	Praz.g_00561
OG0000441	Prbe.g_01753	Praz.g_00564
OG0000442	Prbe.g_01754	Praz.g_00565
OG0000443	Prbe.g_01755	Praz.g_00566
OG0000444	Prbe.g_01761	Praz.g_00571
OG0000445	Prbe.g_01762	Praz.g_00572
OG0000446	Prbe.g_01763	Praz.g_00573
OG0000447	Prbe.g_01764	Praz.g_00574
OG0000448	Prbe.g_01765	Praz.g_00575
OG0000449	Prbe.g_01766	Praz.g_00576
OG0000450	Prbe.g_01767	Praz.g_00577
OG0000451	Prbe.g_01768	Praz.g_00578
OG0000452	Prbe.g_01771	Praz.g_00581
OG0000453	Prbe.g_01772	Praz.g_00582
OG0000454	Prbe.g_01773	Praz.g_00583
OG0000455	Prbe.g_01774	Praz.g_00584
OG0000456	Prbe.g_01775	Praz.g_00585
OG0000457	Prbe.g_01777	Praz.g_00586
OG0000458	Prbe.g_01778	Praz.g_00587
OG0000459	Prbe.g_01779	Praz.g_00588
OG0000460	Prbe.g_01787	Praz.g_00595
OG0000461	Prbe.g_01795	Praz.g_00602
OG0000462	Prbe.g_01797	Praz.g_00604
OG0000463	Prbe.g_01798	Praz.g_00605
OG0000464	Prbe.g_01799	Praz.g_00606
OG0000465	Prbe.g_01800	Praz.g_00607
OG0000466	Prbe.g_01803	Praz.g_00610
OG0000467	Prbe.g_01804	Praz.g_00611
OG0000468	Prbe.g_01807	Praz.g_00613
OG0000469	Prbe.g_01815	Praz.g_00621
OG0000470	Prbe.g_01817	Praz.g_00623
OG0000471	Prbe.g_01818	Praz.g_00624
OG0000472	Prbe.g_01820	Praz.g_00625
OG0000473	Prbe.g_01822	Praz.g_00627
OG0000474	Prbe.g_01823	Praz.g_00628
OG0000475	Prbe.g_01824	Praz.g_00629
OG0000476	Prbe.g_01826	Praz.g_00630
OG0000477	Prbe.g_01829	Praz.g_00633
OG0000478	Prbe.g_01830	Praz.g_00634
OG0000479	Prbe.g_01831	Praz.g_00635
OG0000480	Prbe.g_01836	Praz.g_00640
OG0000481	Prbe.g_01839	Praz.g_00642
OG0000482	Prbe.g_01840	Praz.g_00643
OG0000483	Prbe.g_01843	Praz.g_00646
OG0000484	Prbe.g_01844	Praz.g_00647
OG0000485	Prbe.g_01846	Praz.g_00648
OG0000486	Prbe.g_01847	Praz.g_00649
OG0000487	Prbe.g_01850	Praz.g_00652
OG0000488	Prbe.g_01853	Praz.g_00655
OG0000489	Prbe.g_01858	Praz.g_00660
OG0000490	Prbe.g_01862	Praz.g_00665
OG0000491	Prbe.g_01863	Praz.g_00666
OG0000492	Prbe.g_01865	Praz.g_00668
OG0000493	Prbe.g_01866	Praz.g_00669
OG0000494	Prbe.g_01867	Praz.g_00670
OG0000495	Prbe.g_01868	Praz.g_00671
OG0000496	Prbe.g_01869	Praz.g_00672
OG0000497	Prbe.g_01870	Praz.g_00673
OG0000498	Prbe.g_01871	Praz.g_00674
OG0000499	Prbe.g_01872	Praz.g_00675
OG0000500	Prbe.g_01873	Praz.g_00676
OG0000501	Prbe.g_01874	Praz.g_00678
OG0000502	Prbe.g_01877	Praz.g_00681
OG0000503	Prbe.g_01892	Praz.g_01931
OG0000504	Prbe.g_01894	Praz.g_01932
OG0000505	Prbe.g_01895	Praz.g_01933
OG0000506	Prbe.g_01896	Praz.g_01935
OG0000507	Prbe.g_01899	Praz.g_00343
OG0000508	Prbe.g_01903	Praz.g_00347
OG0000509	Prbe.g_01905	Praz.g_00349
OG0000510	Prbe.g_01906	Praz.g_00350
OG0000511	Prbe.g_01907	Praz.g_00351
OG0000512	Prbe.g_01909	Praz.g_00353
OG0000513	Prbe.g_01918	Praz.g_00816
OG0000514	Prbe.g_01929	Praz.g_01897
OG0000515	Prbe.g_01930	Praz.g_01896
OG0000516	Prbe.g_01931	Praz.g_01895
OG0000517	Prbe.g_01933	Praz.g_01893
OG0000518	Prbe.g_01944	Praz.g_01882
OG0000519	Prbe.g_01945	Praz.g_01881
OG0000520	Prbe.g_01946	Praz.g_01880
OG0000521	Prbe.g_00676	Praz.g_01875
OG0000522	Prbe.g_00674	Praz.g_01873
OG0000523	Prbe.g_00673	Praz.g_01872
OG0000524	Prbe.g_00668	Praz.g_01867
OG0000525	Prbe.g_00664	Praz.g_01864
OG0000526	Prbe.g_00663	Praz.g_01863
OG0000527	Prbe.g_00660	Praz.g_01855
OG0000528	Prbe.g_00655	Praz.g_01850
OG0000529	Prbe.g_00652	Praz.g_01847
OG0000530	Prbe.g_00649	Praz.g_01844
OG0000531	Prbe.g_00648	Praz.g_01843
OG0000532	Prbe.g_00646	Praz.g_01841
OG0000533	Prbe.g_00645	Praz.g_01840
OG0000534	Prbe.g_00644	Praz.g_01839
OG0000535	Prbe.g_00643	Praz.g_01838
OG0000536	Prbe.g_00642	Praz.g_01837
OG0000537	Prbe.g_00641	Praz.g_01836
OG0000538	Prbe.g_00632	Praz.g_01828
OG0000539	Prbe.g_00631	Praz.g_01827
OG0000540	Prbe.g_00630	Praz.g_01826
OG0000541	Prbe.g_00629	Praz.g_01825
OG0000542	Prbe.g_00628	Praz.g_01823
OG0000543	Prbe.g_00626	Praz.g_01821
OG0000544	Prbe.g_00625	Praz.g_01820
OG0000545	Prbe.g_00623	Praz.g_01818
OG0000546	Prbe.g_00620	Praz.g_01815
OG0000547	Prbe.g_00618	Praz.g_01813
OG0000548	Prbe.g_00617	Praz.g_01812
OG0000549	Prbe.g_00615	Praz.g_01810
OG0000550	Prbe.g_00611	Praz.g_01805
OG0000551	Prbe.g_00608	Praz.g_01801
OG0000552	Prbe.g_00607	Praz.g_01800
OG0000553	Prbe.g_00606	Praz.g_01799
OG0000554	Prbe.g_00601	Praz.g_01794
OG0000555	Prbe.g_00593	Praz.g_01786
OG0000556	Prbe.g_00591	Praz.g_01784
OG0000557	Prbe.g_00590	Praz.g_01783
OG0000558	Prbe.g_00588	Praz.g_01781
OG0000559	Prbe.g_00584	Praz.g_01777
OG0000560	Prbe.g_00581	Praz.g_01774
