Orthogroup	Prbe	Syaa
OG0000046	Prbe.g_01880	Syaa.g_02218, Syaa.g_02211, Syaa.g_02205
OG0000047	Prbe.g_01921	Syaa.g_02189
OG0000048	Prbe.g_00906, Prbe.g_01825	Syaa.g_02719, Syaa.g_00275
OG0000050	Prbe.g_00098	Syaa.g_01591
OG0000052	Prbe.g_00333	Syaa.g_00174
OG0000053	Prbe.g_01040, Prbe.g_00290	Syaa.g_01797
OG0000054	Prbe.g_00527	Syaa.g_01691
OG0000055	Prbe.g_01598	Syaa.g_00852
OG0000055	Prbe.g_01011	Syaa.g_01564
OG0000057	Prbe.g_01206	Syaa.g_00889
OG0000058	Prbe.g_00351	Syaa.g_00193
OG0000059	Prbe.g_01094	Syaa.g_02315
OG0000061	Prbe.g_01549	Syaa.g_00770
OG0000062	Prbe.g_00226	Syaa.g_00571
OG0000063	Prbe.g_00021	Syaa.g_00042
OG0000064	Prbe.g_00172	Syaa.g_01284, Syaa.g_02666, Syaa.g_01568, Syaa.g_00579
OG0000065	Prbe.g_01649	Syaa.g_02380
OG0000066	Prbe.g_00596, Prbe.g_01114	Syaa.g_01968
OG0000067	Prbe.g_01222	Syaa.g_01154
OG0000068	Prbe.g_00373	Syaa.g_02059
OG0000069	Prbe.g_00678	Syaa.g_01256
OG0000070	Prbe.g_01948	Syaa.g_00718
OG0000071	Prbe.g_00893	Syaa.g_00735
OG0000072	Prbe.g_01719	Syaa.g_02480
OG0000073	Prbe.g_00633	Syaa.g_02030
OG0000074	Prbe.g_00070, Prbe.g_00107, Prbe.g_00456	Syaa.g_00372
OG0000075	Prbe.g_00800	Syaa.g_00157
OG0000076	Prbe.g_00774	Syaa.g_00123
OG0000077	Prbe.g_00183	Syaa.g_00341
OG0000078	Prbe.g_01792	Syaa.g_02103
OG0000079	Prbe.g_01805	Syaa.g_00303
OG0000080	Prbe.g_00339, Prbe.g_00337	Syaa.g_00487
OG0000081	Prbe.g_00604	Syaa.g_02089
OG0000082	Prbe.g_00549, Prbe.g_00996	Syaa.g_01905
OG0000084	Prbe.g_00314	Syaa.g_01770
OG0000085	Prbe.g_00993, Prbe.g_00007	Syaa.g_00564
OG0000086	Prbe.g_00192	Syaa.g_00324
OG0000087	Prbe.g_01683	Syaa.g_02433
OG0000088	Prbe.g_01714	Syaa.g_02474
OG0000089	Prbe.g_01915	Syaa.g_02149
OG0000090	Prbe.g_00602	Syaa.g_01980
OG0000091	Prbe.g_01477	Syaa.g_01625
OG0000097	Prbe.g_01503	Syaa.g_00979
OG0000099	Prbe.g_00350	Syaa.g_00202
OG0000100	Prbe.g_00232	Syaa.g_01201
OG0000101	Prbe.g_00836	Syaa.g_02249
OG0000102	Prbe.g_00769	Syaa.g_00118
OG0000103	Prbe.g_01195	Syaa.g_02740
OG0000104	Prbe.g_01061	Syaa.g_02754
OG0000105	Prbe.g_01828	Syaa.g_00270
OG0000106	Prbe.g_00740	Syaa.g_01439
OG0000107	Prbe.g_00921	Syaa.g_02351
OG0000108	Prbe.g_00653	Syaa.g_02051
OG0000109	Prbe.g_00639	Syaa.g_02036
OG0000110	Prbe.g_00560	Syaa.g_01918
OG0000111	Prbe.g_01207	Syaa.g_00888
OG0000112	Prbe.g_00487	Syaa.g_01366
OG0000113	Prbe.g_01245	Syaa.g_01196
OG0000114	Prbe.g_00417	Syaa.g_01094
OG0000115	Prbe.g_01618	Syaa.g_01795
OG0000116	Prbe.g_01560	Syaa.g_00757
OG0000117	Prbe.g_01522	Syaa.g_01009
OG0000118	Prbe.g_00880	Syaa.g_01874
OG0000119	Prbe.g_01603, Prbe.g_00214	Syaa.g_00785
OG0000120	Prbe.g_00353	Syaa.g_00201
OG0000121	Prbe.g_00309	Syaa.g_01777
OG0000122	Prbe.g_01625, Prbe.g_00268	Syaa.g_01598
OG0000123	Prbe.g_00829	Syaa.g_02242
OG0000124	Prbe.g_00745	Syaa.g_00092
OG0000125	Prbe.g_01158	Syaa.g_02598
OG0000126	Prbe.g_01060	Syaa.g_02752
OG0000128	Prbe.g_01076	Syaa.g_00012
OG0000129	Prbe.g_00145	Syaa.g_02586
OG0000130	Prbe.g_00174	Syaa.g_00354
OG0000131	Prbe.g_01692	Syaa.g_02448
OG0000132	Prbe.g_01712	Syaa.g_02472
OG0000133	Prbe.g_01875	Syaa.g_01361
OG0000134	Prbe.g_01917	Syaa.g_02146
OG0000135	Prbe.g_00911	Syaa.g_02649
OG0000136	Prbe.g_01939	Syaa.g_00708
OG0000137	Prbe.g_00658	Syaa.g_01842
OG0000138	Prbe.g_00638	Syaa.g_02035
OG0000139	Prbe.g_00598	Syaa.g_01974
OG0000140	Prbe.g_00597	Syaa.g_01971
OG0000141	Prbe.g_00526	Syaa.g_01689
OG0000142	Prbe.g_01485	Syaa.g_01633
OG0000143	Prbe.g_01481	Syaa.g_01629
OG0000144	Prbe.g_01467	Syaa.g_01446
OG0000145	Prbe.g_00909	Syaa.g_02029
OG0000146	Prbe.g_00488	Syaa.g_01367
OG0000147	Prbe.g_00489	Syaa.g_01368
OG0000148	Prbe.g_01239	Syaa.g_01190
OG0000149	Prbe.g_01271	Syaa.g_00826
OG0000150	Prbe.g_01281	Syaa.g_01688
OG0000151	Prbe.g_00427	Syaa.g_01107
OG0000152	Prbe.g_01350	Syaa.g_01357
OG0000153	Prbe.g_01369	Syaa.g_01324
OG0000154	Prbe.g_01389	Syaa.g_01298
OG0000155	Prbe.g_01528	Syaa.g_00804
OG0000156	Prbe.g_00904	Syaa.g_00751
OG0000157	Prbe.g_00903	Syaa.g_00750
OG0000158	Prbe.g_00792	Syaa.g_00148
OG0000160	Prbe.g_00310	Syaa.g_01776
OG0000161	Prbe.g_00304	Syaa.g_01782
OG0000162	Prbe.g_00298	Syaa.g_01788
OG0000163	Prbe.g_00259	Syaa.g_00624
OG0000164	Prbe.g_00961	Syaa.g_00507
OG0000165	Prbe.g_00954	Syaa.g_00681
OG0000166	Prbe.g_01083	Syaa.g_02289
OG0000167	Prbe.g_00802	Syaa.g_00160
OG0000168	Prbe.g_00791	Syaa.g_00145
OG0000169	Prbe.g_00781	Syaa.g_00134
OG0000170	Prbe.g_00778	Syaa.g_00128
OG0000171	Prbe.g_00758	Syaa.g_00093
OG0000172	Prbe.g_00751	Syaa.g_00079
OG0000173	Prbe.g_01143	Syaa.g_00060
OG0000174	Prbe.g_01173	Syaa.g_02651
OG0000175	Prbe.g_01186	Syaa.g_02726
OG0000176	Prbe.g_01069	Syaa.g_00004
OG0000177	Prbe.g_01070	Syaa.g_00005
OG0000178	Prbe.g_01071	Syaa.g_00006
OG0000179	Prbe.g_00116	Syaa.g_00023
OG0000180	Prbe.g_00117	Syaa.g_00024
OG0000181	Prbe.g_00118	Syaa.g_00025
OG0000182	Prbe.g_00119	Syaa.g_00026
OG0000183	Prbe.g_00123	Syaa.g_00030
OG0000184	Prbe.g_00149	Syaa.g_02578
OG0000185	Prbe.g_00152	Syaa.g_02575
OG0000186	Prbe.g_00168	Syaa.g_00359
OG0000187	Prbe.g_00169	Syaa.g_00358
OG0000188	Prbe.g_00186	Syaa.g_00334
OG0000189	Prbe.g_01636	Syaa.g_02367
OG0000190	Prbe.g_01638	Syaa.g_02369
OG0000191	Prbe.g_01661	Syaa.g_02404
OG0000192	Prbe.g_01666	Syaa.g_02410
OG0000193	Prbe.g_01693	Syaa.g_02449
OG0000194	Prbe.g_01696	Syaa.g_02452
OG0000195	Prbe.g_01698	Syaa.g_02459
OG0000196	Prbe.g_01709	Syaa.g_02469
OG0000197	Prbe.g_01710	Syaa.g_02470
OG0000198	Prbe.g_01711	Syaa.g_02471
OG0000199	Prbe.g_01718	Syaa.g_02479
OG0000200	Prbe.g_01732	Syaa.g_02496
OG0000201	Prbe.g_01741	Syaa.g_02521
OG0000202	Prbe.g_01742	Syaa.g_02522
OG0000203	Prbe.g_01743	Syaa.g_02523
OG0000204	Prbe.g_01744	Syaa.g_02524
OG0000205	Prbe.g_01751	Syaa.g_02531
OG0000206	Prbe.g_01756	Syaa.g_02538
OG0000207	Prbe.g_01759	Syaa.g_02540
OG0000208	Prbe.g_01760	Syaa.g_02541
OG0000209	Prbe.g_01769	Syaa.g_02556
OG0000210	Prbe.g_01770	Syaa.g_02557
OG0000211	Prbe.g_01785	Syaa.g_02113
OG0000212	Prbe.g_01793	Syaa.g_02102
OG0000213	Prbe.g_01811	Syaa.g_00295
OG0000214	Prbe.g_01821	Syaa.g_00279
OG0000215	Prbe.g_01848	Syaa.g_00248
OG0000216	Prbe.g_01849	Syaa.g_00244
OG0000217	Prbe.g_01852	Syaa.g_00240
OG0000218	Prbe.g_01854	Syaa.g_00238
OG0000219	Prbe.g_01855	Syaa.g_00237
OG0000220	Prbe.g_01856	Syaa.g_00236
OG0000221	Prbe.g_01857	Syaa.g_00229
OG0000222	Prbe.g_01864	Syaa.g_00215
OG0000223	Prbe.g_01876	Syaa.g_00192
OG0000224	Prbe.g_01878	Syaa.g_00183
OG0000225	Prbe.g_01904	Syaa.g_02166
OG0000226	Prbe.g_01908	Syaa.g_02162
OG0000227	Prbe.g_01910	Syaa.g_02160
OG0000228	Prbe.g_01914	Syaa.g_02150
OG0000229	Prbe.g_01934	Syaa.g_00703
OG0000230	Prbe.g_01936	Syaa.g_00705
OG0000231	Prbe.g_01947	Syaa.g_00717
OG0000232	Prbe.g_00672	Syaa.g_01858
OG0000233	Prbe.g_00666	Syaa.g_01853
OG0000234	Prbe.g_00657	Syaa.g_01841
OG0000235	Prbe.g_00654	Syaa.g_02052
OG0000236	Prbe.g_00640	Syaa.g_02037
OG0000237	Prbe.g_00627	Syaa.g_02020
OG0000238	Prbe.g_00621	Syaa.g_02015
OG0000239	Prbe.g_00610	Syaa.g_01996
OG0000240	Prbe.g_00609	Syaa.g_01995
OG0000241	Prbe.g_00605	Syaa.g_01644
OG0000242	Prbe.g_00603	Syaa.g_01982
OG0000243	Prbe.g_00592	Syaa.g_01960
OG0000244	Prbe.g_00589	Syaa.g_01954
OG0000245	Prbe.g_00587	Syaa.g_01952
OG0000246	Prbe.g_00583	Syaa.g_01948
OG0000247	Prbe.g_00573	Syaa.g_01937
OG0000248	Prbe.g_00570	Syaa.g_01934
OG0000249	Prbe.g_00568	Syaa.g_01932
OG0000250	Prbe.g_00563	Syaa.g_01922
OG0000251	Prbe.g_00543	Syaa.g_01897
OG0000252	Prbe.g_00540	Syaa.g_01894
OG0000253	Prbe.g_00539	Syaa.g_01893
OG0000254	Prbe.g_00522	Syaa.g_01684
OG0000255	Prbe.g_00516	Syaa.g_01668
OG0000256	Prbe.g_00506	Syaa.g_01651
OG0000257	Prbe.g_01490	Syaa.g_01645
OG0000258	Prbe.g_01476	Syaa.g_01624
OG0000259	Prbe.g_01459	Syaa.g_01063
OG0000260	Prbe.g_01456	Syaa.g_01066
OG0000261	Prbe.g_01453	Syaa.g_01069
OG0000262	Prbe.g_01449	Syaa.g_01074
OG0000263	Prbe.g_00455	Syaa.g_00989
OG0000264	Prbe.g_00466	Syaa.g_00910
OG0000265	Prbe.g_01214	Syaa.g_00931, Syaa.g_01498
OG0000266	Prbe.g_01430	Syaa.g_01257, Syaa.g_01258
OG0000267	Prbe.g_01418	Syaa.g_01409
OG0000268	Prbe.g_01417	Syaa.g_01408
OG0000269	Prbe.g_01217	Syaa.g_01149
OG0000270	Prbe.g_01220	Syaa.g_01152
OG0000271	Prbe.g_01228	Syaa.g_01160
OG0000272	Prbe.g_01229	Syaa.g_01161
OG0000273	Prbe.g_01253	Syaa.g_00844
OG0000274	Prbe.g_01254	Syaa.g_00843
OG0000275	Prbe.g_01257	Syaa.g_00840
OG0000276	Prbe.g_01263	Syaa.g_00834
OG0000277	Prbe.g_01264	Syaa.g_00833
OG0000278	Prbe.g_01267	Syaa.g_00830
OG0000279	Prbe.g_01274	Syaa.g_00822
OG0000280	Prbe.g_01275	Syaa.g_00815
OG0000282	Prbe.g_00419	Syaa.g_01096
OG0000283	Prbe.g_01326	Syaa.g_01396
OG0000284	Prbe.g_01331	Syaa.g_01390
OG0000285	Prbe.g_01336	Syaa.g_01377
OG0000286	Prbe.g_01349	Syaa.g_01358
OG0000287	Prbe.g_01615	Syaa.g_01330
OG0000288	Prbe.g_01388	Syaa.g_01299
OG0000289	Prbe.g_01404	Syaa.g_01285
OG0000290	Prbe.g_01300	Syaa.g_00875
OG0000291	Prbe.g_01298	Syaa.g_00877
OG0000292	Prbe.g_01594	Syaa.g_02751
OG0000293	Prbe.g_01559	Syaa.g_00758
OG0000294	Prbe.g_01558	Syaa.g_00759
OG0000295	Prbe.g_01535	Syaa.g_00796
OG0000296	Prbe.g_01533	Syaa.g_00798
OG0000297	Prbe.g_01524	Syaa.g_01021
OG0000298	Prbe.g_01523	Syaa.g_01010
OG0000299	Prbe.g_01504	Syaa.g_00982
OG0000300	Prbe.g_01501	Syaa.g_00976
OG0000301	Prbe.g_01500	Syaa.g_00975
OG0000302	Prbe.g_01498	Syaa.g_00972
OG0000303	Prbe.g_01492	Syaa.g_00963
OG0000304	Prbe.g_00501	Syaa.g_00957
OG0000305	Prbe.g_01592	Syaa.g_00881
OG0000306	Prbe.g_01286	Syaa.g_00807
OG0000307	Prbe.g_00364	Syaa.g_02068
OG0000308	Prbe.g_00363	Syaa.g_02070
OG0000309	Prbe.g_00359	Syaa.g_02075
OG0000310	Prbe.g_00325	Syaa.g_01752
OG0000311	Prbe.g_00323	Syaa.g_01757
OG0000312	Prbe.g_00320	Syaa.g_01762
OG0000313	Prbe.g_00307	Syaa.g_01779
OG0000314	Prbe.g_00284	Syaa.g_01806
OG0000315	Prbe.g_00274	Syaa.g_01816
OG0000316	Prbe.g_00249	Syaa.g_00598
OG0000317	Prbe.g_00988	Syaa.g_00556
OG0000318	Prbe.g_00984	Syaa.g_00550
OG0000319	Prbe.g_00971	Syaa.g_00532
OG0000320	Prbe.g_00969	Syaa.g_00530
OG0000321	Prbe.g_00968	Syaa.g_00529
OG0000322	Prbe.g_00967	Syaa.g_00528
OG0000323	Prbe.g_00958	Syaa.g_00496
OG0000324	Prbe.g_00931	Syaa.g_00653
OG0000325	Prbe.g_00920	Syaa.g_02350
OG0000326	Prbe.g_01109	Syaa.g_02343
OG0000327	Prbe.g_01088	Syaa.g_02294
OG0000328	Prbe.g_01087	Syaa.g_02293
OG0000329	Prbe.g_00860	Syaa.g_02275
OG0000330	Prbe.g_00859	Syaa.g_02274
OG0000331	Prbe.g_00858	Syaa.g_02273
OG0000332	Prbe.g_00844	Syaa.g_02258
OG0000333	Prbe.g_00842	Syaa.g_02255
OG0000334	Prbe.g_00833	Syaa.g_02246
OG0000335	Prbe.g_00828	Syaa.g_02241
OG0000336	Prbe.g_00824	Syaa.g_02237
OG0000337	Prbe.g_00806	Syaa.g_00167
OG0000338	Prbe.g_00805	Syaa.g_00162
OG0000339	Prbe.g_00799	Syaa.g_00156
OG0000340	Prbe.g_00790	Syaa.g_00144
OG0000341	Prbe.g_00788	Syaa.g_00142
OG0000342	Prbe.g_00787	Syaa.g_00141
OG0000343	Prbe.g_00786	Syaa.g_00140
OG0000344	Prbe.g_00783	Syaa.g_00136
OG0000345	Prbe.g_00777	Syaa.g_00127
OG0000346	Prbe.g_00773	Syaa.g_00122
OG0000347	Prbe.g_00746	Syaa.g_00088
OG0000348	Prbe.g_00754	Syaa.g_00071
OG0000349	Prbe.g_01149	Syaa.g_00053
OG0000350	Prbe.g_00709	Syaa.g_02336
OG0000351	Prbe.g_01189	Syaa.g_02730
OG0000352	Prbe.g_01190	Syaa.g_02731
OG0000353	Prbe.g_01064	Syaa.g_02757
OG0000355	Prbe.g_01066	Syaa.g_00001
OG0000356	Prbe.g_01067	Syaa.g_00002
OG0000357	Prbe.g_01068	Syaa.g_00003
OG0000358	Prbe.g_01072	Syaa.g_00007
OG0000359	Prbe.g_01073	Syaa.g_00009
OG0000360	Prbe.g_01074	Syaa.g_00010
OG0000361	Prbe.g_01075	Syaa.g_00011
OG0000362	Prbe.g_01077	Syaa.g_00013
OG0000363	Prbe.g_00114	Syaa.g_00015
OG0000364	Prbe.g_00115	Syaa.g_00016
OG0000365	Prbe.g_00120	Syaa.g_00027
OG0000366	Prbe.g_00121	Syaa.g_00028
OG0000367	Prbe.g_00122	Syaa.g_00029
OG0000368	Prbe.g_00124	Syaa.g_00031
OG0000369	Prbe.g_00125	Syaa.g_00032
OG0000370	Prbe.g_00126	Syaa.g_00033
OG0000371	Prbe.g_00133	Syaa.g_00041
OG0000372	Prbe.g_00136	Syaa.g_00046
OG0000373	Prbe.g_00137	Syaa.g_00047
OG0000374	Prbe.g_00138	Syaa.g_00048
OG0000375	Prbe.g_00140	Syaa.g_00049
OG0000376	Prbe.g_00142	Syaa.g_00051
OG0000377	Prbe.g_00146	Syaa.g_02585
OG0000378	Prbe.g_00150	Syaa.g_02577
OG0000379	Prbe.g_00153	Syaa.g_02574
OG0000380	Prbe.g_00170	Syaa.g_00357
OG0000381	Prbe.g_00175	Syaa.g_00353
OG0000382	Prbe.g_00185	Syaa.g_00335
OG0000383	Prbe.g_00187	Syaa.g_00333
OG0000384	Prbe.g_00188	Syaa.g_00332
OG0000385	Prbe.g_00189	Syaa.g_00331
OG0000386	Prbe.g_00190	Syaa.g_00330
OG0000387	Prbe.g_01640	Syaa.g_02371
OG0000388	Prbe.g_01644	Syaa.g_02375
OG0000389	Prbe.g_01647	Syaa.g_02379
OG0000390	Prbe.g_01657	Syaa.g_02398
OG0000391	Prbe.g_01660	Syaa.g_02403
OG0000392	Prbe.g_01664	Syaa.g_02409
OG0000393	Prbe.g_01667	Syaa.g_02412
OG0000394	Prbe.g_01668	Syaa.g_02413
OG0000395	Prbe.g_01669	Syaa.g_02414
OG0000396	Prbe.g_01671	Syaa.g_02417
OG0000397	Prbe.g_01673	Syaa.g_02419
OG0000398	Prbe.g_01676	Syaa.g_02424
OG0000399	Prbe.g_01677	Syaa.g_02425
OG0000400	Prbe.g_01678	Syaa.g_02426
OG0000401	Prbe.g_01679	Syaa.g_02427
OG0000402	Prbe.g_01412	Syaa.g_02429
OG0000403	Prbe.g_01681	Syaa.g_02430
OG0000404	Prbe.g_01682	Syaa.g_02431
OG0000405	Prbe.g_01686	Syaa.g_02446
OG0000406	Prbe.g_01694	Syaa.g_02450
OG0000407	Prbe.g_01695	Syaa.g_02451
OG0000408	Prbe.g_01697	Syaa.g_02458
OG0000409	Prbe.g_01699	Syaa.g_02460
OG0000410	Prbe.g_01700	Syaa.g_02461
OG0000411	Prbe.g_01701	Syaa.g_02462
OG0000412	Prbe.g_01702	Syaa.g_02463
OG0000413	Prbe.g_01704	Syaa.g_02465
OG0000415	Prbe.g_01706	Syaa.g_02466
OG0000416	Prbe.g_01707	Syaa.g_02467
OG0000417	Prbe.g_01708	Syaa.g_02468
OG0000418	Prbe.g_01713	Syaa.g_02473
OG0000419	Prbe.g_01715	Syaa.g_02475
OG0000420	Prbe.g_01716	Syaa.g_02477
OG0000421	Prbe.g_01721	Syaa.g_02482
OG0000422	Prbe.g_01722	Syaa.g_02483
OG0000423	Prbe.g_01723	Syaa.g_02484
OG0000424	Prbe.g_01724	Syaa.g_02485
OG0000425	Prbe.g_01725	Syaa.g_02486
OG0000426	Prbe.g_01726	Syaa.g_02487
OG0000427	Prbe.g_01727	Syaa.g_02488
OG0000428	Prbe.g_01729	Syaa.g_02491
OG0000429	Prbe.g_01730	Syaa.g_02493
OG0000430	Prbe.g_01731	Syaa.g_02495
OG0000431	Prbe.g_01733	Syaa.g_02498
OG0000432	Prbe.g_01737	Syaa.g_02504
OG0000433	Prbe.g_01738	Syaa.g_02513
OG0000434	Prbe.g_01739	Syaa.g_02514
OG0000435	Prbe.g_01740	Syaa.g_02516
OG0000436	Prbe.g_01745	Syaa.g_02525
OG0000437	Prbe.g_01746	Syaa.g_02526
OG0000438	Prbe.g_01747	Syaa.g_02527
OG0000439	Prbe.g_01749	Syaa.g_02529
OG0000440	Prbe.g_01750	Syaa.g_02530
OG0000441	Prbe.g_01753	Syaa.g_02534
OG0000442	Prbe.g_01754	Syaa.g_02535
OG0000443	Prbe.g_01755	Syaa.g_02536
OG0000444	Prbe.g_01761	Syaa.g_02542
OG0000445	Prbe.g_01762	Syaa.g_02543
OG0000446	Prbe.g_01763	Syaa.g_02545
OG0000447	Prbe.g_01764	Syaa.g_02548
OG0000448	Prbe.g_01765	Syaa.g_02549
OG0000449	Prbe.g_01766	Syaa.g_02550
OG0000450	Prbe.g_01767	Syaa.g_02553
OG0000451	Prbe.g_01768	Syaa.g_02554
OG0000452	Prbe.g_01771	Syaa.g_02558
OG0000453	Prbe.g_01772	Syaa.g_02559
OG0000454	Prbe.g_01773	Syaa.g_02560
OG0000455	Prbe.g_01774	Syaa.g_02561
OG0000456	Prbe.g_01775	Syaa.g_02562
OG0000457	Prbe.g_01777	Syaa.g_02564
OG0000458	Prbe.g_01778	Syaa.g_02565
OG0000459	Prbe.g_01779	Syaa.g_02566
OG0000460	Prbe.g_01787	Syaa.g_02111
OG0000461	Prbe.g_01795	Syaa.g_00318
OG0000462	Prbe.g_01797	Syaa.g_00315
OG0000463	Prbe.g_01798	Syaa.g_00314
OG0000464	Prbe.g_01799	Syaa.g_00313
OG0000465	Prbe.g_01800	Syaa.g_00311
OG0000466	Prbe.g_01803	Syaa.g_00306
OG0000467	Prbe.g_01804	Syaa.g_00304
OG0000468	Prbe.g_01807	Syaa.g_00299
OG0000469	Prbe.g_01815	Syaa.g_00285
OG0000470	Prbe.g_01817	Syaa.g_00283
OG0000471	Prbe.g_01818	Syaa.g_00282
OG0000472	Prbe.g_01820	Syaa.g_00280
OG0000473	Prbe.g_01822	Syaa.g_00278
OG0000474	Prbe.g_01823	Syaa.g_00277
OG0000475	Prbe.g_01824	Syaa.g_00276
OG0000476	Prbe.g_01826	Syaa.g_00274
OG0000477	Prbe.g_01829	Syaa.g_00268
OG0000478	Prbe.g_01830	Syaa.g_00267
OG0000479	Prbe.g_01831	Syaa.g_00266
OG0000480	Prbe.g_01836	Syaa.g_00259
OG0000481	Prbe.g_01839	Syaa.g_00257
OG0000482	Prbe.g_01840	Syaa.g_00256
OG0000483	Prbe.g_01843	Syaa.g_00252
OG0000484	Prbe.g_01844	Syaa.g_00251
OG0000485	Prbe.g_01846	Syaa.g_00250
OG0000486	Prbe.g_01847	Syaa.g_00249
OG0000487	Prbe.g_01850	Syaa.g_00243
OG0000488	Prbe.g_01853	Syaa.g_00239
OG0000489	Prbe.g_01858	Syaa.g_00228
OG0000490	Prbe.g_01862	Syaa.g_00220
OG0000491	Prbe.g_01863	Syaa.g_00218
OG0000492	Prbe.g_01865	Syaa.g_00214
OG0000493	Prbe.g_01866	Syaa.g_00213
OG0000494	Prbe.g_01867	Syaa.g_00212
OG0000495	Prbe.g_01868	Syaa.g_00211
OG0000496	Prbe.g_01869	Syaa.g_00210
OG0000497	Prbe.g_01870	Syaa.g_00209
OG0000498	Prbe.g_01871	Syaa.g_00208
OG0000499	Prbe.g_01872	Syaa.g_00207
OG0000500	Prbe.g_01873	Syaa.g_00206
OG0000501	Prbe.g_01874	Syaa.g_00203
OG0000502	Prbe.g_01877	Syaa.g_00190
OG0000503	Prbe.g_01892	Syaa.g_02182
OG0000504	Prbe.g_01894	Syaa.g_02180
OG0000505	Prbe.g_01895	Syaa.g_02179
OG0000506	Prbe.g_01896	Syaa.g_02177
OG0000507	Prbe.g_01899	Syaa.g_02171
OG0000508	Prbe.g_01903	Syaa.g_02167
OG0000509	Prbe.g_01905	Syaa.g_02165
OG0000510	Prbe.g_01906	Syaa.g_02164
OG0000511	Prbe.g_01907	Syaa.g_02163
OG0000512	Prbe.g_01909	Syaa.g_02161
OG0000513	Prbe.g_01918	Syaa.g_02145
OG0000514	Prbe.g_01929	Syaa.g_02118
OG0000515	Prbe.g_01930	Syaa.g_02117
OG0000516	Prbe.g_01931	Syaa.g_00698
OG0000517	Prbe.g_01933	Syaa.g_00702
OG0000518	Prbe.g_01944	Syaa.g_00714
OG0000519	Prbe.g_01945	Syaa.g_00715
OG0000520	Prbe.g_01946	Syaa.g_00716
OG0000521	Prbe.g_00676	Syaa.g_01864
OG0000522	Prbe.g_00674	Syaa.g_01862
OG0000523	Prbe.g_00673	Syaa.g_01859
OG0000524	Prbe.g_00668	Syaa.g_01856
OG0000525	Prbe.g_00664	Syaa.g_01851
OG0000526	Prbe.g_00663	Syaa.g_01848
OG0000527	Prbe.g_00660	Syaa.g_01844
OG0000528	Prbe.g_00655	Syaa.g_02054
OG0000529	Prbe.g_00652	Syaa.g_02050
OG0000530	Prbe.g_00649	Syaa.g_02047
OG0000531	Prbe.g_00648	Syaa.g_02046
OG0000532	Prbe.g_00646	Syaa.g_02043
OG0000533	Prbe.g_00645	Syaa.g_02042
OG0000534	Prbe.g_00644	Syaa.g_02041
OG0000535	Prbe.g_00643	Syaa.g_02040
OG0000536	Prbe.g_00642	Syaa.g_02039
OG0000537	Prbe.g_00641	Syaa.g_02038
OG0000538	Prbe.g_00632	Syaa.g_02027
OG0000539	Prbe.g_00631	Syaa.g_02026
OG0000540	Prbe.g_00630	Syaa.g_02025
OG0000541	Prbe.g_00629	Syaa.g_02024
OG0000542	Prbe.g_00628	Syaa.g_02021
