Orthogroup	Prbe	Prbh
OG0000043	Prbe.g_01570	Prbh.g_01304
OG0000045	Prbe.g_01593	Prbh.g_01327
OG0000046	Prbe.g_01880	Prbh.g_00451
OG0000047	Prbe.g_01921	Prbh.g_00408
OG0000048	Prbe.g_01825	Prbh.g_00508
OG0000050	Prbe.g_00098	Prbh.g_00850
OG0000052	Prbe.g_00158	Prbh.g_00727
OG0000052	Prbe.g_00333	Prbh.g_00041
OG0000053	Prbe.g_01040	Prbh.g_01834
OG0000053	Prbe.g_00290	Prbh.g_00120
OG0000054	Prbe.g_00527	Prbh.g_00223
OG0000055	Prbe.g_01598	Prbh.g_01332
OG0000055	Prbe.g_01011	Prbh.g_01797
OG0000057	Prbe.g_01206	Prbh.g_00936
OG0000058	Prbe.g_00351	Prbh.g_00030
OG0000059	Prbe.g_01094	Prbh.g_01695
OG0000061	Prbe.g_01549	Prbh.g_01283
OG0000062	Prbe.g_00226	Prbh.g_00184
OG0000063	Prbe.g_00021	Prbh.g_01401
OG0000064	Prbe.g_00172	Prbh.g_00715
OG0000065	Prbe.g_01649	Prbh.g_00676
OG0000066	Prbe.g_00596, Prbe.g_01114	Prbh.g_01856
OG0000067	Prbe.g_01222	Prbh.g_00953
OG0000068	Prbe.g_00373	Prbh.g_00009
OG0000069	Prbe.g_00678	Prbh.g_00376
OG0000070	Prbe.g_01948	Prbh.g_00382
OG0000071	Prbe.g_00893	Prbh.g_01373
OG0000072	Prbe.g_01719	Prbh.g_00611
OG0000073	Prbe.g_00633	Prbh.g_00330
OG0000074	Prbe.g_00070	Prbh.g_00828
OG0000074	Prbe.g_00107	Prbh.g_00859
OG0000074	Prbe.g_00456	Prbh.g_00916
OG0000075	Prbe.g_00800	Prbh.g_01607
OG0000076	Prbe.g_00774	Prbh.g_01581
OG0000077	Prbe.g_00183	Prbh.g_00704
OG0000078	Prbe.g_01792	Prbh.g_00540
OG0000079	Prbe.g_01805	Prbh.g_00527
OG0000081	Prbe.g_00604	Prbh.g_00298
OG0000082	Prbe.g_00996	Prbh.g_01855
OG0000084	Prbe.g_00314	Prbh.g_00093
OG0000085	Prbe.g_00993, Prbe.g_00007	Prbh.g_01408
OG0000086	Prbe.g_00192	Prbh.g_00695
OG0000087	Prbe.g_01683	Prbh.g_00642
OG0000088	Prbe.g_01714	Prbh.g_00616
OG0000089	Prbe.g_01915	Prbh.g_00415
OG0000090	Prbe.g_00602	Prbh.g_00296
OG0000091	Prbe.g_01477	Prbh.g_01211
OG0000092	Prbe.g_00422	Prbh.g_00883
OG0000093	Prbe.g_01448	Prbh.g_01181
OG0000094	Prbe.g_01399	Prbh.g_01130
OG0000095	Prbe.g_01297	Prbh.g_01031
OG0000096	Prbe.g_00081	Prbh.g_01909, Prbh.g_01948
OG0000097	Prbe.g_01503	Prbh.g_01236
OG0000098	Prbe.g_00397	Prbh.g_01935
OG0000099	Prbe.g_00350	Prbh.g_00032
OG0000100	Prbe.g_00232	Prbh.g_00179
OG0000101	Prbe.g_00836	Prbh.g_01644
OG0000102	Prbe.g_00769	Prbh.g_01576
OG0000103	Prbe.g_01195	Prbh.g_01489
OG0000104	Prbe.g_01061	Prbh.g_01480
OG0000105	Prbe.g_01828	Prbh.g_00505
OG0000106	Prbe.g_00740	Prbh.g_00821
OG0000107	Prbe.g_00921	Prbh.g_01718
OG0000108	Prbe.g_00653	Prbh.g_00351
OG0000109	Prbe.g_00639	Prbh.g_00337
OG0000110	Prbe.g_00560	Prbh.g_00254
OG0000111	Prbe.g_01207	Prbh.g_00937
OG0000112	Prbe.g_00487	Prbh.g_01078
OG0000113	Prbe.g_01245	Prbh.g_00976
OG0000114	Prbe.g_00417	Prbh.g_00878
OG0000115	Prbe.g_01618	Prbh.g_01344
OG0000116	Prbe.g_01560	Prbh.g_01294
OG0000117	Prbe.g_01522	Prbh.g_01255
OG0000118	Prbe.g_00880	Prbh.g_01385
OG0000119	Prbe.g_01603	Prbh.g_01333
OG0000119	Prbe.g_00214	Prbh.g_00194
OG0000120	Prbe.g_00353	Prbh.g_00031
OG0000121	Prbe.g_00309	Prbh.g_00101
OG0000122	Prbe.g_01625	Prbh.g_01347
OG0000122	Prbe.g_00268	Prbh.g_00143
OG0000123	Prbe.g_00829	Prbh.g_01637
OG0000124	Prbe.g_00745	Prbh.g_01564
OG0000125	Prbe.g_01158	Prbh.g_01528
OG0000126	Prbe.g_01060	Prbh.g_01481
OG0000128	Prbe.g_01076	Prbh.g_01953
OG0000129	Prbe.g_00145	Prbh.g_00738
OG0000130	Prbe.g_00174	Prbh.g_00713
OG0000131	Prbe.g_01692	Prbh.g_00637
OG0000132	Prbe.g_01712	Prbh.g_00618
OG0000133	Prbe.g_01875	Prbh.g_00457
OG0000134	Prbe.g_01917	Prbh.g_00413
OG0000135	Prbe.g_00911	Prbh.g_01825
OG0000136	Prbe.g_01939	Prbh.g_00391
OG0000137	Prbe.g_00658	Prbh.g_00356
OG0000138	Prbe.g_00638	Prbh.g_00336
OG0000139	Prbe.g_00598	Prbh.g_00292
OG0000140	Prbe.g_00597	Prbh.g_00291
OG0000141	Prbe.g_00526	Prbh.g_00222
OG0000142	Prbe.g_01485	Prbh.g_01218
OG0000143	Prbe.g_01481	Prbh.g_01215
OG0000144	Prbe.g_01467	Prbh.g_01201
OG0000145	Prbe.g_00909	Prbh.g_01880
OG0000146	Prbe.g_00488	Prbh.g_01077
OG0000147	Prbe.g_00489	Prbh.g_01076
OG0000148	Prbe.g_01239	Prbh.g_00970
OG0000149	Prbe.g_01271	Prbh.g_01002
OG0000150	Prbe.g_01281	Prbh.g_01012
OG0000151	Prbe.g_00427	Prbh.g_00888
OG0000152	Prbe.g_01350	Prbh.g_01086
OG0000153	Prbe.g_01369	Prbh.g_01104
OG0000154	Prbe.g_01389	Prbh.g_01121
OG0000155	Prbe.g_01528	Prbh.g_01261
OG0000156	Prbe.g_00904	Prbh.g_01362
OG0000157	Prbe.g_00903	Prbh.g_01363
OG0000158	Prbe.g_00792	Prbh.g_01599
OG0000159	Prbe.g_00165	Prbh.g_00039, Prbh.g_00722
OG0000160	Prbe.g_00310	Prbh.g_00100
OG0000161	Prbe.g_00304	Prbh.g_01288, Prbh.g_00106
OG0000162	Prbe.g_00298	Prbh.g_00112
OG0000163	Prbe.g_00259	Prbh.g_00151
OG0000164	Prbe.g_00961	Prbh.g_01758
OG0000165	Prbe.g_00954	Prbh.g_01750
OG0000166	Prbe.g_01083	Prbh.g_01681
OG0000167	Prbe.g_00802	Prbh.g_01609
OG0000168	Prbe.g_00791	Prbh.g_01598
OG0000169	Prbe.g_00781	Prbh.g_01588
OG0000170	Prbe.g_00778	Prbh.g_01585
OG0000171	Prbe.g_00758	Prbh.g_01565
OG0000172	Prbe.g_00751	Prbh.g_01558
OG0000173	Prbe.g_01143	Prbh.g_01543
OG0000174	Prbe.g_01173	Prbh.g_01512
OG0000175	Prbe.g_01186	Prbh.g_01500
OG0000176	Prbe.g_01069	Prbh.g_01472
OG0000177	Prbe.g_01070	Prbh.g_01471
OG0000178	Prbe.g_01071	Prbh.g_01470
OG0000179	Prbe.g_00116	Prbh.g_00764
OG0000180	Prbe.g_00117	Prbh.g_00763
OG0000181	Prbe.g_00118	Prbh.g_00762
OG0000182	Prbe.g_00119	Prbh.g_00761
OG0000183	Prbe.g_00123	Prbh.g_00757
OG0000184	Prbe.g_00149	Prbh.g_00734
OG0000185	Prbe.g_00152	Prbh.g_00731
OG0000186	Prbe.g_00168	Prbh.g_00719
OG0000187	Prbe.g_00169	Prbh.g_00718
OG0000188	Prbe.g_00186	Prbh.g_00701
OG0000189	Prbe.g_01636	Prbh.g_00687
OG0000190	Prbe.g_01638	Prbh.g_00686
OG0000191	Prbe.g_01661	Prbh.g_00664
OG0000192	Prbe.g_01666	Prbh.g_00659
OG0000193	Prbe.g_01693	Prbh.g_00636
OG0000194	Prbe.g_01696	Prbh.g_00633
OG0000195	Prbe.g_01698	Prbh.g_00631
OG0000196	Prbe.g_01709	Prbh.g_00621
OG0000197	Prbe.g_01710	Prbh.g_00620
OG0000198	Prbe.g_01711	Prbh.g_00619
OG0000199	Prbe.g_01718	Prbh.g_00612
OG0000200	Prbe.g_01732	Prbh.g_00599
OG0000201	Prbe.g_01741	Prbh.g_00590
OG0000202	Prbe.g_01742	Prbh.g_00589
OG0000203	Prbe.g_01743	Prbh.g_00588
OG0000204	Prbe.g_01744	Prbh.g_00587
OG0000205	Prbe.g_01751	Prbh.g_00580
OG0000206	Prbe.g_01756	Prbh.g_00575
OG0000207	Prbe.g_01759	Prbh.g_00573
OG0000208	Prbe.g_01760	Prbh.g_00572
OG0000209	Prbe.g_01769	Prbh.g_00563
OG0000210	Prbe.g_01770	Prbh.g_00562
OG0000211	Prbe.g_01785	Prbh.g_00547
OG0000212	Prbe.g_01793	Prbh.g_00539
OG0000213	Prbe.g_01811	Prbh.g_00521
OG0000214	Prbe.g_01821	Prbh.g_00512
OG0000215	Prbe.g_01848	Prbh.g_00485
OG0000216	Prbe.g_01849	Prbh.g_00484
OG0000217	Prbe.g_01852	Prbh.g_00481
OG0000218	Prbe.g_01854	Prbh.g_00479
OG0000219	Prbe.g_01855	Prbh.g_00478
OG0000220	Prbe.g_01856	Prbh.g_00477
OG0000221	Prbe.g_01857	Prbh.g_00476
OG0000222	Prbe.g_01864	Prbh.g_00469
OG0000223	Prbe.g_01876	Prbh.g_00456
OG0000224	Prbe.g_01878	Prbh.g_00454
OG0000225	Prbe.g_01904	Prbh.g_00426
OG0000226	Prbe.g_01908	Prbh.g_00422
OG0000227	Prbe.g_01910	Prbh.g_00420
OG0000228	Prbe.g_01914	Prbh.g_00416
OG0000229	Prbe.g_01934	Prbh.g_00396
OG0000230	Prbe.g_01936	Prbh.g_00394
OG0000231	Prbe.g_01947	Prbh.g_00383
OG0000232	Prbe.g_00672	Prbh.g_00370
OG0000233	Prbe.g_00666	Prbh.g_00365
OG0000234	Prbe.g_00657	Prbh.g_00355
OG0000235	Prbe.g_00654	Prbh.g_00352
OG0000236	Prbe.g_00640	Prbh.g_00338
OG0000237	Prbe.g_00627	Prbh.g_00324
OG0000238	Prbe.g_00621	Prbh.g_00318
OG0000239	Prbe.g_00610	Prbh.g_00305
OG0000240	Prbe.g_00609	Prbh.g_00304
OG0000241	Prbe.g_00605	Prbh.g_00299
OG0000242	Prbe.g_00603	Prbh.g_00297
OG0000243	Prbe.g_00592	Prbh.g_00287
OG0000244	Prbe.g_00589	Prbh.g_00284
OG0000245	Prbe.g_00587	Prbh.g_00282
OG0000246	Prbe.g_00583	Prbh.g_00278
OG0000247	Prbe.g_00573	Prbh.g_00267
OG0000248	Prbe.g_00570	Prbh.g_00264
OG0000249	Prbe.g_00568	Prbh.g_00262
OG0000250	Prbe.g_00563	Prbh.g_00257
OG0000251	Prbe.g_00543	Prbh.g_00239
OG0000252	Prbe.g_00540	Prbh.g_00236
OG0000253	Prbe.g_00539	Prbh.g_00235
OG0000254	Prbe.g_00522	Prbh.g_00218
OG0000255	Prbe.g_00516	Prbh.g_00212
OG0000256	Prbe.g_00506	Prbh.g_01455
OG0000257	Prbe.g_01490	Prbh.g_01223
OG0000258	Prbe.g_01476	Prbh.g_01210
OG0000259	Prbe.g_01459	Prbh.g_01193
OG0000260	Prbe.g_01456	Prbh.g_01190
OG0000261	Prbe.g_01453	Prbh.g_01187
OG0000262	Prbe.g_01449	Prbh.g_01182
OG0000263	Prbe.g_00455	Prbh.g_00915
OG0000264	Prbe.g_00466	Prbh.g_00926
OG0000265	Prbe.g_01214	Prbh.g_00945
OG0000266	Prbe.g_01430	Prbh.g_01163
OG0000267	Prbe.g_01418	Prbh.g_01150
OG0000268	Prbe.g_01417	Prbh.g_01149
OG0000269	Prbe.g_01217	Prbh.g_00948
OG0000270	Prbe.g_01220	Prbh.g_00951
OG0000271	Prbe.g_01228	Prbh.g_00959
OG0000272	Prbe.g_01229	Prbh.g_00960
OG0000273	Prbe.g_01253	Prbh.g_00983
OG0000274	Prbe.g_01254	Prbh.g_00984
OG0000275	Prbe.g_01257	Prbh.g_00987
OG0000276	Prbe.g_01263	Prbh.g_00993
OG0000277	Prbe.g_01264	Prbh.g_00994
OG0000278	Prbe.g_01267	Prbh.g_00997
OG0000279	Prbe.g_01274	Prbh.g_01005
OG0000280	Prbe.g_01275	Prbh.g_01006
OG0000281	Prbe.g_01282	Prbh.g_01013
OG0000282	Prbe.g_00419	Prbh.g_00880
OG0000283	Prbe.g_01326	Prbh.g_01059
OG0000284	Prbe.g_01331	Prbh.g_01064
OG0000285	Prbe.g_01336	Prbh.g_01069
OG0000286	Prbe.g_01349	Prbh.g_01085
OG0000287	Prbe.g_01615	Prbh.g_01342
OG0000288	Prbe.g_01388	Prbh.g_01120
OG0000289	Prbe.g_01404	Prbh.g_01135
OG0000290	Prbe.g_01300	Prbh.g_01034
OG0000291	Prbe.g_01298	Prbh.g_01032
OG0000292	Prbe.g_01594	Prbh.g_01328
OG0000293	Prbe.g_01559	Prbh.g_01293
OG0000294	Prbe.g_01558	Prbh.g_01292
OG0000295	Prbe.g_01535	Prbh.g_01268
OG0000296	Prbe.g_01533	Prbh.g_01266
OG0000297	Prbe.g_01524	Prbh.g_01257
OG0000298	Prbe.g_01523	Prbh.g_01256
OG0000299	Prbe.g_01504	Prbh.g_01237
OG0000300	Prbe.g_01501	Prbh.g_01234
OG0000301	Prbe.g_01500	Prbh.g_01233
OG0000302	Prbe.g_01498	Prbh.g_01231
OG0000303	Prbe.g_01492	Prbh.g_01225
OG0000304	Prbe.g_00501	Prbh.g_01450
OG0000305	Prbe.g_01592	Prbh.g_01326
OG0000306	Prbe.g_01286	Prbh.g_01017
OG0000307	Prbe.g_00364	Prbh.g_00019
OG0000308	Prbe.g_00363	Prbh.g_00020
OG0000309	Prbe.g_00359	Prbh.g_00024
OG0000310	Prbe.g_00325	Prbh.g_00082
OG0000311	Prbe.g_00323	Prbh.g_00084
OG0000312	Prbe.g_00320	Prbh.g_00087
OG0000313	Prbe.g_00307	Prbh.g_00103
OG0000314	Prbe.g_00284	Prbh.g_00126
OG0000315	Prbe.g_00274	Prbh.g_00136
OG0000316	Prbe.g_00249	Prbh.g_00162
OG0000317	Prbe.g_00988	Prbh.g_01785
OG0000318	Prbe.g_00984	Prbh.g_01781
OG0000319	Prbe.g_00971	Prbh.g_01768
OG0000320	Prbe.g_00969	Prbh.g_01766
OG0000321	Prbe.g_00968	Prbh.g_01765
OG0000322	Prbe.g_00967	Prbh.g_01764
OG0000323	Prbe.g_00958	Prbh.g_01755
OG0000324	Prbe.g_00931	Prbh.g_01727
OG0000325	Prbe.g_00920	Prbh.g_01717
OG0000326	Prbe.g_01109	Prbh.g_01710
OG0000327	Prbe.g_01088	Prbh.g_01686
OG0000328	Prbe.g_01087	Prbh.g_01685
OG0000329	Prbe.g_00860	Prbh.g_01668
OG0000330	Prbe.g_00859	Prbh.g_01667
OG0000331	Prbe.g_00858	Prbh.g_01666
OG0000332	Prbe.g_00844	Prbh.g_01652
OG0000333	Prbe.g_00842	Prbh.g_01650
OG0000334	Prbe.g_00833	Prbh.g_01641
OG0000335	Prbe.g_00828	Prbh.g_01636
OG0000336	Prbe.g_00824	Prbh.g_01632
OG0000337	Prbe.g_00806	Prbh.g_01613
OG0000338	Prbe.g_00805	Prbh.g_01612
OG0000339	Prbe.g_00799	Prbh.g_01606
OG0000340	Prbe.g_00790	Prbh.g_01597
OG0000341	Prbe.g_00788	Prbh.g_01595
OG0000342	Prbe.g_00787	Prbh.g_01594
OG0000343	Prbe.g_00786	Prbh.g_01593
OG0000344	Prbe.g_00783	Prbh.g_01590
OG0000345	Prbe.g_00777	Prbh.g_01584
OG0000346	Prbe.g_00773	Prbh.g_01580
OG0000347	Prbe.g_00746	Prbh.g_01563
OG0000348	Prbe.g_00754	Prbh.g_01555
OG0000349	Prbe.g_01149	Prbh.g_01537
OG0000350	Prbe.g_00709	Prbh.g_01516
OG0000351	Prbe.g_01189	Prbh.g_01497
OG0000352	Prbe.g_01190	Prbh.g_01496
OG0000353	Prbe.g_01064	Prbh.g_01477
OG0000355	Prbe.g_01066	Prbh.g_01475
OG0000356	Prbe.g_01067	Prbh.g_01474
OG0000357	Prbe.g_01068	Prbh.g_01473
OG0000358	Prbe.g_01072	Prbh.g_01469
OG0000359	Prbe.g_01073	Prbh.g_01468
OG0000360	Prbe.g_01074	Prbh.g_01467
OG0000361	Prbe.g_01075	Prbh.g_01466
OG0000362	Prbe.g_01077	Prbh.g_01952
OG0000363	Prbe.g_00114	Prbh.g_00766
OG0000364	Prbe.g_00115	Prbh.g_00765
OG0000365	Prbe.g_00120	Prbh.g_00760
OG0000366	Prbe.g_00121	Prbh.g_00759
OG0000367	Prbe.g_00122	Prbh.g_00758
OG0000368	Prbe.g_00124	Prbh.g_00756
OG0000369	Prbe.g_00125	Prbh.g_00755
OG0000370	Prbe.g_00126	Prbh.g_00754
OG0000371	Prbe.g_00133	Prbh.g_00748
OG0000372	Prbe.g_00136	Prbh.g_00746
OG0000373	Prbe.g_00137	Prbh.g_00745
OG0000374	Prbe.g_00138	Prbh.g_00744
OG0000375	Prbe.g_00140	Prbh.g_00743
OG0000376	Prbe.g_00142	Prbh.g_00741
OG0000377	Prbe.g_00146	Prbh.g_00737
OG0000378	Prbe.g_00150	Prbh.g_00733
OG0000379	Prbe.g_00153	Prbh.g_00730
OG0000380	Prbe.g_00170	Prbh.g_00717
OG0000381	Prbe.g_00175	Prbh.g_00712
OG0000382	Prbe.g_00185	Prbh.g_00702
OG0000383	Prbe.g_00187	Prbh.g_00700
OG0000384	Prbe.g_00188	Prbh.g_00699
OG0000385	Prbe.g_00189	Prbh.g_00698
OG0000386	Prbe.g_00190	Prbh.g_00697
OG0000387	Prbe.g_01640	Prbh.g_00684
OG0000388	Prbe.g_01644	Prbh.g_00680
OG0000389	Prbe.g_01647	Prbh.g_00677
OG0000390	Prbe.g_01657	Prbh.g_00668
OG0000391	Prbe.g_01660	Prbh.g_00665
OG0000392	Prbe.g_01664	Prbh.g_00661
OG0000393	Prbe.g_01667	Prbh.g_00658
OG0000394	Prbe.g_01668	Prbh.g_00657
OG0000395	Prbe.g_01669	Prbh.g_00656
OG0000396	Prbe.g_01671	Prbh.g_00654
OG0000397	Prbe.g_01673	Prbh.g_00652
OG0000398	Prbe.g_01676	Prbh.g_00649
OG0000399	Prbe.g_01677	Prbh.g_00648
OG0000400	Prbe.g_01678	Prbh.g_00647
OG0000401	Prbe.g_01679	Prbh.g_00646
OG0000402	Prbe.g_01412	Prbh.g_01144
OG0000403	Prbe.g_01681	Prbh.g_00644
OG0000404	Prbe.g_01682	Prbh.g_00643
OG0000405	Prbe.g_01686	Prbh.g_00639
OG0000406	Prbe.g_01694	Prbh.g_00635
OG0000407	Prbe.g_01695	Prbh.g_00634
OG0000408	Prbe.g_01697	Prbh.g_00632
OG0000409	Prbe.g_01699	Prbh.g_00630
OG0000410	Prbe.g_01700	Prbh.g_00629
OG0000411	Prbe.g_01701	Prbh.g_00628
OG0000412	Prbe.g_01702	Prbh.g_00627
OG0000413	Prbe.g_01704	Prbh.g_00626
OG0000414	Prbe.g_01705	Prbh.g_00625
OG0000415	Prbe.g_01706	Prbh.g_00624
OG0000416	Prbe.g_01707	Prbh.g_00623
OG0000417	Prbe.g_01708	Prbh.g_00622
OG0000418	Prbe.g_01713	Prbh.g_00617
OG0000419	Prbe.g_01715	Prbh.g_00615
OG0000420	Prbe.g_01716	Prbh.g_00614
OG0000421	Prbe.g_01721	Prbh.g_00610
OG0000422	Prbe.g_01722	Prbh.g_00609
OG0000423	Prbe.g_01723	Prbh.g_00608
OG0000424	Prbe.g_01724	Prbh.g_00607
OG0000425	Prbe.g_01725	Prbh.g_00606
OG0000426	Prbe.g_01726	Prbh.g_00605
OG0000427	Prbe.g_01727	Prbh.g_00604
OG0000428	Prbe.g_01729	Prbh.g_00602
OG0000429	Prbe.g_01730	Prbh.g_00601
OG0000430	Prbe.g_01731	Prbh.g_00600
OG0000431	Prbe.g_01733	Prbh.g_00598
OG0000432	Prbe.g_01737	Prbh.g_00594
OG0000433	Prbe.g_01738	Prbh.g_00593
OG0000434	Prbe.g_01739	Prbh.g_00592
OG0000435	Prbe.g_01740	Prbh.g_00591
OG0000436	Prbe.g_01745	Prbh.g_00586
OG0000437	Prbe.g_01746	Prbh.g_00585
OG0000438	Prbe.g_01747	Prbh.g_00584
OG0000439	Prbe.g_01749	Prbh.g_00582
OG0000440	Prbe.g_01750	Prbh.g_00581
OG0000441	Prbe.g_01753	Prbh.g_00578
OG0000442	Prbe.g_01754	Prbh.g_00577
OG0000443	Prbe.g_01755	Prbh.g_00576
OG0000444	Prbe.g_01761	Prbh.g_00571
OG0000445	Prbe.g_01762	Prbh.g_00570
OG0000446	Prbe.g_01763	Prbh.g_00569
OG0000447	Prbe.g_01764	Prbh.g_00568
OG0000448	Prbe.g_01765	Prbh.g_00567
OG0000449	Prbe.g_01766	Prbh.g_00566
OG0000450	Prbe.g_01767	Prbh.g_00565
OG0000451	Prbe.g_01768	Prbh.g_00564
OG0000452	Prbe.g_01771	Prbh.g_00561
OG0000453	Prbe.g_01772	Prbh.g_00560
OG0000454	Prbe.g_01773	Prbh.g_00559
OG0000455	Prbe.g_01774	Prbh.g_00558
OG0000456	Prbe.g_01775	Prbh.g_00557
OG0000457	Prbe.g_01777	Prbh.g_00555
OG0000458	Prbe.g_01778	Prbh.g_00554
OG0000459	Prbe.g_01779	Prbh.g_00553
OG0000460	Prbe.g_01787	Prbh.g_00545
OG0000461	Prbe.g_01795	Prbh.g_00537
OG0000462	Prbe.g_01797	Prbh.g_00535
OG0000463	Prbe.g_01798	Prbh.g_00534
OG0000464	Prbe.g_01799	Prbh.g_00533
OG0000465	Prbe.g_01800	Prbh.g_00532
OG0000466	Prbe.g_01803	Prbh.g_00529
OG0000467	Prbe.g_01804	Prbh.g_00528
OG0000468	Prbe.g_01807	Prbh.g_00525
OG0000469	Prbe.g_01815	Prbh.g_00517
OG0000470	Prbe.g_01817	Prbh.g_00515
OG0000471	Prbe.g_01818	Prbh.g_00514
OG0000472	Prbe.g_01820	Prbh.g_00513
OG0000473	Prbe.g_01822	Prbh.g_00511
OG0000474	Prbe.g_01823	Prbh.g_00510
OG0000475	Prbe.g_01824	Prbh.g_00509
OG0000476	Prbe.g_01826	Prbh.g_00507
OG0000477	Prbe.g_01829	Prbh.g_00504
OG0000478	Prbe.g_01830	Prbh.g_00503
OG0000479	Prbe.g_01831	Prbh.g_00502
OG0000480	Prbe.g_01836	Prbh.g_00497
OG0000481	Prbe.g_01839	Prbh.g_00494
OG0000482	Prbe.g_01840	Prbh.g_00493
OG0000483	Prbe.g_01843	Prbh.g_00490
OG0000484	Prbe.g_01844	Prbh.g_00489
OG0000485	Prbe.g_01846	Prbh.g_00487
OG0000486	Prbe.g_01847	Prbh.g_00486
OG0000487	Prbe.g_01850	Prbh.g_00483
OG0000488	Prbe.g_01853	Prbh.g_00480
OG0000489	Prbe.g_01858	Prbh.g_00475
OG0000490	Prbe.g_01862	Prbh.g_00471
OG0000491	Prbe.g_01863	Prbh.g_00470
OG0000492	Prbe.g_01865	Prbh.g_00468
OG0000493	Prbe.g_01866	Prbh.g_00467
OG0000494	Prbe.g_01867	Prbh.g_00466
OG0000495	Prbe.g_01868	Prbh.g_00465
OG0000496	Prbe.g_01869	Prbh.g_00464
OG0000497	Prbe.g_01870	Prbh.g_00463
OG0000498	Prbe.g_01871	Prbh.g_00462
OG0000499	Prbe.g_01872	Prbh.g_00461
OG0000500	Prbe.g_01873	Prbh.g_00460
OG0000501	Prbe.g_01874	Prbh.g_00458
OG0000502	Prbe.g_01877	Prbh.g_00455
OG0000503	Prbe.g_01892	Prbh.g_00439
OG0000504	Prbe.g_01894	Prbh.g_00437
OG0000505	Prbe.g_01895	Prbh.g_00436
OG0000506	Prbe.g_01896	Prbh.g_00435
OG0000507	Prbe.g_01899	Prbh.g_00431
OG0000508	Prbe.g_01903	Prbh.g_00427
OG0000509	Prbe.g_01905	Prbh.g_00425
OG0000510	Prbe.g_01906	Prbh.g_00424
OG0000511	Prbe.g_01907	Prbh.g_00423
OG0000512	Prbe.g_01909	Prbh.g_00421
OG0000513	Prbe.g_01918	Prbh.g_00412
OG0000514	Prbe.g_01929	Prbh.g_00401
OG0000515	Prbe.g_01930	Prbh.g_00400
OG0000516	Prbe.g_01931	Prbh.g_00399
OG0000517	Prbe.g_01933	Prbh.g_00397
