Orthogroup	Prbe	Syap
OG0000245	Prbe.g_00587	Syap.g_01148
OG0000246	Prbe.g_00583	Syap.g_00308
OG0000247	Prbe.g_00573	Syap.g_00288, Syap.g_00293
OG0000248	Prbe.g_00570	Syap.g_00290
OG0000249	Prbe.g_00568	Syap.g_01296, Syap.g_01295
OG0000250	Prbe.g_00563	Syap.g_01306
OG0000251	Prbe.g_00543	Syap.g_00442
OG0000252	Prbe.g_00540	Syap.g_01857
OG0000253	Prbe.g_00539	Syap.g_00443
OG0000254	Prbe.g_00522	Syap.g_01527, Syap.g_01528
OG0000256	Prbe.g_00506	Syap.g_01287
OG0000257	Prbe.g_01490	Syap.g_00886
OG0000258	Prbe.g_01476	Syap.g_00907
OG0000260	Prbe.g_01456	Syap.g_01970
OG0000261	Prbe.g_01453	Syap.g_01962, Syap.g_01961
OG0000262	Prbe.g_01449	Syap.g_01954
OG0000263	Prbe.g_00455	Syap.g_00432, Syap.g_00433
OG0000266	Prbe.g_01430	Syap.g_00519
OG0000267	Prbe.g_01418	Syap.g_02333, Syap.g_02332
OG0000268	Prbe.g_01417	Syap.g_00646
OG0000269	Prbe.g_01217	Syap.g_00188
OG0000270	Prbe.g_01220	Syap.g_00192
OG0000271	Prbe.g_01228	Syap.g_00200, Syap.g_00201
OG0000272	Prbe.g_01229	Syap.g_00202
OG0000273	Prbe.g_01253	Syap.g_02703
OG0000274	Prbe.g_01254	Syap.g_02702
OG0000275	Prbe.g_01257	Syap.g_01847
OG0000276	Prbe.g_01263	Syap.g_01838, Syap.g_01839
OG0000277	Prbe.g_01264	Syap.g_01837
OG0000278	Prbe.g_01267	Syap.g_01834
OG0000279	Prbe.g_01274	Syap.g_00829, Syap.g_00830
OG0000280	Prbe.g_01275	Syap.g_00365
OG0000281	Prbe.g_01282	Syap.g_01977
OG0000282	Prbe.g_00419	Syap.g_01252
OG0000283	Prbe.g_01326	Syap.g_01728
OG0000284	Prbe.g_01331	Syap.g_01736
OG0000285	Prbe.g_01336	Syap.g_01746, Syap.g_01744
OG0000286	Prbe.g_01349	Syap.g_02014, Syap.g_02013
OG0000288	Prbe.g_01388	Syap.g_02764, Syap.g_02763
OG0000289	Prbe.g_01404	Syap.g_02784
OG0000290	Prbe.g_01300	Syap.g_01552
OG0000292	Prbe.g_01594	Syap.g_02314
OG0000293	Prbe.g_01559	Syap.g_00240
OG0000294	Prbe.g_01558	Syap.g_00239
OG0000295	Prbe.g_01535	Syap.g_00206
OG0000296	Prbe.g_01533	Syap.g_00204
OG0000299	Prbe.g_01504	Syap.g_02620
OG0000302	Prbe.g_01498	Syap.g_02444, Syap.g_02445
OG0000303	Prbe.g_01492	Syap.g_02435
OG0000304	Prbe.g_00501	Syap.g_02430
OG0000305	Prbe.g_01592	Syap.g_01557
OG0000306	Prbe.g_01286	Syap.g_01966
OG0000307	Prbe.g_00364	Syap.g_02517
OG0000308	Prbe.g_00363	Syap.g_02514, Syap.g_02515
OG0000309	Prbe.g_00359	Syap.g_02198, Syap.g_02446
OG0000310	Prbe.g_00325	Syap.g_02660, Syap.g_02661
OG0000311	Prbe.g_00323	Syap.g_02657
OG0000312	Prbe.g_00320	Syap.g_02114
OG0000313	Prbe.g_00307	Syap.g_02473
OG0000315	Prbe.g_00274	Syap.g_00017
OG0000316	Prbe.g_00249	Syap.g_00030
OG0000317	Prbe.g_00988	Syap.g_00618
OG0000318	Prbe.g_00984	Syap.g_00622, Syap.g_02786
OG0000319	Prbe.g_00971	Syap.g_01764, Syap.g_01771
OG0000320	Prbe.g_00969	Syap.g_01761, Syap.g_01769
OG0000321	Prbe.g_00968	Syap.g_01760, Syap.g_01768
OG0000322	Prbe.g_00967	Syap.g_01759, Syap.g_01767
OG0000323	Prbe.g_00958	Syap.g_01389
OG0000324	Prbe.g_00931	Syap.g_01503
OG0000325	Prbe.g_00920	Syap.g_02680
OG0000326	Prbe.g_01109	Syap.g_00544
OG0000327	Prbe.g_01088	Syap.g_01233, Syap.g_01913
OG0000328	Prbe.g_01087	Syap.g_01234, Syap.g_01912
OG0000329	Prbe.g_00860	Syap.g_00498
OG0000330	Prbe.g_00859	Syap.g_00497
OG0000331	Prbe.g_00858	Syap.g_00496
OG0000332	Prbe.g_00844	Syap.g_00481
OG0000333	Prbe.g_00842	Syap.g_00478
OG0000334	Prbe.g_00833	Syap.g_00468
OG0000335	Prbe.g_00828	Syap.g_00101, Syap.g_00463
OG0000336	Prbe.g_00824	Syap.g_00417, Syap.g_00607
OG0000337	Prbe.g_00806	Syap.g_01054
OG0000338	Prbe.g_00805	Syap.g_01059
OG0000339	Prbe.g_00799	Syap.g_01068
OG0000340	Prbe.g_00790	Syap.g_01077
OG0000341	Prbe.g_00788	Syap.g_01079
OG0000342	Prbe.g_00787	Syap.g_01080, Syap.g_02477
OG0000343	Prbe.g_00786	Syap.g_01086, Syap.g_02078
OG0000344	Prbe.g_00783	Syap.g_01091
OG0000345	Prbe.g_00777	Syap.g_01107, Syap.g_01470
OG0000346	Prbe.g_00773	Syap.g_01113
OG0000347	Prbe.g_00746	Syap.g_01131, Syap.g_02459
OG0000348	Prbe.g_00754	Syap.g_00632
OG0000349	Prbe.g_01149	Syap.g_00110, Syap.g_01813
OG0000351	Prbe.g_01189	Syap.g_02594
OG0000352	Prbe.g_01190	Syap.g_02596, Syap.g_02597
OG0000353	Prbe.g_01064	Syap.g_00054
OG0000355	Prbe.g_01066	Syap.g_00056
OG0000356	Prbe.g_01067	Syap.g_00057
OG0000357	Prbe.g_01068	Syap.g_00058
OG0000358	Prbe.g_01072	Syap.g_00063
OG0000359	Prbe.g_01073	Syap.g_00065
OG0000360	Prbe.g_01074	Syap.g_00067
OG0000361	Prbe.g_01075	Syap.g_00068
OG0000362	Prbe.g_01077	Syap.g_00070
OG0000363	Prbe.g_00114	Syap.g_00072
OG0000364	Prbe.g_00115	Syap.g_00620
OG0000365	Prbe.g_00120	Syap.g_00081
OG0000366	Prbe.g_00121	Syap.g_00082
OG0000367	Prbe.g_00122	Syap.g_00083
OG0000368	Prbe.g_00124	Syap.g_00085
OG0000369	Prbe.g_00125	Syap.g_00086
OG0000370	Prbe.g_00126	Syap.g_00087
OG0000372	Prbe.g_00136	Syap.g_01805
OG0000373	Prbe.g_00137	Syap.g_01806
OG0000374	Prbe.g_00138	Syap.g_01807
OG0000375	Prbe.g_00140	Syap.g_01808
OG0000376	Prbe.g_00142	Syap.g_01811
OG0000377	Prbe.g_00146	Syap.g_00128
OG0000378	Prbe.g_00150	Syap.g_01326
OG0000380	Prbe.g_00170	Syap.g_01687
OG0000381	Prbe.g_00175	Syap.g_01690
OG0000382	Prbe.g_00185	Syap.g_02548
OG0000383	Prbe.g_00187	Syap.g_02359
OG0000384	Prbe.g_00188	Syap.g_02360
OG0000385	Prbe.g_00189	Syap.g_02361
OG0000386	Prbe.g_00190	Syap.g_02362
OG0000387	Prbe.g_01640	Syap.g_01864
OG0000391	Prbe.g_01660	Syap.g_02234
OG0000392	Prbe.g_01664	Syap.g_02225
OG0000393	Prbe.g_01667	Syap.g_02222
OG0000394	Prbe.g_01668	Syap.g_02221
OG0000395	Prbe.g_01669	Syap.g_02220
OG0000396	Prbe.g_01671	Syap.g_02217
OG0000397	Prbe.g_01673	Syap.g_02215
OG0000398	Prbe.g_01676	Syap.g_02211
OG0000399	Prbe.g_01677	Syap.g_02210
OG0000400	Prbe.g_01678	Syap.g_02209
OG0000401	Prbe.g_01679	Syap.g_02208
OG0000402	Prbe.g_01412	Syap.g_02206
OG0000403	Prbe.g_01681	Syap.g_02205
OG0000404	Prbe.g_01682	Syap.g_02204, Syap.g_02618
OG0000405	Prbe.g_01686	Syap.g_02191
OG0000406	Prbe.g_01694	Syap.g_02186
OG0000407	Prbe.g_01695	Syap.g_02185
OG0000408	Prbe.g_01697	Syap.g_02181, Syap.g_02182
OG0000409	Prbe.g_01699	Syap.g_02179
OG0000410	Prbe.g_01700	Syap.g_02178
OG0000411	Prbe.g_01701	Syap.g_02177
OG0000412	Prbe.g_01702	Syap.g_02176
OG0000413	Prbe.g_01704	Syap.g_02174
OG0000414	Prbe.g_01705	Syap.g_02173
OG0000415	Prbe.g_01706	Syap.g_02172
OG0000416	Prbe.g_01707	Syap.g_02171
OG0000417	Prbe.g_01708	Syap.g_02169
OG0000418	Prbe.g_01713	Syap.g_01204
OG0000419	Prbe.g_01715	Syap.g_01201
OG0000420	Prbe.g_01716	Syap.g_01199
OG0000421	Prbe.g_01721	Syap.g_01195
OG0000422	Prbe.g_01722	Syap.g_01194
OG0000423	Prbe.g_01723	Syap.g_01193
OG0000424	Prbe.g_01724	Syap.g_01192
OG0000425	Prbe.g_01725	Syap.g_01191
OG0000426	Prbe.g_01726	Syap.g_01190
OG0000427	Prbe.g_01727	Syap.g_01189
OG0000428	Prbe.g_01729	Syap.g_01186
OG0000429	Prbe.g_01730	Syap.g_01184
OG0000430	Prbe.g_01731	Syap.g_01182
OG0000431	Prbe.g_01733	Syap.g_01179
OG0000432	Prbe.g_01737	Syap.g_02277
OG0000433	Prbe.g_01738	Syap.g_02272
OG0000434	Prbe.g_01739	Syap.g_02271
OG0000435	Prbe.g_01740	Syap.g_02268
OG0000436	Prbe.g_01745	Syap.g_01607
OG0000437	Prbe.g_01746	Syap.g_01608
OG0000438	Prbe.g_01747	Syap.g_01612
OG0000439	Prbe.g_01749	Syap.g_01614
OG0000440	Prbe.g_01750	Syap.g_01615
OG0000441	Prbe.g_01753	Syap.g_01619
OG0000442	Prbe.g_01754	Syap.g_01620
OG0000443	Prbe.g_01755	Syap.g_01622
OG0000444	Prbe.g_01761	Syap.g_01424
OG0000445	Prbe.g_01762	Syap.g_01421
OG0000446	Prbe.g_01763	Syap.g_01419
OG0000447	Prbe.g_01764	Syap.g_01410
OG0000448	Prbe.g_01765	Syap.g_01407
OG0000449	Prbe.g_01766	Syap.g_01406
OG0000450	Prbe.g_01767	Syap.g_01909
OG0000451	Prbe.g_01768	Syap.g_01908
OG0000452	Prbe.g_01771	Syap.g_01904
OG0000453	Prbe.g_01772	Syap.g_01903
OG0000454	Prbe.g_01773	Syap.g_01902
OG0000455	Prbe.g_01774	Syap.g_01901
OG0000456	Prbe.g_01775	Syap.g_01900
OG0000457	Prbe.g_01777	Syap.g_01896
OG0000458	Prbe.g_01778	Syap.g_01895
OG0000459	Prbe.g_01779	Syap.g_01894
OG0000460	Prbe.g_01787	Syap.g_01159
OG0000461	Prbe.g_01795	Syap.g_01575
OG0000462	Prbe.g_01797	Syap.g_01578
OG0000463	Prbe.g_01798	Syap.g_01579
OG0000464	Prbe.g_01799	Syap.g_01580
OG0000465	Prbe.g_01800	Syap.g_01582
OG0000466	Prbe.g_01803	Syap.g_01587
OG0000467	Prbe.g_01804	Syap.g_01588
OG0000468	Prbe.g_01807	Syap.g_01593
OG0000469	Prbe.g_01815	Syap.g_02352
OG0000470	Prbe.g_01817	Syap.g_02349
OG0000471	Prbe.g_01818	Syap.g_02348
OG0000472	Prbe.g_01820	Syap.g_02347
OG0000473	Prbe.g_01822	Syap.g_02343
OG0000474	Prbe.g_01823	Syap.g_02342
OG0000475	Prbe.g_01824	Syap.g_02341
OG0000476	Prbe.g_01826	Syap.g_02339
OG0000477	Prbe.g_01829	Syap.g_01367
OG0000478	Prbe.g_01830	Syap.g_01366
OG0000479	Prbe.g_01831	Syap.g_01364
OG0000480	Prbe.g_01836	Syap.g_01357
OG0000482	Prbe.g_01840	Syap.g_01355
OG0000483	Prbe.g_01843	Syap.g_01344
OG0000484	Prbe.g_01844	Syap.g_01350
OG0000485	Prbe.g_01846	Syap.g_01349
OG0000487	Prbe.g_01850	Syap.g_01635
OG0000488	Prbe.g_01853	Syap.g_01639
OG0000489	Prbe.g_01858	Syap.g_02482
OG0000490	Prbe.g_01862	Syap.g_01673
OG0000491	Prbe.g_01863	Syap.g_01670
OG0000492	Prbe.g_01865	Syap.g_01668
OG0000493	Prbe.g_01866	Syap.g_01667
OG0000494	Prbe.g_01867	Syap.g_01666
OG0000495	Prbe.g_01868	Syap.g_01665
OG0000496	Prbe.g_01869	Syap.g_01663
OG0000497	Prbe.g_01870	Syap.g_01662
OG0000498	Prbe.g_01871	Syap.g_01661
OG0000499	Prbe.g_01872	Syap.g_01660
OG0000500	Prbe.g_01873	Syap.g_01659
OG0000501	Prbe.g_01874	Syap.g_01656
OG0000502	Prbe.g_01877	Syap.g_02066
OG0000503	Prbe.g_01892	Syap.g_00569
OG0000504	Prbe.g_01894	Syap.g_00567
OG0000505	Prbe.g_01895	Syap.g_00566
OG0000506	Prbe.g_01896	Syap.g_00564
OG0000507	Prbe.g_01899	Syap.g_00558
OG0000508	Prbe.g_01903	Syap.g_00554
OG0000509	Prbe.g_01905	Syap.g_00551
OG0000510	Prbe.g_01906	Syap.g_00550
OG0000511	Prbe.g_01907	Syap.g_00548
OG0000512	Prbe.g_01909	Syap.g_02145
OG0000513	Prbe.g_01918	Syap.g_02048
OG0000514	Prbe.g_01929	Syap.g_02051
OG0000515	Prbe.g_01930	Syap.g_02052
OG0000516	Prbe.g_01931	Syap.g_02054
OG0000517	Prbe.g_01933	Syap.g_02057
OG0000519	Prbe.g_01945	Syap.g_00457
OG0000520	Prbe.g_01946	Syap.g_00456
OG0000521	Prbe.g_00676	Syap.g_01997
OG0000522	Prbe.g_00674	Syap.g_01995
OG0000523	Prbe.g_00673	Syap.g_02507
OG0000524	Prbe.g_00668	Syap.g_02135
OG0000525	Prbe.g_00664	Syap.g_02159
OG0000526	Prbe.g_00663	Syap.g_02157
OG0000527	Prbe.g_00660	Syap.g_02758
OG0000528	Prbe.g_00655	Syap.g_02261
OG0000529	Prbe.g_00652	Syap.g_02254
OG0000530	Prbe.g_00649	Syap.g_02252
OG0000531	Prbe.g_00648	Syap.g_02251
OG0000532	Prbe.g_00646	Syap.g_02247
OG0000533	Prbe.g_00645	Syap.g_02244
OG0000534	Prbe.g_00644	Syap.g_02243
OG0000535	Prbe.g_00643	Syap.g_02242
OG0000536	Prbe.g_00642	Syap.g_02241
OG0000537	Prbe.g_00641	Syap.g_02240
OG0000538	Prbe.g_00632	Syap.g_00271
OG0000539	Prbe.g_00631	Syap.g_00270
OG0000540	Prbe.g_00630	Syap.g_00269
OG0000541	Prbe.g_00629	Syap.g_00268
OG0000542	Prbe.g_00628	Syap.g_00264
OG0000543	Prbe.g_00626	Syap.g_00261
OG0000544	Prbe.g_00625	Syap.g_00260
OG0000545	Prbe.g_00623	Syap.g_00259
OG0000546	Prbe.g_00620	Syap.g_00256
OG0000547	Prbe.g_00618	Syap.g_00254
OG0000548	Prbe.g_00617	Syap.g_00253
OG0000549	Prbe.g_00615	Syap.g_00758
OG0000550	Prbe.g_00611	Syap.g_02747
OG0000551	Prbe.g_00608	Syap.g_02739
OG0000552	Prbe.g_00607	Syap.g_02738
OG0000553	Prbe.g_00606	Syap.g_02735
OG0000554	Prbe.g_00601	Syap.g_01450
OG0000555	Prbe.g_00593	Syap.g_01941
OG0000556	Prbe.g_00591	Syap.g_01933
OG0000557	Prbe.g_00590	Syap.g_01931
OG0000558	Prbe.g_00588	Syap.g_01147
OG0000560	Prbe.g_00581	Syap.g_00305
OG0000561	Prbe.g_00580	Syap.g_00304
OG0000562	Prbe.g_00579	Syap.g_00302
OG0000563	Prbe.g_00578	Syap.g_00301
OG0000564	Prbe.g_00577	Syap.g_00300
OG0000565	Prbe.g_00575	Syap.g_00296
OG0000566	Prbe.g_00571	Syap.g_00291
OG0000567	Prbe.g_00567	Syap.g_01297
OG0000568	Prbe.g_00566	Syap.g_01302
OG0000569	Prbe.g_00565	Syap.g_01303
OG0000570	Prbe.g_00564	Syap.g_01304
OG0000571	Prbe.g_00562	Syap.g_01307
OG0000573	Prbe.g_00542	Syap.g_00765
OG0000574	Prbe.g_00541	Syap.g_00759
OG0000575	Prbe.g_00537	Syap.g_00445
OG0000576	Prbe.g_00535	Syap.g_00450
OG0000577	Prbe.g_00534	Syap.g_00451
OG0000578	Prbe.g_00533	Syap.g_00452
OG0000579	Prbe.g_00532	Syap.g_00453
OG0000580	Prbe.g_00531	Syap.g_00454
OG0000581	Prbe.g_00528	Syap.g_01521
OG0000582	Prbe.g_00525	Syap.g_01533
OG0000583	Prbe.g_00524	Syap.g_01532
OG0000584	Prbe.g_00523	Syap.g_01530
OG0000585	Prbe.g_00521	Syap.g_01526
OG0000586	Prbe.g_00520	Syap.g_01525
